Orthogroup	DEUG.longest_only	AALB.longest_only
OG0000593	LOC108115956|XP_017083082.1|DEUG, LOC108104940|XP_017066791.1|DEUG	LOC118463504|XP_035786000.1|AALB, LOC118459699|XP_035779234.1|AALB
OG0000594	LOC108116047|XP_017083234.1|DEUG, LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG	LOC118459626|XP_035779096.1|AALB
OG0000595	LOC108116957|XP_017084601.1|DEUG, LOC108115988|XP_017083137.1|DEUG	LOC118461907|XP_035783655.1|AALB
OG0000597	LOC108117476|XP_017085387.1|DEUG, LOC108104001|XP_017065280.1|DEUG	LOC118456573|XP_035773348.1|AALB
OG0000598	LOC108116917|XP_017084545.1|DEUG	LOC118460216|XP_035780225.1|AALB, LOC118460212|XP_035780221.1|AALB
OG0000599	LOC108107664|XP_017070741.1|DEUG, LOC108104715|XP_017066425.1|DEUG	LOC118459743|XP_035779313.1|AALB, LOC118460049|XP_035779919.1|AALB
OG0000600	LOC108113328|XP_017079374.1|DEUG, LOC108113283|XP_017079321.1|DEUG	LOC118463137|XP_035785390.1|AALB, LOC118463136|XP_035785388.1|AALB
OG0000601	LOC108107110|XP_017069988.1|DEUG, LOC108110865|XP_017075601.1|DEUG	LOC118466070|XP_035790827.1|AALB
OG0000602	LOC108111242|XP_017076134.1|DEUG, LOC108110493|XP_017075061.1|DEUG	LOC118458568|XP_035777108.1|AALB
OG0000603	LOC108117040|XP_017084699.1|DEUG, LOC108110507|XP_017075076.1|DEUG, LOC108106149|XP_017068538.1|DEUG	LOC118459242|XP_035778337.1|AALB
OG0000604	LOC108110868|XP_017075604.1|DEUG, LOC108110870|XP_017075605.1|DEUG	LOC118459212|XP_035778285.1|AALB
OG0000605	LOC108115505|XP_017082486.1|DEUG	LOC118461557|XP_035782904.1|AALB, LOC118462737|XP_035784586.1|AALB, LOC118461550|XP_035782894.1|AALB, LOC118461549|XP_035782893.1|AALB
OG0000606	LOC108115657|XP_017082705.1|DEUG	LOC118468876|XP_035796055.1|AALB
OG0000607	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG, LOC108110244|XP_017074720.1|DEUG	LOC118459255|XP_035778356.1|AALB
OG0000608	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG, LOC108113590|XP_017079726.1|DEUG	LOC118468819|XP_035795943.1|AALB
OG0000609	LOC108110750|XP_017075452.1|DEUG, LOC108110310|XP_017074809.1|DEUG	LOC118461320|XP_035782415.1|AALB
OG0000610	LOC108108627|XP_017072216.1|DEUG, LOC108112393|XP_017077723.1|DEUG	LOC118464160|XP_035787187.1|AALB
OG0000611	LOC108109142|XP_017073029.1|DEUG, LOC108113308|XP_017079349.1|DEUG	LOC118467141|XP_035793158.1|AALB
OG0000616	LOC108109997|XP_017074322.1|DEUG, LOC108110001|XP_017074327.1|DEUG	LOC118458181|XP_035776306.1|AALB, LOC118458166|XP_035776267.1|AALB, LOC118463975|XP_035786915.1|AALB
OG0000617	LOC108115802|XP_017082876.1|DEUG, LOC108111820|XP_017076917.1|DEUG	LOC118468774|XP_035795857.1|AALB
OG0000618	LOC108108749|XP_017072394.1|DEUG	LOC118457060|XP_035774210.1|AALB
OG0000619	LOC108111979|XP_017077181.1|DEUG	LOC118468301|XP_035794930.1|AALB, LOC118468302|XP_035794931.1|AALB, LOC118467029|XP_035792888.1|AALB
OG0000620	LOC108105014|XP_017066902.1|DEUG, LOC108117355|XP_017085222.1|DEUG	LOC118463555|XP_035786072.1|AALB
OG0000621	LOC108117147|XP_017084894.1|DEUG, LOC108105470|XP_017067558.1|DEUG	LOC118462959|XP_035785006.1|AALB
OG0000622	LOC108114602|XP_017081151.1|DEUG, LOC108108321|XP_017071838.1|DEUG	LOC118463531|XP_035786036.1|AALB
OG0000623	LOC108102839|XP_017063521.1|DEUG, LOC108102735|XP_017063372.1|DEUG	LOC118466550|XP_035791957.1|AALB
OG0000624	LOC108113155|XP_017079153.1|DEUG, LOC108113154|XP_017079152.1|DEUG	LOC118467760|XP_035794481.1|AALB
OG0000625	LOC108107929|XP_017071244.1|DEUG, LOC108107930|XP_017071248.1|DEUG	LOC118463183|XP_035785491.1|AALB
OG0000626	LOC108104769|XP_017066494.1|DEUG, LOC108109243|XP_017073209.1|DEUG	LOC118467393|XP_035793744.1|AALB
OG0000627	LOC108108604|XP_017072192.1|DEUG, LOC108110276|XP_017074751.1|DEUG	LOC118457752|XP_035775461.1|AALB
OG0000628	LOC108110580|XP_017075165.1|DEUG, LOC108110804|XP_017075523.1|DEUG	LOC118469037|XP_035796393.1|AALB
OG0000629	LOC108116526|XP_017083953.1|DEUG, LOC108115487|XP_017082461.1|DEUG	LOC118457228|XP_035774500.1|AALB
OG0000630	LOC108107029|XP_017069866.1|DEUG, LOC108107090|XP_017069956.1|DEUG	LOC118458897|XP_035777746.1|AALB
OG0000631	LOC108104117|XP_017065506.1|DEUG, LOC108105175|XP_017067115.1|DEUG	LOC118456251|XP_035772740.1|AALB
OG0000632	LOC108102667|XP_017063296.1|DEUG, LOC108102530|XP_017063056.1|DEUG	LOC118457296|XP_035774654.1|AALB
OG0000633	LOC108105626|XP_017067836.1|DEUG	LOC118464388|XP_035787626.1|AALB
OG0000635	LOC108109171|XP_017073084.1|DEUG, LOC108115221|XP_017082066.1|DEUG	LOC118460326|XP_035780430.1|AALB
OG0000636	LOC108106897|XP_017069635.1|DEUG, LOC108106905|XP_017069643.1|DEUG	LOC118458194|XP_035776332.1|AALB
OG0000638	LOC108116715|XP_017084225.1|DEUG, LOC108103947|XP_017065200.1|DEUG	LOC118463452|XP_035785932.1|AALB
OG0000639	LOC108114134|XP_017080399.1|DEUG	LOC118465352|XP_035789408.1|AALB
OG0000646	LOC108116686|XP_017084188.1|DEUG, LOC108116025|XP_017083201.1|DEUG	LOC118456626|XP_035773443.1|AALB
OG0000647	LOC108115405|XP_017082332.1|DEUG, LOC108104307|XP_017065774.1|DEUG	LOC118465633|XP_035789968.1|AALB
OG0000648	LOC108105322|XP_017067304.1|DEUG	LOC118459669|XP_035779169.1|AALB
OG0000649	LOC108109958|XP_017074262.1|DEUG, LOC108109965|XP_017074270.1|DEUG	LOC118464708|XP_035788137.1|AALB
OG0000650	LOC108116610|XP_017084063.1|DEUG	LOC118464959|XP_035788652.1|AALB
OG0000651	LOC108114205|XP_017080513.1|DEUG, LOC108108089|XP_017071469.1|DEUG	LOC118460445|XP_035780650.1|AALB
OG0000652	LOC108113185|XP_017079201.1|DEUG, LOC108104435|XP_017065982.1|DEUG	LOC118459384|XP_035778579.1|AALB
OG0000653	LOC108111757|XP_017076803.1|DEUG, LOC108115014|XP_017081744.1|DEUG	LOC118459586|XP_035779006.1|AALB, LOC118462049|XP_035783924.1|AALB
OG0000654	LOC108114343|XP_017080764.1|DEUG	LOC118467469|XP_035793892.1|AALB
OG0000655	LOC108112546|XP_017077971.1|DEUG, LOC108102558|XP_017063118.1|DEUG	LOC118463065|XP_035785214.1|AALB
OG0000656	LOC108111793|XP_017076871.1|DEUG, LOC108111794|XP_017076872.1|DEUG	LOC118456929|XP_035773959.1|AALB
OG0000657	LOC108104638|XP_017066303.1|DEUG, LOC108111009|XP_017075810.1|DEUG	LOC118467944|XP_035794810.1|AALB
OG0000658	LOC108105385|XP_017067418.1|DEUG, LOC108116173|XP_017083402.1|DEUG	LOC118459780|XP_035779389.1|AALB
OG0000659	LOC108111083|XP_017075907.1|DEUG, LOC108107107|XP_017069985.1|DEUG	LOC118468708|XP_035795725.1|AALB
OG0000660	LOC108111148|XP_017076005.1|DEUG	LOC118459644|XP_035779119.1|AALB, LOC118459649|XP_035779124.1|AALB, LOC118459645|XP_035779120.1|AALB
OG0000661	LOC108102739|XP_017063377.1|DEUG, LOC108102586|XP_017063176.1|DEUG	LOC118457247|XP_035774525.1|AALB
OG0000662	LOC108108110|XP_017071509.1|DEUG, LOC108117089|XP_017084776.1|DEUG	LOC118460958|XP_035781626.1|AALB
OG0000663	LOC108112294|XP_017077607.1|DEUG, LOC108110443|XP_017075000.1|DEUG, LOC108107275|XP_017070205.1|DEUG	LOC118467777|XP_035794508.1|AALB, LOC118460470|XP_035780686.1|AALB, LOC118461658|XP_035783130.1|AALB
OG0000664	LOC108115059|XP_017081794.1|DEUG, LOC108110316|XP_017074818.1|DEUG	LOC118459849|XP_035779510.1|AALB
OG0000665	LOC108113690|XP_017079855.1|DEUG, LOC108113805|XP_017080003.1|DEUG	LOC118461359|XP_035782488.1|AALB
OG0000666	LOC108109163|XP_017073075.1|DEUG, LOC108117598|XP_017085603.1|DEUG	LOC118460644|XP_035780997.1|AALB
OG0000667	LOC108102454|XP_017062949.1|DEUG, LOC108116415|XP_017083789.1|DEUG	LOC118459008|XP_035777906.1|AALB
OG0000668	LOC108116182|XP_017083415.1|DEUG, LOC108116873|XP_017084453.1|DEUG	LOC118460380|XP_035780530.1|AALB
OG0000669	LOC108104333|XP_017065809.1|DEUG, LOC108104334|XP_017065810.1|DEUG	LOC118457769|XP_035775488.1|AALB, LOC118457773|XP_035775495.1|AALB
OG0000670	LOC108105499|XP_017067607.1|DEUG, LOC108110330|XP_017074850.1|DEUG	LOC118466181|XP_035791065.1|AALB
OG0000671	LOC108110149|XP_017074553.1|DEUG, LOC108116077|XP_017083284.1|DEUG	LOC118466952|XP_035792744.1|AALB
OG0000672	LOC108102940|XP_017063698.1|DEUG, LOC108105077|XP_017066990.1|DEUG	LOC118463337|XP_035785745.1|AALB
OG0000673	LOC108118391|XP_017086556.1|DEUG, LOC108104252|XP_017065690.1|DEUG	LOC118466980|XP_035792788.1|AALB
OG0000677	LOC108114741|XP_017081345.1|DEUG, LOC108111882|XP_017077001.1|DEUG	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB
OG0000678	LOC108117258|XP_017085098.1|DEUG, LOC108111145|XP_017076003.1|DEUG	LOC118463047|XP_035785190.1|AALB
OG0000679	LOC108118066|XP_017086098.1|DEUG, LOC108103029|XP_017063844.1|DEUG	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB, LOC118464971|XP_035788695.1|AALB
OG0000680	LOC108103778|XP_017064897.1|DEUG, LOC108103776|XP_017064893.1|DEUG	LOC118457713|XP_035775395.1|AALB
OG0000681	LOC108116924|XP_017084553.1|DEUG, LOC108103812|XP_017064987.1|DEUG	LOC118465454|XP_035789625.1|AALB
OG0000683	LOC108116667|XP_017084152.1|DEUG	LOC118457329|XP_035774716.1|AALB, LOC118457327|XP_035774713.1|AALB, LOC118457331|XP_035774718.1|AALB, LOC118460755|XP_035781245.1|AALB, LOC118461198|XP_035782136.1|AALB
OG0000684	LOC108111733|XP_017076776.1|DEUG, LOC108116688|XP_017084190.1|DEUG	LOC118468548|XP_035795336.1|AALB
OG0000685	LOC108110132|XP_017074527.1|DEUG, LOC108110206|XP_017074671.1|DEUG	LOC118460918|XP_035781564.1|AALB
OG0000686	LOC108113341|XP_017079391.1|DEUG, LOC108106043|XP_017068384.1|DEUG	LOC118466111|XP_035790938.1|AALB
OG0000687	LOC108108943|XP_017072687.1|DEUG, LOC108107575|XP_017070625.1|DEUG	LOC118467740|XP_035794439.1|AALB
OG0000688	LOC108112525|XP_017077938.1|DEUG, LOC108118395|XP_017086560.1|DEUG, LOC108118306|XP_017086405.1|DEUG, LOC108117444|XP_017085353.1|DEUG, LOC108114749|XP_017081350.1|DEUG, LOC108116194|XP_017083427.1|DEUG, LOC108111830|XP_017076926.1|DEUG, LOC108118307|XP_017086406.1|DEUG	LOC118467394|XP_035793749.1|AALB
OG0000689	LOC108104872|XP_017066687.1|DEUG, LOC108104871|XP_017066686.1|DEUG	LOC118465952|XP_035790573.1|AALB
OG0000690	LOC108104991|XP_017066856.1|DEUG	LOC118459366|XP_035778558.1|AALB, LOC118462504|XP_035784121.1|AALB, LOC118459367|XP_035778559.1|AALB, LOC118460492|XP_035780738.1|AALB
OG0000691	LOC108110679|XP_017075292.1|DEUG, LOC108108549|XP_017072116.1|DEUG	LOC118463499|XP_035785991.1|AALB
OG0000692	LOC108113899|XP_017080094.1|DEUG, LOC108113898|XP_017080093.1|DEUG	LOC118464218|XP_035787283.1|AALB
OG0000693	LOC108105341|XP_017067326.1|DEUG, LOC108117269|XP_017085113.1|DEUG	LOC118468443|XP_035795104.1|AALB
OG0000694	LOC108110125|XP_017074520.1|DEUG, LOC108114369|XP_017080808.1|DEUG	LOC118458931|XP_035777794.1|AALB
OG0000695	LOC108113459|XP_017079529.1|DEUG, LOC108113466|XP_017079536.1|DEUG	LOC118460282|XP_035780358.1|AALB
OG0000696	LOC108114087|XP_017080331.1|DEUG, LOC108106081|XP_017068428.1|DEUG, LOC108106091|XP_017068439.1|DEUG	LOC118468894|XP_035796080.1|AALB
OG0000697	LOC108109672|XP_017073744.1|DEUG, LOC108113442|XP_017079501.1|DEUG	LOC118457744|XP_035775449.1|AALB
OG0000698	LOC108110525|XP_017075095.1|DEUG, LOC108110474|XP_017075031.1|DEUG	LOC118459033|XP_035777943.1|AALB
OG0000699	LOC108107128|XP_017070011.1|DEUG, LOC108115583|XP_017082584.1|DEUG	LOC118459522|XP_035778866.1|AALB
OG0000700	LOC108110951|XP_017075735.1|DEUG, LOC108111056|XP_017075873.1|DEUG	LOC118461571|XP_035782952.1|AALB
OG0000701	LOC108111904|XP_017077031.1|DEUG, LOC108103030|XP_017063845.1|DEUG	LOC118458667|XP_035777265.1|AALB
OG0000702	LOC108113581|XP_017079713.1|DEUG, LOC108113580|XP_017079690.1|DEUG	LOC118458785|XP_035777520.1|AALB
OG0000703	LOC108105835|XP_017068071.1|DEUG, LOC108112711|XP_017078423.1|DEUG	LOC118459354|XP_035778531.1|AALB
OG0000704	LOC108102438|XP_017062914.1|DEUG, LOC108103999|XP_017065278.1|DEUG	LOC118456706|XP_035773616.1|AALB
OG0000705	LOC108102844|XP_017063525.1|DEUG, LOC108102860|XP_017063551.1|DEUG	LOC118457192|XP_035774434.1|AALB
OG0000706	LOC108105717|XP_017067920.1|DEUG, LOC108109737|XP_017073876.1|DEUG	LOC118459712|XP_035779266.1|AALB
OG0000707	LOC108112148|XP_017077385.1|DEUG, LOC108102919|XP_017063660.1|DEUG	LOC118461133|XP_035781987.1|AALB
OG0000708	LOC108110297|XP_017074788.1|DEUG, LOC108109942|XP_017074233.1|DEUG	LOC118459946|XP_035779717.1|AALB
OG0000709	LOC108113488|XP_017079563.1|DEUG, LOC108103905|XP_017065142.1|DEUG	LOC118459873|XP_035779553.1|AALB
OG0000710	LOC108115119|XP_017081859.1|DEUG, LOC108113239|XP_017079272.1|DEUG	LOC118465879|XP_035790409.1|AALB
OG0000711	LOC108114734|XP_017081333.1|DEUG, LOC108117614|XP_017085632.1|DEUG	LOC118462952|XP_035784988.1|AALB
OG0000713	LOC108115264|XP_017082110.1|DEUG, LOC108113229|XP_017079255.1|DEUG	LOC118461387|XP_035782541.1|AALB
OG0000714	LOC108105346|XP_017067341.1|DEUG, LOC108107988|XP_017071325.1|DEUG	LOC118466714|XP_035792269.1|AALB
OG0000716	LOC108103229|XP_017064118.1|DEUG, LOC108104285|XP_017065744.1|DEUG	LOC118464220|XP_035787285.1|AALB
OG0000717	LOC108116753|XP_017084260.1|DEUG	LOC118466327|XP_035791336.1|AALB, LOC118467557|XP_035794080.1|AALB, LOC118464093|XP_035787051.1|AALB, LOC118467556|XP_035794078.1|AALB, LOC118465643|XP_035789945.1|AALB
OG0000724	LOC108117712|XP_017085756.1|DEUG, LOC108111329|XP_017076238.1|DEUG	LOC118464210|XP_035787273.1|AALB
OG0000726	LOC108111510|XP_017076514.1|DEUG, LOC108111471|XP_017076431.1|DEUG	LOC118458096|XP_035776151.1|AALB
OG0000727	LOC108117302|XP_017085151.1|DEUG, LOC108117304|XP_017085152.1|DEUG, LOC108117045|XP_017084705.1|DEUG	LOC118461070|XP_035781855.1|AALB, LOC118460163|XP_035780158.1|AALB
OG0000728	LOC108103109|XP_017063965.1|DEUG, LOC108109695|XP_017073805.1|DEUG	LOC118458251|XP_035776425.1|AALB
OG0000729	LOC108115744|XP_017082803.1|DEUG, LOC108115763|XP_017082820.1|DEUG	LOC118457526|XP_035775064.1|AALB
OG0000730	LOC108103906|XP_017065144.1|DEUG, LOC108111468|XP_017076432.1|DEUG	LOC118463159|XP_035785437.1|AALB
OG0000731	LOC108108134|XP_017071544.1|DEUG, LOC108112333|XP_017077650.1|DEUG	LOC118464461|XP_035787755.1|AALB
OG0000732	LOC108114189|XP_017080488.1|DEUG, LOC108114188|XP_017080486.1|DEUG	LOC118466282|XP_035791255.1|AALB
OG0000733	LOC108115945|XP_017083070.1|DEUG, LOC108108015|XP_017071360.1|DEUG	LOC118466217|XP_035791133.1|AALB
OG0000734	LOC108117606|XP_017085618.1|DEUG, LOC108108068|XP_017071434.1|DEUG	LOC118463976|XP_035786870.1|AALB
OG0000735	LOC108104440|XP_017065989.1|DEUG, LOC108110844|XP_017075577.1|DEUG	LOC118457158|XP_035774377.1|AALB
OG0000736	LOC108110540|XP_017075110.1|DEUG, LOC108110541|XP_017075112.1|DEUG	LOC118460963|XP_035781632.1|AALB
OG0000738	LOC108118339|XP_017086462.1|DEUG, LOC108105767|XP_017067976.1|DEUG	LOC118458725|XP_035777386.1|AALB
OG0000739	LOC108116175|XP_017083406.1|DEUG, LOC108116174|XP_017083403.1|DEUG	LOC118467299|XP_035793513.1|AALB
OG0000740	LOC108110537|XP_017075111.1|DEUG	LOC118456537|XP_035773278.1|AALB
OG0000741	LOC108102917|XP_017063657.1|DEUG, LOC108111527|XP_017076537.1|DEUG	LOC118459732|XP_035779299.1|AALB
OG0000742	LOC108109700|XP_017073815.1|DEUG, LOC108109715|XP_017073836.1|DEUG	LOC118457488|XP_035775012.1|AALB
OG0000743	LOC108102832|XP_017063512.1|DEUG, LOC108112147|XP_017077383.1|DEUG	LOC118461608|XP_035783027.1|AALB
OG0000744	LOC108102417|XP_017062880.1|DEUG	LOC118467957|XP_035794832.1|AALB
OG0000744	LOC108112201|XP_017077504.1|DEUG	LOC118464721|XP_035788186.1|AALB
OG0000745	LOC108108865|XP_017072571.1|DEUG, LOC108112741|XP_017078468.1|DEUG	LOC118463435|XP_035785897.1|AALB
OG0000746	LOC108109130|XP_017073016.1|DEUG, LOC108109131|XP_017073017.1|DEUG	LOC118463465|XP_035785948.1|AALB
OG0000753	LOC108111821|XP_017076918.1|DEUG, LOC108108286|XP_017071778.1|DEUG	LOC118463405|XP_035785850.1|AALB
OG0000754	LOC108103468|XP_017064455.1|DEUG, LOC108102941|XP_017063699.1|DEUG	LOC118459560|XP_035778956.1|AALB
OG0000755	LOC108116810|XP_017084347.1|DEUG, LOC108116811|XP_017084348.1|DEUG	LOC118456484|XP_035773202.1|AALB
OG0000756	LOC108113705|XP_017079873.1|DEUG	LOC118459267|XP_035778383.1|AALB
OG0000756	LOC108113701|XP_017079867.1|DEUG	LOC118459021|XP_035777918.1|AALB
OG0000757	LOC108107777|XP_017070961.1|DEUG	LOC118466731|XP_035792307.1|AALB
OG0000758	LOC108114719|XP_017081309.1|DEUG, LOC108114694|XP_017081279.1|DEUG	LOC118464489|XP_035787809.1|AALB
OG0000759	LOC108108222|XP_017071678.1|DEUG, LOC108108236|XP_017071692.1|DEUG	LOC118464958|XP_035788642.1|AALB
OG0000761	LOC108111088|XP_017075913.1|DEUG, LOC108110915|XP_017075672.1|DEUG	LOC118459145|XP_035778122.1|AALB
OG0000762	LOC108106188|XP_017068601.1|DEUG, LOC108110597|XP_017075184.1|DEUG	LOC118468393|XP_035795050.1|AALB
OG0000763	LOC108115442|XP_017082367.1|DEUG, LOC108115433|XP_017082359.1|DEUG	LOC118461552|XP_035782895.1|AALB
OG0000764	LOC108115594|XP_017082597.1|DEUG, LOC108102946|XP_017063709.1|DEUG	LOC118458907|XP_035777759.1|AALB
OG0000765	LOC108102787|XP_017063437.1|DEUG, LOC108118528|XP_017086764.1|DEUG	LOC118461038|XP_035781818.1|AALB
OG0000766	LOC108110590|XP_017075176.1|DEUG, LOC108105457|XP_017067544.1|DEUG	LOC118459074|XP_035778009.1|AALB
OG0000767	LOC108115233|XP_017082079.1|DEUG, LOC108108782|XP_017072442.1|DEUG	LOC118460152|XP_035780143.1|AALB
OG0000768	LOC108114684|XP_017081265.1|DEUG	LOC118461516|XP_035782839.1|AALB
OG0000769	LOC108113698|XP_017079863.1|DEUG, LOC108117719|XP_017085767.1|DEUG	LOC118466179|XP_035791062.1|AALB
OG0000770	LOC108104842|XP_017066640.1|DEUG	LOC118465276|XP_035789210.1|AALB
OG0000771	LOC108108167|XP_017071596.1|DEUG, LOC108108156|XP_017071578.1|DEUG	LOC118465832|XP_035790318.1|AALB
OG0000778	LOC108108047|XP_017071410.1|DEUG, LOC108117455|XP_017085359.1|DEUG	LOC118467710|XP_035794817.1|AALB
OG0000779	LOC108118383|XP_017086547.1|DEUG	LOC118464822|XP_035788386.1|AALB, LOC118464827|XP_035788399.1|AALB, LOC118461976|XP_035783792.1|AALB, LOC118468874|XP_035796053.1|AALB
OG0000780	LOC108104863|XP_017066674.1|DEUG	LOC118461097|XP_035781946.1|AALB, LOC118460885|XP_035781560.1|AALB
OG0000781	LOC108103425|XP_017064381.1|DEUG, LOC108116732|XP_017084238.1|DEUG	LOC118466381|XP_035791507.1|AALB, LOC118459642|XP_035779115.1|AALB
OG0000782	LOC108114382|XP_017080829.1|DEUG, LOC108118358|XP_017086514.1|DEUG	LOC118462004|XP_035783833.1|AALB
OG0000783	LOC108108199|XP_017071640.1|DEUG, LOC108103269|XP_017064170.1|DEUG	LOC118461989|XP_035783818.1|AALB
OG0000784	LOC108114067|XP_017080311.1|DEUG, LOC108105383|XP_017067416.1|DEUG	LOC118457596|XP_035775188.1|AALB
OG0000785	LOC108115949|XP_017083073.1|DEUG, LOC108116076|XP_017083283.1|DEUG, LOC108115872|XP_017082992.1|DEUG	LOC118459271|XP_035778400.1|AALB
OG0000786	LOC108109101|XP_017072978.1|DEUG, LOC108110197|XP_017074650.1|DEUG	LOC118457367|XP_035774777.1|AALB
OG0000787	LOC108114165|XP_017080446.1|DEUG, LOC108103918|XP_017065156.1|DEUG	LOC118467704|XP_035794380.1|AALB
OG0000788	LOC108103061|XP_017063880.1|DEUG, LOC108102730|XP_017063366.1|DEUG	LOC118466414|XP_035791576.1|AALB
OG0000789	LOC108102470|XP_017062968.1|DEUG, LOC108102487|XP_017062988.1|DEUG	LOC118468941|XP_035796172.1|AALB
OG0000790	LOC108104171|XP_017065565.1|DEUG	LOC118466930|XP_035792713.1|AALB
OG0000791	LOC108113587|XP_017079722.1|DEUG, LOC108116032|XP_017083210.1|DEUG	LOC118456204|XP_035772663.1|AALB
OG0000792	LOC108111217|XP_017076110.1|DEUG	LOC118458779|XP_035777497.1|AALB
OG0000793	LOC108117185|XP_017084966.1|DEUG, LOC108103150|XP_017064013.1|DEUG	LOC118459860|XP_035779527.1|AALB
OG0000794	LOC108102562|XP_017063125.1|DEUG, LOC108109732|XP_017073869.1|DEUG	LOC118460044|XP_035779899.1|AALB, LOC118458710|XP_035777343.1|AALB, LOC118458832|XP_035777620.1|AALB
OG0000795	LOC108110146|XP_017074549.1|DEUG, LOC108111570|XP_017076582.1|DEUG	LOC118456526|XP_035773263.1|AALB
OG0000796	LOC108109415|XP_017073405.1|DEUG, LOC108111881|XP_017077000.1|DEUG	LOC118459067|XP_035777997.1|AALB
OG0000797	LOC108109914|XP_017074211.1|DEUG, LOC108109927|XP_017074219.1|DEUG	LOC118463511|XP_035786006.1|AALB
OG0000798	LOC108114915|XP_017081588.1|DEUG, LOC108114912|XP_017081580.1|DEUG	LOC118464225|XP_035787294.1|AALB
OG0000799	LOC108111730|XP_017076772.1|DEUG, LOC108103224|XP_017064112.1|DEUG	LOC118462798|XP_035784688.1|AALB
OG0000801	LOC108112149|XP_017077386.1|DEUG, LOC108113322|XP_017079365.1|DEUG	LOC118463198|XP_035785525.1|AALB
OG0000802	LOC108103199|XP_017064077.1|DEUG, LOC108103205|XP_017064084.1|DEUG	LOC118467277|XP_035793472.1|AALB
OG0000803	LOC108110884|XP_017075631.1|DEUG, LOC108108171|XP_017071602.1|DEUG	LOC118467719|XP_035794418.1|AALB
OG0000810	LOC108112908|XP_017078764.1|DEUG, LOC108112909|XP_017078765.1|DEUG, LOC108106252|XP_017068706.1|DEUG	LOC118456265|XP_035772760.1|AALB
OG0000811	LOC108112639|XP_017078238.1|DEUG	LOC118466450|XP_035791682.1|AALB
OG0000812	LOC108115215|XP_017082050.1|DEUG, LOC108104290|XP_017065753.1|DEUG	LOC118467412|XP_035793789.1|AALB
OG0000813	LOC108111101|XP_017075931.1|DEUG	LOC118463261|XP_035785624.1|AALB
OG0000814	LOC108103476|XP_017064507.1|DEUG	LOC118465745|XP_035790105.1|AALB
OG0000815	LOC108102669|XP_017063299.1|DEUG	LOC118459814|XP_035779450.1|AALB
OG0000816	LOC108111835|XP_017076929.1|DEUG, LOC108115160|XP_017081960.1|DEUG	LOC118466970|XP_035792778.1|AALB
OG0000818	LOC108105507|XP_017067620.1|DEUG, LOC108104078|XP_017065462.1|DEUG	LOC118461934|XP_035783701.1|AALB
OG0000819	LOC108117429|XP_017085336.1|DEUG, LOC108117415|XP_017085316.1|DEUG	LOC118457457|XP_035774950.1|AALB
OG0000820	LOC108103772|XP_017064889.1|DEUG, LOC108112774|XP_017078532.1|DEUG	LOC118463815|XP_035786587.1|AALB
OG0000821	LOC108116832|XP_017084372.1|DEUG, LOC108113378|XP_017079436.1|DEUG	LOC118465578|XP_035789840.1|AALB
OG0000822	LOC108108461|XP_017072004.1|DEUG, LOC108106093|XP_017068440.1|DEUG	LOC118466197|XP_035791108.1|AALB
OG0000830	LOC108105074|XP_017066986.1|DEUG	LOC118459962|XP_035779743.1|AALB, LOC118459960|XP_035779742.1|AALB, LOC118459959|XP_035779740.1|AALB
OG0000831	LOC108108187|XP_017071622.1|DEUG	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB
OG0000832	LOC108113369|XP_017079425.1|DEUG, LOC108114845|XP_017081480.1|DEUG	LOC118460735|XP_035781187.1|AALB
OG0000833	LOC108108539|XP_017072101.1|DEUG	LOC118463051|XP_035785194.1|AALB
OG0000834	LOC108111262|XP_017076140.1|DEUG, LOC108111308|XP_017076191.1|DEUG, LOC108116592|XP_017084027.1|DEUG	LOC118464380|XP_035787616.1|AALB
OG0000836	LOC108114767|XP_017081368.1|DEUG, LOC108110784|XP_017075493.1|DEUG	LOC118460970|XP_035781675.1|AALB
OG0000837	LOC108107425|XP_017070444.1|DEUG, LOC108110321|XP_017074834.1|DEUG	LOC118459718|XP_035779272.1|AALB
OG0000838	LOC108107180|XP_017070088.1|DEUG, LOC108106884|XP_017069621.1|DEUG	LOC118458035|XP_035776046.1|AALB
OG0000839	LOC108115337|XP_017082240.1|DEUG, LOC108117068|XP_017084730.1|DEUG	LOC118460038|XP_035779893.1|AALB
OG0000840	LOC108111620|XP_017076641.1|DEUG, LOC108104970|XP_017066830.1|DEUG	LOC118460519|XP_035780787.1|AALB
OG0000842	LOC108109302|XP_017073286.1|DEUG, LOC108117231|XP_017085053.1|DEUG	LOC118467493|XP_035793936.1|AALB
OG0000843	LOC108107457|XP_017070493.1|DEUG	LOC118467383|XP_035793713.1|AALB
OG0000844	LOC108107350|XP_017070339.1|DEUG, LOC108116201|XP_017083447.1|DEUG	LOC118462801|XP_035784693.1|AALB
