Orthogroup	DEUG.longest_only	BTRY.longest_only
OG0000901	LOC108112160|XP_017077398.1|DEUG, LOC108112161|XP_017077399.1|DEUG	LOC120770743|XP_039954265.1|BTRY, LOC120770660|XP_039954185.1|BTRY
OG0000902	LOC108117424|XP_017085326.1|DEUG, LOC108117411|XP_017085308.1|DEUG	LOC120773593|XP_039958521.1|BTRY, LOC120777059|XP_039964106.1|BTRY, LOC120776197|XP_039962757.1|BTRY
OG0000903	LOC108107649|XP_017070724.1|DEUG, LOC108107622|XP_017070680.1|DEUG	LOC120778310|XP_039966036.1|BTRY, LOC120777996|XP_039965585.1|BTRY
OG0000904	LOC108108094|XP_017071479.1|DEUG, LOC108107708|XP_017070803.1|DEUG	LOC120778323|XP_039966053.1|BTRY, LOC120777903|XP_039965418.1|BTRY
OG0000907	LOC108107459|XP_017070494.1|DEUG	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC108116541|XP_017083968.1|DEUG	LOC120766740|XP_039948340.1|BTRY
OG0000910	LOC108116422|XP_017083799.1|DEUG	LOC120773984|XP_039959175.1|BTRY
OG0000911	LOC108113080|XP_017079014.1|DEUG	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC108118251|XP_017086329.1|DEUG, LOC108118181|XP_017086229.1|DEUG	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC108107766|XP_017070945.1|DEUG	LOC120777199|XP_039964302.1|BTRY
OG0000913	LOC108107768|XP_017070948.1|DEUG	LOC120777200|XP_039964303.1|BTRY
OG0000914	LOC108106319|XP_017068779.1|DEUG	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC108112391|XP_017077720.1|DEUG, LOC108110288|XP_017074773.1|DEUG	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC108106102|XP_017068455.1|DEUG, LOC108106114|XP_017068479.1|DEUG	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC108106133|XP_017068511.1|DEUG	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC108113660|XP_017079822.1|DEUG, LOC108110546|XP_017075124.1|DEUG	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC108115190|XP_017082000.1|DEUG	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC108103635|XP_017064673.1|DEUG, LOC108103626|XP_017064662.1|DEUG	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC108108201|XP_017071642.1|DEUG	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC108108437|XP_017071980.1|DEUG, LOC108109472|XP_017073485.1|DEUG	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC108103844|XP_017065029.1|DEUG	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC108113489|XP_017079564.1|DEUG, LOC108113487|XP_017079562.1|DEUG	LOC120781343|XP_039969481.1|BTRY
OG0000926	LOC108116593|XP_017084028.1|DEUG, LOC108116289|XP_017083566.1|DEUG	LOC120767371|XP_039949286.1|BTRY
OG0000927	LOC108113536|XP_017079620.1|DEUG, LOC108113520|XP_017079601.1|DEUG	LOC120780354|XP_039968583.1|BTRY
OG0000928	LOC108111220|XP_017076109.1|DEUG, LOC108110518|XP_017075087.1|DEUG	LOC120769523|XP_039952493.1|BTRY, LOC120769611|XP_039952643.1|BTRY
OG0000929	LOC108111110|XP_017075948.1|DEUG, LOC108111112|XP_017075949.1|DEUG	LOC120775118|XP_039961070.1|BTRY, LOC120775117|XP_039961069.1|BTRY, LOC120773596|XP_039958525.1|BTRY
OG0000930	LOC108114408|XP_017080872.1|DEUG	LOC120778002|XP_039965599.1|BTRY
OG0000931	LOC108112320|XP_017077638.1|DEUG, LOC108105142|XP_017067064.1|DEUG	LOC120777343|XP_039964529.1|BTRY
OG0000932	LOC108113974|XP_017080181.1|DEUG	LOC120776427|XP_039963013.1|BTRY, LOC120778429|XP_039966144.1|BTRY
OG0000936	LOC108118115|XP_017086154.1|DEUG, LOC108102897|XP_017063591.1|DEUG	LOC120780309|XP_039968536.1|BTRY
OG0000937	LOC108115875|XP_017082995.1|DEUG	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY
OG0000938	LOC108110056|XP_017074422.1|DEUG	LOC120773905|XP_039959019.1|BTRY
OG0000939	LOC108107034|XP_017069881.1|DEUG, LOC108106826|XP_017069552.1|DEUG	LOC120768922|XP_039951631.1|BTRY
OG0000940	LOC108102822|XP_017063497.1|DEUG	LOC120773988|XP_039959185.1|BTRY
OG0000941	LOC108111311|XP_017076194.1|DEUG, LOC108103183|XP_017064058.1|DEUG	LOC120774258|XP_039959658.1|BTRY
OG0000943	LOC108106333|XP_017068795.1|DEUG	LOC120772195|XP_039956594.1|BTRY
OG0000944	LOC108103020|XP_017063835.1|DEUG	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC108102796|XP_017063456.1|DEUG, LOC108102795|XP_017063454.1|DEUG	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC108118336|XP_017086460.1|DEUG	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC108107268|XP_017070188.1|DEUG	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC108108096|XP_017071482.1|DEUG	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC108118376|XP_017086538.1|DEUG	LOC120775099|XP_039961043.1|BTRY
OG0000949	LOC108103937|XP_017065184.1|DEUG	LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC108105042|XP_017066934.1|DEUG, LOC108115087|XP_017081824.1|DEUG	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC108111789|XP_017076864.1|DEUG	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC108104125|XP_017065516.1|DEUG	LOC120767446|XP_039949443.1|BTRY
OG0000954	LOC108111612|XP_017076629.1|DEUG	LOC120769033|XP_039951812.1|BTRY, LOC120772942|XP_039957778.1|BTRY
OG0000955	LOC108108819|XP_017072505.1|DEUG, LOC108108826|XP_017072511.1|DEUG	LOC120782758|XP_039971146.1|BTRY
OG0000956	LOC108108953|XP_017072699.1|DEUG, LOC108117037|XP_017084695.1|DEUG, LOC108117031|XP_017084688.1|DEUG	LOC120766814|XP_039948458.1|BTRY
OG0000957	LOC108112090|XP_017077329.1|DEUG, LOC108112091|XP_017077330.1|DEUG	LOC120782518|XP_039970761.1|BTRY
OG0000958	LOC108116919|XP_017084547.1|DEUG, LOC108107239|XP_017070146.1|DEUG	LOC120766545|XP_039948059.1|BTRY
OG0000959	LOC108108435|XP_017071978.1|DEUG, LOC108115783|XP_017082845.1|DEUG	LOC120771314|XP_039955187.1|BTRY
OG0000960	LOC108102431|XP_017062898.1|DEUG	LOC120773794|XP_039958829.1|BTRY, LOC120774284|XP_039959710.1|BTRY, LOC120774285|XP_039959712.1|BTRY, LOC120775769|XP_039962036.1|BTRY, LOC120776181|XP_039962733.1|BTRY, LOC120775791|XP_039962065.1|BTRY, LOC120773810|XP_039958851.1|BTRY, LOC120774512|XP_039960138.1|BTRY
OG0000961	LOC108117343|XP_017085206.1|DEUG, LOC108117345|XP_017085208.1|DEUG	LOC120777076|XP_039964138.1|BTRY
OG0000963	LOC108109926|XP_017074215.1|DEUG	LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC108109937|XP_017074227.1|DEUG	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC108103191|XP_017064067.1|DEUG	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC108106415|XP_017068927.1|DEUG, LOC108113491|XP_017079566.1|DEUG	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC108114660|XP_017081227.1|DEUG	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC108109079|XP_017072930.1|DEUG, LOC108104219|XP_017065651.1|DEUG	LOC120772178|XP_039956560.1|BTRY
OG0000970	LOC108116088|XP_017083295.1|DEUG	LOC120782451|XP_039970673.1|BTRY
OG0000971	LOC108118496|XP_017086720.1|DEUG	LOC120767365|XP_039949272.1|BTRY
OG0000972	LOC108108076|XP_017071447.1|DEUG, LOC108103311|XP_017064223.1|DEUG	LOC120778464|XP_039966204.1|BTRY
OG0000974	LOC108107667|XP_017070743.1|DEUG	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY
OG0000975	LOC108116248|XP_017083527.1|DEUG, LOC108116439|XP_017083835.1|DEUG	LOC120766642|XP_039948196.1|BTRY, LOC120780233|XP_039968423.1|BTRY
OG0000976	LOC108109479|XP_017073496.1|DEUG	LOC120766854|XP_039948515.1|BTRY
OG0000977	LOC108105607|XP_017067771.1|DEUG, LOC108105603|XP_017067767.1|DEUG	LOC120766485|XP_039947973.1|BTRY
OG0000978	LOC108112464|XP_017077806.1|DEUG, LOC108116341|XP_017083645.1|DEUG	LOC120782225|XP_039970327.1|BTRY
OG0000979	LOC108112967|XP_017078858.1|DEUG	LOC120774996|XP_039960852.1|BTRY, LOC120770182|XP_039953345.1|BTRY, LOC120770197|XP_039953376.1|BTRY
OG0000980	LOC108115779|XP_017082839.1|DEUG, LOC108115719|XP_017082782.1|DEUG	LOC120775229|XP_039961240.1|BTRY
OG0000982	LOC108116249|XP_017083528.1|DEUG, LOC108110551|XP_017075133.1|DEUG, LOC108111763|XP_017076816.1|DEUG	LOC120782846|XP_039971307.1|BTRY
OG0000984	LOC108113716|XP_017079886.1|DEUG, LOC108113413|XP_017079456.1|DEUG	LOC120769658|XP_039952700.1|BTRY, LOC120768844|XP_039951530.1|BTRY
OG0000985	LOC108112578|XP_017078088.1|DEUG, LOC108112580|XP_017078089.1|DEUG, LOC108112466|XP_017077808.1|DEUG	LOC120775965|XP_039962311.1|BTRY
OG0000986	LOC108118398|XP_017086563.1|DEUG, LOC108114777|XP_017081376.1|DEUG	LOC120775342|XP_039961421.1|BTRY
OG0000988	LOC108104090|XP_017065474.1|DEUG	LOC120774608|XP_039960269.1|BTRY
OG0000990	LOC108115804|XP_017082881.1|DEUG, LOC108105098|XP_017067022.1|DEUG	LOC120775802|XP_039962082.1|BTRY
OG0000991	LOC108118074|XP_017086105.1|DEUG	LOC120773913|XP_039959037.1|BTRY
OG0000992	LOC108112460|XP_017077801.1|DEUG, LOC108108846|XP_017072550.1|DEUG	LOC120766585|XP_039948118.1|BTRY
OG0000993	LOC108111286|XP_017076163.1|DEUG, LOC108111386|XP_017076309.1|DEUG	LOC120766443|XP_039947885.1|BTRY
OG0000994	LOC108103202|XP_017064080.1|DEUG	LOC120774451|XP_039960033.1|BTRY
OG0000995	LOC108118416|XP_017086582.1|DEUG, LOC108115348|XP_017082259.1|DEUG	LOC120770927|XP_039954564.1|BTRY
OG0000996	LOC108106517|XP_017069101.1|DEUG	LOC120772365|XP_039956867.1|BTRY
OG0000997	LOC108113114|XP_017079100.1|DEUG	LOC120772829|XP_039957569.1|BTRY
OG0000998	LOC108104719|XP_017066435.1|DEUG	LOC120776851|XP_039963827.1|BTRY
OG0000999	LOC108112259|XP_017077571.1|DEUG, LOC108105469|XP_017067557.1|DEUG	LOC120775153|XP_039961124.1|BTRY
OG0001000	LOC108103181|XP_017064060.1|DEUG	LOC120771125|XP_039954911.1|BTRY
OG0001001	LOC108112630|XP_017078225.1|DEUG	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY
OG0001002	LOC108105709|XP_017067910.1|DEUG	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY
OG0001003	LOC108113825|XP_017080023.1|DEUG, LOC108104544|XP_017066173.1|DEUG	LOC120780628|XP_039968822.1|BTRY
OG0001004	LOC108110251|XP_017074728.1|DEUG, LOC108110394|XP_017074943.1|DEUG	LOC120768659|XP_039951375.1|BTRY
OG0001005	LOC108106840|XP_017069567.1|DEUG, LOC108104413|XP_017065956.1|DEUG	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY
OG0001006	LOC108116160|XP_017083384.1|DEUG, LOC108114682|XP_017081260.1|DEUG	LOC120778528|XP_039966304.1|BTRY
OG0001007	LOC108107493|XP_017070529.1|DEUG, LOC108104665|XP_017066344.1|DEUG	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC108115959|XP_017083084.1|DEUG, LOC108102990|XP_017063792.1|DEUG	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC108109838|XP_017074078.1|DEUG, LOC108113612|XP_017079761.1|DEUG	LOC120769372|XP_039952270.1|BTRY
OG0001010	LOC108116485|XP_017083910.1|DEUG, LOC108104169|XP_017065563.1|DEUG	LOC120775679|XP_039961905.1|BTRY
OG0001011	LOC108118382|XP_017086546.1|DEUG, LOC108103053|XP_017063856.1|DEUG	LOC120773435|XP_039958250.1|BTRY
OG0001012	LOC108110014|XP_017074339.1|DEUG, LOC108110017|XP_017074344.1|DEUG	LOC120774884|XP_039960674.1|BTRY
OG0001013	LOC108114383|XP_017080830.1|DEUG, LOC108113983|XP_017080215.1|DEUG	LOC120778431|XP_039966146.1|BTRY
OG0001019	LOC108115818|XP_017082898.1|DEUG	LOC120768043|XP_039950528.1|BTRY
OG0001020	LOC108109676|XP_017073754.1|DEUG	LOC120774455|XP_039960038.1|BTRY
OG0001022	LOC108108390|XP_017071932.1|DEUG, LOC108115220|XP_017082064.1|DEUG	LOC120773537|XP_039958428.1|BTRY
OG0001024	LOC108106694|XP_017069419.1|DEUG, LOC108115866|XP_017082982.1|DEUG	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY
OG0001025	LOC108108176|XP_017071607.1|DEUG	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC108109135|XP_017073022.1|DEUG	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC108108548|XP_017072111.1|DEUG	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC108105133|XP_017067055.1|DEUG	LOC120768384|XP_039950984.1|BTRY
OG0001029	LOC108113130|XP_017079123.1|DEUG	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY
OG0001031	LOC108111545|XP_017076553.1|DEUG, LOC108112715|XP_017078440.1|DEUG	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC108105862|XP_017068128.1|DEUG, LOC108103277|XP_017064177.1|DEUG	LOC120769657|XP_039952697.1|BTRY
OG0001034	LOC108110539|XP_017075109.1|DEUG, LOC108106000|XP_017068327.1|DEUG	LOC120776405|XP_039962960.1|BTRY
OG0001042	LOC108113504|XP_017079581.1|DEUG	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC108110105|XP_017074489.1|DEUG	LOC120773939|XP_039959085.1|BTRY
OG0001044	LOC108113331|XP_017079376.1|DEUG	LOC120772078|XP_039956406.1|BTRY
OG0001045	LOC108106737|XP_017069462.1|DEUG	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC108112582|XP_017078091.1|DEUG, LOC108112581|XP_017078090.1|DEUG	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC108116097|XP_017083303.1|DEUG, LOC108105121|XP_017067076.1|DEUG, LOC108114908|XP_017081574.1|DEUG	LOC120775588|XP_039961758.1|BTRY
OG0001048	LOC108113062|XP_017078987.1|DEUG	LOC120771827|XP_039955990.1|BTRY
OG0001049	LOC108108086|XP_017071462.1|DEUG	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC108114373|XP_017080814.1|DEUG	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC108110937|XP_017075719.1|DEUG	LOC120768315|XP_039950889.1|BTRY
OG0001052	LOC108106203|XP_017068620.1|DEUG	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC108103547|XP_017064564.1|DEUG	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC108115683|XP_017082741.1|DEUG, LOC108115684|XP_017082742.1|DEUG	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC108105648|XP_017067824.1|DEUG, LOC108104939|XP_017066790.1|DEUG	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC108102423|XP_017062893.1|DEUG, LOC108108334|XP_017071856.1|DEUG	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC108103904|XP_017065141.1|DEUG	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC108107554|XP_017070597.1|DEUG, LOC108108655|XP_017072248.1|DEUG	LOC120776620|XP_039963350.1|BTRY
OG0001060	LOC108111503|XP_017076504.1|DEUG	LOC120779355|XP_039967486.1|BTRY
OG0001061	LOC108108374|XP_017071911.1|DEUG, LOC108108360|XP_017071891.1|DEUG	LOC120770218|XP_039953435.1|BTRY
OG0001062	LOC108115237|XP_017082083.1|DEUG, LOC108104803|XP_017066608.1|DEUG, LOC108116128|XP_017083342.1|DEUG	LOC120782771|XP_039971176.1|BTRY
OG0001063	LOC108103849|XP_017065038.1|DEUG, LOC108103822|XP_017064997.1|DEUG	LOC120772484|XP_039957065.1|BTRY
OG0001064	LOC108103784|XP_017064904.1|DEUG, LOC108104966|XP_017066822.1|DEUG	LOC120773583|XP_039958504.1|BTRY
OG0001065	LOC108115217|XP_017082055.1|DEUG	LOC120778421|XP_039966137.1|BTRY
OG0001072	LOC108113961|XP_017080164.1|DEUG, LOC108102446|XP_017062928.1|DEUG	LOC120774505|XP_039960119.1|BTRY
OG0001073	LOC108115790|XP_017082851.1|DEUG	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC108112027|XP_017077260.1|DEUG	LOC120772719|XP_039957401.1|BTRY
OG0001075	LOC108109808|XP_017074018.1|DEUG	LOC120777283|XP_039964426.1|BTRY
OG0001077	LOC108105568|XP_017067702.1|DEUG	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC108109954|XP_017074257.1|DEUG	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC108108190|XP_017071631.1|DEUG	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC108102848|XP_017063532.1|DEUG	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC108117283|XP_017085126.1|DEUG	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC108109149|XP_017073045.1|DEUG	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC108109881|XP_017074170.1|DEUG	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC108106391|XP_017068888.1|DEUG	LOC120770056|XP_039953109.1|BTRY
OG0001084	LOC108109272|XP_017073255.1|DEUG	LOC120770057|XP_039953110.1|BTRY
OG0001085	LOC108118121|XP_017086157.1|DEUG, LOC108118122|XP_017086158.1|DEUG	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC108108369|XP_017071905.1|DEUG, LOC108107212|XP_017070117.1|DEUG	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC108108325|XP_017071841.1|DEUG	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC108108186|XP_017071621.1|DEUG	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC108108088|XP_017071466.1|DEUG	LOC120777604|XP_039964976.1|BTRY
OG0001092	LOC108110034|XP_017074373.1|DEUG, LOC108105828|XP_017068061.1|DEUG	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC108105734|XP_017067938.1|DEUG	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC108105740|XP_017067943.1|DEUG	LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC108111962|XP_017077154.1|DEUG	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC108105692|XP_017067891.1|DEUG	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC108118342|XP_017086472.1|DEUG, LOC108118113|XP_017086152.1|DEUG	LOC120780020|XP_039968237.1|BTRY
OG0001098	LOC108114568|XP_017081108.1|DEUG	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY
OG0001099	LOC108114695|XP_017081281.1|DEUG	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC108112878|XP_017078710.1|DEUG, LOC108104202|XP_017065632.1|DEUG	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC108112470|XP_017077810.1|DEUG	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC108105972|XP_017068264.1|DEUG	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC108111469|XP_017076429.1|DEUG	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC108105089|XP_017067005.1|DEUG, LOC108106761|XP_017069490.1|DEUG	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC108108824|XP_017072513.1|DEUG	LOC120779428|XP_039967578.1|BTRY
OG0001108	LOC108116527|XP_017083954.1|DEUG, LOC108116554|XP_017083980.1|DEUG	LOC120766988|XP_039948725.1|BTRY
OG0001111	LOC108112304|XP_017077619.1|DEUG, LOC108112139|XP_017077376.1|DEUG	LOC120772765|XP_039957473.1|BTRY
OG0001112	LOC108112362|XP_017077681.1|DEUG	LOC120774904|XP_039960706.1|BTRY
OG0001118	LOC108103960|XP_017065218.1|DEUG	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC108113663|XP_017079828.1|DEUG	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC108115718|XP_017082780.1|DEUG	LOC120775222|XP_039961227.1|BTRY
OG0001122	LOC108102869|XP_017063564.1|DEUG	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC108117295|XP_017085139.1|DEUG	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC108117323|XP_017085183.1|DEUG	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC108107634|XP_017070693.1|DEUG	LOC120777048|XP_039964093.1|BTRY
OG0001127	LOC108107948|XP_017071269.1|DEUG	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC108113115|XP_017079102.1|DEUG	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC108102497|XP_017063009.1|DEUG	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC108110947|XP_017075729.1|DEUG	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC108102344|XP_017062674.1|DEUG	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC108115470|XP_017082413.1|DEUG	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC108109218|XP_017073171.1|DEUG	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC108116970|XP_017084618.1|DEUG	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC108108268|XP_017071714.1|DEUG, LOC108112745|XP_017078476.1|DEUG	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC108109408|XP_017073395.1|DEUG	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC108102849|XP_017063535.1|DEUG	LOC120777554|XP_039964876.1|BTRY
OG0001140	LOC108115621|XP_017082658.1|DEUG	LOC120771154|XP_039954969.1|BTRY
OG0001141	LOC108110262|XP_017074739.1|DEUG	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY
OG0001142	LOC108117150|XP_017084899.1|DEUG	LOC120782306|XP_039970451.1|BTRY
OG0001142	LOC108117151|XP_017084900.1|DEUG	LOC120782046|XP_039970158.1|BTRY
OG0001143	LOC108105779|XP_017067993.1|DEUG	LOC120769261|XP_039952099.1|BTRY
OG0001144	LOC108115092|XP_017081829.1|DEUG, LOC108112884|XP_017078720.1|DEUG	LOC120772233|XP_039956658.1|BTRY
OG0001145	LOC108104766|XP_017066491.1|DEUG, LOC108104869|XP_017066684.1|DEUG	LOC120771990|XP_039956280.1|BTRY
OG0001146	LOC108103451|XP_017064428.1|DEUG	LOC120778757|XP_039966668.1|BTRY
OG0001153	LOC108107279|XP_017070209.1|DEUG, LOC108107282|XP_017070220.1|DEUG, LOC108107281|XP_017070213.1|DEUG	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC108111042|XP_017075859.1|DEUG	LOC120767238|XP_039949012.1|BTRY
OG0001157	LOC108116892|XP_017084483.1|DEUG	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC108115526|XP_017082517.1|DEUG	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC108115970|XP_017083096.1|DEUG	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC108115152|XP_017081951.1|DEUG	LOC120767938|XP_039950243.1|BTRY
OG0001161	LOC108116861|XP_017084412.1|DEUG	LOC120766888|XP_039948568.1|BTRY
OG0001162	LOC108110300|XP_017074801.1|DEUG	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC108116914|XP_017084534.1|DEUG	LOC120770850|XP_039954391.1|BTRY
OG0001164	LOC108115670|XP_017082724.1|DEUG	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC108109040|XP_017072827.1|DEUG	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001166	LOC108107685|XP_017070763.1|DEUG	LOC120776737|XP_039963598.1|BTRY
OG0001167	LOC108104883|XP_017066699.1|DEUG	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC108112979|XP_017078876.1|DEUG	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC108105389|XP_017067422.1|DEUG	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC108108835|XP_017072530.1|DEUG	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001172	LOC108109224|XP_017073183.1|DEUG	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC108109351|XP_017073300.1|DEUG	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC108107532|XP_017070562.1|DEUG, LOC108107533|XP_017070563.1|DEUG	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC108112577|XP_017078087.1|DEUG	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC108106448|XP_017068983.1|DEUG	LOC120772104|XP_039956448.1|BTRY
OG0001177	LOC108103071|XP_017063904.1|DEUG	LOC120769598|XP_039952593.1|BTRY
OG0001178	LOC108108976|XP_017072721.1|DEUG	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC108106560|XP_017069213.1|DEUG	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC108108898|XP_017072613.1|DEUG	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC108104295|XP_017065756.1|DEUG	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC108116651|XP_017084129.1|DEUG	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC108116403|XP_017083763.1|DEUG	LOC120766464|XP_039947935.1|BTRY, LOC120766440|XP_039947887.1|BTRY
OG0001184	LOC108105261|XP_017067230.1|DEUG, LOC108105260|XP_017067229.1|DEUG	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC108105592|XP_017067745.1|DEUG, LOC108105589|XP_017067724.1|DEUG	LOC120767450|XP_039949474.1|BTRY
