Orthogroup	DEUG.longest_only	ASTE.longest_only
OG0002490	LOC108109174|XP_017073088.1|DEUG	LOC118508109|XP_035903496.1|ASTE
OG0002491	LOC108108753|XP_017072400.1|DEUG	LOC118506139|XP_035898780.1|ASTE
OG0002492	LOC108112664|XP_017078287.1|DEUG	LOC118503732|XP_035893240.1|ASTE
OG0002493	LOC108104474|XP_017066043.1|DEUG	LOC118503735|XP_035893245.1|ASTE
OG0002495	LOC108106652|XP_017069357.1|DEUG	LOC118508169|XP_035903611.1|ASTE
OG0002496	LOC108113632|XP_017079789.1|DEUG	LOC118504264|XP_035894386.1|ASTE
OG0002498	LOC108114743|XP_017081349.1|DEUG	LOC118514598|XP_035917488.1|ASTE
OG0002508	LOC108109960|XP_017074264.1|DEUG	LOC118505390|XP_035896997.1|ASTE
OG0002509	LOC108113262|XP_017079300.1|DEUG	LOC118503652|XP_035893069.1|ASTE
OG0002510	LOC108102424|XP_017062891.1|DEUG	LOC118517388|XP_035919332.1|ASTE
OG0002511	LOC108116926|XP_017084556.1|DEUG	LOC118510538|XP_035908393.1|ASTE
OG0002512	LOC108102327|XP_017062607.1|DEUG	LOC118509606|XP_035906301.1|ASTE
OG0002513	LOC108110358|XP_017074891.1|DEUG	LOC118509495|XP_035906047.1|ASTE
OG0002514	LOC108102862|XP_017063553.1|DEUG	LOC118503848|XP_035893453.1|ASTE
OG0002515	LOC108104489|XP_017066094.1|DEUG	LOC118504674|XP_035895363.1|ASTE, LOC118504631|XP_035895246.1|ASTE, LOC118510652|XP_035908673.1|ASTE, LOC118512482|XP_035912870.1|ASTE
OG0002516	LOC108113602|XP_017079746.1|DEUG	LOC118508560|XP_035904354.1|ASTE
OG0002517	LOC108102970|XP_017063760.1|DEUG	LOC118505244|XP_035896693.1|ASTE
OG0002518	LOC108116809|XP_017084346.1|DEUG	LOC118517033|XP_035918814.1|ASTE
OG0002519	LOC108109141|XP_017073028.1|DEUG	LOC118510575|XP_035908461.1|ASTE
OG0002520	LOC108103245|XP_017064136.1|DEUG	LOC118510595|XP_035908495.1|ASTE
OG0002521	LOC108109993|XP_017074317.1|DEUG	LOC118510758|XP_035908899.1|ASTE
OG0002522	LOC108116967|XP_017084611.1|DEUG	LOC118503982|XP_035893819.1|ASTE
OG0002523	LOC108109049|XP_017072855.1|DEUG	LOC118505575|XP_035897424.1|ASTE, LOC118516169|XP_035917999.1|ASTE
OG0002524	LOC108103668|XP_017064715.1|DEUG	LOC118512350|XP_035912543.1|ASTE
OG0002525	LOC108107550|XP_017070592.1|DEUG	LOC118507843|XP_035902867.1|ASTE
OG0002526	LOC108105601|XP_017067765.1|DEUG	LOC118512989|XP_035914137.1|ASTE
OG0002528	LOC108103676|XP_017064725.1|DEUG	LOC118503527|XP_035892808.1|ASTE
OG0002529	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG	LOC118504189|XP_035894257.1|ASTE
OG0002530	LOC108114837|XP_017081469.1|DEUG	LOC118517371|XP_035919283.1|ASTE, LOC118517364|XP_035919275.1|ASTE
OG0002531	LOC108113470|XP_017079541.1|DEUG	LOC118504538|XP_035895001.1|ASTE
OG0002532	LOC108118308|XP_017086407.1|DEUG	LOC118511886|XP_035911406.1|ASTE, LOC118516452|XP_035918241.1|ASTE
OG0002533	LOC108112679|XP_017078320.1|DEUG	LOC118517363|XP_035919273.1|ASTE
OG0002534	LOC108106774|XP_017069504.1|DEUG	LOC118517469|XP_035919535.1|ASTE
OG0002535	LOC108108558|XP_017072128.1|DEUG	LOC118503150|XP_035892011.1|ASTE
OG0002536	LOC108116061|XP_017083261.1|DEUG	LOC118512168|XP_035912146.1|ASTE, LOC118506053|XP_035898588.1|ASTE
OG0002537	LOC108107260|XP_017070179.1|DEUG	LOC118513374|XP_035914903.1|ASTE
OG0002539	LOC108107479|XP_017070514.1|DEUG	LOC118508638|XP_035904392.1|ASTE
OG0002540	LOC108105637|XP_017067815.1|DEUG	LOC118512744|XP_035913527.1|ASTE, LOC118513058|XP_035914299.1|ASTE
OG0002541	LOC108105391|XP_017067423.1|DEUG	LOC118512467|XP_035912840.1|ASTE, LOC118516402|XP_035918157.1|ASTE
OG0002542	LOC108105097|XP_017067020.1|DEUG	LOC118517257|XP_035919127.1|ASTE, LOC118509608|XP_035906311.1|ASTE, LOC118517433|XP_035919447.1|ASTE
OG0002543	LOC108103882|XP_017065100.1|DEUG	LOC118504388|XP_035894691.1|ASTE, LOC118517318|XP_035919190.1|ASTE, LOC118509376|XP_035905810.1|ASTE
OG0002544	LOC108115677|XP_017082731.1|DEUG	LOC118512658|XP_035913287.1|ASTE, LOC118512903|XP_035913917.1|ASTE
OG0002545	LOC108102464|XP_017062962.1|DEUG	LOC118506277|XP_035899087.1|ASTE
OG0002547	LOC108103257|XP_017064158.1|DEUG, LOC108111699|XP_017076737.1|DEUG	LOC118511076|XP_035909643.1|ASTE, LOC118506951|XP_035900663.1|ASTE
OG0002548	LOC108102945|XP_017063706.1|DEUG	LOC118504305|XP_035894503.1|ASTE
OG0002549	LOC108103500|XP_017064499.1|DEUG	LOC118511409|XP_035910362.1|ASTE
OG0002550	LOC108102898|XP_017063592.1|DEUG	LOC118511019|XP_035909497.1|ASTE
OG0002551	LOC108109377|XP_017073359.1|DEUG	LOC118513200|XP_035914630.1|ASTE
OG0002552	LOC108115425|XP_017082350.1|DEUG	LOC118509143|XP_035905242.1|ASTE
OG0002553	LOC108112662|XP_017078290.1|DEUG	LOC118502525|XP_035890682.1|ASTE, LOC118516396|XP_035918154.1|ASTE
OG0002554	LOC108103262|XP_017064163.1|DEUG	LOC118511133|XP_035909760.1|ASTE
OG0002555	LOC108103360|XP_017064294.1|DEUG	LOC118506047|XP_035898575.1|ASTE
OG0002556	LOC108113461|XP_017079531.1|DEUG	LOC118508260|XP_035903781.1|ASTE
OG0002557	LOC108118363|XP_017086521.1|DEUG	LOC118508144|XP_035903568.1|ASTE
OG0002558	LOC108116638|XP_017084107.1|DEUG	LOC118504220|XP_035894320.1|ASTE, LOC118505771|XP_035897924.1|ASTE
OG0002559	LOC108111893|XP_017077018.1|DEUG	LOC118512460|XP_035912827.1|ASTE, LOC118512932|XP_035913989.1|ASTE
OG0002560	LOC108110241|XP_017074718.1|DEUG	LOC118517421|XP_035919423.1|ASTE
OG0002561	LOC108117214|XP_017085027.1|DEUG	LOC118517424|XP_035919429.1|ASTE
OG0002562	LOC108117294|XP_017085142.1|DEUG	LOC118504241|XP_035894360.1|ASTE
OG0002564	LOC108111320|XP_017076204.1|DEUG	LOC118517597|XP_035919780.1|ASTE
OG0002565	LOC108112907|XP_017078767.1|DEUG	LOC118515673|XP_035917938.1|ASTE
OG0002566	LOC108112524|XP_017077936.1|DEUG, LOC108116951|XP_017084593.1|DEUG	LOC118509714|XP_035906698.1|ASTE
OG0002567	LOC108103246|XP_017064137.1|DEUG	LOC118506168|XP_035898835.1|ASTE
OG0002568	LOC108109419|XP_017073406.1|DEUG	LOC118509567|XP_035906221.1|ASTE, LOC118509755|XP_035906782.1|ASTE
OG0002569	LOC108113956|XP_017080158.1|DEUG	LOC118516414|XP_035918170.1|ASTE, LOC118509551|XP_035906195.1|ASTE
OG0002570	LOC108116885|XP_017084472.1|DEUG	LOC118516453|XP_035918246.1|ASTE
OG0002571	LOC108116888|XP_017084478.1|DEUG	LOC118510736|XP_035908841.1|ASTE
OG0002572	LOC108108989|XP_017072736.1|DEUG	LOC118506200|XP_035898901.1|ASTE
OG0002573	LOC108116877|XP_017084459.1|DEUG	LOC118509837|XP_035906926.1|ASTE
OG0002574	LOC108116995|XP_017084649.1|DEUG	LOC118511632|XP_035910837.1|ASTE
OG0002575	LOC108111482|XP_017076454.1|DEUG	LOC118517402|XP_035919360.1|ASTE
OG0002576	LOC108102414|XP_017062869.1|DEUG	LOC118506845|XP_035900462.1|ASTE
OG0002577	LOC108108523|XP_017072084.1|DEUG	LOC118508054|XP_035903400.1|ASTE
OG0002578	LOC108102637|XP_017063246.1|DEUG	LOC118517481|XP_035919555.1|ASTE
OG0002579	LOC108104126|XP_017065517.1|DEUG	LOC118511176|XP_035909823.1|ASTE
OG0002580	LOC108113306|XP_017079347.1|DEUG	LOC118510246|XP_035907716.1|ASTE
OG0002581	LOC108116626|XP_017084093.1|DEUG	LOC118516055|XP_035917986.1|ASTE
OG0002582	LOC108110561|XP_017075146.1|DEUG	LOC118502663|XP_035891018.1|ASTE
OG0002583	LOC108117481|XP_017085432.1|DEUG	LOC118508280|XP_035903814.1|ASTE
OG0002584	LOC108108616|XP_017072204.1|DEUG	LOC118511926|XP_035911489.1|ASTE
OG0002586	LOC108117249|XP_017085084.1|DEUG	LOC118516567|XP_035918426.1|ASTE, LOC118505597|XP_035897512.1|ASTE
OG0002587	LOC108109509|XP_017073547.1|DEUG	LOC118516566|XP_035918422.1|ASTE, LOC118505596|XP_035897511.1|ASTE
OG0002588	LOC108110099|XP_017074486.1|DEUG	LOC118507509|XP_035901942.1|ASTE
OG0002589	LOC108113604|XP_017079749.1|DEUG	LOC118504558|XP_035895061.1|ASTE
OG0002590	LOC108103922|XP_017065163.1|DEUG	LOC118516413|XP_035918168.1|ASTE, LOC118509550|XP_035906193.1|ASTE
OG0002591	LOC108113501|XP_017079578.1|DEUG	LOC118507059|XP_035900918.1|ASTE
OG0002592	LOC108115849|XP_017082952.1|DEUG	LOC118505582|XP_035897435.1|ASTE
OG0002593	LOC108115838|XP_017082924.1|DEUG	LOC118505585|XP_035897442.1|ASTE
OG0002594	LOC108116883|XP_017084470.1|DEUG	LOC118505591|XP_035897462.1|ASTE
OG0002595	LOC108117116|XP_017084834.1|DEUG	LOC118505595|XP_035897510.1|ASTE, LOC118516564|XP_035918419.1|ASTE
OG0002596	LOC108116927|XP_017084560.1|DEUG	LOC118506469|XP_035899537.1|ASTE
OG0002597	LOC108105235|XP_017067195.1|DEUG	LOC118504487|XP_035894899.1|ASTE
OG0002598	LOC108115656|XP_017082704.1|DEUG	LOC118508473|XP_035904176.1|ASTE
OG0002599	LOC108110599|XP_017075189.1|DEUG	LOC118506374|XP_035899292.1|ASTE, LOC118516700|XP_035918540.1|ASTE
OG0002600	LOC108104783|XP_017066527.1|DEUG	LOC118507557|XP_035902039.1|ASTE
OG0002601	LOC108115076|XP_017081814.1|DEUG	LOC118507544|XP_035902017.1|ASTE
OG0002602	LOC108116010|XP_017083178.1|DEUG	LOC118507535|XP_035902000.1|ASTE
OG0002603	LOC108111333|XP_017076243.1|DEUG	LOC118504472|XP_035894878.1|ASTE
OG0002604	LOC108111284|XP_017076162.1|DEUG	LOC118504474|XP_035894880.1|ASTE
OG0002605	LOC108117305|XP_017085153.1|DEUG	LOC118502919|XP_035891547.1|ASTE
OG0002606	LOC108116906|XP_017084509.1|DEUG	LOC118506777|XP_035900271.1|ASTE
OG0002607	LOC108115062|XP_017081796.1|DEUG	LOC118506782|XP_035900288.1|ASTE
OG0002608	LOC108116393|XP_017083745.1|DEUG	LOC118502567|XP_035890781.1|ASTE
OG0002609	LOC108106698|XP_017069420.1|DEUG	LOC118513289|XP_035914754.1|ASTE
OG0002610	LOC108110211|XP_017074675.1|DEUG	LOC118503564|XP_035892869.1|ASTE
OG0002611	LOC108109788|XP_017073971.1|DEUG	LOC118508299|XP_035903845.1|ASTE
OG0002612	LOC108117327|XP_017085189.1|DEUG	LOC118504475|XP_035894881.1|ASTE
OG0002613	LOC108116611|XP_017084066.1|DEUG	LOC118504486|XP_035894898.1|ASTE
OG0002614	LOC108113583|XP_017079714.1|DEUG	LOC118504479|XP_035894883.1|ASTE
OG0002615	LOC108107996|XP_017071335.1|DEUG	LOC118502832|XP_035891400.1|ASTE
OG0002616	LOC108115839|XP_017082936.1|DEUG	LOC118502678|XP_035891075.1|ASTE
OG0002617	LOC108109988|XP_017074315.1|DEUG	LOC118506357|XP_035899262.1|ASTE
OG0002618	LOC108115000|XP_017081729.1|DEUG	LOC118504683|XP_035895390.1|ASTE
OG0002619	LOC108117130|XP_017084851.1|DEUG	LOC118507881|XP_035902985.1|ASTE
OG0002620	LOC108117498|XP_017085466.1|DEUG	LOC118505548|XP_035897389.1|ASTE
OG0002621	LOC108115721|XP_017082783.1|DEUG	LOC118503372|XP_035892459.1|ASTE
OG0002622	LOC108114437|XP_017080917.1|DEUG	LOC118510556|XP_035908431.1|ASTE
OG0002623	LOC108112891|XP_017078740.1|DEUG	LOC118503282|XP_035892262.1|ASTE
OG0002624	LOC108109564|XP_017073626.1|DEUG	LOC118503286|XP_035892267.1|ASTE
OG0002625	LOC108109453|XP_017073441.1|DEUG	LOC118503280|XP_035892251.1|ASTE
OG0002626	LOC108117433|XP_017085337.1|DEUG	LOC118506151|XP_035898800.1|ASTE
OG0002627	LOC108115625|XP_017082661.1|DEUG	LOC118506889|XP_035900550.1|ASTE
OG0002628	LOC108115360|XP_017082275.1|DEUG	LOC118506909|XP_035900595.1|ASTE
OG0002629	LOC108116323|XP_017083619.1|DEUG	LOC118506883|XP_035900538.1|ASTE
OG0002630	LOC108116390|XP_017083741.1|DEUG	LOC118505873|XP_035898189.1|ASTE
OG0002631	LOC108113806|XP_017080004.1|DEUG	LOC118507894|XP_035903037.1|ASTE
OG0002632	LOC108111695|XP_017076733.1|DEUG	LOC118506445|XP_035899474.1|ASTE
OG0002633	LOC108116880|XP_017084464.1|DEUG	LOC118505406|XP_035897047.1|ASTE
OG0002634	LOC108111684|XP_017076716.1|DEUG	LOC118505401|XP_035897027.1|ASTE
OG0002635	LOC108110171|XP_017074587.1|DEUG	LOC118502842|XP_035891424.1|ASTE
OG0002636	LOC108117266|XP_017085147.1|DEUG	LOC118507863|XP_035902960.1|ASTE
OG0002637	LOC108104093|XP_017065478.1|DEUG	LOC118507836|XP_035902833.1|ASTE
OG0002638	LOC108111343|XP_017076261.1|DEUG	LOC118506923|XP_035900613.1|ASTE
OG0002639	LOC108116432|XP_017083816.1|DEUG	LOC118504444|XP_035894822.1|ASTE
OG0002640	LOC108116894|XP_017084491.1|DEUG	LOC118502399|XP_035890514.1|ASTE
OG0002641	LOC108116897|XP_017084496.1|DEUG	LOC118508324|XP_035903887.1|ASTE, LOC118517056|XP_035918797.1|ASTE
OG0002642	LOC108116896|XP_017084494.1|DEUG	LOC118505809|XP_035898044.1|ASTE
OG0002643	LOC108116895|XP_017084492.1|DEUG	LOC118505808|XP_035898041.1|ASTE
OG0002644	LOC108115406|XP_017082333.1|DEUG	LOC118502939|XP_035891583.1|ASTE
OG0002645	LOC108115401|XP_017082328.1|DEUG	LOC118502932|XP_035891571.1|ASTE
OG0002646	LOC108117553|XP_017085550.1|DEUG	LOC118506368|XP_035899284.1|ASTE, LOC118515296|XP_035917865.1|ASTE
OG0002647	LOC108109483|XP_017073501.1|DEUG	LOC118515294|XP_035917864.1|ASTE, LOC118506370|XP_035899285.1|ASTE
OG0002648	LOC108115169|XP_017081977.1|DEUG	LOC118504696|XP_035895416.1|ASTE
OG0002649	LOC108109468|XP_017073479.1|DEUG	LOC118507512|XP_035901946.1|ASTE
OG0002650	LOC108109482|XP_017073500.1|DEUG	LOC118507896|XP_035903044.1|ASTE
OG0002651	LOC108111477|XP_017076438.1|DEUG	LOC118508441|XP_035904125.1|ASTE
OG0002652	LOC108110203|XP_017074667.1|DEUG	LOC118504418|XP_035894745.1|ASTE
OG0002653	LOC108115999|XP_017083160.1|DEUG	LOC118505142|XP_035896387.1|ASTE
OG0002654	LOC108116059|XP_017083258.1|DEUG	LOC118505140|XP_035896385.1|ASTE
OG0002655	LOC108117188|XP_017084970.1|DEUG	LOC118505780|XP_035897950.1|ASTE
OG0002656	LOC108116954|XP_017084598.1|DEUG	LOC118505436|XP_035897111.1|ASTE
OG0002657	LOC108110162|XP_017074576.1|DEUG	LOC118507840|XP_035902856.1|ASTE
OG0002658	LOC108109070|XP_017072911.1|DEUG	LOC118503278|XP_035892249.1|ASTE
OG0002659	LOC108116078|XP_017083285.1|DEUG	LOC118505691|XP_035897723.1|ASTE
OG0002660	LOC108102993|XP_017063795.1|DEUG	LOC118511932|XP_035911506.1|ASTE
OG0002661	LOC108115989|XP_017083140.1|DEUG	LOC118511936|XP_035911516.1|ASTE
OG0002662	LOC108107449|XP_017070482.1|DEUG	LOC118513093|XP_035914387.1|ASTE
OG0002663	LOC108116587|XP_017084020.1|DEUG	LOC118503591|XP_035892937.1|ASTE
OG0002664	LOC108104177|XP_017065591.1|DEUG	LOC118503269|XP_035892222.1|ASTE
OG0002665	LOC108109003|XP_017072760.1|DEUG	LOC118512094|XP_035911951.1|ASTE
OG0002666	LOC108108994|XP_017072743.1|DEUG	LOC118508861|XP_035904512.1|ASTE
OG0002667	LOC108104880|XP_017066697.1|DEUG	LOC118511456|XP_035910450.1|ASTE
OG0002668	LOC108113772|XP_017080001.1|DEUG	LOC118510197|XP_035907613.1|ASTE
OG0002669	LOC108106183|XP_017068596.1|DEUG	LOC118510199|XP_035907624.1|ASTE
OG0002670	LOC108109846|XP_017074089.1|DEUG	LOC118513118|XP_035914410.1|ASTE
OG0002671	LOC108109835|XP_017074069.1|DEUG	LOC118513129|XP_035914439.1|ASTE
OG0002672	LOC108109069|XP_017072910.1|DEUG	LOC118512063|XP_035911819.1|ASTE
OG0002673	LOC108107265|XP_017070186.1|DEUG	LOC118513613|XP_035915557.1|ASTE, LOC118517284|XP_035919150.1|ASTE
OG0002674	LOC108104841|XP_017066638.1|DEUG	LOC118512202|XP_035912201.1|ASTE
OG0002675	LOC108102744|XP_017063381.1|DEUG	LOC118512061|XP_035911814.1|ASTE
OG0002676	LOC108107343|XP_017070329.1|DEUG	LOC118512069|XP_035911848.1|ASTE
OG0002677	LOC108113234|XP_017079261.1|DEUG	LOC118512067|XP_035911844.1|ASTE
OG0002678	LOC108106421|XP_017068939.1|DEUG	LOC118506129|XP_035898756.1|ASTE
OG0002679	LOC108107301|XP_017070250.1|DEUG	LOC118509019|XP_035904931.1|ASTE
OG0002680	LOC108103289|XP_017064191.1|DEUG	LOC118507658|XP_035902327.1|ASTE
OG0002681	LOC108109220|XP_017073174.1|DEUG	LOC118509601|XP_035906286.1|ASTE, LOC118516337|XP_035918039.1|ASTE
OG0002682	LOC108108151|XP_017071570.1|DEUG	LOC118509836|XP_035906922.1|ASTE
OG0002683	LOC108109480|XP_017073498.1|DEUG	LOC118506407|XP_035899374.1|ASTE
OG0002684	LOC108103016|XP_017063830.1|DEUG	LOC118510134|XP_035907504.1|ASTE, LOC118516924|XP_035918661.1|ASTE
OG0002685	LOC108104729|XP_017066452.1|DEUG	LOC118513007|XP_035914164.1|ASTE
OG0002686	LOC108107690|XP_017070784.1|DEUG	LOC118510251|XP_035907730.1|ASTE, LOC118517274|XP_035919141.1|ASTE
OG0002687	LOC108108580|XP_017072161.1|DEUG	LOC118516849|XP_035918599.1|ASTE, LOC118510499|XP_035908292.1|ASTE
OG0002688	LOC108114592|XP_017081138.1|DEUG	LOC118514455|XP_035917265.1|ASTE
OG0002689	LOC108103869|XP_017065074.1|DEUG	LOC118512206|XP_035912212.1|ASTE
OG0002690	LOC108114715|XP_017081306.1|DEUG	LOC118510501|XP_035908297.1|ASTE, LOC118516851|XP_035918603.1|ASTE
OG0002691	LOC108113271|XP_017079308.1|DEUG	LOC118516852|XP_035918606.1|ASTE, LOC118510507|XP_035908309.1|ASTE
OG0002692	LOC108107347|XP_017070335.1|DEUG	LOC118516856|XP_035918610.1|ASTE, LOC118510514|XP_035908319.1|ASTE
OG0002693	LOC108102853|XP_017063539.1|DEUG	LOC118510523|XP_035908361.1|ASTE
OG0002694	LOC108104874|XP_017066691.1|DEUG	LOC118517288|XP_035919157.1|ASTE, LOC118513605|XP_035915538.1|ASTE
OG0002695	LOC108107783|XP_017070968.1|DEUG	LOC118511565|XP_035910697.1|ASTE
OG0002696	LOC108114493|XP_017081000.1|DEUG	LOC118510455|XP_035908180.1|ASTE
OG0002697	LOC108109817|XP_017074036.1|DEUG	LOC118509538|XP_035906158.1|ASTE
OG0002698	LOC108107895|XP_017071182.1|DEUG	LOC118512738|XP_035913496.1|ASTE
OG0002699	LOC108102745|XP_017063385.1|DEUG	LOC118512743|XP_035913523.1|ASTE
OG0002700	LOC108114218|XP_017080534.1|DEUG	LOC118513089|XP_035914358.1|ASTE
OG0002701	LOC108109114|XP_017072995.1|DEUG	LOC118513091|XP_035914384.1|ASTE
OG0002702	LOC108109210|XP_017073140.1|DEUG	LOC118511540|XP_035910628.1|ASTE
OG0002704	LOC108106595|XP_017069272.1|DEUG	LOC118509492|XP_035906040.1|ASTE
OG0002705	LOC108114488|XP_017080996.1|DEUG	LOC118509501|XP_035906052.1|ASTE
OG0002706	LOC108106424|XP_017068942.1|DEUG	LOC118509931|XP_035907153.1|ASTE
OG0002707	LOC108104703|XP_017066408.1|DEUG	LOC118510066|XP_035907350.1|ASTE
OG0002708	LOC108114260|XP_017080646.1|DEUG	LOC118505259|XP_035896711.1|ASTE, LOC118514283|XP_035916918.1|ASTE
OG0002709	LOC108104557|XP_017066188.1|DEUG	LOC118509759|XP_035906783.1|ASTE
OG0002710	LOC108108924|XP_017072665.1|DEUG	LOC118509786|XP_035906821.1|ASTE
OG0002711	LOC108109018|XP_017072779.1|DEUG	LOC118509783|XP_035906816.1|ASTE
OG0002712	LOC108112919|XP_017078797.1|DEUG	LOC118509725|XP_035906712.1|ASTE
OG0002713	LOC108112551|XP_017077976.1|DEUG	LOC118509683|XP_035906619.1|ASTE
OG0002714	LOC108112809|XP_017078592.1|DEUG	LOC118509653|XP_035906494.1|ASTE
OG0002715	LOC108103502|XP_017064503.1|DEUG	LOC118516347|XP_035918052.1|ASTE, LOC118511359|XP_035910213.1|ASTE
OG0002716	LOC108107273|XP_017070203.1|DEUG	LOC118511420|XP_035910393.1|ASTE
OG0002717	LOC108109572|XP_017073637.1|DEUG	LOC118511424|XP_035910400.1|ASTE
OG0002718	LOC108113952|XP_017080153.1|DEUG	LOC118510345|XP_035907931.1|ASTE
OG0002719	LOC108116396|XP_017083755.1|DEUG	LOC118510418|XP_035908080.1|ASTE
OG0002720	LOC108108006|XP_017071349.1|DEUG	LOC118510419|XP_035908081.1|ASTE
OG0002721	LOC108106849|XP_017069580.1|DEUG	LOC118514212|XP_035916801.1|ASTE
OG0002722	LOC108104453|XP_017066006.1|DEUG	LOC118509233|XP_035905434.1|ASTE
OG0002723	LOC108107381|XP_017070379.1|DEUG	LOC118510548|XP_035908411.1|ASTE
OG0002724	LOC108117496|XP_017085463.1|DEUG	LOC118514223|XP_035916814.1|ASTE
OG0002725	LOC108108767|XP_017072423.1|DEUG	LOC118512308|XP_035912444.1|ASTE
OG0002726	LOC108103609|XP_017064635.1|DEUG	LOC118512902|XP_035913910.1|ASTE
OG0002727	LOC108107606|XP_017070661.1|DEUG	LOC118510379|XP_035908017.1|ASTE
OG0002728	LOC108112760|XP_017078506.1|DEUG	LOC118510476|XP_035908237.1|ASTE
OG0002729	LOC108114150|XP_017080427.1|DEUG	LOC118510483|XP_035908256.1|ASTE
OG0002730	LOC108106518|XP_017069107.1|DEUG	LOC118512916|XP_035913952.1|ASTE
OG0002731	LOC108104696|XP_017066396.1|DEUG	LOC118510551|XP_035908417.1|ASTE
OG0002732	LOC108106685|XP_017069405.1|DEUG	LOC118516359|XP_035918088.1|ASTE, LOC118512770|XP_035913567.1|ASTE
OG0002733	LOC108113371|XP_017079428.1|DEUG	LOC118511380|XP_035910277.1|ASTE
OG0002734	LOC108105394|XP_017067427.1|DEUG	LOC118509458|XP_035905971.1|ASTE
OG0002735	LOC108104777|XP_017066503.1|DEUG	LOC118511872|XP_035911365.1|ASTE
OG0002736	LOC108104778|XP_017066510.1|DEUG	LOC118511873|XP_035911369.1|ASTE
OG0002737	LOC108117367|XP_017085239.1|DEUG	LOC118513482|XP_035915186.1|ASTE
OG0002738	LOC108107894|XP_017071181.1|DEUG	LOC118510563|XP_035908440.1|ASTE
OG0002739	LOC108108051|XP_017071414.1|DEUG	LOC118510211|XP_035907650.1|ASTE
OG0002740	LOC108108050|XP_017071413.1|DEUG	LOC118510213|XP_035907663.1|ASTE
OG0002741	LOC108109140|XP_017073027.1|DEUG	LOC118510243|XP_035907705.1|ASTE, LOC118517277|XP_035919144.1|ASTE, LOC118510229|XP_035907688.1|ASTE
OG0002742	LOC108107441|XP_017070470.1|DEUG	LOC118510237|XP_035907697.1|ASTE, LOC118517266|XP_035919132.1|ASTE
OG0002743	LOC108107840|XP_017071081.1|DEUG	LOC118510224|XP_035907682.1|ASTE
OG0002744	LOC108114182|XP_017080477.1|DEUG	LOC118514383|XP_035917150.1|ASTE
OG0002745	LOC108113995|XP_017080233.1|DEUG	LOC118511387|XP_035910297.1|ASTE
OG0002746	LOC108113017|XP_017078928.1|DEUG	LOC118509661|XP_035906518.1|ASTE
OG0002747	LOC108107644|XP_017070754.1|DEUG	LOC118513069|XP_035914310.1|ASTE
OG0002748	LOC108107423|XP_017070441.1|DEUG	LOC118510347|XP_035907933.1|ASTE
OG0002749	LOC108107321|XP_017070288.1|DEUG	LOC118512671|XP_035913325.1|ASTE, LOC118516354|XP_035918079.1|ASTE
OG0002750	LOC108106729|XP_017069455.1|DEUG	LOC118511321|XP_035910136.1|ASTE
OG0002751	LOC108109128|XP_017073011.1|DEUG	LOC118511323|XP_035910139.1|ASTE
OG0002752	LOC108104491|XP_017066093.1|DEUG	LOC118514337|XP_035917042.1|ASTE
OG0002753	LOC108113064|XP_017078989.1|DEUG	LOC118514331|XP_035917031.1|ASTE
OG0002754	LOC108114345|XP_017080771.1|DEUG	LOC118509340|XP_035905733.1|ASTE, LOC118508936|XP_035904738.1|ASTE
OG0002755	LOC108113364|XP_017079421.1|DEUG	LOC118514350|XP_035917064.1|ASTE
OG0002756	LOC108114420|XP_017080895.1|DEUG	LOC118511867|XP_035911360.1|ASTE
OG0002757	LOC108114114|XP_017080367.1|DEUG	LOC118512292|XP_035912407.1|ASTE
OG0002758	LOC108113015|XP_017078925.1|DEUG	LOC118511379|XP_035910267.1|ASTE
OG0002759	LOC108112867|XP_017078682.1|DEUG	LOC118512230|XP_035912247.1|ASTE
OG0002760	LOC108107297|XP_017070243.1|DEUG	LOC118512232|XP_035912259.1|ASTE
OG0002761	LOC108112038|XP_017077273.1|DEUG	LOC118512276|XP_035912358.1|ASTE
OG0002762	LOC108112649|XP_017078255.1|DEUG	LOC118517166|XP_035918952.1|ASTE, LOC118512267|XP_035912340.1|ASTE
OG0002763	LOC108108298|XP_017071796.1|DEUG	LOC118512281|XP_035912386.1|ASTE
OG0002764	LOC108108550|XP_017072117.1|DEUG	LOC118512264|XP_035912333.1|ASTE
OG0002765	LOC108112796|XP_017078571.1|DEUG	LOC118512014|XP_035911682.1|ASTE
OG0002766	LOC108112799|XP_017078575.1|DEUG	LOC118512017|XP_035911688.1|ASTE
OG0002767	LOC108112778|XP_017078541.1|DEUG	LOC118512807|XP_035913650.1|ASTE
OG0002768	LOC108107253|XP_017070171.1|DEUG	LOC118510439|XP_035908120.1|ASTE
OG0002769	LOC108106649|XP_017069355.1|DEUG	LOC118509357|XP_035905772.1|ASTE
OG0002770	LOC108107116|XP_017069993.1|DEUG	LOC118509358|XP_035905773.1|ASTE
OG0002771	LOC108114524|XP_017081043.1|DEUG	LOC118517240|XP_035919107.1|ASTE, LOC118509360|XP_035905775.1|ASTE
OG0002772	LOC108114550|XP_017081083.1|DEUG	LOC118513139|XP_035914458.1|ASTE
OG0002773	LOC108113036|XP_017078956.1|DEUG	LOC118514197|XP_035916778.1|ASTE
OG0002774	LOC108109303|XP_017073287.1|DEUG	LOC118514183|XP_035916760.1|ASTE, LOC118517244|XP_035919112.1|ASTE
