Orthogroup	DEUG.longest_only	HILL.longest_only
OG0002218	LOC108110066|XP_017074436.1|DEUG	LOC119657383|XP_037920196.1|HILL
OG0002219	LOC108116976|XP_017084625.1|DEUG	LOC119657494|XP_037920350.1|HILL
OG0002220	LOC108116798|XP_017084334.1|DEUG	LOC119658101|XP_037921295.1|HILL
OG0002221	LOC108114624|XP_017081180.1|DEUG	LOC119648528|XP_037906224.1|HILL
OG0002222	LOC108107367|XP_017070360.1|DEUG	LOC119659466|XP_037923481.1|HILL
OG0002223	LOC108112636|XP_017078234.1|DEUG	LOC119660616|XP_037925236.1|HILL
OG0002224	LOC108112564|XP_017078001.1|DEUG	LOC119659327|XP_037923288.1|HILL
OG0002225	LOC108104917|XP_017066754.1|DEUG	LOC119647812|XP_037904959.1|HILL
OG0002226	LOC108106403|XP_017068903.1|DEUG	LOC119646855|XP_037903406.1|HILL
OG0002227	LOC108106474|XP_017069039.1|DEUG	LOC119654275|XP_037915480.1|HILL
OG0002228	LOC108105408|XP_017067444.1|DEUG	LOC119646814|XP_037903343.1|HILL
OG0002229	LOC108107358|XP_017070348.1|DEUG	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL
OG0002230	LOC108112543|XP_017077968.1|DEUG	LOC119651222|XP_037910610.1|HILL
OG0002231	LOC108113113|XP_017079099.1|DEUG	LOC119650627|XP_037909458.1|HILL
OG0002232	LOC108109160|XP_017073072.1|DEUG	LOC119647095|XP_037903793.1|HILL
OG0002233	LOC108108208|XP_017071658.1|DEUG	LOC119649443|XP_037907522.1|HILL
OG0002234	LOC108106692|XP_017069414.1|DEUG	LOC119659812|XP_037924026.1|HILL
OG0002235	LOC108112672|XP_017078300.1|DEUG	LOC119656207|XP_037918530.1|HILL
OG0002236	LOC108107315|XP_017070277.1|DEUG	LOC119654446|XP_037915780.1|HILL
OG0002237	LOC108107434|XP_017070457.1|DEUG	LOC119648981|XP_037906834.1|HILL
OG0002238	LOC108113024|XP_017078940.1|DEUG	LOC119646673|XP_037903131.1|HILL
OG0002239	LOC108112846|XP_017078648.1|DEUG	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL
OG0002240	LOC108112933|XP_017078813.1|DEUG	LOC119653608|XP_037914303.1|HILL
OG0002241	LOC108117391|XP_017085278.1|DEUG	LOC119649540|XP_037907655.1|HILL
OG0002242	LOC108109825|XP_017074050.1|DEUG	LOC119650457|XP_037909241.1|HILL
OG0002243	LOC108117146|XP_017084893.1|DEUG	LOC119648974|XP_037906824.1|HILL
OG0002244	LOC108114342|XP_017080763.1|DEUG	LOC119648399|XP_037906071.1|HILL
OG0002245	LOC108109815|XP_017074029.1|DEUG	LOC119647821|XP_037904979.1|HILL
OG0002246	LOC108113183|XP_017079197.1|DEUG	LOC119661166|XP_037926309.1|HILL
OG0002247	LOC108107402|XP_017070411.1|DEUG	LOC119649772|XP_037908000.1|HILL
OG0002248	LOC108107912|XP_017071221.1|DEUG	LOC119650105|XP_037908553.1|HILL
OG0002249	LOC108109911|XP_017074208.1|DEUG	LOC119650067|XP_037908492.1|HILL
OG0002250	LOC108108901|XP_017072614.1|DEUG	LOC119661059|XP_037926188.1|HILL
OG0002251	LOC108109274|XP_017073254.1|DEUG	LOC119646912|XP_037903511.1|HILL
OG0002252	LOC108109205|XP_017073136.1|DEUG	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL
OG0002253	LOC108107461|XP_017070496.1|DEUG	LOC119661309|XP_037926529.1|HILL
OG0002254	LOC108117462|XP_017085373.1|DEUG	LOC119659864|XP_037924104.1|HILL
OG0002255	LOC108103759|XP_017064866.1|DEUG	LOC119659877|XP_037924124.1|HILL
OG0002256	LOC108112585|XP_017078113.1|DEUG	LOC119647267|XP_037904084.1|HILL
OG0002257	LOC108106420|XP_017068938.1|DEUG	LOC119659138|XP_037923001.1|HILL
OG0002258	LOC108114104|XP_017080352.1|DEUG	LOC119649712|XP_037907914.1|HILL
OG0002259	LOC108115198|XP_017082008.1|DEUG	LOC119660723|XP_037925304.1|HILL
OG0002260	LOC108107974|XP_017071307.1|DEUG	LOC119650103|XP_037908551.1|HILL
OG0002261	LOC108108675|XP_017072268.1|DEUG	LOC119649098|XP_037907029.1|HILL
OG0002262	LOC108104833|XP_017066623.1|DEUG	LOC119655348|XP_037917128.1|HILL
OG0002263	LOC108114539|XP_017081071.1|DEUG	LOC119649924|XP_037908255.1|HILL
OG0002264	LOC108107366|XP_017070359.1|DEUG	LOC119646417|XP_037902791.1|HILL
OG0002265	LOC108113991|XP_017080223.1|DEUG	LOC119649321|XP_037907351.1|HILL
OG0002266	LOC108107614|XP_017070673.1|DEUG	LOC119649683|XP_037907872.1|HILL
OG0002267	LOC108108322|XP_017071839.1|DEUG	LOC119647746|XP_037904789.1|HILL
OG0002268	LOC108114546|XP_017081080.1|DEUG	LOC119648816|XP_037906597.1|HILL
OG0002269	LOC108112777|XP_017078539.1|DEUG	LOC119661153|XP_037926293.1|HILL
OG0002270	LOC108112999|XP_017078899.1|DEUG	LOC119646408|XP_037902781.1|HILL
OG0002271	LOC108108347|XP_017071877.1|DEUG	LOC119647797|XP_037904933.1|HILL
OG0002272	LOC108102805|XP_017063473.1|DEUG	LOC119647750|XP_037904797.1|HILL
OG0002273	LOC108118204|XP_017086252.1|DEUG	LOC119649571|XP_037907701.1|HILL
OG0002274	LOC108108708|XP_017072306.1|DEUG	LOC119647790|XP_037904910.1|HILL
OG0002275	LOC108114632|XP_017081187.1|DEUG	LOC119647795|XP_037904925.1|HILL
OG0002277	LOC108102863|XP_017063554.1|DEUG	LOC119649061|XP_037906973.1|HILL
OG0002278	LOC108107518|XP_017070548.1|DEUG	LOC119650383|XP_037909050.1|HILL
OG0002279	LOC108117372|XP_017085247.1|DEUG	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL
OG0002280	LOC108114186|XP_017080484.1|DEUG	LOC119648199|XP_037905723.1|HILL
OG0002281	LOC108114463|XP_017080957.1|DEUG	LOC119648008|XP_037905336.1|HILL
OG0002282	LOC108108032|XP_017071393.1|DEUG	LOC119649086|XP_037907016.1|HILL
OG0002283	LOC108109188|XP_017073111.1|DEUG	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL
OG0002284	LOC108109068|XP_017072901.1|DEUG	LOC119646518|XP_037902906.1|HILL
OG0002285	LOC108103286|XP_017064186.1|DEUG	LOC119650463|XP_037909255.1|HILL
OG0002286	LOC108113194|XP_017079210.1|DEUG	LOC119649955|XP_037908319.1|HILL
OG0002287	LOC108113123|XP_017079115.1|DEUG	LOC119653021|XP_037913392.1|HILL
OG0002288	LOC108108303|XP_017071806.1|DEUG	LOC119648663|XP_037906373.1|HILL
OG0002289	LOC108109822|XP_017074047.1|DEUG	LOC119649250|XP_037907246.1|HILL
OG0002290	LOC108113415|XP_017079457.1|DEUG	LOC119651797|XP_037911508.1|HILL
OG0002291	LOC108112619|XP_017078200.1|DEUG	LOC119647226|XP_037903991.1|HILL
OG0002292	LOC108113072|XP_017079001.1|DEUG	LOC119653533|XP_037914141.1|HILL
OG0002293	LOC108118498|XP_017086722.1|DEUG, LOC108117562|XP_017085559.1|DEUG	LOC119659415|XP_037923419.1|HILL
OG0002294	LOC108109421|XP_017073408.1|DEUG	LOC119661107|XP_037926231.1|HILL
OG0002295	LOC108106973|XP_017069778.1|DEUG	LOC119653230|XP_037913745.1|HILL
OG0002297	LOC108105609|XP_017067775.1|DEUG	LOC119659876|XP_037924122.1|HILL
OG0002298	LOC108107345|XP_017070332.1|DEUG	LOC119656593|XP_037918937.1|HILL
OG0002299	LOC108106651|XP_017069356.1|DEUG	LOC119657831|XP_037920880.1|HILL
OG0002300	LOC108103376|XP_017064311.1|DEUG	LOC119653080|XP_037913497.1|HILL
OG0002301	LOC108114863|XP_017081504.1|DEUG	LOC119653049|XP_037913441.1|HILL
OG0002302	LOC108114826|XP_017081447.1|DEUG	LOC119650848|XP_037909921.1|HILL
OG0002303	LOC108103290|XP_017064192.1|DEUG	LOC119653669|XP_037914431.1|HILL
OG0002304	LOC108105844|XP_017068094.1|DEUG	LOC119652508|XP_037912624.1|HILL
OG0002305	LOC108114625|XP_017081181.1|DEUG	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL
OG0002306	LOC108106176|XP_017068586.1|DEUG	LOC119653029|XP_037913402.1|HILL
OG0002308	LOC108110916|XP_017075675.1|DEUG	LOC119650780|XP_037909817.1|HILL
OG0002309	LOC108102589|XP_017063180.1|DEUG	LOC119651381|XP_037910882.1|HILL
OG0002310	LOC108115511|XP_017082495.1|DEUG	LOC119647257|XP_037904066.1|HILL
OG0002311	LOC108114807|XP_017081409.1|DEUG	LOC119652655|XP_037912835.1|HILL
OG0002312	LOC108111143|XP_017076000.1|DEUG	LOC119652707|XP_037912916.1|HILL
OG0002313	LOC108106659|XP_017069369.1|DEUG	LOC119655802|XP_037917826.1|HILL
OG0002314	LOC108104454|XP_017066007.1|DEUG	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL
OG0002315	LOC108106805|XP_017069539.1|DEUG	LOC119655367|XP_037917156.1|HILL
OG0002316	LOC108111837|XP_017076934.1|DEUG	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL
OG0002317	LOC108104281|XP_017065732.1|DEUG	LOC119648385|XP_037906049.1|HILL
OG0002318	LOC108105690|XP_017067889.1|DEUG	LOC119655108|XP_037916758.1|HILL
OG0002319	LOC108111195|XP_017076079.1|DEUG	LOC119652959|XP_037913282.1|HILL
OG0002320	LOC108109078|XP_017072929.1|DEUG	LOC119661768|XP_037927170.1|HILL
OG0002321	LOC108106785|XP_017069518.1|DEUG	LOC119654879|XP_037916414.1|HILL
OG0002322	LOC108103415|XP_017064362.1|DEUG	LOC119651720|XP_037911370.1|HILL
OG0002323	LOC108115532|XP_017082524.1|DEUG	LOC119655386|XP_037917185.1|HILL
OG0002324	LOC108108795|XP_017072460.1|DEUG	LOC119649617|XP_037907765.1|HILL
OG0002325	LOC108114148|XP_017080422.1|DEUG	LOC119649629|XP_037907792.1|HILL
OG0002326	LOC108114152|XP_017080431.1|DEUG	LOC119649630|XP_037907797.1|HILL
OG0002327	LOC108116370|XP_017083696.1|DEUG, LOC108116372|XP_017083701.1|DEUG	LOC119647579|XP_037904514.1|HILL
OG0002328	LOC108114876|XP_017081521.1|DEUG	LOC119651995|XP_037911843.1|HILL
OG0002329	LOC108102680|XP_017063310.1|DEUG	LOC119661282|XP_037926486.1|HILL
OG0002330	LOC108102682|XP_017063312.1|DEUG	LOC119659245|XP_037923156.1|HILL
OG0002331	LOC108106048|XP_017068391.1|DEUG	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL
OG0002332	LOC108108173|XP_017071604.1|DEUG	LOC119659200|XP_037923095.1|HILL
OG0002333	LOC108107334|XP_017070309.1|DEUG	LOC119657902|XP_037920990.1|HILL
OG0002334	LOC108102504|XP_017063017.1|DEUG	LOC119652270|XP_037912182.1|HILL
OG0002335	LOC108104594|XP_017066246.1|DEUG	LOC119656022|XP_037918209.1|HILL
OG0002336	LOC108108515|XP_017072073.1|DEUG	LOC119648710|XP_037906447.1|HILL
OG0002337	LOC108104793|XP_017066546.1|DEUG	LOC119661456|XP_037926740.1|HILL
OG0002338	LOC108107142|XP_017070035.1|DEUG	LOC119646257|XP_037902586.1|HILL
OG0002339	LOC108110999|XP_017075797.1|DEUG	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL
OG0002340	LOC108104088|XP_017065472.1|DEUG	LOC119646924|XP_037903532.1|HILL
OG0002341	LOC108104870|XP_017066685.1|DEUG	LOC119646973|XP_037903605.1|HILL
OG0002342	LOC108102567|XP_017063135.1|DEUG	LOC119649030|XP_037906931.1|HILL
OG0002343	LOC108102598|XP_017063191.1|DEUG	LOC119660713|XP_037925287.1|HILL
OG0002344	LOC108104240|XP_017065679.1|DEUG, LOC108103094|XP_017063940.1|DEUG	LOC119651744|XP_037911406.1|HILL
OG0002345	LOC108112623|XP_017078214.1|DEUG	LOC119657767|XP_037920762.1|HILL
OG0002346	LOC108106979|XP_017069800.1|DEUG	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL
OG0002347	LOC108106718|XP_017069440.1|DEUG	LOC119646674|XP_037903132.1|HILL
OG0002348	LOC108106166|XP_017068566.1|DEUG	LOC119647049|XP_037903733.1|HILL
OG0002349	LOC108112628|XP_017078223.1|DEUG	LOC119658296|XP_037921522.1|HILL
OG0002350	LOC108112621|XP_017078212.1|DEUG	LOC119657278|XP_037920050.1|HILL
OG0002351	LOC108106782|XP_017069513.1|DEUG	LOC119646879|XP_037903434.1|HILL
OG0002352	LOC108112965|XP_017078855.1|DEUG	LOC119647139|XP_037903859.1|HILL
OG0002353	LOC108112067|XP_017077302.1|DEUG	LOC119652308|XP_037912247.1|HILL
OG0002354	LOC108110981|XP_017075777.1|DEUG	LOC119652287|XP_037912211.1|HILL
OG0002355	LOC108118125|XP_017086161.1|DEUG	LOC119651278|XP_037910710.1|HILL
OG0002356	LOC108118473|XP_017086686.1|DEUG	LOC119660436|XP_037924918.1|HILL
OG0002357	LOC108105239|XP_017067199.1|DEUG	LOC119653801|XP_037914745.1|HILL
OG0002358	LOC108110921|XP_017075685.1|DEUG	LOC119656951|XP_037919596.1|HILL
OG0002359	LOC108118298|XP_017086399.1|DEUG	LOC119657707|XP_037920678.1|HILL
OG0002360	LOC108115466|XP_017082409.1|DEUG	LOC119652938|XP_037913255.1|HILL
OG0002361	LOC108107565|XP_017070612.1|DEUG	LOC119650828|XP_037909898.1|HILL
OG0002362	LOC108118328|XP_017086436.1|DEUG	LOC119647434|XP_037904283.1|HILL
OG0002363	LOC108107148|XP_017070040.1|DEUG	LOC119652537|XP_037912672.1|HILL
OG0002364	LOC108106960|XP_017069730.1|DEUG	LOC119649693|XP_037907892.1|HILL
OG0002365	LOC108107085|XP_017069951.1|DEUG	LOC119661179|XP_037926325.1|HILL
OG0002366	LOC108102597|XP_017063189.1|DEUG	LOC119661623|XP_037926971.1|HILL
OG0002367	LOC108110789|XP_017075498.1|DEUG	LOC119661318|XP_037926538.1|HILL
OG0002368	LOC108113463|XP_017079532.1|DEUG	LOC119652467|XP_037912566.1|HILL
OG0002369	LOC108114949|XP_017081624.1|DEUG	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL
OG0002370	LOC108105743|XP_017067948.1|DEUG	LOC119651809|XP_037911527.1|HILL
OG0002371	LOC108105832|XP_017068068.1|DEUG	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL
OG0002372	LOC108110766|XP_017075470.1|DEUG	LOC119660545|XP_037925112.1|HILL, LOC119646395|XP_037902770.1|HILL
OG0002373	LOC108118448|XP_017086645.1|DEUG	LOC119661102|XP_037926219.1|HILL
OG0002374	LOC108113816|XP_017080014.1|DEUG	LOC119653043|XP_037913433.1|HILL
OG0002375	LOC108115146|XP_017081934.1|DEUG	LOC119660203|XP_037924565.1|HILL
OG0002376	LOC108106976|XP_017069784.1|DEUG	LOC119651132|XP_037910455.1|HILL
OG0002377	LOC108115305|XP_017082192.1|DEUG	LOC119659088|XP_037922929.1|HILL
OG0002378	LOC108114501|XP_017081010.1|DEUG	LOC119649998|XP_037908388.1|HILL
OG0002379	LOC108118068|XP_017086137.1|DEUG	LOC119660040|XP_037924350.1|HILL
OG0002380	LOC108103249|XP_017064140.1|DEUG	LOC119646172|XP_037902478.1|HILL
OG0002381	LOC108106791|XP_017069525.1|DEUG	LOC119653793|XP_037914727.1|HILL
OG0002382	LOC108118080|XP_017086113.1|DEUG	LOC119654175|XP_037915288.1|HILL
OG0002383	LOC108113928|XP_017080127.1|DEUG	LOC119655164|XP_037916840.1|HILL
OG0002384	LOC108103633|XP_017064667.1|DEUG	LOC119655722|XP_037917683.1|HILL
OG0002386	LOC108108662|XP_017072259.1|DEUG, LOC108117101|XP_017084801.1|DEUG	LOC119660530|XP_037925082.1|HILL
OG0002387	LOC108108833|XP_017072525.1|DEUG, LOC108115582|XP_017082582.1|DEUG	LOC119658632|XP_037922074.1|HILL
OG0002388	LOC108105604|XP_017067768.1|DEUG	LOC119660597|XP_037925202.1|HILL
OG0002389	LOC108108842|XP_017072540.1|DEUG	LOC119659861|XP_037924097.1|HILL
OG0002390	LOC108111097|XP_017075926.1|DEUG	LOC119660777|XP_037925481.1|HILL
OG0002391	LOC108112971|XP_017078862.1|DEUG	LOC119654799|XP_037916278.1|HILL
OG0002392	LOC108108157|XP_017071579.1|DEUG	LOC119648776|XP_037906538.1|HILL
OG0002393	LOC108114612|XP_017081162.1|DEUG	LOC119650098|XP_037908545.1|HILL
OG0002394	LOC108113651|XP_017079811.1|DEUG, LOC108116536|XP_017083963.1|DEUG	LOC119660569|XP_037925148.1|HILL
OG0002395	LOC108116344|XP_017083647.1|DEUG	LOC119660359|XP_037924794.1|HILL
OG0002396	LOC108112825|XP_017078617.1|DEUG	LOC119646132|XP_037902409.1|HILL
OG0002397	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG	LOC119660308|XP_037924711.1|HILL
OG0002398	LOC108103161|XP_017064032.1|DEUG	LOC119655398|XP_037917203.1|HILL
OG0002399	LOC108110368|XP_017074910.1|DEUG	LOC119654108|XP_037915199.1|HILL
OG0002400	LOC108113363|XP_017079418.1|DEUG	LOC119655117|XP_037916767.1|HILL
OG0002401	LOC108108760|XP_017072417.1|DEUG	LOC119660972|XP_037925964.1|HILL
OG0002402	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG	LOC119658794|XP_037922439.1|HILL
OG0002403	LOC108116518|XP_017083945.1|DEUG	LOC119658795|XP_037922441.1|HILL
OG0002404	LOC108114754|XP_017081353.1|DEUG, LOC108112065|XP_017077299.1|DEUG	LOC119658822|XP_037922481.1|HILL
OG0002405	LOC108115363|XP_017082279.1|DEUG	LOC119658571|XP_037921946.1|HILL
OG0002406	LOC108114557|XP_017081092.1|DEUG	LOC119648375|XP_037906032.1|HILL
OG0002407	LOC108109382|XP_017073364.1|DEUG	LOC119658730|XP_037922320.1|HILL
OG0002408	LOC108115339|XP_017082243.1|DEUG	LOC119660604|XP_037925218.1|HILL
OG0002410	LOC108117168|XP_017084935.1|DEUG	LOC119660586|XP_037925170.1|HILL
OG0002411	LOC108108339|XP_017071860.1|DEUG	LOC119659118|XP_037922970.1|HILL
OG0002412	LOC108112959|XP_017078851.1|DEUG	LOC119658884|XP_037922597.1|HILL
OG0002413	LOC108109758|XP_017073920.1|DEUG	LOC119655404|XP_037917215.1|HILL
OG0002414	LOC108102841|XP_017063523.1|DEUG	LOC119649954|XP_037908318.1|HILL
OG0002415	LOC108111776|XP_017076832.1|DEUG	LOC119659203|XP_037923099.1|HILL
OG0002416	LOC108102323|XP_017062597.1|DEUG	LOC119660796|XP_037925541.1|HILL
OG0002417	LOC108104187|XP_017065616.1|DEUG	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL
OG0002418	LOC108112806|XP_017078628.1|DEUG	LOC119658681|XP_037922173.1|HILL
OG0002419	LOC108103545|XP_017064562.1|DEUG	LOC119653741|XP_037914593.1|HILL
OG0002420	LOC108108189|XP_017071626.1|DEUG	LOC119647472|XP_037904337.1|HILL
OG0002421	LOC108116549|XP_017083976.1|DEUG	LOC119647190|XP_037903929.1|HILL
OG0002422	LOC108115137|XP_017081920.1|DEUG	LOC119659721|XP_037923904.1|HILL
OG0002423	LOC108114554|XP_017081090.1|DEUG	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL
OG0002424	LOC108108936|XP_017072682.1|DEUG	LOC119652081|XP_037911950.1|HILL
OG0002425	LOC108110071|XP_017074442.1|DEUG	LOC119657196|XP_037919928.1|HILL
OG0002426	LOC108104672|XP_017066353.1|DEUG	LOC119653442|XP_037913957.1|HILL
OG0002427	LOC108108752|XP_017072404.1|DEUG	LOC119660873|XP_037925712.1|HILL
OG0002428	LOC108105061|XP_017066969.1|DEUG	LOC119654226|XP_037915372.1|HILL
OG0002429	LOC108107868|XP_017071135.1|DEUG	LOC119649762|XP_037907984.1|HILL
OG0002430	LOC108113196|XP_017079212.1|DEUG	LOC119655477|XP_037917306.1|HILL
OG0002431	LOC108109236|XP_017073198.1|DEUG	LOC119654180|XP_037915295.1|HILL
OG0002432	LOC108110317|XP_017074819.1|DEUG	LOC119655856|XP_037917903.1|HILL
OG0002433	LOC108117108|XP_017084818.1|DEUG	LOC119660906|XP_037925781.1|HILL
OG0002434	LOC108110007|XP_017074336.1|DEUG	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL
OG0002436	LOC108106634|XP_017069328.1|DEUG	LOC119654974|XP_037916562.1|HILL
OG0002437	LOC108106442|XP_017068964.1|DEUG	LOC119656106|XP_037918349.1|HILL
OG0002438	LOC108104421|XP_017065963.1|DEUG	LOC119654228|XP_037915376.1|HILL
OG0002439	LOC108113430|XP_017079481.1|DEUG	LOC119652633|XP_037912809.1|HILL
OG0002440	LOC108108589|XP_017072172.1|DEUG	LOC119650031|XP_037908440.1|HILL
OG0002441	LOC108104792|XP_017066544.1|DEUG	LOC119654363|XP_037915637.1|HILL
OG0002442	LOC108112781|XP_017078547.1|DEUG	LOC119654472|XP_037915818.1|HILL
OG0002443	LOC108112776|XP_017078534.1|DEUG	LOC119655257|XP_037916981.1|HILL
OG0002444	LOC108111954|XP_017077134.1|DEUG	LOC119655585|XP_037917455.1|HILL
OG0002445	LOC108106714|XP_017069436.1|DEUG	LOC119654997|XP_037916592.1|HILL
OG0002446	LOC108106675|XP_017069394.1|DEUG	LOC119655351|XP_037917131.1|HILL
OG0002447	LOC108108027|XP_017071381.1|DEUG	LOC119648048|XP_037905436.1|HILL
OG0002448	LOC108113275|XP_017079313.1|DEUG	LOC119655254|XP_037916980.1|HILL
OG0002449	LOC108112599|XP_017078142.1|DEUG	LOC119655516|XP_037917352.1|HILL
OG0002450	LOC108116360|XP_017083673.1|DEUG	LOC119651379|XP_037910880.1|HILL
OG0002451	LOC108104495|XP_017066098.1|DEUG	LOC119654699|XP_037916141.1|HILL
OG0002452	LOC108113352|XP_017079404.1|DEUG	LOC119656072|XP_037918280.1|HILL
OG0002453	LOC108112673|XP_017078305.1|DEUG	LOC119654909|XP_037916465.1|HILL
OG0002454	LOC108104714|XP_017066422.1|DEUG	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL
OG0002455	LOC108104712|XP_017066421.1|DEUG	LOC119648741|XP_037906486.1|HILL
OG0002456	LOC108113076|XP_017079008.1|DEUG	LOC119655658|XP_037917570.1|HILL
OG0002457	LOC108112817|XP_017078604.1|DEUG	LOC119646410|XP_037902782.1|HILL
OG0002458	LOC108113406|XP_017079450.1|DEUG	LOC119647523|XP_037904421.1|HILL
OG0002459	LOC108114897|XP_017081555.1|DEUG	LOC119655273|XP_037917013.1|HILL
OG0002460	LOC108107468|XP_017070504.1|DEUG	LOC119654957|XP_037916543.1|HILL
OG0002461	LOC108112472|XP_017077818.1|DEUG	LOC119655739|XP_037917720.1|HILL
OG0002462	LOC108111959|XP_017077142.1|DEUG	LOC119653574|XP_037914235.1|HILL
OG0002463	LOC108107261|XP_017070180.1|DEUG	LOC119653475|XP_037914021.1|HILL
OG0002464	LOC108113051|XP_017078970.1|DEUG	LOC119654425|XP_037915744.1|HILL
OG0002465	LOC108110364|XP_017074904.1|DEUG	LOC119655627|XP_037917525.1|HILL
OG0002466	LOC108102312|XP_017062564.1|DEUG	LOC119660981|XP_037925992.1|HILL
OG0002467	LOC108107597|XP_017070649.1|DEUG	LOC119649915|XP_037908245.1|HILL
OG0002468	LOC108113843|XP_017080042.1|DEUG	LOC119647951|XP_037905266.1|HILL
OG0002469	LOC108115899|XP_017083024.1|DEUG, LOC108117358|XP_017085267.1|DEUG	LOC119658964|XP_037922766.1|HILL
OG0002470	LOC108104562|XP_017066194.1|DEUG	LOC119655032|XP_037916637.1|HILL
OG0002471	LOC108104502|XP_017066108.1|DEUG	LOC119654376|XP_037915661.1|HILL, LOC119661413|XP_037926676.1|HILL
OG0002472	LOC108106371|XP_017068845.1|DEUG	LOC119654274|XP_037915474.1|HILL
OG0002473	LOC108106768|XP_017069496.1|DEUG	LOC119653549|XP_037914165.1|HILL
OG0002474	LOC108118205|XP_017086255.1|DEUG	LOC119649201|XP_037907174.1|HILL
OG0002475	LOC108111355|XP_017076277.1|DEUG	LOC119654429|XP_037915751.1|HILL
OG0002476	LOC108112894|XP_017078739.1|DEUG	LOC119656275|XP_037918628.1|HILL
OG0002477	LOC108109291|XP_017073274.1|DEUG	LOC119654629|XP_037916028.1|HILL
OG0002478	LOC108112001|XP_017077226.1|DEUG	LOC119653653|XP_037914401.1|HILL
OG0002479	LOC108106455|XP_017069010.1|DEUG	LOC119653693|XP_037914491.1|HILL
OG0002480	LOC108105315|XP_017067296.1|DEUG	LOC119656249|XP_037918591.1|HILL
OG0002481	LOC108104393|XP_017065922.1|DEUG	LOC119654359|XP_037915631.1|HILL
OG0002482	LOC108106325|XP_017068785.1|DEUG	LOC119654812|XP_037916296.1|HILL
OG0002483	LOC108107440|XP_017070469.1|DEUG	LOC119654265|XP_037915460.1|HILL
OG0002484	LOC108112681|XP_017078361.1|DEUG	LOC119656027|XP_037918219.1|HILL
OG0002485	LOC108104510|XP_017066116.1|DEUG	LOC119655679|XP_037917607.1|HILL
OG0002486	LOC108114336|XP_017080751.1|DEUG	LOC119648139|XP_037905613.1|HILL
OG0002487	LOC108118104|XP_017086144.1|DEUG	LOC119653874|XP_037914910.1|HILL
OG0002488	LOC108113240|XP_017079273.1|DEUG	LOC119660954|XP_037925920.1|HILL
OG0002489	LOC108108552|XP_017072122.1|DEUG	LOC119660887|XP_037925736.1|HILL
OG0002490	LOC108109174|XP_017073088.1|DEUG	LOC119654280|XP_037915491.1|HILL
OG0002491	LOC108108753|XP_017072400.1|DEUG	LOC119647915|XP_037905165.1|HILL
OG0002492	LOC108112664|XP_017078287.1|DEUG	LOC119654307|XP_037915554.1|HILL
OG0002493	LOC108104474|XP_017066043.1|DEUG	LOC119655465|XP_037917293.1|HILL
OG0002494	LOC108110217|XP_017074692.1|DEUG	LOC119659460|XP_037923474.1|HILL, LOC119660367|XP_037924804.1|HILL
OG0002495	LOC108106652|XP_017069357.1|DEUG	LOC119654722|XP_037916172.1|HILL
OG0002496	LOC108113632|XP_017079789.1|DEUG	LOC119649826|XP_037908093.1|HILL, LOC119649761|XP_037907983.1|HILL
OG0002497	LOC108114257|XP_017080643.1|DEUG	LOC119655269|XP_037917012.1|HILL, LOC119658933|XP_037922695.1|HILL, LOC119649531|XP_037907646.1|HILL, LOC119650156|XP_037908629.1|HILL
OG0002498	LOC108114743|XP_017081349.1|DEUG	LOC119647689|XP_037904700.1|HILL, LOC119649036|XP_037906923.1|HILL
OG0002499	LOC108104623|XP_017066285.1|DEUG	LOC119648384|XP_037906048.1|HILL, LOC119649210|XP_037907195.1|HILL, LOC119648699|XP_037906435.1|HILL, LOC119649326|XP_037907355.1|HILL, LOC119649447|XP_037907526.1|HILL, LOC119648383|XP_037906047.1|HILL
