Orthogroup	DEUG.longest_only	AAEG.longest_only
OG0001964	LOC108102748|XP_017063388.1|DEUG	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG
OG0001966	LOC108107557|XP_017070637.1|DEUG	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG
OG0001967	LOC108109271|XP_017073249.1|DEUG	LOC5578856|XP_021699344.1|AAEG
OG0001968	LOC108114737|XP_017081338.1|DEUG	LOC5578863|XP_001664072.2|AAEG
OG0001969	LOC108112766|XP_017078515.1|DEUG	LOC5572859|XP_021699398.1|AAEG
OG0001970	LOC108113135|XP_017079131.1|DEUG	LOC5575914|XP_001655906.1|AAEG
OG0001971	LOC108109085|XP_017072940.1|DEUG	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG
OG0001972	LOC108113481|XP_017079553.1|DEUG	LOC5570728|XP_001659320.1|AAEG
OG0001973	LOC108109230|XP_017073192.1|DEUG	LOC23687899|XP_021699564.1|AAEG
OG0001974	LOC108104493|XP_017066096.1|DEUG	LOC5569574|XP_001658635.1|AAEG
OG0001975	LOC108103595|XP_017064612.1|DEUG	LOC110676393|XP_021699804.1|AAEG
OG0001976	LOC108106583|XP_017069253.1|DEUG	LOC5574834|XP_001661657.1|AAEG
OG0001977	LOC108106926|XP_017069674.1|DEUG	LOC5575445|XP_021700364.1|AAEG
OG0001978	LOC108105710|XP_017067913.1|DEUG	LOC5578159|XP_001663732.1|AAEG
OG0001979	LOC108107008|XP_017069841.1|DEUG	LOC5580329|XP_001663282.1|AAEG
OG0001980	LOC108104184|XP_017065610.1|DEUG	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG
OG0001982	LOC108109345|XP_017073292.1|DEUG	LOC5570903|XP_001653381.1|AAEG
OG0001984	LOC108113450|XP_017079513.1|DEUG	LOC5572638|XP_001654135.1|AAEG
OG0001985	LOC108110736|XP_017075429.1|DEUG	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG
OG0001986	LOC108106909|XP_017069649.1|DEUG	LOC5564309|XP_001648656.2|AAEG
OG0001987	LOC108118519|XP_017086753.1|DEUG	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG
OG0001988	LOC108112529|XP_017077944.1|DEUG	LOC5574483|XP_021701245.1|AAEG
OG0001989	LOC108110431|XP_017074986.1|DEUG	LOC5574486|XP_001655150.2|AAEG
OG0001990	LOC108111139|XP_017075994.1|DEUG	LOC5574491|XP_021695288.1|AAEG
OG0001991	LOC108118109|XP_017086147.1|DEUG	LOC5568825|XP_021701340.1|AAEG
OG0001992	LOC108104115|XP_017065504.1|DEUG	LOC5564970|XP_021701369.1|AAEG
OG0001993	LOC108106990|XP_017069817.1|DEUG	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG
OG0001994	LOC108117171|XP_017084941.1|DEUG	LOC5578318|XP_021701535.1|AAEG
OG0001995	LOC108106996|XP_017069824.1|DEUG	LOC5579212|XP_001664294.2|AAEG
OG0001996	LOC108102650|XP_017063274.1|DEUG	LOC5575210|XP_021701890.1|AAEG
OG0001997	LOC108107292|XP_017070238.1|DEUG	LOC5578032|XP_001663654.1|AAEG
OG0001998	LOC108107288|XP_017070231.1|DEUG	LOC5569849|XP_021701970.1|AAEG
OG0001999	LOC108104799|XP_017066559.1|DEUG	LOC5565997|XP_021702090.1|AAEG
OG0002000	LOC108106196|XP_017068612.1|DEUG	LOC110676888|XP_021702136.1|AAEG
OG0002001	LOC108105675|XP_017067866.1|DEUG	LOC5570817|XP_021702205.1|AAEG
OG0002002	LOC108106667|XP_017069386.1|DEUG	LOC5577613|XP_001656607.2|AAEG
OG0002003	LOC108110700|XP_017075330.1|DEUG	LOC5577626|XP_021702248.1|AAEG
OG0002004	LOC108103079|XP_017063918.1|DEUG	LOC5575148|XP_001655525.2|AAEG
OG0002005	LOC108102463|XP_017062999.1|DEUG	LOC5572463|XP_021702484.1|AAEG
OG0002006	LOC108106969|XP_017069760.1|DEUG	LOC5565314|XP_021702525.1|AAEG
OG0002007	LOC108106168|XP_017068573.1|DEUG	LOC5568618|XP_001652452.1|AAEG
OG0002008	LOC108102371|XP_017062779.1|DEUG	LOC5577545|XP_021702797.1|AAEG
OG0002009	LOC108112245|XP_017077556.1|DEUG	LOC5564025|XP_001648348.3|AAEG
OG0002010	LOC108110978|XP_017075775.1|DEUG	LOC5577897|XP_001656695.1|AAEG
OG0002011	LOC108114881|XP_017081528.1|DEUG	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	LOC108102548|XP_017063098.1|DEUG	LOC5575841|XP_021702942.1|AAEG
OG0002013	LOC108106843|XP_017069568.1|DEUG	LOC5568759|XP_021702968.1|AAEG
OG0002014	LOC108109217|XP_017073170.1|DEUG	LOC5568940|XP_021703175.1|AAEG
OG0002015	LOC108106864|XP_017069597.1|DEUG	LOC5573896|XP_001654930.1|AAEG
OG0002016	LOC108104518|XP_017066136.1|DEUG	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	LOC108111047|XP_017075865.1|DEUG	LOC5572370|XP_021703595.1|AAEG
OG0002018	LOC108106989|XP_017069815.1|DEUG	LOC5564935|XP_001649274.2|AAEG
OG0002019	LOC108104122|XP_017065513.1|DEUG	LOC5565904|XP_021703806.1|AAEG
OG0002020	LOC108106935|XP_017069689.1|DEUG	LOC5569705|XP_001658696.2|AAEG
OG0002021	LOC108109121|XP_017073005.1|DEUG	LOC5569712|XP_021703870.1|AAEG
OG0002022	LOC108115506|XP_017082487.1|DEUG	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	LOC108116962|XP_017084607.1|DEUG	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	LOC108111137|XP_017075992.1|DEUG	LOC5569515|XP_021704011.1|AAEG
OG0002025	LOC108112173|XP_017077465.1|DEUG	LOC110677254|XP_021704066.1|AAEG
OG0002026	LOC108108713|XP_017072335.1|DEUG	LOC5568423|XP_021710375.1|AAEG
OG0002027	LOC108112504|XP_017077872.1|DEUG	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	LOC108107326|XP_017070300.1|DEUG	LOC5564319|XP_001648667.1|AAEG
OG0002029	LOC108107635|XP_017070709.1|DEUG	LOC5570130|XP_021706330.1|AAEG
OG0002030	LOC108107206|XP_017070111.1|DEUG	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	LOC108106412|XP_017068921.1|DEUG	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	LOC108110194|XP_017074644.1|DEUG	LOC5566411|XP_021707212.1|AAEG
OG0002033	LOC108117609|XP_017085622.1|DEUG	LOC5577434|XP_021710157.1|AAEG
OG0002034	LOC108118538|XP_017086777.1|DEUG	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG
OG0002035	LOC108109475|XP_017073489.1|DEUG	LOC5567371|XP_001657386.1|AAEG
OG0002036	LOC108108361|XP_017071892.1|DEUG	LOC5580311|XP_021709149.1|AAEG
OG0002037	LOC108108042|XP_017071405.1|DEUG	LOC5573964|XP_011493566.1|AAEG
OG0002038	LOC108105918|XP_017068191.1|DEUG, LOC108117307|XP_017085156.1|DEUG	LOC5579885|XP_001657864.1|AAEG
OG0002039	LOC108117443|XP_017085352.1|DEUG	LOC5579021|XP_001664201.1|AAEG
OG0002040	LOC108104322|XP_017065794.1|DEUG	LOC5567539|XP_001657534.2|AAEG
OG0002041	LOC108104542|XP_017066171.1|DEUG	LOC5574220|XP_021705038.1|AAEG
OG0002042	LOC108116210|XP_017083484.1|DEUG	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	LOC108115365|XP_017082281.1|DEUG	LOC5566845|XP_021707045.1|AAEG
OG0002044	LOC108115616|XP_017082638.1|DEUG	LOC5569098|XP_021704479.1|AAEG
OG0002045	LOC108109587|XP_017073653.1|DEUG	LOC5575783|XP_021711581.1|AAEG
OG0002046	LOC108117721|XP_017085769.1|DEUG	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG
OG0002047	LOC108103751|XP_017064848.1|DEUG	LOC5574875|XP_021705084.1|AAEG
OG0002048	LOC108111726|XP_017076768.1|DEUG	LOC5568508|XP_021706823.1|AAEG
OG0002049	LOC108116362|XP_017083675.1|DEUG	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	LOC108116378|XP_017083708.1|DEUG	LOC5567603|XP_001657581.2|AAEG
OG0002051	LOC108106682|XP_017069402.1|DEUG	LOC5572308|XP_001654008.2|AAEG
OG0002052	LOC108114669|XP_017081237.1|DEUG	LOC5578479|XP_001657002.1|AAEG
OG0002053	LOC108109541|XP_017073599.1|DEUG	LOC5567154|XP_021710816.1|AAEG
OG0002054	LOC108115324|XP_017082221.1|DEUG	LOC5573603|XP_001654737.1|AAEG
OG0002055	LOC108111792|XP_017076870.1|DEUG	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	LOC108107821|XP_017071057.1|DEUG	LOC5577348|XP_001656424.1|AAEG
OG0002057	LOC108111178|XP_017076047.1|DEUG	LOC5577352|XP_001656428.1|AAEG
OG0002058	LOC108104649|XP_017066319.1|DEUG	LOC5577353|XP_001656429.1|AAEG
OG0002059	LOC108113749|XP_017079932.1|DEUG	LOC5577389|XP_021704715.1|AAEG
OG0002060	LOC108106699|XP_017069421.1|DEUG	LOC5577358|XP_021705543.1|AAEG
OG0002061	LOC108107439|XP_017070468.1|DEUG	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002062	LOC108117693|XP_017085711.1|DEUG	LOC5574435|XP_001661442.2|AAEG
OG0002063	LOC108109724|XP_017073858.1|DEUG	LOC5574436|XP_001661450.1|AAEG
OG0002064	LOC108108141|XP_017071557.1|DEUG	LOC5569005|XP_021710263.1|AAEG
OG0002065	LOC108107826|XP_017071065.1|DEUG	LOC5568999|XP_021710982.1|AAEG
OG0002066	LOC108116352|XP_017083656.1|DEUG	LOC5572998|XP_021708630.1|AAEG
OG0002067	LOC108107327|XP_017070302.1|DEUG	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	LOC108113089|XP_017079024.1|DEUG	LOC5572482|XP_001660430.2|AAEG
OG0002069	LOC108107025|XP_017069862.1|DEUG	LOC5568009|XP_021708297.1|AAEG
OG0002070	LOC108116524|XP_017083950.1|DEUG	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	LOC108113742|XP_017079920.1|DEUG	LOC5579855|XP_021708220.1|AAEG
OG0002072	LOC108113368|XP_017079424.1|DEUG	LOC5579835|XP_001651510.2|AAEG
OG0002073	LOC108104276|XP_017065716.1|DEUG	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	LOC108106780|XP_017069510.1|DEUG	LOC5576240|XP_001656018.1|AAEG
OG0002075	LOC108107164|XP_017070065.1|DEUG	LOC5574555|XP_001661504.1|AAEG
OG0002076	LOC108112911|XP_017078771.1|DEUG	LOC5568197|XP_021710717.1|AAEG
OG0002077	LOC108102794|XP_017063451.1|DEUG	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	LOC108106249|XP_017068704.1|DEUG	LOC5563914|XP_001648220.1|AAEG
OG0002079	LOC108114332|XP_017080745.1|DEUG	LOC5575305|XP_021704437.1|AAEG
OG0002080	LOC108113176|XP_017079182.1|DEUG	LOC5571113|XP_001659554.2|AAEG
OG0002081	LOC108107495|XP_017070532.1|DEUG	LOC5573774|XP_001654766.1|AAEG
OG0002082	LOC108112714|XP_017078429.1|DEUG	LOC5565492|XP_021709770.1|AAEG
OG0002083	LOC108103296|XP_017064204.1|DEUG	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	LOC108112671|XP_017078299.1|DEUG	LOC5569429|XP_021708673.1|AAEG
OG0002085	LOC108112964|XP_017078853.1|DEUG	LOC5564333|XP_021708440.1|AAEG
OG0002086	LOC108113323|XP_017079366.1|DEUG	LOC5568708|XP_001652532.1|AAEG
OG0002087	LOC108107558|XP_017070600.1|DEUG	LOC5567364|XP_021707763.1|AAEG
OG0002088	LOC108114396|XP_017080858.1|DEUG	LOC5576762|XP_021704245.1|AAEG
OG0002089	LOC108103916|XP_017065152.1|DEUG, LOC108104511|XP_017066120.1|DEUG	LOC5567176|XP_021711063.1|AAEG
OG0002090	LOC108114570|XP_017081110.1|DEUG	LOC5571906|XP_001659999.1|AAEG
OG0002091	LOC108107234|XP_017070141.1|DEUG	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	LOC108114255|XP_017080640.1|DEUG	LOC5578091|XP_021708505.1|AAEG
OG0002093	LOC108112009|XP_017077236.1|DEUG	LOC5566861|XP_021704283.1|AAEG
OG0002094	LOC108107232|XP_017070139.1|DEUG	LOC110678270|XP_021706584.1|AAEG
OG0002095	LOC108105108|XP_017067031.1|DEUG	LOC5568456|XP_021706643.1|AAEG
OG0002096	LOC108106469|XP_017069028.1|DEUG	LOC5573267|XP_021706586.1|AAEG
OG0002097	LOC108104812|XP_017066585.1|DEUG	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002098	LOC108108800|XP_017072470.1|DEUG	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG
OG0002099	LOC108109528|XP_017073581.1|DEUG	LOC5563694|XP_021709597.1|AAEG
OG0002100	LOC108118242|XP_017086319.1|DEUG	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	LOC108113412|XP_017079458.1|DEUG	LOC5564119|XP_021711134.1|AAEG
OG0002102	LOC108109088|XP_017072946.1|DEUG	LOC5573221|XP_001654423.1|AAEG
OG0002103	LOC108109548|XP_017073607.1|DEUG	LOC110681058|XP_021712515.1|AAEG
OG0002117	LOC108109279|XP_017073260.1|DEUG	LOC5566213|XP_001650619.1|AAEG
OG0002118	LOC108117448|XP_017085354.1|DEUG	LOC5574523|XP_021694485.1|AAEG
OG0002119	LOC108113728|XP_017079903.1|DEUG	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG
OG0002120	LOC108102378|XP_017062791.1|DEUG	LOC5574324|XP_021694589.1|AAEG
OG0002121	LOC108116026|XP_017083202.1|DEUG	LOC5574653|XP_001661569.2|AAEG
OG0002123	LOC108107033|XP_017069879.1|DEUG	LOC5564728|XP_021694777.1|AAEG
OG0002124	LOC108110002|XP_017074328.1|DEUG	LOC110674789|XP_021694816.1|AAEG
OG0002125	LOC108106383|XP_017068872.1|DEUG	LOC5569483|XP_001658568.1|AAEG
OG0002126	LOC108113940|XP_017080137.1|DEUG, LOC108117991|XP_017086023.1|DEUG	LOC5571983|XP_021711962.1|AAEG
OG0002127	LOC108105381|XP_017067411.1|DEUG	LOC5576059|XP_021712546.1|AAEG
OG0002128	LOC108109934|XP_017074225.1|DEUG	LOC5573411|XP_021712952.1|AAEG
OG0002129	LOC108117176|XP_017084949.1|DEUG	LOC5580025|XP_021713390.1|AAEG
OG0002130	LOC108102459|XP_017062956.1|DEUG	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG
OG0002131	LOC108105267|XP_017067236.1|DEUG	LOC110674739|XP_021694575.1|AAEG
OG0002132	LOC108110968|XP_017075758.1|DEUG	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG
OG0002133	LOC108103859|XP_017065055.1|DEUG	LOC5578622|XP_001657043.1|AAEG
OG0002134	LOC108105364|XP_017067379.1|DEUG	LOC5565115|XP_021694229.1|AAEG
OG0002135	LOC108103448|XP_017064418.1|DEUG	LOC5576370|XP_021695425.1|AAEG
OG0002136	LOC108111424|XP_017076372.1|DEUG	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG
OG0002137	LOC108116599|XP_017084042.1|DEUG	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG
OG0002138	LOC108117624|XP_017085643.1|DEUG	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG
OG0002139	LOC108110403|XP_017074958.1|DEUG	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG
OG0002140	LOC108103158|XP_017064028.1|DEUG	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG
OG0002141	LOC108108645|XP_017072240.1|DEUG	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG
OG0002142	LOC108115018|XP_017081749.1|DEUG	LOC5577016|XP_001656303.1|AAEG
OG0002143	LOC108102643|XP_017063254.1|DEUG	LOC5580031|XP_001653915.2|AAEG
OG0002144	LOC108102358|XP_017062743.1|DEUG, LOC108102307|XP_017062556.1|DEUG	LOC5570082|XP_021698481.1|AAEG
OG0002145	LOC108117286|XP_017085129.1|DEUG	LOC5570416|XP_001659123.1|AAEG
OG0002146	LOC108104166|XP_017065558.1|DEUG, LOC108114993|XP_017081716.1|DEUG	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG
OG0002147	LOC108110130|XP_017074525.1|DEUG	LOC5576462|XP_021700291.1|AAEG
OG0002148	LOC108108210|XP_017071660.1|DEUG	LOC5576488|XP_001662681.2|AAEG
OG0002149	LOC108102369|XP_017062776.1|DEUG	LOC5570710|XP_021700856.1|AAEG
OG0002150	LOC108110054|XP_017074418.1|DEUG	LOC5570704|XP_021700978.1|AAEG
OG0002151	LOC108110512|XP_017075081.1|DEUG	LOC5570703|XP_001659296.2|AAEG
OG0002152	LOC108116875|XP_017084457.1|DEUG	LOC5567724|XP_021702264.1|AAEG
OG0002153	LOC108115946|XP_017083071.1|DEUG	LOC5567044|XP_021702532.1|AAEG
OG0002154	LOC108102458|XP_017062955.1|DEUG	LOC5576299|XP_021702619.1|AAEG
OG0002155	LOC108113490|XP_017079565.1|DEUG	LOC5576875|XP_001662973.2|AAEG
OG0002156	LOC108116780|XP_017084305.1|DEUG	LOC5571483|XP_021704276.1|AAEG
OG0002157	LOC108116869|XP_017084436.1|DEUG	LOC5572105|XP_021704743.1|AAEG
OG0002158	LOC108113091|XP_017079025.1|DEUG	LOC5575865|XP_021704847.1|AAEG
OG0002159	LOC108109115|XP_017072997.1|DEUG	LOC5579199|XP_021705121.1|AAEG
OG0002160	LOC108110669|XP_017075279.1|DEUG, LOC108115066|XP_017081804.1|DEUG	LOC5577891|XP_001663597.2|AAEG
OG0002161	LOC108117250|XP_017085088.1|DEUG	LOC5578146|XP_001663717.1|AAEG
OG0002162	LOC108111994|XP_017077395.1|DEUG	LOC5578143|XP_001663713.2|AAEG
OG0002163	LOC108103362|XP_017064296.1|DEUG	LOC5565033|XP_001649405.1|AAEG
OG0002164	LOC108113645|XP_017079803.1|DEUG	LOC5565255|XP_001649617.2|AAEG
OG0002165	LOC108118453|XP_017086660.1|DEUG, LOC108109127|XP_017073015.1|DEUG	LOC5576560|XP_001662743.2|AAEG
OG0002166	LOC108108460|XP_017072006.1|DEUG	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG
OG0002167	LOC108112053|XP_017077296.1|DEUG	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG
OG0002168	LOC108107401|XP_017070410.1|DEUG	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG
OG0002169	LOC108114710|XP_017081298.1|DEUG	LOC5568544|XP_021707598.1|AAEG
OG0002170	LOC108108703|XP_017072301.1|DEUG	LOC5572782|XP_001654181.2|AAEG
OG0002171	LOC108116598|XP_017084040.1|DEUG	LOC5579419|XP_021708592.1|AAEG
OG0002172	LOC108115638|XP_017082680.1|DEUG	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG
OG0002173	LOC108110505|XP_017075073.1|DEUG	LOC5568277|XP_001657974.1|AAEG
OG0002174	LOC108111636|XP_017076655.1|DEUG, LOC108111642|XP_017076662.1|DEUG	LOC110679174|XP_021708963.1|AAEG
OG0002175	LOC108111643|XP_017076663.1|DEUG	LOC5566081|XP_021708971.1|AAEG
OG0002176	LOC108117119|XP_017084839.1|DEUG	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG
OG0002177	LOC108111530|XP_017076539.1|DEUG	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG
OG0002178	LOC108115806|XP_017082884.1|DEUG	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG
OG0002179	LOC108113790|XP_017079987.1|DEUG	LOC5569456|XP_021710812.1|AAEG
OG0002180	LOC108111335|XP_017076245.1|DEUG	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG
OG0002181	LOC108103139|XP_017064000.1|DEUG	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG
OG0002182	LOC108115148|XP_017081941.1|DEUG	LOC5577702|XP_021711690.1|AAEG
OG0002183	LOC108112034|XP_017077270.1|DEUG	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG
OG0002184	LOC108111682|XP_017076711.1|DEUG	LOC23687633|XP_011493096.1|AAEG
OG0002185	LOC108105622|XP_017067793.1|DEUG	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG
OG0002186	LOC108113405|XP_017079447.1|DEUG	LOC5567783|XP_001657684.2|AAEG
OG0002187	LOC108115626|XP_017082666.1|DEUG	LOC5571783|XP_001659922.2|AAEG
OG0002188	LOC108107435|XP_017070460.1|DEUG	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG
OG0002189	LOC108113826|XP_017080024.1|DEUG	LOC5578994|XP_001664173.2|AAEG
OG0002190	LOC108116678|XP_017084167.1|DEUG	LOC5573374|XP_021712991.1|AAEG
OG0002191	LOC108114199|XP_017080506.1|DEUG	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG
OG0002192	LOC108108657|XP_017072250.1|DEUG	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG
OG0002193	LOC108117515|XP_017085500.1|DEUG	LOC5572572|XP_021713041.1|AAEG
OG0002194	LOC108115796|XP_017082865.1|DEUG	LOC5580291|XP_001662917.2|AAEG
OG0002195	LOC108116690|XP_017084193.1|DEUG	LOC5572335|XP_001654025.2|AAEG
OG0002196	LOC108116282|XP_017083558.1|DEUG, LOC108109727|XP_017073906.1|DEUG	LOC5567840|XP_001657749.1|AAEG
OG0002197	LOC108104627|XP_017066291.1|DEUG	LOC5569227|XP_021713253.1|AAEG
OG0002198	LOC108115056|XP_017081791.1|DEUG	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG
OG0002199	LOC108109516|XP_017073556.1|DEUG	LOC5576838|XP_001662954.2|AAEG
OG0002200	LOC108105104|XP_017067028.1|DEUG	LOC5580084|XP_001654840.2|AAEG
OG0002202	LOC108110707|XP_017075342.1|DEUG, LOC108116893|XP_017084488.1|DEUG	LOC5576722|XP_021693362.1|AAEG
OG0002203	LOC108111635|XP_017076654.1|DEUG, LOC108111675|XP_017076701.1|DEUG	LOC23687451|XP_021693393.1|AAEG
OG0002204	LOC108113729|XP_017079904.1|DEUG	LOC5568910|XP_001658235.3|AAEG
OG0002205	LOC108116835|XP_017084376.1|DEUG	LOC5568906|XP_001658227.1|AAEG
OG0002206	LOC108115700|XP_017082759.1|DEUG	LOC5575607|XP_001662097.2|AAEG
OG0002207	LOC108116056|XP_017083246.1|DEUG	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG
OG0002208	LOC108116109|XP_017083320.1|DEUG	LOC5577397|XP_001656471.2|AAEG
OG0002209	LOC108109750|XP_017073907.1|DEUG	LOC5573438|XP_001660875.1|AAEG
OG0002210	LOC108115386|XP_017082310.1|DEUG	LOC5573431|XP_021693614.1|AAEG
OG0002211	LOC108116953|XP_017084596.1|DEUG	LOC23687928|XP_021693634.1|AAEG
OG0002212	LOC108117121|XP_017084841.1|DEUG	LOC5576199|XP_001662538.1|AAEG
OG0002213	LOC108116146|XP_017083371.1|DEUG	LOC110674166|XP_021693781.1|AAEG
OG0002214	LOC108109432|XP_017073421.1|DEUG	LOC5569692|XP_021693813.1|AAEG
OG0002215	LOC108109209|XP_017073143.1|DEUG	LOC5577633|XP_021693875.1|AAEG
OG0002216	LOC108116071|XP_017083275.1|DEUG	LOC5565144|XP_001649509.2|AAEG
OG0002217	LOC108105241|XP_017067205.1|DEUG	LOC5577581|XP_021694029.1|AAEG
OG0002218	LOC108110066|XP_017074436.1|DEUG	LOC5576138|XP_001662485.2|AAEG
OG0002219	LOC108116976|XP_017084625.1|DEUG	LOC5575228|XP_021694130.1|AAEG
OG0002220	LOC108116798|XP_017084334.1|DEUG	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG
OG0002221	LOC108114624|XP_017081180.1|DEUG	LOC5566135|XP_021699107.1|AAEG
OG0002222	LOC108107367|XP_017070360.1|DEUG	LOC5566138|XP_001650497.2|AAEG
OG0002223	LOC108112636|XP_017078234.1|DEUG	LOC110680342|XP_021711853.1|AAEG
OG0002224	LOC108112564|XP_017078001.1|DEUG	LOC5566116|XP_021695406.1|AAEG
OG0002225	LOC108104917|XP_017066754.1|DEUG	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG
OG0002226	LOC108106403|XP_017068903.1|DEUG	LOC5578206|XP_001656850.1|AAEG
OG0002227	LOC108106474|XP_017069039.1|DEUG	LOC5571223|XP_021695800.1|AAEG
OG0002228	LOC108105408|XP_017067444.1|DEUG	LOC5571289|XP_021695851.1|AAEG
OG0002229	LOC108107358|XP_017070348.1|DEUG	LOC5571291|XP_001653593.1|AAEG
OG0002230	LOC108112543|XP_017077968.1|DEUG	LOC5571286|XP_021695868.1|AAEG
OG0002231	LOC108113113|XP_017079099.1|DEUG	LOC5571266|XP_021695918.1|AAEG
OG0002232	LOC108109160|XP_017073072.1|DEUG	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG
OG0002233	LOC108108208|XP_017071658.1|DEUG	LOC5569904|XP_001658802.1|AAEG
