Orthogroup	DEUG.longest_only	DVIR.longest_only
OG0000538	LOC108113053|XP_017078972.1|DEUG	LOC6627243|XP_032293171.1|DVIR
OG0000538	LOC108104551|XP_017066181.1|DEUG	LOC6626442|XP_002048910.1|DVIR
OG0000539	LOC108113537|XP_017079621.1|DEUG	LOC6630431|XP_002053472.1|DVIR
OG0000539	LOC108113649|XP_017079809.1|DEUG	LOC6630432|XP_002053473.1|DVIR
OG0000540	LOC108115424|XP_017082349.1|DEUG	LOC6628813|XP_002052063.2|DVIR
OG0000541	LOC108112337|XP_017077655.1|DEUG, LOC108113269|XP_017079306.1|DEUG, LOC108113268|XP_017079305.1|DEUG, LOC108113270|XP_017079307.1|DEUG	LOC116651104|XP_032292843.1|DVIR, LOC6625444|XP_002050994.1|DVIR
OG0000542	LOC108113718|XP_017079888.1|DEUG	LOC6629822|XP_002053190.2|DVIR
OG0000542	LOC108102311|XP_017062563.1|DEUG	LOC6636224|XP_002059704.1|DVIR
OG0000543	LOC108108840|XP_017072537.1|DEUG	LOC116650893|XP_032291762.1|DVIR
OG0000543	LOC108108882|XP_017072589.1|DEUG	LOC6625811|XP_032292234.1|DVIR
OG0000544	LOC108114631|XP_017081186.1|DEUG	LOC6623918|XP_002046849.1|DVIR
OG0000544	LOC108115167|XP_017081974.1|DEUG	LOC6629813|XP_015027787.2|DVIR
OG0000545	LOC108117292|XP_017085137.1|DEUG	LOC6630498|XP_002054392.2|DVIR
OG0000545	LOC108117263|XP_017085105.1|DEUG	LOC6630500|XP_032295041.1|DVIR
OG0000546	LOC108116177|XP_017083407.1|DEUG	LOC6630668|XP_002054626.1|DVIR
OG0000546	LOC108102901|XP_017063608.1|DEUG	LOC6631674|XP_002055000.2|DVIR
OG0000547	LOC108111045|XP_017075862.1|DEUG	LOC6632744|XP_002056459.1|DVIR
OG0000548	LOC108114171|XP_017080455.1|DEUG	LOC6623890|XP_002048282.1|DVIR
OG0000548	LOC108114172|XP_017080456.1|DEUG	LOC6623834|XP_002048281.1|DVIR
OG0000549	LOC108109191|XP_017073115.1|DEUG	LOC6625577|XP_032292703.1|DVIR
OG0000550	LOC108105269|XP_017067238.1|DEUG	LOC6628699|XP_002052564.2|DVIR
OG0000550	LOC108104657|XP_017066328.1|DEUG	LOC6627337|XP_015028733.1|DVIR
OG0000551	LOC108112494|XP_017077851.1|DEUG	LOC6626650|XP_032292310.1|DVIR
OG0000552	LOC108111351|XP_017076272.1|DEUG	LOC26530496|XP_015026246.1|DVIR, LOC6633175|XP_002056157.2|DVIR
OG0000552	LOC108111451|XP_017076411.1|DEUG	LOC6633174|XP_002056156.3|DVIR
OG0000553	LOC108110939|XP_017075722.1|DEUG	LOC6628600|XP_002051215.1|DVIR, LOC6628598|XP_002051213.1|DVIR
OG0000554	LOC108116704|XP_017084210.1|DEUG	LOC6630179|XP_002053848.1|DVIR
OG0000554	LOC108116705|XP_017084211.1|DEUG	LOC6635181|XP_015024948.1|DVIR
OG0000555	LOC108104636|XP_017066299.1|DEUG	LOC6622820|XP_002046479.1|DVIR
OG0000555	LOC108107775|XP_017070959.1|DEUG	LOC6636572|XP_002060075.1|DVIR
OG0000556	LOC108105371|XP_017067396.1|DEUG	LOC6632107|XP_002055630.1|DVIR
OG0000556	LOC108116500|XP_017083922.1|DEUG	LOC116650351|XP_032289692.1|DVIR, LOC6632769|XP_002056374.1|DVIR
OG0000557	LOC108111741|XP_017076783.1|DEUG	LOC6632354|XP_002056716.1|DVIR
OG0000557	LOC108111736|XP_017076779.1|DEUG	LOC6632351|XP_002056713.1|DVIR
OG0000558	LOC108116321|XP_017083617.1|DEUG	LOC6630981|XP_032293824.1|DVIR
OG0000558	LOC108104947|XP_017066800.1|DEUG	LOC6634655|XP_002058108.1|DVIR
OG0000559	LOC108112189|XP_017077528.1|DEUG	LOC6629320|XP_015027363.2|DVIR
OG0000559	LOC108118186|XP_017086234.1|DEUG	LOC6623453|XP_002048228.1|DVIR
OG0000560	LOC108113247|XP_017079283.1|DEUG	LOC6626207|XP_002049793.1|DVIR
OG0000560	LOC108113246|XP_017079281.1|DEUG	LOC6626206|XP_002049792.2|DVIR
OG0000561	LOC108108172|XP_017071603.1|DEUG	LOC6624584|XP_032290574.1|DVIR
OG0000561	LOC108107573|XP_017070622.1|DEUG	LOC6624695|XP_002047138.1|DVIR
OG0000562	LOC108114401|XP_017080863.1|DEUG	LOC6623156|XP_002048554.2|DVIR
OG0000562	LOC108114579|XP_017081122.1|DEUG	LOC6623351|XP_032289947.1|DVIR
OG0000563	LOC108113936|XP_017080132.1|DEUG	LOC6622670|XP_002048450.3|DVIR
OG0000564	LOC108114025|XP_017080262.1|DEUG	LOC6624240|XP_002047163.1|DVIR
OG0000564	LOC108113996|XP_017080229.1|DEUG	LOC6624554|XP_002047164.1|DVIR
OG0000566	LOC108117297|XP_017085145.1|DEUG	LOC6632256|XP_032288773.1|DVIR
OG0000566	LOC108108062|XP_017071427.1|DEUG	LOC6623669|XP_002047352.1|DVIR
OG0000567	LOC108103197|XP_017064074.1|DEUG	LOC6636176|XP_002059562.1|DVIR
OG0000567	LOC108103213|XP_017064097.1|DEUG	LOC6636174|XP_002059560.1|DVIR
OG0000568	LOC108104311|XP_017065784.1|DEUG	LOC6631928|XP_002055476.1|DVIR
OG0000568	LOC108115030|XP_017081764.1|DEUG	LOC6631030|XP_002054121.1|DVIR, LOC116651837|XP_032294829.1|DVIR
OG0000569	LOC108110369|XP_017074911.1|DEUG	LOC6630046|XP_002054565.1|DVIR
OG0000569	LOC108117015|XP_017084672.1|DEUG	LOC6635240|XP_002058768.2|DVIR
OG0000570	LOC108116717|XP_017084227.1|DEUG	LOC6630032|XP_002054023.1|DVIR
OG0000570	LOC108116695|XP_017084198.1|DEUG	LOC6630033|XP_002054024.1|DVIR
OG0000571	LOC108116057|XP_017083247.1|DEUG	LOC6631151|XP_032294888.1|DVIR
OG0000571	LOC108115998|XP_017083159.1|DEUG	LOC6631153|XP_032294980.1|DVIR
OG0000572	LOC108116814|XP_017084352.1|DEUG	LOC6632601|XP_002056213.1|DVIR
OG0000572	LOC108116825|XP_017084364.1|DEUG	LOC6632603|XP_015026062.1|DVIR
OG0000573	LOC108108099|XP_017071489.1|DEUG	LOC6636818|XP_032291501.1|DVIR
OG0000573	LOC108109145|XP_017073037.1|DEUG	LOC6635992|XP_002059310.1|DVIR
OG0000574	LOC108114187|XP_017080485.1|DEUG	LOC6622763|XP_002048466.1|DVIR, LOC116650414|XP_032289942.1|DVIR
OG0000574	LOC108117259|XP_017085099.1|DEUG	LOC6630188|XP_002053257.1|DVIR, LOC6630191|XP_002053260.1|DVIR
OG0000575	LOC108108107|XP_017071505.1|DEUG	LOC6622916|XP_002048160.1|DVIR
OG0000575	LOC108108142|XP_017071558.1|DEUG	LOC6622282|XP_032290785.1|DVIR
OG0000576	LOC108116190|XP_017083420.1|DEUG, LOC108116188|XP_017083418.1|DEUG, LOC108116187|XP_017083417.1|DEUG	LOC6632334|XP_002056402.1|DVIR
OG0000577	LOC108107058|XP_017069911.1|DEUG	LOC6628776|XP_002052767.1|DVIR
OG0000577	LOC108107018|XP_017069854.1|DEUG	LOC6635695|XP_002059268.1|DVIR
OG0000578	LOC108110704|XP_017075336.1|DEUG	LOC6628435|XP_002052043.2|DVIR
OG0000578	LOC108113167|XP_017079171.1|DEUG	LOC6627138|XP_015029764.1|DVIR
OG0000579	LOC108116830|XP_017084370.1|DEUG	LOC6629669|XP_002054763.1|DVIR
OG0000579	LOC108114503|XP_017081011.1|DEUG	LOC116650465|XP_032290021.1|DVIR, LOC6622618|XP_002048443.2|DVIR
OG0000580	LOC108116459|XP_017083877.1|DEUG	LOC6630134|XP_032292974.1|DVIR
OG0000580	LOC108116414|XP_017083787.1|DEUG	LOC6630133|XP_002053685.1|DVIR
OG0000581	LOC108110214|XP_017074681.1|DEUG	LOC6632870|XP_015026169.1|DVIR
OG0000581	LOC108102943|XP_017063702.1|DEUG	LOC6631413|XP_002055422.1|DVIR
OG0000582	LOC108116844|XP_017084432.1|DEUG, LOC108114379|XP_017080823.1|DEUG	LOC6624467|XP_002047912.1|DVIR
OG0000582	LOC108109179|XP_017073096.1|DEUG	LOC6625273|XP_015029744.1|DVIR
OG0000583	LOC108109046|XP_017072834.1|DEUG	LOC6625576|XP_002048837.2|DVIR
OG0000583	LOC108109045|XP_017072832.1|DEUG	LOC6626034|XP_002050801.1|DVIR
OG0000584	LOC108110519|XP_017075088.1|DEUG	LOC6627628|XP_002051094.1|DVIR
OG0000584	LOC108110523|XP_017075092.1|DEUG	LOC6627627|XP_002051093.1|DVIR
OG0000586	LOC108113294|XP_017079334.1|DEUG	LOC26530667|XP_015030233.1|DVIR
OG0000586	LOC108104595|XP_017066247.1|DEUG, LOC108112041|XP_017077283.1|DEUG	LOC6625149|XP_002048923.2|DVIR, LOC116651292|XP_032293337.1|DVIR, LOC6624991|XP_002048922.2|DVIR
OG0000589	LOC108116982|XP_017084637.1|DEUG	LOC6631894|XP_002055034.2|DVIR
OG0000590	LOC108115589|XP_017082591.1|DEUG	LOC6630308|XP_002053725.1|DVIR
OG0000590	LOC108110396|XP_017074945.1|DEUG	LOC6634718|XP_002058317.1|DVIR
OG0000592	LOC108113022|XP_017078939.1|DEUG	LOC6626982|XP_002048799.1|DVIR
OG0000592	LOC108106343|XP_017068812.1|DEUG	LOC6624800|XP_002050194.1|DVIR
OG0000593	LOC108115956|XP_017083082.1|DEUG	LOC6628963|XP_002051568.1|DVIR
OG0000593	LOC108104940|XP_017066791.1|DEUG	LOC6624835|XP_002049543.1|DVIR
OG0000594	LOC108116047|XP_017083234.1|DEUG	LOC6634953|XP_002058587.1|DVIR
OG0000594	LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG	LOC6632355|XP_002056717.1|DVIR
OG0000595	LOC108116957|XP_017084601.1|DEUG	LOC6630586|XP_032289864.1|DVIR
OG0000595	LOC108115988|XP_017083137.1|DEUG	LOC6630296|XP_015026982.1|DVIR
OG0000596	LOC108105413|XP_017067450.1|DEUG	LOC6635560|XP_002059034.1|DVIR
OG0000596	LOC108116276|XP_017083552.1|DEUG, LOC108110693|XP_017075316.1|DEUG	LOC6629732|XP_002053608.1|DVIR
OG0000597	LOC108104001|XP_017065280.1|DEUG	LOC6630718|XP_002054211.2|DVIR
OG0000598	LOC108116917|XP_017084545.1|DEUG	LOC116650343|XP_032289640.1|DVIR, LOC116650342|XP_032289639.1|DVIR, LOC6637006|XP_002060432.1|DVIR, LOC116650341|XP_032289638.1|DVIR, LOC6632412|XP_002056208.1|DVIR, LOC116650340|XP_032289637.1|DVIR, LOC116650344|XP_032289641.1|DVIR, LOC6637005|XP_002060433.1|DVIR
OG0000599	LOC108107664|XP_017070741.1|DEUG	LOC6623393|XP_032290822.1|DVIR
OG0000599	LOC108104715|XP_017066425.1|DEUG	LOC6623420|XP_032290825.1|DVIR
OG0000600	LOC108113328|XP_017079374.1|DEUG	LOC6626195|XP_015029588.1|DVIR
OG0000600	LOC108113283|XP_017079321.1|DEUG	LOC6626193|XP_032292616.1|DVIR
OG0000601	LOC108107110|XP_017069988.1|DEUG	LOC6627739|XP_032293387.1|DVIR
OG0000601	LOC108110865|XP_017075601.1|DEUG	LOC6629244|XP_002051268.1|DVIR
OG0000602	LOC108111242|XP_017076134.1|DEUG	LOC6634357|XP_002057698.1|DVIR
OG0000602	LOC108110493|XP_017075061.1|DEUG	LOC6634356|XP_002057697.1|DVIR
OG0000603	LOC108117040|XP_017084699.1|DEUG, LOC108110507|XP_017075076.1|DEUG, LOC108106149|XP_017068538.1|DEUG	LOC6627674|XP_015028287.1|DVIR
OG0000604	LOC108110868|XP_017075604.1|DEUG	LOC6635771|XP_002059167.1|DVIR
OG0000604	LOC108110870|XP_017075605.1|DEUG	LOC6628990|XP_002052121.1|DVIR
OG0000605	LOC108115505|XP_017082486.1|DEUG	LOC6628405|XP_002052048.1|DVIR
OG0000606	LOC108115657|XP_017082705.1|DEUG	LOC6635162|XP_002058364.2|DVIR
OG0000607	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG	LOC6630520|XP_002054019.1|DVIR
OG0000607	LOC108110244|XP_017074720.1|DEUG	LOC6631064|XP_002054908.1|DVIR
OG0000608	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG	LOC6630256|XP_002053415.1|DVIR
OG0000608	LOC108113590|XP_017079726.1|DEUG	LOC6630016|XP_032289990.1|DVIR
OG0000609	LOC108110310|XP_017074809.1|DEUG	LOC6627620|XP_032294277.1|DVIR
OG0000610	LOC108108627|XP_017072216.1|DEUG	LOC6622538|XP_002047597.2|DVIR
OG0000610	LOC108112393|XP_017077723.1|DEUG	LOC6626883|XP_002049720.1|DVIR
OG0000611	LOC108109142|XP_017073029.1|DEUG	LOC6626382|XP_002050056.2|DVIR
OG0000611	LOC108113308|XP_017079349.1|DEUG	LOC6626840|XP_002050842.1|DVIR
OG0000612	LOC108108408|XP_017071949.1|DEUG, LOC108108409|XP_017071950.1|DEUG, LOC108108410|XP_017071952.1|DEUG	LOC6622223|XP_032290290.1|DVIR
OG0000614	LOC108109678|XP_017073757.1|DEUG	LOC6632126|XP_015026494.1|DVIR
OG0000615	LOC108109938|XP_017074228.1|DEUG	LOC6635437|XP_002059073.1|DVIR
OG0000615	LOC108110053|XP_017074421.1|DEUG	LOC6630045|XP_002054564.1|DVIR
OG0000616	LOC108109997|XP_017074322.1|DEUG, LOC108110001|XP_017074327.1|DEUG	LOC6635429|XP_032295867.1|DVIR
OG0000617	LOC108115802|XP_017082876.1|DEUG	LOC6632303|XP_002055992.2|DVIR
OG0000617	LOC108111820|XP_017076917.1|DEUG	LOC6630252|XP_002053766.1|DVIR
OG0000618	LOC108109549|XP_017073608.1|DEUG	LOC6630412|XP_032295330.1|DVIR
OG0000618	LOC108108749|XP_017072394.1|DEUG	LOC6624340|XP_002047461.1|DVIR
OG0000619	LOC108111979|XP_017077181.1|DEUG	LOC6626912|XP_002050287.1|DVIR
OG0000620	LOC108105014|XP_017066902.1|DEUG	LOC6631382|XP_002055654.1|DVIR
OG0000620	LOC108117355|XP_017085222.1|DEUG	LOC6623141|XP_032290550.1|DVIR
OG0000621	LOC108117147|XP_017084894.1|DEUG	LOC6630395|XP_002054003.1|DVIR
OG0000621	LOC108105470|XP_017067558.1|DEUG	LOC6634637|XP_002058036.1|DVIR
OG0000622	LOC108114602|XP_017081151.1|DEUG	LOC6623617|XP_002047341.2|DVIR
OG0000622	LOC108108321|XP_017071838.1|DEUG	LOC6623494|XP_002046161.3|DVIR
OG0000623	LOC108102839|XP_017063521.1|DEUG	LOC6622165|XP_002047042.1|DVIR
OG0000623	LOC108102735|XP_017063372.1|DEUG	LOC6622534|XP_002046659.1|DVIR
OG0000624	LOC108113154|XP_017079152.1|DEUG	LOC6625310|XP_002048753.1|DVIR
OG0000625	LOC108107929|XP_017071244.1|DEUG	LOC6624701|XP_032291163.1|DVIR
OG0000625	LOC108107930|XP_017071248.1|DEUG	LOC6624688|XP_002047191.1|DVIR
OG0000626	LOC108104769|XP_017066494.1|DEUG	LOC6625417|XP_002049293.1|DVIR
OG0000626	LOC108109243|XP_017073209.1|DEUG	LOC6636359|XP_032292058.1|DVIR
OG0000627	LOC108108604|XP_017072192.1|DEUG	LOC6623882|XP_032290691.1|DVIR
OG0000627	LOC108110276|XP_017074751.1|DEUG	LOC6633255|XP_002056879.1|DVIR
OG0000628	LOC108110580|XP_017075165.1|DEUG	LOC6628589|XP_002051482.1|DVIR
OG0000628	LOC108110804|XP_017075523.1|DEUG	LOC6636641|XP_032289186.1|DVIR
OG0000629	LOC108116526|XP_017083953.1|DEUG	LOC6630322|XP_002053432.1|DVIR
OG0000629	LOC108115487|XP_017082461.1|DEUG	LOC6627470|XP_002052901.1|DVIR
OG0000630	LOC108107029|XP_017069866.1|DEUG	LOC6633920|XP_002057654.2|DVIR
OG0000630	LOC108107090|XP_017069956.1|DEUG	LOC6633915|XP_002057649.3|DVIR
OG0000631	LOC108104117|XP_017065506.1|DEUG	LOC26531502|XP_015028941.1|DVIR
OG0000631	LOC108105175|XP_017067115.1|DEUG	LOC6628492|XP_002051487.1|DVIR
OG0000632	LOC108102667|XP_017063296.1|DEUG	LOC6627477|XP_002052127.1|DVIR
OG0000632	LOC108102530|XP_017063056.1|DEUG	LOC6628210|XP_032294373.1|DVIR
OG0000633	LOC108107950|XP_017071271.1|DEUG	LOC6623694|XP_002048327.2|DVIR
OG0000634	LOC108112903|XP_017078749.1|DEUG	LOC6626570|XP_015029853.1|DVIR
OG0000635	LOC108109171|XP_017073084.1|DEUG	LOC6625322|XP_002049088.1|DVIR
OG0000635	LOC108115221|XP_017082066.1|DEUG	LOC6634716|XP_002058273.1|DVIR
OG0000636	LOC108106897|XP_017069635.1|DEUG	LOC6633917|XP_002057651.1|DVIR
OG0000636	LOC108106905|XP_017069643.1|DEUG	LOC6633918|XP_002057652.1|DVIR
OG0000637	LOC108103691|XP_017064769.1|DEUG	LOC6633434|XP_032296646.1|DVIR
OG0000637	LOC108103690|XP_017064768.1|DEUG	LOC6633438|XP_032296647.1|DVIR
OG0000638	LOC108103947|XP_017065200.1|DEUG	LOC6634774|XP_002058200.1|DVIR
OG0000639	LOC108114134|XP_017080399.1|DEUG	LOC6623349|XP_015030605.1|DVIR
OG0000641	LOC108110420|XP_017074976.1|DEUG, LOC108115049|XP_017081786.1|DEUG	LOC6623752|XP_032290450.1|DVIR
OG0000643	LOC108115752|XP_017082810.1|DEUG, LOC108115753|XP_017082811.1|DEUG, LOC108115750|XP_017082809.1|DEUG, LOC108115749|XP_017082808.1|DEUG	LOC6629665|XP_002054759.1|DVIR
OG0000644	LOC108114651|XP_017081212.1|DEUG, LOC108114007|XP_017080242.1|DEUG, LOC108113919|XP_017080114.1|DEUG	LOC6623455|XP_002048587.1|DVIR
OG0000645	LOC108102610|XP_017063203.1|DEUG	LOC6629018|XP_002052760.2|DVIR
OG0000645	LOC108113184|XP_017079200.1|DEUG	LOC6629017|XP_002052759.2|DVIR
OG0000646	LOC108116686|XP_017084188.1|DEUG	LOC6635146|XP_002058630.1|DVIR
OG0000646	LOC108116025|XP_017083201.1|DEUG	LOC6629691|XP_002053972.2|DVIR
OG0000647	LOC108115405|XP_017082332.1|DEUG	LOC6635117|XP_032294996.1|DVIR
OG0000647	LOC108104307|XP_017065774.1|DEUG	LOC6631833|XP_002055475.3|DVIR
OG0000648	LOC108105393|XP_017067425.1|DEUG	LOC6631502|XP_032295964.1|DVIR
OG0000648	LOC108105322|XP_017067304.1|DEUG	LOC6631521|XP_002055318.2|DVIR
OG0000649	LOC108109958|XP_017074262.1|DEUG	LOC6631834|XP_032295924.1|DVIR
OG0000649	LOC108109965|XP_017074270.1|DEUG	LOC6631836|XP_032295918.1|DVIR
OG0000650	LOC108116610|XP_017084063.1|DEUG	LOC6634857|XP_002058647.1|DVIR
OG0000650	LOC108102382|XP_017062809.1|DEUG	LOC6636238|XP_002059752.1|DVIR
OG0000651	LOC108114205|XP_017080513.1|DEUG	LOC6622724|XP_002047243.1|DVIR
OG0000651	LOC108108089|XP_017071469.1|DEUG	LOC6623116|XP_002047761.1|DVIR
OG0000652	LOC108113185|XP_017079201.1|DEUG	LOC6627088|XP_002048792.2|DVIR
OG0000652	LOC108104435|XP_017065982.1|DEUG	LOC6636055|XP_002059519.1|DVIR
OG0000653	LOC108111757|XP_017076803.1|DEUG, LOC108115014|XP_017081744.1|DEUG	LOC6629841|XP_002054462.1|DVIR
OG0000654	LOC108102828|XP_017063506.1|DEUG	LOC6624668|XP_002046639.1|DVIR
OG0000654	LOC108114343|XP_017080764.1|DEUG	LOC6622753|XP_032290463.1|DVIR
OG0000655	LOC108112546|XP_017077971.1|DEUG	LOC6635982|XP_002059300.1|DVIR
OG0000655	LOC108102558|XP_017063118.1|DEUG	LOC6635685|XP_002059280.2|DVIR
OG0000656	LOC108111793|XP_017076871.1|DEUG	LOC6630900|XP_015027250.1|DVIR
OG0000656	LOC108111794|XP_017076872.1|DEUG	LOC6630899|XP_032289368.1|DVIR
OG0000657	LOC108104638|XP_017066303.1|DEUG	LOC6622084|XP_002046450.1|DVIR
OG0000657	LOC108111009|XP_017075810.1|DEUG	LOC6628261|XP_002052541.1|DVIR
OG0000658	LOC108105385|XP_017067418.1|DEUG	LOC6632073|XP_002055634.1|DVIR
OG0000658	LOC108116173|XP_017083402.1|DEUG	LOC6629810|XP_002054884.1|DVIR
OG0000659	LOC108111083|XP_017075907.1|DEUG	LOC6634105|XP_015025190.1|DVIR
OG0000659	LOC108107107|XP_017069985.1|DEUG	LOC6633913|XP_002057647.1|DVIR
OG0000660	LOC108111148|XP_017076005.1|DEUG	LOC6627856|XP_032294028.1|DVIR
OG0000661	LOC108102739|XP_017063377.1|DEUG	LOC6624575|XP_002046398.1|DVIR, LOC116650124|XP_032289338.1|DVIR
OG0000661	LOC108102586|XP_017063176.1|DEUG	LOC6635679|XP_032294652.1|DVIR
OG0000662	LOC108108110|XP_017071509.1|DEUG	LOC6624548|XP_002046562.1|DVIR
OG0000662	LOC108117089|XP_017084776.1|DEUG	LOC6635590|XP_002059015.1|DVIR
OG0000663	LOC108107275|XP_017070205.1|DEUG	LOC6635856|XP_032291956.1|DVIR
OG0000664	LOC108115059|XP_017081794.1|DEUG	LOC6629188|XP_032293524.1|DVIR
OG0000664	LOC108110316|XP_017074818.1|DEUG	LOC6633562|XP_002057367.3|DVIR
OG0000665	LOC108113690|XP_017079855.1|DEUG	LOC6629678|XP_002053661.1|DVIR, LOC6629679|XP_032291365.1|DVIR
OG0000665	LOC108113805|XP_017080003.1|DEUG	LOC6629680|XP_002053663.1|DVIR
OG0000666	LOC108109163|XP_017073075.1|DEUG	LOC6626484|XP_002049078.1|DVIR
OG0000666	LOC108117598|XP_017085603.1|DEUG	LOC26531342|XP_015026801.1|DVIR
OG0000667	LOC108102454|XP_017062949.1|DEUG	LOC6631496|XP_002055130.1|DVIR
OG0000667	LOC108116415|XP_017083789.1|DEUG	LOC6630131|XP_002053683.3|DVIR
OG0000668	LOC108116182|XP_017083415.1|DEUG	LOC6635250|XP_002058758.1|DVIR
OG0000668	LOC108116873|XP_017084453.1|DEUG	LOC6634841|XP_002058521.2|DVIR
OG0000669	LOC108104333|XP_017065809.1|DEUG	LOC6633764|XP_002056950.3|DVIR
OG0000669	LOC108104334|XP_017065810.1|DEUG	LOC6633763|XP_002056949.1|DVIR
OG0000670	LOC108105499|XP_017067607.1|DEUG	LOC6634401|XP_002058154.1|DVIR
OG0000670	LOC108110330|XP_017074850.1|DEUG	LOC6633297|XP_002057396.1|DVIR
OG0000671	LOC108110149|XP_017074553.1|DEUG	LOC6630872|XP_032295008.1|DVIR
OG0000671	LOC108116077|XP_017083284.1|DEUG	LOC6630906|XP_002054500.1|DVIR
OG0000672	LOC108102940|XP_017063698.1|DEUG	LOC6631428|XP_002055536.1|DVIR
OG0000672	LOC108105077|XP_017066990.1|DEUG	LOC6634580|XP_002058081.3|DVIR
OG0000673	LOC108118391|XP_017086556.1|DEUG	LOC6634553|XP_002057970.1|DVIR
OG0000673	LOC108104252|XP_017065690.1|DEUG	LOC6622139|XP_002047503.1|DVIR
OG0000675	LOC108106181|XP_017068592.1|DEUG	LOC6634477|XP_002058248.1|DVIR
OG0000677	LOC108114741|XP_017081345.1|DEUG	LOC6624369|XP_002047903.1|DVIR
OG0000677	LOC108111882|XP_017077001.1|DEUG	LOC6631871|XP_002055732.2|DVIR
OG0000678	LOC108117258|XP_017085098.1|DEUG	LOC6632487|XP_002055816.1|DVIR
OG0000678	LOC108111145|XP_017076003.1|DEUG	LOC6628366|XP_002052866.1|DVIR
OG0000679	LOC108118066|XP_017086098.1|DEUG, LOC108103029|XP_017063844.1|DEUG	LOC6636723|XP_015023790.1|DVIR
OG0000680	LOC108103778|XP_017064897.1|DEUG	LOC6631973|XP_032295609.1|DVIR
OG0000680	LOC108103776|XP_017064893.1|DEUG	LOC6631974|XP_002055602.1|DVIR
OG0000681	LOC108116924|XP_017084553.1|DEUG	LOC6634946|XP_002058534.1|DVIR
OG0000681	LOC108103812|XP_017064987.1|DEUG	LOC6634750|XP_002058043.1|DVIR
OG0000683	LOC108116667|XP_017084152.1|DEUG	LOC6635150|XP_002058634.1|DVIR
OG0000684	LOC108111733|XP_017076776.1|DEUG	LOC6632344|XP_002056706.1|DVIR
OG0000684	LOC108116688|XP_017084190.1|DEUG	LOC6630608|XP_002054483.1|DVIR
OG0000685	LOC108110132|XP_017074527.1|DEUG	LOC6636027|XP_002059632.1|DVIR
OG0000685	LOC108110206|XP_017074671.1|DEUG	LOC6635198|XP_002058473.1|DVIR
OG0000686	LOC108113341|XP_017079391.1|DEUG	LOC6625717|XP_002050487.1|DVIR
OG0000686	LOC108106043|XP_017068384.1|DEUG	LOC6635611|XP_002058954.1|DVIR
OG0000687	LOC108108943|XP_017072687.1|DEUG	LOC6624896|XP_002049114.2|DVIR
OG0000687	LOC108107575|XP_017070625.1|DEUG	LOC6624055|XP_002047417.1|DVIR
OG0000688	LOC108112525|XP_017077938.1|DEUG, LOC108118395|XP_017086560.1|DEUG, LOC108118306|XP_017086405.1|DEUG, LOC108117444|XP_017085353.1|DEUG, LOC108114749|XP_017081350.1|DEUG, LOC108116194|XP_017083427.1|DEUG, LOC108111830|XP_017076926.1|DEUG, LOC108118307|XP_017086406.1|DEUG	LOC6624959|XP_002050614.2|DVIR
OG0000689	LOC108104872|XP_017066687.1|DEUG	LOC6625592|XP_002051042.1|DVIR
OG0000689	LOC108104871|XP_017066686.1|DEUG	LOC6625591|XP_002051041.2|DVIR
OG0000690	LOC108104991|XP_017066856.1|DEUG	LOC6634484|XP_002058161.2|DVIR
OG0000691	LOC108110679|XP_017075292.1|DEUG	LOC6633947|XP_002057834.1|DVIR
OG0000691	LOC108108549|XP_017072116.1|DEUG	LOC6622887|XP_002048029.1|DVIR
OG0000692	LOC108113898|XP_017080093.1|DEUG	LOC6623904|XP_002046236.2|DVIR
OG0000693	LOC108105341|XP_017067326.1|DEUG	LOC6631519|XP_002055316.1|DVIR
OG0000693	LOC108117269|XP_017085113.1|DEUG	LOC6632647|XP_002056546.1|DVIR
OG0000694	LOC108110125|XP_017074520.1|DEUG	LOC6636119|XP_032295507.1|DVIR
OG0000694	LOC108114369|XP_017080808.1|DEUG	LOC6624566|XP_002048620.2|DVIR
OG0000695	LOC108113459|XP_017079529.1|DEUG	LOC6628693|XP_002051357.2|DVIR
OG0000695	LOC108113466|XP_017079536.1|DEUG	LOC6628286|XP_002051343.2|DVIR
OG0000696	LOC108106081|XP_017068428.1|DEUG, LOC108106091|XP_017068439.1|DEUG	LOC6627790|XP_002052678.1|DVIR
OG0000697	LOC108109672|XP_017073744.1|DEUG	LOC6631964|XP_002055227.1|DVIR
OG0000697	LOC108113442|XP_017079501.1|DEUG	LOC6628247|XP_002051458.1|DVIR
OG0000698	LOC108110525|XP_017075095.1|DEUG	LOC6635714|XP_002059263.1|DVIR
OG0000698	LOC108110474|XP_017075031.1|DEUG	LOC6635692|XP_002059265.1|DVIR
OG0000699	LOC108107128|XP_017070011.1|DEUG	LOC6628820|XP_015028641.1|DVIR
OG0000699	LOC108115583|XP_017082584.1|DEUG	LOC6635163|XP_002058365.1|DVIR
OG0000700	LOC108110951|XP_017075735.1|DEUG	LOC6629052|XP_032294077.1|DVIR
OG0000700	LOC108111056|XP_017075873.1|DEUG	LOC6629117|XP_032294110.1|DVIR
OG0000701	LOC108111904|XP_017077031.1|DEUG	LOC6626970|XP_002048713.1|DVIR
