Orthogroup	DEUG.longest_only	CPIP.longest_only
OG0000997	LOC108113114|XP_017079100.1|DEUG	LOC120420924|XP_039439987.1|CPIP
OG0000998	LOC108104719|XP_017066435.1|DEUG	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP
OG0000999	LOC108112259|XP_017077571.1|DEUG, LOC108105469|XP_017067557.1|DEUG	LOC120423615|XP_039443416.1|CPIP
OG0001000	LOC108103181|XP_017064060.1|DEUG	LOC120424549|XP_039444648.1|CPIP
OG0001001	LOC108112630|XP_017078225.1|DEUG	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP
OG0001002	LOC108105709|XP_017067910.1|DEUG	LOC120420795|XP_039439844.1|CPIP, LOC120420762|XP_039439801.1|CPIP, LOC120419729|XP_039438460.1|CPIP
OG0001003	LOC108113825|XP_017080023.1|DEUG, LOC108104544|XP_017066173.1|DEUG	LOC120417872|XP_039436027.1|CPIP
OG0001004	LOC108110251|XP_017074728.1|DEUG, LOC108110394|XP_017074943.1|DEUG	LOC120427940|XP_039448820.1|CPIP
OG0001006	LOC108116160|XP_017083384.1|DEUG, LOC108114682|XP_017081260.1|DEUG	LOC120412343|XP_039428677.1|CPIP
OG0001007	LOC108107493|XP_017070529.1|DEUG, LOC108104665|XP_017066344.1|DEUG	LOC120412364|XP_039428722.1|CPIP
OG0001008	LOC108115959|XP_017083084.1|DEUG, LOC108102990|XP_017063792.1|DEUG	LOC120425096|XP_039445425.1|CPIP
OG0001009	LOC108109838|XP_017074078.1|DEUG, LOC108113612|XP_017079761.1|DEUG	LOC120422414|XP_039441762.1|CPIP
OG0001019	LOC108115818|XP_017082898.1|DEUG	LOC120431968|XP_039453040.1|CPIP, LOC120426070|XP_039446688.1|CPIP, LOC120420148|XP_039439078.1|CPIP
OG0001020	LOC108109676|XP_017073754.1|DEUG	LOC120432292|XP_039453413.1|CPIP, LOC120432291|XP_039453412.1|CPIP, LOC120432246|XP_039453354.1|CPIP, LOC120432290|XP_039453411.1|CPIP
OG0001021	LOC108107061|XP_017069914.1|DEUG	LOC120414374|XP_039431472.1|CPIP, LOC120415238|XP_039432635.1|CPIP, LOC120422475|XP_039441864.1|CPIP, LOC120422464|XP_039441851.1|CPIP
OG0001022	LOC108108390|XP_017071932.1|DEUG, LOC108115220|XP_017082064.1|DEUG	LOC120418094|XP_039436296.1|CPIP, LOC120419901|XP_039438703.1|CPIP
OG0001024	LOC108106694|XP_017069419.1|DEUG, LOC108115866|XP_017082982.1|DEUG	LOC120427860|XP_039448711.1|CPIP, LOC120418640|XP_039437020.1|CPIP
OG0001025	LOC108108176|XP_017071607.1|DEUG	LOC120425358|XP_039445799.1|CPIP, LOC120429619|XP_039450584.1|CPIP
OG0001026	LOC108109135|XP_017073022.1|DEUG	LOC120422301|XP_039441626.1|CPIP, LOC120422302|XP_039441627.1|CPIP
OG0001027	LOC108108548|XP_017072111.1|DEUG	LOC120416048|XP_039433643.1|CPIP, LOC120423608|XP_039443408.1|CPIP, LOC120423611|XP_039443410.1|CPIP, LOC120416052|XP_039433646.1|CPIP
OG0001028	LOC108105133|XP_017067055.1|DEUG	LOC120427120|XP_039447907.1|CPIP, LOC120425132|XP_039445491.1|CPIP
OG0001029	LOC108113130|XP_017079123.1|DEUG	LOC120428402|XP_039449350.1|CPIP, LOC120423780|XP_039443632.1|CPIP, LOC120419109|XP_039437637.1|CPIP, LOC120417576|XP_039435621.1|CPIP
OG0001031	LOC108111545|XP_017076553.1|DEUG, LOC108112715|XP_017078440.1|DEUG	LOC120422610|XP_039442034.1|CPIP
OG0001032	LOC108105862|XP_017068128.1|DEUG, LOC108103277|XP_017064177.1|DEUG	LOC120420748|XP_039439778.1|CPIP
OG0001042	LOC108113504|XP_017079581.1|DEUG	LOC120415636|XP_039433169.1|CPIP, LOC120415634|XP_039433167.1|CPIP
OG0001043	LOC108110105|XP_017074489.1|DEUG	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP
OG0001044	LOC108113331|XP_017079376.1|DEUG	LOC120430637|XP_039451667.1|CPIP, LOC120414295|XP_039431364.1|CPIP, LOC120431058|XP_039452146.1|CPIP, LOC120423322|XP_039443017.1|CPIP, LOC120426241|XP_039446912.1|CPIP
OG0001045	LOC108106737|XP_017069462.1|DEUG	LOC120418895|XP_039437360.1|CPIP, LOC120418897|XP_039437362.1|CPIP, LOC120418896|XP_039437361.1|CPIP
OG0001046	LOC108112582|XP_017078091.1|DEUG, LOC108112581|XP_017078090.1|DEUG	LOC120414288|XP_039431353.1|CPIP
OG0001047	LOC108116097|XP_017083303.1|DEUG, LOC108105121|XP_017067076.1|DEUG, LOC108114908|XP_017081574.1|DEUG	LOC120419261|XP_039437850.1|CPIP
OG0001048	LOC108113062|XP_017078987.1|DEUG	LOC120427460|XP_039448272.1|CPIP, LOC120415347|XP_039432770.1|CPIP, LOC120415491|XP_039432993.1|CPIP
OG0001049	LOC108108086|XP_017071462.1|DEUG	LOC120418908|XP_039437369.1|CPIP
OG0001050	LOC108114373|XP_017080814.1|DEUG	LOC120424973|XP_039445263.1|CPIP
OG0001051	LOC108110937|XP_017075719.1|DEUG	LOC120428680|XP_039449673.1|CPIP
OG0001052	LOC108106203|XP_017068620.1|DEUG	LOC120423094|XP_039442705.1|CPIP
OG0001053	LOC108103547|XP_017064564.1|DEUG	LOC120414310|XP_039431383.1|CPIP
OG0001054	LOC108115683|XP_017082741.1|DEUG, LOC108115684|XP_017082742.1|DEUG	LOC120426826|XP_039447547.1|CPIP
OG0001056	LOC108105648|XP_017067824.1|DEUG, LOC108104939|XP_017066790.1|DEUG	LOC120418272|XP_039436525.1|CPIP
OG0001057	LOC108102423|XP_017062893.1|DEUG, LOC108108334|XP_017071856.1|DEUG	LOC120430572|XP_039451611.1|CPIP
OG0001058	LOC108103904|XP_017065141.1|DEUG	LOC120416636|XP_039434382.1|CPIP
OG0001059	LOC108108655|XP_017072248.1|DEUG	LOC120415206|XP_039432595.1|CPIP
OG0001072	LOC108102446|XP_017062928.1|DEUG	LOC120432331|XP_039453453.1|CPIP
OG0001073	LOC108115790|XP_017082851.1|DEUG	LOC120431391|XP_039452478.1|CPIP
OG0001074	LOC108112027|XP_017077260.1|DEUG	LOC120414966|XP_039432232.1|CPIP
OG0001075	LOC108117668|XP_017085688.1|DEUG	LOC120424385|XP_039444419.1|CPIP
OG0001077	LOC108105568|XP_017067702.1|DEUG, LOC108118197|XP_017086247.1|DEUG	LOC120425417|XP_039445881.1|CPIP
OG0001078	LOC108109954|XP_017074257.1|DEUG	LOC120417092|XP_039435005.1|CPIP, LOC120418041|XP_039436223.1|CPIP
OG0001079	LOC108108190|XP_017071631.1|DEUG	LOC120413721|XP_039430582.1|CPIP
OG0001080	LOC108102848|XP_017063532.1|DEUG	LOC120424184|XP_039444173.1|CPIP
OG0001081	LOC108117283|XP_017085126.1|DEUG	LOC120424185|XP_039444176.1|CPIP, LOC120422819|XP_039442287.1|CPIP
OG0001082	LOC108109149|XP_017073045.1|DEUG	LOC120422638|XP_039442070.1|CPIP
OG0001083	LOC108109881|XP_017074170.1|DEUG	LOC120424383|XP_039444416.1|CPIP
OG0001084	LOC108106391|XP_017068888.1|DEUG, LOC108109272|XP_017073255.1|DEUG	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP, LOC120415730|XP_039433256.1|CPIP
OG0001085	LOC108118121|XP_017086157.1|DEUG, LOC108118122|XP_017086158.1|DEUG	LOC120429944|XP_039450976.1|CPIP
OG0001086	LOC108108369|XP_017071905.1|DEUG, LOC108107212|XP_017070117.1|DEUG	LOC120420100|XP_039438981.1|CPIP
OG0001087	LOC108111859|XP_017076975.1|DEUG, LOC108112193|XP_017077497.1|DEUG	LOC120412412|XP_039428808.1|CPIP
OG0001088	LOC108108325|XP_017071841.1|DEUG	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP
OG0001089	LOC108108186|XP_017071621.1|DEUG	LOC120424839|XP_039445003.1|CPIP
OG0001090	LOC108108088|XP_017071466.1|DEUG	LOC120423504|XP_039443279.1|CPIP, LOC120423512|XP_039443287.1|CPIP, LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP
OG0001092	LOC108105828|XP_017068061.1|DEUG	LOC120413539|XP_039430351.1|CPIP
OG0001093	LOC108105734|XP_017067938.1|DEUG	LOC120413540|XP_039430353.1|CPIP
OG0001094	LOC108105863|XP_017068125.1|DEUG, LOC108105740|XP_017067943.1|DEUG	LOC120413630|XP_039430474.1|CPIP
OG0001095	LOC108111962|XP_017077154.1|DEUG	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP
OG0001096	LOC108105692|XP_017067891.1|DEUG	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP
OG0001097	LOC108118342|XP_017086472.1|DEUG, LOC108118113|XP_017086152.1|DEUG	LOC120415700|XP_039433225.1|CPIP
OG0001099	LOC108114695|XP_017081281.1|DEUG	LOC120419084|XP_039437601.1|CPIP
OG0001100	LOC108112878|XP_017078710.1|DEUG, LOC108104202|XP_017065632.1|DEUG	LOC120415264|XP_039432666.1|CPIP
OG0001101	LOC108112470|XP_017077810.1|DEUG	LOC120425311|XP_039445716.1|CPIP
OG0001102	LOC108105972|XP_017068264.1|DEUG	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP
OG0001103	LOC108111469|XP_017076429.1|DEUG	LOC120416829|XP_039434650.1|CPIP
OG0001104	LOC108106372|XP_017068851.1|DEUG	LOC120432582|XP_039453752.1|CPIP
OG0001105	LOC108105089|XP_017067005.1|DEUG, LOC108106761|XP_017069490.1|DEUG	LOC120432555|XP_039453718.1|CPIP
OG0001106	LOC108108824|XP_017072513.1|DEUG	LOC120431888|XP_039452951.1|CPIP, LOC120422223|XP_039441542.1|CPIP
OG0001118	LOC108103960|XP_017065218.1|DEUG	LOC120413330|XP_039430037.1|CPIP
OG0001119	LOC108113663|XP_017079828.1|DEUG	LOC120420344|XP_039439272.1|CPIP, LOC120424039|XP_039443997.1|CPIP
OG0001120	LOC108115718|XP_017082780.1|DEUG	LOC120423577|XP_039443370.1|CPIP, LOC120425386|XP_039445836.1|CPIP
OG0001122	LOC108102869|XP_017063564.1|DEUG	LOC120412874|XP_039429439.1|CPIP
OG0001124	LOC108117295|XP_017085139.1|DEUG	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP
OG0001125	LOC108117323|XP_017085183.1|DEUG	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP
OG0001127	LOC108107948|XP_017071269.1|DEUG	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP
OG0001128	LOC108113115|XP_017079102.1|DEUG	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP
OG0001129	LOC108102497|XP_017063009.1|DEUG	LOC120422189|XP_039441499.1|CPIP
OG0001130	LOC108110947|XP_017075729.1|DEUG	LOC120424895|XP_039445117.1|CPIP
OG0001131	LOC108102344|XP_017062674.1|DEUG	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP
OG0001133	LOC108115470|XP_017082413.1|DEUG	LOC120416081|XP_039433692.1|CPIP
OG0001134	LOC108109218|XP_017073171.1|DEUG	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP
OG0001135	LOC108116970|XP_017084618.1|DEUG	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP
OG0001136	LOC108108268|XP_017071714.1|DEUG, LOC108112745|XP_017078476.1|DEUG	LOC120417494|XP_039435503.1|CPIP
OG0001137	LOC108109408|XP_017073395.1|DEUG	LOC120418769|XP_039437179.1|CPIP
OG0001138	LOC108102849|XP_017063535.1|DEUG	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP
OG0001153	LOC108107279|XP_017070209.1|DEUG, LOC108107282|XP_017070220.1|DEUG, LOC108107281|XP_017070213.1|DEUG	LOC120420201|XP_039439120.1|CPIP
OG0001154	LOC108111042|XP_017075859.1|DEUG	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP
OG0001155	LOC108109723|XP_017073857.1|DEUG	LOC120430949|XP_039452010.1|CPIP
OG0001157	LOC108116892|XP_017084483.1|DEUG	LOC120424145|XP_039444120.1|CPIP
OG0001158	LOC108115526|XP_017082517.1|DEUG	LOC120423984|XP_039443915.1|CPIP
OG0001159	LOC108115970|XP_017083096.1|DEUG	LOC120432503|XP_039453649.1|CPIP
OG0001160	LOC108115152|XP_017081951.1|DEUG	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP
OG0001162	LOC108110300|XP_017074801.1|DEUG	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP
OG0001163	LOC108116914|XP_017084534.1|DEUG	LOC120422549|XP_039441951.1|CPIP
OG0001164	LOC108115670|XP_017082724.1|DEUG	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP
OG0001167	LOC108104883|XP_017066699.1|DEUG	LOC120426173|XP_039446825.1|CPIP
OG0001169	LOC108105389|XP_017067422.1|DEUG	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP
OG0001170	LOC108108835|XP_017072530.1|DEUG	LOC120414137|XP_039431105.1|CPIP
OG0001172	LOC108109224|XP_017073183.1|DEUG	LOC120422279|XP_039441597.1|CPIP
OG0001173	LOC108109351|XP_017073300.1|DEUG	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP
OG0001174	LOC108107532|XP_017070562.1|DEUG, LOC108107533|XP_017070563.1|DEUG	LOC120418803|XP_039437221.1|CPIP
OG0001176	LOC108106448|XP_017068983.1|DEUG	LOC120414663|XP_039431867.1|CPIP
OG0001177	LOC108103071|XP_017063904.1|DEUG	LOC120419053|XP_039437553.1|CPIP
OG0001178	LOC108108976|XP_017072721.1|DEUG	LOC120416798|XP_039434608.1|CPIP
OG0001179	LOC108106560|XP_017069213.1|DEUG	LOC120415576|XP_039433089.1|CPIP
OG0001180	LOC108108898|XP_017072613.1|DEUG	LOC120427095|XP_039447881.1|CPIP
OG0001181	LOC108104295|XP_017065756.1|DEUG	LOC120423217|XP_039442860.1|CPIP
OG0001182	LOC108116651|XP_017084129.1|DEUG	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP
OG0001183	LOC108116403|XP_017083763.1|DEUG	LOC120416960|XP_039434805.1|CPIP
OG0001184	LOC108105261|XP_017067230.1|DEUG	LOC120422476|XP_039441865.1|CPIP, LOC120428676|XP_039449659.1|CPIP
OG0001185	LOC108105592|XP_017067745.1|DEUG, LOC108105589|XP_017067724.1|DEUG	LOC120423279|XP_039442953.1|CPIP
OG0001186	LOC108115168|XP_017081976.1|DEUG	LOC120416650|XP_039434393.1|CPIP
OG0001187	LOC108106671|XP_017069391.1|DEUG	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP
OG0001188	LOC108112844|XP_017078645.1|DEUG	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP
OG0001189	LOC108113326|XP_017079372.1|DEUG	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP
OG0001190	LOC108102416|XP_017062872.1|DEUG	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP
OG0001191	LOC108108517|XP_017072080.1|DEUG	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP
OG0001192	LOC108106860|XP_017069593.1|DEUG, LOC108106858|XP_017069591.1|DEUG	LOC120427744|XP_039448583.1|CPIP
OG0001193	LOC108110258|XP_017074735.1|DEUG	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP
OG0001194	LOC108105500|XP_017067609.1|DEUG	LOC120416843|XP_039434665.1|CPIP
OG0001195	LOC108105403|XP_017067436.1|DEUG	LOC120418583|XP_039436964.1|CPIP
OG0001201	LOC108113717|XP_017079887.1|DEUG	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP
OG0001202	LOC108102421|XP_017062887.1|DEUG	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP
OG0001203	LOC108102342|XP_017062667.1|DEUG	LOC120413295|XP_039429987.1|CPIP
OG0001204	LOC108105878|XP_017068143.1|DEUG	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP
OG0001205	LOC108115325|XP_017082222.1|DEUG	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP
OG0001206	LOC108117134|XP_017084871.1|DEUG	LOC120432275|XP_039453392.1|CPIP
OG0001207	LOC108103973|XP_017065239.1|DEUG	LOC120422052|XP_039441319.1|CPIP
OG0001208	LOC108109684|XP_017073771.1|DEUG	LOC120424548|XP_039444645.1|CPIP
OG0001209	LOC108112521|XP_017077960.1|DEUG, LOC108116950|XP_017084591.1|DEUG	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP
OG0001210	LOC108102996|XP_017063800.1|DEUG	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP
OG0001211	LOC108110255|XP_017074731.1|DEUG	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP
OG0001212	LOC108102904|XP_017063615.1|DEUG	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP
OG0001213	LOC108111568|XP_017076579.1|DEUG	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP
OG0001214	LOC108115699|XP_017082758.1|DEUG	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP
OG0001215	LOC108115319|XP_017082212.1|DEUG	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP
OG0001216	LOC108105231|XP_017067188.1|DEUG	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP
OG0001217	LOC108118120|XP_017086156.1|DEUG, LOC108113253|XP_017079294.1|DEUG	LOC120423813|XP_039443667.1|CPIP
OG0001218	LOC108108836|XP_017072532.1|DEUG	LOC120422590|XP_039442016.1|CPIP
OG0001220	LOC108112213|XP_017077519.1|DEUG	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP
OG0001221	LOC108109208|XP_017073139.1|DEUG	LOC120422630|XP_039442062.1|CPIP
OG0001223	LOC108113659|XP_017079820.1|DEUG, LOC108118064|XP_017086096.1|DEUG	LOC120416560|XP_039434225.1|CPIP
OG0001224	LOC108112183|XP_017077481.1|DEUG	LOC120416226|XP_039433860.1|CPIP
OG0001225	LOC108112620|XP_017078202.1|DEUG	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP
OG0001226	LOC108106425|XP_017068943.1|DEUG	LOC120418804|XP_039437222.1|CPIP
OG0001227	LOC108106906|XP_017069644.1|DEUG	LOC120420146|XP_039439038.1|CPIP
OG0001228	LOC108110090|XP_017074471.1|DEUG	LOC120414239|XP_039431284.1|CPIP, LOC120424577|XP_039444677.1|CPIP
OG0001229	LOC108117581|XP_017085572.1|DEUG, LOC108118111|XP_017086150.1|DEUG	LOC120430378|XP_039451410.1|CPIP
OG0001230	LOC108113038|XP_017078959.1|DEUG	LOC120422782|XP_039442254.1|CPIP
OG0001231	LOC108117464|XP_017085375.1|DEUG	LOC120419802|XP_039438571.1|CPIP
OG0001233	LOC108107159|XP_017070058.1|DEUG	LOC120419669|XP_039438368.1|CPIP
OG0001234	LOC108112788|XP_017078558.1|DEUG	LOC120414574|XP_039431745.1|CPIP
OG0001235	LOC108110729|XP_017075409.1|DEUG	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP
OG0001236	LOC108113933|XP_017080129.1|DEUG, LOC108114329|XP_017080739.1|DEUG	LOC120423226|XP_039442868.1|CPIP
OG0001237	LOC108105987|XP_017068307.1|DEUG, LOC108117102|XP_017084807.1|DEUG	LOC120414317|XP_039431388.1|CPIP
OG0001238	LOC108113593|XP_017079727.1|DEUG	LOC120426763|XP_039447471.1|CPIP
OG0001239	LOC108117165|XP_017084928.1|DEUG	LOC120431768|XP_039452820.1|CPIP, LOC120432400|XP_039453530.1|CPIP
OG0001240	LOC108113540|XP_017079624.1|DEUG, LOC108109093|XP_017072966.1|DEUG	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP
OG0001241	LOC108106310|XP_017068770.1|DEUG	LOC120417870|XP_039436024.1|CPIP
OG0001242	LOC108114013|XP_017080249.1|DEUG, LOC108105099|XP_017067023.1|DEUG	LOC120425656|XP_039446171.1|CPIP
OG0001244	LOC108105226|XP_017067183.1|DEUG	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP
OG0001245	LOC108117094|XP_017084782.1|DEUG	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP
OG0001246	LOC108107415|XP_017070433.1|DEUG	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP
OG0001247	LOC108105576|XP_017067705.1|DEUG, LOC108111891|XP_017077014.1|DEUG	LOC120432576|XP_039453739.1|CPIP
OG0001248	LOC108108323|XP_017071840.1|DEUG	LOC120422204|XP_039441519.1|CPIP
OG0001249	LOC108115924|XP_017083048.1|DEUG, LOC108103271|XP_017064172.1|DEUG	LOC120423895|XP_039443810.1|CPIP
OG0001256	LOC108107247|XP_017070154.1|DEUG	LOC120422406|XP_039441758.1|CPIP
OG0001257	LOC108102318|XP_017062581.1|DEUG, LOC108102319|XP_017062583.1|DEUG, LOC108102315|XP_017062578.1|DEUG	LOC120413281|XP_039429947.1|CPIP
OG0001258	LOC108109560|XP_017073621.1|DEUG	LOC120432334|XP_039453457.1|CPIP
OG0001259	LOC108105520|XP_017067635.1|DEUG	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP
OG0001260	LOC108108394|XP_017071937.1|DEUG	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP
OG0001261	LOC108115596|XP_017082650.1|DEUG	LOC120427227|XP_039448025.1|CPIP
OG0001263	LOC108117538|XP_017085530.1|DEUG	LOC120432642|XP_039453825.1|CPIP
OG0001264	LOC108111149|XP_017076006.1|DEUG	LOC120429252|XP_039450399.1|CPIP, LOC120426464|XP_039447160.1|CPIP
OG0001265	LOC108104412|XP_017065951.1|DEUG	LOC120428458|XP_039449403.1|CPIP
OG0001266	LOC108113209|XP_017079232.1|DEUG	LOC120417192|XP_039435093.1|CPIP
OG0001267	LOC108115712|XP_017082772.1|DEUG	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP
OG0001269	LOC108102584|XP_017063173.1|DEUG, LOC108106338|XP_017068804.1|DEUG	LOC120429645|XP_039450605.1|CPIP
OG0001270	LOC108115300|XP_017082184.1|DEUG	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP
OG0001271	LOC108104861|XP_017066672.1|DEUG	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP
OG0001272	LOC108114016|XP_017080255.1|DEUG	LOC120424869|XP_039445058.1|CPIP
OG0001273	LOC108111583|XP_017076592.1|DEUG	LOC120429935|XP_039450967.1|CPIP
OG0001274	LOC108108055|XP_017071419.1|DEUG	LOC120418048|XP_039436233.1|CPIP
OG0001276	LOC108108133|XP_017071543.1|DEUG, LOC108107584|XP_017070634.1|DEUG	LOC120413456|XP_039430225.1|CPIP
OG0001277	LOC108107683|XP_017070761.1|DEUG	LOC120424852|XP_039445035.1|CPIP
OG0001278	LOC108114314|XP_017080714.1|DEUG	LOC120419963|XP_039438765.1|CPIP
OG0001279	LOC108117397|XP_017085292.1|DEUG	LOC120419970|XP_039438780.1|CPIP
OG0001280	LOC108104650|XP_017066320.1|DEUG	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP
OG0001281	LOC108114070|XP_017080316.1|DEUG	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP
OG0001282	LOC108111183|XP_017076055.1|DEUG	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP
OG0001283	LOC108112812|XP_017078599.1|DEUG	LOC120427036|XP_039447800.1|CPIP
OG0001284	LOC108113475|XP_017079587.1|DEUG	LOC120414678|XP_039431897.1|CPIP
OG0001285	LOC108104709|XP_017066417.1|DEUG	LOC120429106|XP_039450203.1|CPIP, LOC120414724|XP_039431961.1|CPIP
OG0001286	LOC108115541|XP_017082534.1|DEUG	LOC120429762|XP_039450749.1|CPIP
OG0001287	LOC108103738|XP_017064832.1|DEUG	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP
OG0001288	LOC108111144|XP_017076002.1|DEUG	LOC120420968|XP_039440035.1|CPIP
OG0001289	LOC108115544|XP_017082536.1|DEUG	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP
OG0001290	LOC108102515|XP_017063030.1|DEUG	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP
OG0001291	LOC108105438|XP_017067512.1|DEUG, LOC108107255|XP_017070173.1|DEUG	LOC120414339|XP_039431425.1|CPIP
