Orthogroup	DEUG.longest_only	AEAL.longest_only
OG0002440	LOC108108589|XP_017072172.1|DEUG	LOC109418811|XP_019548584.2|AEAL, LOC109417077|XP_019546747.2|AEAL, LOC115257498|XP_029713009.1|AEAL
OG0002441	LOC108104792|XP_017066544.1|DEUG	LOC115257471|XP_029712943.1|AEAL, LOC109420297|XP_029713032.1|AEAL, LOC109401669|XP_029712999.1|AEAL
OG0002442	LOC108112781|XP_017078547.1|DEUG	LOC109420344|XP_029712749.1|AEAL, LOC109401673|XP_029712757.1|AEAL
OG0002443	LOC108112776|XP_017078534.1|DEUG	LOC109401648|XP_029713083.1|AEAL, LOC109401649|XP_029712787.1|AEAL, LOC109420366|XP_029730471.1|AEAL
OG0002444	LOC108111954|XP_017077134.1|DEUG	LOC109401662|XP_029730473.1|AEAL, LOC115257911|XP_029713784.1|AEAL, LOC115257403|XP_029712825.1|AEAL
OG0002445	LOC108106714|XP_017069436.1|DEUG	LOC115257878|XP_029713705.1|AEAL, LOC109402267|XP_019530461.1|AEAL, LOC109433172|XP_019565114.1|AEAL
OG0002446	LOC108106675|XP_017069394.1|DEUG	LOC115260074|XP_029716805.1|AEAL, LOC109433192|XP_029729345.1|AEAL, LOC115257588|XP_029713230.1|AEAL
OG0002447	LOC108108027|XP_017071381.1|DEUG	LOC115257472|XP_029712944.1|AEAL, LOC109403396|XP_019531766.1|AEAL
OG0002448	LOC108113275|XP_017079313.1|DEUG	LOC115257584|XP_029713224.1|AEAL, LOC109400007|XP_019528018.1|AEAL, LOC109621796|XP_019931470.1|AEAL
OG0002449	LOC108112599|XP_017078142.1|DEUG	LOC109422379|XP_029716839.1|AEAL
OG0002450	LOC108116360|XP_017083673.1|DEUG	LOC109424414|XP_019555060.2|AEAL
OG0002451	LOC108104495|XP_017066098.1|DEUG	LOC109422328|XP_019552560.2|AEAL
OG0002452	LOC108113352|XP_017079404.1|DEUG	LOC115254693|XP_029708222.1|AEAL, LOC115254685|XP_029708199.1|AEAL, LOC109424446|XP_029708201.1|AEAL
OG0002453	LOC108112673|XP_017078305.1|DEUG	LOC109420175|XP_019550048.2|AEAL, LOC109422353|XP_029708227.1|AEAL, LOC109424451|XP_029708131.1|AEAL, LOC115253931|XP_029708203.1|AEAL
OG0002454	LOC108104714|XP_017066422.1|DEUG	LOC109418694|XP_029713033.1|AEAL, LOC115253822|XP_029712843.1|AEAL, LOC109412925|XP_029713078.1|AEAL
OG0002455	LOC108104712|XP_017066421.1|DEUG	LOC109412923|XP_029713312.1|AEAL, LOC115257489|XP_029712989.1|AEAL, LOC109418692|XP_029716787.1|AEAL
OG0002456	LOC108113076|XP_017079008.1|DEUG	LOC115267663|XP_029730674.1|AEAL, LOC109418656|XP_029719579.1|AEAL
OG0002457	LOC108112817|XP_017078604.1|DEUG	LOC109413106|XP_019542359.2|AEAL, LOC109418541|XP_029712779.1|AEAL
OG0002458	LOC108113406|XP_017079450.1|DEUG	LOC115267656|XP_029730655.1|AEAL, LOC115257893|XP_029713733.1|AEAL
OG0002459	LOC108114897|XP_017081555.1|DEUG	LOC109431046|XP_019562724.2|AEAL
OG0002460	LOC108107468|XP_017070504.1|DEUG	LOC115262752|XP_029721412.1|AEAL, LOC109425678|XP_029721418.1|AEAL, LOC109433256|XP_029721446.1|AEAL
OG0002461	LOC108112472|XP_017077818.1|DEUG	LOC109401285|XP_019529322.2|AEAL, LOC109413584|XP_019542822.2|AEAL, LOC115262748|XP_029721395.1|AEAL
OG0002462	LOC108111959|XP_017077142.1|DEUG	LOC109623319|XP_019933398.2|AEAL, LOC109401268|XP_029712575.1|AEAL, LOC115253542|XP_029721265.1|AEAL
OG0002463	LOC108107261|XP_017070180.1|DEUG	LOC109401266|XP_019931340.2|AEAL, LOC109623304|XP_019933369.1|AEAL, LOC115253667|XP_029721228.1|AEAL, LOC115254011|XP_029714401.1|AEAL
OG0002464	LOC108113051|XP_017078970.1|DEUG	LOC115262703|XP_029721234.1|AEAL, LOC109623298|XP_019933357.1|AEAL, LOC109401193|XP_029712119.1|AEAL
OG0002465	LOC108110364|XP_017074904.1|DEUG	LOC115262711|XP_029721254.1|AEAL, LOC109623297|XP_019933356.2|AEAL, LOC109401269|XP_029712102.1|AEAL
OG0002466	LOC108102312|XP_017062564.1|DEUG	LOC109623254|XP_029712140.1|AEAL
OG0002467	LOC108107597|XP_017070649.1|DEUG	LOC109623393|XP_029721162.1|AEAL, LOC115263532|XP_029722626.1|AEAL
OG0002468	LOC108113843|XP_017080042.1|DEUG	LOC109410089|XP_029721138.1|AEAL
OG0002469	LOC108115899|XP_017083024.1|DEUG, LOC108117358|XP_017085267.1|DEUG	LOC109401592|XP_019529711.2|AEAL
OG0002470	LOC108104562|XP_017066194.1|DEUG	LOC109401601|XP_019529721.2|AEAL, LOC109397423|XP_019525288.2|AEAL
OG0002471	LOC108104502|XP_017066108.1|DEUG	LOC115262639|XP_029720999.1|AEAL, LOC109421921|XP_019552046.2|AEAL
OG0002472	LOC108106371|XP_017068845.1|DEUG	LOC109421914|XP_029721006.1|AEAL, LOC115262617|XP_029720873.1|AEAL
OG0002473	LOC108106768|XP_017069496.1|DEUG	LOC109421912|XP_019552036.2|AEAL
OG0002474	LOC108118205|XP_017086255.1|DEUG	LOC115253675|XP_029712630.1|AEAL, LOC109408748|XP_029730746.1|AEAL, LOC109428958|XP_029730784.1|AEAL
OG0002475	LOC108111355|XP_017076277.1|DEUG	LOC109399102|XP_029731130.1|AEAL
OG0002476	LOC108112894|XP_017078739.1|DEUG	LOC109399666|XP_029731229.1|AEAL, LOC109401366|XP_019529467.1|AEAL
OG0002477	LOC108109291|XP_017073274.1|DEUG	LOC109410568|XP_029731265.1|AEAL, LOC109421166|XP_019551208.1|AEAL
OG0002478	LOC108112001|XP_017077226.1|DEUG	LOC109410556|XP_029731269.1|AEAL, LOC109421148|XP_029731276.1|AEAL
OG0002479	LOC108106455|XP_017069010.1|DEUG	LOC115255995|XP_029710077.1|AEAL, LOC109426484|XP_029710082.1|AEAL, LOC109408983|XP_029732053.1|AEAL
OG0002480	LOC108105315|XP_017067296.1|DEUG	LOC109426380|XP_029731461.1|AEAL
OG0002481	LOC108104393|XP_017065922.1|DEUG	LOC109622288|XP_029731527.1|AEAL, LOC109403155|XP_019531441.1|AEAL
OG0002482	LOC108106325|XP_017068785.1|DEUG	LOC109403343|XP_019531695.2|AEAL
OG0002483	LOC108107440|XP_017070469.1|DEUG	LOC109410616|XP_019539683.2|AEAL, LOC109410719|XP_019539782.2|AEAL
OG0002484	LOC108112681|XP_017078361.1|DEUG	LOC109410624|XP_019539691.1|AEAL, LOC109433521|XP_019565507.2|AEAL
OG0002485	LOC108104510|XP_017066116.1|DEUG	LOC109410649|XP_019539726.2|AEAL, LOC115256130|XP_029710244.1|AEAL
OG0002486	LOC108114336|XP_017080751.1|DEUG	LOC109407646|XP_019536343.2|AEAL
OG0002487	LOC108118104|XP_017086144.1|DEUG	LOC109621445|XP_019931024.2|AEAL, LOC115259979|XP_029716639.1|AEAL
OG0002488	LOC108113240|XP_017079273.1|DEUG	LOC109426032|XP_019557015.1|AEAL
OG0002489	LOC108108552|XP_017072122.1|DEUG	LOC109425913|XP_019556831.2|AEAL
OG0002490	LOC108109174|XP_017073088.1|DEUG	LOC109407551|XP_019536164.2|AEAL, LOC115270973|XP_029736210.1|AEAL, LOC115262215|XP_029720425.1|AEAL
OG0002491	LOC108108753|XP_017072400.1|DEUG	LOC109407544|XP_019536154.2|AEAL
OG0002492	LOC108112664|XP_017078287.1|DEUG	LOC109407505|XP_029720465.1|AEAL, LOC109425762|XP_029720466.1|AEAL
OG0002493	LOC108104474|XP_017066043.1|DEUG	LOC109425769|XP_019556634.2|AEAL, LOC115262224|XP_029720470.1|AEAL, LOC109407508|XP_019536105.2|AEAL
OG0002495	LOC108106652|XP_017069357.1|DEUG	LOC109418565|XP_019548318.2|AEAL
OG0002508	LOC108109960|XP_017074264.1|DEUG	LOC115255628|XP_029709578.1|AEAL, LOC109397812|XP_029709596.1|AEAL, LOC115255662|XP_029709626.1|AEAL, LOC109405359|XP_029715575.1|AEAL
OG0002509	LOC108113262|XP_017079300.1|DEUG	LOC109397813|XP_019525683.2|AEAL, LOC109405355|XP_019533956.2|AEAL, LOC115255638|XP_029709594.1|AEAL
OG0002510	LOC108102424|XP_017062891.1|DEUG	LOC109424962|XP_029718276.1|AEAL, LOC109431083|XP_029718282.1|AEAL, LOC115256524|XP_029711072.1|AEAL
OG0002511	LOC108116926|XP_017084556.1|DEUG	LOC109431106|XP_029711263.1|AEAL, LOC109424968|XP_029718293.1|AEAL
OG0002512	LOC108102327|XP_017062607.1|DEUG	LOC109424989|XP_029711820.1|AEAL, LOC109431130|XP_029710759.1|AEAL
OG0002513	LOC108110358|XP_017074891.1|DEUG	LOC109431143|XP_019562884.2|AEAL, LOC115256574|XP_029711207.1|AEAL
OG0002514	LOC108102862|XP_017063553.1|DEUG	LOC109415652|XP_019545109.2|AEAL, LOC109431134|XP_019562871.1|AEAL, LOC115256861|XP_029711784.1|AEAL, LOC115253976|XP_029711783.1|AEAL
OG0002515	LOC108104489|XP_017066094.1|DEUG	LOC109428339|XP_029711012.1|AEAL, LOC109405108|XP_019533656.2|AEAL, LOC109422149|XP_019552338.2|AEAL, LOC109428440|XP_019559750.2|AEAL, LOC109421838|XP_029717596.1|AEAL, LOC115260627|XP_029717545.1|AEAL, LOC115260646|XP_029717594.1|AEAL, LOC109421839|XP_029717546.1|AEAL
OG0002516	LOC108113602|XP_017079746.1|DEUG	LOC115269334|XP_029733837.1|AEAL, LOC109403482|XP_029711076.1|AEAL, LOC115268707|XP_029732665.1|AEAL, LOC109433655|XP_019565657.2|AEAL
OG0002517	LOC108102970|XP_017063760.1|DEUG	LOC109433641|XP_029733391.1|AEAL, LOC115256852|XP_029711756.1|AEAL, LOC115256816|XP_029711645.1|AEAL
OG0002518	LOC108116809|XP_017084346.1|DEUG	LOC115260183|XP_029716960.1|AEAL, LOC115256446|XP_029710919.1|AEAL, LOC109408964|XP_029716961.1|AEAL
OG0002519	LOC108109141|XP_017073028.1|DEUG	LOC109433632|XP_029716975.1|AEAL, LOC109408925|XP_029710640.1|AEAL, LOC115260197|XP_029716983.1|AEAL
OG0002520	LOC108103245|XP_017064136.1|DEUG	LOC109408926|XP_019537862.2|AEAL, LOC115256620|XP_029711302.1|AEAL
OG0002521	LOC108109993|XP_017074317.1|DEUG	LOC109433600|XP_029716995.1|AEAL, LOC109433599|XP_029711606.1|AEAL, LOC115254585|XP_029708054.1|AEAL, LOC115257618|XP_029713291.1|AEAL
OG0002522	LOC108116967|XP_017084611.1|DEUG	LOC109415224|XP_019544657.1|AEAL, LOC109428365|XP_019559631.2|AEAL, LOC115257081|XP_029712284.1|AEAL
OG0002523	LOC108109049|XP_017072855.1|DEUG	LOC109415190|XP_029710962.1|AEAL
OG0002524	LOC108103668|XP_017064715.1|DEUG	LOC109422157|XP_029710418.1|AEAL, LOC109428449|XP_019559760.2|AEAL
OG0002525	LOC108107550|XP_017070592.1|DEUG	LOC115255765|XP_029709747.1|AEAL, LOC109428472|XP_019559785.1|AEAL, LOC109422184|XP_019552373.1|AEAL
OG0002526	LOC108105601|XP_017067765.1|DEUG	LOC109422185|XP_019552375.2|AEAL, LOC109428473|XP_029710496.1|AEAL
OG0002527	LOC108117260|XP_017085100.1|DEUG	LOC109412976|XP_029711846.1|AEAL, LOC109412977|XP_029721803.1|AEAL, LOC109428530|XP_019559869.2|AEAL
OG0002528	LOC108103676|XP_017064725.1|DEUG	LOC109428492|XP_029711638.1|AEAL, LOC109428493|XP_029711426.1|AEAL, LOC109415177|XP_029721802.1|AEAL
OG0002529	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG	LOC109430085|XP_029711856.1|AEAL, LOC109428506|XP_029711698.1|AEAL
OG0002530	LOC108114837|XP_017081469.1|DEUG	LOC109430088|XP_019561666.2|AEAL, LOC115256457|XP_029710943.1|AEAL
OG0002531	LOC108113470|XP_017079541.1|DEUG	LOC115256602|XP_029711271.1|AEAL, LOC109428509|XP_029710785.1|AEAL
OG0002532	LOC108118308|XP_017086407.1|DEUG	LOC109416823|XP_019546446.1|AEAL
OG0002533	LOC108112679|XP_017078320.1|DEUG	LOC109428574|XP_029712652.1|AEAL
OG0002534	LOC108106774|XP_017069504.1|DEUG	LOC109416909|XP_019546574.2|AEAL, LOC109428578|XP_029712643.1|AEAL
OG0002535	LOC108108558|XP_017072128.1|DEUG	LOC109397833|XP_029710885.1|AEAL
OG0002536	LOC108116061|XP_017083261.1|DEUG	LOC109397902|XP_019525785.1|AEAL, LOC115256557|XP_029711146.1|AEAL
OG0002537	LOC108107260|XP_017070179.1|DEUG	LOC109397922|XP_019525808.2|AEAL, LOC109416136|XP_029711561.1|AEAL
OG0002539	LOC108107479|XP_017070514.1|DEUG	LOC109398742|XP_019526678.2|AEAL
OG0002540	LOC108105637|XP_017067815.1|DEUG	LOC109427522|XP_019558621.1|AEAL
OG0002541	LOC108105391|XP_017067423.1|DEUG	LOC115269129|XP_029733397.1|AEAL, LOC109427527|XP_029711025.1|AEAL
OG0002542	LOC108105097|XP_017067020.1|DEUG	LOC115256341|XP_029710526.1|AEAL, LOC109401915|XP_019530077.2|AEAL
OG0002543	LOC108103882|XP_017065100.1|DEUG	LOC109414698|XP_029709667.1|AEAL, LOC109401917|XP_019530082.1|AEAL
OG0002544	LOC108115677|XP_017082731.1|DEUG	LOC109414680|XP_029709705.1|AEAL, LOC115255722|XP_029709684.1|AEAL
OG0002545	LOC108102464|XP_017062962.1|DEUG	LOC115253952|XP_029709718.1|AEAL, LOC109401825|XP_029709703.1|AEAL
OG0002547	LOC108103257|XP_017064158.1|DEUG, LOC108111699|XP_017076737.1|DEUG	LOC109422051|XP_019552231.1|AEAL
OG0002548	LOC108102945|XP_017063706.1|DEUG	LOC115253964|XP_029710429.1|AEAL, LOC109422057|XP_019552236.2|AEAL
OG0002549	LOC108103500|XP_017064499.1|DEUG	LOC115256320|XP_029710428.1|AEAL, LOC109422056|XP_019552235.2|AEAL
OG0002550	LOC108102898|XP_017063592.1|DEUG	LOC109404729|XP_029733226.1|AEAL, LOC115269089|XP_029733298.1|AEAL, LOC109397202|XP_029733373.1|AEAL
OG0002551	LOC108109377|XP_017073359.1|DEUG	LOC115253444|XP_029711677.1|AEAL, LOC109422021|XP_029724723.1|AEAL
OG0002552	LOC108115425|XP_017082350.1|DEUG	LOC109422019|XP_019552206.2|AEAL, LOC115256474|XP_029710983.1|AEAL, LOC115254139|XP_029724722.1|AEAL
OG0002553	LOC108112662|XP_017078290.1|DEUG	LOC109427424|XP_029711735.1|AEAL, LOC109410145|XP_029712389.1|AEAL
OG0002554	LOC108103262|XP_017064163.1|DEUG	LOC109410141|XP_019539212.1|AEAL, LOC115256388|XP_029710658.1|AEAL, LOC109427420|XP_019558506.2|AEAL
OG0002555	LOC108103360|XP_017064294.1|DEUG	LOC109427416|XP_019558503.2|AEAL, LOC115254514|XP_029707929.1|AEAL, LOC109427414|XP_029707927.1|AEAL
OG0002556	LOC108113461|XP_017079531.1|DEUG	LOC109405083|XP_019533625.2|AEAL, LOC109416553|XP_029715728.1|AEAL
OG0002557	LOC108118363|XP_017086521.1|DEUG	LOC109400388|XP_019528437.1|AEAL, LOC109398417|XP_019526319.1|AEAL
OG0002558	LOC108116638|XP_017084107.1|DEUG	LOC109409415|XP_019538401.2|AEAL
OG0002559	LOC108111893|XP_017077018.1|DEUG	LOC109398410|XP_019526308.2|AEAL
OG0002560	LOC108110241|XP_017074718.1|DEUG	LOC109397627|XP_029736272.1|AEAL, LOC109409537|XP_019538520.2|AEAL
OG0002561	LOC108117214|XP_017085027.1|DEUG	LOC109397637|XP_019525470.2|AEAL, LOC109409494|XP_019538492.1|AEAL
OG0002562	LOC108117294|XP_017085142.1|DEUG	LOC109433005|XP_029734245.1|AEAL, LOC109397724|XP_029714327.1|AEAL
OG0002563	LOC108105357|XP_017067362.1|DEUG	LOC115269550|XP_029734195.1|AEAL, LOC115269563|XP_029734234.1|AEAL
OG0002564	LOC108111320|XP_017076204.1|DEUG	LOC115256064|XP_029710170.1|AEAL, LOC115256060|XP_029710166.1|AEAL, LOC109414104|XP_029710226.1|AEAL
OG0002565	LOC108112907|XP_017078767.1|DEUG	LOC109397598|XP_029724029.1|AEAL, LOC109422874|XP_029724027.1|AEAL, LOC115264462|XP_029724031.1|AEAL
OG0002566	LOC108112524|XP_017077936.1|DEUG, LOC108116951|XP_017084593.1|DEUG	LOC109403520|XP_029717451.1|AEAL
OG0002567	LOC108103246|XP_017064137.1|DEUG	LOC109403570|XP_029717435.1|AEAL, LOC115253716|XP_029717406.1|AEAL
OG0002568	LOC108109419|XP_017073406.1|DEUG	LOC109423025|XP_029708347.1|AEAL
OG0002569	LOC108113956|XP_017080158.1|DEUG	LOC109423063|XP_029708379.1|AEAL, LOC115254052|XP_029717754.1|AEAL
OG0002570	LOC108116885|XP_017084472.1|DEUG	LOC115253437|XP_029717736.1|AEAL, LOC109423029|XP_029715782.1|AEAL, LOC109432363|XP_029708365.1|AEAL
OG0002571	LOC108116888|XP_017084478.1|DEUG	LOC109432347|XP_029715791.1|AEAL, LOC115259369|XP_029715788.1|AEAL, LOC115259365|XP_029715769.1|AEAL, LOC109423075|XP_029708360.1|AEAL
OG0002572	LOC108108989|XP_017072736.1|DEUG	LOC109423047|XP_029717260.1|AEAL, LOC109400902|XP_019528928.2|AEAL, LOC115260604|XP_029717479.1|AEAL
OG0002573	LOC108116877|XP_017084459.1|DEUG	LOC109400917|XP_029734152.1|AEAL, LOC115261967|XP_029719754.1|AEAL, LOC109422826|XP_029717565.1|AEAL, LOC115260612|XP_029717504.1|AEAL
OG0002574	LOC108116995|XP_017084649.1|DEUG	LOC109422819|XP_019553254.2|AEAL, LOC109400912|XP_019528947.2|AEAL, LOC115260453|XP_029717262.1|AEAL
OG0002575	LOC108111482|XP_017076454.1|DEUG	LOC109422800|XP_019553226.2|AEAL, LOC115260620|XP_029717525.1|AEAL, LOC115260644|XP_029717590.1|AEAL
OG0002576	LOC108102414|XP_017062869.1|DEUG	LOC115260625|XP_029717542.1|AEAL, LOC109422773|XP_019553197.1|AEAL
OG0002577	LOC108108523|XP_017072084.1|DEUG	LOC109621478|XP_019931066.1|AEAL, LOC115262091|XP_029719927.1|AEAL, LOC115268366|XP_029732240.1|AEAL
OG0002578	LOC108102637|XP_017063246.1|DEUG	LOC109418592|XP_019548346.2|AEAL, LOC109425008|XP_029717645.1|AEAL
OG0002579	LOC108104126|XP_017065517.1|DEUG	LOC115260681|XP_029717700.1|AEAL, LOC115260659|XP_029717656.1|AEAL
OG0002580	LOC108113306|XP_017079347.1|DEUG	LOC109424861|XP_019555604.2|AEAL, LOC115253520|XP_019542159.1|AEAL, LOC109412953|XP_019542160.2|AEAL
OG0002581	LOC108116626|XP_017084093.1|DEUG	LOC109427644|XP_029717837.1|AEAL, LOC109431502|XP_029717873.1|AEAL
OG0002582	LOC108110561|XP_017075146.1|DEUG	LOC109405953|XP_029728671.1|AEAL, LOC109417114|XP_029729104.1|AEAL
OG0002583	LOC108117481|XP_017085432.1|DEUG	LOC109412146|XP_029718055.1|AEAL, LOC109431289|XP_029718054.1|AEAL
OG0002584	LOC108108616|XP_017072204.1|DEUG	LOC109431661|XP_019563454.1|AEAL
OG0002585	LOC108108618|XP_017072205.1|DEUG	LOC109431765|XP_019563584.2|AEAL
OG0002586	LOC108117249|XP_017085084.1|DEUG	LOC115266522|XP_029728653.1|AEAL, LOC109405935|XP_019534528.1|AEAL, LOC109417111|XP_029728648.1|AEAL
OG0002587	LOC108109509|XP_017073547.1|DEUG	LOC109405934|XP_029728652.1|AEAL, LOC109417110|XP_019546781.1|AEAL
OG0002588	LOC108110099|XP_017074486.1|DEUG	LOC115258291|XP_029714235.1|AEAL, LOC109405289|XP_029714234.1|AEAL, LOC115258276|XP_029714216.1|AEAL
OG0002589	LOC108113604|XP_017079749.1|DEUG	LOC115259521|XP_029716013.1|AEAL, LOC109427621|XP_029728543.1|AEAL
OG0002590	LOC108103922|XP_017065163.1|DEUG	LOC109405632|XP_019534239.1|AEAL
OG0002591	LOC108113501|XP_017079578.1|DEUG	LOC109622734|XP_019932729.2|AEAL
OG0002592	LOC108115849|XP_017082952.1|DEUG	LOC109419444|XP_029733620.1|AEAL, LOC109423120|XP_029708010.1|AEAL, LOC115269232|XP_029733630.1|AEAL
OG0002593	LOC108115838|XP_017082924.1|DEUG	LOC115269228|XP_029733615.1|AEAL, LOC109419360|XP_029708004.1|AEAL
OG0002594	LOC108116883|XP_017084470.1|DEUG	LOC109423130|XP_029707990.1|AEAL, LOC109419224|XP_029732686.1|AEAL
OG0002595	LOC108117116|XP_017084834.1|DEUG	LOC109423135|XP_029707977.1|AEAL
OG0002596	LOC108116927|XP_017084560.1|DEUG	LOC115257165|XP_029712423.1|AEAL, LOC109423194|XP_029707967.1|AEAL
OG0002597	LOC108105235|XP_017067195.1|DEUG	LOC109397289|XP_029729629.1|AEAL, LOC115257174|XP_029712436.1|AEAL, LOC109423201|XP_029707964.1|AEAL
OG0002598	LOC108115656|XP_017082704.1|DEUG	LOC109423164|XP_029723057.1|AEAL
OG0002599	LOC108110599|XP_017075189.1|DEUG	LOC109423245|XP_029723029.1|AEAL, LOC115263524|XP_029722617.1|AEAL, LOC115259242|XP_029715636.1|AEAL
OG0002600	LOC108104783|XP_017066527.1|DEUG	LOC115263729|XP_029722862.1|AEAL, LOC109423476|XP_019553990.2|AEAL, LOC109432147|XP_019563997.1|AEAL
OG0002601	LOC108115076|XP_017081814.1|DEUG	LOC109432097|XP_019563939.2|AEAL, LOC109425408|XP_019556227.2|AEAL, LOC115263842|XP_029723068.1|AEAL
OG0002602	LOC108116010|XP_017083178.1|DEUG	LOC109432219|XP_029722831.1|AEAL, LOC109425437|XP_019556252.2|AEAL
OG0002603	LOC108111333|XP_017076243.1|DEUG	LOC109430273|XP_029722868.1|AEAL
OG0002604	LOC108111284|XP_017076162.1|DEUG	LOC115255990|XP_029710069.1|AEAL, LOC115263744|XP_029722890.1|AEAL, LOC109415534|XP_029722867.1|AEAL, LOC109430275|XP_029722886.1|AEAL
OG0002605	LOC108117305|XP_017085153.1|DEUG	LOC109409963|XP_029729843.1|AEAL, LOC109622284|XP_029722952.1|AEAL, LOC109400124|XP_019528157.2|AEAL
OG0002606	LOC108116906|XP_017084509.1|DEUG	LOC109400039|XP_029707692.1|AEAL, LOC109621269|XP_029707674.1|AEAL, LOC115253475|XP_029717017.1|AEAL
OG0002607	LOC108115062|XP_017081796.1|DEUG	LOC115254356|XP_029707672.1|AEAL, LOC109621606|XP_019931237.2|AEAL
OG0002608	LOC108116393|XP_017083745.1|DEUG	LOC115253508|XP_029712564.1|AEAL, LOC109400096|XP_019528120.2|AEAL, LOC109621580|XP_029707625.1|AEAL
OG0002609	LOC108106698|XP_017069420.1|DEUG	LOC109399514|XP_019527509.1|AEAL
OG0002610	LOC108110211|XP_017074675.1|DEUG	LOC109410078|XP_029713708.1|AEAL, LOC115257574|XP_029713209.1|AEAL, LOC115253996|XP_029713734.1|AEAL
OG0002611	LOC108109788|XP_017073971.1|DEUG	LOC109430214|XP_029713449.1|AEAL
OG0002612	LOC108117327|XP_017085189.1|DEUG	LOC109432118|XP_019563948.2|AEAL
OG0002613	LOC108116611|XP_017084066.1|DEUG	LOC109430360|XP_019561967.1|AEAL
OG0002614	LOC108113583|XP_017079714.1|DEUG	LOC109430327|XP_029712814.1|AEAL
OG0002615	LOC108107996|XP_017071335.1|DEUG	LOC115257413|XP_029712852.1|AEAL, LOC109430704|XP_029712849.1|AEAL, LOC109429975|XP_029712827.1|AEAL
OG0002616	LOC108115839|XP_017082936.1|DEUG	LOC109399840|XP_029729746.1|AEAL, LOC109425277|XP_029729740.1|AEAL, LOC115267050|XP_029729717.1|AEAL
OG0002617	LOC108109988|XP_017074315.1|DEUG	LOC109415611|XP_029716464.1|AEAL, LOC109416908|XP_019546569.2|AEAL
OG0002618	LOC108115000|XP_017081729.1|DEUG	LOC109402360|XP_029730301.1|AEAL, LOC109416957|XP_029716330.1|AEAL
OG0002619	LOC108117130|XP_017084851.1|DEUG	LOC109400433|XP_029716432.1|AEAL
OG0002620	LOC108117498|XP_017085466.1|DEUG	LOC109400447|XP_029716142.1|AEAL, LOC109623042|XP_029716139.1|AEAL
OG0002621	LOC108115721|XP_017082783.1|DEUG	LOC109400496|XP_019528556.2|AEAL, LOC109417760|XP_019547448.2|AEAL
OG0002622	LOC108114437|XP_017080917.1|DEUG	LOC109398184|XP_019526051.2|AEAL, LOC109419714|XP_029709808.1|AEAL
OG0002623	LOC108112891|XP_017078740.1|DEUG	LOC109400415|XP_019528472.1|AEAL
OG0002624	LOC108109564|XP_017073626.1|DEUG	LOC109400418|XP_029716179.1|AEAL
OG0002625	LOC108109453|XP_017073441.1|DEUG	LOC109400410|XP_029716310.1|AEAL
OG0002626	LOC108117433|XP_017085337.1|DEUG	LOC115259460|XP_029715895.1|AEAL, LOC109411854|XP_029716242.1|AEAL, LOC115259476|XP_029715918.1|AEAL
OG0002627	LOC108115625|XP_017082661.1|DEUG	LOC109425258|XP_029716204.1|AEAL, LOC115268850|XP_029732881.1|AEAL
OG0002628	LOC108115360|XP_017082275.1|DEUG	LOC109425306|XP_029718013.1|AEAL, LOC109419818|XP_029716470.1|AEAL
OG0002629	LOC108116323|XP_017083619.1|DEUG	LOC115253841|XP_029734282.1|AEAL, LOC109398973|XP_029732549.1|AEAL
OG0002630	LOC108116390|XP_017083741.1|DEUG	LOC109429330|XP_029715857.1|AEAL, LOC109401057|XP_029716127.1|AEAL
OG0002631	LOC108113806|XP_017080004.1|DEUG	LOC109397160|XP_019525045.2|AEAL, LOC109400711|XP_019528750.2|AEAL
OG0002632	LOC108111695|XP_017076733.1|DEUG	LOC109412577|XP_029715965.1|AEAL, LOC109396977|XP_019524837.2|AEAL
OG0002633	LOC108116880|XP_017084464.1|DEUG	LOC109397298|XP_029716069.1|AEAL, LOC109412604|XP_019541778.2|AEAL
OG0002634	LOC108111684|XP_017076716.1|DEUG	LOC109412595|XP_029715827.1|AEAL, LOC109433483|XP_029716406.1|AEAL
OG0002635	LOC108110171|XP_017074587.1|DEUG	LOC109429293|XP_029715831.1|AEAL, LOC115259822|XP_029716487.1|AEAL
OG0002636	LOC108117266|XP_017085147.1|DEUG	LOC109429313|XP_029716298.1|AEAL, LOC115259642|XP_029716278.1|AEAL
OG0002637	LOC108104093|XP_017065478.1|DEUG	LOC109424320|XP_029715910.1|AEAL, LOC109417118|XP_029716017.1|AEAL, LOC115259526|XP_029716029.1|AEAL
OG0002638	LOC108111343|XP_017076261.1|DEUG	LOC109417123|XP_029716040.1|AEAL, LOC109424324|XP_029716492.1|AEAL
OG0002639	LOC108116432|XP_017083816.1|DEUG	LOC109413895|XP_019543165.2|AEAL, LOC109421114|XP_029710015.1|AEAL
OG0002640	LOC108116894|XP_017084491.1|DEUG	LOC109409085|XP_029713637.1|AEAL, LOC109622971|XP_029713284.1|AEAL
OG0002641	LOC108116897|XP_017084496.1|DEUG	LOC109409076|XP_029713154.1|AEAL, LOC115257821|XP_029713636.1|AEAL
OG0002642	LOC108116896|XP_017084494.1|DEUG	LOC109409078|XP_019538029.2|AEAL, LOC109622985|XP_019933006.2|AEAL
OG0002643	LOC108116895|XP_017084492.1|DEUG	LOC115257402|XP_029712823.1|AEAL, LOC109409079|XP_029713698.1|AEAL
OG0002644	LOC108115406|XP_017082333.1|DEUG	LOC109407028|XP_019535592.1|AEAL
