Orthogroup	DEUG.longest_only	DALB.longest_only
OG0001966	LOC108107557|XP_017070637.1|DEUG	LOC117573978|XP_034113415.1|DALB
OG0001967	LOC108109271|XP_017073249.1|DEUG	LOC117571997|XP_034110399.1|DALB
OG0001968	LOC108114737|XP_017081338.1|DEUG	LOC117572095|XP_034110591.1|DALB, LOC117568109|XP_034104391.1|DALB, LOC117566368|XP_034101756.1|DALB
OG0001969	LOC108112766|XP_017078515.1|DEUG	LOC117570934|XP_034108753.1|DALB
OG0001970	LOC108113135|XP_017079131.1|DEUG	LOC117568123|XP_034104419.1|DALB
OG0001971	LOC108109085|XP_017072940.1|DEUG	LOC117570341|XP_034107787.1|DALB
OG0001972	LOC108113481|XP_017079553.1|DEUG	LOC117567368|XP_034103201.1|DALB
OG0001973	LOC108109230|XP_017073192.1|DEUG	LOC117568040|XP_034104275.1|DALB
OG0001974	LOC108104493|XP_017066096.1|DEUG	LOC117568879|XP_034105670.1|DALB, LOC117566678|XP_034102117.1|DALB
OG0001975	LOC108103595|XP_017064612.1|DEUG	LOC117568677|XP_034105372.1|DALB
OG0001976	LOC108106583|XP_017069253.1|DEUG	LOC117567762|XP_034103844.1|DALB
OG0001977	LOC108106926|XP_017069674.1|DEUG	LOC117565036|XP_034099875.1|DALB
OG0001978	LOC108105710|XP_017067913.1|DEUG	LOC117564558|XP_034099282.1|DALB
OG0001979	LOC108107008|XP_017069841.1|DEUG	LOC117565849|XP_034101058.1|DALB
OG0001980	LOC108104184|XP_017065610.1|DEUG	LOC117563279|XP_034097404.1|DALB
OG0001981	LOC108102631|XP_017063234.1|DEUG	LOC117564365|XP_034098972.1|DALB
OG0001982	LOC108109345|XP_017073292.1|DEUG	LOC117565723|XP_034100863.1|DALB
OG0001984	LOC108113450|XP_017079513.1|DEUG	LOC117564400|XP_034099015.1|DALB
OG0001985	LOC108110736|XP_017075429.1|DEUG	LOC117563530|XP_034097801.1|DALB
OG0001986	LOC108106909|XP_017069649.1|DEUG	LOC117563469|XP_034097715.1|DALB, LOC117563476|XP_034097724.1|DALB
OG0001987	LOC108118519|XP_017086753.1|DEUG	LOC117578226|XP_034119491.1|DALB
OG0001988	LOC108112529|XP_017077944.1|DEUG	LOC117567652|XP_034103655.1|DALB
OG0001989	LOC108110431|XP_017074986.1|DEUG	LOC117564545|XP_034099259.1|DALB
OG0001991	LOC108118109|XP_017086147.1|DEUG	LOC117565755|XP_034100896.1|DALB
OG0001992	LOC108104115|XP_017065504.1|DEUG	LOC117564714|XP_034099486.1|DALB
OG0001993	LOC108106990|XP_017069817.1|DEUG	LOC117563959|XP_034098426.1|DALB
OG0001994	LOC108117171|XP_017084941.1|DEUG	LOC117575735|XP_034115971.1|DALB
OG0001995	LOC108106996|XP_017069824.1|DEUG	LOC117564646|XP_034099398.1|DALB
OG0001996	LOC108102650|XP_017063274.1|DEUG	LOC117563813|XP_034098234.1|DALB
OG0001997	LOC108107292|XP_017070238.1|DEUG	LOC117572579|XP_034111353.1|DALB
OG0001998	LOC108107288|XP_017070231.1|DEUG	LOC117572576|XP_034111349.1|DALB
OG0001999	LOC108104799|XP_017066559.1|DEUG	LOC117567568|XP_034103525.1|DALB
OG0002000	LOC108106196|XP_017068612.1|DEUG	LOC117565147|XP_034100016.1|DALB
OG0002001	LOC108105675|XP_017067866.1|DEUG	LOC117565489|XP_034100483.1|DALB
OG0002002	LOC108106667|XP_017069386.1|DEUG	LOC117570615|XP_034108266.1|DALB, LOC117569710|XP_034106866.1|DALB
OG0002003	LOC108110700|XP_017075330.1|DEUG	LOC117565295|XP_034100220.1|DALB
OG0002004	LOC108103079|XP_017063918.1|DEUG	LOC117577731|XP_034118525.1|DALB, LOC117577081|XP_034118077.1|DALB, LOC117570913|XP_034108712.1|DALB, LOC117566497|XP_034101928.1|DALB, LOC117565005|XP_034099841.1|DALB, LOC117565317|XP_034100246.1|DALB
OG0002005	LOC108102463|XP_017062999.1|DEUG	LOC117564088|XP_034098609.1|DALB
OG0002006	LOC108106969|XP_017069760.1|DEUG	LOC117566201|XP_034101609.1|DALB
OG0002007	LOC108106168|XP_017068573.1|DEUG	LOC117563455|XP_034097694.1|DALB
OG0002008	LOC108102371|XP_017062779.1|DEUG	LOC117573140|XP_034111960.1|DALB
OG0002009	LOC108112245|XP_017077556.1|DEUG	LOC117568627|XP_034105309.1|DALB
OG0002010	LOC108110978|XP_017075775.1|DEUG	LOC117563378|XP_034097574.1|DALB
OG0002011	LOC108114881|XP_017081528.1|DEUG	LOC117564905|XP_034099749.1|DALB
OG0002012	LOC108102548|XP_017063098.1|DEUG	LOC117564583|XP_034099315.1|DALB
OG0002013	LOC108106843|XP_017069568.1|DEUG	LOC117565375|XP_034100335.1|DALB
OG0002014	LOC108109217|XP_017073170.1|DEUG	LOC117569364|XP_034106386.1|DALB
OG0002015	LOC108106864|XP_017069597.1|DEUG	LOC117576486|XP_034117151.1|DALB, LOC117576487|XP_034117153.1|DALB
OG0002016	LOC108104518|XP_017066136.1|DEUG	LOC117570325|XP_034107758.1|DALB
OG0002017	LOC108111047|XP_017075865.1|DEUG	LOC117565448|XP_034100431.1|DALB
OG0002018	LOC108106989|XP_017069815.1|DEUG	LOC117563642|XP_034097943.1|DALB
OG0002019	LOC108104122|XP_017065513.1|DEUG	LOC117563829|XP_034098248.1|DALB
OG0002020	LOC108106935|XP_017069689.1|DEUG	LOC117563686|XP_034098008.1|DALB
OG0002021	LOC108109121|XP_017073005.1|DEUG	LOC117571991|XP_034110390.1|DALB
OG0002022	LOC108115506|XP_017082487.1|DEUG	LOC117563901|XP_034098352.1|DALB
OG0002023	LOC108116962|XP_017084607.1|DEUG	LOC117573949|XP_034113366.1|DALB
OG0002024	LOC108111137|XP_017075992.1|DEUG	LOC117565258|XP_034100168.1|DALB
OG0002025	LOC108112173|XP_017077465.1|DEUG	LOC117564779|XP_034099570.1|DALB
OG0002026	LOC108108713|XP_017072335.1|DEUG	LOC117567428|XP_034103318.1|DALB
OG0002027	LOC108112504|XP_017077872.1|DEUG	LOC117568010|XP_034104224.1|DALB
OG0002028	LOC108107326|XP_017070300.1|DEUG	LOC117567922|XP_034104097.1|DALB
OG0002029	LOC108107635|XP_017070709.1|DEUG	LOC117568396|XP_034104918.1|DALB
OG0002030	LOC108107206|XP_017070111.1|DEUG	LOC117571478|XP_034109531.1|DALB
OG0002031	LOC108106412|XP_017068921.1|DEUG	LOC117572082|XP_034110565.1|DALB
OG0002032	LOC108110194|XP_017074644.1|DEUG	LOC117575805|XP_034116083.1|DALB
OG0002033	LOC108117609|XP_017085622.1|DEUG	LOC117573109|XP_034111927.1|DALB
OG0002034	LOC108118538|XP_017086777.1|DEUG	LOC117565956|XP_034101279.1|DALB
OG0002035	LOC108109475|XP_017073489.1|DEUG	LOC117573990|XP_034113430.1|DALB, LOC117576291|XP_034116837.1|DALB
OG0002036	LOC108108361|XP_017071892.1|DEUG	LOC117574041|XP_034113532.1|DALB
OG0002037	LOC108108042|XP_017071405.1|DEUG	LOC117570860|XP_034108631.1|DALB
OG0002038	LOC108105918|XP_017068191.1|DEUG, LOC108117307|XP_017085156.1|DEUG	LOC117575288|XP_034115323.1|DALB
OG0002039	LOC108117443|XP_017085352.1|DEUG	LOC117573118|XP_034111935.1|DALB
OG0002040	LOC108104322|XP_017065794.1|DEUG	LOC117576860|XP_034117853.1|DALB
OG0002041	LOC108104542|XP_017066171.1|DEUG	LOC117567182|XP_034102894.1|DALB
OG0002042	LOC108116210|XP_017083484.1|DEUG	LOC117575622|XP_034115789.1|DALB
OG0002043	LOC108115365|XP_017082281.1|DEUG	LOC117575723|XP_034115955.1|DALB
OG0002044	LOC108115616|XP_017082638.1|DEUG	LOC117576093|XP_034116532.1|DALB
OG0002045	LOC108109587|XP_017073653.1|DEUG	LOC117575040|XP_034115012.1|DALB
OG0002046	LOC108117721|XP_017085769.1|DEUG	LOC117563857|XP_034098281.1|DALB, LOC117577551|XP_034118272.1|DALB, LOC117566778|XP_034102211.1|DALB
OG0002047	LOC108103751|XP_017064848.1|DEUG	LOC117578318|XP_034119665.1|DALB
OG0002048	LOC108111726|XP_017076768.1|DEUG	LOC117574161|XP_034113739.1|DALB
OG0002049	LOC108116362|XP_017083675.1|DEUG	LOC117576956|XP_034118010.1|DALB
OG0002050	LOC108116378|XP_017083708.1|DEUG	LOC117576341|XP_034116907.1|DALB, LOC117576970|XP_034118039.1|DALB
OG0002051	LOC108106682|XP_017069402.1|DEUG	LOC117572783|XP_034111771.1|DALB
OG0002052	LOC108114669|XP_017081237.1|DEUG	LOC117572039|XP_034110493.1|DALB
OG0002053	LOC108109541|XP_017073599.1|DEUG	LOC117573278|XP_034112256.1|DALB
OG0002054	LOC108115324|XP_017082221.1|DEUG	LOC117576542|XP_034117271.1|DALB
OG0002055	LOC108111792|XP_017076870.1|DEUG	LOC117574285|XP_034113927.1|DALB
OG0002056	LOC108107821|XP_017071057.1|DEUG	LOC117567396|XP_034103243.1|DALB
OG0002057	LOC108111178|XP_017076047.1|DEUG	LOC117564875|XP_034099715.1|DALB
OG0002058	LOC108104649|XP_017066319.1|DEUG	LOC117569759|XP_034106943.1|DALB
OG0002059	LOC108113749|XP_017079932.1|DEUG	LOC117576797|XP_034117748.1|DALB
OG0002060	LOC108106699|XP_017069421.1|DEUG	LOC117566432|XP_034101853.1|DALB
OG0002061	LOC108107439|XP_017070468.1|DEUG	LOC117572045|XP_034110508.1|DALB
OG0002062	LOC108117693|XP_017085711.1|DEUG	LOC117575049|XP_034115026.1|DALB
OG0002063	LOC108109724|XP_017073858.1|DEUG	LOC117575547|XP_034115699.1|DALB
OG0002064	LOC108108141|XP_017071557.1|DEUG	LOC117578154|XP_034119264.1|DALB
OG0002065	LOC108107826|XP_017071065.1|DEUG	LOC117572355|XP_034111009.1|DALB
OG0002066	LOC108116352|XP_017083656.1|DEUG	LOC117576032|XP_034116433.1|DALB
OG0002067	LOC108107327|XP_017070302.1|DEUG	LOC117567923|XP_034104098.1|DALB
OG0002068	LOC108113089|XP_017079024.1|DEUG	LOC117570527|XP_034108121.1|DALB
OG0002069	LOC108107025|XP_017069862.1|DEUG	LOC117570311|XP_034107746.1|DALB
OG0002070	LOC108116524|XP_017083950.1|DEUG	LOC117573548|XP_034112718.1|DALB
OG0002071	LOC108113742|XP_017079920.1|DEUG	LOC117576524|XP_034117237.1|DALB
OG0002072	LOC108113368|XP_017079424.1|DEUG	LOC117571985|XP_034110383.1|DALB
OG0002073	LOC108104276|XP_017065716.1|DEUG	LOC117570467|XP_034108020.1|DALB
OG0002074	LOC108106780|XP_017069510.1|DEUG	LOC117567099|XP_034102769.1|DALB
OG0002075	LOC108107164|XP_017070065.1|DEUG	LOC117565273|XP_034100192.1|DALB
OG0002076	LOC108112911|XP_017078771.1|DEUG	LOC117572640|XP_034111502.1|DALB
OG0002077	LOC108102794|XP_017063451.1|DEUG	LOC117567511|XP_034103443.1|DALB
OG0002078	LOC108106249|XP_017068704.1|DEUG	LOC117568965|XP_034105814.1|DALB
OG0002079	LOC108114332|XP_017080745.1|DEUG	LOC117568582|XP_034105206.1|DALB
OG0002080	LOC108113176|XP_017079182.1|DEUG	LOC117568762|XP_034105489.1|DALB
OG0002081	LOC108107495|XP_017070532.1|DEUG	LOC117572064|XP_034110534.1|DALB
OG0002082	LOC108112714|XP_017078429.1|DEUG	LOC117572725|XP_034111681.1|DALB
OG0002083	LOC108103296|XP_017064204.1|DEUG	LOC117572231|XP_034110843.1|DALB
OG0002084	LOC108112671|XP_017078299.1|DEUG	LOC117568546|XP_034105155.1|DALB
OG0002085	LOC108112964|XP_017078853.1|DEUG	LOC117569081|XP_034105988.1|DALB
OG0002086	LOC108113323|XP_017079366.1|DEUG	LOC117570289|XP_034107701.1|DALB
OG0002087	LOC108107558|XP_017070600.1|DEUG	LOC117571793|XP_034110045.1|DALB
OG0002088	LOC108114396|XP_017080858.1|DEUG	LOC117571146|XP_034109039.1|DALB
OG0002089	LOC108103916|XP_017065152.1|DEUG, LOC108104511|XP_017066120.1|DEUG	LOC117567435|XP_034103333.1|DALB
OG0002090	LOC108114570|XP_017081110.1|DEUG	LOC117567440|XP_034103339.1|DALB, LOC117566532|XP_034101963.1|DALB, LOC117570033|XP_034107347.1|DALB
OG0002091	LOC108107234|XP_017070141.1|DEUG	LOC117566708|XP_034102144.1|DALB
OG0002092	LOC108114255|XP_017080640.1|DEUG	LOC117572319|XP_034110942.1|DALB
OG0002093	LOC108112009|XP_017077236.1|DEUG	LOC117571533|XP_034109614.1|DALB
OG0002094	LOC108107232|XP_017070139.1|DEUG	LOC117569587|XP_034106708.1|DALB
OG0002095	LOC108105108|XP_017067031.1|DEUG	LOC117568934|XP_034105754.1|DALB
OG0002096	LOC108106469|XP_017069028.1|DEUG	LOC117570725|XP_034108430.1|DALB
OG0002097	LOC108104812|XP_017066585.1|DEUG	LOC117566759|XP_034102193.1|DALB
OG0002098	LOC108108800|XP_017072470.1|DEUG	LOC117571606|XP_034109714.1|DALB
OG0002099	LOC108109528|XP_017073581.1|DEUG	LOC117574988|XP_034114949.1|DALB
OG0002100	LOC108118242|XP_017086319.1|DEUG	LOC117572806|XP_034111798.1|DALB
OG0002101	LOC108113412|XP_017079458.1|DEUG	LOC117567076|XP_034102713.1|DALB
OG0002102	LOC108109088|XP_017072946.1|DEUG	LOC117566809|XP_034102248.1|DALB
OG0002103	LOC108109548|XP_017073607.1|DEUG	LOC117574900|XP_034114829.1|DALB
OG0002106	LOC108109540|XP_017073598.1|DEUG	LOC117575973|XP_034116342.1|DALB
OG0002109	LOC108109016|XP_017072790.1|DEUG, LOC108109007|XP_017072770.1|DEUG	LOC117574723|XP_034114542.1|DALB, LOC117575278|XP_034115310.1|DALB
OG0002110	LOC108108509|XP_017072066.1|DEUG, LOC108105720|XP_017067924.1|DEUG	LOC117563700|XP_034098035.1|DALB
OG0002111	LOC108110618|XP_017075206.1|DEUG, LOC108110426|XP_017074982.1|DEUG	LOC117564493|XP_034099198.1|DALB
OG0002112	LOC108111346|XP_017076270.1|DEUG	LOC117565016|XP_034099852.1|DALB
OG0002113	LOC108106109|XP_017068515.1|DEUG, LOC108106186|XP_017068634.1|DEUG	LOC117575367|XP_034115423.1|DALB
OG0002114	LOC108111296|XP_017076175.1|DEUG, LOC108111315|XP_017076198.1|DEUG	LOC117575306|XP_034115350.1|DALB
OG0002117	LOC108109279|XP_017073260.1|DEUG	LOC117578098|XP_034119164.1|DALB
OG0002118	LOC108117448|XP_017085354.1|DEUG	LOC117573149|XP_034111989.1|DALB
OG0002119	LOC108113728|XP_017079903.1|DEUG	LOC117576428|XP_034117065.1|DALB
OG0002120	LOC108102378|XP_017062791.1|DEUG	LOC117573221|XP_034112140.1|DALB
OG0002121	LOC108116026|XP_017083202.1|DEUG	LOC117576121|XP_034116570.1|DALB
OG0002123	LOC108107033|XP_017069879.1|DEUG	LOC117564608|XP_034099354.1|DALB
OG0002124	LOC108110002|XP_017074328.1|DEUG	LOC117577700|XP_034118490.1|DALB
OG0002125	LOC108106383|XP_017068872.1|DEUG	LOC117571548|XP_034109641.1|DALB
OG0002126	LOC108113940|XP_017080137.1|DEUG	LOC117571805|XP_034110062.1|DALB
OG0002127	LOC108105381|XP_017067411.1|DEUG	LOC117578196|XP_034119409.1|DALB
OG0002128	LOC108109934|XP_017074225.1|DEUG	LOC117578063|XP_034119092.1|DALB
OG0002129	LOC108117176|XP_017084949.1|DEUG	LOC117573358|XP_034112376.1|DALB
OG0002130	LOC108102459|XP_017062956.1|DEUG	LOC117572250|XP_034110832.1|DALB
OG0002131	LOC108105267|XP_017067236.1|DEUG	LOC117575274|XP_034115304.1|DALB
OG0002133	LOC108103859|XP_017065055.1|DEUG	LOC117574504|XP_034114250.1|DALB
OG0002134	LOC108105364|XP_017067379.1|DEUG	LOC117577475|XP_034118251.1|DALB
OG0002135	LOC108103448|XP_017064418.1|DEUG	LOC117577802|XP_034118622.1|DALB
OG0002136	LOC108111424|XP_017076372.1|DEUG	LOC117574812|XP_034114670.1|DALB
OG0002137	LOC108116599|XP_017084042.1|DEUG	LOC117574105|XP_034113644.1|DALB
OG0002138	LOC108117624|XP_017085643.1|DEUG	LOC117566886|XP_034102394.1|DALB
OG0002139	LOC108110403|XP_017074958.1|DEUG	LOC117569399|XP_034106429.1|DALB
OG0002140	LOC108103158|XP_017064028.1|DEUG	LOC117573192|XP_034112078.1|DALB
OG0002141	LOC108108645|XP_017072240.1|DEUG	LOC117573177|XP_034112038.1|DALB
OG0002142	LOC108115018|XP_017081749.1|DEUG	LOC117575223|XP_034115241.1|DALB
OG0002143	LOC108102643|XP_017063254.1|DEUG	LOC117564347|XP_034098953.1|DALB
OG0002144	LOC108102358|XP_017062743.1|DEUG, LOC108102307|XP_017062556.1|DEUG	LOC117573240|XP_034112180.1|DALB
OG0002145	LOC108117286|XP_017085129.1|DEUG	LOC117575449|XP_034115552.1|DALB
OG0002146	LOC108104166|XP_017065558.1|DEUG, LOC108114993|XP_017081716.1|DEUG	LOC117575237|XP_034115259.1|DALB
OG0002147	LOC108110130|XP_017074525.1|DEUG	LOC117567338|XP_034103153.1|DALB
OG0002148	LOC108108210|XP_017071660.1|DEUG	LOC117568116|XP_034104411.1|DALB
OG0002149	LOC108102369|XP_017062776.1|DEUG	LOC117573116|XP_034111932.1|DALB
OG0002150	LOC108110054|XP_017074418.1|DEUG	LOC117573954|XP_034113379.1|DALB
OG0002152	LOC108116875|XP_017084457.1|DEUG	LOC117576273|XP_034116810.1|DALB
OG0002153	LOC108115946|XP_017083071.1|DEUG	LOC117574006|XP_034113472.1|DALB
OG0002154	LOC108102458|XP_017062955.1|DEUG	LOC117566000|XP_034101316.1|DALB
OG0002155	LOC108113490|XP_017079565.1|DEUG	LOC117574886|XP_034114809.1|DALB
OG0002156	LOC108116780|XP_017084305.1|DEUG	LOC117568890|XP_034105681.1|DALB
OG0002157	LOC108116869|XP_017084436.1|DEUG	LOC117573681|XP_034112917.1|DALB
OG0002158	LOC108113091|XP_017079025.1|DEUG	LOC117570529|XP_034108124.1|DALB
OG0002159	LOC108109115|XP_017072997.1|DEUG	LOC117570298|XP_034107713.1|DALB
OG0002160	LOC108115066|XP_017081804.1|DEUG	LOC117576324|XP_034116883.1|DALB
OG0002161	LOC108117250|XP_017085088.1|DEUG	LOC117576624|XP_034117435.1|DALB
OG0002162	LOC108111994|XP_017077395.1|DEUG	LOC117575167|XP_034115161.1|DALB
OG0002163	LOC108103362|XP_017064296.1|DEUG	LOC117578321|XP_034119672.1|DALB, LOC117568784|XP_034105512.1|DALB
OG0002164	LOC108113645|XP_017079803.1|DEUG	LOC117574074|XP_034113598.1|DALB
OG0002165	LOC108118453|XP_017086660.1|DEUG	LOC117574558|XP_034114321.1|DALB
OG0002166	LOC108108460|XP_017072006.1|DEUG	LOC117565083|XP_034099924.1|DALB
OG0002167	LOC108112053|XP_017077296.1|DEUG	LOC117571036|XP_034108889.1|DALB
OG0002168	LOC108107401|XP_017070410.1|DEUG	LOC117569112|XP_034106022.1|DALB
OG0002169	LOC108114710|XP_017081298.1|DEUG	LOC117567283|XP_034103040.1|DALB
OG0002170	LOC108108703|XP_017072301.1|DEUG	LOC117573167|XP_034112027.1|DALB
OG0002171	LOC108116598|XP_017084040.1|DEUG	LOC117575340|XP_034115389.1|DALB
OG0002172	LOC108115638|XP_017082680.1|DEUG	LOC117576146|XP_034116604.1|DALB
OG0002173	LOC108110505|XP_017075073.1|DEUG	LOC117565449|XP_034100436.1|DALB
OG0002174	LOC108111636|XP_017076655.1|DEUG, LOC108111642|XP_017076662.1|DEUG	LOC117575154|XP_034115149.1|DALB
OG0002175	LOC108111643|XP_017076663.1|DEUG	LOC117575155|XP_034115150.1|DALB
OG0002176	LOC108117119|XP_017084839.1|DEUG	LOC117575821|XP_034116115.1|DALB
OG0002177	LOC108111530|XP_017076539.1|DEUG	LOC117575313|XP_034115358.1|DALB
OG0002179	LOC108113790|XP_017079987.1|DEUG	LOC117575056|XP_034115028.1|DALB
OG0002180	LOC108111335|XP_017076245.1|DEUG	LOC117576832|XP_034117797.1|DALB
OG0002181	LOC108103139|XP_017064000.1|DEUG	LOC117574235|XP_034113841.1|DALB
OG0002182	LOC108115148|XP_017081941.1|DEUG	LOC117574131|XP_034113680.1|DALB
OG0002184	LOC108111682|XP_017076711.1|DEUG	LOC117576672|XP_034117554.1|DALB
OG0002185	LOC108105622|XP_017067793.1|DEUG	LOC117576268|XP_034116802.1|DALB
OG0002186	LOC108113405|XP_017079447.1|DEUG	LOC117565307|XP_034100236.1|DALB
OG0002187	LOC108115626|XP_017082666.1|DEUG	LOC117573772|XP_034113062.1|DALB
OG0002188	LOC108107435|XP_017070460.1|DEUG	LOC117571450|XP_034109488.1|DALB
OG0002189	LOC108113826|XP_017080024.1|DEUG	LOC117573162|XP_034112015.1|DALB
OG0002190	LOC108116678|XP_017084167.1|DEUG	LOC117575502|XP_034115636.1|DALB
OG0002191	LOC108114199|XP_017080506.1|DEUG	LOC117571808|XP_034110070.1|DALB
OG0002192	LOC108108657|XP_017072250.1|DEUG	LOC117572541|XP_034111301.1|DALB
OG0002193	LOC108117515|XP_017085500.1|DEUG	LOC117574971|XP_034114927.1|DALB
OG0002194	LOC108115796|XP_017082865.1|DEUG	LOC117576038|XP_034116451.1|DALB
OG0002195	LOC108116690|XP_017084193.1|DEUG	LOC117576512|XP_034117212.1|DALB
OG0002196	LOC108116282|XP_017083558.1|DEUG	LOC117573273|XP_034112244.1|DALB
OG0002197	LOC108104627|XP_017066291.1|DEUG	LOC117569515|XP_034106597.1|DALB
OG0002198	LOC108115056|XP_017081791.1|DEUG	LOC117573997|XP_034113437.1|DALB
OG0002199	LOC108109516|XP_017073556.1|DEUG	LOC117575253|XP_034115278.1|DALB
OG0002200	LOC108105104|XP_017067028.1|DEUG	LOC117574361|XP_034114085.1|DALB
OG0002202	LOC108110707|XP_017075342.1|DEUG, LOC108116893|XP_017084488.1|DEUG	LOC117574693|XP_034114492.1|DALB
OG0002203	LOC108111635|XP_017076654.1|DEUG, LOC108111675|XP_017076701.1|DEUG	LOC117574012|XP_034113487.1|DALB
OG0002204	LOC108113729|XP_017079904.1|DEUG	LOC117574509|XP_034114259.1|DALB
OG0002205	LOC108116835|XP_017084376.1|DEUG	LOC117575610|XP_034115773.1|DALB
OG0002206	LOC108115700|XP_017082759.1|DEUG	LOC117574996|XP_034114960.1|DALB
OG0002207	LOC108116056|XP_017083246.1|DEUG	LOC117575300|XP_034115341.1|DALB
OG0002208	LOC108116109|XP_017083320.1|DEUG	LOC117575631|XP_034115800.1|DALB
OG0002209	LOC108109750|XP_017073907.1|DEUG	LOC117568859|XP_034105641.1|DALB
OG0002211	LOC108116953|XP_017084596.1|DEUG	LOC117574193|XP_034113782.1|DALB, LOC117574194|XP_034113784.1|DALB
OG0002212	LOC108117121|XP_017084841.1|DEUG	LOC117576354|XP_034116933.1|DALB
OG0002213	LOC108116146|XP_017083371.1|DEUG	LOC117575644|XP_034115815.1|DALB
OG0002214	LOC108109432|XP_017073421.1|DEUG	LOC117576737|XP_034117659.1|DALB
OG0002215	LOC108109209|XP_017073143.1|DEUG	LOC117575628|XP_034115796.1|DALB
OG0002216	LOC108116071|XP_017083275.1|DEUG	LOC117569369|XP_034106391.1|DALB
OG0002218	LOC108110066|XP_017074436.1|DEUG	LOC117567011|XP_034102591.1|DALB
OG0002219	LOC108116976|XP_017084625.1|DEUG	LOC117575470|XP_034115578.1|DALB
OG0002220	LOC108116798|XP_017084334.1|DEUG	LOC117574468|XP_034114196.1|DALB
OG0002221	LOC108114624|XP_017081180.1|DEUG	LOC117571758|XP_034110001.1|DALB
OG0002222	LOC108107367|XP_017070360.1|DEUG	LOC117567742|XP_034103818.1|DALB
OG0002223	LOC108112636|XP_017078234.1|DEUG	LOC117572210|XP_034110774.1|DALB
OG0002224	LOC108112564|XP_017078001.1|DEUG	LOC117570364|XP_034107823.1|DALB
OG0002225	LOC108104917|XP_017066754.1|DEUG	LOC117570861|XP_034108632.1|DALB
OG0002226	LOC108106403|XP_017068903.1|DEUG	LOC117566905|XP_034102414.1|DALB
OG0002227	LOC108106474|XP_017069039.1|DEUG	LOC117568731|XP_034105440.1|DALB
OG0002228	LOC108105408|XP_017067444.1|DEUG	LOC117568725|XP_034105434.1|DALB
OG0002229	LOC108107358|XP_017070348.1|DEUG	LOC117567463|XP_034103368.1|DALB
OG0002230	LOC108112543|XP_017077968.1|DEUG	LOC117571078|XP_034108944.1|DALB
OG0002231	LOC108113113|XP_017079099.1|DEUG	LOC117568454|XP_034105021.1|DALB
OG0002232	LOC108109160|XP_017073072.1|DEUG	LOC117572516|XP_034111262.1|DALB
OG0002233	LOC108108208|XP_017071658.1|DEUG	LOC117569420|XP_034106465.1|DALB
OG0002235	LOC108112672|XP_017078300.1|DEUG	LOC117568616|XP_034105277.1|DALB
OG0002236	LOC108107315|XP_017070277.1|DEUG	LOC117571403|XP_034109428.1|DALB
OG0002237	LOC108107434|XP_017070457.1|DEUG	LOC117571445|XP_034109480.1|DALB
OG0002238	LOC108113024|XP_017078940.1|DEUG	LOC117568311|XP_034104752.1|DALB
OG0002239	LOC108112846|XP_017078648.1|DEUG	LOC117568203|XP_034104562.1|DALB
OG0002240	LOC108112933|XP_017078813.1|DEUG	LOC117566964|XP_034102508.1|DALB
OG0002241	LOC108117391|XP_017085278.1|DEUG	LOC117571493|XP_034109552.1|DALB
OG0002242	LOC108109825|XP_017074050.1|DEUG	LOC117568463|XP_034105031.1|DALB
OG0002243	LOC108117146|XP_017084893.1|DEUG	LOC117576521|XP_034117230.1|DALB
OG0002244	LOC108114342|XP_017080763.1|DEUG	LOC117572699|XP_034111644.1|DALB
OG0002245	LOC108109815|XP_017074029.1|DEUG	LOC117566958|XP_034102495.1|DALB
OG0002246	LOC108113183|XP_017079197.1|DEUG	LOC117569569|XP_034106682.1|DALB
OG0002247	LOC108107402|XP_017070411.1|DEUG	LOC117569114|XP_034106025.1|DALB
OG0002248	LOC108107912|XP_017071221.1|DEUG	LOC117571910|XP_034110279.1|DALB
OG0002249	LOC108109911|XP_017074208.1|DEUG	LOC117568708|XP_034105413.1|DALB
OG0002250	LOC108108901|XP_017072614.1|DEUG	LOC117571676|XP_034109808.1|DALB
OG0002251	LOC108109274|XP_017073254.1|DEUG	LOC117571366|XP_034109368.1|DALB
OG0002252	LOC108109205|XP_017073136.1|DEUG	LOC117571245|XP_034109190.1|DALB
OG0002253	LOC108107461|XP_017070496.1|DEUG	LOC117567632|XP_034103622.1|DALB
OG0002254	LOC108117462|XP_017085373.1|DEUG	LOC117573898|XP_034113297.1|DALB
OG0002255	LOC108103759|XP_017064866.1|DEUG	LOC117578330|XP_034119684.1|DALB
OG0002256	LOC108112585|XP_017078113.1|DEUG	LOC117572229|XP_034110798.1|DALB
OG0002257	LOC108106420|XP_017068938.1|DEUG	LOC117566926|XP_034102437.1|DALB
OG0002258	LOC108114104|XP_017080352.1|DEUG	LOC117571384|XP_034109393.1|DALB, LOC117571385|XP_034109394.1|DALB
OG0002259	LOC108115198|XP_017082008.1|DEUG	LOC117571042|XP_034108904.1|DALB
OG0002260	LOC108107974|XP_017071307.1|DEUG	LOC117569472|XP_034106531.1|DALB
OG0002261	LOC108108675|XP_017072268.1|DEUG	LOC117572053|XP_034110520.1|DALB
OG0002262	LOC108104833|XP_017066623.1|DEUG	LOC117569196|XP_034106155.1|DALB
OG0002263	LOC108114539|XP_017081071.1|DEUG	LOC117567500|XP_034103422.1|DALB
