Orthogroup	DEUG.longest_only	BCOP.longest_only
OG0002472	LOC108106371|XP_017068845.1|DEUG	LOC119071492|XP_037032238.1|BCOP
OG0002473	LOC108106768|XP_017069496.1|DEUG	LOC119072615|XP_037033765.1|BCOP
OG0002474	LOC108118205|XP_017086255.1|DEUG	LOC119071844|XP_037032794.1|BCOP
OG0002475	LOC108111355|XP_017076277.1|DEUG	LOC119071960|XP_037032986.1|BCOP
OG0002476	LOC108112894|XP_017078739.1|DEUG	LOC119085339|XP_037051617.1|BCOP
OG0002477	LOC108109291|XP_017073274.1|DEUG	LOC119072433|XP_037033542.1|BCOP
OG0002478	LOC108112001|XP_017077226.1|DEUG	LOC119078989|XP_037042640.1|BCOP
OG0002479	LOC108106455|XP_017069010.1|DEUG	LOC119066902|XP_037025487.1|BCOP
OG0002480	LOC108105315|XP_017067296.1|DEUG	LOC119071163|XP_037031815.1|BCOP
OG0002481	LOC108104393|XP_017065922.1|DEUG	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP
OG0002482	LOC108106325|XP_017068785.1|DEUG	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP
OG0002483	LOC108107440|XP_017070469.1|DEUG	LOC119076934|XP_037039866.1|BCOP
OG0002484	LOC108112681|XP_017078361.1|DEUG	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP
OG0002485	LOC108104510|XP_017066116.1|DEUG	LOC119070974|XP_037031447.1|BCOP
OG0002486	LOC108114336|XP_017080751.1|DEUG	LOC119085992|XP_037052458.1|BCOP
OG0002487	LOC108118104|XP_017086144.1|DEUG	LOC119072776|XP_037033960.1|BCOP
OG0002488	LOC108113240|XP_017079273.1|DEUG	LOC119080997|XP_037045556.1|BCOP
OG0002489	LOC108108552|XP_017072122.1|DEUG	LOC119076718|XP_037039536.1|BCOP
OG0002490	LOC108109174|XP_017073088.1|DEUG	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP
OG0002491	LOC108108753|XP_017072400.1|DEUG	LOC119071526|XP_037032302.1|BCOP
OG0002492	LOC108112664|XP_017078287.1|DEUG	LOC119071175|XP_037031838.1|BCOP
OG0002493	LOC108104474|XP_017066043.1|DEUG	LOC119071162|XP_037031814.1|BCOP
OG0002494	LOC108110217|XP_017074692.1|DEUG	LOC119084257|XP_037050057.1|BCOP
OG0002495	LOC108106652|XP_017069357.1|DEUG	LOC119083517|XP_037049129.1|BCOP
OG0002497	LOC108114257|XP_017080643.1|DEUG	LOC119073156|XP_037034353.1|BCOP, LOC119080635|XP_037044944.1|BCOP, LOC119085952|XP_037052398.1|BCOP, LOC119066403|XP_037024759.1|BCOP, LOC119082531|XP_037047938.1|BCOP, LOC119080978|XP_037045518.1|BCOP
OG0002499	LOC108104623|XP_017066285.1|DEUG	LOC119075573|XP_037037935.1|BCOP
OG0002500	LOC108105210|XP_017067196.1|DEUG, LOC108115996|XP_017083156.1|DEUG	LOC119083584|XP_037049227.1|BCOP
OG0002508	LOC108109960|XP_017074264.1|DEUG	LOC119069496|XP_037029462.1|BCOP
OG0002509	LOC108113262|XP_017079300.1|DEUG	LOC119067530|XP_037026479.1|BCOP
OG0002510	LOC108102424|XP_017062891.1|DEUG	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP
OG0002511	LOC108116926|XP_017084556.1|DEUG	LOC119068188|XP_037027577.1|BCOP
OG0002512	LOC108102327|XP_017062607.1|DEUG	LOC119080990|XP_037045531.1|BCOP
OG0002513	LOC108110358|XP_017074891.1|DEUG	LOC119085629|XP_037051960.1|BCOP
OG0002514	LOC108102862|XP_017063553.1|DEUG	LOC119068027|XP_037027285.1|BCOP
OG0002515	LOC108104489|XP_017066094.1|DEUG	LOC119080751|XP_037045200.1|BCOP, LOC119080750|XP_037045199.1|BCOP, LOC119077401|XP_037040503.1|BCOP, LOC119073280|XP_037034559.1|BCOP, LOC119078917|XP_037042547.1|BCOP, LOC119072597|XP_037033747.1|BCOP, LOC119085847|XP_037052252.1|BCOP
OG0002516	LOC108113602|XP_017079746.1|DEUG	LOC119082549|XP_037047964.1|BCOP
OG0002517	LOC108102970|XP_017063760.1|DEUG	LOC119068638|XP_037028203.1|BCOP
OG0002518	LOC108116809|XP_017084346.1|DEUG	LOC119069694|XP_037029718.1|BCOP
OG0002519	LOC108109141|XP_017073028.1|DEUG	LOC119082002|XP_037047215.1|BCOP
OG0002520	LOC108103245|XP_017064136.1|DEUG	LOC119067422|XP_037026288.1|BCOP
OG0002521	LOC108109993|XP_017074317.1|DEUG	LOC119067294|XP_037026080.1|BCOP
OG0002522	LOC108116967|XP_017084611.1|DEUG	LOC119070134|XP_037030353.1|BCOP
OG0002523	LOC108109049|XP_017072855.1|DEUG	LOC119068173|XP_037027556.1|BCOP
OG0002524	LOC108103668|XP_017064715.1|DEUG	LOC119084814|XP_037050786.1|BCOP
OG0002525	LOC108107550|XP_017070592.1|DEUG	LOC119068315|XP_037027762.1|BCOP
OG0002527	LOC108117260|XP_017085100.1|DEUG	LOC119070111|XP_037030319.1|BCOP
OG0002528	LOC108103676|XP_017064725.1|DEUG	LOC119068748|XP_037028349.1|BCOP
OG0002529	LOC108109126|XP_017073052.1|DEUG, LOC108117257|XP_017085096.1|DEUG	LOC119067909|XP_037027097.1|BCOP
OG0002530	LOC108114837|XP_017081469.1|DEUG	LOC119076992|XP_037039995.1|BCOP, LOC119082545|XP_037047950.1|BCOP
OG0002531	LOC108113470|XP_017079541.1|DEUG	LOC119075664|XP_037038067.1|BCOP
OG0002532	LOC108118308|XP_017086407.1|DEUG	LOC119067488|XP_037026389.1|BCOP
OG0002533	LOC108112679|XP_017078320.1|DEUG	LOC119070601|XP_037030914.1|BCOP
OG0002534	LOC108106774|XP_017069504.1|DEUG	LOC119067662|XP_037026659.1|BCOP, LOC119068320|XP_037027771.1|BCOP
OG0002535	LOC108108558|XP_017072128.1|DEUG	LOC119072304|XP_037033385.1|BCOP
OG0002536	LOC108116061|XP_017083261.1|DEUG	LOC119080712|XP_037045073.1|BCOP
OG0002537	LOC108107260|XP_017070179.1|DEUG	LOC119074362|XP_037036360.1|BCOP
OG0002539	LOC108107479|XP_017070514.1|DEUG	LOC119082169|XP_037047479.1|BCOP, LOC119083386|XP_037048996.1|BCOP
OG0002540	LOC108105637|XP_017067815.1|DEUG	LOC119067310|XP_037026113.1|BCOP
OG0002541	LOC108105391|XP_017067423.1|DEUG	LOC119067209|XP_037025948.1|BCOP
OG0002542	LOC108105097|XP_017067020.1|DEUG	LOC119070371|XP_037030567.1|BCOP
OG0002543	LOC108103882|XP_017065100.1|DEUG	LOC119068574|XP_037028114.1|BCOP
OG0002544	LOC108115677|XP_017082731.1|DEUG	LOC119069560|XP_037029537.1|BCOP, LOC119073986|XP_037035793.1|BCOP
OG0002545	LOC108102464|XP_017062962.1|DEUG	LOC119069993|XP_037030132.1|BCOP, LOC119071287|XP_037032052.1|BCOP
OG0002547	LOC108103257|XP_017064158.1|DEUG, LOC108111699|XP_017076737.1|DEUG	LOC119070262|XP_037030427.1|BCOP
OG0002548	LOC108102945|XP_017063706.1|DEUG	LOC119070613|XP_037030933.1|BCOP
OG0002549	LOC108103500|XP_017064499.1|DEUG	LOC119067667|XP_037026667.1|BCOP
OG0002550	LOC108102898|XP_017063592.1|DEUG	LOC119074515|XP_037036573.1|BCOP, LOC119074532|XP_037036591.1|BCOP
OG0002551	LOC108109377|XP_017073359.1|DEUG	LOC119082264|XP_037047628.1|BCOP
OG0002552	LOC108115425|XP_017082350.1|DEUG	LOC119068697|XP_037028283.1|BCOP
OG0002553	LOC108112662|XP_017078290.1|DEUG	LOC119068612|XP_037028164.1|BCOP
OG0002554	LOC108103262|XP_017064163.1|DEUG	LOC119085663|XP_037052006.1|BCOP
OG0002555	LOC108103360|XP_017064294.1|DEUG	LOC119067291|XP_037026076.1|BCOP, LOC119081549|XP_037046467.1|BCOP
OG0002556	LOC108113461|XP_017079531.1|DEUG	LOC119067989|XP_037027241.1|BCOP
OG0002557	LOC108118363|XP_017086521.1|DEUG	LOC119067147|XP_037025840.1|BCOP
OG0002558	LOC108116638|XP_017084107.1|DEUG	LOC119070376|XP_037030583.1|BCOP
OG0002559	LOC108111893|XP_017077018.1|DEUG	LOC119068160|XP_037027532.1|BCOP
OG0002560	LOC108110241|XP_017074718.1|DEUG	LOC119068324|XP_037027774.1|BCOP
OG0002561	LOC108117214|XP_017085027.1|DEUG	LOC119069500|XP_037029467.1|BCOP
OG0002562	LOC108117294|XP_017085142.1|DEUG	LOC119069154|XP_037028954.1|BCOP, LOC119085595|XP_037051948.1|BCOP, LOC119069153|XP_037028953.1|BCOP, LOC119071965|XP_037032991.1|BCOP
OG0002563	LOC108105357|XP_017067362.1|DEUG	LOC119071167|XP_037031819.1|BCOP
OG0002564	LOC108111320|XP_017076204.1|DEUG	LOC119070097|XP_037030305.1|BCOP, LOC119078092|XP_037041451.1|BCOP, LOC119075249|XP_037037543.1|BCOP
OG0002565	LOC108112907|XP_017078767.1|DEUG	LOC119069163|XP_037028964.1|BCOP
OG0002566	LOC108112524|XP_017077936.1|DEUG, LOC108116951|XP_017084593.1|DEUG	LOC119081788|XP_037046896.1|BCOP
OG0002567	LOC108103246|XP_017064137.1|DEUG	LOC119067298|XP_037026094.1|BCOP
OG0002568	LOC108109419|XP_017073406.1|DEUG	LOC119082824|XP_037048370.1|BCOP, LOC119070391|XP_037030606.1|BCOP
OG0002569	LOC108113956|XP_017080158.1|DEUG	LOC119068141|XP_037027497.1|BCOP, LOC119066720|XP_037025229.1|BCOP
OG0002570	LOC108116885|XP_017084472.1|DEUG	LOC119069537|XP_037029508.1|BCOP
OG0002571	LOC108116888|XP_017084478.1|DEUG	LOC119069935|XP_037030057.1|BCOP
OG0002573	LOC108116877|XP_017084459.1|DEUG	LOC119082427|XP_037047854.1|BCOP
OG0002574	LOC108116995|XP_017084649.1|DEUG	LOC119082831|XP_037048384.1|BCOP
OG0002575	LOC108111482|XP_017076454.1|DEUG	LOC119068129|XP_037027484.1|BCOP
OG0002576	LOC108102414|XP_017062869.1|DEUG	LOC119073389|XP_037034714.1|BCOP
OG0002577	LOC108108523|XP_017072084.1|DEUG	LOC119072333|XP_037033416.1|BCOP
OG0002578	LOC108102637|XP_017063246.1|DEUG	LOC119067580|XP_037026564.1|BCOP
OG0002580	LOC108113306|XP_017079347.1|DEUG	LOC119068383|XP_037027844.1|BCOP
OG0002581	LOC108116626|XP_017084093.1|DEUG	LOC119069852|XP_037029919.1|BCOP
OG0002582	LOC108110561|XP_017075146.1|DEUG	LOC119075796|XP_037038258.1|BCOP
OG0002583	LOC108117481|XP_017085432.1|DEUG	LOC119067098|XP_037025752.1|BCOP
OG0002584	LOC108108616|XP_017072204.1|DEUG	LOC119069127|XP_037028921.1|BCOP
OG0002585	LOC108108618|XP_017072205.1|DEUG	LOC119069128|XP_037028923.1|BCOP
OG0002586	LOC108117249|XP_017085084.1|DEUG	LOC119085227|XP_037051438.1|BCOP
OG0002587	LOC108109509|XP_017073547.1|DEUG	LOC119085279|XP_037051532.1|BCOP
OG0002588	LOC108110099|XP_017074486.1|DEUG	LOC119067849|XP_037026977.1|BCOP
OG0002589	LOC108113604|XP_017079749.1|DEUG	LOC119068450|XP_037027924.1|BCOP
OG0002590	LOC108103922|XP_017065163.1|DEUG	LOC119078001|XP_037041276.1|BCOP
OG0002591	LOC108113501|XP_017079578.1|DEUG	LOC119084114|XP_037049861.1|BCOP, LOC119085654|XP_037051997.1|BCOP, LOC119085655|XP_037051998.1|BCOP, LOC119085644|XP_037051977.1|BCOP
OG0002592	LOC108115849|XP_017082952.1|DEUG	LOC119068591|XP_037028140.1|BCOP
OG0002593	LOC108115838|XP_017082924.1|DEUG	LOC119085014|XP_037051091.1|BCOP
OG0002594	LOC108116883|XP_017084470.1|DEUG	LOC119085087|XP_037051228.1|BCOP
OG0002595	LOC108117116|XP_017084834.1|DEUG	LOC119085168|XP_037051364.1|BCOP
OG0002596	LOC108116927|XP_017084560.1|DEUG	LOC119067993|XP_037027249.1|BCOP, LOC119080356|XP_037044552.1|BCOP
OG0002597	LOC108105235|XP_017067195.1|DEUG	LOC119067962|XP_037027187.1|BCOP
OG0002598	LOC108115656|XP_017082704.1|DEUG	LOC119068678|XP_037028258.1|BCOP
OG0002599	LOC108110599|XP_017075189.1|DEUG	LOC119069471|XP_037029420.1|BCOP
OG0002600	LOC108104783|XP_017066527.1|DEUG	LOC119080949|XP_037045473.1|BCOP
OG0002601	LOC108115076|XP_017081814.1|DEUG	LOC119069112|XP_037028900.1|BCOP
OG0002602	LOC108116010|XP_017083178.1|DEUG	LOC119068793|XP_037028450.1|BCOP, LOC119069095|XP_037028881.1|BCOP
OG0002603	LOC108111333|XP_017076243.1|DEUG	LOC119081730|XP_037046794.1|BCOP
OG0002604	LOC108111284|XP_017076162.1|DEUG	LOC119082880|XP_037048436.1|BCOP
OG0002605	LOC108117305|XP_017085153.1|DEUG	LOC119068738|XP_037028332.1|BCOP
OG0002606	LOC108116906|XP_017084509.1|DEUG	LOC119067250|XP_037026014.1|BCOP
OG0002607	LOC108115062|XP_017081796.1|DEUG	LOC119067230|XP_037025979.1|BCOP
OG0002608	LOC108116393|XP_017083745.1|DEUG	LOC119067106|XP_037025765.1|BCOP
OG0002609	LOC108106698|XP_017069420.1|DEUG	LOC119081867|XP_037046992.1|BCOP
OG0002610	LOC108110211|XP_017074675.1|DEUG	LOC119067420|XP_037026286.1|BCOP
OG0002611	LOC108109788|XP_017073971.1|DEUG	LOC119068423|XP_037027885.1|BCOP
OG0002612	LOC108117327|XP_017085189.1|DEUG	LOC119082396|XP_037047824.1|BCOP
OG0002613	LOC108116611|XP_017084066.1|DEUG	LOC119069744|XP_037029778.1|BCOP
OG0002614	LOC108113583|XP_017079714.1|DEUG	LOC119069728|XP_037029751.1|BCOP
OG0002615	LOC108107996|XP_017071335.1|DEUG	LOC119068223|XP_037027616.1|BCOP
OG0002616	LOC108115839|XP_017082936.1|DEUG	LOC119069729|XP_037029753.1|BCOP
OG0002617	LOC108109988|XP_017074315.1|DEUG	LOC119070573|XP_037030875.1|BCOP
OG0002618	LOC108115000|XP_017081729.1|DEUG	LOC119070362|XP_037030552.1|BCOP
OG0002619	LOC108117130|XP_017084851.1|DEUG	LOC119073409|XP_037034743.1|BCOP
OG0002620	LOC108117498|XP_017085466.1|DEUG	LOC119067185|XP_037025903.1|BCOP
OG0002621	LOC108115721|XP_017082783.1|DEUG	LOC119081779|XP_037046885.1|BCOP
OG0002622	LOC108114437|XP_017080917.1|DEUG	LOC119084869|XP_037050901.1|BCOP
OG0002623	LOC108112891|XP_017078740.1|DEUG	LOC119082013|XP_037047225.1|BCOP
OG0002624	LOC108109564|XP_017073626.1|DEUG	LOC119067930|XP_037027139.1|BCOP
OG0002625	LOC108109453|XP_017073441.1|DEUG	LOC119067075|XP_037025706.1|BCOP
OG0002626	LOC108117433|XP_017085337.1|DEUG	LOC119067809|XP_037026855.1|BCOP
OG0002627	LOC108115625|XP_017082661.1|DEUG	LOC119066999|XP_037025622.1|BCOP
OG0002628	LOC108115360|XP_017082275.1|DEUG	LOC119067083|XP_037025728.1|BCOP
OG0002629	LOC108116323|XP_017083619.1|DEUG	LOC119070413|XP_037030639.1|BCOP
OG0002630	LOC108116390|XP_017083741.1|DEUG	LOC119072640|XP_037033784.1|BCOP
OG0002631	LOC108113806|XP_017080004.1|DEUG	LOC119075665|XP_037038071.1|BCOP
OG0002632	LOC108111695|XP_017076733.1|DEUG	LOC119067359|XP_037026165.1|BCOP
OG0002633	LOC108116880|XP_017084464.1|DEUG	LOC119069983|XP_037030122.1|BCOP
OG0002634	LOC108111684|XP_017076716.1|DEUG	LOC119085396|XP_037051690.1|BCOP
OG0002635	LOC108110171|XP_017074587.1|DEUG	LOC119080964|XP_037045499.1|BCOP
OG0002636	LOC108117266|XP_017085147.1|DEUG	LOC119067358|XP_037026164.1|BCOP
OG0002637	LOC108104093|XP_017065478.1|DEUG	LOC119071502|XP_037032255.1|BCOP
OG0002638	LOC108111343|XP_017076261.1|DEUG	LOC119069723|XP_037029743.1|BCOP
OG0002639	LOC108116432|XP_017083816.1|DEUG	LOC119080551|XP_037044864.1|BCOP
OG0002640	LOC108116894|XP_017084491.1|DEUG	LOC119068796|XP_037028454.1|BCOP, LOC119071761|XP_037032694.1|BCOP
OG0002641	LOC108116897|XP_017084496.1|DEUG	LOC119068801|XP_037028471.1|BCOP
OG0002642	LOC108116896|XP_017084494.1|DEUG	LOC119068803|XP_037028472.1|BCOP
OG0002643	LOC108116895|XP_017084492.1|DEUG	LOC119068804|XP_037028473.1|BCOP
OG0002644	LOC108115406|XP_017082333.1|DEUG	LOC119069255|XP_037029204.1|BCOP, LOC119069253|XP_037029202.1|BCOP
OG0002645	LOC108115401|XP_017082328.1|DEUG	LOC119069235|XP_037029169.1|BCOP
OG0002646	LOC108117553|XP_017085550.1|DEUG	LOC119082370|XP_037047789.1|BCOP
OG0002647	LOC108109483|XP_017073501.1|DEUG	LOC119074854|XP_037037065.1|BCOP
OG0002648	LOC108115169|XP_017081977.1|DEUG	LOC119070538|XP_037030808.1|BCOP
OG0002649	LOC108109468|XP_017073479.1|DEUG	LOC119069352|XP_037029321.1|BCOP
OG0002650	LOC108109482|XP_017073500.1|DEUG	LOC119081896|XP_037047022.1|BCOP
OG0002651	LOC108111477|XP_017076438.1|DEUG	LOC119069792|XP_037029832.1|BCOP
OG0002652	LOC108110203|XP_017074667.1|DEUG	LOC119067467|XP_037026350.1|BCOP
OG0002653	LOC108115999|XP_017083160.1|DEUG	LOC119068178|XP_037027561.1|BCOP
OG0002654	LOC108116059|XP_017083258.1|DEUG	LOC119078162|XP_037041532.1|BCOP
OG0002655	LOC108117188|XP_017084970.1|DEUG	LOC119067581|XP_037026568.1|BCOP
OG0002656	LOC108116954|XP_017084598.1|DEUG	LOC119070047|XP_037030228.1|BCOP
OG0002657	LOC108110162|XP_017074576.1|DEUG	LOC119069772|XP_037029805.1|BCOP
OG0002658	LOC108109070|XP_017072911.1|DEUG	LOC119084969|XP_037051017.1|BCOP
OG0002659	LOC108116078|XP_017083285.1|DEUG	LOC119067262|XP_037026036.1|BCOP
OG0002660	LOC108102993|XP_017063795.1|DEUG	LOC119067028|XP_037025656.1|BCOP
OG0002661	LOC108115989|XP_017083140.1|DEUG	LOC119069727|XP_037029746.1|BCOP
OG0002662	LOC108107449|XP_017070482.1|DEUG	LOC119081641|XP_037046612.1|BCOP
OG0002663	LOC108116587|XP_017084020.1|DEUG	LOC119067421|XP_037026287.1|BCOP
OG0002664	LOC108104177|XP_017065591.1|DEUG	LOC119078661|XP_037042203.1|BCOP
OG0002665	LOC108109003|XP_017072760.1|DEUG	LOC119073931|XP_037035695.1|BCOP
OG0002666	LOC108108994|XP_017072743.1|DEUG	LOC119073826|XP_037035516.1|BCOP
OG0002667	LOC108104880|XP_017066697.1|DEUG	LOC119084873|XP_037050908.1|BCOP
OG0002668	LOC108113772|XP_017080001.1|DEUG	LOC119079720|XP_037043676.1|BCOP, LOC119082452|XP_037047869.1|BCOP
OG0002669	LOC108106183|XP_017068596.1|DEUG	LOC119079710|XP_037043662.1|BCOP, LOC119079709|XP_037043661.1|BCOP
OG0002670	LOC108109846|XP_017074089.1|DEUG	LOC119073536|XP_037034973.1|BCOP
OG0002671	LOC108109835|XP_017074069.1|DEUG	LOC119073500|XP_037034910.1|BCOP
OG0002672	LOC108109069|XP_017072910.1|DEUG	LOC119081362|XP_037046110.1|BCOP
OG0002673	LOC108107265|XP_017070186.1|DEUG	LOC119079872|XP_037043847.1|BCOP
OG0002674	LOC108104841|XP_017066638.1|DEUG	LOC119073367|XP_037034669.1|BCOP
OG0002675	LOC108102744|XP_017063381.1|DEUG	LOC119081279|XP_037045934.1|BCOP
OG0002676	LOC108107343|XP_017070329.1|DEUG	LOC119080150|XP_037044263.1|BCOP
OG0002677	LOC108113234|XP_017079261.1|DEUG	LOC119073444|XP_037034828.1|BCOP
OG0002678	LOC108106421|XP_017068939.1|DEUG	LOC119074004|XP_037035833.1|BCOP
OG0002679	LOC108107301|XP_017070250.1|DEUG	LOC119079576|XP_037043460.1|BCOP
OG0002680	LOC108103289|XP_017064191.1|DEUG	LOC119079344|XP_037043069.1|BCOP
OG0002681	LOC108109220|XP_017073174.1|DEUG	LOC119072046|XP_037033066.1|BCOP
OG0002682	LOC108108151|XP_017071570.1|DEUG	LOC119083677|XP_037049356.1|BCOP
OG0002683	LOC108109480|XP_017073498.1|DEUG	LOC119076594|XP_037039341.1|BCOP, LOC119076595|XP_037039344.1|BCOP
OG0002684	LOC108103016|XP_017063830.1|DEUG	LOC119080762|XP_037045218.1|BCOP
OG0002685	LOC108104729|XP_017066452.1|DEUG	LOC119073512|XP_037034926.1|BCOP, LOC119073461|XP_037034859.1|BCOP
OG0002686	LOC108107690|XP_017070784.1|DEUG	LOC119080163|XP_037044279.1|BCOP
OG0002687	LOC108108580|XP_017072161.1|DEUG	LOC119080432|XP_037044684.1|BCOP
OG0002688	LOC108114592|XP_017081138.1|DEUG	LOC119081235|XP_037045858.1|BCOP
OG0002689	LOC108103869|XP_017065074.1|DEUG	LOC119073663|XP_037035162.1|BCOP
OG0002690	LOC108114715|XP_017081306.1|DEUG	LOC119073493|XP_037034895.1|BCOP
OG0002691	LOC108113271|XP_017079308.1|DEUG	LOC119073974|XP_037035774.1|BCOP
OG0002692	LOC108107347|XP_017070335.1|DEUG	LOC119073943|XP_037035712.1|BCOP
OG0002693	LOC108102853|XP_017063539.1|DEUG	LOC119080969|XP_037045506.1|BCOP
OG0002695	LOC108107783|XP_017070968.1|DEUG	LOC119077469|XP_037040575.1|BCOP
OG0002696	LOC108114493|XP_017081000.1|DEUG	LOC119076810|XP_037039692.1|BCOP
OG0002697	LOC108109817|XP_017074036.1|DEUG	LOC119073706|XP_037035206.1|BCOP
OG0002698	LOC108107895|XP_017071182.1|DEUG	LOC119080920|XP_037045431.1|BCOP
OG0002699	LOC108102745|XP_017063385.1|DEUG	LOC119080924|XP_037045439.1|BCOP
OG0002700	LOC108114218|XP_017080534.1|DEUG	LOC119074455|XP_037036489.1|BCOP
OG0002701	LOC108109114|XP_017072995.1|DEUG	LOC119074001|XP_037035825.1|BCOP
OG0002702	LOC108109210|XP_017073140.1|DEUG	LOC119072644|XP_037033788.1|BCOP
OG0002703	LOC108110362|XP_017074892.1|DEUG	LOC119073590|XP_037035058.1|BCOP
OG0002704	LOC108106595|XP_017069272.1|DEUG	LOC119073497|XP_037034906.1|BCOP
OG0002705	LOC108114488|XP_017080996.1|DEUG	LOC119081074|XP_037045710.1|BCOP
OG0002706	LOC108106424|XP_017068942.1|DEUG	LOC119075123|XP_037037404.1|BCOP, LOC119070231|XP_037030397.1|BCOP
OG0002707	LOC108104703|XP_017066408.1|DEUG	LOC119078951|XP_037042594.1|BCOP
OG0002708	LOC108114260|XP_017080646.1|DEUG	LOC119081131|XP_037045770.1|BCOP
OG0002709	LOC108104557|XP_017066188.1|DEUG	LOC119073635|XP_037035123.1|BCOP
OG0002710	LOC108108924|XP_017072665.1|DEUG	LOC119073676|XP_037035177.1|BCOP
OG0002711	LOC108109018|XP_017072779.1|DEUG	LOC119073671|XP_037035171.1|BCOP
OG0002712	LOC108112919|XP_017078797.1|DEUG	LOC119069226|XP_037029154.1|BCOP
OG0002713	LOC108112551|XP_017077976.1|DEUG	LOC119069057|XP_037028829.1|BCOP
OG0002714	LOC108112809|XP_017078592.1|DEUG	LOC119079404|XP_037043186.1|BCOP
OG0002715	LOC108103502|XP_017064503.1|DEUG	LOC119079374|XP_037043141.1|BCOP
OG0002716	LOC108107273|XP_017070203.1|DEUG	LOC119074910|XP_037037152.1|BCOP
OG0002717	LOC108109572|XP_017073637.1|DEUG	LOC119073789|XP_037035408.1|BCOP
OG0002718	LOC108113952|XP_017080153.1|DEUG	LOC119081615|XP_037046556.1|BCOP
OG0002719	LOC108116396|XP_017083755.1|DEUG	LOC119069257|XP_037029210.1|BCOP
OG0002720	LOC108108006|XP_017071349.1|DEUG	LOC119079304|XP_037042989.1|BCOP, LOC119079303|XP_037042988.1|BCOP
OG0002721	LOC108106849|XP_017069580.1|DEUG	LOC119083444|XP_037049061.1|BCOP, LOC119082179|XP_037047488.1|BCOP
OG0002722	LOC108104453|XP_017066006.1|DEUG	LOC119080733|XP_037045168.1|BCOP
OG0002723	LOC108107381|XP_017070379.1|DEUG	LOC119080797|XP_037045263.1|BCOP
OG0002724	LOC108117496|XP_017085463.1|DEUG	LOC119080601|XP_037044894.1|BCOP
OG0002725	LOC108108767|XP_017072423.1|DEUG	LOC119080084|XP_037044201.1|BCOP
OG0002726	LOC108103609|XP_017064635.1|DEUG	LOC119080773|XP_037045235.1|BCOP
OG0002727	LOC108107606|XP_017070661.1|DEUG	LOC119077497|XP_037040620.1|BCOP
OG0002728	LOC108112760|XP_017078506.1|DEUG	LOC119075434|XP_037037771.1|BCOP
OG0002730	LOC108106518|XP_017069107.1|DEUG	LOC119081262|XP_037045893.1|BCOP
OG0002731	LOC108104696|XP_017066396.1|DEUG	LOC119079935|XP_037043932.1|BCOP
OG0002732	LOC108106685|XP_017069405.1|DEUG	LOC119075134|XP_037037415.1|BCOP
OG0002733	LOC108113371|XP_017079428.1|DEUG	LOC119079361|XP_037043104.1|BCOP
OG0002734	LOC108105394|XP_017067427.1|DEUG	LOC119081358|XP_037046103.1|BCOP
OG0002735	LOC108104777|XP_017066503.1|DEUG	LOC119074027|XP_037035863.1|BCOP
OG0002736	LOC108104778|XP_017066510.1|DEUG	LOC119074021|XP_037035853.1|BCOP
OG0002737	LOC108117367|XP_017085239.1|DEUG	LOC119073349|XP_037034638.1|BCOP, LOC119068795|XP_037028453.1|BCOP
OG0002738	LOC108107894|XP_017071181.1|DEUG	LOC119073703|XP_037035198.1|BCOP
OG0002739	LOC108108051|XP_017071414.1|DEUG	LOC119073654|XP_037035149.1|BCOP
OG0002740	LOC108108050|XP_017071413.1|DEUG	LOC119073651|XP_037035145.1|BCOP
OG0002741	LOC108109140|XP_017073027.1|DEUG	LOC119069551|XP_037029529.1|BCOP
OG0002742	LOC108107441|XP_017070470.1|DEUG	LOC119073601|XP_037035069.1|BCOP
OG0002744	LOC108114182|XP_017080477.1|DEUG	LOC119080734|XP_037045169.1|BCOP, LOC119080742|XP_037045184.1|BCOP, LOC119080745|XP_037045189.1|BCOP
OG0002745	LOC108113995|XP_017080233.1|DEUG	LOC119080402|XP_037044626.1|BCOP
OG0002746	LOC108113017|XP_017078928.1|DEUG	LOC119080877|XP_037045350.1|BCOP
OG0002747	LOC108107644|XP_017070754.1|DEUG	LOC119071489|XP_037032236.1|BCOP, LOC119079534|XP_037043415.1|BCOP
OG0002748	LOC108107423|XP_017070441.1|DEUG	LOC119081736|XP_037046799.1|BCOP
OG0002749	LOC108107321|XP_017070288.1|DEUG	LOC119081760|XP_037046845.1|BCOP
OG0002750	LOC108106729|XP_017069455.1|DEUG	LOC119081417|XP_037046212.1|BCOP
OG0002751	LOC108109128|XP_017073011.1|DEUG	LOC119081435|XP_037046254.1|BCOP
OG0002752	LOC108104491|XP_017066093.1|DEUG	LOC119073464|XP_037034863.1|BCOP
OG0002753	LOC108113064|XP_017078989.1|DEUG	LOC119073950|XP_037035731.1|BCOP
OG0002754	LOC108114345|XP_017080771.1|DEUG	LOC119083644|XP_037049285.1|BCOP
OG0002755	LOC108113364|XP_017079421.1|DEUG	LOC119067964|XP_037027190.1|BCOP
OG0002756	LOC108114420|XP_017080895.1|DEUG	LOC119079984|XP_037044034.1|BCOP
