Orthogroup	DEUG.longest_only	CQUI.longest_only
OG0002156	LOC108116780|XP_017084305.1|DEUG	LOC119765577|XP_038105669.1|CQUI
OG0002157	LOC108116869|XP_017084436.1|DEUG	LOC6031420|XP_038119185.1|CQUI
OG0002159	LOC108109115|XP_017072997.1|DEUG	LOC6042564|XP_001852253.1|CQUI
OG0002160	LOC108110669|XP_017075279.1|DEUG, LOC108115066|XP_017081804.1|DEUG	LOC6053375|XP_038104218.1|CQUI
OG0002161	LOC108117250|XP_017085088.1|DEUG	LOC6034721|XP_001845003.2|CQUI, LOC6053342|XP_001869448.1|CQUI
OG0002162	LOC108111994|XP_017077395.1|DEUG	LOC6034725|XP_038105052.1|CQUI
OG0002164	LOC108113645|XP_017079803.1|DEUG	LOC6034761|XP_001845035.2|CQUI
OG0002165	LOC108109127|XP_017073015.1|DEUG	LOC6047876|XP_038113223.1|CQUI
OG0002166	LOC108108460|XP_017072006.1|DEUG	LOC6041913|XP_001851104.1|CQUI
OG0002167	LOC108112053|XP_017077296.1|DEUG	LOC6041910|XP_001851101.1|CQUI
OG0002168	LOC108107401|XP_017070410.1|DEUG	LOC6053108|XP_001869252.2|CQUI
OG0002169	LOC108114710|XP_017081298.1|DEUG	LOC119769928|XP_038119722.1|CQUI
OG0002170	LOC108108703|XP_017072301.1|DEUG	LOC6046470|XP_001863662.2|CQUI
OG0002171	LOC108116598|XP_017084040.1|DEUG	LOC6046764|XP_038105150.1|CQUI
OG0002172	LOC108115638|XP_017082680.1|DEUG	LOC6035363|XP_001845574.2|CQUI
OG0002173	LOC108110505|XP_017075073.1|DEUG	LOC6054518|XP_001870417.2|CQUI
OG0002174	LOC108111636|XP_017076655.1|DEUG, LOC108111642|XP_017076662.1|DEUG	LOC6046593|XP_001863767.2|CQUI
OG0002175	LOC108111643|XP_017076663.1|DEUG	LOC6046591|XP_001863766.1|CQUI
OG0002176	LOC108117119|XP_017084839.1|DEUG	LOC6036519|XP_001846564.2|CQUI
OG0002177	LOC108111530|XP_017076539.1|DEUG	LOC6037521|XP_038104546.1|CQUI, LOC6037519|XP_001847423.1|CQUI
OG0002178	LOC108115806|XP_017082884.1|DEUG	LOC6035645|XP_038111574.1|CQUI
OG0002179	LOC108113790|XP_017079987.1|DEUG	LOC6046335|XP_038104078.1|CQUI
OG0002180	LOC108111335|XP_017076245.1|DEUG	LOC6035429|XP_038104069.1|CQUI
OG0002181	LOC108103139|XP_017064000.1|DEUG	LOC6052079|XP_001868406.1|CQUI
OG0002182	LOC108115148|XP_017081941.1|DEUG	LOC119766353|XP_038106772.1|CQUI, LOC6035057|XP_001845294.2|CQUI
OG0002183	LOC108112034|XP_017077270.1|DEUG	LOC6053695|XP_001869737.2|CQUI
OG0002184	LOC108111682|XP_017076711.1|DEUG	LOC6039609|XP_001849183.1|CQUI
OG0002185	LOC108105622|XP_017067793.1|DEUG	LOC6044852|XP_038104985.1|CQUI
OG0002186	LOC108113405|XP_017079447.1|DEUG	LOC119765311|XP_038104858.1|CQUI
OG0002187	LOC108115626|XP_017082666.1|DEUG	LOC6035552|XP_001845710.1|CQUI
OG0002188	LOC108107435|XP_017070460.1|DEUG	LOC6035546|XP_038104743.1|CQUI
OG0002189	LOC108113826|XP_017080024.1|DEUG	LOC6048163|XP_001865121.2|CQUI
OG0002190	LOC108116678|XP_017084167.1|DEUG	LOC6047848|XP_038106127.1|CQUI
OG0002191	LOC108114199|XP_017080506.1|DEUG	LOC6054528|XP_001870428.2|CQUI
OG0002192	LOC108108657|XP_017072250.1|DEUG	LOC6046955|XP_038113556.1|CQUI
OG0002193	LOC108117515|XP_017085500.1|DEUG	LOC6032691|XP_038105765.1|CQUI
OG0002194	LOC108115796|XP_017082865.1|DEUG	LOC6032669|XP_001843234.1|CQUI, LOC6032668|XP_001843233.2|CQUI
OG0002195	LOC108116690|XP_017084193.1|DEUG	LOC6031632|XP_038116823.1|CQUI
OG0002196	LOC108116282|XP_017083558.1|DEUG, LOC108109727|XP_017073906.1|DEUG	LOC6039344|XP_001848971.2|CQUI
OG0002197	LOC108104627|XP_017066291.1|DEUG	LOC6046596|XP_038105222.1|CQUI
OG0002198	LOC108115056|XP_017081791.1|DEUG	LOC6034957|XP_038105850.1|CQUI
OG0002199	LOC108109516|XP_017073556.1|DEUG	LOC6033702|XP_001844125.1|CQUI
OG0002200	LOC108105104|XP_017067028.1|DEUG	LOC6039174|XP_038104559.1|CQUI
OG0002202	LOC108110707|XP_017075342.1|DEUG, LOC108116893|XP_017084488.1|DEUG	LOC6046148|XP_038105307.1|CQUI
OG0002203	LOC108111635|XP_017076654.1|DEUG, LOC108111675|XP_017076701.1|DEUG	LOC6039079|XP_038105676.1|CQUI
OG0002204	LOC108113729|XP_017079904.1|DEUG	LOC6049259|XP_038122869.1|CQUI
OG0002206	LOC108115700|XP_017082759.1|DEUG	LOC6037487|XP_001847397.2|CQUI
OG0002207	LOC108116056|XP_017083246.1|DEUG	LOC6033007|XP_001843517.1|CQUI
OG0002208	LOC108116109|XP_017083320.1|DEUG	LOC6033006|XP_001843516.1|CQUI
OG0002209	LOC108109750|XP_017073907.1|DEUG	LOC6045595|XP_001862936.2|CQUI
OG0002210	LOC108115386|XP_017082310.1|DEUG	LOC6045597|XP_001862938.1|CQUI
OG0002211	LOC108116953|XP_017084596.1|DEUG	LOC6045607|XP_001862945.1|CQUI
OG0002212	LOC108117121|XP_017084841.1|DEUG	LOC6038038|XP_001847883.1|CQUI
OG0002213	LOC108116146|XP_017083371.1|DEUG	LOC6051153|XP_001867636.1|CQUI
OG0002214	LOC108109432|XP_017073421.1|DEUG	LOC6032048|XP_038105292.1|CQUI
OG0002215	LOC108109209|XP_017073143.1|DEUG	LOC6032095|XP_038106196.1|CQUI
OG0002216	LOC108116071|XP_017083275.1|DEUG	LOC6032662|XP_038106882.1|CQUI
OG0002217	LOC108105241|XP_017067205.1|DEUG	LOC6033961|XP_001844349.2|CQUI
OG0002218	LOC108110066|XP_017074436.1|DEUG	LOC6053396|XP_038104621.1|CQUI
OG0002220	LOC108116798|XP_017084334.1|DEUG	LOC6037348|XP_038105656.1|CQUI
OG0002221	LOC108114624|XP_017081180.1|DEUG	LOC119770567|XP_038121611.1|CQUI, LOC119770566|XP_038121610.1|CQUI
OG0002222	LOC108107367|XP_017070360.1|DEUG	LOC6032790|XP_001843329.2|CQUI
OG0002224	LOC108112564|XP_017078001.1|DEUG	LOC119769378|XP_038117360.1|CQUI, LOC6032799|XP_038115284.1|CQUI
OG0002225	LOC108104917|XP_017066754.1|DEUG	LOC6032897|XP_038117532.1|CQUI
OG0002226	LOC108106403|XP_017068903.1|DEUG	LOC6042794|XP_001870797.1|CQUI
OG0002227	LOC108106474|XP_017069039.1|DEUG	LOC6031136|XP_038120789.1|CQUI
OG0002228	LOC108105408|XP_017067444.1|DEUG	LOC6031157|XP_038120047.1|CQUI
OG0002229	LOC108107358|XP_017070348.1|DEUG	LOC6031155|XP_001841998.2|CQUI
OG0002230	LOC108112543|XP_017077968.1|DEUG	LOC6031161|XP_038119537.1|CQUI
OG0002231	LOC108113113|XP_017079099.1|DEUG	LOC6050941|XP_038119258.1|CQUI, LOC119769702|XP_038119059.1|CQUI
OG0002232	LOC108109160|XP_017073072.1|DEUG	LOC6040636|XP_001850004.1|CQUI
OG0002233	LOC108108208|XP_017071658.1|DEUG	LOC6047308|XP_038120904.1|CQUI, LOC6047313|XP_038119049.1|CQUI
OG0002234	LOC108106692|XP_017069414.1|DEUG	LOC6042094|XP_038109897.1|CQUI, LOC6049788|XP_038119930.1|CQUI, LOC6049787|XP_001866494.1|CQUI
OG0002235	LOC108112672|XP_017078300.1|DEUG	LOC6040757|XP_038115690.1|CQUI
OG0002236	LOC108107315|XP_017070277.1|DEUG	LOC6030997|XP_001841850.1|CQUI
OG0002237	LOC108107434|XP_017070457.1|DEUG	LOC6047076|XP_001864183.2|CQUI
OG0002238	LOC108113024|XP_017078940.1|DEUG	LOC6049703|XP_038118161.1|CQUI
OG0002239	LOC108112846|XP_017078648.1|DEUG	LOC6042825|XP_001870822.1|CQUI
OG0002240	LOC108112933|XP_017078813.1|DEUG	LOC6041172|XP_038118497.1|CQUI
OG0002241	LOC108117391|XP_017085278.1|DEUG	LOC6044078|XP_038116059.1|CQUI
OG0002243	LOC108117146|XP_017084893.1|DEUG	LOC6044961|XP_038119719.1|CQUI
OG0002244	LOC108114342|XP_017080763.1|DEUG	LOC119767375|XP_038111774.1|CQUI, LOC6044948|XP_001862380.2|CQUI
OG0002245	LOC108109815|XP_017074029.1|DEUG	LOC6045680|XP_038114857.1|CQUI
OG0002246	LOC108113183|XP_017079197.1|DEUG	LOC6049979|XP_038118799.1|CQUI
OG0002247	LOC108107402|XP_017070411.1|DEUG	LOC6038803|XP_001848521.2|CQUI
OG0002248	LOC108107912|XP_017071221.1|DEUG	LOC6047330|XP_038119197.1|CQUI
OG0002249	LOC108109911|XP_017074208.1|DEUG	LOC6046727|XP_038111587.1|CQUI, LOC6052976|XP_001869143.1|CQUI
OG0002250	LOC108108901|XP_017072614.1|DEUG	LOC6050221|XP_038121273.1|CQUI
OG0002251	LOC108109274|XP_017073254.1|DEUG	LOC6049011|XP_038120599.1|CQUI
OG0002252	LOC108109205|XP_017073136.1|DEUG	LOC6040660|XP_001850021.2|CQUI
OG0002253	LOC108107461|XP_017070496.1|DEUG	LOC119768700|XP_038115241.1|CQUI
OG0002254	LOC108117462|XP_017085373.1|DEUG	LOC6052417|XP_038119674.1|CQUI
OG0002255	LOC108103759|XP_017064866.1|DEUG	LOC6041121|XP_001850425.2|CQUI
OG0002256	LOC108112585|XP_017078113.1|DEUG	LOC6053962|XP_038117648.1|CQUI
OG0002257	LOC108106420|XP_017068938.1|DEUG	LOC6036306|XP_038120022.1|CQUI
OG0002260	LOC108107974|XP_017071307.1|DEUG	LOC6051586|XP_001868005.2|CQUI
OG0002261	LOC108108675|XP_017072268.1|DEUG	LOC6039430|XP_038119745.1|CQUI
OG0002263	LOC108114539|XP_017081071.1|DEUG	LOC6037305|XP_001847231.1|CQUI
OG0002264	LOC108107366|XP_017070359.1|DEUG	LOC6036281|XP_001846347.2|CQUI
OG0002265	LOC108113991|XP_017080223.1|DEUG	LOC6054106|XP_001870076.2|CQUI
OG0002266	LOC108107614|XP_017070673.1|DEUG	LOC6040111|XP_038114718.1|CQUI
OG0002267	LOC108108322|XP_017071839.1|DEUG	LOC6041091|XP_001850398.2|CQUI
OG0002268	LOC108114546|XP_017081080.1|DEUG	LOC6041087|XP_001850394.2|CQUI
OG0002269	LOC108112777|XP_017078539.1|DEUG	LOC6044693|XP_038114553.1|CQUI
OG0002270	LOC108112999|XP_017078899.1|DEUG	LOC6037148|XP_038117201.1|CQUI
OG0002271	LOC108108347|XP_017071877.1|DEUG	LOC6036553|XP_038118891.1|CQUI
OG0002272	LOC108102805|XP_017063473.1|DEUG	LOC6035611|XP_001845760.1|CQUI
OG0002273	LOC108118204|XP_017086252.1|DEUG	LOC6033527|XP_038115340.1|CQUI
OG0002274	LOC108108708|XP_017072306.1|DEUG	LOC6048902|XP_038116037.1|CQUI
OG0002275	LOC108114632|XP_017081187.1|DEUG	LOC6038251|XP_038118213.1|CQUI
OG0002276	LOC108102789|XP_017063439.1|DEUG	LOC6040614|XP_038116102.1|CQUI
OG0002277	LOC108102863|XP_017063554.1|DEUG	LOC6035466|XP_038118942.1|CQUI
OG0002278	LOC108107518|XP_017070548.1|DEUG	LOC6042858|XP_038117047.1|CQUI
OG0002279	LOC108117372|XP_017085247.1|DEUG	LOC6054516|XP_001870416.2|CQUI
OG0002280	LOC108114186|XP_017080484.1|DEUG	LOC6041979|XP_038116671.1|CQUI
OG0002281	LOC108114463|XP_017080957.1|DEUG	LOC6041008|XP_001850323.2|CQUI
OG0002282	LOC108108032|XP_017071393.1|DEUG	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI
OG0002283	LOC108109188|XP_017073111.1|DEUG	LOC6035584|XP_038117065.1|CQUI
OG0002284	LOC108109068|XP_017072901.1|DEUG	LOC6035592|XP_001845743.1|CQUI
OG0002285	LOC108103286|XP_017064186.1|DEUG	LOC6050360|XP_001866980.2|CQUI
OG0002286	LOC108113194|XP_017079210.1|DEUG	LOC6047555|XP_038121299.1|CQUI
OG0002287	LOC108113123|XP_017079115.1|DEUG	LOC6036821|XP_038115121.1|CQUI
OG0002288	LOC108108303|XP_017071806.1|DEUG	LOC6036823|XP_038115902.1|CQUI
OG0002289	LOC108109822|XP_017074047.1|DEUG	LOC6048142|XP_001865105.1|CQUI
OG0002290	LOC108113415|XP_017079457.1|DEUG	LOC6032490|XP_001843080.1|CQUI
OG0002291	LOC108112619|XP_017078200.1|DEUG	LOC6033513|XP_038118297.1|CQUI
OG0002292	LOC108113072|XP_017079001.1|DEUG	LOC6033463|XP_038119085.1|CQUI
OG0002293	LOC108118498|XP_017086722.1|DEUG, LOC108117562|XP_017085559.1|DEUG	LOC119770382|XP_038121063.1|CQUI
OG0002294	LOC108109421|XP_017073408.1|DEUG	LOC6053981|XP_001869971.2|CQUI
OG0002295	LOC108106973|XP_017069778.1|DEUG	LOC6043755|XP_038110402.1|CQUI
OG0002297	LOC108105609|XP_017067775.1|DEUG	LOC6047771|XP_038111266.1|CQUI
OG0002298	LOC108107345|XP_017070332.1|DEUG	LOC6048640|XP_001865531.1|CQUI
OG0002299	LOC108106651|XP_017069356.1|DEUG	LOC6048634|XP_001865530.1|CQUI
OG0002300	LOC108103376|XP_017064311.1|DEUG	LOC6041296|XP_038109865.1|CQUI
OG0002301	LOC108114863|XP_017081504.1|DEUG	LOC6032442|XP_038109104.1|CQUI
OG0002302	LOC108114826|XP_017081447.1|DEUG	LOC6032494|XP_038107401.1|CQUI
OG0002303	LOC108103290|XP_017064192.1|DEUG	LOC119770001|XP_038119947.1|CQUI
OG0002304	LOC108105844|XP_017068094.1|DEUG	LOC6034145|XP_038110271.1|CQUI
OG0002305	LOC108114625|XP_017081181.1|DEUG	LOC6037882|XP_038108990.1|CQUI
OG0002306	LOC108106176|XP_017068586.1|DEUG	LOC6048483|XP_038112798.1|CQUI
OG0002307	LOC108111738|XP_017076784.1|DEUG	LOC6032953|XP_038114107.1|CQUI
OG0002308	LOC108110916|XP_017075675.1|DEUG	LOC6054586|XP_038108430.1|CQUI
OG0002309	LOC108102589|XP_017063180.1|DEUG	LOC6031325|XP_001842140.1|CQUI
OG0002310	LOC108115511|XP_017082495.1|DEUG	LOC6031360|XP_038109101.1|CQUI
OG0002311	LOC108114807|XP_017081409.1|DEUG	LOC6046331|XP_038108958.1|CQUI
OG0002312	LOC108111143|XP_017076000.1|DEUG	LOC6046701|XP_038110846.1|CQUI
OG0002313	LOC108106659|XP_017069369.1|DEUG	LOC6050065|XP_038111372.1|CQUI
OG0002314	LOC108104454|XP_017066007.1|DEUG	LOC6050053|XP_001866720.2|CQUI
OG0002315	LOC108106805|XP_017069539.1|DEUG	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI
OG0002316	LOC108111837|XP_017076934.1|DEUG	LOC6037125|XP_001847068.1|CQUI
OG0002317	LOC108104281|XP_017065732.1|DEUG	LOC6050062|XP_038111373.1|CQUI
OG0002318	LOC108105690|XP_017067889.1|DEUG	LOC6031952|XP_038108738.1|CQUI
OG0002319	LOC108111195|XP_017076079.1|DEUG	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI
OG0002320	LOC108109078|XP_017072929.1|DEUG	LOC6031812|XP_001842519.2|CQUI
OG0002321	LOC108106785|XP_017069518.1|DEUG	LOC6038275|XP_001848098.1|CQUI
OG0002322	LOC108103415|XP_017064362.1|DEUG	LOC6044453|XP_038109073.1|CQUI
OG0002323	LOC108115532|XP_017082524.1|DEUG	LOC6041510|XP_001850760.2|CQUI
OG0002324	LOC108108795|XP_017072460.1|DEUG	LOC6043907|XP_001861490.1|CQUI
OG0002325	LOC108114148|XP_017080422.1|DEUG	LOC6043898|XP_038113606.1|CQUI
OG0002326	LOC108114152|XP_017080431.1|DEUG	LOC6043897|XP_038106830.1|CQUI
OG0002327	LOC108116370|XP_017083696.1|DEUG, LOC108116372|XP_017083701.1|DEUG	LOC6043899|XP_038108302.1|CQUI
OG0002328	LOC108114876|XP_017081521.1|DEUG	LOC6036378|XP_001846433.2|CQUI
OG0002329	LOC108102680|XP_017063310.1|DEUG	LOC6036369|XP_038110618.1|CQUI
OG0002330	LOC108102682|XP_017063312.1|DEUG	LOC6031186|XP_038106119.1|CQUI
OG0002331	LOC108106048|XP_017068391.1|DEUG	LOC6031208|XP_001842042.2|CQUI
OG0002332	LOC108108173|XP_017071604.1|DEUG	LOC6042252|XP_001851390.2|CQUI
OG0002333	LOC108107334|XP_017070309.1|DEUG	LOC6032002|XP_038113463.1|CQUI
OG0002334	LOC108102504|XP_017063017.1|DEUG	LOC6037004|XP_001846968.2|CQUI
OG0002335	LOC108104594|XP_017066246.1|DEUG	LOC6031823|XP_038109961.1|CQUI
OG0002336	LOC108108515|XP_017072073.1|DEUG	LOC6033193|XP_038109781.1|CQUI
OG0002337	LOC108104793|XP_017066546.1|DEUG	LOC6040014|XP_038106019.1|CQUI
OG0002338	LOC108107142|XP_017070035.1|DEUG	LOC6040854|XP_038109267.1|CQUI
OG0002339	LOC108110999|XP_017075797.1|DEUG	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI
OG0002340	LOC108104088|XP_017065472.1|DEUG	LOC6041523|XP_001850773.2|CQUI
OG0002341	LOC108104870|XP_017066685.1|DEUG	LOC6040128|XP_001849587.2|CQUI
OG0002342	LOC108102567|XP_017063135.1|DEUG	LOC6040132|XP_038114414.1|CQUI
OG0002343	LOC108102598|XP_017063191.1|DEUG	LOC6036647|XP_038106750.1|CQUI
OG0002344	LOC108104240|XP_017065679.1|DEUG, LOC108103094|XP_017063940.1|DEUG	LOC6036655|XP_038114418.1|CQUI
OG0002345	LOC108112623|XP_017078214.1|DEUG	LOC6033169|XP_038112404.1|CQUI
OG0002346	LOC108106979|XP_017069800.1|DEUG	LOC6033282|XP_001843752.2|CQUI
OG0002347	LOC108106718|XP_017069440.1|DEUG	LOC6048996|XP_001865830.2|CQUI
OG0002348	LOC108106166|XP_017068566.1|DEUG	LOC6050418|XP_038113237.1|CQUI
OG0002349	LOC108112628|XP_017078223.1|DEUG	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI
OG0002350	LOC108112621|XP_017078212.1|DEUG	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI
OG0002351	LOC108106782|XP_017069513.1|DEUG	LOC6042105|XP_038114014.1|CQUI
OG0002352	LOC108112965|XP_017078855.1|DEUG	LOC6042118|XP_038112064.1|CQUI
OG0002353	LOC108112067|XP_017077302.1|DEUG	LOC6043228|XP_001857727.2|CQUI
OG0002354	LOC108110981|XP_017075777.1|DEUG	LOC6033274|XP_038113892.1|CQUI
OG0002355	LOC108118125|XP_017086161.1|DEUG	LOC6038937|XP_038108240.1|CQUI
OG0002356	LOC108118473|XP_017086686.1|DEUG	LOC6044243|XP_038114335.1|CQUI
OG0002357	LOC108105239|XP_017067199.1|DEUG	LOC6052967|XP_038113574.1|CQUI, LOC6052659|XP_038106613.1|CQUI, LOC6044241|XP_001861780.2|CQUI
OG0002358	LOC108110921|XP_017075685.1|DEUG, LOC108117816|XP_017085855.1|DEUG	LOC6031859|XP_038106717.1|CQUI
OG0002359	LOC108118298|XP_017086399.1|DEUG	LOC6031881|XP_038111803.1|CQUI
OG0002360	LOC108115466|XP_017082409.1|DEUG	LOC6036445|XP_001846496.2|CQUI
OG0002361	LOC108107565|XP_017070612.1|DEUG	LOC119766965|XP_038109659.1|CQUI
OG0002362	LOC108118328|XP_017086436.1|DEUG	LOC6054587|XP_038107867.1|CQUI
OG0002363	LOC108107148|XP_017070040.1|DEUG	LOC6038008|XP_001847855.1|CQUI
OG0002364	LOC108106960|XP_017069730.1|DEUG	LOC6038009|XP_038113072.1|CQUI
OG0002365	LOC108107085|XP_017069951.1|DEUG	LOC6038010|XP_001847857.2|CQUI
OG0002366	LOC108102597|XP_017063189.1|DEUG	LOC6036339|XP_038111196.1|CQUI
OG0002367	LOC108110789|XP_017075498.1|DEUG	LOC6034393|XP_038109097.1|CQUI
OG0002368	LOC108113463|XP_017079532.1|DEUG	LOC6039844|XP_038108567.1|CQUI
OG0002369	LOC108114949|XP_017081624.1|DEUG	LOC6034866|XP_001845136.2|CQUI
OG0002370	LOC108105743|XP_017067948.1|DEUG	LOC6042079|XP_038107575.1|CQUI
OG0002371	LOC108105832|XP_017068068.1|DEUG	LOC6042074|XP_038107576.1|CQUI
OG0002372	LOC108110766|XP_017075470.1|DEUG	LOC6033604|XP_038107033.1|CQUI
OG0002373	LOC108118448|XP_017086645.1|DEUG	LOC6042945|XP_001870884.2|CQUI, LOC6053051|XP_001869210.1|CQUI
OG0002374	LOC108113816|XP_017080014.1|DEUG	LOC6048336|XP_038110935.1|CQUI
OG0002375	LOC108115146|XP_017081934.1|DEUG	LOC6037683|XP_038108247.1|CQUI
OG0002376	LOC108106976|XP_017069784.1|DEUG	LOC6048804|XP_038122078.1|CQUI
OG0002377	LOC108115305|XP_017082192.1|DEUG	LOC6040478|XP_001849864.2|CQUI
OG0002378	LOC108114501|XP_017081010.1|DEUG	LOC6042670|XP_001853364.1|CQUI
OG0002379	LOC108118068|XP_017086137.1|DEUG	LOC6039013|XP_001848695.2|CQUI
OG0002380	LOC108103249|XP_017064140.1|DEUG	LOC6047575|XP_001864617.1|CQUI
OG0002381	LOC108106791|XP_017069525.1|DEUG	LOC6032249|XP_001842887.1|CQUI
OG0002382	LOC108118080|XP_017086113.1|DEUG	LOC6048718|XP_038115337.1|CQUI
OG0002383	LOC108113928|XP_017080127.1|DEUG	LOC6054417|XP_038118937.1|CQUI
OG0002384	LOC108103633|XP_017064667.1|DEUG	LOC6048311|XP_038119472.1|CQUI, LOC6048302|XP_038116611.1|CQUI
OG0002386	LOC108108662|XP_017072259.1|DEUG, LOC108117101|XP_017084801.1|DEUG	LOC6033077|XP_038120640.1|CQUI
OG0002387	LOC108108833|XP_017072525.1|DEUG, LOC108115582|XP_017082582.1|DEUG	LOC6051016|XP_038115133.1|CQUI
OG0002388	LOC108105604|XP_017067768.1|DEUG	LOC6053486|XP_038122199.1|CQUI
OG0002389	LOC108108842|XP_017072540.1|DEUG	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI
OG0002390	LOC108111097|XP_017075926.1|DEUG	LOC6049310|XP_001866082.2|CQUI
OG0002391	LOC108112971|XP_017078862.1|DEUG	LOC6039477|XP_038119173.1|CQUI
OG0002392	LOC108108157|XP_017071579.1|DEUG	LOC6044685|XP_038120275.1|CQUI
OG0002393	LOC108114612|XP_017081162.1|DEUG	LOC6045689|XP_038119329.1|CQUI
OG0002394	LOC108113651|XP_017079811.1|DEUG, LOC108116536|XP_017083963.1|DEUG	LOC6039388|XP_038121848.1|CQUI
OG0002395	LOC108116344|XP_017083647.1|DEUG	LOC6046522|XP_038121760.1|CQUI
OG0002396	LOC108112825|XP_017078617.1|DEUG	LOC6035019|XP_038119412.1|CQUI
OG0002397	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG	LOC6043888|XP_001861470.1|CQUI
OG0002398	LOC108103161|XP_017064032.1|DEUG	LOC6050951|XP_001867465.2|CQUI
OG0002399	LOC108110368|XP_017074910.1|DEUG	LOC119768868|XP_038116323.1|CQUI
OG0002400	LOC108113363|XP_017079418.1|DEUG	LOC6049235|XP_038120383.1|CQUI
OG0002401	LOC108108760|XP_017072417.1|DEUG	LOC6050680|XP_001867244.2|CQUI
OG0002402	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG	LOC6047584|XP_038116540.1|CQUI
OG0002403	LOC108116518|XP_017083945.1|DEUG	LOC6053670|XP_038118861.1|CQUI
OG0002404	LOC108114754|XP_017081353.1|DEUG, LOC108112065|XP_017077299.1|DEUG	LOC6044716|XP_038118794.1|CQUI
OG0002405	LOC108115363|XP_017082279.1|DEUG	LOC6042040|XP_038118600.1|CQUI
OG0002406	LOC108114557|XP_017081092.1|DEUG	LOC119768831|XP_038116131.1|CQUI
OG0002407	LOC108109382|XP_017073364.1|DEUG	LOC6039819|XP_038116523.1|CQUI
OG0002408	LOC108115339|XP_017082243.1|DEUG	LOC6039804|XP_038119512.1|CQUI
OG0002410	LOC108117168|XP_017084935.1|DEUG	LOC6054177|XP_038119593.1|CQUI
OG0002411	LOC108108339|XP_017071860.1|DEUG	LOC6032563|XP_001843139.1|CQUI
OG0002412	LOC108112959|XP_017078851.1|DEUG	LOC6032566|XP_038122161.1|CQUI
OG0002413	LOC108109758|XP_017073920.1|DEUG	LOC6048880|XP_001865726.1|CQUI
OG0002414	LOC108102841|XP_017063523.1|DEUG	LOC6048854|XP_001865693.2|CQUI
OG0002415	LOC108111776|XP_017076832.1|DEUG	LOC6047147|XP_038117524.1|CQUI
OG0002417	LOC108104187|XP_017065616.1|DEUG	LOC6050407|XP_001867022.2|CQUI
OG0002418	LOC108112806|XP_017078628.1|DEUG	LOC6046399|XP_038121391.1|CQUI
OG0002419	LOC108103545|XP_017064562.1|DEUG	LOC6037577|XP_038116558.1|CQUI, LOC6050586|XP_001867168.2|CQUI
OG0002420	LOC108108189|XP_017071626.1|DEUG	LOC6037564|XP_038119772.1|CQUI
OG0002421	LOC108116549|XP_017083976.1|DEUG	LOC6048010|XP_001864984.2|CQUI
OG0002422	LOC108115137|XP_017081920.1|DEUG	LOC6032747|XP_038118698.1|CQUI
OG0002423	LOC108114554|XP_017081090.1|DEUG	LOC6033816|XP_038118435.1|CQUI
OG0002424	LOC108108936|XP_017072682.1|DEUG	LOC6040845|XP_038118999.1|CQUI
OG0002425	LOC108110071|XP_017074442.1|DEUG	LOC6053197|XP_038120572.1|CQUI, LOC6040839|XP_038122185.1|CQUI
OG0002426	LOC108104672|XP_017066353.1|DEUG	LOC6033988|XP_038115446.1|CQUI
OG0002427	LOC108108752|XP_017072404.1|DEUG	LOC6033992|XP_001844380.1|CQUI
OG0002428	LOC108105061|XP_017066969.1|DEUG	LOC6034042|XP_038116028.1|CQUI
OG0002429	LOC108107868|XP_017071135.1|DEUG	LOC6050578|XP_038121197.1|CQUI
OG0002430	LOC108113196|XP_017079212.1|DEUG	LOC6039947|XP_001849442.1|CQUI
OG0002431	LOC108109236|XP_017073198.1|DEUG	LOC6046184|XP_001863416.2|CQUI
OG0002432	LOC108110317|XP_017074819.1|DEUG	LOC6045833|XP_038112946.1|CQUI
OG0002434	LOC108110007|XP_017074336.1|DEUG	LOC6033790|XP_001844192.2|CQUI
OG0002435	LOC108110136|XP_017074535.1|DEUG	LOC6046932|XP_038109485.1|CQUI
OG0002436	LOC108106634|XP_017069328.1|DEUG	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI
OG0002437	LOC108106442|XP_017068964.1|DEUG	LOC6051233|XP_038109096.1|CQUI
OG0002438	LOC108104421|XP_017065963.1|DEUG	LOC6043548|XP_038110094.1|CQUI, LOC6032484|XP_038116010.1|CQUI
OG0002439	LOC108113430|XP_017079481.1|DEUG	LOC119766963|XP_038109630.1|CQUI
OG0002440	LOC108108589|XP_017072172.1|DEUG	LOC6048677|XP_001865561.2|CQUI
OG0002441	LOC108104792|XP_017066544.1|DEUG	LOC6032364|XP_038107613.1|CQUI
OG0002442	LOC108112781|XP_017078547.1|DEUG	LOC6038122|XP_038111278.1|CQUI
