Orthogroup	DPSE.longest_only	BTRY.longest_only
OG0002679	LOC6898446|XP_033234104.1|DPSE	LOC120771358|XP_039955246.1|BTRY, LOC120770055|XP_039953108.1|BTRY
OG0002680	LOC4814836|XP_001355138.3|DPSE	LOC120774733|XP_039960420.1|BTRY
OG0002681	LOC6899006|XP_002138966.1|DPSE	LOC120770849|XP_039954385.1|BTRY
OG0002682	LOC4812089|XP_015043744.2|DPSE	LOC120777809|XP_039965278.1|BTRY
OG0002683	LOC4802633|XP_015037963.2|DPSE	LOC120769170|XP_039951992.1|BTRY
OG0002684	LOC6901728|XP_002134396.1|DPSE	LOC120771292|XP_039955157.1|BTRY, LOC120776132|XP_039962597.1|BTRY
OG0002685	LOC6899793|XP_033238792.1|DPSE	LOC120778700|XP_039966589.1|BTRY
OG0002686	LOC6900866|XP_002135223.3|DPSE	LOC120776961|XP_039963986.1|BTRY
OG0002687	LOC4812070|XP_015044016.2|DPSE	LOC120776629|XP_039963372.1|BTRY
OG0002688	LOC4813984|XP_001354139.3|DPSE	LOC120779162|XP_039967321.1|BTRY, LOC120777649|XP_039965035.1|BTRY
OG0002689	LOC4814909|XP_001354683.1|DPSE	LOC120771267|XP_039955121.1|BTRY
OG0002690	LOC4813858|XP_001353935.3|DPSE	LOC120772018|XP_039956317.1|BTRY
OG0002691	LOC4805501|XP_001361895.3|DPSE	LOC120771518|XP_039955510.1|BTRY
OG0002692	LOC4804314|XP_015039804.1|DPSE	LOC120771138|XP_039954939.1|BTRY
OG0002693	LOC4813016|XP_001353727.1|DPSE	LOC120778893|XP_039966875.1|BTRY
OG0002694	LOC4804238|XP_001360829.3|DPSE	LOC120770453|XP_039953878.1|BTRY
OG0002695	LOC117183985|XP_033235656.1|DPSE, LOC4813220|XP_001353864.1|DPSE	LOC120777495|XP_039964774.1|BTRY
OG0002696	LOC6897314|XP_002137469.3|DPSE, LOC4812382|XP_002135397.1|DPSE	LOC120776495|XP_039963112.1|BTRY
OG0002697	LOC6899987|XP_033237978.1|DPSE	LOC120777720|XP_039965144.1|BTRY
OG0002698	LOC4812540|XP_001352732.3|DPSE	LOC120778888|XP_039966868.1|BTRY
OG0002699	LOC4812435|XP_001352687.1|DPSE	LOC120778889|XP_039966872.1|BTRY
OG0002700	LOC4813317|XP_033239409.1|DPSE	LOC120776527|XP_039963190.1|BTRY
OG0002701	LOC4804488|XP_033233384.1|DPSE	LOC120770537|XP_039954026.1|BTRY
OG0002702	LOC6898512|XP_002138553.3|DPSE	LOC120770193|XP_039953366.1|BTRY
OG0002703	LOC6898664|XP_033233907.1|DPSE	LOC120770831|XP_039954354.1|BTRY
OG0002704	LOC4803366|XP_001360103.4|DPSE	LOC120771410|XP_039955320.1|BTRY
OG0002705	LOC4814130|XP_033238480.1|DPSE	LOC120777051|XP_039964096.1|BTRY
OG0002706	LOC4804748|XP_001361260.2|DPSE	LOC120771879|XP_039956072.1|BTRY
OG0002707	LOC4812490|XP_015043592.2|DPSE	LOC120776947|XP_039963967.1|BTRY
OG0002708	LOC6900014|XP_033238775.1|DPSE	LOC120777180|XP_039964273.1|BTRY
OG0002709	LOC4805176|XP_001361621.2|DPSE	LOC120772265|XP_039956702.1|BTRY
OG0002710	LOC4805173|XP_001361619.1|DPSE	LOC120771919|XP_039956143.1|BTRY
OG0002711	LOC4804398|XP_001360968.2|DPSE	LOC120773039|XP_039957903.1|BTRY
OG0002712	LOC4805386|XP_004444497.2|DPSE	LOC120770290|XP_039953562.1|BTRY
OG0002713	LOC4804931|XP_001361413.2|DPSE	LOC120772629|XP_039957281.1|BTRY
OG0002714	LOC4803643|XP_001360328.2|DPSE	LOC120770160|XP_039953295.1|BTRY
OG0002715	LOC4814203|XP_001354331.1|DPSE	LOC120775777|XP_039962048.1|BTRY
OG0002716	LOC6898122|XP_033234319.1|DPSE	LOC120772702|XP_039957378.1|BTRY
OG0002717	LOC4802642|XP_015037968.2|DPSE	LOC120766417|XP_039947810.1|BTRY
OG0002718	LOC6900937|XP_002134730.3|DPSE	LOC120778316|XP_039966044.1|BTRY
OG0002719	LOC4803222|XP_001359998.2|DPSE	LOC120766803|XP_039948442.1|BTRY
OG0002720	LOC4814165|XP_001354273.2|DPSE	LOC120778025|XP_039965632.1|BTRY
OG0002721	LOC4811698|XP_001352280.4|DPSE	LOC120768429|XP_039951047.1|BTRY
OG0002722	LOC4804593|XP_001361128.2|DPSE	LOC120771184|XP_039955009.1|BTRY
OG0002723	LOC4803400|XP_001360131.1|DPSE	LOC120771457|XP_039955403.1|BTRY
OG0002724	LOC4800453|XP_001357726.2|DPSE	LOC120766932|XP_039948613.1|BTRY
OG0002725	LOC4812308|XP_001352962.1|DPSE	LOC120778283|XP_039966004.1|BTRY
OG0002726	LOC4812792|XP_001354037.3|DPSE	LOC120777133|XP_039964212.1|BTRY, LOC120779421|XP_039967552.1|BTRY
OG0002727	LOC4811964|XP_001352484.1|DPSE	LOC120777265|XP_039964402.1|BTRY
OG0002728	LOC4804937|XP_015040311.2|DPSE	LOC120770081|XP_039953157.1|BTRY
OG0002729	LOC4813510|XP_015042995.2|DPSE	LOC120777197|XP_039964299.1|BTRY
OG0002730	LOC4805159|XP_033233463.1|DPSE	LOC120776626|XP_039963362.1|BTRY
OG0002731	LOC4814084|XP_001354245.3|DPSE	LOC120776952|XP_039963975.1|BTRY
OG0002732	LOC4803379|XP_033233892.1|DPSE	LOC120770181|XP_039953340.1|BTRY
OG0002733	LOC4805367|XP_001361778.3|DPSE	LOC120771199|XP_039955033.1|BTRY
OG0002734	LOC6899221|XP_033233399.1|DPSE	LOC120780042|XP_039968249.1|BTRY
OG0002735	LOC6898358|XP_033234526.1|DPSE	LOC120772339|XP_039956820.1|BTRY
OG0002736	LOC4804079|XP_033234445.1|DPSE	LOC120772340|XP_039956824.1|BTRY
OG0002737	LOC4814187|XP_001354313.2|DPSE	LOC120776412|XP_039962974.1|BTRY
OG0002738	LOC6899936|XP_033238566.1|DPSE	LOC120777639|XP_039965026.1|BTRY
OG0002739	LOC117184695|XP_033239237.1|DPSE	LOC120778688|XP_039966566.1|BTRY
OG0002740	LOC117184694|XP_033239236.1|DPSE	LOC120778687|XP_039966557.1|BTRY
OG0002741	LOC6898987|XP_002138947.3|DPSE	LOC120781227|XP_039969294.1|BTRY
OG0002742	LOC4803510|XP_001360223.4|DPSE	LOC120772452|XP_039957009.1|BTRY
OG0002743	LOC4814099|XP_001354290.2|DPSE	LOC120778253|XP_039965955.1|BTRY
OG0002744	LOC4812923|XP_001354066.2|DPSE	LOC120776513|XP_039963161.1|BTRY
OG0002745	LOC117185196|XP_033241448.1|DPSE, LOC4812921|XP_015042907.2|DPSE	LOC120776764|XP_039963661.1|BTRY
OG0002746	LOC4805352|XP_001361766.2|DPSE	LOC120772098|XP_039956439.1|BTRY
OG0002747	LOC4801194|XP_001358323.2|DPSE	LOC120766230|XP_039947542.1|BTRY, LOC120782547|XP_039970811.1|BTRY
OG0002748	LOC4804330|XP_001360906.3|DPSE	LOC120771160|XP_039954973.1|BTRY
OG0002749	LOC6898864|XP_002138836.4|DPSE	LOC120771965|XP_039956235.1|BTRY
OG0002750	LOC6898980|XP_002138940.3|DPSE	LOC120770961|XP_039954624.1|BTRY
OG0002751	LOC4804032|XP_033233791.1|DPSE	LOC120770347|XP_039953681.1|BTRY
OG0002752	LOC4804511|XP_001361063.2|DPSE	LOC120771076|XP_039954829.1|BTRY
OG0002753	LOC4805217|XP_033233796.1|DPSE	LOC120772288|XP_039956732.1|BTRY
OG0002754	LOC6900175|XP_033238947.1|DPSE	LOC120778443|XP_039966166.1|BTRY
OG0002755	LOC4803631|XP_001360319.1|DPSE	LOC120772026|XP_039956327.1|BTRY
OG0002756	LOC4813141|XP_001353316.3|DPSE	LOC120777679|XP_039965079.1|BTRY
OG0002757	LOC4812689|XP_033237431.1|DPSE	LOC120778467|XP_039966208.1|BTRY
OG0002758	LOC4805378|XP_001361788.3|DPSE	LOC120772031|XP_039956335.1|BTRY
OG0002759	LOC4804659|XP_015040090.1|DPSE	LOC120770454|XP_039953881.1|BTRY
OG0002760	LOC4803561|XP_001360268.1|DPSE	LOC120770918|XP_039954548.1|BTRY
OG0002761	LOC4803624|XP_015039211.2|DPSE	LOC120772877|XP_039957653.1|BTRY
OG0002762	LOC4804814|XP_015040212.2|DPSE	LOC120770282|XP_039953542.1|BTRY
OG0002763	LOC4812696|XP_001353078.1|DPSE	LOC120777642|XP_039965028.1|BTRY
OG0002764	LOC6900505|XP_002134894.2|DPSE	LOC120778722|XP_039966618.1|BTRY
OG0002765	LOC4804118|XP_033234891.1|DPSE	LOC120771264|XP_039955115.1|BTRY
OG0002766	LOC4804117|XP_001360729.2|DPSE	LOC120772724|XP_039957420.1|BTRY
OG0002767	LOC4804663|XP_001361188.5|DPSE	LOC120770150|XP_039953277.1|BTRY
OG0002768	LOC4803523|XP_001360236.2|DPSE	LOC120770133|XP_039953249.1|BTRY
OG0002769	LOC4805469|XP_001361864.2|DPSE	LOC120770044|XP_039953095.1|BTRY
OG0002770	LOC4817887|XP_001357441.2|DPSE	LOC120771384|XP_039955285.1|BTRY
OG0002771	LOC6900645|XP_033240773.1|DPSE	LOC120776903|XP_039963907.1|BTRY
OG0002772	LOC6900646|XP_033240264.1|DPSE	LOC120778652|XP_039966503.1|BTRY
OG0002773	LOC4805186|XP_001361633.3|DPSE	LOC120773006|XP_039957861.1|BTRY
OG0002774	LOC4805287|XP_001361709.2|DPSE	LOC120772161|XP_039956532.1|BTRY
OG0002775	LOC4813738|XP_015043176.2|DPSE	LOC120777896|XP_039965401.1|BTRY
OG0002776	LOC4814186|XP_001354312.1|DPSE	LOC120776582|XP_039963284.1|BTRY
OG0002777	LOC4811956|XP_033240582.1|DPSE	LOC120778562|XP_039966359.1|BTRY
OG0002778	LOC4812606|XP_033240580.1|DPSE	LOC120777337|XP_039964515.1|BTRY
OG0002779	LOC4812536|XP_001352693.2|DPSE	LOC120777968|XP_039965524.1|BTRY
OG0002780	LOC4803290|XP_001360055.2|DPSE	LOC120775431|XP_039961553.1|BTRY
OG0002781	LOC6898169|XP_002138247.2|DPSE	LOC120770402|XP_039953770.1|BTRY, LOC120780679|XP_039968881.1|BTRY
OG0002782	LOC4812318|XP_001352950.2|DPSE	LOC120776471|XP_039963078.1|BTRY
OG0002783	LOC6903373|XP_002132255.4|DPSE	LOC120779192|XP_039967390.1|BTRY
OG0002784	LOC4803954|XP_001360592.4|DPSE	LOC120769994|XP_039953015.1|BTRY
OG0002785	LOC6900565|XP_002134943.2|DPSE	LOC120777717|XP_039965140.1|BTRY
OG0002786	LOC4812680|XP_001353064.1|DPSE	LOC120777448|XP_039964698.1|BTRY
OG0002787	LOC4814032|XP_001354183.1|DPSE	LOC120777644|XP_039965029.1|BTRY
OG0002788	LOC4814013|XP_001354182.4|DPSE	LOC120777645|XP_039965030.1|BTRY
OG0002789	LOC4813413|XP_001354076.2|DPSE	LOC120778438|XP_039966153.1|BTRY
OG0002790	LOC4812837|XP_001353633.3|DPSE	LOC120778317|XP_039966046.1|BTRY, LOC120778957|XP_039966964.1|BTRY, LOC120778363|XP_039966083.1|BTRY
OG0002791	LOC4812348|XP_001352910.2|DPSE	LOC120777686|XP_039965094.1|BTRY
OG0002792	LOC4805142|XP_001361594.2|DPSE	LOC120770298|XP_039953595.1|BTRY
OG0002793	LOC117185096|XP_033240833.1|DPSE	LOC120777691|XP_039965098.1|BTRY
OG0002794	LOC4813860|XP_033238365.1|DPSE	LOC120776358|XP_039962864.1|BTRY
OG0002795	LOC6900952|XP_002134653.3|DPSE	LOC120777787|XP_039965242.1|BTRY
OG0002796	LOC4811951|XP_001352703.2|DPSE	LOC120777982|XP_039965556.1|BTRY
OG0002797	LOC4813815|XP_001353631.2|DPSE	LOC120777321|XP_039964496.1|BTRY
OG0002798	LOC6903114|XP_002132824.1|DPSE	LOC120779916|XP_039968194.1|BTRY
OG0002799	LOC4812931|XP_033240325.1|DPSE	LOC120777104|XP_039964174.1|BTRY, LOC120777656|XP_039965041.1|BTRY
OG0002800	LOC4812679|XP_001353063.4|DPSE	LOC120776340|XP_039962816.1|BTRY
OG0002801	LOC4805300|XP_015040544.2|DPSE	LOC120771969|XP_039956249.1|BTRY
OG0002802	LOC4805435|XP_001361836.5|DPSE	LOC120772113|XP_039956458.1|BTRY
OG0002803	LOC4816926|XP_001356889.2|DPSE	LOC120767246|XP_039949030.1|BTRY
OG0002804	LOC4805204|XP_001361646.1|DPSE	LOC120771459|XP_039955405.1|BTRY
OG0002805	LOC4803572|XP_001360279.2|DPSE	LOC120772758|XP_039957460.1|BTRY
OG0002806	LOC4811882|XP_001352909.1|DPSE	LOC120777426|XP_039964665.1|BTRY
OG0002807	LOC4804707|XP_001361225.2|DPSE	LOC120773033|XP_039957898.1|BTRY
OG0002808	LOC4804328|XP_001360904.4|DPSE	LOC120770544|XP_039954036.1|BTRY
OG0002809	LOC4813061|XP_001353386.1|DPSE	LOC120777730|XP_039965154.1|BTRY
OG0002810	LOC6900190|XP_033241427.1|DPSE	LOC120778240|XP_039965934.1|BTRY
OG0002811	LOC6900599|XP_015042965.1|DPSE	LOC120778606|XP_039966413.1|BTRY
OG0002812	LOC4803629|XP_001360317.2|DPSE	LOC120772006|XP_039956300.1|BTRY
OG0002813	LOC4803746|XP_033234355.1|DPSE	LOC120772930|XP_039957764.1|BTRY
OG0002814	LOC6898541|XP_015040039.2|DPSE	LOC120770475|XP_039953911.1|BTRY
OG0002815	LOC4805093|XP_001361554.3|DPSE	LOC120773009|XP_039957865.1|BTRY
OG0002816	LOC4803757|XP_001360421.3|DPSE	LOC120781224|XP_039969289.1|BTRY
OG0002817	LOC6898023|XP_002138112.2|DPSE	LOC120772067|XP_039956387.1|BTRY
OG0002818	LOC4804559|XP_001361101.2|DPSE	LOC120771691|XP_039955759.1|BTRY
OG0002819	LOC6900942|XP_033238004.1|DPSE	LOC120776992|XP_039964026.1|BTRY
OG0002820	LOC4814072|XP_001354195.1|DPSE	LOC120778628|XP_039966447.1|BTRY
OG0002821	LOC4812781|XP_001353418.3|DPSE	LOC120777872|XP_039965361.1|BTRY
OG0002822	LOC4805291|XP_001361713.1|DPSE	LOC120772310|XP_039956758.1|BTRY
OG0002823	LOC4805013|XP_015040364.1|DPSE	LOC120771557|XP_039955553.1|BTRY
OG0002824	LOC4804520|XP_001361071.3|DPSE	LOC120770068|XP_039953126.1|BTRY
OG0002825	LOC4812630|XP_001352383.2|DPSE	LOC120778223|XP_039965915.1|BTRY
OG0002826	LOC4803952|XP_001360590.2|DPSE	LOC120773116|XP_039958042.1|BTRY
OG0002827	LOC4811713|XP_001352289.2|DPSE	LOC120779686|XP_039967978.1|BTRY
OG0002828	LOC6898232|XP_033233610.1|DPSE	LOC120771034|XP_039954756.1|BTRY
OG0002829	LOC4805462|XP_001361857.3|DPSE	LOC120781208|XP_039969261.1|BTRY
OG0002830	LOC6898873|XP_033234280.1|DPSE	LOC120771736|XP_039955833.1|BTRY
OG0002831	LOC4816565|XP_001356088.3|DPSE	LOC120781135|XP_039969202.1|BTRY
OG0002832	LOC4816101|XP_033235544.1|DPSE	LOC120767893|XP_039950156.1|BTRY
OG0002833	LOC6898126|XP_002138206.2|DPSE	LOC120771198|XP_039955031.1|BTRY
OG0002834	LOC4803399|XP_001357523.1|DPSE	LOC120771084|XP_039954843.1|BTRY
OG0002835	LOC4805088|XP_001361550.2|DPSE	LOC120770525|XP_039954006.1|BTRY
OG0002836	LOC6898534|XP_004444242.3|DPSE	LOC120772823|XP_039957556.1|BTRY
OG0002837	LOC6898650|XP_004444302.3|DPSE	LOC120770201|XP_039953377.1|BTRY
OG0002838	LOC4803837|XP_001360490.1|DPSE	LOC120771091|XP_039954851.1|BTRY
OG0002839	LOC4804331|XP_001360907.1|DPSE	LOC120771833|XP_039956005.1|BTRY
OG0002840	LOC4816265|XP_001355799.3|DPSE	LOC120769455|XP_039952393.1|BTRY
OG0002841	LOC4816911|XP_001356701.2|DPSE	LOC120768028|XP_039950436.1|BTRY
OG0002842	LOC4818124|XP_001357313.3|DPSE	LOC120767941|XP_039950245.1|BTRY
OG0002843	LOC4803633|XP_015039216.1|DPSE	LOC120772913|XP_039957744.1|BTRY
OG0002844	LOC4813261|XP_001353138.3|DPSE	LOC120777440|XP_039964686.1|BTRY
OG0002845	LOC4816602|XP_001355945.2|DPSE	LOC120768114|XP_039950595.1|BTRY
OG0002846	LOC4805007|XP_001361477.3|DPSE	LOC120773087|XP_039957985.1|BTRY
OG0002847	LOC4816522|XP_001355944.1|DPSE	LOC120767318|XP_039949185.1|BTRY
OG0002848	LOC4817034|XP_001356649.3|DPSE	LOC120767879|XP_039950139.1|BTRY
OG0002849	LOC4817915|XP_001357186.3|DPSE	LOC120781421|XP_039969575.1|BTRY
OG0002850	LOC4816285|XP_001356252.2|DPSE	LOC120781627|XP_039969793.1|BTRY
OG0002851	LOC6899804|XP_033235358.1|DPSE	LOC120767467|XP_039949489.1|BTRY
OG0002852	LOC4803904|XP_001360548.2|DPSE	LOC120771606|XP_039955618.1|BTRY
OG0002853	LOC117183358|XP_033232951.1|DPSE, LOC4816538|XP_001356194.3|DPSE	LOC120767741|XP_039949886.1|BTRY
OG0002854	LOC4817487|XP_001356495.4|DPSE	LOC120767460|XP_039949478.1|BTRY
OG0002855	LOC13036504|XP_003736158.1|DPSE	LOC120767470|XP_039949494.1|BTRY
OG0002856	LOC4818138|XP_033235866.1|DPSE	LOC120767787|XP_039949974.1|BTRY
OG0002857	LOC4818074|XP_033235418.1|DPSE	LOC120769457|XP_039952398.1|BTRY
OG0002858	LOC6903064|XP_002132783.3|DPSE	LOC120769060|XP_039951847.1|BTRY
OG0002859	LOC4816385|XP_001355993.2|DPSE	LOC120768599|XP_039951293.1|BTRY
OG0002860	LOC4818048|XP_001357211.2|DPSE	LOC120768460|XP_039951095.1|BTRY
OG0002861	LOC4816719|XP_001356072.1|DPSE	LOC120768367|XP_039950963.1|BTRY
OG0002862	LOC4817609|XP_001357011.3|DPSE	LOC120768578|XP_039951266.1|BTRY, LOC120767404|XP_039949375.1|BTRY
OG0002863	LOC4816874|XP_001356708.1|DPSE	LOC120768494|XP_039951145.1|BTRY
OG0002864	LOC4817335|XP_001356709.4|DPSE	LOC120768495|XP_039951146.1|BTRY
OG0002865	LOC4803482|XP_001360200.3|DPSE	LOC120772048|XP_039956354.1|BTRY, LOC120769990|XP_039953006.1|BTRY
OG0002866	LOC4814092|XP_001354264.2|DPSE	LOC120777217|XP_039964328.1|BTRY
OG0002867	LOC4816446|XP_001356128.3|DPSE	LOC120768547|XP_039951223.1|BTRY
OG0002868	LOC6902935|XP_002132661.3|DPSE	LOC120767863|XP_039950111.1|BTRY
OG0002869	LOC6902936|XP_002132662.2|DPSE	LOC120768541|XP_039951213.1|BTRY
OG0002871	LOC4816920|XP_015035721.2|DPSE, LOC6902773|XP_002132516.2|DPSE	LOC120767549|XP_039949609.1|BTRY
OG0002873	LOC4816147|XP_001355746.2|DPSE	LOC120769537|XP_039952515.1|BTRY
OG0002874	LOC4818158|XP_001357195.3|DPSE	LOC120766531|XP_039948035.1|BTRY
OG0002875	LOC4816619|XP_033236867.1|DPSE	LOC120768212|XP_039950716.1|BTRY
OG0002876	LOC4815079|XP_001354797.2|DPSE	LOC120773700|XP_039958667.1|BTRY
OG0002877	LOC4816910|XP_033236066.1|DPSE	LOC120767738|XP_039949882.1|BTRY
OG0002878	LOC4817463|XP_015036015.2|DPSE	LOC120768317|XP_039950891.1|BTRY
OG0002879	LOC4812642|XP_001353031.1|DPSE	LOC120778444|XP_039966168.1|BTRY
OG0002880	LOC4814361|XP_001354493.3|DPSE	LOC120772717|XP_039957400.1|BTRY
OG0002881	LOC4816873|XP_001356427.2|DPSE	LOC120769093|XP_039951885.1|BTRY
OG0002882	LOC4804941|XP_001361422.2|DPSE	LOC120769414|XP_039952327.1|BTRY
OG0002883	LOC4816945|XP_001356480.1|DPSE	LOC120767762|XP_039949931.1|BTRY
OG0002884	LOC4816362|XP_001356000.1|DPSE	LOC120768042|XP_039950485.1|BTRY
OG0002885	LOC6900100|XP_002135458.1|DPSE	LOC120777301|XP_039964453.1|BTRY
OG0002886	LOC4817529|XP_001356944.2|DPSE	LOC120768931|XP_039951647.1|BTRY
OG0002887	LOC4817530|XP_001356945.1|DPSE	LOC120768929|XP_039951643.1|BTRY, LOC120768930|XP_039951645.1|BTRY
OG0002888	LOC4816748|XP_015036710.1|DPSE	LOC120768037|XP_039950470.1|BTRY
OG0002889	LOC13036322|XP_003736213.2|DPSE, LOC4812320|XP_001352512.1|DPSE	LOC120776696|XP_039963515.1|BTRY
OG0002890	LOC4816171|XP_001355747.3|DPSE	LOC120769314|XP_039952194.1|BTRY
OG0002891	LOC4817215|XP_001356313.2|DPSE	LOC120769001|XP_039951775.1|BTRY
OG0002892	LOC4817554|XP_015036336.2|DPSE	LOC120767652|XP_039949756.1|BTRY
OG0002893	LOC4817786|XP_001357122.4|DPSE	LOC120768448|XP_039951079.1|BTRY
OG0002894	LOC26534298|XP_033240266.1|DPSE	LOC120777335|XP_039964511.1|BTRY
OG0002895	LOC4803564|XP_001360271.3|DPSE	LOC120771426|XP_039955349.1|BTRY
OG0002896	LOC4817889|XP_001357331.3|DPSE	LOC120768608|XP_039951308.1|BTRY
OG0002897	LOC4818017|XP_001357293.4|DPSE	LOC120769496|XP_039952460.1|BTRY, LOC120769784|XP_039952903.1|BTRY
OG0002898	LOC4817807|XP_015035658.2|DPSE	LOC120768022|XP_039950421.1|BTRY
OG0002899	LOC4817781|XP_001357097.2|DPSE	LOC120769663|XP_039952705.1|BTRY
OG0002900	LOC4817712|XP_001357098.3|DPSE	LOC120768353|XP_039950942.1|BTRY
OG0002901	LOC4817347|XP_001356475.1|DPSE	LOC120769425|XP_039952341.1|BTRY
OG0002902	LOC4817184|XP_001356476.3|DPSE	LOC120767216|XP_039948962.1|BTRY
OG0002903	LOC4817813|XP_001357392.3|DPSE	LOC120769741|XP_039952832.1|BTRY
OG0002904	LOC6900489|XP_033238212.1|DPSE	LOC120778974|XP_039966997.1|BTRY
OG0002905	LOC4816622|XP_001356240.1|DPSE	LOC120769251|XP_039952087.1|BTRY
OG0002906	LOC4816437|XP_001356095.3|DPSE	LOC120768983|XP_039951735.1|BTRY
OG0002907	LOC6902604|XP_015036708.1|DPSE	LOC120768981|XP_039951726.1|BTRY
OG0002908	LOC4805507|XP_033233549.1|DPSE	LOC120772885|XP_039957671.1|BTRY
OG0002909	LOC4803622|XP_033234674.1|DPSE	LOC120772163|XP_039956535.1|BTRY
OG0002911	LOC4803554|XP_001360261.2|DPSE	LOC120770365|XP_039953712.1|BTRY, LOC120770363|XP_039953709.1|BTRY
OG0002912	LOC4815861|XP_001355605.1|DPSE	LOC120775240|XP_039961254.1|BTRY
OG0002913	LOC4805491|XP_001361886.1|DPSE	LOC120771113|XP_039954896.1|BTRY
OG0002914	LOC117184192|XP_033236628.1|DPSE, LOC4817613|XP_001357015.2|DPSE	LOC120767440|XP_039949437.1|BTRY
OG0002915	LOC4816835|XP_001356843.2|DPSE	LOC120767767|XP_039949939.1|BTRY
OG0002916	LOC4816810|XP_033236948.1|DPSE	LOC120767625|XP_039949715.1|BTRY
OG0002917	LOC4803798|XP_001360456.1|DPSE	LOC120771563|XP_039955560.1|BTRY
OG0002918	LOC4803821|XP_001360476.2|DPSE	LOC120772079|XP_039956409.1|BTRY
OG0002919	LOC4804441|XP_001361002.3|DPSE	LOC120770904|XP_039954514.1|BTRY
OG0002920	LOC4817758|XP_001357127.2|DPSE	LOC120768055|XP_039950506.1|BTRY
OG0002921	LOC4817286|XP_001356516.2|DPSE	LOC120767272|XP_039949078.1|BTRY
OG0002922	LOC4817108|XP_001356862.2|DPSE	LOC120767859|XP_039950101.1|BTRY
OG0002923	LOC4817107|XP_001356861.1|DPSE	LOC120781758|XP_039969926.1|BTRY
OG0002924	LOC4817368|XP_001356863.2|DPSE	LOC120781817|XP_039969971.1|BTRY
OG0002925	LOC4804706|XP_015040127.2|DPSE	LOC120772795|XP_039957512.1|BTRY
OG0002926	LOC4816423|XP_001355958.2|DPSE	LOC120768437|XP_039951057.1|BTRY
OG0002927	LOC4816632|XP_001355955.1|DPSE	LOC120769416|XP_039952330.1|BTRY
OG0002928	LOC4817488|XP_001356907.1|DPSE	LOC120767335|XP_039949213.1|BTRY
OG0002929	LOC4817187|XP_001356444.2|DPSE	LOC120769622|XP_039952661.1|BTRY
OG0002930	LOC4816698|XP_001355925.1|DPSE	LOC120768181|XP_039950683.1|BTRY
OG0002931	LOC4816172|XP_033236492.1|DPSE	LOC120768734|XP_039951441.1|BTRY, LOC120768786|XP_039951478.1|BTRY
OG0002932	LOC4804203|XP_001360801.2|DPSE	LOC120770452|XP_039953871.1|BTRY
OG0002933	LOC4804564|XP_001361105.3|DPSE	LOC120770263|XP_039953506.1|BTRY
OG0002934	LOC4804775|XP_001361284.2|DPSE	LOC120770266|XP_039953510.1|BTRY
OG0002935	LOC4816364|XP_001356026.4|DPSE	LOC120767724|XP_039949867.1|BTRY
OG0002936	LOC6898649|XP_002138654.2|DPSE	LOC120770409|XP_039953777.1|BTRY, LOC120780680|XP_039968882.1|BTRY
OG0002937	LOC4803325|XP_001357521.3|DPSE	LOC120772041|XP_039956346.1|BTRY
OG0002938	LOC4817670|XP_001357058.2|DPSE	LOC120768154|XP_039950649.1|BTRY
OG0002939	LOC4804731|XP_001361245.2|DPSE	LOC120772862|XP_039957623.1|BTRY
OG0002940	LOC4802889|XP_001359717.3|DPSE	LOC120770355|XP_039953697.1|BTRY
OG0002941	LOC6902742|XP_002133256.3|DPSE	LOC120768622|XP_039951323.1|BTRY
OG0002942	LOC4816339|XP_001356041.1|DPSE	LOC120767868|XP_039950115.1|BTRY
OG0002943	LOC4816597|XP_033236812.1|DPSE	LOC120768447|XP_039951078.1|BTRY
OG0002944	LOC4816615|XP_015036845.2|DPSE	LOC120768657|XP_039951366.1|BTRY
OG0002945	LOC117183905|XP_033235183.1|DPSE, LOC6902800|XP_033236086.1|DPSE	LOC120767212|XP_039948955.1|BTRY
OG0002946	LOC4803872|XP_001360521.3|DPSE	LOC120771544|XP_039955534.1|BTRY
OG0002947	LOC4818057|XP_033235716.1|DPSE	LOC120769228|XP_039952059.1|BTRY
OG0002948	LOC4813243|XP_001353420.3|DPSE	LOC120781533|XP_039969688.1|BTRY
OG0002949	LOC4812265|XP_015044053.1|DPSE	LOC120776975|XP_039964004.1|BTRY
OG0002950	LOC4816183|XP_001355796.3|DPSE	LOC120767280|XP_039949091.1|BTRY
OG0002951	LOC4811835|XP_033236158.1|DPSE	LOC120781387|XP_039969529.1|BTRY
OG0002952	LOC4816520|XP_001355951.2|DPSE	LOC120767542|XP_039949582.1|BTRY
OG0002953	LOC4816374|XP_001356188.2|DPSE	LOC120768368|XP_039950964.1|BTRY
OG0002954	LOC4816338|XP_015036862.2|DPSE	LOC120767698|XP_039949824.1|BTRY
OG0002955	LOC4803918|XP_001360561.1|DPSE	LOC120772706|XP_039957384.1|BTRY
OG0002956	LOC4805724|XP_033233705.1|DPSE	LOC120771307|XP_039955176.1|BTRY
OG0002957	LOC4805286|XP_001361708.2|DPSE	LOC120770417|XP_039953794.1|BTRY
OG0002958	LOC4816647|XP_001356040.2|DPSE	LOC120769071|XP_039951863.1|BTRY
OG0002959	LOC4816728|XP_001356034.2|DPSE	LOC120768130|XP_039950618.1|BTRY
OG0002960	LOC4812622|XP_001352424.2|DPSE	LOC120777700|XP_039965113.1|BTRY
OG0002961	LOC4805488|XP_001361883.4|DPSE	LOC120772450|XP_039957004.1|BTRY
