Orthogroup	DPSE.longest_only	AAEG.longest_only
OG0002326	LOC4813019|XP_015042986.2|DPSE	LOC5571215|XP_021701465.1|AAEG
OG0002327	LOC4803139|XP_003736916.2|DPSE	LOC5570471|XP_021701473.1|AAEG
OG0002328	LOC4816611|XP_015036723.1|DPSE	LOC5566092|XP_021701509.1|AAEG
OG0002329	LOC4817602|XP_001357004.1|DPSE	LOC5566511|XP_021701514.1|AAEG
OG0002330	LOC4817604|XP_001357006.3|DPSE	LOC5576426|XP_001662634.2|AAEG
OG0002331	LOC4814533|XP_001355103.2|DPSE	LOC5565281|XP_021701536.1|AAEG
OG0002332	LOC4812068|XP_001352719.3|DPSE	LOC5569339|XP_021701616.1|AAEG
OG0002333	LOC6898614|XP_002138619.3|DPSE	LOC5564477|XP_021701636.1|AAEG
OG0002334	LOC4818020|XP_001357220.3|DPSE	LOC5566251|XP_021701697.1|AAEG
OG0002335	LOC6898566|XP_002138586.3|DPSE	LOC5566660|XP_021701733.1|AAEG
OG0002336	LOC4812124|XP_033240410.1|DPSE	LOC5579210|XP_021701833.1|AAEG
OG0002337	LOC6898867|XP_033234569.1|DPSE	LOC5569047|XP_021701849.1|AAEG
OG0002338	LOC4817780|XP_001357144.3|DPSE	LOC5569036|XP_021701860.1|AAEG
OG0002339	LOC6902511|XP_002133053.3|DPSE	LOC5566648|XP_021701909.1|AAEG
OG0002340	LOC4817014|XP_001356841.3|DPSE	LOC5576505|XP_021701921.1|AAEG
OG0002341	LOC4804085|XP_001360702.1|DPSE	LOC5577105|XP_001663197.2|AAEG
OG0002342	LOC4817341|XP_015035889.1|DPSE	LOC5577563|XP_021701939.1|AAEG
OG0002343	LOC4816738|XP_001355956.3|DPSE	LOC110676862|XP_021701997.1|AAEG
OG0002344	LOC26533548|XP_033236789.1|DPSE	LOC5578960|XP_021702009.1|AAEG
OG0002345	LOC4805000|XP_001361470.2|DPSE	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG
OG0002346	LOC4816108|XP_001355782.2|DPSE	LOC5573393|XP_001654564.2|AAEG
OG0002347	LOC6898047|XP_002138133.2|DPSE	LOC5572179|XP_001660269.1|AAEG
OG0002348	LOC4817306|XP_033235353.1|DPSE	LOC5573070|XP_001660705.2|AAEG
OG0002349	LOC4805002|XP_003736961.3|DPSE	LOC23687521|XP_011493451.1|AAEG
OG0002350	LOC4805001|XP_033234249.1|DPSE	LOC5570831|XP_001653338.1|AAEG
OG0002351	LOC4804275|XP_001360856.3|DPSE	LOC5577606|XP_001656600.1|AAEG
OG0002352	LOC4805198|XP_001361643.2|DPSE	LOC5573506|XP_021702245.1|AAEG
OG0002353	LOC6903361|XP_002132242.2|DPSE	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG
OG0002354	LOC6902362|XP_002133308.1|DPSE	LOC5572464|XP_001660411.1|AAEG
OG0002355	LOC6902745|XP_002133259.2|DPSE	LOC5577427|XP_021702663.1|AAEG
OG0002356	LOC6903123|XP_002132833.3|DPSE, LOC4817496|XP_001356915.2|DPSE	LOC5572791|XP_001654193.2|AAEG
OG0002357	LOC4801730|XP_001358773.2|DPSE	LOC5572792|XP_001654191.2|AAEG
OG0002358	LOC117184099|XP_033236157.1|DPSE, LOC117184409|XP_033237489.1|DPSE	LOC5570686|XP_021702711.1|AAEG
OG0002359	LOC4815909|XP_001355722.1|DPSE	LOC5575512|XP_001655769.1|AAEG
OG0002360	LOC4817280|XP_001356860.1|DPSE	LOC5577547|XP_001656563.1|AAEG
OG0002361	LOC6900843|XP_033237624.1|DPSE	LOC5577919|XP_001656704.1|AAEG
OG0002362	LOC4817195|XP_015035828.2|DPSE	LOC5575842|XP_021702943.1|AAEG
OG0002363	LOC4817299|XP_001356402.1|DPSE	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG
OG0002364	LOC4817033|XP_015035785.2|DPSE	LOC5573818|XP_021702978.1|AAEG
OG0002365	LOC6902796|XP_015035780.2|DPSE	LOC5573817|XP_021702998.1|AAEG
OG0002366	LOC4817444|XP_001356728.3|DPSE	LOC5568933|XP_001658255.2|AAEG
OG0002367	LOC4817078|XP_015036059.2|DPSE	LOC5573178|XP_021703282.1|AAEG
OG0002368	LOC4818128|XP_001357192.1|DPSE	LOC5578839|XP_021703324.1|AAEG
OG0002369	LOC6897896|XP_002137998.2|DPSE, LOC4815283|XP_001354957.3|DPSE	LOC5573932|XP_021703372.1|AAEG
OG0002370	LOC6902704|XP_002133218.2|DPSE	LOC5569882|XP_021703464.1|AAEG
OG0002371	LOC4816330|XP_015036804.1|DPSE	LOC110677096|XP_021703473.1|AAEG
OG0002372	LOC4817792|XP_001357109.4|DPSE	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG, LOC5568083|XP_021695393.1|AAEG
OG0002373	LOC4817344|XP_001356547.1|DPSE	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG
OG0002374	LOC6897161|XP_003736489.2|DPSE	LOC5569774|XP_021704068.1|AAEG
OG0002375	LOC4802018|XP_001359021.1|DPSE	LOC5567894|XP_021710638.1|AAEG
OG0002376	LOC4816111|XP_001355773.1|DPSE	LOC5570318|XP_001653144.1|AAEG
OG0002377	LOC4802440|XP_001359359.2|DPSE	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG
OG0002378	LOC4813788|XP_001353501.1|DPSE	LOC5579024|XP_001664205.1|AAEG
OG0002379	LOC4817489|XP_001356908.3|DPSE	LOC5572836|XP_021710372.1|AAEG
OG0002380	LOC4814921|XP_001355096.1|DPSE	LOC5578643|XP_001663981.1|AAEG
OG0002381	LOC4805350|XP_001361764.1|DPSE	LOC5576653|XP_001656190.1|AAEG
OG0002382	LOC4815218|XP_033240934.1|DPSE	LOC5576668|XP_021708017.1|AAEG
OG0002383	LOC4812321|XP_001352753.2|DPSE	LOC5567639|XP_001651832.2|AAEG
OG0002384	LOC6901166|XP_002133867.3|DPSE	LOC5570773|XP_001659363.2|AAEG
OG0002386	LOC4802901|XP_001359728.3|DPSE	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG
OG0002387	LOC4801234|XP_015037102.2|DPSE	LOC5571231|XP_021707001.1|AAEG
OG0002388	LOC4803095|XP_001359893.3|DPSE	LOC5573963|XP_021709631.1|AAEG
OG0002389	LOC6899197|XP_002136327.3|DPSE, LOC4800421|XP_001357699.1|DPSE	LOC5570243|XP_001659022.1|AAEG
OG0002390	LOC4816772|XP_001356055.3|DPSE	LOC5573084|XP_001660716.2|AAEG
OG0002391	LOC4805399|XP_001361804.2|DPSE	LOC5567679|XP_021710468.1|AAEG
OG0002392	LOC4811994|XP_001352669.3|DPSE	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG
OG0002393	LOC6900032|XP_033237408.1|DPSE, LOC6897885|XP_002137987.1|DPSE	LOC5567391|XP_001651793.1|AAEG
OG0002394	LOC4802422|XP_001359342.2|DPSE	LOC5567399|XP_021704785.1|AAEG
OG0002395	LOC6897931|XP_033236597.1|DPSE	LOC5569257|XP_021710071.1|AAEG
OG0002396	LOC4803356|XP_001360110.3|DPSE	LOC5579179|XP_001664274.1|AAEG
OG0002397	LOC4803333|XP_001357518.1|DPSE	LOC5566175|XP_001650523.1|AAEG
OG0002398	LOC4815335|XP_001354928.3|DPSE	LOC5570976|XP_021710337.1|AAEG
OG0002399	LOC4805672|XP_001362032.2|DPSE	LOC5576189|XP_021708650.1|AAEG
OG0002400	LOC4803936|XP_001360576.3|DPSE	LOC5574224|XP_001661274.3|AAEG
OG0002401	LOC117184353|XP_033237266.1|DPSE	LOC5579277|XP_021707204.1|AAEG
OG0002402	LOC6897836|XP_002137941.2|DPSE	LOC5564866|XP_021711005.1|AAEG
OG0002403	LOC6897835|XP_033232643.1|DPSE	LOC5564863|XP_021704848.1|AAEG
OG0002404	LOC4802777|XP_001359637.2|DPSE	LOC5575190|XP_001655573.2|AAEG
OG0002405	LOC4802446|XP_001359364.3|DPSE	LOC5567058|XP_021706909.1|AAEG
OG0002406	LOC4812613|XP_001352579.3|DPSE	LOC5566937|XP_001651352.1|AAEG
OG0002407	LOC6897412|XP_033234752.1|DPSE	LOC5572556|XP_021708614.1|AAEG
OG0002408	LOC4802434|XP_001359356.1|DPSE	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG
OG0002409	LOC4813025|XP_033240981.1|DPSE	LOC5580151|XP_001655292.1|AAEG
OG0002410	LOC4803285|XP_033241673.1|DPSE	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG
OG0002411	LOC4803036|XP_001359838.1|DPSE	LOC5567581|XP_001651824.1|AAEG
OG0002412	LOC13036350|XP_033233061.1|DPSE	LOC5567583|XP_001651826.2|AAEG
OG0002413	LOC4815497|XP_001355571.1|DPSE	LOC5574866|XP_021709482.1|AAEG
OG0002414	LOC4812263|XP_001352456.2|DPSE	LOC5568498|XP_001652320.1|AAEG
OG0002415	LOC4802615|XP_001359502.4|DPSE	LOC5576000|XP_021704716.1|AAEG
OG0002416	LOC4811848|XP_033237142.1|DPSE	LOC110679713|XP_021711071.1|AAEG
OG0002417	LOC4817743|XP_001357106.1|DPSE	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG
OG0002418	LOC6897797|XP_002137902.2|DPSE	LOC5573880|XP_021710256.1|AAEG
OG0002419	LOC4816016|XP_015041091.2|DPSE	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG
OG0002420	LOC4812067|XP_001352481.1|DPSE	LOC5575813|XP_021705457.1|AAEG
OG0002421	LOC4802153|XP_001359129.3|DPSE	LOC5563968|XP_001648274.2|AAEG
OG0002422	LOC4802717|XP_015038028.1|DPSE	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG
OG0002423	LOC4813902|XP_001353940.2|DPSE	LOC5568659|XP_021704951.1|AAEG
OG0002424	LOC4811794|XP_001352361.1|DPSE	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG
OG0002425	LOC6902297|XP_033240720.1|DPSE, LOC6902295|XP_033240719.1|DPSE	LOC5567157|XP_001651586.1|AAEG
OG0002426	LOC4813386|XP_001353674.3|DPSE	LOC5577356|XP_021705993.1|AAEG
OG0002427	LOC4811793|XP_001352360.3|DPSE	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG
OG0002428	LOC6902138|XP_002133669.2|DPSE	LOC5574165|XP_021709047.1|AAEG
OG0002429	LOC4814034|XP_033238279.1|DPSE	LOC5578296|XP_021706738.1|AAEG
OG0002430	LOC4803493|XP_015039118.2|DPSE	LOC5564781|XP_001649136.1|AAEG
OG0002431	LOC6903882|XP_002136629.1|DPSE	LOC5577034|XP_001663129.1|AAEG
OG0002432	LOC4815138|XP_001355173.3|DPSE	LOC5564767|XP_021710853.1|AAEG
OG0002433	LOC6899369|XP_002136158.2|DPSE	LOC5564798|XP_001649125.1|AAEG
OG0002434	LOC4802132|XP_001359112.3|DPSE	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG
OG0002436	LOC4804876|XP_001361365.2|DPSE	LOC5579830|XP_001651507.1|AAEG
OG0002437	LOC4805164|XP_015040470.2|DPSE	LOC5567948|XP_021707012.1|AAEG
OG0002438	LOC4814729|XP_001354516.3|DPSE	LOC5566444|XP_021708252.1|AAEG
OG0002439	LOC4817941|XP_001357193.3|DPSE	LOC5566442|XP_001650832.1|AAEG
OG0002440	LOC4813289|XP_001353958.3|DPSE	LOC5568397|XP_001658036.2|AAEG
OG0002441	LOC6898791|XP_002138767.3|DPSE	LOC5566599|XP_021704764.1|AAEG
OG0002442	LOC4804000|XP_001360631.2|DPSE	LOC5566586|XP_021710452.1|AAEG
OG0002443	LOC4804882|XP_001361370.4|DPSE	LOC5565208|XP_021705313.1|AAEG
OG0002444	LOC4805701|XP_001362059.3|DPSE	LOC5565211|XP_021710883.1|AAEG
OG0002445	LOC4805150|XP_004444403.3|DPSE	LOC5563904|XP_001648219.1|AAEG
OG0002446	LOC4803985|XP_001360618.3|DPSE	LOC5578525|XP_001663916.1|AAEG
OG0002447	LOC4812897|XP_001354000.2|DPSE	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG
OG0002448	LOC4803694|XP_001360371.1|DPSE	LOC5567501|XP_001651796.1|AAEG
OG0002449	LOC4804176|XP_001360779.2|DPSE	LOC5573760|XP_021706771.1|AAEG
OG0002450	LOC4803233|XP_001360007.2|DPSE	LOC5573729|XP_001654759.2|AAEG
OG0002451	LOC4805044|XP_001361509.3|DPSE	LOC5579658|XP_001648132.1|AAEG
OG0002452	LOC4805209|XP_001361650.4|DPSE	LOC5579799|XP_021707640.1|AAEG
OG0002453	LOC4805210|XP_001361651.1|DPSE	LOC5579796|XP_001648109.1|AAEG
OG0002454	LOC4812861|XP_015043275.2|DPSE	LOC5577227|XP_011493181.2|AAEG
OG0002455	LOC4812860|XP_001353889.3|DPSE	LOC5564719|XP_021707805.1|AAEG
OG0002456	LOC26532019|XP_033234230.1|DPSE	LOC5565493|XP_021706486.1|AAEG
OG0002457	LOC4804903|XP_004444345.2|DPSE	LOC5570997|XP_001653425.2|AAEG
OG0002458	LOC4818175|XP_001357172.4|DPSE	LOC110679586|XP_021710431.1|AAEG
OG0002459	LOC4804388|XP_001360959.3|DPSE	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG
OG0002460	LOC6899070|XP_002138994.1|DPSE	LOC110678439|XP_021707020.1|AAEG
OG0002461	LOC4804095|XP_001360713.2|DPSE	LOC5573624|XP_001660944.1|AAEG
OG0002462	LOC4804604|XP_015040042.2|DPSE	LOC5565521|XP_021707602.1|AAEG
OG0002463	LOC4804304|XP_001360884.3|DPSE	LOC5574293|XP_021709612.1|AAEG
OG0002464	LOC4803998|XP_001360629.2|DPSE	LOC110679379|XP_021709520.1|AAEG
OG0002465	LOC4804824|XP_001361326.3|DPSE	LOC5574299|XP_021704242.1|AAEG
OG0002466	LOC26534353|XP_033237121.1|DPSE	LOC5571882|XP_021710824.1|AAEG
OG0002467	LOC6900660|XP_002135028.4|DPSE	LOC5574266|XP_021707016.1|AAEG
OG0002468	LOC4813841|XP_001353591.4|DPSE	LOC5577306|XP_021705874.1|AAEG
OG0002469	LOC4802768|XP_001359628.2|DPSE	LOC5567447|XP_021707985.1|AAEG
OG0002470	LOC4805036|XP_001361503.2|DPSE	LOC5567433|XP_001657447.2|AAEG
OG0002471	LOC4803387|XP_001357537.1|DPSE	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG
OG0002472	LOC4803673|XP_033234233.1|DPSE	LOC5578048|XP_021707095.1|AAEG
OG0002473	LOC6898946|XP_002138907.2|DPSE	LOC5580235|XP_001662421.2|AAEG
OG0002474	LOC4813072|XP_033239972.1|DPSE	LOC5576761|XP_021710836.1|AAEG
OG0002475	LOC4800403|XP_001357686.1|DPSE	LOC5572090|XP_001660169.1|AAEG
OG0002476	LOC4804214|XP_033235129.1|DPSE	LOC5578123|XP_001656820.1|AAEG
OG0002477	LOC6898157|XP_002138235.2|DPSE	LOC5568272|XP_001657969.2|AAEG
OG0002478	LOC4804609|XP_033233735.1|DPSE	LOC5568262|XP_021707414.1|AAEG
OG0002479	LOC4803653|XP_001360336.1|DPSE	LOC5566865|XP_001651293.1|AAEG
OG0002480	LOC26533805|XP_033234126.1|DPSE	LOC5568458|XP_021706708.1|AAEG
OG0002481	LOC4814890|XP_001354740.1|DPSE	LOC5574182|XP_001661240.1|AAEG
OG0002482	LOC6898811|XP_002138785.2|DPSE	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG
OG0002483	LOC4803511|XP_001360224.3|DPSE	LOC5571928|XP_001660024.2|AAEG
OG0002484	LOC4803939|XP_001360579.1|DPSE	LOC110679043|XP_021708664.1|AAEG
OG0002485	LOC4805071|XP_001361533.2|DPSE	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG
OG0002486	LOC4812127|XP_001352406.3|DPSE	LOC5563671|XP_001647964.1|AAEG
OG0002487	LOC6902744|XP_015036866.2|DPSE	LOC5563687|XP_021709603.1|AAEG
OG0002488	LOC4805276|XP_001361701.2|DPSE	LOC5565442|XP_021710513.1|AAEG
OG0002489	LOC6903581|XP_002132449.2|DPSE, LOC4811983|XP_015044010.2|DPSE	LOC5566703|XP_021711356.1|AAEG
OG0002490	LOC4805549|XP_001361935.2|DPSE	LOC5569490|XP_021711673.1|AAEG
OG0002491	LOC4812815|XP_001353529.4|DPSE	LOC5569131|XP_021704122.1|AAEG
OG0002492	LOC4804151|XP_001360757.1|DPSE	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG
OG0002493	LOC4805078|XP_001361540.3|DPSE	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG
OG0002508	LOC4814277|XP_033240116.1|DPSE	LOC5566229|XP_021694475.1|AAEG
OG0002509	LOC4804126|XP_001360734.2|DPSE	LOC5566227|XP_001650614.1|AAEG
OG0002510	LOC6902292|XP_033238943.1|DPSE	LOC5579813|XP_001651034.1|AAEG
OG0002511	LOC6897419|XP_015037531.2|DPSE	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG
OG0002512	LOC26533625|XP_033237132.1|DPSE	LOC5566531|XP_021694577.1|AAEG
OG0002513	LOC4801512|XP_033232302.1|DPSE	LOC5574331|XP_001661364.1|AAEG
OG0002514	LOC4811886|XP_015043580.2|DPSE	LOC5569471|XP_001658556.1|AAEG
OG0002516	LOC4802666|XP_001359538.1|DPSE	LOC5563880|XP_001648191.1|AAEG
OG0002517	LOC4814756|XP_033238544.1|DPSE	LOC5565478|XP_021692939.1|AAEG
OG0002518	LOC6897219|XP_002137391.3|DPSE	LOC5579316|XP_001647624.2|AAEG
OG0002519	LOC4805527|XP_001361915.2|DPSE	LOC5576535|XP_021694797.1|AAEG
OG0002520	LOC4815996|XP_001355317.2|DPSE	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG
OG0002521	LOC4814259|XP_033239694.1|DPSE	LOC5575945|XP_021694811.1|AAEG
OG0002522	LOC4801454|XP_001358548.4|DPSE	LOC5575266|XP_001661858.2|AAEG
OG0002523	LOC4800711|XP_001357936.3|DPSE	LOC5574208|XP_021694884.1|AAEG
OG0002524	LOC4815572|XP_001355713.4|DPSE	LOC5574419|XP_001661437.2|AAEG
OG0002525	LOC4814123|XP_001354282.1|DPSE	LOC5577191|XP_021695011.1|AAEG
OG0002526	LOC6897243|XP_002137414.1|DPSE	LOC5577193|XP_021695012.1|AAEG
OG0002527	LOC13036427|XP_033240741.1|DPSE	LOC5563924|XP_021695040.1|AAEG
OG0002528	LOC4815785|XP_015041267.2|DPSE	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG
OG0002529	LOC4802088|XP_033241767.1|DPSE	LOC5578709|XP_001664008.2|AAEG
OG0002530	LOC4818022|XP_033236989.1|DPSE	LOC5578707|XP_001664006.1|AAEG
OG0002531	LOC4817859|XP_015035247.1|DPSE	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG
OG0002532	LOC6899764|XP_002135772.1|DPSE	LOC5576758|XP_001656254.2|AAEG
OG0002533	LOC4815952|XP_033240907.1|DPSE	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG
OG0002534	LOC4803910|XP_001360554.3|DPSE	LOC5578374|XP_001663840.2|AAEG
OG0002535	LOC4811852|XP_001352921.3|DPSE	LOC5579017|XP_021694477.1|AAEG
OG0002536	LOC4800496|XP_001357763.1|DPSE	LOC5569203|XP_001658374.1|AAEG
OG0002537	LOC4804296|XP_001360876.3|DPSE	LOC5566764|XP_001651171.1|AAEG
OG0002539	LOC4804697|XP_001361216.2|DPSE	LOC5573525|XP_021703231.1|AAEG
OG0002540	LOC4800689|XP_003736283.1|DPSE	LOC5570653|XP_001659248.1|AAEG
OG0002541	LOC6901237|XP_002133938.2|DPSE	LOC5570658|XP_001659252.2|AAEG
OG0002542	LOC4815408|XP_001355490.1|DPSE	LOC5573412|XP_021712942.1|AAEG
OG0002543	LOC4814457|XP_001355087.2|DPSE	LOC5580023|XP_001653905.2|AAEG
OG0002544	LOC4801733|XP_001358776.4|DPSE	LOC5578311|XP_021693147.1|AAEG
OG0002545	LOC4815617|XP_001355430.3|DPSE	LOC5570108|XP_001653087.2|AAEG
OG0002547	LOC4815234|XP_001355092.1|DPSE	LOC5571226|XP_001653523.2|AAEG
OG0002548	LOC4815101|XP_015042018.2|DPSE	LOC5579161|XP_021694174.1|AAEG
OG0002549	LOC4814208|XP_001354329.4|DPSE	LOC5579160|XP_021694164.1|AAEG
OG0002550	LOC6901414|XP_015041668.2|DPSE	LOC5569559|XP_021695182.1|AAEG
OG0002551	LOC6897393|XP_002137545.2|DPSE	LOC5563945|XP_021695379.1|AAEG
OG0002552	LOC4816941|XP_001356842.2|DPSE	LOC5563946|XP_001648269.1|AAEG
OG0002553	LOC4815853|XP_001355287.4|DPSE, LOC117183975|XP_033235629.1|DPSE	LOC5571311|XP_001653626.2|AAEG
OG0002554	LOC4814347|XP_001354470.3|DPSE	LOC5571308|XP_021696503.1|AAEG
OG0002555	LOC4814338|XP_001354453.3|DPSE	LOC5571306|XP_001653621.2|AAEG
OG0002556	LOC4818045|XP_001357191.3|DPSE	LOC5576596|XP_001656180.2|AAEG
OG0002557	LOC6902152|XP_002133683.1|DPSE, LOC6903126|XP_002132836.1|DPSE	LOC5574995|XP_001655468.1|AAEG
OG0002558	LOC4801560|XP_001358632.1|DPSE	LOC5574980|XP_001655453.1|AAEG
OG0002559	LOC26531986|XP_015044384.2|DPSE	LOC5574974|XP_001655444.2|AAEG
OG0002560	LOC4801543|XP_001358617.1|DPSE	LOC5570583|XP_021698478.1|AAEG
OG0002561	LOC4801009|XP_001358182.4|DPSE	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG
OG0002562	LOC4815405|XP_001355723.2|DPSE	LOC5572008|XP_001660114.1|AAEG
OG0002563	LOC4814599|XP_001354736.3|DPSE	LOC110676248|XP_021699074.1|AAEG
OG0002564	LOC4800387|XP_001357672.2|DPSE	LOC110674467|XP_021694368.1|AAEG
OG0002565	LOC4800362|XP_033232493.1|DPSE	LOC5576461|XP_001662654.2|AAEG
OG0002566	LOC6897218|XP_002137390.3|DPSE	LOC5576480|XP_021700589.1|AAEG
OG0002567	LOC4815922|XP_033240140.1|DPSE	LOC5570707|XP_021700929.1|AAEG
OG0002568	LOC4803014|XP_001359816.2|DPSE	LOC5565273|XP_001649602.2|AAEG
OG0002569	LOC4813608|XP_001353325.2|DPSE	LOC5565269|XP_001649593.2|AAEG
OG0002570	LOC4801433|XP_015037250.2|DPSE	LOC5565015|XP_021701984.1|AAEG
OG0002571	LOC4801435|XP_001358530.3|DPSE	LOC5577264|XP_021702034.1|AAEG
OG0002572	LOC4804964|XP_001361440.4|DPSE, LOC15382895|XP_033233480.1|DPSE	LOC5575026|XP_001661759.2|AAEG
OG0002573	LOC4801444|XP_001358538.1|DPSE	LOC110673998|XP_021702275.1|AAEG
OG0002574	LOC4801456|XP_001358550.5|DPSE	LOC5567039|XP_021702405.1|AAEG
OG0002575	LOC4802574|XP_001359469.4|DPSE	LOC5576300|XP_021702630.1|AAEG
OG0002576	LOC6901172|XP_002133873.2|DPSE	LOC5566958|XP_001651356.2|AAEG
OG0002577	LOC4813486|XP_001353798.2|DPSE	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG
OG0002578	LOC4817573|XP_001356978.3|DPSE	LOC5576897|XP_001662997.2|AAEG
OG0002579	LOC4817766|XP_001357162.1|DPSE	LOC5576882|XP_001662982.2|AAEG
OG0002580	LOC6898638|XP_002138643.1|DPSE	LOC5576879|XP_021703495.1|AAEG
OG0002581	LOC4801690|XP_033236130.1|DPSE	LOC5572102|XP_021704675.1|AAEG
OG0002582	LOC4802131|XP_001359111.2|DPSE	LOC5578145|XP_001663715.2|AAEG
OG0002583	LOC6897007|XP_015038778.2|DPSE	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG
OG0002584	LOC4812170|XP_001352937.1|DPSE	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG
OG0002585	LOC6900242|XP_002135571.1|DPSE	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG
OG0002586	LOC4801838|XP_015037412.1|DPSE	LOC5579214|XP_001657342.1|AAEG
OG0002587	LOC4801583|XP_001358653.2|DPSE	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG
OG0002588	LOC4801508|XP_001358587.2|DPSE	LOC5565333|XP_021706539.1|AAEG
OG0002589	LOC6897150|XP_033235784.1|DPSE	LOC5566636|XP_021706625.1|AAEG
OG0002590	LOC4814811|XP_001354674.2|DPSE	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG
OG0002591	LOC4800311|XP_001357595.4|DPSE	LOC5578714|XP_021707878.1|AAEG
OG0002592	LOC4800668|XP_001357900.4|DPSE	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG
OG0002593	LOC4800663|XP_015038585.2|DPSE	LOC5580226|XP_021708235.1|AAEG
OG0002594	LOC4801641|XP_033236382.1|DPSE	LOC5576867|XP_021708363.1|AAEG
OG0002595	LOC4801840|XP_033239539.1|DPSE	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG
OG0002596	LOC4801995|XP_015037528.2|DPSE	LOC5570293|XP_021708725.1|AAEG
OG0002597	LOC4801047|XP_001358210.1|DPSE	LOC5568281|XP_001657977.2|AAEG
OG0002598	LOC6896963|XP_033240338.1|DPSE	LOC5567765|XP_001657664.2|AAEG
OG0002599	LOC4802130|XP_001359110.3|DPSE	LOC5574581|XP_021709408.1|AAEG
OG0002600	LOC4804712|XP_033234227.1|DPSE	LOC5573868|XP_001654904.1|AAEG
OG0002601	LOC4800866|XP_001358064.3|DPSE	LOC5568152|XP_001657902.2|AAEG
OG0002602	LOC6896838|XP_003736278.3|DPSE	LOC5566203|XP_021710294.1|AAEG
OG0002603	LOC4800293|XP_015038748.2|DPSE	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG
OG0002604	LOC4800303|XP_001357645.3|DPSE	LOC110673979|XP_021710716.1|AAEG
OG0002605	LOC4800874|XP_001358071.2|DPSE	LOC5577498|XP_001656516.2|AAEG
OG0002606	LOC4801294|XP_033234631.1|DPSE	LOC5577697|XP_021711675.1|AAEG
OG0002607	LOC4801293|XP_001358413.3|DPSE	LOC5577700|XP_001663482.1|AAEG
OG0002608	LOC4802792|XP_001359638.4|DPSE	LOC110680661|XP_021712145.1|AAEG
OG0002609	LOC4804895|XP_001361381.2|DPSE	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG
OG0002610	LOC4800850|XP_001358051.3|DPSE	LOC5571796|XP_021712744.1|AAEG
OG0002611	LOC4800597|XP_001357843.1|DPSE	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG
