Orthogroup	DPSE.longest_only	AALB.longest_only
OG0002236	LOC4804289|XP_001360870.3|DPSE	LOC118467329|XP_035793559.1|AALB
OG0002237	LOC4804305|XP_015039799.2|DPSE	LOC118467325|XP_035793555.1|AALB
OG0002238	LOC4803415|XP_015039068.2|DPSE	LOC118466106|XP_035790918.1|AALB
OG0002239	LOC4803538|XP_001360248.1|DPSE	LOC118466786|XP_035792416.1|AALB
OG0002240	LOC4805227|XP_001361665.2|DPSE	LOC118467051|XP_035792940.1|AALB
OG0002241	LOC4812220|XP_001352612.3|DPSE	LOC118462990|XP_035785096.1|AALB
OG0002243	LOC4801861|XP_033241811.1|DPSE	LOC118466547|XP_035791953.1|AALB
OG0002244	LOC4812636|XP_001353026.3|DPSE	LOC118464377|XP_035787612.1|AALB
OG0002245	LOC4811920|XP_001352523.4|DPSE	LOC118463123|XP_035785367.1|AALB
OG0002246	LOC4803416|XP_033234070.1|DPSE	LOC118467806|XP_035794573.1|AALB
OG0002247	LOC26533982|XP_015039134.1|DPSE	LOC118467478|XP_035793912.1|AALB
OG0002248	LOC4812023|XP_001352600.2|DPSE	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB
OG0002249	LOC6900883|XP_002135240.1|DPSE	LOC118467855|XP_035794651.1|AALB, LOC118465592|XP_035789851.1|AALB
OG0002250	LOC4804402|XP_001360971.3|DPSE	LOC118465351|XP_035789406.1|AALB
OG0002251	LOC4804400|XP_001360970.3|DPSE	LOC118464478|XP_035787784.1|AALB
OG0002252	LOC4804414|XP_001360982.4|DPSE	LOC118464998|XP_035788732.1|AALB
OG0002253	LOC4805586|XP_001361967.3|DPSE	LOC118467285|XP_035793488.1|AALB
OG0002254	LOC4800424|XP_033241599.1|DPSE	LOC118464907|XP_035788563.1|AALB
OG0002255	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE	LOC118467349|XP_035793625.1|AALB
OG0002256	LOC4805321|XP_001361740.3|DPSE	LOC118464864|XP_035788473.1|AALB
OG0002257	LOC4804745|XP_001361257.2|DPSE	LOC118463114|XP_035785332.1|AALB
OG0002258	LOC4814040|XP_001354185.2|DPSE	LOC118463220|XP_035785558.1|AALB
OG0002259	LOC117184417|XP_033237535.1|DPSE	LOC118464525|XP_035787855.1|AALB, LOC118463221|XP_035785559.1|AALB
OG0002260	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE	LOC118465240|XP_035789152.1|AALB
OG0002261	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE	LOC118464846|XP_035788434.1|AALB
OG0002263	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE	LOC118467095|XP_035793034.1|AALB
OG0002264	LOC4805450|XP_001361849.2|DPSE	LOC118466285|XP_035791263.1|AALB
OG0002265	LOC4812932|XP_001353784.2|DPSE	LOC118467337|XP_035793588.1|AALB
OG0002266	LOC6901984|XP_033239645.1|DPSE	LOC118465839|XP_035790340.1|AALB
OG0002267	LOC4812185|XP_001352768.3|DPSE	LOC118463242|XP_035785602.1|AALB
OG0002268	LOC4813219|XP_001354081.1|DPSE	LOC118463126|XP_035785376.1|AALB
OG0002269	LOC6899116|XP_002139033.2|DPSE	LOC118464520|XP_035787849.1|AALB
OG0002270	LOC4805354|XP_015040595.2|DPSE	LOC118467183|XP_035793264.1|AALB
OG0002271	LOC4814003|XP_001354157.2|DPSE	LOC118464879|XP_035788514.1|AALB
OG0002272	LOC4813762|XP_001353728.1|DPSE	LOC118463255|XP_035785617.1|AALB
OG0002273	LOC6900496|XP_015042837.2|DPSE	LOC118467338|XP_035793589.1|AALB
OG0002274	LOC4813190|XP_033240151.1|DPSE	LOC118467061|XP_035792956.1|AALB
OG0002275	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE	LOC118467896|XP_035794708.1|AALB
OG0002276	LOC4814086|XP_015042453.2|DPSE	LOC118462934|XP_035784938.1|AALB
OG0002277	LOC4814148|XP_001354236.2|DPSE	LOC118463957|XP_035786833.1|AALB
OG0002278	LOC4812879|XP_001353753.3|DPSE	LOC118464557|XP_035787889.1|AALB
OG0002279	LOC4814189|XP_001354315.1|DPSE	LOC118463351|XP_035785757.1|AALB
OG0002280	LOC6900150|XP_033237540.1|DPSE	LOC118466262|XP_035791217.1|AALB
OG0002281	LOC4812172|XP_001352825.3|DPSE	LOC118462558|XP_035784237.1|AALB
OG0002282	LOC4812505|XP_001352483.2|DPSE	LOC118466665|XP_035792161.1|AALB
OG0002283	LOC4804467|XP_001361026.3|DPSE	LOC118464587|XP_035787924.1|AALB
OG0002284	LOC4804037|XP_001360665.2|DPSE	LOC118465383|XP_035789470.1|AALB
OG0002285	LOC4814837|XP_001355139.1|DPSE	LOC118465615|XP_035789889.1|AALB
OG0002286	LOC6898207|XP_002138277.3|DPSE	LOC118466211|XP_035791126.1|AALB
OG0002287	LOC4805355|XP_015040597.2|DPSE	LOC118467184|XP_035793272.1|AALB
OG0002288	LOC4813986|XP_033240801.1|DPSE	LOC118463340|XP_035785748.1|AALB
OG0002289	LOC4812738|XP_001353116.2|DPSE	LOC118463546|XP_035786061.1|AALB
OG0002290	LOC4818177|XP_004444598.3|DPSE	LOC118459786|XP_035779400.1|AALB
OG0002291	LOC4804924|XP_001361408.4|DPSE	LOC118465044|XP_035788809.1|AALB
OG0002292	LOC13036500|XP_003736517.3|DPSE, LOC4803417|XP_015039071.1|DPSE	LOC118467303|XP_035793516.1|AALB
OG0002293	LOC4803332|XP_001357513.3|DPSE	LOC118466943|XP_035792737.1|AALB
OG0002294	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE	LOC118466144|XP_035790989.1|AALB
OG0002295	LOC4818003|XP_033235189.1|DPSE	LOC118457932|XP_035775836.1|AALB
OG0002296	LOC4817016|XP_033236783.1|DPSE	LOC118456875|XP_035773881.1|AALB
OG0002297	LOC4803093|XP_033233877.1|DPSE	LOC118469081|XP_035796478.1|AALB
OG0002298	LOC4804311|XP_001360891.1|DPSE	LOC118457113|XP_035774306.1|AALB
OG0002299	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE	LOC118457111|XP_035774303.1|AALB
OG0002300	LOC6902591|XP_015036696.2|DPSE	LOC118456309|XP_035772839.1|AALB
OG0002301	LOC4817935|XP_001357416.4|DPSE	LOC118457041|XP_035774177.1|AALB
OG0002302	LOC4818001|XP_033236505.1|DPSE	LOC118459785|XP_035779394.1|AALB
OG0002303	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE	LOC118459800|XP_035779430.1|AALB
OG0002304	LOC6903466|XP_015035425.2|DPSE	LOC118460844|XP_035781427.1|AALB
OG0002305	LOC4813969|XP_001354127.3|DPSE	LOC118468932|XP_035796148.1|AALB
OG0002306	LOC6902343|XP_002133289.3|DPSE	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB
OG0002307	LOC4817520|XP_001356935.3|DPSE	LOC118468763|XP_035795830.1|AALB
OG0002308	LOC4816964|XP_001356376.3|DPSE	LOC118456776|XP_035773744.1|AALB
OG0002309	LOC4817161|XP_001356818.1|DPSE	LOC118468743|XP_035795794.1|AALB
OG0002310	LOC4817996|XP_015035580.2|DPSE	LOC118457960|XP_035775879.1|AALB
OG0002311	LOC6902405|XP_015036986.1|DPSE	LOC118468467|XP_035795154.1|AALB
OG0002312	LOC4817953|XP_001357342.4|DPSE	LOC118468469|XP_035795180.1|AALB
OG0002313	LOC4803967|XP_015039514.1|DPSE	LOC118456223|XP_035772701.1|AALB
OG0002314	LOC6898050|XP_002138136.1|DPSE	LOC118458937|XP_035777809.1|AALB
OG0002315	LOC4804144|XP_033233884.1|DPSE	LOC118459688|XP_035779216.1|AALB
OG0002316	LOC4817270|XP_001356777.3|DPSE	LOC118456915|XP_035773937.1|AALB
OG0002317	LOC6900355|XP_015042586.1|DPSE	LOC118457869|XP_035775675.1|AALB
OG0002318	LOC4817648|XP_001357040.2|DPSE	LOC118457634|XP_035775258.1|AALB
OG0002319	LOC4816342|XP_001356136.2|DPSE	LOC118460721|XP_035781161.1|AALB
OG0002320	LOC4805511|XP_001361902.2|DPSE	LOC118456762|XP_035773720.1|AALB
OG0002321	LOC4803680|XP_033234103.1|DPSE	LOC118457451|XP_035774941.1|AALB
OG0002322	LOC4816583|XP_001356097.4|DPSE	LOC118458228|XP_035776389.1|AALB
OG0002323	LOC4818190|XP_001357501.2|DPSE	LOC118456898|XP_035773915.1|AALB
OG0002324	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE	LOC118468475|XP_035795186.1|AALB
OG0002325	LOC4813316|XP_015042984.1|DPSE	LOC118456146|XP_035772552.1|AALB
OG0002326	LOC4813019|XP_015042986.2|DPSE	LOC118460709|XP_035781129.1|AALB
OG0002327	LOC4803139|XP_003736916.2|DPSE	LOC118460707|XP_035781112.1|AALB
OG0002328	LOC4816611|XP_015036723.1|DPSE	LOC118468753|XP_035795807.1|AALB
OG0002329	LOC4817602|XP_001357004.1|DPSE	LOC118456215|XP_035772688.1|AALB
OG0002330	LOC4817604|XP_001357006.3|DPSE	LOC118460750|XP_035781229.1|AALB
OG0002331	LOC4814533|XP_001355103.2|DPSE	LOC118456462|XP_035773131.1|AALB
OG0002332	LOC4812068|XP_001352719.3|DPSE	LOC118458894|XP_035777742.1|AALB
OG0002333	LOC6898614|XP_002138619.3|DPSE	LOC118458297|XP_035776515.1|AALB
OG0002334	LOC4818020|XP_001357220.3|DPSE	LOC118458560|XP_035777096.1|AALB
OG0002335	LOC6898566|XP_002138586.3|DPSE	LOC118456211|XP_035772674.1|AALB
OG0002336	LOC4812124|XP_033240410.1|DPSE	LOC118460658|XP_035781016.1|AALB
OG0002337	LOC6898867|XP_033234569.1|DPSE	LOC118461048|XP_035781832.1|AALB
OG0002338	LOC4817780|XP_001357144.3|DPSE	LOC118461165|XP_035782056.1|AALB
OG0002339	LOC6902511|XP_002133053.3|DPSE	LOC118461475|XP_035782722.1|AALB
OG0002340	LOC4817014|XP_001356841.3|DPSE	LOC118461474|XP_035782720.1|AALB
OG0002341	LOC4804085|XP_001360702.1|DPSE	LOC118460122|XP_035780054.1|AALB
OG0002342	LOC4817341|XP_015035889.1|DPSE	LOC118459081|XP_035778027.1|AALB
OG0002343	LOC4816738|XP_001355956.3|DPSE	LOC118461707|XP_035783226.1|AALB
OG0002344	LOC26533548|XP_033236789.1|DPSE	LOC118467663|XP_035794309.1|AALB
OG0002345	LOC4805000|XP_001361470.2|DPSE	LOC118460115|XP_035780046.1|AALB
OG0002346	LOC4816108|XP_001355782.2|DPSE	LOC118457666|XP_035775313.1|AALB
OG0002347	LOC6898047|XP_002138133.2|DPSE	LOC118457603|XP_035775202.1|AALB
OG0002348	LOC4817306|XP_033235353.1|DPSE	LOC118468429|XP_035795084.1|AALB
OG0002349	LOC4805002|XP_003736961.3|DPSE	LOC118459299|XP_035778441.1|AALB
OG0002350	LOC4805001|XP_033234249.1|DPSE	LOC118463437|XP_035785904.1|AALB
OG0002351	LOC4804275|XP_001360856.3|DPSE	LOC118459093|XP_035778051.1|AALB
OG0002352	LOC4805198|XP_001361643.2|DPSE	LOC118457750|XP_035775456.1|AALB
OG0002353	LOC6903361|XP_002132242.2|DPSE	LOC118461236|XP_035782228.1|AALB
OG0002354	LOC6902362|XP_002133308.1|DPSE	LOC118460926|XP_035781579.1|AALB
OG0002355	LOC6902745|XP_002133259.2|DPSE	LOC118461968|XP_035783771.1|AALB
OG0002356	LOC6903123|XP_002132833.3|DPSE, LOC4817496|XP_001356915.2|DPSE	LOC118466908|XP_035792668.1|AALB
OG0002357	LOC4801730|XP_001358773.2|DPSE	LOC118466858|XP_035792590.1|AALB
OG0002358	LOC117184099|XP_033236157.1|DPSE, LOC117184409|XP_033237489.1|DPSE	LOC118461531|XP_035782856.1|AALB
OG0002359	LOC4815909|XP_001355722.1|DPSE	LOC118459526|XP_035778876.1|AALB
OG0002360	LOC4817280|XP_001356860.1|DPSE	LOC118458718|XP_035777356.1|AALB
OG0002361	LOC6900843|XP_033237624.1|DPSE	LOC118456206|XP_035772664.1|AALB
OG0002362	LOC4817195|XP_015035828.2|DPSE	LOC118467138|XP_035793152.1|AALB
OG0002363	LOC4817299|XP_001356402.1|DPSE	LOC118458268|XP_035776472.1|AALB
OG0002364	LOC4817033|XP_015035785.2|DPSE	LOC118458266|XP_035776451.1|AALB
OG0002365	LOC6902796|XP_015035780.2|DPSE	LOC118458465|XP_035776877.1|AALB
OG0002366	LOC4817444|XP_001356728.3|DPSE	LOC118459997|XP_035779791.1|AALB
OG0002367	LOC4817078|XP_015036059.2|DPSE	LOC118459833|XP_035779489.1|AALB
OG0002368	LOC4818128|XP_001357192.1|DPSE	LOC118460004|XP_035779816.1|AALB
OG0002369	LOC6897896|XP_002137998.2|DPSE, LOC4815283|XP_001354957.3|DPSE	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB
OG0002370	LOC6902704|XP_002133218.2|DPSE	LOC118460984|XP_035781699.1|AALB
OG0002371	LOC4816330|XP_015036804.1|DPSE	LOC118460985|XP_035781700.1|AALB
OG0002372	LOC4817792|XP_001357109.4|DPSE	LOC118457711|XP_035775387.1|AALB
OG0002373	LOC4817344|XP_001356547.1|DPSE	LOC118462015|XP_035783854.1|AALB
OG0002374	LOC6897161|XP_003736489.2|DPSE	LOC118456445|XP_035773101.1|AALB
OG0002375	LOC4802018|XP_001359021.1|DPSE	LOC118466314|XP_035791318.1|AALB
OG0002376	LOC4816111|XP_001355773.1|DPSE	LOC118460350|XP_035780481.1|AALB
OG0002377	LOC4802440|XP_001359359.2|DPSE	LOC118456556|XP_035773318.1|AALB
OG0002378	LOC4813788|XP_001353501.1|DPSE	LOC118460962|XP_035781631.1|AALB
OG0002379	LOC4817489|XP_001356908.3|DPSE	LOC118461197|XP_035782135.1|AALB
OG0002380	LOC4814921|XP_001355096.1|DPSE	LOC118459636|XP_035779107.1|AALB
OG0002381	LOC4805350|XP_001361764.1|DPSE	LOC118460788|XP_035781285.1|AALB
OG0002382	LOC4815218|XP_033240934.1|DPSE	LOC118460791|XP_035781289.1|AALB
OG0002383	LOC4812321|XP_001352753.2|DPSE	LOC118460797|XP_035781297.1|AALB
OG0002384	LOC6901166|XP_002133867.3|DPSE	LOC118459894|XP_035779594.1|AALB
OG0002386	LOC4802901|XP_001359728.3|DPSE	LOC118461232|XP_035782219.1|AALB
OG0002387	LOC4801234|XP_015037102.2|DPSE	LOC118456943|XP_035773999.1|AALB
OG0002388	LOC4803095|XP_001359893.3|DPSE	LOC118461033|XP_035781807.1|AALB
OG0002389	LOC6899197|XP_002136327.3|DPSE, LOC4800421|XP_001357699.1|DPSE	LOC118457262|XP_035774544.1|AALB
OG0002390	LOC4816772|XP_001356055.3|DPSE	LOC118456611|XP_035773413.1|AALB
OG0002391	LOC4805399|XP_001361804.2|DPSE	LOC118458861|XP_035777685.1|AALB
OG0002392	LOC4811994|XP_001352669.3|DPSE	LOC118457880|XP_035775702.1|AALB
OG0002393	LOC6900032|XP_033237408.1|DPSE, LOC6897885|XP_002137987.1|DPSE	LOC118458618|XP_035777194.1|AALB
OG0002394	LOC4802422|XP_001359342.2|DPSE	LOC118469031|XP_035796379.1|AALB
OG0002395	LOC6897931|XP_033236597.1|DPSE	LOC118461927|XP_035783692.1|AALB
OG0002396	LOC4803356|XP_001360110.3|DPSE	LOC118457109|XP_035774301.1|AALB
OG0002397	LOC4803333|XP_001357518.1|DPSE	LOC118461824|XP_035783473.1|AALB
OG0002398	LOC4815335|XP_001354928.3|DPSE	LOC118459453|XP_035778752.1|AALB
OG0002399	LOC4805672|XP_001362032.2|DPSE	LOC118458284|XP_035776499.1|AALB
OG0002400	LOC4803936|XP_001360576.3|DPSE	LOC118456280|XP_035772786.1|AALB
OG0002401	LOC117184353|XP_033237266.1|DPSE	LOC118468297|XP_035794919.1|AALB
OG0002402	LOC6897836|XP_002137941.2|DPSE	LOC118460542|XP_035780825.1|AALB
OG0002403	LOC6897835|XP_033232643.1|DPSE	LOC118460543|XP_035780826.1|AALB
OG0002404	LOC4802777|XP_001359637.2|DPSE	LOC118457979|XP_035775919.1|AALB
OG0002405	LOC4802446|XP_001359364.3|DPSE	LOC118457615|XP_035775219.1|AALB
OG0002406	LOC4812613|XP_001352579.3|DPSE	LOC118468618|XP_035795521.1|AALB
OG0002408	LOC4802434|XP_001359356.1|DPSE	LOC118461594|XP_035782991.1|AALB
OG0002410	LOC4803285|XP_033241673.1|DPSE	LOC118457203|XP_035774446.1|AALB
OG0002411	LOC4803036|XP_001359838.1|DPSE	LOC118461853|XP_035783539.1|AALB
OG0002412	LOC13036350|XP_033233061.1|DPSE	LOC118461405|XP_035782574.1|AALB
OG0002413	LOC4815497|XP_001355571.1|DPSE	LOC118461318|XP_035782411.1|AALB
OG0002414	LOC4812263|XP_001352456.2|DPSE	LOC118461716|XP_035783267.1|AALB
OG0002415	LOC4802615|XP_001359502.4|DPSE	LOC118468461|XP_035795147.1|AALB
OG0002416	LOC4811848|XP_033237142.1|DPSE	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB
OG0002417	LOC4817743|XP_001357106.1|DPSE	LOC118459010|XP_035777908.1|AALB
OG0002418	LOC6897797|XP_002137902.2|DPSE	LOC118458867|XP_035777710.1|AALB
OG0002419	LOC4816016|XP_015041091.2|DPSE	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB
OG0002420	LOC4812067|XP_001352481.1|DPSE	LOC118460161|XP_035780154.1|AALB
OG0002421	LOC4802153|XP_001359129.3|DPSE	LOC118456354|XP_035772908.1|AALB
OG0002422	LOC4802717|XP_015038028.1|DPSE	LOC118457412|XP_035774876.1|AALB
OG0002423	LOC4813902|XP_001353940.2|DPSE	LOC118460151|XP_035780140.1|AALB
OG0002424	LOC4811794|XP_001352361.1|DPSE	LOC118460491|XP_035780737.1|AALB
OG0002425	LOC6902297|XP_033240720.1|DPSE, LOC6902295|XP_033240719.1|DPSE	LOC118459182|XP_035778230.1|AALB
OG0002426	LOC4813386|XP_001353674.3|DPSE	LOC118468863|XP_035796021.1|AALB
OG0002427	LOC4811793|XP_001352360.3|DPSE	LOC118461260|XP_035782273.1|AALB
OG0002428	LOC6902138|XP_002133669.2|DPSE	LOC118466759|XP_035792367.1|AALB
OG0002429	LOC4814034|XP_033238279.1|DPSE	LOC118458589|XP_035777145.1|AALB
OG0002430	LOC4803493|XP_015039118.2|DPSE	LOC118466378|XP_035791496.1|AALB
OG0002431	LOC6903882|XP_002136629.1|DPSE	LOC118464630|XP_035787969.1|AALB
OG0002432	LOC4815138|XP_001355173.3|DPSE	LOC118456443|XP_035773097.1|AALB
OG0002433	LOC6899369|XP_002136158.2|DPSE	LOC118464298|XP_035787476.1|AALB
OG0002434	LOC4802132|XP_001359112.3|DPSE	LOC118464154|XP_035787174.1|AALB
OG0002436	LOC4804876|XP_001361365.2|DPSE	LOC118463302|XP_035785681.1|AALB
OG0002437	LOC4805164|XP_015040470.2|DPSE	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB
OG0002438	LOC4814729|XP_001354516.3|DPSE	LOC118467021|XP_035792862.1|AALB
OG0002439	LOC4817941|XP_001357193.3|DPSE	LOC118458026|XP_035776025.1|AALB
OG0002440	LOC4813289|XP_001353958.3|DPSE	LOC118463730|XP_035786417.1|AALB
OG0002441	LOC6898791|XP_002138767.3|DPSE	LOC118465670|XP_035789990.1|AALB
OG0002442	LOC4804000|XP_001360631.2|DPSE	LOC118465730|XP_035790085.1|AALB
OG0002443	LOC4804882|XP_001361370.4|DPSE	LOC118466936|XP_035792720.1|AALB
OG0002444	LOC4805701|XP_001362059.3|DPSE	LOC118462872|XP_035784824.1|AALB
OG0002445	LOC4805150|XP_004444403.3|DPSE	LOC118466744|XP_035792322.1|AALB
OG0002446	LOC4803985|XP_001360618.3|DPSE	LOC118465220|XP_035789105.1|AALB
OG0002447	LOC4812897|XP_001354000.2|DPSE	LOC118463947|XP_035786817.1|AALB
OG0002448	LOC4803694|XP_001360371.1|DPSE	LOC118464420|XP_035787671.1|AALB
OG0002449	LOC4804176|XP_001360779.2|DPSE	LOC118464230|XP_035787305.1|AALB
OG0002450	LOC4803233|XP_001360007.2|DPSE	LOC118458328|XP_035776572.1|AALB
OG0002451	LOC4805044|XP_001361509.3|DPSE	LOC118464169|XP_035787201.1|AALB
OG0002452	LOC4805209|XP_001361650.4|DPSE	LOC118463813|XP_035786583.1|AALB
OG0002453	LOC4805210|XP_001361651.1|DPSE	LOC118463812|XP_035786582.1|AALB
OG0002454	LOC4812861|XP_015043275.2|DPSE	LOC118463825|XP_035786601.1|AALB
OG0002455	LOC4812860|XP_001353889.3|DPSE	LOC118466013|XP_035790716.1|AALB
OG0002456	LOC26532019|XP_033234230.1|DPSE	LOC118466060|XP_035790802.1|AALB
OG0002457	LOC4804903|XP_004444345.2|DPSE	LOC118464737|XP_035788235.1|AALB
OG0002458	LOC4818175|XP_001357172.4|DPSE	LOC118457749|XP_035775454.1|AALB
OG0002459	LOC4804388|XP_001360959.3|DPSE	LOC118467100|XP_035793042.1|AALB
OG0002460	LOC6899070|XP_002138994.1|DPSE	LOC118464694|XP_035788107.1|AALB
OG0002461	LOC4804095|XP_001360713.2|DPSE	LOC118465162|XP_035789013.1|AALB
OG0002462	LOC4804604|XP_015040042.2|DPSE	LOC118465021|XP_035788776.1|AALB
OG0002463	LOC4804304|XP_001360884.3|DPSE	LOC118467226|XP_035793370.1|AALB
OG0002464	LOC4803998|XP_001360629.2|DPSE	LOC118467034|XP_035792910.1|AALB
OG0002465	LOC4804824|XP_001361326.3|DPSE	LOC118467032|XP_035792907.1|AALB
OG0002466	LOC26534353|XP_033237121.1|DPSE	LOC118467618|XP_035794215.1|AALB
OG0002467	LOC6900660|XP_002135028.4|DPSE	LOC118464769|XP_035788285.1|AALB
OG0002468	LOC4813841|XP_001353591.4|DPSE	LOC118465937|XP_035790540.1|AALB
OG0002469	LOC4802768|XP_001359628.2|DPSE	LOC118464168|XP_035787199.1|AALB
OG0002470	LOC4805036|XP_001361503.2|DPSE	LOC118464183|XP_035787227.1|AALB
OG0002471	LOC4803387|XP_001357537.1|DPSE	LOC118463363|XP_035785774.1|AALB
OG0002472	LOC4803673|XP_033234233.1|DPSE	LOC118464351|XP_035787565.1|AALB
OG0002473	LOC6898946|XP_002138907.2|DPSE	LOC118464361|XP_035787579.1|AALB
OG0002474	LOC4813072|XP_033239972.1|DPSE	LOC118462552|XP_035784212.1|AALB
OG0002475	LOC4800403|XP_001357686.1|DPSE	LOC118463881|XP_035786694.1|AALB
OG0002476	LOC4804214|XP_033235129.1|DPSE	LOC118464221|XP_035787286.1|AALB
OG0002477	LOC6898157|XP_002138235.2|DPSE	LOC118467251|XP_035793426.1|AALB
OG0002478	LOC4804609|XP_033233735.1|DPSE	LOC118467250|XP_035793421.1|AALB
OG0002479	LOC4803653|XP_001360336.1|DPSE	LOC118466774|XP_035792392.1|AALB
OG0002480	LOC26533805|XP_033234126.1|DPSE	LOC118464983|XP_035788708.1|AALB
OG0002481	LOC4814890|XP_001354740.1|DPSE	LOC118464500|XP_035787828.1|AALB
OG0002482	LOC6898811|XP_002138785.2|DPSE	LOC118463880|XP_035786692.1|AALB
OG0002483	LOC4803511|XP_001360224.3|DPSE	LOC118464941|XP_035788621.1|AALB
OG0002484	LOC4803939|XP_001360579.1|DPSE	LOC118464946|XP_035788628.1|AALB
OG0002485	LOC4805071|XP_001361533.2|DPSE	LOC118463977|XP_035786880.1|AALB
OG0002486	LOC4812127|XP_001352406.3|DPSE	LOC118467959|XP_035794835.1|AALB
OG0002487	LOC6902744|XP_015036866.2|DPSE	LOC118466257|XP_035791204.1|AALB
OG0002488	LOC4805276|XP_001361701.2|DPSE	LOC118464802|XP_035788358.1|AALB
OG0002489	LOC6903581|XP_002132449.2|DPSE, LOC4811983|XP_015044010.2|DPSE	LOC118462685|XP_035784492.1|AALB
OG0002490	LOC4805549|XP_001361935.2|DPSE	LOC118463761|XP_035786468.1|AALB
OG0002491	LOC4812815|XP_001353529.4|DPSE	LOC118466923|XP_035792701.1|AALB
OG0002492	LOC4804151|XP_001360757.1|DPSE	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB
OG0002493	LOC4805078|XP_001361540.3|DPSE	LOC118465985|XP_035790658.1|AALB
OG0002495	LOC4804014|XP_001360644.1|DPSE	LOC118462829|XP_035784753.1|AALB
OG0002496	LOC4802213|XP_001359181.1|DPSE	LOC118464803|XP_035788359.1|AALB
OG0002497	LOC4812038|XP_001352546.3|DPSE	LOC118464813|XP_035788373.1|AALB
OG0002498	LOC4813924|XP_015043470.2|DPSE, LOC6901722|XP_002134390.2|DPSE, LOC6901665|XP_033239827.1|DPSE	LOC118463201|XP_035785529.1|AALB
OG0002508	LOC4814277|XP_033240116.1|DPSE	LOC118459048|XP_035777969.1|AALB
OG0002509	LOC4804126|XP_001360734.2|DPSE	LOC118467981|XP_035794863.1|AALB
OG0002510	LOC6902292|XP_033238943.1|DPSE	LOC118458351|XP_035776599.1|AALB
OG0002511	LOC6897419|XP_015037531.2|DPSE	LOC118467147|XP_035793224.1|AALB
OG0002512	LOC26533625|XP_033237132.1|DPSE	LOC118458417|XP_035776738.1|AALB
OG0002513	LOC4801512|XP_033232302.1|DPSE	LOC118457877|XP_035775697.1|AALB
OG0002514	LOC4811886|XP_015043580.2|DPSE	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB
OG0002516	LOC4802666|XP_001359538.1|DPSE	LOC118460637|XP_035780987.1|AALB
OG0002517	LOC4814756|XP_033238544.1|DPSE	LOC118456694|XP_035773592.1|AALB
OG0002518	LOC6897219|XP_002137391.3|DPSE	LOC118461771|XP_035783397.1|AALB
OG0002519	LOC4805527|XP_001361915.2|DPSE	LOC118462310|XP_035784009.1|AALB
OG0002520	LOC4815996|XP_001355317.2|DPSE	LOC118462336|XP_035784011.1|AALB
OG0002522	LOC4801454|XP_001358548.4|DPSE	LOC118463360|XP_035785770.1|AALB
OG0002523	LOC4800711|XP_001357936.3|DPSE	LOC118464696|XP_035788156.1|AALB
OG0002524	LOC4815572|XP_001355713.4|DPSE	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB
OG0002525	LOC4814123|XP_001354282.1|DPSE	LOC118461653|XP_035783124.1|AALB
OG0002526	LOC6897243|XP_002137414.1|DPSE	LOC118458396|XP_035776699.1|AALB
OG0002528	LOC4815785|XP_015041267.2|DPSE	LOC118456509|XP_035773275.1|AALB
OG0002529	LOC4802088|XP_033241767.1|DPSE	LOC118464640|XP_035787995.1|AALB
OG0002530	LOC4818022|XP_033236989.1|DPSE	LOC118465697|XP_035790021.1|AALB
OG0002531	LOC4817859|XP_015035247.1|DPSE	LOC118468526|XP_035795287.1|AALB
OG0002532	LOC6899764|XP_002135772.1|DPSE	LOC118464240|XP_035787323.1|AALB
OG0002533	LOC4815952|XP_033240907.1|DPSE	LOC118465442|XP_035789589.1|AALB
OG0002534	LOC4803910|XP_001360554.3|DPSE	LOC118457279|XP_035774588.1|AALB
OG0002535	LOC4811852|XP_001352921.3|DPSE	LOC118466074|XP_035790839.1|AALB
OG0002536	LOC4800496|XP_001357763.1|DPSE	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB
