Orthogroup	DPSE.longest_only	DEUG.longest_only
OG0001789	LOC4803735|XP_001360403.2|DPSE	LOC108113195|XP_017079211.1|DEUG
OG0001790	LOC4818164|XP_033236809.1|DPSE	LOC108107171|XP_017070075.1|DEUG
OG0001791	LOC4803905|XP_001360549.4|DPSE	LOC108106546|XP_017069192.1|DEUG
OG0001792	LOC6902953|XP_015036079.2|DPSE	LOC108107041|XP_017069890.1|DEUG
OG0001793	LOC6898267|XP_033233433.1|DPSE	LOC108106526|XP_017069141.1|DEUG
OG0001794	LOC4817779|XP_001357125.3|DPSE	LOC108115125|XP_017082287.1|DEUG
OG0001795	LOC6903125|XP_033236765.1|DPSE	LOC108118424|XP_017086594.1|DEUG, LOC108118422|XP_017086588.1|DEUG
OG0001796	LOC4815891|XP_001355676.3|DPSE	LOC108103505|XP_017064505.1|DEUG
OG0001797	LOC6899858|XP_015044489.2|DPSE	LOC108102337|XP_017062648.1|DEUG
OG0001798	LOC4803927|XP_001360568.1|DPSE	LOC108112803|XP_017078581.1|DEUG
OG0001799	LOC6901083|XP_002134559.2|DPSE	LOC108117675|XP_017085693.1|DEUG
OG0001800	LOC6903551|XP_002132423.2|DPSE	LOC108107158|XP_017070055.1|DEUG
OG0001801	LOC4812956|XP_001353883.4|DPSE	LOC108114662|XP_017081230.1|DEUG
OG0001802	LOC4803001|XP_001359806.2|DPSE	LOC108109536|XP_017073590.1|DEUG
OG0001803	LOC4802693|XP_033238791.1|DPSE, LOC6897745|XP_015038010.2|DPSE	LOC108115175|XP_017081985.1|DEUG
OG0001804	LOC6897598|XP_033233011.1|DPSE, LOC117183378|XP_033233013.1|DPSE, LOC4802426|XP_001359349.3|DPSE	LOC108115327|XP_017082224.1|DEUG
OG0001805	LOC4814134|XP_001354191.3|DPSE	LOC108109863|XP_017074137.1|DEUG
OG0001806	LOC4802136|XP_015037638.2|DPSE	LOC108117512|XP_017085489.1|DEUG
OG0001807	LOC4803105|XP_003736908.1|DPSE	LOC108105612|XP_017067780.1|DEUG
OG0001808	LOC4802818|XP_015038112.2|DPSE	LOC108116365|XP_017083684.1|DEUG
OG0001809	LOC6897560|XP_002137705.2|DPSE	LOC108114989|XP_017081710.1|DEUG
OG0001810	LOC4800588|XP_001357835.2|DPSE	LOC108115639|XP_017082681.1|DEUG
OG0001811	LOC4804033|XP_001360662.2|DPSE	LOC108109298|XP_017073283.1|DEUG
OG0001812	LOC4815897|XP_001355483.3|DPSE	LOC108103761|XP_017064868.1|DEUG
OG0001813	LOC4803264|XP_033237297.1|DPSE	LOC108117087|XP_017084774.1|DEUG
OG0001814	LOC4802989|XP_015038223.1|DPSE	LOC108115162|XP_017081962.1|DEUG
OG0001815	LOC4802041|XP_001359035.1|DPSE	LOC108115399|XP_017082325.1|DEUG
OG0001816	LOC4804396|XP_001360966.1|DPSE	LOC108114922|XP_017081599.1|DEUG
OG0001817	LOC4805429|XP_001361830.2|DPSE	LOC108104806|XP_017066577.1|DEUG
OG0001818	LOC4814513|XP_001354554.4|DPSE	LOC108117589|XP_017085580.1|DEUG
OG0001819	LOC4805700|XP_001362058.1|DPSE	LOC108111955|XP_017077137.1|DEUG
OG0001820	LOC6903097|XP_002132809.3|DPSE, LOC6903086|XP_002132804.1|DPSE, LOC6901754|XP_002134424.2|DPSE	LOC108104926|XP_017066767.1|DEUG
OG0001821	LOC4805432|XP_001361833.3|DPSE	LOC108107202|XP_017070108.1|DEUG
OG0001822	LOC4805495|XP_015040690.1|DPSE	LOC108112244|XP_017077555.1|DEUG
OG0001823	LOC4813641|XP_001353944.2|DPSE	LOC108114307|XP_017080700.1|DEUG
OG0001824	LOC4817509|XP_001356927.2|DPSE	LOC108111054|XP_017075875.1|DEUG
OG0001825	LOC4804945|XP_033234539.1|DPSE	LOC108108904|XP_017072617.1|DEUG
OG0001826	LOC4805313|XP_001361733.1|DPSE	LOC108112772|XP_017078529.1|DEUG
OG0001827	LOC4804466|XP_001361025.2|DPSE	LOC108112478|XP_017077824.1|DEUG
OG0001828	LOC4814289|XP_033237577.1|DPSE	LOC108118378|XP_017086539.1|DEUG
OG0001829	LOC4804354|XP_001360928.3|DPSE	LOC108106764|XP_017069493.1|DEUG
OG0001830	LOC4803620|XP_001360309.2|DPSE	LOC108112226|XP_017077535.1|DEUG
OG0001831	LOC6900794|XP_015043351.2|DPSE	LOC108108610|XP_017072197.1|DEUG
OG0001832	LOC4814651|XP_015042059.2|DPSE	LOC108103256|XP_017064153.1|DEUG
OG0001833	LOC6898117|XP_002138197.2|DPSE	LOC108107258|XP_017070175.1|DEUG
OG0001834	LOC4801071|XP_001358232.1|DPSE	LOC108116162|XP_017083386.1|DEUG
OG0001838	LOC6898062|XP_002138148.3|DPSE	LOC108112051|XP_017077293.1|DEUG
OG0001839	LOC6898491|XP_002138532.3|DPSE	LOC108110585|XP_017075171.1|DEUG, LOC108108971|XP_017072716.1|DEUG
OG0001840	LOC6902442|XP_002132987.1|DPSE	LOC108118421|XP_017086587.1|DEUG, LOC108118485|XP_017086707.1|DEUG, LOC108118484|XP_017086706.1|DEUG
OG0001841	LOC6900615|XP_002134988.2|DPSE	LOC108104674|XP_017066355.1|DEUG, LOC108104673|XP_017066354.1|DEUG
OG0001842	LOC4813305|XP_001354057.3|DPSE	LOC108107688|XP_017070781.1|DEUG, LOC108107166|XP_017070067.1|DEUG
OG0001843	LOC4812234|XP_001352946.2|DPSE	LOC108108734|XP_017072361.1|DEUG, LOC108108733|XP_017072359.1|DEUG
OG0001844	LOC117184565|XP_033238711.1|DPSE, LOC117184955|XP_033240100.1|DPSE	LOC108104259|XP_017065696.1|DEUG, LOC108104260|XP_017065697.1|DEUG
OG0001845	LOC4803714|XP_001360388.3|DPSE	LOC108112311|XP_017077626.1|DEUG
OG0001846	LOC6897109|XP_002137293.3|DPSE	LOC108117024|XP_017084682.1|DEUG, LOC108117023|XP_017084680.1|DEUG
OG0001849	LOC4801738|XP_001358781.1|DPSE	LOC108116628|XP_017084096.1|DEUG, LOC108102449|XP_017062945.1|DEUG
OG0001850	LOC4811787|XP_015044408.1|DPSE	LOC108102376|XP_017062785.1|DEUG
OG0001851	LOC4811776|XP_033237330.1|DPSE	LOC108102308|XP_017062558.1|DEUG
OG0001852	LOC4814133|XP_033238091.1|DPSE	LOC108104724|XP_017066445.1|DEUG
OG0001853	LOC4801314|XP_015037165.2|DPSE	LOC108113576|XP_017079656.1|DEUG
OG0001854	LOC4815204|XP_001355196.3|DPSE	LOC108110074|XP_017074445.1|DEUG
OG0001855	LOC6899093|XP_002139010.2|DPSE	LOC108112430|XP_017077762.1|DEUG
OG0001856	LOC4815126|XP_033237844.1|DPSE	LOC108116505|XP_017083933.1|DEUG
OG0001857	LOC4815144|XP_001355033.4|DPSE	LOC108109714|XP_017073835.1|DEUG
OG0001858	LOC6901049|XP_002134528.2|DPSE	LOC108109961|XP_017074265.1|DEUG
OG0001859	LOC6901885|XP_002133420.1|DPSE	LOC108114590|XP_017081173.1|DEUG
OG0001860	LOC4813375|XP_001353966.1|DPSE	LOC108108640|XP_017072230.1|DEUG
OG0001861	LOC4800746|XP_001357963.3|DPSE	LOC108115812|XP_017082889.1|DEUG
OG0001862	LOC4814369|XP_033240391.1|DPSE	LOC108117688|XP_017085704.1|DEUG
OG0001863	LOC4815196|XP_001354598.4|DPSE	LOC108102997|XP_017063803.1|DEUG
OG0001864	LOC4801060|XP_001358222.4|DPSE	LOC108109136|XP_017073026.1|DEUG
OG0001865	LOC4814209|XP_001354336.1|DPSE	LOC108103491|XP_017064488.1|DEUG
OG0001866	LOC6897167|XP_033241703.1|DPSE	LOC108102444|XP_017062930.1|DEUG, LOC108116968|XP_017084612.1|DEUG
OG0001867	LOC4813977|XP_001354134.4|DPSE	LOC108108496|XP_017072038.1|DEUG
OG0001868	LOC6902595|XP_002133122.2|DPSE	LOC108103404|XP_017064350.1|DEUG
OG0001869	LOC6897248|XP_003736544.3|DPSE	LOC108110161|XP_017074572.1|DEUG
OG0001870	LOC4814430|XP_001354856.1|DPSE	LOC108103239|XP_017064128.1|DEUG
OG0001871	LOC4815489|XP_001355563.2|DPSE	LOC108117284|XP_017085130.1|DEUG
OG0001872	LOC4800388|XP_001357673.3|DPSE	LOC108111453|XP_017076413.1|DEUG
OG0001873	LOC4802775|XP_001359635.3|DPSE	LOC108117629|XP_017085650.1|DEUG
OG0001874	LOC117183395|XP_033233102.1|DPSE	LOC108113735|XP_017079911.1|DEUG
OG0001875	LOC6896686|XP_033232875.1|DPSE	LOC108113500|XP_017079577.1|DEUG
OG0001876	LOC4811727|XP_015044360.2|DPSE, LOC26533243|XP_033240085.1|DPSE	LOC108110060|XP_017074430.1|DEUG
OG0001877	LOC4815332|XP_001354636.3|DPSE	LOC108103328|XP_017064253.1|DEUG
OG0001878	LOC4801267|XP_001358388.1|DPSE	LOC108116934|XP_017084568.1|DEUG
OG0001879	LOC6899518|XP_033236075.1|DPSE	LOC108113777|XP_017079965.1|DEUG
OG0001880	LOC6897119|XP_033233055.1|DPSE, LOC6902373|XP_033235552.1|DPSE, LOC4800513|XP_001357778.2|DPSE	LOC108117122|XP_017084842.1|DEUG
OG0001881	LOC4801355|XP_033232599.1|DPSE	LOC108115085|XP_017081822.1|DEUG
OG0001882	LOC4801145|XP_001358283.2|DPSE	LOC108115811|XP_017082888.1|DEUG
OG0001883	LOC4800579|XP_033233173.1|DPSE	LOC108115629|XP_017082669.1|DEUG
OG0001884	LOC4801557|XP_001358629.2|DPSE	LOC108110234|XP_017074709.1|DEUG
OG0001885	LOC4817798|XP_001357156.1|DPSE	LOC108104097|XP_017065482.1|DEUG
OG0001886	LOC4800598|XP_001357844.2|DPSE	LOC108109797|XP_017073999.1|DEUG
OG0001887	LOC4804364|XP_001360938.2|DPSE	LOC108113334|XP_017079380.1|DEUG
OG0001888	LOC4802489|XP_001359402.3|DPSE	LOC108114982|XP_017081702.1|DEUG
OG0001889	LOC4814976|XP_001354997.1|DPSE	LOC108117630|XP_017085646.1|DEUG
OG0001890	LOC6901289|XP_002133990.2|DPSE, LOC4813965|XP_001354124.2|DPSE	LOC108114456|XP_017080946.1|DEUG
OG0001891	LOC13036379|XP_015037436.2|DPSE	LOC108117034|XP_017084692.1|DEUG
OG0001892	LOC26532716|XP_033236580.1|DPSE	LOC108114678|XP_017081294.1|DEUG
OG0001893	LOC4801250|XP_001358373.3|DPSE	LOC108115760|XP_017082816.1|DEUG
OG0001894	LOC4804438|XP_001361000.1|DPSE	LOC108113285|XP_017079324.1|DEUG
OG0001895	LOC4811786|XP_015044406.1|DPSE	LOC108102317|XP_017062579.1|DEUG
OG0001896	LOC117184256|XP_033236873.1|DPSE	LOC108104198|XP_017065631.1|DEUG
OG0001897	LOC4801053|XP_015038686.2|DPSE	LOC108108388|XP_017071925.1|DEUG
OG0001898	LOC4816020|XP_001355280.1|DPSE	LOC108110063|XP_017074432.1|DEUG
OG0001899	LOC4801824|XP_015037403.1|DPSE	LOC108117222|XP_017085038.1|DEUG
OG0001900	LOC4811917|XP_001352959.3|DPSE	LOC108108784|XP_017072446.1|DEUG
OG0001901	LOC4816129|XP_033236694.1|DPSE	LOC108106977|XP_017069786.1|DEUG
OG0001903	LOC4802749|XP_001359610.2|DPSE	LOC108115008|XP_017081739.1|DEUG
OG0001904	LOC4801107|XP_001358254.3|DPSE	LOC108115993|XP_017083152.1|DEUG
OG0001905	LOC6896875|XP_002137065.1|DPSE	LOC108111840|XP_017076933.1|DEUG
OG0001906	LOC4801536|XP_015037294.2|DPSE	LOC108110200|XP_017074655.1|DEUG
OG0001907	LOC6901731|XP_002134400.1|DPSE	LOC108103019|XP_017063833.1|DEUG
OG0001908	LOC6902542|XP_002133083.3|DPSE, LOC117183899|XP_033235149.1|DPSE, LOC117183960|XP_033235584.1|DPSE, LOC4800670|XP_001357902.3|DPSE	LOC108115848|XP_017082951.1|DEUG
OG0001909	LOC6901564|XP_002134237.2|DPSE, LOC4814710|XP_033238536.1|DPSE	LOC108118077|XP_017086109.1|DEUG
OG0001910	LOC4800775|XP_001357990.2|DPSE	LOC108108382|XP_017071919.1|DEUG
OG0001911	LOC6896920|XP_033234855.1|DPSE	LOC108111492|XP_017076468.1|DEUG
OG0001912	LOC4804008|XP_001360639.2|DPSE	LOC108106278|XP_017068733.1|DEUG
OG0001913	LOC4816414|XP_033235964.1|DPSE	LOC108111098|XP_017075927.1|DEUG
OG0001914	LOC6897344|XP_033232329.1|DPSE	LOC108116584|XP_017084014.1|DEUG
OG0001915	LOC4813255|XP_033237759.1|DPSE	LOC108103590|XP_017064604.1|DEUG
OG0001916	LOC4804065|XP_033233406.1|DPSE	LOC108112007|XP_017077233.1|DEUG
OG0001917	LOC6899991|XP_033239456.1|DPSE	LOC108109833|XP_017074066.1|DEUG
OG0001918	LOC4813139|XP_001353888.3|DPSE	LOC108108072|XP_017071441.1|DEUG
OG0001919	LOC4804867|XP_001361356.2|DPSE	LOC108112862|XP_017078677.1|DEUG
OG0001920	LOC4812028|XP_001352499.3|DPSE	LOC108104660|XP_017066335.1|DEUG
OG0001921	LOC4804382|XP_001360953.1|DPSE	LOC108114907|XP_017081572.1|DEUG
OG0001922	LOC4805499|XP_001361893.2|DPSE	LOC108113061|XP_017078986.1|DEUG
OG0001923	LOC6900437|XP_015042755.2|DPSE	LOC108107865|XP_017071123.1|DEUG
OG0001924	LOC6899751|XP_002135787.2|DPSE	LOC108118164|XP_017086214.1|DEUG
OG0001925	LOC4814162|XP_001354278.2|DPSE	LOC108108007|XP_017071351.1|DEUG
OG0001926	LOC4813940|XP_033239000.1|DPSE	LOC108109873|XP_017074155.1|DEUG
OG0001927	LOC4803536|XP_001360246.2|DPSE	LOC108106665|XP_017069382.1|DEUG
OG0001928	LOC6897168|XP_002137348.2|DPSE, LOC6900691|XP_033240953.1|DPSE	LOC108114354|XP_017080783.1|DEUG
OG0001929	LOC6900681|XP_033240679.1|DPSE	LOC108113975|XP_017080182.1|DEUG
OG0001930	LOC4804449|XP_001361010.5|DPSE	LOC108112707|XP_017078417.1|DEUG
OG0001931	LOC4812976|XP_015042852.2|DPSE	LOC108113909|XP_017080105.1|DEUG
OG0001932	LOC6900499|XP_033239627.1|DPSE	LOC108114341|XP_017080761.1|DEUG
OG0001933	LOC4803940|XP_001360580.1|DPSE	LOC108112682|XP_017078363.1|DEUG
OG0001934	LOC6900677|XP_002135041.3|DPSE	LOC108114703|XP_017081290.1|DEUG
OG0001935	LOC4812137|XP_001352540.4|DPSE	LOC108114438|XP_017080918.1|DEUG
OG0001937	LOC6898052|XP_002138138.2|DPSE	LOC108106593|XP_017069269.1|DEUG
OG0001938	LOC4804746|XP_001361258.2|DPSE	LOC108106426|XP_017068944.1|DEUG
OG0001939	LOC4805174|XP_001361620.1|DPSE	LOC108108923|XP_017072664.1|DEUG
OG0001940	LOC4803642|XP_033234957.1|DPSE	LOC108112508|XP_017077884.1|DEUG
OG0001941	LOC4812042|XP_033239537.1|DPSE	LOC108104687|XP_017066382.1|DEUG
OG0001942	LOC6898084|XP_002138169.3|DPSE	LOC108112289|XP_017077599.1|DEUG
OG0001943	LOC4812175|XP_001352542.3|DPSE	LOC108113950|XP_017080151.1|DEUG
OG0001944	LOC4812188|XP_001352469.2|DPSE	LOC108104699|XP_017066401.1|DEUG
OG0001945	LOC4805011|XP_033235066.1|DPSE	LOC108112804|XP_017078582.1|DEUG
OG0001946	LOC4804912|XP_001361397.2|DPSE	LOC108113033|XP_017078952.1|DEUG
OG0001947	LOC4805368|XP_001361779.5|DPSE	LOC108112314|XP_017077630.1|DEUG
OG0001948	LOC4814400|XP_001354354.2|DPSE	LOC108109950|XP_017074252.1|DEUG
OG0001949	LOC4813880|XP_033239985.1|DPSE	LOC108114169|XP_017080452.1|DEUG
OG0001950	LOC4802432|XP_033233005.1|DPSE	LOC108115291|XP_017082161.1|DEUG
OG0001951	LOC4803847|XP_033233941.1|DPSE	LOC108112482|XP_017077833.1|DEUG
OG0001952	LOC6899550|XP_033235123.1|DPSE	LOC108111700|XP_017076738.1|DEUG, LOC108109718|XP_017073839.1|DEUG
OG0001953	LOC4805218|XP_001361659.2|DPSE	LOC108113258|XP_017079297.1|DEUG
OG0001955	LOC4805334|XP_001361750.2|DPSE	LOC108112170|XP_017077436.1|DEUG
OG0001956	LOC6899982|XP_033240181.1|DPSE	LOC108109799|XP_017073997.1|DEUG
OG0001957	LOC4803773|XP_001360435.1|DPSE	LOC108109076|XP_017072924.1|DEUG
OG0001958	LOC4804821|XP_033234767.1|DPSE	LOC108112877|XP_017078703.1|DEUG
OG0001959	LOC4813203|XP_033240136.1|DPSE	LOC108114023|XP_017080259.1|DEUG
OG0001960	LOC4814127|XP_015042447.1|DPSE	LOC108102790|XP_017063447.1|DEUG
OG0001961	LOC4804689|XP_015040113.2|DPSE	LOC108107433|XP_017070450.1|DEUG
OG0001962	LOC4804439|XP_001361001.4|DPSE	LOC108113284|XP_017079323.1|DEUG
OG0001963	LOC4812293|XP_001352440.1|DPSE	LOC108114604|XP_017081154.1|DEUG
OG0001964	LOC4812878|XP_001353233.4|DPSE	LOC108102748|XP_017063388.1|DEUG
OG0001965	LOC6900960|XP_015042426.2|DPSE	LOC108114146|XP_017080419.1|DEUG
OG0001966	LOC4801193|XP_001358322.3|DPSE	LOC108107557|XP_017070637.1|DEUG
OG0001967	LOC4803760|XP_001360424.3|DPSE	LOC108109271|XP_017073249.1|DEUG
OG0001968	LOC4812213|XP_015043819.2|DPSE	LOC108114737|XP_017081338.1|DEUG
OG0001969	LOC4804914|XP_001361399.3|DPSE	LOC108112766|XP_017078515.1|DEUG
OG0001970	LOC4803853|XP_001360504.1|DPSE	LOC108113135|XP_017079131.1|DEUG
OG0001971	LOC4804972|XP_001361447.3|DPSE	LOC108109085|XP_017072940.1|DEUG
OG0001972	LOC4803328|XP_001357514.2|DPSE	LOC108113481|XP_017079553.1|DEUG
OG0001973	LOC15382900|XP_004444214.3|DPSE	LOC108109230|XP_017073192.1|DEUG
OG0001974	LOC4804513|XP_001361065.3|DPSE	LOC108104493|XP_017066096.1|DEUG
OG0001975	LOC4812982|XP_001354042.2|DPSE	LOC108103595|XP_017064612.1|DEUG
OG0001976	LOC6898044|XP_002138132.1|DPSE	LOC108106583|XP_017069253.1|DEUG
OG0001977	LOC6902355|XP_002133301.2|DPSE	LOC108106926|XP_017069674.1|DEUG
OG0001978	LOC4817658|XP_001357050.1|DPSE	LOC108105710|XP_017067913.1|DEUG
OG0001979	LOC4816803|XP_001356719.2|DPSE	LOC108107008|XP_017069841.1|DEUG
OG0001980	LOC4817809|XP_033235870.1|DPSE	LOC108104184|XP_017065610.1|DEUG
OG0001981	LOC4817017|XP_033236178.1|DPSE	LOC108102631|XP_017063234.1|DEUG
OG0001982	LOC13036543|XP_003736156.1|DPSE	LOC108109345|XP_017073292.1|DEUG
OG0001984	LOC4817847|XP_033235276.1|DPSE	LOC108113450|XP_017079513.1|DEUG
OG0001985	LOC4817201|XP_001356369.2|DPSE	LOC108110736|XP_017075429.1|DEUG
OG0001986	LOC4818167|XP_001357408.3|DPSE	LOC108106909|XP_017069649.1|DEUG
OG0001987	LOC4815951|XP_001355566.3|DPSE	LOC108118519|XP_017086753.1|DEUG
OG0001988	LOC4803925|XP_001360566.3|DPSE	LOC108112529|XP_017077944.1|DEUG
OG0001989	LOC4817547|XP_002132851.1|DPSE	LOC108110431|XP_017074986.1|DEUG
OG0001990	LOC26532979|XP_033236342.1|DPSE	LOC108111139|XP_017075994.1|DEUG
OG0001991	LOC6899530|XP_033235949.1|DPSE	LOC108118109|XP_017086147.1|DEUG
OG0001992	LOC4817323|XP_033235478.1|DPSE	LOC108104115|XP_017065504.1|DEUG
OG0001993	LOC4818176|XP_001357286.1|DPSE	LOC108106990|XP_017069817.1|DEUG
OG0001994	LOC4800536|XP_015038646.2|DPSE	LOC108117171|XP_017084941.1|DEUG
OG0001995	LOC4816450|XP_001356257.2|DPSE	LOC108106996|XP_017069824.1|DEUG
OG0001996	LOC6903575|XP_033236000.1|DPSE	LOC108102650|XP_017063274.1|DEUG
OG0001997	LOC4804704|XP_001361222.3|DPSE	LOC108107292|XP_017070238.1|DEUG
OG0001998	LOC4804702|XP_001361220.3|DPSE	LOC108107288|XP_017070231.1|DEUG
OG0001999	LOC4804201|XP_033233745.1|DPSE	LOC108104799|XP_017066559.1|DEUG
OG0002000	LOC4817170|XP_001356882.3|DPSE	LOC108106196|XP_017068612.1|DEUG
OG0002001	LOC4817651|XP_001357043.4|DPSE	LOC108105675|XP_017067866.1|DEUG
OG0002002	LOC4803534|XP_001360244.2|DPSE	LOC108106667|XP_017069386.1|DEUG
OG0002003	LOC4816167|XP_015036950.2|DPSE	LOC108110700|XP_017075330.1|DEUG
OG0002004	LOC4817678|XP_015036437.2|DPSE	LOC108103079|XP_017063918.1|DEUG
OG0002005	LOC4818173|XP_033235465.1|DPSE	LOC108102463|XP_017062999.1|DEUG
OG0002006	LOC4817881|XP_015035536.2|DPSE	LOC108106969|XP_017069760.1|DEUG
OG0002007	LOC6902793|XP_002132530.3|DPSE	LOC108106168|XP_017068573.1|DEUG
OG0002008	LOC4811811|XP_033237244.1|DPSE	LOC108102371|XP_017062779.1|DEUG
OG0002009	LOC4805494|XP_001361889.1|DPSE	LOC108112245|XP_017077556.1|DEUG
OG0002010	LOC4816188|XP_001355800.3|DPSE	LOC108110978|XP_017075775.1|DEUG
OG0002011	LOC4816703|XP_001356105.3|DPSE	LOC108114881|XP_017081528.1|DEUG
OG0002012	LOC4816814|XP_001356812.2|DPSE	LOC108102548|XP_017063098.1|DEUG
OG0002013	LOC4816573|XP_033235692.1|DPSE	LOC108106843|XP_017069568.1|DEUG
OG0002014	LOC4805525|XP_001361914.1|DPSE	LOC108109217|XP_017073170.1|DEUG
OG0002015	LOC4817128|XP_001356471.2|DPSE	LOC108106864|XP_017069597.1|DEUG
OG0002016	LOC4804776|XP_001361285.4|DPSE	LOC108104518|XP_017066136.1|DEUG
OG0002017	LOC4816551|XP_001356069.2|DPSE	LOC108111047|XP_017075865.1|DEUG
OG0002018	LOC6903405|XP_002132284.2|DPSE	LOC108106989|XP_017069815.1|DEUG
OG0002019	LOC4817021|XP_001356755.2|DPSE	LOC108104122|XP_017065513.1|DEUG
OG0002020	LOC4816368|XP_001356263.2|DPSE	LOC108106935|XP_017069689.1|DEUG
OG0002021	LOC4803759|XP_033233608.1|DPSE	LOC108109121|XP_017073005.1|DEUG
OG0002022	LOC6903588|XP_033235378.1|DPSE	LOC108115506|XP_017082487.1|DEUG
OG0002023	LOC4801405|XP_001358503.3|DPSE	LOC108116962|XP_017084607.1|DEUG
OG0002024	LOC4811769|XP_001352338.1|DPSE	LOC108111137|XP_017075992.1|DEUG
OG0002025	LOC6903053|XP_002132777.2|DPSE	LOC108112173|XP_017077465.1|DEUG
OG0002026	LOC4812394|XP_001352886.3|DPSE	LOC108108713|XP_017072335.1|DEUG
OG0002027	LOC6898412|XP_033234456.1|DPSE	LOC108112504|XP_017077872.1|DEUG
OG0002028	LOC117184111|XP_033236206.1|DPSE, LOC4803397|XP_033235105.1|DPSE	LOC108107326|XP_017070300.1|DEUG
OG0002029	LOC4812927|XP_001353737.3|DPSE	LOC108107635|XP_017070709.1|DEUG
OG0002030	LOC4805444|XP_001361845.2|DPSE	LOC108107206|XP_017070111.1|DEUG
OG0002031	LOC4804377|XP_015039898.1|DPSE	LOC108106412|XP_017068921.1|DEUG
OG0002032	LOC4802810|XP_001359654.3|DPSE	LOC108110194|XP_017074644.1|DEUG
OG0002033	LOC4814568|XP_001354747.2|DPSE	LOC108117609|XP_017085622.1|DEUG
OG0002034	LOC4816009|XP_001355456.4|DPSE	LOC108118538|XP_017086777.1|DEUG
OG0002035	LOC4802026|XP_001359026.5|DPSE	LOC108109475|XP_017073489.1|DEUG
OG0002036	LOC6896916|XP_033232494.1|DPSE	LOC108108361|XP_017071892.1|DEUG
OG0002037	LOC4812672|XP_001353056.3|DPSE	LOC108108042|XP_017071405.1|DEUG
OG0002038	LOC6897907|XP_002138009.2|DPSE	LOC108117307|XP_017085156.1|DEUG
OG0002039	LOC4811647|XP_002135773.1|DPSE	LOC108117443|XP_017085352.1|DEUG
OG0002040	LOC6897795|XP_033237823.1|DPSE	LOC108104322|XP_017065794.1|DEUG
OG0002041	LOC4805056|XP_015040406.1|DPSE	LOC108104542|XP_017066171.1|DEUG
OG0002042	LOC4802940|XP_001359755.3|DPSE	LOC108116210|XP_017083484.1|DEUG
OG0002043	LOC4802054|XP_001359047.4|DPSE	LOC108115365|XP_017082281.1|DEUG
OG0002044	LOC6896878|XP_003736286.2|DPSE	LOC108115616|XP_017082638.1|DEUG
OG0002045	LOC4802031|XP_033241834.1|DPSE	LOC108109587|XP_017073653.1|DEUG
OG0002046	LOC6901904|XP_002133439.3|DPSE	LOC108117721|XP_017085769.1|DEUG
OG0002047	LOC6902117|XP_015041171.2|DPSE	LOC108103751|XP_017064848.1|DEUG
OG0002048	LOC4802618|XP_015037945.1|DPSE	LOC108111726|XP_017076768.1|DEUG
OG0002049	LOC4802817|XP_015038107.2|DPSE	LOC108116362|XP_017083675.1|DEUG
OG0002050	LOC4802545|XP_033232818.1|DPSE	LOC108116378|XP_017083708.1|DEUG
OG0002051	LOC6898753|XP_015040367.2|DPSE, LOC15382869|XP_004444371.1|DPSE	LOC108106682|XP_017069402.1|DEUG
OG0002052	LOC6900023|XP_002135388.2|DPSE	LOC108114669|XP_017081237.1|DEUG
OG0002053	LOC4803013|XP_001359815.5|DPSE	LOC108109541|XP_017073599.1|DEUG
OG0002054	LOC6897174|XP_002137354.2|DPSE	LOC108115324|XP_017082221.1|DEUG
OG0002055	LOC4802580|XP_001359474.2|DPSE	LOC108111792|XP_017076870.1|DEUG
OG0002056	LOC4813891|XP_001353404.2|DPSE	LOC108107821|XP_017071057.1|DEUG
OG0002057	LOC4817269|XP_001356776.2|DPSE	LOC108111178|XP_017076047.1|DEUG
OG0002058	LOC4811998|XP_001352504.2|DPSE	LOC108104649|XP_017066319.1|DEUG
OG0002059	LOC4803044|XP_001359845.1|DPSE	LOC108113749|XP_017079932.1|DEUG
OG0002060	LOC4803980|XP_001360615.2|DPSE	LOC108106699|XP_017069421.1|DEUG
OG0002061	LOC4804315|XP_033233798.1|DPSE	LOC108107439|XP_017070468.1|DEUG
OG0002062	LOC4815857|XP_015040969.2|DPSE	LOC108117693|XP_017085711.1|DEUG
OG0002063	LOC6901845|XP_002133383.1|DPSE	LOC108109724|XP_017073858.1|DEUG
OG0002064	LOC6899446|XP_033240224.1|DPSE	LOC108108141|XP_017071557.1|DEUG
OG0002065	LOC4813998|XP_015042486.2|DPSE	LOC108107826|XP_017071065.1|DEUG
OG0002066	LOC4802883|XP_015038160.2|DPSE	LOC108116352|XP_017083656.1|DEUG
OG0002067	LOC4803396|XP_001357526.2|DPSE	LOC108107327|XP_017070302.1|DEUG
OG0002068	LOC4804442|XP_001361003.5|DPSE	LOC108113089|XP_017079024.1|DEUG
OG0002069	LOC6899750|XP_002135786.2|DPSE	LOC108107025|XP_017069862.1|DEUG
OG0002070	LOC4803114|XP_001359911.2|DPSE	LOC108116524|XP_017083950.1|DEUG
OG0002071	LOC4801379|XP_001358482.2|DPSE	LOC108113742|XP_017079920.1|DEUG
OG0002072	LOC4805475|XP_001361870.2|DPSE	LOC108113368|XP_017079424.1|DEUG
OG0002073	LOC4812799|XP_033240350.1|DPSE	LOC108104276|XP_017065716.1|DEUG
OG0002074	LOC4804012|XP_001360642.4|DPSE	LOC108106780|XP_017069510.1|DEUG
OG0002075	LOC4817452|XP_003736146.1|DPSE	LOC108107164|XP_017070065.1|DEUG
