Orthogroup	DPSE.longest_only	CCAP.longest_only
OG0002079	LOC4813568|XP_001353299.1|DPSE, LOC117184480|XP_033238179.1|DPSE	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP
OG0002081	LOC4805629|XP_001362001.1|DPSE	CCAP1982_LOCUS19470|CAD7011368.1|CCAP
OG0002082	LOC4805677|XP_015040786.1|DPSE	CCAP1982_LOCUS20250|CAD7012153.1|CCAP
OG0002084	LOC4803706|XP_001360381.2|DPSE	CCAP1982_LOCUS20885|CAD7012782.1|CCAP
OG0002085	LOC4805208|XP_001361649.1|DPSE	CCAP1982_LOCUS20467|CAD7012373.1|CCAP
OG0002086	LOC4803700|XP_001360376.1|DPSE	CCAP1982_LOCUS20236|CAD7012138.1|CCAP
OG0002087	LOC6900845|XP_015043409.2|DPSE	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP, CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP
OG0002088	LOC4812474|XP_015044069.2|DPSE	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP
OG0002089	LOC4805069|XP_001361531.2|DPSE	CCAP1982_LOCUS19383|CAD7011275.1|CCAP
OG0002090	LOC4813071|XP_015042931.1|DPSE	CCAP1982_LOCUS14391|CAD7006056.1|CCAP
OG0002091	LOC4805623|XP_033233718.1|DPSE	CCAP1982_LOCUS19481|CAD7011380.1|CCAP
OG0002092	LOC4812347|XP_015043700.1|DPSE	CCAP1982_LOCUS14442|CAD7006110.1|CCAP
OG0002093	LOC4805706|XP_004444583.1|DPSE	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP
OG0002094	LOC4803512|XP_001360225.1|DPSE	CCAP1982_LOCUS20508|CAD7012424.1|CCAP
OG0002096	LOC6898308|XP_015039510.2|DPSE	CCAP1982_LOCUS20399|CAD7012303.1|CCAP
OG0002097	LOC6898788|XP_002138764.3|DPSE	CCAP1982_LOCUS20691|CAD7012607.1|CCAP
OG0002098	LOC4812329|XP_033241232.1|DPSE	CCAP1982_LOCUS11791|CAD7003331.1|CCAP
OG0002099	LOC4801818|XP_001358851.2|DPSE	CCAP1982_LOCUS1590|CAD6992745.1|CCAP
OG0002100	LOC4812849|XP_015042566.2|DPSE	CCAP1982_LOCUS13404|CAD7005032.1|CCAP
OG0002101	LOC6898145|XP_033233209.1|DPSE	CCAP1982_LOCUS20972|CAD7012873.1|CCAP
OG0002102	LOC6898570|XP_033235001.1|DPSE	CCAP1982_LOCUS20632|CAD7012547.1|CCAP
OG0002103	LOC4801812|XP_015037401.2|DPSE	CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP
OG0002105	LOC4817600|XP_001357002.4|DPSE	CCAP1982_LOCUS10109|CAD7001615.1|CCAP
OG0002106	LOC4801699|XP_001358746.3|DPSE	CCAP1982_LOCUS11799|CAD7003340.1|CCAP, CCAP1982_LOCUS1564|CAD6992719.1|CCAP, CCAP1982_LOCUS1559|CAD6992714.1|CCAP
OG0002107	LOC6902582|XP_002133110.2|DPSE	CCAP1982_LOCUS10008|CAD7001511.1|CCAP, CCAP1982_LOCUS9526|CAD7001054.1|CCAP, CCAP1982_LOCUS10007|CAD7001510.1|CCAP, CCAP1982_LOCUS10009|CAD7001512.1|CCAP, CCAP1982_LOCUS9531|CAD7001059.1|CCAP, CCAP1982_LOCUS10003|CAD7001506.1|CCAP, CCAP1982_LOCUS10006|CAD7001509.1|CCAP, CCAP1982_LOCUS9516|CAD7001044.1|CCAP, CCAP1982_LOCUS9271|CAD7000796.1|CCAP, CCAP1982_LOCUS9273|CAD7000798.1|CCAP, CCAP1982_LOCUS9272|CAD7000797.1|CCAP, CCAP1982_LOCUS9530|CAD7001058.1|CCAP, CCAP1982_LOCUS7926|CAD6999400.1|CCAP
OG0002108	LOC6897102|XP_002137286.2|DPSE, LOC13036328|XP_003736436.3|DPSE, LOC6897101|XP_033232307.1|DPSE, LOC6897103|XP_033232638.1|DPSE	CCAP1982_LOCUS3025|CAD6994264.1|CCAP
OG0002109	LOC6896882|XP_002137072.3|DPSE	CCAP1982_LOCUS1350|CAD6992499.1|CCAP
OG0002110	LOC6903429|XP_002132308.3|DPSE	CCAP1982_LOCUS14266|CAD7005928.1|CCAP, CCAP1982_LOCUS11344|CAD7002875.1|CCAP, CCAP1982_LOCUS2317|CAD6993504.1|CCAP
OG0002117	LOC6901600|XP_033237843.1|DPSE	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP
OG0002118	LOC26533291|XP_033232988.1|DPSE	CCAP1982_LOCUS4162|CAD6995445.1|CCAP, CCAP1982_LOCUS4161|CAD6995444.1|CCAP
OG0002119	LOC4801842|XP_001358875.2|DPSE	CCAP1982_LOCUS1582|CAD6992737.1|CCAP
OG0002120	LOC6899859|XP_033237161.1|DPSE	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP
OG0002121	LOC4800465|XP_015038559.2|DPSE	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP
OG0002123	LOC4817482|XP_001356478.4|DPSE	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP
OG0002125	LOC4804992|XP_001361464.3|DPSE	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP
OG0002126	LOC4811892|XP_015044084.2|DPSE	CCAP1982_LOCUS14264|CAD7005926.1|CCAP
OG0002129	LOC4801975|XP_001358988.3|DPSE	CCAP1982_LOCUS1207|CAD6992343.1|CCAP
OG0002131	LOC6897032|XP_002137217.2|DPSE	CCAP1982_LOCUS1884|CAD6993052.1|CCAP
OG0002132	LOC4817486|XP_001356299.1|DPSE	CCAP1982_LOCUS5552|CAD6996879.1|CCAP
OG0002136	LOC4800281|XP_001357613.3|DPSE	CCAP1982_LOCUS2138|CAD6993322.1|CCAP
OG0002142	LOC4802741|XP_033240251.1|DPSE	CCAP1982_LOCUS1997|CAD6993175.1|CCAP
OG0002143	LOC4817608|XP_001357010.4|DPSE	CCAP1982_LOCUS9161|CAD7000687.1|CCAP
OG0002144	LOC6899834|XP_002135701.2|DPSE	CCAP1982_LOCUS13418|CAD7005047.1|CCAP
OG0002145	LOC4803061|XP_001359862.2|DPSE	CCAP1982_LOCUS622|CAD6991709.1|CCAP
OG0002146	LOC4802739|XP_001359602.1|DPSE	CCAP1982_LOCUS1665|CAD6992828.1|CCAP
OG0002148	LOC4812425|XP_001352856.4|DPSE	CCAP1982_LOCUS13092|CAD7004699.1|CCAP
OG0002149	LOC6899879|XP_033237088.1|DPSE	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP
OG0002152	LOC4801445|XP_033232376.1|DPSE	CCAP1982_LOCUS2091|CAD6993275.1|CCAP
OG0002153	LOC4800500|XP_001357766.3|DPSE	CCAP1982_LOCUS1613|CAD6992772.1|CCAP
OG0002154	LOC4816033|XP_033238438.1|DPSE	CCAP1982_LOCUS6308|CAD6997677.1|CCAP
OG0002155	LOC4800316|XP_001357592.2|DPSE	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP
OG0002156	LOC6900452|XP_015042780.1|DPSE	CCAP1982_LOCUS13759|CAD7005399.1|CCAP
OG0002157	LOC4801392|XP_033235075.1|DPSE	CCAP1982_LOCUS4046|CAD6995328.1|CCAP, CCAP1982_LOCUS4056|CAD6995338.1|CCAP
OG0002159	LOC4804489|XP_001361045.1|DPSE	CCAP1982_LOCUS2713|CAD6993925.1|CCAP
OG0002160	LOC4800645|XP_001357880.4|DPSE	CCAP1982_LOCUS3058|CAD6994297.1|CCAP
OG0002161	LOC4801839|XP_001358872.1|DPSE	CCAP1982_LOCUS1659|CAD6992820.1|CCAP
OG0002162	LOC4801044|XP_033241706.1|DPSE	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP
OG0002164	LOC4802423|XP_001359345.2|DPSE	CCAP1982_LOCUS11815|CAD7003356.1|CCAP
OG0002165	LOC6897406|XP_002137558.2|DPSE	CCAP1982_LOCUS3691|CAD6994959.1|CCAP
OG0002166	LOC4816674|XP_001355901.2|DPSE	CCAP1982_LOCUS6734|CAD6998123.1|CCAP
OG0002167	LOC4804608|XP_033234241.1|DPSE	CCAP1982_LOCUS19368|CAD7011260.1|CCAP
OG0002169	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE	CCAP1982_LOCUS12749|CAD7004330.1|CCAP
OG0002170	LOC4811779|XP_033237304.1|DPSE	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP
OG0002171	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE	CCAP1982_LOCUS3355|CAD6994620.1|CCAP
OG0002172	LOC4801169|XP_001358303.2|DPSE	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP
OG0002173	LOC4817918|XP_001357234.1|DPSE	CCAP1982_LOCUS7908|CAD6999382.1|CCAP
OG0002174	LOC4801078|XP_001358237.4|DPSE	CCAP1982_LOCUS2681|CAD6993887.1|CCAP
OG0002175	LOC4801077|XP_001358236.1|DPSE	CCAP1982_LOCUS2682|CAD6993889.1|CCAP
OG0002176	LOC4800512|XP_001357777.1|DPSE	CCAP1982_LOCUS1364|CAD6992515.1|CCAP
OG0002177	LOC4800799|XP_001358010.1|DPSE	CCAP1982_LOCUS3852|CAD6995130.1|CCAP
OG0002178	LOC4801147|XP_001358285.4|DPSE	CCAP1982_LOCUS1381|CAD6992532.1|CCAP
OG0002179	LOC4811816|XP_001352379.4|DPSE	CCAP1982_LOCUS3487|CAD6994754.1|CCAP
OG0002180	LOC6896726|XP_003736237.2|DPSE	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP
OG0002182	LOC4801292|XP_015037133.2|DPSE	CCAP1982_LOCUS1440|CAD6992591.1|CCAP
OG0002183	LOC4804612|XP_001361145.5|DPSE	CCAP1982_LOCUS19379|CAD7011271.1|CCAP
OG0002184	LOC4801630|XP_001358686.2|DPSE	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP
OG0002185	LOC4800694|XP_015038652.1|DPSE	CCAP1982_LOCUS3699|CAD6994967.1|CCAP
OG0002186	LOC4818010|XP_001357198.2|DPSE	CCAP1982_LOCUS2857|CAD6994088.1|CCAP
OG0002187	LOC4801658|XP_001358710.1|DPSE	CCAP1982_LOCUS3865|CAD6995142.1|CCAP
OG0002188	LOC4804306|XP_001360886.2|DPSE	CCAP1982_LOCUS19577|CAD7011477.1|CCAP
OG0002189	LOC26533533|XP_015044546.2|DPSE	CCAP1982_LOCUS4100|CAD6995382.1|CCAP
OG0002191	LOC4812387|XP_001353010.2|DPSE	CCAP1982_LOCUS13802|CAD7005442.1|CCAP
OG0002192	LOC4813628|XP_001353989.3|DPSE	CCAP1982_LOCUS14127|CAD7005778.1|CCAP
OG0002193	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE	CCAP1982_LOCUS3660|CAD6994927.1|CCAP
OG0002194	LOC4801190|XP_001358320.3|DPSE	CCAP1982_LOCUS2698|CAD6993906.1|CCAP
OG0002195	LOC4801769|XP_001358810.4|DPSE	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP
OG0002197	LOC6899959|XP_002135327.2|DPSE	CCAP1982_LOCUS3658|CAD6994925.1|CCAP
OG0002198	LOC6897882|XP_015038215.2|DPSE	CCAP1982_LOCUS4689|CAD6995982.1|CCAP
OG0002199	LOC4801711|XP_001358758.3|DPSE	CCAP1982_LOCUS2211|CAD6993395.1|CCAP
OG0002200	LOC4816067|XP_001355617.2|DPSE	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP
OG0002202	LOC4801308|XP_015037148.2|DPSE	CCAP1982_LOCUS1281|CAD6992417.1|CCAP
OG0002203	LOC4801723|XP_033240169.1|DPSE	CCAP1982_LOCUS2054|CAD6993237.1|CCAP
OG0002204	LOC4801369|XP_001358476.2|DPSE	CCAP1982_LOCUS1580|CAD6992735.1|CCAP
OG0002205	LOC4801281|XP_001358401.3|DPSE	CCAP1982_LOCUS2381|CAD6993569.1|CCAP
OG0002206	LOC4801534|XP_003736536.3|DPSE	CCAP1982_LOCUS1459|CAD6992610.1|CCAP
OG0002207	LOC4801871|XP_033238940.1|DPSE	CCAP1982_LOCUS2900|CAD6994134.1|CCAP
OG0002208	LOC6897140|XP_002137320.2|DPSE	CCAP1982_LOCUS2891|CAD6994125.1|CCAP
OG0002209	LOC4815563|XP_001355390.1|DPSE	CCAP1982_LOCUS21453|CAD7013388.1|CCAP
OG0002210	LOC6897389|XP_003736628.2|DPSE	CCAP1982_LOCUS2579|CAD6993781.1|CCAP
OG0002211	LOC4801272|XP_001358392.2|DPSE	CCAP1982_LOCUS2365|CAD6993553.1|CCAP
OG0002212	LOC4800516|XP_001357781.1|DPSE	CCAP1982_LOCUS3299|CAD6994559.1|CCAP
OG0002213	LOC4802274|XP_001359226.1|DPSE	CCAP1982_LOCUS4071|CAD6995352.1|CCAP
OG0002214	LOC6896974|XP_033232526.1|DPSE	CCAP1982_LOCUS3903|CAD6995182.1|CCAP
OG0002215	LOC6897024|XP_002137209.4|DPSE	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP
OG0002216	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE	CCAP1982_LOCUS20225|CAD7012126.1|CCAP
OG0002217	LOC4801361|XP_001358468.2|DPSE	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP
OG0002219	LOC4801991|XP_001359002.3|DPSE	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP
OG0002220	LOC4801992|XP_033233457.1|DPSE	CCAP1982_LOCUS14529|CAD7006201.1|CCAP
OG0002221	LOC4812746|XP_001353124.4|DPSE	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP
OG0002222	LOC4805451|XP_001361850.5|DPSE	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP
OG0002223	LOC4803802|XP_033234347.1|DPSE	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP
OG0002224	LOC4804900|XP_033234157.1|DPSE	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP
OG0002225	LOC6899990|XP_002135356.3|DPSE	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP
OG0002226	LOC4803424|XP_001360139.1|DPSE	CCAP1982_LOCUS21808|CAD7013787.1|CCAP
OG0002227	LOC4804232|XP_033234573.1|DPSE	CCAP1982_LOCUS21604|CAD7013545.1|CCAP
OG0002228	LOC4803580|XP_001360284.2|DPSE	CCAP1982_LOCUS21006|CAD7012907.1|CCAP
OG0002229	LOC6898965|XP_002138925.3|DPSE	CCAP1982_LOCUS21232|CAD7013161.1|CCAP
OG0002230	LOC4804755|XP_004444285.2|DPSE	CCAP1982_LOCUS21573|CAD7013513.1|CCAP
OG0002231	LOC4803485|XP_001360203.4|DPSE	CCAP1982_LOCUS21526|CAD7013461.1|CCAP
OG0002232	LOC4805512|XP_001361903.2|DPSE	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP
OG0002233	LOC6900478|XP_002134868.3|DPSE	CCAP1982_LOCUS11802|CAD7003343.1|CCAP
OG0002235	LOC4805212|XP_033234659.1|DPSE	CCAP1982_LOCUS22957|CAD7015000.1|CCAP
OG0002236	LOC4804289|XP_001360870.3|DPSE	CCAP1982_LOCUS19571|CAD7011471.1|CCAP
OG0002237	LOC4804305|XP_015039799.2|DPSE	CCAP1982_LOCUS19587|CAD7011488.1|CCAP
OG0002238	LOC4803415|XP_015039068.2|DPSE	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP
OG0002240	LOC4805227|XP_001361665.2|DPSE	CCAP1982_LOCUS22572|CAD7014573.1|CCAP
OG0002242	LOC4813950|XP_001354110.3|DPSE	CCAP1982_LOCUS11880|CAD7003424.1|CCAP
OG0002243	LOC4801861|XP_033241811.1|DPSE	CCAP1982_LOCUS8857|CAD7000381.1|CCAP
OG0002244	LOC4812636|XP_001353026.3|DPSE	CCAP1982_LOCUS14732|CAD7006412.1|CCAP
OG0002245	LOC4811920|XP_001352523.4|DPSE	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP
OG0002246	LOC4803416|XP_033234070.1|DPSE	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP
OG0002247	LOC26533982|XP_015039134.1|DPSE	CCAP1982_LOCUS11613|CAD7003152.1|CCAP
OG0002248	LOC4812023|XP_001352600.2|DPSE	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP
OG0002250	LOC4804402|XP_001360971.3|DPSE	CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP
OG0002251	LOC4804400|XP_001360970.3|DPSE	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP
OG0002252	LOC4804414|XP_001360982.4|DPSE	CCAP1982_LOCUS22059|CAD7014051.1|CCAP
OG0002253	LOC4805586|XP_001361967.3|DPSE	CCAP1982_LOCUS23400|CAD7015460.1|CCAP
OG0002254	LOC4800424|XP_033241599.1|DPSE	CCAP1982_LOCUS858|CAD6991971.1|CCAP
OG0002256	LOC4805321|XP_001361740.3|DPSE	CCAP1982_LOCUS23303|CAD7015358.1|CCAP
OG0002257	LOC4804745|XP_001361257.2|DPSE	CCAP1982_LOCUS21457|CAD7013392.1|CCAP
OG0002258	LOC4814040|XP_001354185.2|DPSE	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP
OG0002260	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE	CCAP1982_LOCUS14451|CAD7006119.1|CCAP
OG0002261	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE	CCAP1982_LOCUS14525|CAD7006197.1|CCAP
OG0002262	LOC6898797|XP_033233521.1|DPSE	CCAP1982_LOCUS20358|CAD7012262.1|CCAP
OG0002263	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE	CCAP1982_LOCUS10964|CAD7002475.1|CCAP
OG0002264	LOC4805450|XP_001361849.2|DPSE	CCAP1982_LOCUS22829|CAD7014863.1|CCAP
OG0002265	LOC4812932|XP_001353784.2|DPSE	CCAP1982_LOCUS11793|CAD7003333.1|CCAP
OG0002266	LOC6901984|XP_033239645.1|DPSE	CCAP1982_LOCUS14431|CAD7006099.1|CCAP
OG0002267	LOC4812185|XP_001352768.3|DPSE	CCAP1982_LOCUS12835|CAD7004426.1|CCAP
OG0002268	LOC4813219|XP_001354081.1|DPSE	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP
OG0002269	LOC6899116|XP_002139033.2|DPSE	CCAP1982_LOCUS7222|CAD6998656.1|CCAP
OG0002270	LOC4805354|XP_015040595.2|DPSE	CCAP1982_LOCUS22654|CAD7014666.1|CCAP
OG0002271	LOC4814003|XP_001354157.2|DPSE	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP
OG0002272	LOC4813762|XP_001353728.1|DPSE	CCAP1982_LOCUS12832|CAD7004423.1|CCAP
OG0002273	LOC6900496|XP_015042837.2|DPSE	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP
OG0002274	LOC4813190|XP_033240151.1|DPSE	CCAP1982_LOCUS14297|CAD7005959.1|CCAP
OG0002275	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE	CCAP1982_LOCUS11882|CAD7003426.1|CCAP
OG0002276	LOC4814086|XP_015042453.2|DPSE	CCAP1982_LOCUS12220|CAD7003784.1|CCAP
OG0002277	LOC4814148|XP_001354236.2|DPSE	CCAP1982_LOCUS12211|CAD7003775.1|CCAP
OG0002278	LOC4812879|XP_001353753.3|DPSE	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP
OG0002279	LOC4814189|XP_001354315.1|DPSE	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP
OG0002280	LOC6900150|XP_033237540.1|DPSE	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP
OG0002281	LOC4812172|XP_001352825.3|DPSE	CCAP1982_LOCUS11749|CAD7003287.1|CCAP
OG0002282	LOC4812505|XP_001352483.2|DPSE	CCAP1982_LOCUS14975|CAD7006673.1|CCAP
OG0002283	LOC4804467|XP_001361026.3|DPSE	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP
OG0002284	LOC4804037|XP_001360665.2|DPSE	CCAP1982_LOCUS21874|CAD7013855.1|CCAP
OG0002285	LOC4814837|XP_001355139.1|DPSE	CCAP1982_LOCUS14043|CAD7005691.1|CCAP
OG0002286	LOC6898207|XP_002138277.3|DPSE	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP
OG0002287	LOC4805355|XP_015040597.2|DPSE	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP
OG0002288	LOC4813986|XP_033240801.1|DPSE	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP
OG0002289	LOC4812738|XP_001353116.2|DPSE	CCAP1982_LOCUS11194|CAD7002719.1|CCAP
OG0002290	LOC4818177|XP_004444598.3|DPSE	CCAP1982_LOCUS9006|CAD7000528.1|CCAP
OG0002291	LOC4804924|XP_001361408.4|DPSE	CCAP1982_LOCUS21679|CAD7013631.1|CCAP
OG0002292	LOC13036500|XP_003736517.3|DPSE, LOC4803417|XP_015039071.1|DPSE	CCAP1982_LOCUS22752|CAD7014781.1|CCAP
OG0002293	LOC4803332|XP_001357513.3|DPSE	CCAP1982_LOCUS23020|CAD7015064.1|CCAP
OG0002294	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE	CCAP1982_LOCUS22296|CAD7014294.1|CCAP
OG0002295	LOC4818003|XP_033235189.1|DPSE	CCAP1982_LOCUS5586|CAD6996915.1|CCAP
OG0002296	LOC4817016|XP_033236783.1|DPSE	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP
OG0002297	LOC4803093|XP_033233877.1|DPSE	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP
OG0002298	LOC4804311|XP_001360891.1|DPSE	CCAP1982_LOCUS21102|CAD7013013.1|CCAP
OG0002300	LOC6902591|XP_015036696.2|DPSE	CCAP1982_LOCUS7777|CAD6999246.1|CCAP
OG0002301	LOC4817935|XP_001357416.4|DPSE	CCAP1982_LOCUS5582|CAD6996910.1|CCAP
OG0002302	LOC4818001|XP_033236505.1|DPSE	CCAP1982_LOCUS9095|CAD7000621.1|CCAP
OG0002304	LOC6903466|XP_015035425.2|DPSE	CCAP1982_LOCUS5687|CAD6997028.1|CCAP
OG0002305	LOC4813969|XP_001354127.3|DPSE	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP
OG0002306	LOC6902343|XP_002133289.3|DPSE	CCAP1982_LOCUS7849|CAD6999322.1|CCAP
OG0002307	LOC4817520|XP_001356935.3|DPSE	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP
OG0002308	LOC4816964|XP_001356376.3|DPSE	CCAP1982_LOCUS5615|CAD6996947.1|CCAP
OG0002309	LOC4817161|XP_001356818.1|DPSE	CCAP1982_LOCUS7873|CAD6999346.1|CCAP
OG0002310	LOC4817996|XP_015035580.2|DPSE	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP
OG0002311	LOC6902405|XP_015036986.1|DPSE	CCAP1982_LOCUS9051|CAD7000576.1|CCAP
OG0002312	LOC4817953|XP_001357342.4|DPSE	CCAP1982_LOCUS9023|CAD7000547.1|CCAP
OG0002313	LOC4803967|XP_015039514.1|DPSE	CCAP1982_LOCUS19978|CAD7011866.1|CCAP
OG0002314	LOC6898050|XP_002138136.1|DPSE	CCAP1982_LOCUS22129|CAD7014123.1|CCAP
OG0002315	LOC4804144|XP_033233884.1|DPSE	CCAP1982_LOCUS21029|CAD7012932.1|CCAP
OG0002316	LOC4817270|XP_001356777.3|DPSE	CCAP1982_LOCUS19358|CAD7011250.1|CCAP
OG0002317	LOC6900355|XP_015042586.1|DPSE	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP
