Orthogroup	DPSE.longest_only	DALB.longest_only
OG0001742	LOC4804873|XP_001361362.2|DPSE	LOC117570749|XP_034108462.1|DALB
OG0001743	LOC4812274|XP_033239293.1|DPSE	LOC117568985|XP_034105847.1|DALB
OG0001744	LOC6898078|XP_033233614.1|DPSE	LOC117567109|XP_034102785.1|DALB
OG0001745	LOC4803848|XP_033233683.1|DPSE	LOC117572236|XP_034110809.1|DALB
OG0001746	LOC4813447|XP_001353783.3|DPSE	LOC117570976|XP_034108812.1|DALB
OG0001747	LOC6898906|XP_033233913.1|DPSE	LOC117566934|XP_034102447.1|DALB
OG0001748	LOC4812697|XP_001353079.4|DPSE	LOC117571326|XP_034109303.1|DALB
OG0001749	LOC6898969|XP_002138929.2|DPSE	LOC117566554|XP_034101986.1|DALB
OG0001750	LOC6898970|XP_002138930.1|DPSE	LOC117571472|XP_034109521.1|DALB
OG0001751	LOC6900697|XP_033241123.1|DPSE	LOC117572096|XP_034110592.1|DALB
OG0001752	LOC4811938|XP_001352699.2|DPSE	LOC117571214|XP_034109152.1|DALB
OG0001753	LOC6900187|XP_015043926.2|DPSE	LOC117567712|XP_034103760.1|DALB
OG0001754	LOC4804928|XP_001361411.1|DPSE	LOC117568560|XP_034105179.1|DALB
OG0001755	LOC4813429|XP_033239776.1|DPSE	LOC117570920|XP_034108726.1|DALB
OG0001756	LOC6899080|XP_015040748.1|DPSE	LOC117569043|XP_034105931.1|DALB
OG0001757	LOC4804812|XP_001361314.2|DPSE	LOC117567091|XP_034102762.1|DALB
OG0001758	LOC6900229|XP_033237691.1|DPSE	LOC117570006|XP_034107292.1|DALB
OG0001759	LOC4803922|XP_001360563.3|DPSE	LOC117566891|XP_034102397.1|DALB
OG0001760	LOC4805180|XP_001361627.4|DPSE, LOC6904014|XP_002136504.2|DPSE	LOC117570291|XP_034107703.1|DALB
OG0001761	LOC6898236|XP_002138302.3|DPSE	LOC117567004|XP_034102575.1|DALB
OG0001762	LOC4817924|XP_001357404.3|DPSE	LOC117566209|XP_034101632.1|DALB
OG0001763	LOC4816179|XP_001355766.4|DPSE	LOC117565391|XP_034100363.1|DALB, LOC117563318|XP_034097468.1|DALB
OG0001764	LOC4802470|XP_001359386.4|DPSE	LOC117575530|XP_034115670.1|DALB
OG0001765	LOC4805049|XP_033233309.1|DPSE	LOC117568183|XP_034104522.1|DALB
OG0001766	LOC4817988|XP_033236987.1|DPSE	LOC117565946|XP_034101222.1|DALB
OG0001767	LOC4816367|XP_001355930.4|DPSE	LOC117565355|XP_034100304.1|DALB
OG0001768	LOC4816929|XP_001356438.1|DPSE	LOC117563570|XP_034097845.1|DALB
OG0001769	LOC4817982|XP_001357213.3|DPSE	LOC117564709|XP_034099480.1|DALB
OG0001770	LOC4818112|XP_001357232.2|DPSE	LOC117565264|XP_034100179.1|DALB
OG0001771	LOC4817177|XP_001356706.1|DPSE	LOC117564766|XP_034099555.1|DALB, LOC117564765|XP_034099554.1|DALB
OG0001772	LOC117184255|XP_033236869.1|DPSE	LOC117564206|XP_034098778.1|DALB
OG0001773	LOC4817353|XP_001356320.4|DPSE	LOC117565341|XP_034100282.1|DALB
OG0001774	LOC6898620|XP_002138625.4|DPSE	LOC117568853|XP_034105624.1|DALB
OG0001775	LOC4815488|XP_015041237.1|DPSE	LOC117571982|XP_034110421.1|DALB
OG0001776	LOC4818115|XP_001357292.3|DPSE	LOC117564357|XP_034098962.1|DALB
OG0001777	LOC4818035|XP_001357442.3|DPSE	LOC117564135|XP_034098686.1|DALB
OG0001778	LOC6903998|XP_002136520.2|DPSE, LOC4817764|XP_001357126.1|DPSE	LOC117577884|XP_034118752.1|DALB, LOC117565793|XP_034100966.1|DALB
OG0001779	LOC4817281|XP_001356311.4|DPSE	LOC117564697|XP_034099461.1|DALB
OG0001780	LOC4805230|XP_001361667.1|DPSE	LOC117569263|XP_034106254.1|DALB
OG0001781	LOC4816397|XP_015036718.1|DPSE	LOC117566058|XP_034101405.1|DALB
OG0001782	LOC6903438|XP_002132317.3|DPSE	LOC117564679|XP_034099436.1|DALB
OG0001783	LOC4816117|XP_001355801.1|DPSE	LOC117563379|XP_034097576.1|DALB
OG0001784	LOC4817643|XP_001357035.2|DPSE	LOC117563801|XP_034098224.1|DALB
OG0001785	LOC6898692|XP_002138697.2|DPSE	LOC117567290|XP_034103052.1|DALB
OG0001786	LOC4817765|XP_001357143.1|DPSE	LOC117565115|XP_034099965.1|DALB
OG0001787	LOC4817199|XP_001356403.4|DPSE	LOC117563785|XP_034098203.1|DALB
OG0001788	LOC4805148|XP_001361599.2|DPSE	LOC117566985|XP_034102541.1|DALB
OG0001789	LOC4803735|XP_001360403.2|DPSE	LOC117569294|XP_034106292.1|DALB, LOC117568138|XP_034104436.1|DALB, LOC117571398|XP_034109411.1|DALB
OG0001790	LOC4818164|XP_033236809.1|DPSE	LOC117564352|XP_034098958.1|DALB
OG0001791	LOC4803905|XP_001360549.4|DPSE	LOC117568301|XP_034104726.1|DALB
OG0001792	LOC6902953|XP_015036079.2|DPSE	LOC117564090|XP_034098614.1|DALB
OG0001793	LOC6898267|XP_033233433.1|DPSE	LOC117567080|XP_034102722.1|DALB
OG0001794	LOC4817779|XP_001357125.3|DPSE	LOC117565792|XP_034100964.1|DALB
OG0001795	LOC6903125|XP_033236765.1|DPSE	LOC117564467|XP_034099146.1|DALB
OG0001796	LOC4815891|XP_001355676.3|DPSE	LOC117566831|XP_034102297.1|DALB
OG0001797	LOC6899858|XP_015044489.2|DPSE	LOC117573152|XP_034111999.1|DALB
OG0001798	LOC4803927|XP_001360568.1|DPSE	LOC117568430|XP_034104980.1|DALB
OG0001799	LOC6901083|XP_002134559.2|DPSE	LOC117575342|XP_034115398.1|DALB
OG0001800	LOC6903551|XP_002132423.2|DPSE	LOC117565025|XP_034099861.1|DALB
OG0001801	LOC4812956|XP_001353883.4|DPSE	LOC117567284|XP_034103041.1|DALB
OG0001802	LOC4803001|XP_001359806.2|DPSE	LOC117575428|XP_034115523.1|DALB
OG0001803	LOC4802693|XP_033238791.1|DPSE, LOC6897745|XP_015038010.2|DPSE	LOC117575248|XP_034115270.1|DALB
OG0001804	LOC6897598|XP_033233011.1|DPSE, LOC117183378|XP_033233013.1|DPSE, LOC4802426|XP_001359349.3|DPSE	LOC117576679|XP_034117564.1|DALB
OG0001805	LOC4814134|XP_001354191.3|DPSE	LOC117572070|XP_034110544.1|DALB
OG0001806	LOC4802136|XP_015037638.2|DPSE	LOC117574794|XP_034114644.1|DALB, LOC117574567|XP_034114333.1|DALB
OG0001807	LOC4803105|XP_003736908.1|DPSE	LOC117573552|XP_034112723.1|DALB
OG0001808	LOC4802818|XP_015038112.2|DPSE	LOC117576960|XP_034118025.1|DALB
OG0001809	LOC6897560|XP_002137705.2|DPSE	LOC117576328|XP_034116886.1|DALB
OG0001810	LOC4800588|XP_001357835.2|DPSE	LOC117575997|XP_034116386.1|DALB
OG0001811	LOC4804033|XP_001360662.2|DPSE	LOC117570244|XP_034107639.1|DALB
OG0001812	LOC4815897|XP_001355483.3|DPSE	LOC117578332|XP_034119688.1|DALB
OG0001813	LOC4803264|XP_033237297.1|DPSE	LOC117576480|XP_034117142.1|DALB
OG0001814	LOC4802989|XP_015038223.1|DPSE	LOC117576740|XP_034117661.1|DALB
OG0001815	LOC4802041|XP_001359035.1|DPSE	LOC117566370|XP_034101759.1|DALB, LOC117575404|XP_034115475.1|DALB
OG0001816	LOC4804396|XP_001360966.1|DPSE	LOC117570703|XP_034108397.1|DALB
OG0001817	LOC4805429|XP_001361830.2|DPSE	LOC117567469|XP_034103379.1|DALB
OG0001818	LOC4814513|XP_001354554.4|DPSE	LOC117569504|XP_034106621.1|DALB
OG0001819	LOC4805700|XP_001362058.1|DPSE	LOC117572128|XP_034110653.1|DALB
OG0001820	LOC6903097|XP_002132809.3|DPSE, LOC6903086|XP_002132804.1|DPSE, LOC6901754|XP_002134424.2|DPSE	LOC117577665|XP_034118443.1|DALB
OG0001821	LOC4805432|XP_001361833.3|DPSE	LOC117570804|XP_034108551.1|DALB
OG0001822	LOC4805495|XP_015040690.1|DPSE	LOC117568631|XP_034105312.1|DALB
OG0001823	LOC4813641|XP_001353944.2|DPSE	LOC117572174|XP_034110716.1|DALB
OG0001824	LOC4817509|XP_001356927.2|DPSE	LOC117564893|XP_034099731.1|DALB
OG0001825	LOC4804945|XP_033234539.1|DPSE	LOC117568316|XP_034104763.1|DALB
OG0001826	LOC4805313|XP_001361733.1|DPSE	LOC117567409|XP_034103274.1|DALB
OG0001827	LOC4804466|XP_001361025.2|DPSE	LOC117568450|XP_034105015.1|DALB
OG0001828	LOC4814289|XP_033237577.1|DPSE	LOC117568417|XP_034104953.1|DALB
OG0001829	LOC4804354|XP_001360928.3|DPSE	LOC117569282|XP_034106279.1|DALB
OG0001830	LOC4803620|XP_001360309.2|DPSE	LOC117566836|XP_034102309.1|DALB
OG0001831	LOC6900794|XP_015043351.2|DPSE	LOC117569815|XP_034107026.1|DALB
OG0001832	LOC4814651|XP_015042059.2|DPSE	LOC117578207|XP_034119441.1|DALB
OG0001833	LOC6898117|XP_002138197.2|DPSE	LOC117570360|XP_034107821.1|DALB, LOC117572032|XP_034110478.1|DALB
OG0001834	LOC4801071|XP_001358232.1|DPSE	LOC117575271|XP_034115296.1|DALB
OG0001837	LOC13036320|XP_015037046.2|DPSE	LOC117564393|XP_034099005.1|DALB
OG0001838	LOC6898062|XP_002138148.3|DPSE	LOC117570137|XP_034107491.1|DALB
OG0001839	LOC6898491|XP_002138532.3|DPSE	LOC117569176|XP_034106136.1|DALB
OG0001840	LOC6902442|XP_002132987.1|DPSE	LOC117565293|XP_034100218.1|DALB
OG0001841	LOC6900615|XP_002134988.2|DPSE	LOC117568968|XP_034105817.1|DALB
OG0001842	LOC4813305|XP_001354057.3|DPSE	LOC117570610|XP_034108259.1|DALB
OG0001843	LOC4812234|XP_001352946.2|DPSE	LOC117570083|XP_034107415.1|DALB, LOC117566514|XP_034101946.1|DALB, LOC117566513|XP_034101944.1|DALB
OG0001844	LOC117184565|XP_033238711.1|DPSE, LOC117184955|XP_033240100.1|DPSE	LOC117568714|XP_034105421.1|DALB
OG0001845	LOC4803714|XP_001360388.3|DPSE	LOC117568380|XP_034104880.1|DALB
OG0001846	LOC6897109|XP_002137293.3|DPSE	LOC117575104|XP_034115097.1|DALB
OG0001848	LOC13036301|XP_033241603.1|DPSE	LOC117573245|XP_034112195.1|DALB
OG0001849	LOC4801738|XP_001358781.1|DPSE	LOC117574913|XP_034114850.1|DALB, LOC117575504|XP_034115638.1|DALB
OG0001850	LOC4811787|XP_015044408.1|DPSE	LOC117573070|XP_034111829.1|DALB
OG0001851	LOC4811776|XP_033237330.1|DPSE	LOC117573088|XP_034111871.1|DALB
OG0001852	LOC4814133|XP_033238091.1|DPSE	LOC117567048|XP_034102656.1|DALB
OG0001853	LOC4801314|XP_015037165.2|DPSE	LOC117573835|XP_034113159.1|DALB
OG0001854	LOC4815204|XP_001355196.3|DPSE	LOC117566365|XP_034101754.1|DALB
OG0001855	LOC6899093|XP_002139010.2|DPSE	LOC117569054|XP_034105955.1|DALB
OG0001856	LOC4815126|XP_033237844.1|DPSE	LOC117578103|XP_034119171.1|DALB
OG0001857	LOC4815144|XP_001355033.4|DPSE	LOC117573494|XP_034112616.1|DALB
OG0001858	LOC6901049|XP_002134528.2|DPSE	LOC117570007|XP_034107310.1|DALB
OG0001859	LOC6901885|XP_002133420.1|DPSE	LOC117577748|XP_034118551.1|DALB
OG0001860	LOC4813375|XP_001353966.1|DPSE	LOC117569627|XP_034106755.1|DALB
OG0001862	LOC4814369|XP_033240391.1|DPSE	LOC117574866|XP_034114774.1|DALB, LOC117575031|XP_034115001.1|DALB
OG0001863	LOC4815196|XP_001354598.4|DPSE	LOC117564266|XP_034098863.1|DALB, LOC117564256|XP_034098853.1|DALB
OG0001864	LOC4801060|XP_001358222.4|DPSE	LOC117576309|XP_034116855.1|DALB
OG0001865	LOC4814209|XP_001354336.1|DPSE	LOC117567273|XP_034103031.1|DALB
OG0001866	LOC6897167|XP_033241703.1|DPSE	LOC117575801|XP_034116070.1|DALB
OG0001867	LOC4813977|XP_001354134.4|DPSE	LOC117572102|XP_034110601.1|DALB
OG0001868	LOC6902595|XP_002133122.2|DPSE	LOC117563849|XP_034098269.1|DALB
OG0001869	LOC6897248|XP_003736544.3|DPSE	LOC117575740|XP_034115980.1|DALB
OG0001870	LOC4814430|XP_001354856.1|DPSE	LOC117568087|XP_034104360.1|DALB
OG0001871	LOC4815489|XP_001355563.2|DPSE	LOC117569373|XP_034106398.1|DALB
OG0001872	LOC4800388|XP_001357673.3|DPSE	LOC117575605|XP_034115768.1|DALB
OG0001873	LOC4802775|XP_001359635.3|DPSE	LOC117574993|XP_034114953.1|DALB
OG0001874	LOC117183395|XP_033233102.1|DPSE	LOC117573073|XP_034111843.1|DALB
OG0001875	LOC6896686|XP_033232875.1|DPSE	LOC117576755|XP_034117683.1|DALB
OG0001876	LOC4811727|XP_015044360.2|DPSE, LOC26533243|XP_033240085.1|DPSE	LOC117567146|XP_034102849.1|DALB
OG0001877	LOC4815332|XP_001354636.3|DPSE	LOC117578147|XP_034119255.1|DALB
OG0001878	LOC4801267|XP_001358388.1|DPSE	LOC117573768|XP_034113054.1|DALB
OG0001879	LOC6899518|XP_033236075.1|DPSE	LOC117573130|XP_034111949.1|DALB
OG0001880	LOC6897119|XP_033233055.1|DPSE, LOC6902373|XP_033235552.1|DPSE, LOC4800513|XP_001357778.2|DPSE	LOC117575819|XP_034116110.1|DALB
OG0001881	LOC4801355|XP_033232599.1|DPSE	LOC117576218|XP_034116715.1|DALB
OG0001883	LOC4800579|XP_033233173.1|DPSE	LOC117573866|XP_034113232.1|DALB
OG0001885	LOC4817798|XP_001357156.1|DPSE	LOC117564664|XP_034099418.1|DALB, LOC117565485|XP_034100478.1|DALB
OG0001886	LOC4800598|XP_001357844.2|DPSE	LOC117576949|XP_034117998.1|DALB
OG0001887	LOC4804364|XP_001360938.2|DPSE	LOC117569788|XP_034106981.1|DALB
OG0001888	LOC4802489|XP_001359402.3|DPSE	LOC117575854|XP_034116165.1|DALB
OG0001889	LOC6897108|XP_002137292.2|DPSE, LOC4814976|XP_001354997.1|DPSE	LOC117570571|XP_034108201.1|DALB
OG0001890	LOC6901289|XP_002133990.2|DPSE, LOC4813965|XP_001354124.2|DPSE	LOC117571216|XP_034109155.1|DALB
OG0001891	LOC13036379|XP_015037436.2|DPSE	LOC117576520|XP_034117229.1|DALB
OG0001892	LOC26532716|XP_033236580.1|DPSE	LOC117564533|XP_034099245.1|DALB
OG0001893	LOC4801250|XP_001358373.3|DPSE	LOC117575416|XP_034115490.1|DALB
OG0001894	LOC4804438|XP_001361000.1|DPSE	LOC117570940|XP_034108762.1|DALB
OG0001895	LOC4811786|XP_015044406.1|DPSE	LOC117573252|XP_034112220.1|DALB
OG0001896	LOC117184256|XP_033236873.1|DPSE	LOC117565240|XP_034100141.1|DALB
OG0001897	LOC4801053|XP_015038686.2|DPSE	LOC117576774|XP_034117716.1|DALB
OG0001898	LOC4816020|XP_001355280.1|DPSE	LOC117567000|XP_034102570.1|DALB
OG0001899	LOC4801824|XP_015037403.1|DPSE	LOC117573998|XP_034113438.1|DALB
OG0001900	LOC4811917|XP_001352959.3|DPSE	LOC117572336|XP_034110967.1|DALB
OG0001901	LOC4816129|XP_033236694.1|DPSE	LOC117565918|XP_034101178.1|DALB
OG0001902	LOC6899765|XP_033241744.1|DPSE	LOC117573094|XP_034111889.1|DALB
OG0001903	LOC4802749|XP_001359610.2|DPSE	LOC117576066|XP_034116491.1|DALB
OG0001904	LOC4801107|XP_001358254.3|DPSE	LOC117574034|XP_034113520.1|DALB
OG0001905	LOC6896875|XP_002137065.1|DPSE	LOC117578133|XP_034119230.1|DALB
OG0001906	LOC4801536|XP_015037294.2|DPSE	LOC117576938|XP_034117974.1|DALB
OG0001907	LOC6901731|XP_002134400.1|DPSE	LOC117574408|XP_034114140.1|DALB
OG0001908	LOC6902542|XP_002133083.3|DPSE, LOC117183899|XP_033235149.1|DPSE, LOC117183960|XP_033235584.1|DPSE, LOC4800670|XP_001357902.3|DPSE	LOC117576966|XP_034118034.1|DALB
OG0001909	LOC6901564|XP_002134237.2|DPSE, LOC4814710|XP_033238536.1|DPSE	LOC117568988|XP_034105854.1|DALB
OG0001910	LOC4800775|XP_001357990.2|DPSE	LOC117573914|XP_034113314.1|DALB
OG0001911	LOC6896920|XP_033234855.1|DPSE	LOC117573999|XP_034113455.1|DALB
OG0001912	LOC4804008|XP_001360639.2|DPSE	LOC117572451|XP_034111174.1|DALB
OG0001913	LOC4816414|XP_033235964.1|DPSE	LOC117563883|XP_034098331.1|DALB
OG0001914	LOC6897344|XP_033232329.1|DPSE	LOC117576828|XP_034117793.1|DALB
OG0001915	LOC4813255|XP_033237759.1|DPSE	LOC117570183|XP_034107550.1|DALB
OG0001916	LOC4804065|XP_033233406.1|DPSE	LOC117569257|XP_034106222.1|DALB
OG0001917	LOC6899991|XP_033239456.1|DPSE	LOC117572151|XP_034110681.1|DALB
OG0001918	LOC4813139|XP_001353888.3|DPSE	LOC117570031|XP_034107345.1|DALB
OG0001919	LOC4804867|XP_001361356.2|DPSE	LOC117566910|XP_034102421.1|DALB
OG0001920	LOC4812028|XP_001352499.3|DPSE	LOC117572234|XP_034110804.1|DALB
OG0001921	LOC4804382|XP_001360953.1|DPSE	LOC117568163|XP_034104482.1|DALB
OG0001922	LOC4805499|XP_001361893.2|DPSE	LOC117569180|XP_034106140.1|DALB
OG0001923	LOC6900437|XP_015042755.2|DPSE	LOC117567544|XP_034103483.1|DALB
OG0001924	LOC6899751|XP_002135787.2|DPSE	LOC117566044|XP_034101385.1|DALB
OG0001925	LOC4814162|XP_001354278.2|DPSE	LOC117567302|XP_034103077.1|DALB
OG0001926	LOC4813940|XP_033239000.1|DPSE	LOC117570109|XP_034107460.1|DALB
OG0001927	LOC4803536|XP_001360246.2|DPSE	LOC117568201|XP_034104560.1|DALB
OG0001928	LOC6897168|XP_002137348.2|DPSE, LOC6900691|XP_033240953.1|DPSE	LOC117570980|XP_034108818.1|DALB
OG0001929	LOC6900681|XP_033240679.1|DPSE	LOC117570178|XP_034107547.1|DALB
OG0001930	LOC4804449|XP_001361010.5|DPSE	LOC117566414|XP_034101825.1|DALB
OG0001931	LOC4812976|XP_015042852.2|DPSE	LOC117567659|XP_034103668.1|DALB
OG0001932	LOC6900499|XP_033239627.1|DPSE	LOC117572180|XP_034110723.1|DALB
OG0001933	LOC4803940|XP_001360580.1|DPSE	LOC117571747|XP_034109985.1|DALB
OG0001934	LOC6900677|XP_002135041.3|DPSE	LOC117567747|XP_034103824.1|DALB
OG0001935	LOC4812137|XP_001352540.4|DPSE	LOC117567389|XP_034103229.1|DALB, LOC117567388|XP_034103228.1|DALB
OG0001937	LOC6898052|XP_002138138.2|DPSE	LOC117567930|XP_034104109.1|DALB
OG0001938	LOC4804746|XP_001361258.2|DPSE	LOC117571079|XP_034108947.1|DALB
OG0001939	LOC4805174|XP_001361620.1|DPSE	LOC117567165|XP_034102869.1|DALB
OG0001940	LOC4803642|XP_033234957.1|DPSE	LOC117570207|XP_034107586.1|DALB
OG0001941	LOC4812042|XP_033239537.1|DPSE	LOC117570612|XP_034108261.1|DALB
OG0001942	LOC6898084|XP_002138169.3|DPSE	LOC117569339|XP_034106360.1|DALB
OG0001943	LOC4812175|XP_001352542.3|DPSE	LOC117569265|XP_034106256.1|DALB
OG0001944	LOC4812188|XP_001352469.2|DPSE	LOC117567517|XP_034103452.1|DALB
OG0001945	LOC4805011|XP_033235066.1|DPSE	LOC117568442|XP_034105001.1|DALB
OG0001946	LOC4804912|XP_001361397.2|DPSE	LOC117567152|XP_034102857.1|DALB
OG0001947	LOC4805368|XP_001361779.5|DPSE	LOC117569438|XP_034106492.1|DALB
OG0001948	LOC4814400|XP_001354354.2|DPSE	LOC117567176|XP_034102889.1|DALB
OG0001949	LOC4813880|XP_033239985.1|DPSE	LOC117572290|XP_034110891.1|DALB
OG0001950	LOC4802432|XP_033233005.1|DPSE	LOC117576871|XP_034117863.1|DALB
OG0001951	LOC4803847|XP_033233941.1|DPSE	LOC117571256|XP_034109201.1|DALB
OG0001952	LOC6899550|XP_033235123.1|DPSE	LOC117569738|XP_034106907.1|DALB
OG0001953	LOC4805218|XP_001361659.2|DPSE	LOC117568405|XP_034104931.1|DALB
OG0001954	LOC6898406|XP_033233970.1|DPSE	LOC117571339|XP_034109324.1|DALB
OG0001955	LOC4805334|XP_001361750.2|DPSE	LOC117569151|XP_034106102.1|DALB
OG0001956	LOC6899982|XP_033240181.1|DPSE	LOC117567061|XP_034102677.1|DALB
OG0001957	LOC4803773|XP_001360435.1|DPSE	LOC117567155|XP_034102858.1|DALB
OG0001958	LOC4804821|XP_033234767.1|DPSE	LOC117567959|XP_034104152.1|DALB
OG0001959	LOC4813203|XP_033240136.1|DPSE	LOC117569024|XP_034105904.1|DALB
OG0001960	LOC4814127|XP_015042447.1|DPSE	LOC117567844|XP_034103986.1|DALB
OG0001961	LOC4804689|XP_015040113.2|DPSE	LOC117569859|XP_034107084.1|DALB
OG0001962	LOC4804439|XP_001361001.4|DPSE	LOC117570937|XP_034108756.1|DALB
OG0001963	LOC4812293|XP_001352440.1|DPSE	LOC117571133|XP_034109026.1|DALB, LOC117564498|XP_034099209.1|DALB
OG0001964	LOC4812878|XP_001353233.4|DPSE	LOC117571404|XP_034109429.1|DALB
OG0001965	LOC6900960|XP_015042426.2|DPSE	LOC117570818|XP_034108569.1|DALB
OG0001966	LOC4801193|XP_001358322.3|DPSE	LOC117573978|XP_034113415.1|DALB
OG0001967	LOC4803760|XP_001360424.3|DPSE	LOC117571997|XP_034110399.1|DALB
OG0001968	LOC4812213|XP_015043819.2|DPSE	LOC117572095|XP_034110591.1|DALB, LOC117568109|XP_034104391.1|DALB, LOC117566368|XP_034101756.1|DALB
OG0001969	LOC4804914|XP_001361399.3|DPSE	LOC117570934|XP_034108753.1|DALB
OG0001970	LOC4803853|XP_001360504.1|DPSE	LOC117568123|XP_034104419.1|DALB
OG0001971	LOC4804972|XP_001361447.3|DPSE	LOC117570341|XP_034107787.1|DALB
OG0001972	LOC4803328|XP_001357514.2|DPSE	LOC117567368|XP_034103201.1|DALB
OG0001973	LOC15382900|XP_004444214.3|DPSE	LOC117568040|XP_034104275.1|DALB
OG0001974	LOC4804513|XP_001361065.3|DPSE	LOC117568879|XP_034105670.1|DALB, LOC117566678|XP_034102117.1|DALB
OG0001975	LOC4812982|XP_001354042.2|DPSE	LOC117568677|XP_034105372.1|DALB
OG0001976	LOC6898044|XP_002138132.1|DPSE	LOC117567762|XP_034103844.1|DALB
OG0001977	LOC6902355|XP_002133301.2|DPSE	LOC117565036|XP_034099875.1|DALB
OG0001978	LOC4817658|XP_001357050.1|DPSE	LOC117564558|XP_034099282.1|DALB
OG0001979	LOC4816803|XP_001356719.2|DPSE	LOC117565849|XP_034101058.1|DALB
OG0001980	LOC4817809|XP_033235870.1|DPSE	LOC117563279|XP_034097404.1|DALB
OG0001981	LOC4817017|XP_033236178.1|DPSE	LOC117564365|XP_034098972.1|DALB
OG0001982	LOC13036543|XP_003736156.1|DPSE	LOC117565723|XP_034100863.1|DALB
OG0001983	LOC26534190|XP_033236662.1|DPSE	LOC117564480|XP_034099171.1|DALB
OG0001984	LOC4817847|XP_033235276.1|DPSE	LOC117564400|XP_034099015.1|DALB
OG0001985	LOC4817201|XP_001356369.2|DPSE	LOC117563530|XP_034097801.1|DALB
OG0001986	LOC4818167|XP_001357408.3|DPSE	LOC117563469|XP_034097715.1|DALB, LOC117563476|XP_034097724.1|DALB
OG0001987	LOC4815951|XP_001355566.3|DPSE	LOC117578226|XP_034119491.1|DALB
OG0001988	LOC4803925|XP_001360566.3|DPSE	LOC117567652|XP_034103655.1|DALB
OG0001989	LOC4817547|XP_002132851.1|DPSE	LOC117564545|XP_034099259.1|DALB
OG0001991	LOC6899530|XP_033235949.1|DPSE	LOC117565755|XP_034100896.1|DALB
OG0001992	LOC4817323|XP_033235478.1|DPSE	LOC117564714|XP_034099486.1|DALB
OG0001993	LOC4818176|XP_001357286.1|DPSE	LOC117563959|XP_034098426.1|DALB
OG0001994	LOC4800536|XP_015038646.2|DPSE	LOC117575735|XP_034115971.1|DALB
OG0001995	LOC4816450|XP_001356257.2|DPSE	LOC117564646|XP_034099398.1|DALB
OG0001996	LOC6903575|XP_033236000.1|DPSE	LOC117563813|XP_034098234.1|DALB
OG0001997	LOC4804704|XP_001361222.3|DPSE	LOC117572579|XP_034111353.1|DALB
OG0001998	LOC4804702|XP_001361220.3|DPSE	LOC117572576|XP_034111349.1|DALB
OG0001999	LOC4804201|XP_033233745.1|DPSE	LOC117567568|XP_034103525.1|DALB
OG0002000	LOC4817170|XP_001356882.3|DPSE	LOC117565147|XP_034100016.1|DALB
OG0002001	LOC4817651|XP_001357043.4|DPSE	LOC117565489|XP_034100483.1|DALB
OG0002002	LOC4803534|XP_001360244.2|DPSE	LOC117570615|XP_034108266.1|DALB, LOC117569710|XP_034106866.1|DALB
OG0002003	LOC4816167|XP_015036950.2|DPSE	LOC117565295|XP_034100220.1|DALB
OG0002004	LOC4817678|XP_015036437.2|DPSE	LOC117577731|XP_034118525.1|DALB, LOC117577081|XP_034118077.1|DALB, LOC117570913|XP_034108712.1|DALB, LOC117566497|XP_034101928.1|DALB, LOC117565005|XP_034099841.1|DALB, LOC117565317|XP_034100246.1|DALB
OG0002005	LOC4818173|XP_033235465.1|DPSE	LOC117564088|XP_034098609.1|DALB
OG0002006	LOC4817881|XP_015035536.2|DPSE	LOC117566201|XP_034101609.1|DALB
OG0002007	LOC6902793|XP_002132530.3|DPSE	LOC117563455|XP_034097694.1|DALB
OG0002008	LOC4811811|XP_033237244.1|DPSE	LOC117573140|XP_034111960.1|DALB
OG0002009	LOC4805494|XP_001361889.1|DPSE	LOC117568627|XP_034105309.1|DALB
OG0002010	LOC4816188|XP_001355800.3|DPSE	LOC117563378|XP_034097574.1|DALB
OG0002011	LOC4816703|XP_001356105.3|DPSE	LOC117564905|XP_034099749.1|DALB
OG0002012	LOC4816814|XP_001356812.2|DPSE	LOC117564583|XP_034099315.1|DALB
OG0002013	LOC117184018|XP_033235848.1|DPSE, LOC4816573|XP_033235692.1|DPSE	LOC117565375|XP_034100335.1|DALB
OG0002014	LOC4805525|XP_001361914.1|DPSE	LOC117569364|XP_034106386.1|DALB
OG0002015	LOC4817128|XP_001356471.2|DPSE	LOC117576486|XP_034117151.1|DALB, LOC117576487|XP_034117153.1|DALB
OG0002016	LOC4804776|XP_001361285.4|DPSE	LOC117570325|XP_034107758.1|DALB
OG0002017	LOC4816551|XP_001356069.2|DPSE	LOC117565448|XP_034100431.1|DALB
OG0002018	LOC6903405|XP_002132284.2|DPSE	LOC117563642|XP_034097943.1|DALB
OG0002019	LOC4817021|XP_001356755.2|DPSE	LOC117563829|XP_034098248.1|DALB
OG0002020	LOC4816368|XP_001356263.2|DPSE	LOC117563686|XP_034098008.1|DALB
OG0002021	LOC4803759|XP_033233608.1|DPSE	LOC117571991|XP_034110390.1|DALB
OG0002022	LOC6903588|XP_033235378.1|DPSE	LOC117563901|XP_034098352.1|DALB
OG0002023	LOC4801405|XP_001358503.3|DPSE	LOC117573949|XP_034113366.1|DALB
OG0002024	LOC4811769|XP_001352338.1|DPSE	LOC117565258|XP_034100168.1|DALB
OG0002025	LOC6903053|XP_002132777.2|DPSE	LOC117564779|XP_034099570.1|DALB
OG0002026	LOC4812394|XP_001352886.3|DPSE	LOC117567428|XP_034103318.1|DALB
