Orthogroup	DPSE.longest_only	CPIP.longest_only
OG0001273	LOC4801197|XP_001358326.1|DPSE	LOC120429935|XP_039450967.1|CPIP
OG0001274	LOC4813404|XP_001353623.1|DPSE	LOC120418048|XP_039436233.1|CPIP
OG0001276	LOC4812521|XP_001352428.2|DPSE, LOC6903187|XP_002132886.2|DPSE	LOC120413456|XP_039430225.1|CPIP
OG0001277	LOC4812601|XP_001352718.4|DPSE, LOC26532975|XP_015043779.2|DPSE	LOC120424852|XP_039445035.1|CPIP
OG0001278	LOC4812685|XP_015044122.1|DPSE	LOC120419963|XP_039438765.1|CPIP
OG0001279	LOC4814065|XP_001354302.2|DPSE	LOC120419970|XP_039438780.1|CPIP
OG0001280	LOC4811982|XP_001352506.1|DPSE	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP
OG0001281	LOC4813110|XP_001353558.1|DPSE	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP
OG0001282	LOC4816453|XP_001356147.2|DPSE	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP
OG0001283	LOC4805357|XP_001361771.5|DPSE	LOC120427036|XP_039447800.1|CPIP
OG0001284	LOC26532607|XP_033236138.1|DPSE, LOC26532832|XP_015044419.2|DPSE	LOC120414678|XP_039431897.1|CPIP
OG0001285	LOC4812247|XP_001352806.3|DPSE	LOC120429106|XP_039450203.1|CPIP, LOC120414724|XP_039431961.1|CPIP
OG0001286	LOC6903082|XP_002132800.2|DPSE	LOC120429762|XP_039450749.1|CPIP
OG0001287	LOC4803087|XP_001359886.4|DPSE	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP
OG0001288	LOC4817545|XP_001356954.3|DPSE	LOC120420968|XP_039440035.1|CPIP
OG0001289	LOC6903592|XP_002132459.2|DPSE	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP
OG0001290	LOC6902868|XP_033236108.1|DPSE	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP
OG0001291	LOC4803521|XP_033234537.1|DPSE	LOC120414339|XP_039431425.1|CPIP
OG0001292	LOC6899100|XP_015040801.2|DPSE	LOC120423698|XP_039443534.1|CPIP, LOC120423701|XP_039443537.1|CPIP
OG0001293	LOC117185209|XP_033241500.1|DPSE, LOC4814771|XP_001354959.1|DPSE, LOC117185206|XP_033241497.1|DPSE, LOC6903978|XP_033241495.1|DPSE, LOC6903975|XP_002136542.1|DPSE, LOC117185208|XP_033241499.1|DPSE, LOC117185207|XP_033241498.1|DPSE, LOC6903977|XP_002136540.1|DPSE	LOC120414358|XP_039431455.1|CPIP
OG0001294	LOC4802707|XP_001359574.1|DPSE	LOC120426999|XP_039447750.1|CPIP
OG0001295	LOC6901158|XP_002133859.1|DPSE, LOC6897920|XP_002138022.2|DPSE	LOC120431459|XP_039452510.1|CPIP
OG0001296	LOC6898026|XP_002138115.2|DPSE	LOC120419233|XP_039437826.1|CPIP
OG0001297	LOC6896748|XP_002136955.3|DPSE	LOC120423588|XP_039443387.1|CPIP
OG0001298	LOC4800861|XP_033240832.1|DPSE	LOC120417916|XP_039436086.1|CPIP, LOC120416955|XP_039434793.1|CPIP
OG0001299	LOC6900072|XP_033238675.1|DPSE	LOC120422007|XP_039441255.1|CPIP, LOC120432174|XP_039453246.1|CPIP
OG0001300	LOC4803141|XP_001359932.1|DPSE	LOC120415419|XP_039432887.1|CPIP
OG0001301	LOC4816254|XP_033236743.1|DPSE	LOC120423370|XP_039443087.1|CPIP, LOC120423371|XP_039443088.1|CPIP
OG0001302	LOC4804969|XP_015040336.2|DPSE	LOC120417543|XP_039435559.1|CPIP
OG0001303	LOC4802085|XP_001359073.1|DPSE	LOC120425865|XP_039446421.1|CPIP
OG0001304	LOC4804875|XP_033233237.1|DPSE	LOC120417898|XP_039436053.1|CPIP
OG0001305	LOC4802675|XP_003736787.1|DPSE	LOC120427519|XP_039448316.1|CPIP
OG0001306	LOC4802072|XP_001359065.3|DPSE	LOC120423281|XP_039442982.1|CPIP
OG0001307	LOC4812548|XP_001352694.1|DPSE, LOC6897898|XP_002138000.2|DPSE, LOC6900087|XP_033241476.1|DPSE	LOC120414405|XP_039431518.1|CPIP
OG0001308	LOC4815983|XP_033240081.1|DPSE, LOC6900254|XP_015044028.2|DPSE	LOC120414403|XP_039431514.1|CPIP
OG0001309	LOC4802548|XP_001359446.4|DPSE	LOC120414020|XP_039430971.1|CPIP, LOC120414000|XP_039430943.1|CPIP
OG0001311	LOC6901028|XP_033239697.1|DPSE, LOC6902855|XP_002132591.2|DPSE	LOC120417566|XP_039435594.1|CPIP, LOC120420210|XP_039439128.1|CPIP
OG0001312	LOC6900500|XP_002134889.2|DPSE	LOC120431895|XP_039452958.1|CPIP, LOC120424481|XP_039444557.1|CPIP
OG0001313	LOC4803950|XP_001360588.3|DPSE	LOC120416827|XP_039434648.1|CPIP
OG0001314	LOC6902715|XP_002133229.2|DPSE	LOC120418103|XP_039436307.1|CPIP, LOC120431543|XP_039452585.1|CPIP, LOC120431629|XP_039452672.1|CPIP, LOC120423143|XP_039442759.1|CPIP, LOC120414582|XP_039431751.1|CPIP, LOC120412578|XP_039429022.1|CPIP, LOC120416026|XP_039433621.1|CPIP, LOC120412415|XP_039428812.1|CPIP, LOC120421472|XP_039440623.1|CPIP
OG0001315	LOC4815428|XP_033240821.1|DPSE	LOC120420411|XP_039439364.1|CPIP
OG0001322	LOC4802372|XP_003736722.2|DPSE, LOC6897613|XP_002137757.2|DPSE	LOC120426837|XP_039447560.1|CPIP
OG0001326	LOC4800395|XP_015038520.2|DPSE	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP
OG0001328	LOC117185158|XP_033241167.1|DPSE, LOC117184554|XP_033238665.1|DPSE, LOC117184553|XP_033238664.1|DPSE, LOC6899629|XP_033241162.1|DPSE	LOC120414973|XP_039432241.1|CPIP, LOC120421074|XP_039440154.1|CPIP
OG0001329	LOC117184586|XP_033238823.1|DPSE, LOC117184587|XP_033238824.1|DPSE, LOC117184588|XP_033238825.1|DPSE, LOC6902228|XP_002133756.3|DPSE, LOC6902230|XP_033238821.1|DPSE	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP
OG0001330	LOC6901440|XP_015041691.2|DPSE	LOC120422463|XP_039441846.1|CPIP
OG0001331	LOC4815539|XP_001355433.1|DPSE	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP
OG0001333	LOC4816398|XP_001355929.3|DPSE	LOC120417034|XP_039434912.1|CPIP, LOC120417028|XP_039434904.1|CPIP
OG0001334	LOC4800384|XP_001357669.3|DPSE	LOC120414158|XP_039431133.1|CPIP, LOC120414159|XP_039431134.1|CPIP
OG0001335	LOC4802587|XP_001359480.4|DPSE	LOC120425484|XP_039445962.1|CPIP, LOC120425483|XP_039445956.1|CPIP
OG0001337	LOC4814195|XP_001354328.3|DPSE	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP
OG0001338	LOC4804098|XP_015039609.2|DPSE	LOC120428736|XP_039449746.1|CPIP
OG0001339	LOC4805092|XP_001361553.4|DPSE	LOC120424190|XP_039444183.1|CPIP
OG0001340	LOC26532891|XP_033238369.1|DPSE	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP
OG0001341	LOC4800440|XP_001357716.2|DPSE	LOC120431639|XP_039452681.1|CPIP
OG0001343	LOC4801898|XP_001358919.4|DPSE	LOC120430148|XP_039451166.1|CPIP, LOC120430149|XP_039451167.1|CPIP
OG0001344	LOC4800328|XP_001357582.3|DPSE	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP
OG0001345	LOC4800776|XP_001357991.3|DPSE	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP
OG0001346	LOC117183281|XP_033232568.1|DPSE, LOC117183283|XP_033232570.1|DPSE, LOC4800359|XP_001357555.4|DPSE	LOC120428013|XP_039448918.1|CPIP
OG0001347	LOC6901883|XP_002133418.2|DPSE, LOC6900220|XP_002135550.2|DPSE, LOC6900222|XP_002135552.2|DPSE	LOC120425439|XP_039445903.1|CPIP
OG0001348	LOC6901208|XP_002133909.1|DPSE	LOC120413504|XP_039430294.1|CPIP
OG0001349	LOC4813943|XP_033238542.1|DPSE	LOC120424374|XP_039444404.1|CPIP
OG0001350	LOC4813819|XP_001353919.4|DPSE	LOC120426570|XP_039447290.1|CPIP
OG0001351	LOC4804081|XP_001360699.3|DPSE	LOC120426287|XP_039446974.1|CPIP
OG0001352	LOC6898659|XP_033234153.1|DPSE	LOC120418886|XP_039437353.1|CPIP
OG0001353	LOC4812831|XP_001353157.1|DPSE	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP
OG0001354	LOC4804539|XP_015039998.2|DPSE	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP
OG0001355	LOC4804222|XP_001360816.1|DPSE	LOC120418490|XP_039436861.1|CPIP
OG0001356	LOC6897925|XP_033239001.1|DPSE	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP
OG0001357	LOC4813405|XP_001353261.1|DPSE	LOC120418023|XP_039436200.1|CPIP
OG0001358	LOC4813256|XP_001353488.3|DPSE	LOC120418025|XP_039436203.1|CPIP
OG0001359	LOC4816205|XP_001355787.2|DPSE	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP
OG0001360	LOC4804711|XP_001361229.2|DPSE	LOC120426786|XP_039447497.1|CPIP
OG0001361	LOC6900308|XP_002135629.2|DPSE	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP
OG0001362	LOC4812684|XP_001353067.1|DPSE	LOC120419965|XP_039438769.1|CPIP
OG0001363	LOC4803273|XP_001360041.1|DPSE	LOC120432172|XP_039453243.1|CPIP, LOC120414130|XP_039431095.1|CPIP
OG0001364	LOC6899426|XP_033233715.1|DPSE	LOC120417618|XP_039435666.1|CPIP, LOC120418691|XP_039437089.1|CPIP
OG0001365	LOC6901937|XP_002133471.1|DPSE, LOC6897710|XP_002137833.2|DPSE, LOC6900941|XP_002134642.1|DPSE	LOC120426785|XP_039447496.1|CPIP
OG0001367	LOC6898419|XP_015039708.1|DPSE	LOC120422283|XP_039441604.1|CPIP, LOC120423782|XP_039443634.1|CPIP
OG0001368	LOC6898537|XP_015040035.2|DPSE	LOC120424976|XP_039445266.1|CPIP
OG0001369	LOC4815190|XP_001354724.3|DPSE	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP
OG0001373	LOC6902589|XP_002133117.3|DPSE	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP
OG0001374	LOC6902435|XP_002132981.2|DPSE, LOC4805487|XP_001361882.1|DPSE	LOC120414669|XP_039431880.1|CPIP
OG0001375	LOC4802527|XP_001359431.4|DPSE	LOC120428430|XP_039449375.1|CPIP
OG0001376	LOC4805015|XP_001361485.2|DPSE	LOC120430180|XP_039451195.1|CPIP, LOC120430185|XP_039451199.1|CPIP
OG0001377	LOC4817376|XP_033235327.1|DPSE	LOC120424094|XP_039444041.1|CPIP
OG0001378	LOC6902363|XP_002133309.3|DPSE, LOC4818042|XP_015035490.2|DPSE	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP
OG0001379	LOC4817188|XP_015036107.1|DPSE	LOC120413125|XP_039429764.1|CPIP
OG0001380	LOC6898672|XP_015040234.2|DPSE	LOC120419386|XP_039437994.1|CPIP
OG0001381	LOC4803820|XP_001360475.2|DPSE	LOC120430020|XP_039451049.1|CPIP
OG0001382	LOC117183986|XP_033235659.1|DPSE, LOC6903567|XP_015035556.2|DPSE	LOC120420085|XP_039438952.1|CPIP
OG0001383	LOC6903341|XP_002132222.1|DPSE, LOC4803354|XP_001360112.1|DPSE	LOC120416800|XP_039434611.1|CPIP
OG0001384	LOC117183959|XP_033235580.1|DPSE, LOC4816707|XP_001356285.1|DPSE	LOC120415581|XP_039433100.1|CPIP
OG0001385	LOC4817464|XP_033235365.1|DPSE	LOC120421152|XP_039440276.1|CPIP
OG0001386	LOC6903315|XP_033236837.1|DPSE	LOC120413888|XP_039430795.1|CPIP, LOC120420488|XP_039439467.1|CPIP
OG0001387	LOC4818098|XP_033236808.1|DPSE	LOC120413881|XP_039430789.1|CPIP, LOC120413875|XP_039430781.1|CPIP
OG0001388	LOC26533386|XP_033236160.1|DPSE	LOC120425170|XP_039445537.1|CPIP, LOC120425176|XP_039445544.1|CPIP, LOC120421428|XP_039440573.1|CPIP, LOC120431693|XP_039452741.1|CPIP
OG0001389	LOC4800555|XP_033241836.1|DPSE	LOC120420640|XP_039439652.1|CPIP, LOC120420638|XP_039439650.1|CPIP
OG0001390	LOC4817570|XP_015036346.1|DPSE	LOC120415004|XP_039432300.1|CPIP
OG0001391	LOC26533271|XP_033239487.1|DPSE, LOC6900533|XP_033237383.1|DPSE, LOC4811697|XP_001352279.2|DPSE	LOC120430393|XP_039451430.1|CPIP
OG0001392	LOC4814504|XP_001355029.4|DPSE	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP
OG0001393	LOC6901671|XP_002134340.1|DPSE, LOC6897229|XP_002137401.1|DPSE	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP
OG0001394	LOC6903314|XP_033236868.1|DPSE	LOC120428108|XP_039449024.1|CPIP, LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP
OG0001395	LOC4803088|XP_001359887.1|DPSE, LOC6897547|XP_002137693.4|DPSE	LOC120413792|XP_039430676.1|CPIP
OG0001396	LOC6902447|XP_002132992.2|DPSE, LOC6901333|XP_015041580.2|DPSE	LOC120431719|XP_039452778.1|CPIP, LOC120430877|XP_039451940.1|CPIP
OG0001397	LOC4802822|XP_001359664.2|DPSE	LOC120428561|XP_039449523.1|CPIP, LOC120419349|XP_039437953.1|CPIP
OG0001399	LOC26533571|XP_033234447.1|DPSE	LOC120419438|XP_039438053.1|CPIP
OG0001400	LOC6897176|XP_002137356.5|DPSE	LOC120425035|XP_039445341.1|CPIP
OG0001401	LOC117184478|XP_033238169.1|DPSE, LOC4813398|XP_001353301.2|DPSE	LOC120425805|XP_039446352.1|CPIP, LOC120415856|XP_039433426.1|CPIP, LOC120427931|XP_039448806.1|CPIP
OG0001402	LOC6900298|XP_002135620.2|DPSE	LOC120415247|XP_039432645.1|CPIP
OG0001403	LOC4812519|XP_001352966.2|DPSE	LOC120424476|XP_039444545.1|CPIP, LOC120424467|XP_039444535.1|CPIP
OG0001404	LOC4804384|XP_015039907.1|DPSE	LOC120430840|XP_039451900.1|CPIP
OG0001405	LOC4805705|XP_001362061.3|DPSE	LOC120415443|XP_039432925.1|CPIP
OG0001406	LOC6903006|XP_002132728.1|DPSE, LOC4814627|XP_001354880.2|DPSE	LOC120421840|XP_039441057.1|CPIP
OG0001407	LOC6902488|XP_002133033.3|DPSE, LOC117183188|XP_033236176.1|DPSE, LOC6900695|XP_002135059.2|DPSE	LOC120422728|XP_039442189.1|CPIP
OG0001408	LOC4805667|XP_001362028.2|DPSE	LOC120431839|XP_039452902.1|CPIP, LOC120430296|XP_039451329.1|CPIP
OG0001410	LOC117184816|XP_033239653.1|DPSE	LOC120418088|XP_039436290.1|CPIP, LOC120423482|XP_039443251.1|CPIP, LOC120413911|XP_039430820.1|CPIP, LOC120427937|XP_039448816.1|CPIP, LOC120421426|XP_039440572.1|CPIP, LOC120426635|XP_039447359.1|CPIP, LOC120424728|XP_039444854.1|CPIP, LOC120432417|XP_039453551.1|CPIP, LOC120417826|XP_039435976.1|CPIP
OG0001429	LOC6897285|XP_015037335.2|DPSE	LOC120432323|XP_039453441.1|CPIP, LOC120432295|XP_039453415.1|CPIP
OG0001430	LOC4802004|XP_033235971.1|DPSE	LOC120415056|XP_039432371.1|CPIP
OG0001431	LOC4815815|XP_033239674.1|DPSE	LOC120428470|XP_039449419.1|CPIP
OG0001432	LOC4814404|XP_033239312.1|DPSE	LOC120430880|XP_039451943.1|CPIP
OG0001433	LOC6901708|XP_002134376.2|DPSE, LOC4800932|XP_001358119.3|DPSE	LOC120432018|XP_039453088.1|CPIP, LOC120430544|XP_039451593.1|CPIP
OG0001434	LOC4814818|XP_033241176.1|DPSE	LOC120418114|XP_039436322.1|CPIP
OG0001435	LOC4804343|XP_001360918.3|DPSE, LOC6901740|XP_002134409.2|DPSE	LOC120420122|XP_039439005.1|CPIP, LOC120414716|XP_039431956.1|CPIP, LOC120424307|XP_039444326.1|CPIP
OG0001436	LOC6902608|XP_002133134.1|DPSE	LOC120429181|XP_039450327.1|CPIP
OG0001436	LOC6901855|XP_002133393.1|DPSE	LOC120420231|XP_039439154.1|CPIP
OG0001437	LOC4816856|XP_001356391.1|DPSE	LOC120417714|XP_039435800.1|CPIP
OG0001438	LOC6901931|XP_002133465.3|DPSE, LOC4800623|XP_001357865.2|DPSE	LOC120414175|XP_039431182.1|CPIP
OG0001439	LOC4801550|XP_001358622.2|DPSE	LOC120431174|XP_039452245.1|CPIP, LOC120413057|XP_039429695.1|CPIP
OG0001440	LOC6901561|XP_002134235.3|DPSE	LOC120432592|XP_039453768.1|CPIP
OG0001441	LOC4815177|XP_001354939.2|DPSE	LOC120424761|XP_039444901.1|CPIP
OG0001442	LOC117184543|XP_033238623.1|DPSE, LOC4816112|XP_001355784.2|DPSE	LOC120427068|XP_039447841.1|CPIP, LOC120427658|XP_039448466.1|CPIP
OG0001443	LOC4800405|XP_001357688.2|DPSE	LOC120423825|XP_039443688.1|CPIP, LOC120423842|XP_039443724.1|CPIP
OG0001444	LOC4800958|XP_001358140.3|DPSE	LOC120428670|XP_039449654.1|CPIP
OG0001445	LOC26532481|XP_015039566.1|DPSE, LOC6897777|XP_003736809.3|DPSE	LOC120424257|XP_039444254.1|CPIP
OG0001446	LOC6896960|XP_033232426.1|DPSE	LOC120430963|XP_039452028.1|CPIP
OG0001447	LOC4802832|XP_015038128.2|DPSE	LOC120427887|XP_039448754.1|CPIP
OG0001448	LOC4800396|XP_001357681.2|DPSE	LOC120429751|XP_039450734.1|CPIP, LOC120417052|XP_039434943.1|CPIP, LOC120424741|XP_039444869.1|CPIP, LOC120430812|XP_039451868.1|CPIP
OG0001449	LOC6898959|XP_002138919.1|DPSE	LOC120428729|XP_039449739.1|CPIP
OG0001450	LOC6903339|XP_033235136.1|DPSE	LOC120424423|XP_039444466.1|CPIP
OG0001451	LOC4803471|XP_033234372.1|DPSE	LOC120422395|XP_039441749.1|CPIP, LOC120422872|XP_039442353.1|CPIP
OG0001452	LOC4804251|XP_015039767.2|DPSE	LOC120419494|XP_039438117.1|CPIP
OG0001453	LOC4813723|XP_001353213.1|DPSE	LOC120427570|XP_039448379.1|CPIP, LOC120427569|XP_039448378.1|CPIP
OG0001454	LOC4802098|XP_033232956.1|DPSE	LOC120424555|XP_039444656.1|CPIP, LOC120426208|XP_039446853.1|CPIP
OG0001455	LOC4812289|XP_015043887.2|DPSE	LOC120426125|XP_039446762.1|CPIP
OG0001456	LOC6898426|XP_033235039.1|DPSE	LOC120425567|XP_039446068.1|CPIP
OG0001457	LOC6898347|XP_002138400.2|DPSE	LOC120426222|XP_039446891.1|CPIP
OG0001458	LOC4803884|XP_015039408.1|DPSE	LOC120422324|XP_039441651.1|CPIP, LOC120422320|XP_039441641.1|CPIP
OG0001459	LOC6900728|XP_033239166.1|DPSE	LOC120419019|XP_039437520.1|CPIP, LOC120415743|XP_039433278.1|CPIP
OG0001460	LOC4804906|XP_001361391.4|DPSE	LOC120423182|XP_039442809.1|CPIP
OG0001461	LOC4815237|XP_001355217.2|DPSE, LOC6900775|XP_002135134.2|DPSE	LOC120428615|XP_039449592.1|CPIP
OG0001462	LOC4813013|XP_001353471.1|DPSE	LOC120413219|XP_039429879.1|CPIP, LOC120413220|XP_039429880.1|CPIP
OG0001464	LOC4815559|XP_001355245.2|DPSE	LOC120418919|XP_039437384.1|CPIP
OG0001465	LOC4805316|XP_001361736.1|DPSE	LOC120421533|XP_039440686.1|CPIP
OG0001466	LOC4816529|XP_001355889.3|DPSE, LOC6902457|XP_002133002.2|DPSE	LOC120420371|XP_039439305.1|CPIP
OG0001467	LOC4817029|XP_001356804.1|DPSE	LOC120417251|XP_039435143.1|CPIP, LOC120416542|XP_039434199.1|CPIP
OG0001468	LOC6900906|XP_015042501.1|DPSE	LOC120414487|XP_039431616.1|CPIP
OG0001469	LOC4805343|XP_001361758.3|DPSE	LOC120430836|XP_039451884.1|CPIP, LOC120430387|XP_039451425.1|CPIP
OG0001470	LOC4813699|XP_001353535.1|DPSE	LOC120420926|XP_039439988.1|CPIP, LOC120420927|XP_039439990.1|CPIP
OG0001471	LOC6900617|XP_033237620.1|DPSE	LOC120418991|XP_039437471.1|CPIP
OG0001472	LOC6900268|XP_002135596.2|DPSE, LOC4812557|XP_001352596.1|DPSE	LOC120419516|XP_039438150.1|CPIP
OG0001473	LOC4802762|XP_033241710.1|DPSE	LOC120413378|XP_039430110.1|CPIP, LOC120413379|XP_039430112.1|CPIP
OG0001476	LOC4811726|XP_033234912.1|DPSE	LOC120432010|XP_039453077.1|CPIP, LOC120429681|XP_039450646.1|CPIP
OG0001477	LOC4800999|XP_001358174.1|DPSE	LOC120414675|XP_039431894.1|CPIP
OG0001478	LOC4817152|XP_015035818.2|DPSE	LOC120427693|XP_039448524.1|CPIP, LOC120412642|XP_039429130.1|CPIP
OG0001480	LOC26532259|XP_033239493.1|DPSE, LOC4816871|XP_001356440.2|DPSE	LOC120415680|XP_039433201.1|CPIP
OG0001481	LOC4816575|XP_033235399.1|DPSE	LOC120413612|XP_039430450.1|CPIP
OG0001482	LOC4803816|XP_001360473.2|DPSE	LOC120413101|XP_039429740.1|CPIP
OG0001483	LOC6902747|XP_002133261.3|DPSE	LOC120425908|XP_039446462.1|CPIP
OG0001484	LOC4817380|XP_001356763.3|DPSE	LOC120422504|XP_039441892.1|CPIP
OG0001485	LOC4812899|XP_001353479.2|DPSE	LOC120413565|XP_039430378.1|CPIP, LOC120413515|XP_039430308.1|CPIP, LOC120413557|XP_039430371.1|CPIP
OG0001486	LOC4816791|XP_001356878.2|DPSE	LOC120423096|XP_039442708.1|CPIP
OG0001487	LOC117184005|XP_033235746.1|DPSE, LOC26533936|XP_033235734.1|DPSE	LOC120421136|XP_039440234.1|CPIP
OG0001488	LOC4803343|XP_001360123.1|DPSE	LOC120419011|XP_039437511.1|CPIP
OG0001489	LOC6902623|XP_033236795.1|DPSE	LOC120418014|XP_039436193.1|CPIP
OG0001490	LOC4816681|XP_001356160.2|DPSE	LOC120423401|XP_039443134.1|CPIP
OG0001491	LOC4816854|XP_001356623.1|DPSE	LOC120420492|XP_039439472.1|CPIP
OG0001492	LOC6899617|XP_033237206.1|DPSE, LOC6903295|XP_015035664.2|DPSE	LOC120429073|XP_039450154.1|CPIP
OG0001493	LOC6897402|XP_002137554.1|DPSE, LOC6902134|XP_033239566.1|DPSE	LOC120414354|XP_039431449.1|CPIP
OG0001494	LOC4815259|XP_001355149.2|DPSE	LOC120416197|XP_039433816.1|CPIP, LOC120416193|XP_039433811.1|CPIP, LOC120416187|XP_039433805.1|CPIP, LOC120416179|XP_039433798.1|CPIP, LOC120416195|XP_039433813.1|CPIP
OG0001495	LOC26532043|XP_015039832.2|DPSE, LOC6900450|XP_002134843.2|DPSE	LOC120420012|XP_039438851.1|CPIP, LOC120422247|XP_039441574.1|CPIP
OG0001496	LOC6900610|XP_033240045.1|DPSE, LOC4814682|XP_001354531.1|DPSE	LOC120417150|XP_039435068.1|CPIP
OG0001497	LOC4804501|XP_001361056.2|DPSE	LOC120414826|XP_039432087.1|CPIP
OG0001500	LOC6899126|XP_033233194.1|DPSE, LOC6899125|XP_015040870.2|DPSE, LOC4805743|XP_001362090.1|DPSE	LOC120413984|XP_039430924.1|CPIP
OG0001501	LOC4802582|XP_001359476.3|DPSE	LOC120421498|XP_039440651.1|CPIP, LOC120421520|XP_039440672.1|CPIP
OG0001502	LOC4804017|XP_001360647.2|DPSE	LOC120418275|XP_039436528.1|CPIP, LOC120422754|XP_039442233.1|CPIP
OG0001503	LOC4803495|XP_033233832.1|DPSE	LOC120419561|XP_039438218.1|CPIP
OG0001504	LOC6901832|XP_033237623.1|DPSE	LOC120415019|XP_039432316.1|CPIP
OG0001506	LOC4803384|XP_001357539.2|DPSE	LOC120424251|XP_039444250.1|CPIP
OG0001507	LOC6898842|XP_015040510.2|DPSE	LOC120421584|XP_039440749.1|CPIP, LOC120425814|XP_039446365.1|CPIP
OG0001508	LOC4804500|XP_001361055.2|DPSE	LOC120427764|XP_039448609.1|CPIP
OG0001509	LOC4803692|XP_015039277.2|DPSE	LOC120428519|XP_039449476.1|CPIP, LOC120431155|XP_039452229.1|CPIP
OG0001510	LOC4818051|XP_001357203.1|DPSE	LOC120429989|XP_039451016.1|CPIP, LOC120428239|XP_039449152.1|CPIP
OG0001511	LOC4804620|XP_001361153.5|DPSE	LOC120415119|XP_039432471.1|CPIP
OG0001512	LOC4813908|XP_001353240.2|DPSE	LOC120423805|XP_039443656.1|CPIP, LOC120423806|XP_039443657.1|CPIP
OG0001513	LOC4813557|XP_033237473.1|DPSE	LOC120423811|XP_039443665.1|CPIP
OG0001515	LOC6901149|XP_002134625.1|DPSE, LOC6897372|XP_002137525.3|DPSE	LOC120413929|XP_039430852.1|CPIP
OG0001534	LOC6902031|XP_033237898.1|DPSE	LOC120422462|XP_039441840.1|CPIP
OG0001535	LOC4814357|XP_001354423.1|DPSE	LOC120430582|XP_039451626.1|CPIP
OG0001536	LOC4814601|XP_001354832.2|DPSE	LOC120420167|XP_039439067.1|CPIP, LOC120420202|XP_039439123.1|CPIP
OG0001537	LOC6902813|XP_015035819.2|DPSE, LOC4817068|XP_001356428.1|DPSE	LOC120427218|XP_039448013.1|CPIP
OG0001538	LOC6902153|XP_015041209.2|DPSE	LOC120430775|XP_039451824.1|CPIP
OG0001539	LOC4803955|XP_001360593.2|DPSE	LOC120430692|XP_039451733.1|CPIP
OG0001540	LOC6899940|XP_002135308.2|DPSE, LOC26532228|XP_015037482.2|DPSE, LOC4816801|XP_001356412.3|DPSE	LOC120431926|XP_039452997.1|CPIP, LOC120413743|XP_039430602.1|CPIP
OG0001541	LOC4812581|XP_001352392.3|DPSE	LOC120427969|XP_039448859.1|CPIP
OG0001542	LOC4802105|XP_002137604.3|DPSE	LOC120419629|XP_039438316.1|CPIP
OG0001545	LOC6901886|XP_033237687.1|DPSE	LOC120420405|XP_039439351.1|CPIP
OG0001546	LOC4815501|XP_033237685.1|DPSE	LOC120420415|XP_039439367.1|CPIP, LOC120420408|XP_039439360.1|CPIP
OG0001547	LOC6901306|XP_033240413.1|DPSE	LOC120418084|XP_039436276.1|CPIP, LOC120419862|XP_039438631.1|CPIP
OG0001548	LOC6902854|XP_002132590.1|DPSE, LOC4814556|XP_015041555.1|DPSE	LOC120429690|XP_039450657.1|CPIP
OG0001549	LOC6902880|XP_015035927.2|DPSE	LOC120424957|XP_039445244.1|CPIP, LOC120424955|XP_039445242.1|CPIP
OG0001551	LOC4800916|XP_015038617.2|DPSE	LOC120431897|XP_039452965.1|CPIP, LOC120432103|XP_039453173.1|CPIP
OG0001552	LOC4800355|XP_001357559.1|DPSE	LOC120423845|XP_039443725.1|CPIP
