Orthogroup	DPSE.longest_only	CQUI.longest_only
OG0001165	LOC4804494|XP_001361049.2|DPSE	LOC6040940|XP_001850268.2|CQUI
OG0001167	LOC4804208|XP_033234467.1|DPSE	LOC6053462|XP_038118279.1|CQUI
OG0001168	LOC4804781|XP_001361290.3|DPSE	LOC119769703|XP_038119060.1|CQUI
OG0001169	LOC4814550|XP_001354610.2|DPSE	LOC6050237|XP_038120378.1|CQUI, LOC6050236|XP_001866875.2|CQUI, LOC6046275|XP_001863502.2|CQUI
OG0001171	LOC4812710|XP_015044144.2|DPSE	LOC6038611|XP_038115237.1|CQUI
OG0001172	LOC6898305|XP_002138367.2|DPSE	LOC6040017|XP_038120821.1|CQUI
OG0001173	LOC4801985|XP_001358997.2|DPSE	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI
OG0001174	LOC4814091|XP_033237973.1|DPSE	LOC6030890|XP_001841766.1|CQUI
OG0001175	LOC4804669|XP_001361194.1|DPSE, LOC6902477|XP_033235570.1|DPSE	LOC6041411|XP_001850674.1|CQUI
OG0001176	LOC6896718|XP_002136932.2|DPSE, LOC4805490|XP_001361885.4|DPSE, LOC6898402|XP_033233982.1|DPSE	LOC6032450|XP_038112002.1|CQUI
OG0001177	LOC4817309|XP_015035988.2|DPSE	LOC6033652|XP_038114034.1|CQUI
OG0001178	LOC4804405|XP_001360974.2|DPSE	LOC6033262|XP_038111957.1|CQUI
OG0001179	LOC6898283|XP_033233305.1|DPSE	LOC6036453|XP_038114387.1|CQUI
OG0001180	LOC4811798|XP_001352365.3|DPSE	LOC6033626|XP_038112234.1|CQUI
OG0001181	LOC6903001|XP_002132723.3|DPSE, LOC6903002|XP_002132724.2|DPSE, LOC4813686|XP_001353168.2|DPSE	LOC6046070|XP_038119931.1|CQUI
OG0001182	LOC4800548|XP_003736265.3|DPSE	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI
OG0001183	LOC6899286|XP_033232789.1|DPSE	LOC6050625|XP_038121048.1|CQUI
OG0001185	LOC13036326|XP_015038289.2|DPSE	LOC6047138|XP_038115095.1|CQUI
OG0001186	LOC6903262|XP_002132961.1|DPSE, LOC4802992|XP_001359800.2|DPSE	LOC6041144|XP_001850444.1|CQUI
OG0001187	LOC4803986|XP_033234197.1|DPSE	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI
OG0001188	LOC4803383|XP_001360088.1|DPSE	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI
OG0001189	LOC4805551|XP_001361936.2|DPSE	LOC6044185|XP_038112058.1|CQUI, LOC6032264|XP_038112626.1|CQUI
OG0001190	LOC6901179|XP_002133880.2|DPSE	LOC6035971|XP_001846078.2|CQUI, LOC6035970|XP_038112722.1|CQUI
OG0001191	LOC4816122|XP_001355843.3|DPSE	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI
OG0001192	LOC6902344|XP_015036909.1|DPSE	LOC6039652|XP_038112370.1|CQUI
OG0001193	LOC4801555|XP_001358627.1|DPSE	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI
OG0001194	LOC4814619|XP_001354789.3|DPSE	LOC6042351|XP_001851478.1|CQUI
OG0001195	LOC4803585|XP_001360289.3|DPSE	LOC119767685|XP_038112768.1|CQUI
OG0001201	LOC4803051|XP_001359852.3|DPSE	LOC6050447|XP_001867055.2|CQUI
OG0001202	LOC6902275|XP_002133802.3|DPSE	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI
OG0001203	LOC6899873|XP_002135664.1|DPSE	LOC6038320|XP_038122940.1|CQUI, LOC6038329|XP_038110286.1|CQUI
OG0001204	LOC4816345|XP_001356238.3|DPSE	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI
OG0001205	LOC4802429|XP_001359351.4|DPSE	LOC6052900|XP_001869076.2|CQUI
OG0001206	LOC6897369|XP_033232877.1|DPSE	LOC6049919|XP_038114189.1|CQUI
OG0001207	LOC6896989|XP_002137175.2|DPSE, LOC4815987|XP_033239605.1|DPSE	LOC6035127|XP_038117837.1|CQUI
OG0001208	LOC6901073|XP_033240388.1|DPSE	LOC6044973|XP_038105992.1|CQUI
OG0001209	LOC4801425|XP_033241837.1|DPSE	LOC6051353|XP_038122782.1|CQUI
OG0001210	LOC6901429|XP_033237428.1|DPSE	LOC6052130|XP_038104165.1|CQUI, LOC6050694|XP_038104085.1|CQUI
OG0001211	LOC6896931|XP_002137117.3|DPSE	LOC6034927|XP_001845192.2|CQUI
OG0001212	LOC4815015|XP_001354605.2|DPSE	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI
OG0001213	LOC6901199|XP_002133900.2|DPSE	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI
OG0001214	LOC6899001|XP_033235101.1|DPSE, LOC117184399|XP_033237406.1|DPSE, LOC117184398|XP_033237405.1|DPSE, LOC6899993|XP_002135359.2|DPSE	LOC6037486|XP_001847396.2|CQUI
OG0001215	LOC4801931|XP_001358949.2|DPSE	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI
OG0001216	LOC6897157|XP_002137337.3|DPSE	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI
OG0001217	LOC6902333|XP_033235687.1|DPSE	LOC6042395|XP_001851520.2|CQUI
OG0001218	LOC6900638|XP_002135011.2|DPSE, LOC4801220|XP_001358343.4|DPSE	LOC6040898|XP_001850226.1|CQUI
OG0001220	LOC4803483|XP_001360201.1|DPSE	LOC6045532|XP_001862887.1|CQUI, LOC119769797|XP_038119366.1|CQUI
OG0001221	LOC4804422|XP_033234710.1|DPSE	LOC6043322|XP_038116069.1|CQUI
OG0001223	LOC4803331|XP_015038986.2|DPSE	LOC6036538|XP_038119459.1|CQUI
OG0001224	LOC4805676|XP_001362035.4|DPSE	LOC6036744|XP_001846743.1|CQUI
OG0001225	LOC6898694|XP_033234269.1|DPSE	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI
OG0001226	LOC4805096|XP_001361556.2|DPSE	LOC6030868|XP_038117520.1|CQUI
OG0001227	LOC4817820|XP_015035527.1|DPSE	LOC6037379|XP_038112500.1|CQUI
OG0001229	LOC26532507|XP_033233276.1|DPSE	LOC6033208|XP_038108952.1|CQUI
OG0001230	LOC4803805|XP_001360463.3|DPSE	LOC6042866|XP_038109988.1|CQUI
OG0001233	LOC4817005|XP_001356468.3|DPSE	LOC6034829|XP_038112300.1|CQUI
OG0001234	LOC4805474|XP_001361869.3|DPSE	LOC6036123|XP_001846216.1|CQUI
OG0001235	LOC4817377|XP_015035812.2|DPSE	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI
OG0001236	LOC6900427|XP_002134818.2|DPSE	LOC6046075|XP_001863329.2|CQUI
OG0001237	LOC6903962|XP_015035175.2|DPSE	LOC6040473|XP_038114997.1|CQUI
OG0001238	LOC4802203|XP_001359170.2|DPSE	LOC6043265|XP_038121140.1|CQUI
OG0001240	LOC4802190|XP_033241866.1|DPSE	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI
OG0001241	LOC4804272|XP_001360854.3|DPSE, LOC26532920|XP_033234274.1|DPSE	LOC6046394|XP_038116205.1|CQUI
OG0001242	LOC6902927|XP_002132653.2|DPSE, LOC4815858|XP_001355619.1|DPSE	LOC6032717|XP_001843269.1|CQUI
OG0001244	LOC6901667|XP_033237859.1|DPSE, LOC4801365|XP_015037207.2|DPSE	LOC6051908|XP_001868265.2|CQUI
OG0001245	LOC4801855|XP_033239485.1|DPSE	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI
OG0001246	LOC117183616|XP_033234033.1|DPSE	LOC6046496|XP_038112281.1|CQUI, LOC119767076|XP_038110479.1|CQUI, LOC6046495|XP_001863681.2|CQUI
OG0001247	LOC26532209|XP_015034947.2|DPSE, LOC26533614|XP_033233227.1|DPSE	LOC6036721|XP_038108755.1|CQUI
OG0001248	LOC4812469|XP_001352771.2|DPSE	LOC6047152|XP_038112085.1|CQUI
OG0001249	LOC4815630|XP_033240139.1|DPSE	LOC6037219|XP_038111368.1|CQUI
OG0001257	LOC6899862|XP_033237228.1|DPSE	LOC6038325|XP_038121277.1|CQUI
OG0001259	LOC26532064|XP_033239085.1|DPSE, LOC4814538|XP_033239086.1|DPSE	LOC6052314|XP_001868608.2|CQUI, LOC119767551|XP_038112327.1|CQUI
OG0001260	LOC4800768|XP_001357983.3|DPSE	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI
OG0001261	LOC4814308|XP_001354422.3|DPSE	LOC6036966|XP_038105068.1|CQUI
OG0001263	LOC6903030|XP_002132754.2|DPSE, LOC4800363|XP_001357551.1|DPSE	LOC6047408|XP_038111894.1|CQUI
OG0001264	LOC4817390|XP_033236141.1|DPSE	LOC6031873|XP_038111151.1|CQUI
OG0001265	LOC4815930|XP_033239138.1|DPSE	LOC6034456|XP_038105093.1|CQUI
OG0001266	LOC4804459|XP_033233234.1|DPSE	LOC6035643|XP_001845783.2|CQUI
OG0001267	LOC4801468|XP_001358555.3|DPSE	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI
OG0001269	LOC4805402|XP_004444503.1|DPSE	LOC6034952|XP_001845211.1|CQUI
OG0001270	LOC4802676|XP_015037996.2|DPSE	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI
OG0001271	LOC4804090|XP_001360708.2|DPSE	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI
OG0001272	LOC4812928|XP_001353572.3|DPSE	LOC6038800|XP_038115010.1|CQUI
OG0001273	LOC4801197|XP_001358326.1|DPSE	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI
OG0001274	LOC4813404|XP_001353623.1|DPSE	LOC6048052|XP_038120536.1|CQUI
OG0001276	LOC4812521|XP_001352428.2|DPSE, LOC6903187|XP_002132886.2|DPSE	LOC6041249|XP_001850539.2|CQUI
OG0001277	LOC4812601|XP_001352718.4|DPSE, LOC26532975|XP_015043779.2|DPSE	LOC6037285|XP_038119469.1|CQUI
OG0001278	LOC4812685|XP_015044122.1|DPSE	LOC6036217|XP_038115918.1|CQUI
OG0001279	LOC4814065|XP_001354302.2|DPSE	LOC6036221|XP_001846296.1|CQUI
OG0001280	LOC4811982|XP_001352506.1|DPSE	LOC6038254|XP_038118225.1|CQUI
OG0001281	LOC4813110|XP_001353558.1|DPSE	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI
OG0001282	LOC4816453|XP_001356147.2|DPSE	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI
OG0001283	LOC4805357|XP_001361771.5|DPSE	LOC6053152|XP_038119033.1|CQUI
OG0001284	LOC26532607|XP_033236138.1|DPSE, LOC26532832|XP_015044419.2|DPSE	LOC6032448|XP_001843044.1|CQUI
OG0001285	LOC4812247|XP_001352806.3|DPSE	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI
OG0001286	LOC6903082|XP_002132800.2|DPSE	LOC6048784|XP_038109129.1|CQUI
OG0001287	LOC4803087|XP_001359886.4|DPSE	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI
OG0001288	LOC4817545|XP_001356954.3|DPSE	LOC6049426|XP_038107510.1|CQUI
OG0001289	LOC6903592|XP_002132459.2|DPSE	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI
OG0001290	LOC6902868|XP_033236108.1|DPSE	LOC6048341|XP_038111865.1|CQUI
OG0001291	LOC4803521|XP_033234537.1|DPSE	LOC6048800|XP_001865667.2|CQUI
OG0001292	LOC6899100|XP_015040801.2|DPSE	LOC6037255|XP_038109974.1|CQUI, LOC6037188|XP_038109977.1|CQUI
OG0001293	LOC117185209|XP_033241500.1|DPSE, LOC4814771|XP_001354959.1|DPSE, LOC117185206|XP_033241497.1|DPSE, LOC6903978|XP_033241495.1|DPSE, LOC6903975|XP_002136542.1|DPSE, LOC117185208|XP_033241499.1|DPSE, LOC117185207|XP_033241498.1|DPSE, LOC6903977|XP_002136540.1|DPSE	LOC6040512|XP_001849898.1|CQUI
OG0001294	LOC4802707|XP_001359574.1|DPSE	LOC6032208|XP_038117537.1|CQUI
OG0001295	LOC6901158|XP_002133859.1|DPSE, LOC6897920|XP_002138022.2|DPSE	LOC6034917|XP_001845183.1|CQUI
OG0001296	LOC6898026|XP_002138115.2|DPSE	LOC6047495|XP_038119702.1|CQUI
OG0001297	LOC6896748|XP_002136955.3|DPSE	LOC6046059|XP_038117659.1|CQUI
OG0001298	LOC4800861|XP_033240832.1|DPSE	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI
OG0001299	LOC6900072|XP_033238675.1|DPSE	LOC6049643|XP_038121699.1|CQUI, LOC6045696|XP_038115784.1|CQUI
OG0001300	LOC4803141|XP_001359932.1|DPSE	LOC6035030|XP_001845275.1|CQUI
OG0001301	LOC4816254|XP_033236743.1|DPSE	LOC6039153|XP_001848808.2|CQUI, LOC6039154|XP_001848809.2|CQUI
OG0001302	LOC4804969|XP_015040336.2|DPSE	LOC6047583|XP_001864626.2|CQUI
OG0001303	LOC4802085|XP_001359073.1|DPSE	LOC6045151|XP_001862551.1|CQUI
OG0001304	LOC4804875|XP_033233237.1|DPSE	LOC6051294|XP_038115861.1|CQUI
OG0001305	LOC4802675|XP_003736787.1|DPSE	LOC6042960|XP_038116247.1|CQUI
OG0001306	LOC4802072|XP_001359065.3|DPSE	LOC6047141|XP_038115120.1|CQUI
OG0001307	LOC4812548|XP_001352694.1|DPSE, LOC6897898|XP_002138000.2|DPSE, LOC6900087|XP_033241476.1|DPSE	LOC6045564|XP_038118987.1|CQUI
OG0001308	LOC4815983|XP_033240081.1|DPSE, LOC6900254|XP_015044028.2|DPSE	LOC6042267|XP_038118191.1|CQUI
OG0001309	LOC4802548|XP_001359446.4|DPSE	LOC6037560|XP_038120045.1|CQUI, LOC6037559|XP_001847457.2|CQUI
OG0001310	LOC4814497|XP_033240066.1|DPSE	LOC6047951|XP_038121204.1|CQUI
OG0001311	LOC6901028|XP_033239697.1|DPSE, LOC6902855|XP_002132591.2|DPSE	LOC6033402|XP_038108518.1|CQUI, LOC6050205|XP_038104691.1|CQUI
OG0001312	LOC6900500|XP_002134889.2|DPSE	LOC6043662|XP_038113256.1|CQUI
OG0001313	LOC4803950|XP_001360588.3|DPSE	LOC6042364|XP_001851491.2|CQUI
OG0001314	LOC6902715|XP_002133229.2|DPSE	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI
OG0001315	LOC4815428|XP_033240821.1|DPSE	LOC6038959|XP_038120814.1|CQUI
OG0001326	LOC4800395|XP_015038520.2|DPSE	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI
OG0001328	LOC117185158|XP_033241167.1|DPSE, LOC117184554|XP_033238665.1|DPSE, LOC117184553|XP_033238664.1|DPSE, LOC6899629|XP_033241162.1|DPSE	LOC6040979|XP_001850277.2|CQUI
OG0001329	LOC117184586|XP_033238823.1|DPSE, LOC117184587|XP_033238824.1|DPSE, LOC117184588|XP_033238825.1|DPSE, LOC6902228|XP_002133756.3|DPSE, LOC6902230|XP_033238821.1|DPSE	LOC6042511|XP_001870667.2|CQUI
OG0001330	LOC6901440|XP_015041691.2|DPSE	LOC6051124|XP_038112631.1|CQUI
OG0001331	LOC4815539|XP_001355433.1|DPSE	LOC6048186|XP_001865140.2|CQUI, LOC6048182|XP_001865139.2|CQUI
OG0001333	LOC4816398|XP_001355929.3|DPSE	LOC6045950|XP_038105005.1|CQUI, LOC6045951|XP_038117371.1|CQUI
OG0001334	LOC4800384|XP_001357669.3|DPSE	LOC6037928|XP_038116113.1|CQUI, LOC6054650|XP_038122534.1|CQUI
OG0001335	LOC4802587|XP_001359480.4|DPSE	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI
OG0001337	LOC4814195|XP_001354328.3|DPSE	LOC6051267|XP_038106593.1|CQUI
OG0001338	LOC4804098|XP_015039609.2|DPSE	LOC6052081|XP_001868402.1|CQUI
OG0001339	LOC4805092|XP_001361553.4|DPSE	LOC6041047|XP_001850358.2|CQUI
OG0001340	LOC26532891|XP_033238369.1|DPSE	LOC6035081|XP_001845316.2|CQUI
OG0001341	LOC4800440|XP_001357716.2|DPSE	LOC6037322|XP_001847247.2|CQUI
OG0001343	LOC4801898|XP_001358919.4|DPSE	LOC6040250|XP_001849691.2|CQUI
OG0001344	LOC4800328|XP_001357582.3|DPSE	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI
OG0001345	LOC4800776|XP_001357991.3|DPSE	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI
OG0001346	LOC117183281|XP_033232568.1|DPSE, LOC117183283|XP_033232570.1|DPSE, LOC4800359|XP_001357555.4|DPSE	LOC119768737|XP_038115561.1|CQUI
OG0001347	LOC6901883|XP_002133418.2|DPSE, LOC6900220|XP_002135550.2|DPSE, LOC6900222|XP_002135552.2|DPSE	LOC6037351|XP_001847274.2|CQUI
OG0001348	LOC6901208|XP_002133909.1|DPSE	LOC6035324|XP_001845539.2|CQUI
OG0001349	LOC4813943|XP_033238542.1|DPSE	LOC6031053|XP_038118485.1|CQUI
OG0001350	LOC4813819|XP_001353919.4|DPSE	LOC6031018|XP_038118484.1|CQUI
OG0001351	LOC4804081|XP_001360699.3|DPSE	LOC6039262|XP_001848897.2|CQUI
OG0001352	LOC6898659|XP_033234153.1|DPSE	LOC6039281|XP_038119488.1|CQUI
OG0001353	LOC4812831|XP_001353157.1|DPSE	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI
OG0001354	LOC4804539|XP_015039998.2|DPSE	LOC6047340|XP_038118747.1|CQUI
OG0001355	LOC4804222|XP_001360816.1|DPSE	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI
OG0001356	LOC6897925|XP_033239001.1|DPSE	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI
OG0001357	LOC4813405|XP_001353261.1|DPSE	LOC6040104|XP_001849570.2|CQUI
OG0001358	LOC4813256|XP_001353488.3|DPSE	LOC6048059|XP_038118974.1|CQUI
OG0001359	LOC4816205|XP_001355787.2|DPSE	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI
OG0001360	LOC4804711|XP_001361229.2|DPSE	LOC6036534|XP_001846579.2|CQUI
OG0001361	LOC6900308|XP_002135629.2|DPSE	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI
OG0001362	LOC4812684|XP_001353067.1|DPSE	LOC6036218|XP_001846293.1|CQUI
OG0001363	LOC4803273|XP_001360041.1|DPSE	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI
OG0001364	LOC6899426|XP_033233715.1|DPSE	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI
OG0001365	LOC6901937|XP_002133471.1|DPSE, LOC6897710|XP_002137833.2|DPSE, LOC6900941|XP_002134642.1|DPSE	LOC6036529|XP_001846574.1|CQUI
OG0001367	LOC6898419|XP_015039708.1|DPSE	LOC6035628|XP_038118306.1|CQUI
OG0001368	LOC6898537|XP_015040035.2|DPSE	LOC6033581|XP_038118796.1|CQUI
OG0001369	LOC4815190|XP_001354724.3|DPSE	LOC6035620|XP_001845769.2|CQUI
OG0001370	LOC4804486|XP_015039979.2|DPSE	LOC6030780|XP_001841674.2|CQUI
OG0001372	LOC15382872|XP_033233220.1|DPSE	LOC6052802|XP_038118759.1|CQUI
OG0001373	LOC6902589|XP_002133117.3|DPSE	LOC6041327|XP_038111903.1|CQUI
OG0001374	LOC6902435|XP_002132981.2|DPSE, LOC4805487|XP_001361882.1|DPSE	LOC6032452|XP_001843048.1|CQUI
OG0001375	LOC4802527|XP_001359431.4|DPSE	LOC119766164|XP_038106502.1|CQUI
OG0001376	LOC4805015|XP_001361485.2|DPSE	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI
OG0001377	LOC4817376|XP_033235327.1|DPSE	LOC6031968|XP_038112116.1|CQUI
OG0001378	LOC6902363|XP_002133309.3|DPSE, LOC4818042|XP_015035490.2|DPSE	LOC6039573|XP_001849170.2|CQUI
OG0001379	LOC4817188|XP_015036107.1|DPSE	LOC6045361|XP_038113639.1|CQUI
OG0001381	LOC4803820|XP_001360475.2|DPSE	LOC6033216|XP_001843693.2|CQUI
OG0001382	LOC117183986|XP_033235659.1|DPSE, LOC6903567|XP_015035556.2|DPSE	LOC6031266|XP_038109596.1|CQUI
OG0001383	LOC6903341|XP_002132222.1|DPSE, LOC4803354|XP_001360112.1|DPSE	LOC6048994|XP_001865828.1|CQUI
OG0001384	LOC117183959|XP_033235580.1|DPSE, LOC4816707|XP_001356285.1|DPSE	LOC6046637|XP_001863807.2|CQUI
OG0001385	LOC4817464|XP_033235365.1|DPSE	LOC6034387|XP_038110617.1|CQUI
OG0001386	LOC6903315|XP_033236837.1|DPSE	LOC6053855|XP_038106997.1|CQUI
OG0001387	LOC4818098|XP_033236808.1|DPSE	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI
OG0001388	LOC26533386|XP_033236160.1|DPSE	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI
OG0001389	LOC4800555|XP_033241836.1|DPSE	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI
OG0001390	LOC4817570|XP_015036346.1|DPSE	LOC6043555|XP_038119180.1|CQUI
OG0001391	LOC26533271|XP_033239487.1|DPSE, LOC6900533|XP_033237383.1|DPSE, LOC4811697|XP_001352279.2|DPSE	LOC6048704|XP_038118530.1|CQUI
OG0001392	LOC4814504|XP_001355029.4|DPSE	LOC6041800|XP_001851015.2|CQUI
OG0001393	LOC6901671|XP_002134340.1|DPSE, LOC6897229|XP_002137401.1|DPSE	LOC119770223|XP_038120602.1|CQUI
OG0001394	LOC6903314|XP_033236868.1|DPSE	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI
OG0001395	LOC4803088|XP_001359887.1|DPSE, LOC6897547|XP_002137693.4|DPSE	LOC119770297|XP_038120835.1|CQUI
OG0001396	LOC6902447|XP_002132992.2|DPSE, LOC6901333|XP_015041580.2|DPSE	LOC6039739|XP_001849290.2|CQUI
OG0001397	LOC4802822|XP_001359664.2|DPSE	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI
OG0001399	LOC26533571|XP_033234447.1|DPSE	LOC6046189|XP_038112799.1|CQUI
OG0001400	LOC6897176|XP_002137356.5|DPSE	LOC6046814|XP_001863949.2|CQUI
OG0001401	LOC117184478|XP_033238169.1|DPSE, LOC4813398|XP_001353301.2|DPSE	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI
OG0001402	LOC6900298|XP_002135620.2|DPSE	LOC6052985|XP_001869146.2|CQUI
OG0001403	LOC4812519|XP_001352966.2|DPSE	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI
OG0001404	LOC4804384|XP_015039907.1|DPSE	LOC6031682|XP_038114066.1|CQUI
OG0001405	LOC4805705|XP_001362061.3|DPSE	LOC6037799|XP_001847675.2|CQUI
OG0001406	LOC6903006|XP_002132728.1|DPSE, LOC4814627|XP_001354880.2|DPSE	LOC6051904|XP_001868262.1|CQUI
OG0001407	LOC6902488|XP_002133033.3|DPSE, LOC117183188|XP_033236176.1|DPSE, LOC6900695|XP_002135059.2|DPSE	LOC6038938|XP_001848633.1|CQUI
OG0001408	LOC4805667|XP_001362028.2|DPSE	LOC6054709|XP_001870580.2|CQUI
OG0001410	LOC117184816|XP_033239653.1|DPSE	LOC119770332|XP_038120939.1|CQUI, LOC119771190|XP_038122723.1|CQUI, LOC119766092|XP_038106412.1|CQUI, LOC119766286|XP_038106664.1|CQUI, LOC119770593|XP_038121717.1|CQUI, LOC119765989|XP_038106230.1|CQUI, LOC119770154|XP_038120466.1|CQUI, LOC119769184|XP_038117017.1|CQUI
OG0001429	LOC6897285|XP_015037335.2|DPSE	LOC6048863|XP_038105219.1|CQUI, LOC6047055|XP_038104443.1|CQUI
OG0001430	LOC4802004|XP_033235971.1|DPSE	LOC6044329|XP_038105537.1|CQUI
OG0001431	LOC4815815|XP_033239674.1|DPSE	LOC6035151|XP_038104540.1|CQUI
OG0001432	LOC4814404|XP_033239312.1|DPSE	LOC6054521|XP_038122563.1|CQUI
OG0001433	LOC6901708|XP_002134376.2|DPSE, LOC4800932|XP_001358119.3|DPSE	LOC6046915|XP_038104735.1|CQUI
OG0001434	LOC4814818|XP_033241176.1|DPSE	LOC6045215|XP_001862605.2|CQUI
OG0001435	LOC4804343|XP_001360918.3|DPSE, LOC6901740|XP_002134409.2|DPSE	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI
OG0001436	LOC6901855|XP_002133393.1|DPSE	LOC6050198|XP_038104525.1|CQUI
OG0001437	LOC4816856|XP_001356391.1|DPSE	LOC6048183|XP_001865135.1|CQUI
OG0001438	LOC6901931|XP_002133465.3|DPSE, LOC4800623|XP_001357865.2|DPSE	LOC6037949|XP_038122757.1|CQUI
OG0001439	LOC4801550|XP_001358622.2|DPSE	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI
OG0001440	LOC6901561|XP_002134235.3|DPSE	LOC6048960|XP_038105048.1|CQUI
OG0001442	LOC117184543|XP_033238623.1|DPSE, LOC4816112|XP_001355784.2|DPSE	LOC6044008|XP_001861568.1|CQUI
OG0001443	LOC4800405|XP_001357688.2|DPSE	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI
OG0001444	LOC4800958|XP_001358140.3|DPSE	LOC6044859|XP_038104624.1|CQUI
