Orthogroup	DPSE.longest_only	HILL.longest_only
OG0001453	LOC4813723|XP_001353213.1|DPSE	LOC119649865|XP_037908164.1|HILL
OG0001454	LOC4802098|XP_033232956.1|DPSE	LOC119659256|XP_037923175.1|HILL
OG0001455	LOC4812289|XP_015043887.2|DPSE	LOC119648164|XP_037905667.1|HILL
OG0001456	LOC6898426|XP_033235039.1|DPSE	LOC119649465|XP_037907551.1|HILL
OG0001457	LOC6898347|XP_002138400.2|DPSE	LOC119661698|XP_037927072.1|HILL
OG0001458	LOC4803884|XP_015039408.1|DPSE	LOC119646766|XP_037903273.1|HILL
OG0001459	LOC6900728|XP_033239166.1|DPSE	LOC119649746|XP_037907963.1|HILL
OG0001460	LOC4804906|XP_001361391.4|DPSE	LOC119647907|XP_037905148.1|HILL
OG0001461	LOC4815237|XP_001355217.2|DPSE, LOC6900775|XP_002135134.2|DPSE	LOC119655555|XP_037917406.1|HILL
OG0001462	LOC4813013|XP_001353471.1|DPSE	LOC119647439|XP_037904286.1|HILL
OG0001463	LOC4802674|XP_033240706.1|DPSE	LOC119658997|XP_037922807.1|HILL
OG0001464	LOC4815559|XP_001355245.2|DPSE	LOC119660865|XP_037925689.1|HILL
OG0001465	LOC4805316|XP_001361736.1|DPSE	LOC119661306|XP_037926524.1|HILL
OG0001466	LOC4816529|XP_001355889.3|DPSE, LOC6902457|XP_002133002.2|DPSE	LOC119647116|XP_037903831.1|HILL
OG0001467	LOC4817029|XP_001356804.1|DPSE	LOC119646387|XP_037902758.1|HILL
OG0001468	LOC6900906|XP_015042501.1|DPSE	LOC119649357|XP_037907395.1|HILL
OG0001469	LOC4805343|XP_001361758.3|DPSE	LOC119660627|XP_037925261.1|HILL
OG0001470	LOC4813699|XP_001353535.1|DPSE	LOC119650028|XP_037908433.1|HILL
OG0001471	LOC6900617|XP_033237620.1|DPSE	LOC119650245|XP_037908763.1|HILL
OG0001472	LOC6900268|XP_002135596.2|DPSE, LOC4812557|XP_001352596.1|DPSE	LOC119648953|XP_037906799.1|HILL
OG0001474	LOC4815065|XP_001355098.3|DPSE, LOC6898022|XP_002138111.1|DPSE	LOC119655942|XP_037918063.1|HILL
OG0001475	LOC4804087|XP_001360705.3|DPSE, LOC117183749|XP_033234654.1|DPSE	LOC119646535|XP_037902929.1|HILL
OG0001476	LOC4811726|XP_033234912.1|DPSE	LOC119646631|XP_037903069.1|HILL
OG0001477	LOC4800999|XP_001358174.1|DPSE	LOC119653829|XP_037914803.1|HILL
OG0001478	LOC4817152|XP_015035818.2|DPSE	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL
OG0001480	LOC26532259|XP_033239493.1|DPSE, LOC4816871|XP_001356440.2|DPSE	LOC119661320|XP_037926543.1|HILL
OG0001481	LOC4816575|XP_033235399.1|DPSE	LOC119652936|XP_037913257.1|HILL
OG0001482	LOC4803816|XP_001360473.2|DPSE	LOC119653980|XP_037915070.1|HILL
OG0001483	LOC6902747|XP_002133261.3|DPSE	LOC119653092|XP_037913523.1|HILL
OG0001484	LOC4817380|XP_001356763.3|DPSE	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL
OG0001485	LOC4812899|XP_001353479.2|DPSE	LOC119649244|XP_037907238.1|HILL
OG0001486	LOC4816791|XP_001356878.2|DPSE	LOC119652475|XP_037912573.1|HILL
OG0001487	LOC117184005|XP_033235746.1|DPSE, LOC26533936|XP_033235734.1|DPSE	LOC119651066|XP_037910330.1|HILL
OG0001488	LOC4803343|XP_001360123.1|DPSE	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL
OG0001489	LOC6902623|XP_033236795.1|DPSE	LOC119651713|XP_037911355.1|HILL
OG0001490	LOC4816681|XP_001356160.2|DPSE	LOC119651715|XP_037911364.1|HILL
OG0001491	LOC4816854|XP_001356623.1|DPSE	LOC119646618|XP_037903052.1|HILL
OG0001492	LOC6899617|XP_033237206.1|DPSE	LOC119646771|XP_037903281.1|HILL
OG0001493	LOC6897402|XP_002137554.1|DPSE, LOC6902134|XP_033239566.1|DPSE	LOC119655859|XP_037917907.1|HILL
OG0001494	LOC4815259|XP_001355149.2|DPSE	LOC119655481|XP_037917309.1|HILL
OG0001495	LOC26532043|XP_015039832.2|DPSE, LOC6900450|XP_002134843.2|DPSE	LOC119653406|XP_037913898.1|HILL
OG0001496	LOC6900610|XP_033240045.1|DPSE, LOC4814682|XP_001354531.1|DPSE	LOC119655329|XP_037917098.1|HILL
OG0001497	LOC4804501|XP_001361056.2|DPSE	LOC119657909|XP_037921011.1|HILL
OG0001498	LOC6897855|XP_003736867.2|DPSE	LOC119659865|XP_037924105.1|HILL
OG0001500	LOC6899126|XP_033233194.1|DPSE, LOC6899125|XP_015040870.2|DPSE, LOC4805743|XP_001362090.1|DPSE	LOC119655204|XP_037916903.1|HILL
OG0001501	LOC4802582|XP_001359476.3|DPSE	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL
OG0001502	LOC4804017|XP_001360647.2|DPSE	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL
OG0001503	LOC4803495|XP_033233832.1|DPSE	LOC119655492|XP_037917322.1|HILL
OG0001504	LOC6901832|XP_033237623.1|DPSE	LOC119656214|XP_037918538.1|HILL
OG0001506	LOC4803384|XP_001357539.2|DPSE	LOC119655596|XP_037917481.1|HILL
OG0001507	LOC6898842|XP_015040510.2|DPSE	LOC119655846|XP_037917889.1|HILL
OG0001508	LOC4804500|XP_001361055.2|DPSE	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL
OG0001509	LOC4803692|XP_015039277.2|DPSE	LOC119656162|XP_037918432.1|HILL
OG0001510	LOC4818051|XP_001357203.1|DPSE	LOC119650653|XP_037909517.1|HILL
OG0001511	LOC4804620|XP_001361153.5|DPSE	LOC119653884|XP_037914930.1|HILL
OG0001512	LOC4813908|XP_001353240.2|DPSE	LOC119655067|XP_037916688.1|HILL
OG0001513	LOC4813557|XP_033237473.1|DPSE	LOC119649806|XP_037908045.1|HILL
OG0001515	LOC6901149|XP_002134625.1|DPSE, LOC6897372|XP_002137525.3|DPSE	LOC119655346|XP_037917125.1|HILL
OG0001517	LOC4800665|XP_001357897.3|DPSE	LOC119657938|XP_037921054.1|HILL
OG0001518	LOC4815243|XP_001355130.4|DPSE	LOC119651003|XP_037910217.1|HILL, LOC119651847|XP_037911574.1|HILL, LOC119651848|XP_037911577.1|HILL, LOC119651841|XP_037911567.1|HILL, LOC119651846|XP_037911573.1|HILL, LOC119651844|XP_037911571.1|HILL, LOC119651843|XP_037911570.1|HILL, LOC119651842|XP_037911568.1|HILL
OG0001519	LOC4802981|XP_001359790.3|DPSE	LOC119648557|XP_037906255.1|HILL, LOC119659587|XP_037923674.1|HILL, LOC119648556|XP_037906254.1|HILL
OG0001524	LOC6898942|XP_002138905.2|DPSE, LOC4805404|XP_033234435.1|DPSE	LOC119646742|XP_037903249.1|HILL
OG0001527	LOC6901066|XP_002134545.3|DPSE, LOC117184663|XP_033239147.1|DPSE	LOC119657502|XP_037920364.1|HILL
OG0001534	LOC6902031|XP_033237898.1|DPSE	LOC119656541|XP_037918815.1|HILL
OG0001535	LOC4814357|XP_001354423.1|DPSE	LOC119657486|XP_037920336.1|HILL
OG0001536	LOC4814601|XP_001354832.2|DPSE	LOC119646612|XP_037903042.1|HILL
OG0001537	LOC6902813|XP_015035819.2|DPSE, LOC4817068|XP_001356428.1|DPSE	LOC119657890|XP_037920961.1|HILL
OG0001538	LOC6902153|XP_015041209.2|DPSE	LOC119657148|XP_037919853.1|HILL, LOC119649612|XP_037907760.1|HILL, LOC119656720|XP_037919175.1|HILL, LOC119656719|XP_037919174.1|HILL
OG0001539	LOC4803955|XP_001360593.2|DPSE	LOC119656642|XP_037919018.1|HILL
OG0001540	LOC6899940|XP_002135308.2|DPSE, LOC26532228|XP_015037482.2|DPSE, LOC4816801|XP_001356412.3|DPSE	LOC119652333|XP_037912272.1|HILL
OG0001541	LOC4812581|XP_001352392.3|DPSE	LOC119661222|XP_037926404.1|HILL, LOC119660851|XP_037926108.1|HILL, LOC119660158|XP_037924890.1|HILL, LOC119646856|XP_037903407.1|HILL, LOC119658780|XP_037922410.1|HILL
OG0001542	LOC4802105|XP_002137604.3|DPSE	LOC119655166|XP_037916846.1|HILL
OG0001543	LOC4814491|XP_001354698.2|DPSE	LOC119656597|XP_037918952.1|HILL
OG0001544	LOC6901826|XP_015042172.2|DPSE	LOC119657629|XP_037920561.1|HILL
OG0001545	LOC6901886|XP_033237687.1|DPSE	LOC119657564|XP_037920451.1|HILL, LOC119657548|XP_037920428.1|HILL
OG0001546	LOC4815501|XP_033237685.1|DPSE	LOC119656786|XP_037919302.1|HILL
OG0001548	LOC6902854|XP_002132590.1|DPSE, LOC4814556|XP_015041555.1|DPSE	LOC119657373|XP_037920185.1|HILL
OG0001549	LOC6902880|XP_015035927.2|DPSE	LOC119650735|XP_037909704.1|HILL
OG0001550	LOC6897009|XP_002137194.3|DPSE	LOC119658946|XP_037922743.1|HILL
OG0001551	LOC4800916|XP_015038617.2|DPSE	LOC119652541|XP_037912674.1|HILL
OG0001552	LOC4800355|XP_001357559.1|DPSE	LOC119651886|XP_037911635.1|HILL
OG0001553	LOC4814982|XP_033239500.1|DPSE	LOC119653576|XP_037914245.1|HILL
OG0001554	LOC4801012|XP_015038636.2|DPSE	LOC119651111|XP_037910405.1|HILL
OG0001555	LOC4817337|XP_001356893.1|DPSE	LOC119661540|XP_037926852.1|HILL, LOC119659822|XP_037924038.1|HILL
OG0001556	LOC4804780|XP_001361289.1|DPSE	LOC119659266|XP_037923193.1|HILL
OG0001557	LOC4815477|XP_015041023.2|DPSE	LOC119660775|XP_037925478.1|HILL
OG0001558	LOC26532991|XP_015044202.2|DPSE, LOC4811768|XP_033238062.1|DPSE	LOC119658461|XP_037921793.1|HILL
OG0001559	LOC4801718|XP_001358763.3|DPSE	LOC119652859|XP_037913143.1|HILL
OG0001560	LOC4802017|XP_033235903.1|DPSE	LOC119658725|XP_037922308.1|HILL
OG0001561	LOC4801206|XP_015037090.2|DPSE	LOC119652816|XP_037913068.1|HILL, LOC119652603|XP_037912763.1|HILL
OG0001562	LOC4816177|XP_001355789.3|DPSE	LOC119649645|XP_037907828.1|HILL
OG0001563	LOC6899766|XP_033241743.1|DPSE	LOC119656807|XP_037919347.1|HILL
OG0001564	LOC4800966|XP_033241641.1|DPSE	LOC119650926|XP_037910081.1|HILL
OG0001565	LOC4801588|XP_001358657.4|DPSE	LOC119659375|XP_037923359.1|HILL
OG0001566	LOC6901752|XP_002134421.1|DPSE, LOC6897361|XP_002137514.1|DPSE	LOC119653247|XP_037913780.1|HILL
OG0001567	LOC4805109|XP_001361567.2|DPSE	LOC119655577|XP_037917438.1|HILL
OG0001569	LOC6897137|XP_015037138.2|DPSE	LOC119651771|XP_037911451.1|HILL
OG0001570	LOC4801271|XP_001358391.3|DPSE	LOC119650909|XP_037910058.1|HILL
OG0001571	LOC4817717|XP_033236567.1|DPSE	LOC119653208|XP_037913703.1|HILL
OG0001572	LOC4814552|XP_001355107.2|DPSE	LOC119661524|XP_037926828.1|HILL
OG0001573	LOC6900063|XP_033238385.1|DPSE	LOC119649346|XP_037907382.1|HILL
OG0001574	LOC4815338|XP_001354779.2|DPSE	LOC119649303|XP_037907328.1|HILL, LOC119661447|XP_037926718.1|HILL
OG0001575	LOC4801789|XP_003736600.3|DPSE	LOC119653103|XP_037913546.1|HILL
OG0001576	LOC4803146|XP_001359936.1|DPSE	LOC119646441|XP_037902819.1|HILL
OG0001577	LOC6896899|XP_002137086.2|DPSE, LOC4800243|XP_001357649.2|DPSE	LOC119649888|XP_037908198.1|HILL
OG0001578	LOC4804822|XP_001361324.3|DPSE	LOC119646947|XP_037903570.1|HILL
OG0001579	LOC6900668|XP_002135034.2|DPSE, LOC4814919|XP_001354901.1|DPSE, LOC117184821|XP_033239668.1|DPSE	LOC119661610|XP_037926958.1|HILL
OG0001580	LOC6898870|XP_015040556.2|DPSE	LOC119648793|XP_037906607.1|HILL
OG0001581	LOC6902224|XP_002133752.3|DPSE	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL
OG0001582	LOC4805467|XP_015040672.2|DPSE	LOC119651815|XP_037911536.1|HILL
OG0001583	LOC4805009|XP_015040360.2|DPSE	LOC119659720|XP_037923903.1|HILL
OG0001585	LOC4814489|XP_015042053.2|DPSE	LOC119656002|XP_037918168.1|HILL
OG0001586	LOC4813835|XP_001353232.1|DPSE	LOC119647932|XP_037905200.1|HILL
OG0001587	LOC4803330|XP_033234042.1|DPSE	LOC119659167|XP_037923046.1|HILL
OG0001588	LOC4804136|XP_001360742.2|DPSE	LOC119658583|XP_037921967.1|HILL
OG0001589	LOC26534361|XP_015044423.1|DPSE	LOC119651375|XP_037910878.1|HILL
OG0001590	LOC4803659|XP_015039247.2|DPSE	LOC119655218|XP_037916923.1|HILL
OG0001591	LOC6896766|XP_033238911.1|DPSE	LOC119650695|XP_037909607.1|HILL
OG0001592	LOC6902896|XP_033235150.1|DPSE	LOC119661690|XP_037927063.1|HILL
OG0001593	LOC6902890|XP_033235165.1|DPSE, LOC6902891|XP_033235164.1|DPSE	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL
OG0001594	LOC6903256|XP_033236301.1|DPSE	LOC119655867|XP_037917922.1|HILL
OG0001595	LOC6898282|XP_002138347.1|DPSE	LOC119655772|XP_037917759.1|HILL
OG0001596	LOC4817909|XP_001357300.2|DPSE	LOC119648895|XP_037906722.1|HILL, LOC119651016|XP_037910244.1|HILL
OG0001597	LOC6902755|XP_002133267.1|DPSE	LOC119653034|XP_037913409.1|HILL
OG0001598	LOC4816591|XP_001356203.3|DPSE	LOC119653202|XP_037913698.1|HILL
OG0001599	LOC4817934|XP_001357413.1|DPSE	LOC119651069|XP_037910334.1|HILL
OG0001600	LOC6903470|XP_033235722.1|DPSE	LOC119652819|XP_037913074.1|HILL
OG0001601	LOC4818056|XP_001357183.1|DPSE	LOC119650829|XP_037909894.1|HILL
OG0001602	LOC117183169|XP_015035309.2|DPSE, LOC6903365|XP_002132247.3|DPSE, LOC26533099|XP_015035306.2|DPSE	LOC119651030|XP_037910270.1|HILL
OG0001603	LOC4816809|XP_001356375.3|DPSE	LOC119651768|XP_037911436.1|HILL
OG0001604	LOC4815759|XP_001355602.1|DPSE	LOC119655583|XP_037917451.1|HILL
OG0001605	LOC4803367|XP_001360102.3|DPSE	LOC119661250|XP_037926426.1|HILL
OG0001606	LOC26532275|XP_015044307.1|DPSE	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL
OG0001607	LOC4817218|XP_001356543.2|DPSE	LOC119653772|XP_037914699.1|HILL
OG0001608	LOC4816487|XP_033236946.1|DPSE	LOC119651382|XP_037910884.1|HILL
OG0001609	LOC15382876|XP_004444300.2|DPSE	LOC119661337|XP_037926568.1|HILL
OG0001610	LOC6901050|XP_002134529.2|DPSE, LOC4816378|XP_001356110.3|DPSE	LOC119651658|XP_037911273.1|HILL
OG0001611	LOC4817290|XP_001356855.1|DPSE	LOC119659808|XP_037924012.1|HILL
OG0001612	LOC4817050|XP_001356605.1|DPSE	LOC119661586|XP_037926916.1|HILL
OG0001613	LOC4817772|XP_001357164.1|DPSE, LOC6903479|XP_002132358.2|DPSE	LOC119652539|XP_037912671.1|HILL
OG0001614	LOC6898643|XP_033234007.1|DPSE	LOC119646811|XP_037903340.1|HILL
OG0001615	LOC6903360|XP_002132241.3|DPSE	LOC119652569|XP_037912710.1|HILL
OG0001616	LOC4817709|XP_001357088.1|DPSE	LOC119653567|XP_037914212.1|HILL
OG0001617	LOC4816182|XP_001355750.3|DPSE	LOC119650668|XP_037909544.1|HILL
OG0001618	LOC117184253|XP_033236851.1|DPSE	LOC119660942|XP_037925872.1|HILL
OG0001619	LOC4816262|XP_033237036.1|DPSE	LOC119652825|XP_037913082.1|HILL
OG0001620	LOC4803394|XP_001357529.1|DPSE	LOC119653577|XP_037914248.1|HILL
OG0001621	LOC4805353|XP_001361767.3|DPSE	LOC119660108|XP_037924418.1|HILL
OG0001622	LOC6901560|XP_002134234.1|DPSE	LOC119656639|XP_037919011.1|HILL
OG0001623	LOC6902810|XP_002132547.1|DPSE	LOC119646591|XP_037903012.1|HILL
OG0001624	LOC4817818|XP_033236384.1|DPSE	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL
OG0001625	LOC6902342|XP_002133288.2|DPSE	LOC119653174|XP_037913649.1|HILL
OG0001626	LOC4816965|XP_001356591.3|DPSE	LOC119646282|XP_037902618.1|HILL
OG0001627	LOC4803099|XP_001359897.3|DPSE	LOC119659569|XP_037923651.1|HILL
OG0001628	LOC4802180|XP_033232535.1|DPSE	LOC119659955|XP_037924234.1|HILL
OG0001629	LOC6897803|XP_033238605.1|DPSE	LOC119658826|XP_037922488.1|HILL
OG0001630	LOC4801788|XP_001358825.4|DPSE	LOC119654480|XP_037915829.1|HILL
OG0001631	LOC4802311|XP_001359252.5|DPSE	LOC119660345|XP_037924763.1|HILL
OG0001632	LOC4816899|XP_001356343.1|DPSE, LOC6901943|XP_002133477.2|DPSE, LOC6899645|XP_002135890.1|DPSE, LOC117185080|XP_033240725.1|DPSE	LOC119656711|XP_037919159.1|HILL
OG0001633	LOC6897819|XP_033232722.1|DPSE	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL
OG0001634	LOC6897799|XP_002137904.3|DPSE	LOC119658764|XP_037922390.1|HILL
OG0001635	LOC6897513|XP_002137662.2|DPSE	LOC119660055|XP_037924362.1|HILL
OG0001636	LOC4802919|XP_001359741.2|DPSE	LOC119659847|XP_037924072.1|HILL
OG0001637	LOC4800603|XP_001357848.1|DPSE	LOC119652943|XP_037913260.1|HILL
OG0001638	LOC4815866|XP_001355239.2|DPSE	LOC119651073|XP_037910342.1|HILL
OG0001639	LOC4804833|XP_001361332.2|DPSE	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL
OG0001640	LOC4803291|XP_001360056.1|DPSE	LOC119659939|XP_037924206.1|HILL
OG0001641	LOC4802801|XP_001359646.2|DPSE	LOC119659197|XP_037923087.1|HILL
OG0001642	LOC4814963|XP_001354767.4|DPSE	LOC119654177|XP_037915290.1|HILL
OG0001643	LOC4817451|XP_001356713.2|DPSE	LOC119649971|XP_037908335.1|HILL
OG0001644	LOC6897670|XP_033232359.1|DPSE, LOC4813314|XP_001353600.2|DPSE	LOC119650290|XP_037908848.1|HILL
OG0001645	LOC4805279|XP_015040520.2|DPSE	LOC119655084|XP_037916711.1|HILL
OG0001646	LOC4805388|XP_001361797.1|DPSE	LOC119656068|XP_037918274.1|HILL
OG0001647	LOC6899595|XP_033236727.1|DPSE, LOC4803489|XP_033234711.1|DPSE	LOC119655711|XP_037917661.1|HILL
OG0001648	LOC4813512|XP_015043033.2|DPSE	LOC119649751|XP_037907972.1|HILL
OG0001649	LOC4805485|XP_001361880.2|DPSE	LOC119654460|XP_037915801.1|HILL
OG0001650	LOC4805694|XP_015040813.2|DPSE	LOC119656320|XP_037918700.1|HILL
OG0001651	LOC4803839|XP_001360492.3|DPSE	LOC119658370|XP_037921662.1|HILL
OG0001652	LOC4812775|XP_033239127.1|DPSE	LOC119649034|XP_037906920.1|HILL
OG0001653	LOC117183177|XP_033237660.1|DPSE, LOC4813325|XP_001353522.1|DPSE	LOC119648676|XP_037906396.1|HILL
OG0001654	LOC4804003|XP_015039527.2|DPSE	LOC119653883|XP_037914928.1|HILL
OG0001655	LOC4805115|XP_001361573.3|DPSE	LOC119655938|XP_037918053.1|HILL
OG0001656	LOC6902660|XP_002133176.3|DPSE	LOC119651883|XP_037911629.1|HILL
OG0001657	LOC6900271|XP_002135599.2|DPSE, LOC4812784|XP_001353155.2|DPSE	LOC119647486|XP_037904372.1|HILL
OG0001658	LOC4811997|XP_001352775.2|DPSE	LOC119649775|XP_037908004.1|HILL
OG0001659	LOC6900112|XP_002135464.3|DPSE, LOC4812031|XP_001352745.4|DPSE	LOC119648041|XP_037905398.1|HILL
OG0001660	LOC4812559|XP_001352760.3|DPSE	LOC119649885|XP_037908191.1|HILL
OG0001661	LOC4802103|XP_033232844.1|DPSE	LOC119654424|XP_037915743.1|HILL
OG0001662	LOC6896757|XP_002136964.2|DPSE, LOC4814132|XP_001354208.3|DPSE	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL
OG0001664	LOC4803658|XP_001360342.2|DPSE	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL
OG0001666	LOC4817401|XP_001356770.2|DPSE	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL
OG0001667	LOC4805385|XP_004444496.2|DPSE	LOC119647002|XP_037903655.1|HILL
OG0001669	LOC4813422|XP_001353666.3|DPSE, LOC4813522|XP_002134986.2|DPSE	LOC119648541|XP_037906237.1|HILL
OG0001678	LOC6902313|XP_002133840.3|DPSE	LOC119656538|XP_037918812.1|HILL
OG0001679	LOC4815389|XP_001354849.2|DPSE	LOC119657988|XP_037921133.1|HILL
OG0001680	LOC4815245|XP_001355154.1|DPSE	LOC119657819|XP_037920861.1|HILL
OG0001681	LOC6901055|XP_002134534.2|DPSE	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL
OG0001682	LOC6900387|XP_002134780.2|DPSE	LOC119652960|XP_037913284.1|HILL
OG0001683	LOC6903548|XP_015035519.1|DPSE	LOC119647325|XP_037904184.1|HILL
OG0001684	LOC4811748|XP_001352319.3|DPSE	LOC119660953|XP_037925916.1|HILL
OG0001685	LOC6903293|XP_002132481.1|DPSE	LOC119647007|XP_037903673.1|HILL
OG0001686	LOC4814348|XP_001354381.4|DPSE	LOC119657886|XP_037920953.1|HILL
OG0001687	LOC4815131|XP_001354785.2|DPSE	LOC119658373|XP_037921663.1|HILL
OG0001688	LOC6899113|XP_002139030.3|DPSE	LOC119656875|XP_037919467.1|HILL
OG0001689	LOC4815981|XP_015041020.2|DPSE	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL
OG0001690	LOC4812045|XP_001352709.1|DPSE, LOC6897114|XP_002137298.3|DPSE	LOC119648964|XP_037906811.1|HILL
OG0001691	LOC6902981|XP_002132706.1|DPSE	LOC119658271|XP_037921489.1|HILL, LOC119660760|XP_037925454.1|HILL
OG0001692	LOC4801825|XP_001358858.4|DPSE	LOC119652052|XP_037911916.1|HILL
OG0001693	LOC4816083|XP_001355532.1|DPSE	LOC119658052|XP_037921225.1|HILL
OG0001694	LOC4801434|XP_001358529.5|DPSE	LOC119650616|XP_037909427.1|HILL
OG0001695	LOC6899855|XP_033235469.1|DPSE	LOC119657243|XP_037919985.1|HILL
OG0001696	LOC6897014|XP_002137199.4|DPSE	LOC119660622|XP_037925253.1|HILL
OG0001697	LOC4802122|XP_033239506.1|DPSE	LOC119652005|XP_037911863.1|HILL
OG0001698	LOC4814506|XP_033240056.1|DPSE	LOC119658486|XP_037921860.1|HILL
OG0001699	LOC4801015|XP_003736365.1|DPSE	LOC119651502|XP_037911048.1|HILL
OG0001700	LOC4802453|XP_015037814.1|DPSE	LOC119659448|XP_037923460.1|HILL
OG0001701	LOC6897387|XP_002137539.3|DPSE	LOC119656877|XP_037919470.1|HILL
OG0001702	LOC4817391|XP_001356325.2|DPSE	LOC119652737|XP_037912963.1|HILL
OG0001703	LOC13036479|XP_015038938.2|DPSE	LOC119651551|XP_037911111.1|HILL
OG0001704	LOC4800913|XP_001358102.3|DPSE	LOC119651685|XP_037911314.1|HILL
OG0001705	LOC4801969|XP_015037508.1|DPSE	LOC119650660|XP_037909524.1|HILL
OG0001706	LOC4816606|XP_001356298.1|DPSE	LOC119650414|XP_037909135.1|HILL
OG0001707	LOC4801224|XP_003736438.3|DPSE	LOC119655036|XP_037916644.1|HILL
OG0001708	LOC4801300|XP_001358418.3|DPSE	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL
OG0001709	LOC6900741|XP_002135101.3|DPSE	LOC119658818|XP_037922470.1|HILL
OG0001710	LOC4800977|XP_001358158.3|DPSE	LOC119650640|XP_037909490.1|HILL
OG0001711	LOC4801673|XP_002137459.2|DPSE	LOC119658449|XP_037921781.1|HILL
OG0001712	LOC26532715|XP_033232484.1|DPSE, LOC6903901|XP_033232486.1|DPSE	LOC119656973|XP_037919631.1|HILL
OG0001713	LOC6897970|XP_002138069.2|DPSE	LOC119658767|XP_037922392.1|HILL
OG0001714	LOC4802497|XP_001359408.3|DPSE	LOC119660448|XP_037924929.1|HILL
OG0001715	LOC4814198|XP_001354339.3|DPSE	LOC119651565|XP_037911127.1|HILL
OG0001716	LOC4815314|XP_001354770.2|DPSE	LOC119652970|XP_037913302.1|HILL
OG0001717	LOC4800269|XP_033232957.1|DPSE	LOC119651035|XP_037910280.1|HILL
OG0001718	LOC4801530|XP_015037290.2|DPSE	LOC119650787|XP_037909830.1|HILL
OG0001719	LOC6897112|XP_033232937.1|DPSE	LOC119656637|XP_037919005.1|HILL
OG0001720	LOC117184151|XP_033236487.1|DPSE, LOC6897457|XP_033236530.1|DPSE	LOC119650761|XP_037909780.1|HILL
OG0001721	LOC4801798|XP_001358832.2|DPSE	LOC119652390|XP_037912419.1|HILL
OG0001722	LOC6900407|XP_033238109.1|DPSE	LOC119648853|XP_037906658.1|HILL, LOC119649076|XP_037906998.1|HILL, LOC119650269|XP_037908820.1|HILL
OG0001723	LOC4803334|XP_001357522.1|DPSE	LOC119659078|XP_037922919.1|HILL, LOC119660005|XP_037924311.1|HILL, LOC119649821|XP_037908084.1|HILL
OG0001724	LOC4805278|XP_033234462.1|DPSE	LOC119647260|XP_037904068.1|HILL
OG0001725	LOC4804562|XP_015040015.1|DPSE	LOC119658869|XP_037922558.1|HILL
OG0001726	LOC4812965|XP_001353219.3|DPSE	LOC119650313|XP_037908896.1|HILL
OG0001727	LOC6896829|XP_002137032.2|DPSE	LOC119652567|XP_037912708.1|HILL
OG0001728	LOC6898952|XP_015040641.2|DPSE	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL
OG0001729	LOC4803569|XP_015039186.1|DPSE	LOC119661747|XP_037927141.1|HILL
OG0001730	LOC4817720|XP_001357154.2|DPSE	LOC119646998|XP_037903652.1|HILL
OG0001731	LOC6898348|XP_033233261.1|DPSE	LOC119661387|XP_037926637.1|HILL
OG0001732	LOC4818108|XP_015035234.1|DPSE	LOC119648975|XP_037906825.1|HILL
OG0001733	LOC4803771|XP_001360433.3|DPSE	LOC119646388|XP_037902759.1|HILL
OG0001734	LOC4804571|XP_001361112.2|DPSE	LOC119661548|XP_037926861.1|HILL
OG0001735	LOC26532333|XP_033233077.1|DPSE, LOC4813929|XP_001354091.2|DPSE	LOC119650184|XP_037908668.1|HILL
OG0001736	LOC4803741|XP_001360407.1|DPSE	LOC119661518|XP_037926821.1|HILL
OG0001737	LOC4804531|XP_001361079.4|DPSE	LOC119660090|XP_037924397.1|HILL
