Orthogroup	DPSE.longest_only	DBIA.longest_only
OG0001088	LOC4812572|XP_001352769.3|DPSE	LOC108030787|XP_016959355.1|DBIA
OG0001089	LOC4812001|XP_015043708.1|DPSE	LOC108035611|XP_016966785.1|DBIA
OG0001090	LOC4812758|XP_001353549.4|DPSE	LOC108035682|XP_016966882.1|DBIA
OG0001092	LOC4817869|XP_001357352.1|DPSE	LOC108029282|XP_016956970.1|DBIA
OG0001093	LOC4816688|XP_015036785.2|DPSE	LOC108032377|XP_016961687.1|DBIA
OG0001094	LOC4816659|XP_033235894.1|DPSE	LOC108033427|XP_016963239.1|DBIA
OG0001095	LOC26532094|XP_033235366.1|DPSE	LOC108036587|XP_016968332.1|DBIA
OG0001096	LOC4817649|XP_015036401.2|DPSE	LOC108036414|XP_016968033.1|DBIA, LOC108034072|XP_016964320.1|DBIA
OG0001097	LOC26534452|XP_033235754.1|DPSE	LOC108021860|XP_016946138.1|DBIA, LOC108026758|XP_016953387.1|DBIA
OG0001098	LOC4812994|XP_015043283.2|DPSE	LOC108030595|XP_016959063.1|DBIA
OG0001099	LOC6900934|XP_002134727.1|DPSE	LOC108028764|XP_016956228.1|DBIA
OG0001100	LOC6897793|XP_015038081.2|DPSE	LOC108030487|XP_016958857.1|DBIA
OG0001101	LOC6898360|XP_015039601.2|DPSE	LOC108022546|XP_016947019.1|DBIA
OG0001102	LOC4813725|XP_001353688.4|DPSE	LOC108035360|XP_016966447.1|DBIA
OG0001103	LOC4800805|XP_001358015.1|DPSE	LOC108023404|XP_016948347.1|DBIA
OG0001104	LOC4803663|XP_001360346.3|DPSE	LOC108022836|XP_016947495.1|DBIA
OG0001105	LOC4815583|XP_001355499.1|DPSE	LOC108024099|XP_016949364.1|DBIA
OG0001106	LOC4811795|XP_015044320.1|DPSE	LOC108024899|XP_016950537.1|DBIA
OG0001108	LOC6897481|XP_002137630.2|DPSE	LOC108025971|XP_016952153.1|DBIA
OG0001108	LOC4802157|XP_001359132.2|DPSE	LOC108026061|XP_016952245.1|DBIA
OG0001109	LOC4803886|XP_001360533.3|DPSE	LOC108022097|XP_016946429.1|DBIA
OG0001109	LOC4803887|XP_001360534.3|DPSE	LOC108022098|XP_016946430.1|DBIA
OG0001110	LOC6903331|XP_033236606.1|DPSE	LOC108033019|XP_016962635.1|DBIA
OG0001110	LOC4812511|XP_033237419.1|DPSE, LOC117184535|XP_033238572.1|DPSE	LOC108030843|XP_016959467.1|DBIA
OG0001111	LOC4803860|XP_001360512.3|DPSE	LOC108026555|XP_016952995.1|DBIA, LOC108026508|XP_016952942.1|DBIA, LOC108026509|XP_016952944.1|DBIA
OG0001112	LOC4803716|XP_001360390.2|DPSE	LOC108022227|XP_016946574.1|DBIA
OG0001113	LOC6902677|XP_002133193.2|DPSE	LOC108032719|XP_016962189.1|DBIA
OG0001113	LOC4816387|XP_001356186.4|DPSE	LOC108032721|XP_016962191.1|DBIA
OG0001114	LOC4816483|XP_001356071.3|DPSE	LOC108033470|XP_016963295.1|DBIA, LOC108033462|XP_016963287.1|DBIA
OG0001115	LOC6902853|XP_002132589.3|DPSE	LOC108034347|XP_016964721.1|DBIA, LOC108033429|XP_016963241.1|DBIA, LOC108034346|XP_016964718.1|DBIA
OG0001116	LOC6898423|XP_002138465.1|DPSE	LOC108022539|XP_016947006.1|DBIA
OG0001118	LOC6903926|XP_002136591.1|DPSE	LOC108025727|XP_016951793.1|DBIA
OG0001119	LOC117185621|XP_033241653.1|DPSE	LOC108035862|XP_016967097.1|DBIA
OG0001120	LOC6896962|XP_015038892.2|DPSE	LOC108032108|XP_016961427.1|DBIA
OG0001122	LOC4812463|XP_015043937.1|DPSE	LOC108030625|XP_016959120.1|DBIA
OG0001124	LOC4802084|XP_015037603.2|DPSE	LOC108025347|XP_016951292.1|DBIA
OG0001125	LOC4801867|XP_001358895.1|DPSE	LOC108032185|XP_016961529.1|DBIA
OG0001126	LOC4813607|XP_033239582.1|DPSE	LOC108028240|XP_016955393.1|DBIA
OG0001127	LOC4813028|XP_001353284.3|DPSE	LOC108034433|XP_016964807.1|DBIA
OG0001128	LOC6898365|XP_002138418.3|DPSE	LOC108022996|XP_016947714.1|DBIA
OG0001129	LOC4818013|XP_015035265.2|DPSE	LOC108021913|XP_016946225.1|DBIA
OG0001130	LOC4817313|XP_001356335.2|DPSE	LOC108035315|XP_016966382.1|DBIA
OG0001130	LOC6899335|XP_033237248.1|DPSE	LOC108024771|XP_016950412.1|DBIA
OG0001131	LOC4811745|XP_015044302.1|DPSE	LOC108035984|XP_016967317.1|DBIA
OG0001133	LOC4816598|XP_015036647.2|DPSE	LOC108033813|XP_016963923.1|DBIA
OG0001134	LOC4804952|XP_001361433.5|DPSE	LOC108026831|XP_016953491.1|DBIA
OG0001135	LOC4801643|XP_015037338.1|DPSE	LOC108031327|XP_016960066.1|DBIA
OG0001136	LOC6899331|XP_033241867.1|DPSE	LOC108031335|XP_016960077.1|DBIA
OG0001137	LOC4801808|XP_001358842.3|DPSE	LOC108031025|XP_016959714.1|DBIA
OG0001138	LOC4811972|XP_001352464.1|DPSE	LOC108029097|XP_016956681.1|DBIA
OG0001139	LOC6901088|XP_033238074.1|DPSE	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA
OG0001140	LOC6896880|XP_003736293.3|DPSE	LOC108032014|XP_016961307.1|DBIA, LOC108033752|XP_016964233.1|DBIA
OG0001141	LOC4801552|XP_001358624.3|DPSE, LOC6897252|XP_002137421.3|DPSE, LOC117185006|XP_033240291.1|DPSE	LOC108031047|XP_016959737.1|DBIA, LOC108032218|XP_016961569.1|DBIA
OG0001142	LOC4800884|XP_001358080.3|DPSE	LOC108031045|XP_016959735.1|DBIA
OG0001143	LOC4818070|XP_001357375.2|DPSE, LOC6903474|XP_002132353.2|DPSE, LOC6903472|XP_002132351.2|DPSE	LOC108029070|XP_016956631.1|DBIA
OG0001144	LOC6899102|XP_002139019.3|DPSE	LOC108036512|XP_016968205.1|DBIA
OG0001145	LOC6898790|XP_033235112.1|DPSE	LOC108036186|XP_016967666.1|DBIA
OG0001146	LOC6903444|XP_002132323.2|DPSE	LOC108032398|XP_016961707.1|DBIA
OG0001146	LOC4815450|XP_001355548.2|DPSE	LOC108023930|XP_016949104.1|DBIA
OG0001147	LOC6898963|XP_002138923.2|DPSE	LOC108028128|XP_016955270.1|DBIA, LOC108027974|XP_016955088.1|DBIA
OG0001148	LOC6902967|XP_002132693.1|DPSE, LOC6902966|XP_002132692.2|DPSE	LOC108029245|XP_016956929.1|DBIA, LOC108029247|XP_016956930.1|DBIA
OG0001149	LOC4813176|XP_001353246.2|DPSE	LOC108028719|XP_016956166.1|DBIA
OG0001150	LOC4803835|XP_001360489.2|DPSE	LOC108026727|XP_016953327.1|DBIA, LOC108026581|XP_016953023.1|DBIA
OG0001151	LOC4803268|XP_001360038.3|DPSE, LOC4803270|XP_033232811.1|DPSE	LOC108032188|XP_016961533.1|DBIA, LOC108032187|XP_016961532.1|DBIA, LOC108032194|XP_016961538.1|DBIA
OG0001152	LOC6897380|XP_002137532.3|DPSE	LOC108027458|XP_016954402.1|DBIA, LOC108029372|XP_016957089.1|DBIA, LOC108027075|XP_016953778.1|DBIA
OG0001153	LOC4811752|XP_015044220.1|DPSE	LOC108026889|XP_016953582.1|DBIA
OG0001154	LOC4816828|XP_015035714.1|DPSE	LOC108034834|XP_016965442.1|DBIA
OG0001155	LOC4814586|XP_001354835.4|DPSE	LOC108023631|XP_016948733.1|DBIA
OG0001157	LOC4801388|XP_015037219.2|DPSE	LOC108024110|XP_016949380.1|DBIA
OG0001158	LOC4818018|XP_001357474.1|DPSE	LOC108034152|XP_016964440.1|DBIA
OG0001159	LOC4800475|XP_033232911.1|DPSE	LOC108026209|XP_016952507.1|DBIA
OG0001160	LOC4801291|XP_001358411.3|DPSE	LOC108031492|XP_016960474.1|DBIA
OG0001161	LOC4801646|XP_001358699.3|DPSE	LOC108031325|XP_016960062.1|DBIA
OG0001162	LOC6897644|XP_002137787.2|DPSE	LOC108024735|XP_016950320.1|DBIA
OG0001163	LOC4802008|XP_015037536.1|DPSE	LOC108031575|XP_016960622.1|DBIA
OG0001164	LOC6897399|XP_002137551.3|DPSE, LOC4801075|XP_001358235.4|DPSE	LOC108031431|XP_016960331.1|DBIA
OG0001165	LOC4804494|XP_001361049.2|DPSE	LOC108022478|XP_016946918.1|DBIA
OG0001166	LOC4812804|XP_033241108.1|DPSE	LOC108034501|XP_016964895.1|DBIA
OG0001167	LOC4804208|XP_033234467.1|DPSE	LOC108022176|XP_016946512.1|DBIA
OG0001168	LOC4804781|XP_001361290.3|DPSE	LOC108030228|XP_016958507.1|DBIA
OG0001169	LOC4814550|XP_001354610.2|DPSE	LOC108033198|XP_016962933.1|DBIA
OG0001170	LOC4801221|XP_001358344.1|DPSE	LOC108024718|XP_016950298.1|DBIA
OG0001171	LOC4812710|XP_015044144.2|DPSE	LOC108029333|XP_016957018.1|DBIA
OG0001172	LOC6898305|XP_002138367.2|DPSE	LOC108022456|XP_016946853.1|DBIA
OG0001173	LOC4801985|XP_001358997.2|DPSE	LOC108023855|XP_016948991.1|DBIA
OG0001174	LOC4814091|XP_033237973.1|DPSE	LOC108028523|XP_016955895.1|DBIA
OG0001175	LOC4804669|XP_001361194.1|DPSE	LOC108023107|XP_016947862.1|DBIA
OG0001176	LOC6896718|XP_002136932.2|DPSE, LOC4805490|XP_001361885.4|DPSE, LOC6898402|XP_033233982.1|DPSE	LOC108036220|XP_016967701.1|DBIA
OG0001177	LOC4817309|XP_015035988.2|DPSE	LOC108033344|XP_016963136.1|DBIA
OG0001178	LOC4804405|XP_001360974.2|DPSE	LOC108022948|XP_016947653.1|DBIA
OG0001179	LOC6898283|XP_033233305.1|DPSE	LOC108030181|XP_016958416.1|DBIA
OG0001180	LOC4811798|XP_001352365.3|DPSE	LOC108024915|XP_016950603.1|DBIA
OG0001181	LOC4813686|XP_001353168.2|DPSE	LOC108030664|XP_016959177.1|DBIA
OG0001182	LOC4800548|XP_003736265.3|DPSE	LOC108024650|XP_016950197.1|DBIA
OG0001183	LOC6899286|XP_033232789.1|DPSE	LOC108026249|XP_016952581.1|DBIA
OG0001184	LOC6897959|XP_033240176.1|DPSE	LOC108024793|XP_016950404.1|DBIA
OG0001185	LOC13036326|XP_015038289.2|DPSE	LOC108031371|XP_016960179.1|DBIA
OG0001186	LOC4802992|XP_001359800.2|DPSE	LOC108027198|XP_016953994.1|DBIA
OG0001187	LOC4803986|XP_033234197.1|DPSE	LOC108022866|XP_016947533.1|DBIA
OG0001188	LOC4803383|XP_001360088.1|DPSE	LOC108029644|XP_016957542.1|DBIA
OG0001189	LOC4805551|XP_001361936.2|DPSE	LOC108023037|XP_016947767.1|DBIA
OG0001190	LOC6901179|XP_002133880.2|DPSE	LOC108033393|XP_016963204.1|DBIA
OG0001191	LOC4816122|XP_001355843.3|DPSE	LOC108032794|XP_016962288.1|DBIA
OG0001192	LOC6902344|XP_015036909.1|DPSE	LOC108033368|XP_016963172.1|DBIA
OG0001193	LOC4801555|XP_001358627.1|DPSE	LOC108032209|XP_016961558.1|DBIA
OG0001194	LOC4814619|XP_001354789.3|DPSE	LOC108023567|XP_016948647.1|DBIA
OG0001195	LOC4803585|XP_001360289.3|DPSE	LOC108029787|XP_016957786.1|DBIA
OG0001196	LOC4815211|XP_001354642.4|DPSE	LOC108030953|XP_016959641.1|DBIA, LOC108025850|XP_016952003.1|DBIA
OG0001197	LOC6897505|XP_002137654.2|DPSE, LOC6897088|XP_002137272.2|DPSE	LOC108024368|XP_016949761.1|DBIA, LOC108032256|XP_016961609.1|DBIA
OG0001198	LOC117183336|XP_033232808.1|DPSE, LOC6900261|XP_002135590.2|DPSE	LOC108032238|XP_016961591.1|DBIA
OG0001200	LOC6897470|XP_002137619.3|DPSE	LOC108033621|XP_016963483.1|DBIA
OG0001201	LOC4803051|XP_001359852.3|DPSE	LOC108026346|XP_016952740.1|DBIA
OG0001202	LOC6902275|XP_002133802.3|DPSE	LOC108027181|XP_016953965.1|DBIA
OG0001203	LOC6899873|XP_002135664.1|DPSE	LOC108036025|XP_016967445.1|DBIA
OG0001204	LOC4816345|XP_001356238.3|DPSE	LOC108032662|XP_016962112.1|DBIA
OG0001205	LOC4802429|XP_001359351.4|DPSE	LOC108027289|XP_016954168.1|DBIA
OG0001206	LOC6897369|XP_033232877.1|DPSE	LOC108031508|XP_016960506.1|DBIA
OG0001207	LOC6896989|XP_002137175.2|DPSE, LOC4815987|XP_033239605.1|DPSE	LOC108023955|XP_016949148.1|DBIA
OG0001208	LOC6901073|XP_033240388.1|DPSE	LOC108027557|XP_016954518.1|DBIA
OG0001209	LOC4801425|XP_033241837.1|DPSE	LOC108025654|XP_016951685.1|DBIA
OG0001210	LOC6901429|XP_033237428.1|DPSE	LOC108025896|XP_016952067.1|DBIA
OG0001212	LOC4815015|XP_001354605.2|DPSE	LOC108024031|XP_016949290.1|DBIA
OG0001213	LOC6901199|XP_002133900.2|DPSE	LOC108025518|XP_016951528.1|DBIA
OG0001214	LOC6899001|XP_033235101.1|DPSE, LOC117184399|XP_033237406.1|DPSE, LOC117184398|XP_033237405.1|DPSE, LOC6899993|XP_002135359.2|DPSE	LOC108032004|XP_016961291.1|DBIA
OG0001215	LOC4801931|XP_001358949.2|DPSE	LOC108027342|XP_016954243.1|DBIA
OG0001216	LOC6897157|XP_002137337.3|DPSE	LOC108024651|XP_016950199.1|DBIA
OG0001217	LOC6902333|XP_033235687.1|DPSE	LOC108034371|XP_016964747.1|DBIA
OG0001218	LOC6900638|XP_002135011.2|DPSE, LOC4801220|XP_001358343.4|DPSE	LOC108024411|XP_016949816.1|DBIA
OG0001220	LOC4803483|XP_001360201.1|DPSE	LOC108029895|XP_016957873.1|DBIA
OG0001221	LOC4804422|XP_033234710.1|DPSE	LOC108022848|XP_016947509.1|DBIA
OG0001222	LOC4801606|XP_001358673.2|DPSE	LOC108024795|XP_016950402.1|DBIA
OG0001223	LOC4803331|XP_015038986.2|DPSE	LOC108035983|XP_016967358.1|DBIA
OG0001224	LOC4805676|XP_001362035.4|DPSE	LOC108036228|XP_016967728.1|DBIA
OG0001225	LOC6898694|XP_033234269.1|DPSE	LOC108030210|XP_016958459.1|DBIA
OG0001226	LOC4805096|XP_001361556.2|DPSE	LOC108022587|XP_016947103.1|DBIA
OG0001227	LOC4817820|XP_015035527.1|DPSE	LOC108033453|XP_016963276.1|DBIA
OG0001229	LOC26532507|XP_033233276.1|DPSE	LOC108032733|XP_016962206.1|DBIA, LOC108030945|XP_016959633.1|DBIA
OG0001230	LOC4803805|XP_001360463.3|DPSE	LOC108036481|XP_016968151.1|DBIA
OG0001231	LOC4816431|XP_001356293.3|DPSE	LOC108030491|XP_016958866.1|DBIA
OG0001232	LOC26532675|XP_015036275.2|DPSE	LOC108036703|XP_016968486.1|DBIA
OG0001233	LOC4817005|XP_001356468.3|DPSE	LOC108033321|XP_016963089.1|DBIA
OG0001234	LOC4805474|XP_001361869.3|DPSE	LOC108036538|XP_016968251.1|DBIA
OG0001235	LOC4817377|XP_015035812.2|DPSE	LOC108029136|XP_016956748.1|DBIA
OG0001236	LOC6900427|XP_002134818.2|DPSE	LOC108028394|XP_016955696.1|DBIA
OG0001237	LOC6903962|XP_015035175.2|DPSE	LOC108031349|XP_016960103.1|DBIA
OG0001238	LOC4802203|XP_001359170.2|DPSE	LOC108025285|XP_016951151.1|DBIA
OG0001240	LOC4802190|XP_033241866.1|DPSE	LOC108025555|XP_016951578.1|DBIA
OG0001241	LOC4804272|XP_001360854.3|DPSE	LOC108022337|XP_016946688.1|DBIA
OG0001242	LOC6902927|XP_002132653.2|DPSE	LOC108028561|XP_016955956.1|DBIA
OG0001242	LOC4815858|XP_001355619.1|DPSE	LOC108025769|XP_016951855.1|DBIA
OG0001243	LOC6902226|XP_002133754.3|DPSE, LOC6896655|XP_002136871.2|DPSE, LOC4812397|XP_015044038.2|DPSE	LOC108030861|XP_016959493.1|DBIA
OG0001244	LOC6901667|XP_033237859.1|DPSE, LOC4801365|XP_015037207.2|DPSE	LOC108024371|XP_016949763.1|DBIA
OG0001245	LOC4801855|XP_033239485.1|DPSE	LOC108031044|XP_016959734.1|DBIA
OG0001246	LOC117183616|XP_033234033.1|DPSE	LOC108026538|XP_016952975.1|DBIA
OG0001247	LOC26533614|XP_033233227.1|DPSE	LOC108036882|XP_016968746.1|DBIA
OG0001248	LOC4812469|XP_001352771.2|DPSE	LOC108031009|XP_016959701.1|DBIA
OG0001249	LOC4815630|XP_033240139.1|DPSE	LOC108036325|XP_016967831.1|DBIA
OG0001251	LOC4802961|XP_001359774.3|DPSE	LOC108027147|XP_016953856.1|DBIA
OG0001252	LOC5495521|XP_001358742.3|DPSE	LOC108024552|XP_016950022.1|DBIA, LOC108024553|XP_016950023.1|DBIA, LOC108024278|XP_016949665.1|DBIA, LOC108024277|XP_016949664.1|DBIA
OG0001253	LOC4803664|XP_003736953.2|DPSE	LOC108022220|XP_016946563.1|DBIA
OG0001254	LOC26532548|XP_015039934.2|DPSE	LOC108022377|XP_016946747.1|DBIA
OG0001254	LOC4804415|XP_015039935.1|DPSE	LOC108022074|XP_016946408.1|DBIA
OG0001255	LOC6901105|XP_002134581.2|DPSE, LOC6901110|XP_015042299.2|DPSE, LOC4804174|XP_001360778.3|DPSE, LOC6902067|XP_002133600.2|DPSE	LOC108030239|XP_016958532.1|DBIA
OG0001256	LOC4804688|XP_001361207.3|DPSE	LOC108022371|XP_016946741.1|DBIA
OG0001257	LOC6899862|XP_033237228.1|DPSE	LOC108035914|XP_016967189.1|DBIA
OG0001258	LOC4801813|XP_001358847.3|DPSE	LOC108031944|XP_016961213.1|DBIA
OG0001259	LOC26532064|XP_033239085.1|DPSE, LOC4814538|XP_033239086.1|DPSE	LOC108023590|XP_016948681.1|DBIA
OG0001260	LOC4800768|XP_001357983.3|DPSE	LOC108031595|XP_016960660.1|DBIA
OG0001261	LOC4814308|XP_001354422.3|DPSE	LOC108027609|XP_016954619.1|DBIA
OG0001262	LOC4813401|XP_033239113.1|DPSE	LOC108028296|XP_016955506.1|DBIA
OG0001263	LOC4800363|XP_001357551.1|DPSE	LOC108031993|XP_016961276.1|DBIA
OG0001264	LOC4817390|XP_033236141.1|DPSE	LOC108029105|XP_016956698.1|DBIA
OG0001265	LOC4815930|XP_033239138.1|DPSE	LOC108023490|XP_016948503.1|DBIA
OG0001266	LOC4804459|XP_033233234.1|DPSE	LOC108026878|XP_016953559.1|DBIA
OG0001267	LOC4801468|XP_001358555.3|DPSE	LOC108031938|XP_016961207.1|DBIA
OG0001268	LOC4801441|XP_001358535.2|DPSE	LOC108023797|XP_016948929.1|DBIA
OG0001269	LOC4805402|XP_004444503.1|DPSE	LOC108030084|XP_016958211.1|DBIA
OG0001270	LOC4802676|XP_015037996.2|DPSE	LOC108027243|XP_016954082.1|DBIA
OG0001271	LOC4804090|XP_001360708.2|DPSE	LOC108022814|XP_016947440.1|DBIA
OG0001272	LOC4812928|XP_001353572.3|DPSE	LOC108035327|XP_016966390.1|DBIA
OG0001273	LOC4801197|XP_001358326.1|DPSE	LOC108024444|XP_016949850.1|DBIA
OG0001274	LOC4813404|XP_001353623.1|DPSE	LOC108028472|XP_016955823.1|DBIA
OG0001275	LOC4814478|XP_001354814.1|DPSE	LOC108025826|XP_016951968.1|DBIA
OG0001276	LOC4812521|XP_001352428.2|DPSE, LOC6903187|XP_002132886.2|DPSE	LOC108035463|XP_016966598.1|DBIA
OG0001277	LOC26532975|XP_015043779.2|DPSE	LOC108034695|XP_016965124.1|DBIA
OG0001278	LOC4812685|XP_015044122.1|DPSE	LOC108034932|XP_016965679.1|DBIA
OG0001279	LOC4814065|XP_001354302.2|DPSE	LOC108028182|XP_016955335.1|DBIA
OG0001280	LOC4811982|XP_001352506.1|DPSE	LOC108029516|XP_016957307.1|DBIA
OG0001281	LOC4813110|XP_001353558.1|DPSE	LOC108035485|XP_016966625.1|DBIA
OG0001282	LOC4816453|XP_001356147.2|DPSE	LOC108027763|XP_016954810.1|DBIA
OG0001283	LOC4805357|XP_001361771.5|DPSE	LOC108036218|XP_016967699.1|DBIA
OG0001284	LOC26532607|XP_033236138.1|DPSE	LOC108027603|XP_016954616.1|DBIA, LOC108027594|XP_016954604.1|DBIA
OG0001285	LOC4812247|XP_001352806.3|DPSE	LOC108030815|XP_016959408.1|DBIA
OG0001286	LOC6903082|XP_002132800.2|DPSE	LOC108034295|XP_016964646.1|DBIA
OG0001287	LOC4803087|XP_001359886.4|DPSE	LOC108032255|XP_016961608.1|DBIA
OG0001288	LOC4817545|XP_001356954.3|DPSE	LOC108029194|XP_016956859.1|DBIA
OG0001289	LOC6903592|XP_002132459.2|DPSE	LOC108033279|XP_016963034.1|DBIA
OG0001290	LOC6902868|XP_033236108.1|DPSE	LOC108028949|XP_016956458.1|DBIA
OG0001291	LOC4803521|XP_033234537.1|DPSE	LOC108026738|XP_016953347.1|DBIA
OG0001292	LOC6899100|XP_015040801.2|DPSE	LOC108036368|XP_016967939.1|DBIA
OG0001293	LOC117185209|XP_033241500.1|DPSE, LOC4814771|XP_001354959.1|DPSE, LOC117185206|XP_033241497.1|DPSE, LOC6903978|XP_033241495.1|DPSE, LOC6903975|XP_002136542.1|DPSE, LOC117185208|XP_033241499.1|DPSE, LOC117185207|XP_033241498.1|DPSE, LOC6903977|XP_002136540.1|DPSE	LOC108021971|XP_016946297.1|DBIA
OG0001294	LOC4802707|XP_001359574.1|DPSE	LOC108024763|XP_016950365.1|DBIA
OG0001295	LOC6901158|XP_002133859.1|DPSE	LOC108033190|XP_016962921.1|DBIA
OG0001296	LOC6898026|XP_002138115.2|DPSE	LOC108030486|XP_016958856.1|DBIA
OG0001297	LOC6896748|XP_002136955.3|DPSE	LOC108031742|XP_016960926.1|DBIA
OG0001298	LOC4800861|XP_033240832.1|DPSE	LOC108027437|XP_016954374.1|DBIA
OG0001299	LOC6900072|XP_033238675.1|DPSE	LOC108035390|XP_016966491.1|DBIA
OG0001300	LOC4803141|XP_001359932.1|DPSE	LOC108024842|XP_016950469.1|DBIA
OG0001301	LOC4816254|XP_033236743.1|DPSE	LOC108033378|XP_016963187.1|DBIA
OG0001302	LOC4804969|XP_015040336.2|DPSE	LOC108029755|XP_016957741.1|DBIA
OG0001303	LOC4802085|XP_001359073.1|DPSE	LOC108025344|XP_016951277.1|DBIA
OG0001304	LOC4804875|XP_033233237.1|DPSE	LOC108030192|XP_016958433.1|DBIA
OG0001305	LOC4802675|XP_003736787.1|DPSE	LOC108027314|XP_016954198.1|DBIA
OG0001306	LOC4802072|XP_001359065.3|DPSE	LOC108025565|XP_016951585.1|DBIA
OG0001307	LOC4812548|XP_001352694.1|DPSE, LOC6897898|XP_002138000.2|DPSE, LOC6900087|XP_033241476.1|DPSE	LOC108028380|XP_016955665.1|DBIA
OG0001308	LOC4815983|XP_033240081.1|DPSE	LOC108023519|XP_016948555.1|DBIA
OG0001309	LOC4802548|XP_001359446.4|DPSE	LOC108024074|XP_016949338.1|DBIA
OG0001310	LOC4814497|XP_033240066.1|DPSE	LOC108024761|XP_016950358.1|DBIA
OG0001311	LOC6901028|XP_033239697.1|DPSE	LOC108035769|XP_016966962.1|DBIA
OG0001312	LOC6900500|XP_002134889.2|DPSE	LOC108028630|XP_016956040.1|DBIA
OG0001313	LOC4803950|XP_001360588.3|DPSE	LOC108022998|XP_016947718.1|DBIA
OG0001314	LOC6902715|XP_002133229.2|DPSE	LOC108032664|XP_016962113.1|DBIA
OG0001315	LOC4815428|XP_033240821.1|DPSE	LOC108023281|XP_016948062.1|DBIA
OG0001316	LOC4804779|XP_001361288.1|DPSE	LOC108030467|XP_016958853.1|DBIA
OG0001317	LOC4816600|XP_015036643.2|DPSE	LOC108029209|XP_016956878.1|DBIA
OG0001318	LOC6897705|XP_002137831.3|DPSE	LOC108027762|XP_016954809.1|DBIA
OG0001319	LOC4816460|XP_001356208.4|DPSE	LOC108033356|XP_016963156.1|DBIA, LOC108033334|XP_016963108.1|DBIA
OG0001320	LOC6901565|XP_033238891.1|DPSE, LOC4803671|XP_001360352.4|DPSE, LOC6901820|XP_002134488.3|DPSE, LOC6897016|XP_002137201.3|DPSE	LOC108022094|XP_016946427.1|DBIA
OG0001321	LOC6898160|XP_002138238.1|DPSE	LOC108029864|XP_016957842.1|DBIA, LOC108029910|XP_016957891.1|DBIA
OG0001322	LOC4802372|XP_003736722.2|DPSE	LOC108026027|XP_016952207.1|DBIA
OG0001322	LOC6897613|XP_002137757.2|DPSE	LOC108032866|XP_016962355.1|DBIA
OG0001323	LOC6902839|XP_002132575.2|DPSE	LOC108029026|XP_016956563.1|DBIA
OG0001324	LOC4816360|XP_001355883.2|DPSE, LOC6900953|XP_002134654.2|DPSE, LOC117184874|XP_033239860.1|DPSE, LOC6900954|XP_002134655.2|DPSE	LOC108033455|XP_016963281.1|DBIA
OG0001325	LOC4802643|XP_001359523.2|DPSE	LOC108031081|XP_016959776.1|DBIA, LOC108031133|XP_016959835.1|DBIA
OG0001326	LOC4800395|XP_015038520.2|DPSE	LOC108025465|XP_016951456.1|DBIA
OG0001328	LOC117185158|XP_033241167.1|DPSE, LOC117184554|XP_033238665.1|DPSE, LOC117184553|XP_033238664.1|DPSE, LOC6899629|XP_033241162.1|DPSE	LOC108025909|XP_016952082.1|DBIA
OG0001329	LOC117184586|XP_033238823.1|DPSE, LOC117184587|XP_033238824.1|DPSE, LOC117184588|XP_033238825.1|DPSE, LOC6902228|XP_002133756.3|DPSE, LOC6902230|XP_033238821.1|DPSE	LOC108036877|XP_016968742.1|DBIA, LOC108024037|XP_016949300.1|DBIA
OG0001330	LOC6901440|XP_015041691.2|DPSE	LOC108023908|XP_016949082.1|DBIA
OG0001331	LOC4815539|XP_001355433.1|DPSE	LOC108023215|XP_016947974.1|DBIA
OG0001333	LOC4816398|XP_001355929.3|DPSE	LOC108035042|XP_016965903.1|DBIA
OG0001334	LOC4800384|XP_001357669.3|DPSE	LOC108025452|XP_016951441.1|DBIA
OG0001335	LOC4802587|XP_001359480.4|DPSE	LOC108031918|XP_016961179.1|DBIA
OG0001336	LOC6896860|XP_002137051.2|DPSE	LOC108034397|XP_016964767.1|DBIA
OG0001337	LOC4814195|XP_001354328.3|DPSE	LOC108033081|XP_016962740.1|DBIA
OG0001338	LOC4804098|XP_015039609.2|DPSE	LOC108022971|XP_016947685.1|DBIA
OG0001339	LOC4805092|XP_001361553.4|DPSE	LOC108022704|XP_016947267.1|DBIA
OG0001340	LOC26532891|XP_033238369.1|DPSE	LOC108036873|XP_016968739.1|DBIA
OG0001341	LOC4800440|XP_001357716.2|DPSE	LOC108031650|XP_016960769.1|DBIA
OG0001342	LOC6896715|XP_033235133.1|DPSE	LOC108025406|XP_016951373.1|DBIA
OG0001343	LOC4801898|XP_001358919.4|DPSE	LOC108027128|XP_016953836.1|DBIA
OG0001344	LOC4800328|XP_001357582.3|DPSE	LOC108025403|XP_016951368.1|DBIA
OG0001345	LOC4800776|XP_001357991.3|DPSE	LOC108032178|XP_016961522.1|DBIA
OG0001346	LOC117183281|XP_033232568.1|DPSE, LOC117183283|XP_033232570.1|DPSE, LOC4800359|XP_001357555.4|DPSE	LOC108032145|XP_016961475.1|DBIA
OG0001347	LOC6901883|XP_002133418.2|DPSE, LOC6900220|XP_002135550.2|DPSE, LOC6900222|XP_002135552.2|DPSE	LOC108028892|XP_016956402.1|DBIA
OG0001348	LOC6901208|XP_002133909.1|DPSE	LOC108033074|XP_016962732.1|DBIA
