Orthogroup	DBIA.longest_only	SLEB.longest_only
OG0000746	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA, LOC108029792|XP_016957794.1|DBIA	LOC115620015|XP_030368977.1|SLEB
OG0000747	LOC108030865|XP_016959500.1|DBIA	LOC115632487|XP_030385525.1|SLEB
OG0000747	LOC108030911|XP_016959585.1|DBIA	LOC115632957|XP_030386116.1|SLEB
OG0000748	LOC108027729|XP_016954770.1|DBIA	LOC115630703|XP_030383216.1|SLEB
OG0000748	LOC108023546|XP_016948612.1|DBIA	LOC115626976|XP_030378352.1|SLEB
OG0000750	LOC108022416|XP_016946792.1|DBIA, LOC108031073|XP_016959768.1|DBIA	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB
OG0000751	LOC108026795|XP_016953445.1|DBIA, LOC108026907|XP_016953605.1|DBIA	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB
OG0000752	LOC108036026|XP_016967453.1|DBIA, LOC108028080|XP_016955249.1|DBIA, LOC108023976|XP_016949194.1|DBIA, LOC108029192|XP_016956857.1|DBIA, LOC108033257|XP_016963012.1|DBIA, LOC108033258|XP_016963013.1|DBIA	LOC115624068|XP_030374514.1|SLEB
OG0000753	LOC108027421|XP_016954354.1|DBIA	LOC115621110|XP_030370512.1|SLEB
OG0000754	LOC108033179|XP_016962907.1|DBIA	LOC115627163|XP_030378607.1|SLEB
OG0000754	LOC108025623|XP_016951647.1|DBIA	LOC115627856|XP_030379577.1|SLEB
OG0000755	LOC108032125|XP_016961446.1|DBIA	LOC115620993|XP_030370373.1|SLEB
OG0000755	LOC108031065|XP_016959759.1|DBIA	LOC115620992|XP_030370371.1|SLEB
OG0000756	LOC108026053|XP_016952236.1|DBIA	LOC115629548|XP_030381890.1|SLEB
OG0000757	LOC108035695|XP_016966903.1|DBIA	LOC115628322|XP_030380237.1|SLEB
OG0000758	LOC108035675|XP_016966872.1|DBIA, LOC108035594|XP_016966756.1|DBIA	LOC115624504|XP_030375069.1|SLEB
OG0000759	LOC108035597|XP_016966762.1|DBIA	LOC115632664|XP_030385757.1|SLEB
OG0000759	LOC108035598|XP_016966763.1|DBIA	LOC115632137|XP_030385012.1|SLEB
OG0000760	LOC108026874|XP_016953552.1|DBIA	LOC115634764|XP_030388519.1|SLEB
OG0000761	LOC108034138|XP_016964417.1|DBIA	LOC115631320|XP_030383897.1|SLEB
OG0000761	LOC108034210|XP_016964533.1|DBIA	LOC115632011|XP_030384801.1|SLEB
OG0000762	LOC108036149|XP_016967625.1|DBIA	LOC115625652|XP_030376640.1|SLEB
OG0000762	LOC108028919|XP_016956427.1|DBIA	LOC115631875|XP_030384584.1|SLEB
OG0000763	LOC108034359|XP_016964736.1|DBIA	LOC115630747|XP_030383261.1|SLEB
OG0000763	LOC108033353|XP_016963152.1|DBIA	LOC115630695|XP_030383207.1|SLEB
OG0000764	LOC108031376|XP_016960212.1|DBIA	LOC115621927|XP_030371631.1|SLEB
OG0000764	LOC108025767|XP_016951851.1|DBIA	LOC115633306|XP_030386585.1|SLEB
OG0000765	LOC108028454|XP_016955791.1|DBIA	LOC115628365|XP_030380302.1|SLEB
OG0000765	LOC108023523|XP_016948565.1|DBIA	LOC115627771|XP_030379429.1|SLEB
OG0000766	LOC108023738|XP_016948865.1|DBIA	LOC115629736|XP_030382131.1|SLEB
OG0000767	LOC108036673|XP_016946133.1|DBIA	LOC115625324|XP_030376207.1|SLEB
OG0000767	LOC108030915|XP_016959594.1|DBIA	LOC115628797|XP_030380869.1|SLEB
OG0000768	LOC108028723|XP_016956173.1|DBIA	LOC115629400|XP_030381717.1|SLEB
OG0000769	LOC108026044|XP_016952228.1|DBIA, LOC108027588|XP_016954594.1|DBIA	LOC115627782|XP_030379452.1|SLEB
OG0000771	LOC108035495|XP_016966637.1|DBIA, LOC108035494|XP_016966636.1|DBIA	LOC115632497|XP_030385534.1|SLEB
OG0000772	LOC108022155|XP_016946486.1|DBIA, LOC108030104|XP_016958282.1|DBIA	LOC115634665|XP_030388384.1|SLEB
OG0000774	LOC108026861|XP_016953536.1|DBIA, LOC108026859|XP_016953530.1|DBIA, LOC108026860|XP_016953533.1|DBIA	LOC115634000|XP_030387384.1|SLEB
OG0000775	LOC108029500|XP_016957270.1|DBIA	LOC115624948|XP_030375659.1|SLEB
OG0000775	LOC108022329|XP_016946680.1|DBIA	LOC115634170|XP_030387613.1|SLEB
OG0000778	LOC108028478|XP_016955829.1|DBIA, LOC108031447|XP_016960372.1|DBIA	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB
OG0000779	LOC108033144|XP_016962855.1|DBIA	LOC115626746|XP_030378057.1|SLEB
OG0000780	LOC108036440|XP_016968067.1|DBIA	LOC115623469|XP_030373696.1|SLEB
OG0000781	LOC108033115|XP_016962808.1|DBIA	LOC115626655|XP_030377922.1|SLEB
OG0000781	LOC108030739|XP_016959275.1|DBIA	LOC115632546|XP_030385621.1|SLEB
OG0000782	LOC108035092|XP_016966002.1|DBIA	LOC115623231|XP_030373340.1|SLEB
OG0000782	LOC108036484|XP_016968163.1|DBIA	LOC115629137|XP_030381342.1|SLEB
OG0000783	LOC108035514|XP_016966666.1|DBIA	LOC115620854|XP_030370158.1|SLEB
OG0000783	LOC108023666|XP_016948777.1|DBIA	LOC115633212|XP_030386459.1|SLEB
OG0000784	LOC108034664|XP_016965092.1|DBIA	LOC115632956|XP_030386115.1|SLEB
OG0000784	LOC108023493|XP_016948510.1|DBIA	LOC115628703|XP_030380744.1|SLEB
OG0000785	LOC108025060|XP_016950806.1|DBIA, LOC108024774|XP_016950376.1|DBIA	LOC115621118|XP_030370522.1|SLEB
OG0000786	LOC108031487|XP_016960468.1|DBIA	LOC115626176|XP_030377311.1|SLEB
OG0000786	LOC108027163|XP_016953912.1|DBIA	LOC115620536|XP_030369671.1|SLEB
OG0000787	LOC108034920|XP_016965664.1|DBIA	LOC115632438|XP_030385442.1|SLEB
OG0000787	LOC108024415|XP_016949819.1|DBIA	LOC115629947|XP_030382416.1|SLEB
OG0000788	LOC108033866|XP_016963998.1|DBIA	LOC115631634|XP_030384303.1|SLEB
OG0000788	LOC108028513|XP_016955884.1|DBIA	LOC115628252|XP_030380128.1|SLEB
OG0000789	LOC108033319|XP_016963086.1|DBIA	LOC115629061|XP_030381237.1|SLEB
OG0000789	LOC108033318|XP_016963085.1|DBIA	LOC115629060|XP_030381236.1|SLEB
OG0000790	LOC108036834|XP_016968670.1|DBIA	LOC115628530|XP_030380551.1|SLEB
OG0000791	LOC108025364|XP_016951312.1|DBIA	LOC115629879|XP_030382336.1|SLEB
OG0000791	LOC108026284|XP_016952639.1|DBIA	LOC115621525|XP_030371051.1|SLEB
OG0000792	LOC108027946|XP_016955064.1|DBIA, LOC108027945|XP_016955063.1|DBIA	LOC115631780|XP_030384474.1|SLEB
OG0000793	LOC108031540|XP_016960566.1|DBIA, LOC108023431|XP_016948407.1|DBIA	LOC115623565|XP_030373822.1|SLEB
OG0000794	LOC108027802|XP_016954870.1|DBIA, LOC108023334|XP_016948150.1|DBIA	LOC115629864|XP_030382312.1|SLEB
OG0000795	LOC108025147|XP_016950912.1|DBIA	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB
OG0000796	LOC108031143|XP_016959846.1|DBIA	LOC115620420|XP_030369504.1|SLEB
OG0000796	LOC108025835|XP_016951982.1|DBIA	LOC115626807|XP_030378137.1|SLEB
OG0000797	LOC108024609|XP_016950117.1|DBIA	LOC115623362|XP_030373508.1|SLEB
OG0000798	LOC108029669|XP_016957594.1|DBIA	LOC115626864|XP_030378234.1|SLEB
OG0000798	LOC108029646|XP_016957545.1|DBIA	LOC115628315|XP_030380233.1|SLEB
OG0000799	LOC108031195|XP_016959905.1|DBIA	LOC115622877|XP_030372826.1|SLEB
OG0000799	LOC108023502|XP_016948526.1|DBIA	LOC115629792|XP_030382211.1|SLEB
OG0000800	LOC108028026|XP_016955151.1|DBIA	LOC115624783|XP_030375474.1|SLEB
OG0000801	LOC108022806|XP_016947429.1|DBIA	LOC115626800|XP_030378133.1|SLEB
OG0000802	LOC108033222|XP_016962975.1|DBIA, LOC108033034|XP_016962649.1|DBIA	LOC115628822|XP_030380912.1|SLEB
OG0000803	LOC108033859|XP_016963985.1|DBIA	LOC115630694|XP_030383206.1|SLEB
OG0000803	LOC108035452|XP_016966579.1|DBIA	LOC115622649|XP_030372516.1|SLEB
OG0000804	LOC108022258|XP_016946606.1|DBIA, LOC108027309|XP_016954192.1|DBIA	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB
OG0000805	LOC108029385|XP_016957102.1|DBIA	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB
OG0000806	LOC108027682|XP_016954719.1|DBIA	LOC115631223|XP_030383792.1|SLEB
OG0000807	LOC108036096|XP_016967550.1|DBIA	LOC115626077|XP_030377190.1|SLEB
OG0000810	LOC108030287|XP_016958607.1|DBIA, LOC108030286|XP_016958605.1|DBIA, LOC108030430|XP_016958806.1|DBIA	LOC115633165|XP_030386437.1|SLEB
OG0000811	LOC108024956|XP_016950679.1|DBIA	LOC115634013|XP_030387397.1|SLEB
OG0000811	LOC108036336|XP_016967866.1|DBIA	LOC115627523|XP_030379086.1|SLEB
OG0000812	LOC108032985|XP_016962551.1|DBIA, LOC108030494|XP_016958872.1|DBIA	LOC115628035|XP_030379838.1|SLEB
OG0000813	LOC108029492|XP_016957251.1|DBIA	LOC115621588|XP_030371142.1|SLEB
OG0000813	LOC108029232|XP_016956915.1|DBIA	LOC115631533|XP_030384166.1|SLEB
OG0000814	LOC108033733|XP_016963777.1|DBIA	LOC115631370|XP_030383951.1|SLEB
OG0000815	LOC108029237|XP_016956920.1|DBIA	LOC115628494|XP_030380489.1|SLEB
OG0000816	LOC108025951|XP_016952138.1|DBIA	LOC115626829|XP_030378170.1|SLEB
OG0000816	LOC108027246|XP_016954087.1|DBIA	LOC115623329|XP_030373452.1|SLEB
OG0000817	LOC108025082|XP_016950830.1|DBIA	LOC115625273|XP_030376136.1|SLEB
OG0000817	LOC108025081|XP_016950829.1|DBIA	LOC115625540|XP_030376476.1|SLEB
OG0000818	LOC108023739|XP_016948866.1|DBIA	LOC115627273|XP_030378763.1|SLEB
OG0000818	LOC108033682|XP_016963637.1|DBIA	LOC115627208|XP_030378687.1|SLEB
OG0000819	LOC108023181|XP_016947912.1|DBIA	LOC115629908|XP_030382373.1|SLEB
OG0000819	LOC108023746|XP_016948873.1|DBIA	LOC115629909|XP_030382374.1|SLEB
OG0000820	LOC108024118|XP_016949387.1|DBIA	LOC115629748|XP_030382144.1|SLEB
OG0000820	LOC108036674|XP_016968445.1|DBIA	LOC115633748|XP_030387083.1|SLEB
OG0000821	LOC108023050|XP_016947786.1|DBIA	LOC115621003|XP_030370383.1|SLEB
OG0000821	LOC108023119|XP_016947875.1|DBIA	LOC115634734|XP_030388480.1|SLEB
OG0000822	LOC108034700|XP_016965130.1|DBIA, LOC108036136|XP_016967611.1|DBIA	LOC115626101|XP_030377213.1|SLEB
OG0000823	LOC108031121|XP_016959822.1|DBIA, LOC108031215|XP_016959939.1|DBIA, LOC108031199|XP_016959911.1|DBIA	LOC115621687|XP_030371257.1|SLEB, LOC115621478|XP_030370997.1|SLEB
OG0000824	LOC108034366|XP_016964745.1|DBIA	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB
OG0000825	LOC108034767|XP_016965201.1|DBIA	LOC115631892|XP_030384601.1|SLEB
OG0000825	LOC108032483|XP_016961793.1|DBIA	LOC115631910|XP_030384621.1|SLEB
OG0000826	LOC108022661|XP_016947216.1|DBIA	LOC115625100|XP_030376272.1|SLEB
OG0000827	LOC108028023|XP_016955148.1|DBIA, LOC108027998|XP_016955114.1|DBIA, LOC108028024|XP_016955149.1|DBIA, LOC108028156|XP_016955304.1|DBIA	LOC115632510|XP_030385560.1|SLEB
OG0000828	LOC108024456|XP_016949862.1|DBIA, LOC108024374|XP_016949767.1|DBIA	LOC115621661|XP_030371228.1|SLEB
OG0000828	LOC108024418|XP_016949823.1|DBIA, LOC108024476|XP_016949885.1|DBIA, LOC108024469|XP_016949877.1|DBIA, LOC108024419|XP_016949824.1|DBIA	LOC115621520|XP_030371045.1|SLEB, LOC115621657|XP_030371223.1|SLEB
OG0000830	LOC108025903|XP_016952075.1|DBIA	LOC115627051|XP_030378454.1|SLEB
OG0000831	LOC108034924|XP_016965669.1|DBIA	LOC115620550|XP_030369694.1|SLEB
OG0000832	LOC108036537|XP_016968250.1|DBIA	LOC115630056|XP_030382550.1|SLEB
OG0000832	LOC108033940|XP_016964113.1|DBIA	LOC115626117|XP_030377232.1|SLEB
OG0000833	LOC108035942|XP_016967227.1|DBIA	LOC115633915|XP_030387287.1|SLEB
OG0000834	LOC108025122|XP_016950877.1|DBIA	LOC115622025|XP_030371744.1|SLEB
OG0000835	LOC108028383|XP_016955670.1|DBIA	LOC115633164|XP_030386435.1|SLEB
OG0000836	LOC108033338|XP_016963113.1|DBIA, LOC108034206|XP_016964527.1|DBIA	LOC115631033|XP_030383516.1|SLEB
OG0000837	LOC108026768|XP_016953401.1|DBIA	LOC115633929|XP_030387306.1|SLEB
OG0000837	LOC108021962|XP_016946283.1|DBIA	LOC115629286|XP_030381586.1|SLEB
OG0000838	LOC108034357|XP_016964733.1|DBIA	LOC115631443|XP_030384046.1|SLEB
OG0000838	LOC108033381|XP_016963190.1|DBIA	LOC115631811|XP_030384508.1|SLEB
OG0000839	LOC108027201|XP_016953997.1|DBIA	LOC115623518|XP_030373759.1|SLEB
OG0000839	LOC108030966|XP_016959655.1|DBIA	LOC115623788|XP_030374190.1|SLEB
OG0000840	LOC108029605|XP_016957468.1|DBIA, LOC108022027|XP_016946362.1|DBIA	LOC115627464|XP_030378996.1|SLEB
OG0000841	LOC108021903|XP_016946210.1|DBIA, LOC108036876|XP_016968741.1|DBIA	LOC115621899|XP_030371588.1|SLEB
OG0000842	LOC108029795|XP_016957798.1|DBIA	LOC115634348|XP_030387864.1|SLEB
OG0000842	LOC108031707|XP_016960861.1|DBIA	LOC115620792|XP_030370072.1|SLEB
OG0000843	LOC108026772|XP_016953405.1|DBIA	LOC115623677|XP_030374010.1|SLEB
OG0000844	LOC108026789|XP_016953439.1|DBIA	LOC115620021|XP_030368985.1|SLEB
OG0000844	LOC108027182|XP_016953971.1|DBIA	LOC115623803|XP_030374206.1|SLEB
OG0000845	LOC108023770|XP_016948899.1|DBIA, LOC108023659|XP_016948767.1|DBIA	LOC115629856|XP_030382299.1|SLEB
OG0000846	LOC108026354|XP_016952750.1|DBIA	LOC115621852|XP_030371524.1|SLEB
OG0000847	LOC108026530|XP_016952967.1|DBIA, LOC108029389|XP_016957105.1|DBIA	LOC115634639|XP_030388354.1|SLEB
OG0000847	LOC108022549|XP_016947022.1|DBIA	LOC115626111|XP_030377225.1|SLEB
OG0000848	LOC108036038|XP_016967469.1|DBIA, LOC108036160|XP_016967641.1|DBIA	LOC115632007|XP_030384796.1|SLEB
OG0000848	LOC108033388|XP_016963197.1|DBIA	LOC115626119|XP_030377233.1|SLEB
OG0000849	LOC108033366|XP_016963165.1|DBIA	LOC115630527|XP_030382990.1|SLEB
OG0000849	LOC108027685|XP_016954722.1|DBIA	LOC115623659|XP_030373977.1|SLEB
OG0000850	LOC108026617|XP_016953090.1|DBIA	LOC115634453|XP_030388034.1|SLEB
OG0000850	LOC108026616|XP_016953089.1|DBIA	LOC115633707|XP_030387028.1|SLEB
OG0000851	LOC108036198|XP_016967678.1|DBIA	LOC115622637|XP_030372505.1|SLEB, LOC115634469|XP_030388057.1|SLEB
OG0000852	LOC108029720|XP_016957687.1|DBIA	LOC115625340|XP_030376228.1|SLEB
OG0000854	LOC108034803|XP_016965362.1|DBIA	LOC115627108|XP_030378530.1|SLEB
OG0000855	LOC108023617|XP_016948712.1|DBIA	LOC115626856|XP_030378217.1|SLEB
OG0000855	LOC108031321|XP_016960056.1|DBIA	LOC115620282|XP_030369316.1|SLEB
OG0000856	LOC108025655|XP_016951682.1|DBIA, LOC108030887|XP_016959542.1|DBIA	LOC115624521|XP_030375100.1|SLEB
OG0000857	LOC108027617|XP_016954627.1|DBIA	LOC115633358|XP_030386658.1|SLEB
OG0000858	LOC108024920|XP_016950618.1|DBIA, LOC108025444|XP_016951433.1|DBIA	LOC115620449|XP_030369539.1|SLEB
OG0000860	LOC108035212|XP_016966212.1|DBIA	LOC115632420|XP_030385419.1|SLEB
OG0000861	LOC108022326|XP_016946676.1|DBIA	LOC115634652|XP_030388369.1|SLEB
OG0000862	LOC108022781|XP_016947383.1|DBIA, LOC108033848|XP_016963971.1|DBIA	LOC115634668|XP_030388388.1|SLEB
OG0000863	LOC108032081|XP_016961394.1|DBIA	LOC115625341|XP_030376227.1|SLEB
OG0000863	LOC108031572|XP_016960618.1|DBIA	LOC115623625|XP_030373924.1|SLEB, LOC115623958|XP_030374384.1|SLEB
OG0000864	LOC108032431|XP_016961741.1|DBIA	LOC115626614|XP_030377867.1|SLEB
OG0000864	LOC108036375|XP_016967966.1|DBIA	LOC115629280|XP_030381572.1|SLEB
OG0000865	LOC108024549|XP_016950017.1|DBIA	LOC115623571|XP_030373827.1|SLEB
OG0000866	LOC108027889|XP_016954996.1|DBIA, LOC108027801|XP_016954867.1|DBIA	LOC115632046|XP_030384877.1|SLEB
OG0000867	LOC108033664|XP_016963592.1|DBIA	LOC115629843|XP_030382284.1|SLEB
OG0000868	LOC108025924|XP_016952104.1|DBIA	LOC115626754|XP_030378069.1|SLEB
OG0000869	LOC108027241|XP_016954081.1|DBIA	LOC115624085|XP_030374534.1|SLEB
OG0000870	LOC108026739|XP_016953348.1|DBIA	LOC115631395|XP_030384015.1|SLEB
OG0000871	LOC108030336|XP_016958688.1|DBIA	LOC115623615|XP_030373897.1|SLEB
OG0000872	LOC108035763|XP_016966952.1|DBIA	LOC115629607|XP_030381963.1|SLEB
OG0000872	LOC108026733|XP_016953335.1|DBIA	LOC115633646|XP_030386947.1|SLEB
OG0000873	LOC108030805|XP_016959388.1|DBIA	LOC115634051|XP_030387456.1|SLEB
OG0000874	LOC108036511|XP_016968202.1|DBIA	LOC115633322|XP_030386614.1|SLEB, LOC115628366|XP_030380306.1|SLEB
OG0000875	LOC108028672|XP_016956093.1|DBIA	LOC115624766|XP_030375459.1|SLEB
OG0000877	LOC108030799|XP_016959370.1|DBIA	LOC115633565|XP_030386882.1|SLEB
OG0000877	LOC108023272|XP_016948046.1|DBIA	LOC115629824|XP_030382255.1|SLEB
OG0000878	LOC108023045|XP_016947775.1|DBIA	LOC115627482|XP_030379021.1|SLEB
OG0000878	LOC108033780|XP_016963876.1|DBIA	LOC115632195|XP_030385101.1|SLEB
OG0000879	LOC108029459|XP_016957199.1|DBIA	LOC115634304|XP_030387816.1|SLEB
OG0000880	LOC108023284|XP_016948065.1|DBIA	LOC115626970|XP_030378345.1|SLEB
OG0000880	LOC108034713|XP_016965143.1|DBIA	LOC115622390|XP_030372175.1|SLEB
OG0000881	LOC108028163|XP_016955312.1|DBIA, LOC108028684|XP_016956113.1|DBIA, LOC108028809|XP_016956284.1|DBIA	LOC115632920|XP_030386071.1|SLEB
OG0000882	LOC108033194|XP_016962927.1|DBIA	LOC115629213|XP_030381474.1|SLEB
OG0000883	LOC108023924|XP_016949098.1|DBIA	LOC115629813|XP_030382240.1|SLEB
OG0000884	LOC108027723|XP_016954765.1|DBIA, LOC108033082|XP_016962741.1|DBIA	LOC115629830|XP_030382265.1|SLEB
OG0000885	LOC108031805|XP_016961014.1|DBIA	LOC115621601|XP_030371153.1|SLEB
OG0000886	LOC108024717|XP_016950301.1|DBIA	LOC115621674|XP_030371245.1|SLEB
OG0000887	LOC108025607|XP_016951631.1|DBIA	LOC115626660|XP_030377932.1|SLEB
OG0000888	LOC108029387|XP_016957107.1|DBIA	LOC115632606|XP_030385693.1|SLEB
OG0000889	LOC108030753|XP_016959289.1|DBIA	LOC115632962|XP_030386122.1|SLEB
OG0000890	LOC108026855|XP_016953523.1|DBIA	LOC115620765|XP_030370030.1|SLEB
OG0000891	LOC108032583|XP_016961976.1|DBIA	LOC115631029|XP_030383507.1|SLEB
OG0000891	LOC108033990|XP_016964204.1|DBIA	LOC115631138|XP_030383667.1|SLEB
OG0000892	LOC108027964|XP_016955077.1|DBIA	LOC115623089|XP_030373155.1|SLEB
OG0000892	LOC108028343|XP_016955584.1|DBIA	LOC115630075|XP_030382571.1|SLEB
OG0000893	LOC108027010|XP_016953697.1|DBIA	LOC115623838|XP_030374239.1|SLEB
OG0000894	LOC108027393|XP_016954318.1|DBIA	LOC115625115|XP_030375881.1|SLEB
OG0000895	LOC108036594|XP_016968343.1|DBIA	LOC115633662|XP_030386967.1|SLEB
OG0000896	LOC108023636|XP_016948741.1|DBIA	LOC115629791|XP_030382210.1|SLEB
OG0000897	LOC108025126|XP_016950882.1|DBIA	LOC115625529|XP_030376463.1|SLEB
OG0000897	LOC108025141|XP_016950902.1|DBIA	LOC115625442|XP_030376350.1|SLEB
OG0000898	LOC108029917|XP_016957900.1|DBIA, LOC108026833|XP_016953493.1|DBIA	LOC115626286|XP_030377474.1|SLEB, LOC115629699|XP_030382081.1|SLEB
OG0000899	LOC108031468|XP_016960401.1|DBIA, LOC108032200|XP_016961547.1|DBIA	LOC115620964|XP_030370345.1|SLEB
OG0000900	LOC108026604|XP_016953066.1|DBIA	LOC115634772|XP_030388527.1|SLEB
OG0000900	LOC108026599|XP_016953059.1|DBIA	LOC115634771|XP_030388526.1|SLEB
OG0000901	LOC108022426|XP_016946801.1|DBIA	LOC115624900|XP_030375609.1|SLEB
OG0000902	LOC108023784|XP_016948912.1|DBIA	LOC115627660|XP_030379261.1|SLEB
OG0000902	LOC108023783|XP_016948911.1|DBIA	LOC115627661|XP_030379263.1|SLEB
OG0000903	LOC108028751|XP_016956210.1|DBIA, LOC108028032|XP_016955159.1|DBIA	LOC115632649|XP_030385739.1|SLEB, LOC115632862|XP_030385986.1|SLEB
OG0000906	LOC108022390|XP_016946765.1|DBIA	LOC115634598|XP_030388307.1|SLEB, LOC115634386|XP_030387931.1|SLEB
OG0000907	LOC108026771|XP_016953404.1|DBIA	LOC115623688|XP_030374022.1|SLEB
OG0000909	LOC108024413|XP_016949817.1|DBIA	LOC115629451|XP_030381776.1|SLEB
OG0000911	LOC108023061|XP_016947797.1|DBIA	LOC115628689|XP_030380728.1|SLEB
OG0000912	LOC108030517|XP_016958895.1|DBIA	LOC115633636|XP_030386934.1|SLEB
OG0000913	LOC108030589|XP_016959050.1|DBIA	LOC115624512|XP_030375084.1|SLEB
OG0000914	LOC108022208|XP_016946551.1|DBIA	LOC115634220|XP_030387671.1|SLEB
OG0000915	LOC108036285|XP_016967785.1|DBIA	LOC115634001|XP_030387386.1|SLEB
OG0000916	LOC108036094|XP_016967534.1|DBIA	LOC115631986|XP_030384763.1|SLEB
OG0000917	LOC108032529|XP_016961877.1|DBIA	LOC115632019|XP_030384822.1|SLEB
OG0000918	LOC108032861|XP_016962354.1|DBIA, LOC108027669|XP_016954703.1|DBIA	LOC115625872|XP_030376943.1|SLEB
OG0000920	LOC108033176|XP_016962902.1|DBIA	LOC115633279|XP_030386550.1|SLEB
OG0000921	LOC108023465|XP_016948470.1|DBIA, LOC108023469|XP_016948475.1|DBIA	LOC115630018|XP_030382512.1|SLEB
OG0000922	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA	LOC115628430|XP_030380378.1|SLEB
OG0000923	LOC108028090|XP_016955223.1|DBIA, LOC108031671|XP_016960800.1|DBIA	LOC115623827|XP_030374230.1|SLEB
OG0000924	LOC108034936|XP_016965734.1|DBIA	LOC115629931|XP_030382395.1|SLEB
OG0000925	LOC108025092|XP_016950843.1|DBIA, LOC108025088|XP_016950838.1|DBIA	LOC115621220|XP_030370664.1|SLEB
OG0000926	LOC108027133|XP_016953840.1|DBIA	LOC115623884|XP_030374296.1|SLEB
OG0000926	LOC108026094|XP_016952283.1|DBIA	LOC115624201|XP_030374664.1|SLEB
OG0000927	LOC108025319|XP_016951219.1|DBIA	LOC115621447|XP_030370961.1|SLEB
OG0000927	LOC108025318|XP_016951217.1|DBIA	LOC115620365|XP_030369430.1|SLEB
OG0000928	LOC108032695|XP_016962158.1|DBIA, LOC108032696|XP_016962162.1|DBIA	LOC115626331|XP_030377534.1|SLEB
OG0000929	LOC108029241|XP_016956925.1|DBIA	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB
OG0000929	LOC108029242|XP_016956926.1|DBIA	LOC115631556|XP_030384203.1|SLEB
OG0000930	LOC108030526|XP_016958905.1|DBIA, LOC108030663|XP_016959174.1|DBIA	LOC115622376|XP_030372159.1|SLEB
OG0000931	LOC108022289|XP_016946637.1|DBIA	LOC115624492|XP_030375055.1|SLEB
OG0000931	LOC108032440|XP_016961753.1|DBIA	LOC115634172|XP_030387617.1|SLEB
OG0000932	LOC108028073|XP_016955203.1|DBIA	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB
OG0000932	LOC108028103|XP_016955239.1|DBIA	LOC115622267|XP_030372029.1|SLEB
OG0000933	LOC108022179|XP_016946520.1|DBIA	LOC115634678|XP_030388396.1|SLEB
OG0000933	LOC108023095|XP_016947845.1|DBIA	LOC115634677|XP_030388395.1|SLEB
OG0000934	LOC108029734|XP_016957710.1|DBIA, LOC108029735|XP_016957711.1|DBIA	LOC115634663|XP_030388383.1|SLEB
OG0000935	LOC108024492|XP_016949915.1|DBIA	LOC115620735|XP_030369981.1|SLEB
OG0000937	LOC108025470|XP_016951462.1|DBIA	LOC115621318|XP_030370797.1|SLEB
OG0000938	LOC108026675|XP_016953240.1|DBIA	LOC115629870|XP_030382325.1|SLEB
OG0000939	LOC108033849|XP_016963972.1|DBIA	LOC115631095|XP_030383606.1|SLEB
OG0000940	LOC108021992|XP_016946321.1|DBIA	LOC115629373|XP_030381691.1|SLEB
OG0000940	LOC108031095|XP_016959796.1|DBIA	LOC115628257|XP_030380135.1|SLEB
OG0000941	LOC108025168|XP_016950935.1|DBIA	LOC115626463|XP_030377705.1|SLEB
OG0000941	LOC108023734|XP_016948861.1|DBIA	LOC115630089|XP_030382576.1|SLEB
OG0000942	LOC108028254|XP_016955428.1|DBIA	LOC115623244|XP_030373364.1|SLEB
OG0000943	LOC108030082|XP_016958208.1|DBIA	LOC115620354|XP_030369421.1|SLEB
OG0000944	LOC108024028|XP_016949284.1|DBIA	LOC115627130|XP_030378563.1|SLEB
OG0000945	LOC108029172|XP_016956812.1|DBIA, LOC108029257|XP_016956945.1|DBIA	LOC115624796|XP_030375500.1|SLEB
OG0000946	LOC108036735|XP_016968529.1|DBIA	LOC115630459|XP_030382884.1|SLEB
OG0000947	LOC108026655|XP_016953181.1|DBIA	LOC115634584|XP_030388277.1|SLEB
OG0000948	LOC108035440|XP_016966563.1|DBIA	LOC115632809|XP_030385921.1|SLEB
OG0000949	LOC108032391|XP_016961736.1|DBIA	LOC115629933|XP_030382398.1|SLEB
OG0000949	LOC108032497|XP_016961846.1|DBIA	LOC115629932|XP_030382397.1|SLEB
OG0000950	LOC108027072|XP_016953775.1|DBIA	LOC115624154|XP_030374611.1|SLEB
OG0000951	LOC108027414|XP_016954341.1|DBIA	LOC115620607|XP_030369781.1|SLEB
