Orthogroup	DBIA.longest_only	DPER.longest_only
OG0000738	LOC108032452|XP_016961767.1|DBIA	LOC6593905|XP_002018782.1|DPER
OG0000739	LOC108031098|XP_016959797.1|DBIA	LOC6591559|XP_002017108.1|DPER
OG0000739	LOC108032103|XP_016961421.1|DBIA	LOC6591561|XP_026841282.1|DPER
OG0000740	LOC108034609|XP_016965460.1|DBIA	LOC6602918|XP_026846872.1|DPER
OG0000740	LOC108031622|XP_016960716.1|DBIA	LOC6594597|XP_026850661.1|DPER
OG0000741	LOC108025774|XP_016951861.1|DBIA, LOC108023204|XP_016947959.1|DBIA	LOC6588370|XP_002012927.1|DPER, LOC113566295|XP_026847087.1|DPER
OG0000742	LOC108027567|XP_016954543.1|DBIA	LOC6599377|XP_026847199.1|DPER
OG0000742	LOC108027568|XP_016954546.1|DBIA	LOC6599376|XP_026847170.1|DPER
OG0000743	LOC108029604|XP_016957473.1|DBIA	LOC6601019|XP_026849767.1|DPER
OG0000744	LOC108036599|XP_016968348.1|DBIA	LOC6602072|XP_002027150.1|DPER
OG0000745	LOC108022305|XP_016946654.1|DBIA	LOC6593079|XP_002017892.1|DPER
OG0000745	LOC108036358|XP_016967925.1|DBIA	LOC6592991|XP_002017667.2|DPER
OG0000746	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA, LOC108029792|XP_016957794.1|DBIA	LOC6590129|XP_002016240.1|DPER
OG0000747	LOC108030865|XP_016959500.1|DBIA	LOC6596163|XP_026845334.1|DPER
OG0000747	LOC108030911|XP_016959585.1|DBIA	LOC6596166|XP_002021143.1|DPER
OG0000748	LOC108027729|XP_016954770.1|DBIA	LOC6596392|XP_002021545.2|DPER
OG0000748	LOC108023546|XP_016948612.1|DBIA	LOC6596749|XP_002021932.2|DPER
OG0000750	LOC108022416|XP_016946792.1|DBIA	LOC6590010|XP_002015463.2|DPER, LOC6590245|XP_002016537.2|DPER
OG0000750	LOC108031073|XP_016959768.1|DBIA	LOC6594915|XP_026845873.1|DPER
OG0000751	LOC108026795|XP_016953445.1|DBIA	LOC6593181|XP_026841496.1|DPER
OG0000751	LOC108026907|XP_016953605.1|DBIA	LOC6593180|XP_026842529.1|DPER
OG0000752	LOC108036026|XP_016967453.1|DBIA, LOC108028080|XP_016955249.1|DBIA, LOC108023976|XP_016949194.1|DBIA, LOC108029192|XP_016956857.1|DBIA, LOC108033257|XP_016963012.1|DBIA, LOC108033258|XP_016963013.1|DBIA	LOC6594305|XP_002019803.1|DPER
OG0000753	LOC108027421|XP_016954354.1|DBIA	LOC6598725|XP_002023872.1|DPER
OG0000754	LOC108033179|XP_016962907.1|DBIA	LOC6597690|XP_026846395.1|DPER
OG0000754	LOC108025623|XP_016951647.1|DBIA	LOC6599418|XP_002024468.1|DPER
OG0000755	LOC108032125|XP_016961446.1|DBIA	LOC6587525|XP_002014040.2|DPER
OG0000755	LOC108031065|XP_016959759.1|DBIA	LOC6587569|XP_002014041.2|DPER
OG0000756	LOC108026053|XP_016952236.1|DBIA	LOC6591843|XP_026851062.1|DPER
OG0000757	LOC108035695|XP_016966903.1|DBIA	LOC6602948|XP_026848752.1|DPER
OG0000758	LOC108035675|XP_016966872.1|DBIA	LOC6599811|XP_026847287.1|DPER
OG0000759	LOC108035597|XP_016966762.1|DBIA	LOC6601195|XP_026848183.1|DPER
OG0000759	LOC108035598|XP_016966763.1|DBIA	LOC6601192|XP_026849949.1|DPER
OG0000761	LOC108034138|XP_016964417.1|DBIA	LOC113564874|XP_026844497.1|DPER
OG0000761	LOC108034210|XP_016964533.1|DBIA	LOC6588706|XP_026844499.1|DPER, LOC113565892|XP_026845057.1|DPER
OG0000762	LOC108036149|XP_016967625.1|DBIA	LOC6593836|XP_002018698.2|DPER
OG0000763	LOC108034359|XP_016964736.1|DBIA	LOC6593415|XP_002018594.1|DPER
OG0000763	LOC108033353|XP_016963152.1|DBIA	LOC6593457|XP_002018595.1|DPER
OG0000764	LOC108025767|XP_016951851.1|DBIA	LOC6598303|XP_026846327.1|DPER
OG0000765	LOC108028454|XP_016955791.1|DBIA	LOC6599524|XP_002024651.1|DPER
OG0000765	LOC108023523|XP_016948565.1|DBIA	LOC6596692|XP_002021961.1|DPER
OG0000766	LOC108032442|XP_016961756.1|DBIA	LOC6593521|XP_026843096.1|DPER
OG0000766	LOC108023738|XP_016948865.1|DBIA	LOC6602757|XP_026847724.1|DPER
OG0000767	LOC108036673|XP_016946133.1|DBIA, LOC108030915|XP_016959594.1|DBIA	LOC6602354|XP_026848587.1|DPER
OG0000768	LOC108028723|XP_016956173.1|DBIA	LOC6595978|XP_002021044.1|DPER
OG0000769	LOC108026044|XP_016952228.1|DBIA	LOC6591780|XP_002017141.1|DPER
OG0000769	LOC108027588|XP_016954594.1|DBIA	LOC6597849|XP_002023011.1|DPER
OG0000770	LOC108022680|XP_016947240.1|DBIA	LOC6590038|XP_002016312.1|DPER
OG0000771	LOC108035495|XP_016966637.1|DBIA	LOC6601966|XP_002026996.2|DPER
OG0000771	LOC108035494|XP_016966636.1|DBIA	LOC6601965|XP_002026995.1|DPER
OG0000772	LOC108022155|XP_016946486.1|DBIA	LOC6591157|XP_026842414.1|DPER
OG0000772	LOC108030104|XP_016958282.1|DBIA	LOC113565075|XP_026841294.1|DPER
OG0000773	LOC108029555|XP_016957368.1|DBIA	LOC6590132|XP_026842242.1|DPER
OG0000773	LOC108027077|XP_016953781.1|DBIA	LOC113566206|XP_026846632.1|DPER
OG0000774	LOC108026861|XP_016953536.1|DBIA, LOC108026859|XP_016953530.1|DBIA, LOC108026860|XP_016953533.1|DBIA	LOC6590425|XP_002016597.1|DPER
OG0000775	LOC108029500|XP_016957270.1|DBIA	LOC113565167|XP_026842180.1|DPER
OG0000775	LOC108022329|XP_016946680.1|DBIA	LOC6602047|XP_026842466.1|DPER, LOC6590522|XP_002016451.2|DPER
OG0000776	LOC108026104|XP_016952293.1|DBIA, LOC108028486|XP_016955841.1|DBIA, LOC108028487|XP_016955844.1|DBIA	LOC113565848|XP_026845037.1|DPER, LOC113565836|XP_026844982.1|DPER
OG0000778	LOC108028478|XP_016955829.1|DBIA	LOC6600310|XP_002025364.2|DPER
OG0000778	LOC108031447|XP_016960372.1|DBIA	LOC6591731|XP_002016809.1|DPER
OG0000779	LOC108033144|XP_016962855.1|DBIA	LOC6601764|XP_026846923.1|DPER
OG0000780	LOC108036440|XP_016968067.1|DBIA	LOC6602075|XP_002027153.1|DPER, LOC6602076|XP_002027154.1|DPER
OG0000781	LOC108033115|XP_016962808.1|DBIA	LOC6596856|XP_026846021.1|DPER
OG0000781	LOC108030739|XP_016959275.1|DBIA	LOC6603262|XP_002028236.1|DPER
OG0000782	LOC108035092|XP_016966002.1|DBIA	LOC6595938|XP_002020988.1|DPER
OG0000782	LOC108036484|XP_016968163.1|DBIA	LOC6600071|XP_002025195.1|DPER
OG0000783	LOC108035514|XP_016966666.1|DBIA	LOC6596007|XP_002020996.2|DPER
OG0000783	LOC108023666|XP_016948777.1|DBIA	LOC6598279|XP_002023302.1|DPER
OG0000784	LOC108034664|XP_016965092.1|DBIA	LOC6601415|XP_002026484.2|DPER
OG0000784	LOC108023493|XP_016948510.1|DBIA	LOC6598155|XP_002023492.1|DPER
OG0000785	LOC108025060|XP_016950806.1|DBIA	LOC6587255|XP_026850789.1|DPER
OG0000785	LOC108024774|XP_016950376.1|DBIA	LOC6587251|XP_002013052.1|DPER
OG0000786	LOC108031487|XP_016960468.1|DBIA	LOC6597691|XP_026846572.1|DPER
OG0000786	LOC108027163|XP_016953912.1|DBIA	LOC6604641|XP_026841759.1|DPER
OG0000787	LOC108034920|XP_016965664.1|DBIA	LOC6599836|XP_002024855.1|DPER
OG0000787	LOC108024415|XP_016949819.1|DBIA	LOC6598309|XP_002023383.2|DPER
OG0000788	LOC108033866|XP_016963998.1|DBIA	LOC113565626|XP_026843947.1|DPER
OG0000788	LOC108028513|XP_016955884.1|DBIA	LOC6597135|XP_026845221.1|DPER, LOC6587394|XP_002013271.1|DPER
OG0000789	LOC108033318|XP_016963085.1|DBIA	LOC6596544|XP_002021681.2|DPER
OG0000790	LOC108036835|XP_016968671.1|DBIA	LOC6595598|XP_002020946.1|DPER
OG0000790	LOC108036834|XP_016968670.1|DBIA	LOC6595597|XP_002020945.2|DPER
OG0000791	LOC108025364|XP_016951312.1|DBIA	LOC6596571|XP_002021832.1|DPER
OG0000791	LOC108026284|XP_016952639.1|DBIA	LOC6595155|XP_026850677.1|DPER
OG0000792	LOC108027946|XP_016955064.1|DBIA, LOC108027945|XP_016955063.1|DBIA	LOC6595629|XP_002020703.1|DPER
OG0000793	LOC108031540|XP_016960566.1|DBIA, LOC108023431|XP_016948407.1|DBIA	LOC6594628|XP_002019474.1|DPER, LOC6599238|XP_026848262.1|DPER, LOC6604313|XP_002029224.2|DPER
OG0000794	LOC108027802|XP_016954870.1|DBIA, LOC108023334|XP_016948150.1|DBIA	LOC6599935|XP_026849197.1|DPER
OG0000795	LOC108025744|XP_016951821.1|DBIA	LOC6600079|XP_002025171.1|DPER
OG0000795	LOC108025147|XP_016950912.1|DBIA	LOC6594526|XP_002019418.1|DPER
OG0000796	LOC108031143|XP_016959846.1|DBIA	LOC6588117|XP_026841940.1|DPER
OG0000796	LOC108025835|XP_016951982.1|DBIA	LOC6602891|XP_002027914.1|DPER
OG0000797	LOC108024609|XP_016950117.1|DBIA	LOC6591949|XP_002017493.1|DPER
OG0000797	LOC108024608|XP_016950115.1|DBIA	LOC6591948|XP_002017492.1|DPER
OG0000798	LOC108029669|XP_016957594.1|DBIA	LOC6593100|XP_026841074.1|DPER
OG0000798	LOC108029646|XP_016957545.1|DBIA	LOC6593098|XP_002017881.1|DPER
OG0000799	LOC108031195|XP_016959905.1|DBIA	LOC6591859|XP_002017349.1|DPER
OG0000799	LOC108023502|XP_016948526.1|DBIA	LOC6600033|XP_002025080.1|DPER
OG0000800	LOC108028026|XP_016955151.1|DBIA	LOC113566723|XP_026849420.1|DPER, LOC6599543|XP_026849419.1|DPER
OG0000801	LOC108022806|XP_016947429.1|DBIA	LOC6590365|XP_002015845.1|DPER
OG0000802	LOC108033222|XP_016962975.1|DBIA, LOC108033034|XP_016962649.1|DBIA	LOC6603113|XP_002028130.1|DPER
OG0000803	LOC108033859|XP_016963985.1|DBIA	LOC6596574|XP_002021661.1|DPER
OG0000803	LOC108035452|XP_016966579.1|DBIA	LOC6603294|XP_002028275.1|DPER
OG0000804	LOC108022258|XP_016946606.1|DBIA	LOC6590678|XP_026842072.1|DPER
OG0000804	LOC108027309|XP_016954192.1|DBIA	LOC6591666|XP_002016995.1|DPER
OG0000805	LOC108029382|XP_016957099.1|DBIA	LOC6590378|XP_026841761.1|DPER
OG0000806	LOC108027682|XP_016954719.1|DBIA	LOC6595696|XP_002020722.2|DPER
OG0000807	LOC108034618|XP_016965042.1|DBIA, LOC108027905|XP_016955012.1|DBIA	LOC6595675|XP_026844050.1|DPER
OG0000808	LOC108025152|XP_016950916.1|DBIA	LOC6595323|XP_002020450.2|DPER, LOC6595317|XP_026851231.1|DPER
OG0000808	LOC108025148|XP_016950913.1|DBIA	LOC6595325|XP_002020452.1|DPER, LOC113567463|XP_026851226.1|DPER, LOC6595318|XP_026850731.1|DPER, LOC6595316|XP_002020443.2|DPER, LOC6595324|XP_026849148.1|DPER
OG0000810	LOC108030287|XP_016958607.1|DBIA, LOC108030286|XP_016958605.1|DBIA, LOC108030430|XP_016958806.1|DBIA	LOC6591013|XP_002015578.1|DPER
OG0000811	LOC108024956|XP_016950679.1|DBIA	LOC6594686|XP_002019321.1|DPER
OG0000811	LOC108036336|XP_016967866.1|DBIA	LOC6590095|XP_026841071.1|DPER
OG0000812	LOC108032985|XP_016962551.1|DBIA	LOC6602038|XP_002027087.2|DPER, LOC6603401|XP_026845881.1|DPER, LOC6602037|XP_002027086.2|DPER, LOC6603400|XP_002028384.1|DPER, LOC113566086|XP_026845864.1|DPER
OG0000813	LOC108029492|XP_016957251.1|DBIA	LOC6592962|XP_002017964.1|DPER
OG0000813	LOC108029232|XP_016956915.1|DBIA	LOC6588976|XP_026844324.1|DPER
OG0000814	LOC108033733|XP_016963777.1|DBIA	LOC6589341|XP_002015317.1|DPER
OG0000815	LOC108029237|XP_016956920.1|DBIA	LOC6593305|XP_002018648.1|DPER
OG0000816	LOC108025951|XP_016952138.1|DBIA	LOC6600749|XP_002025787.1|DPER
OG0000816	LOC108027246|XP_016954087.1|DBIA	LOC6594347|XP_002019526.1|DPER
OG0000817	LOC108025082|XP_016950830.1|DBIA	LOC6591651|XP_002016864.1|DPER
OG0000817	LOC108025081|XP_016950829.1|DBIA	LOC6591650|XP_002016863.1|DPER
OG0000818	LOC108023739|XP_016948866.1|DBIA	LOC6602750|XP_002027779.2|DPER
OG0000819	LOC108023181|XP_016947912.1|DBIA	LOC6597590|XP_026848948.1|DPER
OG0000819	LOC108023746|XP_016948873.1|DBIA	LOC6597591|XP_002022778.2|DPER
OG0000820	LOC108036674|XP_016968445.1|DBIA	LOC6592521|XP_026841340.1|DPER
OG0000821	LOC108023050|XP_016947786.1|DBIA	LOC6587412|XP_002013866.1|DPER
OG0000821	LOC108023119|XP_016947875.1|DBIA	LOC6591222|XP_002015893.1|DPER
OG0000822	LOC108034700|XP_016965130.1|DBIA	LOC6601419|XP_002026488.1|DPER
OG0000822	LOC108036136|XP_016967611.1|DBIA	LOC6593791|XP_002018711.1|DPER
OG0000823	LOC108031121|XP_016959822.1|DBIA, LOC108031215|XP_016959939.1|DBIA, LOC108031199|XP_016959911.1|DBIA	LOC113567346|XP_026850668.1|DPER, LOC6598828|XP_002023940.2|DPER
OG0000824	LOC108034366|XP_016964745.1|DBIA	LOC6589382|XP_002015054.2|DPER, LOC6597672|XP_026848904.1|DPER, LOC6603274|XP_026845942.1|DPER, LOC6597608|XP_026848952.1|DPER, LOC113566636|XP_026848954.1|DPER, LOC6600726|XP_002025796.2|DPER
OG0000825	LOC108034767|XP_016965201.1|DBIA	LOC6601417|XP_002026486.1|DPER
OG0000825	LOC108032483|XP_016961793.1|DBIA	LOC6596506|XP_002021580.1|DPER
OG0000826	LOC108022661|XP_016947216.1|DBIA	LOC6591089|XP_002016121.1|DPER
OG0000828	LOC108024456|XP_016949862.1|DBIA, LOC108024374|XP_016949767.1|DBIA	LOC113564932|XP_026840243.1|DPER, LOC6587249|XP_026851022.1|DPER
OG0000830	LOC108025903|XP_016952075.1|DBIA	LOC6597338|XP_026846485.1|DPER
OG0000831	LOC108034924|XP_016965669.1|DBIA	LOC6592813|XP_002017610.1|DPER
OG0000832	LOC108036537|XP_016968250.1|DBIA	LOC6600898|XP_002025962.1|DPER
OG0000832	LOC108033940|XP_016964113.1|DBIA	LOC6593940|XP_002019006.1|DPER
OG0000833	LOC108035942|XP_016967227.1|DBIA	LOC6601512|XP_026847973.1|DPER
OG0000834	LOC108025122|XP_016950877.1|DBIA	LOC6595001|XP_002020458.1|DPER
OG0000835	LOC108028383|XP_016955670.1|DBIA	LOC6596106|XP_026845571.1|DPER
OG0000836	LOC108033338|XP_016963113.1|DBIA	LOC6593736|XP_002018994.1|DPER
OG0000836	LOC108034206|XP_016964527.1|DBIA	LOC6588819|XP_026844483.1|DPER
OG0000837	LOC108026768|XP_016953401.1|DBIA	LOC113565123|XP_026841691.1|DPER
OG0000837	LOC108021962|XP_016946283.1|DBIA	LOC6597555|XP_026848902.1|DPER
OG0000838	LOC108034357|XP_016964733.1|DBIA	LOC113565839|XP_026844974.1|DPER
OG0000838	LOC108033381|XP_016963190.1|DBIA	LOC113565840|XP_026844975.1|DPER
OG0000839	LOC108027201|XP_016953997.1|DBIA	LOC6588158|XP_002014122.1|DPER
OG0000840	LOC108029605|XP_016957468.1|DBIA, LOC108022027|XP_016946362.1|DBIA	LOC6597491|XP_002022727.1|DPER
OG0000841	LOC108021903|XP_016946210.1|DBIA, LOC108036876|XP_016968741.1|DBIA	LOC6594661|XP_026839925.1|DPER
OG0000842	LOC108029795|XP_016957798.1|DBIA	LOC6590549|XP_002016229.1|DPER
OG0000842	LOC108031707|XP_016960861.1|DBIA	LOC6594960|XP_002020328.1|DPER
OG0000843	LOC108026772|XP_016953405.1|DBIA	LOC6590498|XP_002015647.1|DPER
OG0000844	LOC108026789|XP_016953439.1|DBIA	LOC6590403|XP_026841066.1|DPER
OG0000844	LOC108027182|XP_016953971.1|DBIA	LOC6594387|XP_002019479.1|DPER
OG0000845	LOC108023770|XP_016948899.1|DBIA	LOC6599990|XP_026849223.1|DPER
OG0000845	LOC108023659|XP_016948767.1|DBIA	LOC6599992|XP_026849221.1|DPER
OG0000846	LOC108026354|XP_016952750.1|DBIA	LOC6595165|XP_002020292.1|DPER
OG0000847	LOC108026530|XP_016952967.1|DBIA, LOC108029389|XP_016957105.1|DBIA	LOC6592365|XP_026841411.1|DPER
OG0000847	LOC108022549|XP_016947022.1|DBIA	LOC6600967|XP_002026005.1|DPER
OG0000848	LOC108036038|XP_016967469.1|DBIA, LOC108036160|XP_016967641.1|DBIA	LOC6589833|XP_002014883.1|DPER
OG0000848	LOC108033388|XP_016963197.1|DBIA	LOC6593611|XP_026842935.1|DPER
OG0000849	LOC108033366|XP_016963165.1|DBIA	LOC6589203|XP_002014693.2|DPER
OG0000849	LOC108027685|XP_016954722.1|DBIA	LOC6595483|XP_002020655.2|DPER
OG0000850	LOC108026617|XP_016953090.1|DBIA	LOC6591274|XP_026842882.1|DPER
OG0000850	LOC108026616|XP_016953089.1|DBIA	LOC6591273|XP_002016028.1|DPER
OG0000851	LOC108036387|XP_016967981.1|DBIA	LOC6592624|XP_002018500.2|DPER
OG0000851	LOC108036198|XP_016967678.1|DBIA	LOC6592625|XP_026842417.1|DPER, LOC6592626|XP_002018502.2|DPER, LOC113565197|XP_026842420.1|DPER
OG0000852	LOC108029720|XP_016957687.1|DBIA	LOC6591152|XP_002015921.1|DPER
OG0000854	LOC108034803|XP_016965362.1|DBIA	LOC6600362|XP_026848380.1|DPER
OG0000855	LOC108023617|XP_016948712.1|DBIA	LOC6596771|XP_002021922.1|DPER
OG0000855	LOC108031321|XP_016960056.1|DBIA	LOC6588298|XP_002013412.1|DPER
OG0000856	LOC108030887|XP_016959542.1|DBIA	LOC6603334|XP_002028318.2|DPER
OG0000857	LOC108027617|XP_016954627.1|DBIA	LOC6597893|XP_026846940.1|DPER
OG0000858	LOC108024920|XP_016950618.1|DBIA, LOC108025444|XP_016951433.1|DBIA	LOC6587497|XP_002013881.2|DPER
OG0000860	LOC108028350|XP_016955593.1|DBIA	LOC6601812|XP_002026866.2|DPER
OG0000860	LOC108035212|XP_016966212.1|DBIA	LOC6600603|XP_026847504.1|DPER
OG0000861	LOC108022326|XP_016946676.1|DBIA	LOC6592524|XP_002018226.1|DPER
OG0000862	LOC108022781|XP_016947383.1|DBIA	LOC6600903|XP_002025912.1|DPER
OG0000862	LOC108033848|XP_016963971.1|DBIA	LOC6589320|XP_026845007.1|DPER
OG0000863	LOC108032081|XP_016961394.1|DBIA	LOC6587223|XP_026840514.1|DPER
OG0000864	LOC108036375|XP_016967966.1|DBIA	LOC6602568|XP_002027602.2|DPER
OG0000865	LOC108024549|XP_016950017.1|DBIA	LOC6591425|XP_002017483.1|DPER
OG0000866	LOC108027889|XP_016954996.1|DBIA, LOC108027801|XP_016954867.1|DBIA	LOC6595636|XP_026844147.1|DPER, LOC113565826|XP_026844884.1|DPER, LOC6595635|XP_026844890.1|DPER
OG0000867	LOC108033664|XP_016963592.1|DBIA	LOC6588971|XP_002014334.2|DPER
OG0000868	LOC108025924|XP_016952104.1|DBIA	LOC6598535|XP_002023731.1|DPER, LOC6589396|XP_002014645.1|DPER, LOC6589453|XP_002014867.1|DPER, LOC6594932|XP_002020029.1|DPER, LOC6600748|XP_002025786.1|DPER
OG0000869	LOC108027241|XP_016954081.1|DBIA	LOC6594511|XP_002019494.1|DPER
OG0000870	LOC108026739|XP_016953348.1|DBIA	LOC6591305|XP_002015634.2|DPER
OG0000871	LOC108030336|XP_016958688.1|DBIA	LOC6592775|XP_002018017.1|DPER
OG0000872	LOC108026733|XP_016953335.1|DBIA	LOC6590019|XP_026842873.1|DPER
OG0000873	LOC108030805|XP_016959388.1|DBIA	LOC6602179|XP_002027219.2|DPER
OG0000874	LOC108021941|XP_016946257.1|DBIA	LOC6597353|XP_002022555.1|DPER
OG0000874	LOC108036511|XP_016968202.1|DBIA	LOC6601602|XP_026840947.1|DPER
OG0000875	LOC108028672|XP_016956093.1|DBIA	LOC6603330|XP_002028307.1|DPER
OG0000877	LOC108030799|XP_016959370.1|DBIA	LOC6602389|XP_026848454.1|DPER
OG0000877	LOC108023272|XP_016948046.1|DBIA	LOC6598336|XP_002023463.1|DPER
OG0000878	LOC108023045|XP_016947775.1|DBIA	LOC6590314|XP_002015859.2|DPER
OG0000878	LOC108033780|XP_016963876.1|DBIA	LOC6589143|XP_002014433.1|DPER
OG0000879	LOC108029459|XP_016957199.1|DBIA	LOC6590668|XP_002015410.2|DPER
OG0000880	LOC108023284|XP_016948065.1|DBIA	LOC6602746|XP_002027794.1|DPER
OG0000880	LOC108034713|XP_016965143.1|DBIA	LOC6600287|XP_002025432.1|DPER
OG0000881	LOC108028163|XP_016955312.1|DBIA, LOC108028684|XP_016956113.1|DBIA, LOC108028809|XP_016956284.1|DBIA	LOC6597144|XP_002022302.1|DPER
OG0000882	LOC108033194|XP_016962927.1|DBIA	LOC6600043|XP_026849136.1|DPER
OG0000884	LOC108027723|XP_016954765.1|DBIA	LOC6595379|XP_002020815.1|DPER
OG0000884	LOC108033082|XP_016962741.1|DBIA	LOC6598181|XP_002023355.1|DPER
OG0000885	LOC108031805|XP_016961014.1|DBIA	LOC6588136|XP_026844274.1|DPER
OG0000886	LOC108024717|XP_016950301.1|DBIA	LOC6588267|XP_002013844.1|DPER
OG0000887	LOC108025607|XP_016951631.1|DBIA	LOC6600746|XP_026848674.1|DPER
OG0000888	LOC108029387|XP_016957107.1|DBIA	LOC6601087|XP_026847373.1|DPER
OG0000889	LOC108030753|XP_016959289.1|DBIA	LOC6603424|XP_002028402.1|DPER
OG0000890	LOC108026855|XP_016953523.1|DBIA	LOC6590086|XP_026842302.1|DPER
OG0000891	LOC108033990|XP_016964204.1|DBIA	LOC6595443|XP_002020864.1|DPER
OG0000892	LOC108027964|XP_016955077.1|DBIA	LOC6598870|XP_002024043.1|DPER
OG0000892	LOC108028343|XP_016955584.1|DBIA	LOC6601807|XP_026848560.1|DPER
OG0000893	LOC108027010|XP_016953697.1|DBIA	LOC6594271|XP_026850537.1|DPER
OG0000894	LOC108027393|XP_016954318.1|DBIA	LOC6594290|XP_002019938.1|DPER
OG0000895	LOC108036594|XP_016968343.1|DBIA	LOC6590707|XP_002015991.1|DPER, LOC6590708|XP_002015992.1|DPER
OG0000896	LOC108023636|XP_016948741.1|DBIA	LOC6600031|XP_002025078.1|DPER
OG0000897	LOC108025126|XP_016950882.1|DBIA	LOC6591720|XP_002016897.1|DPER
OG0000897	LOC108025141|XP_016950902.1|DBIA	LOC6591723|XP_002016900.1|DPER
OG0000898	LOC108029917|XP_016957900.1|DBIA	LOC6593119|XP_002017618.2|DPER
OG0000898	LOC108026833|XP_016953493.1|DBIA	LOC6600839|XP_002025933.1|DPER
OG0000899	LOC108032200|XP_016961547.1|DBIA	LOC6587346|XP_002013665.2|DPER
OG0000900	LOC108026604|XP_016953066.1|DBIA	LOC6591271|XP_002016026.1|DPER
OG0000900	LOC108026599|XP_016953059.1|DBIA	LOC6591270|XP_002016025.1|DPER
OG0000901	LOC108022426|XP_016946801.1|DBIA	LOC6592414|XP_002018059.1|DPER
OG0000901	LOC108022433|XP_016946808.1|DBIA	LOC6592413|XP_002018058.1|DPER
OG0000902	LOC108023784|XP_016948912.1|DBIA	LOC113566630|XP_026848935.1|DPER
OG0000902	LOC108023783|XP_016948911.1|DBIA	LOC6597610|XP_026848944.1|DPER
OG0000903	LOC108028751|XP_016956210.1|DBIA	LOC6595921|XP_002021067.1|DPER
OG0000903	LOC108028032|XP_016955159.1|DBIA	LOC6595923|XP_002021069.1|DPER
OG0000904	LOC108035259|XP_016966304.1|DBIA	LOC6596215|XP_026845444.1|DPER
OG0000906	LOC108022390|XP_016946765.1|DBIA	LOC6593006|XP_002018458.1|DPER
OG0000907	LOC108026771|XP_016953404.1|DBIA	LOC6590497|XP_002015646.2|DPER
OG0000909	LOC108024413|XP_016949817.1|DBIA	LOC6587755|XP_002013677.1|DPER
OG0000910	LOC108036100|XP_016967559.1|DBIA, LOC108031801|XP_016961010.1|DBIA	LOC6600067|XP_026845117.1|DPER
OG0000911	LOC108023061|XP_016947797.1|DBIA	LOC6592441|XP_002017786.1|DPER
OG0000912	LOC108030517|XP_016958895.1|DBIA	LOC6596066|XP_002021223.1|DPER
OG0000913	LOC108030589|XP_016959050.1|DBIA	LOC6595962|XP_026845486.1|DPER
OG0000914	LOC108022208|XP_016946551.1|DBIA	LOC6590248|XP_002016540.2|DPER
OG0000915	LOC108036285|XP_016967785.1|DBIA	LOC6590742|XP_002016005.1|DPER
OG0000916	LOC108036094|XP_016967534.1|DBIA	LOC6589575|XP_026843929.1|DPER
OG0000917	LOC108032529|XP_016961877.1|DBIA	LOC6596519|XP_026842953.1|DPER
OG0000918	LOC108032861|XP_016962354.1|DBIA, LOC108027669|XP_016954703.1|DBIA	LOC6597991|XP_026843116.1|DPER
OG0000920	LOC108033176|XP_016962902.1|DBIA	LOC6598219|XP_002023344.1|DPER
OG0000921	LOC108023465|XP_016948470.1|DBIA, LOC108023469|XP_016948475.1|DBIA	LOC6603207|XP_026845946.1|DPER, LOC113566098|XP_026845947.1|DPER
OG0000922	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA	LOC6601884|XP_002026933.1|DPER
OG0000923	LOC108028090|XP_016955223.1|DBIA, LOC108031671|XP_016960800.1|DBIA	LOC6588607|XP_002013143.1|DPER
OG0000924	LOC108034936|XP_016965734.1|DBIA	LOC6603232|XP_026845217.1|DPER
OG0000925	LOC108025092|XP_016950843.1|DBIA, LOC108025088|XP_016950838.1|DBIA	LOC6595306|XP_002020433.1|DPER
OG0000926	LOC108027133|XP_016953840.1|DBIA	LOC6591443|XP_002016966.1|DPER
OG0000926	LOC108026094|XP_016952283.1|DBIA	LOC6594239|XP_002019973.1|DPER
OG0000927	LOC108025319|XP_016951219.1|DBIA	LOC6587478|XP_026851109.1|DPER
OG0000927	LOC108025318|XP_016951217.1|DBIA	LOC6588632|XP_002013985.1|DPER
OG0000928	LOC108032695|XP_016962158.1|DBIA	LOC6593515|XP_002019206.1|DPER
OG0000928	LOC108032696|XP_016962162.1|DBIA	LOC6593514|XP_002019205.1|DPER
OG0000929	LOC108029241|XP_016956925.1|DBIA	LOC6596383|XP_002021536.2|DPER
OG0000929	LOC108029242|XP_016956926.1|DBIA	LOC6596382|XP_002021535.1|DPER
OG0000930	LOC108030526|XP_016958905.1|DBIA, LOC108030663|XP_016959174.1|DBIA	LOC6596037|XP_026845721.1|DPER, LOC6596024|XP_002020974.1|DPER
OG0000931	LOC108022289|XP_016946637.1|DBIA	LOC6589927|XP_026841117.1|DPER
OG0000931	LOC108032440|XP_016961753.1|DBIA	LOC6602442|XP_002027477.2|DPER
OG0000932	LOC108028073|XP_016955203.1|DBIA	LOC6596002|XP_026845375.1|DPER
OG0000932	LOC108028103|XP_016955239.1|DBIA	LOC6596025|XP_002021024.2|DPER
OG0000933	LOC108022179|XP_016946520.1|DBIA	LOC6593185|XP_002017900.1|DPER
OG0000933	LOC108023095|XP_016947845.1|DBIA	LOC6593184|XP_002017899.1|DPER
