Orthogroup	DBIA.longest_only	AAEG.longest_only
OG0000620	LOC108024426|XP_016949833.1|DBIA, LOC108029863|XP_016957845.1|DBIA	LOC5570947|XP_001653412.2|AAEG
OG0000621	LOC108031644|XP_016960764.1|DBIA, LOC108023539|XP_016948597.1|DBIA	LOC5568436|XP_001652269.1|AAEG
OG0000622	LOC108028739|XP_016956194.1|DBIA, LOC108030669|XP_016959189.1|DBIA	LOC5569846|XP_021696307.1|AAEG
OG0000623	LOC108030969|XP_016959661.1|DBIA, LOC108028449|XP_016955775.1|DBIA	LOC5572347|XP_001660306.2|AAEG
OG0000624	LOC108030301|XP_016958625.1|DBIA, LOC108030303|XP_016958626.1|DBIA	LOC5569174|XP_001658351.2|AAEG
OG0000625	LOC108028381|XP_016955666.1|DBIA, LOC108028382|XP_016955669.1|DBIA	LOC5564078|XP_021698835.1|AAEG
OG0000626	LOC108036279|XP_016967779.1|DBIA, LOC108022973|XP_016947687.1|DBIA	LOC5569119|XP_001652722.1|AAEG
OG0000627	LOC108028799|XP_016956272.1|DBIA, LOC108023234|XP_016947998.1|DBIA	LOC5564979|XP_001649333.2|AAEG
OG0000628	LOC108032434|XP_016961746.1|DBIA, LOC108034271|XP_016964622.1|DBIA	LOC5565869|XP_001650228.1|AAEG
OG0000629	LOC108024370|XP_016949762.1|DBIA, LOC108033776|XP_016963865.1|DBIA	LOC5580315|XP_001663037.1|AAEG
OG0000630	LOC108034202|XP_016964522.1|DBIA, LOC108034015|XP_016964238.1|DBIA	LOC5575168|XP_021702281.1|AAEG
OG0000631	LOC108033947|XP_016964125.1|DBIA, LOC108029263|XP_016956948.1|DBIA	LOC5569442|XP_021702401.1|AAEG
OG0000632	LOC108027909|XP_016955019.1|DBIA, LOC108027781|XP_016954833.1|DBIA	LOC5573892|XP_021703330.1|AAEG
OG0000635	LOC108029714|XP_016957678.1|DBIA, LOC108032978|XP_016962542.1|DBIA	LOC5572315|XP_001654005.2|AAEG
OG0000636	LOC108033332|XP_016963106.1|DBIA, LOC108033333|XP_016963107.1|DBIA	LOC5578295|XP_001656875.1|AAEG
OG0000637	LOC108024111|XP_016949377.1|DBIA, LOC108024265|XP_016949641.1|DBIA	LOC5564774|XP_021704609.1|AAEG
OG0000638	LOC108024427|XP_016949834.1|DBIA, LOC108032999|XP_016962612.1|DBIA	LOC5573827|XP_021706608.1|AAEG
OG0000639	LOC108028266|XP_016955448.1|DBIA	LOC5567245|XP_021710885.1|AAEG
OG0000646	LOC108026341|XP_016952734.1|DBIA, LOC108024636|XP_016950170.1|DBIA	LOC110674862|XP_021695067.1|AAEG
OG0000647	LOC108027448|XP_016954388.1|DBIA, LOC108025929|XP_016952111.1|DBIA	LOC5579005|XP_021694209.1|AAEG
OG0000648	LOC108023772|XP_016948904.1|DBIA	LOC5570655|XP_021706985.1|AAEG
OG0000649	LOC108033154|XP_016962869.1|DBIA, LOC108033148|XP_016962861.1|DBIA	LOC5571800|XP_001659930.2|AAEG
OG0000650	LOC108026179|XP_016952442.1|DBIA	LOC5573407|XP_001654581.2|AAEG
OG0000651	LOC108034888|XP_016965587.1|DBIA, LOC108035363|XP_016966450.1|DBIA	LOC5565048|XP_001649404.1|AAEG
OG0000652	LOC108036625|XP_016968386.1|DBIA, LOC108032672|XP_016962129.1|DBIA	LOC5573370|XP_001660865.1|AAEG
OG0000653	LOC108027436|XP_016954373.1|DBIA, LOC108032925|XP_016962483.1|DBIA	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG
OG0000654	LOC108035010|XP_016965842.1|DBIA	LOC5568292|XP_021697103.1|AAEG
OG0000655	LOC108029636|XP_016957528.1|DBIA, LOC108027756|XP_016954798.1|DBIA	LOC5575242|XP_001655652.1|AAEG
OG0000656	LOC108031829|XP_016961056.1|DBIA, LOC108031830|XP_016961059.1|DBIA	LOC5574633|XP_001661549.2|AAEG
OG0000657	LOC108028063|XP_016955196.1|DBIA, LOC108032751|XP_016962230.1|DBIA	LOC5580250|XP_001662649.1|AAEG
OG0000658	LOC108033182|XP_016962912.1|DBIA, LOC108031067|XP_016959762.1|DBIA	LOC5578313|XP_001656889.1|AAEG
OG0000659	LOC108027925|XP_016955038.1|DBIA, LOC108033384|XP_016963192.1|DBIA	LOC5576865|XP_001662960.1|AAEG
OG0000660	LOC108027908|XP_016955018.1|DBIA	LOC5565850|XP_001650194.1|AAEG
OG0000661	LOC108028534|XP_016955919.1|DBIA, LOC108027800|XP_016954865.1|DBIA	LOC5567335|XP_001651759.1|AAEG
OG0000662	LOC108035530|XP_016966688.1|DBIA, LOC108031364|XP_016960132.1|DBIA	LOC5568430|XP_001652258.1|AAEG
OG0000663	LOC108022450|XP_016946846.1|DBIA	LOC5568431|XP_001652261.2|AAEG
OG0000664	LOC108021960|XP_016946279.1|DBIA	LOC5572517|XP_001660456.1|AAEG
OG0000665	LOC108026350|XP_016952745.1|DBIA, LOC108026348|XP_016952742.1|DBIA	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG
OG0000666	LOC108029729|XP_016957700.1|DBIA, LOC108025749|XP_016951833.1|DBIA	LOC5567515|XP_021710706.1|AAEG
OG0000667	LOC108024249|XP_016949620.1|DBIA, LOC108024585|XP_016950077.1|DBIA	LOC5564165|XP_021705035.1|AAEG
OG0000668	LOC108025566|XP_016951584.1|DBIA, LOC108031439|XP_016960357.1|DBIA	LOC5573885|XP_001654923.1|AAEG
OG0000669	LOC108025870|XP_016952035.1|DBIA, LOC108025889|XP_016952059.1|DBIA	LOC5563963|XP_021710654.1|AAEG
OG0000670	LOC108023575|XP_016948658.1|DBIA, LOC108021976|XP_016946306.1|DBIA	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG
OG0000671	LOC108031729|XP_016960894.1|DBIA, LOC108024768|XP_016950370.1|DBIA	LOC5572082|XP_001660161.1|AAEG
OG0000672	LOC108025630|XP_016951655.1|DBIA, LOC108024241|XP_016949611.1|DBIA	LOC5568965|XP_001652618.1|AAEG
OG0000673	LOC108036345|XP_016967905.1|DBIA, LOC108030525|XP_016958904.1|DBIA	LOC5564117|XP_001648452.3|AAEG
OG0000677	LOC108035631|XP_016966818.1|DBIA, LOC108032589|XP_016961990.1|DBIA	LOC110674775|XP_021694756.1|AAEG
OG0000678	LOC108024952|XP_016950678.1|DBIA, LOC108029195|XP_016956860.1|DBIA	LOC5573033|XP_001654349.2|AAEG
OG0000679	LOC108025928|XP_016952110.1|DBIA	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG
OG0000680	LOC108024261|XP_016949636.1|DBIA, LOC108024237|XP_016949605.1|DBIA	LOC5570450|XP_021696861.1|AAEG
OG0000681	LOC108032038|XP_016961338.1|DBIA, LOC108033060|XP_016962698.1|DBIA	LOC5571511|XP_021704098.1|AAEG
OG0000683	LOC108026243|XP_016952573.1|DBIA	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG
OG0000684	LOC108031144|XP_016959847.1|DBIA, LOC108024799|XP_016950408.1|DBIA	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG
OG0000685	LOC108025642|XP_016951667.1|DBIA, LOC108027258|XP_016954109.1|DBIA	LOC5565927|XP_001650303.1|AAEG
OG0000686	LOC108030401|XP_016958774.1|DBIA, LOC108027497|XP_016954429.1|DBIA	LOC5573238|XP_001660815.1|AAEG
OG0000687	LOC108026577|XP_016953018.1|DBIA, LOC108034522|XP_016964935.1|DBIA	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG
OG0000688	LOC108022488|XP_016946930.1|DBIA	LOC5579438|XP_021697177.1|AAEG
OG0000689	LOC108022271|XP_016946618.1|DBIA, LOC108022166|XP_016946499.1|DBIA	LOC5575898|XP_001655893.1|AAEG
OG0000690	LOC108025632|XP_016951657.1|DBIA	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG
OG0000691	LOC108036758|XP_016968576.1|DBIA, LOC108035947|XP_016967238.1|DBIA	LOC5577893|XP_001663600.1|AAEG
OG0000692	LOC108034774|XP_016965209.1|DBIA, LOC108034414|XP_016964786.1|DBIA	LOC5577134|XP_021699126.1|AAEG
OG0000693	LOC108023625|XP_016948724.1|DBIA, LOC108031881|XP_016961134.1|DBIA	LOC110676378|XP_021699721.1|AAEG
OG0000694	LOC108025866|XP_016952025.1|DBIA, LOC108030530|XP_016958908.1|DBIA	LOC5569581|XP_001658647.1|AAEG
OG0000695	LOC108024892|XP_016950523.1|DBIA	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG
OG0000696	LOC108028233|XP_016955386.1|DBIA, LOC108036717|XP_016968506.1|DBIA	LOC5570960|XP_001659424.1|AAEG
OG0000697	LOC108027541|XP_016954479.1|DBIA, LOC108027091|XP_016953800.1|DBIA	LOC5569502|XP_001658586.1|AAEG
OG0000698	LOC108028980|XP_016956509.1|DBIA, LOC108029304|XP_016956996.1|DBIA	LOC5572825|XP_001654210.2|AAEG
OG0000699	LOC108034117|XP_016964386.1|DBIA, LOC108031225|XP_016959950.1|DBIA	LOC5572903|XP_021702732.1|AAEG
OG0000700	LOC108029188|XP_016956849.1|DBIA, LOC108027917|XP_016955029.1|DBIA	LOC5572373|XP_021695335.1|AAEG
OG0000701	LOC108029443|XP_016957181.1|DBIA, LOC108025939|XP_016952126.1|DBIA	LOC5572067|XP_001653834.1|AAEG
OG0000702	LOC108026164|XP_016952409.1|DBIA, LOC108026163|XP_016952386.1|DBIA	LOC5576021|XP_021711648.1|AAEG
OG0000703	LOC108032597|XP_016962001.1|DBIA, LOC108030103|XP_016958279.1|DBIA	LOC5579187|XP_021706766.1|AAEG
OG0000704	LOC108024154|XP_016949446.1|DBIA, LOC108025061|XP_016950808.1|DBIA	LOC5566167|XP_021710754.1|AAEG
OG0000705	LOC108028899|XP_016956410.1|DBIA, LOC108028884|XP_016956392.1|DBIA	LOC5575011|XP_021708260.1|AAEG
OG0000706	LOC108033329|XP_016963104.1|DBIA, LOC108023483|XP_016948494.1|DBIA	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG
OG0000707	LOC108022300|XP_016946649.1|DBIA, LOC108025880|XP_016952044.1|DBIA	LOC5576097|XP_001662443.1|AAEG
OG0000708	LOC108023383|XP_016948279.1|DBIA, LOC108031991|XP_016961314.1|DBIA	LOC5575809|XP_021705328.1|AAEG
OG0000709	LOC108025090|XP_016950840.1|DBIA, LOC108033068|XP_016962721.1|DBIA	LOC5563960|XP_001648293.2|AAEG
OG0000710	LOC108027098|XP_016953805.1|DBIA, LOC108022922|XP_016947622.1|DBIA	LOC5570014|XP_001658903.1|AAEG
OG0000711	LOC108034580|XP_016965002.1|DBIA, LOC108023642|XP_016948747.1|DBIA	LOC5577132|XP_021709303.1|AAEG
OG0000712	LOC108031543|XP_016960569.1|DBIA, LOC108030963|XP_016959652.1|DBIA	LOC5573740|XP_001654768.2|AAEG
OG0000713	LOC108027090|XP_016953795.1|DBIA, LOC108030368|XP_016958726.1|DBIA	LOC5574816|XP_001655376.1|AAEG
OG0000714	LOC108033067|XP_016962720.1|DBIA, LOC108035044|XP_016965908.1|DBIA	LOC5566058|XP_001650424.1|AAEG
OG0000715	LOC108028120|XP_016955257.1|DBIA	LOC5566056|XP_001650428.1|AAEG
OG0000716	LOC108029412|XP_016957175.1|DBIA, LOC108035372|XP_016966461.1|DBIA	LOC5578121|XP_001656819.1|AAEG
OG0000724	LOC108027611|XP_016954621.1|DBIA, LOC108025091|XP_016950841.1|DBIA	LOC5565085|XP_001649429.1|AAEG
OG0000726	LOC108025453|XP_016951446.1|DBIA, LOC108023479|XP_016948493.1|DBIA	LOC5577130|XP_021712611.1|AAEG
OG0000727	LOC108032079|XP_016961391.1|DBIA, LOC108032230|XP_016961582.1|DBIA	LOC5565705|XP_021713193.1|AAEG
OG0000728	LOC108023315|XP_016948107.1|DBIA, LOC108031450|XP_016960371.1|DBIA	LOC5573065|XP_021693529.1|AAEG
OG0000729	LOC108025515|XP_016951525.1|DBIA, LOC108025517|XP_016951527.1|DBIA	LOC5568367|XP_001658021.2|AAEG
OG0000730	LOC108033136|XP_016962847.1|DBIA, LOC108032433|XP_016961745.1|DBIA	LOC5570667|XP_001659264.1|AAEG
OG0000731	LOC108035519|XP_016966670.1|DBIA, LOC108029952|XP_016957943.1|DBIA	LOC5579031|XP_001664210.1|AAEG
OG0000732	LOC108035034|XP_016965868.1|DBIA, LOC108035036|XP_016965870.1|DBIA	LOC5572199|XP_001653865.1|AAEG
OG0000733	LOC108026069|XP_016952254.1|DBIA, LOC108035381|XP_016966476.1|DBIA	LOC5575492|XP_001662013.1|AAEG
OG0000734	LOC108025692|XP_016951717.1|DBIA, LOC108035374|XP_016966463.1|DBIA	LOC5578486|XP_021699525.1|AAEG
OG0000735	LOC108032637|XP_016962073.1|DBIA, LOC108032775|XP_016962266.1|DBIA	LOC5573851|XP_001654878.1|AAEG
OG0000736	LOC108027663|XP_016954691.1|DBIA, LOC108027662|XP_016954690.1|DBIA	LOC5568814|XP_001658180.2|AAEG
OG0000737	LOC108026062|XP_016952246.1|DBIA	LOC5573076|XP_021702138.1|AAEG
OG0000738	LOC108036739|XP_016968537.1|DBIA, LOC108032452|XP_016961767.1|DBIA	LOC5577544|XP_001656560.1|AAEG
OG0000739	LOC108031098|XP_016959797.1|DBIA, LOC108032103|XP_016961421.1|DBIA	LOC5575848|XP_001662256.1|AAEG
OG0000740	LOC108034609|XP_016965460.1|DBIA	LOC5568948|XP_021703190.1|AAEG
OG0000740	LOC108031622|XP_016960716.1|DBIA	LOC5572569|XP_001654085.2|AAEG
OG0000741	LOC108025774|XP_016951861.1|DBIA, LOC108023204|XP_016947959.1|DBIA	LOC23687536|XP_021705281.1|AAEG
OG0000742	LOC108027567|XP_016954543.1|DBIA, LOC108027568|XP_016954546.1|DBIA	LOC5570003|XP_021705592.1|AAEG
OG0000743	LOC108029604|XP_016957473.1|DBIA, LOC108022318|XP_016946666.1|DBIA, LOC108022141|XP_016946472.1|DBIA	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG
OG0000744	LOC108036599|XP_016968348.1|DBIA	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG
OG0000745	LOC108022305|XP_016946654.1|DBIA, LOC108036358|XP_016967925.1|DBIA	LOC5578669|XP_001657064.2|AAEG
OG0000746	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA, LOC108029792|XP_016957794.1|DBIA	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG
OG0000753	LOC108027421|XP_016954354.1|DBIA, LOC108028458|XP_016955804.1|DBIA	LOC5574701|XP_021698366.1|AAEG
OG0000754	LOC108033179|XP_016962907.1|DBIA, LOC108025623|XP_016951647.1|DBIA	LOC23687751|XP_021706737.1|AAEG
OG0000755	LOC108032125|XP_016961446.1|DBIA, LOC108031065|XP_016959759.1|DBIA	LOC5578924|XP_001657210.3|AAEG
OG0000756	LOC108026053|XP_016952236.1|DBIA	LOC5576731|XP_001656241.1|AAEG
OG0000756	LOC108026065|XP_016952249.1|DBIA	LOC5576736|XP_001656242.2|AAEG
OG0000757	LOC108035695|XP_016966903.1|DBIA	LOC5573994|XP_001661080.1|AAEG
OG0000758	LOC108035675|XP_016966872.1|DBIA, LOC108035594|XP_016966756.1|DBIA	LOC5573302|XP_021698645.1|AAEG
OG0000759	LOC108035597|XP_016966762.1|DBIA, LOC108035598|XP_016966763.1|DBIA	LOC5567691|XP_001651852.3|AAEG
OG0000761	LOC108034138|XP_016964417.1|DBIA, LOC108034210|XP_016964533.1|DBIA	LOC5569446|XP_021702395.1|AAEG
OG0000762	LOC108036149|XP_016967625.1|DBIA, LOC108028919|XP_016956427.1|DBIA	LOC5569068|XP_001658297.1|AAEG
OG0000763	LOC108034359|XP_016964736.1|DBIA, LOC108033353|XP_016963152.1|DBIA	LOC5568174|XP_021703903.1|AAEG
OG0000764	LOC108031376|XP_016960212.1|DBIA, LOC108025767|XP_016951851.1|DBIA	LOC5567685|XP_021708653.1|AAEG
OG0000765	LOC108028454|XP_016955791.1|DBIA, LOC108023523|XP_016948565.1|DBIA	LOC5576262|XP_001656034.2|AAEG
OG0000766	LOC108032442|XP_016961756.1|DBIA, LOC108023738|XP_016948865.1|DBIA	LOC5571467|XP_001659718.2|AAEG
OG0000767	LOC108036673|XP_016946133.1|DBIA, LOC108030915|XP_016959594.1|DBIA	LOC5568661|XP_021705791.1|AAEG
OG0000768	LOC108028723|XP_016956173.1|DBIA	LOC5577816|XP_001663586.1|AAEG
OG0000769	LOC108026044|XP_016952228.1|DBIA, LOC108027588|XP_016954594.1|DBIA	LOC5572989|XP_021706132.1|AAEG
OG0000770	LOC108022680|XP_016947240.1|DBIA	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG
OG0000771	LOC108035495|XP_016966637.1|DBIA, LOC108035494|XP_016966636.1|DBIA	LOC5565457|XP_001649766.2|AAEG
OG0000778	LOC108028478|XP_016955829.1|DBIA, LOC108031447|XP_016960372.1|DBIA	LOC5572380|XP_021694486.1|AAEG
OG0000779	LOC108033144|XP_016962855.1|DBIA	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG
OG0000780	LOC108036440|XP_016968067.1|DBIA	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG
OG0000781	LOC108033115|XP_016962808.1|DBIA, LOC108030739|XP_016959275.1|DBIA	LOC5576472|XP_021700484.1|AAEG
OG0000782	LOC108035092|XP_016966002.1|DBIA, LOC108036484|XP_016968163.1|DBIA	LOC5565070|XP_001649412.1|AAEG
OG0000783	LOC108035514|XP_016966666.1|DBIA, LOC108023666|XP_016948777.1|DBIA	LOC5565051|XP_001649399.1|AAEG
OG0000784	LOC108034664|XP_016965092.1|DBIA, LOC108023493|XP_016948510.1|DBIA	LOC5566654|XP_001651019.1|AAEG
OG0000785	LOC108025060|XP_016950806.1|DBIA, LOC108024774|XP_016950376.1|DBIA	LOC5567616|XP_021713394.1|AAEG
OG0000786	LOC108027163|XP_016953912.1|DBIA	LOC5575790|XP_021693483.1|AAEG
OG0000787	LOC108034920|XP_016965664.1|DBIA, LOC108024415|XP_016949819.1|DBIA	LOC5574159|XP_001655068.1|AAEG
OG0000788	LOC108033866|XP_016963998.1|DBIA, LOC108028513|XP_016955884.1|DBIA	LOC5575938|XP_021699162.1|AAEG
OG0000789	LOC108033319|XP_016963086.1|DBIA, LOC108033318|XP_016963085.1|DBIA	LOC5570933|XP_001659405.2|AAEG
OG0000790	LOC108036835|XP_016968671.1|DBIA, LOC108036834|XP_016968670.1|DBIA	LOC5572784|XP_001654187.2|AAEG
OG0000791	LOC108025364|XP_016951312.1|DBIA, LOC108026284|XP_016952639.1|DBIA	LOC5577917|XP_021702814.1|AAEG
OG0000792	LOC108027946|XP_016955064.1|DBIA, LOC108027945|XP_016955063.1|DBIA	LOC110675237|XP_021695378.1|AAEG
OG0000793	LOC108031540|XP_016960566.1|DBIA, LOC108023431|XP_016948407.1|DBIA	LOC5570063|XP_001653054.1|AAEG
OG0000794	LOC108027802|XP_016954870.1|DBIA, LOC108023334|XP_016948150.1|DBIA	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG
OG0000795	LOC108025744|XP_016951821.1|DBIA, LOC108025147|XP_016950912.1|DBIA	LOC5568843|XP_001652571.1|AAEG
OG0000796	LOC108031143|XP_016959846.1|DBIA, LOC108025835|XP_016951982.1|DBIA	LOC5568998|XP_021709572.1|AAEG
OG0000797	LOC108024609|XP_016950117.1|DBIA, LOC108024608|XP_016950115.1|DBIA	LOC5571755|XP_001653781.1|AAEG
OG0000798	LOC108029669|XP_016957594.1|DBIA, LOC108029646|XP_016957545.1|DBIA	LOC5573757|XP_021708658.1|AAEG
OG0000799	LOC108031195|XP_016959905.1|DBIA, LOC108023502|XP_016948526.1|DBIA	LOC5575386|XP_001655738.1|AAEG
OG0000800	LOC108028026|XP_016955151.1|DBIA	LOC5563996|XP_021707646.1|AAEG
OG0000801	LOC108022339|XP_016946690.1|DBIA, LOC108022806|XP_016947429.1|DBIA	LOC5568707|XP_001652531.1|AAEG
OG0000802	LOC108033222|XP_016962975.1|DBIA, LOC108033034|XP_016962649.1|DBIA	LOC5567358|XP_001657370.2|AAEG
OG0000810	LOC108030287|XP_016958607.1|DBIA, LOC108030286|XP_016958605.1|DBIA, LOC108030430|XP_016958806.1|DBIA	LOC5578919|XP_001657205.2|AAEG
OG0000811	LOC108024956|XP_016950679.1|DBIA, LOC108036336|XP_016967866.1|DBIA	LOC5566120|XP_001650490.2|AAEG
OG0000812	LOC108032985|XP_016962551.1|DBIA, LOC108030494|XP_016958872.1|DBIA	LOC5568127|XP_021696627.1|AAEG
OG0000813	LOC108029232|XP_016956915.1|DBIA	LOC5576046|XP_001662369.1|AAEG
OG0000814	LOC108033733|XP_016963777.1|DBIA	LOC5567710|XP_001651876.1|AAEG
OG0000815	LOC108029237|XP_016956920.1|DBIA	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG
OG0000816	LOC108025951|XP_016952138.1|DBIA, LOC108027246|XP_016954087.1|DBIA	LOC5564019|XP_021702806.1|AAEG
OG0000817	LOC108025082|XP_016950830.1|DBIA, LOC108025081|XP_016950829.1|DBIA	LOC5579022|XP_001664202.1|AAEG
OG0000818	LOC108023739|XP_016948866.1|DBIA, LOC108033682|XP_016963637.1|DBIA	LOC5576102|XP_001662447.1|AAEG
OG0000819	LOC108023181|XP_016947912.1|DBIA, LOC108023746|XP_016948873.1|DBIA	LOC5568992|XP_021707431.1|AAEG
OG0000820	LOC108024118|XP_016949387.1|DBIA, LOC108036674|XP_016968445.1|DBIA	LOC5579797|XP_021706989.1|AAEG
OG0000821	LOC108023050|XP_016947786.1|DBIA, LOC108023119|XP_016947875.1|DBIA	LOC5573067|XP_001654398.2|AAEG
OG0000822	LOC108034700|XP_016965130.1|DBIA, LOC108036136|XP_016967611.1|DBIA	LOC5573841|XP_001654866.1|AAEG
OG0000830	LOC108025903|XP_016952075.1|DBIA	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG, LOC5566471|XP_001650855.1|AAEG, LOC5566470|XP_001650852.2|AAEG
OG0000831	LOC108034924|XP_016965669.1|DBIA	LOC5578573|XP_001663963.2|AAEG, LOC5574451|XP_001661466.2|AAEG, LOC5571091|XP_001659531.1|AAEG
OG0000832	LOC108036537|XP_016968250.1|DBIA, LOC108033940|XP_016964113.1|DBIA	LOC5575640|XP_001655787.1|AAEG
OG0000833	LOC108035942|XP_016967227.1|DBIA	LOC5572312|XP_001654001.2|AAEG
OG0000834	LOC108025122|XP_016950877.1|DBIA	LOC5578133|XP_021696267.1|AAEG
OG0000836	LOC108033338|XP_016963113.1|DBIA, LOC108034206|XP_016964527.1|DBIA	LOC5571557|XP_001659779.1|AAEG
OG0000837	LOC108026768|XP_016953401.1|DBIA	LOC110681194|XP_021712664.1|AAEG
OG0000837	LOC108021962|XP_016946283.1|DBIA	LOC5564880|XP_021710587.1|AAEG
OG0000838	LOC108034357|XP_016964733.1|DBIA, LOC108033381|XP_016963190.1|DBIA	LOC5571070|XP_001659510.2|AAEG
OG0000839	LOC108027201|XP_016953997.1|DBIA, LOC108030966|XP_016959655.1|DBIA	LOC5567590|XP_021704529.1|AAEG
OG0000840	LOC108029605|XP_016957468.1|DBIA, LOC108022027|XP_016946362.1|DBIA	LOC5568658|XP_021705463.1|AAEG
OG0000842	LOC108029795|XP_016957798.1|DBIA, LOC108031707|XP_016960861.1|DBIA	LOC5565224|XP_001649557.2|AAEG
OG0000843	LOC108026772|XP_016953405.1|DBIA	LOC5575084|XP_001661802.1|AAEG
OG0000844	LOC108026789|XP_016953439.1|DBIA, LOC108027182|XP_016953971.1|DBIA	LOC5568444|XP_021706258.1|AAEG
OG0000854	LOC108034803|XP_016965362.1|DBIA, LOC108034482|XP_016964917.1|DBIA	LOC5575256|XP_021694868.1|AAEG
OG0000855	LOC108023617|XP_016948712.1|DBIA, LOC108031321|XP_016960056.1|DBIA	LOC5564916|XP_001649261.1|AAEG
OG0000856	LOC108025655|XP_016951682.1|DBIA, LOC108030887|XP_016959542.1|DBIA	LOC5569202|XP_021699577.1|AAEG
OG0000857	LOC108027617|XP_016954627.1|DBIA	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG
OG0000858	LOC108024920|XP_016950618.1|DBIA, LOC108025444|XP_016951433.1|DBIA	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG
OG0000860	LOC108028350|XP_016955593.1|DBIA, LOC108035212|XP_016966212.1|DBIA	LOC23687882|XP_021695499.1|AAEG
OG0000861	LOC108022326|XP_016946676.1|DBIA	LOC5579974|XP_021697396.1|AAEG
OG0000862	LOC108022781|XP_016947383.1|DBIA, LOC108033848|XP_016963971.1|DBIA	LOC5578595|XP_021697871.1|AAEG
OG0000863	LOC108032081|XP_016961394.1|DBIA, LOC108031572|XP_016960618.1|DBIA	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG
OG0000864	LOC108032431|XP_016961741.1|DBIA, LOC108036375|XP_016967966.1|DBIA	LOC5574382|XP_021700100.1|AAEG
OG0000865	LOC108024549|XP_016950017.1|DBIA	LOC110676550|XP_021700543.1|AAEG
OG0000866	LOC108027889|XP_016954996.1|DBIA, LOC108027801|XP_016954867.1|DBIA	LOC5565764|XP_021700881.1|AAEG
OG0000867	LOC108028994|XP_016956525.1|DBIA, LOC108033664|XP_016963592.1|DBIA	LOC5566526|XP_001650903.1|AAEG
OG0000868	LOC108025924|XP_016952104.1|DBIA	LOC5575799|XP_001662225.1|AAEG
OG0000869	LOC108027241|XP_016954081.1|DBIA	LOC110679428|XP_021709657.1|AAEG
OG0000871	LOC108030336|XP_016958688.1|DBIA	LOC5563912|XP_021709764.1|AAEG
OG0000872	LOC108026733|XP_016953335.1|DBIA	LOC5579795|XP_001648107.1|AAEG
OG0000873	LOC108030805|XP_016959388.1|DBIA	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG
OG0000874	LOC108021941|XP_016946257.1|DBIA, LOC108036511|XP_016968202.1|DBIA	LOC5568583|XP_021711564.1|AAEG
OG0000875	LOC108028672|XP_016956093.1|DBIA	LOC5569144|XP_021704184.1|AAEG
OG0000882	LOC108033194|XP_016962927.1|DBIA	LOC5574255|XP_001661310.1|AAEG
