Orthogroup	DBIA.longest_only	AEAL.longest_only
OG0000855	LOC108023617|XP_016948712.1|DBIA, LOC108031321|XP_016960056.1|DBIA	LOC109428409|XP_029710601.1|AEAL
OG0000856	LOC108025655|XP_016951682.1|DBIA, LOC108030887|XP_016959542.1|DBIA	LOC109406975|XP_029708044.1|AEAL, LOC109397865|XP_029710475.1|AEAL, LOC115266045|XP_029727747.1|AEAL
OG0000857	LOC108027617|XP_016954627.1|DBIA	LOC115256454|XP_029710940.1|AEAL, LOC115256453|XP_029710939.1|AEAL, LOC109427516|XP_019558614.2|AEAL, LOC115256455|XP_029710941.1|AEAL, LOC109427517|XP_019558615.2|AEAL, LOC109419784|XP_019549616.2|AEAL, LOC115255011|XP_029708574.1|AEAL, LOC115259235|XP_029715630.1|AEAL, LOC115255008|XP_029708573.1|AEAL, LOC109398253|XP_019526124.2|AEAL, LOC109398226|XP_019526098.2|AEAL
OG0000858	LOC108024920|XP_016950618.1|DBIA, LOC108025444|XP_016951433.1|DBIA	LOC109433623|XP_019565610.2|AEAL, LOC109412583|XP_029715982.1|AEAL, LOC109412586|XP_019541756.2|AEAL, LOC115259651|XP_029716294.1|AEAL
OG0000860	LOC108028350|XP_016955593.1|DBIA, LOC108035212|XP_016966212.1|DBIA	LOC109409739|XP_019538781.2|AEAL, LOC109431958|XP_029726103.1|AEAL
OG0000861	LOC108022326|XP_016946676.1|DBIA	LOC109417981|XP_029732524.1|AEAL
OG0000862	LOC108022781|XP_016947383.1|DBIA, LOC108033848|XP_016963971.1|DBIA	LOC109408157|XP_029720622.1|AEAL, LOC109400633|XP_019528665.2|AEAL
OG0000863	LOC108032081|XP_016961394.1|DBIA, LOC108031572|XP_016960618.1|DBIA	LOC109425704|XP_029734636.1|AEAL, LOC109422737|XP_019553164.2|AEAL
OG0000864	LOC108032431|XP_016961741.1|DBIA, LOC108036375|XP_016967966.1|DBIA	LOC109411532|XP_029709937.1|AEAL, LOC109421734|XP_029709934.1|AEAL
OG0000865	LOC108024549|XP_016950017.1|DBIA	LOC109408287|XP_029713247.1|AEAL
OG0000866	LOC108027889|XP_016954996.1|DBIA, LOC108027801|XP_016954867.1|DBIA	LOC109415039|XP_029724914.1|AEAL, LOC109621949|XP_029724955.1|AEAL
OG0000867	LOC108028994|XP_016956525.1|DBIA, LOC108033664|XP_016963592.1|DBIA	LOC109409615|XP_019538612.2|AEAL
OG0000868	LOC108025924|XP_016952104.1|DBIA	LOC109406157|XP_019534769.2|AEAL, LOC109397498|XP_019525343.2|AEAL
OG0000869	LOC108027241|XP_016954081.1|DBIA	LOC109406264|XP_029732991.1|AEAL
OG0000871	LOC108030336|XP_016958688.1|DBIA	LOC115253682|XP_029713657.1|AEAL, LOC109433174|XP_019565117.2|AEAL, LOC109433173|XP_029712902.1|AEAL
OG0000872	LOC108026733|XP_016953335.1|DBIA	LOC109424453|XP_019555118.1|AEAL, LOC109422355|XP_019552624.1|AEAL
OG0000873	LOC108030805|XP_016959388.1|DBIA	LOC109410542|XP_029731283.1|AEAL, LOC109414400|XP_029731282.1|AEAL, LOC115267869|XP_029731288.1|AEAL, LOC115267863|XP_029731281.1|AEAL, LOC115267451|XP_029730306.1|AEAL, LOC115267446|XP_029730303.1|AEAL, LOC109421132|XP_029731285.1|AEAL
OG0000874	LOC108021941|XP_016946257.1|DBIA, LOC108036511|XP_016968202.1|DBIA	LOC109425830|XP_029720412.1|AEAL
OG0000875	LOC108028672|XP_016956093.1|DBIA	LOC109425800|XP_019556687.2|AEAL, LOC109407537|XP_019536146.1|AEAL
OG0000882	LOC108033194|XP_016962927.1|DBIA	LOC115253972|XP_029711172.1|AEAL, LOC109421997|XP_019552173.1|AEAL
OG0000883	LOC108023924|XP_016949098.1|DBIA	LOC109419153|XP_019548920.2|AEAL, LOC109407076|XP_029722970.1|AEAL, LOC109415595|XP_019545035.2|AEAL, LOC109423715|XP_019554245.2|AEAL, LOC115257682|XP_029713402.1|AEAL, LOC109412918|XP_029713776.1|AEAL
OG0000884	LOC108027723|XP_016954765.1|DBIA, LOC108033082|XP_016962741.1|DBIA	LOC109405532|XP_029712464.1|AEAL, LOC115257260|XP_029712560.1|AEAL, LOC109405671|XP_029712311.1|AEAL
OG0000885	LOC108031805|XP_016961014.1|DBIA	LOC109430027|XP_029712946.1|AEAL, LOC109430695|XP_029713082.1|AEAL, LOC109430722|XP_019562342.1|AEAL, LOC115257553|XP_029713159.1|AEAL, LOC109430699|XP_019562315.2|AEAL, LOC109430696|XP_019562313.2|AEAL, LOC115257552|XP_029713158.1|AEAL, LOC115257484|XP_029712972.1|AEAL, LOC109430753|XP_019562378.2|AEAL, LOC109430729|XP_019562354.1|AEAL, LOC115257592|XP_029713238.1|AEAL
OG0000887	LOC108025607|XP_016951631.1|DBIA	LOC109426760|XP_029725487.1|AEAL, LOC109426761|XP_019557843.2|AEAL, LOC109417614|XP_019547205.2|AEAL, LOC109421741|XP_019551817.2|AEAL
OG0000888	LOC108029387|XP_016957107.1|DBIA	LOC109417820|XP_029725462.1|AEAL, LOC115265256|XP_029725479.1|AEAL
OG0000889	LOC108030753|XP_016959289.1|DBIA	LOC109416628|XP_019546243.2|AEAL, LOC115263112|XP_029721886.1|AEAL, LOC109416657|XP_019546261.2|AEAL, LOC115254862|XP_029708410.1|AEAL, LOC109416670|XP_019546270.2|AEAL, LOC109407403|XP_019535961.2|AEAL, LOC109416637|XP_029721887.1|AEAL, LOC109416681|XP_019546290.1|AEAL, LOC115254863|XP_029708411.1|AEAL, LOC109416619|XP_019546233.2|AEAL, LOC109407449|XP_019536040.1|AEAL, LOC115263111|XP_029721885.1|AEAL, LOC109416608|XP_019546223.2|AEAL, LOC109416155|XP_019545674.1|AEAL, LOC115254869|XP_029708416.1|AEAL, LOC109407400|XP_019535955.2|AEAL
OG0000890	LOC108026855|XP_016953523.1|DBIA	LOC115270215|XP_029735334.1|AEAL, LOC115270245|XP_029735371.1|AEAL
OG0000891	LOC108032583|XP_016961976.1|DBIA, LOC108033990|XP_016964204.1|DBIA	LOC115259148|XP_029715523.1|AEAL, LOC109408138|XP_019536917.2|AEAL
OG0000892	LOC108027964|XP_016955077.1|DBIA, LOC108028343|XP_016955584.1|DBIA	LOC109419580|XP_019549347.2|AEAL
OG0000894	LOC108027393|XP_016954318.1|DBIA	LOC109422727|XP_019553139.2|AEAL
OG0000895	LOC108036594|XP_016968343.1|DBIA	LOC109433433|XP_019565406.2|AEAL, LOC109403314|XP_019531667.2|AEAL
OG0000907	LOC108026771|XP_016953404.1|DBIA	LOC109427500|XP_019558595.2|AEAL
OG0000909	LOC108024413|XP_016949817.1|DBIA	LOC109397293|XP_019525165.1|AEAL, LOC109416831|XP_019546450.1|AEAL
OG0000910	LOC108036100|XP_016967559.1|DBIA, LOC108031801|XP_016961010.1|DBIA	LOC109397646|XP_029709768.1|AEAL, LOC109418954|XP_029733589.1|AEAL
OG0000911	LOC108023061|XP_016947797.1|DBIA	LOC109403803|XP_029722364.1|AEAL
OG0000912	LOC108030517|XP_016958895.1|DBIA	LOC109407390|XP_019535943.1|AEAL, LOC109416014|XP_029722180.1|AEAL, LOC115263252|XP_029722175.1|AEAL
OG0000914	LOC108022208|XP_016946551.1|DBIA	LOC109412349|XP_019541537.2|AEAL, LOC109416192|XP_019545725.2|AEAL, LOC109419851|XP_029708855.1|AEAL, LOC115255562|XP_029709541.1|AEAL, LOC109420602|XP_019550508.1|AEAL, LOC109419834|XP_019549667.1|AEAL, LOC109419835|XP_029709547.1|AEAL, LOC115255563|XP_029709542.1|AEAL
OG0000915	LOC108036285|XP_016967785.1|DBIA, LOC108021942|XP_016946258.1|DBIA	LOC115258519|XP_029714503.1|AEAL, LOC109410253|XP_029721830.1|AEAL
OG0000916	LOC108036094|XP_016967534.1|DBIA	LOC109417728|XP_029709163.1|AEAL, LOC109415159|XP_029719636.1|AEAL
OG0000917	LOC108032529|XP_016961877.1|DBIA	LOC109402487|XP_029720072.1|AEAL
OG0000918	LOC108032861|XP_016962354.1|DBIA, LOC108027669|XP_016954703.1|DBIA	LOC109429677|XP_019561229.2|AEAL
OG0000920	LOC108033176|XP_016962902.1|DBIA	LOC109432334|XP_019564219.2|AEAL, LOC109432255|XP_029732163.1|AEAL, LOC109432313|XP_019564197.2|AEAL, LOC109419378|XP_029735157.1|AEAL
OG0000922	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA	LOC109409026|XP_019537987.1|AEAL, LOC109429147|XP_029719389.1|AEAL
OG0000923	LOC108028090|XP_016955223.1|DBIA, LOC108031671|XP_016960800.1|DBIA	LOC109417152|XP_019546823.1|AEAL
OG0000924	LOC108034936|XP_016965734.1|DBIA	LOC109622219|XP_019932015.2|AEAL, LOC115253634|XP_029731518.1|AEAL, LOC109431563|XP_019563336.2|AEAL
OG0000925	LOC108025092|XP_016950843.1|DBIA, LOC108025088|XP_016950838.1|DBIA	LOC109407685|XP_019536382.1|AEAL, LOC109425930|XP_019556862.1|AEAL
OG0000935	LOC108024492|XP_016949915.1|DBIA	LOC115267132|XP_029729828.1|AEAL, LOC109401879|XP_029709717.1|AEAL, LOC109414708|XP_029709689.1|AEAL
OG0000936	LOC108023944|XP_016949121.1|DBIA	LOC109398378|XP_019526267.1|AEAL
OG0000937	LOC108025470|XP_016951462.1|DBIA	LOC115261123|XP_029718352.1|AEAL, LOC109433419|XP_019565395.2|AEAL, LOC109403292|XP_019531642.2|AEAL, LOC115260685|XP_029717733.1|AEAL, LOC109424625|XP_029717727.1|AEAL, LOC109412940|XP_029717671.1|AEAL, LOC109412941|XP_019542135.2|AEAL, LOC115253687|XP_029717721.1|AEAL, LOC109424643|XP_019555354.1|AEAL
OG0000938	LOC108022327|XP_016946677.1|DBIA, LOC108026675|XP_016953240.1|DBIA	LOC115257155|XP_029712412.1|AEAL, LOC109427753|XP_029717813.1|AEAL, LOC109409289|XP_019538309.2|AEAL, LOC109431357|XP_019563123.1|AEAL
OG0000940	LOC108021992|XP_016946321.1|DBIA, LOC108031095|XP_016959796.1|DBIA	LOC109405642|XP_019534258.2|AEAL
OG0000941	LOC108025168|XP_016950935.1|DBIA, LOC108023734|XP_016948861.1|DBIA	LOC109621632|XP_019931274.1|AEAL, LOC109400128|XP_019528162.1|AEAL
OG0000942	LOC108028254|XP_016955428.1|DBIA	LOC109400734|XP_019528773.2|AEAL
OG0000943	LOC108030082|XP_016958208.1|DBIA	LOC109406109|XP_029722410.1|AEAL, LOC109403772|XP_029722401.1|AEAL
OG0000944	LOC108024028|XP_016949284.1|DBIA, LOC108032445|XP_016961759.1|DBIA	LOC109430831|XP_019562464.1|AEAL, LOC115254104|XP_029722020.1|AEAL, LOC115263221|XP_029722072.1|AEAL
OG0000945	LOC108029172|XP_016956812.1|DBIA, LOC108029257|XP_016956945.1|DBIA	LOC109399440|XP_019527427.2|AEAL, LOC109398068|XP_019525978.2|AEAL
OG0000946	LOC108036735|XP_016968529.1|DBIA	LOC115260918|XP_029718135.1|AEAL, LOC109409286|XP_019538266.2|AEAL, LOC109419566|XP_019549323.2|AEAL, LOC109409281|XP_029714428.1|AEAL, LOC115253445|XP_029718127.1|AEAL
OG0000947	LOC108026655|XP_016953181.1|DBIA	LOC109421462|XP_019551502.1|AEAL, LOC115261046|XP_029718267.1|AEAL, LOC109421452|XP_019551491.1|AEAL, LOC109432494|XP_019564371.2|AEAL, LOC109421386|XP_029718266.1|AEAL, LOC115262899|XP_029721647.1|AEAL
OG0000948	LOC108035440|XP_016966563.1|DBIA	LOC109414160|XP_019543485.2|AEAL, LOC115257199|XP_029712494.1|AEAL
OG0000949	LOC108032391|XP_016961736.1|DBIA	LOC115263953|XP_029723118.1|AEAL
OG0000949	LOC108032497|XP_016961846.1|DBIA	LOC109426084|XP_029721569.1|AEAL, LOC115253787|XP_029721893.1|AEAL, LOC115262578|XP_029720830.1|AEAL
OG0000950	LOC108027072|XP_016953775.1|DBIA	LOC109429504|XP_019561020.2|AEAL
OG0000951	LOC108027414|XP_016954341.1|DBIA	LOC109400200|XP_019528224.1|AEAL, LOC109427110|XP_019558226.1|AEAL
OG0000963	LOC108035825|XP_016967064.1|DBIA	LOC109427046|XP_019558142.2|AEAL, LOC109623357|XP_019933460.1|AEAL, LOC115262669|XP_029721132.1|AEAL, LOC109424775|XP_019555505.2|AEAL, LOC115256573|XP_029711205.1|AEAL
OG0000964	LOC108035768|XP_016966961.1|DBIA, LOC108022663|XP_016947219.1|DBIA	LOC109415209|XP_029710432.1|AEAL, LOC109423491|XP_019554003.2|AEAL
OG0000965	LOC108023687|XP_016948797.1|DBIA	LOC109433003|XP_029709754.1|AEAL, LOC109397576|XP_029734225.1|AEAL
OG0000966	LOC108029326|XP_016957010.1|DBIA, LOC108025117|XP_016950871.1|DBIA	LOC109431398|XP_019563160.1|AEAL
OG0000968	LOC108035402|XP_016966511.1|DBIA	LOC109412121|XP_029732345.1|AEAL, LOC115253446|XP_029723160.1|AEAL, LOC109417626|XP_029727505.1|AEAL
OG0000969	LOC108022171|XP_016946505.1|DBIA, LOC108025129|XP_016950886.1|DBIA	LOC115270221|XP_029735341.1|AEAL, LOC109430680|XP_019562304.1|AEAL, LOC115270242|XP_029735369.1|AEAL
OG0000970	LOC108026396|XP_016952808.1|DBIA	LOC115254074|XP_029718985.1|AEAL, LOC109427211|XP_019558262.2|AEAL, LOC115262420|XP_029720674.1|AEAL
OG0000971	LOC108035276|XP_016966329.1|DBIA, LOC108034965|XP_016965767.1|DBIA	LOC115255419|XP_029709397.1|AEAL, LOC109417637|XP_029709415.1|AEAL
OG0000972	LOC108028304|XP_016955515.1|DBIA, LOC108023245|XP_016948013.1|DBIA	LOC115266793|XP_029729236.1|AEAL, LOC109433592|XP_029729229.1|AEAL
OG0000973	LOC108025685|XP_016951709.1|DBIA	LOC115262652|XP_029721047.1|AEAL, LOC109397414|XP_019525280.2|AEAL, LOC115262789|XP_029721535.1|AEAL, LOC109405854|XP_019534458.2|AEAL
OG0000974	LOC108034728|XP_016965156.1|DBIA	LOC109415133|XP_029728070.1|AEAL, LOC109414954|XP_029718762.1|AEAL, LOC115266231|XP_029728071.1|AEAL, LOC109415287|XP_029728077.1|AEAL, LOC109414965|XP_019544357.2|AEAL, LOC109416051|XP_019545558.2|AEAL
OG0000975	LOC108024728|XP_016950310.1|DBIA	LOC115265118|XP_029725210.1|AEAL, LOC109422629|XP_029725215.1|AEAL, LOC109402818|XP_029736442.1|AEAL, LOC115253468|XP_019552997.1|AEAL
OG0000976	LOC108031403|XP_016960276.1|DBIA	LOC109429101|XP_029719401.1|AEAL
OG0000977	LOC108032003|XP_016961288.1|DBIA	LOC115268914|XP_029732985.1|AEAL, LOC109411942|XP_029733037.1|AEAL
OG0000978	LOC108036251|XP_016967749.1|DBIA, LOC108024518|XP_016949958.1|DBIA	LOC109418544|XP_029712891.1|AEAL
OG0000988	LOC108034136|XP_016964414.1|DBIA	LOC109397933|XP_029709610.1|AEAL
OG0000990	LOC108024263|XP_016949639.1|DBIA	LOC109401923|XP_029711018.1|AEAL, LOC115253970|XP_029710973.1|AEAL
OG0000991	LOC108033083|XP_016962746.1|DBIA	LOC109405326|XP_029717354.1|AEAL, LOC109422984|XP_029717370.1|AEAL
OG0000992	LOC108036245|XP_016967742.1|DBIA, LOC108024866|XP_016950497.1|DBIA	LOC109423501|XP_029722788.1|AEAL
OG0000993	LOC108025362|XP_016951311.1|DBIA, LOC108025013|XP_016950757.1|DBIA	LOC109430248|XP_019561844.1|AEAL
OG0000994	LOC108033218|XP_016962970.1|DBIA	LOC115264150|XP_029723388.1|AEAL, LOC109423637|XP_029719504.1|AEAL, LOC115264138|XP_029723372.1|AEAL
OG0000995	LOC108033495|XP_016963323.1|DBIA	LOC109418045|XP_019547754.2|AEAL
OG0000996	LOC108030191|XP_016958431.1|DBIA	LOC109413170|XP_029716557.1|AEAL, LOC109418102|XP_019547834.2|AEAL
OG0000997	LOC108036898|XP_016968767.1|DBIA, LOC108029851|XP_016957829.1|DBIA	LOC109403065|XP_029710284.1|AEAL, LOC109623182|XP_029734570.1|AEAL, LOC115256166|XP_029710287.1|AEAL
OG0000998	LOC108027963|XP_016955080.1|DBIA	LOC109622191|XP_029735847.1|AEAL, LOC109408655|XP_019537542.2|AEAL
OG0000999	LOC108022270|XP_016946617.1|DBIA, LOC108023695|XP_016948808.1|DBIA	LOC115266678|XP_029729061.1|AEAL, LOC109408226|XP_019537027.1|AEAL
OG0001000	LOC108022035|XP_016946370.1|DBIA	LOC115257630|XP_029713317.1|AEAL, LOC109408059|XP_029720699.1|AEAL
OG0001001	LOC108026741|XP_016953350.1|DBIA	LOC115258869|XP_029715165.1|AEAL, LOC115258862|XP_029715154.1|AEAL, LOC109398676|XP_029714592.1|AEAL, LOC109407264|XP_029715002.1|AEAL, LOC115258466|XP_029714442.1|AEAL, LOC115258469|XP_029714445.1|AEAL, LOC115258467|XP_029714443.1|AEAL, LOC109398727|XP_029714441.1|AEAL, LOC109407263|XP_029715150.1|AEAL
OG0001002	LOC108034190|XP_016964501.1|DBIA	LOC115255070|XP_029708692.1|AEAL, LOC109417021|XP_019546696.2|AEAL, LOC115255075|XP_029708701.1|AEAL, LOC115255433|XP_029709428.1|AEAL
OG0001003	LOC108036864|XP_016968729.1|DBIA, LOC108029597|XP_016957458.1|DBIA	LOC109422594|XP_019552943.1|AEAL, LOC109402843|XP_019531124.1|AEAL
OG0001004	LOC108027003|XP_016953691.1|DBIA, LOC108031123|XP_016959824.1|DBIA	LOC115269140|XP_029733401.1|AEAL, LOC115261448|XP_029718978.1|AEAL, LOC109427224|XP_029718936.1|AEAL
OG0001005	LOC108033263|XP_016963019.1|DBIA, LOC108023450|XP_016948430.1|DBIA	LOC109416159|XP_019545676.1|AEAL, LOC109404974|XP_019533501.2|AEAL, LOC115261536|XP_029719233.1|AEAL
OG0001006	LOC108031212|XP_016959936.1|DBIA, LOC108030675|XP_016959192.1|DBIA	LOC109411193|XP_019540233.1|AEAL
OG0001007	LOC108026951|XP_016953653.1|DBIA, LOC108028678|XP_016956107.1|DBIA	LOC109399093|XP_019527067.1|AEAL
OG0001008	LOC108024457|XP_016949863.1|DBIA, LOC108025611|XP_016951635.1|DBIA	LOC109410641|XP_019539710.1|AEAL
OG0001009	LOC108031140|XP_016959844.1|DBIA, LOC108025059|XP_016950805.1|DBIA	LOC109404809|XP_019533303.1|AEAL
OG0001019	LOC108025234|XP_016951070.1|DBIA	LOC115267306|XP_029730087.1|AEAL, LOC115269151|XP_029733424.1|AEAL
OG0001019	LOC108025031|XP_016950776.1|DBIA	LOC109427444|XP_029710436.1|AEAL, LOC109410171|XP_029729551.1|AEAL, LOC115269118|XP_029733390.1|AEAL, LOC115256458|XP_029710945.1|AEAL, LOC109433640|XP_019565640.2|AEAL, LOC115269277|XP_029733714.1|AEAL
OG0001020	LOC108027548|XP_016954498.1|DBIA	LOC109428446|XP_019559756.2|AEAL, LOC109422153|XP_019552341.2|AEAL, LOC109428444|XP_029710681.1|AEAL
OG0001022	LOC108031309|XP_016960043.1|DBIA, LOC108025890|XP_016952057.1|DBIA	LOC115260504|XP_029717288.1|AEAL, LOC109427745|XP_019558884.1|AEAL
OG0001024	LOC108025335|XP_016951253.1|DBIA	LOC109400992|XP_019529005.2|AEAL, LOC109398248|XP_019526120.2|AEAL, LOC115255015|XP_029708580.1|AEAL
OG0001025	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA	LOC109411807|XP_029725877.1|AEAL, LOC109419671|XP_029725920.1|AEAL
OG0001026	LOC108029578|XP_016957429.1|DBIA	LOC115254755|XP_029708284.1|AEAL, LOC115256370|XP_029710595.1|AEAL, LOC109427470|XP_019558569.2|AEAL, LOC115254769|XP_029708296.1|AEAL
OG0001027	LOC108035934|XP_016967212.1|DBIA	LOC109430927|XP_019562583.1|AEAL, LOC109431669|XP_019563464.1|AEAL, LOC115259273|XP_029715663.1|AEAL, LOC109430982|XP_019562651.2|AEAL, LOC115267514|XP_029730464.1|AEAL, LOC109431720|XP_029714372.1|AEAL, LOC115259271|XP_029715661.1|AEAL, LOC115267493|XP_029730371.1|AEAL
OG0001028	LOC108029018|XP_016956552.1|DBIA	LOC115270178|XP_029735284.1|AEAL, LOC115269720|XP_029734404.1|AEAL, LOC109428739|XP_019560110.2|AEAL, LOC109424262|XP_029734403.1|AEAL, LOC115270179|XP_029735285.1|AEAL, LOC109428720|XP_019560089.1|AEAL, LOC115269722|XP_029734407.1|AEAL, LOC109426302|XP_019557307.2|AEAL
OG0001029	LOC108036516|XP_016968211.1|DBIA	LOC115262551|XP_029720817.1|AEAL, LOC109402256|XP_029732840.1|AEAL, LOC109417933|XP_029730316.1|AEAL, LOC115265333|XP_029725778.1|AEAL, LOC115267193|XP_029729925.1|AEAL
OG0001031	LOC108025776|XP_016951916.1|DBIA, LOC108035855|XP_016967089.1|DBIA, LOC108021917|XP_016946233.1|DBIA, LOC108035588|XP_016966751.1|DBIA	LOC115255160|XP_029708926.1|AEAL, LOC109428100|XP_029708906.1|AEAL, LOC109427628|XP_029708460.1|AEAL
OG0001032	LOC108027376|XP_016954296.1|DBIA	LOC109421539|XP_019551606.2|AEAL
OG0001033	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA	LOC109412633|XP_029724452.1|AEAL, LOC109415901|XP_029724407.1|AEAL
OG0001042	LOC108025420|XP_016951392.1|DBIA	LOC109421990|XP_019552169.2|AEAL, LOC115256355|XP_029710555.1|AEAL, LOC109421988|XP_019552167.2|AEAL, LOC115256356|XP_029710556.1|AEAL, LOC115257006|XP_029712097.1|AEAL, LOC115256354|XP_029710554.1|AEAL, LOC109421989|XP_019552168.2|AEAL
OG0001043	LOC108024013|XP_016949261.1|DBIA	LOC109427671|XP_019558802.2|AEAL, LOC109427670|XP_019558801.2|AEAL, LOC109431443|XP_019563193.2|AEAL
OG0001044	LOC108036671|XP_016968442.1|DBIA	LOC109425483|XP_019556293.2|AEAL, LOC109425494|XP_019556300.2|AEAL, LOC115258407|XP_029714358.1|AEAL, LOC109410267|XP_029728717.1|AEAL
OG0001045	LOC108030415|XP_016958789.1|DBIA	LOC109416372|XP_019545957.2|AEAL, LOC115263417|XP_029722567.1|AEAL, LOC109430046|XP_019561618.2|AEAL, LOC115267355|XP_029730165.1|AEAL, LOC109416371|XP_019545956.2|AEAL, LOC115263411|XP_029722558.1|AEAL, LOC109416370|XP_019545955.1|AEAL, LOC109430045|XP_029730166.1|AEAL
OG0001046	LOC108022771|XP_016947368.1|DBIA, LOC108022770|XP_016947367.1|DBIA	LOC115264336|XP_029723865.1|AEAL, LOC109414894|XP_019544283.1|AEAL
OG0001047	LOC108029631|XP_016957516.1|DBIA	LOC109409491|XP_019538493.2|AEAL
OG0001049	LOC108035412|XP_016966522.1|DBIA	LOC109400687|XP_029734861.1|AEAL, LOC109404591|XP_029734927.1|AEAL
OG0001050	LOC108035006|XP_016965838.1|DBIA	LOC109399473|XP_029735713.1|AEAL, LOC109398008|XP_029714089.1|AEAL
OG0001052	LOC108036154|XP_016967634.1|DBIA	LOC115253443|XP_029727442.1|AEAL, LOC109430157|XP_029718246.1|AEAL
OG0001053	LOC108021969|XP_016946296.1|DBIA	LOC109426359|XP_019557368.2|AEAL, LOC109621627|XP_029707852.1|AEAL
OG0001054	LOC108032190|XP_016961535.1|DBIA, LOC108032191|XP_016961536.1|DBIA	LOC109419219|XP_019548976.2|AEAL
OG0001055	LOC108025422|XP_016951395.1|DBIA, LOC108025497|XP_016951500.1|DBIA	LOC109415804|XP_029727885.1|AEAL
OG0001056	LOC108033422|XP_016963232.1|DBIA, LOC108025779|XP_016951883.1|DBIA	LOC115261503|XP_029719096.1|AEAL, LOC109404499|XP_019532938.1|AEAL
OG0001057	LOC108032656|XP_016962101.1|DBIA	LOC109404972|XP_029719253.1|AEAL, LOC109416171|XP_029719194.1|AEAL
OG0001058	LOC108024810|XP_016950422.1|DBIA	LOC109399531|XP_029724170.1|AEAL, LOC115254137|XP_029724585.1|AEAL
OG0001059	LOC108035869|XP_016967107.1|DBIA	LOC109426376|XP_019557394.2|AEAL
OG0001060	LOC108023353|XP_016948191.1|DBIA	LOC109405658|XP_019534272.1|AEAL
OG0001072	LOC108023375|XP_016948267.1|DBIA	LOC109415238|XP_019544670.2|AEAL
OG0001073	LOC108025214|XP_016951050.1|DBIA	LOC115267820|XP_029731081.1|AEAL, LOC109415486|XP_019544914.2|AEAL, LOC109402626|XP_029711922.1|AEAL, LOC109402627|XP_019530875.2|AEAL, LOC109415428|XP_029729800.1|AEAL, LOC115269640|XP_029734333.1|AEAL, LOC109402620|XP_029710631.1|AEAL, LOC109406617|XP_029708405.1|AEAL
OG0001074	LOC108029777|XP_016957776.1|DBIA	LOC109403697|XP_019532090.2|AEAL, LOC115267914|XP_029731428.1|AEAL
OG0001076	LOC108035860|XP_016967094.1|DBIA	LOC115257321|XP_029712638.1|AEAL, LOC115263788|XP_029723028.1|AEAL, LOC109622686|XP_029708424.1|AEAL, LOC115261432|XP_029718945.1|AEAL, LOC109429250|XP_019560708.2|AEAL, LOC109398328|XP_029720173.1|AEAL, LOC109409342|XP_029727105.1|AEAL, LOC109412639|XP_029725311.1|AEAL, LOC115268187|XP_029732098.1|AEAL, LOC115265348|XP_029725897.1|AEAL, LOC115261610|XP_029719369.1|AEAL, LOC115260461|XP_029717266.1|AEAL, LOC109409192|XP_029708294.1|AEAL, LOC115260707|XP_029717785.1|AEAL, LOC109398263|XP_019526131.2|AEAL, LOC115264313|XP_029723848.1|AEAL, LOC115269427|XP_029734022.1|AEAL, LOC115263689|XP_029722774.1|AEAL, LOC109424330|XP_029710409.1|AEAL, LOC109622513|XP_029709844.1|AEAL, LOC115271034|XP_029736321.1|AEAL, LOC109414040|XP_029729073.1|AEAL, LOC109401945|XP_029722784.1|AEAL, LOC115270278|XP_029735446.1|AEAL, LOC109414846|XP_029735448.1|AEAL, LOC109402257|XP_029729105.1|AEAL, LOC115265435|XP_029726406.1|AEAL, LOC115253764|XP_029730965.1|AEAL, LOC115265434|XP_029726402.1|AEAL
OG0001078	LOC108035811|XP_016967047.1|DBIA	LOC115264182|XP_029723477.1|AEAL, LOC109411507|XP_019540591.1|AEAL, LOC109400580|XP_019528610.2|AEAL, LOC109404918|XP_019533415.2|AEAL
OG0001079	LOC108035059|XP_016965934.1|DBIA	LOC109410372|XP_019539467.2|AEAL, LOC109621707|XP_029726178.1|AEAL
OG0001080	LOC108029088|XP_016956669.1|DBIA	LOC109622562|XP_029726246.1|AEAL, LOC109409585|XP_019538590.2|AEAL
OG0001081	LOC108031538|XP_016960564.1|DBIA	LOC109622423|XP_019932295.2|AEAL, LOC109419710|XP_019549526.2|AEAL, LOC109398194|XP_019526055.2|AEAL
OG0001082	LOC108022875|XP_016947557.1|DBIA	LOC109399245|XP_019527227.2|AEAL
OG0001083	LOC108035478|XP_016966617.1|DBIA	LOC109407765|XP_019536486.2|AEAL
OG0001084	LOC108030069|XP_016958159.1|DBIA	LOC109424102|XP_029736069.1|AEAL, LOC109397337|XP_029725752.1|AEAL, LOC109420256|XP_029725771.1|AEAL
OG0001086	LOC108031172|XP_016959881.1|DBIA, LOC108026537|XP_016952974.1|DBIA	LOC109408016|XP_019536778.2|AEAL, LOC109405149|XP_019533711.2|AEAL
OG0001087	LOC108034016|XP_016964239.1|DBIA, LOC108033872|XP_016964003.1|DBIA	LOC115270026|XP_029734800.1|AEAL, LOC109400725|XP_029734785.1|AEAL
