Orthogroup	DBIA.longest_only	DALB.longest_only
OG0000928	LOC108032695|XP_016962158.1|DBIA, LOC108032696|XP_016962162.1|DBIA	LOC117563587|XP_034097864.1|DALB, LOC117563589|XP_034097865.1|DALB, LOC117563209|XP_034097289.1|DALB
OG0000929	LOC108029241|XP_016956925.1|DBIA	LOC117563995|XP_034098476.1|DALB
OG0000929	LOC108029242|XP_016956926.1|DBIA	LOC117563996|XP_034098477.1|DALB
OG0000930	LOC108030526|XP_016958905.1|DBIA, LOC108030663|XP_016959174.1|DBIA	LOC117571734|XP_034109944.1|DALB
OG0000931	LOC108022289|XP_016946637.1|DBIA	LOC117571251|XP_034109196.1|DALB
OG0000931	LOC108032440|XP_016961753.1|DBIA	LOC117563946|XP_034098408.1|DALB
OG0000932	LOC108028073|XP_016955203.1|DBIA	LOC117564370|XP_034098978.1|DALB, LOC117564667|XP_034099422.1|DALB
OG0000933	LOC108022179|XP_016946520.1|DBIA	LOC117570383|XP_034107869.1|DALB
OG0000933	LOC108023095|XP_016947845.1|DBIA	LOC117570384|XP_034107872.1|DALB
OG0000934	LOC108029734|XP_016957710.1|DBIA, LOC108029735|XP_016957711.1|DBIA	LOC117569622|XP_034106750.1|DALB, LOC117569623|XP_034106751.1|DALB
OG0000935	LOC108024492|XP_016949915.1|DBIA	LOC117573817|XP_034113134.1|DALB
OG0000936	LOC108023944|XP_016949121.1|DBIA	LOC117570689|XP_034108386.1|DALB
OG0000938	LOC108026675|XP_016953240.1|DBIA	LOC117573958|XP_034113392.1|DALB
OG0000939	LOC108033849|XP_016963972.1|DBIA	LOC117564610|XP_034099357.1|DALB
OG0000940	LOC108021992|XP_016946321.1|DBIA	LOC117577954|XP_034118888.1|DALB
OG0000940	LOC108031095|XP_016959796.1|DBIA	LOC117569688|XP_034106829.1|DALB
OG0000941	LOC108023734|XP_016948861.1|DBIA	LOC117577589|XP_034118324.1|DALB
OG0000942	LOC108028254|XP_016955428.1|DBIA	LOC117566829|XP_034102289.1|DALB
OG0000943	LOC108030082|XP_016958208.1|DBIA	LOC117567542|XP_034103480.1|DALB
OG0000944	LOC108024028|XP_016949284.1|DBIA	LOC117577556|XP_034118280.1|DALB
OG0000944	LOC108032445|XP_016961759.1|DBIA	LOC117575856|XP_034116167.1|DALB
OG0000945	LOC108029172|XP_016956812.1|DBIA, LOC108029257|XP_016956945.1|DBIA	LOC117567513|XP_034103449.1|DALB
OG0000946	LOC108036735|XP_016968529.1|DBIA	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB
OG0000947	LOC108026655|XP_016953181.1|DBIA	LOC117571451|XP_034109489.1|DALB
OG0000948	LOC108035440|XP_016966563.1|DBIA	LOC117572178|XP_034110721.1|DALB
OG0000949	LOC108032391|XP_016961736.1|DBIA	LOC117565923|XP_034101190.1|DALB
OG0000949	LOC108032497|XP_016961846.1|DBIA	LOC117565933|XP_034101213.1|DALB
OG0000950	LOC108027072|XP_016953775.1|DBIA	LOC117576214|XP_034116710.1|DALB
OG0000951	LOC108027414|XP_016954341.1|DBIA	LOC117576018|XP_034116417.1|DALB
OG0000952	LOC108036808|XP_016968648.1|DBIA, LOC108036647|XP_016968416.1|DBIA, LOC108034291|XP_016964640.1|DBIA, LOC108022616|XP_016947148.1|DBIA	LOC117563833|XP_034098252.1|DALB
OG0000954	LOC108029423|XP_016957156.1|DBIA	LOC117572679|XP_034111603.1|DALB, LOC117568521|XP_034105114.1|DALB, LOC117572680|XP_034111604.1|DALB, LOC117572678|XP_034111602.1|DALB, LOC117568611|XP_034105263.1|DALB, LOC117572681|XP_034111606.1|DALB
OG0000955	LOC108024331|XP_016949722.1|DBIA	LOC117573900|XP_034113299.1|DALB
OG0000955	LOC108024332|XP_016949723.1|DBIA	LOC117574481|XP_034114209.1|DALB
OG0000956	LOC108032080|XP_016961392.1|DBIA	LOC117576792|XP_034117742.1|DALB
OG0000956	LOC108032176|XP_016961518.1|DBIA	LOC117576100|XP_034116549.1|DALB
OG0000957	LOC108022106|XP_016946438.1|DBIA	LOC117566541|XP_034101973.1|DALB
OG0000958	LOC108024911|XP_016950590.1|DBIA, LOC108022365|XP_016946735.1|DBIA	LOC117568423|XP_034104963.1|DALB
OG0000959	LOC108035876|XP_016967115.1|DBIA, LOC108025390|XP_016951352.1|DBIA	LOC117565374|XP_034100334.1|DALB, LOC117574475|XP_034114204.1|DALB
OG0000960	LOC108023246|XP_016948014.1|DBIA	LOC117575827|XP_034116122.1|DALB, LOC117576993|XP_034118070.1|DALB, LOC117575902|XP_034116238.1|DALB, LOC117574508|XP_034114258.1|DALB, LOC117575901|XP_034116235.1|DALB, LOC117569004|XP_034105882.1|DALB, LOC117577091|XP_034118083.1|DALB
OG0000961	LOC108030558|XP_016958942.1|DBIA	LOC117571816|XP_034110078.1|DALB
OG0000961	LOC108030561|XP_016958947.1|DBIA	LOC117571815|XP_034110076.1|DALB
OG0000963	LOC108035825|XP_016967064.1|DBIA	LOC117577968|XP_034118914.1|DALB
OG0000964	LOC108035768|XP_016966961.1|DBIA, LOC108022663|XP_016947219.1|DBIA	LOC117570877|XP_034108661.1|DALB
OG0000965	LOC108023687|XP_016948797.1|DBIA	LOC117576869|XP_034117866.1|DALB
OG0000966	LOC108029326|XP_016957010.1|DBIA, LOC108025117|XP_016950871.1|DBIA	LOC117568065|XP_034104314.1|DALB
OG0000968	LOC108035402|XP_016966511.1|DBIA	LOC117568512|XP_034105105.1|DALB
OG0000969	LOC108022171|XP_016946505.1|DBIA	LOC117567320|XP_034103110.1|DALB
OG0000970	LOC108026396|XP_016952808.1|DBIA	LOC117573597|XP_034112782.1|DALB
OG0000971	LOC108035276|XP_016966329.1|DBIA, LOC108034965|XP_016965767.1|DBIA	LOC117564194|XP_034098759.1|DALB
OG0000972	LOC108028304|XP_016955515.1|DBIA	LOC117567498|XP_034103419.1|DALB
OG0000973	LOC108025685|XP_016951709.1|DBIA	LOC117570199|XP_034107580.1|DALB
OG0000974	LOC108034728|XP_016965156.1|DBIA	LOC117566391|XP_034101790.1|DALB
OG0000975	LOC108024728|XP_016950310.1|DBIA	LOC117573970|XP_034113401.1|DALB
OG0000976	LOC108031403|XP_016960276.1|DBIA	LOC117574839|XP_034114721.1|DALB
OG0000977	LOC108032003|XP_016961288.1|DBIA	LOC117573533|XP_034112674.1|DALB
OG0000978	LOC108036251|XP_016967749.1|DBIA, LOC108024518|XP_016949958.1|DBIA	LOC117573698|XP_034112951.1|DALB
OG0000979	LOC108026659|XP_016953187.1|DBIA	LOC117572496|XP_034111238.1|DALB
OG0000980	LOC108030947|XP_016959635.1|DBIA	LOC117576728|XP_034117640.1|DALB
OG0000981	LOC108033460|XP_016963284.1|DBIA	LOC117565479|XP_034100475.1|DALB
OG0000982	LOC108025034|XP_016950778.1|DBIA, LOC108031626|XP_016960720.1|DBIA, LOC108027189|XP_016953979.1|DBIA, LOC108027190|XP_016953980.1|DBIA	LOC117575424|XP_034115515.1|DALB
OG0000984	LOC108025983|XP_016952165.1|DBIA	LOC117571238|XP_034109183.1|DALB
OG0000985	LOC108022061|XP_016946395.1|DBIA	LOC117567459|XP_034103365.1|DALB
OG0000985	LOC108022060|XP_016946393.1|DBIA	LOC117568882|XP_034105673.1|DALB
OG0000986	LOC108033370|XP_016963177.1|DBIA	LOC117565557|XP_034100616.1|DALB
OG0000987	LOC108032487|XP_016961796.1|DBIA	LOC117564830|XP_034099646.1|DALB
OG0000990	LOC108024263|XP_016949639.1|DBIA	LOC117578241|XP_034119552.1|DALB
OG0000991	LOC108033083|XP_016962746.1|DBIA	LOC117577906|XP_034118798.1|DALB
OG0000992	LOC108036245|XP_016967742.1|DBIA, LOC108024866|XP_016950497.1|DBIA	LOC117573420|XP_034112517.1|DALB
OG0000993	LOC108025362|XP_016951311.1|DBIA, LOC108025013|XP_016950757.1|DBIA	LOC117575298|XP_034115339.1|DALB
OG0000994	LOC108033218|XP_016962970.1|DBIA	LOC117577746|XP_034118548.1|DALB
OG0000995	LOC108033495|XP_016963323.1|DBIA	LOC117567794|XP_034103912.1|DALB
OG0000996	LOC108030191|XP_016958431.1|DBIA	LOC117569493|XP_034106565.1|DALB
OG0000997	LOC108036898|XP_016968767.1|DBIA, LOC108029851|XP_016957829.1|DBIA	LOC117570903|XP_034108698.1|DALB
OG0000998	LOC108027963|XP_016955080.1|DBIA	LOC117572254|XP_034110833.1|DALB
OG0000999	LOC108022270|XP_016946617.1|DBIA, LOC108023695|XP_016948808.1|DBIA	LOC117565821|XP_034101016.1|DALB
OG0001000	LOC108022035|XP_016946370.1|DBIA	LOC117567199|XP_034102918.1|DALB
OG0001001	LOC108026741|XP_016953350.1|DBIA	LOC117569255|XP_034106219.1|DALB
OG0001002	LOC108034190|XP_016964501.1|DBIA	LOC117565196|XP_034100091.1|DALB
OG0001003	LOC108036864|XP_016968729.1|DBIA, LOC108029597|XP_016957458.1|DBIA	LOC117575955|XP_034116324.1|DALB
OG0001004	LOC108031123|XP_016959824.1|DBIA	LOC117575813|XP_034116097.1|DALB
OG0001005	LOC108033263|XP_016963019.1|DBIA, LOC108023450|XP_016948430.1|DBIA	LOC117570208|XP_034107592.1|DALB
OG0001006	LOC108031212|XP_016959936.1|DBIA, LOC108030675|XP_016959192.1|DBIA	LOC117571697|XP_034109882.1|DALB
OG0001007	LOC108028678|XP_016956107.1|DBIA	LOC117573232|XP_034112174.1|DALB, LOC117568272|XP_034104654.1|DALB
OG0001008	LOC108024457|XP_016949863.1|DBIA, LOC108025611|XP_016951635.1|DBIA	LOC117567040|XP_034102641.1|DALB, LOC117576153|XP_034116621.1|DALB
OG0001009	LOC108031140|XP_016959844.1|DBIA, LOC108025059|XP_016950805.1|DBIA	LOC117575770|XP_034116027.1|DALB
OG0001010	LOC108023365|XP_016948253.1|DBIA, LOC108036842|XP_016968696.1|DBIA	LOC117565022|XP_034099858.1|DALB
OG0001011	LOC108033538|XP_016963371.1|DBIA	LOC117564539|XP_034099251.1|DALB
OG0001012	LOC108032969|XP_016962529.1|DBIA, LOC108033023|XP_016962640.1|DBIA	LOC117578170|XP_034119351.1|DALB, LOC117578169|XP_034119349.1|DALB
OG0001013	LOC108035090|XP_016965999.1|DBIA	LOC117572469|XP_034111207.1|DALB
OG0001013	LOC108028086|XP_016955217.1|DBIA	LOC117568614|XP_034105266.1|DALB
OG0001014	LOC108028474|XP_016955824.1|DBIA	LOC117569474|XP_034106533.1|DALB
OG0001014	LOC108035368|XP_016966456.1|DBIA	LOC117568105|XP_034104388.1|DALB
OG0001015	LOC108027598|XP_016954606.1|DBIA	LOC117577743|XP_034118545.1|DALB
OG0001015	LOC108027629|XP_016954640.1|DBIA	LOC117577812|XP_034118633.1|DALB
OG0001016	LOC108026095|XP_016952284.1|DBIA, LOC108026106|XP_016952295.1|DBIA, LOC108033045|XP_016962660.1|DBIA	LOC117564638|XP_034099390.1|DALB, LOC117569705|XP_034106864.1|DALB
OG0001017	LOC108036378|XP_016967968.1|DBIA	LOC117571541|XP_034109625.1|DALB
OG0001020	LOC108027548|XP_016954498.1|DBIA	LOC117567376|XP_034103215.1|DALB
OG0001021	LOC108034022|XP_016964246.1|DBIA	LOC117566208|XP_034101627.1|DALB
OG0001022	LOC108025890|XP_016952057.1|DBIA	LOC117564466|XP_034099149.1|DALB
OG0001025	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA	LOC117570523|XP_034108116.1|DALB, LOC117570992|XP_034108831.1|DALB, LOC117572512|XP_034111257.1|DALB, LOC117572504|XP_034111247.1|DALB
OG0001026	LOC108029578|XP_016957429.1|DBIA	LOC117572187|XP_034110733.1|DALB, LOC117568642|XP_034105325.1|DALB
OG0001027	LOC108035934|XP_016967212.1|DBIA	LOC117572768|XP_034111747.1|DALB
OG0001028	LOC108029018|XP_016956552.1|DBIA	LOC117563841|XP_034098261.1|DALB
OG0001029	LOC108036516|XP_016968211.1|DBIA	LOC117569349|XP_034106373.1|DALB
OG0001031	LOC108021917|XP_016946233.1|DBIA, LOC108035588|XP_016966751.1|DBIA	LOC117565334|XP_034100274.1|DALB
OG0001032	LOC108027376|XP_016954296.1|DBIA	LOC117565668|XP_034100790.1|DALB
OG0001033	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA	LOC117566751|XP_034102186.1|DALB
OG0001034	LOC108035141|XP_016966071.1|DBIA	LOC117567281|XP_034103039.1|DALB
OG0001035	LOC108027124|XP_016953834.1|DBIA	LOC117577999|XP_034118989.1|DALB
OG0001036	LOC108032429|XP_016961740.1|DBIA	LOC117568078|XP_034104347.1|DALB
OG0001036	LOC108023603|XP_016948702.1|DBIA	LOC117574338|XP_034114050.1|DALB
OG0001037	LOC108028794|XP_016956264.1|DBIA, LOC108028795|XP_016956267.1|DBIA, LOC108028152|XP_016955298.1|DBIA	LOC117571195|XP_034109127.1|DALB, LOC117573318|XP_034112316.1|DALB
OG0001038	LOC108031880|XP_016961133.1|DBIA	LOC117574728|XP_034114549.1|DALB
OG0001038	LOC108031879|XP_016961131.1|DBIA	LOC117574731|XP_034114552.1|DALB, LOC117574729|XP_034114550.1|DALB
OG0001042	LOC108025420|XP_016951392.1|DBIA	LOC117575862|XP_034116174.1|DALB
OG0001043	LOC108024013|XP_016949261.1|DBIA	LOC117577741|XP_034118543.1|DALB
OG0001044	LOC108036671|XP_016968442.1|DBIA	LOC117571187|XP_034109115.1|DALB
OG0001045	LOC108030415|XP_016958789.1|DBIA	LOC117569790|XP_034106983.1|DALB
OG0001046	LOC108022771|XP_016947368.1|DBIA, LOC108022770|XP_016947367.1|DBIA	LOC117572650|XP_034111520.1|DALB
OG0001047	LOC108029631|XP_016957516.1|DBIA	LOC117568166|XP_034104488.1|DALB
OG0001048	LOC108022644|XP_016947188.1|DBIA	LOC117570904|XP_034108700.1|DALB
OG0001049	LOC108035412|XP_016966522.1|DBIA	LOC117572710|XP_034111659.1|DALB
OG0001050	LOC108035006|XP_016965838.1|DBIA	LOC117572583|XP_034111358.1|DALB
OG0001051	LOC108032488|XP_016961797.1|DBIA	LOC117565410|XP_034100387.1|DALB
OG0001052	LOC108036154|XP_016967634.1|DBIA	LOC117563456|XP_034097699.1|DALB
OG0001053	LOC108021969|XP_016946296.1|DBIA	LOC117571475|XP_034109529.1|DALB, LOC117564313|XP_034098901.1|DALB
OG0001054	LOC108032190|XP_016961535.1|DBIA	LOC117573519|XP_034112643.1|DALB
OG0001055	LOC108025422|XP_016951395.1|DBIA, LOC108025497|XP_016951500.1|DBIA	LOC117576831|XP_034117796.1|DALB, LOC117574968|XP_034114923.1|DALB
OG0001056	LOC108033422|XP_016963232.1|DBIA, LOC108025779|XP_016951883.1|DBIA	LOC117573846|XP_034113209.1|DALB
OG0001057	LOC108032656|XP_016962101.1|DBIA	LOC117563256|XP_034097369.1|DALB
OG0001058	LOC108024810|XP_016950422.1|DBIA	LOC117575555|XP_034115710.1|DALB
OG0001059	LOC108028015|XP_016955133.1|DBIA	LOC117571789|XP_034110039.1|DALB
OG0001060	LOC108023353|XP_016948191.1|DBIA	LOC117575355|XP_034115412.1|DALB
OG0001061	LOC108030991|XP_016959681.1|DBIA, LOC108030992|XP_016959682.1|DBIA	LOC117574437|XP_034114166.1|DALB
OG0001063	LOC108027983|XP_016955136.1|DBIA	LOC117574569|XP_034114339.1|DALB
OG0001064	LOC108024290|XP_016949679.1|DBIA	LOC117565914|XP_034101177.1|DALB
OG0001064	LOC108022013|XP_016946341.1|DBIA	LOC117566413|XP_034101829.1|DALB
OG0001065	LOC108024315|XP_016949708.1|DBIA	LOC117566770|XP_034102204.1|DALB
OG0001066	LOC108029861|XP_016957840.1|DBIA, LOC108034470|XP_016964843.1|DBIA, LOC108034471|XP_016964844.1|DBIA, LOC108024138|XP_016949408.1|DBIA	LOC117578292|XP_034119623.1|DALB
OG0001067	LOC108032720|XP_016962190.1|DBIA	LOC117564486|XP_034099182.1|DALB
OG0001067	LOC108032722|XP_016962192.1|DBIA	LOC117564488|XP_034099186.1|DALB
OG0001068	LOC108034399|XP_016964770.1|DBIA	LOC117569686|XP_034106826.1|DALB
OG0001068	LOC108034434|XP_016964808.1|DBIA	LOC117571237|XP_034109182.1|DALB
OG0001069	LOC108022274|XP_016946621.1|DBIA	LOC117568490|XP_034105068.1|DALB
OG0001072	LOC108034627|XP_016965054.1|DBIA	LOC117568336|XP_034104811.1|DALB
OG0001074	LOC108029777|XP_016957776.1|DBIA	LOC117567898|XP_034104063.1|DALB
OG0001075	LOC108034966|XP_016965764.1|DBIA	LOC117569508|XP_034106583.1|DALB
OG0001077	LOC108031811|XP_016961028.1|DBIA	LOC117569698|XP_034106852.1|DALB
OG0001078	LOC108035811|XP_016967047.1|DBIA	LOC117571270|XP_034109227.1|DALB
OG0001079	LOC108035059|XP_016965934.1|DBIA	LOC117571612|XP_034109723.1|DALB
OG0001080	LOC108029088|XP_016956669.1|DBIA	LOC117567041|XP_034102643.1|DALB
OG0001081	LOC108031538|XP_016960564.1|DBIA	LOC117571435|XP_034109470.1|DALB, LOC117570687|XP_034108379.1|DALB
OG0001082	LOC108022875|XP_016947557.1|DBIA	LOC117568326|XP_034104798.1|DALB
OG0001083	LOC108035478|XP_016966617.1|DBIA	LOC117571508|XP_034109570.1|DALB, LOC117570504|XP_034108095.1|DALB
OG0001084	LOC108030069|XP_016958159.1|DBIA	LOC117567179|XP_034102892.1|DALB
OG0001086	LOC108031172|XP_016959881.1|DBIA, LOC108026537|XP_016952974.1|DBIA	LOC117572129|XP_034110654.1|DALB
OG0001087	LOC108034016|XP_016964239.1|DBIA, LOC108033872|XP_016964003.1|DBIA	LOC117563726|XP_034098081.1|DALB
OG0001088	LOC108030787|XP_016959355.1|DBIA	LOC117572629|XP_034111479.1|DALB
OG0001089	LOC108035611|XP_016966785.1|DBIA	LOC117567599|XP_034103575.1|DALB
OG0001090	LOC108035682|XP_016966882.1|DBIA	LOC117571369|XP_034109375.1|DALB
OG0001092	LOC108029282|XP_016956970.1|DBIA	LOC117565305|XP_034100234.1|DALB
OG0001093	LOC108032377|XP_016961687.1|DBIA	LOC117563550|XP_034097820.1|DALB
OG0001094	LOC108034147|XP_016964435.1|DBIA, LOC108033427|XP_016963239.1|DBIA	LOC117564619|XP_034099364.1|DALB
OG0001095	LOC108036587|XP_016968332.1|DBIA	LOC117567862|XP_034104015.1|DALB
OG0001096	LOC108036414|XP_016968033.1|DBIA, LOC108034072|XP_016964320.1|DBIA	LOC117564722|XP_034099495.1|DALB, LOC117564720|XP_034099494.1|DALB
OG0001097	LOC108021860|XP_016946138.1|DBIA, LOC108026758|XP_016953387.1|DBIA	LOC117564048|XP_034098549.1|DALB
OG0001098	LOC108030595|XP_016959063.1|DBIA	LOC117567592|XP_034103566.1|DALB
OG0001099	LOC108028764|XP_016956228.1|DBIA	LOC117571438|XP_034109472.1|DALB, LOC117570019|XP_034107326.1|DALB
OG0001100	LOC108030487|XP_016958857.1|DBIA	LOC117575479|XP_034115603.1|DALB
OG0001101	LOC108022546|XP_016947019.1|DBIA	LOC117566704|XP_034102141.1|DALB
OG0001102	LOC108035360|XP_016966447.1|DBIA	LOC117567506|XP_034103438.1|DALB
OG0001103	LOC108023404|XP_016948347.1|DBIA	LOC117574165|XP_034113745.1|DALB
OG0001104	LOC108022836|XP_016947495.1|DBIA	LOC117566766|XP_034102199.1|DALB, LOC117570636|XP_034108294.1|DALB
OG0001105	LOC108024099|XP_016949364.1|DBIA	LOC117569145|XP_034106083.1|DALB
OG0001106	LOC108024899|XP_016950537.1|DBIA	LOC117573248|XP_034112198.1|DALB
OG0001108	LOC108025971|XP_016952153.1|DBIA, LOC108026061|XP_016952245.1|DBIA	LOC117573299|XP_034112294.1|DALB
OG0001109	LOC108022097|XP_016946429.1|DBIA	LOC117566578|XP_034102010.1|DALB
OG0001109	LOC108022098|XP_016946430.1|DBIA	LOC117566577|XP_034102009.1|DALB, LOC117570475|XP_034108050.1|DALB
OG0001110	LOC108030843|XP_016959467.1|DBIA	LOC117568852|XP_034105620.1|DALB
OG0001111	LOC108026555|XP_016952995.1|DBIA, LOC108026508|XP_016952942.1|DBIA, LOC108026509|XP_016952944.1|DBIA	LOC117568157|XP_034104467.1|DALB, LOC117569127|XP_034106038.1|DALB
OG0001112	LOC108022227|XP_016946574.1|DBIA	LOC117568780|XP_034105509.1|DALB, LOC117568409|XP_034104940.1|DALB
OG0001113	LOC108032719|XP_016962189.1|DBIA	LOC117563817|XP_034098241.1|DALB
OG0001113	LOC108032721|XP_016962191.1|DBIA	LOC117564487|XP_034099184.1|DALB
OG0001114	LOC108033470|XP_016963295.1|DBIA, LOC108033462|XP_016963287.1|DBIA	LOC117565450|XP_034100438.1|DALB
OG0001115	LOC108034347|XP_016964721.1|DBIA, LOC108033429|XP_016963241.1|DBIA, LOC108034346|XP_016964718.1|DBIA	LOC117565052|XP_034099886.1|DALB
OG0001116	LOC108022539|XP_016947006.1|DBIA	LOC117568735|XP_034105452.1|DALB
OG0001118	LOC108025727|XP_016951793.1|DBIA	LOC117577856|XP_034118695.1|DALB
OG0001119	LOC108035862|XP_016967097.1|DBIA, LOC108027956|XP_016955071.1|DBIA	LOC117575118|XP_034115107.1|DALB
OG0001120	LOC108032108|XP_016961427.1|DBIA	LOC117576088|XP_034116528.1|DALB
OG0001122	LOC108030625|XP_016959120.1|DBIA	LOC117570724|XP_034108429.1|DALB
OG0001124	LOC108025347|XP_016951292.1|DBIA	LOC117575044|XP_034115018.1|DALB
OG0001125	LOC108032185|XP_016961529.1|DBIA	LOC117575376|XP_034115439.1|DALB
OG0001126	LOC108028240|XP_016955393.1|DBIA	LOC117568394|XP_034104898.1|DALB
OG0001127	LOC108034433|XP_016964807.1|DBIA	LOC117569771|XP_034106959.1|DALB
OG0001128	LOC108022996|XP_016947714.1|DBIA	LOC117568896|XP_034105688.1|DALB
OG0001129	LOC108021913|XP_016946225.1|DBIA	LOC117563751|XP_034098123.1|DALB
OG0001130	LOC108035315|XP_016966382.1|DBIA	LOC117564994|XP_034099830.1|DALB
OG0001131	LOC108035984|XP_016967317.1|DBIA	LOC117573165|XP_034112021.1|DALB
OG0001133	LOC108033813|XP_016963923.1|DBIA	LOC117563361|XP_034097542.1|DALB
OG0001134	LOC108026831|XP_016953491.1|DBIA	LOC117568847|XP_034105615.1|DALB
OG0001135	LOC108031327|XP_016960066.1|DBIA	LOC117576431|XP_034117071.1|DALB
OG0001136	LOC108031335|XP_016960077.1|DBIA	LOC117573877|XP_034113245.1|DALB
OG0001137	LOC108031025|XP_016959714.1|DBIA	LOC117574951|XP_034114896.1|DALB
OG0001138	LOC108029097|XP_016956681.1|DBIA	LOC117567042|XP_034102644.1|DALB
OG0001139	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA	LOC117571325|XP_034109302.1|DALB
OG0001140	LOC108033752|XP_016964233.1|DBIA	LOC117573378|XP_034112407.1|DALB
OG0001143	LOC108029070|XP_016956631.1|DBIA	LOC117565782|XP_034100950.1|DALB
OG0001144	LOC108031230|XP_016959954.1|DBIA, LOC108036512|XP_016968205.1|DBIA	LOC117567169|XP_034102875.1|DALB
OG0001145	LOC108036186|XP_016967666.1|DBIA	LOC117570046|XP_034107365.1|DALB, LOC117564647|XP_034099399.1|DALB
OG0001146	LOC108032398|XP_016961707.1|DBIA, LOC108023930|XP_016949104.1|DBIA	LOC117577866|XP_034118712.1|DALB
OG0001147	LOC108028128|XP_016955270.1|DBIA, LOC108027974|XP_016955088.1|DBIA	LOC117568696|XP_034105396.1|DALB
OG0001148	LOC108029245|XP_016956929.1|DBIA, LOC108029247|XP_016956930.1|DBIA	LOC117564748|XP_034099529.1|DALB
OG0001149	LOC108028005|XP_016955122.1|DBIA, LOC108028719|XP_016956166.1|DBIA	LOC117571427|XP_034109458.1|DALB
OG0001150	LOC108026727|XP_016953327.1|DBIA, LOC108026581|XP_016953023.1|DBIA	LOC117571957|XP_034110347.1|DALB
OG0001151	LOC108032188|XP_016961533.1|DBIA, LOC108032187|XP_016961532.1|DBIA, LOC108032194|XP_016961538.1|DBIA	LOC117576790|XP_034117736.1|DALB
OG0001152	LOC108027458|XP_016954402.1|DBIA, LOC108029372|XP_016957089.1|DBIA, LOC108027075|XP_016953778.1|DBIA	LOC117574204|XP_034113800.1|DALB
OG0001153	LOC108026889|XP_016953582.1|DBIA	LOC117568314|XP_034104756.1|DALB
OG0001154	LOC108034834|XP_016965442.1|DBIA	LOC117564345|XP_034098948.1|DALB
OG0001155	LOC108023631|XP_016948733.1|DBIA	LOC117571549|XP_034109645.1|DALB
OG0001157	LOC108024110|XP_016949380.1|DBIA	LOC117576483|XP_034117145.1|DALB
OG0001158	LOC108034152|XP_016964440.1|DBIA	LOC117565636|XP_034100736.1|DALB
OG0001159	LOC108026209|XP_016952507.1|DBIA	LOC117574869|XP_034114778.1|DALB
OG0001160	LOC108031492|XP_016960474.1|DBIA	LOC117574142|XP_034113709.1|DALB, LOC117574136|XP_034113692.1|DALB, LOC117574138|XP_034113696.1|DALB, LOC117574140|XP_034113706.1|DALB, LOC117574139|XP_034113705.1|DALB, LOC117574141|XP_034113707.1|DALB
OG0001161	LOC108031325|XP_016960062.1|DBIA	LOC117576430|XP_034117067.1|DALB
OG0001162	LOC108024735|XP_016950320.1|DBIA	LOC117574552|XP_034114314.1|DALB
OG0001163	LOC108031575|XP_016960622.1|DBIA	LOC117575205|XP_034115216.1|DALB
OG0001164	LOC108031431|XP_016960331.1|DBIA	LOC117574790|XP_034114637.1|DALB
OG0001165	LOC108022478|XP_016946918.1|DBIA	LOC117569451|XP_034106506.1|DALB
OG0001166	LOC108034501|XP_016964895.1|DBIA	LOC117570607|XP_034108242.1|DALB
OG0001167	LOC108022176|XP_016946512.1|DBIA	LOC117569731|XP_034106896.1|DALB
OG0001168	LOC108030228|XP_016958507.1|DBIA	LOC117571849|XP_034110131.1|DALB
OG0001169	LOC108033198|XP_016962933.1|DBIA	LOC117572465|XP_034111204.1|DALB
OG0001170	LOC108024718|XP_016950298.1|DBIA	LOC117573424|XP_034112526.1|DALB
OG0001171	LOC108029333|XP_016957018.1|DBIA	LOC117572136|XP_034110662.1|DALB
OG0001172	LOC108022456|XP_016946853.1|DBIA	LOC117570134|XP_034107490.1|DALB
OG0001174	LOC108028277|XP_016955470.1|DBIA, LOC108028523|XP_016955895.1|DBIA	LOC117567918|XP_034104088.1|DALB
OG0001175	LOC108023107|XP_016947862.1|DBIA	LOC117572648|XP_034111518.1|DALB
OG0001176	LOC108036220|XP_016967701.1|DBIA	LOC117568626|XP_034105308.1|DALB
OG0001178	LOC108022948|XP_016947653.1|DBIA	LOC117568384|XP_034104886.1|DALB
OG0001179	LOC108030181|XP_016958416.1|DBIA	LOC117568304|XP_034104738.1|DALB
OG0001180	LOC108024915|XP_016950603.1|DBIA	LOC117573171|XP_034112034.1|DALB
OG0001181	LOC108030664|XP_016959177.1|DBIA	LOC117569941|XP_034107190.1|DALB
OG0001182	LOC108024650|XP_016950197.1|DBIA	LOC117574277|XP_034113917.1|DALB
OG0001183	LOC108026249|XP_016952581.1|DBIA	LOC117568713|XP_034105419.1|DALB
OG0001184	LOC108024793|XP_016950404.1|DBIA	LOC117575213|XP_034115228.1|DALB
