Orthogroup	DBIA.longest_only	BCOP.longest_only
OG0001954	LOC108022568|XP_016947054.1|DBIA	LOC119079366|XP_037043115.1|BCOP
OG0001955	LOC108036226|XP_016967726.1|DBIA	LOC119079390|XP_037043171.1|BCOP
OG0001956	LOC108034832|XP_016965433.1|DBIA	LOC119080715|XP_037045092.1|BCOP
OG0001957	LOC108026667|XP_016953203.1|DBIA	LOC119079960|XP_037043967.1|BCOP
OG0001958	LOC108030170|XP_016958395.1|DBIA	LOC119081650|XP_037046627.1|BCOP
OG0001959	LOC108028762|XP_016956224.1|DBIA	LOC119072456|XP_037033575.1|BCOP
OG0001960	LOC108030448|XP_016958841.1|DBIA	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP
OG0001961	LOC108023003|XP_016947723.1|DBIA	LOC119079675|XP_037043622.1|BCOP
OG0001962	LOC108036626|XP_016968387.1|DBIA	LOC119079441|XP_037043249.1|BCOP
OG0001963	LOC108035419|XP_016966529.1|DBIA	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP
OG0001964	LOC108028508|XP_016955879.1|DBIA	LOC119073177|XP_037034382.1|BCOP
OG0001965	LOC108028661|XP_016956078.1|DBIA	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP
OG0001966	LOC108031886|XP_016961139.1|DBIA	LOC119067255|XP_037026026.1|BCOP
OG0001967	LOC108026536|XP_016952972.1|DBIA	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP
OG0001968	LOC108034573|XP_016964992.1|DBIA	LOC119080491|XP_037044779.1|BCOP
OG0001969	LOC108030134|XP_016958337.1|DBIA	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP
OG0001970	LOC108026876|XP_016953556.1|DBIA	LOC119080020|XP_037044093.1|BCOP
OG0001971	LOC108029353|XP_016957033.1|DBIA	LOC119085338|XP_037051616.1|BCOP
OG0001972	LOC108030149|XP_016958358.1|DBIA	LOC119071816|XP_037032780.1|BCOP
OG0001973	LOC108022954|XP_016947658.1|DBIA	LOC119079603|XP_037043489.1|BCOP
OG0001974	LOC108036609|XP_016968360.1|DBIA	LOC119081078|XP_037045716.1|BCOP
OG0001975	LOC108034636|XP_016965062.1|DBIA	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP
OG0001976	LOC108030139|XP_016958343.1|DBIA	LOC119084443|XP_037050319.1|BCOP
OG0001978	LOC108034242|XP_016964582.1|DBIA	LOC119066330|XP_037024625.1|BCOP
OG0001979	LOC108036791|XP_016968627.1|DBIA	LOC119070930|XP_037031369.1|BCOP
OG0001980	LOC108033269|XP_016963028.1|DBIA	LOC119078499|XP_037041948.1|BCOP
OG0001982	LOC108036869|XP_016968738.1|DBIA	LOC119081937|XP_037047088.1|BCOP
OG0001983	LOC108031647|XP_016960770.1|DBIA	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP
OG0001984	LOC108021858|XP_016946136.1|DBIA	LOC119078695|XP_037042252.1|BCOP
OG0001985	LOC108032540|XP_016961902.1|DBIA	LOC119078457|XP_037041886.1|BCOP
OG0001986	LOC108034032|XP_016964267.1|DBIA	LOC119072804|XP_037033996.1|BCOP
OG0001987	LOC108024211|XP_016949555.1|DBIA	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP
OG0001988	LOC108022660|XP_016947215.1|DBIA	LOC119074080|XP_037035925.1|BCOP
OG0001989	LOC108028992|XP_016956522.1|DBIA	LOC119076077|XP_037038621.1|BCOP
OG0001990	LOC108034192|XP_016964505.1|DBIA	LOC119066370|XP_037024689.1|BCOP
OG0001992	LOC108033946|XP_016964123.1|DBIA	LOC119075686|XP_037038099.1|BCOP
OG0001993	LOC108033885|XP_016964019.1|DBIA	LOC119071486|XP_037032232.1|BCOP
OG0001994	LOC108031747|XP_016960937.1|DBIA	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP
OG0001995	LOC108032823|XP_016962327.1|DBIA	LOC119085141|XP_037051313.1|BCOP
OG0001996	LOC108029211|XP_016956891.1|DBIA	LOC119076361|XP_037038960.1|BCOP
OG0001997	LOC108022527|XP_016946993.1|DBIA	LOC119073369|XP_037034684.1|BCOP
OG0001998	LOC108022532|XP_016946997.1|DBIA	LOC119073380|XP_037034699.1|BCOP
OG0001999	LOC108022615|XP_016947144.1|DBIA	LOC119083775|XP_037049456.1|BCOP
OG0002000	LOC108036051|XP_016967483.1|DBIA	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP
OG0002001	LOC108033698|XP_016963687.1|DBIA	LOC119085307|XP_037051552.1|BCOP
OG0002002	LOC108022935|XP_016947637.1|DBIA	LOC119081466|XP_037046350.1|BCOP
OG0002003	LOC108036750|XP_016968558.1|DBIA	LOC119076345|XP_037038935.1|BCOP
OG0002004	LOC108034089|XP_016964345.1|DBIA	LOC119082567|XP_037047988.1|BCOP
OG0002005	LOC108032650|XP_016962091.1|DBIA	LOC119066968|XP_037025594.1|BCOP
OG0002006	LOC108033690|XP_016963666.1|DBIA	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP
OG0002007	LOC108036124|XP_016967598.1|DBIA	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP
OG0002008	LOC108035993|XP_016967345.1|DBIA	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP
OG0002009	LOC108026547|XP_016952986.1|DBIA	LOC119076740|XP_037039568.1|BCOP
OG0002010	LOC108036794|XP_016968630.1|DBIA	LOC119072338|XP_037033424.1|BCOP
OG0002011	LOC108032757|XP_016962239.1|DBIA	LOC119076348|XP_037038940.1|BCOP
OG0002012	LOC108029065|XP_016956624.1|DBIA	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP
OG0002013	LOC108034119|XP_016964391.1|DBIA	LOC119072256|XP_037033334.1|BCOP
OG0002014	LOC108023032|XP_016947760.1|DBIA	LOC119068127|XP_037027481.1|BCOP
OG0002015	LOC108034298|XP_016964650.1|DBIA	LOC119077146|XP_037040226.1|BCOP
OG0002016	LOC108030180|XP_016958415.1|DBIA	LOC119081426|XP_037046240.1|BCOP
OG0002017	LOC108033902|XP_016964055.1|DBIA	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP
OG0002018	LOC108033836|XP_016963952.1|DBIA, LOC108033255|XP_016963009.1|DBIA	LOC119075634|XP_037038010.1|BCOP
OG0002019	LOC108033891|XP_016964027.1|DBIA	LOC119079090|XP_037042801.1|BCOP
OG0002020	LOC108036098|XP_016967553.1|DBIA	LOC119085889|XP_037052320.1|BCOP
OG0002021	LOC108026694|XP_016953271.1|DBIA	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP
OG0002022	LOC108033550|XP_016963384.1|DBIA	LOC119070933|XP_037031376.1|BCOP
OG0002023	LOC108025044|XP_016950792.1|DBIA	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP
OG0002024	LOC108034158|XP_016964451.1|DBIA	LOC119066321|XP_037024605.1|BCOP
OG0002025	LOC108033995|XP_016964210.1|DBIA	LOC119085816|XP_037052200.1|BCOP
OG0002026	LOC108030863|XP_016959498.1|DBIA	LOC119070840|XP_037031248.1|BCOP
OG0002027	LOC108026624|XP_016953125.1|DBIA	LOC119082838|XP_037048389.1|BCOP
OG0002028	LOC108026781|XP_016953427.1|DBIA	LOC119082846|XP_037048407.1|BCOP
OG0002029	LOC108028242|XP_016955409.1|DBIA	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP
OG0002030	LOC108022732|XP_016947311.1|DBIA	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP
OG0002031	LOC108029767|XP_016957762.1|DBIA	LOC119066123|XP_037024303.1|BCOP
OG0002032	LOC108027155|XP_016953873.1|DBIA	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP
OG0002033	LOC108025690|XP_016951713.1|DBIA	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP
OG0002034	LOC108023510|XP_016948542.1|DBIA	LOC119074965|XP_037037248.1|BCOP
OG0002035	LOC108032165|XP_016961507.1|DBIA	LOC119076751|XP_037039593.1|BCOP
OG0002036	LOC108031058|XP_016959748.1|DBIA	LOC119076673|XP_037039463.1|BCOP
OG0002037	LOC108035209|XP_016966208.1|DBIA	LOC119074391|XP_037036405.1|BCOP
OG0002038	LOC108032083|XP_016961396.1|DBIA	LOC119082225|XP_037047573.1|BCOP
OG0002039	LOC108036875|XP_016968740.1|DBIA	LOC119069135|XP_037028936.1|BCOP
OG0002040	LOC108030488|XP_016958859.1|DBIA	LOC119076843|XP_037039742.1|BCOP
OG0002041	LOC108029595|XP_016957456.1|DBIA	LOC119071703|XP_037032588.1|BCOP
OG0002042	LOC108027364|XP_016954275.1|DBIA	LOC119071706|XP_037032598.1|BCOP
OG0002043	LOC108027390|XP_016954315.1|DBIA	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP
OG0002044	LOC108031005|XP_016959694.1|DBIA, LOC108031652|XP_016960772.1|DBIA	LOC119074435|XP_037036458.1|BCOP
OG0002045	LOC108032117|XP_016961439.1|DBIA	LOC119076462|XP_037039124.1|BCOP
OG0002046	LOC108024803|XP_016950414.1|DBIA, LOC108035755|XP_016966942.1|DBIA	LOC119074348|XP_037036338.1|BCOP
OG0002047	LOC108024090|XP_016949354.1|DBIA	LOC119084246|XP_037050039.1|BCOP
OG0002048	LOC108031157|XP_016959862.1|DBIA, LOC108031332|XP_016960073.1|DBIA	LOC119076119|XP_037038682.1|BCOP
OG0002049	LOC108024523|XP_016949967.1|DBIA	LOC119066552|XP_037024990.1|BCOP
OG0002050	LOC108026222|XP_016952534.1|DBIA	LOC119074831|XP_037037016.1|BCOP
OG0002051	LOC108022767|XP_016947362.1|DBIA	LOC119074387|XP_037036401.1|BCOP
OG0002053	LOC108031812|XP_016961027.1|DBIA	LOC119067125|XP_037025799.1|BCOP
OG0002054	LOC108027218|XP_016954036.1|DBIA	LOC119076474|XP_037039146.1|BCOP
OG0002055	LOC108031828|XP_016961055.1|DBIA	LOC119078030|XP_037041338.1|BCOP
OG0002056	LOC108030569|XP_016958960.1|DBIA	LOC119072096|XP_037033145.1|BCOP
OG0002057	LOC108034187|XP_016964498.1|DBIA	LOC119083151|XP_037048692.1|BCOP
OG0002058	LOC108029949|XP_016957944.1|DBIA	LOC119083154|XP_037048696.1|BCOP
OG0002059	LOC108026272|XP_016952623.1|DBIA	LOC119071955|XP_037032980.1|BCOP
OG0002060	LOC108022881|XP_016947567.1|DBIA	LOC119072723|XP_037033893.1|BCOP
OG0002061	LOC108026884|XP_016953573.1|DBIA	LOC119075375|XP_037037700.1|BCOP
OG0002062	LOC108035785|XP_016967000.1|DBIA	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP
OG0002063	LOC108023240|XP_016948007.1|DBIA	LOC119074412|XP_037036437.1|BCOP
OG0002064	LOC108035465|XP_016966602.1|DBIA	LOC119084475|XP_037050355.1|BCOP
OG0002065	LOC108035060|XP_016965935.1|DBIA	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP
OG0002066	LOC108026130|XP_016952323.1|DBIA	LOC119074548|XP_037036613.1|BCOP
OG0002067	LOC108026967|XP_016953672.1|DBIA, LOC108026501|XP_016952937.1|DBIA	LOC119074674|XP_037036852.1|BCOP
OG0002068	LOC108030377|XP_016958736.1|DBIA	LOC119074954|XP_037037238.1|BCOP
OG0002069	LOC108031619|XP_016960710.1|DBIA	LOC119074755|XP_037036916.1|BCOP
OG0002070	LOC108024855|XP_016950486.1|DBIA	LOC119068727|XP_037028316.1|BCOP
OG0002071	LOC108026131|XP_016952334.1|DBIA	LOC119071555|XP_037032373.1|BCOP
OG0002072	LOC108036536|XP_016968249.1|DBIA	LOC119080154|XP_037044269.1|BCOP
OG0002073	LOC108034899|XP_016965602.1|DBIA	LOC119078320|XP_037041719.1|BCOP
OG0002074	LOC108026911|XP_016953609.1|DBIA	LOC119074748|XP_037036906.1|BCOP
OG0002075	LOC108036769|XP_016968598.1|DBIA	LOC119078225|XP_037041580.1|BCOP
OG0002076	LOC108022782|XP_016947384.1|DBIA	LOC119070671|XP_037030998.1|BCOP
OG0002077	LOC108029177|XP_016956828.1|DBIA, LOC108029160|XP_016956793.1|DBIA	LOC119072345|XP_037033428.1|BCOP
OG0002078	LOC108029667|XP_016957584.1|DBIA	LOC119070722|XP_037031070.1|BCOP
OG0002079	LOC108028294|XP_016955502.1|DBIA	LOC119071814|XP_037032777.1|BCOP
OG0002080	LOC108022999|XP_016947719.1|DBIA	LOC119070971|XP_037031441.1|BCOP
OG0002081	LOC108026959|XP_016953663.1|DBIA	LOC119079101|XP_037042814.1|BCOP
OG0002082	LOC108036374|XP_016967963.1|DBIA	LOC119076952|XP_037039900.1|BCOP
OG0002083	LOC108023395|XP_016948322.1|DBIA	LOC119075772|XP_037038214.1|BCOP, LOC119075781|XP_037038236.1|BCOP
OG0002084	LOC108023060|XP_016947796.1|DBIA	LOC119071316|XP_037032094.1|BCOP
OG0002085	LOC108026658|XP_016953185.1|DBIA	LOC119082803|XP_037048343.1|BCOP
OG0002086	LOC108022809|XP_016947432.1|DBIA	LOC119071097|XP_037031637.1|BCOP
OG0002087	LOC108028017|XP_016955138.1|DBIA	LOC119066517|XP_037024925.1|BCOP
OG0002088	LOC108028348|XP_016955589.1|DBIA	LOC119071860|XP_037032817.1|BCOP
OG0002089	LOC108029607|XP_016957475.1|DBIA	LOC119071904|XP_037032912.1|BCOP
OG0002090	LOC108028596|XP_016956000.1|DBIA	LOC119066947|XP_037025561.1|BCOP
OG0002091	LOC108026606|XP_016953068.1|DBIA	LOC119074240|XP_037036157.1|BCOP
OG0002092	LOC108035213|XP_016966217.1|DBIA	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP, LOC119071245|XP_037031977.1|BCOP
OG0002093	LOC108022843|XP_016947504.1|DBIA	LOC119066901|XP_037025485.1|BCOP
OG0002094	LOC108026593|XP_016953054.1|DBIA	LOC119083173|XP_037048728.1|BCOP
OG0002095	LOC108024093|XP_016949357.1|DBIA	LOC119074654|XP_037036828.1|BCOP
OG0002096	LOC108022612|XP_016947137.1|DBIA	LOC119071682|XP_037032558.1|BCOP
OG0002097	LOC108036327|XP_016967829.1|DBIA	LOC119072630|XP_037033769.1|BCOP
OG0002098	LOC108030845|XP_016959471.1|DBIA	LOC119066099|XP_037024266.1|BCOP
OG0002099	LOC108031104|XP_016959804.1|DBIA, LOC108032054|XP_016961359.1|DBIA	LOC119078295|XP_037041685.1|BCOP, LOC119078343|XP_037041741.1|BCOP
OG0002100	LOC108030656|XP_016959164.1|DBIA	LOC119071084|XP_037031618.1|BCOP
OG0002101	LOC108029579|XP_016957430.1|DBIA	LOC119066386|XP_037024713.1|BCOP
OG0002102	LOC108029639|XP_016957531.1|DBIA	LOC119071138|XP_037031727.1|BCOP
OG0002103	LOC108022173|XP_016946511.1|DBIA, LOC108031937|XP_016961206.1|DBIA	LOC119085732|XP_037052097.1|BCOP
OG0002105	LOC108027814|XP_016954881.1|DBIA	LOC119069623|XP_037029617.1|BCOP, LOC119083924|XP_037049633.1|BCOP, LOC119082950|XP_037048494.1|BCOP, LOC119078121|XP_037041469.1|BCOP
OG0002106	LOC108031737|XP_016960916.1|DBIA	LOC119069921|XP_037030037.1|BCOP, LOC119066113|XP_037024289.1|BCOP, LOC119066695|XP_037025187.1|BCOP, LOC119084692|XP_037050667.1|BCOP, LOC119076372|XP_037038977.1|BCOP, LOC119071196|XP_037031877.1|BCOP
OG0002107	LOC108033919|XP_016964079.1|DBIA	LOC119077008|XP_037040013.1|BCOP
OG0002117	LOC108026695|XP_016953272.1|DBIA	LOC119079205|XP_037042886.1|BCOP, LOC119067803|XP_037026848.1|BCOP
OG0002118	LOC108032961|XP_016962524.1|DBIA	LOC119075266|XP_037037558.1|BCOP, LOC119069940|XP_037030060.1|BCOP
OG0002119	LOC108026199|XP_016952480.1|DBIA	LOC119070028|XP_037030208.1|BCOP
OG0002120	LOC108036012|XP_016967414.1|DBIA	LOC119085060|XP_037051186.1|BCOP
OG0002121	LOC108026235|XP_016952559.1|DBIA	LOC119073069|XP_037034268.1|BCOP, LOC119082165|XP_037047474.1|BCOP, LOC119083340|XP_037048932.1|BCOP
OG0002123	LOC108033850|XP_016963974.1|DBIA	LOC119083896|XP_037049601.1|BCOP
OG0002124	LOC108035796|XP_016967027.1|DBIA	LOC119069671|XP_037029684.1|BCOP
OG0002125	LOC108030030|XP_016958074.1|DBIA	LOC119079473|XP_037043301.1|BCOP
OG0002126	LOC108028833|XP_016956310.1|DBIA	LOC119073593|XP_037035062.1|BCOP
OG0002127	LOC108023591|XP_016948683.1|DBIA	LOC119085600|XP_037051916.1|BCOP
OG0002128	LOC108035766|XP_016966958.1|DBIA	LOC119070370|XP_037030566.1|BCOP, LOC119070369|XP_037030565.1|BCOP
OG0002129	LOC108031580|XP_016960634.1|DBIA	LOC119068015|XP_037027269.1|BCOP
OG0002131	LOC108025363|XP_016951315.1|DBIA	LOC119067244|XP_037026006.1|BCOP, LOC119069693|XP_037029717.1|BCOP
OG0002132	LOC108034811|XP_016965348.1|DBIA	LOC119076232|XP_037038785.1|BCOP
OG0002133	LOC108030309|XP_016958634.1|DBIA, LOC108036294|XP_016967797.1|DBIA	LOC119068988|XP_037028755.1|BCOP
OG0002134	LOC108023559|XP_016948635.1|DBIA	LOC119084479|XP_037050362.1|BCOP
OG0002135	LOC108023951|XP_016949132.1|DBIA	LOC119068606|XP_037028151.1|BCOP
OG0002136	LOC108025326|XP_016951241.1|DBIA	LOC119070453|XP_037030699.1|BCOP
OG0002137	LOC108026146|XP_016952366.1|DBIA	LOC119068487|XP_037027993.1|BCOP, LOC119068501|XP_037028006.1|BCOP, LOC119085510|XP_037051820.1|BCOP
OG0002138	LOC108023692|XP_016948805.1|DBIA	LOC119083180|XP_037048738.1|BCOP
OG0002139	LOC108033054|XP_016962670.1|DBIA	LOC119067435|XP_037026303.1|BCOP
OG0002140	LOC108023214|XP_016947973.1|DBIA	LOC119069470|XP_037029418.1|BCOP, LOC119069437|XP_037029390.1|BCOP, LOC119069436|XP_037029389.1|BCOP
OG0002141	LOC108024077|XP_016949341.1|DBIA	LOC119068176|XP_037027559.1|BCOP
OG0002142	LOC108024995|XP_016950740.1|DBIA	LOC119068290|XP_037027723.1|BCOP
OG0002143	LOC108027786|XP_016954842.1|DBIA	LOC119068125|XP_037027478.1|BCOP
OG0002144	LOC108036687|XP_016968468.1|DBIA, LOC108033014|XP_016962633.1|DBIA	LOC119080273|XP_037044430.1|BCOP
OG0002145	LOC108031903|XP_016961159.1|DBIA	LOC119067269|XP_037026043.1|BCOP, LOC119083079|XP_037048597.1|BCOP
OG0002146	LOC108024962|XP_016950689.1|DBIA	LOC119069157|XP_037028956.1|BCOP
OG0002147	LOC108025764|XP_016951847.1|DBIA	LOC119068311|XP_037027749.1|BCOP
OG0002148	LOC108034563|XP_016964981.1|DBIA	LOC119068400|XP_037027855.1|BCOP
OG0002149	LOC108036005|XP_016967390.1|DBIA	LOC119075571|XP_037037936.1|BCOP
OG0002150	LOC108026580|XP_016953026.1|DBIA	LOC119085647|XP_037051979.1|BCOP
OG0002151	LOC108033385|XP_016963193.1|DBIA	LOC119074031|XP_037035868.1|BCOP, LOC119074101|XP_037035960.1|BCOP
OG0002152	LOC108025125|XP_016950885.1|DBIA	LOC119082372|XP_037047794.1|BCOP
OG0002153	LOC108026066|XP_016952250.1|DBIA	LOC119068706|XP_037028290.1|BCOP
OG0002154	LOC108023601|XP_016948698.1|DBIA	LOC119067768|XP_037026807.1|BCOP
OG0002155	LOC108025109|XP_016950863.1|DBIA	LOC119069323|XP_037029275.1|BCOP
OG0002156	LOC108030806|XP_016959390.1|DBIA	LOC119081040|XP_037045635.1|BCOP
OG0002157	LOC108024344|XP_016949738.1|DBIA	LOC119069857|XP_037029927.1|BCOP
OG0002158	LOC108030378|XP_016958737.1|DBIA	LOC119074956|XP_037037240.1|BCOP, LOC119068516|XP_037028020.1|BCOP
OG0002159	LOC108022600|XP_016947123.1|DBIA	LOC119068701|XP_037028287.1|BCOP
OG0002160	LOC108031111|XP_016959811.1|DBIA	LOC119068295|XP_037027729.1|BCOP
OG0002161	LOC108031804|XP_016961013.1|DBIA	LOC119085218|XP_037051427.1|BCOP
OG0002162	LOC108024705|XP_016950278.1|DBIA	LOC119067373|XP_037026189.1|BCOP
OG0002163	LOC108036566|XP_016968306.1|DBIA	LOC119067190|XP_037025916.1|BCOP
OG0002164	LOC108026438|XP_016952864.1|DBIA	LOC119068336|XP_037027789.1|BCOP
OG0002165	LOC108033622|XP_016963484.1|DBIA	LOC119068466|XP_037027955.1|BCOP
OG0002166	LOC108036799|XP_016968635.1|DBIA	LOC119066227|XP_037024446.1|BCOP
OG0002167	LOC108030451|XP_016958832.1|DBIA	LOC119066372|XP_037024695.1|BCOP
OG0002168	LOC108026917|XP_016953617.1|DBIA	LOC119068986|XP_037028752.1|BCOP
OG0002169	LOC108035317|XP_016966379.1|DBIA	LOC119068737|XP_037028331.1|BCOP
OG0002170	LOC108024903|XP_016950557.1|DBIA	LOC119083567|XP_037049205.1|BCOP
OG0002171	LOC108026205|XP_016952496.1|DBIA	LOC119069264|XP_037029217.1|BCOP
OG0002172	LOC108032234|XP_016961585.1|DBIA	LOC119067940|XP_037027151.1|BCOP
OG0002173	LOC108033327|XP_016963101.1|DBIA	LOC119078710|XP_037042275.1|BCOP
OG0002174	LOC108024757|XP_016950355.1|DBIA	LOC119082710|XP_037048184.1|BCOP
OG0002175	LOC108024758|XP_016950356.1|DBIA	LOC119082813|XP_037048363.1|BCOP
OG0002176	LOC108032126|XP_016961447.1|DBIA	LOC119067918|XP_037027114.1|BCOP
OG0002177	LOC108023355|XP_016948207.1|DBIA	LOC119067430|XP_037026297.1|BCOP
OG0002178	LOC108025240|XP_016951075.1|DBIA	LOC119069100|XP_037028887.1|BCOP
OG0002179	LOC108026414|XP_016952831.1|DBIA	LOC119067624|XP_037026612.1|BCOP
OG0002180	LOC108025207|XP_016951029.1|DBIA	LOC119068090|XP_037027402.1|BCOP
OG0002181	LOC108023675|XP_016948785.1|DBIA	LOC119069061|XP_037028831.1|BCOP
OG0002182	LOC108031489|XP_016960466.1|DBIA	LOC119067226|XP_037025967.1|BCOP
OG0002183	LOC108036244|XP_016967741.1|DBIA	LOC119071530|XP_037032309.1|BCOP
OG0002184	LOC108031751|XP_016960944.1|DBIA	LOC119067354|XP_037026158.1|BCOP
OG0002185	LOC108023846|XP_016948980.1|DBIA, LOC108026323|XP_016952702.1|DBIA	LOC119069969|XP_037030103.1|BCOP
OG0002186	LOC108023829|XP_016948965.1|DBIA	LOC119079315|XP_037043004.1|BCOP
OG0002187	LOC108032093|XP_016961408.1|DBIA	LOC119069210|XP_037029076.1|BCOP, LOC119070066|XP_037030256.1|BCOP
OG0002188	LOC108026653|XP_016953180.1|DBIA	LOC119080885|XP_037045359.1|BCOP
OG0002189	LOC108022847|XP_016947550.1|DBIA	LOC119069499|XP_037029465.1|BCOP
OG0002190	LOC108022500|XP_016946951.1|DBIA	LOC119069906|XP_037030049.1|BCOP
OG0002190	LOC108026239|XP_016952563.1|DBIA	LOC119084695|XP_037050671.1|BCOP
OG0002191	LOC108028321|XP_016955543.1|DBIA	LOC119067687|XP_037026702.1|BCOP
OG0002192	LOC108028575|XP_016955969.1|DBIA	LOC119078993|XP_037042652.1|BCOP
OG0002193	LOC108031839|XP_016961078.1|DBIA	LOC119085773|XP_037052160.1|BCOP
OG0002194	LOC108024407|XP_016949809.1|DBIA	LOC119070038|XP_037030217.1|BCOP
OG0002195	LOC108026398|XP_016952810.1|DBIA	LOC119067218|XP_037025959.1|BCOP
OG0002196	LOC108031127|XP_016959830.1|DBIA	LOC119078582|XP_037042054.1|BCOP
OG0002197	LOC108030958|XP_016959650.1|DBIA	LOC119069309|XP_037029255.1|BCOP
OG0002198	LOC108027260|XP_016954111.1|DBIA	LOC119068092|XP_037027404.1|BCOP
OG0002199	LOC108031630|XP_016960724.1|DBIA	LOC119074834|XP_037037026.1|BCOP
OG0002200	LOC108025770|XP_016951856.1|DBIA	LOC119070571|XP_037030872.1|BCOP
OG0002202	LOC108031728|XP_016960889.1|DBIA	LOC119068798|XP_037028455.1|BCOP
OG0002203	LOC108024702|XP_016950272.1|DBIA	LOC119069182|XP_037029011.1|BCOP
OG0002204	LOC108026389|XP_016952800.1|DBIA	LOC119069037|XP_037028801.1|BCOP
OG0002205	LOC108023712|XP_016948835.1|DBIA	LOC119070447|XP_037030693.1|BCOP
OG0002206	LOC108031187|XP_016959895.1|DBIA	LOC119067466|XP_037026348.1|BCOP
OG0002207	LOC108024688|XP_016950253.1|DBIA	LOC119068191|XP_037027584.1|BCOP, LOC119068192|XP_037027585.1|BCOP
OG0002208	LOC108024870|XP_016950503.1|DBIA	LOC119068186|XP_037027576.1|BCOP
OG0002209	LOC108023592|XP_016948685.1|DBIA	LOC119076431|XP_037039074.1|BCOP
OG0002210	LOC108027372|XP_016954286.1|DBIA	LOC119067337|XP_037026136.1|BCOP
OG0002211	LOC108031916|XP_016961175.1|DBIA	LOC119070046|XP_037030224.1|BCOP
OG0002212	LOC108031977|XP_016961260.1|DBIA	LOC119069248|XP_037029195.1|BCOP, LOC119070313|XP_037030474.1|BCOP
OG0002213	LOC108027441|XP_016954379.1|DBIA	LOC119069748|XP_037029784.1|BCOP
OG0002215	LOC108031383|XP_016960231.1|DBIA	LOC119069952|XP_037030076.1|BCOP
OG0002216	LOC108026376|XP_016952786.1|DBIA	LOC119081256|XP_037045888.1|BCOP
OG0002217	LOC108024808|XP_016950419.1|DBIA	LOC119069242|XP_037029190.1|BCOP
OG0002218	LOC108026620|XP_016953106.1|DBIA	LOC119067252|XP_037026023.1|BCOP
OG0002219	LOC108032044|XP_016961345.1|DBIA	LOC119078248|XP_037041621.1|BCOP, LOC119069089|XP_037028872.1|BCOP
OG0002220	LOC108030971|XP_016959659.1|DBIA	LOC119072018|XP_037033032.1|BCOP, LOC119074239|XP_037036156.1|BCOP
OG0002221	LOC108035386|XP_016966482.1|DBIA	LOC119084830|XP_037050808.1|BCOP
OG0002222	LOC108022738|XP_016947317.1|DBIA	LOC119083959|XP_037049662.1|BCOP, LOC119083465|XP_037049080.1|BCOP, LOC119079723|XP_037043682.1|BCOP, LOC119082955|XP_037048497.1|BCOP
OG0002223	LOC108036335|XP_016967864.1|DBIA	LOC119081781|XP_037046883.1|BCOP
OG0002224	LOC108030034|XP_016958083.1|DBIA	LOC119081716|XP_037046729.1|BCOP
