Orthogroup	DBIA.longest_only	BTRY.longest_only
OG0001354	LOC108022880|XP_016947563.1|DBIA	LOC120771766|XP_039955884.1|BTRY
OG0001355	LOC108026526|XP_016952962.1|DBIA	LOC120781279|XP_039969408.1|BTRY
OG0001356	LOC108024819|XP_016950435.1|DBIA	LOC120766990|XP_039948727.1|BTRY
OG0001357	LOC108034830|XP_016965431.1|DBIA	LOC120777973|XP_039965545.1|BTRY
OG0001358	LOC108035907|XP_016967162.1|DBIA	LOC120778952|XP_039966955.1|BTRY
OG0001359	LOC108033712|XP_016963734.1|DBIA	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY
OG0001360	LOC108036679|XP_016968450.1|DBIA	LOC120770113|XP_039953218.1|BTRY
OG0001361	LOC108034812|XP_016965346.1|DBIA	LOC120778468|XP_039966214.1|BTRY
OG0001362	LOC108034934|XP_016965687.1|DBIA	LOC120779122|XP_039967249.1|BTRY
OG0001363	LOC108031082|XP_016959777.1|DBIA	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY
OG0001364	LOC108022533|XP_016946999.1|DBIA	LOC120771627|XP_039955651.1|BTRY
OG0001365	LOC108034748|XP_016965185.1|DBIA	LOC120777538|XP_039964860.1|BTRY
OG0001366	LOC108034952|XP_016965727.1|DBIA	LOC120777216|XP_039964327.1|BTRY
OG0001367	LOC108026756|XP_016953376.1|DBIA	LOC120771166|XP_039954983.1|BTRY
OG0001368	LOC108036545|XP_016968261.1|DBIA	LOC120773398|XP_039958182.1|BTRY
OG0001369	LOC108024049|XP_016949315.1|DBIA, LOC108032955|XP_016962515.1|DBIA	LOC120773753|XP_039958753.1|BTRY
OG0001370	LOC108022596|XP_016947118.1|DBIA	LOC120770535|XP_039954023.1|BTRY
OG0001371	LOC108035828|XP_016967065.1|DBIA, LOC108025721|XP_016951779.1|DBIA	LOC120769369|XP_039952266.1|BTRY
OG0001372	LOC108026628|XP_016953133.1|DBIA	LOC120770332|XP_039953661.1|BTRY
OG0001373	LOC108034327|XP_016964692.1|DBIA	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY
OG0001374	LOC108036560|XP_016968288.1|DBIA	LOC120772264|XP_039956701.1|BTRY
OG0001375	LOC108032923|XP_016962479.1|DBIA	LOC120782337|XP_039970502.1|BTRY
OG0001376	LOC108022765|XP_016947359.1|DBIA	LOC120770065|XP_039953119.1|BTRY
OG0001378	LOC108034355|XP_016964730.1|DBIA	LOC120769683|XP_039952738.1|BTRY
OG0001380	LOC108021916|XP_016946230.1|DBIA	LOC120771617|XP_039955641.1|BTRY
OG0001381	LOC108036409|XP_016968017.1|DBIA	LOC120772383|XP_039956907.1|BTRY
OG0001382	LOC108027664|XP_016954692.1|DBIA	LOC120768562|XP_039951243.1|BTRY
OG0001383	LOC108029956|XP_016957948.1|DBIA	LOC120772239|XP_039956667.1|BTRY
OG0001384	LOC108034260|XP_016964606.1|DBIA	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY
OG0001385	LOC108032601|XP_016962017.1|DBIA	LOC120781748|XP_039969914.1|BTRY
OG0001387	LOC108033768|XP_016963853.1|DBIA	LOC120769696|XP_039952757.1|BTRY
OG0001388	LOC108034870|XP_016965552.1|DBIA	LOC120769817|XP_039952959.1|BTRY
OG0001389	LOC108024847|XP_016950474.1|DBIA	LOC120782244|XP_039970345.1|BTRY
OG0001390	LOC108027927|XP_016955040.1|DBIA	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY
OG0001391	LOC108034060|XP_016964304.1|DBIA	LOC120768082|XP_039950545.1|BTRY
OG0001392	LOC108025824|XP_016951965.1|DBIA	LOC120774728|XP_039960413.1|BTRY
OG0001393	LOC108033877|XP_016964009.1|DBIA	LOC120774011|XP_039959224.1|BTRY
OG0001394	LOC108034091|XP_016964347.1|DBIA	LOC120779731|XP_039968036.1|BTRY
OG0001395	LOC108031900|XP_016961156.1|DBIA	LOC120771413|XP_039955330.1|BTRY
OG0001396	LOC108033160|XP_016962878.1|DBIA	LOC120774065|XP_039959304.1|BTRY
OG0001397	LOC108024805|XP_016950416.1|DBIA	LOC120782431|XP_039970648.1|BTRY
OG0001398	LOC108025878|XP_016952041.1|DBIA	LOC120773981|XP_039959171.1|BTRY
OG0001399	LOC108036172|XP_016967651.1|DBIA, LOC108031518|XP_016960529.1|DBIA, LOC108023802|XP_016948932.1|DBIA	LOC120772680|XP_039957352.1|BTRY
OG0001400	LOC108025330|XP_016951250.1|DBIA	LOC120766299|XP_039947637.1|BTRY
OG0001401	LOC108028071|XP_016955201.1|DBIA	LOC120778432|XP_039966148.1|BTRY
OG0001402	LOC108030562|XP_016958948.1|DBIA, LOC108030557|XP_016958941.1|DBIA	LOC120777918|XP_039965436.1|BTRY
OG0001403	LOC108030889|XP_016959549.1|DBIA	LOC120777950|XP_039965495.1|BTRY
OG0001404	LOC108029630|XP_016957513.1|DBIA	LOC120780098|XP_039968315.1|BTRY
OG0001405	LOC108036246|XP_016967744.1|DBIA	LOC120772539|XP_039957154.1|BTRY
OG0001406	LOC108023250|XP_016948019.1|DBIA	LOC120776087|XP_039962499.1|BTRY
OG0001407	LOC108034567|XP_016964987.1|DBIA	LOC120778664|XP_039966523.1|BTRY
OG0001408	LOC108029903|XP_016957882.1|DBIA	LOC120771189|XP_039955019.1|BTRY
OG0001411	LOC108032231|XP_016961583.1|DBIA	LOC120771347|XP_039955232.1|BTRY
OG0001412	LOC108034318|XP_016964677.1|DBIA, LOC108033670|XP_016963605.1|DBIA	LOC120769326|XP_039952214.1|BTRY
OG0001413	LOC108022102|XP_016946433.1|DBIA, LOC108022249|XP_016946597.1|DBIA	LOC120771740|XP_039955846.1|BTRY, LOC120772413|XP_039956946.1|BTRY, LOC120773077|XP_039957955.1|BTRY
OG0001414	LOC108022230|XP_016946577.1|DBIA, LOC108022066|XP_016946400.1|DBIA	LOC120770585|XP_039954101.1|BTRY
OG0001415	LOC108026500|XP_016952936.1|DBIA	LOC120770770|XP_039954286.1|BTRY
OG0001416	LOC108033426|XP_016963237.1|DBIA, LOC108028384|XP_016955677.1|DBIA	LOC120772487|XP_039957067.1|BTRY
OG0001417	LOC108021877|XP_016946160.1|DBIA, LOC108021902|XP_016946209.1|DBIA	LOC120772071|XP_039956396.1|BTRY, LOC120772354|XP_039956852.1|BTRY, LOC120772152|XP_039956517.1|BTRY, LOC120772187|XP_039956586.1|BTRY
OG0001418	LOC108028447|XP_016955777.1|DBIA, LOC108028149|XP_016955299.1|DBIA	LOC120778054|XP_039965668.1|BTRY
OG0001419	LOC108036044|XP_016967474.1|DBIA, LOC108036135|XP_016967609.1|DBIA	LOC120777768|XP_039965212.1|BTRY, LOC120778044|XP_039965652.1|BTRY
OG0001429	LOC108031807|XP_016961018.1|DBIA	LOC120782830|XP_039971283.1|BTRY
OG0001430	LOC108031463|XP_016960391.1|DBIA	LOC120766978|XP_039948707.1|BTRY
OG0001431	LOC108023671|XP_016948782.1|DBIA, LOC108023178|XP_016947909.1|DBIA	LOC120774499|XP_039960103.1|BTRY
OG0001432	LOC108033178|XP_016962905.1|DBIA	LOC120774090|XP_039959357.1|BTRY
OG0001433	LOC108031974|XP_016961257.1|DBIA	LOC120775203|XP_039961200.1|BTRY
OG0001434	LOC108025717|XP_016951762.1|DBIA	LOC120773915|XP_039959044.1|BTRY
OG0001435	LOC108029506|XP_016957279.1|DBIA	LOC120772309|XP_039956756.1|BTRY
OG0001436	LOC108023619|XP_016948719.1|DBIA	LOC120775484|XP_039961622.1|BTRY
OG0001437	LOC108036048|XP_016967479.1|DBIA	LOC120766433|XP_039947871.1|BTRY
OG0001438	LOC108024655|XP_016950203.1|DBIA	LOC120782733|XP_039971099.1|BTRY
OG0001439	LOC108031854|XP_016961096.1|DBIA	LOC120773869|XP_039958960.1|BTRY
OG0001440	LOC108023931|XP_016949105.1|DBIA	LOC120773373|XP_039958135.1|BTRY
OG0001441	LOC108025901|XP_016952073.1|DBIA	LOC120774491|XP_039960096.1|BTRY
OG0001442	LOC108033311|XP_016963075.1|DBIA	LOC120775633|XP_039961821.1|BTRY
OG0001443	LOC108025295|XP_016951173.1|DBIA	LOC120766472|XP_039947944.1|BTRY
OG0001444	LOC108031884|XP_016961137.1|DBIA	LOC120766241|XP_039947557.1|BTRY
OG0001445	LOC108024980|XP_016950716.1|DBIA	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY
OG0001446	LOC108031838|XP_016961077.1|DBIA	LOC120771368|XP_039955265.1|BTRY
OG0001447	LOC108025313|XP_016951202.1|DBIA	LOC120782492|XP_039970730.1|BTRY
OG0001448	LOC108025424|XP_016951397.1|DBIA	LOC120775555|XP_039961718.1|BTRY
OG0001449	LOC108036630|XP_016968393.1|DBIA	LOC120777333|XP_039964509.1|BTRY
OG0001450	LOC108021912|XP_016946221.1|DBIA	LOC120766855|XP_039948516.1|BTRY
OG0001451	LOC108029946|XP_016957938.1|DBIA	LOC120771731|XP_039955824.1|BTRY
OG0001452	LOC108026714|XP_016953306.1|DBIA	LOC120771041|XP_039954770.1|BTRY
OG0001453	LOC108028668|XP_016956090.1|DBIA	LOC120777772|XP_039965220.1|BTRY
OG0001454	LOC108031776|XP_016960974.1|DBIA	LOC120780351|XP_039968577.1|BTRY
OG0001455	LOC108035096|XP_016966006.1|DBIA	LOC120776551|XP_039963234.1|BTRY
OG0001456	LOC108022438|XP_016946812.1|DBIA	LOC120770451|XP_039953870.1|BTRY
OG0001457	LOC108030014|XP_016958018.1|DBIA	LOC120770960|XP_039954623.1|BTRY
OG0001458	LOC108022164|XP_016946497.1|DBIA	LOC120771956|XP_039956201.1|BTRY
OG0001459	LOC108028823|XP_016956298.1|DBIA	LOC120778806|XP_039966744.1|BTRY
OG0001460	LOC108030078|XP_016958180.1|DBIA	LOC120773018|XP_039957880.1|BTRY
OG0001461	LOC108024220|XP_016949575.1|DBIA	LOC120774970|XP_039960794.1|BTRY
OG0001462	LOC108035050|XP_016965918.1|DBIA	LOC120776832|XP_039963787.1|BTRY
OG0001463	LOC108026326|XP_016952706.1|DBIA	LOC120781706|XP_039969880.1|BTRY
OG0001464	LOC108023425|XP_016948400.1|DBIA	LOC120776193|XP_039962753.1|BTRY
OG0001465	LOC108036666|XP_016968436.1|DBIA	LOC120771390|XP_039955291.1|BTRY
OG0001466	LOC108033928|XP_016964095.1|DBIA	LOC120767954|XP_039950275.1|BTRY
OG0001467	LOC108033604|XP_016963446.1|DBIA	LOC120767261|XP_039949063.1|BTRY
OG0001468	LOC108031320|XP_016960060.1|DBIA	LOC120777662|XP_039965050.1|BTRY
OG0001469	LOC108036908|XP_016968801.1|DBIA	LOC120771471|XP_039955432.1|BTRY
OG0001470	LOC108028829|XP_016956307.1|DBIA	LOC120778470|XP_039966215.1|BTRY
OG0001471	LOC108029439|XP_016957180.1|DBIA	LOC120779131|XP_039967269.1|BTRY
OG0001472	LOC108035009|XP_016965841.1|DBIA	LOC120778778|XP_039966696.1|BTRY
OG0001473	LOC108024939|XP_016950629.1|DBIA	LOC120766625|XP_039948173.1|BTRY
OG0001474	LOC108033156|XP_016962872.1|DBIA	LOC120772046|XP_039956353.1|BTRY
OG0001475	LOC108022679|XP_016947239.1|DBIA	LOC120772157|XP_039956527.1|BTRY
OG0001476	LOC108035801|XP_016967031.1|DBIA	LOC120770240|XP_039953472.1|BTRY
OG0001477	LOC108025514|XP_016951524.1|DBIA	LOC120775537|XP_039961693.1|BTRY
OG0001478	LOC108029083|XP_016956659.1|DBIA	LOC120767348|XP_039949242.1|BTRY
OG0001479	LOC108023741|XP_016948867.1|DBIA	LOC120775463|XP_039961584.1|BTRY
OG0001480	LOC108023049|XP_016947782.1|DBIA, LOC108029168|XP_016956802.1|DBIA	LOC120767608|XP_039949695.1|BTRY, LOC120767609|XP_039949696.1|BTRY
OG0001481	LOC108033701|XP_016963696.1|DBIA	LOC120768585|XP_039951278.1|BTRY
OG0001482	LOC108036298|XP_016967798.1|DBIA	LOC120770049|XP_039953101.1|BTRY, LOC120770087|XP_039953169.1|BTRY
OG0001483	LOC108027477|XP_016954409.1|DBIA, LOC108031570|XP_016960619.1|DBIA, LOC108031583|XP_016960644.1|DBIA, LOC108027554|XP_016954512.1|DBIA, LOC108033085|XP_016962770.1|DBIA, LOC108027559|XP_016954526.1|DBIA	LOC120768403|XP_039951012.1|BTRY
OG0001484	LOC108033537|XP_016963374.1|DBIA	LOC120779760|XP_039968077.1|BTRY
OG0001485	LOC108035951|XP_016967243.1|DBIA	LOC120778497|XP_039966256.1|BTRY
OG0001486	LOC108036694|XP_016968472.1|DBIA, LOC108036783|XP_016968614.1|DBIA	LOC120769218|XP_039952046.1|BTRY
OG0001487	LOC108023841|XP_016948974.1|DBIA	LOC120768652|XP_039951358.1|BTRY
OG0001488	LOC108029373|XP_016957090.1|DBIA	LOC120772670|XP_039957339.1|BTRY
OG0001489	LOC108032523|XP_016961851.1|DBIA	LOC120767342|XP_039949234.1|BTRY
OG0001490	LOC108027796|XP_016954856.1|DBIA	LOC120768019|XP_039950412.1|BTRY
OG0001491	LOC108029078|XP_016956649.1|DBIA	LOC120767808|XP_039950015.1|BTRY
OG0001493	LOC108024242|XP_016949612.1|DBIA	LOC120775542|XP_039961700.1|BTRY
OG0001494	LOC108021998|XP_016946327.1|DBIA	LOC120775051|XP_039960966.1|BTRY
OG0001495	LOC108029687|XP_016957632.1|DBIA	LOC120772349|XP_039956848.1|BTRY
OG0001496	LOC108030389|XP_016958764.1|DBIA, LOC108023796|XP_016948925.1|DBIA	LOC120774130|XP_039959440.1|BTRY
OG0001497	LOC108036650|XP_016968419.1|DBIA	LOC120771775|XP_039955900.1|BTRY, LOC120769646|XP_039952685.1|BTRY
OG0001498	LOC108027377|XP_016954295.1|DBIA	LOC120766179|XP_039947470.1|BTRY
OG0001500	LOC108030174|XP_016958403.1|DBIA	LOC120771482|XP_039955453.1|BTRY
OG0001501	LOC108031179|XP_016959888.1|DBIA	LOC120772387|XP_039956914.1|BTRY, LOC120782885|XP_039971368.1|BTRY
OG0001502	LOC108030213|XP_016958469.1|DBIA	LOC120770256|XP_039953493.1|BTRY
OG0001503	LOC108030330|XP_016958677.1|DBIA	LOC120771588|XP_039955593.1|BTRY, LOC120770730|XP_039954254.1|BTRY, LOC120770732|XP_039954256.1|BTRY, LOC120772319|XP_039956771.1|BTRY
OG0001504	LOC108023402|XP_016948341.1|DBIA	LOC120774259|XP_039959659.1|BTRY
OG0001506	LOC108029642|XP_016957540.1|DBIA	LOC120773003|XP_039957855.1|BTRY
OG0001507	LOC108022676|XP_016947236.1|DBIA	LOC120770341|XP_039953673.1|BTRY
OG0001508	LOC108029690|XP_016957639.1|DBIA	LOC120772145|XP_039956512.1|BTRY
OG0001509	LOC108022225|XP_016946571.1|DBIA	LOC120771580|XP_039955582.1|BTRY
OG0001510	LOC108027428|XP_016954367.1|DBIA	LOC120781615|XP_039969785.1|BTRY
OG0001511	LOC108022910|XP_016947606.1|DBIA	LOC120772234|XP_039956659.1|BTRY, LOC120770749|XP_039954270.1|BTRY
OG0001512	LOC108028037|XP_016955163.1|DBIA	LOC120777746|XP_039965173.1|BTRY
OG0001515	LOC108024252|XP_016949624.1|DBIA	LOC120775510|XP_039961653.1|BTRY
OG0001517	LOC108024381|XP_016949774.1|DBIA	LOC120782375|XP_039970550.1|BTRY
OG0001518	LOC108024222|XP_016949579.1|DBIA	LOC120779306|XP_039967452.1|BTRY, LOC120766787|XP_039948417.1|BTRY, LOC120775873|XP_039962180.1|BTRY
OG0001519	LOC108027007|XP_016953694.1|DBIA, LOC108027450|XP_016954390.1|DBIA, LOC108027008|XP_016953695.1|DBIA	LOC120780565|XP_039968760.1|BTRY
OG0001520	LOC108027460|XP_016954404.1|DBIA, LOC108027285|XP_016954163.1|DBIA	LOC120767096|XP_039948911.1|BTRY
OG0001521	LOC108032630|XP_016962060.1|DBIA, LOC108028927|XP_016956435.1|DBIA, LOC108030388|XP_016958760.1|DBIA	LOC120767572|XP_039949643.1|BTRY
OG0001522	LOC108035823|XP_016967060.1|DBIA	LOC120767581|XP_039949660.1|BTRY
OG0001523	LOC108026955|XP_016953657.1|DBIA, LOC108026952|XP_016953655.1|DBIA	LOC120772775|XP_039957485.1|BTRY, LOC120772774|XP_039957484.1|BTRY, LOC120772773|XP_039957482.1|BTRY
OG0001524	LOC108029854|XP_016957832.1|DBIA, LOC108030012|XP_016958015.1|DBIA	LOC120769997|XP_039953020.1|BTRY
OG0001525	LOC108036175|XP_016967658.1|DBIA	LOC120775416|XP_039961527.1|BTRY
OG0001526	LOC108025648|XP_016951676.1|DBIA, LOC108025640|XP_016951665.1|DBIA	LOC120773750|XP_039958748.1|BTRY, LOC120775799|XP_039962077.1|BTRY
OG0001527	LOC108027500|XP_016954433.1|DBIA	LOC120775206|XP_039961204.1|BTRY
OG0001528	LOC108031032|XP_016959723.1|DBIA	LOC120777088|XP_039964156.1|BTRY
OG0001533	LOC108033477|XP_016963304.1|DBIA	LOC120780554|XP_039968744.1|BTRY, LOC120781955|XP_039970048.1|BTRY, LOC120768147|XP_039950642.1|BTRY, LOC120767624|XP_039949714.1|BTRY, LOC120780652|XP_039968848.1|BTRY, LOC120780866|XP_039969034.1|BTRY, LOC120772127|XP_039956476.1|BTRY, LOC120768656|XP_039951365.1|BTRY
OG0001534	LOC108023337|XP_016948163.1|DBIA	LOC120773392|XP_039958161.1|BTRY
OG0001535	LOC108027519|XP_016954450.1|DBIA	LOC120775729|XP_039961981.1|BTRY
OG0001536	LOC108023761|XP_016948891.1|DBIA	LOC120775631|XP_039961819.1|BTRY
OG0001537	LOC108029289|XP_016956976.1|DBIA	LOC120769213|XP_039952040.1|BTRY
OG0001538	LOC108035807|XP_016967069.1|DBIA	LOC120774223|XP_039959615.1|BTRY
OG0001539	LOC108022454|XP_016946851.1|DBIA	LOC120769993|XP_039953013.1|BTRY
OG0001540	LOC108029118|XP_016956720.1|DBIA	LOC120767701|XP_039949832.1|BTRY
OG0001541	LOC108030761|XP_016959301.1|DBIA	LOC120778886|XP_039966865.1|BTRY
OG0001542	LOC108031873|XP_016961121.1|DBIA	LOC120780966|XP_039969127.1|BTRY
OG0001543	LOC108023936|XP_016949112.1|DBIA	LOC120776148|XP_039962623.1|BTRY
OG0001544	LOC108024700|XP_016950270.1|DBIA	LOC120774774|XP_039960479.1|BTRY
OG0001545	LOC108033217|XP_016962968.1|DBIA	LOC120774829|XP_039960574.1|BTRY
OG0001546	LOC108033161|XP_016962880.1|DBIA	LOC120774220|XP_039959610.1|BTRY
OG0001547	LOC108025598|XP_016951623.1|DBIA	LOC120774592|XP_039960258.1|BTRY
OG0001548	LOC108033157|XP_016962874.1|DBIA	LOC120775951|XP_039962296.1|BTRY
OG0001549	LOC108033871|XP_016964169.1|DBIA	LOC120768282|XP_039950846.1|BTRY
OG0001550	LOC108025398|XP_016951362.1|DBIA	LOC120769353|XP_039952286.1|BTRY
OG0001551	LOC108031959|XP_016961237.1|DBIA	LOC120781953|XP_039970050.1|BTRY
OG0001552	LOC108032046|XP_016961348.1|DBIA	LOC120766190|XP_039947481.1|BTRY
OG0001553	LOC108025937|XP_016952125.1|DBIA	LOC120773720|XP_039958701.1|BTRY, LOC120776008|XP_039962377.1|BTRY
OG0001554	LOC108031798|XP_016961005.1|DBIA	LOC120773438|XP_039958258.1|BTRY
OG0001555	LOC108034249|XP_016964590.1|DBIA	LOC120769338|XP_039952228.1|BTRY
OG0001556	LOC108030357|XP_016958713.1|DBIA	LOC120770110|XP_039953215.1|BTRY
OG0001557	LOC108032715|XP_016962223.1|DBIA	LOC120774237|XP_039959632.1|BTRY
OG0001558	LOC108025841|XP_016951992.1|DBIA	LOC120776051|XP_039962442.1|BTRY
OG0001559	LOC108026424|XP_016952845.1|DBIA	LOC120766322|XP_039947680.1|BTRY
OG0001561	LOC108024360|XP_016949753.1|DBIA	LOC120766537|XP_039948049.1|BTRY, LOC120766528|XP_039948032.1|BTRY
OG0001562	LOC108033714|XP_016963736.1|DBIA	LOC120782857|XP_039971324.1|BTRY
OG0001563	LOC108025184|XP_016951024.1|DBIA, LOC108028868|XP_016956348.1|DBIA	LOC120771274|XP_039955133.1|BTRY
OG0001564	LOC108031484|XP_016960449.1|DBIA	LOC120766484|XP_039947962.1|BTRY
OG0001565	LOC108031679|XP_016960810.1|DBIA	LOC120766874|XP_039948539.1|BTRY
OG0001566	LOC108024852|XP_016950483.1|DBIA	LOC120782328|XP_039970487.1|BTRY
OG0001567	LOC108022410|XP_016946784.1|DBIA, LOC108022081|XP_016946414.1|DBIA	LOC120772164|XP_039956538.1|BTRY
OG0001568	LOC108024520|XP_016949960.1|DBIA	LOC120782686|XP_039971015.1|BTRY
OG0001569	LOC108031134|XP_016959837.1|DBIA	LOC120782487|XP_039970722.1|BTRY
OG0001570	LOC108031039|XP_016959728.1|DBIA, LOC108031040|XP_016959729.1|DBIA, LOC108031041|XP_016959730.1|DBIA, LOC108031239|XP_016959963.1|DBIA	LOC120782368|XP_039970540.1|BTRY
OG0001572	LOC108025885|XP_016952050.1|DBIA	LOC120775782|XP_039962053.1|BTRY
OG0001573	LOC108035189|XP_016966163.1|DBIA	LOC120777157|XP_039964235.1|BTRY
OG0001574	LOC108023662|XP_016948772.1|DBIA	LOC120776055|XP_039962447.1|BTRY, LOC120781219|XP_039969282.1|BTRY
OG0001575	LOC108026167|XP_016952411.1|DBIA	LOC120780662|XP_039968858.1|BTRY
OG0001576	LOC108024871|XP_016950505.1|DBIA	LOC120766533|XP_039948038.1|BTRY
OG0001577	LOC108025283|XP_016951148.1|DBIA	LOC120768550|XP_039951227.1|BTRY, LOC120769307|XP_039952174.1|BTRY
OG0001578	LOC108030405|XP_016958779.1|DBIA	LOC120772667|XP_039957335.1|BTRY
OG0001579	LOC108023977|XP_016949191.1|DBIA	LOC120774265|XP_039959669.1|BTRY
OG0001580	LOC108036501|XP_016968188.1|DBIA	LOC120770174|XP_039953322.1|BTRY
OG0001581	LOC108023429|XP_016948406.1|DBIA	LOC120773814|XP_039958855.1|BTRY
OG0001582	LOC108023086|XP_016947828.1|DBIA	LOC120770043|XP_039953092.1|BTRY
OG0001583	LOC108036346|XP_016967907.1|DBIA	LOC120771741|XP_039955847.1|BTRY
OG0001584	LOC108028323|XP_016955549.1|DBIA	LOC120777659|XP_039965046.1|BTRY
OG0001585	LOC108035045|XP_016965951.1|DBIA	LOC120775963|XP_039962308.1|BTRY
OG0001586	LOC108028512|XP_016955883.1|DBIA	LOC120777890|XP_039965386.1|BTRY
OG0001587	LOC108023826|XP_016948964.1|DBIA	LOC120771025|XP_039954735.1|BTRY
OG0001588	LOC108030410|XP_016958785.1|DBIA	LOC120781566|XP_039969737.1|BTRY, LOC120779466|XP_039967663.1|BTRY, LOC120780829|XP_039969007.1|BTRY, LOC120781620|XP_039969787.1|BTRY, LOC120778336|XP_039966064.1|BTRY, LOC120778376|XP_039966097.1|BTRY, LOC120772130|XP_039956480.1|BTRY
OG0001589	LOC108035842|XP_016967075.1|DBIA	LOC120767539|XP_039949577.1|BTRY
OG0001590	LOC108026648|XP_016953175.1|DBIA	LOC120772466|XP_039957038.1|BTRY
OG0001591	LOC108026387|XP_016952796.1|DBIA	LOC120774435|XP_039960013.1|BTRY
OG0001592	LOC108033596|XP_016963427.1|DBIA	LOC120768200|XP_039950706.1|BTRY
OG0001593	LOC108034176|XP_016964477.1|DBIA	LOC120768303|XP_039950867.1|BTRY
OG0001594	LOC108027660|XP_016954665.1|DBIA	LOC120769207|XP_039952035.1|BTRY
OG0001595	LOC108030292|XP_016958614.1|DBIA	LOC120768888|XP_039951575.1|BTRY, LOC120770067|XP_039953123.1|BTRY
OG0001596	LOC108032690|XP_016962154.1|DBIA	LOC120767379|XP_039949302.1|BTRY
OG0001597	LOC108022044|XP_016946377.1|DBIA	LOC120768904|XP_039951600.1|BTRY, LOC120767560|XP_039949631.1|BTRY
OG0001599	LOC108034066|XP_016964310.1|DBIA	LOC120767223|XP_039949018.1|BTRY, LOC120769042|XP_039951823.1|BTRY
OG0001600	LOC108029147|XP_016956765.1|DBIA	LOC120769367|XP_039952262.1|BTRY
OG0001601	LOC108021859|XP_016946137.1|DBIA	LOC120769383|XP_039952285.1|BTRY
OG0001602	LOC108032776|XP_016962267.1|DBIA	LOC120769016|XP_039951794.1|BTRY, LOC120768423|XP_039951038.1|BTRY
OG0001603	LOC108032771|XP_016962261.1|DBIA	LOC120781755|XP_039969921.1|BTRY
OG0001604	LOC108023529|XP_016948582.1|DBIA	LOC120775318|XP_039961389.1|BTRY
OG0001605	LOC108029782|XP_016957780.1|DBIA	LOC120771906|XP_039956122.1|BTRY
OG0001606	LOC108036438|XP_016968111.1|DBIA	LOC120771194|XP_039955024.1|BTRY
OG0001607	LOC108035079|XP_016965979.1|DBIA	LOC120768129|XP_039950617.1|BTRY
OG0001608	LOC108034024|XP_016964252.1|DBIA	LOC120767966|XP_039950303.1|BTRY
OG0001609	LOC108026568|XP_016953009.1|DBIA	LOC120771513|XP_039955502.1|BTRY
OG0001610	LOC108032706|XP_016962174.1|DBIA, LOC108033011|XP_016962627.1|DBIA	LOC120768040|XP_039950474.1|BTRY
OG0001611	LOC108033999|XP_016964216.1|DBIA	LOC120767394|XP_039949347.1|BTRY
OG0001612	LOC108036074|XP_016967510.1|DBIA	LOC120769047|XP_039951829.1|BTRY
OG0001613	LOC108034234|XP_016964570.1|DBIA	LOC120781708|XP_039969874.1|BTRY
OG0001614	LOC108036613|XP_016968365.1|DBIA	LOC120770261|XP_039953505.1|BTRY
OG0001615	LOC108031632|XP_016960729.1|DBIA, LOC108035856|XP_016967091.1|DBIA	LOC120768094|XP_039950567.1|BTRY
OG0001616	LOC108034133|XP_016964411.1|DBIA	LOC120768168|XP_039950666.1|BTRY
OG0001617	LOC108032584|XP_016961978.1|DBIA	LOC120767737|XP_039949880.1|BTRY
OG0001618	LOC108034349|XP_016964724.1|DBIA	LOC120781739|XP_039969906.1|BTRY, LOC120779501|XP_039967728.1|BTRY
OG0001619	LOC108032694|XP_016962157.1|DBIA	LOC120768673|XP_039951384.1|BTRY
OG0001620	LOC108026913|XP_016953611.1|DBIA	LOC120771749|XP_039955854.1|BTRY
OG0001621	LOC108036301|XP_016967801.1|DBIA	LOC120771724|XP_039955812.1|BTRY, LOC120771723|XP_039955811.1|BTRY
OG0001622	LOC108023193|XP_016947933.1|DBIA	LOC120773571|XP_039958475.1|BTRY
OG0001623	LOC108029132|XP_016956744.1|DBIA	LOC120769015|XP_039951792.1|BTRY
OG0001624	LOC108033837|XP_016963953.1|DBIA	LOC120768671|XP_039951382.1|BTRY
OG0001625	LOC108033916|XP_016964076.1|DBIA	LOC120767589|XP_039949671.1|BTRY
OG0001626	LOC108036806|XP_016968642.1|DBIA	LOC120769165|XP_039951984.1|BTRY, LOC120780775|XP_039968961.1|BTRY, LOC120781525|XP_039969681.1|BTRY, LOC120768868|XP_039951592.1|BTRY, LOC120780853|XP_039969025.1|BTRY, LOC120780708|XP_039968902.1|BTRY
OG0001627	LOC108031695|XP_016960841.1|DBIA	LOC120766512|XP_039948013.1|BTRY
OG0001628	LOC108025174|XP_016950941.1|DBIA	LOC120782304|XP_039970448.1|BTRY
OG0001629	LOC108025564|XP_016951582.1|DBIA	LOC120780301|XP_039968525.1|BTRY
OG0001630	LOC108026314|XP_016952690.1|DBIA	LOC120774406|XP_039959964.1|BTRY
