Orthogroup	DBIA.longest_only	CCAP.longest_only
OG0001413	LOC108022102|XP_016946433.1|DBIA, LOC108022249|XP_016946597.1|DBIA	CCAP1982_LOCUS23079|CAD7015129.1|CCAP, CCAP1982_LOCUS23077|CAD7015127.1|CCAP, CCAP1982_LOCUS23078|CAD7015128.1|CCAP
OG0001415	LOC108026500|XP_016952936.1|DBIA	CCAP1982_LOCUS20024|CAD7011913.1|CCAP
OG0001416	LOC108033426|XP_016963237.1|DBIA, LOC108028384|XP_016955677.1|DBIA	CCAP1982_LOCUS20705|CAD7012621.1|CCAP
OG0001417	LOC108021877|XP_016946160.1|DBIA, LOC108021902|XP_016946209.1|DBIA	CCAP1982_LOCUS21009|CAD7012910.1|CCAP, CCAP1982_LOCUS21010|CAD7012911.1|CCAP, CCAP1982_LOCUS21011|CAD7012912.1|CCAP
OG0001418	LOC108028447|XP_016955777.1|DBIA, LOC108028149|XP_016955299.1|DBIA	CCAP1982_LOCUS11084|CAD7002598.1|CCAP
OG0001429	LOC108031807|XP_016961018.1|DBIA	CCAP1982_LOCUS1446|CAD6992597.1|CCAP
OG0001430	LOC108031463|XP_016960391.1|DBIA	CCAP1982_LOCUS1915|CAD6993088.1|CCAP
OG0001437	LOC108036048|XP_016967479.1|DBIA	CCAP1982_LOCUS1003|CAD6992121.1|CCAP
OG0001438	LOC108024655|XP_016950203.1|DBIA	CCAP1982_LOCUS1198|CAD6992334.1|CCAP
OG0001439	LOC108031854|XP_016961096.1|DBIA	CCAP1982_LOCUS2418|CAD6993608.1|CCAP
OG0001443	LOC108025295|XP_016951173.1|DBIA	CCAP1982_LOCUS1087|CAD6992217.1|CCAP
OG0001444	LOC108031884|XP_016961137.1|DBIA	CCAP1982_LOCUS3898|CAD6995177.1|CCAP
OG0001445	LOC108024980|XP_016950716.1|DBIA	CCAP1982_LOCUS21225|CAD7013154.1|CCAP, CCAP1982_LOCUS2777|CAD6993996.1|CCAP
OG0001446	LOC108031838|XP_016961077.1|DBIA	CCAP1982_LOCUS2757|CAD6993972.1|CCAP
OG0001447	LOC108025313|XP_016951202.1|DBIA	CCAP1982_LOCUS61|CAD6991115.1|CCAP
OG0001448	LOC108025424|XP_016951397.1|DBIA	CCAP1982_LOCUS1118|CAD6992248.1|CCAP
OG0001449	LOC108036630|XP_016968393.1|DBIA	CCAP1982_LOCUS12143|CAD7003706.1|CCAP
OG0001450	LOC108021912|XP_016946221.1|DBIA	CCAP1982_LOCUS1353|CAD6992503.1|CCAP
OG0001451	LOC108029946|XP_016957938.1|DBIA	CCAP1982_LOCUS21472|CAD7013410.1|CCAP
OG0001452	LOC108026714|XP_016953306.1|DBIA	CCAP1982_LOCUS22575|CAD7014576.1|CCAP
OG0001453	LOC108028668|XP_016956090.1|DBIA	CCAP1982_LOCUS12525|CAD7004102.1|CCAP
OG0001454	LOC108031776|XP_016960974.1|DBIA	CCAP1982_LOCUS4208|CAD6995495.1|CCAP
OG0001455	LOC108035096|XP_016966006.1|DBIA	CCAP1982_LOCUS14934|CAD7006627.1|CCAP, CCAP1982_LOCUS14933|CAD7006626.1|CCAP
OG0001456	LOC108022438|XP_016946812.1|DBIA	CCAP1982_LOCUS23228|CAD7015281.1|CCAP, CCAP1982_LOCUS23229|CAD7015282.1|CCAP, CCAP1982_LOCUS23226|CAD7015279.1|CCAP
OG0001457	LOC108030014|XP_016958018.1|DBIA	CCAP1982_LOCUS23313|CAD7015368.1|CCAP
OG0001458	LOC108022164|XP_016946497.1|DBIA	CCAP1982_LOCUS21991|CAD7013982.1|CCAP
OG0001459	LOC108028823|XP_016956298.1|DBIA	CCAP1982_LOCUS12616|CAD7004197.1|CCAP, CCAP1982_LOCUS12627|CAD7004208.1|CCAP
OG0001460	LOC108030078|XP_016958180.1|DBIA	CCAP1982_LOCUS22491|CAD7014489.1|CCAP, CCAP1982_LOCUS22493|CAD7014491.1|CCAP
OG0001462	LOC108035050|XP_016965918.1|DBIA	CCAP1982_LOCUS12226|CAD7003792.1|CCAP
OG0001463	LOC108026326|XP_016952706.1|DBIA	CCAP1982_LOCUS4832|CAD6996139.1|CCAP
OG0001465	LOC108036666|XP_016968436.1|DBIA	CCAP1982_LOCUS23292|CAD7015347.1|CCAP
OG0001466	LOC108033928|XP_016964095.1|DBIA	CCAP1982_LOCUS8263|CAD6999737.1|CCAP
OG0001467	LOC108033604|XP_016963446.1|DBIA	CCAP1982_LOCUS8527|CAD7000023.1|CCAP
OG0001468	LOC108031320|XP_016960060.1|DBIA	CCAP1982_LOCUS12076|CAD7003637.1|CCAP, CCAP1982_LOCUS1503|CAD6992658.1|CCAP
OG0001469	LOC108036908|XP_016968801.1|DBIA	CCAP1982_LOCUS21877|CAD7013858.1|CCAP
OG0001470	LOC108028829|XP_016956307.1|DBIA	CCAP1982_LOCUS14046|CAD7005694.1|CCAP
OG0001471	LOC108029439|XP_016957180.1|DBIA	CCAP1982_LOCUS10995|CAD7002506.1|CCAP
OG0001472	LOC108035009|XP_016965841.1|DBIA	CCAP1982_LOCUS12411|CAD7003989.1|CCAP
OG0001473	LOC108024939|XP_016950629.1|DBIA	CCAP1982_LOCUS2309|CAD6993496.1|CCAP
OG0001474	LOC108033156|XP_016962872.1|DBIA	CCAP1982_LOCUS22192|CAD7014186.1|CCAP
OG0001475	LOC108022679|XP_016947239.1|DBIA	CCAP1982_LOCUS21622|CAD7013566.1|CCAP
OG0001476	LOC108035801|XP_016967031.1|DBIA	CCAP1982_LOCUS23001|CAD7015044.1|CCAP
OG0001478	LOC108029083|XP_016956659.1|DBIA	CCAP1982_LOCUS6943|CAD6998341.1|CCAP
OG0001480	LOC108023049|XP_016947782.1|DBIA, LOC108029168|XP_016956802.1|DBIA	CCAP1982_LOCUS7499|CAD6998952.1|CCAP
OG0001481	LOC108033701|XP_016963696.1|DBIA	CCAP1982_LOCUS7609|CAD6999063.1|CCAP, CCAP1982_LOCUS7608|CAD6999062.1|CCAP
OG0001482	LOC108036298|XP_016967798.1|DBIA	CCAP1982_LOCUS22940|CAD7014980.1|CCAP
OG0001483	LOC108027477|XP_016954409.1|DBIA, LOC108031570|XP_016960619.1|DBIA, LOC108031583|XP_016960644.1|DBIA, LOC108027554|XP_016954512.1|DBIA, LOC108033085|XP_016962770.1|DBIA, LOC108027559|XP_016954526.1|DBIA	CCAP1982_LOCUS5446|CAD6996770.1|CCAP
OG0001484	LOC108033537|XP_016963374.1|DBIA	CCAP1982_LOCUS2927|CAD6994161.1|CCAP
OG0001485	LOC108035951|XP_016967243.1|DBIA	CCAP1982_LOCUS13494|CAD7005132.1|CCAP
OG0001486	LOC108036694|XP_016968472.1|DBIA, LOC108036783|XP_016968614.1|DBIA	CCAP1982_LOCUS8832|CAD7000350.1|CCAP
OG0001487	LOC108023841|XP_016948974.1|DBIA	CCAP1982_LOCUS5886|CAD6997253.1|CCAP
OG0001488	LOC108029373|XP_016957090.1|DBIA	CCAP1982_LOCUS22517|CAD7014516.1|CCAP
OG0001490	LOC108027796|XP_016954856.1|DBIA	CCAP1982_LOCUS6385|CAD6997753.1|CCAP
OG0001491	LOC108029078|XP_016956649.1|DBIA	CCAP1982_LOCUS8226|CAD6999700.1|CCAP, CCAP1982_LOCUS8228|CAD6999702.1|CCAP
OG0001495	LOC108029687|XP_016957632.1|DBIA	CCAP1982_LOCUS22388|CAD7014394.1|CCAP
OG0001497	LOC108036650|XP_016968419.1|DBIA	CCAP1982_LOCUS22948|CAD7014991.1|CCAP, CCAP1982_LOCUS8341|CAD6999830.1|CCAP
OG0001498	LOC108027377|XP_016954295.1|DBIA	CCAP1982_LOCUS4395|CAD6995688.1|CCAP
OG0001500	LOC108030174|XP_016958403.1|DBIA	CCAP1982_LOCUS21162|CAD7013087.1|CCAP
OG0001501	LOC108031179|XP_016959888.1|DBIA	CCAP1982_LOCUS4853|CAD6996161.1|CCAP, CCAP1982_LOCUS384|CAD6991459.1|CCAP
OG0001502	LOC108030213|XP_016958469.1|DBIA	CCAP1982_LOCUS19881|CAD7011769.1|CCAP, CCAP1982_LOCUS19882|CAD7011770.1|CCAP
OG0001503	LOC108030330|XP_016958677.1|DBIA	CCAP1982_LOCUS20213|CAD7012114.1|CCAP, CCAP1982_LOCUS20215|CAD7012116.1|CCAP
OG0001505	LOC108022350|XP_016946701.1|DBIA	CCAP1982_LOCUS15016|CAD7006717.1|CCAP
OG0001506	LOC108029642|XP_016957540.1|DBIA	CCAP1982_LOCUS20292|CAD7012190.1|CCAP
OG0001507	LOC108022676|XP_016947236.1|DBIA	CCAP1982_LOCUS15035|CAD7006736.1|CCAP
OG0001508	LOC108029690|XP_016957639.1|DBIA	CCAP1982_LOCUS19705|CAD7011617.1|CCAP
OG0001509	LOC108022225|XP_016946571.1|DBIA	CCAP1982_LOCUS21064|CAD7012973.1|CCAP
OG0001510	LOC108027428|XP_016954367.1|DBIA	CCAP1982_LOCUS5603|CAD6996933.1|CCAP
OG0001511	LOC108022910|XP_016947606.1|DBIA	CCAP1982_LOCUS19858|CAD7011746.1|CCAP, CCAP1982_LOCUS19860|CAD7011748.1|CCAP
OG0001512	LOC108028037|XP_016955163.1|DBIA	CCAP1982_LOCUS12364|CAD7003942.1|CCAP
OG0001513	LOC108030804|XP_016959377.1|DBIA	CCAP1982_LOCUS14667|CAD7006345.1|CCAP, CCAP1982_LOCUS14668|CAD7006346.1|CCAP
OG0001517	LOC108024381|XP_016949774.1|DBIA	CCAP1982_LOCUS2393|CAD6993582.1|CCAP
OG0001518	LOC108024222|XP_016949579.1|DBIA	CCAP1982_LOCUS2328|CAD6993515.1|CCAP, CCAP1982_LOCUS2327|CAD6993514.1|CCAP
OG0001519	LOC108027007|XP_016953694.1|DBIA, LOC108027450|XP_016954390.1|DBIA, LOC108027008|XP_016953695.1|DBIA	CCAP1982_LOCUS4702|CAD6995996.1|CCAP
OG0001521	LOC108032630|XP_016962060.1|DBIA, LOC108028927|XP_016956435.1|DBIA, LOC108030388|XP_016958760.1|DBIA	CCAP1982_LOCUS6137|CAD6997495.1|CCAP, CCAP1982_LOCUS6136|CAD6997494.1|CCAP
OG0001523	LOC108026955|XP_016953657.1|DBIA, LOC108026952|XP_016953655.1|DBIA	CCAP1982_LOCUS22347|CAD7014350.1|CCAP, CCAP1982_LOCUS22346|CAD7014349.1|CCAP, CCAP1982_LOCUS22348|CAD7014351.1|CCAP
OG0001524	LOC108029854|XP_016957832.1|DBIA, LOC108030012|XP_016958015.1|DBIA	CCAP1982_LOCUS20848|CAD7012744.1|CCAP
OG0001537	LOC108029289|XP_016956976.1|DBIA	CCAP1982_LOCUS7541|CAD6998994.1|CCAP
OG0001539	LOC108022454|XP_016946851.1|DBIA	CCAP1982_LOCUS22236|CAD7014233.1|CCAP
OG0001540	LOC108029118|XP_016956720.1|DBIA	CCAP1982_LOCUS8379|CAD6999869.1|CCAP, CCAP1982_LOCUS8380|CAD6999870.1|CCAP
OG0001541	LOC108030761|XP_016959301.1|DBIA	CCAP1982_LOCUS13746|CAD7005386.1|CCAP
OG0001542	LOC108031873|XP_016961121.1|DBIA	CCAP1982_LOCUS3519|CAD6994788.1|CCAP, CCAP1982_LOCUS3518|CAD6994787.1|CCAP
OG0001549	LOC108033871|XP_016964169.1|DBIA	CCAP1982_LOCUS7896|CAD6999369.1|CCAP
OG0001550	LOC108025398|XP_016951362.1|DBIA	CCAP1982_LOCUS2172|CAD6993354.1|CCAP
OG0001551	LOC108031959|XP_016961237.1|DBIA	CCAP1982_LOCUS3146|CAD6994394.1|CCAP
OG0001552	LOC108032046|XP_016961348.1|DBIA	CCAP1982_LOCUS3882|CAD6995161.1|CCAP
OG0001554	LOC108031798|XP_016961005.1|DBIA	CCAP1982_LOCUS1047|CAD6992172.1|CCAP
OG0001555	LOC108034249|XP_016964590.1|DBIA	CCAP1982_LOCUS8800|CAD7000315.1|CCAP
OG0001556	LOC108030357|XP_016958713.1|DBIA	CCAP1982_LOCUS21904|CAD7013890.1|CCAP
OG0001559	LOC108026424|XP_016952845.1|DBIA	CCAP1982_LOCUS1563|CAD6992718.1|CCAP, CCAP1982_LOCUS1557|CAD6992712.1|CCAP, CCAP1982_LOCUS1558|CAD6992713.1|CCAP
OG0001560	LOC108027224|XP_016954042.1|DBIA	CCAP1982_LOCUS4333|CAD6995627.1|CCAP
OG0001561	LOC108024360|XP_016949753.1|DBIA	CCAP1982_LOCUS1554|CAD6992709.1|CCAP, CCAP1982_LOCUS1545|CAD6992700.1|CCAP, CCAP1982_LOCUS1555|CAD6992710.1|CCAP, CCAP1982_LOCUS1546|CAD6992701.1|CCAP
OG0001562	LOC108033714|XP_016963736.1|DBIA	CCAP1982_LOCUS1189|CAD6992322.1|CCAP
OG0001563	LOC108025184|XP_016951024.1|DBIA, LOC108028868|XP_016956348.1|DBIA	CCAP1982_LOCUS20081|CAD7011970.1|CCAP
OG0001564	LOC108031484|XP_016960449.1|DBIA	CCAP1982_LOCUS2912|CAD6994146.1|CCAP
OG0001565	LOC108031679|XP_016960810.1|DBIA	CCAP1982_LOCUS2206|CAD6993390.1|CCAP, CCAP1982_LOCUS2201|CAD6993385.1|CCAP
OG0001566	LOC108024852|XP_016950483.1|DBIA	CCAP1982_LOCUS2933|CAD6994168.1|CCAP
OG0001567	LOC108022410|XP_016946784.1|DBIA, LOC108022081|XP_016946414.1|DBIA	CCAP1982_LOCUS20683|CAD7012598.1|CCAP
OG0001568	LOC108024520|XP_016949960.1|DBIA	CCAP1982_LOCUS4089|CAD6995371.1|CCAP, CCAP1982_LOCUS4088|CAD6995370.1|CCAP, CCAP1982_LOCUS4087|CAD6995368.1|CCAP, CCAP1982_LOCUS4081|CAD6995362.1|CCAP
OG0001569	LOC108031134|XP_016959837.1|DBIA	CCAP1982_LOCUS1296|CAD6992434.1|CCAP
OG0001570	LOC108031039|XP_016959728.1|DBIA, LOC108031040|XP_016959729.1|DBIA, LOC108031041|XP_016959730.1|DBIA, LOC108031239|XP_016959963.1|DBIA	CCAP1982_LOCUS2355|CAD6993543.1|CCAP
OG0001571	LOC108034302|XP_016964654.1|DBIA	CCAP1982_LOCUS5652|CAD6996990.1|CCAP
OG0001573	LOC108035189|XP_016966163.1|DBIA	CCAP1982_LOCUS11587|CAD7003125.1|CCAP
OG0001575	LOC108026167|XP_016952411.1|DBIA	CCAP1982_LOCUS3773|CAD6995046.1|CCAP
OG0001576	LOC108024871|XP_016950505.1|DBIA	CCAP1982_LOCUS117|CAD6991178.1|CCAP
OG0001577	LOC108025283|XP_016951148.1|DBIA	CCAP1982_LOCUS9052|CAD7000578.1|CCAP
OG0001580	LOC108036501|XP_016968188.1|DBIA	CCAP1982_LOCUS23298|CAD7015353.1|CCAP, CCAP1982_LOCUS23296|CAD7015351.1|CCAP, CCAP1982_LOCUS23297|CAD7015352.1|CCAP
OG0001582	LOC108023086|XP_016947828.1|DBIA	CCAP1982_LOCUS22748|CAD7014775.1|CCAP
OG0001583	LOC108036346|XP_016967907.1|DBIA	CCAP1982_LOCUS22705|CAD7014727.1|CCAP
OG0001584	LOC108028323|XP_016955549.1|DBIA	CCAP1982_LOCUS10967|CAD7002478.1|CCAP
OG0001586	LOC108028512|XP_016955883.1|DBIA	CCAP1982_LOCUS11853|CAD7003396.1|CCAP
OG0001587	LOC108023826|XP_016948964.1|DBIA	CCAP1982_LOCUS23022|CAD7015066.1|CCAP
OG0001588	LOC108030410|XP_016958785.1|DBIA	CCAP1982_LOCUS21201|CAD7013129.1|CCAP
OG0001589	LOC108035842|XP_016967075.1|DBIA	CCAP1982_LOCUS5882|CAD6997249.1|CCAP
OG0001590	LOC108026648|XP_016953175.1|DBIA	CCAP1982_LOCUS20139|CAD7012036.1|CCAP
OG0001592	LOC108033596|XP_016963427.1|DBIA	CCAP1982_LOCUS8353|CAD6999841.1|CCAP
OG0001593	LOC108034176|XP_016964477.1|DBIA	CCAP1982_LOCUS8340|CAD6999829.1|CCAP
OG0001594	LOC108027660|XP_016954665.1|DBIA	CCAP1982_LOCUS8198|CAD6999668.1|CCAP
OG0001595	LOC108030292|XP_016958614.1|DBIA	CCAP1982_LOCUS5937|CAD6997304.1|CCAP, CCAP1982_LOCUS5948|CAD6997315.1|CCAP, CCAP1982_LOCUS22469|CAD7014473.1|CCAP, CCAP1982_LOCUS22468|CAD7014472.1|CCAP
OG0001596	LOC108032690|XP_016962154.1|DBIA	CCAP1982_LOCUS6097|CAD6997451.1|CCAP
OG0001597	LOC108022044|XP_016946377.1|DBIA	CCAP1982_LOCUS5570|CAD6996897.1|CCAP
OG0001599	LOC108034066|XP_016964310.1|DBIA	CCAP1982_LOCUS6415|CAD6997790.1|CCAP
OG0001601	LOC108021859|XP_016946137.1|DBIA	CCAP1982_LOCUS9239|CAD7000764.1|CCAP
OG0001603	LOC108032771|XP_016962261.1|DBIA	CCAP1982_LOCUS5630|CAD6996964.1|CCAP
OG0001605	LOC108029782|XP_016957780.1|DBIA	CCAP1982_LOCUS22126|CAD7014120.1|CCAP
OG0001607	LOC108035079|XP_016965979.1|DBIA	CCAP1982_LOCUS7005|CAD6998405.1|CCAP
OG0001608	LOC108034024|XP_016964252.1|DBIA	CCAP1982_LOCUS5486|CAD6996813.1|CCAP
OG0001609	LOC108026568|XP_016953009.1|DBIA	CCAP1982_LOCUS7242|CAD6998684.1|CCAP
OG0001610	LOC108032706|XP_016962174.1|DBIA, LOC108033011|XP_016962627.1|DBIA	CCAP1982_LOCUS5695|CAD6997037.1|CCAP
OG0001612	LOC108036074|XP_016967510.1|DBIA	CCAP1982_LOCUS8268|CAD6999742.1|CCAP
OG0001613	LOC108034234|XP_016964570.1|DBIA	CCAP1982_LOCUS5623|CAD6996956.1|CCAP
OG0001614	LOC108036613|XP_016968365.1|DBIA	CCAP1982_LOCUS22551|CAD7014550.1|CCAP
OG0001615	LOC108031632|XP_016960729.1|DBIA, LOC108035856|XP_016967091.1|DBIA	CCAP1982_LOCUS6168|CAD6997529.1|CCAP
OG0001616	LOC108034133|XP_016964411.1|DBIA	CCAP1982_LOCUS7604|CAD6999057.1|CCAP
OG0001617	LOC108032584|XP_016961978.1|DBIA	CCAP1982_LOCUS5479|CAD6996806.1|CCAP, CCAP1982_LOCUS5480|CAD6996807.1|CCAP
OG0001619	LOC108032694|XP_016962157.1|DBIA	CCAP1982_LOCUS5387|CAD6996703.1|CCAP
OG0001620	LOC108026913|XP_016953611.1|DBIA	CCAP1982_LOCUS20177|CAD7012077.1|CCAP
OG0001621	LOC108036301|XP_016967801.1|DBIA	CCAP1982_LOCUS22660|CAD7014672.1|CCAP, CCAP1982_LOCUS22659|CAD7014671.1|CCAP
OG0001623	LOC108029132|XP_016956744.1|DBIA	CCAP1982_LOCUS7557|CAD6999010.1|CCAP
OG0001624	LOC108033837|XP_016963953.1|DBIA	CCAP1982_LOCUS5456|CAD6996781.1|CCAP
OG0001625	LOC108033916|XP_016964076.1|DBIA	CCAP1982_LOCUS6407|CAD6997782.1|CCAP
OG0001626	LOC108036806|XP_016968642.1|DBIA	CCAP1982_LOCUS8185|CAD6999655.1|CCAP
OG0001627	LOC108031695|XP_016960841.1|DBIA	CCAP1982_LOCUS760|CAD6991866.1|CCAP
OG0001628	LOC108025174|XP_016950941.1|DBIA	CCAP1982_LOCUS314|CAD6991387.1|CCAP
OG0001629	LOC108025564|XP_016951582.1|DBIA	CCAP1982_LOCUS4164|CAD6995449.1|CCAP
OG0001631	LOC108032927|XP_016962485.1|DBIA	CCAP1982_LOCUS4669|CAD6995958.1|CCAP
OG0001633	LOC108024627|XP_016950156.1|DBIA	CCAP1982_LOCUS5110|CAD6996438.1|CCAP
OG0001634	LOC108024891|XP_016950519.1|DBIA	CCAP1982_LOCUS4191|CAD6995475.1|CCAP, CCAP1982_LOCUS4192|CAD6995476.1|CCAP, CCAP1982_LOCUS4190|CAD6995474.1|CCAP
OG0001635	LOC108025053|XP_016950799.1|DBIA	CCAP1982_LOCUS787|CAD6991897.1|CCAP
OG0001636	LOC108027058|XP_016953756.1|DBIA	CCAP1982_LOCUS500|CAD6991582.1|CCAP
OG0001637	LOC108031606|XP_016960676.1|DBIA	CCAP1982_LOCUS2588|CAD6993790.1|CCAP
OG0001640	LOC108027324|XP_016954220.1|DBIA	CCAP1982_LOCUS4427|CAD6995721.1|CCAP
OG0001641	LOC108025068|XP_016950814.1|DBIA	CCAP1982_LOCUS523|CAD6991608.1|CCAP
OG0001642	LOC108024045|XP_016949310.1|DBIA	CCAP1982_LOCUS7454|CAD6998907.1|CCAP
OG0001643	LOC108036767|XP_016968596.1|DBIA	CCAP1982_LOCUS14069|CAD7005717.1|CCAP
OG0001644	LOC108028766|XP_016956230.1|DBIA	CCAP1982_LOCUS14033|CAD7005680.1|CCAP
OG0001645	LOC108022746|XP_016947326.1|DBIA	CCAP1982_LOCUS21147|CAD7013069.1|CCAP
OG0001647	LOC108030033|XP_016958082.1|DBIA	CCAP1982_LOCUS20197|CAD7012098.1|CCAP
OG0001648	LOC108035064|XP_016965942.1|DBIA	CCAP1982_LOCUS14220|CAD7005878.1|CCAP
OG0001649	LOC108036527|XP_016968234.1|DBIA	CCAP1982_LOCUS7144|CAD6998561.1|CCAP
OG0001650	LOC108036522|XP_016968222.1|DBIA	CCAP1982_LOCUS20338|CAD7012242.1|CCAP
OG0001652	LOC108028564|XP_016955959.1|DBIA	CCAP1982_LOCUS14192|CAD7005849.1|CCAP, CCAP1982_LOCUS14193|CAD7005850.1|CCAP, CCAP1982_LOCUS14191|CAD7005848.1|CCAP
OG0001653	LOC108030847|XP_016959474.1|DBIA	CCAP1982_LOCUS13526|CAD7005165.1|CCAP
OG0001654	LOC108022511|XP_016946969.1|DBIA	CCAP1982_LOCUS19405|CAD7011298.1|CCAP
OG0001655	LOC108036320|XP_016967822.1|DBIA	CCAP1982_LOCUS20689|CAD7012605.1|CCAP
OG0001656	LOC108027688|XP_016954725.1|DBIA	CCAP1982_LOCUS10973|CAD7002484.1|CCAP, CCAP1982_LOCUS5373|CAD6996689.1|CCAP
OG0001657	LOC108030683|XP_016959205.1|DBIA	CCAP1982_LOCUS13406|CAD7005034.1|CCAP
OG0001658	LOC108035338|XP_016966412.1|DBIA	CCAP1982_LOCUS13424|CAD7005054.1|CCAP
OG0001659	LOC108035167|XP_016966118.1|DBIA	CCAP1982_LOCUS14508|CAD7006179.1|CCAP
OG0001659	LOC108034392|XP_016964763.1|DBIA	CCAP1982_LOCUS14509|CAD7006180.1|CCAP
OG0001660	LOC108027851|XP_016954939.1|DBIA	CCAP1982_LOCUS14935|CAD7006628.1|CCAP
OG0001661	LOC108032252|XP_016961606.1|DBIA	CCAP1982_LOCUS3522|CAD6994791.1|CCAP
OG0001663	LOC108025338|XP_016951262.1|DBIA	CCAP1982_LOCUS3118|CAD6994365.1|CCAP
OG0001664	LOC108026575|XP_016953016.1|DBIA	CCAP1982_LOCUS20142|CAD7012039.1|CCAP
OG0001665	LOC108022143|XP_016946474.1|DBIA	CCAP1982_LOCUS8105|CAD6999581.1|CCAP, CCAP1982_LOCUS14623|CAD7006301.1|CCAP
OG0001666	LOC108034694|XP_016965127.1|DBIA	CCAP1982_LOCUS6021|CAD6997382.1|CCAP, CCAP1982_LOCUS6019|CAD6997380.1|CCAP, CCAP1982_LOCUS6022|CAD6997383.1|CCAP, CCAP1982_LOCUS6020|CAD6997381.1|CCAP, CCAP1982_LOCUS4374|CAD6995667.1|CCAP, CCAP1982_LOCUS11372|CAD7002903.1|CCAP
OG0001667	LOC108022487|XP_016946929.1|DBIA	CCAP1982_LOCUS22319|CAD7014321.1|CCAP, CCAP1982_LOCUS22320|CAD7014322.1|CCAP
OG0001668	LOC108028305|XP_016955516.1|DBIA	CCAP1982_LOCUS11060|CAD7002572.1|CCAP
OG0001669	LOC108034720|XP_016965150.1|DBIA, LOC108034725|XP_016965154.1|DBIA	CCAP1982_LOCUS12259|CAD7003826.1|CCAP, CCAP1982_LOCUS12258|CAD7003825.1|CCAP
OG0001670	LOC108025659|XP_016951687.1|DBIA, LOC108029517|XP_016957304.1|DBIA	CCAP1982_LOCUS13568|CAD7005208.1|CCAP
OG0001683	LOC108036116|XP_016967584.1|DBIA	CCAP1982_LOCUS5522|CAD6996846.1|CCAP
OG0001684	LOC108036003|XP_016967386.1|DBIA	CCAP1982_LOCUS10566|CAD7002078.1|CCAP
OG0001685	LOC108034222|XP_016964553.1|DBIA	CCAP1982_LOCUS8076|CAD6999556.1|CCAP
OG0001690	LOC108028341|XP_016955581.1|DBIA	CCAP1982_LOCUS12978|CAD7004583.1|CCAP
OG0001691	LOC108036811|XP_016968649.1|DBIA	CCAP1982_LOCUS8134|CAD6999611.1|CCAP, CCAP1982_LOCUS8133|CAD6999610.1|CCAP
OG0001692	LOC108031466|XP_016960394.1|DBIA	CCAP1982_LOCUS1217|CAD6992353.1|CCAP, CCAP1982_LOCUS1214|CAD6992350.1|CCAP
OG0001694	LOC108024696|XP_016950267.1|DBIA	CCAP1982_LOCUS2123|CAD6993306.1|CCAP
OG0001696	LOC108024776|XP_016950378.1|DBIA	CCAP1982_LOCUS2180|CAD6993362.1|CCAP
OG0001696	LOC108025039|XP_016950784.1|DBIA	CCAP1982_LOCUS2178|CAD6993360.1|CCAP
OG0001697	LOC108026039|XP_016952221.1|DBIA	CCAP1982_LOCUS4178|CAD6995463.1|CCAP
OG0001700	LOC108024538|XP_016949995.1|DBIA	CCAP1982_LOCUS4439|CAD6995734.1|CCAP
OG0001701	LOC108027331|XP_016954232.1|DBIA	CCAP1982_LOCUS3389|CAD6994654.1|CCAP
OG0001702	LOC108034034|XP_016964272.1|DBIA	CCAP1982_LOCUS6105|CAD6997462.1|CCAP
OG0001703	LOC108032130|XP_016961452.1|DBIA	CCAP1982_LOCUS3137|CAD6994384.1|CCAP
OG0001704	LOC108031113|XP_016959814.1|DBIA	CCAP1982_LOCUS3134|CAD6994381.1|CCAP
OG0001705	LOC108025439|XP_016951419.1|DBIA	CCAP1982_LOCUS1538|CAD6992693.1|CCAP, CCAP1982_LOCUS1532|CAD6992687.1|CCAP, CCAP1982_LOCUS1511|CAD6992666.1|CCAP, CCAP1982_LOCUS1519|CAD6992674.1|CCAP, CCAP1982_LOCUS1526|CAD6992681.1|CCAP
OG0001706	LOC108026721|XP_016953324.1|DBIA	CCAP1982_LOCUS5536|CAD6996860.1|CCAP
OG0001707	LOC108024709|XP_016950289.1|DBIA	CCAP1982_LOCUS4020|CAD6995301.1|CCAP
OG0001708	LOC108031108|XP_016959807.1|DBIA	CCAP1982_LOCUS1293|CAD6992431.1|CCAP
OG0001709	LOC108035572|XP_016966732.1|DBIA	CCAP1982_LOCUS12887|CAD7004482.1|CCAP
OG0001710	LOC108032026|XP_016961325.1|DBIA	CCAP1982_LOCUS1177|CAD6992309.1|CCAP
OG0001711	LOC108031591|XP_016960651.1|DBIA	CCAP1982_LOCUS3250|CAD6994506.1|CCAP
OG0001712	LOC108026148|XP_016952371.1|DBIA	CCAP1982_LOCUS3242|CAD6994496.1|CCAP
OG0001713	LOC108024506|XP_016949941.1|DBIA	CCAP1982_LOCUS4355|CAD6995648.1|CCAP
OG0001714	LOC108032896|XP_016962423.1|DBIA	CCAP1982_LOCUS4320|CAD6995614.1|CCAP, CCAP1982_LOCUS4321|CAD6995615.1|CCAP
OG0001716	LOC108024046|XP_016949311.1|DBIA	CCAP1982_LOCUS9224|CAD7000751.1|CCAP
OG0001717	LOC108025272|XP_016951122.1|DBIA	CCAP1982_LOCUS1998|CAD6993176.1|CCAP
OG0001718	LOC108031525|XP_016960538.1|DBIA	CCAP1982_LOCUS1466|CAD6992617.1|CCAP
