Orthogroup	DBIA.longest_only	CPIP.longest_only
OG0001744	LOC108030081|XP_016958203.1|DBIA	LOC120412391|XP_039428766.1|CPIP
OG0001745	LOC108026609|XP_016953077.1|DBIA	LOC120420149|XP_039439042.1|CPIP
OG0001746	LOC108035663|XP_016966860.1|DBIA	LOC120416574|XP_039434241.1|CPIP
OG0001747	LOC108022572|XP_016947065.1|DBIA	LOC120419966|XP_039438770.1|CPIP
OG0001748	LOC108028159|XP_016955310.1|DBIA	LOC120418537|XP_039436907.1|CPIP
OG0001749	LOC108022933|XP_016947634.1|DBIA	LOC120416049|XP_039433644.1|CPIP, LOC120423609|XP_039443409.1|CPIP
OG0001750	LOC108022930|XP_016947632.1|DBIA	LOC120423614|XP_039443415.1|CPIP, LOC120416056|XP_039433652.1|CPIP
OG0001751	LOC108034998|XP_016965826.1|DBIA	LOC120413418|XP_039430166.1|CPIP
OG0001752	LOC108028148|XP_016955294.1|DBIA	LOC120420029|XP_039438862.1|CPIP
OG0001753	LOC108035175|XP_016966129.1|DBIA	LOC120425129|XP_039445487.1|CPIP
OG0001754	LOC108029721|XP_016957688.1|DBIA	LOC120412624|XP_039429109.1|CPIP
OG0001755	LOC108034793|XP_016965266.1|DBIA	LOC120428835|XP_039449885.1|CPIP, LOC120412567|XP_039429008.1|CPIP
OG0001756	LOC108036472|XP_016968138.1|DBIA	LOC120427031|XP_039447786.1|CPIP
OG0001757	LOC108029900|XP_016957880.1|DBIA	LOC120422704|XP_039442150.1|CPIP
OG0001758	LOC108034817|XP_016965352.1|DBIA	LOC120422695|XP_039442138.1|CPIP
OG0001759	LOC108022486|XP_016946928.1|DBIA	LOC120417487|XP_039435497.1|CPIP
OG0001760	LOC108036442|XP_016968071.1|DBIA	LOC120431187|XP_039452263.1|CPIP
OG0001761	LOC108026786|XP_016953434.1|DBIA	LOC120421909|XP_039441143.1|CPIP
OG0001762	LOC108034139|XP_016964420.1|DBIA	LOC120427012|XP_039447766.1|CPIP
OG0001764	LOC108025469|XP_016951466.1|DBIA	LOC120412610|XP_039429092.1|CPIP
OG0001765	LOC108036328|XP_016967830.1|DBIA	LOC120429891|XP_039450906.1|CPIP
OG0001766	LOC108036725|XP_016968513.1|DBIA	LOC120414689|XP_039431909.1|CPIP
OG0001767	LOC108027934|XP_016955052.1|DBIA	LOC120416612|XP_039434345.1|CPIP
OG0001768	LOC108029278|XP_016956965.1|DBIA	LOC120415684|XP_039433202.1|CPIP
OG0001769	LOC108033372|XP_016963179.1|DBIA	LOC120423676|XP_039443501.1|CPIP
OG0001770	LOC108034105|XP_016964370.1|DBIA	LOC120424085|XP_039444033.1|CPIP, LOC120424104|XP_039444049.1|CPIP, LOC120424087|XP_039444036.1|CPIP
OG0001771	LOC108029290|XP_016956977.1|DBIA	LOC120420598|XP_039439606.1|CPIP
OG0001772	LOC108034077|XP_016964328.1|DBIA	LOC120430583|XP_039451623.1|CPIP, LOC120428020|XP_039448927.1|CPIP
OG0001774	LOC108023018|XP_016947742.1|DBIA	LOC120413132|XP_039429770.1|CPIP
OG0001776	LOC108033887|XP_016964022.1|DBIA	LOC120418945|XP_039437417.1|CPIP
OG0001777	LOC108033766|XP_016963848.1|DBIA	LOC120428102|XP_039449019.1|CPIP, LOC120430713|XP_039451756.1|CPIP
OG0001778	LOC108033660|XP_016963586.1|DBIA	LOC120413896|XP_039430808.1|CPIP, LOC120420538|XP_039439544.1|CPIP
OG0001779	LOC108034613|XP_016965040.1|DBIA	LOC120418404|XP_039436714.1|CPIP
OG0001780	LOC108027536|XP_016954472.1|DBIA	LOC120419389|XP_039437995.1|CPIP
OG0001781	LOC108032705|XP_016962172.1|DBIA	LOC120428163|XP_039449081.1|CPIP
OG0001782	LOC108032514|XP_016961834.1|DBIA	LOC120429265|XP_039450416.1|CPIP, LOC120430898|XP_039451955.1|CPIP
OG0001783	LOC108036807|XP_016968643.1|DBIA	LOC120418978|XP_039437459.1|CPIP, LOC120425191|XP_039445556.1|CPIP
OG0001784	LOC108027767|XP_016954818.1|DBIA	LOC120412843|XP_039429400.1|CPIP, LOC120425334|XP_039445750.1|CPIP
OG0001785	LOC108036331|XP_016967855.1|DBIA	LOC120423126|XP_039442738.1|CPIP
OG0001786	LOC108034209|XP_016964530.1|DBIA	LOC120427328|XP_039448112.1|CPIP
OG0001787	LOC108033851|XP_016963976.1|DBIA	LOC120420887|XP_039439942.1|CPIP
OG0001788	LOC108029753|XP_016957737.1|DBIA	LOC120419886|XP_039438686.1|CPIP
OG0001789	LOC108022915|XP_016947611.1|DBIA	LOC120429675|XP_039450640.1|CPIP
OG0001790	LOC108034326|XP_016964689.1|DBIA	LOC120419462|XP_039438080.1|CPIP
OG0001791	LOC108030111|XP_016958294.1|DBIA	LOC120412953|XP_039429527.1|CPIP, LOC120432422|XP_039453558.1|CPIP
OG0001792	LOC108034080|XP_016964332.1|DBIA	LOC120429790|XP_039450784.1|CPIP, LOC120431590|XP_039452630.1|CPIP
OG0001793	LOC108036388|XP_016967982.1|DBIA	LOC120432464|XP_039453626.1|CPIP
OG0001794	LOC108033661|XP_016963587.1|DBIA	LOC120416622|XP_039434357.1|CPIP, LOC120417688|XP_039435762.1|CPIP, LOC120412468|XP_039428878.1|CPIP
OG0001795	LOC108033591|XP_016963426.1|DBIA	LOC120419069|XP_039437586.1|CPIP
OG0001797	LOC108035991|XP_016967340.1|DBIA	LOC120421442|XP_039440582.1|CPIP, LOC120421439|XP_039440580.1|CPIP
OG0001798	LOC108022241|XP_016946588.1|DBIA	LOC120418692|XP_039437093.1|CPIP
OG0001799	LOC108027486|XP_016954419.1|DBIA, LOC108027494|XP_016954427.1|DBIA	LOC120415295|XP_039432701.1|CPIP
OG0001800	LOC108034257|XP_016964602.1|DBIA	LOC120413669|XP_039430529.1|CPIP
OG0001801	LOC108035550|XP_016966708.1|DBIA	LOC120426324|XP_039447018.1|CPIP
OG0001802	LOC108031794|XP_016961001.1|DBIA	LOC120417646|XP_039435698.1|CPIP
OG0001803	LOC108031912|XP_016961169.1|DBIA	LOC120432192|XP_039453269.1|CPIP
OG0001804	LOC108027290|XP_016954169.1|DBIA	LOC120419224|XP_039437816.1|CPIP
OG0001805	LOC108034743|XP_016965179.1|DBIA	LOC120420953|XP_039440022.1|CPIP
OG0001806	LOC108031393|XP_016960247.1|DBIA	LOC120413925|XP_039430841.1|CPIP
OG0001808	LOC108024526|XP_016949978.1|DBIA	LOC120413020|XP_039429619.1|CPIP
OG0001809	LOC108032917|XP_016962469.1|DBIA	LOC120424387|XP_039444421.1|CPIP
OG0001810	LOC108031180|XP_016959889.1|DBIA	LOC120416840|XP_039434663.1|CPIP, LOC120421221|XP_039440360.1|CPIP
OG0001811	LOC108029783|XP_016957782.1|DBIA	LOC120422717|XP_039442178.1|CPIP
OG0001812	LOC108024145|XP_016949422.1|DBIA	LOC120422747|XP_039442224.1|CPIP, LOC120418264|XP_039436515.1|CPIP
OG0001813	LOC108031361|XP_016960128.1|DBIA	LOC120419408|XP_039438016.1|CPIP
OG0001814	LOC108027193|XP_016953985.1|DBIA	LOC120429061|XP_039450138.1|CPIP
OG0001815	LOC108027203|XP_016954001.1|DBIA	LOC120431023|XP_039452112.1|CPIP
OG0001816	LOC108029670|XP_016957600.1|DBIA	LOC120423156|XP_039442769.1|CPIP
OG0001817	LOC108036352|XP_016967914.1|DBIA	LOC120421367|XP_039440490.1|CPIP
OG0001818	LOC108025912|XP_016952086.1|DBIA	LOC120416654|XP_039434399.1|CPIP, LOC120416656|XP_039434400.1|CPIP
OG0001819	LOC108036461|XP_016968118.1|DBIA	LOC120424753|XP_039444880.1|CPIP, LOC120414223|XP_039431267.1|CPIP
OG0001821	LOC108023123|XP_016947880.1|DBIA	LOC120415251|XP_039432651.1|CPIP
OG0001822	LOC108026965|XP_016953669.1|DBIA	LOC120426052|XP_039446668.1|CPIP
OG0001823	LOC108028301|XP_016955513.1|DBIA	LOC120415280|XP_039432684.1|CPIP, LOC120415308|XP_039432720.1|CPIP
OG0001824	LOC108027752|XP_016954794.1|DBIA	LOC120425104|XP_039445436.1|CPIP, LOC120425222|XP_039445590.1|CPIP
OG0001825	LOC108026588|XP_016953030.1|DBIA	LOC120418446|XP_039436787.1|CPIP
OG0001826	LOC108036669|XP_016968440.1|DBIA	LOC120414889|XP_039432146.1|CPIP
OG0001827	LOC108022576|XP_016947083.1|DBIA	LOC120427761|XP_039448605.1|CPIP, LOC120427760|XP_039448604.1|CPIP
OG0001828	LOC108033096|XP_016962781.1|DBIA	LOC120427284|XP_039448066.1|CPIP, LOC120415447|XP_039432929.1|CPIP
OG0001829	LOC108030428|XP_016958804.1|DBIA	LOC120412766|XP_039429291.1|CPIP
OG0001830	LOC108022168|XP_016946501.1|DBIA	LOC120429987|XP_039451014.1|CPIP
OG0001831	LOC108028072|XP_016955202.1|DBIA	LOC120425250|XP_039445630.1|CPIP, LOC120425252|XP_039445632.1|CPIP
OG0001832	LOC108033195|XP_016962928.1|DBIA	LOC120415194|XP_039432585.1|CPIP
OG0001833	LOC108026960|XP_016953664.1|DBIA	LOC120415845|XP_039433414.1|CPIP
OG0001834	LOC108031682|XP_016960814.1|DBIA	LOC120427429|XP_039448220.1|CPIP, LOC120426063|XP_039446683.1|CPIP
OG0001848	LOC108026765|XP_016953400.1|DBIA, LOC108022037|XP_016946372.1|DBIA	LOC120415033|XP_039432335.1|CPIP
OG0001849	LOC108024769|XP_016950371.1|DBIA	LOC120415057|XP_039432376.1|CPIP
OG0001850	LOC108036010|XP_016967410.1|DBIA	LOC120413283|XP_039429951.1|CPIP
OG0001851	LOC108035982|XP_016967310.1|DBIA	LOC120413275|XP_039429938.1|CPIP
OG0001852	LOC108027911|XP_016955026.1|DBIA	LOC120413287|XP_039429958.1|CPIP, LOC120413313|XP_039430014.1|CPIP
OG0001853	LOC108025175|XP_016950942.1|DBIA	LOC120413290|XP_039429965.1|CPIP
OG0001854	LOC108026687|XP_016953268.1|DBIA	LOC120417681|XP_039435750.1|CPIP, LOC120432279|XP_039453399.1|CPIP
OG0001855	LOC108036307|XP_016967805.1|DBIA	LOC120431217|XP_039452295.1|CPIP, LOC120430280|XP_039451306.1|CPIP
OG0001856	LOC108023771|XP_016948901.1|DBIA	LOC120432215|XP_039453313.1|CPIP
OG0001857	LOC108027606|XP_016954615.1|DBIA	LOC120427567|XP_039448403.1|CPIP, LOC120430610|XP_039451949.1|CPIP
OG0001858	LOC108035815|XP_016967052.1|DBIA	LOC120432212|XP_039453305.1|CPIP
OG0001859	LOC108032997|XP_016962610.1|DBIA	LOC120416215|XP_039433880.1|CPIP
OG0001860	LOC108028749|XP_016956207.1|DBIA	LOC120432252|XP_039453361.1|CPIP, LOC120422822|XP_039442291.1|CPIP
OG0001861	LOC108025481|XP_016951485.1|DBIA	LOC120414178|XP_039431186.1|CPIP
OG0001862	LOC108027607|XP_016954617.1|DBIA	LOC120424282|XP_039444287.1|CPIP, LOC120424297|XP_039444314.1|CPIP
OG0001863	LOC108028743|XP_016956200.1|DBIA, LOC108024003|XP_016949233.1|DBIA	LOC120424288|XP_039444295.1|CPIP
OG0001864	LOC108031406|XP_016960286.1|DBIA	LOC120417696|XP_039435771.1|CPIP
OG0001865	LOC108033165|XP_016962886.1|DBIA	LOC120432161|XP_039453263.1|CPIP
OG0001866	LOC108023389|XP_016948303.1|DBIA	LOC120424588|XP_039444715.1|CPIP
OG0001867	LOC108028359|XP_016955606.1|DBIA	LOC120424690|XP_039444799.1|CPIP, LOC120413652|XP_039430503.1|CPIP
OG0001868	LOC108033314|XP_016963079.1|DBIA	LOC120424695|XP_039444808.1|CPIP
OG0001869	LOC108031089|XP_016959784.1|DBIA	LOC120425313|XP_039445713.1|CPIP
OG0001870	LOC108036578|XP_016968323.1|DBIA	LOC120424530|XP_039444625.1|CPIP
OG0001871	LOC108023233|XP_016947997.1|DBIA	LOC120432495|XP_039453645.1|CPIP
OG0001872	LOC108025487|XP_016951490.1|DBIA	LOC120416400|XP_039434080.1|CPIP
OG0001873	LOC108024975|XP_016950707.1|DBIA	LOC120415625|XP_039433159.1|CPIP
OG0001874	LOC108026203|XP_016952491.1|DBIA	LOC120416923|XP_039434763.1|CPIP
OG0001875	LOC108025501|XP_016951511.1|DBIA	LOC120418476|XP_039436877.1|CPIP, LOC120423876|XP_039443758.1|CPIP
OG0001876	LOC108032998|XP_016962611.1|DBIA	LOC120418093|XP_039436295.1|CPIP, LOC120419900|XP_039438702.1|CPIP
OG0001877	LOC108025614|XP_016951636.1|DBIA	LOC120418096|XP_039436298.1|CPIP, LOC120419899|XP_039438701.1|CPIP
OG0001878	LOC108031678|XP_016960809.1|DBIA	LOC120426437|XP_039447133.1|CPIP
OG0001879	LOC108026226|XP_016952547.1|DBIA	LOC120427444|XP_039448246.1|CPIP
OG0001880	LOC108032127|XP_016961448.1|DBIA	LOC120417856|XP_039436010.1|CPIP
OG0001881	LOC108027043|XP_016953731.1|DBIA	LOC120417206|XP_039435105.1|CPIP
OG0001882	LOC108025241|XP_016951077.1|DBIA	LOC120417207|XP_039435107.1|CPIP
OG0001883	LOC108031451|XP_016960374.1|DBIA	LOC120429671|XP_039450634.1|CPIP, LOC120424512|XP_039444600.1|CPIP
OG0001884	LOC108031843|XP_016961082.1|DBIA	LOC120427183|XP_039447981.1|CPIP
OG0001886	LOC108032063|XP_016961370.1|DBIA	LOC120426734|XP_039447440.1|CPIP
OG0001887	LOC108036638|XP_016968400.1|DBIA	LOC120421810|XP_039441022.1|CPIP, LOC120420156|XP_039439056.1|CPIP
OG0001888	LOC108032867|XP_016962357.1|DBIA	LOC120421794|XP_039440999.1|CPIP
OG0001889	LOC108023727|XP_016948853.1|DBIA	LOC120421817|XP_039441029.1|CPIP
OG0001890	LOC108028730|XP_016956181.1|DBIA	LOC120421819|XP_039441031.1|CPIP
OG0001891	LOC108031641|XP_016960762.1|DBIA	LOC120421797|XP_039441002.1|CPIP
OG0001892	LOC108032741|XP_016962218.1|DBIA	LOC120415681|XP_039433204.1|CPIP
OG0001893	LOC108024751|XP_016950346.1|DBIA	LOC120425738|XP_039446277.1|CPIP
OG0001894	LOC108036628|XP_016968388.1|DBIA	LOC120425748|XP_039446287.1|CPIP
OG0001895	LOC108035995|XP_016967357.1|DBIA	LOC120418343|XP_039436626.1|CPIP
OG0001897	LOC108031733|XP_016960901.1|DBIA	LOC120427898|XP_039448767.1|CPIP
OG0001898	LOC108026610|XP_016953083.1|DBIA	LOC120416658|XP_039434404.1|CPIP
OG0001899	LOC108031467|XP_016960395.1|DBIA	LOC120428908|XP_039449983.1|CPIP
OG0001900	LOC108030914|XP_016959593.1|DBIA	LOC120416618|XP_039434352.1|CPIP
OG0001901	LOC108033763|XP_016963832.1|DBIA	LOC120426679|XP_039447386.1|CPIP
OG0001902	LOC108029318|XP_016957005.1|DBIA, LOC108025961|XP_016952144.1|DBIA	LOC120431651|XP_039452692.1|CPIP
OG0001903	LOC108024972|XP_016950704.1|DBIA	LOC120430274|XP_039451297.1|CPIP
OG0001904	LOC108024563|XP_016950046.1|DBIA	LOC120432505|XP_039453659.1|CPIP, LOC120415965|XP_039433543.1|CPIP, LOC120431715|XP_039452771.1|CPIP
OG0001906	LOC108027214|XP_016954025.1|DBIA	LOC120429813|XP_039450797.1|CPIP
OG0001907	LOC108025867|XP_016952028.1|DBIA	LOC120421012|XP_039440065.1|CPIP
OG0001908	LOC108024714|XP_016950295.1|DBIA	LOC120423816|XP_039443671.1|CPIP
OG0001909	LOC108023581|XP_016948666.1|DBIA	LOC120417097|XP_039435009.1|CPIP
OG0001910	LOC108031870|XP_016961117.1|DBIA	LOC120420775|XP_039439820.1|CPIP, LOC120420773|XP_039439816.1|CPIP
OG0001911	LOC108023087|XP_016947834.1|DBIA	LOC120428292|XP_039449219.1|CPIP, LOC120423330|XP_039443025.1|CPIP
OG0001912	LOC108026898|XP_016953596.1|DBIA	LOC120423593|XP_039443389.1|CPIP
OG0001913	LOC108034264|XP_016964612.1|DBIA	LOC120423525|XP_039443306.1|CPIP, LOC120423522|XP_039443304.1|CPIP, LOC120423523|XP_039443305.1|CPIP, LOC120423565|XP_039443350.1|CPIP, LOC120423584|XP_039443378.1|CPIP
OG0001914	LOC108026134|XP_016952337.1|DBIA	LOC120428358|XP_039449297.1|CPIP, LOC120432115|XP_039453184.1|CPIP, LOC120423554|XP_039443332.1|CPIP
OG0001915	LOC108035620|XP_016966798.1|DBIA	LOC120428071|XP_039448978.1|CPIP
OG0001916	LOC108030257|XP_016958566.1|DBIA	LOC120428687|XP_039449691.1|CPIP
OG0001917	LOC108034903|XP_016965619.1|DBIA	LOC120423008|XP_039442572.1|CPIP
OG0001918	LOC108035503|XP_016966650.1|DBIA	LOC120421757|XP_039440964.1|CPIP, LOC120413534|XP_039430343.1|CPIP, LOC120418882|XP_039437350.1|CPIP
OG0001919	LOC108030141|XP_016958345.1|DBIA	LOC120424196|XP_039444189.1|CPIP
OG0001920	LOC108029830|XP_016957820.1|DBIA	LOC120429774|XP_039450765.1|CPIP
OG0001921	LOC108029799|XP_016957803.1|DBIA	LOC120417829|XP_039435979.1|CPIP
OG0001922	LOC108026928|XP_016953629.1|DBIA	LOC120419738|XP_039438474.1|CPIP, LOC120426631|XP_039447357.1|CPIP
OG0001924	LOC108035852|XP_016967085.1|DBIA, LOC108031427|XP_016960323.1|DBIA	LOC120417414|XP_039435391.1|CPIP
OG0001925	LOC108035299|XP_016966358.1|DBIA, LOC108036665|XP_016968439.1|DBIA	LOC120426340|XP_039447039.1|CPIP
OG0001926	LOC108035546|XP_016966704.1|DBIA	LOC120424376|XP_039444407.1|CPIP
OG0001927	LOC108023039|XP_016947769.1|DBIA	LOC120422853|XP_039442336.1|CPIP
OG0001928	LOC108035241|XP_016966263.1|DBIA	LOC120422882|XP_039442376.1|CPIP
OG0001929	LOC108034786|XP_016965234.1|DBIA	LOC120425920|XP_039446477.1|CPIP
OG0001930	LOC108030121|XP_016958311.1|DBIA	LOC120424411|XP_039444453.1|CPIP, LOC120426050|XP_039446672.1|CPIP
OG0001932	LOC108028311|XP_016955523.1|DBIA	LOC120420572|XP_039439584.1|CPIP
OG0001933	LOC108022469|XP_016946908.1|DBIA	LOC120429654|XP_039450614.1|CPIP
OG0001934	LOC108035528|XP_016966686.1|DBIA	LOC120415740|XP_039433276.1|CPIP
OG0001935	LOC108034558|XP_016964976.1|DBIA	LOC120424879|XP_039445074.1|CPIP
OG0001937	LOC108026767|XP_016953399.1|DBIA	LOC120429902|XP_039450933.1|CPIP
OG0001938	LOC108022701|XP_016947263.1|DBIA	LOC120430101|XP_039451124.1|CPIP
OG0001939	LOC108022216|XP_016946559.1|DBIA	LOC120430953|XP_039452015.1|CPIP
OG0001940	LOC108036314|XP_016967813.1|DBIA	LOC120421328|XP_039440429.1|CPIP
OG0001941	LOC108031298|XP_016960034.1|DBIA	LOC120412386|XP_039428757.1|CPIP
OG0001942	LOC108030250|XP_016958558.1|DBIA	LOC120428746|XP_039449758.1|CPIP, LOC120428752|XP_039449767.1|CPIP
OG0001943	LOC108034597|XP_016965019.1|DBIA	LOC120424832|XP_039444994.1|CPIP
OG0001944	LOC108030151|XP_016958366.1|DBIA	LOC120413226|XP_039429886.1|CPIP
OG0001945	LOC108036393|XP_016967991.1|DBIA	LOC120418475|XP_039436842.1|CPIP
OG0001946	LOC108030219|XP_016958483.1|DBIA	LOC120420123|XP_039439006.1|CPIP
OG0001947	LOC108022314|XP_016946663.1|DBIA	LOC120420099|XP_039438979.1|CPIP
OG0001948	LOC108035752|XP_016966938.1|DBIA	LOC120418050|XP_039436235.1|CPIP
OG0001949	LOC108028554|XP_016955946.1|DBIA	LOC120420658|XP_039439682.1|CPIP
OG0001950	LOC108022466|XP_016947298.1|DBIA, LOC108023806|XP_016948936.1|DBIA	LOC120412372|XP_039428727.1|CPIP
OG0001951	LOC108026608|XP_016953071.1|DBIA	LOC120420155|XP_039439052.1|CPIP
OG0001952	LOC108027585|XP_016954592.1|DBIA, LOC108026988|XP_016953679.1|DBIA	LOC120412591|XP_039429053.1|CPIP
OG0001953	LOC108026794|XP_016953444.1|DBIA	LOC120412898|XP_039429463.1|CPIP
OG0001954	LOC108022568|XP_016947054.1|DBIA	LOC120428611|XP_039449573.1|CPIP, LOC120423613|XP_039443414.1|CPIP
OG0001955	LOC108036226|XP_016967726.1|DBIA	LOC120423605|XP_039443404.1|CPIP
OG0001956	LOC108034832|XP_016965433.1|DBIA	LOC120416540|XP_039434197.1|CPIP
OG0001957	LOC108026667|XP_016953203.1|DBIA	LOC120420076|XP_039438934.1|CPIP
OG0001958	LOC108030170|XP_016958395.1|DBIA	LOC120418538|XP_039436908.1|CPIP
OG0001959	LOC108028762|XP_016956224.1|DBIA	LOC120414470|XP_039431599.1|CPIP, LOC120424420|XP_039444468.1|CPIP
OG0001960	LOC108030448|XP_016958841.1|DBIA	LOC120417614|XP_039435662.1|CPIP
OG0001961	LOC108023003|XP_016947723.1|DBIA	LOC120423619|XP_039443423.1|CPIP, LOC120416060|XP_039433658.1|CPIP
OG0001962	LOC108036626|XP_016968387.1|DBIA	LOC120419531|XP_039438176.1|CPIP
OG0001963	LOC108035419|XP_016966529.1|DBIA	LOC120424975|XP_039445265.1|CPIP
OG0001964	LOC108028508|XP_016955879.1|DBIA	LOC120414117|XP_039431078.1|CPIP
OG0001966	LOC108031886|XP_016961139.1|DBIA	LOC120415806|XP_039433364.1|CPIP, LOC120426922|XP_039447663.1|CPIP
OG0001967	LOC108026536|XP_016952972.1|DBIA	LOC120427113|XP_039447896.1|CPIP
OG0001968	LOC108034573|XP_016964992.1|DBIA	LOC120427121|XP_039447908.1|CPIP
OG0001969	LOC108030134|XP_016958337.1|DBIA	LOC120422690|XP_039442133.1|CPIP
OG0001970	LOC108026876|XP_016953556.1|DBIA	LOC120417470|XP_039435472.1|CPIP
OG0001971	LOC108029353|XP_016957033.1|DBIA	LOC120421398|XP_039440533.1|CPIP
OG0001972	LOC108030149|XP_016958358.1|DBIA	LOC120421381|XP_039440511.1|CPIP
OG0001973	LOC108022954|XP_016947658.1|DBIA	LOC120429163|XP_039450304.1|CPIP, LOC120430005|XP_039451041.1|CPIP
OG0001974	LOC108036609|XP_016968360.1|DBIA	LOC120414968|XP_039432233.1|CPIP
OG0001975	LOC108034636|XP_016965062.1|DBIA	LOC120416053|XP_039433649.1|CPIP
OG0001976	LOC108030139|XP_016958343.1|DBIA	LOC120416313|XP_039433969.1|CPIP
OG0001977	LOC108033711|XP_016963732.1|DBIA	LOC120426547|XP_039447251.1|CPIP, LOC120426354|XP_039447050.1|CPIP
OG0001978	LOC108034242|XP_016964582.1|DBIA	LOC120427687|XP_039448510.1|CPIP
OG0001979	LOC108036791|XP_016968627.1|DBIA	LOC120419194|XP_039437800.1|CPIP
OG0001980	LOC108033269|XP_016963028.1|DBIA	LOC120415672|XP_039433189.1|CPIP
OG0001982	LOC108036869|XP_016968738.1|DBIA	LOC120419190|XP_039437794.1|CPIP
OG0001983	LOC108031647|XP_016960770.1|DBIA	LOC120414077|XP_039431032.1|CPIP
OG0001984	LOC108021858|XP_016946136.1|DBIA	LOC120414105|XP_039431063.1|CPIP
OG0001985	LOC108032540|XP_016961902.1|DBIA	LOC120422386|XP_039441733.1|CPIP
OG0001986	LOC108034032|XP_016964267.1|DBIA	LOC120430331|XP_039451366.1|CPIP
OG0001987	LOC108024211|XP_016949555.1|DBIA	LOC120431823|XP_039452877.1|CPIP, LOC120414770|XP_039432018.1|CPIP
OG0001988	LOC108022660|XP_016947215.1|DBIA	LOC120418943|XP_039437415.1|CPIP
OG0001989	LOC108028992|XP_016956522.1|DBIA	LOC120414766|XP_039432013.1|CPIP
OG0001990	LOC108034192|XP_016964505.1|DBIA	LOC120427784|XP_039448642.1|CPIP
OG0001992	LOC108033946|XP_016964123.1|DBIA	LOC120429761|XP_039450747.1|CPIP, LOC120430622|XP_039451649.1|CPIP, LOC120431608|XP_039452646.1|CPIP
OG0001993	LOC108033885|XP_016964019.1|DBIA	LOC120415092|XP_039432445.1|CPIP, LOC120420891|XP_039439947.1|CPIP
OG0001994	LOC108031747|XP_016960937.1|DBIA	LOC120420105|XP_039438990.1|CPIP
OG0001995	LOC108032823|XP_016962327.1|DBIA	LOC120423638|XP_039443446.1|CPIP
OG0001997	LOC108022527|XP_016946993.1|DBIA	LOC120423172|XP_039442793.1|CPIP
OG0001998	LOC108022532|XP_016946997.1|DBIA	LOC120422362|XP_039441707.1|CPIP
OG0001999	LOC108022615|XP_016947144.1|DBIA	LOC120424412|XP_039444454.1|CPIP
OG0002000	LOC108036051|XP_016967483.1|DBIA	LOC120416072|XP_039433675.1|CPIP
OG0002001	LOC108033698|XP_016963687.1|DBIA	LOC120430517|XP_039451561.1|CPIP
OG0002002	LOC108022935|XP_016947637.1|DBIA	LOC120419842|XP_039438611.1|CPIP
OG0002003	LOC108036750|XP_016968558.1|DBIA	LOC120412842|XP_039429398.1|CPIP
OG0002004	LOC108034089|XP_016964345.1|DBIA	LOC120413518|XP_039430313.1|CPIP
OG0002005	LOC108032650|XP_016962091.1|DBIA	LOC120416771|XP_039434563.1|CPIP
OG0002006	LOC108033690|XP_016963666.1|DBIA	LOC120423468|XP_039443227.1|CPIP
OG0002008	LOC108035993|XP_016967345.1|DBIA	LOC120415534|XP_039433027.1|CPIP
OG0002009	LOC108026547|XP_016952986.1|DBIA	LOC120415589|XP_039433114.1|CPIP
OG0002010	LOC108036794|XP_016968630.1|DBIA	LOC120421995|XP_039441241.1|CPIP
OG0002011	LOC108032757|XP_016962239.1|DBIA	LOC120421156|XP_039440280.1|CPIP
OG0002012	LOC108029065|XP_016956624.1|DBIA	LOC120417784|XP_039435880.1|CPIP, LOC120412482|XP_039428907.1|CPIP
OG0002013	LOC108034119|XP_016964391.1|DBIA	LOC120415549|XP_039433053.1|CPIP
OG0002014	LOC108023032|XP_016947760.1|DBIA	LOC120418715|XP_039437122.1|CPIP
OG0002015	LOC108034298|XP_016964650.1|DBIA	LOC120419666|XP_039438364.1|CPIP
OG0002016	LOC108030180|XP_016958415.1|DBIA	LOC120432429|XP_039453578.1|CPIP
OG0002017	LOC108033902|XP_016964055.1|DBIA	LOC120432426|XP_039453565.1|CPIP
OG0002018	LOC108033836|XP_016963952.1|DBIA, LOC108033255|XP_016963009.1|DBIA	LOC120423389|XP_039443107.1|CPIP
OG0002019	LOC108033891|XP_016964027.1|DBIA	LOC120412660|XP_039429156.1|CPIP
OG0002020	LOC108036098|XP_016967553.1|DBIA	LOC120423990|XP_039443921.1|CPIP
OG0002021	LOC108026694|XP_016953271.1|DBIA	LOC120430575|XP_039451616.1|CPIP, LOC120423971|XP_039443897.1|CPIP
OG0002022	LOC108033550|XP_016963384.1|DBIA	LOC120414027|XP_039430984.1|CPIP
OG0002023	LOC108025044|XP_016950792.1|DBIA	LOC120412669|XP_039429165.1|CPIP
OG0002024	LOC108034158|XP_016964451.1|DBIA	LOC120419040|XP_039437540.1|CPIP
OG0002025	LOC108033995|XP_016964210.1|DBIA	LOC120429066|XP_039450141.1|CPIP
OG0002026	LOC108030863|XP_016959498.1|DBIA	LOC120423191|XP_039442824.1|CPIP
OG0002027	LOC108026624|XP_016953125.1|DBIA	LOC120420630|XP_039439637.1|CPIP
OG0002028	LOC108026781|XP_016953427.1|DBIA	LOC120420635|XP_039439645.1|CPIP
OG0002029	LOC108028242|XP_016955409.1|DBIA	LOC120416142|XP_039433752.1|CPIP
OG0002030	LOC108022732|XP_016947311.1|DBIA	LOC120416219|XP_039433852.1|CPIP
OG0002031	LOC108029767|XP_016957762.1|DBIA	LOC120415104|XP_039432456.1|CPIP
