Orthogroup	DSUB.longest_only	CQUI.longest_only
OG0000572	LOC117896508|XP_034660751.1|DSUB, LOC117896459|XP_034660680.1|DSUB	LOC6031113|XP_038118152.1|CQUI
OG0000573	LOC117893063|XP_034655358.1|DSUB, LOC117891216|XP_034652449.1|DSUB	LOC6039567|XP_038120762.1|CQUI
OG0000574	LOC117893764|XP_034656395.1|DSUB, LOC117897575|XP_034662418.1|DSUB	LOC6041981|XP_001851157.1|CQUI
OG0000576	LOC117898098|XP_034663169.1|DSUB	LOC6041376|XP_001850641.2|CQUI
OG0000577	LOC117902660|XP_034670079.1|DSUB	LOC6036025|XP_001846129.1|CQUI
OG0000578	LOC117900003|XP_034666068.1|DSUB, LOC117890379|XP_034651068.1|DSUB	LOC6038985|XP_038118477.1|CQUI
OG0000579	LOC117896769|XP_034661137.1|DSUB, LOC117895766|XP_034659531.1|DSUB	LOC6039323|XP_001848951.1|CQUI
OG0000580	LOC117899778|XP_034665941.1|DSUB, LOC117899779|XP_034665942.1|DSUB	LOC6039817|XP_038116525.1|CQUI
OG0000582	LOC117893420|XP_034655926.1|DSUB, LOC117892553|XP_034654754.1|DSUB	LOC6037731|XP_038109003.1|CQUI
OG0000583	LOC117891055|XP_034652118.1|DSUB, LOC117891598|XP_034653020.1|DSUB	LOC6040188|XP_001849636.2|CQUI
OG0000589	LOC117894262|XP_034657111.1|DSUB	LOC6038480|XP_038105819.1|CQUI
OG0000590	LOC117897370|XP_034662063.1|DSUB	LOC6042729|XP_001870744.1|CQUI
OG0000592	LOC117890975|XP_034652004.1|DSUB, LOC117891576|XP_034652991.1|DSUB	LOC6050769|XP_038107615.1|CQUI
OG0000593	LOC117896778|XP_034661145.1|DSUB, LOC117903075|XP_034670764.1|DSUB	LOC6053209|XP_001869339.2|CQUI
OG0000594	LOC117896295|XP_034660407.1|DSUB, LOC117898096|XP_034663166.1|DSUB	LOC6047884|XP_001864878.1|CQUI
OG0000595	LOC117899688|XP_034665772.1|DSUB, LOC117896796|XP_034661183.1|DSUB	LOC6032579|XP_038105753.1|CQUI
OG0000596	LOC117903345|XP_034671185.1|DSUB, LOC117899582|XP_034665589.1|DSUB	LOC6047623|XP_001864658.2|CQUI
OG0000597	LOC117896050|XP_034659950.1|DSUB, LOC117897082|XP_034661611.1|DSUB	LOC6033673|XP_038118537.1|CQUI
OG0000598	LOC117896003|XP_034659890.1|DSUB	LOC6051159|XP_001867631.1|CQUI, LOC6051152|XP_038115526.1|CQUI, LOC6051150|XP_038115584.1|CQUI, LOC6051151|XP_001867634.2|CQUI, LOC119765893|XP_038106017.1|CQUI, LOC6051149|XP_001867632.1|CQUI
OG0000599	LOC117893545|XP_034656087.1|DSUB	LOC6050368|XP_001866970.2|CQUI, LOC6049535|XP_038116182.1|CQUI
OG0000600	LOC117890088|XP_034650637.1|DSUB, LOC117890940|XP_034651965.1|DSUB	LOC6050355|XP_001866971.1|CQUI
OG0000601	LOC117900886|XP_034667306.1|DSUB, LOC117902109|XP_034669108.1|DSUB	LOC6054167|XP_001870128.2|CQUI
OG0000602	LOC117901788|XP_034668589.1|DSUB, LOC117901833|XP_034668657.1|DSUB	LOC6038510|XP_038113028.1|CQUI
OG0000603	LOC117902791|XP_034670297.1|DSUB	LOC6054012|XP_038110242.1|CQUI
OG0000604	LOC117900813|XP_034667195.1|DSUB, LOC117900814|XP_034667198.1|DSUB	LOC6043454|XP_038114068.1|CQUI
OG0000605	LOC117900080|XP_034666175.1|DSUB	LOC6049416|XP_001866184.2|CQUI, LOC6049420|XP_001866188.2|CQUI, LOC6049414|XP_001866182.2|CQUI, LOC6049413|XP_001866181.2|CQUI, LOC6049411|XP_001866179.2|CQUI
OG0000606	LOC117895970|XP_034659820.1|DSUB	LOC6046869|XP_038121859.1|CQUI
OG0000607	LOC117897649|XP_034662515.1|DSUB, LOC117898354|XP_034663578.1|DSUB	LOC6039121|XP_001848783.1|CQUI
OG0000608	LOC117898179|XP_034663278.1|DSUB, LOC117895953|XP_034659794.1|DSUB	LOC6042037|XP_038115700.1|CQUI
OG0000609	LOC117901148|XP_034667682.1|DSUB, LOC117903710|XP_034671947.1|DSUB	LOC6048878|XP_038115264.1|CQUI
OG0000610	LOC117894067|XP_034656810.1|DSUB, LOC117890436|XP_034651157.1|DSUB	LOC6041438|XP_001850698.2|CQUI
OG0000611	LOC117891655|XP_034653098.1|DSUB, LOC117889862|XP_034650255.1|DSUB	LOC6038097|XP_038106033.1|CQUI
OG0000615	LOC117893503|XP_034656032.1|DSUB, LOC117898117|XP_034663196.1|DSUB	LOC119767686|XP_038112773.1|CQUI
OG0000616	LOC117903577|XP_034671686.1|DSUB	LOC6048951|XP_038114828.1|CQUI, LOC119770520|XP_038121468.1|CQUI, LOC6048954|XP_038121478.1|CQUI
OG0000617	LOC117896190|XP_034660171.1|DSUB, LOC117899355|XP_034665218.1|DSUB	LOC6047468|XP_001864522.2|CQUI
OG0000618	LOC117893094|XP_034655415.1|DSUB	LOC6039614|XP_001849188.1|CQUI
OG0000619	LOC117892470|XP_034654614.1|DSUB	LOC6040690|XP_001850045.2|CQUI, LOC119765528|XP_038105487.1|CQUI
OG0000620	LOC117903415|XP_034671321.1|DSUB, LOC117894480|XP_034657473.1|DSUB	LOC6032813|XP_038118430.1|CQUI
OG0000621	LOC117896275|XP_034660368.1|DSUB, LOC117900158|XP_034666293.1|DSUB, LOC117903506|XP_034671478.1|DSUB	LOC6031110|XP_001841955.1|CQUI
OG0000622	LOC117894660|XP_034657725.1|DSUB, LOC117894157|XP_034656945.1|DSUB	LOC6040743|XP_038116870.1|CQUI
OG0000623	LOC117894704|XP_034657778.1|DSUB, LOC117895609|XP_034659248.1|DSUB	LOC119769481|XP_038118011.1|CQUI
OG0000624	LOC117891637|XP_034653074.1|DSUB, LOC117891636|XP_034653073.1|DSUB	LOC6044017|XP_001861591.1|CQUI
OG0000625	LOC117895500|XP_034659087.1|DSUB, LOC117895518|XP_034659113.1|DSUB	LOC6040993|XP_038116438.1|CQUI
OG0000626	LOC117890396|XP_034651091.1|DSUB, LOC117889978|XP_034650450.1|DSUB	LOC6051789|XP_001868161.1|CQUI
OG0000627	LOC117894438|XP_034657395.1|DSUB, LOC117901467|XP_034668124.1|DSUB	LOC6042124|XP_038110833.1|CQUI
OG0000628	LOC117901964|XP_034668835.1|DSUB, LOC117901746|XP_034668524.1|DSUB	LOC6031813|XP_001842520.1|CQUI
OG0000629	LOC117898001|XP_034663020.1|DSUB, LOC117902665|XP_034670086.1|DSUB	LOC119766976|XP_038109725.1|CQUI
OG0000630	LOC117900872|XP_034667287.1|DSUB, LOC117901539|XP_034668220.1|DSUB	LOC6035276|XP_038111598.1|CQUI
OG0000631	LOC117900289|XP_034666492.1|DSUB, LOC117900867|XP_034667283.1|DSUB	LOC6033752|XP_038111487.1|CQUI
OG0000632	LOC117900773|XP_034667145.1|DSUB, LOC117902747|XP_034670224.1|DSUB	LOC6039836|XP_038110109.1|CQUI
OG0000634	LOC117891797|XP_034653366.1|DSUB, LOC117890154|XP_034650736.1|DSUB	LOC6044510|XP_001862016.2|CQUI
OG0000635	LOC117891291|XP_034652575.1|DSUB, LOC117894878|XP_034658036.1|DSUB	LOC6051292|XP_038119302.1|CQUI
OG0000636	LOC117900468|XP_034666739.1|DSUB, LOC117900626|XP_034666946.1|DSUB	LOC6053271|XP_038121208.1|CQUI
OG0000637	LOC117890544|XP_034651363.1|DSUB, LOC117902569|XP_034669910.1|DSUB	LOC6046174|XP_038111493.1|CQUI
OG0000638	LOC117898033|XP_034663063.1|DSUB, LOC117900568|XP_034666870.1|DSUB	LOC6035960|XP_001846068.1|CQUI
OG0000639	LOC117895870|XP_034659736.1|DSUB	LOC6034680|XP_038109438.1|CQUI
OG0000646	LOC117896640|XP_034660977.1|DSUB, LOC117897928|XP_034662904.1|DSUB	LOC6053145|XP_038116913.1|CQUI
OG0000647	LOC117898247|XP_034663383.1|DSUB, LOC117898818|XP_034664375.1|DSUB	LOC6052863|XP_038104142.1|CQUI
OG0000648	LOC117899608|XP_034665632.1|DSUB	LOC6044379|XP_038104457.1|CQUI
OG0000649	LOC117895061|XP_034658335.1|DSUB, LOC117895051|XP_034658324.1|DSUB	LOC6052346|XP_038122673.1|CQUI
OG0000650	LOC117897037|XP_034661509.1|DSUB	LOC119765291|XP_038104781.1|CQUI
OG0000651	LOC117894146|XP_034656931.1|DSUB, LOC117892973|XP_034655204.1|DSUB	LOC6034792|XP_038108743.1|CQUI
OG0000652	LOC117891840|XP_034653481.1|DSUB, LOC117902185|XP_034669254.1|DSUB	LOC6047846|XP_001864848.1|CQUI
OG0000653	LOC117898588|XP_034664023.1|DSUB, LOC117898585|XP_034664020.1|DSUB, LOC117898396|XP_034663645.1|DSUB	LOC6035413|XP_038122495.1|CQUI, LOC6035412|XP_038122483.1|CQUI
OG0000654	LOC117894074|XP_034656821.1|DSUB	LOC6039542|XP_038121287.1|CQUI
OG0000655	LOC117892334|XP_034654377.1|DSUB	LOC6041337|XP_001850614.2|CQUI
OG0000656	LOC117899271|XP_034665060.1|DSUB, LOC117899272|XP_034665061.1|DSUB	LOC6051101|XP_038116957.1|CQUI
OG0000657	LOC117893634|XP_034656211.1|DSUB, LOC117902372|XP_034669579.1|DSUB	LOC6041310|XP_001850590.2|CQUI
OG0000658	LOC117903395|XP_034671272.1|DSUB, LOC117898052|XP_034663104.1|DSUB	LOC6037018|XP_038108424.1|CQUI
OG0000659	LOC117902690|XP_034670123.1|DSUB, LOC117901765|XP_034668546.1|DSUB	LOC6036999|XP_001846964.1|CQUI
OG0000660	LOC117901555|XP_034668243.1|DSUB, LOC117900614|XP_034666929.1|DSUB, LOC117900616|XP_034666931.1|DSUB, LOC117900615|XP_034666930.1|DSUB, LOC117891191|XP_034652418.1|DSUB, LOC117900617|XP_034666932.1|DSUB	LOC6053861|XP_001869873.1|CQUI
OG0000661	LOC117893297|XP_034655763.1|DSUB, LOC117902430|XP_034669689.1|DSUB	LOC6033622|XP_001844049.2|CQUI
OG0000662	LOC117894923|XP_034658118.1|DSUB, LOC117890277|XP_034650932.1|DSUB	LOC6052557|XP_038120537.1|CQUI
OG0000663	LOC117891955|XP_034653705.1|DSUB	LOC6039520|XP_001849122.2|CQUI
OG0000664	LOC117889821|XP_034650195.1|DSUB	LOC6046260|XP_038114809.1|CQUI
OG0000665	LOC117898714|XP_034664222.1|DSUB	LOC6048712|XP_001865588.1|CQUI
OG0000666	LOC117891175|XP_034652390.1|DSUB, LOC117903299|XP_034671122.1|DSUB	LOC6054798|XP_038119012.1|CQUI
OG0000667	LOC117903132|XP_034670855.1|DSUB, LOC117899787|XP_034665953.1|DSUB	LOC6046897|XP_038119403.1|CQUI
OG0000668	LOC117897948|XP_034662939.1|DSUB, LOC117896787|XP_034661175.1|DSUB	LOC6046395|XP_038118170.1|CQUI
OG0000669	LOC117903590|XP_034671706.1|DSUB, LOC117903581|XP_034671695.1|DSUB	LOC119770724|XP_038122042.1|CQUI
OG0000670	LOC117900946|XP_034667445.1|DSUB, LOC117903175|XP_034670911.1|DSUB	LOC6046815|XP_038111687.1|CQUI
OG0000671	LOC117897063|XP_034661550.1|DSUB, LOC117897411|XP_034662129.1|DSUB	LOC6038345|XP_001848160.1|CQUI
OG0000672	LOC117889669|XP_034650023.1|DSUB, LOC117898434|XP_034663721.1|DSUB	LOC6043037|XP_038113688.1|CQUI
OG0000673	LOC117898979|XP_034664614.1|DSUB, LOC117895431|XP_034658972.1|DSUB	LOC6034544|XP_001844844.1|CQUI
OG0000677	LOC117893382|XP_034655868.1|DSUB, LOC117889597|XP_034649899.1|DSUB	LOC119771220|XP_038122896.1|CQUI
OG0000678	LOC117899128|XP_034664811.1|DSUB, LOC117900971|XP_034667446.1|DSUB	LOC6049218|XP_001866018.1|CQUI
OG0000679	LOC117903892|XP_034672285.1|DSUB	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI
OG0000680	LOC117899189|XP_034664946.1|DSUB, LOC117891385|XP_034652721.1|DSUB	LOC6040463|XP_038110968.1|CQUI
OG0000681	LOC117896218|XP_034660243.1|DSUB, LOC117897629|XP_034662530.1|DSUB	LOC6034420|XP_038105001.1|CQUI
OG0000683	LOC117897028|XP_034661496.1|DSUB	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI
OG0000684	LOC117898170|XP_034663270.1|DSUB, LOC117899045|XP_034664695.1|DSUB	LOC6048395|XP_001865319.1|CQUI
OG0000685	LOC117894778|XP_034657898.1|DSUB, LOC117899509|XP_034665451.1|DSUB	LOC6037400|XP_038114905.1|CQUI
OG0000686	LOC117890065|XP_034650595.1|DSUB, LOC117903733|XP_034671978.1|DSUB	LOC6051596|XP_038120199.1|CQUI
OG0000687	LOC117895596|XP_034659237.1|DSUB	LOC6035321|XP_001845536.1|CQUI
OG0000688	LOC117890077|XP_034650622.1|DSUB	LOC6040659|XP_038115242.1|CQUI
OG0000689	LOC117891198|XP_034652425.1|DSUB, LOC117891197|XP_034652423.1|DSUB	LOC119769612|XP_038118657.1|CQUI
OG0000690	LOC117902659|XP_034670082.1|DSUB	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI
OG0000691	LOC117902416|XP_034669658.1|DSUB, LOC117893852|XP_034656511.1|DSUB	LOC6038874|XP_038122076.1|CQUI
OG0000692	LOC117894808|XP_034657933.1|DSUB, LOC117894810|XP_034657936.1|DSUB	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI
OG0000694	LOC117898165|XP_034663269.1|DSUB, LOC117893367|XP_034655851.1|DSUB	LOC6047733|XP_038120382.1|CQUI
OG0000695	LOC117902352|XP_034669554.1|DSUB, LOC117902351|XP_034669553.1|DSUB	LOC6043622|XP_038113841.1|CQUI
OG0000696	LOC117902820|XP_034670337.1|DSUB	LOC6034106|XP_001844471.1|CQUI
OG0000697	LOC117903803|XP_034672129.1|DSUB, LOC117901739|XP_034668516.1|DSUB	LOC6037877|XP_001847743.2|CQUI
OG0000698	LOC117900365|XP_034666604.1|DSUB, LOC117901857|XP_034668702.1|DSUB	LOC6054309|XP_038113357.1|CQUI
OG0000699	LOC117900964|XP_034667430.1|DSUB, LOC117898332|XP_034663546.1|DSUB	LOC6031882|XP_038111805.1|CQUI
OG0000700	LOC117901425|XP_034668053.1|DSUB, LOC117901655|XP_034668384.1|DSUB	LOC6045669|XP_038108368.1|CQUI
OG0000701	LOC117890426|XP_034651137.1|DSUB, LOC117895351|XP_034658827.1|DSUB	LOC6050972|XP_038112604.1|CQUI
OG0000702	LOC117898915|XP_034664514.1|DSUB, LOC117898913|XP_034664493.1|DSUB	LOC6052432|XP_038117603.1|CQUI
OG0000703	LOC117900709|XP_034667058.1|DSUB, LOC117891886|XP_034653574.1|DSUB	LOC6035033|XP_038122275.1|CQUI
OG0000704	LOC117903571|XP_034671673.1|DSUB, LOC117898114|XP_034663192.1|DSUB	LOC6038164|XP_038120107.1|CQUI
OG0000705	LOC117893957|XP_034656642.1|DSUB, LOC117893515|XP_034656046.1|DSUB, LOC117893955|XP_034656638.1|DSUB	LOC6052245|XP_038115015.1|CQUI
OG0000706	LOC117901849|XP_034668688.1|DSUB, LOC117903405|XP_034671292.1|DSUB	LOC6046887|XP_038117985.1|CQUI
OG0000707	LOC117895378|XP_034658892.1|DSUB	LOC6045804|XP_038117453.1|CQUI
OG0000708	LOC117903337|XP_034671178.1|DSUB, LOC117892901|XP_034655096.1|DSUB	LOC6037569|XP_038120474.1|CQUI
OG0000709	LOC117898286|XP_034663433.1|DSUB, LOC117903543|XP_034671624.1|DSUB	LOC6039218|XP_038117369.1|CQUI
OG0000710	LOC117896156|XP_034660126.1|DSUB, LOC117890590|XP_034651417.1|DSUB	LOC6031510|XP_001842300.1|CQUI
OG0000711	LOC117894862|XP_034658009.1|DSUB, LOC117903575|XP_034671682.1|DSUB	LOC6036869|XP_001846852.1|CQUI
OG0000712	LOC117896732|XP_034661087.1|DSUB, LOC117896729|XP_034661085.1|DSUB	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI
OG0000713	LOC117896866|XP_034661287.1|DSUB, LOC117891754|XP_034653257.1|DSUB	LOC6049870|XP_001866561.1|CQUI
OG0000714	LOC117899679|XP_034665762.1|DSUB, LOC117895852|XP_034659709.1|DSUB	LOC6045584|XP_038113889.1|CQUI
OG0000715	LOC117895891|XP_034659786.1|DSUB, LOC117900051|XP_034666141.1|DSUB, LOC117900345|XP_034666578.1|DSUB	LOC119767953|XP_038113953.1|CQUI
OG0000716	LOC117894851|XP_034658001.1|DSUB, LOC117893439|XP_034655949.1|DSUB	LOC6040190|XP_001849640.2|CQUI
OG0000724	LOC117895101|XP_034658392.1|DSUB, LOC117899447|XP_034665345.1|DSUB	LOC6042711|XP_001870728.1|CQUI
OG0000726	LOC117898248|XP_034663386.1|DSUB, LOC117896487|XP_034660718.1|DSUB	LOC6035562|XP_038104583.1|CQUI
OG0000727	LOC117898674|XP_034664145.1|DSUB, LOC117898673|XP_034664144.1|DSUB	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI
OG0000730	LOC117902590|XP_034669980.1|DSUB, LOC117895196|XP_034658568.1|DSUB	LOC6031123|XP_001841967.1|CQUI
OG0000731	LOC117895849|XP_034659704.1|DSUB, LOC117891664|XP_034653120.1|DSUB	LOC6043928|XP_001861511.1|CQUI
OG0000732	LOC117893767|XP_034656398.1|DSUB, LOC117893765|XP_034656396.1|DSUB	LOC6041983|XP_001851156.1|CQUI
OG0000733	LOC117896947|XP_034661382.1|DSUB, LOC117895368|XP_034658846.1|DSUB	LOC6047563|XP_001864598.2|CQUI
OG0000734	LOC117892980|XP_034655215.1|DSUB	LOC6052234|XP_038116578.1|CQUI
OG0000735	LOC117901030|XP_034667560.1|DSUB, LOC117900451|XP_034666714.1|DSUB	LOC6044469|XP_001861983.1|CQUI
OG0000736	LOC117900023|XP_034666101.1|DSUB, LOC117900024|XP_034666102.1|DSUB	LOC6037099|XP_038112503.1|CQUI
OG0000738	LOC117901194|XP_034667738.1|DSUB, LOC117900648|XP_034666971.1|DSUB	LOC6036448|XP_001846499.1|CQUI
OG0000739	LOC117899793|XP_034665964.1|DSUB, LOC117897901|XP_034662870.1|DSUB	LOC6036343|XP_038110352.1|CQUI
OG0000740	LOC117897065|XP_034661560.1|DSUB	LOC6038854|XP_038113339.1|CQUI
OG0000741	LOC117899283|XP_034665080.1|DSUB	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI
OG0000742	LOC117903872|XP_034672256.1|DSUB, LOC117903882|XP_034672266.1|DSUB	LOC6046871|XP_038115688.1|CQUI
OG0000743	LOC117894681|XP_034657750.1|DSUB	LOC6050273|XP_001866910.2|CQUI
OG0000744	LOC117892533|XP_034654729.1|DSUB	LOC6047300|XP_001864379.2|CQUI, LOC6047301|XP_001864380.2|CQUI
OG0000746	LOC117890324|XP_034651004.1|DSUB	LOC6043117|XP_001855912.2|CQUI
OG0000753	LOC117898587|XP_034664022.1|DSUB, LOC117893540|XP_034656080.1|DSUB	LOC6048959|XP_038122824.1|CQUI
OG0000754	LOC117893823|XP_034656471.1|DSUB, LOC117889817|XP_034650229.1|DSUB	LOC6049897|XP_001866577.2|CQUI
OG0000756	LOC117896830|XP_034661234.1|DSUB	LOC6046145|XP_001863379.2|CQUI
OG0000757	LOC117903266|XP_034671059.1|DSUB, LOC117899237|XP_034665002.1|DSUB, LOC117894852|XP_034657998.1|DSUB	LOC6046554|XP_038118070.1|CQUI
OG0000758	LOC117894802|XP_034657927.1|DSUB, LOC117894801|XP_034657925.1|DSUB	LOC6040607|XP_038119298.1|CQUI
OG0000761	LOC117900793|XP_034667164.1|DSUB, LOC117900794|XP_034667167.1|DSUB	LOC6033760|XP_038107373.1|CQUI
OG0000762	LOC117901372|XP_034667973.1|DSUB, LOC117901251|XP_034667822.1|DSUB	LOC6037908|XP_001847768.1|CQUI
OG0000764	LOC117897366|XP_034662045.1|DSUB, LOC117903883|XP_034672273.1|DSUB	LOC6039471|XP_038122347.1|CQUI
OG0000765	LOC117895701|XP_034659440.1|DSUB, LOC117902928|XP_034670412.1|DSUB	LOC6049633|XP_038120394.1|CQUI
OG0000766	LOC117900646|XP_034666969.1|DSUB, LOC117903369|XP_034671231.1|DSUB	LOC6046669|XP_001863836.1|CQUI
OG0000767	LOC117893833|XP_034656487.1|DSUB	LOC6033818|XP_001844213.2|CQUI
OG0000768	LOC117894686|XP_034657756.1|DSUB	LOC6037757|XP_038118780.1|CQUI
OG0000769	LOC117896770|XP_034661138.1|DSUB, LOC117897878|XP_034662848.1|DSUB	LOC6036915|XP_001846890.2|CQUI
OG0000770	LOC117891196|XP_034652422.1|DSUB	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI
OG0000771	LOC117894925|XP_034658120.1|DSUB, LOC117894924|XP_034658119.1|DSUB	LOC6037662|XP_038113592.1|CQUI
OG0000778	LOC117893388|XP_034655874.1|DSUB, LOC117897412|XP_034662130.1|DSUB	LOC6038198|XP_038117770.1|CQUI
OG0000779	LOC117903358|XP_034671204.1|DSUB	LOC6051382|XP_038104144.1|CQUI, LOC6051383|XP_038115271.1|CQUI, LOC6041720|XP_038104033.1|CQUI, LOC6044161|XP_001861710.2|CQUI, LOC6044291|XP_038121588.1|CQUI
OG0000780	LOC117892441|XP_034654573.1|DSUB, LOC117892535|XP_034654732.1|DSUB	LOC6044209|XP_038104803.1|CQUI, LOC6044211|XP_038104434.1|CQUI, LOC6044213|XP_038122683.1|CQUI
OG0000781	LOC117891052|XP_034652119.1|DSUB, LOC117894867|XP_034658018.1|DSUB	LOC6037941|XP_038110485.1|CQUI
OG0000782	LOC117893422|XP_034655930.1|DSUB, LOC117903737|XP_034671988.1|DSUB	LOC6034796|XP_038114655.1|CQUI
OG0000783	LOC117894610|XP_034657651.1|DSUB, LOC117903125|XP_034670845.1|DSUB	LOC6034787|XP_001845060.1|CQUI
OG0000784	LOC117893755|XP_034656381.1|DSUB, LOC117901396|XP_034668024.1|DSUB	LOC6052698|XP_038104428.1|CQUI
OG0000785	LOC117897562|XP_034662394.1|DSUB	LOC6046529|XP_001863710.2|CQUI, LOC6046527|XP_001863709.2|CQUI
OG0000786	LOC117893800|XP_034656439.1|DSUB, LOC117898451|XP_034663748.1|DSUB	LOC6037507|XP_038107901.1|CQUI
OG0000787	LOC117895215|XP_034658597.1|DSUB, LOC117890371|XP_034651062.1|DSUB	LOC6035614|XP_001845763.1|CQUI
OG0000788	LOC117895046|XP_034658315.1|DSUB	LOC6045925|XP_001863200.1|CQUI
OG0000789	LOC117901093|XP_034667611.1|DSUB, LOC117901504|XP_034668165.1|DSUB	LOC6047537|XP_001864587.2|CQUI
OG0000790	LOC117901664|XP_034668395.1|DSUB, LOC117901663|XP_034668393.1|DSUB	LOC119767740|XP_038113035.1|CQUI
OG0000791	LOC117900331|XP_034666560.1|DSUB, LOC117896441|XP_034660660.1|DSUB	LOC6036471|XP_001846521.1|CQUI
OG0000792	LOC117901144|XP_034667678.1|DSUB	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI
OG0000793	LOC117898508|XP_034663851.1|DSUB, LOC117894206|XP_034657014.1|DSUB	LOC6046063|XP_001863318.1|CQUI
OG0000794	LOC117902452|XP_034669742.1|DSUB	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI
OG0000795	LOC117898177|XP_034663280.1|DSUB, LOC117896595|XP_034660912.1|DSUB	LOC6034049|XP_001844428.2|CQUI
OG0000796	LOC117898171|XP_034663271.1|DSUB, LOC117898487|XP_034663818.1|DSUB	LOC6036713|XP_001846717.2|CQUI
OG0000797	LOC117899245|XP_034665016.1|DSUB, LOC117899246|XP_034665017.1|DSUB	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI
OG0000798	LOC117892671|XP_034654955.1|DSUB, LOC117892670|XP_034654950.1|DSUB	LOC6052446|XP_038107346.1|CQUI
OG0000799	LOC117898088|XP_034663159.1|DSUB, LOC117903858|XP_034672232.1|DSUB	LOC6054174|XP_038108545.1|CQUI
OG0000801	LOC117892090|XP_034653973.1|DSUB	LOC6046949|XP_001864068.1|CQUI
OG0000802	LOC117902832|XP_034670342.1|DSUB	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI
OG0000803	LOC117900221|XP_034666396.1|DSUB, LOC117892989|XP_034655232.1|DSUB	LOC6036009|XP_001846113.1|CQUI
OG0000811	LOC117898282|XP_034663427.1|DSUB, LOC117896531|XP_034660795.1|DSUB, LOC117892243|XP_034654245.1|DSUB	LOC6032795|XP_001843334.2|CQUI
OG0000812	LOC117889570|XP_034649859.1|DSUB, LOC117895042|XP_034658310.1|DSUB	LOC6031005|XP_038117373.1|CQUI
OG0000813	LOC117901955|XP_034668822.1|DSUB	LOC6036541|XP_001846586.2|CQUI
OG0000814	LOC117901909|XP_034668766.1|DSUB	LOC6042898|XP_038118763.1|CQUI
OG0000815	LOC117902250|XP_034669396.1|DSUB	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI
OG0000816	LOC117898505|XP_034663852.1|DSUB, LOC117896154|XP_034660123.1|DSUB	LOC6036458|XP_001846508.1|CQUI
OG0000817	LOC117898094|XP_034663164.1|DSUB, LOC117898092|XP_034663163.1|DSUB	LOC6041737|XP_001850957.1|CQUI
OG0000819	LOC117903635|XP_034671800.1|DSUB, LOC117903632|XP_034671795.1|DSUB	LOC6051147|XP_038117088.1|CQUI
OG0000820	LOC117890362|XP_034651046.1|DSUB	LOC6038086|XP_038108938.1|CQUI
OG0000821	LOC117890092|XP_034650643.1|DSUB	LOC6036623|XP_001846651.2|CQUI
OG0000822	LOC117893590|XP_034656155.1|DSUB, LOC117902294|XP_034669466.1|DSUB	LOC6036736|XP_001846735.2|CQUI
OG0000830	LOC117903200|XP_034670976.1|DSUB	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI
OG0000831	LOC117891696|XP_034653178.1|DSUB	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI
OG0000832	LOC117891712|XP_034653197.1|DSUB, LOC117901016|XP_034667505.1|DSUB	LOC6038039|XP_001847884.1|CQUI
OG0000833	LOC117894049|XP_034656793.1|DSUB	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI
OG0000834	LOC117896675|XP_034661012.1|DSUB	LOC6049792|XP_001866498.2|CQUI
OG0000836	LOC117901851|XP_034668692.1|DSUB, LOC117902392|XP_034669607.1|DSUB	LOC6033191|XP_038110903.1|CQUI
OG0000837	LOC117896533|XP_034660808.1|DSUB	LOC6046885|XP_038117989.1|CQUI
OG0000838	LOC117902262|XP_034669412.1|DSUB, LOC117902263|XP_034669413.1|DSUB	LOC6039707|XP_001849263.2|CQUI
OG0000839	LOC117899626|XP_034665672.1|DSUB	LOC6032544|XP_001843124.2|CQUI
