Orthogroup	DSUB.longest_only	ASTE.longest_only
OG0001181	LOC117901868|XP_034668715.1|DSUB, LOC117901867|XP_034668714.1|DSUB, LOC117893533|XP_034656065.1|DSUB	LOC118505739|XP_035897822.1|ASTE
OG0001182	LOC117896712|XP_034661061.1|DSUB	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE
OG0001183	LOC117898417|XP_034663679.1|DSUB	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE
OG0001185	LOC117896381|XP_034660555.1|DSUB	LOC118507718|XP_035902509.1|ASTE
OG0001186	LOC117900792|XP_034667163.1|DSUB, LOC117899718|XP_034665828.1|DSUB	LOC118506012|XP_035898491.1|ASTE
OG0001187	LOC117891906|XP_034653620.1|DSUB	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE
OG0001188	LOC117891935|XP_034653668.1|DSUB	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE
OG0001189	LOC117891296|XP_034652593.1|DSUB	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE
OG0001190	LOC117897564|XP_034662399.1|DSUB	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE
OG0001191	LOC117902418|XP_034669663.1|DSUB	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE
OG0001192	LOC117900296|XP_034666499.1|DSUB	LOC118507442|XP_035901817.1|ASTE
OG0001193	LOC117896334|XP_034660465.1|DSUB	LOC118506106|XP_035898685.1|ASTE
OG0001194	LOC117901175|XP_034667757.1|DSUB	LOC118505981|XP_035898435.1|ASTE
OG0001195	LOC117892074|XP_034653954.1|DSUB	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE
OG0001201	LOC117899228|XP_034664993.1|DSUB	LOC118507003|XP_035900789.1|ASTE
OG0001202	LOC117890568|XP_034651396.1|DSUB	LOC118517404|XP_035919371.1|ASTE
OG0001203	LOC117902945|XP_034670448.1|DSUB	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE
OG0001204	LOC117901293|XP_034667879.1|DSUB	LOC118516568|XP_035918429.1|ASTE
OG0001205	LOC117898236|XP_034663365.1|DSUB	LOC118517643|XP_035919856.1|ASTE
OG0001206	LOC117895997|XP_034659875.1|DSUB	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE
OG0001207	LOC117895392|XP_034658906.1|DSUB, LOC117903107|XP_034670821.1|DSUB	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE
OG0001208	LOC117903471|XP_034671408.1|DSUB	LOC118505348|XP_035897352.1|ASTE
OG0001209	LOC117898331|XP_034663545.1|DSUB	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE
OG0001210	LOC117899163|XP_034664916.1|DSUB	LOC118506747|XP_035900223.1|ASTE, LOC118506743|XP_035900201.1|ASTE
OG0001211	LOC117896029|XP_034659929.1|DSUB	LOC118504432|XP_035894765.1|ASTE
OG0001212	LOC117898260|XP_034663408.1|DSUB	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE
OG0001213	LOC117903493|XP_034671460.1|DSUB	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE
OG0001214	LOC117897330|XP_034661989.1|DSUB	LOC118507998|XP_035903262.1|ASTE
OG0001215	LOC117897363|XP_034662038.1|DSUB	LOC118508007|XP_035903285.1|ASTE, LOC118508004|XP_035903271.1|ASTE
OG0001216	LOC117899441|XP_034665336.1|DSUB	LOC118507996|XP_035903258.1|ASTE
OG0001217	LOC117901071|XP_034667574.1|DSUB, LOC117900385|XP_034666630.1|DSUB	LOC118503463|XP_035892642.1|ASTE
OG0001218	LOC117894389|XP_034657286.1|DSUB, LOC117897856|XP_034662820.1|DSUB	LOC118507811|XP_035902772.1|ASTE
OG0001220	LOC117892222|XP_034654213.1|DSUB	LOC118508888|XP_035904614.1|ASTE, LOC118508889|XP_035904615.1|ASTE
OG0001221	LOC117892605|XP_034654837.1|DSUB	LOC118511247|XP_035909988.1|ASTE, LOC118516930|XP_035918670.1|ASTE, LOC118516931|XP_035918671.1|ASTE, LOC118511246|XP_035909985.1|ASTE, LOC118510589|XP_035908483.1|ASTE
OG0001223	LOC117891039|XP_034652098.1|DSUB, LOC117892267|XP_034654279.1|DSUB	LOC118514347|XP_035917058.1|ASTE
OG0001224	LOC117892106|XP_034654006.1|DSUB	LOC118506033|XP_035898545.1|ASTE
OG0001225	LOC117890448|XP_034651171.1|DSUB	LOC118509675|XP_035906574.1|ASTE
OG0001226	LOC117889777|XP_034650133.1|DSUB	LOC118511394|XP_035910317.1|ASTE
OG0001227	LOC117901230|XP_034667793.1|DSUB	LOC118511067|XP_035909568.1|ASTE
OG0001229	LOC117892558|XP_034654762.1|DSUB	LOC118514527|XP_035917400.1|ASTE
OG0001230	LOC117891940|XP_034653679.1|DSUB	LOC118509042|XP_035905008.1|ASTE
OG0001231	LOC117900653|XP_034666977.1|DSUB	LOC118511796|XP_035911219.1|ASTE
OG0001233	LOC117902549|XP_034669878.1|DSUB	LOC118508945|XP_035904747.1|ASTE
OG0001234	LOC117891713|XP_034653198.1|DSUB	LOC118511242|XP_035909975.1|ASTE
OG0001235	LOC117901957|XP_034668825.1|DSUB	LOC118510723|XP_035908825.1|ASTE
OG0001236	LOC117894692|XP_034657762.1|DSUB	LOC118505735|XP_035897816.1|ASTE
OG0001237	LOC117898521|XP_034663878.1|DSUB	LOC118505306|XP_035896830.1|ASTE
OG0001238	LOC117898753|XP_034664266.1|DSUB	LOC118504642|XP_035895262.1|ASTE
OG0001240	LOC117897922|XP_034662897.1|DSUB	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE
OG0001241	LOC117890187|XP_034650784.1|DSUB, LOC117899640|XP_034665695.1|DSUB	LOC118506705|XP_035900090.1|ASTE
OG0001242	LOC117900925|XP_034667379.1|DSUB, LOC117902615|XP_034670023.1|DSUB	LOC118502640|XP_035890980.1|ASTE
OG0001244	LOC117895726|XP_034659475.1|DSUB, LOC117894215|XP_034657025.1|DSUB, LOC117899443|XP_034665340.1|DSUB	LOC118509322|XP_035905679.1|ASTE
OG0001246	LOC117891026|XP_034652080.1|DSUB	LOC118504887|XP_035895838.1|ASTE, LOC118504885|XP_035895835.1|ASTE, LOC118504884|XP_035895834.1|ASTE
OG0001247	LOC117890582|XP_034651411.1|DSUB	LOC118508155|XP_035903585.1|ASTE
OG0001249	LOC117903677|XP_034671906.1|DSUB	LOC118508107|XP_035903494.1|ASTE
OG0001257	LOC117902979|XP_034670538.1|DSUB	LOC118509652|XP_035906493.1|ASTE
OG0001258	LOC117899212|XP_034664976.1|DSUB	LOC118505200|XP_035896573.1|ASTE
OG0001259	LOC117903500|XP_034671470.1|DSUB	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE
OG0001260	LOC117898478|XP_034663804.1|DSUB	LOC118512715|XP_035913451.1|ASTE
OG0001261	LOC117903489|XP_034671447.1|DSUB	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE
OG0001263	LOC117899301|XP_034665111.1|DSUB	LOC118508293|XP_035903835.1|ASTE
OG0001264	LOC117901403|XP_034668028.1|DSUB	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE
OG0001266	LOC117891724|XP_034653207.1|DSUB	LOC118507536|XP_035902006.1|ASTE
OG0001267	LOC117897368|XP_034662057.1|DSUB	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE
OG0001268	LOC117895126|XP_034658430.1|DSUB	LOC118510060|XP_035907343.1|ASTE
OG0001269	LOC117892420|XP_034654544.1|DSUB	LOC118507188|XP_035901153.1|ASTE
OG0001270	LOC117898214|XP_034663330.1|DSUB	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE
OG0001271	LOC117890347|XP_034651029.1|DSUB	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE
OG0001272	LOC117893952|XP_034656632.1|DSUB, LOC117894541|XP_034657556.1|DSUB	LOC118509409|XP_035905868.1|ASTE
OG0001273	LOC117896868|XP_034661289.1|DSUB	LOC118507925|XP_035903121.1|ASTE
OG0001274	LOC117894819|XP_034657953.1|DSUB	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE
OG0001276	LOC117893944|XP_034656625.1|DSUB	LOC118513068|XP_035914309.1|ASTE
OG0001277	LOC117893248|XP_034655704.1|DSUB	LOC118512920|XP_035913964.1|ASTE
OG0001278	LOC117894483|XP_034657477.1|DSUB, LOC117901296|XP_034667881.1|DSUB	LOC118512294|XP_035912414.1|ASTE
OG0001279	LOC117894489|XP_034657487.1|DSUB	LOC118512298|XP_035912422.1|ASTE
OG0001280	LOC117895111|XP_034658408.1|DSUB	LOC118514238|XP_035916834.1|ASTE
OG0001281	LOC117894296|XP_034657151.1|DSUB	LOC118512634|XP_035913223.1|ASTE
OG0001282	LOC117902691|XP_034670124.1|DSUB	LOC118514262|XP_035916871.1|ASTE
OG0001283	LOC117891535|XP_034652937.1|DSUB	LOC118511551|XP_035910663.1|ASTE
OG0001284	LOC117901667|XP_034668399.1|DSUB	LOC118513903|XP_035916119.1|ASTE
OG0001285	LOC117893184|XP_034655568.1|DSUB	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE
OG0001286	LOC117900861|XP_034667274.1|DSUB	LOC118512447|XP_035912804.1|ASTE
OG0001287	LOC117898019|XP_034663042.1|DSUB	LOC118512730|XP_035913483.1|ASTE
OG0001288	LOC117900970|XP_034667443.1|DSUB	LOC118512489|XP_035912886.1|ASTE
OG0001289	LOC117900082|XP_034666177.1|DSUB	LOC118514047|XP_035916431.1|ASTE
OG0001290	LOC117900545|XP_034666836.1|DSUB	LOC118510651|XP_035908659.1|ASTE
OG0001291	LOC117892388|XP_034654495.1|DSUB	LOC118506591|XP_035899841.1|ASTE
OG0001292	LOC117892546|XP_034654746.1|DSUB	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE
OG0001293	LOC117891747|XP_034653248.1|DSUB	LOC118506581|XP_035899830.1|ASTE
OG0001294	LOC117899242|XP_034665009.1|DSUB	LOC118504858|XP_035895786.1|ASTE
OG0001295	LOC117903050|XP_034670680.1|DSUB, LOC117896521|XP_034660780.1|DSUB	LOC118505807|XP_035898040.1|ASTE
OG0001296	LOC117891998|XP_034653775.1|DSUB	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE
OG0001297	LOC117899432|XP_034665325.1|DSUB	LOC118505340|XP_035896889.1|ASTE
OG0001298	LOC117899504|XP_034665445.1|DSUB	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE
OG0001299	LOC117892953|XP_034655175.1|DSUB	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE
OG0001300	LOC117899601|XP_034665615.1|DSUB	LOC118505015|XP_035896097.1|ASTE
OG0001301	LOC117900293|XP_034666497.1|DSUB	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE
OG0001302	LOC117891275|XP_034652542.1|DSUB	LOC118506830|XP_035900433.1|ASTE
OG0001303	LOC117899130|XP_034664817.1|DSUB	LOC118517568|XP_035919706.1|ASTE
OG0001304	LOC117890125|XP_034650696.1|DSUB	LOC118502579|XP_035890806.1|ASTE
OG0001305	LOC117898218|XP_034663338.1|DSUB	LOC118508529|XP_035904296.1|ASTE
OG0001306	LOC117897778|XP_034662717.1|DSUB	LOC118507719|XP_035902560.1|ASTE
OG0001307	LOC117895495|XP_034659081.1|DSUB, LOC117895504|XP_034659093.1|DSUB	LOC118502798|XP_035891298.1|ASTE
OG0001308	LOC117903515|XP_034671514.1|DSUB, LOC117894932|XP_034658126.1|DSUB	LOC118506555|XP_035899757.1|ASTE
OG0001309	LOC117896098|XP_034660040.1|DSUB	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE
OG0001311	LOC117899702|XP_034665804.1|DSUB	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE
OG0001312	LOC117894901|XP_034658084.1|DSUB	LOC118503305|XP_035892318.1|ASTE
OG0001313	LOC117889720|XP_034650031.1|DSUB	LOC118507236|XP_035901379.1|ASTE
OG0001314	LOC117901295|XP_034667880.1|DSUB	LOC118512881|XP_035914293.1|ASTE
OG0001315	LOC117903756|XP_034672057.1|DSUB	LOC118506659|XP_035899970.1|ASTE
OG0001326	LOC117899558|XP_034665538.1|DSUB	LOC118508303|XP_035903851.1|ASTE
OG0001328	LOC117898989|XP_034664626.1|DSUB	LOC118503066|XP_035891829.1|ASTE
OG0001329	LOC117899694|XP_034665792.1|DSUB	LOC118509272|XP_035905520.1|ASTE
OG0001330	LOC117890337|XP_034651058.1|DSUB	LOC118517158|XP_035918929.1|ASTE
OG0001331	LOC117891842|XP_034653486.1|DSUB	LOC118512722|XP_035913464.1|ASTE
OG0001332	LOC117901146|XP_034667683.1|DSUB	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE
OG0001333	LOC117901604|XP_034668308.1|DSUB	LOC118509806|XP_035906845.1|ASTE, LOC118509778|XP_035906813.1|ASTE
OG0001334	LOC117896429|XP_034660643.1|DSUB	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE
OG0001335	LOC117898406|XP_034663664.1|DSUB	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE
OG0001337	LOC117895494|XP_034659121.1|DSUB	LOC118511391|XP_035910312.1|ASTE
OG0001338	LOC117891857|XP_034653506.1|DSUB	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE
OG0001339	LOC117890250|XP_034650887.1|DSUB	LOC118502918|XP_035891545.1|ASTE, LOC118512193|XP_035912188.1|ASTE
OG0001340	LOC117897876|XP_034662843.1|DSUB	LOC118506774|XP_035900262.1|ASTE
OG0001341	LOC117897797|XP_034662738.1|DSUB	LOC118507844|XP_035902868.1|ASTE
OG0001343	LOC117896044|XP_034659943.1|DSUB	LOC118502423|XP_035890543.1|ASTE
OG0001344	LOC117897464|XP_034662202.1|DSUB	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE
OG0001345	LOC117897803|XP_034662743.1|DSUB	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE
OG0001346	LOC117898267|XP_034663412.1|DSUB	LOC118505438|XP_035897125.1|ASTE
OG0001347	LOC117889718|XP_034650030.1|DSUB, LOC117892747|XP_034655062.1|DSUB, LOC117901005|XP_034667497.1|DSUB	LOC118508585|XP_035904383.1|ASTE
OG0001348	LOC117901176|XP_034667723.1|DSUB	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE
OG0001349	LOC117895328|XP_034658789.1|DSUB	LOC118510488|XP_035908267.1|ASTE
OG0001350	LOC117895178|XP_034658531.1|DSUB	LOC118512205|XP_035912208.1|ASTE
OG0001351	LOC117891192|XP_034652419.1|DSUB	LOC118512096|XP_035911955.1|ASTE
OG0001352	LOC117890471|XP_034651217.1|DSUB	LOC118509480|XP_035906015.1|ASTE
OG0001353	LOC117895552|XP_034659149.1|DSUB	LOC118504607|XP_035895177.1|ASTE, LOC118509513|XP_035906095.1|ASTE
OG0001354	LOC117890676|XP_034651548.1|DSUB	LOC118511541|XP_035910637.1|ASTE
OG0001355	LOC117891843|XP_034653484.1|DSUB	LOC118511525|XP_035910607.1|ASTE
OG0001356	LOC117899784|XP_034665948.1|DSUB	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE
OG0001357	LOC117893337|XP_034655817.1|DSUB	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE
OG0001358	LOC117895008|XP_034658248.1|DSUB	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE
OG0001359	LOC117902602|XP_034670005.1|DSUB	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE
OG0001360	LOC117890925|XP_034651947.1|DSUB	LOC118514357|XP_035917072.1|ASTE
OG0001361	LOC117894211|XP_034657017.1|DSUB	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE
OG0001362	LOC117896771|XP_034661139.1|DSUB, LOC117892976|XP_034655212.1|DSUB, LOC117903331|XP_034671166.1|DSUB, LOC117894487|XP_034657486.1|DSUB	LOC118512297|XP_035912420.1|ASTE
OG0001363	LOC117897980|XP_034662984.1|DSUB	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE
OG0001364	LOC117890480|XP_034651237.1|DSUB	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE
OG0001365	LOC117894181|XP_034656982.1|DSUB, LOC117894623|XP_034657679.1|DSUB	LOC118513191|XP_035914572.1|ASTE
OG0001367	LOC117891830|XP_034653467.1|DSUB	LOC118509863|XP_035906966.1|ASTE
OG0001368	LOC117891775|XP_034653330.1|DSUB	LOC118513233|XP_035914671.1|ASTE
OG0001369	LOC117903064|XP_034670708.1|DSUB	LOC118514260|XP_035916869.1|ASTE
OG0001370	LOC117891622|XP_034653049.1|DSUB	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE
OG0001371	LOC117902328|XP_034669509.1|DSUB	LOC118509649|XP_035906463.1|ASTE
OG0001372	LOC117891269|XP_034652534.1|DSUB	LOC118512013|XP_035911681.1|ASTE
OG0001373	LOC117901814|XP_034668619.1|DSUB	LOC118511033|XP_035909507.1|ASTE
OG0001374	LOC117893691|XP_034656272.1|DSUB, LOC117890749|XP_034651698.1|DSUB	LOC118513899|XP_035916109.1|ASTE
OG0001376	LOC117889793|XP_034650156.1|DSUB	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE
OG0001377	LOC117903007|XP_034670643.1|DSUB, LOC117902522|XP_034669840.1|DSUB	LOC118513915|XP_035916158.1|ASTE
OG0001378	LOC117902119|XP_034669132.1|DSUB, LOC117901745|XP_034668523.1|DSUB	LOC118512644|XP_035913253.1|ASTE
OG0001379	LOC117901577|XP_034668267.1|DSUB	LOC118513885|XP_035916092.1|ASTE
OG0001380	LOC117892138|XP_034654066.1|DSUB	LOC118508988|XP_035904879.1|ASTE
OG0001381	LOC117890026|XP_034650532.1|DSUB	LOC118514539|XP_035917415.1|ASTE
OG0001382	LOC117902248|XP_034669384.1|DSUB	LOC118512516|XP_035912927.1|ASTE
OG0001383	LOC117902679|XP_034670102.1|DSUB, LOC117892025|XP_034653813.1|DSUB	LOC118511029|XP_035909502.1|ASTE
OG0001384	LOC117901688|XP_034668421.1|DSUB	LOC118509868|XP_035906984.1|ASTE
OG0001385	LOC117900317|XP_034666537.1|DSUB	LOC118513824|XP_035915953.1|ASTE, LOC118506497|XP_035899585.1|ASTE
OG0001387	LOC117901473|XP_034668127.1|DSUB	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE
OG0001388	LOC117901584|XP_034668282.1|DSUB	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE
OG0001389	LOC117899067|XP_034664725.1|DSUB	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE
OG0001390	LOC117902089|XP_034669076.1|DSUB	LOC118506752|XP_035900235.1|ASTE
OG0001391	LOC117894281|XP_034657131.1|DSUB, LOC117902287|XP_034669455.1|DSUB	LOC118504503|XP_035894922.1|ASTE
OG0001392	LOC117903787|XP_034672105.1|DSUB	LOC118506657|XP_035899968.1|ASTE
OG0001393	LOC117901432|XP_034668070.1|DSUB	LOC118502606|XP_035890863.1|ASTE
OG0001394	LOC117902461|XP_034669755.1|DSUB	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE
OG0001395	LOC117899220|XP_034664984.1|DSUB, LOC117898498|XP_034663831.1|DSUB	LOC118505832|XP_035898080.1|ASTE
OG0001396	LOC117900707|XP_034667055.1|DSUB, LOC117893191|XP_034655595.1|DSUB	LOC118506543|XP_035899727.1|ASTE
OG0001397	LOC117897974|XP_034662977.1|DSUB	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE
OG0001399	LOC117892167|XP_034654124.1|DSUB	LOC118512891|XP_035913888.1|ASTE
OG0001400	LOC117898537|XP_034663902.1|DSUB	LOC118503474|XP_035892665.1|ASTE
OG0001401	LOC117894765|XP_034657874.1|DSUB	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE
OG0001402	LOC117895826|XP_034659654.1|DSUB	LOC118508085|XP_035903453.1|ASTE
OG0001403	LOC117894413|XP_034657314.1|DSUB	LOC118512335|XP_035912510.1|ASTE
OG0001404	LOC117890829|XP_034651797.1|DSUB	LOC118505990|XP_035898449.1|ASTE
OG0001405	LOC117891988|XP_034653756.1|DSUB	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE
OG0001406	LOC117900291|XP_034666494.1|DSUB, LOC117889756|XP_034650096.1|DSUB	LOC118506116|XP_035898717.1|ASTE
OG0001407	LOC117894005|XP_034656719.1|DSUB	LOC118508052|XP_035903398.1|ASTE
OG0001408	LOC117890466|XP_034651212.1|DSUB	LOC118509985|XP_035907259.1|ASTE
OG0001410	LOC117893689|XP_034656270.1|DSUB	LOC118506989|XP_035900800.1|ASTE, LOC118507043|XP_035900935.1|ASTE, LOC118517067|XP_035918817.1|ASTE
OG0001429	LOC117896213|XP_034660236.1|DSUB	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE
OG0001430	LOC117899690|XP_034665782.1|DSUB	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE
OG0001431	LOC117897075|XP_034661605.1|DSUB	LOC118502803|XP_035891317.1|ASTE
OG0001432	LOC117891043|XP_034652107.1|DSUB	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE
OG0001433	LOC117898003|XP_034663025.1|DSUB, LOC117903908|XP_034672305.1|DSUB, LOC117897514|XP_034662319.1|DSUB	LOC118503728|XP_035893234.1|ASTE
OG0001434	LOC117899147|XP_034664847.1|DSUB, LOC117890696|XP_034651597.1|DSUB	LOC118503987|XP_035893827.1|ASTE
OG0001435	LOC117892714|XP_034655025.1|DSUB, LOC117898570|XP_034663948.1|DSUB, LOC117890732|XP_034651677.1|DSUB	LOC118511737|XP_035911080.1|ASTE
OG0001436	LOC117889589|XP_034649889.1|DSUB	LOC118517432|XP_035919444.1|ASTE
OG0001437	LOC117902347|XP_034669541.1|DSUB	LOC118513084|XP_035914345.1|ASTE
OG0001438	LOC117899464|XP_034665370.1|DSUB	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE
OG0001439	LOC117898704|XP_034664213.1|DSUB	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE
OG0001440	LOC117897098|XP_034661637.1|DSUB	LOC118508086|XP_035903459.1|ASTE
OG0001442	LOC117902612|XP_034670015.1|DSUB	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE
OG0001443	LOC117896138|XP_034660098.1|DSUB	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE
OG0001444	LOC117897118|XP_034661661.1|DSUB	LOC118502379|XP_035890493.1|ASTE
OG0001445	LOC117891243|XP_034652480.1|DSUB, LOC117897937|XP_034662918.1|DSUB	LOC118503034|XP_035891758.1|ASTE
OG0001446	LOC117896614|XP_034660939.1|DSUB	LOC118505222|XP_035896639.1|ASTE
OG0001447	LOC117898380|XP_034663615.1|DSUB	LOC118504441|XP_035894794.1|ASTE
OG0001448	LOC117899559|XP_034665542.1|DSUB	LOC118508304|XP_035903852.1|ASTE
OG0001449	LOC117890356|XP_034651041.1|DSUB	LOC118502961|XP_035891617.1|ASTE
OG0001450	LOC117902675|XP_034670096.1|DSUB	LOC118512095|XP_035911953.1|ASTE
OG0001451	LOC117890625|XP_034651463.1|DSUB	LOC118510862|XP_035909101.1|ASTE
OG0001452	LOC117890385|XP_034651077.1|DSUB, LOC117890384|XP_034651076.1|DSUB	LOC118508899|XP_035904631.1|ASTE
OG0001453	LOC117893475|XP_034655989.1|DSUB	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE
OG0001454	LOC117896877|XP_034661296.1|DSUB	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE
OG0001455	LOC117894075|XP_034656827.1|DSUB, LOC117893639|XP_034656217.1|DSUB	LOC118512978|XP_035914115.1|ASTE
OG0001456	LOC117892340|XP_034654385.1|DSUB	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE
OG0001457	LOC117891098|XP_034652174.1|DSUB	LOC118512050|XP_035911786.1|ASTE
OG0001458	LOC117891572|XP_034652985.1|DSUB	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE
OG0001459	LOC117894577|XP_034657609.1|DSUB	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE
OG0001460	LOC117891972|XP_034653735.1|DSUB	LOC118509617|XP_035906336.1|ASTE
OG0001461	LOC117894609|XP_034657654.1|DSUB, LOC117895173|XP_034658527.1|DSUB	LOC118512844|XP_035913798.1|ASTE
OG0001462	LOC117893099|XP_034655422.1|DSUB	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE
OG0001464	LOC117891597|XP_034653023.1|DSUB	LOC118510298|XP_035907815.1|ASTE
OG0001466	LOC117901653|XP_034668380.1|DSUB	LOC118509517|XP_035906111.1|ASTE
OG0001467	LOC117901534|XP_034668215.1|DSUB	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE
OG0001468	LOC117894733|XP_034657820.1|DSUB	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE
OG0001469	LOC117891252|XP_034652512.1|DSUB	LOC118512310|XP_035912446.1|ASTE
OG0001470	LOC117894710|XP_034657782.1|DSUB	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE
OG0001471	LOC117894182|XP_034656978.1|DSUB	LOC118509952|XP_035907180.1|ASTE
OG0001472	LOC117903261|XP_034671055.1|DSUB, LOC117894040|XP_034656780.1|DSUB	LOC118511819|XP_035911252.1|ASTE
