Orthogroup	DSUB.longest_only	HILL.longest_only
OG0001390	LOC117902089|XP_034669076.1|DSUB	LOC119659069|XP_037922906.1|HILL
OG0001391	LOC117894281|XP_034657131.1|DSUB, LOC117902287|XP_034669455.1|DSUB	LOC119659041|XP_037922869.1|HILL, LOC119660450|XP_037924937.1|HILL
OG0001392	LOC117903787|XP_034672105.1|DSUB	LOC119654285|XP_037915501.1|HILL
OG0001393	LOC117901432|XP_034668070.1|DSUB	LOC119658993|XP_037922803.1|HILL
OG0001394	LOC117902461|XP_034669755.1|DSUB	LOC119660939|XP_037925866.1|HILL
OG0001395	LOC117899220|XP_034664984.1|DSUB, LOC117898498|XP_034663831.1|DSUB	LOC119659967|XP_037924255.1|HILL
OG0001396	LOC117900707|XP_034667055.1|DSUB, LOC117893191|XP_034655595.1|DSUB	LOC119654659|XP_037916078.1|HILL
OG0001397	LOC117897974|XP_034662977.1|DSUB	LOC119660543|XP_037925106.1|HILL
OG0001398	LOC117898156|XP_034663257.1|DSUB	LOC119658900|XP_037922631.1|HILL, LOC119660834|XP_037925631.1|HILL
OG0001399	LOC117892167|XP_034654124.1|DSUB	LOC119653725|XP_037914561.1|HILL
OG0001400	LOC117898537|XP_034663902.1|DSUB	LOC119649562|XP_037907686.1|HILL, LOC119649358|XP_037907399.1|HILL
OG0001401	LOC117894765|XP_034657874.1|DSUB	LOC119650076|XP_037908503.1|HILL
OG0001402	LOC117895826|XP_034659654.1|DSUB	LOC119649300|XP_037907323.1|HILL
OG0001403	LOC117894413|XP_034657314.1|DSUB	LOC119657757|XP_037920740.1|HILL
OG0001404	LOC117890829|XP_034651797.1|DSUB	LOC119653478|XP_037914032.1|HILL
OG0001405	LOC117891988|XP_034653756.1|DSUB	LOC119654372|XP_037915653.1|HILL, LOC119654030|XP_037915121.1|HILL, LOC119655178|XP_037916858.1|HILL, LOC119654029|XP_037915120.1|HILL
OG0001406	LOC117900291|XP_034666494.1|DSUB, LOC117889756|XP_034650096.1|DSUB	LOC119655945|XP_037918064.1|HILL
OG0001407	LOC117894005|XP_034656719.1|DSUB	LOC119649363|XP_037907405.1|HILL
OG0001408	LOC117890466|XP_034651212.1|DSUB	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL
OG0001411	LOC117899476|XP_034665397.1|DSUB	LOC119661783|XP_037927187.1|HILL, LOC119652314|XP_037912255.1|HILL, LOC119646991|XP_037903634.1|HILL
OG0001412	LOC117900416|XP_034666667.1|DSUB	LOC119646959|XP_037903583.1|HILL
OG0001415	LOC117892668|XP_034654948.1|DSUB	LOC119646748|XP_037903254.1|HILL, LOC119646710|XP_037903216.1|HILL
OG0001429	LOC117896213|XP_034660236.1|DSUB	LOC119653219|XP_037913722.1|HILL, LOC119652468|XP_037912562.1|HILL
OG0001430	LOC117899690|XP_034665782.1|DSUB	LOC119647554|XP_037904478.1|HILL, LOC119656740|XP_037919217.1|HILL
OG0001432	LOC117891043|XP_034652107.1|DSUB	LOC119657036|XP_037919718.1|HILL
OG0001433	LOC117898003|XP_034663025.1|DSUB, LOC117903908|XP_034672305.1|DSUB, LOC117897514|XP_034662319.1|DSUB	LOC119652346|XP_037912300.1|HILL
OG0001434	LOC117890696|XP_034651597.1|DSUB	LOC119656546|XP_037918836.1|HILL
OG0001435	LOC117892714|XP_034655025.1|DSUB, LOC117898570|XP_034663948.1|DSUB, LOC117890732|XP_034651677.1|DSUB	LOC119656806|XP_037919345.1|HILL
OG0001436	LOC117889589|XP_034649889.1|DSUB	LOC119656606|XP_037918968.1|HILL
OG0001437	LOC117902347|XP_034669541.1|DSUB	LOC119659054|XP_037922891.1|HILL
OG0001438	LOC117899464|XP_034665370.1|DSUB	LOC119656888|XP_037919486.1|HILL
OG0001439	LOC117898704|XP_034664213.1|DSUB	LOC119659035|XP_037922858.1|HILL
OG0001440	LOC117897098|XP_034661637.1|DSUB	LOC119651352|XP_037910839.1|HILL
OG0001441	LOC117903203|XP_034670980.1|DSUB	LOC119656960|XP_037919608.1|HILL
OG0001442	LOC117902612|XP_034670015.1|DSUB	LOC119657508|XP_037920372.1|HILL
OG0001443	LOC117896138|XP_034660098.1|DSUB	LOC119653014|XP_037913378.1|HILL
OG0001444	LOC117897118|XP_034661661.1|DSUB	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL
OG0001445	LOC117891243|XP_034652480.1|DSUB, LOC117897937|XP_034662918.1|DSUB	LOC119650719|XP_037909661.1|HILL
OG0001446	LOC117896614|XP_034660939.1|DSUB	LOC119650743|XP_037909739.1|HILL
OG0001447	LOC117898380|XP_034663615.1|DSUB	LOC119655582|XP_037917453.1|HILL
OG0001448	LOC117899559|XP_034665542.1|DSUB	LOC119652654|XP_037912834.1|HILL
OG0001449	LOC117890356|XP_034651041.1|DSUB	LOC119650287|XP_037908845.1|HILL
OG0001450	LOC117902675|XP_034670096.1|DSUB	LOC119657746|XP_037920724.1|HILL
OG0001451	LOC117890625|XP_034651463.1|DSUB	LOC119661787|XP_037927198.1|HILL
OG0001452	LOC117890385|XP_034651077.1|DSUB, LOC117890384|XP_034651076.1|DSUB	LOC119647289|XP_037904121.1|HILL
OG0001453	LOC117893475|XP_034655989.1|DSUB	LOC119649865|XP_037908164.1|HILL
OG0001454	LOC117896877|XP_034661296.1|DSUB	LOC119659256|XP_037923175.1|HILL
OG0001455	LOC117894075|XP_034656827.1|DSUB, LOC117893639|XP_034656217.1|DSUB	LOC119648164|XP_037905667.1|HILL
OG0001456	LOC117892340|XP_034654385.1|DSUB	LOC119649465|XP_037907551.1|HILL
OG0001457	LOC117891098|XP_034652174.1|DSUB	LOC119661698|XP_037927072.1|HILL
OG0001458	LOC117891572|XP_034652985.1|DSUB	LOC119646766|XP_037903273.1|HILL
OG0001459	LOC117894577|XP_034657609.1|DSUB	LOC119649746|XP_037907963.1|HILL
OG0001460	LOC117891972|XP_034653735.1|DSUB	LOC119647907|XP_037905148.1|HILL
OG0001461	LOC117894609|XP_034657654.1|DSUB, LOC117895173|XP_034658527.1|DSUB	LOC119655555|XP_037917406.1|HILL
OG0001462	LOC117893099|XP_034655422.1|DSUB	LOC119647439|XP_037904286.1|HILL
OG0001463	LOC117897740|XP_034662667.1|DSUB	LOC119658997|XP_037922807.1|HILL
OG0001464	LOC117891597|XP_034653023.1|DSUB	LOC119660865|XP_037925689.1|HILL
OG0001465	LOC117891949|XP_034653695.1|DSUB	LOC119661306|XP_037926524.1|HILL
OG0001466	LOC117901653|XP_034668380.1|DSUB	LOC119647116|XP_037903831.1|HILL
OG0001467	LOC117901534|XP_034668215.1|DSUB	LOC119646387|XP_037902758.1|HILL
OG0001468	LOC117894733|XP_034657820.1|DSUB	LOC119649357|XP_037907395.1|HILL
OG0001469	LOC117891252|XP_034652512.1|DSUB	LOC119660627|XP_037925261.1|HILL
OG0001470	LOC117894710|XP_034657782.1|DSUB	LOC119650028|XP_037908433.1|HILL
OG0001471	LOC117894182|XP_034656978.1|DSUB	LOC119650245|XP_037908763.1|HILL
OG0001472	LOC117903261|XP_034671055.1|DSUB, LOC117894040|XP_034656780.1|DSUB	LOC119648953|XP_037906799.1|HILL
OG0001474	LOC117903264|XP_034671061.1|DSUB, LOC117891139|XP_034652239.1|DSUB	LOC119655942|XP_037918063.1|HILL
OG0001475	LOC117891182|XP_034652399.1|DSUB, LOC117891183|XP_034652400.1|DSUB	LOC119646535|XP_037902929.1|HILL
OG0001476	LOC117889780|XP_034650136.1|DSUB	LOC119646631|XP_037903069.1|HILL
OG0001477	LOC117897720|XP_034662636.1|DSUB	LOC119653829|XP_037914803.1|HILL
OG0001478	LOC117902477|XP_034669777.1|DSUB	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL
OG0001480	LOC117902474|XP_034669773.1|DSUB	LOC119661320|XP_037926543.1|HILL
OG0001481	LOC117902652|XP_034670069.1|DSUB	LOC119652936|XP_037913257.1|HILL
OG0001482	LOC117891261|XP_034652525.1|DSUB	LOC119653980|XP_037915070.1|HILL
OG0001483	LOC117902183|XP_034669247.1|DSUB	LOC119653092|XP_037913523.1|HILL
OG0001484	LOC117900371|XP_034666612.1|DSUB	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL
OG0001485	LOC117894670|XP_034657739.1|DSUB	LOC119649244|XP_037907238.1|HILL
OG0001486	LOC117900841|XP_034667244.1|DSUB	LOC119652475|XP_037912573.1|HILL
OG0001487	LOC117900529|XP_034666819.1|DSUB	LOC119651066|XP_037910330.1|HILL
OG0001488	LOC117890602|XP_034651432.1|DSUB	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL
OG0001489	LOC117901252|XP_034667823.1|DSUB	LOC119651713|XP_037911355.1|HILL
OG0001490	LOC117900228|XP_034666404.1|DSUB	LOC119651715|XP_037911364.1|HILL
OG0001491	LOC117902809|XP_034670323.1|DSUB	LOC119646618|XP_037903052.1|HILL
OG0001493	LOC117898401|XP_034663653.1|DSUB, LOC117898574|XP_034663982.1|DSUB	LOC119655859|XP_037917907.1|HILL
OG0001494	LOC117891814|XP_034653420.1|DSUB	LOC119655481|XP_037917309.1|HILL
OG0001495	LOC117892726|XP_034655040.1|DSUB	LOC119653406|XP_037913898.1|HILL
OG0001496	LOC117903379|XP_034671240.1|DSUB	LOC119655329|XP_037917098.1|HILL
OG0001497	LOC117891137|XP_034652236.1|DSUB	LOC119657909|XP_037921011.1|HILL
OG0001498	LOC117898888|XP_034664462.1|DSUB	LOC119659865|XP_037924105.1|HILL
OG0001500	LOC117892233|XP_034654228.1|DSUB, LOC117892232|XP_034654226.1|DSUB	LOC119655204|XP_037916903.1|HILL
OG0001501	LOC117899270|XP_034665059.1|DSUB	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL
OG0001502	LOC117891487|XP_034652859.1|DSUB	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL
OG0001503	LOC117891931|XP_034653657.1|DSUB	LOC119655492|XP_037917322.1|HILL
OG0001504	LOC117901359|XP_034667960.1|DSUB, LOC117903170|XP_034670905.1|DSUB	LOC119656214|XP_037918538.1|HILL
OG0001506	LOC117891934|XP_034653667.1|DSUB	LOC119655596|XP_037917481.1|HILL
OG0001507	LOC117890879|XP_034651863.1|DSUB	LOC119655846|XP_037917889.1|HILL
OG0001508	LOC117890404|XP_034651105.1|DSUB	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL
OG0001509	LOC117889997|XP_034650474.1|DSUB	LOC119656162|XP_037918432.1|HILL
OG0001510	LOC117901448|XP_034668084.1|DSUB	LOC119650653|XP_037909517.1|HILL
OG0001511	LOC117890645|XP_034651488.1|DSUB	LOC119653884|XP_037914930.1|HILL
OG0001512	LOC117894835|XP_034657974.1|DSUB	LOC119655067|XP_037916688.1|HILL
OG0001513	LOC117893187|XP_034655588.1|DSUB	LOC119649806|XP_037908045.1|HILL
OG0001515	LOC117903350|XP_034671192.1|DSUB, LOC117898275|XP_034663421.1|DSUB	LOC119655346|XP_037917125.1|HILL
OG0001517	LOC117897547|XP_034662365.1|DSUB	LOC119657938|XP_037921054.1|HILL
OG0001518	LOC117903496|XP_034671467.1|DSUB	LOC119651003|XP_037910217.1|HILL, LOC119651847|XP_037911574.1|HILL, LOC119651848|XP_037911577.1|HILL, LOC119651841|XP_037911567.1|HILL, LOC119651846|XP_037911573.1|HILL, LOC119651844|XP_037911571.1|HILL, LOC119651843|XP_037911570.1|HILL, LOC119651842|XP_037911568.1|HILL
OG0001519	LOC117899405|XP_034665282.1|DSUB	LOC119648557|XP_037906255.1|HILL, LOC119659587|XP_037923674.1|HILL, LOC119648556|XP_037906254.1|HILL
OG0001524	LOC117890557|XP_034651380.1|DSUB	LOC119646742|XP_037903249.1|HILL
OG0001527	LOC117899155|XP_034664890.1|DSUB, LOC117899158|XP_034664905.1|DSUB	LOC119657502|XP_037920364.1|HILL
OG0001534	LOC117902737|XP_034670225.1|DSUB	LOC119656541|XP_037918815.1|HILL
OG0001535	LOC117903488|XP_034671446.1|DSUB	LOC119657486|XP_037920336.1|HILL
OG0001536	LOC117891715|XP_034653203.1|DSUB	LOC119646612|XP_037903042.1|HILL
OG0001537	LOC117902482|XP_034669784.1|DSUB, LOC117900716|XP_034667071.1|DSUB, LOC117901961|XP_034668832.1|DSUB	LOC119657890|XP_037920961.1|HILL
OG0001538	LOC117903735|XP_034671984.1|DSUB	LOC119657148|XP_037919853.1|HILL, LOC119649612|XP_037907760.1|HILL, LOC119656720|XP_037919175.1|HILL, LOC119656719|XP_037919174.1|HILL
OG0001539	LOC117891047|XP_034652108.1|DSUB	LOC119656642|XP_037919018.1|HILL
OG0001540	LOC117900426|XP_034666681.1|DSUB	LOC119652333|XP_037912272.1|HILL
OG0001541	LOC117893218|XP_034655643.1|DSUB	LOC119661222|XP_037926404.1|HILL, LOC119660851|XP_037926108.1|HILL, LOC119660158|XP_037924890.1|HILL, LOC119646856|XP_037903407.1|HILL, LOC119658780|XP_037922410.1|HILL
OG0001542	LOC117897389|XP_034662089.1|DSUB	LOC119655166|XP_037916846.1|HILL
OG0001543	LOC117903305|XP_034671128.1|DSUB	LOC119656597|XP_037918952.1|HILL
OG0001544	LOC117900134|XP_034666254.1|DSUB	LOC119657629|XP_037920561.1|HILL
OG0001545	LOC117890747|XP_034651697.1|DSUB	LOC119657564|XP_037920451.1|HILL, LOC119657548|XP_037920428.1|HILL
OG0001546	LOC117890738|XP_034651685.1|DSUB	LOC119656786|XP_037919302.1|HILL
OG0001548	LOC117900396|XP_034666641.1|DSUB, LOC117895482|XP_034659058.1|DSUB	LOC119657373|XP_037920185.1|HILL
OG0001549	LOC117902575|XP_034669944.1|DSUB	LOC119650735|XP_037909704.1|HILL
OG0001550	LOC117897302|XP_034661940.1|DSUB	LOC119658946|XP_037922743.1|HILL
OG0001551	LOC117895967|XP_034659812.1|DSUB	LOC119652541|XP_037912674.1|HILL
OG0001552	LOC117898270|XP_034663416.1|DSUB	LOC119651886|XP_037911635.1|HILL
OG0001553	LOC117903035|XP_034670656.1|DSUB	LOC119653576|XP_037914245.1|HILL
OG0001554	LOC117897250|XP_034661864.1|DSUB	LOC119651111|XP_037910405.1|HILL
OG0001555	LOC117902236|XP_034669370.1|DSUB	LOC119661540|XP_037926852.1|HILL, LOC119659822|XP_037924038.1|HILL
OG0001556	LOC117890875|XP_034651858.1|DSUB	LOC119659266|XP_037923193.1|HILL
OG0001557	LOC117903857|XP_034672228.1|DSUB	LOC119660775|XP_037925478.1|HILL
OG0001558	LOC117892157|XP_034654113.1|DSUB	LOC119658461|XP_037921793.1|HILL
OG0001559	LOC117897583|XP_034662428.1|DSUB	LOC119652859|XP_037913143.1|HILL
OG0001560	LOC117899756|XP_034665898.1|DSUB	LOC119658725|XP_037922308.1|HILL
OG0001561	LOC117899387|XP_034665260.1|DSUB	LOC119652816|XP_037913068.1|HILL, LOC119652603|XP_037912763.1|HILL
OG0001562	LOC117902611|XP_034670014.1|DSUB	LOC119649645|XP_037907828.1|HILL
OG0001563	LOC117897154|XP_034661717.1|DSUB	LOC119656807|XP_037919347.1|HILL
OG0001564	LOC117899770|XP_034665920.1|DSUB	LOC119650926|XP_037910081.1|HILL
OG0001565	LOC117897544|XP_034662360.1|DSUB	LOC119659375|XP_037923359.1|HILL
OG0001566	LOC117890098|XP_034651057.1|DSUB, LOC117899162|XP_034664912.1|DSUB	LOC119653247|XP_037913780.1|HILL
OG0001567	LOC117889936|XP_034650358.1|DSUB	LOC119655577|XP_037917438.1|HILL
OG0001569	LOC117896785|XP_034661173.1|DSUB	LOC119651771|XP_037911451.1|HILL
OG0001570	LOC117896829|XP_034661233.1|DSUB	LOC119650909|XP_037910058.1|HILL
OG0001571	LOC117899979|XP_034666035.1|DSUB	LOC119653208|XP_037913703.1|HILL
OG0001572	LOC117895837|XP_034659675.1|DSUB	LOC119661524|XP_037926828.1|HILL
OG0001573	LOC117895848|XP_034659700.1|DSUB	LOC119649346|XP_037907382.1|HILL
OG0001574	LOC117903383|XP_034671259.1|DSUB	LOC119649303|XP_037907328.1|HILL, LOC119661447|XP_037926718.1|HILL
OG0001575	LOC117899564|XP_034665560.1|DSUB	LOC119653103|XP_037913546.1|HILL
OG0001576	LOC117897611|XP_034662466.1|DSUB	LOC119646441|XP_037902819.1|HILL
OG0001577	LOC117896651|XP_034660988.1|DSUB, LOC117898066|XP_034663130.1|DSUB	LOC119649888|XP_037908198.1|HILL
OG0001578	LOC117891087|XP_034652157.1|DSUB	LOC119646947|XP_037903570.1|HILL
OG0001579	LOC117893930|XP_034656604.1|DSUB, LOC117903517|XP_034671520.1|DSUB	LOC119661610|XP_037926958.1|HILL
OG0001580	LOC117891945|XP_034653689.1|DSUB	LOC119648793|XP_037906607.1|HILL
OG0001581	LOC117895947|XP_034659792.1|DSUB	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL
OG0001582	LOC117890276|XP_034650926.1|DSUB	LOC119651815|XP_037911536.1|HILL
OG0001583	LOC117890416|XP_034651121.1|DSUB	LOC119659720|XP_037923903.1|HILL
OG0001585	LOC117892924|XP_034655133.1|DSUB	LOC119656002|XP_037918168.1|HILL
OG0001586	LOC117895044|XP_034658313.1|DSUB, LOC117895785|XP_034659580.1|DSUB	LOC119647932|XP_037905200.1|HILL
OG0001587	LOC117891315|XP_034652618.1|DSUB	LOC119659167|XP_037923046.1|HILL
OG0001588	LOC117891201|XP_034652428.1|DSUB	LOC119658583|XP_037921967.1|HILL
OG0001589	LOC117900959|XP_034667425.1|DSUB	LOC119651375|XP_037910878.1|HILL
OG0001590	LOC117892401|XP_034654508.1|DSUB	LOC119655218|XP_037916923.1|HILL
OG0001591	LOC117897168|XP_034661730.1|DSUB	LOC119650695|XP_037909607.1|HILL
OG0001592	LOC117901778|XP_034668573.1|DSUB, LOC117901779|XP_034668575.1|DSUB	LOC119661690|XP_037927063.1|HILL
OG0001593	LOC117901540|XP_034668222.1|DSUB	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL
OG0001594	LOC117902348|XP_034669548.1|DSUB	LOC119655867|XP_037917922.1|HILL
OG0001595	LOC117891589|XP_034653007.1|DSUB	LOC119655772|XP_037917759.1|HILL
OG0001596	LOC117901676|XP_034668409.1|DSUB	LOC119648895|XP_037906722.1|HILL, LOC119651016|XP_037910244.1|HILL
OG0001597	LOC117900159|XP_034666290.1|DSUB	LOC119653034|XP_037913409.1|HILL
OG0001598	LOC117902649|XP_034670065.1|DSUB	LOC119653202|XP_037913698.1|HILL
OG0001599	LOC117900608|XP_034666914.1|DSUB	LOC119651069|XP_037910334.1|HILL
OG0001600	LOC117900751|XP_034667123.1|DSUB	LOC119652819|XP_037913074.1|HILL
OG0001601	LOC117901741|XP_034668519.1|DSUB	LOC119650829|XP_037909894.1|HILL
OG0001602	LOC117901073|XP_034667576.1|DSUB	LOC119651030|XP_037910270.1|HILL
OG0001603	LOC117902196|XP_034669288.1|DSUB	LOC119651768|XP_037911436.1|HILL
OG0001604	LOC117903868|XP_034672249.1|DSUB	LOC119655583|XP_037917451.1|HILL
OG0001605	LOC117891307|XP_034652605.1|DSUB	LOC119661250|XP_037926426.1|HILL
OG0001606	LOC117891530|XP_034652922.1|DSUB	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL
OG0001607	LOC117901398|XP_034668022.1|DSUB	LOC119653772|XP_037914699.1|HILL
OG0001608	LOC117902028|XP_034668978.1|DSUB	LOC119651382|XP_037910884.1|HILL
OG0001609	LOC117891618|XP_034653045.1|DSUB	LOC119661337|XP_037926568.1|HILL
OG0001610	LOC117901200|XP_034667745.1|DSUB	LOC119651658|XP_037911273.1|HILL
OG0001611	LOC117900150|XP_034666276.1|DSUB	LOC119659808|XP_037924012.1|HILL
OG0001612	LOC117902815|XP_034670331.1|DSUB	LOC119661586|XP_037926916.1|HILL
OG0001613	LOC117900847|XP_034667255.1|DSUB	LOC119652539|XP_037912671.1|HILL
OG0001614	LOC117891108|XP_034652189.1|DSUB	LOC119646811|XP_037903340.1|HILL
OG0001615	LOC117902754|XP_034670234.1|DSUB	LOC119652569|XP_037912710.1|HILL
OG0001616	LOC117900948|XP_034667411.1|DSUB	LOC119653567|XP_037914212.1|HILL
OG0001617	LOC117902314|XP_034669490.1|DSUB	LOC119650668|XP_037909544.1|HILL
OG0001618	LOC117901841|XP_034668673.1|DSUB	LOC119660942|XP_037925872.1|HILL
OG0001619	LOC117901169|XP_034667713.1|DSUB	LOC119652825|XP_037913082.1|HILL
OG0001620	LOC117890962|XP_034651992.1|DSUB	LOC119653577|XP_037914248.1|HILL
OG0001621	LOC117890062|XP_034650591.1|DSUB	LOC119660108|XP_037924418.1|HILL
OG0001622	LOC117897015|XP_034661482.1|DSUB	LOC119656639|XP_037919011.1|HILL
OG0001623	LOC117901404|XP_034668029.1|DSUB	LOC119646591|XP_037903012.1|HILL
OG0001624	LOC117899983|XP_034666039.1|DSUB	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL
OG0001625	LOC117900091|XP_034666193.1|DSUB	LOC119653174|XP_037913649.1|HILL
OG0001626	LOC117902819|XP_034670336.1|DSUB	LOC119646282|XP_037902618.1|HILL
OG0001627	LOC117896523|XP_034660783.1|DSUB	LOC119659569|XP_037923651.1|HILL
OG0001628	LOC117896031|XP_034659930.1|DSUB	LOC119659955|XP_037924234.1|HILL
OG0001629	LOC117897148|XP_034661708.1|DSUB	LOC119658826|XP_037922488.1|HILL
OG0001630	LOC117896774|XP_034661142.1|DSUB	LOC119654480|XP_037915829.1|HILL
OG0001631	LOC117897444|XP_034662177.1|DSUB	LOC119660345|XP_037924763.1|HILL
OG0001632	LOC117900039|XP_034666119.1|DSUB	LOC119656711|XP_037919159.1|HILL
OG0001633	LOC117899576|XP_034665580.1|DSUB	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL
OG0001634	LOC117899637|XP_034665686.1|DSUB	LOC119658764|XP_037922390.1|HILL
OG0001635	LOC117897651|XP_034662519.1|DSUB	LOC119660055|XP_037924362.1|HILL
OG0001636	LOC117897008|XP_034661465.1|DSUB	LOC119659847|XP_037924072.1|HILL
OG0001637	LOC117897633|XP_034662497.1|DSUB	LOC119652943|XP_037913260.1|HILL
OG0001638	LOC117903513|XP_034671510.1|DSUB	LOC119651073|XP_037910342.1|HILL
OG0001639	LOC117892560|XP_034654770.1|DSUB	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL
OG0001640	LOC117897401|XP_034662110.1|DSUB	LOC119659939|XP_037924206.1|HILL
OG0001641	LOC117897129|XP_034661674.1|DSUB	LOC119659197|XP_037923087.1|HILL
OG0001642	LOC117896163|XP_034660133.1|DSUB, LOC117897322|XP_034661984.1|DSUB	LOC119654177|XP_037915290.1|HILL
OG0001643	LOC117901479|XP_034668139.1|DSUB	LOC119649971|XP_037908335.1|HILL
OG0001644	LOC117894983|XP_034658218.1|DSUB	LOC119650290|XP_037908848.1|HILL
OG0001645	LOC117891688|XP_034653165.1|DSUB	LOC119655084|XP_037916711.1|HILL
OG0001646	LOC117890082|XP_034650631.1|DSUB	LOC119656068|XP_037918274.1|HILL
OG0001647	LOC117892061|XP_034653885.1|DSUB	LOC119655711|XP_037917661.1|HILL
OG0001648	LOC117895580|XP_034659196.1|DSUB	LOC119649751|XP_037907972.1|HILL
OG0001649	LOC117890745|XP_034651691.1|DSUB	LOC119654460|XP_037915801.1|HILL
OG0001650	LOC117892257|XP_034654259.1|DSUB	LOC119656320|XP_037918700.1|HILL
OG0001651	LOC117892438|XP_034654569.1|DSUB	LOC119658370|XP_037921662.1|HILL
OG0001652	LOC117893597|XP_034656162.1|DSUB	LOC119649034|XP_037906920.1|HILL
OG0001653	LOC117893310|XP_034655789.1|DSUB	LOC119648676|XP_037906396.1|HILL
OG0001654	LOC117891872|XP_034653529.1|DSUB	LOC119653883|XP_037914928.1|HILL
OG0001655	LOC117891381|XP_034652711.1|DSUB	LOC119655938|XP_037918053.1|HILL
OG0001656	LOC117901166|XP_034667709.1|DSUB	LOC119651883|XP_037911629.1|HILL
OG0001657	LOC117897180|XP_034661770.1|DSUB, LOC117895557|XP_034659157.1|DSUB	LOC119647486|XP_037904372.1|HILL
OG0001658	LOC117894841|XP_034657982.1|DSUB	LOC119649775|XP_037908004.1|HILL
OG0001659	LOC117894221|XP_034657028.1|DSUB, LOC117894325|XP_034657199.1|DSUB	LOC119648041|XP_037905398.1|HILL
OG0001660	LOC117895575|XP_034659187.1|DSUB	LOC119649885|XP_037908191.1|HILL
OG0001661	LOC117896577|XP_034660874.1|DSUB	LOC119654424|XP_037915743.1|HILL
OG0001662	LOC117893580|XP_034656144.1|DSUB	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL
OG0001664	LOC117890306|XP_034650976.1|DSUB	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL
OG0001666	LOC117901219|XP_034667779.1|DSUB	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL
OG0001667	LOC117890073|XP_034650609.1|DSUB	LOC119647002|XP_037903655.1|HILL
OG0001669	LOC117894192|XP_034656999.1|DSUB	LOC119648541|XP_037906237.1|HILL
OG0001678	LOC117889621|XP_034649960.1|DSUB	LOC119656538|XP_037918812.1|HILL
OG0001679	LOC117889641|XP_034649994.1|DSUB	LOC119657988|XP_037921133.1|HILL
OG0001680	LOC117903607|XP_034671753.1|DSUB	LOC119657819|XP_037920861.1|HILL
OG0001681	LOC117899543|XP_034665517.1|DSUB	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL
OG0001682	LOC117901328|XP_034667928.1|DSUB, LOC117893856|XP_034656514.1|DSUB	LOC119652960|XP_037913284.1|HILL
OG0001683	LOC117902293|XP_034669463.1|DSUB	LOC119647325|XP_037904184.1|HILL
OG0001684	LOC117902952|XP_034670465.1|DSUB	LOC119660953|XP_037925916.1|HILL
OG0001685	LOC117902060|XP_034669023.1|DSUB	LOC119647007|XP_037903673.1|HILL
OG0001686	LOC117897905|XP_034662877.1|DSUB	LOC119657886|XP_037920953.1|HILL
OG0001687	LOC117891813|XP_034653404.1|DSUB	LOC119658373|XP_037921663.1|HILL
OG0001688	LOC117891891|XP_034653585.1|DSUB	LOC119656875|XP_037919467.1|HILL
OG0001689	LOC117903276|XP_034671069.1|DSUB	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL
