Orthogroup	DSUB.longest_only	AEAL.longest_only
OG0000669	LOC117903590|XP_034671706.1|DSUB, LOC117903581|XP_034671695.1|DSUB	LOC115261327|XP_029718607.1|AEAL, LOC109412240|XP_019541428.2|AEAL
OG0000670	LOC117900946|XP_034667445.1|DSUB, LOC117903175|XP_034670911.1|DSUB	LOC115254132|XP_029724406.1|AEAL, LOC109415900|XP_029716599.1|AEAL, LOC109412635|XP_029724456.1|AEAL, LOC115264657|XP_029724455.1|AEAL
OG0000671	LOC117897063|XP_034661550.1|DSUB, LOC117897411|XP_034662129.1|DSUB	LOC109399090|XP_019527063.2|AEAL
OG0000672	LOC117889669|XP_034650023.1|DSUB, LOC117898434|XP_034663721.1|DSUB	LOC109621435|XP_019931010.2|AEAL, LOC115268001|XP_029731748.1|AEAL
OG0000673	LOC117898979|XP_034664614.1|DSUB, LOC117895431|XP_034658972.1|DSUB	LOC109407623|XP_019536309.1|AEAL, LOC115256948|XP_029712013.1|AEAL
OG0000677	LOC117893382|XP_034655868.1|DSUB, LOC117889597|XP_034649899.1|DSUB	LOC109433657|XP_029733829.1|AEAL, LOC109403483|XP_029710958.1|AEAL, LOC115256480|XP_029710988.1|AEAL
OG0000678	LOC117899128|XP_034664811.1|DSUB, LOC117900971|XP_034667446.1|DSUB	LOC109430086|XP_029711699.1|AEAL, LOC109428505|XP_019559845.2|AEAL
OG0000679	LOC117903892|XP_034672285.1|DSUB	LOC109399254|XP_019527238.2|AEAL, LOC109399255|XP_019527239.2|AEAL, LOC109401921|XP_019530089.2|AEAL, LOC109415824|XP_019545311.1|AEAL, LOC109402699|XP_019530946.1|AEAL, LOC115269658|XP_029734353.1|AEAL, LOC115269659|XP_029734354.1|AEAL, LOC109415828|XP_029734716.1|AEAL, LOC109414369|XP_019543725.2|AEAL
OG0000680	LOC117899189|XP_034664946.1|DSUB, LOC117891385|XP_034652721.1|DSUB	LOC109427377|XP_029711374.1|AEAL, LOC109402074|XP_029721641.1|AEAL
OG0000681	LOC117896218|XP_034660243.1|DSUB, LOC117897629|XP_034662530.1|DSUB	LOC109431384|XP_019563146.2|AEAL
OG0000683	LOC117897028|XP_034661496.1|DSUB	LOC109621544|XP_019931155.2|AEAL, LOC109621619|XP_019931251.2|AEAL, LOC115254357|XP_029707688.1|AEAL, LOC109621595|XP_019931222.2|AEAL, LOC115258007|XP_029713864.1|AEAL, LOC109621631|XP_019931273.2|AEAL, LOC109424835|XP_019555575.2|AEAL
OG0000684	LOC117898170|XP_034663270.1|DSUB, LOC117899045|XP_034664695.1|DSUB	LOC109399951|XP_019527965.2|AEAL
OG0000685	LOC117894778|XP_034657898.1|DSUB, LOC117899509|XP_034665451.1|DSUB	LOC115253816|XP_029723548.1|AEAL, LOC109424830|XP_019555567.1|AEAL
OG0000686	LOC117890065|XP_034650595.1|DSUB, LOC117903733|XP_034671978.1|DSUB	LOC109423293|XP_019553762.2|AEAL
OG0000687	LOC117895596|XP_034659237.1|DSUB	LOC109418062|XP_019547776.2|AEAL
OG0000688	LOC117890077|XP_034650622.1|DSUB	LOC109417780|XP_029725542.1|AEAL, LOC109426683|XP_029725533.1|AEAL
OG0000689	LOC117891198|XP_034652425.1|DSUB, LOC117891197|XP_034652423.1|DSUB	LOC109426805|XP_019557886.1|AEAL
OG0000690	LOC117902659|XP_034670082.1|DSUB	LOC109400883|XP_019528912.1|AEAL, LOC109415518|XP_029730898.1|AEAL, LOC109430839|XP_019562477.1|AEAL, LOC115263212|XP_029722057.1|AEAL, LOC115263190|XP_029722003.1|AEAL, LOC115263215|XP_029722060.1|AEAL, LOC109400802|XP_019528846.2|AEAL, LOC109415519|XP_029730882.1|AEAL, LOC109415515|XP_029730913.1|AEAL
OG0000691	LOC117902416|XP_034669658.1|DSUB, LOC117893852|XP_034656511.1|DSUB	LOC109430890|XP_019562520.2|AEAL
OG0000692	LOC117894808|XP_034657933.1|DSUB, LOC117894810|XP_034657936.1|DSUB	LOC115257998|XP_029713853.1|AEAL
OG0000693	LOC117900110|XP_034666228.1|DSUB, LOC117896746|XP_034661103.1|DSUB	LOC109411152|XP_029729038.1|AEAL
OG0000694	LOC117898165|XP_034663269.1|DSUB, LOC117893367|XP_034655851.1|DSUB	LOC109408889|XP_029728797.1|AEAL, LOC109408225|XP_029728879.1|AEAL, LOC115253523|XP_029712385.1|AEAL
OG0000695	LOC117902352|XP_034669554.1|DSUB, LOC117902351|XP_034669553.1|DSUB	LOC115259211|XP_029715592.1|AEAL, LOC109427861|XP_029715507.1|AEAL, LOC115260413|XP_029717225.1|AEAL
OG0000696	LOC117902820|XP_034670337.1|DSUB	LOC115258816|XP_029715110.1|AEAL, LOC109433270|XP_019565241.1|AEAL, LOC109424227|XP_019554857.1|AEAL
OG0000697	LOC117903803|XP_034672129.1|DSUB, LOC117901739|XP_034668516.1|DSUB	LOC109622880|XP_029714029.1|AEAL
OG0000699	LOC117900964|XP_034667430.1|DSUB, LOC117898332|XP_034663546.1|DSUB	LOC109430138|XP_029729247.1|AEAL
OG0000700	LOC117901425|XP_034668053.1|DSUB, LOC117901655|XP_034668384.1|DSUB	LOC115266805|XP_029729270.1|AEAL, LOC115266785|XP_029729218.1|AEAL, LOC115266807|XP_029729274.1|AEAL
OG0000701	LOC117890426|XP_034651137.1|DSUB, LOC117895351|XP_034658827.1|DSUB	LOC109402345|XP_019530562.2|AEAL
OG0000702	LOC117898915|XP_034664514.1|DSUB, LOC117898913|XP_034664493.1|DSUB	LOC109405842|XP_029725602.1|AEAL
OG0000703	LOC117900709|XP_034667058.1|DSUB, LOC117891886|XP_034653574.1|DSUB	LOC109404865|XP_019533361.1|AEAL, LOC109414516|XP_029728540.1|AEAL
OG0000704	LOC117903571|XP_034671673.1|DSUB, LOC117898114|XP_034663192.1|DSUB	LOC109401332|XP_029728732.1|AEAL, LOC109415782|XP_029728804.1|AEAL
OG0000705	LOC117893957|XP_034656642.1|DSUB, LOC117893515|XP_034656046.1|DSUB, LOC117893955|XP_034656638.1|DSUB	LOC109423456|XP_029731456.1|AEAL, LOC109414777|XP_029731586.1|AEAL
OG0000706	LOC117901849|XP_034668688.1|DSUB, LOC117903405|XP_034671292.1|DSUB	LOC109409567|XP_029732189.1|AEAL, LOC115268243|XP_029732156.1|AEAL
OG0000707	LOC117895378|XP_034658892.1|DSUB	LOC109420326|XP_019550196.2|AEAL, LOC109408464|XP_019537347.1|AEAL, LOC115254246|XP_029734880.1|AEAL, LOC109419336|XP_029723936.1|AEAL
OG0000708	LOC117903337|XP_034671178.1|DSUB, LOC117892901|XP_034655096.1|DSUB	LOC109406135|XP_029718441.1|AEAL
OG0000709	LOC117898286|XP_034663433.1|DSUB, LOC117903543|XP_034671624.1|DSUB	LOC109403312|XP_019531664.1|AEAL, LOC109406517|XP_019535156.2|AEAL
OG0000712	LOC117896732|XP_034661087.1|DSUB, LOC117896729|XP_034661085.1|DSUB	LOC115261501|XP_029719092.1|AEAL, LOC109424364|XP_019555008.2|AEAL
OG0000713	LOC117896866|XP_034661287.1|DSUB, LOC117891754|XP_034653257.1|DSUB	LOC109409852|XP_019538887.1|AEAL
OG0000714	LOC117899679|XP_034665762.1|DSUB, LOC117895852|XP_034659709.1|DSUB	LOC109400801|XP_029731164.1|AEAL, LOC115268278|XP_029732185.1|AEAL, LOC115267828|XP_029731153.1|AEAL
OG0000715	LOC117895891|XP_034659786.1|DSUB, LOC117900051|XP_034666141.1|DSUB, LOC117900345|XP_034666578.1|DSUB	LOC115254194|XP_029731156.1|AEAL, LOC109399623|XP_019527664.2|AEAL
OG0000716	LOC117894851|XP_034658001.1|DSUB, LOC117893439|XP_034655949.1|DSUB	LOC109401278|XP_019529351.2|AEAL, LOC109399669|XP_029731228.1|AEAL
OG0000718	LOC117902959|XP_034670487.1|DSUB, LOC117903001|XP_034670624.1|DSUB	LOC115260031|XP_029716724.1|AEAL
OG0000724	LOC117895101|XP_034658392.1|DSUB, LOC117899447|XP_034665345.1|DSUB	LOC109428354|XP_019559617.1|AEAL, LOC109415235|XP_019544667.1|AEAL
OG0000726	LOC117898248|XP_034663386.1|DSUB, LOC117896487|XP_034660718.1|DSUB	LOC109430370|XP_029713132.1|AEAL, LOC109413280|XP_029716793.1|AEAL
OG0000727	LOC117898674|XP_034664145.1|DSUB, LOC117898673|XP_034664144.1|DSUB	LOC109623040|XP_019933050.2|AEAL
OG0000728	LOC117897113|XP_034661659.1|DSUB, LOC117899665|XP_034665740.1|DSUB	LOC109415915|XP_029723465.1|AEAL, LOC109411497|XP_029723462.1|AEAL
OG0000729	LOC117896297|XP_034660409.1|DSUB, LOC117896296|XP_034660408.1|DSUB	LOC109424812|XP_019555544.2|AEAL
OG0000730	LOC117902590|XP_034669980.1|DSUB, LOC117895196|XP_034658568.1|DSUB	LOC109408946|XP_029716651.1|AEAL, LOC109622582|XP_019932533.2|AEAL
OG0000731	LOC117895849|XP_034659704.1|DSUB, LOC117891664|XP_034653120.1|DSUB	LOC109423346|XP_019553844.2|AEAL
OG0000732	LOC117893767|XP_034656398.1|DSUB, LOC117893765|XP_034656396.1|DSUB	LOC109398018|XP_019525904.1|AEAL
OG0000733	LOC117896947|XP_034661382.1|DSUB, LOC117895368|XP_034658846.1|DSUB	LOC109420827|XP_019550832.2|AEAL, LOC109412523|XP_019541691.2|AEAL
OG0000734	LOC117892980|XP_034655215.1|DSUB	LOC109423758|XP_029735544.1|AEAL, LOC109414263|XP_029735579.1|AEAL
OG0000735	LOC117901030|XP_034667560.1|DSUB, LOC117900451|XP_034666714.1|DSUB	LOC109419534|XP_019549299.2|AEAL, LOC109409294|XP_019538279.1|AEAL
OG0000736	LOC117900023|XP_034666101.1|DSUB, LOC117900024|XP_034666102.1|DSUB	LOC109419595|XP_029715178.1|AEAL
OG0000738	LOC117901194|XP_034667738.1|DSUB, LOC117900648|XP_034666971.1|DSUB	LOC109430178|XP_019561777.1|AEAL
OG0000739	LOC117899793|XP_034665964.1|DSUB, LOC117897901|XP_034662870.1|DSUB	LOC109404801|XP_019533296.1|AEAL, LOC109423918|XP_029727259.1|AEAL
OG0000740	LOC117897065|XP_034661560.1|DSUB	LOC109405027|XP_029733762.1|AEAL
OG0000741	LOC117899283|XP_034665080.1|DSUB	LOC109415776|XP_029728785.1|AEAL, LOC109423878|XP_029728862.1|AEAL
OG0000742	LOC117903872|XP_034672256.1|DSUB, LOC117903882|XP_034672266.1|DSUB	LOC109423379|XP_029732021.1|AEAL
OG0000743	LOC117894681|XP_034657750.1|DSUB	LOC115266038|XP_029727707.1|AEAL, LOC109416415|XP_029707562.1|AEAL
OG0000744	LOC117892533|XP_034654729.1|DSUB	LOC109420323|XP_019550191.2|AEAL, LOC109420374|XP_019550258.2|AEAL, LOC115257463|XP_029712923.1|AEAL, LOC115260239|XP_029717027.1|AEAL
OG0000745	LOC117890393|XP_034651089.1|DSUB, LOC117891680|XP_034653148.1|DSUB	LOC109426878|XP_019557984.2|AEAL
OG0000746	LOC117890324|XP_034651004.1|DSUB	LOC109433527|XP_019565510.1|AEAL, LOC109410626|XP_029731612.1|AEAL
OG0000753	LOC117898587|XP_034664022.1|DSUB, LOC117893540|XP_034656080.1|DSUB	LOC109397638|XP_029736277.1|AEAL, LOC115271021|XP_029736297.1|AEAL, LOC109409472|XP_019538460.2|AEAL
OG0000755	LOC117897818|XP_034662759.1|DSUB, LOC117897819|XP_034662761.1|DSUB	LOC115261707|XP_029719454.1|AEAL
OG0000756	LOC117896830|XP_034661234.1|DSUB	LOC109622188|XP_019931975.2|AEAL, LOC115257501|XP_029713013.1|AEAL
OG0000757	LOC117903266|XP_034671059.1|DSUB, LOC117899237|XP_034665002.1|DSUB, LOC117894852|XP_034657998.1|DSUB	LOC109425666|XP_019556474.1|AEAL
OG0000758	LOC117894802|XP_034657927.1|DSUB, LOC117894801|XP_034657925.1|DSUB	LOC109430908|XP_019562553.2|AEAL
OG0000759	LOC117894169|XP_034656962.1|DSUB, LOC117894168|XP_034656960.1|DSUB	LOC109416504|XP_029728887.1|AEAL, LOC109416690|XP_029728892.1|AEAL
OG0000760	LOC117890672|XP_034651539.1|DSUB	LOC115253598|XP_029714745.1|AEAL
OG0000761	LOC117900793|XP_034667164.1|DSUB, LOC117900794|XP_034667167.1|DSUB	LOC109421283|XP_029708739.1|AEAL, LOC109420644|XP_029708742.1|AEAL
OG0000762	LOC117901372|XP_034667973.1|DSUB, LOC117901251|XP_034667822.1|DSUB	LOC109418092|XP_019547825.1|AEAL
OG0000764	LOC117897366|XP_034662045.1|DSUB, LOC117903883|XP_034672273.1|DSUB	LOC109427056|XP_029716695.1|AEAL, LOC109416240|XP_029727033.1|AEAL
OG0000765	LOC117895701|XP_034659440.1|DSUB, LOC117902928|XP_034670412.1|DSUB	LOC109409589|XP_029732483.1|AEAL
OG0000766	LOC117900646|XP_034666969.1|DSUB, LOC117903369|XP_034671231.1|DSUB	LOC109408402|XP_019537255.1|AEAL
OG0000767	LOC117893833|XP_034656487.1|DSUB	LOC109429233|XP_029716816.1|AEAL, LOC109398865|XP_029718721.1|AEAL
OG0000768	LOC117894686|XP_034657756.1|DSUB	LOC109429192|XP_019560620.1|AEAL
OG0000769	LOC117896770|XP_034661138.1|DSUB, LOC117897878|XP_034662848.1|DSUB	LOC109412632|XP_019541802.2|AEAL, LOC115264656|XP_029724451.1|AEAL
OG0000770	LOC117891196|XP_034652422.1|DSUB	LOC109399074|XP_019527044.2|AEAL, LOC109409889|XP_019538951.2|AEAL
OG0000771	LOC117894925|XP_034658120.1|DSUB, LOC117894924|XP_034658119.1|DSUB	LOC115268377|XP_029732244.1|AEAL, LOC109426016|XP_019556985.2|AEAL
OG0000778	LOC117893388|XP_034655874.1|DSUB, LOC117897412|XP_034662130.1|DSUB	LOC109397829|XP_019525703.2|AEAL, LOC109405370|XP_029709566.1|AEAL
OG0000779	LOC117903358|XP_034671204.1|DSUB	LOC109621608|XP_019931241.2|AEAL, LOC115258418|XP_029714368.1|AEAL, LOC115269046|XP_029733204.1|AEAL, LOC109432075|XP_029709987.1|AEAL, LOC109397180|XP_019525060.2|AEAL, LOC109402801|XP_029712148.1|AEAL, LOC109402800|XP_029736430.1|AEAL, LOC109422643|XP_029716830.1|AEAL
OG0000780	LOC117892441|XP_034654573.1|DSUB, LOC117892535|XP_034654732.1|DSUB	LOC109402079|XP_019530237.2|AEAL, LOC109427363|XP_019558448.2|AEAL
OG0000783	LOC117894610|XP_034657651.1|DSUB, LOC117903125|XP_034670845.1|DSUB	LOC109427356|XP_019558433.1|AEAL, LOC109430882|XP_029733711.1|AEAL
OG0000784	LOC117893755|XP_034656381.1|DSUB, LOC117901396|XP_034668024.1|DSUB	LOC109426551|XP_019557638.1|AEAL
OG0000785	LOC117897562|XP_034662394.1|DSUB	LOC109412286|XP_029732882.1|AEAL, LOC109425257|XP_029716518.1|AEAL
OG0000786	LOC117893800|XP_034656439.1|DSUB	LOC115269307|XP_029733751.1|AEAL
OG0000786	LOC117898451|XP_034663748.1|DSUB	LOC109621302|XP_029733758.1|AEAL
OG0000787	LOC117895215|XP_034658597.1|DSUB, LOC117890371|XP_034651062.1|DSUB	LOC109416434|XP_019546042.2|AEAL, LOC109407431|XP_019536015.1|AEAL, LOC115254107|XP_029722347.1|AEAL
OG0000788	LOC117895046|XP_034658315.1|DSUB	LOC109412534|XP_029729159.1|AEAL, LOC109420836|XP_029735904.1|AEAL
OG0000789	LOC117901093|XP_034667611.1|DSUB, LOC117901504|XP_034668165.1|DSUB	LOC109427849|XP_019558975.2|AEAL, LOC115266405|XP_029728500.1|AEAL
OG0000790	LOC117901664|XP_034668395.1|DSUB, LOC117901663|XP_034668393.1|DSUB	LOC109427799|XP_019558935.2|AEAL
OG0000791	LOC117900331|XP_034666560.1|DSUB, LOC117896441|XP_034660660.1|DSUB	LOC109432777|XP_029727425.1|AEAL, LOC109427581|XP_029727454.1|AEAL
OG0000792	LOC117901144|XP_034667678.1|DSUB	LOC109421174|XP_029725317.1|AEAL, LOC115264489|XP_029724089.1|AEAL, LOC115264490|XP_029724090.1|AEAL
OG0000793	LOC117898508|XP_034663851.1|DSUB, LOC117894206|XP_034657014.1|DSUB	LOC109429508|XP_019561024.2|AEAL
OG0000794	LOC117902452|XP_034669742.1|DSUB	LOC109433437|XP_019565410.2|AEAL, LOC109403326|XP_019531680.2|AEAL, LOC115261304|XP_029718561.1|AEAL, LOC115261305|XP_029718562.1|AEAL, LOC109433439|XP_019565412.2|AEAL
OG0000795	LOC117898177|XP_034663280.1|DSUB, LOC117896595|XP_034660912.1|DSUB	LOC115261488|XP_029719065.1|AEAL, LOC109406305|XP_019534945.1|AEAL, LOC109404489|XP_029719108.1|AEAL
OG0000796	LOC117898171|XP_034663271.1|DSUB, LOC117898487|XP_034663818.1|DSUB	LOC109402787|XP_019531040.1|AEAL
OG0000797	LOC117899245|XP_034665016.1|DSUB, LOC117899246|XP_034665017.1|DSUB	LOC115268944|XP_029733009.1|AEAL, LOC109419433|XP_019549227.1|AEAL
OG0000798	LOC117892671|XP_034654955.1|DSUB, LOC117892670|XP_034654950.1|DSUB	LOC109422376|XP_029716854.1|AEAL
OG0000799	LOC117898088|XP_034663159.1|DSUB, LOC117903858|XP_034672232.1|DSUB	LOC109433123|XP_019565067.2|AEAL
OG0000801	LOC117892090|XP_034653973.1|DSUB	LOC115262691|XP_029721192.1|AEAL, LOC109623328|XP_019933426.1|AEAL, LOC109426914|XP_019558017.1|AEAL
OG0000802	LOC117902832|XP_034670342.1|DSUB	LOC109421940|XP_029720929.1|AEAL
OG0000803	LOC117900221|XP_034666396.1|DSUB, LOC117892989|XP_034655232.1|DSUB	LOC115262149|XP_029720158.1|AEAL, LOC109398306|XP_029716217.1|AEAL
OG0000811	LOC117898282|XP_034663427.1|DSUB, LOC117896531|XP_034660795.1|DSUB, LOC117892243|XP_034654245.1|DSUB	LOC115265751|XP_029727560.1|AEAL, LOC109409681|XP_019538700.2|AEAL
OG0000812	LOC117889570|XP_034649859.1|DSUB, LOC117895042|XP_034658310.1|DSUB	LOC109397944|XP_029709795.1|AEAL, LOC109418984|XP_029733553.1|AEAL
OG0000813	LOC117901955|XP_034668822.1|DSUB	LOC109415873|XP_019545365.1|AEAL
OG0000814	LOC117901909|XP_034668766.1|DSUB	LOC109408242|XP_029728869.1|AEAL, LOC115266576|XP_029728814.1|AEAL
OG0000815	LOC117902250|XP_034669396.1|DSUB	LOC115255413|XP_029709380.1|AEAL, LOC109417644|XP_019547239.2|AEAL, LOC115255517|XP_029709505.1|AEAL, LOC115255411|XP_029709376.1|AEAL, LOC109417648|XP_029709407.1|AEAL, LOC109417645|XP_029709379.1|AEAL, LOC109410244|XP_029708455.1|AEAL, LOC115255421|XP_029709409.1|AEAL, LOC115255412|XP_029709378.1|AEAL, LOC115255406|XP_029709341.1|AEAL
OG0000816	LOC117898505|XP_034663852.1|DSUB, LOC117896154|XP_034660123.1|DSUB	LOC109432671|XP_029727429.1|AEAL
OG0000818	LOC117895632|XP_034659282.1|DSUB	LOC109408469|XP_019537351.2|AEAL, LOC115266284|XP_029728114.1|AEAL, LOC109419332|XP_029734904.1|AEAL
OG0000819	LOC117903635|XP_034671800.1|DSUB, LOC117903632|XP_034671795.1|DSUB	LOC109432771|XP_029710328.1|AEAL
OG0000820	LOC117890362|XP_034651046.1|DSUB	LOC115254691|XP_029708205.1|AEAL, LOC109422351|XP_029708224.1|AEAL
OG0000821	LOC117890092|XP_034650643.1|DSUB	LOC109418575|XP_019548331.2|AEAL
OG0000822	LOC117893590|XP_034656155.1|DSUB, LOC117902294|XP_034669466.1|DSUB	LOC109623382|XP_019933484.2|AEAL, LOC115262704|XP_029721236.1|AEAL, LOC115257272|XP_029712577.1|AEAL, LOC109401187|XP_029720854.1|AEAL
OG0000823	LOC117899672|XP_034665751.1|DSUB	LOC115258804|XP_029715091.1|AEAL
OG0000830	LOC117903200|XP_034670976.1|DSUB	LOC115259530|XP_029716043.1|AEAL, LOC109429309|XP_029716109.1|AEAL, LOC109400865|XP_029722756.1|AEAL, LOC109429308|XP_029722755.1|AEAL, LOC115259583|XP_029716163.1|AEAL, LOC115259764|XP_029716418.1|AEAL, LOC109429305|XP_029715822.1|AEAL, LOC115259581|XP_029716160.1|AEAL, LOC109400844|XP_019528877.2|AEAL, LOC109429307|XP_019560758.2|AEAL, LOC115259582|XP_029716162.1|AEAL
OG0000831	LOC117891696|XP_034653178.1|DSUB	LOC115264158|XP_029723400.1|AEAL, LOC109398361|XP_019526254.2|AEAL, LOC109398560|XP_019526489.2|AEAL, LOC109398359|XP_019526250.2|AEAL, LOC115264157|XP_029723397.1|AEAL, LOC109398558|XP_019526487.2|AEAL
OG0000832	LOC117891712|XP_034653197.1|DSUB, LOC117901016|XP_034667505.1|DSUB	LOC109405471|XP_019534102.2|AEAL, LOC115267847|XP_029731218.1|AEAL, LOC109402416|XP_019530635.2|AEAL
OG0000833	LOC117894049|XP_034656793.1|DSUB	LOC109402795|XP_019531056.2|AEAL
OG0000834	LOC117896675|XP_034661012.1|DSUB	LOC109413999|XP_019543271.2|AEAL
OG0000835	LOC117900765|XP_034667136.1|DSUB	LOC115263191|XP_029722004.1|AEAL
OG0000836	LOC117901851|XP_034668692.1|DSUB, LOC117902392|XP_034669607.1|DSUB	LOC109410194|XP_029715298.1|AEAL, LOC115254024|XP_029715191.1|AEAL
OG0000837	LOC117896533|XP_034660808.1|DSUB	LOC109409562|XP_019538552.1|AEAL
OG0000838	LOC117902262|XP_034669412.1|DSUB, LOC117902263|XP_034669413.1|DSUB	LOC109419394|XP_029708117.1|AEAL
OG0000839	LOC117899626|XP_034665672.1|DSUB	LOC109426226|XP_019557228.2|AEAL
OG0000840	LOC117903610|XP_034671758.1|DSUB	LOC109398864|XP_019526853.1|AEAL
OG0000841	LOC117897080|XP_034661607.1|DSUB	LOC109421100|XP_029714125.1|AEAL, LOC115261461|XP_029718996.1|AEAL
OG0000842	LOC117891489|XP_034652861.1|DSUB, LOC117897294|XP_034661929.1|DSUB	LOC115256946|XP_029712012.1|AEAL, LOC109420358|XP_019550231.1|AEAL
OG0000843	LOC117891024|XP_034652077.1|DSUB	LOC109418496|XP_019548244.2|AEAL, LOC109413068|XP_019542282.2|AEAL
OG0000844	LOC117892164|XP_034654122.1|DSUB, LOC117897396|XP_034662105.1|DSUB	LOC109426397|XP_029731429.1|AEAL, LOC109403610|XP_029729358.1|AEAL
OG0000845	LOC117903574|XP_034671681.1|DSUB, LOC117894055|XP_034656802.1|DSUB	LOC109426767|XP_019557852.2|AEAL
OG0000854	LOC117903676|XP_034671903.1|DSUB	LOC109428370|XP_019559639.2|AEAL, LOC115256047|XP_029710158.1|AEAL
OG0000855	LOC117894451|XP_034657443.1|DSUB, LOC117896315|XP_034660435.1|DSUB	LOC109428409|XP_029710601.1|AEAL
OG0000856	LOC117894785|XP_034657905.1|DSUB	LOC109406975|XP_029708044.1|AEAL, LOC109397865|XP_029710475.1|AEAL, LOC115266045|XP_029727747.1|AEAL
OG0000857	LOC117903487|XP_034671445.1|DSUB	LOC115256454|XP_029710940.1|AEAL, LOC115256453|XP_029710939.1|AEAL, LOC109427516|XP_019558614.2|AEAL, LOC115256455|XP_029710941.1|AEAL, LOC109427517|XP_019558615.2|AEAL, LOC109419784|XP_019549616.2|AEAL, LOC115255011|XP_029708574.1|AEAL, LOC115259235|XP_029715630.1|AEAL, LOC115255008|XP_029708573.1|AEAL, LOC109398253|XP_019526124.2|AEAL, LOC109398226|XP_019526098.2|AEAL
OG0000858	LOC117896061|XP_034659967.1|DSUB	LOC109433623|XP_019565610.2|AEAL, LOC109412583|XP_029715982.1|AEAL, LOC109412586|XP_019541756.2|AEAL, LOC115259651|XP_029716294.1|AEAL
OG0000860	LOC117895209|XP_034658590.1|DSUB, LOC117894883|XP_034658050.1|DSUB	LOC109409739|XP_019538781.2|AEAL, LOC109431958|XP_029726103.1|AEAL
OG0000861	LOC117891220|XP_034652456.1|DSUB, LOC117891215|XP_034652448.1|DSUB	LOC109417981|XP_029732524.1|AEAL
OG0000862	LOC117890900|XP_034651886.1|DSUB, LOC117902151|XP_034669181.1|DSUB	LOC109408157|XP_029720622.1|AEAL, LOC109400633|XP_019528665.2|AEAL
OG0000863	LOC117898692|XP_034664197.1|DSUB	LOC109425704|XP_029734636.1|AEAL, LOC109422737|XP_019553164.2|AEAL
OG0000864	LOC117901424|XP_034668052.1|DSUB, LOC117903591|XP_034671704.1|DSUB	LOC109411532|XP_029709937.1|AEAL, LOC109421734|XP_029709934.1|AEAL
OG0000865	LOC117900711|XP_034667062.1|DSUB, LOC117897304|XP_034661942.1|DSUB	LOC109408287|XP_029713247.1|AEAL
OG0000866	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB	LOC109415039|XP_029724914.1|AEAL, LOC109621949|XP_029724955.1|AEAL
OG0000867	LOC117901840|XP_034668672.1|DSUB	LOC109409615|XP_019538612.2|AEAL
OG0000868	LOC117901044|XP_034667546.1|DSUB, LOC117900500|XP_034666780.1|DSUB, LOC117897216|XP_034661820.1|DSUB, LOC117898471|XP_034663797.1|DSUB	LOC109406157|XP_019534769.2|AEAL, LOC109397498|XP_019525343.2|AEAL
OG0000869	LOC117898684|XP_034664179.1|DSUB	LOC109406264|XP_029732991.1|AEAL
OG0000871	LOC117891499|XP_034652879.1|DSUB	LOC115253682|XP_029713657.1|AEAL, LOC109433174|XP_019565117.2|AEAL, LOC109433173|XP_029712902.1|AEAL
OG0000872	LOC117889870|XP_034650269.1|DSUB	LOC109424453|XP_019555118.1|AEAL, LOC109422355|XP_019552624.1|AEAL
OG0000873	LOC117893456|XP_034655967.1|DSUB	LOC109410542|XP_029731283.1|AEAL, LOC109414400|XP_029731282.1|AEAL, LOC115267869|XP_029731288.1|AEAL, LOC115267863|XP_029731281.1|AEAL, LOC115267451|XP_029730306.1|AEAL, LOC115267446|XP_029730303.1|AEAL, LOC109421132|XP_029731285.1|AEAL
OG0000874	LOC117891144|XP_034652283.1|DSUB, LOC117890626|XP_034651464.1|DSUB	LOC109425830|XP_029720412.1|AEAL
OG0000875	LOC117898325|XP_034663540.1|DSUB, LOC117894676|XP_034657745.1|DSUB	LOC109425800|XP_019556687.2|AEAL, LOC109407537|XP_019536146.1|AEAL
OG0000882	LOC117903436|XP_034671351.1|DSUB, LOC117900113|XP_034666229.1|DSUB	LOC115253972|XP_029711172.1|AEAL, LOC109421997|XP_019552173.1|AEAL
OG0000883	LOC117902707|XP_034670157.1|DSUB	LOC109419153|XP_019548920.2|AEAL, LOC109407076|XP_029722970.1|AEAL, LOC109415595|XP_019545035.2|AEAL, LOC109423715|XP_019554245.2|AEAL, LOC115257682|XP_029713402.1|AEAL, LOC109412918|XP_029713776.1|AEAL
OG0000884	LOC117900769|XP_034667140.1|DSUB, LOC117903060|XP_034670698.1|DSUB	LOC109405532|XP_029712464.1|AEAL, LOC115257260|XP_029712560.1|AEAL, LOC109405671|XP_029712311.1|AEAL
OG0000885	LOC117898445|XP_034663741.1|DSUB	LOC109430027|XP_029712946.1|AEAL, LOC109430695|XP_029713082.1|AEAL, LOC109430722|XP_019562342.1|AEAL, LOC115257553|XP_029713159.1|AEAL, LOC109430699|XP_019562315.2|AEAL, LOC109430696|XP_019562313.2|AEAL, LOC115257552|XP_029713158.1|AEAL, LOC115257484|XP_029712972.1|AEAL, LOC109430753|XP_019562378.2|AEAL, LOC109430729|XP_019562354.1|AEAL, LOC115257592|XP_029713238.1|AEAL
OG0000887	LOC117898452|XP_034663754.1|DSUB	LOC109426760|XP_029725487.1|AEAL, LOC109426761|XP_019557843.2|AEAL, LOC109417614|XP_019547205.2|AEAL, LOC109421741|XP_019551817.2|AEAL
