Orthogroup	DSUB.longest_only	CCAP.longest_only
OG0001723	LOC117890227|XP_034650856.1|DSUB	CCAP1982_LOCUS7234|CAD6998674.1|CCAP
OG0001724	LOC117891687|XP_034653157.1|DSUB	CCAP1982_LOCUS22214|CAD7014211.1|CCAP, CCAP1982_LOCUS22231|CAD7014228.1|CCAP
OG0001725	LOC117891670|XP_034653130.1|DSUB	CCAP1982_LOCUS21440|CAD7013373.1|CCAP
OG0001726	LOC117893624|XP_034656195.1|DSUB	CCAP1982_LOCUS11726|CAD7003264.1|CCAP
OG0001727	LOC117896307|XP_034660421.1|DSUB	CCAP1982_LOCUS2281|CAD6993469.1|CCAP
OG0001728	LOC117891650|XP_034653090.1|DSUB	CCAP1982_LOCUS22945|CAD7014987.1|CCAP
OG0001729	LOC117891659|XP_034653105.1|DSUB	CCAP1982_LOCUS7198|CAD6998625.1|CCAP
OG0001730	LOC117900752|XP_034667125.1|DSUB	CCAP1982_LOCUS193|CAD6991260.1|CCAP
OG0001731	LOC117891096|XP_034652170.1|DSUB	CCAP1982_LOCUS23134|CAD7015182.1|CCAP
OG0001732	LOC117901736|XP_034668510.1|DSUB	CCAP1982_LOCUS9007|CAD7000529.1|CCAP
OG0001733	LOC117892183|XP_034654161.1|DSUB	CCAP1982_LOCUS21900|CAD7013885.1|CCAP
OG0001734	LOC117891240|XP_034652477.1|DSUB	CCAP1982_LOCUS7214|CAD6998646.1|CCAP
OG0001735	LOC117895799|XP_034659610.1|DSUB	CCAP1982_LOCUS13005|CAD7004610.1|CCAP
OG0001736	LOC117892113|XP_034654019.1|DSUB	CCAP1982_LOCUS23040|CAD7015086.1|CCAP
OG0001737	LOC117891221|XP_034652457.1|DSUB	CCAP1982_LOCUS23349|CAD7015406.1|CCAP, CCAP1982_LOCUS23351|CAD7015408.1|CCAP, CCAP1982_LOCUS23348|CAD7015405.1|CCAP
OG0001738	LOC117894606|XP_034657648.1|DSUB	CCAP1982_LOCUS12015|CAD7003566.1|CCAP, CCAP1982_LOCUS12011|CAD7003562.1|CCAP
OG0001739	LOC117890680|XP_034651555.1|DSUB	CCAP1982_LOCUS21707|CAD7013664.1|CCAP
OG0001740	LOC117891621|XP_034653048.1|DSUB	CCAP1982_LOCUS7101|CAD6998513.1|CCAP
OG0001741	LOC117899653|XP_034665724.1|DSUB	CCAP1982_LOCUS3488|CAD6994755.1|CCAP
OG0001742	LOC117898626|XP_034664073.1|DSUB, LOC117890131|XP_034650709.1|DSUB, LOC117890132|XP_034650710.1|DSUB	CCAP1982_LOCUS21237|CAD7013166.1|CCAP
OG0001743	LOC117893557|XP_034656110.1|DSUB	CCAP1982_LOCUS14921|CAD7006613.1|CCAP
OG0001744	LOC117889742|XP_034650056.1|DSUB	CCAP1982_LOCUS21824|CAD7013804.1|CCAP
OG0001746	LOC117894423|XP_034657357.1|DSUB	CCAP1982_LOCUS13250|CAD7004865.1|CCAP
OG0001747	LOC117890076|XP_034650610.1|DSUB	CCAP1982_LOCUS23161|CAD7015213.1|CCAP, CCAP1982_LOCUS23162|CAD7015214.1|CCAP, CCAP1982_LOCUS23170|CAD7015222.1|CCAP
OG0001748	LOC117893466|XP_034655978.1|DSUB, LOC117895669|XP_034659381.1|DSUB	CCAP1982_LOCUS11370|CAD7002901.1|CCAP, CCAP1982_LOCUS11369|CAD7002900.1|CCAP
OG0001749	LOC117892211|XP_034654202.1|DSUB	CCAP1982_LOCUS22821|CAD7014854.1|CCAP
OG0001750	LOC117892206|XP_034654195.1|DSUB	CCAP1982_LOCUS22822|CAD7014855.1|CCAP
OG0001751	LOC117893996|XP_034656699.1|DSUB	CCAP1982_LOCUS12027|CAD7003579.1|CCAP
OG0001752	LOC117895535|XP_034659133.1|DSUB	CCAP1982_LOCUS10906|CAD7002415.1|CCAP
OG0001753	LOC117893684|XP_034656264.1|DSUB	CCAP1982_LOCUS11568|CAD7003105.1|CCAP, CCAP1982_LOCUS11570|CAD7003107.1|CCAP
OG0001754	LOC117889901|XP_034650307.1|DSUB	CCAP1982_LOCUS22326|CAD7014329.1|CCAP
OG0001755	LOC117894184|XP_034656988.1|DSUB	CCAP1982_LOCUS11972|CAD7003522.1|CCAP, CCAP1982_LOCUS11970|CAD7003520.1|CCAP, CCAP1982_LOCUS11965|CAD7003515.1|CCAP
OG0001756	LOC117891537|XP_034652939.1|DSUB	CCAP1982_LOCUS22645|CAD7014657.1|CCAP
OG0001757	LOC117891011|XP_034652060.1|DSUB	CCAP1982_LOCUS23262|CAD7015317.1|CCAP
OG0001758	LOC117895768|XP_034659533.1|DSUB	CCAP1982_LOCUS13872|CAD7005512.1|CCAP
OG0001759	LOC117890765|XP_034651722.1|DSUB	CCAP1982_LOCUS23316|CAD7015372.1|CCAP, CCAP1982_LOCUS23315|CAD7015371.1|CCAP
OG0001760	LOC117891361|XP_034652688.1|DSUB	CCAP1982_LOCUS21651|CAD7013597.1|CCAP
OG0001761	LOC117892178|XP_034654150.1|DSUB	CCAP1982_LOCUS21800|CAD7013777.1|CCAP
OG0001762	LOC117902728|XP_034670191.1|DSUB	CCAP1982_LOCUS6396|CAD6997766.1|CCAP
OG0001763	LOC117902566|XP_034669900.1|DSUB	CCAP1982_LOCUS6500|CAD6997881.1|CCAP
OG0001764	LOC117897455|XP_034662192.1|DSUB	CCAP1982_LOCUS4898|CAD6996209.1|CCAP, CCAP1982_LOCUS4897|CAD6996208.1|CCAP
OG0001765	LOC117892288|XP_034654299.1|DSUB	CCAP1982_LOCUS22890|CAD7014926.1|CCAP
OG0001766	LOC117900266|XP_034666466.1|DSUB	CCAP1982_LOCUS9113|CAD7000639.1|CCAP
OG0001767	LOC117900609|XP_034666915.1|DSUB, LOC117901185|XP_034667730.1|DSUB	CCAP1982_LOCUS6614|CAD6997998.1|CCAP
OG0001769	LOC117901087|XP_034667603.1|DSUB	CCAP1982_LOCUS5427|CAD6996748.1|CCAP
OG0001770	LOC117899985|XP_034666044.1|DSUB	CCAP1982_LOCUS7906|CAD6999380.1|CCAP
OG0001771	LOC117902713|XP_034670166.1|DSUB	CCAP1982_LOCUS6984|CAD6998384.1|CCAP
OG0001772	LOC117902463|XP_034669757.1|DSUB	CCAP1982_LOCUS6455|CAD6997831.1|CCAP
OG0001773	LOC117901992|XP_034668895.1|DSUB	CCAP1982_LOCUS6278|CAD6997646.1|CCAP
OG0001774	LOC117891437|XP_034652801.1|DSUB	CCAP1982_LOCUS22837|CAD7014873.1|CCAP
OG0001776	LOC117900734|XP_034667100.1|DSUB	CCAP1982_LOCUS5458|CAD6996783.1|CCAP
OG0001777	LOC117901125|XP_034667655.1|DSUB	CCAP1982_LOCUS6724|CAD6998110.1|CCAP
OG0001778	LOC117902058|XP_034669021.1|DSUB	CCAP1982_LOCUS7663|CAD6999119.1|CCAP
OG0001780	LOC117892514|XP_034654688.1|DSUB	CCAP1982_LOCUS7239|CAD6998680.1|CCAP
OG0001781	LOC117901199|XP_034667742.1|DSUB	CCAP1982_LOCUS5691|CAD6997033.1|CCAP
OG0001782	LOC117900207|XP_034666373.1|DSUB	CCAP1982_LOCUS5611|CAD6996941.1|CCAP, CCAP1982_LOCUS5610|CAD6996940.1|CCAP
OG0001783	LOC117902122|XP_034669137.1|DSUB	CCAP1982_LOCUS9017|CAD7000541.1|CCAP
OG0001784	LOC117900170|XP_034666306.1|DSUB	CCAP1982_LOCUS7884|CAD6999357.1|CCAP, CCAP1982_LOCUS7882|CAD6999355.1|CCAP
OG0001785	LOC117891113|XP_034652207.1|DSUB	CCAP1982_LOCUS21527|CAD7013462.1|CCAP
OG0001786	LOC117900476|XP_034666749.1|DSUB	CCAP1982_LOCUS6869|CAD6998260.1|CCAP
OG0001787	LOC117900425|XP_034666680.1|DSUB	CCAP1982_LOCUS6865|CAD6998256.1|CCAP, CCAP1982_LOCUS6866|CAD6998257.1|CCAP
OG0001788	LOC117891498|XP_034652877.1|DSUB	CCAP1982_LOCUS19775|CAD7011691.1|CCAP
OG0001789	LOC117890090|XP_034650641.1|DSUB	CCAP1982_LOCUS11954|CAD7003504.1|CCAP
OG0001790	LOC117901611|XP_034668321.1|DSUB	CCAP1982_LOCUS8064|CAD6999543.1|CCAP, CCAP1982_LOCUS8065|CAD6999544.1|CCAP
OG0001791	LOC117892276|XP_034654287.1|DSUB	CCAP1982_LOCUS21402|CAD7013334.1|CCAP
OG0001792	LOC117901206|XP_034667751.1|DSUB	CCAP1982_LOCUS7676|CAD6999133.1|CCAP
OG0001793	LOC117892145|XP_034654076.1|DSUB	CCAP1982_LOCUS22137|CAD7014132.1|CCAP, CCAP1982_LOCUS22145|CAD7014139.1|CCAP
OG0001794	LOC117902057|XP_034669020.1|DSUB	CCAP1982_LOCUS6938|CAD6998334.1|CCAP, CCAP1982_LOCUS6939|CAD6998335.1|CCAP, CCAP1982_LOCUS6940|CAD6998336.1|CCAP
OG0001795	LOC117901874|XP_034668722.1|DSUB	CCAP1982_LOCUS7066|CAD6998469.1|CCAP
OG0001797	LOC117902992|XP_034670599.1|DSUB	CCAP1982_LOCUS10024|CAD7001527.1|CCAP, CCAP1982_LOCUS10018|CAD7001521.1|CCAP
OG0001798	LOC117890798|XP_034651765.1|DSUB	CCAP1982_LOCUS20411|CAD7012317.1|CCAP
OG0001800	LOC117900297|XP_034666500.1|DSUB	CCAP1982_LOCUS8862|CAD7000386.1|CCAP, CCAP1982_LOCUS8190|CAD6999660.1|CCAP, CCAP1982_LOCUS8189|CAD6999659.1|CCAP
OG0001801	LOC117894317|XP_034657179.1|DSUB	CCAP1982_LOCUS12750|CAD7004331.1|CCAP
OG0001802	LOC117897197|XP_034661791.1|DSUB	CCAP1982_LOCUS445|CAD6991526.1|CCAP
OG0001803	LOC117896991|XP_034661439.1|DSUB, LOC117896797|XP_034661186.1|DSUB	CCAP1982_LOCUS953|CAD6992073.1|CCAP
OG0001804	LOC117898217|XP_034663336.1|DSUB	CCAP1982_LOCUS4422|CAD6995715.1|CCAP
OG0001805	LOC117894620|XP_034657676.1|DSUB	CCAP1982_LOCUS10993|CAD7002504.1|CCAP
OG0001806	LOC117896836|XP_034661242.1|DSUB	CCAP1982_LOCUS359|CAD6991433.1|CCAP
OG0001807	LOC117896387|XP_034660583.1|DSUB	CCAP1982_LOCUS234|CAD6991305.1|CCAP
OG0001808	LOC117899422|XP_034665303.1|DSUB	CCAP1982_LOCUS4980|CAD6996299.1|CCAP
OG0001809	LOC117897776|XP_034662712.1|DSUB	CCAP1982_LOCUS4894|CAD6996206.1|CCAP
OG0001811	LOC117891331|XP_034652641.1|DSUB	CCAP1982_LOCUS7121|CAD6998534.1|CCAP, CCAP1982_LOCUS7122|CAD6998535.1|CCAP
OG0001813	LOC117896350|XP_034660513.1|DSUB	CCAP1982_LOCUS4477|CAD6995773.1|CCAP
OG0001814	LOC117898951|XP_034664566.1|DSUB	CCAP1982_LOCUS4359|CAD6995652.1|CCAP
OG0001815	LOC117899630|XP_034665677.1|DSUB	CCAP1982_LOCUS668|CAD6991760.1|CCAP
OG0001816	LOC117892673|XP_034654960.1|DSUB	CCAP1982_LOCUS20579|CAD7012495.1|CCAP
OG0001817	LOC117892674|XP_034654961.1|DSUB	CCAP1982_LOCUS20287|CAD7012186.1|CCAP
OG0001819	LOC117890011|XP_034650501.1|DSUB	CCAP1982_LOCUS20241|CAD7012144.1|CCAP
OG0001820	LOC117901671|XP_034668402.1|DSUB	CCAP1982_LOCUS21127|CAD7013045.1|CCAP
OG0001821	LOC117892050|XP_034653869.1|DSUB	CCAP1982_LOCUS7163|CAD6998585.1|CCAP, CCAP1982_LOCUS7162|CAD6998584.1|CCAP
OG0001822	LOC117890767|XP_034651725.1|DSUB	CCAP1982_LOCUS7154|CAD6998574.1|CCAP
OG0001823	LOC117895529|XP_034659126.1|DSUB	CCAP1982_LOCUS13376|CAD7005000.1|CCAP
OG0001824	LOC117901929|XP_034668789.1|DSUB	CCAP1982_LOCUS7026|CAD6998426.1|CCAP
OG0001825	LOC117891815|XP_034653418.1|DSUB	CCAP1982_LOCUS20017|CAD7011906.1|CCAP, CCAP1982_LOCUS20011|CAD7011900.1|CCAP, CCAP1982_LOCUS20022|CAD7011911.1|CCAP
OG0001826	LOC117890007|XP_034650495.1|DSUB	CCAP1982_LOCUS5581|CAD6996908.1|CCAP, CCAP1982_LOCUS21161|CAD7013086.1|CCAP
OG0001827	LOC117892122|XP_034654045.1|DSUB	CCAP1982_LOCUS20547|CAD7012467.1|CCAP
OG0001829	LOC117891309|XP_034652610.1|DSUB	CCAP1982_LOCUS19767|CAD7011683.1|CCAP
OG0001830	LOC117890381|XP_034651072.1|DSUB	CCAP1982_LOCUS20337|CAD7012240.1|CCAP
OG0001831	LOC117894885|XP_034658057.1|DSUB	CCAP1982_LOCUS14177|CAD7005833.1|CCAP
OG0001832	LOC117900284|XP_034666490.1|DSUB	CCAP1982_LOCUS21112|CAD7013026.1|CCAP
OG0001833	LOC117891257|XP_034652518.1|DSUB	CCAP1982_LOCUS21130|CAD7013048.1|CCAP
OG0001834	LOC117899185|XP_034664937.1|DSUB	CCAP1982_LOCUS1887|CAD6993056.1|CCAP
OG0001837	LOC117896900|XP_034661325.1|DSUB	CCAP1982_LOCUS22751|CAD7014780.1|CCAP
OG0001838	LOC117891127|XP_034652222.1|DSUB	CCAP1982_LOCUS22536|CAD7014535.1|CCAP
OG0001839	LOC117890231|XP_034650860.1|DSUB	CCAP1982_LOCUS7187|CAD6998612.1|CCAP, CCAP1982_LOCUS7186|CAD6998611.1|CCAP
OG0001849	LOC117899030|XP_034664680.1|DSUB	CCAP1982_LOCUS3184|CAD6994433.1|CCAP
OG0001850	LOC117902978|XP_034670536.1|DSUB	CCAP1982_LOCUS9381|CAD7000906.1|CCAP, CCAP1982_LOCUS9382|CAD7000907.1|CCAP
OG0001851	LOC117902914|XP_034670374.1|DSUB	CCAP1982_LOCUS10374|CAD7001887.1|CCAP, CCAP1982_LOCUS10375|CAD7001888.1|CCAP, CCAP1982_LOCUS10372|CAD7001885.1|CCAP, CCAP1982_LOCUS10370|CAD7001883.1|CCAP
OG0001852	LOC117894012|XP_034656728.1|DSUB	CCAP1982_LOCUS13290|CAD7004906.1|CCAP
OG0001853	LOC117896467|XP_034660691.1|DSUB	CCAP1982_LOCUS3612|CAD6994877.1|CCAP, CCAP1982_LOCUS3616|CAD6994881.1|CCAP, CCAP1982_LOCUS3614|CAD6994879.1|CCAP
OG0001855	LOC117892107|XP_034654008.1|DSUB	CCAP1982_LOCUS20317|CAD7012219.1|CCAP
OG0001860	LOC117894414|XP_034657315.1|DSUB	CCAP1982_LOCUS13420|CAD7005050.1|CCAP
OG0001861	LOC117896120|XP_034660066.1|DSUB	CCAP1982_LOCUS2989|CAD6994227.1|CCAP
OG0001864	LOC117896534|XP_034660804.1|DSUB	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP
OG0001866	LOC117899544|XP_034665513.1|DSUB	CCAP1982_LOCUS2419|CAD6993609.1|CCAP
OG0001867	LOC117894240|XP_034657052.1|DSUB	CCAP1982_LOCUS12895|CAD7004494.1|CCAP
OG0001868	LOC117901979|XP_034668877.1|DSUB	CCAP1982_LOCUS7780|CAD6999249.1|CCAP
OG0001869	LOC117897866|XP_034662830.1|DSUB	CCAP1982_LOCUS2409|CAD6993599.1|CCAP
OG0001872	LOC117897151|XP_034661714.1|DSUB	CCAP1982_LOCUS1125|CAD6992255.1|CCAP
OG0001873	LOC117899457|XP_034665359.1|DSUB	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP
OG0001874	LOC117899763|XP_034665911.1|DSUB	CCAP1982_LOCUS4109|CAD6995391.1|CCAP
OG0001875	LOC117899728|XP_034665863.1|DSUB	CCAP1982_LOCUS1759|CAD6992926.1|CCAP
OG0001878	LOC117899117|XP_034664797.1|DSUB	CCAP1982_LOCUS2349|CAD6993537.1|CCAP
OG0001879	LOC117898617|XP_034664062.1|DSUB	CCAP1982_LOCUS4169|CAD6995454.1|CCAP
OG0001880	LOC117897570|XP_034662404.1|DSUB	CCAP1982_LOCUS1363|CAD6992514.1|CCAP
OG0001881	LOC117899168|XP_034664918.1|DSUB	CCAP1982_LOCUS2771|CAD6993988.1|CCAP, CCAP1982_LOCUS2767|CAD6993984.1|CCAP, CCAP1982_LOCUS2765|CAD6993982.1|CCAP
OG0001882	LOC117896981|XP_034661427.1|DSUB	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP
OG0001883	LOC117898459|XP_034663772.1|DSUB	CCAP1982_LOCUS2229|CAD6993414.1|CCAP
OG0001884	LOC117896332|XP_034660463.1|DSUB	CCAP1982_LOCUS1429|CAD6992581.1|CCAP
OG0001886	LOC117897635|XP_034662500.1|DSUB	CCAP1982_LOCUS1050|CAD6992176.1|CCAP
OG0001887	LOC117890177|XP_034650766.1|DSUB	CCAP1982_LOCUS20351|CAD7012255.1|CCAP
OG0001888	LOC117898084|XP_034663153.1|DSUB	CCAP1982_LOCUS224|CAD6991295.1|CCAP
OG0001890	LOC117895778|XP_034659565.1|DSUB	CCAP1982_LOCUS2856|CAD6994087.1|CCAP
OG0001891	LOC117896271|XP_034660365.1|DSUB	CCAP1982_LOCUS2944|CAD6994179.1|CCAP
OG0001893	LOC117897260|XP_034661875.1|DSUB	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP
OG0001894	LOC117890237|XP_034650867.1|DSUB	CCAP1982_LOCUS22715|CAD7014737.1|CCAP
OG0001895	LOC117902909|XP_034670360.1|DSUB	CCAP1982_LOCUS9931|CAD7001434.1|CCAP
OG0001896	LOC117901446|XP_034668078.1|DSUB	CCAP1982_LOCUS10482|CAD7001996.1|CCAP
OG0001897	LOC117896327|XP_034660455.1|DSUB	CCAP1982_LOCUS2463|CAD6993655.1|CCAP
OG0001899	LOC117899534|XP_034665494.1|DSUB	CCAP1982_LOCUS1209|CAD6992345.1|CCAP
OG0001901	LOC117901820|XP_034668629.1|DSUB	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP
OG0001903	LOC117897185|XP_034661775.1|DSUB	CCAP1982_LOCUS2781|CAD6994000.1|CCAP
OG0001904	LOC117899013|XP_034664660.1|DSUB	CCAP1982_LOCUS2825|CAD6994050.1|CCAP
OG0001906	LOC117899611|XP_034665636.1|DSUB	CCAP1982_LOCUS1455|CAD6992606.1|CCAP, CCAP1982_LOCUS1453|CAD6992604.1|CCAP, CCAP1982_LOCUS1454|CAD6992605.1|CCAP
OG0001908	LOC117898742|XP_034664255.1|DSUB	CCAP1982_LOCUS2718|CAD6993930.1|CCAP
OG0001910	LOC117897101|XP_034661635.1|DSUB	CCAP1982_LOCUS3105|CAD6994350.1|CCAP
OG0001911	LOC117898578|XP_034663990.1|DSUB	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP
OG0001912	LOC117890941|XP_034651967.1|DSUB	CCAP1982_LOCUS2354|CAD6993542.1|CCAP
OG0001914	LOC117899561|XP_034665546.1|DSUB	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP
OG0001915	LOC117893120|XP_034655456.1|DSUB	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP
OG0001916	LOC117892488|XP_034654645.1|DSUB	CCAP1982_LOCUS21919|CAD7013905.1|CCAP
OG0001917	LOC117895868|XP_034659732.1|DSUB	CCAP1982_LOCUS10929|CAD7002439.1|CCAP
OG0001918	LOC117895361|XP_034658835.1|DSUB	CCAP1982_LOCUS11525|CAD7003062.1|CCAP
OG0001919	LOC117889971|XP_034650428.1|DSUB	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP
OG0001920	LOC117893390|XP_034655877.1|DSUB	CCAP1982_LOCUS12172|CAD7003736.1|CCAP
OG0001921	LOC117890827|XP_034651795.1|DSUB	CCAP1982_LOCUS14964|CAD7006661.1|CCAP
OG0001922	LOC117890768|XP_034651728.1|DSUB	CCAP1982_LOCUS7235|CAD6998676.1|CCAP
OG0001924	LOC117901474|XP_034668128.1|DSUB	CCAP1982_LOCUS5884|CAD6997251.1|CCAP
OG0001925	LOC117893026|XP_034655275.1|DSUB	CCAP1982_LOCUS13224|CAD7004835.1|CCAP
OG0001928	LOC117895448|XP_034659006.1|DSUB	CCAP1982_LOCUS12931|CAD7004534.1|CCAP
OG0001929	LOC117895375|XP_034658854.1|DSUB	CCAP1982_LOCUS12927|CAD7004530.1|CCAP
OG0001930	LOC117891627|XP_034653056.1|DSUB	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP
OG0001931	LOC117893678|XP_034656258.1|DSUB	CCAP1982_LOCUS14738|CAD7006418.1|CCAP
OG0001932	LOC117894899|XP_034658081.1|DSUB	CCAP1982_LOCUS14734|CAD7006414.1|CCAP
OG0001933	LOC117891167|XP_034652381.1|DSUB	CCAP1982_LOCUS20458|CAD7012364.1|CCAP
OG0001934	LOC117893756|XP_034656382.1|DSUB	CCAP1982_LOCUS11449|CAD7002986.1|CCAP
OG0001935	LOC117894503|XP_034657504.1|DSUB	CCAP1982_LOCUS14888|CAD7006574.1|CCAP
OG0001937	LOC117889850|XP_034650235.1|DSUB	CCAP1982_LOCUS21341|CAD7013270.1|CCAP
OG0001938	LOC117890759|XP_034651711.1|DSUB	CCAP1982_LOCUS21455|CAD7013390.1|CCAP
OG0001940	LOC117891824|XP_034653454.1|DSUB	CCAP1982_LOCUS21655|CAD7013601.1|CCAP
OG0001941	LOC117894716|XP_034657789.1|DSUB	CCAP1982_LOCUS11356|CAD7002887.1|CCAP
OG0001942	LOC117891427|XP_034652789.1|DSUB	CCAP1982_LOCUS21879|CAD7013860.1|CCAP
OG0001943	LOC117894507|XP_034657507.1|DSUB	CCAP1982_LOCUS14883|CAD7006569.1|CCAP
OG0001944	LOC117892914|XP_034655118.1|DSUB	CCAP1982_LOCUS11128|CAD7002645.1|CCAP
OG0001945	LOC117890052|XP_034650574.1|DSUB	CCAP1982_LOCUS22711|CAD7014732.1|CCAP
OG0001946	LOC117890335|XP_034651018.1|DSUB	CCAP1982_LOCUS21691|CAD7013647.1|CCAP
OG0001947	LOC117890224|XP_034650852.1|DSUB	CCAP1982_LOCUS21692|CAD7013648.1|CCAP
OG0001948	LOC117901550|XP_034668242.1|DSUB	CCAP1982_LOCUS13820|CAD7005460.1|CCAP
OG0001949	LOC117893632|XP_034656208.1|DSUB	CCAP1982_LOCUS13077|CAD7004683.1|CCAP, CCAP1982_LOCUS13414|CAD7005043.1|CCAP, CCAP1982_LOCUS13076|CAD7004682.1|CCAP
OG0001949	LOC117893647|XP_034656227.1|DSUB	CCAP1982_LOCUS13083|CAD7004689.1|CCAP
OG0001950	LOC117898212|XP_034663326.1|DSUB	CCAP1982_LOCUS4560|CAD6995859.1|CCAP
OG0001951	LOC117892224|XP_034654214.1|DSUB	CCAP1982_LOCUS23274|CAD7015329.1|CCAP
OG0001952	LOC117891075|XP_034652143.1|DSUB	CCAP1982_LOCUS23010|CAD7015053.1|CCAP
OG0001953	LOC117890937|XP_034651961.1|DSUB	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP
OG0001954	LOC117890484|XP_034651259.1|DSUB	CCAP1982_LOCUS23202|CAD7015253.1|CCAP
OG0001955	LOC117892032|XP_034653847.1|DSUB	CCAP1982_LOCUS22670|CAD7014686.1|CCAP
OG0001957	LOC117892187|XP_034654165.1|DSUB	CCAP1982_LOCUS22307|CAD7014307.1|CCAP
OG0001958	LOC117890259|XP_034650901.1|DSUB	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP
OG0001959	LOC117894683|XP_034657752.1|DSUB	CCAP1982_LOCUS14238|CAD7005898.1|CCAP
OG0001960	LOC117895693|XP_034659429.1|DSUB	CCAP1982_LOCUS12222|CAD7003786.1|CCAP
OG0001961	LOC117891071|XP_034652135.1|DSUB	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP
OG0001962	LOC117890236|XP_034650866.1|DSUB	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP
OG0001963	LOC117893795|XP_034656430.1|DSUB	CCAP1982_LOCUS12183|CAD7003747.1|CCAP
OG0001964	LOC117894115|XP_034656885.1|DSUB	CCAP1982_LOCUS12354|CAD7003931.1|CCAP
OG0001965	LOC117895647|XP_034659321.1|DSUB	CCAP1982_LOCUS12704|CAD7004284.1|CCAP
OG0001966	LOC117896172|XP_034660144.1|DSUB	CCAP1982_LOCUS3040|CAD6994279.1|CCAP
OG0001967	LOC117892169|XP_034654127.1|DSUB	CCAP1982_LOCUS22780|CAD7014812.1|CCAP
OG0001968	LOC117893806|XP_034656444.1|DSUB	CCAP1982_LOCUS14972|CAD7006670.1|CCAP
OG0001969	LOC117890949|XP_034651981.1|DSUB	CCAP1982_LOCUS21687|CAD7013643.1|CCAP
OG0001970	LOC117892432|XP_034654560.1|DSUB	CCAP1982_LOCUS23267|CAD7015322.1|CCAP
OG0001971	LOC117890685|XP_034651563.1|DSUB	CCAP1982_LOCUS8403|CAD6999893.1|CCAP
OG0001972	LOC117891322|XP_034652628.1|DSUB	CCAP1982_LOCUS23021|CAD7015065.1|CCAP
OG0001973	LOC117891082|XP_034652153.1|DSUB	CCAP1982_LOCUS22029|CAD7014023.1|CCAP
OG0001974	LOC117890658|XP_034651520.1|DSUB	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP
OG0001975	LOC117895346|XP_034658818.1|DSUB	CCAP1982_LOCUS11501|CAD7003038.1|CCAP
OG0001976	LOC117890022|XP_034650527.1|DSUB	CCAP1982_LOCUS22353|CAD7014356.1|CCAP
OG0001977	LOC117902592|XP_034669982.1|DSUB	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP
OG0001978	LOC117899992|XP_034666052.1|DSUB	CCAP1982_LOCUS7617|CAD6999071.1|CCAP
OG0001979	LOC117902588|XP_034669978.1|DSUB	CCAP1982_LOCUS8860|CAD7000384.1|CCAP
OG0001980	LOC117900088|XP_034666187.1|DSUB	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP
OG0001981	LOC117901284|XP_034667868.1|DSUB	CCAP1982_LOCUS7875|CAD6999348.1|CCAP
OG0001982	LOC117900743|XP_034667112.1|DSUB	CCAP1982_LOCUS5569|CAD6996896.1|CCAP
OG0001983	LOC117902277|XP_034669436.1|DSUB	CCAP1982_LOCUS3020|CAD6994259.1|CCAP
OG0001984	LOC117901733|XP_034668506.1|DSUB	CCAP1982_LOCUS9240|CAD7000765.1|CCAP
OG0001985	LOC117902369|XP_034669576.1|DSUB	CCAP1982_LOCUS5651|CAD6996989.1|CCAP
