Orthogroup	DSUB.longest_only	BCOP.longest_only
OG0000783	LOC117894610|XP_034657651.1|DSUB, LOC117903125|XP_034670845.1|DSUB	LOC119074637|XP_037036808.1|BCOP
OG0000784	LOC117893755|XP_034656381.1|DSUB, LOC117901396|XP_034668024.1|DSUB	LOC119083273|XP_037048859.1|BCOP
OG0000785	LOC117897562|XP_034662394.1|DSUB	LOC119071481|XP_037032226.1|BCOP
OG0000786	LOC117893800|XP_034656439.1|DSUB	LOC119083249|XP_037048807.1|BCOP
OG0000786	LOC117898451|XP_034663748.1|DSUB	LOC119067170|XP_037025869.1|BCOP
OG0000787	LOC117895215|XP_034658597.1|DSUB, LOC117890371|XP_034651062.1|DSUB	LOC119073161|XP_037034357.1|BCOP, LOC119073160|XP_037034356.1|BCOP
OG0000788	LOC117895046|XP_034658315.1|DSUB	LOC119081625|XP_037046569.1|BCOP
OG0000789	LOC117901093|XP_034667611.1|DSUB, LOC117901504|XP_034668165.1|DSUB	LOC119085993|XP_037052459.1|BCOP
OG0000791	LOC117900331|XP_034666560.1|DSUB, LOC117896441|XP_034660660.1|DSUB	LOC119069590|XP_037029575.1|BCOP
OG0000792	LOC117901144|XP_034667678.1|DSUB	LOC119084707|XP_037050684.1|BCOP, LOC119072704|XP_037033871.1|BCOP
OG0000793	LOC117898508|XP_034663851.1|DSUB, LOC117894206|XP_034657014.1|DSUB	LOC119076761|XP_037039614.1|BCOP, LOC119068736|XP_037028329.1|BCOP
OG0000794	LOC117902452|XP_034669742.1|DSUB	LOC119082300|XP_037047679.1|BCOP, LOC119066181|XP_037024381.1|BCOP, LOC119082299|XP_037047678.1|BCOP
OG0000795	LOC117898177|XP_034663280.1|DSUB, LOC117896595|XP_034660912.1|DSUB	LOC119084406|XP_037050268.1|BCOP
OG0000796	LOC117898171|XP_034663271.1|DSUB, LOC117898487|XP_034663818.1|DSUB	LOC119084327|XP_037050152.1|BCOP
OG0000797	LOC117899245|XP_034665016.1|DSUB, LOC117899246|XP_034665017.1|DSUB	LOC119076167|XP_037038747.1|BCOP
OG0000798	LOC117892671|XP_034654955.1|DSUB, LOC117892670|XP_034654950.1|DSUB	LOC119071212|XP_037031903.1|BCOP
OG0000799	LOC117898088|XP_034663159.1|DSUB, LOC117903858|XP_034672232.1|DSUB	LOC119074621|XP_037036780.1|BCOP
OG0000800	LOC117895643|XP_034659317.1|DSUB, LOC117895645|XP_034659320.1|DSUB, LOC117893939|XP_034656618.1|DSUB	LOC119080459|XP_037044724.1|BCOP, LOC119066846|XP_037025409.1|BCOP, LOC119066057|XP_037024177.1|BCOP
OG0000801	LOC117892090|XP_034653973.1|DSUB	LOC119071073|XP_037031606.1|BCOP
OG0000802	LOC117902832|XP_034670342.1|DSUB	LOC119081430|XP_037046246.1|BCOP, LOC119084813|XP_037050780.1|BCOP, LOC119070483|XP_037030768.1|BCOP
OG0000803	LOC117900221|XP_034666396.1|DSUB, LOC117892989|XP_034655232.1|DSUB	LOC119075633|XP_037038009.1|BCOP
OG0000804	LOC117890279|XP_034650931.1|DSUB, LOC117896970|XP_034661410.1|DSUB	LOC119071673|XP_037032547.1|BCOP
OG0000805	LOC117889713|XP_034650025.1|DSUB	LOC119076350|XP_037038942.1|BCOP
OG0000811	LOC117898282|XP_034663427.1|DSUB, LOC117896531|XP_034660795.1|DSUB, LOC117892243|XP_034654245.1|DSUB	LOC119084745|XP_037050710.1|BCOP, LOC119072707|XP_037033872.1|BCOP
OG0000812	LOC117889570|XP_034649859.1|DSUB, LOC117895042|XP_034658310.1|DSUB	LOC119083724|XP_037049416.1|BCOP
OG0000813	LOC117890860|XP_034651838.1|DSUB	LOC119067956|XP_037027175.1|BCOP
OG0000813	LOC117901955|XP_034668822.1|DSUB	LOC119080286|XP_037044451.1|BCOP
OG0000814	LOC117901909|XP_034668766.1|DSUB	LOC119078943|XP_037042585.1|BCOP, LOC119069742|XP_037029776.1|BCOP, LOC119075556|XP_037037919.1|BCOP, LOC119085690|XP_037052031.1|BCOP, LOC119070575|XP_037030881.1|BCOP, LOC119084670|XP_037050642.1|BCOP, LOC119066154|XP_037024353.1|BCOP, LOC119078433|XP_037041841.1|BCOP, LOC119078432|XP_037041840.1|BCOP, LOC119075461|XP_037037800.1|BCOP, LOC119082399|XP_037047825.1|BCOP, LOC119077705|XP_037040876.1|BCOP, LOC119077703|XP_037040874.1|BCOP, LOC119077704|XP_037040875.1|BCOP, LOC119074417|XP_037036441.1|BCOP, LOC119079959|XP_037043966.1|BCOP, LOC119073096|XP_037034309.1|BCOP
OG0000815	LOC117902250|XP_034669396.1|DSUB	LOC119082603|XP_037048059.1|BCOP, LOC119080426|XP_037044671.1|BCOP
OG0000816	LOC117898505|XP_034663852.1|DSUB, LOC117896154|XP_034660123.1|DSUB	LOC119070839|XP_037031244.1|BCOP
OG0000818	LOC117895632|XP_034659282.1|DSUB	LOC119075904|XP_037038375.1|BCOP
OG0000819	LOC117903635|XP_034671800.1|DSUB, LOC117903632|XP_034671795.1|DSUB	LOC119068462|XP_037027949.1|BCOP
OG0000821	LOC117890092|XP_034650643.1|DSUB	LOC119083527|XP_037049139.1|BCOP
OG0000822	LOC117893590|XP_034656155.1|DSUB, LOC117902294|XP_034669466.1|DSUB	LOC119074660|XP_037036836.1|BCOP
OG0000824	LOC117900900|XP_034667342.1|DSUB, LOC117894697|XP_034657773.1|DSUB, LOC117895890|XP_034659787.1|DSUB, LOC117903049|XP_034670679.1|DSUB, LOC117894919|XP_034658113.1|DSUB	LOC119069942|XP_037030062.1|BCOP
OG0000830	LOC117903200|XP_034670976.1|DSUB	LOC119081667|XP_037046645.1|BCOP, LOC119066986|XP_037025607.1|BCOP, LOC119081668|XP_037046646.1|BCOP, LOC119081676|XP_037046656.1|BCOP
OG0000831	LOC117891696|XP_034653178.1|DSUB	LOC119068183|XP_037027573.1|BCOP, LOC119068182|XP_037027572.1|BCOP, LOC119081077|XP_037045715.1|BCOP, LOC119069201|XP_037029057.1|BCOP, LOC119068184|XP_037027574.1|BCOP, LOC119068185|XP_037027575.1|BCOP
OG0000832	LOC117891712|XP_034653197.1|DSUB, LOC117901016|XP_034667505.1|DSUB	LOC119081551|XP_037046469.1|BCOP
OG0000835	LOC117900765|XP_034667136.1|DSUB	LOC119080939|XP_037045457.1|BCOP
OG0000836	LOC117901851|XP_034668692.1|DSUB, LOC117902392|XP_034669607.1|DSUB	LOC119085395|XP_037051689.1|BCOP
OG0000837	LOC117896533|XP_034660808.1|DSUB	LOC119076471|XP_037039142.1|BCOP
OG0000838	LOC117902262|XP_034669412.1|DSUB, LOC117902263|XP_034669413.1|DSUB	LOC119068074|XP_037027375.1|BCOP
OG0000839	LOC117899626|XP_034665672.1|DSUB	LOC119070071|XP_037030263.1|BCOP
OG0000840	LOC117903610|XP_034671758.1|DSUB	LOC119080753|XP_037045206.1|BCOP
OG0000841	LOC117897796|XP_034662736.1|DSUB	LOC119084366|XP_037050211.1|BCOP
OG0000841	LOC117897080|XP_034661607.1|DSUB	LOC119083016|XP_037048548.1|BCOP
OG0000842	LOC117891489|XP_034652861.1|DSUB, LOC117897294|XP_034661929.1|DSUB	LOC119072389|XP_037033493.1|BCOP, LOC119072384|XP_037033480.1|BCOP
OG0000843	LOC117891024|XP_034652077.1|DSUB	LOC119079035|XP_037042717.1|BCOP
OG0000844	LOC117892164|XP_034654122.1|DSUB, LOC117897396|XP_034662105.1|DSUB	LOC119083170|XP_037048724.1|BCOP
OG0000846	LOC117897014|XP_034661477.1|DSUB	LOC119068707|XP_037028291.1|BCOP, LOC119070787|XP_037031160.1|BCOP, LOC119079003|XP_037042665.1|BCOP
OG0000847	LOC117891357|XP_034652683.1|DSUB, LOC117892047|XP_034653863.1|DSUB	LOC119072346|XP_037033430.1|BCOP
OG0000854	LOC117903676|XP_034671903.1|DSUB	LOC119069498|XP_037029463.1|BCOP
OG0000855	LOC117894451|XP_034657443.1|DSUB, LOC117896315|XP_034660435.1|DSUB	LOC119068890|XP_037028652.1|BCOP
OG0000856	LOC117894785|XP_034657905.1|DSUB	LOC119067987|XP_037027238.1|BCOP
OG0000857	LOC117903487|XP_034671445.1|DSUB	LOC119068999|XP_037028771.1|BCOP, LOC119072698|XP_037033864.1|BCOP
OG0000858	LOC117896061|XP_034659967.1|DSUB	LOC119083251|XP_037048820.1|BCOP, LOC119067888|XP_037027065.1|BCOP
OG0000860	LOC117895209|XP_034658590.1|DSUB, LOC117894883|XP_034658050.1|DSUB	LOC119079717|XP_037043668.1|BCOP, LOC119075551|XP_037037913.1|BCOP
OG0000861	LOC117891220|XP_034652456.1|DSUB, LOC117891215|XP_034652448.1|DSUB	LOC119074061|XP_037035907.1|BCOP
OG0000862	LOC117890900|XP_034651886.1|DSUB, LOC117902151|XP_034669181.1|DSUB	LOC119073900|XP_037035684.1|BCOP
OG0000863	LOC117898692|XP_034664197.1|DSUB	LOC119066209|XP_037024425.1|BCOP
OG0000864	LOC117901424|XP_034668052.1|DSUB, LOC117903591|XP_034671704.1|DSUB	LOC119066527|XP_037024946.1|BCOP
OG0000865	LOC117900711|XP_034667062.1|DSUB, LOC117897304|XP_034661942.1|DSUB	LOC119073880|XP_037035655.1|BCOP
OG0000866	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB	LOC119066067|XP_037024188.1|BCOP
OG0000867	LOC117901840|XP_034668672.1|DSUB	LOC119067861|XP_037027007.1|BCOP
OG0000868	LOC117901044|XP_034667546.1|DSUB, LOC117900500|XP_034666780.1|DSUB, LOC117897216|XP_034661820.1|DSUB, LOC117898471|XP_034663797.1|DSUB	LOC119072834|XP_037034037.1|BCOP
OG0000869	LOC117898684|XP_034664179.1|DSUB	LOC119071912|XP_037032926.1|BCOP
OG0000870	LOC117892389|XP_034654496.1|DSUB	LOC119079910|XP_037043895.1|BCOP
OG0000871	LOC117891499|XP_034652879.1|DSUB	LOC119066342|XP_037024650.1|BCOP, LOC119080211|XP_037044344.1|BCOP, LOC119084154|XP_037049900.1|BCOP, LOC119073231|XP_037034438.1|BCOP, LOC119073153|XP_037034349.1|BCOP, LOC119084536|XP_037050440.1|BCOP, LOC119079324|XP_037043015.1|BCOP, LOC119069709|XP_037029728.1|BCOP, LOC119069530|XP_037029500.1|BCOP, LOC119070130|XP_037030348.1|BCOP, LOC119071216|XP_037031920.1|BCOP, LOC119079423|XP_037043223.1|BCOP, LOC119082646|XP_037048121.1|BCOP, LOC119071173|XP_037031831.1|BCOP
OG0000873	LOC117893456|XP_034655967.1|DSUB	LOC119066871|XP_037025438.1|BCOP, LOC119066872|XP_037025441.1|BCOP
OG0000874	LOC117891144|XP_034652283.1|DSUB, LOC117890626|XP_034651464.1|DSUB	LOC119071112|XP_037031653.1|BCOP
OG0000875	LOC117898325|XP_034663540.1|DSUB, LOC117894676|XP_034657745.1|DSUB	LOC119085447|XP_037051763.1|BCOP
OG0000877	LOC117893832|XP_034656486.1|DSUB, LOC117903097|XP_034670800.1|DSUB	LOC119080405|XP_037044630.1|BCOP
OG0000882	LOC117903436|XP_034671351.1|DSUB, LOC117900113|XP_034666229.1|DSUB	LOC119067316|XP_037026121.1|BCOP
OG0000883	LOC117902707|XP_034670157.1|DSUB	LOC119068362|XP_037027826.1|BCOP, LOC119068300|XP_037027736.1|BCOP, LOC119080995|XP_037045546.1|BCOP, LOC119080818|XP_037045280.1|BCOP, LOC119085737|XP_037052100.1|BCOP, LOC119080377|XP_037044580.1|BCOP, LOC119085741|XP_037052103.1|BCOP, LOC119073230|XP_037034437.1|BCOP, LOC119078909|XP_037042534.1|BCOP
OG0000884	LOC117900769|XP_034667140.1|DSUB, LOC117903060|XP_034670698.1|DSUB	LOC119068721|XP_037028308.1|BCOP
OG0000885	LOC117898445|XP_034663741.1|DSUB	LOC119068824|XP_037028491.1|BCOP
OG0000886	LOC117896268|XP_034660351.1|DSUB	LOC119083322|XP_037048902.1|BCOP, LOC119083347|XP_037048934.1|BCOP
OG0000887	LOC117898452|XP_034663754.1|DSUB	LOC119070304|XP_037030468.1|BCOP
OG0000888	LOC117893704|XP_034656282.1|DSUB, LOC117893080|XP_034655387.1|DSUB	LOC119080382|XP_037044584.1|BCOP
OG0000889	LOC117895618|XP_034659260.1|DSUB	LOC119080079|XP_037044194.1|BCOP
OG0000890	LOC117890898|XP_034651883.1|DSUB	LOC119074495|XP_037036542.1|BCOP
OG0000891	LOC117902390|XP_034669605.1|DSUB	LOC119071905|XP_037032913.1|BCOP
OG0000892	LOC117894088|XP_034656848.1|DSUB	LOC119078708|XP_037042273.1|BCOP
OG0000893	LOC117897888|XP_034662855.1|DSUB	LOC119075563|XP_037037925.1|BCOP, LOC119075564|XP_037037927.1|BCOP, LOC119077985|XP_037041261.1|BCOP, LOC119084453|XP_037050329.1|BCOP, LOC119067881|XP_037027052.1|BCOP, LOC119074918|XP_037037203.1|BCOP
OG0000894	LOC117897395|XP_034662104.1|DSUB	LOC119068826|XP_037028494.1|BCOP
OG0000896	LOC117890326|XP_034651005.1|DSUB, LOC117903862|XP_034672240.1|DSUB	LOC119071864|XP_037032821.1|BCOP
OG0000907	LOC117891031|XP_034652088.1|DSUB	LOC119069087|XP_037028864.1|BCOP
OG0000909	LOC117896456|XP_034660676.1|DSUB	LOC119067056|XP_037025697.1|BCOP
OG0000910	LOC117903736|XP_034671985.1|DSUB	LOC119075482|XP_037037828.1|BCOP
OG0000911	LOC117891698|XP_034653181.1|DSUB	LOC119072888|XP_037034106.1|BCOP
OG0000912	LOC117894096|XP_034656860.1|DSUB, LOC117895661|XP_034659370.1|DSUB	LOC119075043|XP_037037336.1|BCOP
OG0000913	LOC117895191|XP_034658561.1|DSUB	LOC119080701|XP_037045051.1|BCOP
OG0000914	LOC117890297|XP_034650956.1|DSUB	LOC119081480|XP_037046373.1|BCOP
OG0000915	LOC117890118|XP_034650682.1|DSUB	LOC119084701|XP_037050673.1|BCOP
OG0000916	LOC117902779|XP_034670266.1|DSUB	LOC119085310|XP_037051561.1|BCOP, LOC119083725|XP_037049418.1|BCOP, LOC119083824|XP_037049514.1|BCOP, LOC119083729|XP_037049422.1|BCOP
OG0000917	LOC117897417|XP_034662135.1|DSUB, LOC117902191|XP_034669258.1|DSUB	LOC119082593|XP_037048030.1|BCOP
OG0000918	LOC117902111|XP_034669113.1|DSUB	LOC119076314|XP_037038876.1|BCOP
OG0000920	LOC117901383|XP_034668004.1|DSUB	LOC119083049|XP_037048568.1|BCOP
OG0000921	LOC117903531|XP_034671597.1|DSUB	LOC119078052|XP_037041367.1|BCOP
OG0000922	LOC117893161|XP_034655527.1|DSUB	LOC119068338|XP_037027793.1|BCOP, LOC119082934|XP_037048485.1|BCOP
OG0000923	LOC117897091|XP_034661626.1|DSUB	LOC119075006|XP_037037304.1|BCOP
OG0000924	LOC117903123|XP_034670840.1|DSUB	LOC119076113|XP_037038669.1|BCOP
OG0000925	LOC117898112|XP_034663189.1|DSUB	LOC119066547|XP_037024978.1|BCOP
OG0000935	LOC117898689|XP_034664196.1|DSUB	LOC119085662|XP_037052005.1|BCOP
OG0000936	LOC117896509|XP_034660754.1|DSUB	LOC119068158|XP_037027530.1|BCOP
OG0000937	LOC117899350|XP_034665194.1|DSUB	LOC119069164|XP_037028965.1|BCOP, LOC119069166|XP_037028969.1|BCOP, LOC119071087|XP_037031624.1|BCOP
OG0000938	LOC117903601|XP_034671733.1|DSUB	LOC119069567|XP_037029542.1|BCOP
OG0000939	LOC117901599|XP_034668302.1|DSUB, LOC117893086|XP_034655403.1|DSUB	LOC119069209|XP_037029080.1|BCOP
OG0000940	LOC117895700|XP_034659439.1|DSUB	LOC119067541|XP_037026493.1|BCOP
OG0000941	LOC117900854|XP_034667266.1|DSUB, LOC117903840|XP_034672186.1|DSUB	LOC119069063|XP_037028834.1|BCOP
OG0000942	LOC117893287|XP_034655744.1|DSUB, LOC117901433|XP_034668067.1|DSUB, LOC117896037|XP_034659937.1|DSUB, LOC117891920|XP_034653633.1|DSUB, LOC117890861|XP_034651839.1|DSUB, LOC117894869|XP_034658025.1|DSUB, LOC117889751|XP_034650088.1|DSUB, LOC117901084|XP_034667599.1|DSUB, LOC117892653|XP_034654901.1|DSUB, LOC117892336|XP_034654379.1|DSUB, LOC117891204|XP_034652433.1|DSUB, LOC117890859|XP_034651837.1|DSUB, LOC117896782|XP_034661172.1|DSUB, LOC117900972|XP_034667447.1|DSUB, LOC117890084|XP_034650634.1|DSUB, LOC117901312|XP_034667912.1|DSUB, LOC117889879|XP_034650279.1|DSUB, LOC117889983|XP_034650456.1|DSUB, LOC117901127|XP_034667656.1|DSUB, LOC117892360|XP_034654459.1|DSUB, LOC117901247|XP_034667819.1|DSUB	LOC119080805|XP_037045271.1|BCOP
OG0000943	LOC117890702|XP_034651607.1|DSUB, LOC117891473|XP_034652845.1|DSUB	LOC119075876|XP_037038336.1|BCOP
OG0000944	LOC117890053|XP_034650579.1|DSUB	LOC119081864|XP_037046988.1|BCOP
OG0000945	LOC117892913|XP_034655117.1|DSUB	LOC119083903|XP_037049611.1|BCOP
OG0000947	LOC117889847|XP_034650231.1|DSUB	LOC119081502|XP_037046404.1|BCOP
OG0000948	LOC117893090|XP_034655408.1|DSUB	LOC119071154|XP_037031801.1|BCOP
OG0000949	LOC117903043|XP_034670672.1|DSUB	LOC119076037|XP_037038552.1|BCOP
OG0000949	LOC117903045|XP_034670673.1|DSUB	LOC119076075|XP_037038619.1|BCOP
OG0000950	LOC117898460|XP_034663776.1|DSUB, LOC117896669|XP_034661007.1|DSUB	LOC119081508|XP_037046414.1|BCOP
OG0000951	LOC117899370|XP_034665241.1|DSUB, LOC117890771|XP_034651733.1|DSUB	LOC119084350|XP_037050187.1|BCOP
OG0000954	LOC117891459|XP_034652833.1|DSUB	LOC119081383|XP_037046166.1|BCOP, LOC119080804|XP_037045270.1|BCOP, LOC119074225|XP_037036139.1|BCOP
OG0000964	LOC117890027|XP_034650533.1|DSUB	LOC119085822|XP_037052212.1|BCOP
OG0000965	LOC117903296|XP_034671116.1|DSUB	LOC119083829|XP_037049526.1|BCOP
OG0000966	LOC117896371|XP_034660537.1|DSUB	LOC119073645|XP_037035139.1|BCOP, LOC119073195|XP_037034398.1|BCOP
OG0000968	LOC117893323|XP_034655802.1|DSUB	LOC119066471|XP_037024872.1|BCOP, LOC119068517|XP_037028018.1|BCOP, LOC119080041|XP_037044138.1|BCOP, LOC119067361|XP_037026171.1|BCOP, LOC119080036|XP_037044121.1|BCOP
OG0000969	LOC117889954|XP_034650402.1|DSUB	LOC119074494|XP_037036541.1|BCOP
OG0000970	LOC117903646|XP_034671838.1|DSUB, LOC117898785|XP_034664313.1|DSUB	LOC119073002|XP_037034221.1|BCOP, LOC119072601|XP_037033750.1|BCOP, LOC119077095|XP_037040152.1|BCOP, LOC119077140|XP_037040218.1|BCOP
OG0000971	LOC117901222|XP_034667783.1|DSUB	LOC119072932|XP_037034147.1|BCOP
OG0000972	LOC117894574|XP_034657603.1|DSUB	LOC119066215|XP_037024433.1|BCOP
OG0000975	LOC117899364|XP_034665234.1|DSUB, LOC117899575|XP_034665579.1|DSUB	LOC119075022|XP_037037326.1|BCOP
OG0000977	LOC117896528|XP_034660790.1|DSUB, LOC117896515|XP_034660774.1|DSUB	LOC119077973|XP_037041250.1|BCOP
OG0000978	LOC117899594|XP_034665604.1|DSUB	LOC119079549|XP_037043432.1|BCOP
OG0000980	LOC117899223|XP_034664988.1|DSUB, LOC117896612|XP_034660936.1|DSUB	LOC119085810|XP_037052186.1|BCOP, LOC119078875|XP_037042486.1|BCOP
OG0000981	LOC117901848|XP_034668686.1|DSUB	LOC119077440|XP_037040551.1|BCOP
OG0000988	LOC117902644|XP_034670060.1|DSUB	LOC119068079|XP_037027381.1|BCOP, LOC119080941|XP_037045463.1|BCOP
OG0000990	LOC117898579|XP_034663997.1|DSUB	LOC119070368|XP_037030562.1|BCOP
OG0000991	LOC117903063|XP_034670703.1|DSUB	LOC119066633|XP_037025092.1|BCOP, LOC119081459|XP_037046325.1|BCOP
OG0000992	LOC117897859|XP_034662823.1|DSUB	LOC119074967|XP_037037258.1|BCOP
OG0000994	LOC117903722|XP_034671962.1|DSUB	LOC119081336|XP_037046032.1|BCOP
OG0000995	LOC117893385|XP_034655872.1|DSUB	LOC119081827|XP_037046960.1|BCOP
OG0000996	LOC117890036|XP_034650545.1|DSUB	LOC119081619|XP_037046563.1|BCOP, LOC119081223|XP_037045842.1|BCOP, LOC119070962|XP_037031421.1|BCOP
OG0000997	LOC117891244|XP_034652481.1|DSUB, LOC117892676|XP_034654965.1|DSUB	LOC119076354|XP_037038949.1|BCOP
OG0000998	LOC117895560|XP_034659160.1|DSUB	LOC119074775|XP_037036948.1|BCOP, LOC119073498|XP_037034908.1|BCOP, LOC119074718|XP_037036896.1|BCOP
OG0000999	LOC117891704|XP_034653192.1|DSUB	LOC119084413|XP_037050276.1|BCOP
OG0001000	LOC117889783|XP_034650141.1|DSUB	LOC119073777|XP_037035340.1|BCOP
OG0001001	LOC117892455|XP_034654595.1|DSUB	LOC119075735|XP_037038174.1|BCOP
OG0001002	LOC117900490|XP_034666769.1|DSUB	LOC119074361|XP_037036358.1|BCOP, LOC119070352|XP_037030564.1|BCOP
OG0001003	LOC117896070|XP_034659984.1|DSUB	LOC119066211|XP_037024432.1|BCOP
OG0001004	LOC117896454|XP_034660675.1|DSUB	LOC119084063|XP_037049796.1|BCOP
OG0001005	LOC117895386|XP_034658902.1|DSUB	LOC119074410|XP_037036429.1|BCOP
OG0001006	LOC117894848|XP_034657994.1|DSUB	LOC119071631|XP_037032484.1|BCOP
OG0001007	LOC117891259|XP_034652522.1|DSUB	LOC119072482|XP_037033606.1|BCOP
OG0001008	LOC117889617|XP_034649932.1|DSUB	LOC119086069|XP_037052540.1|BCOP
OG0001009	LOC117898746|XP_034664259.1|DSUB, LOC117897638|XP_034662504.1|DSUB	LOC119075361|XP_037037690.1|BCOP
OG0001019	LOC117899343|XP_034665186.1|DSUB	LOC119069347|XP_037029316.1|BCOP
OG0001020	LOC117903910|XP_034672310.1|DSUB	LOC119078481|XP_037041936.1|BCOP, LOC119078471|XP_037041924.1|BCOP, LOC119069995|XP_037030138.1|BCOP
OG0001022	LOC117903289|XP_034671107.1|DSUB	LOC119081328|XP_037046015.1|BCOP
OG0001024	LOC117899346|XP_034665189.1|DSUB	LOC119082402|XP_037047828.1|BCOP, LOC119069342|XP_037029308.1|BCOP, LOC119069345|XP_037029310.1|BCOP, LOC119085058|XP_037051170.1|BCOP, LOC119085254|XP_037051486.1|BCOP
OG0001025	LOC117894385|XP_034657282.1|DSUB	LOC119081450|XP_037046283.1|BCOP, LOC119083125|XP_037048657.1|BCOP, LOC119083124|XP_037048656.1|BCOP, LOC119073089|XP_037034296.1|BCOP
OG0001026	LOC117891491|XP_034652862.1|DSUB	LOC119065982|XP_037024085.1|BCOP, LOC119075085|XP_037037371.1|BCOP, LOC119074505|XP_037036557.1|BCOP
OG0001027	LOC117893805|XP_034656442.1|DSUB	LOC119076434|XP_037039078.1|BCOP
OG0001028	LOC117901903|XP_034668759.1|DSUB	LOC119080337|XP_037044529.1|BCOP, LOC119082899|XP_037048456.1|BCOP, LOC119077960|XP_037041235.1|BCOP, LOC119077717|XP_037040893.1|BCOP, LOC119077716|XP_037040890.1|BCOP
OG0001031	LOC117902440|XP_034669713.1|DSUB	LOC119071712|XP_037032601.1|BCOP
OG0001032	LOC117901697|XP_034668450.1|DSUB	LOC119081634|XP_037046580.1|BCOP, LOC119081743|XP_037046809.1|BCOP, LOC119075007|XP_037037305.1|BCOP
OG0001033	LOC117901163|XP_034667705.1|DSUB, LOC117894020|XP_034656750.1|DSUB	LOC119068730|XP_037028321.1|BCOP, LOC119066556|XP_037024997.1|BCOP
OG0001034	LOC117892948|XP_034655161.1|DSUB	LOC119076343|XP_037038934.1|BCOP
OG0001042	LOC117898162|XP_034663262.1|DSUB	LOC119084984|XP_037051038.1|BCOP
OG0001043	LOC117897824|XP_034662773.1|DSUB	LOC119085900|XP_037052342.1|BCOP, LOC119069916|XP_037030028.1|BCOP
OG0001044	LOC117892658|XP_034654935.1|DSUB	LOC119073827|XP_037035519.1|BCOP, LOC119085590|XP_037051902.1|BCOP
OG0001045	LOC117891081|XP_034652152.1|DSUB	LOC119069797|XP_037029846.1|BCOP
OG0001046	LOC117892254|XP_034654256.1|DSUB	LOC119085214|XP_037051420.1|BCOP
OG0001047	LOC117890831|XP_034651804.1|DSUB	LOC119066651|XP_037025117.1|BCOP, LOC119073202|XP_037034406.1|BCOP
OG0001048	LOC117892034|XP_034653849.1|DSUB	LOC119085139|XP_037051310.1|BCOP
OG0001049	LOC117900405|XP_034666652.1|DSUB, LOC117895855|XP_034659711.1|DSUB	LOC119080206|XP_037044340.1|BCOP
OG0001050	LOC117894035|XP_034656773.1|DSUB	LOC119081569|XP_037046495.1|BCOP
OG0001051	LOC117900143|XP_034666266.1|DSUB	LOC119076391|XP_037039010.1|BCOP
OG0001052	LOC117902345|XP_034669537.1|DSUB	LOC119075377|XP_037037706.1|BCOP
OG0001053	LOC117891625|XP_034653058.1|DSUB	LOC119072009|XP_037033024.1|BCOP, LOC119071048|XP_037031555.1|BCOP
OG0001054	LOC117897522|XP_034662329.1|DSUB	LOC119077890|XP_037041149.1|BCOP
OG0001056	LOC117893363|XP_034655850.1|DSUB	LOC119075793|XP_037038255.1|BCOP
OG0001057	LOC117900137|XP_034666255.1|DSUB, LOC117900136|XP_034666253.1|DSUB	LOC119081015|XP_037045593.1|BCOP
OG0001058	LOC117903193|XP_034670971.1|DSUB	LOC119067766|XP_037026805.1|BCOP
OG0001059	LOC117894396|XP_034657289.1|DSUB	LOC119082553|XP_037047962.1|BCOP
OG0001060	LOC117892851|XP_034655083.1|DSUB, LOC117893038|XP_034655302.1|DSUB, LOC117896757|XP_034661123.1|DSUB, LOC117896283|XP_034660378.1|DSUB	LOC119067032|XP_037025663.1|BCOP
OG0001072	LOC117894845|XP_034657992.1|DSUB	LOC119076224|XP_037038774.1|BCOP
OG0001073	LOC117896380|XP_034660552.1|DSUB	LOC119068180|XP_037027566.1|BCOP
OG0001074	LOC117891125|XP_034652221.1|DSUB	LOC119083179|XP_037048734.1|BCOP
OG0001075	LOC117895805|XP_034659617.1|DSUB	LOC119073761|XP_037035323.1|BCOP
OG0001078	LOC117900894|XP_034667320.1|DSUB	LOC119083630|XP_037049263.1|BCOP, LOC119083310|XP_037048891.1|BCOP, LOC119085253|XP_037051484.1|BCOP, LOC119083868|XP_037049572.1|BCOP, LOC119066619|XP_037025072.1|BCOP, LOC119074776|XP_037036944.1|BCOP, LOC119073855|XP_037035613.1|BCOP
OG0001079	LOC117895434|XP_034658979.1|DSUB	LOC119080836|XP_037045291.1|BCOP
OG0001080	LOC117895626|XP_034659271.1|DSUB	LOC119076015|XP_037038502.1|BCOP
OG0001081	LOC117898504|XP_034663848.1|DSUB	LOC119077092|XP_037040147.1|BCOP, LOC119076408|XP_037039035.1|BCOP, LOC119073269|XP_037034544.1|BCOP
OG0001082	LOC117889829|XP_034650202.1|DSUB	LOC119076850|XP_037039752.1|BCOP
OG0001083	LOC117895332|XP_034658796.1|DSUB	LOC119082042|XP_037047264.1|BCOP, LOC119066221|XP_037024443.1|BCOP, LOC119074746|XP_037036908.1|BCOP
OG0001084	LOC117891060|XP_034652123.1|DSUB	LOC119076818|XP_037039701.1|BCOP, LOC119073995|XP_037035817.1|BCOP
