Orthogroup	DSUB.longest_only	DVIR.longest_only
OG0002459	LOC117890822|XP_034651785.1|DSUB	LOC6635347|XP_002058874.2|DVIR
OG0002460	LOC117890219|XP_034650848.1|DSUB	LOC6627195|XP_002049440.1|DVIR
OG0002461	LOC117892434|XP_034654564.1|DSUB	LOC6625381|XP_002049491.1|DVIR
OG0002462	LOC117892153|XP_034654092.1|DSUB	LOC6635370|XP_032293054.1|DVIR
OG0002463	LOC117889838|XP_034650218.1|DSUB	LOC6625976|XP_002049991.1|DVIR
OG0002464	LOC117891876|XP_034653532.1|DSUB	LOC6627244|XP_002049165.1|DVIR
OG0002465	LOC117890474|XP_034651228.1|DSUB	LOC6625051|XP_002049172.1|DVIR
OG0002466	LOC117902931|XP_034670419.1|DSUB	LOC6636225|XP_015024116.1|DVIR
OG0002467	LOC117893517|XP_034656047.1|DSUB	LOC6623886|XP_002047380.1|DVIR
OG0002468	LOC117894308|XP_034657166.1|DSUB	LOC6624432|XP_002047474.3|DVIR
OG0002469	LOC117896058|XP_034659962.1|DSUB	LOC6634899|XP_002058487.1|DVIR, LOC116651855|XP_032294940.1|DVIR
OG0002470	LOC117892298|XP_034654331.1|DSUB	LOC116651652|XP_032294342.1|DVIR, LOC6624988|XP_002048919.1|DVIR
OG0002471	LOC117891936|XP_034653669.1|DSUB	LOC6625519|XP_002048995.1|DVIR
OG0002472	LOC117890429|XP_034651140.1|DSUB	LOC116649771|XP_032292967.1|DVIR, LOC6626226|XP_032293125.1|DVIR
OG0002473	LOC117892197|XP_034654180.1|DSUB	LOC6626281|XP_002049219.1|DVIR
OG0002474	LOC117893743|XP_034656363.1|DSUB	LOC6622527|XP_032290032.1|DVIR
OG0002475	LOC117897280|XP_034661902.1|DSUB	LOC6632621|XP_032289526.1|DVIR
OG0002476	LOC117889941|XP_034650368.1|DSUB	LOC6627046|XP_002050076.1|DVIR
OG0002477	LOC117890649|XP_034651492.1|DSUB	LOC6625326|XP_002049092.1|DVIR
OG0002478	LOC117890615|XP_034651447.1|DSUB	LOC6635355|XP_032293341.1|DVIR
OG0002479	LOC117891349|XP_034652670.1|DSUB	LOC6626954|XP_002049406.2|DVIR
OG0002480	LOC117890215|XP_034650839.1|DSUB	LOC6635312|XP_002058847.2|DVIR
OG0002481	LOC117891963|XP_034653729.1|DSUB, LOC117897489|XP_034662271.1|DSUB	LOC6633495|XP_002057354.1|DVIR
OG0002482	LOC117892482|XP_034654626.1|DSUB	LOC6626319|XP_002049526.1|DVIR
OG0002483	LOC117892621|XP_034654863.1|DSUB	LOC6624975|XP_002049956.2|DVIR, LOC116649724|XP_032288816.1|DVIR
OG0002484	LOC117891166|XP_034652380.1|DSUB	LOC6626776|XP_002050089.1|DVIR
OG0002485	LOC117890572|XP_034651397.1|DSUB	LOC6635360|XP_002058906.1|DVIR
OG0002486	LOC117894976|XP_034658206.1|DSUB	LOC6622819|XP_002048016.2|DVIR
OG0002488	LOC117890308|XP_034650978.1|DSUB	LOC6626699|XP_002049899.1|DVIR
OG0002489	LOC117895752|XP_034659513.1|DSUB	LOC6622383|XP_002047495.2|DVIR
OG0002490	LOC117891295|XP_034652591.1|DSUB	LOC6625324|XP_032293089.1|DVIR
OG0002491	LOC117893366|XP_034655848.1|DSUB	LOC6624330|XP_032290019.1|DVIR, LOC6623227|XP_002048668.1|DVIR
OG0002492	LOC117890506|XP_034651296.1|DSUB	LOC6625213|XP_002049579.1|DVIR
OG0002493	LOC117891286|XP_034652569.1|DSUB	LOC6625936|XP_002048904.3|DVIR
OG0002494	LOC117896409|XP_034660616.1|DSUB	LOC6632765|XP_032289688.1|DVIR
OG0002495	LOC117891516|XP_034652902.1|DSUB	LOC6626491|XP_002049690.1|DVIR
OG0002496	LOC117896550|XP_034660826.1|DSUB	LOC6630434|XP_002053475.1|DVIR
OG0002497	LOC117894502|XP_034657503.1|DSUB	LOC6623667|XP_002046197.1|DVIR
OG0002498	LOC117893376|XP_034655861.1|DSUB, LOC117903686|XP_034671915.1|DSUB, LOC117894566|XP_034657594.1|DSUB	LOC6624599|XP_032291197.1|DVIR
OG0002499	LOC117892942|XP_034655156.1|DSUB	LOC6623060|XP_002047097.1|DVIR
OG0002500	LOC117899016|XP_034664666.1|DSUB	LOC6633007|XP_002056129.2|DVIR
OG0002501	LOC117900366|XP_034666605.1|DSUB	LOC6632477|XP_002056290.1|DVIR, LOC6633230|XP_002056288.2|DVIR, LOC6635710|XP_002059259.1|DVIR
OG0002502	LOC117889796|XP_034650163.1|DSUB	LOC6625394|XP_002050139.1|DVIR
OG0002504	LOC117894339|XP_034657215.1|DSUB	LOC6622635|XP_002048446.1|DVIR
OG0002505	LOC117892181|XP_034654158.1|DSUB	LOC6625642|XP_002050312.1|DVIR
OG0002508	LOC117903827|XP_034672169.1|DSUB	LOC6632167|XP_015026462.1|DVIR
OG0002509	LOC117892086|XP_034653968.1|DSUB	LOC6625947|XP_002050344.1|DVIR
OG0002510	LOC117898191|XP_034663305.1|DSUB	LOC116651813|XP_032294774.1|DVIR, LOC6631778|XP_002055186.1|DVIR
OG0002511	LOC117899685|XP_034665766.1|DSUB	LOC6630584|XP_002053856.1|DVIR
OG0002512	LOC117902985|XP_034670574.1|DSUB	LOC6636244|XP_032290094.1|DVIR
OG0002513	LOC117896960|XP_034661396.1|DSUB	LOC6630047|XP_032295129.1|DVIR
OG0002514	LOC117895628|XP_034659274.1|DSUB	LOC6622802|XP_002047051.1|DVIR
OG0002516	LOC117899252|XP_034665027.1|DSUB	LOC6632985|XP_002056488.1|DVIR
OG0002517	LOC117902988|XP_034670594.1|DSUB	LOC6631993|XP_015026584.1|DVIR
OG0002518	LOC117898978|XP_034664610.1|DSUB	LOC6632911|XP_002056256.2|DVIR
OG0002519	LOC117891654|XP_034653097.1|DSUB	LOC6626381|XP_002050055.1|DVIR
OG0002520	LOC117903680|XP_034671909.1|DSUB	LOC6634752|XP_032296415.1|DVIR
OG0002522	LOC117896621|XP_034660950.1|DSUB	LOC6632851|XP_002056249.2|DVIR
OG0002523	LOC117896812|XP_034661208.1|DSUB	LOC6629771|XP_032296730.1|DVIR
OG0002524	LOC117891203|XP_034652436.1|DSUB	LOC6631436|XP_002054960.2|DVIR
OG0002525	LOC117894223|XP_034657030.1|DSUB	LOC6623603|XP_002046943.1|DVIR
OG0002526	LOC117896919|XP_034661350.1|DSUB	LOC6634883|XP_002058502.1|DVIR
OG0002528	LOC117902322|XP_034669506.1|DSUB	LOC6633576|XP_032296548.1|DVIR
OG0002529	LOC117899127|XP_034664810.1|DSUB	LOC6632842|XP_002055815.2|DVIR
OG0002530	LOC117900270|XP_034666472.1|DSUB	LOC6633928|XP_002057617.1|DVIR
OG0002531	LOC117901721|XP_034668490.1|DSUB	LOC6628243|XP_002051454.1|DVIR
OG0002532	LOC117897807|XP_034662747.1|DSUB	LOC6636757|XP_002060215.1|DVIR
OG0002533	LOC117900940|XP_034667401.1|DSUB	LOC6631944|XP_032295595.1|DVIR
OG0002534	LOC117890724|XP_034651663.1|DSUB	LOC116650963|XP_032292198.1|DVIR, LOC6627209|XP_002050127.1|DVIR
OG0002535	LOC117894708|XP_034657780.1|DSUB	LOC6623057|XP_002047571.1|DVIR
OG0002536	LOC117896936|XP_034661367.1|DSUB	LOC6632465|XP_002055851.1|DVIR
OG0002537	LOC117889835|XP_034650214.1|DSUB	LOC6625980|XP_002049995.1|DVIR
OG0002539	LOC117892279|XP_034654290.1|DSUB	LOC6626336|XP_002048866.1|DVIR
OG0002540	LOC117898786|XP_034664314.1|DSUB	LOC6633086|XP_002055964.1|DVIR
OG0002541	LOC117899508|XP_034665454.1|DSUB	LOC6631520|XP_002055317.2|DVIR
OG0002542	LOC117898513|XP_034663866.1|DSUB	LOC116652257|XP_032296378.1|DVIR, LOC116650157|XP_032289359.1|DVIR
OG0002543	LOC117892422|XP_034654550.1|DSUB	LOC6633651|XP_002056845.1|DVIR
OG0002544	LOC117899031|XP_034664681.1|DSUB	LOC6630918|XP_002053777.3|DVIR
OG0002545	LOC117903286|XP_034671106.1|DSUB	LOC116650021|XP_032289246.1|DVIR, LOC6634734|XP_002058333.1|DVIR
OG0002547	LOC117899107|XP_034664789.1|DSUB	LOC6633661|XP_002056855.1|DVIR
OG0002548	LOC117889903|XP_034650350.1|DSUB	LOC6631430|XP_015026689.1|DVIR
OG0002549	LOC117895631|XP_034659325.1|DSUB	LOC6631708|XP_002055356.2|DVIR
OG0002550	LOC117903214|XP_034670990.1|DSUB	LOC6636663|XP_032295784.1|DVIR
OG0002551	LOC117897992|XP_034663009.1|DSUB	LOC6629368|XP_002054446.1|DVIR
OG0002552	LOC117902413|XP_034669646.1|DSUB	LOC6628593|XP_002051208.1|DVIR
OG0002553	LOC117901822|XP_034668646.1|DSUB	LOC6631304|XP_002055047.2|DVIR
OG0002554	LOC117890351|XP_034651039.1|DSUB	LOC6636074|XP_002059605.1|DVIR
OG0002555	LOC117903536|XP_034671615.1|DSUB	LOC6633257|XP_002056881.1|DVIR
OG0002556	LOC117901729|XP_034668502.1|DSUB	LOC6628241|XP_002051452.1|DVIR
OG0002557	LOC117903739|XP_034671992.1|DSUB	LOC6636139|XP_002059533.1|DVIR
OG0002558	LOC117898495|XP_034663828.1|DSUB	LOC6630784|XP_002054818.1|DVIR
OG0002559	LOC117897300|XP_034661932.1|DSUB	LOC6622331|XP_002046689.1|DVIR
OG0002560	LOC117897839|XP_034662796.1|DSUB	LOC6635140|XP_002058377.1|DVIR
OG0002561	LOC117897240|XP_034661850.1|DSUB	LOC6629714|XP_015027367.1|DVIR
OG0002562	LOC117901353|XP_034667957.1|DSUB	LOC6631727|XP_002055574.1|DVIR
OG0002563	LOC117903390|XP_034671266.1|DSUB	LOC6632110|XP_002055633.2|DVIR
OG0002564	LOC117897809|XP_034662749.1|DSUB	LOC6629500|XP_002054520.1|DVIR
OG0002565	LOC117898264|XP_034663409.1|DSUB	LOC6630710|XP_015027608.1|DVIR
OG0002566	LOC117899282|XP_034665078.1|DSUB	LOC6632909|XP_032289505.1|DVIR
OG0002567	LOC117903682|XP_034671911.1|DSUB	LOC6634754|XP_002058047.1|DVIR
OG0002568	LOC117899493|XP_034665433.1|DSUB	LOC116650007|XP_032289212.1|DVIR, LOC6636925|XP_002060381.1|DVIR
OG0002569	LOC117894689|XP_034657758.1|DSUB	LOC6624697|XP_002048134.1|DVIR
OG0002570	LOC117897756|XP_034662688.1|DSUB	LOC6632585|XP_032289521.1|DVIR
OG0002571	LOC117896270|XP_034660352.1|DSUB	LOC6632587|XP_032289414.1|DVIR
OG0002572	LOC117892574|XP_034654793.1|DSUB, LOC117890603|XP_034651433.1|DSUB	LOC6624918|XP_002049113.2|DVIR
OG0002573	LOC117897055|XP_034661538.1|DSUB	LOC6632812|XP_002056239.1|DVIR
OG0002574	LOC117896619|XP_034660947.1|DSUB	LOC6632906|XP_002056251.1|DVIR
OG0002575	LOC117896085|XP_034660015.1|DSUB	LOC6630886|XP_002053132.1|DVIR
OG0002576	LOC117897559|XP_034662387.1|DSUB	LOC6633341|XP_015025541.1|DVIR
OG0002577	LOC117894006|XP_034656720.1|DSUB	LOC6623064|XP_002046706.1|DVIR
OG0002578	LOC117902080|XP_034669064.1|DSUB	LOC6628939|XP_002052754.1|DVIR
OG0002579	LOC117901605|XP_034668312.1|DSUB	LOC6628949|XP_002052352.1|DVIR
OG0002580	LOC117890762|XP_034651713.1|DSUB	LOC6636415|XP_002059871.1|DVIR
OG0002581	LOC117898688|XP_034664182.1|DSUB	LOC6629936|XP_032295268.1|DVIR
OG0002582	LOC117899624|XP_034665669.1|DSUB	LOC6635257|XP_002058740.2|DVIR
OG0002583	LOC117898317|XP_034663504.1|DSUB	LOC6631198|XP_015027260.2|DVIR
OG0002584	LOC117895754|XP_034659517.1|DSUB	LOC6622428|XP_002047498.1|DVIR
OG0002585	LOC117895756|XP_034659520.1|DSUB	LOC26531275|XP_015031718.1|DVIR
OG0002586	LOC117898444|XP_034663740.1|DSUB	LOC6631195|XP_015026832.1|DVIR
OG0002587	LOC117897375|XP_034662065.1|DSUB	LOC6631010|XP_002053954.2|DVIR
OG0002588	LOC117898125|XP_034663207.1|DSUB	LOC6630043|XP_002054562.1|DVIR
OG0002589	LOC117896194|XP_034660176.1|DSUB	LOC116650263|XP_032289392.1|DVIR, LOC6631036|XP_002054127.1|DVIR
OG0002590	LOC117894470|XP_034657466.1|DSUB	LOC6631877|XP_002054950.3|DVIR
OG0002591	LOC117896168|XP_034660140.1|DSUB	LOC6629475|XP_002054090.2|DVIR
OG0002592	LOC117898743|XP_034664256.1|DSUB	LOC6633217|XP_032289571.1|DVIR
OG0002593	LOC117896347|XP_034660480.1|DSUB	LOC6632299|XP_032289426.1|DVIR
OG0002594	LOC117899730|XP_034665865.1|DSUB	LOC6635144|XP_032294877.1|DVIR
OG0002595	LOC117898435|XP_034663718.1|DSUB	LOC6631149|XP_032294836.1|DVIR
OG0002596	LOC117897390|XP_034662093.1|DSUB	LOC6633125|XP_032289559.1|DVIR
OG0002597	LOC117898694|XP_034664200.1|DSUB	LOC6633090|XP_002056273.1|DVIR
OG0002598	LOC117895968|XP_034659814.1|DSUB	LOC6635161|XP_032289352.1|DVIR
OG0002599	LOC117897700|XP_034662612.1|DSUB	LOC6635268|XP_032289863.1|DVIR
OG0002600	LOC117891903|XP_034653617.1|DSUB	LOC6625917|XP_032292514.1|DVIR
OG0002601	LOC117896831|XP_034661236.1|DSUB	LOC6635018|XP_032295288.1|DVIR
OG0002602	LOC117896751|XP_034661107.1|DSUB	LOC6629687|XP_002053985.1|DVIR
OG0002603	LOC117898065|XP_034663126.1|DSUB	LOC6633172|XP_002056154.2|DVIR
OG0002604	LOC117898047|XP_034663097.1|DSUB	LOC6633169|XP_002056151.1|DVIR
OG0002605	LOC117899669|XP_034665747.1|DSUB	LOC6635076|XP_002058722.2|DVIR
OG0002606	LOC117897376|XP_034662067.1|DSUB	LOC6634999|XP_032294889.1|DVIR
OG0002607	LOC117897388|XP_034662087.1|DSUB	LOC6634997|XP_002058510.1|DVIR
OG0002608	LOC117898024|XP_034663052.1|DSUB	LOC6629862|XP_002053339.2|DVIR
OG0002609	LOC117892531|XP_034654726.1|DSUB	LOC6635811|XP_002059320.1|DVIR
OG0002610	LOC117895994|XP_034659872.1|DSUB	LOC6634891|XP_002058479.1|DVIR
OG0002611	LOC117897632|XP_034662496.1|DSUB	LOC6629943|XP_002053001.1|DVIR
OG0002612	LOC117899160|XP_034664910.1|DSUB	LOC6630384|XP_002054010.3|DVIR
OG0002613	LOC117897041|XP_034661515.1|DSUB	LOC6634856|XP_032295367.1|DVIR
OG0002614	LOC117897409|XP_034662125.1|DSUB	LOC6630904|XP_032295023.1|DVIR
OG0002615	LOC117893067|XP_034655365.1|DSUB	LOC6636754|XP_015023757.1|DVIR
OG0002616	LOC117898548|XP_034663917.1|DSUB	LOC6629666|XP_002054760.1|DVIR
OG0002617	LOC117899622|XP_034665667.1|DSUB	LOC6636758|XP_002060216.2|DVIR
OG0002618	LOC117896395|XP_034660591.1|DSUB	LOC6633030|XP_002056057.1|DVIR
OG0002619	LOC117896556|XP_034660833.1|DSUB	LOC6632599|XP_015025908.1|DVIR
OG0002620	LOC117897116|XP_034661657.1|DSUB	LOC6630337|XP_032296716.1|DVIR
OG0002621	LOC117897437|XP_034662167.1|DSUB	LOC6632383|XP_002056006.1|DVIR
OG0002622	LOC117893397|XP_034655886.1|DSUB	LOC6623661|XP_002046182.1|DVIR
OG0002623	LOC117898265|XP_034663410.1|DSUB	LOC6631265|XP_002053817.1|DVIR
OG0002624	LOC117899701|XP_034665799.1|DSUB	LOC6631089|XP_015027546.1|DVIR
OG0002625	LOC117899135|XP_034664825.1|DSUB	LOC6631086|XP_032293614.1|DVIR
OG0002626	LOC117898253|XP_034663398.1|DSUB	LOC6634576|XP_015025027.1|DVIR
OG0002627	LOC117897929|XP_034662905.1|DSUB	LOC6635190|XP_032295110.1|DVIR
OG0002628	LOC117897171|XP_034661760.1|DSUB	LOC6629424|XP_002054356.1|DVIR
OG0002629	LOC117898340|XP_034663556.1|DSUB	LOC6630593|XP_032289968.1|DVIR
OG0002630	LOC117899412|XP_034665290.1|DSUB	LOC116649744|XP_032296074.1|DVIR, LOC6633139|XP_002056378.1|DVIR
OG0002631	LOC117896072|XP_034659989.1|DSUB	LOC6632593|XP_002056020.1|DVIR
OG0002632	LOC117897586|XP_034662431.1|DSUB	LOC6630007|XP_002054769.1|DVIR
OG0002633	LOC117897060|XP_034661547.1|DSUB	LOC6632845|XP_002056243.1|DVIR
OG0002634	LOC117899474|XP_034665392.1|DSUB	LOC6634924|XP_015024863.1|DVIR
OG0002635	LOC117896145|XP_034660109.1|DSUB	LOC6630829|XP_002054115.1|DVIR, LOC116650260|XP_032289390.1|DVIR
OG0002636	LOC117896330|XP_034660461.1|DSUB	LOC6634970|XP_002058717.1|DVIR
OG0002637	LOC117900754|XP_034667126.1|DSUB	LOC6627882|XP_002052006.1|DVIR
OG0002638	LOC117898881|XP_034664455.1|DSUB	LOC6635219|XP_002058407.1|DVIR
OG0002639	LOC117898382|XP_034663624.1|DSUB	LOC6632841|XP_032289476.1|DVIR
OG0002640	LOC117896784|XP_034661171.1|DSUB	LOC6634847|XP_032295195.1|DVIR
OG0002641	LOC117898804|XP_034664340.1|DSUB	LOC6634941|XP_002058530.1|DVIR
OG0002642	LOC117898272|XP_034663418.1|DSUB	LOC6634942|XP_002058531.2|DVIR
OG0002643	LOC117898266|XP_034663411.1|DSUB	LOC6634943|XP_032295196.1|DVIR
OG0002644	LOC117896604|XP_034660928.1|DSUB	LOC6634907|XP_002058559.2|DVIR
OG0002645	LOC117898163|XP_034663263.1|DSUB	LOC6635113|XP_002058565.3|DVIR
OG0002646	LOC117896842|XP_034661256.1|DSUB	LOC6629525|XP_002053327.1|DVIR
OG0002647	LOC117899516|XP_034665460.1|DSUB	LOC6631002|XP_002053948.1|DVIR
OG0002648	LOC117896635|XP_034660971.1|DSUB	LOC6630976|XP_015027552.1|DVIR
OG0002649	LOC117899104|XP_034664776.1|DSUB	LOC6630304|XP_002054189.2|DVIR
OG0002650	LOC117899514|XP_034665457.1|DSUB	LOC6631001|XP_002053947.1|DVIR
OG0002651	LOC117896086|XP_034660016.1|DSUB	LOC6630890|XP_002053136.2|DVIR
OG0002652	LOC117899614|XP_034665648.1|DSUB	LOC6632380|XP_002056003.1|DVIR
OG0002653	LOC117896779|XP_034661146.1|DSUB	LOC6634933|XP_002058703.2|DVIR
OG0002654	LOC117896279|XP_034660373.1|DSUB	LOC6634866|XP_002058701.2|DVIR
OG0002655	LOC117899157|XP_034664897.1|DSUB	LOC6630088|XP_015027628.1|DVIR
OG0002656	LOC117896828|XP_034661229.1|DSUB	LOC6632238|XP_002056086.1|DVIR
OG0002657	LOC117896144|XP_034660108.1|DSUB	LOC116651819|XP_032294781.1|DVIR, LOC6630830|XP_015027010.1|DVIR, LOC116652017|XP_032295552.1|DVIR
OG0002658	LOC117896161|XP_034660129.1|DSUB	LOC6632826|XP_002055912.1|DVIR
OG0002659	LOC117899463|XP_034665369.1|DSUB	LOC6629697|XP_002053978.2|DVIR
OG0002660	LOC117903024|XP_034670649.1|DSUB	LOC116651871|XP_032295006.1|DVIR, LOC6631788|XP_002054917.2|DVIR, LOC6631814|XP_002054916.3|DVIR
OG0002661	LOC117897407|XP_034662122.1|DSUB	LOC6630909|XP_002054503.2|DVIR
OG0002662	LOC117892282|XP_034654292.1|DSUB	LOC6626782|XP_002048868.2|DVIR
OG0002663	LOC117899567|XP_034665568.1|DSUB	LOC6632224|XP_032288783.1|DVIR
OG0002664	LOC117900475|XP_034666746.1|DSUB	LOC6635690|XP_032294736.1|DVIR
OG0002665	LOC117892717|XP_034655028.1|DSUB	LOC6626435|XP_002050408.1|DVIR
OG0002666	LOC117892712|XP_034655019.1|DSUB	LOC6626433|XP_032291562.1|DVIR
OG0002667	LOC117891189|XP_034652414.1|DSUB	LOC6625345|XP_002050427.1|DVIR
OG0002668	LOC117893556|XP_034656109.1|DSUB	LOC6623090|XP_002046391.1|DVIR
OG0002669	LOC117900409|XP_034666655.1|DSUB	LOC6634373|XP_002057567.2|DVIR
OG0002670	LOC117894133|XP_034656918.1|DSUB	LOC6624002|XP_002048292.1|DVIR
OG0002671	LOC117894131|XP_034656911.1|DSUB	LOC6624557|XP_032291186.1|DVIR
OG0002672	LOC117892248|XP_034654251.1|DSUB	LOC6625388|XP_032291864.1|DVIR
OG0002673	LOC117889844|XP_034650228.1|DSUB	LOC6625549|XP_002049984.1|DVIR
OG0002674	LOC117891185|XP_034652403.1|DSUB	LOC6625587|XP_032292247.1|DVIR
OG0002675	LOC117893292|XP_034655753.1|DSUB	LOC116650698|XP_032291023.1|DVIR, LOC6624033|XP_002046400.1|DVIR
OG0002676	LOC117891436|XP_034652799.1|DSUB	LOC6626232|XP_015029601.1|DVIR
OG0002677	LOC117892216|XP_034654207.1|DSUB	LOC6624864|XP_002048883.2|DVIR
OG0002678	LOC117890720|XP_034651653.1|DSUB	LOC6636494|XP_002059856.2|DVIR, LOC116651242|XP_032293119.1|DVIR
OG0002679	LOC117889834|XP_034650207.1|DSUB	LOC6635320|XP_015024709.1|DVIR
OG0002680	LOC117903564|XP_034671662.1|DSUB	LOC6636012|XP_002059512.2|DVIR
OG0002681	LOC117891779|XP_034653336.1|DSUB	LOC6626444|XP_015029361.1|DVIR
OG0002682	LOC117895851|XP_034659707.1|DSUB	LOC6636600|XP_002060037.1|DVIR
OG0002683	LOC117898193|XP_034663303.1|DSUB	LOC6630638|XP_002053636.1|DVIR
OG0002684	LOC117897141|XP_034661741.1|DSUB	LOC6636728|XP_002060123.1|DVIR
OG0002685	LOC117895288|XP_034658721.1|DSUB	LOC6623295|XP_032291406.1|DVIR
OG0002686	LOC117895591|XP_034659232.1|DSUB	LOC6624133|XP_002047420.2|DVIR
OG0002687	LOC117895428|XP_034658959.1|DSUB	LOC6622458|XP_015030656.1|DVIR
OG0002688	LOC117893567|XP_034656127.1|DSUB	LOC6624633|XP_002046613.2|DVIR
OG0002689	LOC117903554|XP_034671646.1|DSUB	LOC6636656|XP_002060134.3|DVIR
OG0002690	LOC117894562|XP_034657576.1|DSUB	LOC6623211|XP_002048545.2|DVIR
OG0002691	LOC117890692|XP_034651575.1|DSUB	LOC6627023|XP_032292559.1|DVIR
OG0002692	LOC117892161|XP_034654116.1|DSUB	LOC6625794|XP_002049990.2|DVIR
OG0002693	LOC117895281|XP_034658706.1|DSUB	LOC6622257|XP_002046376.1|DVIR
OG0002694	LOC117892350|XP_034654442.1|DSUB	LOC6625751|XP_002050525.1|DVIR
OG0002695	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB	LOC6624301|XP_002046357.1|DVIR
OG0002696	LOC117893413|XP_034655915.1|DSUB	LOC6624018|XP_002046263.1|DVIR
OG0002697	LOC117894127|XP_034656906.1|DSUB	LOC6623630|XP_002048297.2|DVIR
OG0002698	LOC117895404|XP_034658924.1|DSUB	LOC6623148|XP_002046097.1|DVIR
OG0002699	LOC117893302|XP_034655770.1|DSUB	LOC6624128|XP_032290421.1|DVIR
OG0002700	LOC117895183|XP_034658539.1|DSUB	LOC6624275|XP_015031261.1|DVIR
OG0002701	LOC117891624|XP_034653053.1|DSUB	LOC6626896|XP_032292027.1|DVIR
OG0002702	LOC117892754|XP_034655071.1|DSUB	LOC6635990|XP_032291822.1|DVIR
OG0002703	LOC117890673|XP_034651540.1|DSUB	LOC6635870|XP_032292207.1|DVIR
OG0002704	LOC117889851|XP_034650241.1|DSUB	LOC6636474|XP_002059923.1|DVIR
OG0002705	LOC117893058|XP_034655350.1|DSUB	LOC6623654|XP_032290414.1|DVIR
OG0002706	LOC117890741|XP_034651683.1|DSUB	LOC6636403|XP_002059860.2|DVIR, LOC116650969|XP_032292216.1|DVIR
OG0002707	LOC117892906|XP_034655101.1|DSUB	LOC116649739|XP_032289273.1|DVIR, LOC6622609|XP_032291371.1|DVIR
OG0002708	LOC117894542|XP_034657553.1|DSUB	LOC6623578|XP_002046204.1|DVIR
OG0002709	LOC117892697|XP_034654999.1|DSUB	LOC6635980|XP_002059409.1|DVIR, LOC116650853|XP_032291624.1|DVIR
OG0002710	LOC117892699|XP_034655001.1|DSUB	LOC6635886|XP_002059411.1|DVIR, LOC116650883|XP_032291737.1|DVIR
OG0002711	LOC117890401|XP_034651101.1|DSUB	LOC116650916|XP_032291959.1|DVIR, LOC6635885|XP_002059410.2|DVIR
OG0002712	LOC117890079|XP_034650625.1|DSUB	LOC6626473|XP_015030010.1|DVIR
OG0002713	LOC117889904|XP_034650311.1|DSUB	LOC6625183|XP_032291966.1|DVIR
OG0002714	LOC117891828|XP_034653460.1|DSUB	LOC6627083|XP_002048787.3|DVIR
OG0002715	LOC117894505|XP_034657544.1|DSUB	LOC6631705|XP_032295599.1|DVIR
OG0002716	LOC117891951|XP_034653698.1|DSUB	LOC6635853|XP_032292106.1|DVIR
OG0002717	LOC117897619|XP_034662476.1|DSUB	LOC6631242|XP_002053643.1|DVIR
OG0002718	LOC117894928|XP_034658122.1|DSUB	LOC6623902|XP_002046864.2|DVIR
OG0002719	LOC117899591|XP_034665601.1|DSUB	LOC6629673|XP_002053656.1|DVIR
OG0002720	LOC117893025|XP_034655274.1|DSUB	LOC6624282|XP_002046933.3|DVIR
OG0002721	LOC117902289|XP_034669457.1|DSUB	LOC6634257|XP_002057643.1|DVIR
OG0002722	LOC117891979|XP_034653745.1|DSUB	LOC6635983|XP_002059301.1|DVIR
OG0002723	LOC117890190|XP_034650787.1|DSUB	LOC6625042|XP_002048813.1|DVIR
OG0002724	LOC117897114|XP_034661655.1|DSUB	LOC6630336|XP_002053011.1|DVIR
OG0002725	LOC117893837|XP_034656492.1|DSUB	LOC6622854|XP_002047549.1|DVIR
OG0002726	LOC117895344|XP_034658811.1|DSUB	LOC6624184|XP_002047426.1|DVIR
OG0002727	LOC117893043|XP_034655310.1|DSUB	LOC6622691|XP_002047242.1|DVIR
OG0002728	LOC117890107|XP_034650664.1|DSUB	LOC6625156|XP_002050617.2|DVIR
OG0002729	LOC117892975|XP_034655206.1|DSUB	LOC6623602|XP_015031378.1|DVIR
OG0002730	LOC117891493|XP_034652864.1|DSUB	LOC6624832|XP_032292847.1|DVIR
OG0002731	LOC117892903|XP_034655098.1|DSUB	LOC6622810|XP_002046481.1|DVIR
OG0002732	LOC117890256|XP_034650899.1|DSUB	LOC6626917|XP_002050971.1|DVIR
OG0002733	LOC117890220|XP_034650849.1|DSUB	LOC6628364|XP_002052553.1|DVIR
OG0002734	LOC117889779|XP_034650135.1|DSUB	LOC6625793|XP_032292636.1|DVIR
OG0002735	LOC117891278|XP_034652546.1|DSUB	LOC6626998|XP_032292404.1|DVIR
OG0002736	LOC117891282|XP_034652561.1|DSUB	LOC6626356|XP_015029564.1|DVIR
OG0002737	LOC117895485|XP_034659060.1|DSUB	LOC6622704|XP_002047726.1|DVIR
OG0002738	LOC117893935|XP_034656608.1|DSUB	LOC6636917|XP_002060373.1|DVIR
OG0002739	LOC117894291|XP_034657142.1|DSUB	LOC6622761|XP_002048009.1|DVIR
OG0002740	LOC117894290|XP_034657141.1|DSUB	LOC6622780|XP_015030543.1|DVIR
OG0002741	LOC117890002|XP_034650481.1|DSUB	LOC6626820|XP_002050172.2|DVIR
OG0002742	LOC117892623|XP_034654866.1|DSUB	LOC116649723|XP_032291832.1|DVIR, LOC6625018|XP_032288944.1|DVIR
OG0002743	LOC117894357|XP_034657238.1|DSUB	LOC6624454|XP_002046626.1|DVIR
OG0002744	LOC117893285|XP_034655742.1|DSUB	LOC6623930|XP_015031503.1|DVIR
