Orthogroup	DNOV.longest_only	AALB.longest_only
OG0000803	LOC115760118|XP_030557173.1|DNOV, LOC115770208|XP_030571262.1|DNOV	LOC118467719|XP_035794418.1|AALB
OG0000810	LOC115762104|XP_030560066.1|DNOV	LOC118456265|XP_035772760.1|AALB
OG0000811	LOC115772069|XP_030573880.1|DNOV, LOC115762513|XP_030560618.1|DNOV	LOC118466450|XP_035791682.1|AALB
OG0000812	LOC115766315|XP_030566058.1|DNOV	LOC118467412|XP_035793789.1|AALB
OG0000813	LOC115765946|XP_030565552.1|DNOV	LOC118463261|XP_035785624.1|AALB
OG0000814	LOC115760150|XP_030557221.1|DNOV	LOC118465745|XP_035790105.1|AALB
OG0000815	LOC115765914|XP_030565520.1|DNOV	LOC118459814|XP_035779450.1|AALB
OG0000816	LOC115768189|XP_030568559.1|DNOV, LOC115761327|XP_030558920.1|DNOV	LOC118466970|XP_035792778.1|AALB
OG0000818	LOC115768231|XP_030568617.1|DNOV, LOC115760223|XP_030557336.1|DNOV	LOC118461934|XP_035783701.1|AALB
OG0000819	LOC115766883|XP_030566813.1|DNOV, LOC115766885|XP_030566816.1|DNOV	LOC118457457|XP_035774950.1|AALB
OG0000820	LOC115760401|XP_030557564.1|DNOV	LOC118463815|XP_035786587.1|AALB
OG0000821	LOC115761388|XP_030559000.1|DNOV, LOC115757990|XP_030554343.1|DNOV	LOC118465578|XP_035789840.1|AALB
OG0000822	LOC115763575|XP_030562053.1|DNOV	LOC118466197|XP_035791108.1|AALB
OG0000830	LOC115768221|XP_030568606.1|DNOV	LOC118459962|XP_035779743.1|AALB, LOC118459960|XP_035779742.1|AALB, LOC118459959|XP_035779740.1|AALB
OG0000831	LOC115757845|XP_030554139.1|DNOV	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB
OG0000832	LOC115760755|XP_030558093.1|DNOV, LOC115758705|XP_030555313.1|DNOV	LOC118460735|XP_035781187.1|AALB
OG0000833	LOC115771385|XP_030572930.1|DNOV	LOC118463051|XP_035785194.1|AALB
OG0000834	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV	LOC118464380|XP_035787616.1|AALB
OG0000836	LOC115759923|XP_030556919.1|DNOV	LOC118460970|XP_035781675.1|AALB
OG0000837	LOC115765308|XP_030564663.1|DNOV	LOC118459718|XP_035779272.1|AALB
OG0000838	LOC115759831|XP_030556783.1|DNOV, LOC115760019|XP_030557041.1|DNOV	LOC118458035|XP_035776046.1|AALB
OG0000839	LOC115763825|XP_030562438.1|DNOV, LOC115762547|XP_030560680.1|DNOV, LOC115770700|XP_030571954.1|DNOV	LOC118460038|XP_035779893.1|AALB
OG0000840	LOC115768402|XP_030568839.1|DNOV, LOC115768813|XP_030569370.1|DNOV	LOC118460519|XP_035780787.1|AALB
OG0000841	LOC115772107|XP_030573932.1|DNOV	LOC118457107|XP_035774292.1|AALB
OG0000842	LOC115772086|XP_030573904.1|DNOV	LOC118467493|XP_035793936.1|AALB
OG0000843	LOC115761035|XP_030558512.1|DNOV	LOC118467383|XP_035793713.1|AALB
OG0000844	LOC115759435|XP_030556210.1|DNOV	LOC118462801|XP_035784693.1|AALB
OG0000845	LOC115766887|XP_030566818.1|DNOV	LOC118464667|XP_035788072.1|AALB
OG0000854	LOC115768795|XP_030569351.1|DNOV, LOC115768796|XP_030569352.1|DNOV	LOC118468375|XP_035795031.1|AALB
OG0000855	LOC115768902|XP_030569479.1|DNOV	LOC118462018|XP_035783872.1|AALB
OG0000856	LOC115771525|XP_030573120.1|DNOV	LOC118462080|XP_035783992.1|AALB
OG0000857	LOC115766317|XP_030566066.1|DNOV	LOC118461650|XP_035783123.1|AALB, LOC118461663|XP_035783145.1|AALB
OG0000858	LOC115761304|XP_030558891.1|DNOV	LOC118460903|XP_035781540.1|AALB
OG0000860	LOC115762781|XP_030560992.1|DNOV	LOC118467315|XP_035793543.1|AALB
OG0000861	LOC115760922|XP_030558357.1|DNOV, LOC115762298|XP_030560324.1|DNOV	LOC118467097|XP_035793036.1|AALB
OG0000862	LOC115761000|XP_030558470.1|DNOV	LOC118467136|XP_035793144.1|AALB
OG0000863	LOC115771950|XP_030573713.1|DNOV, LOC115770693|XP_030571945.1|DNOV, LOC115764544|XP_030563518.1|DNOV	LOC118462855|XP_035784804.1|AALB
OG0000864	LOC115769205|XP_030569772.1|DNOV, LOC115767328|XP_030567431.1|DNOV	LOC118461400|XP_035782558.1|AALB
OG0000865	LOC115761578|XP_030559226.1|DNOV	LOC118457283|XP_035774637.1|AALB
OG0000866	LOC115758781|XP_030555412.1|DNOV	LOC118461640|XP_035783103.1|AALB
OG0000867	LOC115759116|XP_030555818.1|DNOV, LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV	LOC118457872|XP_035775679.1|AALB
OG0000868	LOC115768195|XP_030568566.1|DNOV	LOC118457576|XP_035775146.1|AALB, LOC118459923|XP_035779666.1|AALB
OG0000870	LOC115762875|XP_030561113.1|DNOV	LOC118463907|XP_035786738.1|AALB
OG0000871	LOC115757820|XP_030554104.1|DNOV	LOC118466733|XP_035792309.1|AALB
OG0000872	LOC115766309|XP_030566052.1|DNOV, LOC115761701|XP_030559437.1|DNOV	LOC118463586|XP_035786133.1|AALB
OG0000873	LOC115771552|XP_030573157.1|DNOV	LOC118464246|XP_035787341.1|AALB, LOC118463744|XP_035786431.1|AALB, LOC118464222|XP_035787287.1|AALB
OG0000874	LOC115764308|XP_030563106.1|DNOV, LOC115766620|XP_030566470.1|DNOV	LOC118463225|XP_035785567.1|AALB
OG0000875	LOC115765678|XP_030565197.1|DNOV, LOC115770149|XP_030571162.1|DNOV	LOC118466928|XP_035792707.1|AALB
OG0000882	LOC115767212|XP_030567266.1|DNOV	LOC118460321|XP_035780429.1|AALB
OG0000884	LOC115771324|XP_030572849.1|DNOV	LOC118468700|XP_035795717.1|AALB
OG0000885	LOC115771781|XP_030573501.1|DNOV	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB, LOC118457724|XP_035775409.1|AALB
OG0000887	LOC115768208|XP_030568581.1|DNOV	LOC118463310|XP_035785687.1|AALB, LOC118465846|XP_035790350.1|AALB, LOC118463810|XP_035786579.1|AALB, LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB
OG0000888	LOC115768071|XP_030568386.1|DNOV, LOC115770707|XP_030571964.1|DNOV	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB
OG0000889	LOC115770289|XP_030571384.1|DNOV	LOC118463477|XP_035785960.1|AALB
OG0000890	LOC115762706|XP_030560894.1|DNOV	LOC118465805|XP_035790266.1|AALB
OG0000891	LOC115759711|XP_030556571.1|DNOV	LOC118457690|XP_035775354.1|AALB
OG0000892	LOC115770507|XP_030571666.1|DNOV	LOC118461667|XP_035783148.1|AALB
OG0000893	LOC115761506|XP_030559134.1|DNOV	LOC118461100|XP_035781909.1|AALB
OG0000894	LOC115763763|XP_030562337.1|DNOV, LOC115759580|XP_030556408.1|DNOV	LOC118457777|XP_035775501.1|AALB
OG0000895	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV	LOC118458352|XP_035776596.1|AALB
OG0000907	LOC115761045|XP_030558522.1|DNOV	LOC118459253|XP_035778358.1|AALB
OG0000909	LOC115764668|XP_030563716.1|DNOV	LOC118459629|XP_035779099.1|AALB
OG0000910	LOC115768798|XP_030569354.1|DNOV, LOC115764894|XP_030564042.1|DNOV	LOC118462988|XP_035785093.1|AALB
OG0000911	LOC115761073|XP_030558552.1|DNOV	LOC118464594|XP_035787930.1|AALB
OG0000912	LOC115769805|XP_030570633.1|DNOV	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB
OG0000913	LOC115770359|XP_030571461.1|DNOV	LOC118462550|XP_035784209.1|AALB
OG0000914	LOC115761058|XP_030558533.1|DNOV	LOC118467845|XP_035794645.1|AALB, LOC118459089|XP_035778047.1|AALB
OG0000915	LOC115760600|XP_030557939.1|DNOV	LOC118457378|XP_035774806.1|AALB, LOC118459897|XP_035779606.1|AALB
OG0000916	LOC115759735|XP_030556616.1|DNOV	LOC118458441|XP_035776810.1|AALB, LOC118458711|XP_035777344.1|AALB, LOC118456560|XP_035773322.1|AALB, LOC118468342|XP_035794994.1|AALB, LOC118459910|XP_035779638.1|AALB, LOC118458633|XP_035777215.1|AALB, LOC118456982|XP_035774080.1|AALB, LOC118460472|XP_035780690.1|AALB, LOC118459193|XP_035778247.1|AALB, LOC118468359|XP_035795012.1|AALB
OG0000917	LOC115768651|XP_030569187.1|DNOV, LOC115758376|XP_030554838.1|DNOV	LOC118458771|XP_035777457.1|AALB
OG0000918	LOC115763612|XP_030562099.1|DNOV	LOC118460938|XP_035781593.1|AALB
OG0000920	LOC115771319|XP_030572843.1|DNOV	LOC118462795|XP_035784685.1|AALB, LOC118462796|XP_035784686.1|AALB, LOC118458426|XP_035776774.1|AALB
OG0000921	LOC115768470|XP_030568903.1|DNOV	LOC118460639|XP_035780986.1|AALB
OG0000922	LOC115762555|XP_030560691.1|DNOV	LOC118456255|XP_035772750.1|AALB
OG0000923	LOC115763642|XP_030562137.1|DNOV	LOC118466584|XP_035792037.1|AALB
OG0000924	LOC115767794|XP_030567985.1|DNOV	LOC118463875|XP_035786688.1|AALB
OG0000925	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV	LOC118467575|XP_035794113.1|AALB
OG0000935	LOC115757716|XP_030553938.1|DNOV	LOC118457386|XP_035774818.1|AALB, LOC118459374|XP_035778563.1|AALB
OG0000936	LOC115765169|XP_030564449.1|DNOV	LOC118461155|XP_035782074.1|AALB
OG0000938	LOC115767738|XP_030567910.1|DNOV	LOC118458727|XP_035777387.1|AALB
OG0000939	LOC115758914|XP_030555571.1|DNOV	LOC118458045|XP_035776058.1|AALB
OG0000940	LOC115764425|XP_030563283.1|DNOV, LOC115765814|XP_030565396.1|DNOV	LOC118457807|XP_035775553.1|AALB
OG0000941	LOC115765440|XP_030564865.1|DNOV, LOC115758999|XP_030555660.1|DNOV	LOC118457833|XP_035775602.1|AALB
OG0000942	LOC115767526|XP_030567676.1|DNOV	LOC118461937|XP_035783705.1|AALB
OG0000943	LOC115765305|XP_030564672.1|DNOV, LOC115766603|XP_030566448.1|DNOV	LOC118464680|XP_035788095.1|AALB
OG0000944	LOC115765134|XP_030564390.1|DNOV, LOC115770673|XP_030571916.1|DNOV	LOC118463430|XP_035785890.1|AALB
OG0000945	LOC115762566|XP_030560709.1|DNOV	LOC118462643|XP_035784385.1|AALB
OG0000946	LOC115758970|XP_030555633.1|DNOV	LOC118468439|XP_035795094.1|AALB, LOC118458079|XP_035776129.1|AALB
OG0000947	LOC115758051|XP_030554427.1|DNOV	LOC118459427|XP_035778666.1|AALB, LOC118459425|XP_035778663.1|AALB, LOC118459426|XP_035778664.1|AALB
OG0000948	LOC115771061|XP_030572472.1|DNOV	LOC118460957|XP_035781625.1|AALB
OG0000949	LOC115766829|XP_030566725.1|DNOV	LOC118461660|XP_035783134.1|AALB, LOC118461659|XP_035783133.1|AALB
OG0000950	LOC115768133|XP_030568489.1|DNOV, LOC115761729|XP_030559472.1|DNOV	LOC118459856|XP_035779521.1|AALB
OG0000951	LOC115757725|XP_030553950.1|DNOV, LOC115767403|XP_030567528.1|DNOV	LOC118467062|XP_035792970.1|AALB
OG0000952	LOC115759288|XP_030556049.1|DNOV	LOC118463414|XP_035785859.1|AALB
OG0000964	LOC115757851|XP_030554145.1|DNOV	LOC118461375|XP_035782519.1|AALB
OG0000965	LOC115767305|XP_030567401.1|DNOV	LOC118458186|XP_035776321.1|AALB
OG0000966	LOC115757834|XP_030554126.1|DNOV	LOC118463865|XP_035786672.1|AALB
OG0000968	LOC115762588|XP_030560735.1|DNOV, LOC115762711|XP_030560896.1|DNOV	LOC118464835|XP_035788404.1|AALB
OG0000969	LOC115771782|XP_030573505.1|DNOV	LOC118467288|XP_035793494.1|AALB
OG0000970	LOC115765057|XP_030564290.1|DNOV	LOC118459232|XP_035778322.1|AALB
OG0000971	LOC115763091|XP_030561389.1|DNOV	LOC118467673|XP_035794337.1|AALB, LOC118461168|XP_035782061.1|AALB
OG0000972	LOC115767644|XP_030567791.1|DNOV	LOC118457048|XP_035774189.1|AALB
OG0000974	LOC115770491|XP_030571638.1|DNOV	LOC118460056|XP_035779933.1|AALB, LOC118463138|XP_035785391.1|AALB
OG0000975	LOC115767892|XP_030568120.1|DNOV	LOC118461802|XP_035783438.1|AALB
OG0000976	LOC115766187|XP_030565891.1|DNOV	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB
OG0000977	LOC115766262|XP_030565982.1|DNOV, LOC115766215|XP_030565927.1|DNOV, LOC115766246|XP_030565969.1|DNOV, LOC115766032|XP_030565663.1|DNOV	LOC118468937|XP_035796163.1|AALB
OG0000978	LOC115770945|XP_030572263.1|DNOV	LOC118464760|XP_035788272.1|AALB
OG0000979	LOC115760923|XP_030558358.1|DNOV	LOC118459941|XP_035779710.1|AALB
OG0000988	LOC115766557|XP_030566396.1|DNOV, LOC115768033|XP_030568316.1|DNOV, LOC115765059|XP_030564293.1|DNOV, LOC115760203|XP_030557297.1|DNOV	LOC118465612|XP_035789882.1|AALB
OG0000990	LOC115768138|XP_030568492.1|DNOV	LOC118461263|XP_035782289.1|AALB
OG0000991	LOC115771652|XP_030573317.1|DNOV	LOC118467778|XP_035794509.1|AALB
OG0000991	LOC115771305|XP_030572802.1|DNOV	LOC118460991|XP_035781709.1|AALB
OG0000992	LOC115771830|XP_030573570.1|DNOV	LOC118467370|XP_035793679.1|AALB
OG0000993	LOC115761545|XP_030559187.1|DNOV	LOC118458879|XP_035777722.1|AALB
OG0000994	LOC115769172|XP_030569736.1|DNOV	LOC118460068|XP_035779959.1|AALB
OG0000994	LOC115767620|XP_030567780.1|DNOV	LOC118460067|XP_035779957.1|AALB
OG0000995	LOC115764352|XP_030563170.1|DNOV	LOC118467882|XP_035794687.1|AALB
OG0000996	LOC115767070|XP_030567070.1|DNOV, LOC115762299|XP_030560326.1|DNOV	LOC118464625|XP_035787964.1|AALB
OG0000997	LOC115760732|XP_030558067.1|DNOV, LOC115760733|XP_030558068.1|DNOV	LOC118463841|XP_035786637.1|AALB
OG0000998	LOC115762950|XP_030561197.1|DNOV	LOC118463641|XP_035786269.1|AALB
OG0000999	LOC115768360|XP_030568788.1|DNOV	LOC118464812|XP_035788372.1|AALB
OG0001000	LOC115759730|XP_030556652.1|DNOV	LOC118468586|XP_035795411.1|AALB
OG0001001	LOC115762352|XP_030560381.1|DNOV	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB
OG0001002	LOC115767715|XP_030567879.1|DNOV	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB
OG0001003	LOC115761908|XP_030559786.1|DNOV	LOC118458880|XP_035777724.1|AALB
OG0001004	LOC115770581|XP_030571766.1|DNOV	LOC118461508|XP_035782830.1|AALB
OG0001005	LOC115767970|XP_030568228.1|DNOV	LOC118457323|XP_035774708.1|AALB
OG0001006	LOC115771542|XP_030573141.1|DNOV	LOC118466540|XP_035791949.1|AALB
OG0001007	LOC115766795|XP_030566678.1|DNOV, LOC115762644|XP_030560810.1|DNOV	LOC118465783|XP_035790210.1|AALB
OG0001008	LOC115765122|XP_030564378.1|DNOV	LOC118465025|XP_035788783.1|AALB
OG0001009	LOC115765712|XP_030565233.1|DNOV	LOC118457397|XP_035774827.1|AALB
OG0001019	LOC115771891|XP_030573635.1|DNOV	LOC118465401|XP_035789500.1|AALB
OG0001020	LOC115764381|XP_030563202.1|DNOV	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB
OG0001022	LOC115766271|XP_030565995.1|DNOV	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB
OG0001024	LOC115771783|XP_030573503.1|DNOV	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB
OG0001025	LOC115771104|XP_030572523.1|DNOV	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB
OG0001026	LOC115769629|XP_030570397.1|DNOV, LOC115760702|XP_030558027.1|DNOV	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB
OG0001027	LOC115770134|XP_030571135.1|DNOV	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB
OG0001028	LOC115763130|XP_030561434.1|DNOV	LOC118466252|XP_035791197.1|AALB
OG0001029	LOC115765907|XP_030565512.1|DNOV	LOC118459516|XP_035778851.1|AALB
OG0001031	LOC115759343|XP_030556122.1|DNOV, LOC115759029|XP_030555704.1|DNOV	LOC118458005|XP_035775973.1|AALB
OG0001032	LOC115758458|XP_030554987.1|DNOV	LOC118456400|XP_035772993.1|AALB
OG0001033	LOC115761268|XP_030558845.1|DNOV, LOC115758269|XP_030554692.1|DNOV	LOC118466176|XP_035791056.1|AALB
OG0001042	LOC115772074|XP_030573884.1|DNOV	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB
OG0001043	LOC115764278|XP_030563067.1|DNOV, LOC115763560|XP_030562040.1|DNOV	LOC118458781|XP_035777499.1|AALB
OG0001044	LOC115759661|XP_030556521.1|DNOV	LOC118466750|XP_035792336.1|AALB
OG0001045	LOC115758514|XP_030555069.1|DNOV	LOC118460207|XP_035780211.1|AALB
OG0001046	LOC115764786|XP_030563891.1|DNOV	LOC118461602|XP_035783012.1|AALB
OG0001048	LOC115762327|XP_030560356.1|DNOV	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB
OG0001049	LOC115760066|XP_030557106.1|DNOV, LOC115766976|XP_030566931.1|DNOV	LOC118467134|XP_035793137.1|AALB
OG0001050	LOC115765802|XP_030565366.1|DNOV	LOC118466206|XP_035791116.1|AALB
OG0001051	LOC115759360|XP_030556142.1|DNOV	LOC118458232|XP_035776394.1|AALB
OG0001052	LOC115758575|XP_030555150.1|DNOV	LOC118456651|XP_035773484.1|AALB
OG0001053	LOC115768388|XP_030568818.1|DNOV	LOC118468491|XP_035795212.1|AALB
OG0001054	LOC115761206|XP_030558750.1|DNOV	LOC118458947|XP_035777823.1|AALB
OG0001055	LOC115766081|XP_030565744.1|DNOV, LOC115766080|XP_030565743.1|DNOV	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB
OG0001056	LOC115767764|XP_030567946.1|DNOV	LOC118458531|XP_035777002.1|AALB
OG0001057	LOC115768549|XP_030569019.1|DNOV, LOC115762992|XP_030561238.1|DNOV	LOC118456428|XP_035773077.1|AALB
OG0001058	LOC115769086|XP_030569658.1|DNOV	LOC118462874|XP_035784828.1|AALB
OG0001073	LOC115772095|XP_030573916.1|DNOV	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB
OG0001074	LOC115760974|XP_030558435.1|DNOV	LOC118465055|XP_035788830.1|AALB
OG0001077	LOC115760378|XP_030557533.1|DNOV	LOC118468651|XP_035795571.1|AALB
OG0001078	LOC115766335|XP_030566088.1|DNOV	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB
OG0001079	LOC115762600|XP_030560752.1|DNOV	LOC118462980|XP_035785069.1|AALB
OG0001080	LOC115769697|XP_030570482.1|DNOV	LOC118466686|XP_035792207.1|AALB
OG0001081	LOC115765474|XP_030564917.1|DNOV, LOC115760540|XP_030557784.1|DNOV	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB
OG0001082	LOC115762508|XP_030560609.1|DNOV	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB
OG0001083	LOC115767161|XP_030567201.1|DNOV	LOC118463887|XP_035786707.1|AALB
OG0001084	LOC115762073|XP_030560064.1|DNOV	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB
OG0001085	LOC115762175|XP_030560154.1|DNOV	LOC118463368|XP_035785785.1|AALB
OG0001086	LOC115765200|XP_030564500.1|DNOV	LOC118466154|XP_035791022.1|AALB
OG0001088	LOC115771025|XP_030572411.1|DNOV	LOC118463537|XP_035786046.1|AALB
OG0001089	LOC115762595|XP_030560746.1|DNOV	LOC118463098|XP_035785279.1|AALB
OG0001090	LOC115767120|XP_030567137.1|DNOV	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB
OG0001091	LOC115770206|XP_030571260.1|DNOV	LOC118467703|XP_035794379.1|AALB, LOC118467702|XP_035794378.1|AALB, LOC118464616|XP_035787954.1|AALB, LOC118464294|XP_035787469.1|AALB
OG0001092	LOC115759208|XP_030555959.1|DNOV	LOC118458375|XP_035776670.1|AALB
OG0001093	LOC115769250|XP_030569822.1|DNOV	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB
OG0001094	LOC115769183|XP_030569747.1|DNOV	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB
OG0001095	LOC115769710|XP_030570500.1|DNOV	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB
OG0001096	LOC115758494|XP_030555036.1|DNOV	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB
OG0001097	LOC115760143|XP_030557208.1|DNOV	LOC118468054|XP_035794870.1|AALB
OG0001099	LOC115767074|XP_030567078.1|DNOV, LOC115770646|XP_030571871.1|DNOV	LOC118459695|XP_035779229.1|AALB
OG0001100	LOC115772076|XP_030573887.1|DNOV	LOC118467040|XP_035792918.1|AALB
OG0001101	LOC115758056|XP_030554430.1|DNOV, LOC115768046|XP_030568328.1|DNOV	LOC118465160|XP_035789001.1|AALB
OG0001102	LOC115768780|XP_030569338.1|DNOV	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB
OG0001103	LOC115771905|XP_030573655.1|DNOV	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB
OG0001104	LOC115767975|XP_030568234.1|DNOV, LOC115757934|XP_030554263.1|DNOV, LOC115757947|XP_030554279.1|DNOV	LOC118466871|XP_035792612.1|AALB
OG0001105	LOC115768318|XP_030568727.1|DNOV	LOC118464948|XP_035788630.1|AALB
OG0001106	LOC115767955|XP_030568200.1|DNOV	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB
OG0001118	LOC115768654|XP_030569191.1|DNOV	LOC118464394|XP_035787640.1|AALB
OG0001119	LOC115761986|XP_030559893.1|DNOV	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB
OG0001120	LOC115768648|XP_030569179.1|DNOV	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB
OG0001122	LOC115762938|XP_030561178.1|DNOV	LOC118466831|XP_035792522.1|AALB
OG0001124	LOC115764874|XP_030564013.1|DNOV	LOC118465314|XP_035789323.1|AALB
OG0001125	LOC115772072|XP_030573883.1|DNOV	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB
OG0001126	LOC115769924|XP_030570809.1|DNOV	LOC118466913|XP_035792673.1|AALB
OG0001127	LOC115768669|XP_030569214.1|DNOV	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB
OG0001128	LOC115759754|XP_030556661.1|DNOV	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB
OG0001129	LOC115758425|XP_030554936.1|DNOV	LOC118456467|XP_035773148.1|AALB
OG0001130	LOC115759812|XP_030556764.1|DNOV, LOC115769151|XP_030569706.1|DNOV	LOC118468542|XP_035795318.1|AALB
OG0001131	LOC115766715|XP_030566499.1|DNOV	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB
OG0001133	LOC115763282|XP_030561627.1|DNOV	LOC118459323|XP_035778470.1|AALB
OG0001134	LOC115767453|XP_030567613.1|DNOV	LOC118459711|XP_035779262.1|AALB
OG0001135	LOC115761215|XP_030558765.1|DNOV	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB
OG0001136	LOC115763871|XP_030562509.1|DNOV, LOC115763872|XP_030562510.1|DNOV	LOC118461028|XP_035781783.1|AALB
OG0001137	LOC115757765|XP_030554049.1|DNOV	LOC118457518|XP_035775055.1|AALB
OG0001138	LOC115769698|XP_030570483.1|DNOV	LOC118464731|XP_035788215.1|AALB
OG0001139	LOC115767561|XP_030567706.1|DNOV	LOC118465857|XP_035790380.1|AALB
OG0001153	LOC115757884|XP_030554188.1|DNOV	LOC118465049|XP_035788825.1|AALB
OG0001154	LOC115763401|XP_030561806.1|DNOV	LOC118468672|XP_035795648.1|AALB
OG0001158	LOC115765967|XP_030565580.1|DNOV	LOC118458274|XP_035776486.1|AALB
OG0001160	LOC115764120|XP_030562849.1|DNOV	LOC118457823|XP_035775591.1|AALB
OG0001162	LOC115766070|XP_030565733.1|DNOV	LOC118458801|XP_035777541.1|AALB
OG0001163	LOC115761761|XP_030559528.1|DNOV	LOC118458840|XP_035777635.1|AALB
OG0001164	LOC115761792|XP_030559593.1|DNOV	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB
OG0001165	LOC115761062|XP_030558540.1|DNOV	LOC118468688|XP_035795695.1|AALB
OG0001167	LOC115764150|XP_030562889.1|DNOV	LOC118464622|XP_035787961.1|AALB
OG0001168	LOC115760830|XP_030558216.1|DNOV	LOC118465527|XP_035789744.1|AALB
OG0001169	LOC115767315|XP_030567415.1|DNOV	LOC118464071|XP_035787014.1|AALB
OG0001170	LOC115772058|XP_030573862.1|DNOV	LOC118460729|XP_035781178.1|AALB
OG0001171	LOC115771272|XP_030572748.1|DNOV	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB
OG0001172	LOC115762387|XP_030560427.1|DNOV	LOC118462641|XP_035784382.1|AALB
OG0001173	LOC115766061|XP_030565718.1|DNOV	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB
OG0001174	LOC115769582|XP_030570318.1|DNOV	LOC118467301|XP_035793514.1|AALB
OG0001175	LOC115757804|XP_030554086.1|DNOV, LOC115767201|XP_030567251.1|DNOV	LOC118461601|XP_035783010.1|AALB
OG0001176	LOC115760969|XP_030558430.1|DNOV	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB
OG0001177	LOC115765481|XP_030564927.1|DNOV	LOC118461535|XP_035782864.1|AALB
OG0001178	LOC115762227|XP_030560222.1|DNOV	LOC118456756|XP_035773713.1|AALB
OG0001179	LOC115759163|XP_030555896.1|DNOV	LOC118458722|XP_035777360.1|AALB
OG0001180	LOC115766808|XP_030566692.1|DNOV	LOC118468911|XP_035796109.1|AALB
OG0001181	LOC115770240|XP_030571304.1|DNOV	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB
OG0001182	LOC115761292|XP_030558879.1|DNOV	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB
