Orthogroup	DNOV.longest_only	CQUI.longest_only
OG0002266	LOC115770288|XP_030571383.1|DNOV	LOC6040111|XP_038114718.1|CQUI
OG0002267	LOC115771024|XP_030572410.1|DNOV	LOC6041091|XP_001850398.2|CQUI
OG0002268	LOC115769625|XP_030570392.1|DNOV	LOC6041087|XP_001850394.2|CQUI
OG0002269	LOC115762313|XP_030560340.1|DNOV	LOC6044693|XP_038114553.1|CQUI
OG0002270	LOC115761068|XP_030558547.1|DNOV	LOC6037148|XP_038117201.1|CQUI
OG0002271	LOC115770252|XP_030571326.1|DNOV	LOC6036553|XP_038118891.1|CQUI
OG0002272	LOC115762629|XP_030560791.1|DNOV	LOC6035611|XP_001845760.1|CQUI
OG0002273	LOC115769329|XP_030569928.1|DNOV	LOC6033527|XP_038115340.1|CQUI
OG0002274	LOC115769356|XP_030569990.1|DNOV	LOC6048902|XP_038116037.1|CQUI
OG0002275	LOC115767122|XP_030567141.1|DNOV	LOC6038251|XP_038118213.1|CQUI
OG0002276	LOC115765804|XP_030565368.1|DNOV	LOC6040614|XP_038116102.1|CQUI
OG0002277	LOC115765817|XP_030565399.1|DNOV	LOC6035466|XP_038118942.1|CQUI
OG0002278	LOC115769459|XP_030570132.1|DNOV	LOC6042858|XP_038117047.1|CQUI
OG0002279	LOC115771466|XP_030573048.1|DNOV	LOC6054516|XP_001870416.2|CQUI
OG0002280	LOC115771289|XP_030572772.1|DNOV	LOC6041979|XP_038116671.1|CQUI
OG0002281	LOC115769798|XP_030570626.1|DNOV	LOC6041008|XP_001850323.2|CQUI
OG0002282	LOC115762792|XP_030561005.1|DNOV	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI
OG0002283	LOC115762155|XP_030560129.1|DNOV	LOC6035584|XP_038117065.1|CQUI
OG0002284	LOC115764868|XP_030564007.1|DNOV	LOC6035592|XP_001845743.1|CQUI
OG0002285	LOC115768612|XP_030569128.1|DNOV	LOC6050360|XP_001866980.2|CQUI
OG0002286	LOC115766543|XP_030566374.1|DNOV	LOC6047555|XP_038121299.1|CQUI
OG0002287	LOC115760664|XP_030557991.1|DNOV	LOC6036821|XP_038115121.1|CQUI
OG0002288	LOC115770269|XP_030571347.1|DNOV	LOC6036823|XP_038115902.1|CQUI
OG0002289	LOC115771150|XP_030572582.1|DNOV, LOC115771160|XP_030572593.1|DNOV	LOC6048142|XP_001865105.1|CQUI
OG0002290	LOC115759349|XP_030556132.1|DNOV	LOC6032490|XP_001843080.1|CQUI
OG0002291	LOC115762419|XP_030560474.1|DNOV	LOC6033513|XP_038118297.1|CQUI
OG0002292	LOC115762125|XP_030560090.1|DNOV	LOC6033463|XP_038119085.1|CQUI
OG0002293	LOC115760300|XP_030557451.1|DNOV	LOC119770382|XP_038121063.1|CQUI
OG0002294	LOC115764901|XP_030564053.1|DNOV	LOC6053981|XP_001869971.2|CQUI
OG0002295	LOC115758414|XP_030554922.1|DNOV	LOC6043755|XP_038110402.1|CQUI
OG0002296	LOC115763412|XP_030561824.1|DNOV	LOC6053408|XP_038107636.1|CQUI
OG0002297	LOC115766243|XP_030565966.1|DNOV, LOC115766151|XP_030565848.1|DNOV	LOC6047771|XP_038111266.1|CQUI
OG0002298	LOC115761901|XP_030559780.1|DNOV	LOC6048640|XP_001865531.1|CQUI
OG0002299	LOC115762184|XP_030560164.1|DNOV	LOC6048634|XP_001865530.1|CQUI
OG0002300	LOC115758744|XP_030555360.1|DNOV	LOC6041296|XP_038109865.1|CQUI
OG0002301	LOC115762979|XP_030561215.1|DNOV	LOC6032442|XP_038109104.1|CQUI
OG0002302	LOC115758958|XP_030555619.1|DNOV	LOC6032494|XP_038107401.1|CQUI
OG0002303	LOC115768608|XP_030569121.1|DNOV	LOC119770001|XP_038119947.1|CQUI
OG0002304	LOC115759077|XP_030555768.1|DNOV	LOC6034145|XP_038110271.1|CQUI
OG0002305	LOC115771447|XP_030573021.1|DNOV	LOC6037882|XP_038108990.1|CQUI
OG0002306	LOC115763591|XP_030562073.1|DNOV	LOC6048483|XP_038112798.1|CQUI
OG0002307	LOC115760180|XP_030557268.1|DNOV	LOC6032953|XP_038114107.1|CQUI
OG0002308	LOC115763325|XP_030561686.1|DNOV	LOC6054586|XP_038108430.1|CQUI
OG0002309	LOC115760187|XP_030557276.1|DNOV	LOC6031325|XP_001842140.1|CQUI
OG0002310	LOC115765981|XP_030565602.1|DNOV	LOC6031360|XP_038109101.1|CQUI
OG0002311	LOC115759220|XP_030555973.1|DNOV	LOC6046331|XP_038108958.1|CQUI
OG0002312	LOC115763549|XP_030562027.1|DNOV	LOC6046701|XP_038110846.1|CQUI
OG0002313	LOC115764187|XP_030562937.1|DNOV	LOC6050065|XP_038111372.1|CQUI
OG0002314	LOC115761054|XP_030558530.1|DNOV	LOC6050053|XP_001866720.2|CQUI
OG0002315	LOC115758036|XP_030554407.1|DNOV	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI
OG0002316	LOC115758568|XP_030555139.1|DNOV	LOC6037125|XP_001847068.1|CQUI
OG0002317	LOC115770069|XP_030571027.1|DNOV	LOC6050062|XP_038111373.1|CQUI
OG0002318	LOC115758492|XP_030555033.1|DNOV	LOC6031952|XP_038108738.1|CQUI
OG0002319	LOC115763506|XP_030561963.1|DNOV	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI
OG0002320	LOC115758235|XP_030554653.1|DNOV	LOC6031812|XP_001842519.2|CQUI
OG0002321	LOC115758070|XP_030554443.1|DNOV	LOC6038275|XP_001848098.1|CQUI
OG0002322	LOC115763126|XP_030561432.1|DNOV	LOC6044453|XP_038109073.1|CQUI
OG0002323	LOC115768567|XP_030569051.1|DNOV	LOC6041510|XP_001850760.2|CQUI
OG0002324	LOC115771581|XP_030573198.1|DNOV	LOC6043907|XP_001861490.1|CQUI
OG0002325	LOC115770031|XP_030570953.1|DNOV	LOC6043898|XP_038113606.1|CQUI
OG0002326	LOC115770018|XP_030570934.1|DNOV	LOC6043897|XP_038106830.1|CQUI
OG0002327	LOC115770552|XP_030571716.1|DNOV	LOC6043899|XP_038108302.1|CQUI
OG0002328	LOC115758854|XP_030555502.1|DNOV	LOC6036378|XP_001846433.2|CQUI
OG0002329	LOC115765927|XP_030565533.1|DNOV	LOC6036369|XP_038110618.1|CQUI
OG0002330	LOC115766002|XP_030565631.1|DNOV	LOC6031186|XP_038106119.1|CQUI
OG0002331	LOC115765113|XP_030564362.1|DNOV	LOC6031208|XP_001842042.2|CQUI
OG0002332	LOC115770126|XP_030571120.1|DNOV	LOC6042252|XP_001851390.2|CQUI
OG0002333	LOC115762378|XP_030560418.1|DNOV	LOC6032002|XP_038113463.1|CQUI
OG0002334	LOC115758765|XP_030555386.1|DNOV	LOC6037004|XP_001846968.2|CQUI
OG0002335	LOC115764562|XP_030563546.1|DNOV	LOC6031823|XP_038109961.1|CQUI
OG0002336	LOC115771565|XP_030573176.1|DNOV	LOC6033193|XP_038109781.1|CQUI
OG0002337	LOC115762241|XP_030560244.1|DNOV	LOC6040014|XP_038106019.1|CQUI
OG0002338	LOC115759833|XP_030556786.1|DNOV	LOC6040854|XP_038109267.1|CQUI
OG0002339	LOC115765877|XP_030565475.1|DNOV	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI
OG0002340	LOC115760197|XP_030557288.1|DNOV	LOC6041523|XP_001850773.2|CQUI
OG0002341	LOC115760817|XP_030558194.1|DNOV	LOC6040128|XP_001849587.2|CQUI
OG0002342	LOC115758399|XP_030554901.1|DNOV	LOC6040132|XP_038114414.1|CQUI
OG0002343	LOC115758597|XP_030555179.1|DNOV	LOC6036647|XP_038106750.1|CQUI
OG0002344	LOC115760288|XP_030557420.1|DNOV	LOC6036655|XP_038114418.1|CQUI
OG0002345	LOC115762464|XP_030560532.1|DNOV	LOC6033169|XP_038112404.1|CQUI
OG0002346	LOC115760083|XP_030557125.1|DNOV	LOC6033282|XP_001843752.2|CQUI
OG0002347	LOC115760744|XP_030558081.1|DNOV	LOC6048996|XP_001865830.2|CQUI
OG0002348	LOC115760179|XP_030557266.1|DNOV	LOC6050418|XP_038113237.1|CQUI
OG0002349	LOC115762278|XP_030560300.1|DNOV	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI
OG0002350	LOC115762463|XP_030560531.1|DNOV	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI
OG0002351	LOC115760878|XP_030558300.1|DNOV	LOC6042105|XP_038114014.1|CQUI
OG0002352	LOC115771089|XP_030572506.1|DNOV	LOC6042118|XP_038112064.1|CQUI
OG0002353	LOC115758467|XP_030555000.1|DNOV	LOC6043228|XP_001857727.2|CQUI
OG0002354	LOC115763052|XP_030561337.1|DNOV	LOC6033274|XP_038113892.1|CQUI
OG0002355	LOC115758532|XP_030555083.1|DNOV	LOC6038937|XP_038108240.1|CQUI
OG0002356	LOC115759832|XP_030556784.1|DNOV	LOC6044243|XP_038114335.1|CQUI
OG0002357	LOC115771934|XP_030573694.1|DNOV	LOC6052967|XP_038113574.1|CQUI, LOC6052659|XP_038106613.1|CQUI, LOC6044241|XP_001861780.2|CQUI
OG0002358	LOC115760105|XP_030557157.1|DNOV	LOC6031859|XP_038106717.1|CQUI
OG0002359	LOC115766408|XP_030566187.1|DNOV	LOC6031881|XP_038111803.1|CQUI
OG0002360	LOC115763178|XP_030561496.1|DNOV	LOC6036445|XP_001846496.2|CQUI
OG0002361	LOC115768203|XP_030568579.1|DNOV	LOC119766965|XP_038109659.1|CQUI
OG0002362	LOC115765554|XP_030565052.1|DNOV	LOC6054587|XP_038107867.1|CQUI
OG0002363	LOC115760054|XP_030557092.1|DNOV	LOC6038008|XP_001847855.1|CQUI
OG0002364	LOC115760053|XP_030557085.1|DNOV	LOC6038009|XP_038113072.1|CQUI
OG0002365	LOC115760178|XP_030557261.1|DNOV	LOC6038010|XP_001847857.2|CQUI
OG0002366	LOC115765452|XP_030564875.1|DNOV	LOC6036339|XP_038111196.1|CQUI
OG0002367	LOC115759314|XP_030556084.1|DNOV	LOC6034393|XP_038109097.1|CQUI
OG0002368	LOC115759212|XP_030555963.1|DNOV	LOC6039844|XP_038108567.1|CQUI
OG0002369	LOC115768805|XP_030569361.1|DNOV	LOC6034866|XP_001845136.2|CQUI
OG0002370	LOC115769213|XP_030569783.1|DNOV	LOC6042079|XP_038107575.1|CQUI
OG0002371	LOC115769220|XP_030569793.1|DNOV	LOC6042074|XP_038107576.1|CQUI
OG0002372	LOC115765457|XP_030564881.1|DNOV	LOC6033604|XP_038107033.1|CQUI
OG0002373	LOC115758655|XP_030555252.1|DNOV	LOC6042945|XP_001870884.2|CQUI, LOC6053051|XP_001869210.1|CQUI
OG0002374	LOC115772037|XP_030573834.1|DNOV	LOC6048336|XP_038110935.1|CQUI
OG0002375	LOC115763784|XP_030562364.1|DNOV	LOC6037683|XP_038108247.1|CQUI
OG0002376	LOC115760189|XP_030557279.1|DNOV	LOC6048804|XP_038122078.1|CQUI
OG0002377	LOC115759419|XP_030556176.1|DNOV	LOC6040478|XP_001849864.2|CQUI
OG0002378	LOC115767960|XP_030568219.1|DNOV	LOC6042670|XP_001853364.1|CQUI
OG0002379	LOC115758549|XP_030555105.1|DNOV, LOC115760149|XP_030557220.1|DNOV	LOC6039013|XP_001848695.2|CQUI
OG0002380	LOC115768748|XP_030569295.1|DNOV	LOC6047575|XP_001864617.1|CQUI
OG0002381	LOC115761124|XP_030558627.1|DNOV	LOC6032249|XP_001842887.1|CQUI
OG0002382	LOC115766355|XP_030566115.1|DNOV	LOC6048718|XP_038115337.1|CQUI
OG0002384	LOC115768472|XP_030568907.1|DNOV	LOC6048302|XP_038116611.1|CQUI
OG0002386	LOC115763692|XP_030562232.1|DNOV	LOC6033077|XP_038120640.1|CQUI
OG0002387	LOC115761241|XP_030558795.1|DNOV	LOC6051016|XP_038115133.1|CQUI
OG0002388	LOC115766257|XP_030565976.1|DNOV, LOC115766050|XP_030565689.1|DNOV	LOC6053486|XP_038122199.1|CQUI
OG0002389	LOC115761541|XP_030559184.1|DNOV	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI
OG0002390	LOC115759033|XP_030555711.1|DNOV	LOC6049310|XP_001866082.2|CQUI
OG0002391	LOC115757863|XP_030554159.1|DNOV	LOC6039477|XP_038119173.1|CQUI
OG0002392	LOC115766982|XP_030566940.1|DNOV	LOC6044685|XP_038120275.1|CQUI
OG0002393	LOC115762587|XP_030560734.1|DNOV	LOC6045689|XP_038119329.1|CQUI
OG0002394	LOC115763628|XP_030562114.1|DNOV	LOC6039388|XP_038121848.1|CQUI
OG0002395	LOC115765673|XP_030565195.1|DNOV	LOC6046522|XP_038121760.1|CQUI
OG0002396	LOC115762448|XP_030560508.1|DNOV	LOC6035019|XP_038119412.1|CQUI
OG0002397	LOC115765277|XP_030564630.1|DNOV	LOC6043888|XP_001861470.1|CQUI
OG0002398	LOC115767262|XP_030567345.1|DNOV	LOC6050951|XP_001867465.2|CQUI
OG0002399	LOC115767415|XP_030567551.1|DNOV	LOC119768868|XP_038116323.1|CQUI
OG0002400	LOC115759714|XP_030556580.1|DNOV	LOC6049235|XP_038120383.1|CQUI
OG0002401	LOC115766736|XP_030566558.1|DNOV, LOC115766798|XP_030566682.1|DNOV	LOC6050680|XP_001867244.2|CQUI
OG0002402	LOC115770790|XP_030572069.1|DNOV	LOC6047584|XP_038116540.1|CQUI
OG0002403	LOC115770688|XP_030571940.1|DNOV	LOC6053670|XP_038118861.1|CQUI
OG0002404	LOC115761624|XP_030559313.1|DNOV	LOC6044716|XP_038118794.1|CQUI
OG0002405	LOC115767942|XP_030568180.1|DNOV	LOC6042040|XP_038118600.1|CQUI
OG0002406	LOC115762623|XP_030560783.1|DNOV	LOC119768831|XP_038116131.1|CQUI
OG0002407	LOC115766060|XP_030565715.1|DNOV	LOC6039819|XP_038116523.1|CQUI
OG0002408	LOC115759627|XP_030556474.1|DNOV	LOC6039804|XP_038119512.1|CQUI
OG0002410	LOC115763723|XP_030562277.1|DNOV	LOC6054177|XP_038119593.1|CQUI
OG0002411	LOC115766129|XP_030565811.1|DNOV	LOC6032563|XP_001843139.1|CQUI
OG0002412	LOC115761988|XP_030559901.1|DNOV	LOC6032566|XP_038122161.1|CQUI
OG0002413	LOC115764945|XP_030564126.1|DNOV, LOC115766832|XP_030566731.1|DNOV	LOC6048880|XP_001865726.1|CQUI
OG0002414	LOC115769864|XP_030570722.1|DNOV	LOC6048854|XP_001865693.2|CQUI
OG0002415	LOC115763768|XP_030562347.1|DNOV	LOC6047147|XP_038117524.1|CQUI
OG0002417	LOC115765488|XP_030564943.1|DNOV	LOC6050407|XP_001867022.2|CQUI
OG0002418	LOC115761907|XP_030559785.1|DNOV	LOC6046399|XP_038121391.1|CQUI
OG0002419	LOC115768690|XP_030569237.1|DNOV	LOC6037577|XP_038116558.1|CQUI, LOC6050586|XP_001867168.2|CQUI
OG0002420	LOC115762795|XP_030561007.1|DNOV	LOC6037564|XP_038119772.1|CQUI
OG0002421	LOC115770863|XP_030572160.1|DNOV	LOC6048010|XP_001864984.2|CQUI
OG0002422	LOC115763855|XP_030562489.1|DNOV	LOC6032747|XP_038118698.1|CQUI
OG0002423	LOC115768070|XP_030568390.1|DNOV	LOC6033816|XP_038118435.1|CQUI
OG0002424	LOC115767947|XP_030568186.1|DNOV	LOC6040845|XP_038118999.1|CQUI
OG0002425	LOC115764326|XP_030563136.1|DNOV	LOC6053197|XP_038120572.1|CQUI, LOC6040839|XP_038122185.1|CQUI
OG0002426	LOC115770483|XP_030571627.1|DNOV	LOC6033988|XP_038115446.1|CQUI
OG0002427	LOC115766713|XP_030566497.1|DNOV	LOC6033992|XP_001844380.1|CQUI
OG0002428	LOC115769005|XP_030569574.1|DNOV	LOC6034042|XP_038116028.1|CQUI
OG0002429	LOC115769591|XP_030570333.1|DNOV	LOC6050578|XP_038121197.1|CQUI
OG0002430	LOC115759496|XP_030556299.1|DNOV	LOC6039947|XP_001849442.1|CQUI
OG0002431	LOC115761157|XP_030558690.1|DNOV	LOC6046184|XP_001863416.2|CQUI
OG0002432	LOC115767783|XP_030567972.1|DNOV	LOC6045833|XP_038112946.1|CQUI
OG0002434	LOC115760412|XP_030557576.1|DNOV	LOC6033790|XP_001844192.2|CQUI
OG0002435	LOC115768617|XP_030569133.1|DNOV	LOC6046932|XP_038109485.1|CQUI
OG0002436	LOC115758240|XP_030554657.1|DNOV	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI
OG0002437	LOC115758095|XP_030554477.1|DNOV	LOC6051233|XP_038109096.1|CQUI
OG0002438	LOC115765103|XP_030564348.1|DNOV	LOC6043548|XP_038110094.1|CQUI, LOC6032484|XP_038116010.1|CQUI
OG0002439	LOC115759181|XP_030555915.1|DNOV	LOC119766963|XP_038109630.1|CQUI
OG0002440	LOC115767419|XP_030567558.1|DNOV	LOC6048677|XP_001865561.2|CQUI
OG0002441	LOC115758261|XP_030554678.1|DNOV	LOC6032364|XP_038107613.1|CQUI
OG0002442	LOC115767488|XP_030567656.1|DNOV	LOC6038122|XP_038111278.1|CQUI
OG0002443	LOC115761876|XP_030559861.1|DNOV	LOC6053099|XP_038108249.1|CQUI
OG0002444	LOC115765162|XP_030564436.1|DNOV	LOC6052487|XP_038106064.1|CQUI
OG0002445	LOC115757861|XP_030554156.1|DNOV	LOC6038541|XP_001848328.1|CQUI
OG0002446	LOC115763592|XP_030562078.1|DNOV	LOC6033408|XP_001843861.2|CQUI
OG0002447	LOC115765770|XP_030565306.1|DNOV	LOC6052098|XP_038111823.1|CQUI
OG0002448	LOC115764532|XP_030563491.1|DNOV	LOC6051563|XP_001867979.2|CQUI
OG0002449	LOC115764522|XP_030563480.1|DNOV, LOC115764521|XP_030563477.1|DNOV	LOC6053515|XP_001869584.1|CQUI
OG0002450	LOC115765643|XP_030565161.1|DNOV	LOC6043656|XP_038114104.1|CQUI
OG0002451	LOC115764510|XP_030563465.1|DNOV	LOC6043669|XP_038109669.1|CQUI
OG0002452	LOC115760582|XP_030557866.1|DNOV	LOC6050180|XP_038110120.1|CQUI
OG0002453	LOC115760581|XP_030557864.1|DNOV	LOC6038085|XP_038109782.1|CQUI
OG0002454	LOC115769531|XP_030570233.1|DNOV	LOC6047683|XP_038108688.1|CQUI
OG0002455	LOC115769525|XP_030570227.1|DNOV	LOC6047681|XP_001864711.2|CQUI
OG0002456	LOC115757860|XP_030554155.1|DNOV	LOC6036749|XP_038106369.1|CQUI
OG0002457	LOC115761939|XP_030559837.1|DNOV	LOC6037973|XP_038109981.1|CQUI
OG0002459	LOC115764486|XP_030563433.1|DNOV, LOC115760437|XP_030557612.1|DNOV	LOC6040278|XP_038110319.1|CQUI
OG0002460	LOC115758065|XP_030554439.1|DNOV	LOC6046545|XP_038107177.1|CQUI
OG0002461	LOC115758077|XP_030554451.1|DNOV	LOC6037728|XP_001847609.2|CQUI
OG0002462	LOC115764472|XP_030563377.1|DNOV	LOC6036728|XP_038106021.1|CQUI
OG0002463	LOC115771537|XP_030573138.1|DNOV	LOC6035951|XP_038107997.1|CQUI
OG0002464	LOC115767491|XP_030567660.1|DNOV	LOC6035936|XP_038113029.1|CQUI
OG0002465	LOC115767490|XP_030567659.1|DNOV	LOC6035937|XP_038107822.1|CQUI
OG0002466	LOC115766756|XP_030566594.1|DNOV	LOC6035693|XP_038106107.1|CQUI
OG0002467	LOC115769580|XP_030570315.1|DNOV	LOC6045031|XP_038113008.1|CQUI
OG0002468	LOC115769630|XP_030570398.1|DNOV	LOC6040091|XP_038107963.1|CQUI
OG0002469	LOC115764007|XP_030562687.1|DNOV	LOC6036071|XP_038108768.1|CQUI
OG0002470	LOC115759253|XP_030556014.1|DNOV, LOC115764589|XP_030563600.1|DNOV	LOC6036080|XP_001846173.1|CQUI
OG0002471	LOC115764592|XP_030563604.1|DNOV	LOC6040384|XP_038107221.1|CQUI
OG0002472	LOC115757871|XP_030554167.1|DNOV	LOC6042946|XP_038108067.1|CQUI
OG0002473	LOC115758252|XP_030554668.1|DNOV	LOC6042941|XP_001870880.2|CQUI
OG0002474	LOC115766784|XP_030566662.1|DNOV	LOC6049842|XP_038108015.1|CQUI
OG0002475	LOC115761467|XP_030559093.1|DNOV	LOC6038339|XP_001848154.1|CQUI
OG0002476	LOC115767889|XP_030568142.1|DNOV	LOC6040191|XP_001849641.1|CQUI
OG0002477	LOC115766546|XP_030566378.1|DNOV	LOC6043951|XP_038110645.1|CQUI
OG0002478	LOC115764568|XP_030563555.1|DNOV	LOC6043127|XP_001855949.2|CQUI
OG0002479	LOC115757810|XP_030554093.1|DNOV	LOC6046503|XP_001863689.2|CQUI
OG0002480	LOC115760440|XP_030557617.1|DNOV	LOC6036095|XP_038111231.1|CQUI
OG0002481	LOC115768866|XP_030569431.1|DNOV	LOC6037433|XP_001847344.2|CQUI
OG0002482	LOC115757969|XP_030554310.1|DNOV	LOC6054086|XP_001870060.2|CQUI
OG0002483	LOC115759611|XP_030556450.1|DNOV	LOC6043110|XP_001855883.2|CQUI
OG0002484	LOC115760896|XP_030558326.1|DNOV	LOC6043115|XP_001855904.1|CQUI
OG0002485	LOC115764563|XP_030563547.1|DNOV	LOC6051768|XP_001868152.2|CQUI
OG0002486	LOC115770184|XP_030571205.1|DNOV	LOC6050978|XP_001867487.1|CQUI
OG0002487	LOC115758398|XP_030554900.1|DNOV	LOC6052913|XP_038108954.1|CQUI
OG0002488	LOC115761518|XP_030559151.1|DNOV	LOC6053873|XP_038111830.1|CQUI
OG0002489	LOC115769867|XP_030570727.1|DNOV	LOC6037239|XP_038114170.1|CQUI
OG0002490	LOC115766605|XP_030566451.1|DNOV	LOC6037217|XP_038112765.1|CQUI
OG0002491	LOC115769385|XP_030570039.1|DNOV, LOC115769561|XP_030570273.1|DNOV	LOC6040530|XP_001849914.2|CQUI
OG0002492	LOC115757981|XP_030554329.1|DNOV	LOC6040552|XP_001849934.2|CQUI
OG0002493	LOC115764483|XP_030563428.1|DNOV	LOC6040556|XP_038111560.1|CQUI
OG0002494	LOC115761343|XP_030558941.1|DNOV	LOC6045149|XP_038118792.1|CQUI
OG0002495	LOC115764079|XP_030562792.1|DNOV	LOC6036631|XP_038111990.1|CQUI
OG0002508	LOC115764277|XP_030563063.1|DNOV	LOC6035088|XP_038122670.1|CQUI
OG0002509	LOC115764629|XP_030563660.1|DNOV	LOC119765394|XP_038105104.1|CQUI, LOC119770056|XP_038120124.1|CQUI
OG0002510	LOC115764417|XP_030563275.1|DNOV	LOC6038187|XP_001848017.1|CQUI
OG0002511	LOC115761687|XP_030559403.1|DNOV	LOC6044330|XP_038110665.1|CQUI
OG0002512	LOC115766780|XP_030566652.1|DNOV	LOC6038318|XP_038117657.1|CQUI
OG0002513	LOC115759516|XP_030556319.1|DNOV	LOC6038305|XP_001848124.2|CQUI
OG0002514	LOC115769699|XP_030570485.1|DNOV	LOC6044319|XP_001861845.1|CQUI
OG0002516	LOC115763694|XP_030562239.1|DNOV	LOC6042706|XP_038116833.1|CQUI
OG0002517	LOC115765194|XP_030564482.1|DNOV	LOC6053207|XP_038116640.1|CQUI, LOC6053206|XP_038121940.1|CQUI, LOC119770678|XP_038121928.1|CQUI
OG0002518	LOC115761480|XP_030559107.1|DNOV	LOC6040416|XP_038105923.1|CQUI
OG0002519	LOC115763828|XP_030562444.1|DNOV	LOC119765096|XP_038104153.1|CQUI
OG0002520	LOC115767729|XP_030567899.1|DNOV	LOC119765152|XP_038104337.1|CQUI
OG0002521	LOC115767040|XP_030567029.1|DNOV	LOC6045823|XP_038115345.1|CQUI
OG0002522	LOC115761344|XP_030558945.1|DNOV	LOC6041768|XP_001850986.2|CQUI
OG0002523	LOC115761903|XP_030559778.1|DNOV	LOC6040429|XP_038121903.1|CQUI
OG0002524	LOC115765168|XP_030564447.1|DNOV	LOC6043383|XP_038116054.1|CQUI
OG0002525	LOC115771181|XP_030572629.1|DNOV	LOC6041756|XP_038104229.1|CQUI
OG0002526	LOC115764002|XP_030562681.1|DNOV	LOC6041757|XP_001850972.2|CQUI
OG0002527	LOC115771683|XP_030573360.1|DNOV	LOC6053287|XP_038105571.1|CQUI
OG0002528	LOC115767407|XP_030567541.1|DNOV, LOC115767406|XP_030567532.1|DNOV	LOC6053284|XP_038111580.1|CQUI
OG0002529	LOC115764880|XP_030564018.1|DNOV	LOC6049217|XP_001866017.1|CQUI
OG0002530	LOC115763377|XP_030561772.1|DNOV	LOC6049213|XP_001866014.1|CQUI
OG0002531	LOC115759209|XP_030555960.1|DNOV	LOC6048445|XP_038113332.1|CQUI
OG0002532	LOC115760393|XP_030557553.1|DNOV	LOC6040445|XP_038111080.1|CQUI
OG0002533	LOC115767845|XP_030568055.1|DNOV	LOC6035125|XP_038116394.1|CQUI
OG0002534	LOC115761656|XP_030559360.1|DNOV	LOC6035133|XP_001845368.2|CQUI
OG0002535	LOC115771492|XP_030573075.1|DNOV	LOC6049268|XP_038105706.1|CQUI, LOC6049269|XP_038105686.1|CQUI
OG0002536	LOC115765010|XP_030564220.1|DNOV	LOC6050127|XP_001866784.1|CQUI
OG0002537	LOC115760502|XP_030557725.1|DNOV	LOC6050067|XP_001866735.2|CQUI
OG0002539	LOC115762058|XP_030559999.1|DNOV	LOC6049760|XP_038105192.1|CQUI
OG0002540	LOC115765045|XP_030564278.1|DNOV	LOC6044376|XP_038104046.1|CQUI
OG0002541	LOC115767223|XP_030567282.1|DNOV	LOC6051486|XP_001867921.2|CQUI
OG0002542	LOC115768139|XP_030568493.1|DNOV	LOC6050195|XP_001866841.2|CQUI
OG0002543	LOC115767576|XP_030567722.1|DNOV	LOC6053285|XP_001869398.2|CQUI
OG0002544	LOC115761360|XP_030558966.1|DNOV	LOC6054124|XP_001870091.2|CQUI
OG0002545	LOC115768458|XP_030568885.1|DNOV	LOC6048459|XP_038122651.1|CQUI
OG0002547	LOC115767580|XP_030567725.1|DNOV	LOC119771193|XP_038122754.1|CQUI
OG0002548	LOC115765391|XP_030564779.1|DNOV	LOC119765155|XP_038104372.1|CQUI
OG0002549	LOC115767222|XP_030567279.1|DNOV	LOC119765154|XP_038104350.1|CQUI
OG0002550	LOC115765085|XP_030564320.1|DNOV	LOC6049174|XP_038105810.1|CQUI
OG0002551	LOC115771724|XP_030573408.1|DNOV	LOC6037404|XP_001847321.2|CQUI, LOC6038454|XP_038105325.1|CQUI
OG0002552	LOC115758635|XP_030555230.1|DNOV	LOC6038452|XP_001848249.2|CQUI
OG0002553	LOC115767837|XP_030568040.1|DNOV	LOC6045347|XP_038122761.1|CQUI
OG0002554	LOC115768339|XP_030568762.1|DNOV	LOC6035101|XP_001845337.1|CQUI
OG0002555	LOC115768599|XP_030569109.1|DNOV	LOC6035102|XP_001845338.2|CQUI
OG0002556	LOC115759210|XP_030555961.1|DNOV	LOC6044430|XP_038122718.1|CQUI
OG0002557	LOC115768799|XP_030569355.1|DNOV	LOC6052596|XP_001868839.1|CQUI
OG0002558	LOC115764613|XP_030563629.1|DNOV	LOC6049816|XP_001866517.1|CQUI
OG0002559	LOC115771290|XP_030572773.1|DNOV	LOC6044997|XP_038122831.1|CQUI
OG0002560	LOC115761193|XP_030558726.1|DNOV	LOC6045244|XP_038122871.1|CQUI
OG0002561	LOC115761895|XP_030559761.1|DNOV	LOC6052529|XP_001868783.1|CQUI
OG0002563	LOC115766395|XP_030566167.1|DNOV	LOC6039045|XP_001848723.2|CQUI
OG0002564	LOC115759635|XP_030556484.1|DNOV	LOC119771222|XP_038122902.1|CQUI
