Orthogroup	DNOV.longest_only	CCAP.longest_only
OG0001761	LOC115771810|XP_030573551.1|DNOV	CCAP1982_LOCUS21800|CAD7013777.1|CCAP
OG0001762	LOC115758847|XP_030555489.1|DNOV	CCAP1982_LOCUS6396|CAD6997766.1|CCAP
OG0001763	LOC115760261|XP_030557385.1|DNOV, LOC115760262|XP_030557386.1|DNOV	CCAP1982_LOCUS6500|CAD6997881.1|CCAP
OG0001764	LOC115761281|XP_030558861.1|DNOV	CCAP1982_LOCUS4898|CAD6996209.1|CCAP, CCAP1982_LOCUS4897|CAD6996208.1|CCAP
OG0001765	LOC115762159|XP_030560133.1|DNOV	CCAP1982_LOCUS22890|CAD7014926.1|CCAP
OG0001766	LOC115760124|XP_030557182.1|DNOV	CCAP1982_LOCUS9113|CAD7000639.1|CCAP
OG0001767	LOC115758692|XP_030555297.1|DNOV	CCAP1982_LOCUS6614|CAD6997998.1|CCAP
OG0001769	LOC115759320|XP_030556090.1|DNOV	CCAP1982_LOCUS5427|CAD6996748.1|CCAP
OG0001770	LOC115760045|XP_030557072.1|DNOV	CCAP1982_LOCUS7906|CAD6999380.1|CCAP
OG0001771	LOC115758600|XP_030555183.1|DNOV, LOC115758555|XP_030555113.1|DNOV	CCAP1982_LOCUS6984|CAD6998384.1|CCAP
OG0001772	LOC115763960|XP_030562618.1|DNOV	CCAP1982_LOCUS6455|CAD6997831.1|CCAP
OG0001773	LOC115763441|XP_030561866.1|DNOV	CCAP1982_LOCUS6278|CAD6997646.1|CCAP
OG0001774	LOC115762089|XP_030560044.1|DNOV	CCAP1982_LOCUS22837|CAD7014873.1|CCAP
OG0001776	LOC115763405|XP_030561816.1|DNOV	CCAP1982_LOCUS5458|CAD6996783.1|CCAP
OG0001777	LOC115759805|XP_030556749.1|DNOV	CCAP1982_LOCUS6724|CAD6998110.1|CCAP
OG0001778	LOC115759119|XP_030555822.1|DNOV	CCAP1982_LOCUS7663|CAD6999119.1|CCAP
OG0001780	LOC115762062|XP_030560008.1|DNOV	CCAP1982_LOCUS7239|CAD6998680.1|CCAP
OG0001781	LOC115763435|XP_030561858.1|DNOV	CCAP1982_LOCUS5691|CAD6997033.1|CCAP
OG0001782	LOC115769235|XP_030569808.1|DNOV	CCAP1982_LOCUS5611|CAD6996941.1|CCAP, CCAP1982_LOCUS5610|CAD6996940.1|CCAP
OG0001783	LOC115763051|XP_030561336.1|DNOV	CCAP1982_LOCUS9017|CAD7000541.1|CCAP
OG0001784	LOC115758503|XP_030555050.1|DNOV	CCAP1982_LOCUS7884|CAD6999357.1|CCAP, CCAP1982_LOCUS7882|CAD6999355.1|CCAP
OG0001785	LOC115762228|XP_030560223.1|DNOV	CCAP1982_LOCUS21527|CAD7013462.1|CCAP
OG0001786	LOC115760122|XP_030557179.1|DNOV	CCAP1982_LOCUS6869|CAD6998260.1|CCAP
OG0001787	LOC115759983|XP_030556997.1|DNOV	CCAP1982_LOCUS6866|CAD6998257.1|CCAP
OG0001788	LOC115758091|XP_030554470.1|DNOV	CCAP1982_LOCUS19775|CAD7011691.1|CCAP
OG0001789	LOC115766544|XP_030566377.1|DNOV	CCAP1982_LOCUS11954|CAD7003504.1|CCAP
OG0001790	LOC115760171|XP_030557251.1|DNOV	CCAP1982_LOCUS8064|CAD6999543.1|CCAP, CCAP1982_LOCUS8065|CAD6999544.1|CCAP
OG0001791	LOC115770853|XP_030572184.1|DNOV	CCAP1982_LOCUS21402|CAD7013334.1|CCAP
OG0001792	LOC115760120|XP_030557175.1|DNOV	CCAP1982_LOCUS7676|CAD6999133.1|CCAP
OG0001793	LOC115758192|XP_030554598.1|DNOV	CCAP1982_LOCUS22137|CAD7014132.1|CCAP, CCAP1982_LOCUS22145|CAD7014139.1|CCAP
OG0001794	LOC115758830|XP_030555467.1|DNOV	CCAP1982_LOCUS6938|CAD6998334.1|CCAP, CCAP1982_LOCUS6939|CAD6998335.1|CCAP, CCAP1982_LOCUS6940|CAD6998336.1|CCAP
OG0001795	LOC115760281|XP_030557410.1|DNOV	CCAP1982_LOCUS7066|CAD6998469.1|CCAP, CCAP1982_LOCUS7067|CAD6998470.1|CCAP
OG0001797	LOC115766752|XP_030566590.1|DNOV	CCAP1982_LOCUS10024|CAD7001527.1|CCAP, CCAP1982_LOCUS10018|CAD7001521.1|CCAP
OG0001798	LOC115758715|XP_030555328.1|DNOV	CCAP1982_LOCUS20411|CAD7012317.1|CCAP
OG0001800	LOC115759785|XP_030556720.1|DNOV	CCAP1982_LOCUS8862|CAD7000386.1|CCAP, CCAP1982_LOCUS8190|CAD6999660.1|CCAP, CCAP1982_LOCUS8189|CAD6999659.1|CCAP
OG0001801	LOC115769914|XP_030570797.1|DNOV	CCAP1982_LOCUS12750|CAD7004331.1|CCAP
OG0001802	LOC115759552|XP_030556374.1|DNOV	CCAP1982_LOCUS445|CAD6991526.1|CCAP
OG0001803	LOC115763836|XP_030562455.1|DNOV	CCAP1982_LOCUS953|CAD6992073.1|CCAP
OG0001804	LOC115759416|XP_030556168.1|DNOV	CCAP1982_LOCUS4422|CAD6995715.1|CCAP
OG0001805	LOC115770990|XP_030572342.1|DNOV	CCAP1982_LOCUS10993|CAD7002504.1|CCAP
OG0001806	LOC115770844|XP_030572141.1|DNOV, LOC115770909|XP_030572213.1|DNOV	CCAP1982_LOCUS359|CAD6991433.1|CCAP
OG0001807	LOC115766065|XP_030565725.1|DNOV	CCAP1982_LOCUS234|CAD6991305.1|CCAP
OG0001808	LOC115767883|XP_030568106.1|DNOV	CCAP1982_LOCUS4980|CAD6996299.1|CCAP
OG0001811	LOC115759566|XP_030556395.1|DNOV	CCAP1982_LOCUS7121|CAD6998534.1|CCAP, CCAP1982_LOCUS7122|CAD6998535.1|CCAP
OG0001813	LOC115759659|XP_030556513.1|DNOV	CCAP1982_LOCUS4477|CAD6995773.1|CCAP
OG0001814	LOC115764616|XP_030563634.1|DNOV	CCAP1982_LOCUS4359|CAD6995652.1|CCAP
OG0001815	LOC115763695|XP_030562242.1|DNOV	CCAP1982_LOCUS668|CAD6991760.1|CCAP
OG0001816	LOC115764576|XP_030563583.1|DNOV, LOC115768047|XP_030568339.1|DNOV	CCAP1982_LOCUS20579|CAD7012495.1|CCAP
OG0001817	LOC115763198|XP_030561524.1|DNOV, LOC115763938|XP_030562592.1|DNOV	CCAP1982_LOCUS20287|CAD7012186.1|CCAP
OG0001819	LOC115765190|XP_030564481.1|DNOV	CCAP1982_LOCUS20241|CAD7012144.1|CCAP
OG0001820	LOC115767226|XP_030567283.1|DNOV	CCAP1982_LOCUS21127|CAD7013045.1|CCAP
OG0001821	LOC115761152|XP_030558683.1|DNOV	CCAP1982_LOCUS7163|CAD6998585.1|CCAP, CCAP1982_LOCUS7162|CAD6998584.1|CCAP
OG0001822	LOC115760908|XP_030558338.1|DNOV	CCAP1982_LOCUS7154|CAD6998574.1|CCAP
OG0001823	LOC115766248|XP_030565971.1|DNOV	CCAP1982_LOCUS13376|CAD7005000.1|CCAP
OG0001824	LOC115760255|XP_030557376.1|DNOV	CCAP1982_LOCUS7026|CAD6998426.1|CCAP
OG0001825	LOC115767430|XP_030567569.1|DNOV	CCAP1982_LOCUS20017|CAD7011906.1|CCAP, CCAP1982_LOCUS20011|CAD7011900.1|CCAP, CCAP1982_LOCUS20022|CAD7011911.1|CCAP
OG0001826	LOC115759727|XP_030556608.1|DNOV	CCAP1982_LOCUS5581|CAD6996908.1|CCAP, CCAP1982_LOCUS21161|CAD7013086.1|CCAP
OG0001827	LOC115758236|XP_030554648.1|DNOV	CCAP1982_LOCUS20547|CAD7012467.1|CCAP
OG0001829	LOC115757828|XP_030554112.1|DNOV	CCAP1982_LOCUS19767|CAD7011683.1|CCAP, CCAP1982_LOCUS19768|CAD7011684.1|CCAP
OG0001830	LOC115757906|XP_030554217.1|DNOV	CCAP1982_LOCUS20337|CAD7012240.1|CCAP
OG0001831	LOC115771387|XP_030572932.1|DNOV	CCAP1982_LOCUS14177|CAD7005833.1|CCAP
OG0001832	LOC115767569|XP_030567714.1|DNOV, LOC115767568|XP_030567713.1|DNOV, LOC115764066|XP_030562774.1|DNOV	CCAP1982_LOCUS21112|CAD7013026.1|CCAP
OG0001833	LOC115763798|XP_030562401.1|DNOV, LOC115761868|XP_030559731.1|DNOV	CCAP1982_LOCUS21130|CAD7013048.1|CCAP
OG0001834	LOC115761629|XP_030559318.1|DNOV	CCAP1982_LOCUS1887|CAD6993056.1|CCAP
OG0001838	LOC115760883|XP_030558305.1|DNOV	CCAP1982_LOCUS22536|CAD7014535.1|CCAP
OG0001839	LOC115761395|XP_030559016.1|DNOV	CCAP1982_LOCUS7187|CAD6998612.1|CCAP, CCAP1982_LOCUS7186|CAD6998611.1|CCAP
OG0001849	LOC115761359|XP_030558965.1|DNOV	CCAP1982_LOCUS3184|CAD6994433.1|CCAP
OG0001850	LOC115766803|XP_030566688.1|DNOV	CCAP1982_LOCUS9381|CAD7000906.1|CCAP, CCAP1982_LOCUS9382|CAD7000907.1|CCAP
OG0001851	LOC115766706|XP_030566484.1|DNOV	CCAP1982_LOCUS10374|CAD7001887.1|CCAP, CCAP1982_LOCUS10375|CAD7001888.1|CCAP, CCAP1982_LOCUS10372|CAD7001885.1|CCAP, CCAP1982_LOCUS10370|CAD7001883.1|CCAP
OG0001852	LOC115762768|XP_030560977.1|DNOV	CCAP1982_LOCUS13290|CAD7004906.1|CCAP
OG0001853	LOC115764018|XP_030562707.1|DNOV	CCAP1982_LOCUS3616|CAD6994881.1|CCAP, CCAP1982_LOCUS3614|CAD6994879.1|CCAP
OG0001855	LOC115764515|XP_030563472.1|DNOV	CCAP1982_LOCUS20317|CAD7012219.1|CCAP
OG0001858	LOC115764273|XP_030563058.1|DNOV	CCAP1982_LOCUS8963|CAD7000484.1|CCAP
OG0001860	LOC115770400|XP_030571513.1|DNOV	CCAP1982_LOCUS13420|CAD7005050.1|CCAP
OG0001861	LOC115757772|XP_030554057.1|DNOV	CCAP1982_LOCUS2989|CAD6994227.1|CCAP
OG0001864	LOC115772134|XP_030573974.1|DNOV	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP
OG0001866	LOC115761422|XP_030559043.1|DNOV	CCAP1982_LOCUS2419|CAD6993609.1|CCAP
OG0001867	LOC115771049|XP_030572457.1|DNOV	CCAP1982_LOCUS12895|CAD7004494.1|CCAP
OG0001868	LOC115758670|XP_030555273.1|DNOV	CCAP1982_LOCUS7780|CAD6999249.1|CCAP
OG0001869	LOC115761194|XP_030558727.1|DNOV	CCAP1982_LOCUS2409|CAD6993599.1|CCAP
OG0001872	LOC115759595|XP_030556424.1|DNOV	CCAP1982_LOCUS1125|CAD6992255.1|CCAP
OG0001873	LOC115764771|XP_030563870.1|DNOV	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP
OG0001874	LOC115760351|XP_030557501.1|DNOV	CCAP1982_LOCUS4109|CAD6995391.1|CCAP
OG0001875	LOC115771673|XP_030573347.1|DNOV	CCAP1982_LOCUS1759|CAD6992926.1|CCAP
OG0001878	LOC115761751|XP_030559512.1|DNOV	CCAP1982_LOCUS2349|CAD6993537.1|CCAP
OG0001879	LOC115760404|XP_030557563.1|DNOV, LOC115760370|XP_030557523.1|DNOV, LOC115768249|XP_030568639.1|DNOV	CCAP1982_LOCUS4169|CAD6995454.1|CCAP
OG0001880	LOC115770589|XP_030571778.1|DNOV	CCAP1982_LOCUS1363|CAD6992514.1|CCAP
OG0001881	LOC115759502|XP_030556303.1|DNOV	CCAP1982_LOCUS2765|CAD6993982.1|CCAP
OG0001882	LOC115772033|XP_030573823.1|DNOV	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP
OG0001883	LOC115764818|XP_030563927.1|DNOV	CCAP1982_LOCUS2229|CAD6993414.1|CCAP, CCAP1982_LOCUS2228|CAD6993413.1|CCAP
OG0001884	LOC115757676|XP_030553867.1|DNOV	CCAP1982_LOCUS1429|CAD6992581.1|CCAP
OG0001886	LOC115761938|XP_030559833.1|DNOV	CCAP1982_LOCUS1050|CAD6992176.1|CCAP
OG0001887	LOC115758283|XP_030554707.1|DNOV	CCAP1982_LOCUS20351|CAD7012255.1|CCAP
OG0001888	LOC115763663|XP_030562194.1|DNOV	CCAP1982_LOCUS224|CAD6991295.1|CCAP
OG0001890	LOC115771531|XP_030573128.1|DNOV	CCAP1982_LOCUS2856|CAD6994087.1|CCAP
OG0001891	LOC115771655|XP_030573320.1|DNOV	CCAP1982_LOCUS2944|CAD6994179.1|CCAP
OG0001893	LOC115764956|XP_030564138.1|DNOV	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP
OG0001894	LOC115762066|XP_030560013.1|DNOV	CCAP1982_LOCUS22715|CAD7014737.1|CCAP
OG0001895	LOC115766726|XP_030566542.1|DNOV	CCAP1982_LOCUS9931|CAD7001434.1|CCAP
OG0001896	LOC115763931|XP_030562582.1|DNOV	CCAP1982_LOCUS10482|CAD7001996.1|CCAP
OG0001897	LOC115771770|XP_030573484.1|DNOV	CCAP1982_LOCUS2463|CAD6993655.1|CCAP
OG0001899	LOC115764108|XP_030562823.1|DNOV	CCAP1982_LOCUS1209|CAD6992345.1|CCAP
OG0001901	LOC115759717|XP_030556584.1|DNOV	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP
OG0001903	LOC115764070|XP_030562777.1|DNOV	CCAP1982_LOCUS2781|CAD6994000.1|CCAP
OG0001904	LOC115761380|XP_030558991.1|DNOV	CCAP1982_LOCUS2825|CAD6994050.1|CCAP
OG0001906	LOC115761740|XP_030559487.1|DNOV	CCAP1982_LOCUS1455|CAD6992606.1|CCAP, CCAP1982_LOCUS1453|CAD6992604.1|CCAP, CCAP1982_LOCUS1454|CAD6992605.1|CCAP
OG0001908	LOC115764870|XP_030564008.1|DNOV	CCAP1982_LOCUS2718|CAD6993930.1|CCAP
OG0001910	LOC115761223|XP_030558772.1|DNOV	CCAP1982_LOCUS3105|CAD6994350.1|CCAP
OG0001911	LOC115771744|XP_030573435.1|DNOV	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP
OG0001912	LOC115764176|XP_030562926.1|DNOV	CCAP1982_LOCUS2354|CAD6993542.1|CCAP
OG0001914	LOC115765000|XP_030564202.1|DNOV	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP
OG0001915	LOC115769764|XP_030570584.1|DNOV	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP
OG0001916	LOC115760856|XP_030558267.1|DNOV	CCAP1982_LOCUS21919|CAD7013905.1|CCAP
OG0001917	LOC115769493|XP_030570172.1|DNOV	CCAP1982_LOCUS10929|CAD7002439.1|CCAP
OG0001918	LOC115769529|XP_030570231.1|DNOV	CCAP1982_LOCUS11525|CAD7003062.1|CCAP
OG0001919	LOC115760024|XP_030557050.1|DNOV	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP
OG0001920	LOC115760249|XP_030557365.1|DNOV, LOC115770603|XP_030571800.1|DNOV	CCAP1982_LOCUS12172|CAD7003736.1|CCAP
OG0001921	LOC115760460|XP_030557646.1|DNOV, LOC115760461|XP_030557647.1|DNOV, LOC115760458|XP_030557640.1|DNOV	CCAP1982_LOCUS14964|CAD7006661.1|CCAP
OG0001922	LOC115762129|XP_030560094.1|DNOV	CCAP1982_LOCUS7235|CAD6998676.1|CCAP
OG0001923	LOC115771012|XP_030572379.1|DNOV	CCAP1982_LOCUS12433|CAD7004010.1|CCAP, CCAP1982_LOCUS12451|CAD7004027.1|CCAP
OG0001924	LOC115760157|XP_030557229.1|DNOV	CCAP1982_LOCUS5884|CAD6997251.1|CCAP
OG0001925	LOC115771261|XP_030572737.1|DNOV	CCAP1982_LOCUS13224|CAD7004835.1|CCAP
OG0001926	LOC115767149|XP_030567179.1|DNOV	CCAP1982_LOCUS14894|CAD7006580.1|CCAP
OG0001928	LOC115770504|XP_030571658.1|DNOV	CCAP1982_LOCUS12931|CAD7004534.1|CCAP
OG0001929	LOC115762803|XP_030561022.1|DNOV, LOC115770197|XP_030571221.1|DNOV	CCAP1982_LOCUS12927|CAD7004530.1|CCAP
OG0001930	LOC115760569|XP_030557842.1|DNOV	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP
OG0001931	LOC115769877|XP_030570739.1|DNOV	CCAP1982_LOCUS14738|CAD7006418.1|CCAP
OG0001932	LOC115769874|XP_030570734.1|DNOV	CCAP1982_LOCUS14734|CAD7006414.1|CCAP
OG0001933	LOC115760905|XP_030558336.1|DNOV	CCAP1982_LOCUS20458|CAD7012364.1|CCAP
OG0001934	LOC115770460|XP_030571597.1|DNOV	CCAP1982_LOCUS11449|CAD7002986.1|CCAP
OG0001935	LOC115762662|XP_030560830.1|DNOV	CCAP1982_LOCUS14888|CAD7006574.1|CCAP
OG0001937	LOC115762183|XP_030560163.1|DNOV	CCAP1982_LOCUS21341|CAD7013270.1|CCAP
OG0001938	LOC115762263|XP_030560284.1|DNOV	CCAP1982_LOCUS21455|CAD7013390.1|CCAP
OG0001940	LOC115760577|XP_030557855.1|DNOV	CCAP1982_LOCUS21655|CAD7013601.1|CCAP
OG0001941	LOC115770706|XP_030571962.1|DNOV	CCAP1982_LOCUS11356|CAD7002887.1|CCAP
OG0001942	LOC115762127|XP_030560092.1|DNOV	CCAP1982_LOCUS21879|CAD7013860.1|CCAP
OG0001943	LOC115762841|XP_030561076.1|DNOV	CCAP1982_LOCUS14883|CAD7006569.1|CCAP
OG0001944	LOC115768526|XP_030568977.1|DNOV, LOC115762568|XP_030560712.1|DNOV	CCAP1982_LOCUS11128|CAD7002645.1|CCAP
OG0001945	LOC115762425|XP_030560481.1|DNOV	CCAP1982_LOCUS22711|CAD7014732.1|CCAP
OG0001946	LOC115760940|XP_030558380.1|DNOV	CCAP1982_LOCUS21691|CAD7013647.1|CCAP
OG0001947	LOC115760661|XP_030557987.1|DNOV	CCAP1982_LOCUS21692|CAD7013648.1|CCAP
OG0001948	LOC115771454|XP_030573029.1|DNOV	CCAP1982_LOCUS13820|CAD7005460.1|CCAP
OG0001949	LOC115768647|XP_030569182.1|DNOV	CCAP1982_LOCUS13083|CAD7004689.1|CCAP
OG0001950	LOC115759664|XP_030556520.1|DNOV	CCAP1982_LOCUS4560|CAD6995859.1|CCAP
OG0001951	LOC115758317|XP_030554743.1|DNOV, LOC115758745|XP_030555365.1|DNOV	CCAP1982_LOCUS23274|CAD7015329.1|CCAP
OG0001952	LOC115762083|XP_030560039.1|DNOV	CCAP1982_LOCUS23010|CAD7015053.1|CCAP
OG0001953	LOC115762097|XP_030560057.1|DNOV	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP
OG0001954	LOC115763310|XP_030561671.1|DNOV	CCAP1982_LOCUS23202|CAD7015253.1|CCAP
OG0001955	LOC115771765|XP_030573482.1|DNOV	CCAP1982_LOCUS22670|CAD7014686.1|CCAP
OG0001957	LOC115760596|XP_030557890.1|DNOV	CCAP1982_LOCUS22307|CAD7014307.1|CCAP
OG0001958	LOC115760524|XP_030557758.1|DNOV	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP
OG0001959	LOC115770115|XP_030571096.1|DNOV	CCAP1982_LOCUS14238|CAD7005898.1|CCAP
OG0001960	LOC115765831|XP_030565415.1|DNOV	CCAP1982_LOCUS12222|CAD7003786.1|CCAP
OG0001961	LOC115762179|XP_030560160.1|DNOV	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP
OG0001962	LOC115762063|XP_030560010.1|DNOV	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP
OG0001963	LOC115769800|XP_030570627.1|DNOV	CCAP1982_LOCUS12183|CAD7003747.1|CCAP
OG0001964	LOC115771265|XP_030572741.1|DNOV	CCAP1982_LOCUS12354|CAD7003931.1|CCAP
OG0001965	LOC115769589|XP_030570324.1|DNOV	CCAP1982_LOCUS12704|CAD7004284.1|CCAP
OG0001966	LOC115771932|XP_030573692.1|DNOV	CCAP1982_LOCUS3040|CAD6994279.1|CCAP
OG0001967	LOC115762391|XP_030560435.1|DNOV	CCAP1982_LOCUS22780|CAD7014812.1|CCAP
OG0001968	LOC115762913|XP_030561152.1|DNOV	CCAP1982_LOCUS14972|CAD7006670.1|CCAP
OG0001969	LOC115760761|XP_030558102.1|DNOV	CCAP1982_LOCUS21687|CAD7013643.1|CCAP
OG0001970	LOC115768334|XP_030568796.1|DNOV	CCAP1982_LOCUS23267|CAD7015322.1|CCAP
OG0001971	LOC115766604|XP_030566450.1|DNOV	CCAP1982_LOCUS8403|CAD6999893.1|CCAP
OG0001972	LOC115760311|XP_030557462.1|DNOV	CCAP1982_LOCUS23021|CAD7015065.1|CCAP
OG0001973	LOC115760699|XP_030558024.1|DNOV	CCAP1982_LOCUS22029|CAD7014023.1|CCAP
OG0001974	LOC115762105|XP_030560067.1|DNOV	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP
OG0001975	LOC115769364|XP_030570006.1|DNOV	CCAP1982_LOCUS11501|CAD7003038.1|CCAP
OG0001976	LOC115761148|XP_030558677.1|DNOV	CCAP1982_LOCUS22353|CAD7014356.1|CCAP
OG0001977	LOC115759789|XP_030556728.1|DNOV	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP
OG0001978	LOC115760175|XP_030557259.1|DNOV	CCAP1982_LOCUS7617|CAD6999071.1|CCAP
OG0001979	LOC115768310|XP_030568722.1|DNOV, LOC115758658|XP_030555257.1|DNOV	CCAP1982_LOCUS8860|CAD7000384.1|CCAP
OG0001980	LOC115765570|XP_030565077.1|DNOV	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP
OG0001981	LOC115760038|XP_030557066.1|DNOV	CCAP1982_LOCUS7875|CAD6999348.1|CCAP
OG0001982	LOC115758463|XP_030554995.1|DNOV	CCAP1982_LOCUS5569|CAD6996896.1|CCAP
OG0001983	LOC115769289|XP_030569875.1|DNOV	CCAP1982_LOCUS3020|CAD6994259.1|CCAP
OG0001984	LOC115758903|XP_030555560.1|DNOV	CCAP1982_LOCUS9240|CAD7000765.1|CCAP
OG0001985	LOC115763598|XP_030562081.1|DNOV	CCAP1982_LOCUS5651|CAD6996989.1|CCAP
OG0001986	LOC115759304|XP_030556069.1|DNOV	CCAP1982_LOCUS6409|CAD6997784.1|CCAP
OG0001988	LOC115769820|XP_030570684.1|DNOV	CCAP1982_LOCUS22258|CAD7014255.1|CCAP
OG0001989	LOC115765971|XP_030565585.1|DNOV	CCAP1982_LOCUS6085|CAD6997439.1|CCAP, CCAP1982_LOCUS20246|CAD7012149.1|CCAP
OG0001990	LOC115763028|XP_030561294.1|DNOV	CCAP1982_LOCUS6087|CAD6997441.1|CCAP, CCAP1982_LOCUS6088|CAD6997442.1|CCAP
OG0001991	LOC115760287|XP_030557419.1|DNOV	CCAP1982_LOCUS5893|CAD6997260.1|CCAP, CCAP1982_LOCUS5892|CAD6997259.1|CCAP
OG0001992	LOC115759131|XP_030555836.1|DNOV, LOC115759133|XP_030555842.1|DNOV	CCAP1982_LOCUS7304|CAD6998750.1|CCAP
OG0001993	LOC115763350|XP_030561728.1|DNOV	CCAP1982_LOCUS6510|CAD6997891.1|CCAP
OG0001994	LOC115757745|XP_030553995.1|DNOV	CCAP1982_LOCUS4040|CAD6995322.1|CCAP
OG0001995	LOC115769166|XP_030569725.1|DNOV	CCAP1982_LOCUS7864|CAD6999337.1|CCAP
OG0001996	LOC115765912|XP_030565518.1|DNOV	CCAP1982_LOCUS6834|CAD6998223.1|CCAP
OG0001997	LOC115762093|XP_030560054.1|DNOV	CCAP1982_LOCUS22833|CAD7014869.1|CCAP
OG0001998	LOC115762091|XP_030560049.1|DNOV	CCAP1982_LOCUS22838|CAD7014874.1|CCAP
OG0001999	LOC115763365|XP_030561756.1|DNOV	CCAP1982_LOCUS23209|CAD7015261.1|CCAP, CCAP1982_LOCUS23214|CAD7015266.1|CCAP
OG0002000	LOC115760004|XP_030557022.1|DNOV	CCAP1982_LOCUS8817|CAD7000334.1|CCAP
OG0002001	LOC115759968|XP_030556976.1|DNOV	CCAP1982_LOCUS8682|CAD7000189.1|CCAP
OG0002003	LOC115763218|XP_030561550.1|DNOV	CCAP1982_LOCUS9016|CAD7000540.1|CCAP
OG0002004	LOC115759781|XP_030556709.1|DNOV	CCAP1982_LOCUS7661|CAD6999117.1|CCAP
OG0002005	LOC115763578|XP_030562057.1|DNOV	CCAP1982_LOCUS9022|CAD7000546.1|CCAP
OG0002006	LOC115760208|XP_030557302.1|DNOV	CCAP1982_LOCUS8852|CAD7000372.1|CCAP
OG0002007	LOC115759324|XP_030556095.1|DNOV	CCAP1982_LOCUS5813|CAD6997170.1|CCAP
OG0002008	LOC115766796|XP_030566679.1|DNOV	CCAP1982_LOCUS10577|CAD7002089.1|CCAP, CCAP1982_LOCUS10575|CAD7002087.1|CCAP, CCAP1982_LOCUS10578|CAD7002090.1|CCAP
OG0002009	LOC115761031|XP_030558504.1|DNOV	CCAP1982_LOCUS7153|CAD6998573.1|CCAP
OG0002010	LOC115763050|XP_030561335.1|DNOV	CCAP1982_LOCUS9018|CAD7000542.1|CCAP
OG0002011	LOC115763011|XP_030561261.1|DNOV	CCAP1982_LOCUS5797|CAD6997153.1|CCAP
OG0002012	LOC115759718|XP_030556585.1|DNOV	CCAP1982_LOCUS8101|CAD6999576.1|CCAP
OG0002013	LOC115763443|XP_030561870.1|DNOV	CCAP1982_LOCUS5842|CAD6997203.1|CCAP
OG0002014	LOC115759745|XP_030556648.1|DNOV	CCAP1982_LOCUS20407|CAD7012313.1|CCAP
OG0002015	LOC115761514|XP_030559143.1|DNOV	CCAP1982_LOCUS8287|CAD6999764.1|CCAP
OG0002016	LOC115760906|XP_030558333.1|DNOV	CCAP1982_LOCUS22546|CAD7014545.1|CCAP
OG0002017	LOC115759752|XP_030556654.1|DNOV	CCAP1982_LOCUS7916|CAD6999390.1|CCAP, CCAP1982_LOCUS7914|CAD6999388.1|CCAP
OG0002018	LOC115763535|XP_030562011.1|DNOV	CCAP1982_LOCUS5457|CAD6996782.1|CCAP
OG0002019	LOC115759773|XP_030556700.1|DNOV, LOC115759772|XP_030556699.1|DNOV	CCAP1982_LOCUS7335|CAD6998781.1|CCAP
OG0002020	LOC115769293|XP_030569879.1|DNOV	CCAP1982_LOCUS5558|CAD6996885.1|CCAP
OG0002021	LOC115765447|XP_030564874.1|DNOV	CCAP1982_LOCUS22781|CAD7014814.1|CCAP, CCAP1982_LOCUS22783|CAD7014816.1|CCAP
