Orthogroup	DNOV.longest_only	AAEG.longest_only
OG0002332	LOC115770126|XP_030571120.1|DNOV	LOC5569339|XP_021701616.1|AAEG
OG0002333	LOC115762378|XP_030560418.1|DNOV	LOC5564477|XP_021701636.1|AAEG
OG0002334	LOC115758765|XP_030555386.1|DNOV	LOC5566251|XP_021701697.1|AAEG
OG0002335	LOC115764562|XP_030563546.1|DNOV	LOC5566660|XP_021701733.1|AAEG
OG0002336	LOC115771565|XP_030573176.1|DNOV	LOC5579210|XP_021701833.1|AAEG
OG0002337	LOC115762241|XP_030560244.1|DNOV	LOC5569047|XP_021701849.1|AAEG
OG0002338	LOC115759833|XP_030556786.1|DNOV	LOC5569036|XP_021701860.1|AAEG
OG0002339	LOC115765877|XP_030565475.1|DNOV	LOC5566648|XP_021701909.1|AAEG
OG0002340	LOC115760197|XP_030557288.1|DNOV	LOC5576505|XP_021701921.1|AAEG
OG0002341	LOC115760817|XP_030558194.1|DNOV	LOC5577105|XP_001663197.2|AAEG
OG0002342	LOC115758399|XP_030554901.1|DNOV	LOC5577563|XP_021701939.1|AAEG
OG0002343	LOC115758597|XP_030555179.1|DNOV	LOC110676862|XP_021701997.1|AAEG
OG0002344	LOC115760288|XP_030557420.1|DNOV	LOC5578960|XP_021702009.1|AAEG
OG0002345	LOC115762464|XP_030560532.1|DNOV	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG
OG0002346	LOC115760083|XP_030557125.1|DNOV	LOC5573393|XP_001654564.2|AAEG
OG0002347	LOC115760744|XP_030558081.1|DNOV	LOC5572179|XP_001660269.1|AAEG
OG0002348	LOC115760179|XP_030557266.1|DNOV	LOC5573070|XP_001660705.2|AAEG
OG0002349	LOC115762278|XP_030560300.1|DNOV	LOC23687521|XP_011493451.1|AAEG
OG0002350	LOC115762463|XP_030560531.1|DNOV	LOC5570831|XP_001653338.1|AAEG
OG0002351	LOC115760878|XP_030558300.1|DNOV	LOC5577606|XP_001656600.1|AAEG
OG0002352	LOC115771089|XP_030572506.1|DNOV	LOC5573506|XP_021702245.1|AAEG
OG0002353	LOC115758467|XP_030555000.1|DNOV	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG
OG0002354	LOC115763052|XP_030561337.1|DNOV	LOC5572464|XP_001660411.1|AAEG
OG0002355	LOC115758532|XP_030555083.1|DNOV	LOC5577427|XP_021702663.1|AAEG
OG0002356	LOC115759832|XP_030556784.1|DNOV	LOC5572791|XP_001654193.2|AAEG
OG0002357	LOC115771934|XP_030573694.1|DNOV	LOC5572792|XP_001654191.2|AAEG
OG0002358	LOC115760105|XP_030557157.1|DNOV	LOC5570686|XP_021702711.1|AAEG
OG0002359	LOC115766408|XP_030566187.1|DNOV	LOC5575512|XP_001655769.1|AAEG
OG0002360	LOC115763178|XP_030561496.1|DNOV	LOC5577547|XP_001656563.1|AAEG
OG0002361	LOC115768203|XP_030568579.1|DNOV	LOC5577919|XP_001656704.1|AAEG
OG0002362	LOC115765554|XP_030565052.1|DNOV	LOC5575842|XP_021702943.1|AAEG
OG0002363	LOC115760054|XP_030557092.1|DNOV	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG
OG0002364	LOC115760053|XP_030557085.1|DNOV	LOC5573818|XP_021702978.1|AAEG
OG0002365	LOC115760178|XP_030557261.1|DNOV	LOC5573817|XP_021702998.1|AAEG
OG0002366	LOC115765452|XP_030564875.1|DNOV	LOC5568933|XP_001658255.2|AAEG
OG0002367	LOC115759314|XP_030556084.1|DNOV	LOC5573178|XP_021703282.1|AAEG
OG0002368	LOC115759212|XP_030555963.1|DNOV	LOC5578839|XP_021703324.1|AAEG
OG0002369	LOC115768805|XP_030569361.1|DNOV	LOC5573932|XP_021703372.1|AAEG
OG0002370	LOC115769213|XP_030569783.1|DNOV	LOC5569882|XP_021703464.1|AAEG
OG0002371	LOC115769220|XP_030569793.1|DNOV	LOC110677096|XP_021703473.1|AAEG
OG0002372	LOC115765457|XP_030564881.1|DNOV	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG, LOC5568083|XP_021695393.1|AAEG
OG0002373	LOC115758655|XP_030555252.1|DNOV	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG
OG0002374	LOC115772037|XP_030573834.1|DNOV	LOC5569774|XP_021704068.1|AAEG
OG0002375	LOC115763784|XP_030562364.1|DNOV	LOC5567894|XP_021710638.1|AAEG
OG0002376	LOC115760189|XP_030557279.1|DNOV	LOC5570318|XP_001653144.1|AAEG
OG0002377	LOC115759419|XP_030556176.1|DNOV	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG
OG0002378	LOC115767960|XP_030568219.1|DNOV	LOC5579024|XP_001664205.1|AAEG
OG0002379	LOC115758549|XP_030555105.1|DNOV, LOC115760149|XP_030557220.1|DNOV	LOC5572836|XP_021710372.1|AAEG
OG0002380	LOC115768748|XP_030569295.1|DNOV	LOC5578643|XP_001663981.1|AAEG
OG0002381	LOC115761124|XP_030558627.1|DNOV	LOC5576653|XP_001656190.1|AAEG
OG0002382	LOC115766355|XP_030566115.1|DNOV	LOC5576668|XP_021708017.1|AAEG
OG0002386	LOC115763692|XP_030562232.1|DNOV	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG
OG0002387	LOC115761241|XP_030558795.1|DNOV	LOC5571231|XP_021707001.1|AAEG
OG0002388	LOC115766257|XP_030565976.1|DNOV, LOC115766050|XP_030565689.1|DNOV	LOC5573963|XP_021709631.1|AAEG
OG0002389	LOC115761541|XP_030559184.1|DNOV	LOC5570243|XP_001659022.1|AAEG
OG0002390	LOC115759033|XP_030555711.1|DNOV	LOC5573084|XP_001660716.2|AAEG
OG0002391	LOC115757863|XP_030554159.1|DNOV	LOC5567679|XP_021710468.1|AAEG
OG0002392	LOC115766982|XP_030566940.1|DNOV	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG
OG0002393	LOC115762587|XP_030560734.1|DNOV	LOC5567391|XP_001651793.1|AAEG
OG0002394	LOC115763628|XP_030562114.1|DNOV	LOC5567399|XP_021704785.1|AAEG
OG0002395	LOC115765673|XP_030565195.1|DNOV	LOC5569257|XP_021710071.1|AAEG
OG0002396	LOC115762448|XP_030560508.1|DNOV	LOC5579179|XP_001664274.1|AAEG
OG0002397	LOC115765277|XP_030564630.1|DNOV	LOC5566175|XP_001650523.1|AAEG
OG0002398	LOC115767262|XP_030567345.1|DNOV	LOC5570976|XP_021710337.1|AAEG
OG0002399	LOC115767415|XP_030567551.1|DNOV	LOC5576189|XP_021708650.1|AAEG
OG0002400	LOC115759714|XP_030556580.1|DNOV	LOC5574224|XP_001661274.3|AAEG
OG0002401	LOC115766736|XP_030566558.1|DNOV, LOC115766798|XP_030566682.1|DNOV	LOC5579277|XP_021707204.1|AAEG
OG0002402	LOC115770790|XP_030572069.1|DNOV	LOC5564866|XP_021711005.1|AAEG
OG0002403	LOC115770688|XP_030571940.1|DNOV	LOC5564863|XP_021704848.1|AAEG
OG0002404	LOC115761624|XP_030559313.1|DNOV	LOC5575190|XP_001655573.2|AAEG
OG0002405	LOC115767942|XP_030568180.1|DNOV	LOC5567058|XP_021706909.1|AAEG
OG0002406	LOC115762623|XP_030560783.1|DNOV	LOC5566937|XP_001651352.1|AAEG
OG0002407	LOC115766060|XP_030565715.1|DNOV	LOC5572556|XP_021708614.1|AAEG
OG0002408	LOC115759627|XP_030556474.1|DNOV	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG
OG0002409	LOC115766567|XP_030566413.1|DNOV	LOC5580151|XP_001655292.1|AAEG
OG0002410	LOC115763723|XP_030562277.1|DNOV	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG
OG0002411	LOC115766129|XP_030565811.1|DNOV	LOC5567581|XP_001651824.1|AAEG
OG0002412	LOC115761988|XP_030559901.1|DNOV	LOC5567583|XP_001651826.2|AAEG
OG0002413	LOC115764945|XP_030564126.1|DNOV, LOC115766832|XP_030566731.1|DNOV	LOC5574866|XP_021709482.1|AAEG
OG0002414	LOC115769864|XP_030570722.1|DNOV	LOC5568498|XP_001652320.1|AAEG
OG0002415	LOC115763768|XP_030562347.1|DNOV	LOC5576000|XP_021704716.1|AAEG
OG0002417	LOC115765488|XP_030564943.1|DNOV	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG
OG0002418	LOC115761907|XP_030559785.1|DNOV	LOC5573880|XP_021710256.1|AAEG
OG0002419	LOC115768690|XP_030569237.1|DNOV	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG
OG0002420	LOC115762795|XP_030561007.1|DNOV	LOC5575813|XP_021705457.1|AAEG
OG0002421	LOC115770863|XP_030572160.1|DNOV	LOC5563968|XP_001648274.2|AAEG
OG0002422	LOC115763855|XP_030562489.1|DNOV	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG
OG0002423	LOC115768070|XP_030568390.1|DNOV	LOC5568659|XP_021704951.1|AAEG
OG0002424	LOC115767947|XP_030568186.1|DNOV	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG
OG0002425	LOC115764326|XP_030563136.1|DNOV	LOC5567157|XP_001651586.1|AAEG
OG0002426	LOC115770483|XP_030571627.1|DNOV	LOC5577356|XP_021705993.1|AAEG
OG0002427	LOC115766713|XP_030566497.1|DNOV	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG
OG0002428	LOC115769005|XP_030569574.1|DNOV	LOC5574165|XP_021709047.1|AAEG
OG0002429	LOC115769591|XP_030570333.1|DNOV	LOC5578296|XP_021706738.1|AAEG
OG0002430	LOC115759496|XP_030556299.1|DNOV	LOC5564781|XP_001649136.1|AAEG
OG0002431	LOC115761157|XP_030558690.1|DNOV	LOC5577034|XP_001663129.1|AAEG
OG0002432	LOC115767783|XP_030567972.1|DNOV	LOC5564767|XP_021710853.1|AAEG
OG0002433	LOC115768637|XP_030569166.1|DNOV	LOC5564798|XP_001649125.1|AAEG
OG0002434	LOC115760412|XP_030557576.1|DNOV	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG
OG0002436	LOC115758240|XP_030554657.1|DNOV	LOC5579830|XP_001651507.1|AAEG
OG0002437	LOC115758095|XP_030554477.1|DNOV	LOC5567948|XP_021707012.1|AAEG
OG0002438	LOC115765103|XP_030564348.1|DNOV	LOC5566444|XP_021708252.1|AAEG
OG0002439	LOC115759181|XP_030555915.1|DNOV	LOC5566442|XP_001650832.1|AAEG
OG0002440	LOC115767419|XP_030567558.1|DNOV	LOC5568397|XP_001658036.2|AAEG
OG0002441	LOC115758261|XP_030554678.1|DNOV	LOC5566599|XP_021704764.1|AAEG
OG0002442	LOC115767488|XP_030567656.1|DNOV	LOC5566586|XP_021710452.1|AAEG
OG0002443	LOC115761876|XP_030559861.1|DNOV	LOC5565208|XP_021705313.1|AAEG
OG0002444	LOC115765162|XP_030564436.1|DNOV	LOC5565211|XP_021710883.1|AAEG
OG0002445	LOC115757861|XP_030554156.1|DNOV	LOC5563904|XP_001648219.1|AAEG
OG0002446	LOC115763592|XP_030562078.1|DNOV	LOC5578525|XP_001663916.1|AAEG
OG0002447	LOC115765770|XP_030565306.1|DNOV	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG
OG0002448	LOC115764532|XP_030563491.1|DNOV	LOC5567501|XP_001651796.1|AAEG
OG0002449	LOC115764522|XP_030563480.1|DNOV, LOC115764521|XP_030563477.1|DNOV	LOC5573760|XP_021706771.1|AAEG
OG0002450	LOC115765643|XP_030565161.1|DNOV	LOC5573729|XP_001654759.2|AAEG
OG0002451	LOC115764510|XP_030563465.1|DNOV	LOC5579658|XP_001648132.1|AAEG
OG0002452	LOC115760582|XP_030557866.1|DNOV	LOC5579799|XP_021707640.1|AAEG
OG0002453	LOC115760581|XP_030557864.1|DNOV	LOC5579796|XP_001648109.1|AAEG
OG0002454	LOC115769531|XP_030570233.1|DNOV	LOC5577227|XP_011493181.2|AAEG
OG0002455	LOC115769525|XP_030570227.1|DNOV	LOC5564719|XP_021707805.1|AAEG
OG0002456	LOC115757860|XP_030554155.1|DNOV	LOC5565493|XP_021706486.1|AAEG
OG0002457	LOC115761939|XP_030559837.1|DNOV	LOC5570997|XP_001653425.2|AAEG
OG0002458	LOC115759346|XP_030556129.1|DNOV	LOC110679586|XP_021710431.1|AAEG
OG0002459	LOC115764486|XP_030563433.1|DNOV, LOC115760437|XP_030557612.1|DNOV	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG
OG0002460	LOC115758065|XP_030554439.1|DNOV	LOC110678439|XP_021707020.1|AAEG
OG0002461	LOC115758077|XP_030554451.1|DNOV	LOC5573624|XP_001660944.1|AAEG
OG0002462	LOC115764472|XP_030563377.1|DNOV	LOC5565521|XP_021707602.1|AAEG
OG0002463	LOC115771537|XP_030573138.1|DNOV	LOC5574293|XP_021709612.1|AAEG
OG0002464	LOC115767491|XP_030567660.1|DNOV	LOC110679379|XP_021709520.1|AAEG
OG0002465	LOC115767490|XP_030567659.1|DNOV	LOC5574299|XP_021704242.1|AAEG
OG0002466	LOC115766756|XP_030566594.1|DNOV	LOC5571882|XP_021710824.1|AAEG
OG0002467	LOC115769580|XP_030570315.1|DNOV	LOC5574266|XP_021707016.1|AAEG
OG0002468	LOC115769630|XP_030570398.1|DNOV	LOC5577306|XP_021705874.1|AAEG
OG0002469	LOC115764007|XP_030562687.1|DNOV	LOC5567447|XP_021707985.1|AAEG
OG0002470	LOC115759253|XP_030556014.1|DNOV, LOC115764589|XP_030563600.1|DNOV	LOC5567433|XP_001657447.2|AAEG
OG0002471	LOC115764592|XP_030563604.1|DNOV	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG
OG0002472	LOC115757871|XP_030554167.1|DNOV	LOC5578048|XP_021707095.1|AAEG
OG0002473	LOC115758252|XP_030554668.1|DNOV	LOC5580235|XP_001662421.2|AAEG
OG0002474	LOC115766784|XP_030566662.1|DNOV	LOC5576761|XP_021710836.1|AAEG
OG0002475	LOC115761467|XP_030559093.1|DNOV	LOC5572090|XP_001660169.1|AAEG
OG0002476	LOC115767889|XP_030568142.1|DNOV	LOC5578123|XP_001656820.1|AAEG
OG0002477	LOC115766546|XP_030566378.1|DNOV	LOC5568272|XP_001657969.2|AAEG
OG0002478	LOC115764568|XP_030563555.1|DNOV	LOC5568262|XP_021707414.1|AAEG
OG0002479	LOC115757810|XP_030554093.1|DNOV	LOC5566865|XP_001651293.1|AAEG
OG0002480	LOC115760440|XP_030557617.1|DNOV	LOC5568458|XP_021706708.1|AAEG
OG0002481	LOC115768866|XP_030569431.1|DNOV	LOC5574182|XP_001661240.1|AAEG
OG0002482	LOC115757969|XP_030554310.1|DNOV	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG
OG0002483	LOC115759611|XP_030556450.1|DNOV	LOC5571928|XP_001660024.2|AAEG
OG0002484	LOC115760896|XP_030558326.1|DNOV	LOC110679043|XP_021708664.1|AAEG
OG0002485	LOC115764563|XP_030563547.1|DNOV	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG
OG0002486	LOC115770184|XP_030571205.1|DNOV	LOC5563671|XP_001647964.1|AAEG
OG0002487	LOC115758398|XP_030554900.1|DNOV	LOC5563687|XP_021709603.1|AAEG
OG0002488	LOC115761518|XP_030559151.1|DNOV	LOC5565442|XP_021710513.1|AAEG
OG0002489	LOC115769867|XP_030570727.1|DNOV	LOC5566703|XP_021711356.1|AAEG
OG0002490	LOC115766605|XP_030566451.1|DNOV	LOC5569490|XP_021711673.1|AAEG
OG0002491	LOC115769385|XP_030570039.1|DNOV, LOC115769561|XP_030570273.1|DNOV	LOC5569131|XP_021704122.1|AAEG
OG0002492	LOC115757981|XP_030554329.1|DNOV	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG
OG0002493	LOC115764483|XP_030563428.1|DNOV	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG
OG0002508	LOC115764277|XP_030563063.1|DNOV	LOC5566229|XP_021694475.1|AAEG
OG0002509	LOC115764629|XP_030563660.1|DNOV	LOC5566227|XP_001650614.1|AAEG
OG0002510	LOC115764417|XP_030563275.1|DNOV	LOC5579813|XP_001651034.1|AAEG
OG0002511	LOC115761687|XP_030559403.1|DNOV	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG
OG0002512	LOC115766780|XP_030566652.1|DNOV	LOC5566531|XP_021694577.1|AAEG
OG0002513	LOC115759516|XP_030556319.1|DNOV	LOC5574331|XP_001661364.1|AAEG
OG0002514	LOC115769699|XP_030570485.1|DNOV	LOC5569471|XP_001658556.1|AAEG
OG0002516	LOC115763694|XP_030562239.1|DNOV	LOC5563880|XP_001648191.1|AAEG
OG0002517	LOC115765194|XP_030564482.1|DNOV	LOC5565478|XP_021692939.1|AAEG
OG0002518	LOC115761480|XP_030559107.1|DNOV	LOC5579316|XP_001647624.2|AAEG
OG0002519	LOC115763828|XP_030562444.1|DNOV	LOC5576535|XP_021694797.1|AAEG
OG0002520	LOC115767729|XP_030567899.1|DNOV	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG
OG0002521	LOC115767040|XP_030567029.1|DNOV	LOC5575945|XP_021694811.1|AAEG
OG0002522	LOC115761344|XP_030558945.1|DNOV	LOC5575266|XP_001661858.2|AAEG
OG0002523	LOC115761903|XP_030559778.1|DNOV	LOC5574208|XP_021694884.1|AAEG
OG0002524	LOC115765168|XP_030564447.1|DNOV	LOC5574419|XP_001661437.2|AAEG
OG0002525	LOC115771181|XP_030572629.1|DNOV	LOC5577191|XP_021695011.1|AAEG
OG0002526	LOC115764002|XP_030562681.1|DNOV	LOC5577193|XP_021695012.1|AAEG
OG0002527	LOC115771683|XP_030573360.1|DNOV	LOC5563924|XP_021695040.1|AAEG
OG0002528	LOC115767407|XP_030567541.1|DNOV, LOC115767406|XP_030567532.1|DNOV	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG
OG0002529	LOC115764880|XP_030564018.1|DNOV	LOC5578709|XP_001664008.2|AAEG
OG0002530	LOC115763377|XP_030561772.1|DNOV	LOC5578707|XP_001664006.1|AAEG
OG0002531	LOC115759209|XP_030555960.1|DNOV	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG
OG0002532	LOC115760393|XP_030557553.1|DNOV	LOC5576758|XP_001656254.2|AAEG
OG0002533	LOC115767845|XP_030568055.1|DNOV	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG
OG0002534	LOC115761656|XP_030559360.1|DNOV	LOC5578374|XP_001663840.2|AAEG
OG0002535	LOC115771492|XP_030573075.1|DNOV	LOC5579017|XP_021694477.1|AAEG
OG0002536	LOC115765010|XP_030564220.1|DNOV	LOC5569203|XP_001658374.1|AAEG
OG0002537	LOC115760502|XP_030557725.1|DNOV	LOC5566764|XP_001651171.1|AAEG
OG0002539	LOC115762058|XP_030559999.1|DNOV	LOC5573525|XP_021703231.1|AAEG
OG0002540	LOC115765045|XP_030564278.1|DNOV	LOC5570653|XP_001659248.1|AAEG
OG0002541	LOC115767223|XP_030567282.1|DNOV	LOC5570658|XP_001659252.2|AAEG
OG0002542	LOC115768139|XP_030568493.1|DNOV	LOC5573412|XP_021712942.1|AAEG
OG0002543	LOC115767576|XP_030567722.1|DNOV	LOC5580023|XP_001653905.2|AAEG
OG0002544	LOC115761360|XP_030558966.1|DNOV	LOC5578311|XP_021693147.1|AAEG
OG0002545	LOC115768458|XP_030568885.1|DNOV	LOC5570108|XP_001653087.2|AAEG
OG0002547	LOC115767580|XP_030567725.1|DNOV	LOC5571226|XP_001653523.2|AAEG
OG0002548	LOC115765391|XP_030564779.1|DNOV	LOC5579161|XP_021694174.1|AAEG
OG0002549	LOC115767222|XP_030567279.1|DNOV	LOC5579160|XP_021694164.1|AAEG
OG0002550	LOC115765085|XP_030564320.1|DNOV	LOC5569559|XP_021695182.1|AAEG
OG0002551	LOC115771724|XP_030573408.1|DNOV	LOC5563945|XP_021695379.1|AAEG
OG0002552	LOC115758635|XP_030555230.1|DNOV	LOC5563946|XP_001648269.1|AAEG
OG0002553	LOC115767837|XP_030568040.1|DNOV	LOC5571311|XP_001653626.2|AAEG
OG0002554	LOC115768339|XP_030568762.1|DNOV	LOC5571308|XP_021696503.1|AAEG
OG0002555	LOC115768599|XP_030569109.1|DNOV	LOC5571306|XP_001653621.2|AAEG
OG0002556	LOC115759210|XP_030555961.1|DNOV	LOC5576596|XP_001656180.2|AAEG
OG0002557	LOC115768799|XP_030569355.1|DNOV	LOC5574995|XP_001655468.1|AAEG
OG0002558	LOC115764613|XP_030563629.1|DNOV	LOC5574980|XP_001655453.1|AAEG
OG0002559	LOC115771290|XP_030572773.1|DNOV	LOC5574974|XP_001655444.2|AAEG
OG0002560	LOC115761193|XP_030558726.1|DNOV	LOC5570583|XP_021698478.1|AAEG
OG0002561	LOC115761895|XP_030559761.1|DNOV	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG
OG0002562	LOC115766385|XP_030566148.1|DNOV	LOC5572008|XP_001660114.1|AAEG
OG0002563	LOC115766395|XP_030566167.1|DNOV	LOC110676248|XP_021699074.1|AAEG
OG0002564	LOC115759635|XP_030556484.1|DNOV	LOC110674467|XP_021694368.1|AAEG
OG0002565	LOC115771746|XP_030573447.1|DNOV	LOC5576461|XP_001662654.2|AAEG
OG0002566	LOC115761289|XP_030558873.1|DNOV	LOC5576480|XP_021700589.1|AAEG
OG0002567	LOC115767730|XP_030567900.1|DNOV	LOC5570707|XP_021700929.1|AAEG
OG0002568	LOC115768911|XP_030569498.1|DNOV	LOC5565273|XP_001649602.2|AAEG
OG0002569	LOC115770308|XP_030571403.1|DNOV	LOC5565269|XP_001649593.2|AAEG
OG0002570	LOC115761771|XP_030559560.1|DNOV	LOC5565015|XP_021701984.1|AAEG
OG0002571	LOC115761713|XP_030559448.1|DNOV	LOC5577264|XP_021702034.1|AAEG
OG0002572	LOC115766584|XP_030566430.1|DNOV	LOC5575026|XP_001661759.2|AAEG
OG0002573	LOC115761276|XP_030558852.1|DNOV	LOC110673998|XP_021702275.1|AAEG
OG0002574	LOC115761583|XP_030559233.1|DNOV	LOC5567039|XP_021702405.1|AAEG
OG0002575	LOC115770956|XP_030572284.1|DNOV	LOC5576300|XP_021702630.1|AAEG
OG0002576	LOC115767584|XP_030567730.1|DNOV	LOC5566958|XP_001651356.2|AAEG
OG0002577	LOC115771101|XP_030572520.1|DNOV	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG
OG0002578	LOC115760227|XP_030557340.1|DNOV	LOC5576897|XP_001662997.2|AAEG
OG0002579	LOC115760015|XP_030557036.1|DNOV	LOC5576882|XP_001662982.2|AAEG
OG0002580	LOC115762460|XP_030560528.1|DNOV	LOC5576879|XP_021703495.1|AAEG
OG0002581	LOC115757708|XP_030553922.1|DNOV	LOC5572102|XP_021704675.1|AAEG
OG0002582	LOC115760400|XP_030557561.1|DNOV	LOC5578145|XP_001663715.2|AAEG
OG0002583	LOC115762003|XP_030559931.1|DNOV	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG
OG0002584	LOC115769868|XP_030570730.1|DNOV	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG
OG0002585	LOC115769872|XP_030570733.1|DNOV	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG
OG0002586	LOC115764656|XP_030563699.1|DNOV	LOC5579214|XP_001657342.1|AAEG
OG0002587	LOC115772063|XP_030573868.1|DNOV	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG
OG0002588	LOC115759519|XP_030556324.1|DNOV	LOC5565333|XP_021706539.1|AAEG
OG0002589	LOC115772002|XP_030573793.1|DNOV	LOC5566636|XP_021706625.1|AAEG
OG0002590	LOC115765187|XP_030564475.1|DNOV	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG
OG0002591	LOC115771981|XP_030573761.1|DNOV	LOC5578714|XP_021707878.1|AAEG
OG0002592	LOC115764998|XP_030564198.1|DNOV	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG
OG0002593	LOC115764857|XP_030563987.1|DNOV	LOC5580226|XP_021708235.1|AAEG
OG0002594	LOC115761188|XP_030558719.1|DNOV	LOC5576867|XP_021708363.1|AAEG
OG0002595	LOC115771820|XP_030573558.1|DNOV	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG
OG0002596	LOC115761612|XP_030559273.1|DNOV	LOC5570293|XP_021708725.1|AAEG
OG0002597	LOC115761322|XP_030558915.1|DNOV	LOC5568281|XP_001657977.2|AAEG
OG0002598	LOC115768628|XP_030569151.1|DNOV	LOC5567765|XP_001657664.2|AAEG
OG0002599	LOC115760380|XP_030557536.1|DNOV	LOC5574581|XP_021709408.1|AAEG
OG0002600	LOC115765480|XP_030564931.1|DNOV	LOC5573868|XP_001654904.1|AAEG
OG0002601	LOC115764175|XP_030562922.1|DNOV	LOC5568152|XP_001657902.2|AAEG
OG0002602	LOC115757744|XP_030553990.1|DNOV	LOC5566203|XP_021710294.1|AAEG
OG0002603	LOC115761221|XP_030558769.1|DNOV	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG
OG0002604	LOC115761474|XP_030559100.1|DNOV	LOC110673979|XP_021710716.1|AAEG
OG0002605	LOC115764785|XP_030563885.1|DNOV	LOC5577498|XP_001656516.2|AAEG
OG0002606	LOC115764117|XP_030562840.1|DNOV	LOC5577697|XP_021711675.1|AAEG
OG0002607	LOC115764121|XP_030562850.1|DNOV	LOC5577700|XP_001663482.1|AAEG
OG0002608	LOC115770803|XP_030572085.1|DNOV	LOC110680661|XP_021712145.1|AAEG
OG0002609	LOC115762527|XP_030560652.1|DNOV	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG
OG0002610	LOC115764072|XP_030562779.1|DNOV	LOC5571796|XP_021712744.1|AAEG
OG0002611	LOC115761937|XP_030559832.1|DNOV	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG
OG0002612	LOC115772039|XP_030573837.1|DNOV	LOC5567072|XP_001651467.2|AAEG
OG0002613	LOC115764205|XP_030562955.1|DNOV	LOC5567073|XP_011493301.2|AAEG
OG0002614	LOC115772040|XP_030573838.1|DNOV	LOC5567074|XP_021712907.1|AAEG
OG0002615	LOC115760348|XP_030557490.1|DNOV	LOC5578996|XP_021712972.1|AAEG
OG0002616	LOC115764664|XP_030563711.1|DNOV	LOC5580293|XP_021713077.1|AAEG
OG0002617	LOC115760343|XP_030557483.1|DNOV	LOC5567839|XP_001657748.2|AAEG
OG0002618	LOC115761554|XP_030559197.1|DNOV	LOC5568726|XP_001658105.1|AAEG, LOC110680260|XP_021711767.1|AAEG
OG0002619	LOC115761744|XP_030559497.1|DNOV	LOC5572167|XP_021713208.1|AAEG
OG0002620	LOC115762010|XP_030559938.1|DNOV	LOC5577060|XP_021713226.1|AAEG
