Orthogroup	DNOV.longest_only	DMIR.longest_only
OG0000879	LOC115758255|XP_030554671.1|DNOV	LOC117190299|XP_033251273.1|DMIR, LOC117190298|XP_033251272.1|DMIR, LOC117190297|XP_033251271.1|DMIR, LOC117190300|XP_033251274.1|DMIR, LOC117190301|XP_033251276.1|DMIR, LOC117190292|XP_033251265.1|DMIR, LOC117190290|XP_033251263.1|DMIR, LOC117190288|XP_033251261.1|DMIR, LOC117190284|XP_033251256.1|DMIR, LOC117190285|XP_033251257.1|DMIR, LOC117190283|XP_033251255.1|DMIR, LOC117190295|XP_033251268.1|DMIR, LOC117190294|XP_033251267.1|DMIR, LOC117190287|XP_033251260.1|DMIR, LOC117190291|XP_033251264.1|DMIR, LOC117190286|XP_033251259.1|DMIR, LOC117190289|XP_033251262.1|DMIR, LOC117190269|XP_033251223.1|DMIR, LOC117190270|XP_033251228.1|DMIR, LOC108159433|XP_033251231.1|DMIR, LOC117190239|XP_033251180.1|DMIR, LOC117188243|XP_033247685.1|DMIR, LOC108159435|XP_033247671.1|DMIR, LOC117190282|XP_033251254.1|DMIR, LOC117190278|XP_033251247.1|DMIR, LOC117190280|XP_033251252.1|DMIR, LOC117191693|XP_033252382.1|DMIR, LOC117188217|XP_033247608.1|DMIR, LOC117188262|XP_033247712.1|DMIR, LOC117190279|XP_033251251.1|DMIR, LOC117190281|XP_033251253.1|DMIR
OG0000880	LOC115765172|XP_030564452.1|DNOV	LOC108152240|XP_017136928.1|DMIR
OG0000880	LOC115770339|XP_030571436.1|DNOV	LOC108152817|XP_017137894.1|DMIR
OG0000881	LOC115762675|XP_030560850.1|DNOV	LOC108153419|XP_017138910.1|DMIR
OG0000882	LOC115767212|XP_030567266.1|DNOV	LOC108160058|XP_017149297.1|DMIR
OG0000884	LOC115771324|XP_030572849.1|DNOV	LOC108159126|XP_017147604.1|DMIR
OG0000885	LOC115771781|XP_030573501.1|DNOV	LOC108156404|XP_017143332.1|DMIR
OG0000886	LOC115761711|XP_030559446.1|DNOV, LOC115761712|XP_030559447.1|DNOV	LOC108155876|XP_017142488.1|DMIR
OG0000887	LOC115768208|XP_030568581.1|DNOV	LOC108165075|XP_017156615.1|DMIR
OG0000888	LOC115768071|XP_030568386.1|DNOV	LOC117186617|XP_033243514.1|DMIR, LOC108152097|XP_017136636.2|DMIR
OG0000889	LOC115770289|XP_030571384.1|DNOV	LOC108152556|XP_017137466.1|DMIR
OG0000890	LOC115762706|XP_030560894.1|DNOV	LOC117185730|XP_033246507.1|DMIR, LOC108160187|XP_017149506.2|DMIR
OG0000891	LOC115759711|XP_030556571.1|DNOV	LOC108163385|XP_017154128.1|DMIR
OG0000892	LOC115770507|XP_030571666.1|DNOV	LOC108152050|XP_017136541.1|DMIR
OG0000893	LOC115761506|XP_030559134.1|DNOV	LOC108153859|XP_017139447.1|DMIR
OG0000894	LOC115763763|XP_030562337.1|DNOV	LOC108156893|XP_017144122.1|DMIR, LOC108156892|XP_017144119.1|DMIR
OG0000894	LOC115759580|XP_030556408.1|DNOV	LOC108156884|XP_017144108.1|DMIR
OG0000895	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV	LOC108159148|XP_017147634.2|DMIR, LOC108159147|XP_017147633.1|DMIR
OG0000896	LOC115766476|XP_030566283.1|DNOV	LOC108156265|XP_017143123.1|DMIR
OG0000897	LOC115765748|XP_030565270.1|DNOV	LOC108157492|XP_017145078.1|DMIR
OG0000897	LOC115765750|XP_030565272.1|DNOV	LOC108154232|XP_017139948.1|DMIR
OG0000898	LOC115760862|XP_030558276.1|DNOV, LOC115760951|XP_030558395.1|DNOV	LOC108160358|XP_017149816.1|DMIR, LOC108158359|XP_017146102.1|DMIR, LOC117192426|XP_033252989.1|DMIR
OG0000899	LOC115771858|XP_030573598.1|DNOV	LOC108157561|XP_017145166.1|DMIR
OG0000900	LOC115763697|XP_030562248.1|DNOV	LOC108158571|XP_017146496.1|DMIR
OG0000900	LOC115763601|XP_030562091.1|DNOV	LOC108158570|XP_017146494.1|DMIR
OG0000901	LOC115760753|XP_030558095.1|DNOV	LOC108160946|XP_033247342.1|DMIR, LOC117192270|XP_033252815.1|DMIR
OG0000902	LOC115768513|XP_030568959.1|DNOV	LOC108156386|XP_017143336.1|DMIR
OG0000902	LOC115768501|XP_030568947.1|DNOV	LOC108152189|XP_017136828.1|DMIR
OG0000903	LOC115769745|XP_030570546.1|DNOV	LOC108153652|XP_017139247.1|DMIR
OG0000904	LOC115769354|XP_030569988.1|DNOV	LOC108151820|XP_017136168.1|DMIR
OG0000906	LOC115762240|XP_030560243.1|DNOV, LOC115762347|XP_030560374.1|DNOV	LOC108160203|XP_017149527.1|DMIR
OG0000907	LOC115761045|XP_030558522.1|DNOV	LOC117191628|XP_033252332.1|DMIR, LOC117191629|XP_033252333.1|DMIR, LOC117191626|XP_033252331.1|DMIR, LOC117191630|XP_033252334.1|DMIR, LOC117191631|XP_033252335.1|DMIR, LOC117187719|XP_033246358.1|DMIR, LOC117190340|XP_033251312.1|DMIR, LOC117190343|XP_033251314.1|DMIR, LOC117190629|XP_033251565.1|DMIR, LOC117189528|XP_033250560.1|DMIR, LOC117190628|XP_033251564.1|DMIR, LOC117191098|XP_033251952.1|DMIR, LOC117190169|XP_033251122.1|DMIR, LOC117190348|XP_033251320.1|DMIR, LOC117190342|XP_033251313.1|DMIR, LOC117190352|XP_033251323.1|DMIR, LOC117190344|XP_033251315.1|DMIR, LOC117190346|XP_033251318.1|DMIR, LOC117190347|XP_033251319.1|DMIR, LOC117190345|XP_033251316.1|DMIR, LOC117190350|XP_033251322.1|DMIR, LOC117190349|XP_033251321.1|DMIR
OG0000909	LOC115764668|XP_030563716.1|DNOV	LOC117188014|XP_033247036.1|DMIR, LOC108164962|XP_017156460.1|DMIR, LOC108157387|XP_017144912.1|DMIR, LOC117188275|XP_033247725.1|DMIR, LOC117188015|XP_033247042.1|DMIR, LOC117188925|XP_033249448.1|DMIR, LOC117188272|XP_033247720.1|DMIR
OG0000910	LOC115768798|XP_030569354.1|DNOV	LOC108158469|XP_017146252.1|DMIR
OG0000911	LOC115761073|XP_030558552.1|DNOV	LOC117188192|XP_033247563.1|DMIR, LOC117188202|XP_033247578.1|DMIR, LOC117188206|XP_033247585.1|DMIR, LOC108160576|XP_033247584.1|DMIR, LOC117188193|XP_033247564.1|DMIR, LOC117187404|XP_033245897.1|DMIR, LOC108158058|XP_033247456.1|DMIR, LOC117188050|XP_033247157.1|DMIR, LOC117188212|XP_033247594.1|DMIR, LOC117188211|XP_033247593.1|DMIR, LOC117188189|XP_033247560.1|DMIR, LOC117194106|XP_033254637.1|DMIR, LOC117194107|XP_033254638.1|DMIR, LOC117194105|XP_033254636.1|DMIR, LOC117194118|XP_033254652.1|DMIR, LOC117194108|XP_033254641.1|DMIR, LOC108155394|XP_033254654.1|DMIR, LOC117194119|XP_033254653.1|DMIR, LOC117194109|XP_033254642.1|DMIR
OG0000912	LOC115769805|XP_030570633.1|DNOV	LOC108153104|XP_017138376.1|DMIR
OG0000913	LOC115770359|XP_030571461.1|DNOV	LOC108151510|XP_017135644.1|DMIR
OG0000914	LOC115761058|XP_030558533.1|DNOV	LOC108160970|XP_017150757.2|DMIR, LOC117188428|XP_033248198.1|DMIR
OG0000915	LOC115760600|XP_030557939.1|DNOV	LOC108160172|XP_017149485.1|DMIR, LOC117191242|XP_033252050.1|DMIR
OG0000916	LOC115759735|XP_030556616.1|DNOV	LOC108163426|XP_033248996.1|DMIR
OG0000917	LOC115768651|XP_030569187.1|DNOV	LOC108156937|XP_033245053.1|DMIR
OG0000917	LOC115758376|XP_030554838.1|DNOV	LOC108162455|XP_033249421.1|DMIR
OG0000918	LOC115763612|XP_030562099.1|DNOV	LOC108163084|XP_017153652.1|DMIR
OG0000920	LOC115771319|XP_030572843.1|DNOV	LOC108165043|XP_017156570.1|DMIR
OG0000921	LOC115768470|XP_030568903.1|DNOV	LOC117186269|XP_033242682.1|DMIR, LOC108151703|XP_033242034.1|DMIR
OG0000922	LOC115762555|XP_030560691.1|DNOV	LOC108152685|XP_017137673.1|DMIR
OG0000923	LOC115763642|XP_030562137.1|DNOV	LOC108155715|XP_017142201.1|DMIR
OG0000924	LOC115767794|XP_030567985.1|DNOV	LOC117186525|XP_033243335.1|DMIR, LOC117186531|XP_033243346.1|DMIR, LOC117186528|XP_033243343.1|DMIR, LOC117186539|XP_033243357.1|DMIR, LOC117186745|XP_033243837.1|DMIR, LOC117186534|XP_033243349.1|DMIR, LOC117186533|XP_033243348.1|DMIR, LOC117186532|XP_033243347.1|DMIR, LOC117186542|XP_033243361.1|DMIR, LOC117186535|XP_033243352.1|DMIR, LOC117186536|XP_033243353.1|DMIR, LOC117195294|XP_033255792.1|DMIR, LOC117186537|XP_033243355.1|DMIR, LOC117186530|XP_033243345.1|DMIR, LOC117186529|XP_033243344.1|DMIR, LOC117186541|XP_033243360.1|DMIR, LOC117186540|XP_033243358.1|DMIR, LOC117186538|XP_033243356.1|DMIR, LOC108153145|XP_033243286.1|DMIR
OG0000925	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV	LOC108156033|XP_017142774.1|DMIR
OG0000926	LOC115765608|XP_030565119.1|DNOV	LOC108154229|XP_017139945.1|DMIR
OG0000926	LOC115766110|XP_030565790.1|DNOV	LOC108154420|XP_017140178.1|DMIR
OG0000927	LOC115764025|XP_030562717.1|DNOV	LOC108154503|XP_017140291.1|DMIR
OG0000927	LOC115764029|XP_030562720.1|DNOV	LOC108154584|XP_017140376.1|DMIR
OG0000928	LOC115763256|XP_030561596.1|DNOV	LOC108163357|XP_033248877.1|DMIR, LOC108163358|XP_017154091.1|DMIR
OG0000929	LOC115759065|XP_030555753.1|DNOV	LOC108162289|XP_017152438.2|DMIR
OG0000929	LOC115759109|XP_030555809.1|DNOV	LOC108162290|XP_017152439.2|DMIR
OG0000930	LOC115770397|XP_030571509.1|DNOV, LOC115770419|XP_030571545.1|DNOV	LOC108165283|XP_017156807.2|DMIR, LOC108151252|XP_017135257.1|DMIR
OG0000931	LOC115766594|XP_030566441.1|DNOV	LOC108159382|XP_017148102.1|DMIR, LOC117190898|XP_033251795.1|DMIR
OG0000932	LOC115765522|XP_030565000.1|DNOV	LOC108165579|XP_017157141.1|DMIR
OG0000933	LOC115762318|XP_030560344.1|DNOV	LOC117190986|XP_033251857.1|DMIR, LOC117189410|XP_033250429.1|DMIR, LOC117189389|XP_033250400.1|DMIR, LOC108160975|XP_017150764.1|DMIR
OG0000933	LOC115762317|XP_030560343.1|DNOV	LOC108161004|XP_017150799.1|DMIR
OG0000934	LOC115771300|XP_030572798.1|DNOV	LOC108158295|XP_017146025.1|DMIR, LOC108158286|XP_017146012.1|DMIR, LOC117191189|XP_033252021.1|DMIR, LOC117192026|XP_033252636.1|DMIR
OG0000935	LOC115757716|XP_030553938.1|DNOV	LOC108155300|XP_017141504.2|DMIR
OG0000936	LOC115765169|XP_030564449.1|DNOV	LOC108152145|XP_017136749.1|DMIR
OG0000937	LOC115772064|XP_030573870.1|DNOV	LOC108157203|XP_017144624.1|DMIR
OG0000938	LOC115767738|XP_030567910.1|DNOV	LOC108164361|XP_017155475.1|DMIR
OG0000939	LOC115758914|XP_030555571.1|DNOV	LOC108163156|XP_017153762.2|DMIR, LOC117185883|XP_033249325.1|DMIR
OG0000940	LOC115765814|XP_030565396.1|DNOV	LOC108153229|XP_017138551.1|DMIR
OG0000941	LOC115765440|XP_030564865.1|DNOV	LOC108159334|XP_017148024.1|DMIR
OG0000942	LOC115767526|XP_030567676.1|DNOV	LOC108152313|XP_017137035.1|DMIR
OG0000943	LOC115765305|XP_030564672.1|DNOV	LOC108160030|XP_017149258.1|DMIR, LOC117190065|XP_033251037.1|DMIR
OG0000943	LOC115766603|XP_030566448.1|DNOV	LOC108159380|XP_017148097.1|DMIR
OG0000944	LOC115765134|XP_030564390.1|DNOV	LOC108164647|XP_017155986.1|DMIR
OG0000945	LOC115762566|XP_030560709.1|DNOV	LOC108152464|XP_017137321.1|DMIR
OG0000946	LOC115758970|XP_030555633.1|DNOV	LOC108163484|XP_017154282.1|DMIR
OG0000947	LOC115758051|XP_030554427.1|DNOV	LOC108160478|XP_017149987.1|DMIR, LOC117189835|XP_033250789.1|DMIR
OG0000948	LOC115771061|XP_030572472.1|DNOV	LOC117186253|XP_033242659.1|DMIR, LOC108151885|XP_033242660.1|DMIR, LOC108151887|XP_033242658.1|DMIR, LOC117186254|XP_033242662.1|DMIR, LOC117186252|XP_033242657.1|DMIR, LOC108151884|XP_033242654.1|DMIR, LOC117186250|XP_033242655.1|DMIR, LOC117186317|XP_033242837.1|DMIR, LOC117186251|XP_033242656.1|DMIR
OG0000949	LOC115766829|XP_030566725.1|DNOV	LOC108155578|XP_017141973.1|DMIR, LOC108155592|XP_017142002.1|DMIR
OG0000950	LOC115768133|XP_030568489.1|DNOV	LOC108152594|XP_017137542.1|DMIR
OG0000950	LOC115761729|XP_030559472.1|DNOV	LOC108154333|XP_017140084.1|DMIR
OG0000951	LOC115757725|XP_030553950.1|DNOV	LOC117191277|XP_033252078.1|DMIR, LOC108155628|XP_017142048.1|DMIR, LOC117191967|XP_033252600.1|DMIR
OG0000951	LOC115767403|XP_030567528.1|DNOV	LOC108161568|XP_017151346.2|DMIR
OG0000952	LOC115759288|XP_030556049.1|DNOV	LOC108162292|XP_017152442.1|DMIR
OG0000954	LOC115767411|XP_030567546.1|DNOV, LOC115767412|XP_030567548.1|DNOV	LOC117194151|XP_033254696.1|DMIR, LOC108158315|XP_017146046.1|DMIR, LOC117193634|XP_033254270.1|DMIR, LOC117194152|XP_033254697.1|DMIR, LOC108158308|XP_017146036.1|DMIR
OG0000955	LOC115761492|XP_030559118.1|DNOV	LOC108157789|XP_017145470.1|DMIR
OG0000955	LOC115761493|XP_030559120.1|DNOV	LOC108154037|XP_017139619.1|DMIR
OG0000956	LOC115759481|XP_030556274.1|DNOV	LOC117187007|XP_033244457.1|DMIR
OG0000956	LOC115759660|XP_030556516.1|DNOV	LOC108157771|XP_017145445.2|DMIR
OG0000957	LOC115764069|XP_030562780.1|DNOV	LOC117191432|XP_033252192.1|DMIR, LOC108157987|XP_017145621.1|DMIR
OG0000957	LOC115764102|XP_030562818.1|DNOV	LOC108157986|XP_017145620.1|DMIR, LOC117191433|XP_033252193.1|DMIR
OG0000958	LOC115764524|XP_030563482.1|DNOV	LOC108157624|XP_017145250.1|DMIR, LOC117187928|XP_033246793.1|DMIR, LOC108158330|XP_017146059.2|DMIR
OG0000959	LOC115763421|XP_030561839.1|DNOV	LOC108153447|XP_017138953.1|DMIR
OG0000960	LOC115768905|XP_030569483.1|DNOV, LOC115767670|XP_030567820.1|DNOV, LOC115771279|XP_030572759.1|DNOV, LOC115771280|XP_030572761.1|DNOV	LOC108165256|XP_017156782.1|DMIR
OG0000961	LOC115771500|XP_030573086.1|DNOV	LOC108151879|XP_017136264.1|DMIR
OG0000961	LOC115771497|XP_030573082.1|DNOV	LOC108151880|XP_017136265.1|DMIR
OG0000963	LOC115767101|XP_030567109.1|DNOV	LOC108165112|XP_017156660.1|DMIR
OG0000964	LOC115757851|XP_030554145.1|DNOV	LOC117191441|XP_033252198.1|DMIR, LOC117190486|XP_033251444.1|DMIR, LOC117191998|XP_033252613.1|DMIR, LOC108161245|XP_017150989.1|DMIR
OG0000965	LOC115767305|XP_030567401.1|DNOV	LOC117187003|XP_033244446.1|DMIR, LOC117187013|XP_033244505.1|DMIR, LOC117187426|XP_033245975.1|DMIR, LOC117187419|XP_033245965.1|DMIR, LOC117187427|XP_033245976.1|DMIR, LOC117187423|XP_033245971.1|DMIR, LOC117187049|XP_033244666.1|DMIR, LOC117187033|XP_033244601.1|DMIR, LOC117187005|XP_033244454.1|DMIR, LOC117186984|XP_033244352.1|DMIR, LOC117187001|XP_033244441.1|DMIR, LOC108164947|XP_017156425.2|DMIR
OG0000966	LOC115757834|XP_030554126.1|DNOV	LOC108157490|XP_017145076.1|DMIR
OG0000968	LOC115762588|XP_030560735.1|DNOV, LOC115762711|XP_030560896.1|DNOV	LOC108151665|XP_017135893.1|DMIR
OG0000969	LOC115771782|XP_030573505.1|DNOV	LOC117193545|XP_033254181.1|DMIR, LOC108158362|XP_017146105.1|DMIR
OG0000970	LOC115765057|XP_030564290.1|DNOV	LOC108154284|XP_017140027.1|DMIR, LOC108154274|XP_017140016.1|DMIR, LOC108156262|XP_017143114.1|DMIR
OG0000971	LOC115763091|XP_030561389.1|DNOV	LOC108164143|XP_017155236.1|DMIR
OG0000972	LOC115767644|XP_030567791.1|DNOV	LOC108151938|XP_017136357.1|DMIR
OG0000973	LOC115767875|XP_030568096.1|DNOV	LOC108151298|XP_017135326.1|DMIR, LOC108165138|XP_017156692.2|DMIR, LOC117186022|XP_033241943.1|DMIR, LOC117186023|XP_033241944.1|DMIR, LOC117192452|XP_033253032.1|DMIR, LOC117188885|XP_033249306.1|DMIR, LOC117188888|XP_033249312.1|DMIR, LOC117192910|XP_033253540.1|DMIR
OG0000975	LOC115767892|XP_030568120.1|DNOV	LOC108155522|XP_017141858.1|DMIR
OG0000976	LOC115766186|XP_030565889.1|DNOV	LOC108154943|XP_017140929.2|DMIR
OG0000976	LOC115766187|XP_030565891.1|DNOV	LOC117187205|XP_033245262.1|DMIR
OG0000977	LOC115766262|XP_030565982.1|DNOV, LOC115766215|XP_030565927.1|DNOV	LOC108154819|XP_017140708.1|DMIR
OG0000977	LOC115766246|XP_030565969.1|DNOV, LOC115766032|XP_030565663.1|DNOV	LOC108154818|XP_017140707.1|DMIR
OG0000978	LOC115770945|XP_030572263.1|DNOV	LOC108154967|XP_017140970.1|DMIR
OG0000979	LOC115760923|XP_030558358.1|DNOV	LOC108159698|XP_017148699.1|DMIR
OG0000980	LOC115771863|XP_030573603.1|DNOV	LOC108154783|XP_017140659.1|DMIR
OG0000980	LOC115768646|XP_030569178.1|DNOV	LOC108154194|XP_017139899.1|DMIR
OG0000981	LOC115759927|XP_030556924.1|DNOV	LOC108163919|XP_033249068.1|DMIR
OG0000982	LOC115766146|XP_030565842.1|DNOV	LOC108157511|XP_017145101.1|DMIR
OG0000984	LOC115765544|XP_030565029.1|DNOV, LOC115759322|XP_030556093.1|DNOV	LOC108162134|XP_017152204.2|DMIR
OG0000985	LOC115765030|XP_030564292.1|DNOV, LOC115764897|XP_030564088.1|DNOV	LOC108159824|XP_033246889.1|DMIR
OG0000985	LOC115770351|XP_030571448.1|DNOV	LOC108159825|XP_017148887.2|DMIR
OG0000986	LOC115760282|XP_030557412.1|DNOV	LOC108161981|XP_017151936.1|DMIR
OG0000986	LOC115759122|XP_030555826.1|DNOV	LOC108162301|XP_017152456.1|DMIR
OG0000987	LOC115763182|XP_030561500.1|DNOV	LOC108152203|XP_017136854.1|DMIR
OG0000988	LOC115768033|XP_030568316.1|DNOV, LOC115765059|XP_030564293.1|DNOV, LOC115760203|XP_030557297.1|DNOV	LOC108162923|XP_017153394.1|DMIR
OG0000990	LOC115768138|XP_030568492.1|DNOV	LOC117190487|XP_033251445.1|DMIR, LOC108152683|XP_017137675.1|DMIR
OG0000991	LOC115771652|XP_030573317.1|DNOV	LOC108153942|XP_017139527.1|DMIR
OG0000991	LOC115771305|XP_030572802.1|DNOV	LOC108159144|XP_017147632.1|DMIR
OG0000992	LOC115771830|XP_030573570.1|DNOV	LOC108157393|XP_033245963.1|DMIR
OG0000993	LOC115761545|XP_030559187.1|DNOV	LOC108154921|XP_017140869.1|DMIR, LOC108154919|XP_017140867.1|DMIR
OG0000994	LOC115767620|XP_030567780.1|DNOV	LOC108165057|XP_017156591.1|DMIR
OG0000995	LOC115764352|XP_030563170.1|DNOV	LOC108163937|XP_017154961.2|DMIR
OG0000996	LOC115767070|XP_030567070.1|DNOV, LOC115762299|XP_030560326.1|DNOV	LOC108160227|XP_017149568.1|DMIR
OG0000997	LOC115760733|XP_030558068.1|DNOV	LOC117190405|XP_033251374.1|DMIR, LOC117187782|XP_033246511.1|DMIR
OG0000998	LOC115762950|XP_030561197.1|DNOV	LOC108151389|XP_017135454.1|DMIR
OG0000999	LOC115768360|XP_030568788.1|DNOV	LOC108155745|XP_017142259.1|DMIR
OG0001000	LOC115759730|XP_030556652.1|DNOV	LOC117188052|XP_033247167.1|DMIR, LOC117190773|XP_033251724.1|DMIR
OG0001001	LOC115762352|XP_030560381.1|DNOV	LOC117192545|XP_033253132.1|DMIR, LOC108160074|XP_017149319.1|DMIR
OG0001002	LOC115767715|XP_030567879.1|DNOV	LOC108162981|XP_017153476.1|DMIR
OG0001003	LOC115761908|XP_030559786.1|DNOV	LOC108154975|XP_017140984.1|DMIR
OG0001004	LOC115770581|XP_030571766.1|DNOV	LOC108155115|XP_017141243.1|DMIR
OG0001005	LOC115767970|XP_030568228.1|DNOV	LOC108158674|XP_017146682.1|DMIR
OG0001006	LOC115771542|XP_030573141.1|DNOV	LOC108151405|XP_017135482.1|DMIR
OG0001008	LOC115765122|XP_030564378.1|DNOV	LOC108164832|XP_017156243.1|DMIR
OG0001009	LOC115765712|XP_030565233.1|DNOV	LOC108155068|XP_017141144.1|DMIR, LOC108155777|XP_033245461.1|DMIR
OG0001010	LOC115765542|XP_030565027.1|DNOV	LOC108161850|XP_017151707.1|DMIR
OG0001011	LOC115767852|XP_030568065.1|DNOV	LOC108152873|XP_017137991.1|DMIR
OG0001011	LOC115760236|XP_030557350.1|DNOV	LOC108163761|XP_017154723.1|DMIR
OG0001012	LOC115767772|XP_030567957.1|DNOV, LOC115767752|XP_030567928.1|DNOV	LOC108158109|XP_033241939.1|DMIR, LOC108165086|XP_017156626.2|DMIR
OG0001013	LOC115770296|XP_030571392.1|DNOV	LOC108152768|XP_017137832.1|DMIR
OG0001013	LOC115770074|XP_030571034.1|DNOV	LOC108165547|XP_017157112.1|DMIR
OG0001014	LOC115769330|XP_030569948.1|DNOV	LOC108151720|XP_017135985.1|DMIR
OG0001014	LOC115769336|XP_030569959.1|DNOV	LOC108151550|XP_017135704.1|DMIR
OG0001015	LOC115765392|XP_030564781.1|DNOV	LOC108165059|XP_033252597.1|DMIR
OG0001015	LOC115765303|XP_030564659.1|DNOV	LOC108165058|XP_017156592.1|DMIR
OG0001016	LOC115758921|XP_030555580.1|DNOV, LOC115767291|XP_030567383.1|DNOV	LOC108150899|XP_017134701.1|DMIR
OG0001017	LOC115764481|XP_030563419.1|DNOV	LOC108159558|XP_017148475.2|DMIR
OG0001018	LOC115764663|XP_030563710.1|DNOV	LOC108164980|XP_017156491.1|DMIR, LOC108157312|XP_017144806.1|DMIR
OG0001019	LOC115771891|XP_030573635.1|DNOV	LOC108157038|XP_017144341.1|DMIR
OG0001020	LOC115764381|XP_030563202.1|DNOV	LOC108164937|XP_017156415.1|DMIR
OG0001021	LOC115759299|XP_030556062.1|DNOV	LOC108163627|XP_017154516.1|DMIR
OG0001022	LOC115766271|XP_030565995.1|DNOV	LOC117186231|XP_033242563.1|DMIR
OG0001024	LOC115771783|XP_030573503.1|DNOV	LOC108156052|XP_017142814.1|DMIR
OG0001025	LOC115771104|XP_030572523.1|DNOV	LOC108151123|XP_017135032.1|DMIR
OG0001026	LOC115769629|XP_030570397.1|DNOV, LOC115760702|XP_030558027.1|DNOV	LOC108158200|XP_017145912.1|DMIR, LOC117191865|XP_033252522.1|DMIR
OG0001027	LOC115770134|XP_030571135.1|DNOV	LOC108152654|XP_017137637.1|DMIR
OG0001028	LOC115763130|XP_030561434.1|DNOV	LOC108164203|XP_017155322.1|DMIR
OG0001029	LOC115765907|XP_030565512.1|DNOV	LOC117189624|XP_033250634.1|DMIR, LOC108158632|XP_017146601.1|DMIR
OG0001031	LOC115759029|XP_030555704.1|DNOV	LOC108161349|XP_033249163.1|DMIR
OG0001032	LOC115758458|XP_030554987.1|DNOV	LOC108161911|XP_017151807.1|DMIR
OG0001033	LOC115758269|XP_030554692.1|DNOV	LOC108163110|XP_017153694.1|DMIR, LOC117188476|XP_033248288.1|DMIR, LOC108158001|XP_017145636.2|DMIR
OG0001034	LOC115770297|XP_030571393.1|DNOV	LOC108153130|XP_017138408.1|DMIR
OG0001035	LOC115764280|XP_030563069.1|DNOV	LOC108165133|XP_017156688.1|DMIR
OG0001035	LOC115764347|XP_030563165.1|DNOV	LOC108165134|XP_017156689.1|DMIR
OG0001036	LOC115764406|XP_030563260.1|DNOV	LOC108164602|XP_017155929.1|DMIR
OG0001036	LOC115765752|XP_030565274.1|DNOV	LOC108154348|XP_017140103.1|DMIR
OG0001037	LOC115770422|XP_030571548.1|DNOV, LOC115770423|XP_030571552.1|DNOV	LOC108152121|XP_017136694.1|DMIR, LOC108161014|XP_017150812.1|DMIR, LOC117191553|XP_033252274.1|DMIR
OG0001038	LOC115763813|XP_030562424.1|DNOV	LOC108157531|XP_017145123.1|DMIR
OG0001042	LOC115772074|XP_030573884.1|DNOV	LOC108154264|XP_017139989.1|DMIR
OG0001043	LOC115764278|XP_030563067.1|DNOV	LOC108164201|XP_017155320.1|DMIR
OG0001044	LOC115759661|XP_030556521.1|DNOV	LOC108160001|XP_017149214.1|DMIR
OG0001045	LOC115758514|XP_030555069.1|DNOV	LOC108160800|XP_017150507.1|DMIR, LOC117193810|XP_033254415.1|DMIR
OG0001046	LOC115764786|XP_030563891.1|DNOV	LOC108159806|XP_017148865.1|DMIR
OG0001047	LOC115764540|XP_030563513.1|DNOV, LOC115760435|XP_030557608.1|DNOV, LOC115760469|XP_030557659.1|DNOV, LOC115760436|XP_030557609.1|DNOV	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR
OG0001048	LOC115762327|XP_030560356.1|DNOV	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR
OG0001049	LOC115760066|XP_030557106.1|DNOV	LOC108161310|XP_017151020.1|DMIR
OG0001049	LOC115766976|XP_030566931.1|DNOV	LOC108152602|XP_017137549.1|DMIR
OG0001050	LOC115765802|XP_030565366.1|DNOV	LOC108157607|XP_033245713.1|DMIR, LOC108157606|XP_017145223.2|DMIR, LOC117187276|XP_033245508.1|DMIR, LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR
OG0001051	LOC115759360|XP_030556142.1|DNOV	LOC108162247|XP_017152383.1|DMIR
OG0001052	LOC115758575|XP_030555150.1|DNOV	LOC108163367|XP_017154107.1|DMIR
OG0001053	LOC115768388|XP_030568818.1|DNOV	LOC117190646|XP_033251582.1|DMIR, LOC108164587|XP_033251578.1|DMIR, LOC117187196|XP_033245228.1|DMIR, LOC117187199|XP_033245232.1|DMIR, LOC117187200|XP_033245235.1|DMIR, LOC117187195|XP_033245224.1|DMIR
OG0001054	LOC115761206|XP_030558750.1|DNOV	LOC108156657|XP_017143759.1|DMIR
OG0001055	LOC115766081|XP_030565744.1|DNOV, LOC115766080|XP_030565743.1|DNOV	LOC108155222|XP_017141395.1|DMIR
OG0001056	LOC115767764|XP_030567946.1|DNOV	LOC117186381|XP_033242994.1|DMIR
OG0001057	LOC115762992|XP_030561238.1|DNOV	LOC108163578|XP_017154437.1|DMIR
OG0001058	LOC115769086|XP_030569658.1|DNOV	LOC108153231|XP_017138555.1|DMIR
OG0001059	LOC115769107|XP_030569680.1|DNOV	LOC108150981|XP_017134810.1|DMIR
