Orthogroup	DNOV.longest_only	CPIP.longest_only
OG0002009	LOC115761031|XP_030558504.1|DNOV	LOC120415589|XP_039433114.1|CPIP
OG0002010	LOC115763050|XP_030561335.1|DNOV	LOC120421995|XP_039441241.1|CPIP
OG0002011	LOC115763011|XP_030561261.1|DNOV	LOC120421156|XP_039440280.1|CPIP
OG0002012	LOC115759718|XP_030556585.1|DNOV	LOC120417784|XP_039435880.1|CPIP, LOC120412482|XP_039428907.1|CPIP
OG0002013	LOC115763443|XP_030561870.1|DNOV	LOC120415549|XP_039433053.1|CPIP
OG0002014	LOC115759745|XP_030556648.1|DNOV	LOC120418715|XP_039437122.1|CPIP
OG0002015	LOC115761514|XP_030559143.1|DNOV	LOC120419666|XP_039438364.1|CPIP
OG0002016	LOC115760906|XP_030558333.1|DNOV	LOC120432429|XP_039453578.1|CPIP
OG0002017	LOC115759752|XP_030556654.1|DNOV	LOC120432426|XP_039453565.1|CPIP
OG0002018	LOC115763535|XP_030562011.1|DNOV	LOC120423389|XP_039443107.1|CPIP
OG0002019	LOC115759773|XP_030556700.1|DNOV, LOC115759772|XP_030556699.1|DNOV	LOC120412660|XP_039429156.1|CPIP
OG0002020	LOC115769293|XP_030569879.1|DNOV	LOC120423990|XP_039443921.1|CPIP
OG0002021	LOC115765447|XP_030564874.1|DNOV	LOC120430575|XP_039451616.1|CPIP, LOC120423971|XP_039443897.1|CPIP
OG0002022	LOC115758806|XP_030555443.1|DNOV	LOC120414027|XP_039430984.1|CPIP
OG0002023	LOC115761667|XP_030559376.1|DNOV	LOC120412669|XP_039429165.1|CPIP
OG0002024	LOC115759881|XP_030556856.1|DNOV, LOC115766824|XP_030566723.1|DNOV	LOC120419040|XP_039437540.1|CPIP
OG0002025	LOC115758848|XP_030555490.1|DNOV	LOC120429066|XP_039450141.1|CPIP
OG0002026	LOC115771419|XP_030572981.1|DNOV	LOC120423191|XP_039442824.1|CPIP
OG0002027	LOC115761741|XP_030559496.1|DNOV	LOC120420630|XP_039439637.1|CPIP
OG0002028	LOC115758221|XP_030554631.1|DNOV	LOC120420635|XP_039439645.1|CPIP
OG0002029	LOC115769926|XP_030570825.1|DNOV	LOC120416142|XP_039433752.1|CPIP
OG0002030	LOC115771962|XP_030573735.1|DNOV	LOC120416219|XP_039433852.1|CPIP
OG0002031	LOC115757903|XP_030554211.1|DNOV	LOC120415104|XP_039432456.1|CPIP
OG0002032	LOC115770922|XP_030572240.1|DNOV	LOC120419421|XP_039438033.1|CPIP
OG0002033	LOC115768857|XP_030569418.1|DNOV	LOC120418864|XP_039437335.1|CPIP
OG0002034	LOC115767775|XP_030567960.1|DNOV	LOC120419537|XP_039438184.1|CPIP
OG0002035	LOC115763635|XP_030562124.1|DNOV, LOC115767251|XP_030567317.1|DNOV	LOC120418911|XP_039437376.1|CPIP
OG0002036	LOC115757738|XP_030553983.1|DNOV	LOC120413806|XP_039430699.1|CPIP
OG0002037	LOC115762778|XP_030560989.1|DNOV, LOC115762826|XP_030561051.1|DNOV	LOC120426341|XP_039447036.1|CPIP
OG0002038	LOC115770800|XP_030572083.1|DNOV	LOC120419712|XP_039438434.1|CPIP
OG0002040	LOC115761926|XP_030559817.1|DNOV	LOC120424088|XP_039444039.1|CPIP
OG0002041	LOC115766462|XP_030566257.1|DNOV, LOC115764556|XP_030563541.1|DNOV	LOC120417055|XP_039434941.1|CPIP
OG0002042	LOC115761759|XP_030559524.1|DNOV	LOC120421220|XP_039440356.1|CPIP
OG0002043	LOC115765736|XP_030565261.1|DNOV	LOC120428111|XP_039449028.1|CPIP
OG0002044	LOC115761617|XP_030559302.1|DNOV	LOC120413784|XP_039430662.1|CPIP
OG0002045	LOC115763890|XP_030562527.1|DNOV	LOC120422098|XP_039441384.1|CPIP
OG0002046	LOC115768309|XP_030568717.1|DNOV	LOC120413953|XP_039430890.1|CPIP
OG0002047	LOC115769126|XP_030569692.1|DNOV	LOC120413023|XP_039429625.1|CPIP
OG0002048	LOC115767928|XP_030568157.1|DNOV	LOC120413048|XP_039429675.1|CPIP
OG0002049	LOC115767880|XP_030568102.1|DNOV	LOC120413018|XP_039429611.1|CPIP
OG0002050	LOC115770932|XP_030572250.1|DNOV, LOC115770935|XP_030572252.1|DNOV	LOC120430297|XP_039451330.1|CPIP
OG0002053	LOC115759573|XP_030556399.1|DNOV, LOC115759649|XP_030556497.1|DNOV	LOC120421361|XP_039440494.1|CPIP
OG0002054	LOC115761806|XP_030559611.1|DNOV	LOC120422046|XP_039441311.1|CPIP
OG0002055	LOC115770904|XP_030572203.1|DNOV	LOC120432078|XP_039453145.1|CPIP
OG0002056	LOC115770539|XP_030571703.1|DNOV	LOC120422725|XP_039442187.1|CPIP
OG0002057	LOC115758569|XP_030555140.1|DNOV	LOC120422721|XP_039442185.1|CPIP
OG0002058	LOC115762652|XP_030560818.1|DNOV	LOC120422720|XP_039442184.1|CPIP
OG0002059	LOC115766176|XP_030565879.1|DNOV	LOC120422719|XP_039442181.1|CPIP
OG0002060	LOC115761189|XP_030558725.1|DNOV	LOC120418253|XP_039436500.1|CPIP, LOC120422711|XP_039442170.1|CPIP
OG0002061	LOC115765264|XP_030564882.1|DNOV	LOC120422716|XP_039442176.1|CPIP, LOC120418238|XP_039436475.1|CPIP
OG0002064	LOC115768287|XP_030568686.1|DNOV	LOC120427824|XP_039448680.1|CPIP
OG0002066	LOC115770750|XP_030572015.1|DNOV	LOC120424112|XP_039444072.1|CPIP
OG0002067	LOC115758222|XP_030554632.1|DNOV	LOC120424122|XP_039444097.1|CPIP
OG0002068	LOC115760773|XP_030558121.1|DNOV	LOC120429305|XP_039450465.1|CPIP
OG0002069	LOC115767327|XP_030567430.1|DNOV	LOC120416648|XP_039434392.1|CPIP
OG0002070	LOC115766094|XP_030565763.1|DNOV	LOC120416657|XP_039434401.1|CPIP
OG0002071	LOC115772036|XP_030573833.1|DNOV, LOC115771795|XP_030573525.1|DNOV	LOC120414983|XP_039432267.1|CPIP
OG0002072	LOC115760754|XP_030558092.1|DNOV	LOC120419937|XP_039438734.1|CPIP
OG0002073	LOC115770534|XP_030571696.1|DNOV	LOC120414173|XP_039431171.1|CPIP
OG0002074	LOC115764534|XP_030563505.1|DNOV	LOC120430722|XP_039451768.1|CPIP
OG0002075	LOC115759044|XP_030555728.1|DNOV	LOC120429589|XP_039450560.1|CPIP, LOC120424597|XP_039444695.1|CPIP
OG0002076	LOC115758113|XP_030554497.1|DNOV	LOC120421685|XP_039440849.1|CPIP
OG0002077	LOC115762559|XP_030560699.1|DNOV	LOC120421681|XP_039440845.1|CPIP
OG0002079	LOC115770123|XP_030571117.1|DNOV	LOC120425808|XP_039446361.1|CPIP
OG0002080	LOC115768889|XP_030569460.1|DNOV, LOC115757818|XP_030554101.1|DNOV	LOC120425571|XP_039446070.1|CPIP
OG0002081	LOC115757797|XP_030554073.1|DNOV	LOC120415329|XP_039432751.1|CPIP, LOC120415281|XP_039432685.1|CPIP
OG0002082	LOC115764478|XP_030563404.1|DNOV	LOC120416205|XP_039433827.1|CPIP
OG0002083	LOC115766846|XP_030566755.1|DNOV	LOC120421448|XP_039440588.1|CPIP
OG0002084	LOC115766577|XP_030566422.1|DNOV	LOC120431265|XP_039452332.1|CPIP
OG0002085	LOC115760785|XP_030558138.1|DNOV	LOC120417969|XP_039436139.1|CPIP
OG0002086	LOC115766541|XP_030566370.1|DNOV	LOC120431538|XP_039452581.1|CPIP
OG0002087	LOC115769118|XP_030569686.1|DNOV	LOC120412754|XP_039429281.1|CPIP, LOC120424471|XP_039444539.1|CPIP
OG0002088	LOC115770225|XP_030571287.1|DNOV	LOC120415883|XP_039433454.1|CPIP
OG0002089	LOC115764564|XP_030563548.1|DNOV	LOC120415358|XP_039432781.1|CPIP
OG0002090	LOC115769521|XP_030570221.1|DNOV	LOC120415870|XP_039433440.1|CPIP
OG0002091	LOC115758063|XP_030554437.1|DNOV	LOC120416853|XP_039434677.1|CPIP
OG0002092	LOC115762759|XP_030560961.1|DNOV	LOC120416818|XP_039434633.1|CPIP, LOC120412524|XP_039428953.1|CPIP
OG0002093	LOC115757859|XP_030554158.1|DNOV	LOC120413492|XP_039430283.1|CPIP, LOC120421859|XP_039441091.1|CPIP
OG0002094	LOC115762864|XP_030561102.1|DNOV	LOC120413273|XP_039429936.1|CPIP, LOC120414977|XP_039432245.1|CPIP
OG0002095	LOC115768317|XP_030568726.1|DNOV	LOC120415199|XP_039432591.1|CPIP
OG0002096	LOC115757832|XP_030554119.1|DNOV	LOC120424725|XP_039444841.1|CPIP
OG0002097	LOC115758293|XP_030554719.1|DNOV	LOC120421572|XP_039440737.1|CPIP
OG0002098	LOC115770196|XP_030571220.1|DNOV	LOC120432554|XP_039453717.1|CPIP, LOC120432556|XP_039453719.1|CPIP
OG0002099	LOC115759503|XP_030556304.1|DNOV	LOC120425826|XP_039446378.1|CPIP, LOC120416713|XP_039434469.1|CPIP
OG0002100	LOC115770037|XP_030570987.1|DNOV	LOC120431445|XP_039452497.1|CPIP, LOC120422226|XP_039441545.1|CPIP, LOC120422221|XP_039441539.1|CPIP
OG0002101	LOC115764454|XP_030563351.1|DNOV, LOC115758042|XP_030554415.1|DNOV	LOC120423808|XP_039443658.1|CPIP
OG0002102	LOC115771985|XP_030573768.1|DNOV	LOC120428249|XP_039449169.1|CPIP
OG0002103	LOC115759497|XP_030556295.1|DNOV	LOC120424261|XP_039444257.1|CPIP
OG0002117	LOC115767283|XP_030567374.1|DNOV	LOC120422063|XP_039441333.1|CPIP
OG0002119	LOC115757681|XP_030553877.1|DNOV	LOC120428556|XP_039449519.1|CPIP, LOC120413279|XP_039429944.1|CPIP
OG0002120	LOC115766745|XP_030566581.1|DNOV	LOC120413305|XP_039430000.1|CPIP
OG0002121	LOC115764171|XP_030562916.1|DNOV	LOC120431490|XP_039452556.1|CPIP
OG0002123	LOC115758912|XP_030555569.1|DNOV	LOC120419276|XP_039437875.1|CPIP
OG0002124	LOC115767082|XP_030567088.1|DNOV	LOC120428874|XP_039449934.1|CPIP
OG0002125	LOC115760721|XP_030558057.1|DNOV	LOC120431117|XP_039452206.1|CPIP
OG0002126	LOC115770261|XP_030571336.1|DNOV	LOC120422458|XP_039441834.1|CPIP
OG0002127	LOC115764403|XP_030563254.1|DNOV	LOC120420229|XP_039439152.1|CPIP
OG0002128	LOC115767111|XP_030567124.1|DNOV	LOC120420212|XP_039439133.1|CPIP
OG0002129	LOC115764225|XP_030562999.1|DNOV	LOC120432319|XP_039453437.1|CPIP
OG0002130	LOC115768446|XP_030568865.1|DNOV	LOC120413375|XP_039430100.1|CPIP
OG0002131	LOC115761630|XP_030559319.1|DNOV	LOC120430730|XP_039451775.1|CPIP, LOC120413341|XP_039430054.1|CPIP
OG0002132	LOC115763340|XP_030561709.1|DNOV	LOC120428359|XP_039449300.1|CPIP
OG0002133	LOC115766862|XP_030566781.1|DNOV	LOC120413362|XP_039430081.1|CPIP
OG0002134	LOC115768786|XP_030569343.1|DNOV	LOC120417703|XP_039435782.1|CPIP
OG0002135	LOC115769042|XP_030569607.1|DNOV	LOC120432195|XP_039453283.1|CPIP, LOC120427666|XP_039448477.1|CPIP
OG0002136	LOC115764976|XP_030564163.1|DNOV	LOC120417027|XP_039434901.1|CPIP
OG0002137	LOC115764757|XP_030563853.1|DNOV	LOC120422079|XP_039441358.1|CPIP
OG0002138	LOC115768273|XP_030568670.1|DNOV	LOC120413337|XP_039430047.1|CPIP
OG0002140	LOC115767278|XP_030567370.1|DNOV	LOC120431394|XP_039452455.1|CPIP
OG0002141	LOC115759098|XP_030555792.1|DNOV, LOC115760390|XP_030557547.1|DNOV	LOC120424691|XP_039444804.1|CPIP
OG0002142	LOC115771676|XP_030573351.1|DNOV	LOC120416920|XP_039434760.1|CPIP, LOC120430553|XP_039451603.1|CPIP
OG0002143	LOC115758609|XP_030555200.1|DNOV	LOC120430599|XP_039451639.1|CPIP
OG0002144	LOC115766709|XP_030566487.1|DNOV	LOC120426029|XP_039446642.1|CPIP
OG0002145	LOC115770837|XP_030572131.1|DNOV	LOC120427971|XP_039448861.1|CPIP
OG0002146	LOC115761717|XP_030559456.1|DNOV	LOC120429017|XP_039450091.1|CPIP
OG0002147	LOC115765433|XP_030564839.1|DNOV	LOC120413718|XP_039430575.1|CPIP
OG0002148	LOC115768094|XP_030568438.1|DNOV	LOC120416248|XP_039433884.1|CPIP, LOC120416247|XP_039433883.1|CPIP, LOC120416256|XP_039433892.1|CPIP
OG0002149	LOC115766741|XP_030566567.1|DNOV	LOC120431264|XP_039452335.1|CPIP
OG0002150	LOC115767740|XP_030567911.1|DNOV	LOC120419617|XP_039438292.1|CPIP
OG0002151	LOC115763030|XP_030561297.1|DNOV	LOC120419620|XP_039438294.1|CPIP
OG0002152	LOC115761274|XP_030558849.1|DNOV	LOC120416903|XP_039434733.1|CPIP
OG0002153	LOC115764929|XP_030564099.1|DNOV	LOC120424542|XP_039444640.1|CPIP, LOC120429007|XP_039450079.1|CPIP
OG0002154	LOC115768454|XP_030568876.1|DNOV	LOC120426470|XP_039447167.1|CPIP
OG0002155	LOC115771857|XP_030573597.1|DNOV	LOC120423054|XP_039442659.1|CPIP
OG0002156	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV	LOC120419889|XP_039438688.1|CPIP
OG0002157	LOC115761232|XP_030558784.1|DNOV	LOC120424135|XP_039444112.1|CPIP
OG0002158	LOC115760775|XP_030558124.1|DNOV	LOC120424147|XP_039444125.1|CPIP
OG0002159	LOC115760751|XP_030558090.1|DNOV	LOC120425011|XP_039445317.1|CPIP
OG0002160	LOC115772053|XP_030573857.1|DNOV	LOC120425027|XP_039445332.1|CPIP
OG0002161	LOC115771997|XP_030573788.1|DNOV	LOC120424948|XP_039445193.1|CPIP, LOC120427119|XP_039447906.1|CPIP
OG0002162	LOC115761900|XP_030559776.1|DNOV	LOC120424944|XP_039445182.1|CPIP
OG0002164	LOC115763629|XP_030562117.1|DNOV	LOC120427447|XP_039448249.1|CPIP
OG0002165	LOC115761400|XP_030559018.1|DNOV	LOC120427457|XP_039448260.1|CPIP
OG0002166	LOC115758919|XP_030555578.1|DNOV	LOC120429237|XP_039450381.1|CPIP
OG0002167	LOC115764554|XP_030563536.1|DNOV	LOC120429250|XP_039450396.1|CPIP
OG0002168	LOC115762407|XP_030560496.1|DNOV	LOC120416847|XP_039434670.1|CPIP
OG0002169	LOC115769913|XP_030570796.1|DNOV	LOC120426989|XP_039447739.1|CPIP, LOC120419251|XP_039437838.1|CPIP
OG0002170	LOC115766792|XP_030566671.1|DNOV	LOC120425471|XP_039445940.1|CPIP
OG0002171	LOC115764846|XP_030563957.1|DNOV	LOC120427719|XP_039448556.1|CPIP
OG0002172	LOC115764650|XP_030563688.1|DNOV	LOC120428999|XP_039450073.1|CPIP
OG0002173	LOC115760169|XP_030557249.1|DNOV	LOC120413450|XP_039430222.1|CPIP, LOC120413460|XP_039430232.1|CPIP
OG0002174	LOC115771771|XP_030573486.1|DNOV	LOC120426014|XP_039446619.1|CPIP
OG0002175	LOC115771772|XP_030573487.1|DNOV	LOC120426015|XP_039446620.1|CPIP
OG0002176	LOC115770587|XP_030571775.1|DNOV	LOC120417855|XP_039436009.1|CPIP
OG0002177	LOC115772103|XP_030573928.1|DNOV	LOC120426230|XP_039446898.1|CPIP, LOC120426232|XP_039446900.1|CPIP
OG0002178	LOC115771648|XP_030573312.1|DNOV	LOC120417189|XP_039435091.1|CPIP
OG0002180	LOC115761563|XP_030559208.1|DNOV	LOC120423290|XP_039442986.1|CPIP
OG0002182	LOC115764119|XP_030562841.1|DNOV	LOC120427181|XP_039447973.1|CPIP, LOC120430691|XP_039451726.1|CPIP
OG0002183	LOC115764565|XP_030563550.1|DNOV	LOC120412611|XP_039429093.1|CPIP, LOC120417685|XP_039435755.1|CPIP
OG0002184	LOC115764609|XP_030563620.1|DNOV	LOC120431815|XP_039452868.1|CPIP
OG0002185	LOC115765021|XP_030564235.1|DNOV	LOC120426735|XP_039447442.1|CPIP
OG0002186	LOC115759202|XP_030555948.1|DNOV	LOC120421820|XP_039441032.1|CPIP
OG0002187	LOC115761174|XP_030558696.1|DNOV	LOC120416088|XP_039433709.1|CPIP
OG0002188	LOC115759083|XP_030555779.1|DNOV	LOC120416600|XP_039434328.1|CPIP
OG0002189	LOC115761861|XP_030559714.1|DNOV	LOC120424029|XP_039443986.1|CPIP
OG0002190	LOC115761586|XP_030559236.1|DNOV	LOC120425993|XP_039446585.1|CPIP
OG0002191	LOC115770497|XP_030571651.1|DNOV	LOC120425994|XP_039446587.1|CPIP
OG0002192	LOC115768356|XP_030568787.1|DNOV	LOC120428190|XP_039449104.1|CPIP
OG0002193	LOC115762018|XP_030559945.1|DNOV	LOC120425752|XP_039446293.1|CPIP
OG0002194	LOC115761692|XP_030559418.1|DNOV	LOC120418354|XP_039436640.1|CPIP, LOC120418359|XP_039436649.1|CPIP
OG0002195	LOC115764101|XP_030562814.1|DNOV	LOC120427148|XP_039447940.1|CPIP
OG0002196	LOC115765666|XP_030565184.1|DNOV	LOC120432515|XP_039453666.1|CPIP
OG0002197	LOC115762742|XP_030560939.1|DNOV	LOC120426022|XP_039446630.1|CPIP
OG0002198	LOC115761439|XP_030559067.1|DNOV, LOC115761438|XP_030559066.1|DNOV	LOC120425714|XP_039446247.1|CPIP
OG0002199	LOC115757664|XP_030553841.1|DNOV	LOC120426688|XP_039447398.1|CPIP
OG0002202	LOC115764031|XP_030562723.1|DNOV	LOC120416688|XP_039434442.1|CPIP
OG0002203	LOC115771642|XP_030573302.1|DNOV	LOC120425982|XP_039446570.1|CPIP
OG0002204	LOC115757682|XP_030553880.1|DNOV	LOC120422017|XP_039441275.1|CPIP
OG0002205	LOC115761743|XP_030559495.1|DNOV	LOC120430262|XP_039451281.1|CPIP
OG0002206	LOC115761451|XP_030559078.1|DNOV	LOC120431088|XP_039452178.1|CPIP, LOC120430929|XP_039451983.1|CPIP
OG0002207	LOC115764159|XP_030562897.1|DNOV	LOC120414299|XP_039431367.1|CPIP
OG0002208	LOC115764016|XP_030562705.1|DNOV	LOC120426162|XP_039446814.1|CPIP
OG0002209	LOC115767546|XP_030567688.1|DNOV	LOC120424682|XP_039444792.1|CPIP, LOC120424624|XP_039444723.1|CPIP
OG0002210	LOC115757688|XP_030553886.1|DNOV	LOC120424666|XP_039444773.1|CPIP, LOC120424615|XP_039444710.1|CPIP
OG0002211	LOC115761796|XP_030559595.1|DNOV	LOC120424634|XP_039444734.1|CPIP
OG0002212	LOC115764968|XP_030564152.1|DNOV	LOC120421021|XP_039440078.1|CPIP
OG0002213	LOC115765589|XP_030565099.1|DNOV	LOC120424610|XP_039444704.1|CPIP
OG0002214	LOC115771919|XP_030573672.1|DNOV	LOC120417090|XP_039435002.1|CPIP
OG0002215	LOC115757721|XP_030553947.1|DNOV	LOC120422123|XP_039441427.1|CPIP
OG0002216	LOC115760321|XP_030557471.1|DNOV	LOC120422564|XP_039441984.1|CPIP, LOC120426174|XP_039446824.1|CPIP
OG0002217	LOC115757719|XP_030553944.1|DNOV	LOC120425369|XP_039445812.1|CPIP
OG0002218	LOC115767965|XP_030568224.1|DNOV	LOC120427415|XP_039448216.1|CPIP
OG0002219	LOC115761424|XP_030559045.1|DNOV	LOC120425436|XP_039445901.1|CPIP
OG0002220	LOC115761462|XP_030559089.1|DNOV	LOC120425434|XP_039445899.1|CPIP
OG0002221	LOC115769484|XP_030570162.1|DNOV	LOC120428082|XP_039448995.1|CPIP
OG0002222	LOC115760184|XP_030557277.1|DNOV	LOC120428079|XP_039448990.1|CPIP
OG0002224	LOC115764588|XP_030563603.1|DNOV	LOC120430981|XP_039452053.1|CPIP
OG0002225	LOC115767921|XP_030568153.1|DNOV	LOC120423006|XP_039442563.1|CPIP, LOC120423028|XP_039442603.1|CPIP
OG0002226	LOC115758386|XP_030554897.1|DNOV	LOC120422859|XP_039442342.1|CPIP, LOC120425224|XP_039445589.1|CPIP
OG0002227	LOC115763611|XP_030562128.1|DNOV	LOC120417793|XP_039435896.1|CPIP
OG0002228	LOC115758009|XP_030554366.1|DNOV	LOC120422874|XP_039442355.1|CPIP
OG0002229	LOC115760574|XP_030557851.1|DNOV	LOC120422876|XP_039442369.1|CPIP
OG0002230	LOC115762474|XP_030560552.1|DNOV	LOC120422845|XP_039442323.1|CPIP
OG0002231	LOC115762300|XP_030560327.1|DNOV	LOC120419763|XP_039438524.1|CPIP, LOC120427223|XP_039448024.1|CPIP
OG0002232	LOC115758245|XP_030554664.1|DNOV	LOC120417389|XP_039435342.1|CPIP, LOC120417390|XP_039435345.1|CPIP
OG0002233	LOC115769382|XP_030570037.1|DNOV	LOC120424797|XP_039444943.1|CPIP, LOC120424803|XP_039444951.1|CPIP
OG0002235	LOC115760578|XP_030557857.1|DNOV	LOC120422922|XP_039442430.1|CPIP
OG0002236	LOC115760532|XP_030557775.1|DNOV	LOC120427083|XP_039447862.1|CPIP
OG0002237	LOC115760432|XP_030557605.1|DNOV	LOC120425904|XP_039446461.1|CPIP
OG0002238	LOC115771249|XP_030572713.1|DNOV	LOC120423496|XP_039443270.1|CPIP
OG0002239	LOC115760498|XP_030557709.1|DNOV	LOC120422883|XP_039442377.1|CPIP
OG0002240	LOC115761155|XP_030558688.1|DNOV	LOC120426030|XP_039446645.1|CPIP
OG0002241	LOC115769618|XP_030570375.1|DNOV	LOC120425351|XP_039445787.1|CPIP, LOC120429623|XP_039450587.1|CPIP
OG0002243	LOC115757748|XP_030554004.1|DNOV	LOC120420561|XP_039439563.1|CPIP
OG0002244	LOC115769986|XP_030570912.1|DNOV	LOC120420568|XP_039439580.1|CPIP
OG0002245	LOC115767908|XP_030568141.1|DNOV	LOC120430538|XP_039451586.1|CPIP, LOC120431293|XP_039452369.1|CPIP, LOC120422431|XP_039441782.1|CPIP
OG0002246	LOC115764131|XP_030562866.1|DNOV	LOC120415738|XP_039433273.1|CPIP
OG0002247	LOC115762486|XP_030560624.1|DNOV	LOC120424882|XP_039445080.1|CPIP
OG0002248	LOC115762593|XP_030560741.1|DNOV	LOC120424795|XP_039444940.1|CPIP
OG0002249	LOC115767128|XP_030567150.1|DNOV	LOC120429924|XP_039450955.1|CPIP
OG0002250	LOC115762314|XP_030560341.1|DNOV	LOC120420700|XP_039439731.1|CPIP
OG0002251	LOC115762315|XP_030560342.1|DNOV	LOC120420698|XP_039439726.1|CPIP
OG0002252	LOC115762296|XP_030560321.1|DNOV	LOC120417416|XP_039435393.1|CPIP, LOC120430669|XP_039451704.1|CPIP
OG0002253	LOC115770602|XP_030571837.1|DNOV	LOC120417420|XP_039435397.1|CPIP, LOC120431078|XP_039452164.1|CPIP
OG0002254	LOC115761598|XP_030559258.1|DNOV	LOC120420684|XP_039439713.1|CPIP
OG0002255	LOC115769131|XP_030569697.1|DNOV	LOC120426800|XP_039447515.1|CPIP
OG0002257	LOC115762185|XP_030560165.1|DNOV	LOC120420092|XP_039438958.1|CPIP
OG0002258	LOC115770857|XP_030572157.1|DNOV	LOC120413191|XP_039429838.1|CPIP
OG0002259	LOC115768105|XP_030568465.1|DNOV	LOC120413269|XP_039429932.1|CPIP, LOC120413262|XP_039429924.1|CPIP
OG0002260	LOC115769292|XP_030569882.1|DNOV	LOC120413256|XP_039429919.1|CPIP
OG0002261	LOC115771390|XP_030572935.1|DNOV	LOC120413231|XP_039429894.1|CPIP
OG0002263	LOC115767697|XP_030567851.1|DNOV	LOC120424834|XP_039444997.1|CPIP
OG0002264	LOC115760177|XP_030557265.1|DNOV	LOC120420087|XP_039438951.1|CPIP
OG0002265	LOC115762931|XP_030561172.1|DNOV	LOC120432434|XP_039453586.1|CPIP
OG0002266	LOC115770288|XP_030571383.1|DNOV	LOC120418016|XP_039436191.1|CPIP
OG0002267	LOC115771024|XP_030572410.1|DNOV	LOC120418934|XP_039437405.1|CPIP
OG0002268	LOC115769625|XP_030570392.1|DNOV	LOC120418918|XP_039437383.1|CPIP
OG0002269	LOC115762313|XP_030560340.1|DNOV	LOC120414641|XP_039431811.1|CPIP, LOC120420157|XP_039439057.1|CPIP
OG0002270	LOC115761068|XP_030558547.1|DNOV	LOC120427423|XP_039448217.1|CPIP, LOC120428825|XP_039449866.1|CPIP
OG0002271	LOC115770252|XP_030571326.1|DNOV	LOC120416566|XP_039434232.1|CPIP
OG0002272	LOC115762629|XP_030560791.1|DNOV	LOC120430341|XP_039451378.1|CPIP
OG0002273	LOC115769329|XP_030569928.1|DNOV	LOC120424315|XP_039444333.1|CPIP
OG0002274	LOC115769356|XP_030569990.1|DNOV	LOC120424318|XP_039444343.1|CPIP
OG0002275	LOC115767122|XP_030567141.1|DNOV	LOC120414431|XP_039431548.1|CPIP
OG0002276	LOC115765804|XP_030565368.1|DNOV	LOC120417610|XP_039435653.1|CPIP
OG0002277	LOC115765817|XP_030565399.1|DNOV	LOC120426777|XP_039447484.1|CPIP
OG0002278	LOC115769459|XP_030570132.1|DNOV	LOC120413394|XP_039430126.1|CPIP
OG0002279	LOC115771466|XP_030573048.1|DNOV	LOC120413424|XP_039430170.1|CPIP
OG0002280	LOC115771289|XP_030572772.1|DNOV	LOC120413392|XP_039430124.1|CPIP
OG0002281	LOC115769798|XP_030570626.1|DNOV	LOC120420039|XP_039438873.1|CPIP
OG0002282	LOC115762792|XP_030561005.1|DNOV	LOC120425134|XP_039445494.1|CPIP
OG0002283	LOC115762155|XP_030560129.1|DNOV	LOC120423762|XP_039443609.1|CPIP, LOC120423759|XP_039443608.1|CPIP
OG0002284	LOC115764868|XP_030564007.1|DNOV	LOC120423775|XP_039443628.1|CPIP
OG0002285	LOC115768612|XP_030569128.1|DNOV	LOC120420921|XP_039439982.1|CPIP, LOC120420914|XP_039439973.1|CPIP
OG0002286	LOC115766543|XP_030566374.1|DNOV	LOC120412637|XP_039429125.1|CPIP
OG0002287	LOC115760664|XP_030557991.1|DNOV	LOC120431346|XP_039452412.1|CPIP, LOC120427734|XP_039448576.1|CPIP, LOC120425689|XP_039446207.1|CPIP
OG0002288	LOC115770269|XP_030571347.1|DNOV	LOC120427730|XP_039448567.1|CPIP
OG0002289	LOC115771150|XP_030572582.1|DNOV, LOC115771160|XP_030572593.1|DNOV	LOC120415802|XP_039433361.1|CPIP
OG0002290	LOC115759349|XP_030556132.1|DNOV	LOC120426546|XP_039447250.1|CPIP, LOC120426350|XP_039447046.1|CPIP
OG0002291	LOC115762419|XP_030560474.1|DNOV	LOC120417473|XP_039435481.1|CPIP
OG0002292	LOC115762125|XP_030560090.1|DNOV	LOC120429716|XP_039450692.1|CPIP
OG0002293	LOC115760300|XP_030557451.1|DNOV	LOC120421396|XP_039440531.1|CPIP
OG0002294	LOC115764901|XP_030564053.1|DNOV	LOC120431185|XP_039452261.1|CPIP
OG0002296	LOC115763412|XP_030561824.1|DNOV	LOC120431809|XP_039452861.1|CPIP
OG0002297	LOC115766243|XP_030565966.1|DNOV, LOC115766151|XP_030565848.1|DNOV	LOC120428723|XP_039449730.1|CPIP
OG0002298	LOC115761901|XP_030559780.1|DNOV	LOC120425452|XP_039445918.1|CPIP
OG0002299	LOC115762184|XP_030560164.1|DNOV	LOC120425451|XP_039445917.1|CPIP
OG0002300	LOC115758744|XP_030555360.1|DNOV	LOC120422193|XP_039441508.1|CPIP
OG0002301	LOC115762979|XP_030561215.1|DNOV	LOC120414667|XP_039431876.1|CPIP
OG0002302	LOC115758958|XP_030555619.1|DNOV	LOC120426537|XP_039447237.1|CPIP, LOC120426346|XP_039447041.1|CPIP
OG0002303	LOC115768608|XP_030569121.1|DNOV	LOC120417163|XP_039435078.1|CPIP
OG0002304	LOC115759077|XP_030555768.1|DNOV	LOC120422787|XP_039442259.1|CPIP
