Orthogroup	DNOV.longest_only	BTRY.longest_only
OG0000471	LOC115768078|XP_030568403.1|DNOV, LOC115758893|XP_030555550.1|DNOV	LOC120767631|XP_039949725.1|BTRY, LOC120769192|XP_039952020.1|BTRY
OG0000473	LOC115764416|XP_030563273.1|DNOV	LOC120775766|XP_039962033.1|BTRY
OG0000473	LOC115768010|XP_030568281.1|DNOV	LOC120775662|XP_039961864.1|BTRY
OG0000474	LOC115767198|XP_030567248.1|DNOV, LOC115769601|XP_030570354.1|DNOV	LOC120775186|XP_039961175.1|BTRY
OG0000475	LOC115771743|XP_030573431.1|DNOV	LOC120767162|XP_039948919.1|BTRY
OG0000475	LOC115771717|XP_030573401.1|DNOV, LOC115772026|XP_030573816.1|DNOV	LOC120770612|XP_039954148.1|BTRY
OG0000476	LOC115761867|XP_030559727.1|DNOV	LOC120766557|XP_039948077.1|BTRY
OG0000476	LOC115761898|XP_030559767.1|DNOV	LOC120770518|XP_039953995.1|BTRY
OG0000477	LOC115772038|XP_030573836.1|DNOV	LOC120775069|XP_039960995.1|BTRY
OG0000477	LOC115771798|XP_030573527.1|DNOV	LOC120782442|XP_039970662.1|BTRY, LOC120774017|XP_039959237.1|BTRY, LOC120774008|XP_039959225.1|BTRY
OG0000478	LOC115771340|XP_030572870.1|DNOV, LOC115765658|XP_030565177.1|DNOV	LOC120772691|XP_039957364.1|BTRY, LOC120773038|XP_039957901.1|BTRY
OG0000479	LOC115761872|XP_030559735.1|DNOV	LOC120782720|XP_039971077.1|BTRY, LOC120779825|XP_039968130.1|BTRY, LOC120766753|XP_039948360.1|BTRY
OG0000480	LOC115763425|XP_030561845.1|DNOV, LOC115763347|XP_030561722.1|DNOV	LOC120768928|XP_039951642.1|BTRY
OG0000482	LOC115763744|XP_030562308.1|DNOV	LOC120766731|XP_039948318.1|BTRY
OG0000483	LOC115770865|XP_030572162.1|DNOV, LOC115770864|XP_030572161.1|DNOV	LOC120766986|XP_039948724.1|BTRY
OG0000484	LOC115759546|XP_030556361.1|DNOV	LOC120766420|XP_039947886.1|BTRY
OG0000484	LOC115759538|XP_030556353.1|DNOV	LOC120766487|XP_039948012.1|BTRY
OG0000485	LOC115767756|XP_030567938.1|DNOV	LOC120777647|XP_039965033.1|BTRY
OG0000486	LOC115760770|XP_030558117.1|DNOV, LOC115760767|XP_030558112.1|DNOV	LOC120771363|XP_039955254.1|BTRY, LOC120772509|XP_039957088.1|BTRY
OG0000487	LOC115760599|XP_030557900.1|DNOV	LOC120771254|XP_039955105.1|BTRY
OG0000487	LOC115760585|XP_030557875.1|DNOV, LOC115760579|XP_030557862.1|DNOV	LOC120770707|XP_039954222.1|BTRY, LOC120771626|XP_039955650.1|BTRY, LOC120772506|XP_039957085.1|BTRY
OG0000489	LOC115771632|XP_030573291.1|DNOV	LOC120766213|XP_039947516.1|BTRY
OG0000489	LOC115766281|XP_030566008.1|DNOV	LOC120769711|XP_039952787.1|BTRY
OG0000490	LOC115767062|XP_030567062.1|DNOV	LOC120775304|XP_039961372.1|BTRY
OG0000490	LOC115768330|XP_030568749.1|DNOV	LOC120776015|XP_039962394.1|BTRY
OG0000491	LOC115762526|XP_030560650.1|DNOV	LOC120772631|XP_039957287.1|BTRY
OG0000492	LOC115764009|XP_030562697.1|DNOV	LOC120772323|XP_039956787.1|BTRY
OG0000492	LOC115769236|XP_030569812.1|DNOV	LOC120774473|XP_039960063.1|BTRY
OG0000493	LOC115759702|XP_030556564.1|DNOV, LOC115768949|XP_030569527.1|DNOV, LOC115760570|XP_030557844.1|DNOV	LOC120768974|XP_039951710.1|BTRY
OG0000494	LOC115759207|XP_030555958.1|DNOV	LOC120769283|XP_039952138.1|BTRY
OG0000495	LOC115768985|XP_030569561.1|DNOV	LOC120770491|XP_039953940.1|BTRY, LOC120772615|XP_039957263.1|BTRY
OG0000495	LOC115762172|XP_030560150.1|DNOV	LOC120770492|XP_039953943.1|BTRY
OG0000496	LOC115763382|XP_030561780.1|DNOV	LOC120768068|XP_039950524.1|BTRY
OG0000497	LOC115765536|XP_030565015.1|DNOV	LOC120768950|XP_039951670.1|BTRY
OG0000497	LOC115765537|XP_030565017.1|DNOV	LOC120769545|XP_039952523.1|BTRY
OG0000498	LOC115770861|XP_030572158.1|DNOV	LOC120782315|XP_039970465.1|BTRY
OG0000498	LOC115770627|XP_030571831.1|DNOV	LOC120768227|XP_039950745.1|BTRY
OG0000499	LOC115760080|XP_030557126.1|DNOV	LOC120774341|XP_039959837.1|BTRY
OG0000499	LOC115766865|XP_030566785.1|DNOV	LOC120766275|XP_039947611.1|BTRY
OG0000500	LOC115770654|XP_030571882.1|DNOV	LOC120778821|XP_039966760.1|BTRY
OG0000500	LOC115768743|XP_030569292.1|DNOV	LOC120778259|XP_039965970.1|BTRY
OG0000501	LOC115771902|XP_030573654.1|DNOV, LOC115771894|XP_030573641.1|DNOV	LOC120771118|XP_039954902.1|BTRY
OG0000504	LOC115769643|XP_030570413.1|DNOV	LOC120776440|XP_039963029.1|BTRY, LOC120776441|XP_039963032.1|BTRY, LOC120778621|XP_039966438.1|BTRY, LOC120776645|XP_039963412.1|BTRY, LOC120777904|XP_039965419.1|BTRY
OG0000505	LOC115768059|XP_030568360.1|DNOV	LOC120775324|XP_039961397.1|BTRY
OG0000505	LOC115768833|XP_030569389.1|DNOV	LOC120774415|XP_039959976.1|BTRY
OG0000507	LOC115768238|XP_030568624.1|DNOV	LOC120773974|XP_039959153.1|BTRY
OG0000507	LOC115768239|XP_030568625.1|DNOV	LOC120773975|XP_039959154.1|BTRY
OG0000508	LOC115762738|XP_030560931.1|DNOV, LOC115762739|XP_030560934.1|DNOV	LOC120776949|XP_039963970.1|BTRY
OG0000509	LOC115761008|XP_030558478.1|DNOV	LOC120772985|XP_039957831.1|BTRY
OG0000509	LOC115761027|XP_030558498.1|DNOV	LOC120772083|XP_039956414.1|BTRY
OG0000510	LOC115760668|XP_030557995.1|DNOV	LOC120772271|XP_039956709.1|BTRY
OG0000511	LOC115758930|XP_030555590.1|DNOV	LOC120769370|XP_039952267.1|BTRY
OG0000511	LOC115758571|XP_030555143.1|DNOV	LOC120769224|XP_039952054.1|BTRY
OG0000512	LOC115759205|XP_030555951.1|DNOV	LOC120768852|XP_039951539.1|BTRY
OG0000513	LOC115770109|XP_030571129.1|DNOV	LOC120769179|XP_039951999.1|BTRY
OG0000513	LOC115759147|XP_030555860.1|DNOV	LOC120768966|XP_039951693.1|BTRY
OG0000514	LOC115765508|XP_030564985.1|DNOV	LOC120769684|XP_039952740.1|BTRY
OG0000514	LOC115765496|XP_030564965.1|DNOV	LOC120769689|XP_039952749.1|BTRY
OG0000515	LOC115766732|XP_030566553.1|DNOV	LOC120779487|XP_039967707.1|BTRY, LOC120779596|XP_039967875.1|BTRY
OG0000515	LOC115770049|XP_030570992.1|DNOV	LOC120782348|XP_039970514.1|BTRY
OG0000516	LOC115766811|XP_030566706.1|DNOV	LOC120774305|XP_039959770.1|BTRY, LOC120774648|XP_039960307.1|BTRY
OG0000517	LOC115771498|XP_030573083.1|DNOV, LOC115771499|XP_030573085.1|DNOV	LOC120777075|XP_039964137.1|BTRY, LOC120777077|XP_039964140.1|BTRY
OG0000521	LOC115766327|XP_030566078.1|DNOV, LOC115766286|XP_030566014.1|DNOV	LOC120775638|XP_039961825.1|BTRY
OG0000522	LOC115758627|XP_030555222.1|DNOV, LOC115765110|XP_030564358.1|DNOV	LOC120774539|XP_039960199.1|BTRY
OG0000523	LOC115765282|XP_030564632.1|DNOV	LOC120774979|XP_039960814.1|BTRY
OG0000524	LOC115761883|XP_030559745.1|DNOV	LOC120769532|XP_039952508.1|BTRY
OG0000525	LOC115762223|XP_030560217.1|DNOV	LOC120770398|XP_039953764.1|BTRY, LOC120770397|XP_039953762.1|BTRY, LOC120770400|XP_039953768.1|BTRY, LOC120771845|XP_039956021.1|BTRY
OG0000526	LOC115759224|XP_030555979.1|DNOV, LOC115766568|XP_030566410.1|DNOV	LOC120780162|XP_039968375.1|BTRY
OG0000527	LOC115758354|XP_030554797.1|DNOV	LOC120767406|XP_039949378.1|BTRY
OG0000528	LOC115758405|XP_030554913.1|DNOV	LOC120767683|XP_039949807.1|BTRY
OG0000529	LOC115758661|XP_030555260.1|DNOV	LOC120767635|XP_039949736.1|BTRY
OG0000530	LOC115770158|XP_030571170.1|DNOV	LOC120776537|XP_039963209.1|BTRY
OG0000530	LOC115769720|XP_030570511.1|DNOV	LOC120778816|XP_039966756.1|BTRY
OG0000531	LOC115758470|XP_030555006.1|DNOV	LOC120767638|XP_039949739.1|BTRY
OG0000532	LOC115770876|XP_030572172.1|DNOV, LOC115770877|XP_030572173.1|DNOV	LOC120766923|XP_039948602.1|BTRY
OG0000533	LOC115765431|XP_030564836.1|DNOV	LOC120775711|XP_039961956.1|BTRY
OG0000533	LOC115763637|XP_030562126.1|DNOV	LOC120776600|XP_039963320.1|BTRY
OG0000534	LOC115767100|XP_030567108.1|DNOV, LOC115762665|XP_030560834.1|DNOV	LOC120774093|XP_039959362.1|BTRY
OG0000535	LOC115765435|XP_030564852.1|DNOV, LOC115757993|XP_030554347.1|DNOV	LOC120771683|XP_039955748.1|BTRY
OG0000536	LOC115769719|XP_030570510.1|DNOV, LOC115769455|XP_030570127.1|DNOV	LOC120778760|XP_039966672.1|BTRY
OG0000537	LOC115762423|XP_030560478.1|DNOV	LOC120772240|XP_039956668.1|BTRY
OG0000538	LOC115767434|XP_030567587.1|DNOV	LOC120771082|XP_039954840.1|BTRY
OG0000538	LOC115764503|XP_030563452.1|DNOV	LOC120769984|XP_039952994.1|BTRY
OG0000539	LOC115765723|XP_030565247.1|DNOV	LOC120782873|XP_039971349.1|BTRY
OG0000539	LOC115765667|XP_030565185.1|DNOV	LOC120766319|XP_039947675.1|BTRY
OG0000540	LOC115758544|XP_030555101.1|DNOV	LOC120769539|XP_039952518.1|BTRY, LOC120768273|XP_039950807.1|BTRY
OG0000542	LOC115770949|XP_030572270.1|DNOV	LOC120770999|XP_039954690.1|BTRY
OG0000542	LOC115766778|XP_030566648.1|DNOV	LOC120768572|XP_039951254.1|BTRY
OG0000543	LOC115761599|XP_030559259.1|DNOV	LOC120775741|XP_039962000.1|BTRY
OG0000543	LOC115760511|XP_030557731.1|DNOV	LOC120781210|XP_039969264.1|BTRY
OG0000544	LOC115771106|XP_030572525.1|DNOV	LOC120778784|XP_039966705.1|BTRY
OG0000544	LOC115764619|XP_030563640.1|DNOV	LOC120782819|XP_039971267.1|BTRY
OG0000545	LOC115771852|XP_030573594.1|DNOV	LOC120779132|XP_039967273.1|BTRY
OG0000545	LOC115772096|XP_030573917.1|DNOV	LOC120777855|XP_039965332.1|BTRY
OG0000546	LOC115759403|XP_030556151.1|DNOV, LOC115765207|XP_030564508.1|DNOV	LOC120774190|XP_039959553.1|BTRY
OG0000547	LOC115768488|XP_030568930.1|DNOV, LOC115761440|XP_030559068.1|DNOV	LOC120775742|XP_039962001.1|BTRY
OG0000548	LOC115768555|XP_030569029.1|DNOV, LOC115768570|XP_030569060.1|DNOV	LOC120778152|XP_039965809.1|BTRY
OG0000549	LOC115762388|XP_030560428.1|DNOV	LOC120770506|XP_039953967.1|BTRY
OG0000550	LOC115760017|XP_030557038.1|DNOV	LOC120777862|XP_039965345.1|BTRY
OG0000550	LOC115760247|XP_030557362.1|DNOV	LOC120777763|XP_039965201.1|BTRY
OG0000552	LOC115761308|XP_030558897.1|DNOV, LOC115761306|XP_030558895.1|DNOV, LOC115761324|XP_030558917.1|DNOV	LOC120766712|XP_039948292.1|BTRY
OG0000553	LOC115758588|XP_030555167.1|DNOV, LOC115758617|XP_030555210.1|DNOV	LOC120768198|XP_039950704.1|BTRY, LOC120768197|XP_039950702.1|BTRY, LOC120769626|XP_039952665.1|BTRY
OG0000554	LOC115761372|XP_030558982.1|DNOV, LOC115763975|XP_030562638.1|DNOV	LOC120775942|XP_039962289.1|BTRY
OG0000555	LOC115765825|XP_030565408.1|DNOV, LOC115766951|XP_030566898.1|DNOV	LOC120777453|XP_039964706.1|BTRY
OG0000556	LOC115766453|XP_030566246.1|DNOV, LOC115761302|XP_030558889.1|DNOV	LOC120766962|XP_039948685.1|BTRY
OG0000557	LOC115763878|XP_030562513.1|DNOV	LOC120766756|XP_039948364.1|BTRY
OG0000557	LOC115763879|XP_030562515.1|DNOV	LOC120782350|XP_039970516.1|BTRY
OG0000558	LOC115770828|XP_030572122.1|DNOV, LOC115768527|XP_030568978.1|DNOV	LOC120776305|XP_039962785.1|BTRY, LOC120776489|XP_039963107.1|BTRY
OG0000559	LOC115761993|XP_030559920.1|DNOV	LOC120782203|XP_039970326.1|BTRY
OG0000559	LOC115770449|XP_030571587.1|DNOV	LOC120778831|XP_039966776.1|BTRY, LOC120778424|XP_039966141.1|BTRY
OG0000560	LOC115760982|XP_030558450.1|DNOV, LOC115760973|XP_030558437.1|DNOV	LOC120771404|XP_039955313.1|BTRY
OG0000561	LOC115769829|XP_030570663.1|DNOV	LOC120778148|XP_039965805.1|BTRY
OG0000561	LOC115769566|XP_030570278.1|DNOV	LOC120778579|XP_039966376.1|BTRY
OG0000562	LOC115766351|XP_030566114.1|DNOV	LOC120776985|XP_039964018.1|BTRY
OG0000562	LOC115769425|XP_030570096.1|DNOV	LOC120776671|XP_039963479.1|BTRY
OG0000564	LOC115769840|XP_030570674.1|DNOV	LOC120778345|XP_039966069.1|BTRY
OG0000564	LOC115769492|XP_030570170.1|DNOV	LOC120777865|XP_039965351.1|BTRY
OG0000565	LOC115770435|XP_030571566.1|DNOV	LOC120779699|XP_039967999.1|BTRY, LOC120781603|XP_039969773.1|BTRY, LOC120781551|XP_039969718.1|BTRY, LOC120781492|XP_039969651.1|BTRY, LOC120780436|XP_039968646.1|BTRY, LOC120780867|XP_039969035.1|BTRY, LOC120773064|XP_039957936.1|BTRY
OG0000566	LOC115764955|XP_030564136.1|DNOV	LOC120780611|XP_039968803.1|BTRY
OG0000566	LOC115769708|XP_030570497.1|DNOV	LOC120778897|XP_039966879.1|BTRY
OG0000567	LOC115768671|XP_030569213.1|DNOV	LOC120775696|XP_039961941.1|BTRY
OG0000567	LOC115768837|XP_030569394.1|DNOV	LOC120774482|XP_039960077.1|BTRY
OG0000568	LOC115765295|XP_030564647.1|DNOV, LOC115771675|XP_030573349.1|DNOV	LOC120782259|XP_039970358.1|BTRY
OG0000569	LOC115759518|XP_030556323.1|DNOV	LOC120782617|XP_039970920.1|BTRY
OG0000569	LOC115760392|XP_030557552.1|DNOV	LOC120780914|XP_039969079.1|BTRY
OG0000570	LOC115772021|XP_030573814.1|DNOV	LOC120782352|XP_039970518.1|BTRY
OG0000570	LOC115771916|XP_030573667.1|DNOV	LOC120781684|XP_039969839.1|BTRY
OG0000571	LOC115771991|XP_030573773.1|DNOV	LOC120776321|XP_039962789.1|BTRY
OG0000571	LOC115759578|XP_030556406.1|DNOV	LOC120782759|XP_039971147.1|BTRY
OG0000572	LOC115761345|XP_030558946.1|DNOV	LOC120766363|XP_039947727.1|BTRY
OG0000572	LOC115761689|XP_030559407.1|DNOV	LOC120766624|XP_039948170.1|BTRY
OG0000573	LOC115768072|XP_030568394.1|DNOV, LOC115762118|XP_030560082.1|DNOV	LOC120777513|XP_039964812.1|BTRY, LOC120777517|XP_039964820.1|BTRY
OG0000574	LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV	LOC120776636|XP_039963388.1|BTRY
OG0000575	LOC115770177|XP_030571197.1|DNOV	LOC120777122|XP_039964199.1|BTRY
OG0000575	LOC115770358|XP_030571459.1|DNOV	LOC120778944|XP_039966939.1|BTRY, LOC120778817|XP_039966757.1|BTRY
OG0000577	LOC115760218|XP_030557330.1|DNOV, LOC115765905|XP_030565510.1|DNOV	LOC120769242|XP_039952076.1|BTRY
OG0000578	LOC115758634|XP_030555229.1|DNOV	LOC120768542|XP_039951215.1|BTRY
OG0000578	LOC115757944|XP_030554275.1|DNOV	LOC120777900|XP_039965413.1|BTRY, LOC120769124|XP_039951920.1|BTRY
OG0000579	LOC115764642|XP_030563675.1|DNOV	LOC120771467|XP_039955413.1|BTRY
OG0000579	LOC115767968|XP_030568230.1|DNOV	LOC120778504|XP_039966267.1|BTRY
OG0000580	LOC115766092|XP_030565762.1|DNOV, LOC115766091|XP_030565761.1|DNOV	LOC120766709|XP_039948290.1|BTRY, LOC120782512|XP_039970754.1|BTRY
OG0000581	LOC115763627|XP_030562110.1|DNOV	LOC120766216|XP_039947533.1|BTRY
OG0000581	LOC115765298|XP_030564649.1|DNOV	LOC120774791|XP_039960506.1|BTRY
OG0000582	LOC115770374|XP_030571483.1|DNOV	LOC120772613|XP_039957261.1|BTRY
OG0000582	LOC115757931|XP_030554257.1|DNOV	LOC120770442|XP_039953845.1|BTRY
OG0000583	LOC115761064|XP_030558542.1|DNOV	LOC120772305|XP_039956751.1|BTRY
OG0000584	LOC115763254|XP_030561594.1|DNOV, LOC115763255|XP_030561595.1|DNOV, LOC115763253|XP_030561593.1|DNOV	LOC120773787|XP_039958812.1|BTRY
OG0000589	LOC115767812|XP_030568004.1|DNOV	LOC120775967|XP_039962317.1|BTRY
OG0000590	LOC115761355|XP_030558962.1|DNOV	LOC120774336|XP_039959829.1|BTRY
OG0000592	LOC115761102|XP_030558589.1|DNOV, LOC115758537|XP_030555093.1|DNOV	LOC120772914|XP_039957748.1|BTRY
OG0000593	LOC115758751|XP_030555369.1|DNOV, LOC115757838|XP_030554131.1|DNOV	LOC120774484|XP_039960081.1|BTRY
OG0000594	LOC115763974|XP_030562637.1|DNOV, LOC115763849|XP_030562478.1|DNOV	LOC120776937|XP_039963952.1|BTRY, LOC120776957|XP_039963985.1|BTRY
OG0000595	LOC115761760|XP_030559527.1|DNOV	LOC120778985|XP_039967021.1|BTRY
OG0000595	LOC115771804|XP_030573535.1|DNOV	LOC120773103|XP_039958013.1|BTRY
OG0000596	LOC115767045|XP_030567036.1|DNOV	LOC120775092|XP_039961027.1|BTRY
OG0000598	LOC115761686|XP_030559401.1|DNOV	LOC120766839|XP_039948484.1|BTRY, LOC120766841|XP_039948485.1|BTRY
OG0000599	LOC115770489|XP_030571631.1|DNOV	LOC120777152|XP_039964231.1|BTRY
OG0000600	LOC115760648|XP_030557971.1|DNOV	LOC120771549|XP_039955542.1|BTRY
OG0000601	LOC115763067|XP_030561352.1|DNOV, LOC115759310|XP_030556076.1|DNOV	LOC120769303|XP_039952170.1|BTRY
OG0000602	LOC115763385|XP_030561785.1|DNOV	LOC120768420|XP_039951035.1|BTRY
OG0000602	LOC115763395|XP_030561798.1|DNOV	LOC120769465|XP_039952411.1|BTRY
OG0000603	LOC115758767|XP_030555389.1|DNOV	LOC120769731|XP_039952813.1|BTRY
OG0000604	LOC115765575|XP_030565084.1|DNOV	LOC120768047|XP_039950490.1|BTRY
OG0000604	LOC115763492|XP_030561943.1|DNOV	LOC120768046|XP_039950487.1|BTRY
OG0000605	LOC115758622|XP_030555215.1|DNOV	LOC120769679|XP_039952733.1|BTRY, LOC120768195|XP_039950700.1|BTRY
OG0000606	LOC115768629|XP_030569153.1|DNOV	LOC120776032|XP_039962410.1|BTRY
OG0000607	LOC115771972|XP_030573752.1|DNOV, LOC115764740|XP_030563816.1|DNOV	LOC120775170|XP_039961159.1|BTRY
OG0000608	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV	LOC120771362|XP_039955252.1|BTRY
OG0000609	LOC115764281|XP_030563071.1|DNOV, LOC115758773|XP_030555398.1|DNOV, LOC115758774|XP_030555400.1|DNOV	LOC120774369|XP_039959897.1|BTRY
OG0000610	LOC115771517|XP_030573112.1|DNOV, LOC115759603|XP_030556437.1|DNOV	LOC120776826|XP_039963780.1|BTRY
OG0000611	LOC115763834|XP_030562457.1|DNOV, LOC115761023|XP_030558497.1|DNOV	LOC120771420|XP_039955336.1|BTRY
OG0000614	LOC115764261|XP_030563041.1|DNOV	LOC120776006|XP_039962372.1|BTRY
OG0000615	LOC115767103|XP_030567110.1|DNOV, LOC115759514|XP_030556318.1|DNOV	LOC120766300|XP_039947638.1|BTRY
OG0000616	LOC115767085|XP_030567092.1|DNOV	LOC120775714|XP_039961960.1|BTRY, LOC120775702|XP_039961947.1|BTRY, LOC120775470|XP_039961596.1|BTRY, LOC120775611|XP_039961785.1|BTRY
OG0000617	LOC115764853|XP_030563982.1|DNOV	LOC120766658|XP_039948225.1|BTRY
OG0000617	LOC115761587|XP_030559238.1|DNOV	LOC120766225|XP_039947535.1|BTRY
OG0000618	LOC115771748|XP_030573454.1|DNOV	LOC120774191|XP_039959558.1|BTRY
OG0000619	LOC115771528|XP_030573129.1|DNOV	LOC120770241|XP_039953473.1|BTRY
OG0000620	LOC115766391|XP_030566163.1|DNOV	LOC120770404|XP_039953772.1|BTRY
OG0000621	LOC115757747|XP_030554001.1|DNOV, LOC115767786|XP_030567974.1|DNOV	LOC120775491|XP_039961630.1|BTRY
OG0000622	LOC115769599|XP_030570348.1|DNOV, LOC115762639|XP_030560802.1|DNOV	LOC120778660|XP_039966517.1|BTRY
OG0000623	LOC115769962|XP_030570868.1|DNOV	LOC120776793|XP_039963713.1|BTRY
OG0000623	LOC115770846|XP_030572146.1|DNOV	LOC120776685|XP_039963497.1|BTRY
OG0000624	LOC115760780|XP_030558130.1|DNOV	LOC120770040|XP_039953089.1|BTRY
OG0000625	LOC115769323|XP_030569919.1|DNOV, LOC115769831|XP_030570665.1|DNOV	LOC120776452|XP_039963043.1|BTRY
OG0000626	LOC115762154|XP_030560126.1|DNOV	LOC120771101|XP_039954876.1|BTRY
OG0000627	LOC115769818|XP_030570646.1|DNOV	LOC120776359|XP_039962868.1|BTRY
OG0000627	LOC115768585|XP_030569091.1|DNOV	LOC120774493|XP_039960098.1|BTRY
OG0000628	LOC115758606|XP_030555193.1|DNOV, LOC115763927|XP_030562578.1|DNOV	LOC120768533|XP_039951203.1|BTRY
OG0000629	LOC115770565|XP_030571737.1|DNOV, LOC115765848|XP_030565434.1|DNOV	LOC120767240|XP_039949015.1|BTRY
OG0000630	LOC115763504|XP_030561961.1|DNOV	LOC120768594|XP_039951291.1|BTRY
OG0000630	LOC115763485|XP_030561930.1|DNOV	LOC120768253|XP_039950781.1|BTRY
OG0000631	LOC115759001|XP_030555665.1|DNOV	LOC120769034|XP_039951813.1|BTRY
OG0000632	LOC115763534|XP_030562009.1|DNOV, LOC115765855|XP_030565444.1|DNOV	LOC120768631|XP_039951330.1|BTRY
OG0000635	LOC115766554|XP_030566392.1|DNOV, LOC115768292|XP_030568696.1|DNOV	LOC120771029|XP_039954743.1|BTRY
OG0000636	LOC115763543|XP_030562019.1|DNOV, LOC115763397|XP_030561800.1|DNOV	LOC120774407|XP_039959966.1|BTRY
OG0000637	LOC115768912|XP_030569501.1|DNOV	LOC120774775|XP_039960480.1|BTRY
OG0000637	LOC115768688|XP_030569234.1|DNOV	LOC120775765|XP_039962032.1|BTRY
OG0000638	LOC115769000|XP_030569570.1|DNOV	LOC120776108|XP_039962534.1|BTRY
OG0000639	LOC115770014|XP_030570925.1|DNOV	LOC120776470|XP_039963074.1|BTRY
OG0000642	LOC115761891|XP_030559756.1|DNOV, LOC115763418|XP_030561835.1|DNOV	LOC120778716|XP_039966613.1|BTRY, LOC120778015|XP_039965615.1|BTRY
OG0000643	LOC115764835|XP_030563944.1|DNOV	LOC120778680|XP_039966551.1|BTRY, LOC120767030|XP_039948810.1|BTRY, LOC120766788|XP_039948419.1|BTRY
OG0000644	LOC115769555|XP_030570268.1|DNOV	LOC120768079|XP_039950543.1|BTRY
OG0000645	LOC115760115|XP_030557169.1|DNOV, LOC115760112|XP_030557165.1|DNOV, LOC115760114|XP_030557168.1|DNOV	LOC120773530|XP_039958420.1|BTRY, LOC120773531|XP_039958421.1|BTRY, LOC120778094|XP_039965728.1|BTRY
OG0000646	LOC115764060|XP_030562767.1|DNOV, LOC115772117|XP_030573950.1|DNOV	LOC120766994|XP_039948732.1|BTRY
OG0000647	LOC115764010|XP_030562694.1|DNOV, LOC115765430|XP_030564835.1|DNOV	LOC120775839|XP_039962142.1|BTRY
OG0000648	LOC115767239|XP_030567300.1|DNOV	LOC120775350|XP_039961442.1|BTRY
OG0000649	LOC115768703|XP_030569252.1|DNOV	LOC120773891|XP_039958997.1|BTRY
OG0000650	LOC115766763|XP_030566617.1|DNOV	LOC120778312|XP_039966039.1|BTRY
OG0000651	LOC115769937|XP_030570839.1|DNOV, LOC115770493|XP_030571642.1|DNOV	LOC120777253|XP_039964383.1|BTRY
OG0000652	LOC115760696|XP_030558021.1|DNOV, LOC115768610|XP_030569125.1|DNOV	LOC120772025|XP_039956326.1|BTRY
OG0000653	LOC115772125|XP_030573962.1|DNOV	LOC120779703|XP_039968003.1|BTRY, LOC120771262|XP_039955118.1|BTRY
OG0000654	LOC115769884|XP_030570749.1|DNOV	LOC120777165|XP_039964249.1|BTRY
OG0000655	LOC115762138|XP_030560109.1|DNOV, LOC115765880|XP_030565480.1|DNOV	LOC120781232|XP_039969302.1|BTRY
OG0000656	LOC115770642|XP_030571853.1|DNOV	LOC120767029|XP_039948809.1|BTRY
OG0000656	LOC115770906|XP_030572206.1|DNOV	LOC120774595|XP_039960261.1|BTRY
OG0000657	LOC115759823|XP_030556774.1|DNOV	LOC120768026|XP_039950434.1|BTRY
OG0000658	LOC115766487|XP_030566309.1|DNOV	LOC120775403|XP_039961500.1|BTRY
OG0000659	LOC115763486|XP_030561931.1|DNOV, LOC115763450|XP_030561879.1|DNOV	LOC120782147|XP_039970218.1|BTRY
OG0000660	LOC115759751|XP_030556653.1|DNOV	LOC120771061|XP_039954801.1|BTRY
OG0000661	LOC115762829|XP_030561055.1|DNOV, LOC115768557|XP_030569026.1|DNOV	LOC120767720|XP_039949850.1|BTRY
OG0000662	LOC115767147|XP_030567176.1|DNOV	LOC120777857|XP_039965335.1|BTRY
OG0000662	LOC115767098|XP_030567106.1|DNOV	LOC120777932|XP_039965448.1|BTRY
OG0000663	LOC115762215|XP_030560208.1|DNOV	LOC120781218|XP_039969275.1|BTRY
OG0000664	LOC115765328|XP_030564690.1|DNOV	LOC120776183|XP_039962735.1|BTRY
OG0000665	LOC115766199|XP_030565909.1|DNOV, LOC115766147|XP_030565843.1|DNOV	LOC120766477|XP_039947953.1|BTRY, LOC120779745|XP_039968064.1|BTRY
OG0000665	LOC115766037|XP_030565667.1|DNOV	LOC120766254|XP_039947574.1|BTRY
OG0000666	LOC115766534|XP_030566361.1|DNOV	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY
OG0000666	LOC115771368|XP_030572912.1|DNOV	LOC120775238|XP_039961251.1|BTRY
OG0000667	LOC115764289|XP_030563081.1|DNOV, LOC115766095|XP_030565764.1|DNOV	LOC120766741|XP_039948341.1|BTRY
OG0000668	LOC115760399|XP_030557560.1|DNOV	LOC120780330|XP_039968558.1|BTRY
OG0000669	LOC115766893|XP_030566825.1|DNOV	LOC120774304|XP_039959769.1|BTRY
OG0000669	LOC115766894|XP_030566826.1|DNOV	LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY
OG0000670	LOC115766471|XP_030566275.1|DNOV	LOC120775920|XP_039962256.1|BTRY
OG0000671	LOC115771970|XP_030573742.1|DNOV	LOC120782859|XP_039971325.1|BTRY
OG0000671	LOC115771617|XP_030573255.1|DNOV	LOC120779834|XP_039968135.1|BTRY
OG0000672	LOC115765272|XP_030564622.1|DNOV, LOC115768896|XP_030569471.1|DNOV	LOC120778847|XP_039966808.1|BTRY
