Orthogroup	DNOV.longest_only	DKIK.longest_only
OG0002190	LOC115761586|XP_030559236.1|DNOV	LOC108084592|XP_017036356.1|DKIK
OG0002191	LOC115770497|XP_030571651.1|DNOV	LOC108075206|XP_017023030.1|DKIK
OG0002192	LOC115768356|XP_030568787.1|DNOV	LOC108080665|XP_017030986.1|DKIK
OG0002193	LOC115762018|XP_030559945.1|DNOV	LOC108077737|XP_017026689.1|DKIK
OG0002194	LOC115761692|XP_030559418.1|DNOV	LOC108083684|XP_017035051.1|DKIK
OG0002195	LOC115764101|XP_030562814.1|DNOV	LOC108084613|XP_017036387.1|DKIK
OG0002196	LOC115765666|XP_030565184.1|DNOV	LOC108073401|XP_017020482.1|DKIK
OG0002197	LOC115762742|XP_030560939.1|DNOV	LOC108079024|XP_017028692.1|DKIK
OG0002198	LOC115761438|XP_030559066.1|DNOV	LOC108081206|XP_017031764.1|DKIK
OG0002199	LOC115757664|XP_030553841.1|DNOV	LOC108085014|XP_017036947.1|DKIK
OG0002202	LOC115764031|XP_030562723.1|DNOV	LOC108084286|XP_017035932.1|DKIK
OG0002203	LOC115771642|XP_030573302.1|DNOV	LOC108077851|XP_017026872.1|DKIK
OG0002204	LOC115757682|XP_030553880.1|DNOV	LOC108073444|XP_017020556.1|DKIK
OG0002205	LOC115761743|XP_030559495.1|DNOV	LOC108074059|XP_017021420.1|DKIK
OG0002206	LOC115761451|XP_030559078.1|DNOV	LOC108083629|XP_017034988.1|DKIK
OG0002207	LOC115764159|XP_030562897.1|DNOV	LOC108085721|XP_017037933.1|DKIK
OG0002208	LOC115764016|XP_030562705.1|DNOV	LOC108085737|XP_017037955.1|DKIK
OG0002209	LOC115767546|XP_030567688.1|DNOV	LOC108079158|XP_017028895.1|DKIK
OG0002210	LOC115757688|XP_030553886.1|DNOV	LOC108070726|XP_017016811.1|DKIK
OG0002211	LOC115761796|XP_030559595.1|DNOV	LOC108074095|XP_017021476.1|DKIK
OG0002212	LOC115764968|XP_030564152.1|DNOV	LOC108084619|XP_017036394.1|DKIK
OG0002213	LOC115765589|XP_030565099.1|DNOV	LOC108080435|XP_017030658.1|DKIK
OG0002214	LOC115771919|XP_030573672.1|DNOV	LOC108073338|XP_017020391.1|DKIK
OG0002215	LOC115757721|XP_030553947.1|DNOV	LOC108075506|XP_017023462.1|DKIK
OG0002216	LOC115760321|XP_030557471.1|DNOV	LOC108078351|XP_017027649.1|DKIK
OG0002217	LOC115757719|XP_030553944.1|DNOV	LOC108085909|XP_017038166.1|DKIK
OG0002218	LOC115767965|XP_030568224.1|DNOV	LOC108083563|XP_017034907.1|DKIK
OG0002219	LOC115761424|XP_030559045.1|DNOV	LOC108074118|XP_017021507.1|DKIK
OG0002220	LOC115761462|XP_030559089.1|DNOV	LOC108074032|XP_017021388.1|DKIK
OG0002221	LOC115769484|XP_030570162.1|DNOV	LOC108078583|XP_017027992.1|DKIK
OG0002222	LOC115760184|XP_030557277.1|DNOV	LOC108078355|XP_017027659.1|DKIK
OG0002224	LOC115764588|XP_030563603.1|DNOV	LOC108078114|XP_017027206.1|DKIK
OG0002225	LOC115767921|XP_030568153.1|DNOV	LOC108070604|XP_017016663.1|DKIK
OG0002226	LOC115758386|XP_030554897.1|DNOV	LOC108076341|XP_017024617.1|DKIK
OG0002227	LOC115763611|XP_030562128.1|DNOV	LOC108085154|XP_017037171.1|DKIK
OG0002228	LOC115758009|XP_030554366.1|DNOV	LOC108074743|XP_017022405.1|DKIK
OG0002229	LOC115760574|XP_030557851.1|DNOV	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK
OG0002230	LOC115762474|XP_030560552.1|DNOV	LOC108078257|XP_017027481.1|DKIK
OG0002231	LOC115762300|XP_030560327.1|DNOV	LOC108081332|XP_017031962.1|DKIK
OG0002232	LOC115758245|XP_030554664.1|DNOV	LOC108078238|XP_017027433.1|DKIK
OG0002233	LOC115769382|XP_030570037.1|DNOV	LOC108070392|XP_017016330.1|DKIK
OG0002235	LOC115760578|XP_030557857.1|DNOV	LOC108078263|XP_017027491.1|DKIK
OG0002236	LOC115760532|XP_030557775.1|DNOV	LOC108072194|XP_017018742.1|DKIK
OG0002237	LOC115760432|XP_030557605.1|DNOV	LOC108072121|XP_017018634.1|DKIK
OG0002238	LOC115771249|XP_030572713.1|DNOV	LOC108070530|XP_017016541.1|DKIK
OG0002239	LOC115760498|XP_030557709.1|DNOV	LOC108078392|XP_017027736.1|DKIK
OG0002240	LOC115761155|XP_030558688.1|DNOV	LOC108076752|XP_017025237.1|DKIK
OG0002241	LOC115769618|XP_030570375.1|DNOV	LOC108078761|XP_017028286.1|DKIK
OG0002242	LOC115767144|XP_030567172.1|DNOV	LOC108078843|XP_017028427.1|DKIK
OG0002243	LOC115757748|XP_030554004.1|DNOV	LOC108084138|XP_017035670.1|DKIK
OG0002244	LOC115769986|XP_030570912.1|DNOV	LOC108072729|XP_017019478.1|DKIK
OG0002245	LOC115767908|XP_030568141.1|DNOV	LOC108070559|XP_017016573.1|DKIK
OG0002246	LOC115764131|XP_030562866.1|DNOV	LOC108080699|XP_017031026.1|DKIK
OG0002247	LOC115762486|XP_030560624.1|DNOV	LOC108072073|XP_017018565.1|DKIK
OG0002248	LOC115762593|XP_030560741.1|DNOV	LOC108079845|XP_017029841.1|DKIK
OG0002249	LOC115767128|XP_030567150.1|DNOV	LOC108078622|XP_017028034.1|DKIK
OG0002250	LOC115762314|XP_030560341.1|DNOV	LOC108077971|XP_017027002.1|DKIK
OG0002251	LOC115762315|XP_030560342.1|DNOV	LOC108076816|XP_017025336.1|DKIK
OG0002252	LOC115762296|XP_030560321.1|DNOV	LOC108076826|XP_017025348.1|DKIK
OG0002253	LOC115770602|XP_030571837.1|DNOV	LOC108070899|XP_017017038.1|DKIK
OG0002254	LOC115761598|XP_030559258.1|DNOV	LOC108073346|XP_017020400.1|DKIK
OG0002255	LOC115769131|XP_030569697.1|DNOV	LOC108079393|XP_017029205.1|DKIK
OG0002257	LOC115762185|XP_030560165.1|DNOV	LOC108078218|XP_017027396.1|DKIK
OG0002258	LOC115770857|XP_030572157.1|DNOV	LOC108079805|XP_017029773.1|DKIK
OG0002259	LOC115768105|XP_030568465.1|DNOV	LOC108084876|XP_017036762.1|DKIK
OG0002260	LOC115769292|XP_030569882.1|DNOV	LOC108073923|XP_017021209.1|DKIK
OG0002261	LOC115771390|XP_030572935.1|DNOV	LOC108083240|XP_017034435.1|DKIK
OG0002262	LOC115758233|XP_030554645.1|DNOV	LOC108078267|XP_017027505.1|DKIK
OG0002263	LOC115767697|XP_030567851.1|DNOV	LOC108078708|XP_017028158.1|DKIK
OG0002264	LOC115760177|XP_030557265.1|DNOV	LOC108078354|XP_017027658.1|DKIK
OG0002265	LOC115762931|XP_030561172.1|DNOV	LOC108071925|XP_017018374.1|DKIK
OG0002266	LOC115770288|XP_030571383.1|DNOV	LOC108083015|XP_017034130.1|DKIK
OG0002267	LOC115771024|XP_030572410.1|DNOV	LOC108078921|XP_017028556.1|DKIK
OG0002268	LOC115769625|XP_030570392.1|DNOV	LOC108085810|XP_017038050.1|DKIK
OG0002269	LOC115762313|XP_030560340.1|DNOV	LOC108082421|XP_017033274.1|DKIK
OG0002270	LOC115761068|XP_030558547.1|DNOV	LOC108078377|XP_017027699.1|DKIK
OG0002271	LOC115770252|XP_030571326.1|DNOV	LOC108078887|XP_017028506.1|DKIK
OG0002272	LOC115762629|XP_030560791.1|DNOV	LOC108079874|XP_017029879.1|DKIK
OG0002273	LOC115769329|XP_030569928.1|DNOV	LOC108083741|XP_017035143.1|DKIK
OG0002274	LOC115769356|XP_030569990.1|DNOV	LOC108075173|XP_017022984.1|DKIK
OG0002275	LOC115767122|XP_030567141.1|DNOV	LOC108078704|XP_017028151.1|DKIK
OG0002276	LOC115765804|XP_030565368.1|DNOV	LOC108079044|XP_017028719.1|DKIK
OG0002277	LOC115765817|XP_030565399.1|DNOV	LOC108079117|XP_017028846.1|DKIK
OG0002278	LOC115769459|XP_030570132.1|DNOV	LOC108085979|XP_017038269.1|DKIK
OG0002279	LOC115771466|XP_030573048.1|DNOV	LOC108078809|XP_017028376.1|DKIK
OG0002280	LOC115771289|XP_030572772.1|DNOV	LOC108078691|XP_017028130.1|DKIK
OG0002281	LOC115769798|XP_030570626.1|DNOV	LOC108079769|XP_017029684.1|DKIK
OG0002282	LOC115762792|XP_030561005.1|DNOV	LOC108073942|XP_017021245.1|DKIK
OG0002283	LOC115762155|XP_030560129.1|DNOV	LOC108076266|XP_017024503.1|DKIK
OG0002284	LOC115764868|XP_030564007.1|DNOV	LOC108076781|XP_017025276.1|DKIK
OG0002285	LOC115768612|XP_030569128.1|DNOV	LOC108079346|XP_017029142.1|DKIK
OG0002286	LOC115766543|XP_030566374.1|DNOV	LOC108072365|XP_017018948.1|DKIK
OG0002287	LOC115760664|XP_030557991.1|DNOV	LOC108078365|XP_017027676.1|DKIK
OG0002288	LOC115770269|XP_030571347.1|DNOV	LOC108078813|XP_017028381.1|DKIK
OG0002289	LOC115771150|XP_030572582.1|DNOV, LOC115771160|XP_030572593.1|DNOV	LOC108077475|XP_017026283.1|DKIK
OG0002290	LOC115759349|XP_030556132.1|DNOV	LOC108082715|XP_017033712.1|DKIK
OG0002291	LOC115762419|XP_030560474.1|DNOV	LOC108072933|XP_017019771.1|DKIK
OG0002292	LOC115762125|XP_030560090.1|DNOV	LOC108080732|XP_017031080.1|DKIK
OG0002293	LOC115760300|XP_030557451.1|DNOV	LOC108072441|XP_017019057.1|DKIK
OG0002294	LOC115764901|XP_030564053.1|DNOV	LOC108085035|XP_017036971.1|DKIK
OG0002295	LOC115758414|XP_030554922.1|DNOV	LOC108075848|XP_017023918.1|DKIK
OG0002296	LOC115763412|XP_030561824.1|DNOV	LOC108077150|XP_017025866.1|DKIK
OG0002297	LOC115766243|XP_030565966.1|DNOV, LOC115766151|XP_030565848.1|DNOV	LOC108084192|XP_017035778.1|DKIK
OG0002298	LOC115761901|XP_030559780.1|DNOV	LOC108072130|XP_017018654.1|DKIK
OG0002299	LOC115762184|XP_030560164.1|DNOV	LOC108072928|XP_017019764.1|DKIK
OG0002300	LOC115758744|XP_030555360.1|DNOV	LOC108073627|XP_017020818.1|DKIK
OG0002301	LOC115762979|XP_030561215.1|DNOV	LOC108081527|XP_017032232.1|DKIK
OG0002302	LOC115758958|XP_030555619.1|DNOV	LOC108077192|XP_017025929.1|DKIK
OG0002303	LOC115768608|XP_030569121.1|DNOV	LOC108079459|XP_017029287.1|DKIK
OG0002304	LOC115759077|XP_030555768.1|DNOV	LOC108085258|XP_017037295.1|DKIK
OG0002305	LOC115771447|XP_030573021.1|DNOV	LOC108075012|XP_017022748.1|DKIK
OG0002306	LOC115763591|XP_030562073.1|DNOV	LOC108074858|XP_017022558.1|DKIK
OG0002307	LOC115760180|XP_030557268.1|DNOV	LOC108074551|XP_017022136.1|DKIK
OG0002308	LOC115763325|XP_030561686.1|DNOV	LOC108077141|XP_017025844.1|DKIK
OG0002309	LOC115760187|XP_030557276.1|DNOV	LOC108081365|XP_017032006.1|DKIK
OG0002310	LOC115765981|XP_030565602.1|DNOV	LOC108081414|XP_017032082.1|DKIK
OG0002311	LOC115759220|XP_030555973.1|DNOV	LOC108082780|XP_017033804.1|DKIK
OG0002312	LOC115763549|XP_030562027.1|DNOV	LOC108072490|XP_017019146.1|DKIK
OG0002313	LOC115764187|XP_030562937.1|DNOV	LOC108076513|XP_017024908.1|DKIK
OG0002314	LOC115761054|XP_030558530.1|DNOV	LOC108070815|XP_017016904.1|DKIK
OG0002315	LOC115758036|XP_030554407.1|DNOV	LOC108082326|XP_017033144.1|DKIK
OG0002316	LOC115758568|XP_030555139.1|DNOV	LOC108081976|XP_017032701.1|DKIK
OG0002317	LOC115770069|XP_030571027.1|DNOV	LOC108072752|XP_017019510.1|DKIK
OG0002318	LOC115758492|XP_030555033.1|DNOV	LOC108082836|XP_017033889.1|DKIK
OG0002319	LOC115763506|XP_030561963.1|DNOV	LOC108072617|XP_017019333.1|DKIK
OG0002320	LOC115758235|XP_030554653.1|DNOV	LOC108078153|XP_017027285.1|DKIK
OG0002321	LOC115758070|XP_030554443.1|DNOV	LOC108074705|XP_017022334.1|DKIK
OG0002322	LOC115763126|XP_030561432.1|DNOV	LOC108075784|XP_017023832.1|DKIK
OG0002323	LOC115768567|XP_030569051.1|DNOV	LOC108081447|XP_017032125.1|DKIK, LOC108079493|XP_017029322.1|DKIK
OG0002324	LOC115771581|XP_030573198.1|DNOV	LOC108083272|XP_017034481.1|DKIK
OG0002325	LOC115770031|XP_030570953.1|DNOV	LOC108073516|XP_017020678.1|DKIK
OG0002326	LOC115770018|XP_030570934.1|DNOV	LOC108073512|XP_017020673.1|DKIK
OG0002327	LOC115770552|XP_030571716.1|DNOV	LOC108084858|XP_017036727.1|DKIK
OG0002328	LOC115758854|XP_030555502.1|DNOV	LOC108082681|XP_017033671.1|DKIK
OG0002329	LOC115765927|XP_030565533.1|DNOV	LOC108074448|XP_017021978.1|DKIK
OG0002330	LOC115766002|XP_030565631.1|DNOV	LOC108074439|XP_017021967.1|DKIK
OG0002331	LOC115765113|XP_030564362.1|DNOV	LOC108079154|XP_017028891.1|DKIK
OG0002332	LOC115770126|XP_030571120.1|DNOV	LOC108075294|XP_017023178.1|DKIK
OG0002333	LOC115762378|XP_030560418.1|DNOV	LOC108072349|XP_017018929.1|DKIK
OG0002334	LOC115758765|XP_030555386.1|DNOV	LOC108074568|XP_017022162.1|DKIK
OG0002335	LOC115764562|XP_030563546.1|DNOV	LOC108082571|XP_017033517.1|DKIK
OG0002336	LOC115771565|XP_030573176.1|DNOV	LOC108085541|XP_017037663.1|DKIK
OG0002337	LOC115762241|XP_030560244.1|DNOV	LOC108078100|XP_017027187.1|DKIK
OG0002338	LOC115759833|XP_030556786.1|DNOV	LOC108072860|XP_017019665.1|DKIK
OG0002339	LOC115765877|XP_030565475.1|DNOV	LOC108085352|XP_017037407.1|DKIK
OG0002340	LOC115760197|XP_030557288.1|DNOV	LOC108076117|XP_017024338.1|DKIK
OG0002341	LOC115760817|XP_030558194.1|DNOV	LOC108073144|XP_017020141.1|DKIK
OG0002342	LOC115758399|XP_030554901.1|DNOV	LOC108077405|XP_017026193.1|DKIK
OG0002343	LOC115758597|XP_030555179.1|DNOV	LOC108086246|XP_017038606.1|DKIK
OG0002344	LOC115760288|XP_030557420.1|DNOV	LOC108084691|XP_017036515.1|DKIK
OG0002345	LOC115762464|XP_030560532.1|DNOV	LOC108076757|XP_017025246.1|DKIK
OG0002346	LOC115760083|XP_030557125.1|DNOV	LOC108077427|XP_017026220.1|DKIK
OG0002347	LOC115760744|XP_030558081.1|DNOV	LOC108072420|XP_017019014.1|DKIK
OG0002348	LOC115760179|XP_030557266.1|DNOV	LOC108079615|XP_017029479.1|DKIK
OG0002349	LOC115762278|XP_030560300.1|DNOV	LOC108076758|XP_017025247.1|DKIK
OG0002350	LOC115762463|XP_030560531.1|DNOV	LOC108071781|XP_017018134.1|DKIK
OG0002351	LOC115760878|XP_030558300.1|DNOV	LOC108082587|XP_017033538.1|DKIK
OG0002352	LOC115771089|XP_030572506.1|DNOV	LOC108081833|XP_017032563.1|DKIK
OG0002353	LOC115758467|XP_030555000.1|DNOV	LOC108081464|XP_017032143.1|DKIK
OG0002354	LOC115763052|XP_030561337.1|DNOV	LOC108076260|XP_017024501.1|DKIK
OG0002355	LOC115758532|XP_030555083.1|DNOV	LOC108077269|XP_017026029.1|DKIK, LOC108072463|XP_017019088.1|DKIK
OG0002356	LOC115759832|XP_030556784.1|DNOV	LOC108072572|XP_017019266.1|DKIK
OG0002357	LOC115771934|XP_030573694.1|DNOV	LOC108077785|XP_017026774.1|DKIK
OG0002358	LOC115760105|XP_030557157.1|DNOV	LOC108077055|XP_017025708.1|DKIK
OG0002359	LOC115766408|XP_030566187.1|DNOV	LOC108071751|XP_017018065.1|DKIK
OG0002360	LOC115763178|XP_030561496.1|DNOV	LOC108082161|XP_017032951.1|DKIK
OG0002361	LOC115768203|XP_030568579.1|DNOV	LOC108083060|XP_017034182.1|DKIK
OG0002362	LOC115765554|XP_030565052.1|DNOV	LOC108073646|XP_017020854.1|DKIK
OG0002363	LOC115760054|XP_030557092.1|DNOV	LOC108072856|XP_017019660.1|DKIK
OG0002364	LOC115760053|XP_030557085.1|DNOV	LOC108072843|XP_017019628.1|DKIK
OG0002365	LOC115760178|XP_030557261.1|DNOV	LOC108072845|XP_017019646.1|DKIK
OG0002366	LOC115765452|XP_030564875.1|DNOV	LOC108086199|XP_017038550.1|DKIK
OG0002367	LOC115759314|XP_030556084.1|DNOV	LOC108074498|XP_017022060.1|DKIK
OG0002368	LOC115759212|XP_030555963.1|DNOV	LOC108075787|XP_017023841.1|DKIK
OG0002369	LOC115768805|XP_030569361.1|DNOV	LOC108083408|XP_017034650.1|DKIK
OG0002370	LOC115769213|XP_030569783.1|DNOV	LOC108075361|XP_017023264.1|DKIK
OG0002371	LOC115769220|XP_030569793.1|DNOV	LOC108085270|XP_017037310.1|DKIK, LOC108075339|XP_017023246.1|DKIK
OG0002372	LOC115765457|XP_030564881.1|DNOV	LOC108079600|XP_017029446.1|DKIK
OG0002373	LOC115758655|XP_030555252.1|DNOV	LOC108081413|XP_017032081.1|DKIK
OG0002374	LOC115772037|XP_030573834.1|DNOV	LOC108073436|XP_017020545.1|DKIK
OG0002375	LOC115763784|XP_030562364.1|DNOV	LOC108074074|XP_017021439.1|DKIK
OG0002376	LOC115760189|XP_030557279.1|DNOV	LOC108075842|XP_017023906.1|DKIK
OG0002377	LOC115759419|XP_030556176.1|DNOV	LOC108075577|XP_017023583.1|DKIK
OG0002378	LOC115767960|XP_030568219.1|DNOV	LOC108070419|XP_017016362.1|DKIK
OG0002379	LOC115758549|XP_030555105.1|DNOV, LOC115760149|XP_030557220.1|DNOV	LOC108072551|XP_017019215.1|DKIK
OG0002380	LOC115768748|XP_030569295.1|DNOV	LOC108083781|XP_017035196.1|DKIK
OG0002381	LOC115761124|XP_030558627.1|DNOV	LOC108072878|XP_017019686.1|DKIK
OG0002382	LOC115766355|XP_030566115.1|DNOV	LOC108071776|XP_017018119.1|DKIK
OG0002384	LOC115768472|XP_030568907.1|DNOV	LOC108083520|XP_017034835.1|DKIK
OG0002385	LOC115766739|XP_030566563.1|DNOV	LOC108081319|XP_017031915.1|DKIK
OG0002386	LOC115763692|XP_030562232.1|DNOV	LOC108078311|XP_017027632.1|DKIK
OG0002387	LOC115761241|XP_030558795.1|DNOV	LOC108071333|XP_017017538.1|DKIK
OG0002388	LOC115766257|XP_030565976.1|DNOV, LOC115766050|XP_030565689.1|DNOV	LOC108084172|XP_017035748.1|DKIK
OG0002389	LOC115761541|XP_030559184.1|DNOV	LOC108080297|XP_017030463.1|DKIK
OG0002390	LOC115759033|XP_030555711.1|DNOV	LOC108076893|XP_017025414.1|DKIK
OG0002391	LOC115757863|XP_030554159.1|DNOV	LOC108078371|XP_017027687.1|DKIK
OG0002392	LOC115766982|XP_030566940.1|DNOV	LOC108071878|XP_017018295.1|DKIK
OG0002393	LOC115762587|XP_030560734.1|DNOV	LOC108079903|XP_017029923.1|DKIK
OG0002394	LOC115763628|XP_030562114.1|DNOV	LOC108081241|XP_017031808.1|DKIK
OG0002395	LOC115765673|XP_030565195.1|DNOV	LOC108081507|XP_017032214.1|DKIK
OG0002396	LOC115762448|XP_030560508.1|DNOV	LOC108078158|XP_017027297.1|DKIK
OG0002397	LOC115765277|XP_030564630.1|DNOV	LOC108079282|XP_017029068.1|DKIK
OG0002398	LOC115767262|XP_030567345.1|DNOV	LOC108083519|XP_017034834.1|DKIK
OG0002399	LOC115767415|XP_030567551.1|DNOV	LOC108085081|XP_017037040.1|DKIK
OG0002400	LOC115759714|XP_030556580.1|DNOV	LOC108073045|XP_017019997.1|DKIK
OG0002401	LOC115766736|XP_030566558.1|DNOV, LOC115766798|XP_030566682.1|DNOV	LOC108085327|XP_017037371.1|DKIK
OG0002402	LOC115770790|XP_030572069.1|DNOV	LOC108081251|XP_017031825.1|DKIK
OG0002403	LOC115770688|XP_030571940.1|DNOV	LOC108080904|XP_017031297.1|DKIK
OG0002404	LOC115761624|XP_030559313.1|DNOV	LOC108073449|XP_017020562.1|DKIK
OG0002405	LOC115767942|XP_030568180.1|DNOV	LOC108075392|XP_017023291.1|DKIK
OG0002406	LOC115762623|XP_030560783.1|DNOV	LOC108071544|XP_017017809.1|DKIK
OG0002407	LOC115766060|XP_030565715.1|DNOV	LOC108084996|XP_017036910.1|DKIK
OG0002408	LOC115759627|XP_030556474.1|DNOV	LOC108075604|XP_017023625.1|DKIK
OG0002409	LOC115766567|XP_030566413.1|DNOV	LOC108075152|XP_017022926.1|DKIK
OG0002410	LOC115763723|XP_030562277.1|DNOV	LOC108078623|XP_017028073.1|DKIK
OG0002411	LOC115766129|XP_030565811.1|DNOV	LOC108072082|XP_017018582.1|DKIK
OG0002412	LOC115761988|XP_030559901.1|DNOV	LOC108085784|XP_017038022.1|DKIK, LOC108085783|XP_017038021.1|DKIK
OG0002413	LOC115764945|XP_030564126.1|DNOV, LOC115766832|XP_030566731.1|DNOV	LOC108075119|XP_017022891.1|DKIK, LOC108083560|XP_017034904.1|DKIK
OG0002414	LOC115769864|XP_030570722.1|DNOV	LOC108080654|XP_017030966.1|DKIK
OG0002415	LOC115763768|XP_030562347.1|DNOV	LOC108080468|XP_017030694.1|DKIK
OG0002416	LOC115766719|XP_030566518.1|DNOV	LOC108072161|XP_017018699.1|DKIK
OG0002417	LOC115765488|XP_030564943.1|DNOV	LOC108079674|XP_017029561.1|DKIK
OG0002418	LOC115761907|XP_030559785.1|DNOV	LOC108072903|XP_017019719.1|DKIK
OG0002419	LOC115768690|XP_030569237.1|DNOV	LOC108080377|XP_017030588.1|DKIK
OG0002420	LOC115762795|XP_030561007.1|DNOV	LOC108073944|XP_017021246.1|DKIK
OG0002421	LOC115770863|XP_030572160.1|DNOV	LOC108073173|XP_017020167.1|DKIK
OG0002422	LOC115763855|XP_030562489.1|DNOV	LOC108077697|XP_017026625.1|DKIK
OG0002423	LOC115768070|XP_030568390.1|DNOV	LOC108083117|XP_017034270.1|DKIK
OG0002424	LOC115767947|XP_030568186.1|DNOV	LOC108077341|XP_017026122.1|DKIK, LOC108079412|XP_017029231.1|DKIK, LOC108084516|XP_017036238.1|DKIK
OG0002425	LOC115764326|XP_030563136.1|DNOV	LOC108079428|XP_017029248.1|DKIK
OG0002426	LOC115770483|XP_030571627.1|DNOV	LOC108073383|XP_017020453.1|DKIK
OG0002427	LOC115766713|XP_030566497.1|DNOV	LOC108085518|XP_017037638.1|DKIK
OG0002428	LOC115769005|XP_030569574.1|DNOV	LOC108080085|XP_017030171.1|DKIK
OG0002429	LOC115769591|XP_030570333.1|DNOV	LOC108075082|XP_017022853.1|DKIK
OG0002430	LOC115759496|XP_030556299.1|DNOV	LOC108081330|XP_017031956.1|DKIK
OG0002431	LOC115761157|XP_030558690.1|DNOV	LOC108076620|XP_017025036.1|DKIK
OG0002432	LOC115767783|XP_030567972.1|DNOV	LOC108071234|XP_017017406.1|DKIK
OG0002433	LOC115768637|XP_030569166.1|DNOV	LOC108073198|XP_017020206.1|DKIK
OG0002434	LOC115760412|XP_030557576.1|DNOV	LOC108083203|XP_017034396.1|DKIK
OG0002435	LOC115768617|XP_030569133.1|DNOV	LOC108083815|XP_017035250.1|DKIK
OG0002436	LOC115758240|XP_030554657.1|DNOV	LOC108085126|XP_017037117.1|DKIK
OG0002437	LOC115758095|XP_030554477.1|DNOV	LOC108080851|XP_017031242.1|DKIK
OG0002438	LOC115765103|XP_030564348.1|DNOV	LOC108079408|XP_017029224.1|DKIK
OG0002439	LOC115759181|XP_030555915.1|DNOV	LOC108075871|XP_017023963.1|DKIK
OG0002440	LOC115767419|XP_030567558.1|DNOV	LOC108080590|XP_017030884.1|DKIK, LOC108080684|XP_017031006.1|DKIK
OG0002441	LOC115758261|XP_030554678.1|DNOV	LOC108078226|XP_017027414.1|DKIK
OG0002442	LOC115767488|XP_030567656.1|DNOV	LOC108078201|XP_017027374.1|DKIK
OG0002443	LOC115761876|XP_030559861.1|DNOV	LOC108078499|XP_017027885.1|DKIK
OG0002444	LOC115765162|XP_030564436.1|DNOV	LOC108085145|XP_017037157.1|DKIK
OG0002445	LOC115757861|XP_030554156.1|DNOV	LOC108079861|XP_017029865.1|DKIK
OG0002446	LOC115763592|XP_030562078.1|DNOV	LOC108076379|XP_017024680.1|DKIK
OG0002447	LOC115765770|XP_030565306.1|DNOV	LOC108070425|XP_017016371.1|DKIK
OG0002448	LOC115764532|XP_030563491.1|DNOV	LOC108072381|XP_017018970.1|DKIK
OG0002449	LOC115764522|XP_030563480.1|DNOV, LOC115764521|XP_030563477.1|DNOV	LOC108076284|XP_017024523.1|DKIK
OG0002450	LOC115765643|XP_030565161.1|DNOV	LOC108077854|XP_017026875.1|DKIK
OG0002451	LOC115764510|XP_030563465.1|DNOV	LOC108082449|XP_017033309.1|DKIK
OG0002452	LOC115760582|XP_030557866.1|DNOV	LOC108077957|XP_017026986.1|DKIK
OG0002453	LOC115760581|XP_030557864.1|DNOV	LOC108078375|XP_017027696.1|DKIK
OG0002454	LOC115769531|XP_030570233.1|DNOV	LOC108072799|XP_017019571.1|DKIK
OG0002455	LOC115769525|XP_030570227.1|DNOV	LOC108072797|XP_017019570.1|DKIK
OG0002456	LOC115757860|XP_030554155.1|DNOV	LOC108086042|XP_017038351.1|DKIK
OG0002457	LOC115761939|XP_030559837.1|DNOV	LOC108078248|XP_017027460.1|DKIK
OG0002458	LOC115759346|XP_030556129.1|DNOV	LOC108082869|XP_017033936.1|DKIK
OG0002459	LOC115764486|XP_030563433.1|DNOV, LOC115760437|XP_030557612.1|DNOV	LOC108070830|XP_017016937.1|DKIK
OG0002460	LOC115758065|XP_030554439.1|DNOV	LOC108070766|XP_017016853.1|DKIK
OG0002461	LOC115758077|XP_030554451.1|DNOV	LOC108076295|XP_017024556.1|DKIK
OG0002462	LOC115764472|XP_030563377.1|DNOV	LOC108082475|XP_017033357.1|DKIK
OG0002463	LOC115771537|XP_030573138.1|DNOV	LOC108072122|XP_017018639.1|DKIK
OG0002464	LOC115767491|XP_030567660.1|DNOV	LOC108078199|XP_017027369.1|DKIK
OG0002465	LOC115767490|XP_030567659.1|DNOV	LOC108071388|XP_017017621.1|DKIK
OG0002466	LOC115766756|XP_030566594.1|DNOV	LOC108085199|XP_017037201.1|DKIK
OG0002467	LOC115769580|XP_030570315.1|DNOV	LOC108085984|XP_017038274.1|DKIK
OG0002468	LOC115769630|XP_030570398.1|DNOV	LOC108075305|XP_017023197.1|DKIK
OG0002469	LOC115764007|XP_030562687.1|DNOV	LOC108084371|XP_017036040.1|DKIK
OG0002470	LOC115759253|XP_030556014.1|DNOV, LOC115764589|XP_030563600.1|DNOV	LOC108082441|XP_017033300.1|DKIK
OG0002471	LOC115764592|XP_030563604.1|DNOV	LOC108078146|XP_017027277.1|DKIK
OG0002472	LOC115757871|XP_030554167.1|DNOV	LOC108082598|XP_017033555.1|DKIK
OG0002473	LOC115758252|XP_030554668.1|DNOV	LOC108073140|XP_017020134.1|DKIK
OG0002474	LOC115766784|XP_030566662.1|DNOV	LOC108083067|XP_017034192.1|DKIK
OG0002475	LOC115761467|XP_030559093.1|DNOV	LOC108085907|XP_017038164.1|DKIK
OG0002476	LOC115767889|XP_030568142.1|DNOV	LOC108085575|XP_017037708.1|DKIK, LOC108073452|XP_017020577.1|DKIK, LOC108078324|XP_017027612.1|DKIK
OG0002477	LOC115766546|XP_030566378.1|DNOV	LOC108084018|XP_017035523.1|DKIK
