Orthogroup	DNOV.longest_only	DPSE.longest_only
OG0002591	LOC115771981|XP_030573761.1|DNOV	LOC4800311|XP_001357595.4|DPSE
OG0002592	LOC115764998|XP_030564198.1|DNOV	LOC4800668|XP_001357900.4|DPSE
OG0002593	LOC115764857|XP_030563987.1|DNOV	LOC4800663|XP_015038585.2|DPSE
OG0002594	LOC115761188|XP_030558719.1|DNOV	LOC4801641|XP_033236382.1|DPSE
OG0002595	LOC115771820|XP_030573558.1|DNOV	LOC4801840|XP_033239539.1|DPSE
OG0002596	LOC115761612|XP_030559273.1|DNOV	LOC4801995|XP_015037528.2|DPSE
OG0002597	LOC115761322|XP_030558915.1|DNOV	LOC4801047|XP_001358210.1|DPSE
OG0002598	LOC115768628|XP_030569151.1|DNOV	LOC6896963|XP_033240338.1|DPSE
OG0002599	LOC115760380|XP_030557536.1|DNOV	LOC4802130|XP_001359110.3|DPSE
OG0002600	LOC115765480|XP_030564931.1|DNOV	LOC4804712|XP_033234227.1|DPSE
OG0002601	LOC115764175|XP_030562922.1|DNOV	LOC4800866|XP_001358064.3|DPSE
OG0002602	LOC115757744|XP_030553990.1|DNOV	LOC6896838|XP_003736278.3|DPSE
OG0002603	LOC115761221|XP_030558769.1|DNOV	LOC4800293|XP_015038748.2|DPSE
OG0002604	LOC115761474|XP_030559100.1|DNOV	LOC4800303|XP_001357645.3|DPSE
OG0002605	LOC115764785|XP_030563885.1|DNOV	LOC4800874|XP_001358071.2|DPSE
OG0002606	LOC115764117|XP_030562840.1|DNOV	LOC4801294|XP_033234631.1|DPSE
OG0002607	LOC115764121|XP_030562850.1|DNOV	LOC4801293|XP_001358413.3|DPSE
OG0002608	LOC115770803|XP_030572085.1|DNOV	LOC4802792|XP_001359638.4|DPSE
OG0002609	LOC115762527|XP_030560652.1|DNOV	LOC4804895|XP_001361381.2|DPSE
OG0002610	LOC115764072|XP_030562779.1|DNOV	LOC4800850|XP_001358051.3|DPSE
OG0002611	LOC115761937|XP_030559832.1|DNOV	LOC4800597|XP_001357843.1|DPSE
OG0002612	LOC115772039|XP_030573837.1|DNOV	LOC4801854|XP_001358885.2|DPSE
OG0002613	LOC115764205|XP_030562955.1|DNOV	LOC4801764|XP_033232482.1|DPSE
OG0002614	LOC115772040|XP_030573838.1|DNOV	LOC4801081|XP_001358240.4|DPSE
OG0002615	LOC115760348|XP_030557490.1|DNOV	LOC4814001|XP_001354145.3|DPSE
OG0002616	LOC115764664|XP_030563711.1|DNOV	LOC4801189|XP_001358319.1|DPSE
OG0002617	LOC115760343|XP_030557483.1|DNOV	LOC6897468|XP_002137617.4|DPSE
OG0002618	LOC115761554|XP_030559197.1|DNOV	LOC4802734|XP_001359597.3|DPSE
OG0002619	LOC115761744|XP_030559497.1|DNOV	LOC6896902|XP_015038803.2|DPSE
OG0002620	LOC115762010|XP_030559938.1|DNOV	LOC4800452|XP_001357725.1|DPSE
OG0002621	LOC115761606|XP_030559268.1|DNOV	LOC6897246|XP_015037291.2|DPSE
OG0002622	LOC115762648|XP_030560813.1|DNOV	LOC4812578|XP_001352537.2|DPSE
OG0002623	LOC115761809|XP_030559615.1|DNOV	LOC117183304|XP_033232630.1|DPSE, LOC4800361|XP_001357553.2|DPSE
OG0002624	LOC115761813|XP_030559621.1|DNOV	LOC4800981|XP_033232810.1|DPSE
OG0002625	LOC115761421|XP_030559042.1|DNOV	LOC6896983|XP_033239626.1|DPSE
OG0002626	LOC115768884|XP_030569455.1|DNOV	LOC4814472|XP_033240733.1|DPSE
OG0002627	LOC115761173|XP_030558691.1|DNOV	LOC4801661|XP_015037348.2|DPSE
OG0002628	LOC115771761|XP_030573472.1|DNOV	LOC6897230|XP_002137402.3|DPSE
OG0002629	LOC115770874|XP_030572171.1|DNOV	LOC4803203|XP_033232688.1|DPSE
OG0002630	LOC115761283|XP_030558864.1|DNOV	LOC4802463|XP_001359380.4|DPSE
OG0002631	LOC115761764|XP_030559536.1|DNOV	LOC6897162|XP_002137342.4|DPSE
OG0002632	LOC115764734|XP_030563807.1|DNOV	LOC4801631|XP_001358687.2|DPSE
OG0002633	LOC115761280|XP_030558859.1|DNOV	LOC26532833|XP_015037258.1|DPSE, LOC117183245|XP_033232379.1|DPSE
OG0002634	LOC115759440|XP_030556216.1|DNOV	LOC4801579|XP_033235836.1|DPSE
OG0002635	LOC115771911|XP_030573661.1|DNOV	LOC4801497|XP_001358576.3|DPSE
OG0002636	LOC115764735|XP_030563808.1|DNOV	LOC4802772|XP_001359632.3|DPSE
OG0002637	LOC115758368|XP_030554816.1|DNOV	LOC4817797|XP_001357153.1|DPSE
OG0002638	LOC115761183|XP_030558707.1|DNOV	LOC6896711|XP_015038824.2|DPSE
OG0002639	LOC115766133|XP_030565814.1|DNOV	LOC6897826|XP_002137931.1|DPSE
OG0002640	LOC115764123|XP_030562853.1|DNOV	LOC4801307|XP_001358424.3|DPSE
OG0002641	LOC115764057|XP_030562764.1|DNOV	LOC4801873|XP_001358898.2|DPSE
OG0002642	LOC115764056|XP_030562763.1|DNOV	LOC6897373|XP_002137526.2|DPSE
OG0002643	LOC115764039|XP_030562735.1|DNOV	LOC4801875|XP_015037446.2|DPSE
OG0002644	LOC115764154|XP_030562890.1|DNOV	LOC6897379|XP_002137531.1|DPSE
OG0002645	LOC115764051|XP_030562753.1|DNOV	LOC4801907|XP_015037452.2|DPSE
OG0002646	LOC115770910|XP_030572215.1|DNOV	LOC4802139|XP_001359118.2|DPSE
OG0002647	LOC115771790|XP_030573520.1|DNOV	LOC4801590|XP_001358659.4|DPSE
OG0002648	LOC115766111|XP_030565791.1|DNOV	LOC4802014|XP_015037542.1|DPSE
OG0002649	LOC115771687|XP_030573364.1|DNOV	LOC4800963|XP_015038725.1|DPSE
OG0002650	LOC115771788|XP_030573519.1|DNOV	LOC4801591|XP_001358660.5|DPSE
OG0002651	LOC115770958|XP_030572287.1|DNOV	LOC4802572|XP_001359467.2|DPSE
OG0002652	LOC115761448|XP_030559075.1|DNOV	LOC4801535|XP_001358609.1|DPSE
OG0002653	LOC115764026|XP_030562718.1|DNOV	LOC4801310|XP_001358426.3|DPSE
OG0002654	LOC115763977|XP_030562642.1|DNOV	LOC4801311|XP_003736479.3|DPSE
OG0002655	LOC115771994|XP_030573780.1|DNOV	LOC4801852|XP_015037425.2|DPSE
OG0002656	LOC115761797|XP_030559599.1|DNOV	LOC4801273|XP_001358393.1|DPSE
OG0002657	LOC115771961|XP_030573730.1|DNOV	LOC4801498|XP_001358577.2|DPSE
OG0002658	LOC115764984|XP_030564171.1|DNOV	LOC6896662|XP_002136877.1|DPSE
OG0002659	LOC115772129|XP_030573969.1|DNOV	LOC4800625|XP_001357866.4|DPSE
OG0002660	LOC115765132|XP_030564388.1|DNOV	LOC4814667|XP_001354595.2|DPSE
OG0002661	LOC115757700|XP_030553905.1|DNOV	LOC6897035|XP_033232435.1|DPSE
OG0002662	LOC115762059|XP_030560000.1|DNOV	LOC4804695|XP_015040122.2|DPSE
OG0002663	LOC115764988|XP_030564181.1|DNOV	LOC4801797|XP_001358831.2|DPSE
OG0002664	LOC115765478|XP_030564920.1|DNOV	LOC4817731|XP_015035631.2|DPSE
OG0002665	LOC115758362|XP_030554813.1|DNOV	LOC4804335|XP_001360910.3|DPSE
OG0002666	LOC115758308|XP_030554738.1|DNOV	LOC4804337|XP_015039825.2|DPSE
OG0002667	LOC115760055|XP_030557096.1|DNOV	LOC4804089|XP_001360707.3|DPSE
OG0002668	LOC115762551|XP_030560685.1|DNOV	LOC6900896|XP_002135253.3|DPSE
OG0002669	LOC115763366|XP_030561753.1|DNOV	LOC6899796|XP_002135740.2|DPSE
OG0002670	LOC115766721|XP_030566532.1|DNOV	LOC4812210|XP_001352525.1|DPSE
OG0002671	LOC115769739|XP_030570539.1|DNOV	LOC4812316|XP_001352528.4|DPSE
OG0002672	LOC115763874|XP_030562514.1|DNOV	LOC4803761|XP_015039336.2|DPSE
OG0002673	LOC115762591|XP_030560745.1|DNOV	LOC4804299|XP_001360879.3|DPSE
OG0002674	LOC115760801|XP_030558157.1|DNOV	LOC4804086|XP_033234655.1|DPSE
OG0002675	LOC115762827|XP_030561052.1|DNOV	LOC4812434|XP_001352686.4|DPSE
OG0002676	LOC115762090|XP_030560046.1|DNOV	LOC4804708|XP_001361226.4|DPSE
OG0002677	LOC115762402|XP_030560447.1|DNOV	LOC4803487|XP_015039099.2|DPSE
OG0002678	LOC115762251|XP_030560263.1|DNOV	LOC4804743|XP_001361255.2|DPSE
OG0002679	LOC115760482|XP_030557678.1|DNOV	LOC6898446|XP_033234104.1|DPSE
OG0002680	LOC115768611|XP_030569127.1|DNOV	LOC4814836|XP_001355138.3|DPSE
OG0002681	LOC115760475|XP_030557669.1|DNOV	LOC6899006|XP_002138966.1|DPSE
OG0002682	LOC115766971|XP_030566924.1|DNOV	LOC4812089|XP_015043744.2|DPSE
OG0002683	LOC115766189|XP_030565892.1|DNOV	LOC4802633|XP_015037963.2|DPSE
OG0002684	LOC115767862|XP_030568080.1|DNOV	LOC6901728|XP_002134396.1|DPSE
OG0002685	LOC115762869|XP_030561104.1|DNOV	LOC6899793|XP_033238792.1|DPSE
OG0002686	LOC115769951|XP_030570857.1|DNOV	LOC6900866|XP_002135223.3|DPSE
OG0002687	LOC115769448|XP_030570119.1|DNOV	LOC4812070|XP_015044016.2|DPSE
OG0002688	LOC115771085|XP_030572498.1|DNOV	LOC4813984|XP_001354139.3|DPSE
OG0002689	LOC115765191|XP_030564478.1|DNOV	LOC4814909|XP_001354683.1|DPSE
OG0002690	LOC115769903|XP_030570787.1|DNOV	LOC4813858|XP_001353935.3|DPSE
OG0002691	LOC115760861|XP_030558275.1|DNOV	LOC4805501|XP_001361895.3|DPSE
OG0002692	LOC115771556|XP_030573165.1|DNOV	LOC4804314|XP_015039804.1|DPSE
OG0002693	LOC115762815|XP_030561038.1|DNOV	LOC4813016|XP_001353727.1|DPSE
OG0002694	LOC115760450|XP_030557627.1|DNOV	LOC4804238|XP_001360829.3|DPSE
OG0002695	LOC115762922|XP_030561163.1|DNOV	LOC117183985|XP_033235656.1|DPSE, LOC4813220|XP_001353864.1|DPSE
OG0002696	LOC115762932|XP_030561173.1|DNOV	LOC6897314|XP_002137469.3|DPSE, LOC4812382|XP_002135397.1|DPSE
OG0002697	LOC115770477|XP_030571625.1|DNOV	LOC6899987|XP_033237978.1|DPSE
OG0002698	LOC115762666|XP_030560837.1|DNOV	LOC4812540|XP_001352732.3|DPSE
OG0002699	LOC115770995|XP_030572349.1|DNOV	LOC4812435|XP_001352687.1|DPSE
OG0002700	LOC115769376|XP_030570023.1|DNOV	LOC4813317|XP_033239409.1|DPSE
OG0002701	LOC115760568|XP_030557839.1|DNOV	LOC4804488|XP_033233384.1|DPSE
OG0002702	LOC115762169|XP_030560145.1|DNOV	LOC6898512|XP_002138553.3|DPSE
OG0002703	LOC115762310|XP_030560337.1|DNOV	LOC6898664|XP_033233907.1|DPSE
OG0002704	LOC115762254|XP_030560267.1|DNOV	LOC4803366|XP_001360103.4|DPSE
OG0002705	LOC115769891|XP_030570767.1|DNOV, LOC115769893|XP_030570770.1|DNOV	LOC4814130|XP_033238480.1|DPSE
OG0002706	LOC115762267|XP_030560287.1|DNOV	LOC4804748|XP_001361260.2|DPSE
OG0002707	LOC115762664|XP_030560832.1|DNOV, LOC115762965|XP_030561204.1|DNOV	LOC4812490|XP_015043592.2|DPSE
OG0002708	LOC115762923|XP_030561164.1|DNOV	LOC6900014|XP_033238775.1|DPSE
OG0002709	LOC115762124|XP_030560089.1|DNOV	LOC4805176|XP_001361621.2|DPSE
OG0002710	LOC115762273|XP_030560296.1|DNOV	LOC4805173|XP_001361619.1|DPSE
OG0002711	LOC115762288|XP_030560312.1|DNOV	LOC4804398|XP_001360968.2|DPSE
OG0002712	LOC115761075|XP_030558557.1|DNOV	LOC4805386|XP_004444497.2|DPSE
OG0002713	LOC115760810|XP_030558184.1|DNOV	LOC4804931|XP_001361413.2|DPSE
OG0002714	LOC115760705|XP_030558030.1|DNOV	LOC4803643|XP_001360328.2|DPSE
OG0002715	LOC115767214|XP_030567269.1|DNOV	LOC4814203|XP_001354331.1|DPSE
OG0002716	LOC115762415|XP_030560467.1|DNOV	LOC6898122|XP_033234319.1|DPSE
OG0002717	LOC115766142|XP_030565835.1|DNOV	LOC4802642|XP_015037968.2|DPSE
OG0002718	LOC115771116|XP_030572540.1|DNOV	LOC6900937|XP_002134730.3|DPSE
OG0002719	LOC115766075|XP_030565739.1|DNOV	LOC4803222|XP_001359998.2|DPSE
OG0002720	LOC115771260|XP_030572735.1|DNOV	LOC4814165|XP_001354273.2|DPSE
OG0002721	LOC115763321|XP_030561681.1|DNOV	LOC4811698|XP_001352280.4|DPSE
OG0002722	LOC115762433|XP_030560490.1|DNOV	LOC4804593|XP_001361128.2|DPSE
OG0002723	LOC115760931|XP_030558365.1|DNOV	LOC4803400|XP_001360131.1|DPSE
OG0002724	LOC115762009|XP_030559937.1|DNOV	LOC4800453|XP_001357726.2|DPSE
OG0002725	LOC115771389|XP_030572934.1|DNOV	LOC4812308|XP_001352962.1|DPSE
OG0002726	LOC115769966|XP_030570876.1|DNOV	LOC4812792|XP_001354037.3|DPSE
OG0002727	LOC115769597|XP_030570344.1|DNOV	LOC4811964|XP_001352484.1|DPSE
OG0002728	LOC115760501|XP_030557718.1|DNOV	LOC4804937|XP_015040311.2|DPSE
OG0002729	LOC115770278|XP_030571365.1|DNOV	LOC4813510|XP_015042995.2|DPSE
OG0002730	LOC115758087|XP_030554464.1|DNOV	LOC4805159|XP_033233463.1|DPSE
OG0002731	LOC115765835|XP_030565420.1|DNOV	LOC4814084|XP_001354245.3|DPSE
OG0002732	LOC115760528|XP_030557768.1|DNOV	LOC4803379|XP_033233892.1|DPSE
OG0002733	LOC115760185|XP_030557274.1|DNOV	LOC4805367|XP_001361778.3|DPSE
OG0002734	LOC115758068|XP_030554445.1|DNOV	LOC6899221|XP_033233399.1|DPSE
OG0002735	LOC115760832|XP_030558219.1|DNOV	LOC6898358|XP_033234526.1|DPSE
OG0002736	LOC115760834|XP_030558227.1|DNOV	LOC4804079|XP_033234445.1|DPSE
OG0002737	LOC115771463|XP_030573041.1|DNOV	LOC4814187|XP_001354313.2|DPSE
OG0002738	LOC115766950|XP_030566897.1|DNOV	LOC6899936|XP_033238566.1|DPSE
OG0002739	LOC115770053|XP_030570999.1|DNOV	LOC117184695|XP_033239237.1|DPSE
OG0002740	LOC115770052|XP_030570996.1|DNOV	LOC117184694|XP_033239236.1|DPSE
OG0002741	LOC115757795|XP_030554074.1|DNOV	LOC6898987|XP_002138947.3|DPSE
OG0002742	LOC115759618|XP_030556463.1|DNOV	LOC4803510|XP_001360223.4|DPSE
OG0002743	LOC115771283|XP_030572764.1|DNOV	LOC4814099|XP_001354290.2|DPSE
OG0002744	LOC115767492|XP_030567664.1|DNOV	LOC4812923|XP_001354066.2|DPSE
OG0002745	LOC115767145|XP_030567174.1|DNOV	LOC117185196|XP_033241448.1|DPSE, LOC4812921|XP_015042907.2|DPSE
OG0002746	LOC115760564|XP_030557830.1|DNOV	LOC4805352|XP_001361766.2|DPSE
OG0002747	LOC115771992|XP_030573774.1|DNOV	LOC4801194|XP_001358323.2|DPSE
OG0002748	LOC115764293|XP_030563090.1|DNOV	LOC4804330|XP_001360906.3|DPSE
OG0002749	LOC115762302|XP_030560329.1|DNOV	LOC6898864|XP_002138836.4|DPSE
OG0002750	LOC115760725|XP_030558059.1|DNOV	LOC6898980|XP_002138940.3|DPSE
OG0002751	LOC115759515|XP_030556322.1|DNOV	LOC4804032|XP_033233791.1|DPSE
OG0002752	LOC115762316|XP_030560346.1|DNOV	LOC4804511|XP_001361063.2|DPSE
OG0002753	LOC115762432|XP_030560489.1|DNOV	LOC4805217|XP_033233796.1|DPSE
OG0002754	LOC115762878|XP_030561112.1|DNOV	LOC6900175|XP_033238947.1|DPSE
OG0002755	LOC115760953|XP_030558401.1|DNOV	LOC4803631|XP_001360319.1|DPSE
OG0002756	LOC115771505|XP_030573094.1|DNOV	LOC4813141|XP_001353316.3|DPSE
OG0002757	LOC115769554|XP_030570258.1|DNOV	LOC4812689|XP_033237431.1|DPSE
OG0002758	LOC115761071|XP_030558551.1|DNOV	LOC4805378|XP_001361788.3|DPSE
OG0002759	LOC115762046|XP_030559982.1|DNOV	LOC4804659|XP_015040090.1|DPSE
OG0002760	LOC115760987|XP_030558455.1|DNOV	LOC4803561|XP_001360268.1|DPSE
OG0002761	LOC115762828|XP_030561056.1|DNOV	LOC4803624|XP_015039211.2|DPSE
OG0002762	LOC115760806|XP_030558178.1|DNOV	LOC4804814|XP_015040212.2|DPSE
OG0002763	LOC115771238|XP_030572699.1|DNOV	LOC4812696|XP_001353078.1|DPSE
OG0002764	LOC115771053|XP_030572460.1|DNOV	LOC6900505|XP_002134894.2|DPSE
OG0002765	LOC115762152|XP_030560128.1|DNOV	LOC4804118|XP_033234891.1|DPSE
OG0002766	LOC115763269|XP_030561611.1|DNOV	LOC4804117|XP_001360729.2|DPSE
OG0002767	LOC115760571|XP_030557845.1|DNOV	LOC4804663|XP_001361188.5|DPSE
OG0002768	LOC115771347|XP_030572880.1|DNOV	LOC4803523|XP_001360236.2|DPSE
OG0002769	LOC115762055|XP_030559997.1|DNOV	LOC4805469|XP_001361864.2|DPSE
OG0002770	LOC115760070|XP_030557110.1|DNOV	LOC4817887|XP_001357441.2|DPSE
OG0002771	LOC115769496|XP_030570175.1|DNOV	LOC6900645|XP_033240773.1|DPSE
OG0002772	LOC115769631|XP_030570399.1|DNOV	LOC6900646|XP_033240264.1|DPSE
OG0002773	LOC115766132|XP_030565853.1|DNOV	LOC4805186|XP_001361633.3|DPSE
OG0002774	LOC115761069|XP_030558548.1|DNOV	LOC4805287|XP_001361709.2|DPSE
OG0002775	LOC115771213|XP_030572673.1|DNOV	LOC4813738|XP_015043176.2|DPSE
OG0002776	LOC115771465|XP_030573044.1|DNOV	LOC4814186|XP_001354312.1|DPSE
OG0002777	LOC115769802|XP_030570629.1|DNOV	LOC4811956|XP_033240582.1|DPSE
OG0002778	LOC115769797|XP_030570625.1|DNOV	LOC4812606|XP_033240580.1|DPSE
OG0002779	LOC115771284|XP_030572765.1|DNOV	LOC4812536|XP_001352693.2|DPSE
OG0002780	LOC115759470|XP_030556263.1|DNOV	LOC4803290|XP_001360055.2|DPSE
OG0002781	LOC115757965|XP_030554305.1|DNOV	LOC6898169|XP_002138247.2|DPSE
OG0002782	LOC115769957|XP_030570862.1|DNOV	LOC4812318|XP_001352950.2|DPSE
OG0002783	LOC115771045|XP_030572444.1|DNOV	LOC6903373|XP_002132255.4|DPSE
OG0002784	LOC115761063|XP_030558541.1|DNOV	LOC4803954|XP_001360592.4|DPSE
OG0002785	LOC115769412|XP_030570080.1|DNOV	LOC6900565|XP_002134943.2|DPSE
OG0002786	LOC115767643|XP_030567790.1|DNOV, LOC115765813|XP_030565395.1|DNOV	LOC4812680|XP_001353064.1|DPSE
OG0002787	LOC115771033|XP_030572429.1|DNOV	LOC4814032|XP_001354183.1|DPSE
OG0002788	LOC115771034|XP_030572430.1|DNOV	LOC4814013|XP_001354182.4|DPSE
OG0002789	LOC115767952|XP_030568195.1|DNOV	LOC4813413|XP_001354076.2|DPSE
OG0002790	LOC115770019|XP_030570935.1|DNOV	LOC4812837|XP_001353633.3|DPSE
OG0002791	LOC115771428|XP_030572992.1|DNOV	LOC4812348|XP_001352910.2|DPSE
OG0002792	LOC115760523|XP_030557757.1|DNOV	LOC4805142|XP_001361594.2|DPSE
OG0002793	LOC115769534|XP_030570235.1|DNOV	LOC117185096|XP_033240833.1|DPSE
OG0002794	LOC115769358|XP_030569995.1|DNOV	LOC4813860|XP_033238365.1|DPSE
OG0002795	LOC115769516|XP_030570214.1|DNOV	LOC6900952|XP_002134653.3|DPSE
OG0002796	LOC115769768|XP_030570591.1|DNOV	LOC4811951|XP_001352703.2|DPSE
OG0002797	LOC115770024|XP_030570939.1|DNOV	LOC4813815|XP_001353631.2|DPSE
OG0002798	LOC115758843|XP_030555483.1|DNOV	LOC6903114|XP_002132824.1|DPSE
OG0002799	LOC115770484|XP_030571628.1|DNOV	LOC4812931|XP_033240325.1|DPSE
OG0002800	LOC115765809|XP_030565388.1|DNOV	LOC4812679|XP_001353063.4|DPSE
OG0002801	LOC115761117|XP_030558609.1|DNOV	LOC4805300|XP_015040544.2|DPSE
OG0002802	LOC115760735|XP_030558070.1|DNOV	LOC4805435|XP_001361836.5|DPSE
OG0002803	LOC115759798|XP_030556739.1|DNOV	LOC4816926|XP_001356889.2|DPSE
OG0002804	LOC115760924|XP_030558359.1|DNOV	LOC4805204|XP_001361646.1|DPSE
OG0002805	LOC115757991|XP_030554344.1|DNOV	LOC4803572|XP_001360279.2|DPSE
OG0002806	LOC115771429|XP_030572993.1|DNOV	LOC4811882|XP_001352909.1|DPSE
OG0002807	LOC115762092|XP_030560053.1|DNOV	LOC4804707|XP_001361225.2|DPSE
OG0002808	LOC115758959|XP_030555624.1|DNOV	LOC4804328|XP_001360904.4|DPSE
OG0002809	LOC115771109|XP_030572529.1|DNOV	LOC4813061|XP_001353386.1|DPSE
OG0002810	LOC115762604|XP_030560757.1|DNOV	LOC6900190|XP_033241427.1|DPSE
OG0002811	LOC115769283|XP_030569870.1|DNOV	LOC6900599|XP_015042965.1|DPSE
OG0002812	LOC115761112|XP_030558602.1|DNOV	LOC4803629|XP_001360317.2|DPSE
OG0002813	LOC115763764|XP_030562342.1|DNOV	LOC4803746|XP_033234355.1|DPSE
OG0002814	LOC115761150|XP_030558680.1|DNOV	LOC6898541|XP_015040039.2|DPSE
OG0002815	LOC115762148|XP_030560120.1|DNOV	LOC4805093|XP_001361554.3|DPSE
OG0002816	LOC115758450|XP_030555018.1|DNOV	LOC4803757|XP_001360421.3|DPSE
OG0002817	LOC115765297|XP_030564653.1|DNOV	LOC6898023|XP_002138112.2|DPSE
OG0002818	LOC115760595|XP_030557888.1|DNOV	LOC4804559|XP_001361101.2|DPSE
OG0002819	LOC115762727|XP_030560921.1|DNOV	LOC6900942|XP_033238004.1|DPSE
OG0002820	LOC115762830|XP_030561057.1|DNOV	LOC4814072|XP_001354195.1|DPSE
OG0002821	LOC115770285|XP_030571379.1|DNOV	LOC4812781|XP_001353418.3|DPSE
OG0002822	LOC115761053|XP_030558529.1|DNOV	LOC4805291|XP_001361713.1|DPSE
OG0002823	LOC115762065|XP_030560011.1|DNOV	LOC4805013|XP_015040364.1|DPSE
OG0002824	LOC115762041|XP_030559970.1|DNOV	LOC4804520|XP_001361071.3|DPSE
OG0002825	LOC115770511|XP_030571671.1|DNOV	LOC4812630|XP_001352383.2|DPSE
OG0002826	LOC115762386|XP_030560426.1|DNOV	LOC4803952|XP_001360590.2|DPSE
OG0002827	LOC115766727|XP_030566544.1|DNOV	LOC4811713|XP_001352289.2|DPSE
OG0002828	LOC115763790|XP_030562383.1|DNOV	LOC6898232|XP_033233610.1|DPSE
OG0002829	LOC115762422|XP_030560477.1|DNOV	LOC4805462|XP_001361857.3|DPSE
OG0002831	LOC115759312|XP_030556082.1|DNOV, LOC115758604|XP_030555191.1|DNOV	LOC4816565|XP_001356088.3|DPSE
OG0002832	LOC115763026|XP_030561287.1|DNOV	LOC4816101|XP_033235544.1|DPSE
OG0002833	LOC115760500|XP_030557712.1|DNOV	LOC6898126|XP_002138206.2|DPSE
OG0002834	LOC115758224|XP_030554635.1|DNOV	LOC4803399|XP_001357523.1|DPSE
OG0002835	LOC115762122|XP_030560087.1|DNOV	LOC4805088|XP_001361550.2|DPSE
OG0002836	LOC115762468|XP_030560540.1|DNOV	LOC6898534|XP_004444242.3|DPSE
OG0002837	LOC115761044|XP_030558519.1|DNOV	LOC6898650|XP_004444302.3|DPSE
OG0002838	LOC115763025|XP_030561291.1|DNOV	LOC4803837|XP_001360490.1|DPSE
OG0002839	LOC115764311|XP_030563113.1|DNOV	LOC4804331|XP_001360907.1|DPSE
OG0002840	LOC115763150|XP_030561458.1|DNOV	LOC4816265|XP_001355799.3|DPSE
OG0002841	LOC115759826|XP_030556776.1|DNOV	LOC4816911|XP_001356701.2|DPSE
OG0002842	LOC115763024|XP_030561282.1|DNOV	LOC4818124|XP_001357313.3|DPSE
OG0002843	LOC115761101|XP_030558587.1|DNOV	LOC4803633|XP_015039216.1|DPSE
OG0002844	LOC115770163|XP_030571185.1|DNOV	LOC4813261|XP_001353138.3|DPSE
OG0002845	LOC115758520|XP_030555073.1|DNOV	LOC4816602|XP_001355945.2|DPSE
OG0002846	LOC115762428|XP_030560484.1|DNOV	LOC4805007|XP_001361477.3|DPSE
OG0002847	LOC115758516|XP_030555068.1|DNOV	LOC4816522|XP_001355944.1|DPSE
OG0002848	LOC115767703|XP_030567856.1|DNOV	LOC4817034|XP_001356649.3|DPSE
OG0002849	LOC115758898|XP_030555554.1|DNOV	LOC4817915|XP_001357186.3|DPSE
OG0002850	LOC115769262|XP_030569832.1|DNOV	LOC4816285|XP_001356252.2|DPSE
OG0002851	LOC115763145|XP_030561455.1|DNOV	LOC6899804|XP_033235358.1|DPSE
OG0002852	LOC115760777|XP_030558131.1|DNOV	LOC4803904|XP_001360548.2|DPSE
OG0002853	LOC115769278|XP_030569860.1|DNOV	LOC4816538|XP_001356194.3|DPSE
OG0002854	LOC115758645|XP_030555240.1|DNOV	LOC4817487|XP_001356495.4|DPSE
OG0002855	LOC115760190|XP_030557280.1|DNOV	LOC13036504|XP_003736158.1|DPSE
OG0002856	LOC115758543|XP_030555096.1|DNOV	LOC4818138|XP_033235866.1|DPSE
OG0002857	LOC115763081|XP_030561371.1|DNOV	LOC4818074|XP_033235418.1|DPSE
OG0002858	LOC115759961|XP_030556963.1|DNOV	LOC6903064|XP_002132783.3|DPSE
OG0002859	LOC115763346|XP_030561719.1|DNOV	LOC4816385|XP_001355993.2|DPSE
OG0002860	LOC115758908|XP_030555564.1|DNOV	LOC4818048|XP_001357211.2|DPSE
OG0002861	LOC115759741|XP_030556639.1|DNOV	LOC4816719|XP_001356072.1|DPSE
OG0002862	LOC115758608|XP_030555195.1|DNOV	LOC4817609|XP_001357011.3|DPSE
OG0002863	LOC115759058|XP_030555743.1|DNOV	LOC4816874|XP_001356708.1|DPSE
OG0002864	LOC115758599|XP_030555182.1|DNOV	LOC4817335|XP_001356709.4|DPSE
OG0002865	LOC115762132|XP_030560101.1|DNOV	LOC4803482|XP_001360200.3|DPSE
OG0002866	LOC115771158|XP_030572590.1|DNOV	LOC4814092|XP_001354264.2|DPSE
OG0002867	LOC115763569|XP_030562049.1|DNOV	LOC4816446|XP_001356128.3|DPSE
OG0002868	LOC115759734|XP_030556614.1|DNOV	LOC6902935|XP_002132661.3|DPSE
OG0002869	LOC115760304|XP_030557452.1|DNOV	LOC6902936|XP_002132662.2|DPSE
OG0002871	LOC115759815|XP_030556766.1|DNOV	LOC4816920|XP_015035721.2|DPSE
OG0002872	LOC115758359|XP_030554801.1|DNOV	LOC4816903|XP_015035745.2|DPSE
OG0002873	LOC115758598|XP_030555181.1|DNOV	LOC4816147|XP_001355746.2|DPSE
OG0002874	LOC115759184|XP_030555920.1|DNOV	LOC4818158|XP_001357195.3|DPSE
OG0002875	LOC115763155|XP_030561466.1|DNOV	LOC4816619|XP_033236867.1|DPSE
OG0002876	LOC115767108|XP_030567120.1|DNOV	LOC4815079|XP_001354797.2|DPSE
OG0002877	LOC115765950|XP_030565558.1|DNOV	LOC4816910|XP_033236066.1|DPSE
OG0002878	LOC115767720|XP_030567885.1|DNOV	LOC4817463|XP_015036015.2|DPSE
OG0002879	LOC115762840|XP_030561075.1|DNOV	LOC4812642|XP_001353031.1|DPSE
