Orthogroup	DNOV.longest_only	DSER.longest_only
OG0000850	LOC115758772|XP_030555401.1|DNOV	LOC110177682|XP_020800165.1|DSER
OG0000852	LOC115757739|XP_030553987.1|DNOV	LOC110178466|XP_020801265.1|DSER
OG0000854	LOC115768795|XP_030569351.1|DNOV	LOC110183060|XP_020806905.1|DSER
OG0000854	LOC115768796|XP_030569352.1|DNOV	LOC110183043|XP_020806887.1|DSER, LOC110183049|XP_020806892.1|DSER
OG0000855	LOC115768902|XP_030569479.1|DNOV	LOC110182211|XP_020805898.1|DSER
OG0000856	LOC115771525|XP_030573120.1|DNOV	LOC110190257|XP_020816279.1|DSER
OG0000857	LOC115766317|XP_030566066.1|DNOV	LOC110175918|XP_020797755.1|DSER
OG0000858	LOC115761304|XP_030558891.1|DNOV	LOC110187658|XP_020812736.1|DSER
OG0000860	LOC115762781|XP_030560992.1|DNOV	LOC110182767|XP_020806542.1|DSER
OG0000861	LOC115760922|XP_030558357.1|DNOV	LOC110177036|XP_020799212.1|DSER, LOC110177022|XP_020799196.1|DSER
OG0000862	LOC115761000|XP_030558470.1|DNOV	LOC110179194|XP_020802267.1|DSER, LOC110183130|XP_020806980.1|DSER
OG0000863	LOC115771950|XP_030573713.1|DNOV	LOC110188028|XP_020813225.1|DSER
OG0000864	LOC115769205|XP_030569772.1|DNOV	LOC110185084|XP_020809426.1|DSER
OG0000864	LOC115767328|XP_030567431.1|DNOV	LOC110180328|XP_020803644.1|DSER
OG0000865	LOC115761578|XP_030559226.1|DNOV	LOC110184090|XP_020808137.1|DSER
OG0000866	LOC115758781|XP_030555412.1|DNOV	LOC110185946|XP_020810621.1|DSER, LOC110185898|XP_020810569.1|DSER
OG0000867	LOC115759116|XP_030555818.1|DNOV	LOC110186025|XP_020810720.1|DSER
OG0000867	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV	LOC110183343|XP_020807256.1|DSER
OG0000868	LOC115768195|XP_030568566.1|DNOV	LOC110181529|XP_020804967.1|DSER
OG0000869	LOC115761661|XP_030559362.1|DNOV	LOC110188405|XP_020813789.1|DSER
OG0000870	LOC115762875|XP_030561113.1|DNOV	LOC110191503|XP_020818028.1|DSER
OG0000871	LOC115757820|XP_030554104.1|DNOV	LOC110177856|XP_020800462.1|DSER
OG0000872	LOC115766309|XP_030566052.1|DNOV	LOC110181811|XP_020805356.1|DSER
OG0000872	LOC115761701|XP_030559437.1|DNOV	LOC110191668|XP_020818228.1|DSER
OG0000873	LOC115771552|XP_030573157.1|DNOV	LOC110179846|XP_020803113.1|DSER
OG0000874	LOC115766620|XP_030566470.1|DNOV	LOC110186326|XP_020811165.1|DSER
OG0000875	LOC115770149|XP_030571162.1|DNOV	LOC110190111|XP_020816079.1|DSER
OG0000877	LOC115771580|XP_030573197.1|DNOV	LOC110190319|XP_020816373.1|DSER, LOC110178557|XP_020801386.1|DSER
OG0000877	LOC115771356|XP_030572888.1|DNOV	LOC110182652|XP_020806382.1|DSER
OG0000878	LOC115766505|XP_030566318.1|DNOV	LOC110177972|XP_020800623.1|DSER
OG0000879	LOC115758255|XP_030554671.1|DNOV	LOC110191981|XP_020818671.1|DSER
OG0000880	LOC115765172|XP_030564452.1|DNOV	LOC110178178|XP_020800871.1|DSER
OG0000880	LOC115770339|XP_030571436.1|DNOV	LOC110184692|XP_020808963.1|DSER
OG0000881	LOC115762675|XP_030560850.1|DNOV	LOC110190224|XP_020816244.1|DSER, LOC110190112|XP_020816081.1|DSER, LOC110190110|XP_020816078.1|DSER
OG0000882	LOC115767212|XP_030567266.1|DNOV	LOC110181618|XP_020805081.1|DSER
OG0000884	LOC115771324|XP_030572849.1|DNOV	LOC110175962|XP_020797812.1|DSER
OG0000885	LOC115771781|XP_030573501.1|DNOV	LOC110186809|XP_020811751.1|DSER
OG0000886	LOC115761711|XP_030559446.1|DNOV, LOC115761712|XP_030559447.1|DNOV	LOC110188142|XP_020813397.1|DSER
OG0000887	LOC115768208|XP_030568581.1|DNOV	LOC110181528|XP_020804965.1|DSER
OG0000888	LOC115768071|XP_030568386.1|DNOV	LOC110178816|XP_020801737.1|DSER, LOC110178719|XP_020801582.1|DSER, LOC110178720|XP_020801583.1|DSER
OG0000889	LOC115770289|XP_030571384.1|DNOV	LOC110190342|XP_020816401.1|DSER
OG0000890	LOC115762706|XP_030560894.1|DNOV	LOC110177323|XP_020799659.1|DSER
OG0000891	LOC115759711|XP_030556571.1|DNOV	LOC110184987|XP_020809298.1|DSER
OG0000892	LOC115770507|XP_030571666.1|DNOV	LOC110184645|XP_020808905.1|DSER
OG0000893	LOC115761506|XP_030559134.1|DNOV	LOC110188553|XP_020813970.1|DSER
OG0000894	LOC115763763|XP_030562337.1|DNOV	LOC110191855|XP_020818492.1|DSER
OG0000894	LOC115759580|XP_030556408.1|DNOV	LOC110177192|XP_020799446.1|DSER
OG0000895	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV	LOC110179750|XP_020803029.1|DSER, LOC110179729|XP_020803008.1|DSER, LOC110179740|XP_020803018.1|DSER
OG0000896	LOC115766476|XP_030566283.1|DNOV	LOC110179542|XP_020802781.1|DSER
OG0000897	LOC115765748|XP_030565270.1|DNOV	LOC110186216|XP_020810938.1|DSER
OG0000897	LOC115765750|XP_030565272.1|DNOV	LOC110186217|XP_020810939.1|DSER
OG0000898	LOC115760862|XP_030558276.1|DNOV, LOC115760951|XP_030558395.1|DNOV	LOC110181308|XP_020804691.1|DSER, LOC110178240|XP_020800953.1|DSER
OG0000899	LOC115771858|XP_030573598.1|DNOV	LOC110185903|XP_020810575.1|DSER, LOC110185828|XP_020810497.1|DSER, LOC110181221|XP_020804574.1|DSER, LOC110185850|XP_020810520.1|DSER, LOC110185839|XP_020810510.1|DSER, LOC110184754|XP_020809046.1|DSER
OG0000900	LOC115763697|XP_030562248.1|DNOV	LOC110181215|XP_020804563.1|DSER
OG0000900	LOC115763601|XP_030562091.1|DNOV	LOC110179162|XP_020802219.1|DSER
OG0000901	LOC115760753|XP_030558095.1|DNOV	LOC110177783|XP_020800311.1|DSER, LOC110177818|XP_020800367.1|DSER
OG0000902	LOC115768513|XP_030568959.1|DNOV	LOC110184546|XP_020808780.1|DSER
OG0000902	LOC115768501|XP_030568947.1|DNOV	LOC110184571|XP_020808804.1|DSER
OG0000903	LOC115769745|XP_030570546.1|DNOV	LOC110187223|XP_020812282.1|DSER
OG0000904	LOC115769354|XP_030569988.1|DNOV	LOC110182764|XP_020806540.1|DSER, LOC110182766|XP_020806541.1|DSER, LOC110182783|XP_020806568.1|DSER
OG0000906	LOC115762240|XP_030560243.1|DNOV, LOC115762347|XP_030560374.1|DNOV	LOC110178768|XP_020801670.1|DSER
OG0000907	LOC115761045|XP_030558522.1|DNOV	LOC110191514|XP_020818040.1|DSER
OG0000909	LOC115764668|XP_030563716.1|DNOV	LOC110188066|XP_020813276.1|DSER
OG0000910	LOC115768798|XP_030569354.1|DNOV	LOC110186495|XP_020811349.1|DSER
OG0000911	LOC115761073|XP_030558552.1|DNOV	LOC110182053|XP_020805668.1|DSER, LOC110190550|XP_020816764.1|DSER
OG0000912	LOC115769805|XP_030570633.1|DNOV	LOC110179982|XP_020803231.1|DSER
OG0000913	LOC115770359|XP_030571461.1|DNOV	LOC110190681|XP_020816950.1|DSER
OG0000914	LOC115761058|XP_030558533.1|DNOV	LOC110178357|XP_020801149.1|DSER
OG0000915	LOC115760600|XP_030557939.1|DNOV	LOC110176347|XP_020798334.1|DSER
OG0000916	LOC115759735|XP_030556616.1|DNOV	LOC110176819|XP_020798927.1|DSER
OG0000917	LOC115758376|XP_030554838.1|DNOV	LOC110184978|XP_020809287.1|DSER
OG0000918	LOC115763612|XP_030562099.1|DNOV	LOC110183429|XP_020807369.1|DSER, LOC110179401|XP_020802584.1|DSER, LOC110181166|XP_020804499.1|DSER
OG0000920	LOC115771319|XP_030572843.1|DNOV	LOC110176007|XP_020797871.1|DSER
OG0000921	LOC115768470|XP_030568903.1|DNOV	LOC110180162|XP_020803476.1|DSER, LOC110180128|XP_020803428.1|DSER, LOC110180169|XP_020803487.1|DSER
OG0000922	LOC115762555|XP_030560691.1|DNOV	LOC110183692|XP_020807690.1|DSER
OG0000923	LOC115763642|XP_030562137.1|DNOV	LOC110178928|XP_020801878.1|DSER, LOC110187921|XP_020813091.1|DSER
OG0000924	LOC115767794|XP_030567985.1|DNOV	LOC110178852|XP_020801770.1|DSER
OG0000925	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV	LOC110186884|XP_020811843.1|DSER
OG0000926	LOC115765608|XP_030565119.1|DNOV	LOC110191915|XP_020818559.1|DSER
OG0000926	LOC115766110|XP_030565790.1|DNOV	LOC110191835|XP_020818459.1|DSER
OG0000927	LOC115764025|XP_030562717.1|DNOV	LOC110186825|XP_020811771.1|DSER
OG0000927	LOC115764029|XP_030562720.1|DNOV	LOC110186603|XP_020811493.1|DSER
OG0000928	LOC115763256|XP_030561596.1|DNOV	LOC110181418|XP_020804818.1|DSER, LOC110179867|XP_020803126.1|DSER, LOC110181438|XP_020804840.1|DSER, LOC110179869|XP_020803128.1|DSER
OG0000929	LOC115759065|XP_030555753.1|DNOV	LOC110184904|XP_020809209.1|DSER
OG0000929	LOC115759109|XP_030555809.1|DNOV	LOC110184903|XP_020809207.1|DSER
OG0000930	LOC115770397|XP_030571509.1|DNOV, LOC115770419|XP_030571545.1|DNOV	LOC110190660|XP_020816920.1|DSER, LOC110190770|XP_020817060.1|DSER, LOC110190732|XP_020817013.1|DSER
OG0000931	LOC115766594|XP_030566441.1|DNOV	LOC110177956|XP_020800605.1|DSER
OG0000932	LOC115765522|XP_030565000.1|DNOV	LOC110178565|XP_020801396.1|DSER
OG0000933	LOC115762318|XP_030560344.1|DNOV	LOC110182975|XP_020806827.1|DSER
OG0000933	LOC115762317|XP_030560343.1|DNOV	LOC110182971|XP_020806824.1|DSER
OG0000934	LOC115771300|XP_030572798.1|DNOV	LOC110176216|XP_020798154.1|DSER, LOC110180242|XP_020803559.1|DSER
OG0000935	LOC115757716|XP_030553938.1|DNOV	LOC110184806|XP_020809106.1|DSER
OG0000936	LOC115765169|XP_030564449.1|DNOV	LOC110179559|XP_020802800.1|DSER
OG0000937	LOC115772064|XP_030573870.1|DNOV	LOC110186770|XP_020811692.1|DSER
OG0000938	LOC115767738|XP_030567910.1|DNOV	LOC110187021|XP_020812044.1|DSER
OG0000939	LOC115758914|XP_030555571.1|DNOV	LOC110176875|XP_020799010.1|DSER
OG0000940	LOC115764425|XP_030563283.1|DNOV	LOC110178024|XP_020800698.1|DSER
OG0000940	LOC115765814|XP_030565396.1|DNOV	LOC110178740|XP_020801627.1|DSER
OG0000941	LOC115765440|XP_030564865.1|DNOV	LOC110184374|XP_020808532.1|DSER
OG0000942	LOC115767526|XP_030567676.1|DNOV	LOC110189909|XP_020815833.1|DSER
OG0000943	LOC115765305|XP_030564672.1|DNOV	LOC110180258|XP_020803573.1|DSER
OG0000944	LOC115765134|XP_030564390.1|DNOV	LOC110179445|XP_020802650.1|DSER
OG0000945	LOC115762566|XP_030560709.1|DNOV	LOC110178660|XP_020801515.1|DSER, LOC110178661|XP_020801516.1|DSER
OG0000946	LOC115758970|XP_030555633.1|DNOV	LOC110176806|XP_020798903.1|DSER
OG0000947	LOC115758051|XP_030554427.1|DNOV	LOC110191660|XP_020818217.1|DSER
OG0000948	LOC115771061|XP_030572472.1|DNOV	LOC110177609|XP_020800067.1|DSER
OG0000949	LOC115766829|XP_030566725.1|DNOV	LOC110182551|XP_020806256.1|DSER
OG0000950	LOC115768133|XP_030568489.1|DNOV	LOC110180105|XP_020803396.1|DSER
OG0000950	LOC115761729|XP_030559472.1|DNOV	LOC110188413|XP_020813796.1|DSER
OG0000951	LOC115757725|XP_030553950.1|DNOV	LOC110189023|XP_020814646.1|DSER
OG0000951	LOC115767403|XP_030567528.1|DNOV	LOC110188629|XP_020814061.1|DSER
OG0000952	LOC115759288|XP_030556049.1|DNOV	LOC110184999|XP_020809312.1|DSER
OG0000954	LOC115767411|XP_030567546.1|DNOV, LOC115767412|XP_030567548.1|DNOV	LOC110189617|XP_020815415.1|DSER
OG0000955	LOC115761492|XP_030559118.1|DNOV	LOC110185860|XP_020810531.1|DSER
OG0000955	LOC115761493|XP_030559120.1|DNOV	LOC110185870|XP_020810543.1|DSER
OG0000956	LOC115759481|XP_030556274.1|DNOV	LOC110188391|XP_020813772.1|DSER
OG0000956	LOC115759660|XP_030556516.1|DNOV	LOC110188557|XP_020813975.1|DSER
OG0000957	LOC115764069|XP_030562780.1|DNOV	LOC110177922|XP_020800561.1|DSER
OG0000957	LOC115764102|XP_030562818.1|DNOV	LOC110177927|XP_020800566.1|DSER
OG0000958	LOC115764524|XP_030563482.1|DNOV	LOC110188130|XP_020813376.1|DSER, LOC110176075|XP_020797956.1|DSER, LOC110180245|XP_020803561.1|DSER
OG0000959	LOC115763421|XP_030561839.1|DNOV	LOC110185232|XP_020809625.1|DSER
OG0000960	LOC115768905|XP_030569483.1|DNOV, LOC115767670|XP_030567820.1|DNOV, LOC115771279|XP_030572759.1|DNOV, LOC115771280|XP_030572761.1|DNOV	LOC110182189|XP_020805857.1|DSER
OG0000961	LOC115771500|XP_030573086.1|DNOV	LOC110189861|XP_020815739.1|DSER
OG0000961	LOC115771497|XP_030573082.1|DNOV	LOC110189859|XP_020815737.1|DSER
OG0000963	LOC115767101|XP_030567109.1|DNOV	LOC110182642|XP_020806370.1|DSER
OG0000964	LOC115757851|XP_030554145.1|DNOV	LOC110176313|XP_020798287.1|DSER
OG0000965	LOC115767305|XP_030567401.1|DNOV	LOC110184194|XP_020808284.1|DSER
OG0000966	LOC115757834|XP_030554126.1|DNOV	LOC110186607|XP_020811498.1|DSER
OG0000968	LOC115762588|XP_030560735.1|DNOV, LOC115762711|XP_030560896.1|DNOV	LOC110187148|XP_020812224.1|DSER
OG0000969	LOC115771782|XP_030573505.1|DNOV	LOC110179188|XP_020802261.1|DSER
OG0000970	LOC115765057|XP_030564290.1|DNOV	LOC110177435|XP_020799820.1|DSER, LOC110177436|XP_020799822.1|DSER
OG0000971	LOC115763091|XP_030561389.1|DNOV	LOC110179782|XP_020803054.1|DSER, LOC110184905|XP_020809210.1|DSER
OG0000972	LOC115767644|XP_030567791.1|DNOV	LOC110184722|XP_020809008.1|DSER
OG0000973	LOC115767875|XP_030568096.1|DNOV	LOC110182558|XP_020806269.1|DSER
OG0000974	LOC115770491|XP_030571638.1|DNOV	LOC110178643|XP_020801494.1|DSER
OG0000975	LOC115767892|XP_030568120.1|DNOV	LOC110186308|XP_020811089.1|DSER
OG0000976	LOC115766186|XP_030565889.1|DNOV	LOC110177225|XP_020799505.1|DSER
OG0000976	LOC115766187|XP_030565891.1|DNOV	LOC110177226|XP_020799506.1|DSER
OG0000977	LOC115766246|XP_030565969.1|DNOV, LOC115766032|XP_030565663.1|DNOV	LOC110188650|XP_020814086.1|DSER
OG0000978	LOC115770945|XP_030572263.1|DNOV	LOC110191641|XP_020818190.1|DSER, LOC110177422|XP_020799799.1|DSER
OG0000979	LOC115760923|XP_030558358.1|DNOV	LOC110176012|XP_020797880.1|DSER
OG0000980	LOC115771863|XP_030573603.1|DNOV	LOC110186935|XP_020811925.1|DSER
OG0000980	LOC115768646|XP_030569178.1|DNOV	LOC110191195|XP_020817623.1|DSER
OG0000981	LOC115759927|XP_030556924.1|DNOV	LOC110183369|XP_020807290.1|DSER
OG0000982	LOC115766146|XP_030565842.1|DNOV	LOC110186816|XP_020811761.1|DSER
OG0000984	LOC115765544|XP_030565029.1|DNOV, LOC115759322|XP_030556093.1|DNOV	LOC110185886|XP_020810557.1|DSER
OG0000985	LOC115765030|XP_030564292.1|DNOV, LOC115764897|XP_030564088.1|DNOV	LOC110190929|XP_020817252.1|DSER
OG0000985	LOC115770351|XP_030571448.1|DNOV	LOC110190930|XP_020817253.1|DSER
OG0000986	LOC115760282|XP_030557412.1|DNOV	LOC110181160|XP_020804494.1|DSER, LOC110181162|XP_020804496.1|DSER
OG0000986	LOC115759122|XP_030555826.1|DNOV	LOC110185026|XP_020809337.1|DSER
OG0000987	LOC115763182|XP_030561500.1|DNOV	LOC110183765|XP_020807780.1|DSER
OG0000988	LOC115766557|XP_030566396.1|DNOV	LOC110177967|XP_020800618.1|DSER
OG0000988	LOC115760203|XP_030557297.1|DNOV	LOC110183982|XP_020807997.1|DSER
OG0000990	LOC115768138|XP_030568492.1|DNOV	LOC110180127|XP_020803426.1|DSER
OG0000991	LOC115771305|XP_030572802.1|DNOV	LOC110191984|XP_020818670.1|DSER
OG0000992	LOC115771830|XP_030573570.1|DNOV	LOC110191607|XP_020818153.1|DSER, LOC110191103|XP_020817509.1|DSER
OG0000993	LOC115761545|XP_030559187.1|DNOV	LOC110186182|XP_020810900.1|DSER, LOC110186175|XP_020810887.1|DSER
OG0000994	LOC115767620|XP_030567780.1|DNOV	LOC110181872|XP_020805454.1|DSER
OG0000995	LOC115764352|XP_030563170.1|DNOV	LOC110189848|XP_020815722.1|DSER
OG0000996	LOC115767070|XP_030567070.1|DNOV, LOC115762299|XP_030560326.1|DNOV	LOC110178273|XP_020800998.1|DSER
OG0000997	LOC115760733|XP_030558068.1|DNOV	LOC110189343|XP_020815045.1|DSER
OG0000998	LOC115762950|XP_030561197.1|DNOV	LOC110184497|XP_020808710.1|DSER
OG0000999	LOC115768360|XP_030568788.1|DNOV	LOC110183542|XP_020807500.1|DSER
OG0001000	LOC115759730|XP_030556652.1|DNOV	LOC110188914|XP_020814494.1|DSER
OG0001001	LOC115762352|XP_030560381.1|DNOV	LOC110177734|XP_020800246.1|DSER
OG0001002	LOC115767715|XP_030567879.1|DNOV	LOC110178122|XP_020800801.1|DSER
OG0001003	LOC115761908|XP_030559786.1|DNOV	LOC110185350|XP_020809787.1|DSER, LOC110177019|XP_020799191.1|DSER
OG0001004	LOC115770581|XP_030571766.1|DNOV	LOC110187940|XP_020813114.1|DSER
OG0001005	LOC115767970|XP_030568228.1|DNOV	LOC110181430|XP_020804832.1|DSER, LOC110181815|XP_020805366.1|DSER
OG0001006	LOC115771542|XP_030573141.1|DNOV	LOC110188543|XP_020813959.1|DSER, LOC110179033|XP_020802046.1|DSER
OG0001007	LOC115766795|XP_030566678.1|DNOV, LOC115762644|XP_030560810.1|DNOV	LOC110179412|XP_020802599.1|DSER
OG0001008	LOC115765122|XP_030564378.1|DNOV	LOC110176491|XP_020798524.1|DSER, LOC110184258|XP_020808381.1|DSER
OG0001009	LOC115765712|XP_030565233.1|DNOV	LOC110191050|XP_020817434.1|DSER
OG0001010	LOC115765542|XP_030565027.1|DNOV	LOC110177091|XP_020799278.1|DSER
OG0001011	LOC115767852|XP_030568065.1|DNOV	LOC110179116|XP_020802166.1|DSER
OG0001011	LOC115760236|XP_030557350.1|DNOV	LOC110187231|XP_020812288.1|DSER
OG0001012	LOC115767772|XP_030567957.1|DNOV, LOC115767752|XP_030567928.1|DNOV	LOC110187146|XP_020812219.1|DSER, LOC110187145|XP_020812218.1|DSER
OG0001013	LOC115770296|XP_030571392.1|DNOV	LOC110179024|XP_020802029.1|DSER
OG0001013	LOC115770074|XP_030571034.1|DNOV	LOC110178569|XP_020801401.1|DSER
OG0001014	LOC115769330|XP_030569948.1|DNOV	LOC110178988|XP_020801962.1|DSER
OG0001014	LOC115769336|XP_030569959.1|DNOV	LOC110178917|XP_020801858.1|DSER
OG0001015	LOC115765392|XP_030564781.1|DNOV	LOC110179053|XP_020802070.1|DSER
OG0001015	LOC115765303|XP_030564659.1|DNOV	LOC110179052|XP_020802069.1|DSER
OG0001016	LOC115758921|XP_030555580.1|DNOV, LOC115767291|XP_030567383.1|DNOV	LOC110191944|XP_020818623.1|DSER, LOC110182078|XP_020805719.1|DSER
OG0001017	LOC115764481|XP_030563419.1|DNOV	LOC110182104|XP_020805752.1|DSER
OG0001018	LOC115764663|XP_030563710.1|DNOV	LOC110188589|XP_020814011.1|DSER, LOC110179688|XP_020802957.1|DSER, LOC110185547|XP_020810123.1|DSER
OG0001019	LOC115771891|XP_030573635.1|DNOV	LOC110186747|XP_020811669.1|DSER
OG0001020	LOC115764381|XP_030563202.1|DNOV	LOC110176011|XP_020797875.1|DSER
OG0001021	LOC115759300|XP_030556063.1|DNOV	LOC110185566|XP_020810149.1|DSER
OG0001021	LOC115759299|XP_030556062.1|DNOV	LOC110185915|XP_020810586.1|DSER
OG0001022	LOC115766271|XP_030565995.1|DNOV	LOC110181686|XP_020805186.1|DSER
OG0001024	LOC115771783|XP_030573503.1|DNOV	LOC110186575|XP_020811446.1|DSER
OG0001025	LOC115771104|XP_030572523.1|DNOV	LOC110187080|XP_020812142.1|DSER
OG0001026	LOC115769629|XP_030570397.1|DNOV, LOC115760702|XP_030558027.1|DNOV	LOC110182964|XP_020806815.1|DSER
OG0001027	LOC115770134|XP_030571135.1|DNOV	LOC110185189|XP_020809570.1|DSER
OG0001028	LOC115763130|XP_030561434.1|DNOV	LOC110183134|XP_020806983.1|DSER
OG0001029	LOC115765907|XP_030565512.1|DNOV	LOC110177097|XP_020799295.1|DSER
OG0001031	LOC115759029|XP_030555704.1|DNOV	LOC110185133|XP_020809489.1|DSER
OG0001032	LOC115758458|XP_030554987.1|DNOV	LOC110191705|XP_020818280.1|DSER, LOC110184513|XP_020808734.1|DSER
OG0001033	LOC115758269|XP_030554692.1|DNOV	LOC110180411|XP_020803734.1|DSER, LOC110191925|XP_020818589.1|DSER
OG0001034	LOC115770297|XP_030571393.1|DNOV	LOC110190187|XP_020816194.1|DSER
OG0001035	LOC115764280|XP_030563069.1|DNOV	LOC110180367|XP_020803691.1|DSER
OG0001035	LOC115764347|XP_030563165.1|DNOV	LOC110180365|XP_020803690.1|DSER
OG0001037	LOC115770422|XP_030571548.1|DNOV, LOC115770423|XP_030571552.1|DNOV	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER
OG0001038	LOC115763813|XP_030562424.1|DNOV	LOC110187888|XP_020813033.1|DSER
OG0001042	LOC115772074|XP_030573884.1|DNOV	LOC110186562|XP_020811426.1|DSER
OG0001043	LOC115764278|XP_030563067.1|DNOV	LOC110179448|XP_020802655.1|DSER
OG0001044	LOC115759661|XP_030556521.1|DNOV	LOC110179622|XP_020802892.1|DSER
OG0001045	LOC115758514|XP_030555069.1|DNOV	LOC110177707|XP_020800205.1|DSER
OG0001046	LOC115764786|XP_030563891.1|DNOV	LOC110191181|XP_020817606.1|DSER
OG0001047	LOC115764540|XP_030563513.1|DNOV, LOC115760435|XP_030557608.1|DNOV, LOC115760469|XP_030557659.1|DNOV, LOC115760436|XP_030557609.1|DNOV	LOC110176237|XP_020798197.1|DSER, LOC110180086|XP_020803372.1|DSER, LOC110179213|XP_020802306.1|DSER
OG0001048	LOC115762327|XP_030560356.1|DNOV	LOC110177668|XP_020800149.1|DSER
OG0001049	LOC115760066|XP_030557106.1|DNOV	LOC110182684|XP_020806435.1|DSER
OG0001049	LOC115766976|XP_030566931.1|DNOV	LOC110190262|XP_020816286.1|DSER
OG0001050	LOC115765802|XP_030565366.1|DNOV	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER
OG0001051	LOC115759360|XP_030556142.1|DNOV	LOC110177900|XP_020800528.1|DSER
OG0001052	LOC115758575|XP_030555150.1|DNOV	LOC110183831|XP_020807843.1|DSER
OG0001053	LOC115768388|XP_030568818.1|DNOV	LOC110176117|XP_020798013.1|DSER
OG0001054	LOC115761206|XP_030558750.1|DNOV	LOC110177291|XP_020799612.1|DSER
OG0001055	LOC115766081|XP_030565744.1|DNOV, LOC115766080|XP_030565743.1|DNOV	LOC110186865|XP_020811817.1|DSER, LOC110186425|XP_020811266.1|DSER
OG0001056	LOC115767764|XP_030567946.1|DNOV	LOC110190878|XP_020817194.1|DSER, LOC110179638|XP_020802909.1|DSER
OG0001057	LOC115768549|XP_030569019.1|DNOV	LOC110181079|XP_020804407.1|DSER
OG0001057	LOC115762992|XP_030561238.1|DNOV	LOC110183748|XP_020807763.1|DSER
OG0001058	LOC115769086|XP_030569658.1|DNOV	LOC110179596|XP_020802854.1|DSER, LOC110179597|XP_020802855.1|DSER, LOC110176000|XP_020797858.1|DSER, LOC110184134|XP_020808201.1|DSER, LOC110179617|XP_020802884.1|DSER, LOC110176107|XP_020798005.1|DSER, LOC110175999|XP_020797856.1|DSER, LOC110176058|XP_020797931.1|DSER, LOC110181617|XP_020805080.1|DSER, LOC110181619|XP_020805082.1|DSER, LOC110181620|XP_020805087.1|DSER, LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER
OG0001059	LOC115769107|XP_030569680.1|DNOV	LOC110178933|XP_020801884.1|DSER
OG0001060	LOC115765707|XP_030565228.1|DNOV	LOC110189498|XP_020815265.1|DSER
OG0001061	LOC115761695|XP_030559424.1|DNOV	LOC110188490|XP_020813879.1|DSER, LOC110188491|XP_020813880.1|DSER
OG0001062	LOC115757693|XP_030553893.1|DNOV	LOC110188781|XP_020814291.1|DSER
OG0001063	LOC115767378|XP_030567498.1|DNOV	LOC110182188|XP_020805855.1|DSER
OG0001064	LOC115767336|XP_030567446.1|DNOV	LOC110180209|XP_020803524.1|DSER
OG0001064	LOC115768815|XP_030569373.1|DNOV	LOC110184590|XP_020808840.1|DSER
OG0001065	LOC115759430|XP_030556201.1|DNOV	LOC110181416|XP_020804816.1|DSER
OG0001066	LOC115768995|XP_030569563.1|DNOV	LOC110185507|XP_020810061.1|DSER, LOC110180200|XP_020803512.1|DSER
OG0001067	LOC115769272|XP_030569843.1|DNOV	LOC110185836|XP_020810502.1|DSER
OG0001067	LOC115769274|XP_030569846.1|DNOV	LOC110185838|XP_020810504.1|DSER
OG0001068	LOC115769458|XP_030570131.1|DNOV	LOC110176304|XP_020798284.1|DSER
OG0001068	LOC115766059|XP_030565708.1|DNOV	LOC110178886|XP_020801818.1|DSER
OG0001069	LOC115757916|XP_030554235.1|DNOV, LOC115766548|XP_030566380.1|DNOV	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER
OG0001072	LOC115770131|XP_030571128.1|DNOV	LOC110179032|XP_020802045.1|DSER
OG0001073	LOC115772095|XP_030573916.1|DNOV	LOC110186981|XP_020811993.1|DSER
OG0001074	LOC115760974|XP_030558435.1|DNOV	LOC110179292|XP_020802475.1|DSER
OG0001075	LOC115767123|XP_030567142.1|DNOV	LOC110190549|XP_020816758.1|DSER
OG0001077	LOC115760378|XP_030557533.1|DNOV	LOC110180480|XP_020803823.1|DSER
OG0001078	LOC115766335|XP_030566088.1|DNOV	LOC110181859|XP_020805437.1|DSER
OG0001079	LOC115762600|XP_030560752.1|DNOV	LOC110183567|XP_020807532.1|DSER
OG0001080	LOC115769697|XP_030570482.1|DNOV	LOC110188394|XP_020813775.1|DSER
OG0001081	LOC115765474|XP_030564917.1|DNOV, LOC115760540|XP_030557784.1|DNOV	LOC110188255|XP_020813599.1|DSER
OG0001082	LOC115762508|XP_030560609.1|DNOV	LOC110182906|XP_020806724.1|DSER
OG0001083	LOC115767161|XP_030567201.1|DNOV	LOC110187069|XP_020812118.1|DSER, LOC110190515|XP_020816706.1|DSER
