Orthogroup	DNOV.longest_only	SLEB.longest_only
OG0000564	LOC115769840|XP_030570674.1|DNOV	LOC115623105|XP_030373171.1|SLEB
OG0000564	LOC115769492|XP_030570170.1|DNOV	LOC115622510|XP_030372323.1|SLEB
OG0000566	LOC115764955|XP_030564136.1|DNOV	LOC115625079|XP_030375829.1|SLEB
OG0000566	LOC115769708|XP_030570497.1|DNOV	LOC115622614|XP_030372474.1|SLEB
OG0000567	LOC115768671|XP_030569213.1|DNOV	LOC115628870|XP_030380986.1|SLEB
OG0000567	LOC115768837|XP_030569394.1|DNOV	LOC115628899|XP_030381018.1|SLEB
OG0000568	LOC115771675|XP_030573349.1|DNOV	LOC115620709|XP_030369944.1|SLEB
OG0000569	LOC115759518|XP_030556323.1|DNOV	LOC115620436|XP_030369524.1|SLEB
OG0000569	LOC115760392|XP_030557552.1|DNOV	LOC115628654|XP_030380682.1|SLEB
OG0000570	LOC115772021|XP_030573814.1|DNOV	LOC115625135|XP_030375914.1|SLEB
OG0000570	LOC115771916|XP_030573667.1|DNOV	LOC115625181|XP_030376006.1|SLEB
OG0000571	LOC115771991|XP_030573773.1|DNOV	LOC115620833|XP_030370125.1|SLEB
OG0000571	LOC115759578|XP_030556406.1|DNOV	LOC115621121|XP_030370525.1|SLEB
OG0000572	LOC115761345|XP_030558946.1|DNOV	LOC115621322|XP_030370800.1|SLEB
OG0000572	LOC115761689|XP_030559407.1|DNOV	LOC115620609|XP_030369783.1|SLEB
OG0000573	LOC115768072|XP_030568394.1|DNOV	LOC115632462|XP_030385479.1|SLEB
OG0000573	LOC115762118|XP_030560082.1|DNOV	LOC115625591|XP_030376570.1|SLEB
OG0000574	LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV	LOC115632504|XP_030385552.1|SLEB
OG0000575	LOC115770177|XP_030571197.1|DNOV	LOC115624630|XP_030375246.1|SLEB
OG0000575	LOC115770358|XP_030571459.1|DNOV	LOC115624639|XP_030375267.1|SLEB
OG0000576	LOC115761386|XP_030558999.1|DNOV	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB
OG0000577	LOC115760218|XP_030557330.1|DNOV	LOC115631048|XP_030383541.1|SLEB
OG0000577	LOC115765905|XP_030565510.1|DNOV	LOC115630934|XP_030383361.1|SLEB
OG0000578	LOC115758634|XP_030555229.1|DNOV	LOC115630624|XP_030383119.1|SLEB
OG0000578	LOC115757944|XP_030554275.1|DNOV	LOC115624580|XP_030375178.1|SLEB
OG0000579	LOC115764642|XP_030563675.1|DNOV	LOC115621378|XP_030370867.1|SLEB
OG0000579	LOC115767968|XP_030568230.1|DNOV	LOC115622675|XP_030372549.1|SLEB
OG0000580	LOC115766092|XP_030565762.1|DNOV	LOC115624313|XP_030374798.1|SLEB
OG0000580	LOC115766091|XP_030565761.1|DNOV	LOC115623669|XP_030373995.1|SLEB
OG0000581	LOC115763627|XP_030562110.1|DNOV	LOC115624401|XP_030374991.1|SLEB
OG0000581	LOC115765298|XP_030564649.1|DNOV	LOC115627719|XP_030379324.1|SLEB
OG0000582	LOC115770374|XP_030571483.1|DNOV	LOC115623225|XP_030373327.1|SLEB
OG0000582	LOC115757931|XP_030554257.1|DNOV	LOC115629425|XP_030381740.1|SLEB
OG0000583	LOC115761064|XP_030558542.1|DNOV	LOC115634436|XP_030388003.1|SLEB
OG0000584	LOC115763254|XP_030561594.1|DNOV	LOC115626476|XP_030377720.1|SLEB
OG0000584	LOC115763255|XP_030561595.1|DNOV, LOC115763253|XP_030561593.1|DNOV	LOC115626504|XP_030377749.1|SLEB, LOC115631930|XP_030384641.1|SLEB
OG0000585	LOC115762696|XP_030560878.1|DNOV, LOC115762714|XP_030560899.1|DNOV	LOC115622461|XP_030372266.1|SLEB
OG0000586	LOC115764462|XP_030563362.1|DNOV, LOC115764461|XP_030563361.1|DNOV	LOC115624710|XP_030375394.1|SLEB
OG0000590	LOC115761355|XP_030558962.1|DNOV	LOC115621604|XP_030371157.1|SLEB
OG0000590	LOC115768443|XP_030568862.1|DNOV	LOC115628967|XP_030381105.1|SLEB
OG0000592	LOC115761102|XP_030558589.1|DNOV	LOC115620051|XP_030369040.1|SLEB
OG0000592	LOC115758537|XP_030555093.1|DNOV	LOC115634746|XP_030388498.1|SLEB
OG0000593	LOC115757838|XP_030554131.1|DNOV	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB
OG0000594	LOC115763974|XP_030562637.1|DNOV	LOC115620678|XP_030369902.1|SLEB
OG0000594	LOC115763849|XP_030562478.1|DNOV	LOC115623706|XP_030374044.1|SLEB
OG0000595	LOC115761760|XP_030559527.1|DNOV	LOC115625556|XP_030376508.1|SLEB
OG0000595	LOC115771804|XP_030573535.1|DNOV	LOC115620820|XP_030370108.1|SLEB
OG0000596	LOC115767045|XP_030567036.1|DNOV	LOC115626832|XP_030378173.1|SLEB
OG0000597	LOC115771692|XP_030573368.1|DNOV	LOC115621009|XP_030370388.1|SLEB
OG0000598	LOC115761686|XP_030559401.1|DNOV	LOC115621982|XP_030371694.1|SLEB
OG0000599	LOC115770492|XP_030571639.1|DNOV	LOC115622412|XP_030372206.1|SLEB
OG0000600	LOC115760648|XP_030557971.1|DNOV	LOC115632442|XP_030385460.1|SLEB
OG0000600	LOC115760647|XP_030557969.1|DNOV	LOC115633704|XP_030387024.1|SLEB
OG0000601	LOC115763067|XP_030561352.1|DNOV	LOC115633839|XP_030387190.1|SLEB
OG0000601	LOC115759310|XP_030556076.1|DNOV	LOC115626624|XP_030377888.1|SLEB
OG0000602	LOC115763385|XP_030561785.1|DNOV	LOC115626085|XP_030377198.1|SLEB
OG0000603	LOC115758767|XP_030555389.1|DNOV	LOC115628477|XP_030380458.1|SLEB
OG0000604	LOC115765575|XP_030565084.1|DNOV	LOC115630657|XP_030383158.1|SLEB
OG0000604	LOC115763492|XP_030561943.1|DNOV	LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB
OG0000605	LOC115758622|XP_030555215.1|DNOV	LOC115630512|XP_030382973.1|SLEB
OG0000606	LOC115768629|XP_030569153.1|DNOV	LOC115620195|XP_030369188.1|SLEB
OG0000607	LOC115771972|XP_030573752.1|DNOV	LOC115620885|XP_030370225.1|SLEB
OG0000607	LOC115764740|XP_030563816.1|DNOV	LOC115624393|XP_030374965.1|SLEB
OG0000608	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV	LOC115625074|XP_030375822.1|SLEB
OG0000608	LOC115770592|XP_030571782.1|DNOV	LOC115625574|XP_030376535.1|SLEB
OG0000609	LOC115758773|XP_030555398.1|DNOV, LOC115758774|XP_030555400.1|DNOV	LOC115627917|XP_030379671.1|SLEB
OG0000610	LOC115771517|XP_030573112.1|DNOV, LOC115759603|XP_030556437.1|DNOV	LOC115623312|XP_030373437.1|SLEB
OG0000611	LOC115763834|XP_030562457.1|DNOV	LOC115629627|XP_030381991.1|SLEB
OG0000611	LOC115761023|XP_030558497.1|DNOV	LOC115626533|XP_030377776.1|SLEB
OG0000612	LOC115768752|XP_030569303.1|DNOV	LOC115623041|XP_030373078.1|SLEB, LOC115622314|XP_030372080.1|SLEB
OG0000614	LOC115764261|XP_030563041.1|DNOV	LOC115629316|XP_030381621.1|SLEB
OG0000615	LOC115767103|XP_030567110.1|DNOV	LOC115627692|XP_030379295.1|SLEB
OG0000615	LOC115759514|XP_030556318.1|DNOV	LOC115620406|XP_030369485.1|SLEB
OG0000616	LOC115767085|XP_030567092.1|DNOV	LOC115627474|XP_030379011.1|SLEB
OG0000617	LOC115764853|XP_030563982.1|DNOV	LOC115621815|XP_030371461.1|SLEB
OG0000617	LOC115761587|XP_030559238.1|DNOV	LOC115620342|XP_030369403.1|SLEB
OG0000618	LOC115771748|XP_030573454.1|DNOV	LOC115622043|XP_030371775.1|SLEB
OG0000618	LOC115769684|XP_030570462.1|DNOV	LOC115621508|XP_030371040.1|SLEB
OG0000619	LOC115771528|XP_030573129.1|DNOV	LOC115634836|XP_030388617.1|SLEB
OG0000620	LOC115766391|XP_030566163.1|DNOV	LOC115627320|XP_030378822.1|SLEB
OG0000620	LOC115769605|XP_030570356.1|DNOV	LOC115633030|XP_030386227.1|SLEB
OG0000621	LOC115757747|XP_030554001.1|DNOV	LOC115620478|XP_030369572.1|SLEB
OG0000621	LOC115767786|XP_030567974.1|DNOV	LOC115627100|XP_030378516.1|SLEB
OG0000622	LOC115769599|XP_030570348.1|DNOV	LOC115622549|XP_030372376.1|SLEB
OG0000622	LOC115762639|XP_030560802.1|DNOV	LOC115632202|XP_030385111.1|SLEB
OG0000623	LOC115769962|XP_030570868.1|DNOV	LOC115624552|XP_030375137.1|SLEB
OG0000623	LOC115770846|XP_030572146.1|DNOV	LOC115628260|XP_030380139.1|SLEB
OG0000624	LOC115760780|XP_030558130.1|DNOV	LOC115633640|XP_030386940.1|SLEB
OG0000624	LOC115760781|XP_030558132.1|DNOV	LOC115633424|XP_030386743.1|SLEB
OG0000625	LOC115769323|XP_030569919.1|DNOV	LOC115622157|XP_030371885.1|SLEB
OG0000625	LOC115769831|XP_030570665.1|DNOV	LOC115622847|XP_030372788.1|SLEB
OG0000626	LOC115758212|XP_030554623.1|DNOV	LOC115634382|XP_030387926.1|SLEB
OG0000626	LOC115762154|XP_030560126.1|DNOV	LOC115634725|XP_030388467.1|SLEB
OG0000627	LOC115769818|XP_030570646.1|DNOV	LOC115633005|XP_030386190.1|SLEB
OG0000627	LOC115768585|XP_030569091.1|DNOV	LOC115628860|XP_030380971.1|SLEB
OG0000628	LOC115758606|XP_030555193.1|DNOV	LOC115630700|XP_030383212.1|SLEB
OG0000628	LOC115763927|XP_030562578.1|DNOV	LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB
OG0000629	LOC115770565|XP_030571737.1|DNOV, LOC115765848|XP_030565434.1|DNOV	LOC115628582|XP_030380626.1|SLEB
OG0000630	LOC115763504|XP_030561961.1|DNOV	LOC115626220|XP_030377378.1|SLEB
OG0000630	LOC115763485|XP_030561930.1|DNOV	LOC115625733|XP_030376744.1|SLEB
OG0000631	LOC115759001|XP_030555665.1|DNOV	LOC115626352|XP_030377562.1|SLEB
OG0000632	LOC115763534|XP_030562009.1|DNOV	LOC115630690|XP_030383200.1|SLEB
OG0000632	LOC115765855|XP_030565444.1|DNOV	LOC115630409|XP_030382802.1|SLEB
OG0000633	LOC115766079|XP_030565747.1|DNOV	LOC115623010|XP_030373041.1|SLEB
OG0000634	LOC115771370|XP_030572917.1|DNOV	LOC115629613|XP_030381969.1|SLEB, LOC115624560|XP_030375149.1|SLEB, LOC115627391|XP_030378905.1|SLEB
OG0000635	LOC115766554|XP_030566392.1|DNOV	LOC115620742|XP_030369999.1|SLEB
OG0000635	LOC115768292|XP_030568696.1|DNOV	LOC115629274|XP_030381560.1|SLEB
OG0000636	LOC115763543|XP_030562019.1|DNOV	LOC115626223|XP_030377382.1|SLEB
OG0000636	LOC115763397|XP_030561800.1|DNOV	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB
OG0000637	LOC115768912|XP_030569501.1|DNOV	LOC115627962|XP_030379716.1|SLEB
OG0000637	LOC115768688|XP_030569234.1|DNOV	LOC115627960|XP_030379713.1|SLEB
OG0000638	LOC115769000|XP_030569570.1|DNOV	LOC115627144|XP_030378581.1|SLEB
OG0000639	LOC115770014|XP_030570925.1|DNOV	LOC115633115|XP_030386361.1|SLEB
OG0000642	LOC115761891|XP_030559756.1|DNOV	LOC115632622|XP_030385714.1|SLEB
OG0000642	LOC115763418|XP_030561835.1|DNOV	LOC115626067|XP_030377180.1|SLEB
OG0000643	LOC115764835|XP_030563944.1|DNOV	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB
OG0000644	LOC115769555|XP_030570268.1|DNOV	LOC115631644|XP_030384315.1|SLEB
OG0000645	LOC115760115|XP_030557169.1|DNOV	LOC115630472|XP_030382903.1|SLEB
OG0000645	LOC115760112|XP_030557165.1|DNOV	LOC115630471|XP_030382902.1|SLEB
OG0000645	LOC115760114|XP_030557168.1|DNOV	LOC115630469|XP_030382899.1|SLEB
OG0000646	LOC115764060|XP_030562767.1|DNOV	LOC115620235|XP_030369240.1|SLEB
OG0000646	LOC115772117|XP_030573950.1|DNOV	LOC115621842|XP_030371513.1|SLEB
OG0000647	LOC115764010|XP_030562694.1|DNOV	LOC115621967|XP_030371674.1|SLEB
OG0000647	LOC115765430|XP_030564835.1|DNOV	LOC115629630|XP_030381990.1|SLEB
OG0000648	LOC115767228|XP_030567285.1|DNOV	LOC115627944|XP_030379697.1|SLEB
OG0000648	LOC115767239|XP_030567300.1|DNOV	LOC115627942|XP_030379695.1|SLEB
OG0000649	LOC115768703|XP_030569252.1|DNOV	LOC115627568|XP_030379152.1|SLEB
OG0000649	LOC115768709|XP_030569257.1|DNOV	LOC115627550|XP_030379125.1|SLEB
OG0000650	LOC115766763|XP_030566617.1|DNOV	LOC115627753|XP_030379398.1|SLEB
OG0000651	LOC115769937|XP_030570839.1|DNOV	LOC115632259|XP_030385191.1|SLEB
OG0000651	LOC115770493|XP_030571642.1|DNOV	LOC115622859|XP_030372803.1|SLEB
OG0000652	LOC115760696|XP_030558021.1|DNOV	LOC115628872|XP_030380991.1|SLEB
OG0000652	LOC115768610|XP_030569125.1|DNOV	LOC115629665|XP_030382040.1|SLEB
OG0000653	LOC115772125|XP_030573962.1|DNOV	LOC115620491|XP_030369592.1|SLEB
OG0000654	LOC115771191|XP_030572645.1|DNOV	LOC115628368|XP_030380304.1|SLEB
OG0000654	LOC115769884|XP_030570749.1|DNOV	LOC115632989|XP_030386166.1|SLEB
OG0000655	LOC115762138|XP_030560109.1|DNOV	LOC115621850|XP_030371563.1|SLEB
OG0000655	LOC115765880|XP_030565480.1|DNOV	LOC115630722|XP_030383235.1|SLEB
OG0000656	LOC115770642|XP_030571853.1|DNOV	LOC115623639|XP_030373943.1|SLEB
OG0000656	LOC115770906|XP_030572206.1|DNOV	LOC115627596|XP_030379180.1|SLEB
OG0000657	LOC115762627|XP_030560789.1|DNOV	LOC115624836|XP_030375543.1|SLEB
OG0000657	LOC115759823|XP_030556774.1|DNOV	LOC115631152|XP_030383683.1|SLEB
OG0000658	LOC115766487|XP_030566309.1|DNOV	LOC115627088|XP_030378498.1|SLEB
OG0000658	LOC115764653|XP_030563695.1|DNOV	LOC115626258|XP_030377426.1|SLEB
OG0000659	LOC115763486|XP_030561931.1|DNOV	LOC115625878|XP_030376954.1|SLEB
OG0000659	LOC115763450|XP_030561879.1|DNOV	LOC115626361|XP_030377571.1|SLEB
OG0000660	LOC115759751|XP_030556653.1|DNOV	LOC115631511|XP_030384136.1|SLEB
OG0000661	LOC115762829|XP_030561055.1|DNOV	LOC115622386|XP_030372170.1|SLEB
OG0000661	LOC115768557|XP_030569026.1|DNOV	LOC115630509|XP_030382967.1|SLEB
OG0000662	LOC115767147|XP_030567176.1|DNOV	LOC115632944|XP_030386100.1|SLEB
OG0000662	LOC115767098|XP_030567106.1|DNOV	LOC115627291|XP_030378783.1|SLEB
OG0000663	LOC115762215|XP_030560208.1|DNOV	LOC115627042|XP_030378440.1|SLEB
OG0000664	LOC115759057|XP_030555742.1|DNOV	LOC115626049|XP_030377161.1|SLEB
OG0000664	LOC115765328|XP_030564690.1|DNOV	LOC115629221|XP_030381490.1|SLEB
OG0000665	LOC115766037|XP_030565667.1|DNOV	LOC115623916|XP_030374332.1|SLEB
OG0000666	LOC115766534|XP_030566361.1|DNOV	LOC115624988|XP_030375715.1|SLEB
OG0000666	LOC115771368|XP_030572912.1|DNOV	LOC115627419|XP_030378949.1|SLEB
OG0000667	LOC115764289|XP_030563081.1|DNOV, LOC115766095|XP_030565764.1|DNOV	LOC115623576|XP_030373834.1|SLEB
OG0000668	LOC115760399|XP_030557560.1|DNOV	LOC115620304|XP_030369348.1|SLEB
OG0000668	LOC115764155|XP_030562891.1|DNOV	LOC115622050|XP_030371784.1|SLEB
OG0000669	LOC115766893|XP_030566825.1|DNOV	LOC115626945|XP_030378320.1|SLEB
OG0000669	LOC115766894|XP_030566826.1|DNOV	LOC115626693|XP_030377980.1|SLEB
OG0000670	LOC115766471|XP_030566275.1|DNOV	LOC115626707|XP_030378000.1|SLEB
OG0000671	LOC115771970|XP_030573742.1|DNOV	LOC115620863|XP_030370184.1|SLEB
OG0000671	LOC115771617|XP_030573255.1|DNOV	LOC115621283|XP_030370746.1|SLEB
OG0000672	LOC115765272|XP_030564622.1|DNOV	LOC115627870|XP_030379614.1|SLEB
OG0000672	LOC115768896|XP_030569471.1|DNOV	LOC115624926|XP_030375637.1|SLEB
OG0000673	LOC115768789|XP_030569346.1|DNOV	LOC115627417|XP_030378947.1|SLEB
OG0000673	LOC115769449|XP_030570122.1|DNOV	LOC115626494|XP_030377738.1|SLEB
OG0000675	LOC115768141|XP_030568496.1|DNOV	LOC115631118|XP_030383639.1|SLEB
OG0000675	LOC115768140|XP_030568495.1|DNOV	LOC115631609|XP_030384273.1|SLEB
OG0000677	LOC115770176|XP_030571196.1|DNOV	LOC115623186|XP_030373268.1|SLEB
OG0000677	LOC115771314|XP_030572829.1|DNOV	LOC115627739|XP_030379369.1|SLEB
OG0000678	LOC115764881|XP_030564019.1|DNOV	LOC115621186|XP_030370620.1|SLEB
OG0000678	LOC115765970|XP_030565583.1|DNOV	LOC115631717|XP_030384411.1|SLEB
OG0000679	LOC115767864|XP_030568082.1|DNOV	LOC115633757|XP_030387092.1|SLEB
OG0000680	LOC115766465|XP_030566261.1|DNOV	LOC115627844|XP_030379560.1|SLEB
OG0000681	LOC115764053|XP_030562760.1|DNOV	LOC115621828|XP_030371496.1|SLEB
OG0000681	LOC115767781|XP_030567970.1|DNOV	LOC115627476|XP_030379015.1|SLEB
OG0000683	LOC115763968|XP_030562627.1|DNOV	LOC115620499|XP_030369611.1|SLEB
OG0000684	LOC115763839|XP_030562459.1|DNOV	LOC115624151|XP_030374608.1|SLEB
OG0000684	LOC115772099|XP_030573921.1|DNOV	LOC115620565|XP_030369714.1|SLEB
OG0000685	LOC115767313|XP_030567413.1|DNOV	LOC115629499|XP_030381839.1|SLEB
OG0000685	LOC115764142|XP_030562875.1|DNOV	LOC115623675|XP_030374005.1|SLEB
OG0000686	LOC115760216|XP_030557331.1|DNOV	LOC115625171|XP_030375975.1|SLEB
OG0000686	LOC115768061|XP_030568363.1|DNOV	LOC115633274|XP_030386545.1|SLEB
OG0000687	LOC115766596|XP_030566443.1|DNOV	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB
OG0000687	LOC115769955|XP_030570860.1|DNOV	LOC115633169|XP_030386442.1|SLEB
OG0000688	LOC115761097|XP_030558580.1|DNOV	LOC115634831|XP_030388608.1|SLEB
OG0000689	LOC115760819|XP_030558197.1|DNOV	LOC115628671|XP_030380705.1|SLEB
OG0000689	LOC115760818|XP_030558195.1|DNOV	LOC115628661|XP_030380693.1|SLEB
OG0000690	LOC115768204|XP_030568576.1|DNOV	LOC115629307|XP_030381612.1|SLEB
OG0000691	LOC115763300|XP_030561651.1|DNOV	LOC115626605|XP_030377857.1|SLEB
OG0000691	LOC115770032|XP_030570954.1|DNOV	LOC115634680|XP_030388399.1|SLEB
OG0000692	LOC115762628|XP_030560790.1|DNOV	LOC115632633|XP_030385722.1|SLEB
OG0000693	LOC115767186|XP_030567237.1|DNOV	LOC115627792|XP_030379472.1|SLEB
OG0000693	LOC115763814|XP_030562426.1|DNOV	LOC115623630|XP_030373932.1|SLEB
OG0000694	LOC115766656|XP_030566480.1|DNOV	LOC115622249|XP_030372007.1|SLEB
OG0000695	LOC115759106|XP_030555805.1|DNOV	LOC115626345|XP_030377554.1|SLEB
OG0000695	LOC115759338|XP_030556117.1|DNOV	LOC115626555|XP_030377793.1|SLEB
OG0000696	LOC115760003|XP_030557021.1|DNOV	LOC115631207|XP_030383771.1|SLEB
OG0000697	LOC115764346|XP_030563164.1|DNOV, LOC115758904|XP_030555561.1|DNOV	LOC115626630|XP_030377894.1|SLEB
OG0000698	LOC115768551|XP_030569021.1|DNOV	LOC115631784|XP_030384478.1|SLEB
OG0000698	LOC115768548|XP_030569018.1|DNOV	LOC115631797|XP_030384494.1|SLEB
OG0000699	LOC115760027|XP_030557049.1|DNOV	LOC115631361|XP_030383939.1|SLEB
OG0000699	LOC115768643|XP_030569175.1|DNOV	LOC115621427|XP_030370939.1|SLEB
OG0000700	LOC115765977|XP_030565595.1|DNOV, LOC115759040|XP_030555722.1|DNOV	LOC115630522|XP_030382986.1|SLEB
OG0000701	LOC115760727|XP_030558061.1|DNOV	LOC115633828|XP_030387176.1|SLEB
OG0000701	LOC115766304|XP_030566041.1|DNOV	LOC115627353|XP_030378861.1|SLEB
OG0000702	LOC115763795|XP_030562386.1|DNOV	LOC115623432|XP_030373638.1|SLEB
OG0000702	LOC115763797|XP_030562393.1|DNOV	LOC115623431|XP_030373622.1|SLEB
OG0000703	LOC115763301|XP_030561652.1|DNOV	LOC115626522|XP_030377762.1|SLEB
OG0000703	LOC115760513|XP_030557734.1|DNOV	LOC115632207|XP_030385123.1|SLEB
OG0000704	LOC115765441|XP_030564867.1|DNOV	LOC115629751|XP_030382150.1|SLEB
OG0000704	LOC115772027|XP_030573817.1|DNOV	LOC115620514|XP_030369639.1|SLEB
OG0000705	LOC115769975|XP_030570893.1|DNOV	LOC115632166|XP_030385053.1|SLEB
OG0000706	LOC115767718|XP_030567883.1|DNOV	LOC115631541|XP_030384176.1|SLEB
OG0000706	LOC115767989|XP_030568250.1|DNOV	LOC115633220|XP_030386469.1|SLEB
OG0000707	LOC115766613|XP_030566464.1|DNOV	LOC115634062|XP_030387466.1|SLEB
OG0000707	LOC115765239|XP_030564556.1|DNOV	LOC115628046|XP_030379850.1|SLEB
OG0000708	LOC115768226|XP_030568613.1|DNOV	LOC115627708|XP_030379316.1|SLEB
OG0000708	LOC115768754|XP_030569301.1|DNOV	LOC115627653|XP_030379253.1|SLEB
OG0000709	LOC115772080|XP_030573893.1|DNOV	LOC115621323|XP_030370803.1|SLEB
OG0000709	LOC115765127|XP_030564382.1|DNOV	LOC115626872|XP_030378240.1|SLEB
OG0000710	LOC115761269|XP_030558842.1|DNOV	LOC115623330|XP_030373453.1|SLEB
OG0000710	LOC115760563|XP_030557829.1|DNOV	LOC115634159|XP_030387599.1|SLEB
OG0000711	LOC115770356|XP_030571454.1|DNOV	LOC115622779|XP_030372697.1|SLEB
OG0000711	LOC115766879|XP_030566804.1|DNOV	LOC115629865|XP_030382313.1|SLEB
OG0000712	LOC115763821|XP_030562431.1|DNOV	LOC115623932|XP_030374352.1|SLEB
OG0000712	LOC115763808|XP_030562412.1|DNOV	LOC115623732|XP_030374102.1|SLEB
OG0000713	LOC115764013|XP_030562700.1|DNOV	LOC115621208|XP_030370649.1|SLEB
OG0000713	LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV	LOC115628094|XP_030379931.1|SLEB
OG0000714	LOC115767258|XP_030567334.1|DNOV	LOC115633315|XP_030386605.1|SLEB
OG0000714	LOC115766920|XP_030566864.1|DNOV	LOC115623265|XP_030373395.1|SLEB
OG0000715	LOC115768376|XP_030568811.1|DNOV	LOC115623127|XP_030373195.1|SLEB
OG0000715	LOC115767911|XP_030568145.1|DNOV	LOC115623055|XP_030373093.1|SLEB
OG0000716	LOC115766904|XP_030566842.1|DNOV	LOC115633996|XP_030387379.1|SLEB
OG0000716	LOC115770095|XP_030571064.1|DNOV	LOC115624701|XP_030375377.1|SLEB
OG0000717	LOC115770325|XP_030571422.1|DNOV	LOC115632838|XP_030385954.1|SLEB
OG0000718	LOC115767954|XP_030568199.1|DNOV	LOC115627733|XP_030379356.1|SLEB
OG0000718	LOC115759744|XP_030556642.1|DNOV	LOC115627755|XP_030379400.1|SLEB
OG0000719	LOC115769501|XP_030570181.1|DNOV	LOC115622473|XP_030372276.1|SLEB
OG0000719	LOC115770340|XP_030571437.1|DNOV	LOC115622387|XP_030372171.1|SLEB
OG0000720	LOC115761607|XP_030559269.1|DNOV	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB
OG0000721	LOC115767978|XP_030568237.1|DNOV	LOC115633272|XP_030386540.1|SLEB
OG0000721	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV	LOC115626288|XP_030377472.1|SLEB
OG0000722	LOC115758058|XP_030554432.1|DNOV	LOC115629852|XP_030382337.1|SLEB
OG0000723	LOC115759857|XP_030556861.1|DNOV	LOC115631410|XP_030383997.1|SLEB
OG0000723	LOC115760820|XP_030558199.1|DNOV	LOC115634058|XP_030387461.1|SLEB
OG0000724	LOC115765413|XP_030564817.1|DNOV	LOC115633429|XP_030386749.1|SLEB
OG0000724	LOC115757761|XP_030554032.1|DNOV	LOC115626300|XP_030377488.1|SLEB
OG0000726	LOC115761420|XP_030559040.1|DNOV, LOC115761562|XP_030559207.1|DNOV	LOC115624214|XP_030374686.1|SLEB
OG0000727	LOC115759495|XP_030556294.1|DNOV	LOC115624337|XP_030374846.1|SLEB
OG0000727	LOC115759528|XP_030556337.1|DNOV	LOC115624335|XP_030374844.1|SLEB
OG0000728	LOC115764296|XP_030563089.1|DNOV	LOC115630207|XP_030382636.1|SLEB
OG0000728	LOC115761866|XP_030559724.1|DNOV	LOC115625568|XP_030376522.1|SLEB
OG0000729	LOC115761639|XP_030559332.1|DNOV	LOC115620938|XP_030370310.1|SLEB
OG0000729	LOC115761640|XP_030559334.1|DNOV	LOC115620939|XP_030370311.1|SLEB
OG0000730	LOC115769489|XP_030570171.1|DNOV, LOC115759999|XP_030557016.1|DNOV	LOC115632855|XP_030385975.1|SLEB
OG0000731	LOC115766954|XP_030566901.1|DNOV	LOC115622743|XP_030372650.1|SLEB
OG0000731	LOC115760800|XP_030558156.1|DNOV	LOC115633836|XP_030387186.1|SLEB
OG0000732	LOC115771111|XP_030572531.1|DNOV	LOC115632506|XP_030385555.1|SLEB
OG0000732	LOC115771170|XP_030572613.1|DNOV	LOC115632505|XP_030385554.1|SLEB
OG0000733	LOC115764230|XP_030563007.1|DNOV	LOC115621490|XP_030371018.1|SLEB
OG0000733	LOC115769923|XP_030570808.1|DNOV	LOC115622518|XP_030372333.1|SLEB
OG0000734	LOC115770494|XP_030571643.1|DNOV	LOC115622143|XP_030371864.1|SLEB
OG0000735	LOC115768279|XP_030568676.1|DNOV	LOC115627337|XP_030378842.1|SLEB
OG0000735	LOC115763462|XP_030561898.1|DNOV	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB
OG0000736	LOC115759738|XP_030556630.1|DNOV	LOC115630795|XP_030383313.1|SLEB
OG0000736	LOC115760034|XP_030557061.1|DNOV	LOC115630588|XP_030383066.1|SLEB
OG0000737	LOC115761593|XP_030559253.1|DNOV	LOC115628220|XP_030380078.1|SLEB
OG0000738	LOC115758638|XP_030555234.1|DNOV	LOC115630461|XP_030382886.1|SLEB
OG0000738	LOC115763430|XP_030561851.1|DNOV	LOC115626486|XP_030377730.1|SLEB
OG0000739	LOC115764718|XP_030563777.1|DNOV	LOC115623627|XP_030373927.1|SLEB
OG0000740	LOC115766145|XP_030565840.1|DNOV	LOC115628455|XP_030380428.1|SLEB
OG0000741	LOC115765269|XP_030564618.1|DNOV	LOC115628044|XP_030379847.1|SLEB
