Orthogroup	DNOV.longest_only	ASTE.longest_only
OG0000796	LOC115759457|XP_030556249.1|DNOV, LOC115768315|XP_030568724.1|DNOV	LOC118503583|XP_035892915.1|ASTE
OG0000797	LOC115761700|XP_030559433.1|DNOV	LOC118511901|XP_035911428.1|ASTE
OG0000798	LOC115764575|XP_030563573.1|DNOV	LOC118507980|XP_035903226.1|ASTE
OG0000799	LOC115766475|XP_030566280.1|DNOV	LOC118503939|XP_035893704.1|ASTE
OG0000801	LOC115766552|XP_030566388.1|DNOV, LOC115766537|XP_030566365.1|DNOV	LOC118507171|XP_035901133.1|ASTE
OG0000802	LOC115767572|XP_030567718.1|DNOV	LOC118507962|XP_035903182.1|ASTE
OG0000810	LOC115762104|XP_030560066.1|DNOV	LOC118504299|XP_035894489.1|ASTE
OG0000811	LOC115772069|XP_030573880.1|DNOV, LOC115762513|XP_030560618.1|DNOV	LOC118511463|XP_035910457.1|ASTE
OG0000812	LOC115766315|XP_030566058.1|DNOV	LOC118510520|XP_035908347.1|ASTE
OG0000813	LOC115765946|XP_030565552.1|DNOV	LOC118514358|XP_035917073.1|ASTE
OG0000814	LOC115760150|XP_030557221.1|DNOV	LOC118512011|XP_035911674.1|ASTE
OG0000815	LOC115765914|XP_030565520.1|DNOV	LOC118512513|XP_035912925.1|ASTE
OG0000816	LOC115768189|XP_030568559.1|DNOV, LOC115761327|XP_030558920.1|DNOV	LOC118513340|XP_035914856.1|ASTE
OG0000817	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV, LOC115770567|XP_030571740.1|DNOV	LOC118504936|XP_035895926.1|ASTE
OG0000818	LOC115768231|XP_030568617.1|DNOV, LOC115760223|XP_030557336.1|DNOV	LOC118504767|XP_035895590.1|ASTE
OG0000819	LOC115766883|XP_030566813.1|DNOV, LOC115766885|XP_030566816.1|DNOV	LOC118505231|XP_035896654.1|ASTE
OG0000820	LOC115760401|XP_030557564.1|DNOV	LOC118503948|XP_035893722.1|ASTE
OG0000821	LOC115761388|XP_030559000.1|DNOV, LOC115757990|XP_030554343.1|DNOV	LOC118508179|XP_035903630.1|ASTE
OG0000822	LOC115763575|XP_030562053.1|DNOV	LOC118510923|XP_035909226.1|ASTE
OG0000830	LOC115768221|XP_030568606.1|DNOV	LOC118507870|XP_035902970.1|ASTE, LOC118507868|XP_035902968.1|ASTE, LOC118507869|XP_035902969.1|ASTE
OG0000831	LOC115757845|XP_030554139.1|DNOV	LOC118505182|XP_035896530.1|ASTE, LOC118505183|XP_035896531.1|ASTE, LOC118506541|XP_035899725.1|ASTE
OG0000832	LOC115760755|XP_030558093.1|DNOV, LOC115758705|XP_030555313.1|DNOV	LOC118507813|XP_035902776.1|ASTE
OG0000833	LOC115771385|XP_030572930.1|DNOV	LOC118509033|XP_035904964.1|ASTE
OG0000834	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV	LOC118513021|XP_035914191.1|ASTE
OG0000836	LOC115759923|XP_030556919.1|DNOV	LOC118512536|XP_035912997.1|ASTE
OG0000837	LOC115765308|XP_030564663.1|DNOV	LOC118504361|XP_035894647.1|ASTE
OG0000838	LOC115759831|XP_030556783.1|DNOV, LOC115760019|XP_030557041.1|DNOV	LOC118507063|XP_035900934.1|ASTE
OG0000839	LOC115763825|XP_030562438.1|DNOV, LOC115762547|XP_030560680.1|DNOV, LOC115770700|XP_030571954.1|DNOV	LOC118506969|XP_035900705.1|ASTE
OG0000840	LOC115768402|XP_030568839.1|DNOV, LOC115768813|XP_030569370.1|DNOV	LOC118514125|XP_035916603.1|ASTE
OG0000841	LOC115772107|XP_030573932.1|DNOV	LOC118506289|XP_035899103.1|ASTE
OG0000842	LOC115772086|XP_030573904.1|DNOV	LOC118503475|XP_035892667.1|ASTE
OG0000843	LOC115761035|XP_030558512.1|DNOV	LOC118512372|XP_035912615.1|ASTE
OG0000844	LOC115759435|XP_030556210.1|DNOV	LOC118503051|XP_035891779.1|ASTE
OG0000854	LOC115768795|XP_030569351.1|DNOV, LOC115768796|XP_030569352.1|DNOV	LOC118505768|XP_035897909.1|ASTE
OG0000855	LOC115768902|XP_030569479.1|DNOV	LOC118506430|XP_035899436.1|ASTE
OG0000856	LOC115771525|XP_030573120.1|DNOV	LOC118517387|XP_035919330.1|ASTE
OG0000857	LOC115766317|XP_030566066.1|DNOV	LOC118512907|XP_035913931.1|ASTE, LOC118512913|XP_035913953.1|ASTE
OG0000858	LOC115761304|XP_030558891.1|DNOV	LOC118502828|XP_035891395.1|ASTE, LOC118505410|XP_035897052.1|ASTE, LOC118505411|XP_035897053.1|ASTE
OG0000860	LOC115762781|XP_030560992.1|DNOV	LOC118510209|XP_035907640.1|ASTE
OG0000861	LOC115760922|XP_030558357.1|DNOV, LOC115762298|XP_030560324.1|DNOV	LOC118511440|XP_035910432.1|ASTE, LOC118516310|XP_035918020.1|ASTE
OG0000862	LOC115761000|XP_030558470.1|DNOV	LOC118510301|XP_035907820.1|ASTE
OG0000863	LOC115771950|XP_030573713.1|DNOV, LOC115770693|XP_030571945.1|DNOV, LOC115764544|XP_030563518.1|DNOV	LOC118510334|XP_035907885.1|ASTE
OG0000864	LOC115769205|XP_030569772.1|DNOV, LOC115767328|XP_030567431.1|DNOV	LOC118505094|XP_035896286.1|ASTE
OG0000865	LOC115761578|XP_030559226.1|DNOV	LOC118510634|XP_035908571.1|ASTE
OG0000866	LOC115758781|XP_030555412.1|DNOV	LOC118512498|XP_035912899.1|ASTE
OG0000867	LOC115759116|XP_030555818.1|DNOV, LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV	LOC118511650|XP_035910878.1|ASTE
OG0000868	LOC115768195|XP_030568566.1|DNOV	LOC118508503|XP_035904232.1|ASTE, LOC118511600|XP_035910774.1|ASTE
OG0000870	LOC115762875|XP_030561113.1|DNOV	LOC118507300|XP_035901561.1|ASTE
OG0000871	LOC115757820|XP_030554104.1|DNOV	LOC118508182|XP_035903632.1|ASTE, LOC118508160|XP_035903595.1|ASTE, LOC118508183|XP_035903633.1|ASTE, LOC118508387|XP_035904023.1|ASTE
OG0000872	LOC115766309|XP_030566052.1|DNOV, LOC115761701|XP_030559437.1|DNOV	LOC118503950|XP_035893728.1|ASTE
OG0000873	LOC115771552|XP_030573157.1|DNOV	LOC118507145|XP_035901074.1|ASTE, LOC118507460|XP_035901845.1|ASTE, LOC118506271|XP_035899073.1|ASTE
OG0000874	LOC115764308|XP_030563106.1|DNOV, LOC115766620|XP_030566470.1|DNOV	LOC118503109|XP_035891939.1|ASTE
OG0000875	LOC115765678|XP_030565197.1|DNOV, LOC115770149|XP_030571162.1|DNOV	LOC118508404|XP_035904058.1|ASTE
OG0000882	LOC115767212|XP_030567266.1|DNOV	LOC118517489|XP_035919578.1|ASTE
OG0000884	LOC115771324|XP_030572849.1|DNOV	LOC118506119|XP_035898727.1|ASTE
OG0000885	LOC115771781|XP_030573501.1|DNOV	LOC118502903|XP_035891519.1|ASTE, LOC118502902|XP_035891517.1|ASTE, LOC118502901|XP_035891516.1|ASTE
OG0000887	LOC115768208|XP_030568581.1|DNOV	LOC118511357|XP_035910211.1|ASTE, LOC118516345|XP_035918050.1|ASTE, LOC118511356|XP_035910210.1|ASTE, LOC118516344|XP_035918049.1|ASTE, LOC118509257|XP_035905485.1|ASTE, LOC118509232|XP_035905433.1|ASTE, LOC118505610|XP_035897542.1|ASTE, LOC118505611|XP_035897544.1|ASTE
OG0000888	LOC115768071|XP_030568386.1|DNOV, LOC115770707|XP_030571964.1|DNOV	LOC118516418|XP_035918174.1|ASTE, LOC118509543|XP_035906181.1|ASTE
OG0000889	LOC115770289|XP_030571384.1|DNOV	LOC118512813|XP_035913661.1|ASTE
OG0000890	LOC115762706|XP_030560894.1|DNOV	LOC118511842|XP_035911278.1|ASTE, LOC118511843|XP_035911279.1|ASTE
OG0000891	LOC115759711|XP_030556571.1|DNOV	LOC118513936|XP_035916207.1|ASTE
OG0000892	LOC115770507|XP_030571666.1|DNOV	LOC118511588|XP_035910732.1|ASTE
OG0000893	LOC115761506|XP_030559134.1|DNOV	LOC118503679|XP_035893114.1|ASTE, LOC118517096|XP_035918846.1|ASTE, LOC118503676|XP_035893110.1|ASTE, LOC118502462|XP_035890585.1|ASTE
OG0000894	LOC115763763|XP_030562337.1|DNOV, LOC115759580|XP_030556408.1|DNOV	LOC118502648|XP_035890990.1|ASTE
OG0000895	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV	LOC118504523|XP_035894958.1|ASTE
OG0000896	LOC115766476|XP_030566283.1|DNOV	LOC118508161|XP_035903597.1|ASTE, LOC118508158|XP_035903594.1|ASTE
OG0000907	LOC115761045|XP_030558522.1|DNOV	LOC118511869|XP_035911366.1|ASTE
OG0000909	LOC115764668|XP_030563716.1|DNOV	LOC118503116|XP_035891954.1|ASTE
OG0000910	LOC115768798|XP_030569354.1|DNOV, LOC115764894|XP_030564042.1|DNOV	LOC118514476|XP_035917293.1|ASTE
OG0000911	LOC115761073|XP_030558552.1|DNOV	LOC118510415|XP_035908076.1|ASTE
OG0000912	LOC115769805|XP_030570633.1|DNOV	LOC118512824|XP_035913692.1|ASTE, LOC118512823|XP_035913691.1|ASTE
OG0000913	LOC115770359|XP_030571461.1|DNOV	LOC118509679|XP_035906610.1|ASTE
OG0000914	LOC115761058|XP_030558533.1|DNOV	LOC118513367|XP_035914891.1|ASTE
OG0000915	LOC115760600|XP_030557939.1|DNOV	LOC118514577|XP_035917472.1|ASTE
OG0000916	LOC115759735|XP_030556616.1|DNOV	LOC118509337|XP_035905708.1|ASTE
OG0000917	LOC115768651|XP_030569187.1|DNOV, LOC115758376|XP_030554838.1|DNOV	LOC118510102|XP_035907426.1|ASTE
OG0000918	LOC115763612|XP_030562099.1|DNOV	LOC118512612|XP_035913178.1|ASTE
OG0000920	LOC115771319|XP_030572843.1|DNOV	LOC118512070|XP_035911849.1|ASTE, LOC118506537|XP_035899703.1|ASTE
OG0000921	LOC115768470|XP_030568903.1|DNOV	LOC118503009|XP_035891716.1|ASTE
OG0000922	LOC115762555|XP_030560691.1|DNOV	LOC118503253|XP_035892184.1|ASTE, LOC118503255|XP_035892188.1|ASTE
OG0000923	LOC115763642|XP_030562137.1|DNOV	LOC118504234|XP_035894347.1|ASTE
OG0000924	LOC115767794|XP_030567985.1|DNOV	LOC118507197|XP_035901164.1|ASTE
OG0000925	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV	LOC118504737|XP_035895507.1|ASTE
OG0000935	LOC115757716|XP_030553938.1|DNOV	LOC118508431|XP_035904105.1|ASTE, LOC118507553|XP_035902028.1|ASTE
OG0000936	LOC115765169|XP_030564449.1|DNOV	LOC118512980|XP_035914130.1|ASTE
OG0000938	LOC115767738|XP_030567910.1|DNOV	LOC118508148|XP_035903581.1|ASTE
OG0000939	LOC115758914|XP_030555571.1|DNOV	LOC118513339|XP_035914854.1|ASTE
OG0000940	LOC115764425|XP_030563283.1|DNOV, LOC115765814|XP_030565396.1|DNOV	LOC118504529|XP_035894966.1|ASTE
OG0000942	LOC115767526|XP_030567676.1|DNOV	LOC118504770|XP_035895593.1|ASTE
OG0000943	LOC115765305|XP_030564672.1|DNOV, LOC115766603|XP_030566448.1|DNOV	LOC118512854|XP_035913820.1|ASTE
OG0000944	LOC115765134|XP_030564390.1|DNOV, LOC115770673|XP_030571916.1|DNOV	LOC118509354|XP_035905765.1|ASTE
OG0000945	LOC115762566|XP_030560709.1|DNOV	LOC118509858|XP_035906959.1|ASTE
OG0000946	LOC115758970|XP_030555633.1|DNOV	LOC118510035|XP_035907316.1|ASTE, LOC118512577|XP_035913093.1|ASTE
OG0000947	LOC115758051|XP_030554427.1|DNOV	LOC118513802|XP_035915895.1|ASTE, LOC118513803|XP_035915898.1|ASTE, LOC118513801|XP_035915893.1|ASTE, LOC118513800|XP_035915891.1|ASTE
OG0000948	LOC115771061|XP_030572472.1|DNOV	LOC118507585|XP_035902140.1|ASTE
OG0000949	LOC115766829|XP_030566725.1|DNOV	LOC118504586|XP_035895128.1|ASTE, LOC118504585|XP_035895126.1|ASTE
OG0000950	LOC115768133|XP_030568489.1|DNOV, LOC115761729|XP_030559472.1|DNOV	LOC118505342|XP_035896892.1|ASTE
OG0000951	LOC115757725|XP_030553950.1|DNOV, LOC115767403|XP_030567528.1|DNOV	LOC118505491|XP_035897238.1|ASTE
OG0000952	LOC115759288|XP_030556049.1|DNOV	LOC118514194|XP_035916776.1|ASTE
OG0000963	LOC115767101|XP_030567109.1|DNOV	LOC118516900|XP_035918640.1|ASTE
OG0000964	LOC115757851|XP_030554145.1|DNOV	LOC118508300|XP_035903846.1|ASTE
OG0000965	LOC115767305|XP_030567401.1|DNOV	LOC118508969|XP_035904831.1|ASTE
OG0000966	LOC115757834|XP_030554126.1|DNOV	LOC118516206|XP_035918003.1|ASTE
OG0000968	LOC115762588|XP_030560735.1|DNOV, LOC115762711|XP_030560896.1|DNOV	LOC118514249|XP_035916854.1|ASTE
OG0000969	LOC115771782|XP_030573505.1|DNOV	LOC118511848|XP_035911286.1|ASTE
OG0000970	LOC115765057|XP_030564290.1|DNOV	LOC118511626|XP_035910826.1|ASTE
OG0000971	LOC115763091|XP_030561389.1|DNOV	LOC118514114|XP_035916583.1|ASTE, LOC118514113|XP_035916582.1|ASTE, LOC118514112|XP_035916581.1|ASTE, LOC118512504|XP_035912908.1|ASTE
OG0000972	LOC115767644|XP_030567791.1|DNOV	LOC118513280|XP_035914739.1|ASTE
OG0000974	LOC115770491|XP_030571638.1|DNOV	LOC118508940|XP_035904742.1|ASTE
OG0000975	LOC115767892|XP_030568120.1|DNOV	LOC118502571|XP_035890786.1|ASTE
OG0000977	LOC115766262|XP_030565982.1|DNOV, LOC115766215|XP_030565927.1|DNOV, LOC115766246|XP_030565969.1|DNOV, LOC115766032|XP_030565663.1|DNOV	LOC118510938|XP_035909267.1|ASTE
OG0000978	LOC115770945|XP_030572263.1|DNOV	LOC118508060|XP_035903408.1|ASTE
OG0000988	LOC115766557|XP_030566396.1|DNOV, LOC115768033|XP_030568316.1|DNOV, LOC115765059|XP_030564293.1|DNOV, LOC115760203|XP_030557297.1|DNOV	LOC118511282|XP_035910069.1|ASTE
OG0000990	LOC115768138|XP_030568492.1|DNOV	LOC118517440|XP_035919462.1|ASTE
OG0000991	LOC115771305|XP_030572802.1|DNOV	LOC118512066|XP_035911834.1|ASTE
OG0000992	LOC115771830|XP_030573570.1|DNOV	LOC118505427|XP_035897082.1|ASTE
OG0000994	LOC115769172|XP_030569736.1|DNOV	LOC118504834|XP_035895732.1|ASTE
OG0000994	LOC115767620|XP_030567780.1|DNOV	LOC118504833|XP_035895730.1|ASTE
OG0000995	LOC115764352|XP_030563170.1|DNOV	LOC118512963|XP_035914082.1|ASTE
OG0000996	LOC115767070|XP_030567070.1|DNOV, LOC115762299|XP_030560326.1|DNOV	LOC118512440|XP_035912794.1|ASTE
OG0000997	LOC115760732|XP_030558067.1|DNOV, LOC115760733|XP_030558068.1|DNOV	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE
OG0000998	LOC115762950|XP_030561197.1|DNOV	LOC118511296|XP_035910096.1|ASTE
OG0000999	LOC115768360|XP_030568788.1|DNOV	LOC118509774|XP_035906806.1|ASTE
OG0001000	LOC115759730|XP_030556652.1|DNOV	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE
OG0001001	LOC115762352|XP_030560381.1|DNOV	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE
OG0001002	LOC115767715|XP_030567879.1|DNOV	LOC118514655|XP_035917581.1|ASTE
OG0001003	LOC115761908|XP_030559786.1|DNOV	LOC118506710|XP_035900094.1|ASTE
OG0001004	LOC115770581|XP_030571766.1|DNOV	LOC118503620|XP_035892998.1|ASTE
OG0001005	LOC115767970|XP_030568228.1|DNOV	LOC118502561|XP_035890772.1|ASTE
OG0001006	LOC115771542|XP_030573141.1|DNOV	LOC118517610|XP_035919799.1|ASTE
OG0001007	LOC115766795|XP_030566678.1|DNOV, LOC115762644|XP_030560810.1|DNOV	LOC118505393|XP_035896998.1|ASTE
OG0001008	LOC115765122|XP_030564378.1|DNOV	LOC118504118|XP_035894102.1|ASTE
OG0001009	LOC115765712|XP_030565233.1|DNOV	LOC118510858|XP_035909084.1|ASTE
OG0001019	LOC115771891|XP_030573635.1|DNOV	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE
OG0001020	LOC115764381|XP_030563202.1|DNOV	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE
OG0001022	LOC115766271|XP_030565995.1|DNOV	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE
OG0001024	LOC115771783|XP_030573503.1|DNOV	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE
OG0001025	LOC115771104|XP_030572523.1|DNOV	LOC118512141|XP_035912055.1|ASTE
OG0001026	LOC115769629|XP_030570397.1|DNOV, LOC115760702|XP_030558027.1|DNOV	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE
OG0001027	LOC115770134|XP_030571135.1|DNOV	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE
OG0001028	LOC115763130|XP_030561434.1|DNOV	LOC118509366|XP_035905783.1|ASTE
OG0001029	LOC115765907|XP_030565512.1|DNOV	LOC118506615|XP_035899873.1|ASTE
OG0001031	LOC115759343|XP_030556122.1|DNOV, LOC115759029|XP_030555704.1|DNOV	LOC118513594|XP_035915474.1|ASTE
OG0001032	LOC115758458|XP_030554987.1|DNOV	LOC118502553|XP_035890742.1|ASTE
OG0001033	LOC115761268|XP_030558845.1|DNOV, LOC115758269|XP_030554692.1|DNOV	LOC118507110|XP_035901005.1|ASTE
OG0001042	LOC115772074|XP_030573884.1|DNOV	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE
OG0001043	LOC115764278|XP_030563067.1|DNOV, LOC115763560|XP_030562040.1|DNOV	LOC118505866|XP_035898174.1|ASTE
OG0001044	LOC115759661|XP_030556521.1|DNOV	LOC118513170|XP_035914510.1|ASTE
OG0001045	LOC115758514|XP_030555069.1|DNOV	LOC118507906|XP_035903057.1|ASTE
OG0001046	LOC115764786|XP_030563891.1|DNOV	LOC118506997|XP_035900775.1|ASTE
OG0001047	LOC115764540|XP_030563513.1|DNOV, LOC115760435|XP_030557608.1|DNOV, LOC115760469|XP_030557659.1|DNOV, LOC115760436|XP_030557609.1|DNOV	LOC118513825|XP_035915954.1|ASTE
OG0001048	LOC115762327|XP_030560356.1|DNOV	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE
OG0001049	LOC115760066|XP_030557106.1|DNOV, LOC115766976|XP_030566931.1|DNOV	LOC118510290|XP_035907799.1|ASTE
OG0001050	LOC115765802|XP_030565366.1|DNOV	LOC118514219|XP_035916809.1|ASTE
OG0001051	LOC115759360|XP_030556142.1|DNOV	LOC118510039|XP_035907319.1|ASTE
OG0001052	LOC115758575|XP_030555150.1|DNOV	LOC118513249|XP_035914703.1|ASTE
OG0001053	LOC115768388|XP_030568818.1|DNOV	LOC118506573|XP_035899808.1|ASTE
OG0001054	LOC115761206|XP_030558750.1|DNOV	LOC118508364|XP_035903978.1|ASTE
OG0001055	LOC115766081|XP_030565744.1|DNOV, LOC115766080|XP_030565743.1|DNOV	LOC118502413|XP_035890530.1|ASTE
OG0001056	LOC115767764|XP_030567946.1|DNOV	LOC118505006|XP_035896088.1|ASTE
OG0001057	LOC115768549|XP_030569019.1|DNOV, LOC115762992|XP_030561238.1|DNOV	LOC118507569|XP_035902085.1|ASTE
OG0001058	LOC115769086|XP_030569658.1|DNOV	LOC118505311|XP_035896842.1|ASTE
OG0001073	LOC115772095|XP_030573916.1|DNOV	LOC118504199|XP_035894705.1|ASTE
OG0001074	LOC115760974|XP_030558435.1|DNOV	LOC118503056|XP_035891814.1|ASTE
OG0001077	LOC115760378|XP_030557533.1|DNOV	LOC118507855|XP_035902882.1|ASTE
OG0001078	LOC115766335|XP_030566088.1|DNOV	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE
OG0001079	LOC115762600|XP_030560752.1|DNOV	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE
OG0001080	LOC115769697|XP_030570482.1|DNOV	LOC118512188|XP_035912172.1|ASTE
OG0001081	LOC115765474|XP_030564917.1|DNOV, LOC115760540|XP_030557784.1|DNOV	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE
OG0001082	LOC115762508|XP_030560609.1|DNOV	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE
OG0001083	LOC115767161|XP_030567201.1|DNOV	LOC118514263|XP_035916872.1|ASTE
OG0001084	LOC115762073|XP_030560064.1|DNOV	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE
OG0001085	LOC115762175|XP_030560154.1|DNOV	LOC118509491|XP_035906039.1|ASTE
OG0001086	LOC115765200|XP_030564500.1|DNOV	LOC118512796|XP_035913612.1|ASTE
OG0001087	LOC115758845|XP_030555486.1|DNOV	LOC118509622|XP_035906371.1|ASTE
OG0001088	LOC115771025|XP_030572411.1|DNOV	LOC118509035|XP_035904967.1|ASTE
OG0001089	LOC115762595|XP_030560746.1|DNOV	LOC118512918|XP_035913960.1|ASTE
OG0001090	LOC115767120|XP_030567137.1|DNOV	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE
OG0001091	LOC115770206|XP_030571260.1|DNOV	LOC118513159|XP_035914499.1|ASTE, LOC118513162|XP_035914502.1|ASTE, LOC118514468|XP_035917286.1|ASTE, LOC118513160|XP_035914501.1|ASTE
OG0001092	LOC115759208|XP_030555959.1|DNOV	LOC118514559|XP_035917442.1|ASTE
OG0001093	LOC115769250|XP_030569822.1|DNOV	LOC118513542|XP_035915309.1|ASTE
OG0001094	LOC115769183|XP_030569747.1|DNOV	LOC118513664|XP_035915652.1|ASTE
OG0001095	LOC115769710|XP_030570500.1|DNOV	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE
OG0001096	LOC115758494|XP_030555036.1|DNOV	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE
OG0001097	LOC115760143|XP_030557208.1|DNOV	LOC118513278|XP_035914737.1|ASTE
OG0001099	LOC115767074|XP_030567078.1|DNOV, LOC115770646|XP_030571871.1|DNOV	LOC118504634|XP_035895252.1|ASTE
OG0001100	LOC115772076|XP_030573887.1|DNOV	LOC118503634|XP_035893024.1|ASTE
OG0001101	LOC115758056|XP_030554430.1|DNOV, LOC115768046|XP_030568328.1|DNOV	LOC118507368|XP_035901679.1|ASTE
OG0001102	LOC115768780|XP_030569338.1|DNOV	LOC118504079|XP_035894038.1|ASTE
OG0001103	LOC115771905|XP_030573655.1|DNOV	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE
OG0001104	LOC115767975|XP_030568234.1|DNOV, LOC115757934|XP_030554263.1|DNOV, LOC115757947|XP_030554279.1|DNOV	LOC118504208|XP_035894289.1|ASTE
OG0001105	LOC115768318|XP_030568727.1|DNOV	LOC118504854|XP_035895762.1|ASTE
OG0001106	LOC115767955|XP_030568200.1|DNOV	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE
OG0001118	LOC115768654|XP_030569191.1|DNOV	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE
OG0001119	LOC115761986|XP_030559893.1|DNOV	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE
OG0001120	LOC115768648|XP_030569179.1|DNOV	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE
OG0001121	LOC115759939|XP_030556978.1|DNOV	LOC118512075|XP_035911900.1|ASTE, LOC118512052|XP_035911792.1|ASTE
OG0001122	LOC115762938|XP_030561178.1|DNOV	LOC118510077|XP_035907374.1|ASTE
OG0001124	LOC115764874|XP_030564013.1|DNOV	LOC118512134|XP_035912037.1|ASTE
OG0001125	LOC115772072|XP_030573883.1|DNOV	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE
OG0001126	LOC115769924|XP_030570809.1|DNOV	LOC118514360|XP_035917078.1|ASTE
OG0001127	LOC115768669|XP_030569214.1|DNOV	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE
OG0001128	LOC115759754|XP_030556661.1|DNOV	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE
OG0001129	LOC115758425|XP_030554936.1|DNOV	LOC118511039|XP_035909525.1|ASTE
OG0001130	LOC115759812|XP_030556764.1|DNOV, LOC115769151|XP_030569706.1|DNOV	LOC118511149|XP_035909769.1|ASTE
OG0001131	LOC115766715|XP_030566499.1|DNOV	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE
OG0001133	LOC115763282|XP_030561627.1|DNOV	LOC118513755|XP_035915813.1|ASTE
OG0001134	LOC115767453|XP_030567613.1|DNOV	LOC118502438|XP_035890559.1|ASTE
OG0001135	LOC115761215|XP_030558765.1|DNOV	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE, LOC118506668|XP_035899997.1|ASTE
OG0001136	LOC115763871|XP_030562509.1|DNOV, LOC115763872|XP_030562510.1|DNOV	LOC118502679|XP_035891077.1|ASTE
OG0001137	LOC115757765|XP_030554049.1|DNOV	LOC118507713|XP_035902501.1|ASTE
OG0001138	LOC115769698|XP_030570483.1|DNOV	LOC118509208|XP_035905374.1|ASTE
OG0001139	LOC115767561|XP_030567706.1|DNOV	LOC118512386|XP_035912651.1|ASTE
OG0001153	LOC115757884|XP_030554188.1|DNOV	LOC118508003|XP_035903270.1|ASTE
OG0001154	LOC115763401|XP_030561806.1|DNOV	LOC118512659|XP_035913299.1|ASTE
OG0001157	LOC115761253|XP_030558825.1|DNOV	LOC118504721|XP_035895504.1|ASTE
OG0001158	LOC115765967|XP_030565580.1|DNOV	LOC118509830|XP_035906897.1|ASTE
OG0001160	LOC115764120|XP_030562849.1|DNOV	LOC118506788|XP_035900298.1|ASTE
