Orthogroup	DANA.longest_only	AEAL.longest_only
OG0001044	LOC6494560|XP_001960100.1|DANA	LOC109425483|XP_019556293.2|AEAL, LOC109425494|XP_019556300.2|AEAL, LOC115258407|XP_029714358.1|AEAL, LOC109410267|XP_029728717.1|AEAL
OG0001045	LOC6495482|XP_032306158.1|DANA	LOC109416372|XP_019545957.2|AEAL, LOC115263417|XP_029722567.1|AEAL, LOC109430046|XP_019561618.2|AEAL, LOC115267355|XP_029730165.1|AEAL, LOC109416371|XP_019545956.2|AEAL, LOC115263411|XP_029722558.1|AEAL, LOC109416370|XP_019545955.1|AEAL, LOC109430045|XP_029730166.1|AEAL
OG0001046	LOC6494524|XP_001960176.1|DANA	LOC115264336|XP_029723865.1|AEAL, LOC109414894|XP_019544283.1|AEAL
OG0001047	LOC6507963|XP_001961087.1|DANA	LOC109409491|XP_019538493.2|AEAL
OG0001049	LOC6503490|XP_001965305.1|DANA, LOC6502748|XP_001965304.3|DANA, LOC6507707|XP_001956182.1|DANA	LOC109400687|XP_029734861.1|AEAL, LOC109404591|XP_029734927.1|AEAL
OG0001050	LOC6507216|XP_032309833.1|DANA, LOC6506558|XP_014764811.1|DANA	LOC109399473|XP_029735713.1|AEAL, LOC109398008|XP_029714089.1|AEAL
OG0001052	LOC6498035|XP_001961941.1|DANA	LOC115253443|XP_029727442.1|AEAL, LOC109430157|XP_029718246.1|AEAL
OG0001053	LOC6503484|XP_001964290.1|DANA	LOC109426359|XP_019557368.2|AEAL, LOC109621627|XP_029707852.1|AEAL
OG0001054	LOC6501062|XP_001954486.1|DANA, LOC6501063|XP_001954487.2|DANA	LOC109419219|XP_019548976.2|AEAL
OG0001055	LOC116655767|XP_032309837.1|DANA, LOC6499419|XP_032309817.1|DANA	LOC109415804|XP_029727885.1|AEAL
OG0001056	LOC6503214|XP_032311844.1|DANA	LOC115261503|XP_029719096.1|AEAL, LOC109404499|XP_019532938.1|AEAL
OG0001057	LOC6505382|XP_001964871.1|DANA	LOC109404972|XP_029719253.1|AEAL, LOC109416171|XP_029719194.1|AEAL
OG0001058	LOC6504597|XP_001966557.1|DANA	LOC109399531|XP_029724170.1|AEAL, LOC115254137|XP_029724585.1|AEAL
OG0001060	LOC6499855|XP_001953768.1|DANA	LOC109405658|XP_019534272.1|AEAL
OG0001072	LOC6504838|XP_032309065.1|DANA	LOC109415238|XP_019544670.2|AEAL
OG0001073	LOC6499252|XP_001955021.1|DANA	LOC115267820|XP_029731081.1|AEAL, LOC109415486|XP_019544914.2|AEAL, LOC109402626|XP_029711922.1|AEAL, LOC109402627|XP_019530875.2|AEAL, LOC109415428|XP_029729800.1|AEAL, LOC115269640|XP_029734333.1|AEAL, LOC109402620|XP_029710631.1|AEAL, LOC109406617|XP_029708405.1|AEAL
OG0001074	LOC6496521|XP_001961061.1|DANA	LOC109403697|XP_019532090.2|AEAL, LOC115267914|XP_029731428.1|AEAL
OG0001078	LOC6505060|XP_001965537.1|DANA	LOC115264182|XP_029723477.1|AEAL, LOC109411507|XP_019540591.1|AEAL, LOC109400580|XP_019528610.2|AEAL, LOC109404918|XP_019533415.2|AEAL
OG0001079	LOC6493436|XP_001957746.1|DANA	LOC109410372|XP_019539467.2|AEAL, LOC109621707|XP_029726178.1|AEAL
OG0001080	LOC6492944|XP_001956710.1|DANA	LOC109622562|XP_029726246.1|AEAL, LOC109409585|XP_019538590.2|AEAL
OG0001081	LOC6500140|XP_032305745.1|DANA	LOC109622423|XP_019932295.2|AEAL, LOC109419710|XP_019549526.2|AEAL, LOC109398194|XP_019526055.2|AEAL
OG0001082	LOC6495595|XP_001959169.1|DANA	LOC109399245|XP_019527227.2|AEAL
OG0001083	LOC6492985|XP_001956794.2|DANA	LOC109407765|XP_019536486.2|AEAL
OG0001084	LOC6496634|XP_001961298.2|DANA	LOC109424102|XP_029736069.1|AEAL, LOC109397337|XP_029725752.1|AEAL, LOC109420256|XP_029725771.1|AEAL
OG0001085	LOC6493897|XP_001961372.2|DANA	LOC109414723|XP_029725648.1|AEAL
OG0001086	LOC6496322|XP_001960702.1|DANA	LOC109408016|XP_019536778.2|AEAL, LOC109405149|XP_019533711.2|AEAL
OG0001087	LOC6497587|XP_032307769.1|DANA, LOC6497939|XP_001961759.2|DANA	LOC115270026|XP_029734800.1|AEAL, LOC109400725|XP_029734785.1|AEAL
OG0001088	LOC6506999|XP_001956855.2|DANA	LOC115263103|XP_029721877.1|AEAL, LOC115263115|XP_029721895.1|AEAL, LOC115263109|XP_029721883.1|AEAL, LOC109407426|XP_029721882.1|AEAL, LOC115263134|XP_029721913.1|AEAL, LOC109416571|XP_029721896.1|AEAL, LOC109407455|XP_029721897.1|AEAL, LOC109416717|XP_019546318.2|AEAL
OG0001089	LOC6507685|XP_001956146.1|DANA	LOC115260094|XP_029716823.1|AEAL, LOC115253512|XP_029721729.1|AEAL, LOC109422350|XP_019552623.1|AEAL
OG0001090	LOC6506861|XP_001957104.3|DANA	LOC109417188|XP_029735699.1|AEAL, LOC109403072|XP_029735785.1|AEAL, LOC109417186|XP_019546855.1|AEAL, LOC109403060|XP_019531341.2|AEAL, LOC115270379|XP_029735783.1|AEAL
OG0001092	LOC6498369|XP_001962641.1|DANA	LOC109432899|XP_029711857.1|AEAL, LOC109401392|XP_029711689.1|AEAL
OG0001093	LOC6497317|XP_001962334.1|DANA	LOC115255689|XP_029709649.1|AEAL, LOC115256844|XP_029711726.1|AEAL, LOC109401413|XP_019529510.2|AEAL, LOC109432909|XP_029711686.1|AEAL, LOC115255608|XP_029709560.1|AEAL, LOC109432911|XP_019564823.2|AEAL, LOC115255616|XP_029709563.1|AEAL, LOC109401418|XP_019529516.2|AEAL
OG0001094	LOC6497108|XP_014761518.2|DANA, LOC6497109|XP_001962739.1|DANA	LOC109411260|XP_029715429.1|AEAL
OG0001095	LOC6506293|XP_001958185.2|DANA	LOC109400349|XP_019528393.2|AEAL, LOC109425168|XP_019555961.2|AEAL, LOC109425169|XP_019555962.2|AEAL, LOC109400327|XP_029724842.1|AEAL
OG0001096	LOC6497635|XP_001961667.1|DANA	LOC109419064|XP_029729383.1|AEAL
OG0001097	LOC26513851|XP_014760196.2|DANA, LOC26515443|XP_032311479.1|DANA, LOC26515555|XP_014760222.2|DANA	LOC109430129|XP_019561705.2|AEAL
OG0001099	LOC6506930|XP_001956969.1|DANA	LOC109410717|XP_019539784.2|AEAL, LOC109410888|XP_019539938.2|AEAL
OG0001100	LOC26515027|XP_014760933.1|DANA	LOC115253514|XP_029713236.1|AEAL, LOC115253664|XP_029713173.1|AEAL, LOC115253516|XP_029713150.1|AEAL, LOC109403404|XP_019531773.1|AEAL
OG0001101	LOC6496268|XP_032306371.1|DANA	LOC109413581|XP_029721348.1|AEAL, LOC109401225|XP_029721397.1|AEAL
OG0001102	LOC6507232|XP_001956425.3|DANA	LOC115260338|XP_029717128.1|AEAL, LOC115262668|XP_029721131.1|AEAL, LOC115260337|XP_029717127.1|AEAL, LOC109427048|XP_029721143.1|AEAL, LOC109623359|XP_029721142.1|AEAL, LOC115254044|XP_029717123.1|AEAL
OG0001103	LOC6500718|XP_001953787.1|DANA	LOC109400467|XP_019528553.2|AEAL, LOC109399676|XP_029709872.1|AEAL
OG0001104	LOC6502561|XP_001959387.2|DANA	LOC109410655|XP_019539733.2|AEAL
OG0001105	LOC6503124|XP_001963467.1|DANA	LOC109433502|XP_019565483.1|AEAL
OG0001106	LOC6502092|XP_032311726.1|DANA	LOC115268047|XP_029731820.1|AEAL, LOC109426030|XP_019557013.2|AEAL
OG0001118	LOC6502461|XP_001962445.1|DANA	LOC109405086|XP_019533629.2|AEAL
OG0001119	LOC6503261|XP_001965829.2|DANA	LOC109432294|XP_029731051.1|AEAL, LOC115267805|XP_029730993.1|AEAL, LOC115257422|XP_029712864.1|AEAL, LOC109429947|XP_029712758.1|AEAL, LOC115257901|XP_029713739.1|AEAL, LOC115253994|XP_029713240.1|AEAL
OG0001120	LOC6501048|XP_014766872.1|DANA	LOC109417417|XP_029720341.1|AEAL, LOC109417254|XP_019546912.2|AEAL
OG0001121	LOC6496680|XP_032311515.1|DANA	LOC109410398|XP_029708392.1|AEAL
OG0001122	LOC6507065|XP_001956726.1|DANA	LOC109413987|XP_029722586.1|AEAL, LOC109399190|XP_029726592.1|AEAL, LOC115263429|XP_029722579.1|AEAL
OG0001124	LOC6499861|XP_001953751.1|DANA	LOC115265347|XP_029725891.1|AEAL, LOC109411808|XP_029725926.1|AEAL
OG0001125	LOC6505849|XP_001964481.1|DANA	LOC109410772|XP_029735056.1|AEAL, LOC109413498|XP_029735037.1|AEAL, LOC109410773|XP_019539847.2|AEAL, LOC115270118|XP_029735038.1|AEAL
OG0001127	LOC6507129|XP_001956620.2|DANA	LOC109621888|XP_019931640.2|AEAL, LOC115264385|XP_029723890.1|AEAL, LOC115268238|XP_029732151.1|AEAL
OG0001128	LOC6496056|XP_001960126.2|DANA	LOC115266684|XP_029729067.1|AEAL, LOC109416688|XP_029729068.1|AEAL, LOC115266601|XP_029728908.1|AEAL, LOC109416502|XP_029728895.1|AEAL, LOC109397551|XP_029714755.1|AEAL, LOC109622814|XP_029714606.1|AEAL
OG0001129	LOC6498396|XP_014762113.1|DANA	LOC109428271|XP_029728520.1|AEAL, LOC109427952|XP_029728323.1|AEAL
OG0001131	LOC6501803|XP_032308074.1|DANA	LOC109429432|XP_029724808.1|AEAL, LOC109425149|XP_029724806.1|AEAL, LOC109425152|XP_019555932.2|AEAL
OG0001133	LOC6497357|XP_001962255.1|DANA	LOC109397492|XP_029708982.1|AEAL, LOC115253723|XP_029708997.1|AEAL, LOC115255215|XP_029709017.1|AEAL, LOC109419916|XP_029708969.1|AEAL
OG0001134	LOC6496015|XP_032306105.1|DANA	LOC109419129|XP_029722343.1|AEAL, LOC115259937|XP_029716596.1|AEAL
OG0001135	LOC6499029|XP_014765875.1|DANA	LOC109399742|XP_019527803.2|AEAL, LOC109402037|XP_019530186.2|AEAL
OG0001136	LOC6501200|XP_014766930.1|DANA	LOC109409584|XP_029732462.1|AEAL, LOC115268460|XP_029732317.1|AEAL, LOC115268457|XP_029732304.1|AEAL
OG0001137	LOC6499465|XP_032307090.1|DANA	LOC109406162|XP_019534775.1|AEAL, LOC109401796|XP_019529955.1|AEAL
OG0001138	LOC6507074|XP_001956711.1|DANA	LOC109397776|XP_029712084.1|AEAL
OG0001139	LOC6507258|XP_001956374.1|DANA	LOC109412044|XP_019541231.2|AEAL
OG0001153	LOC6495302|XP_001958665.1|DANA	LOC115256680|XP_029711441.1|AEAL, LOC115256405|XP_029710746.1|AEAL, LOC109427540|XP_019558650.2|AEAL
OG0001154	LOC6498541|XP_014762175.1|DANA	LOC109407226|XP_029715238.1|AEAL
OG0001155	LOC6504931|XP_001966609.2|DANA	LOC115256383|XP_029710639.1|AEAL
OG0001157	LOC6500183|XP_032305917.1|DANA	LOC109431516|XP_029717886.1|AEAL
OG0001158	LOC6497957|XP_001961792.3|DANA	LOC109423923|XP_029727260.1|AEAL, LOC109404799|XP_029727300.1|AEAL
OG0001159	LOC6505984|XP_032305333.1|DANA	LOC109431943|XP_029712536.1|AEAL
OG0001160	LOC6499665|XP_001954191.1|DANA	LOC109400071|XP_029707703.1|AEAL, LOC109621624|XP_029707671.1|AEAL
OG0001161	LOC6501566|XP_001955486.1|DANA	LOC115254369|XP_029707719.1|AEAL, LOC115253583|XP_029707712.1|AEAL, LOC109400045|XP_029707645.1|AEAL
OG0001162	LOC6498852|XP_001955800.1|DANA	LOC109623099|XP_029710000.1|AEAL, LOC115255934|XP_029710012.1|AEAL, LOC109416877|XP_029709999.1|AEAL
OG0001164	LOC6500846|XP_001954026.2|DANA	LOC115267183|XP_029729911.1|AEAL, LOC109405410|XP_029712594.1|AEAL
OG0001165	LOC6494718|XP_001959800.1|DANA	LOC109405429|XP_019534039.2|AEAL
OG0001167	LOC6495633|XP_032307093.1|DANA	LOC115255807|XP_029709842.1|AEAL, LOC109419700|XP_029733501.1|AEAL
OG0001168	LOC6495623|XP_001959243.1|DANA	LOC109417813|XP_029725483.1|AEAL
OG0001169	LOC6504991|XP_001965677.1|DANA	LOC109408420|XP_029732437.1|AEAL, LOC109413933|XP_029711888.1|AEAL, LOC109622074|XP_019931859.2|AEAL
OG0001170	LOC6500795|XP_001953934.1|DANA, LOC6500794|XP_001953933.1|DANA, LOC6500796|XP_001953935.1|DANA, LOC6500797|XP_001953936.1|DANA	LOC115263120|XP_029721900.1|AEAL, LOC115263304|XP_029722372.1|AEAL, LOC115263051|XP_029721840.1|AEAL, LOC115263048|XP_029721836.1|AEAL, LOC115263052|XP_029721841.1|AEAL, LOC115263049|XP_029721837.1|AEAL
OG0001171	LOC6506988|XP_014765020.1|DANA	LOC109407435|XP_029729637.1|AEAL, LOC115263136|XP_029721917.1|AEAL, LOC109416468|XP_029722351.1|AEAL, LOC115263279|XP_029722277.1|AEAL, LOC115263132|XP_029721911.1|AEAL
OG0001172	LOC6494636|XP_001959972.1|DANA	LOC109399467|XP_019527449.2|AEAL, LOC109398011|XP_019525891.2|AEAL
OG0001173	LOC6505900|XP_001964577.1|DANA	LOC109414269|XP_019543634.2|AEAL
OG0001174	LOC6506174|XP_001958413.1|DANA	LOC115266579|XP_029728830.1|AEAL, LOC109411127|XP_019540126.1|AEAL
OG0001175	LOC6496079|XP_001960175.1|DANA, LOC6501849|XP_001966803.1|DANA	LOC109421575|XP_029728219.1|AEAL, LOC109407055|XP_029728223.1|AEAL
OG0001176	LOC6494221|XP_014762673.1|DANA	LOC109428218|XP_019559461.2|AEAL, LOC115263988|XP_029723149.1|AEAL, LOC115263993|XP_029723154.1|AEAL, LOC109427899|XP_019559052.2|AEAL
OG0001177	LOC6497916|XP_032307758.1|DANA	LOC109411712|XP_029720229.1|AEAL
OG0001178	LOC6495060|XP_001959148.1|DANA	LOC109419741|XP_029708593.1|AEAL
OG0001179	LOC6495406|XP_032307195.1|DANA	LOC109427566|XP_019558681.2|AEAL
OG0001180	LOC6506057|XP_001966646.2|DANA	LOC115262179|XP_029720337.1|AEAL, LOC109411694|XP_029720243.1|AEAL
OG0001181	LOC6506328|XP_032310084.1|DANA	LOC109414185|XP_019543512.1|AEAL
OG0001182	LOC6501533|XP_014767093.1|DANA	LOC109401498|XP_029725010.1|AEAL, LOC109431750|XP_029724953.1|AEAL, LOC109401450|XP_029725022.1|AEAL, LOC109431749|XP_029724962.1|AEAL
OG0001183	LOC6499429|XP_032307004.1|DANA	LOC109405001|XP_029727177.1|AEAL
OG0001185	LOC6494317|XP_014760068.1|DANA	LOC115253642|XP_029727783.1|AEAL, LOC109404402|XP_029727818.1|AEAL, LOC115266086|XP_029727861.1|AEAL, LOC109431900|XP_029727798.1|AEAL
OG0001186	LOC6500957|XP_001954242.1|DANA	LOC109399376|XP_019527360.2|AEAL
OG0001187	LOC6496355|XP_014763778.1|DANA	LOC115257587|XP_029713229.1|AEAL, LOC109433191|XP_019565143.2|AEAL, LOC115266883|XP_029729344.1|AEAL, LOC109402294|XP_019530494.2|AEAL, LOC109433212|XP_019565161.2|AEAL, LOC115260075|XP_029716808.1|AEAL, LOC115257563|XP_029713195.1|AEAL
OG0001188	LOC6494330|XP_001960524.2|DANA	LOC109424429|XP_019555078.2|AEAL, LOC115264559|XP_029724238.1|AEAL
OG0001189	LOC6494172|XP_001960828.1|DANA, LOC6494173|XP_001960827.1|DANA	LOC109418659|XP_019548423.2|AEAL, LOC115267997|XP_029731736.1|AEAL, LOC115269466|XP_029734106.1|AEAL
OG0001190	LOC6504693|XP_001966392.2|DANA	LOC109414799|XP_029719560.1|AEAL, LOC109418646|XP_029719561.1|AEAL, LOC109414798|XP_029736448.1|AEAL
OG0001191	LOC6504707|XP_001964861.1|DANA	LOC109418615|XP_019548365.1|AEAL, LOC109410097|XP_029713357.1|AEAL, LOC109410100|XP_029733006.1|AEAL, LOC109418612|XP_029712964.1|AEAL, LOC115257655|XP_029713355.1|AEAL
OG0001192	LOC26515108|XP_032307727.1|DANA, LOC6498236|XP_001962362.2|DANA, LOC6497301|XP_032307725.1|DANA	LOC115262769|XP_029721486.1|AEAL, LOC109431053|XP_029721481.1|AEAL
OG0001193	LOC6500766|XP_001953880.1|DANA	LOC115254884|XP_029708431.1|AEAL, LOC109399105|XP_029731134.1|AEAL, LOC109399566|XP_029727176.1|AEAL
OG0001194	LOC6504137|XP_001964256.1|DANA	LOC109399560|XP_029731199.1|AEAL
OG0001195	LOC6495447|XP_001958865.1|DANA	LOC109421162|XP_019551201.2|AEAL, LOC109410562|XP_019539638.2|AEAL
OG0001201	LOC6500864|XP_001954060.1|DANA	LOC109413206|XP_029710459.1|AEAL, LOC109411468|XP_029729632.1|AEAL, LOC115266993|XP_029729612.1|AEAL
OG0001202	LOC6504820|XP_001966397.2|DANA	LOC115256338|XP_029710513.1|AEAL, LOC115256337|XP_029710510.1|AEAL, LOC109424953|XP_019555691.2|AEAL
OG0001203	LOC6504547|XP_001967430.1|DANA	LOC109424988|XP_029711078.1|AEAL, LOC115256418|XP_029710789.1|AEAL, LOC109431137|XP_019562876.2|AEAL
OG0001204	LOC6502470|XP_001962780.2|DANA	LOC109408950|XP_019537895.2|AEAL
OG0001206	LOC6505848|XP_001964479.2|DANA	LOC109422192|XP_029710557.1|AEAL
OG0001207	LOC26513919|XP_014759490.1|DANA	LOC109416871|XP_019546517.1|AEAL
OG0001208	LOC6501911|XP_032308117.1|DANA	LOC109422014|XP_029711117.1|AEAL, LOC115256582|XP_029711220.1|AEAL
OG0001209	LOC6500876|XP_001954088.2|DANA	LOC109622458|XP_029711425.1|AEAL, LOC115258387|XP_029714337.1|AEAL, LOC109427462|XP_029707763.1|AEAL, LOC115258388|XP_029714338.1|AEAL, LOC109427463|XP_029708095.1|AEAL, LOC109427451|XP_029710821.1|AEAL
OG0001210	LOC6502060|XP_001967440.1|DANA	LOC109425391|XP_029717696.1|AEAL, LOC115261678|XP_029719427.1|AEAL, LOC109418683|XP_019548443.1|AEAL, LOC109415912|XP_029717657.1|AEAL, LOC109412955|XP_029717701.1|AEAL, LOC115261681|XP_029719430.1|AEAL
OG0001212	LOC6505053|XP_001965553.1|DANA	LOC109412731|XP_019541898.2|AEAL, LOC109411856|XP_019541019.2|AEAL, LOC115259469|XP_029715906.1|AEAL, LOC109413157|XP_029711334.1|AEAL
OG0001213	LOC6505727|XP_001964374.1|DANA	LOC109429341|XP_029716203.1|AEAL, LOC109399009|XP_029716156.1|AEAL, LOC115260114|XP_029716874.1|AEAL, LOC109429357|XP_029716187.1|AEAL, LOC109399008|XP_019526999.2|AEAL
OG0001214	LOC6499792|XP_001953904.1|DANA	LOC109623212|XP_019933252.2|AEAL, LOC109415280|XP_019544702.2|AEAL
OG0001215	LOC6499158|XP_001955197.1|DANA	LOC109423631|XP_019554162.2|AEAL, LOC115264127|XP_029723333.1|AEAL, LOC109423633|XP_029723345.1|AEAL, LOC109400263|XP_019528289.2|AEAL, LOC115264141|XP_029723378.1|AEAL
OG0001216	LOC6500322|XP_014766503.1|DANA	LOC109423629|XP_029723325.1|AEAL, LOC109400267|XP_029723331.1|AEAL, LOC109423626|XP_029723323.1|AEAL, LOC115264295|XP_029723826.1|AEAL
OG0001217	LOC6502333|XP_001967631.2|DANA	LOC109405480|XP_029729887.1|AEAL, LOC109402376|XP_029712601.1|AEAL, LOC115267179|XP_029729888.1|AEAL
OG0001218	LOC6500793|XP_001953932.1|DANA	LOC109403864|XP_029723879.1|AEAL
OG0001220	LOC6495550|XP_001959083.1|DANA	LOC115265440|XP_029726428.1|AEAL, LOC109423337|XP_019553825.2|AEAL, LOC115261959|XP_029719743.1|AEAL, LOC109423338|XP_029726429.1|AEAL, LOC115261964|XP_029719751.1|AEAL
OG0001223	LOC6495127|XP_032306369.1|DANA	LOC109415870|XP_019545361.3|AEAL, LOC109622717|XP_029712038.1|AEAL
OG0001224	LOC6496288|XP_001960624.3|DANA	LOC115254269|XP_029736457.1|AEAL, LOC115260213|XP_029717005.1|AEAL, LOC109418651|XP_029730668.1|AEAL, LOC109414794|XP_029719570.1|AEAL
OG0001225	LOC6496516|XP_014763864.2|DANA	LOC109423814|XP_029735400.1|AEAL, LOC109430612|XP_029735415.1|AEAL, LOC109423816|XP_019554406.2|AEAL, LOC109430634|XP_029735433.1|AEAL
OG0001226	LOC6495260|XP_001958742.1|DANA	LOC109408176|XP_029728757.1|AEAL, LOC109411115|XP_029728702.1|AEAL, LOC115266551|XP_029728705.1|AEAL
OG0001227	LOC6496850|XP_014761401.1|DANA	LOC109622030|XP_019931782.2|AEAL, LOC109622003|XP_029724995.1|AEAL
OG0001228	LOC6494328|XP_032305515.1|DANA	LOC109397760|XP_019525619.2|AEAL, LOC109428818|XP_019560210.2|AEAL, LOC115269394|XP_029733932.1|AEAL, LOC115258127|XP_029714026.1|AEAL
OG0001229	LOC26515246|XP_032312042.1|DANA	LOC109417515|XP_029714500.1|AEAL, LOC109410204|XP_019539271.2|AEAL
OG0001230	LOC6494134|XP_032307143.1|DANA	LOC115255374|XP_029709276.1|AEAL, LOC115255378|XP_029709286.1|AEAL, LOC109417688|XP_029709203.1|AEAL
OG0001231	LOC6505408|XP_001966905.1|DANA	LOC109431831|XP_029722656.1|AEAL, LOC115254955|XP_029708480.1|AEAL
OG0001232	LOC6498145|XP_001962173.1|DANA	LOC109421237|XP_019551265.2|AEAL
OG0001233	LOC6498133|XP_001962148.1|DANA	LOC109432481|XP_029726919.1|AEAL, LOC109421338|XP_029727063.1|AEAL
OG0001234	LOC6496168|XP_001960364.1|DANA	LOC109402517|XP_019530753.2|AEAL
OG0001235	LOC6503363|XP_001965357.2|DANA	LOC109411688|XP_019540801.2|AEAL, LOC115262177|XP_029720326.1|AEAL, LOC109404615|XP_019533064.2|AEAL, LOC109411681|XP_029720322.1|AEAL
OG0001236	LOC6493200|XP_001957251.2|DANA	LOC109414181|XP_029712491.1|AEAL
OG0001237	LOC6500136|XP_014766395.1|DANA	LOC109426266|XP_029707813.1|AEAL, LOC109421720|XP_029714000.1|AEAL
OG0001238	LOC6499597|XP_032312139.1|DANA	LOC109413694|XP_029727320.1|AEAL
OG0001239	LOC6499905|XP_032306296.1|DANA	LOC115264738|XP_029724628.1|AEAL, LOC109409112|XP_029730294.1|AEAL, LOC109401658|XP_019529779.2|AEAL, LOC109420361|XP_019550234.2|AEAL
OG0001240	LOC6499556|XP_001954389.1|DANA	LOC109405745|XP_029710923.1|AEAL
OG0001241	LOC6495700|XP_001959400.1|DANA	LOC109422597|XP_029712274.1|AEAL, LOC109402813|XP_029712227.1|AEAL
OG0001242	LOC6502245|XP_001966075.1|DANA	LOC109403313|XP_029718610.1|AEAL, LOC109412243|XP_019541430.1|AEAL
OG0001244	LOC6500325|XP_001952976.1|DANA	LOC115267025|XP_029729659.1|AEAL, LOC109432004|XP_029724278.1|AEAL, LOC115267091|XP_029729808.1|AEAL, LOC109399824|XP_029729811.1|AEAL
OG0001245	LOC6505672|XP_032305737.1|DANA	LOC115262829|XP_029721582.1|AEAL, LOC109425844|XP_029721583.1|AEAL, LOC115262612|XP_029720867.1|AEAL, LOC115262767|XP_029721474.1|AEAL
OG0001246	LOC6495728|XP_014763470.1|DANA	LOC109426479|XP_019557543.2|AEAL, LOC109426478|XP_019557542.2|AEAL, LOC109408978|XP_019537917.2|AEAL
OG0001247	LOC26514097|XP_032311496.1|DANA	LOC109433490|XP_029710256.1|AEAL, LOC109410662|XP_029731649.1|AEAL
OG0001248	LOC6506997|XP_001956857.1|DANA	LOC109425899|XP_019556819.2|AEAL
OG0001249	LOC6503750|XP_001963809.2|DANA	LOC115270971|XP_029736208.1|AEAL, LOC109407549|XP_019536161.2|AEAL, LOC109425808|XP_029736205.1|AEAL
OG0001257	LOC6501778|XP_032311763.1|DANA	LOC109424983|XP_029711672.1|AEAL, LOC109431126|XP_029730261.1|AEAL
OG0001258	LOC6501118|XP_001954585.1|DANA	LOC115260011|XP_029716705.1|AEAL, LOC109422191|XP_019552379.2|AEAL, LOC109428477|XP_019559796.1|AEAL
OG0001259	LOC6504614|XP_001966525.1|DANA	LOC109398767|XP_019526709.2|AEAL, LOC109623360|XP_019933464.2|AEAL, LOC109401178|XP_019529200.2|AEAL
OG0001260	LOC6500642|XP_001953630.2|DANA	LOC115256411|XP_029710765.1|AEAL, LOC109427544|XP_019558657.2|AEAL, LOC115256617|XP_029711299.1|AEAL, LOC115256594|XP_029711260.1|AEAL, LOC115269374|XP_029733906.1|AEAL, LOC109427545|XP_019558658.1|AEAL
OG0001261	LOC6504380|XP_001967079.2|DANA	LOC109422119|XP_019552298.1|AEAL
OG0001263	LOC6500783|XP_001953912.1|DANA	LOC109415630|XP_029730267.1|AEAL
OG0001264	LOC6498064|XP_001962010.2|DANA	LOC115266784|XP_029729217.1|AEAL, LOC109433564|XP_029729246.1|AEAL, LOC109430179|XP_029729242.1|AEAL, LOC109421814|XP_029717586.1|AEAL, LOC115253729|XP_029717522.1|AEAL
OG0001265	LOC6503884|XP_014761110.2|DANA	LOC109431460|XP_019563208.2|AEAL
OG0001266	LOC6494753|XP_001959734.1|DANA	LOC115263718|XP_029722829.1|AEAL, LOC109425434|XP_019556248.2|AEAL, LOC109432218|XP_029722814.1|AEAL
OG0001267	LOC6500853|XP_032310250.1|DANA	LOC115263657|XP_029722722.1|AEAL, LOC109400103|XP_029722959.1|AEAL, LOC115253611|XP_029722954.1|AEAL, LOC109621581|XP_029730493.1|AEAL, LOC109430341|XP_019561943.2|AEAL
OG0001269	LOC6496251|XP_001960544.1|DANA	LOC109429328|XP_019560777.2|AEAL, LOC109401040|XP_019529067.2|AEAL
OG0001270	LOC6503457|XP_001967519.2|DANA	LOC109424426|XP_019555076.2|AEAL, LOC109426294|XP_029721529.1|AEAL, LOC115253683|XP_029714169.1|AEAL, LOC115269325|XP_029733802.1|AEAL, LOC109415279|XP_019544701.2|AEAL
OG0001271	LOC6494873|XP_001959510.1|DANA	LOC109423271|XP_019553748.2|AEAL, LOC109423269|XP_019553746.2|AEAL
OG0001272	LOC6507573|XP_001955933.2|DANA	LOC109402588|XP_019530832.2|AEAL
OG0001273	LOC6501382|XP_001955119.3|DANA	LOC109406565|XP_019535205.2|AEAL, LOC115265703|XP_029727526.1|AEAL, LOC109415843|XP_019545328.2|AEAL, LOC109418743|XP_029715739.1|AEAL, LOC109415844|XP_019545329.1|AEAL
OG0001274	LOC6493714|XP_001958291.1|DANA	LOC115269683|XP_029734372.1|AEAL, LOC109404909|XP_029734943.1|AEAL, LOC115270107|XP_029734980.1|AEAL, LOC109400595|XP_019528628.2|AEAL, LOC115270106|XP_029734979.1|AEAL
OG0001276	LOC6507649|XP_001956071.1|DANA	LOC109425655|XP_029734743.1|AEAL
OG0001277	LOC6506888|XP_001957055.1|DANA	LOC109423359|XP_029725090.1|AEAL, LOC109401474|XP_029721727.1|AEAL
OG0001278	LOC6507280|XP_032310005.1|DANA, LOC6498637|XP_001963216.1|DANA	LOC115268895|XP_029732944.1|AEAL, LOC109403769|XP_029722460.1|AEAL
OG0001279	LOC6507782|XP_001956335.1|DANA	LOC115254218|XP_029732946.1|AEAL, LOC115259606|XP_029716199.1|AEAL, LOC109420587|XP_019550498.2|AEAL, LOC115260841|XP_029718021.1|AEAL, LOC109407261|XP_019535814.2|AEAL, LOC115258603|XP_029714746.1|AEAL, LOC109413533|XP_019542761.2|AEAL, LOC109404211|XP_019532592.2|AEAL, LOC109416926|XP_019546586.1|AEAL
OG0001280	LOC6506507|XP_001957750.1|DANA	LOC109424159|XP_029722010.1|AEAL, LOC115253833|XP_029710342.1|AEAL, LOC109430829|XP_019562461.1|AEAL
