Orthogroup	DANA.longest_only	DSUZ.longest_only
OG0000838	LOC26515372|XP_014762426.1|DANA	LOC108009399|XP_016929211.1|DSUZ
OG0000839	LOC6499132|XP_001955238.1|DANA	LOC108016228|XP_036675015.1|DSUZ
OG0000839	LOC6500421|XP_032305494.1|DANA	LOC108005022|XP_036672637.1|DSUZ, LOC108005021|XP_036673245.1|DSUZ
OG0000840	LOC6493916|XP_001961329.1|DANA	LOC108019838|XP_016943359.1|DSUZ
OG0000840	LOC6503715|XP_032308431.1|DANA	LOC108004760|XP_016923287.1|DSUZ
OG0000841	LOC6505780|XP_032305611.1|DANA, LOC26515451|XP_014760946.1|DANA	LOC108005068|XP_036677731.1|DSUZ, LOC118878993|XP_036677843.1|DSUZ, LOC118878994|XP_036677844.1|DSUZ, LOC118876774|XP_036677730.1|DSUZ
OG0000842	LOC6494090|XP_001961000.1|DANA	LOC108019658|XP_016943034.1|DSUZ
OG0000842	LOC6501106|XP_001954560.1|DANA	LOC118877942|XP_036674525.1|DSUZ
OG0000843	LOC6495726|XP_001959446.1|DANA	LOC108010211|XP_016930544.1|DSUZ
OG0000844	LOC6494232|XP_001960692.2|DANA	LOC108010265|XP_036669703.1|DSUZ
OG0000844	LOC6500108|XP_001953208.1|DANA	LOC108005002|XP_016923625.1|DSUZ
OG0000845	LOC6503032|XP_001963373.1|DANA	LOC108016630|XP_016938815.1|DSUZ
OG0000845	LOC6503031|XP_001963375.2|DANA	LOC108016958|XP_016939383.1|DSUZ
OG0000846	LOC6505525|XP_001964761.1|DANA	LOC108007583|XP_016926764.1|DSUZ
OG0000847	LOC6494863|XP_001959530.1|DANA	LOC108019631|XP_016943003.1|DSUZ
OG0000847	LOC6495841|XP_001959689.1|DANA	LOC108009264|XP_016928956.1|DSUZ
OG0000848	LOC6497434|XP_032307588.1|DANA	LOC108006141|XP_016925108.1|DSUZ, LOC108008012|XP_016927287.1|DSUZ
OG0000848	LOC6506350|XP_001965156.2|DANA	LOC108014818|XP_016936546.2|DSUZ
OG0000849	LOC6498150|XP_001962184.1|DANA	LOC108008344|XP_016927664.2|DSUZ
OG0000849	LOC6497973|XP_001961824.1|DANA	LOC108008483|XP_016927834.1|DSUZ
OG0000850	LOC6496373|XP_001960782.1|DANA	LOC108010233|XP_016930572.1|DSUZ
OG0000850	LOC6496372|XP_001960781.1|DANA	LOC108010231|XP_016930565.1|DSUZ
OG0000851	LOC6494277|XP_014762706.1|DANA	LOC108008545|XP_016927905.1|DSUZ
OG0000854	LOC6503760|XP_001963792.1|DANA	LOC108011146|XP_016931719.1|DSUZ
OG0000854	LOC6503757|XP_001963795.3|DANA	LOC108011148|XP_016931723.1|DSUZ
OG0000855	LOC6504679|XP_001966419.1|DANA	LOC108016930|XP_016939347.1|DSUZ
OG0000855	LOC6501112|XP_001954571.1|DANA	LOC108006077|XP_016925012.2|DSUZ
OG0000856	LOC6493573|XP_001958023.2|DANA	LOC108006918|XP_016926007.2|DSUZ
OG0000857	LOC6504381|XP_001967077.2|DANA	LOC108015334|XP_016937225.1|DSUZ
OG0000858	LOC6500868|XP_001954071.1|DANA	LOC108011586|XP_016932244.2|DSUZ
OG0000860	LOC6502837|XP_001957292.2|DANA	LOC108013147|XP_016934323.1|DSUZ
OG0000860	LOC6493095|XP_032309559.1|DANA	LOC108007155|XP_036670936.1|DSUZ
OG0000861	LOC6495915|XP_032306078.1|DANA	LOC108008751|XP_016928138.1|DSUZ, LOC108010154|XP_036669370.1|DSUZ
OG0000862	LOC6495830|XP_001959671.1|DANA	LOC108009771|XP_016929889.1|DSUZ
OG0000862	LOC6498387|XP_001962694.1|DANA	LOC108021139|XP_016945188.1|DSUZ
OG0000863	LOC6501214|XP_032305550.1|DANA	LOC108020482|XP_036673118.1|DSUZ
OG0000864	LOC6505883|XP_001965041.1|DANA	LOC108011791|XP_016932522.1|DSUZ
OG0000864	LOC6503576|XP_014760987.1|DANA	LOC108005178|XP_016923845.1|DSUZ
OG0000865	LOC26513756|XP_014759879.2|DANA	LOC108007886|XP_016927144.1|DSUZ
OG0000865	LOC6501249|XP_001954848.2|DANA	LOC108017484|XP_016940019.2|DSUZ
OG0000866	LOC6497985|XP_001961843.1|DANA	LOC108021288|XP_016945417.1|DSUZ
OG0000866	LOC6497986|XP_001961844.2|DANA	LOC108020870|XP_016944758.1|DSUZ
OG0000867	LOC6497711|XP_001961511.1|DANA	LOC108009123|XP_016928695.1|DSUZ
OG0000867	LOC6496945|XP_001963082.1|DANA	LOC108006241|XP_016925185.1|DSUZ
OG0000868	LOC6503001|XP_032308918.1|DANA	LOC108004668|XP_016923133.1|DSUZ
OG0000869	LOC6500444|XP_032305892.1|DANA, LOC6500445|XP_001953224.1|DANA	LOC108017099|XP_036674808.1|DSUZ
OG0000870	LOC6495720|XP_032306845.1|DANA	LOC108017942|XP_016940660.1|DSUZ
OG0000871	LOC6495143|XP_001958966.1|DANA	LOC108010130|XP_016930447.1|DSUZ
OG0000872	LOC6501985|XP_001966816.1|DANA	LOC108004841|XP_016923405.1|DSUZ
OG0000872	LOC6496323|XP_001960703.1|DANA	LOC108008480|XP_016927825.1|DSUZ
OG0000873	LOC6493814|XP_001958490.2|DANA	LOC118879235|XP_036678021.1|DSUZ, LOC108007427|XP_036671097.1|DSUZ
OG0000874	LOC6503051|XP_001963335.1|DANA	LOC108016691|XP_016938903.1|DSUZ
OG0000874	LOC6507953|XP_014763742.1|DANA	LOC108009898|XP_016930108.1|DSUZ
OG0000875	LOC6506253|XP_001958258.1|DANA	LOC108005543|XP_036671350.1|DSUZ
OG0000877	LOC6506354|XP_032309838.1|DANA	LOC108019343|XP_036672055.1|DSUZ
OG0000877	LOC6504127|XP_001964239.1|DANA	LOC108016688|XP_016938900.1|DSUZ
OG0000878	LOC6494430|XP_001960326.2|DANA	LOC108010326|XP_016930741.1|DSUZ
OG0000879	LOC6495359|XP_001958658.2|DANA	LOC108018781|XP_016941855.1|DSUZ
OG0000880	LOC6503793|XP_001963735.1|DANA	LOC108016701|XP_016938915.1|DSUZ
OG0000880	LOC6506472|XP_001957803.2|DANA	LOC108012752|XP_016933675.1|DSUZ
OG0000881	LOC6493070|XP_001956985.1|DANA	LOC108012678|XP_016933594.1|DSUZ
OG0000881	LOC6493072|XP_001956987.1|DANA, LOC6493071|XP_001956986.1|DANA	LOC108013631|XP_016935066.1|DSUZ, LOC118877361|XP_036671747.1|DSUZ
OG0000882	LOC6504954|XP_032308008.1|DANA	LOC108005482|XP_036677101.1|DSUZ
OG0000882	LOC6497963|XP_001961804.1|DANA	LOC108009728|XP_036676018.1|DSUZ
OG0000883	LOC6505050|XP_001965561.1|DANA	LOC108006535|XP_016925549.1|DSUZ
OG0000884	LOC6506564|XP_014760551.1|DANA	LOC108009339|XP_016929156.1|DSUZ
OG0000884	LOC6505236|XP_032307808.1|DANA	LOC108004763|XP_016923293.2|DSUZ
OG0000885	LOC6505658|XP_014760744.1|DANA	LOC118877565|XP_036672664.1|DSUZ
OG0000886	LOC6499702|XP_001954102.1|DANA	LOC108020302|XP_016943921.1|DSUZ
OG0000887	LOC6503004|XP_032308920.1|DANA	LOC108004667|XP_036676890.1|DSUZ
OG0000888	LOC6507673|XP_032309489.1|DANA	LOC108012961|XP_016934001.1|DSUZ
OG0000889	LOC6493858|XP_032310644.1|DANA	LOC118877330|XP_036671527.1|DSUZ
OG0000890	LOC6494190|XP_001960789.1|DANA	LOC108010245|XP_016930588.1|DSUZ
OG0000891	LOC26515004|XP_014760661.1|DANA, LOC6504382|XP_001964970.1|DANA, LOC26514487|XP_014760652.1|DANA	LOC108020996|XP_016944953.1|DSUZ
OG0000891	LOC6497237|XP_001962500.1|DANA	LOC108021473|XP_016945701.1|DSUZ
OG0000892	LOC6507189|XP_032310344.1|DANA	LOC108015891|XP_036672276.1|DSUZ
OG0000892	LOC6493218|XP_014764257.1|DANA	LOC108015222|XP_016937053.2|DSUZ, LOC108013072|XP_016934182.2|DSUZ
OG0000893	LOC6500458|XP_001953250.3|DANA	LOC108017812|XP_036675144.1|DSUZ
OG0000894	LOC6500110|XP_001953204.1|DANA	LOC108017139|XP_016939607.2|DSUZ
OG0000895	LOC6496425|XP_001960891.1|DANA, LOC6496427|XP_001960892.2|DANA	LOC108010285|XP_016930643.1|DSUZ
OG0000896	LOC6494130|XP_001960906.3|DANA	LOC108008232|XP_016927512.1|DSUZ
OG0000896	LOC6502111|XP_001966190.1|DANA	LOC108014988|XP_016936699.1|DSUZ
OG0000897	LOC6499596|XP_001954328.1|DANA	LOC108014067|XP_016935575.2|DSUZ
OG0000897	LOC6501000|XP_001954331.1|DANA	LOC108014068|XP_016935576.2|DSUZ
OG0000898	LOC6494259|XP_001960651.1|DANA	LOC108017961|XP_016940720.1|DSUZ
OG0000898	LOC6496393|XP_001960811.1|DANA	LOC108008556|XP_016927915.1|DSUZ
OG0000899	LOC6501613|XP_014767118.1|DANA	LOC108006083|XP_016925018.2|DSUZ
OG0000900	LOC6494194|XP_001960779.1|DANA	LOC108010234|XP_016930576.1|DSUZ
OG0000900	LOC6496370|XP_001960778.1|DANA	LOC108008940|XP_016928340.1|DSUZ
OG0000901	LOC6494470|XP_001960272.1|DANA	LOC108008273|XP_016927551.1|DSUZ
OG0000901	LOC6496123|XP_001960273.1|DANA	LOC108008274|XP_016927553.1|DSUZ
OG0000902	LOC6503927|XP_001963861.2|DANA	LOC108021807|XP_016946099.1|DSUZ
OG0000902	LOC26515541|XP_014761235.1|DANA	LOC108021808|XP_016946100.1|DSUZ
OG0000903	LOC6507636|XP_001956049.1|DANA	LOC108005915|XP_016924814.1|DSUZ
OG0000903	LOC6507421|XP_001956047.1|DANA	LOC108005810|XP_016924628.1|DSUZ
OG0000904	LOC26514462|XP_032309802.1|DANA	LOC108007168|XP_016926281.2|DSUZ
OG0000904	LOC6492995|XP_001956814.1|DANA	LOC108007091|XP_036670522.1|DSUZ
OG0000906	LOC6495385|XP_001958717.1|DANA	LOC118876978|XP_036669611.1|DSUZ, LOC108008897|XP_016928291.1|DSUZ
OG0000907	LOC6494907|XP_001959447.1|DANA	LOC108010212|XP_016930545.1|DSUZ
OG0000909	LOC6501502|XP_001955381.1|DANA	LOC108011893|XP_016932629.1|DSUZ
OG0000910	LOC6500683|XP_001953719.1|DANA	LOC108018274|XP_036674308.1|DSUZ
OG0000911	LOC6496070|XP_001960155.1|DANA	LOC108008428|XP_016927766.1|DSUZ
OG0000912	LOC6493242|XP_001957341.1|DANA	LOC108017677|XP_016940274.1|DSUZ, LOC108017676|XP_016940272.1|DSUZ
OG0000913	LOC6507742|XP_014765443.1|DANA	LOC108011731|XP_036670716.1|DSUZ
OG0000914	LOC6495705|XP_001959407.1|DANA	LOC108008891|XP_016928284.1|DSUZ
OG0000915	LOC6494144|XP_001960878.2|DANA	LOC108008813|XP_016928205.1|DSUZ
OG0000916	LOC6498083|XP_001962048.1|DANA	LOC108019753|XP_016943191.1|DSUZ
OG0000917	LOC6498313|XP_032307478.1|DANA	LOC108016593|XP_036676442.1|DSUZ
OG0000918	LOC26514318|XP_032309123.1|DANA	LOC108019295|XP_036677308.1|DSUZ, LOC108015932|XP_016938004.1|DSUZ
OG0000920	LOC6505240|XP_001965605.1|DANA	LOC108004558|XP_016922981.1|DSUZ
OG0000921	LOC6503498|XP_032308720.1|DANA, LOC6504143|XP_032308716.1|DANA	LOC108016746|XP_016938977.2|DSUZ, LOC108016747|XP_016938978.2|DSUZ
OG0000922	LOC6493427|XP_032310576.1|DANA, LOC6493426|XP_001957724.1|DANA	LOC108020049|XP_036672171.1|DSUZ, LOC108020016|XP_036672173.1|DSUZ
OG0000923	LOC6493691|XP_001958244.1|DANA	LOC108019541|XP_036672273.1|DSUZ
OG0000923	LOC6501226|XP_001954798.1|DANA	LOC108007980|XP_016927249.2|DSUZ
OG0000924	LOC6504068|XP_001964112.1|DANA	LOC108005463|XP_016924248.1|DSUZ
OG0000925	LOC6505954|XP_001964677.2|DANA	LOC108008034|XP_016927306.2|DSUZ, LOC108008036|XP_016927308.1|DSUZ
OG0000926	LOC6500579|XP_001953512.1|DANA	LOC108014248|XP_016935774.2|DSUZ
OG0000926	LOC6501307|XP_001954964.1|DANA	LOC108007017|XP_016926112.1|DSUZ
OG0000927	LOC6501349|XP_001955044.1|DANA	LOC108004996|XP_016923605.2|DSUZ
OG0000927	LOC6501346|XP_001955041.1|DANA	LOC118878122|XP_036675478.1|DSUZ
OG0000928	LOC6505340|XP_001964843.1|DANA	LOC108021158|XP_016945225.1|DSUZ
OG0000928	LOC6505337|XP_001964842.1|DANA	LOC108021160|XP_016945228.1|DSUZ
OG0000929	LOC6503301|XP_001967571.2|DANA	LOC108021548|XP_016945805.1|DSUZ
OG0000929	LOC6503302|XP_032309173.1|DANA	LOC108021549|XP_016945806.1|DSUZ
OG0000930	LOC6506401|XP_001957940.1|DANA	LOC108018658|XP_016941719.2|DSUZ, LOC108018655|XP_016941716.2|DSUZ
OG0000931	LOC6496156|XP_001960346.1|DANA	LOC108008714|XP_016928101.1|DSUZ
OG0000931	LOC6497741|XP_001961444.2|DANA	LOC108010798|XP_016931221.1|DSUZ
OG0000932	LOC6507113|XP_001956642.2|DANA	LOC108011438|XP_016932058.1|DSUZ, LOC108006195|XP_036672056.1|DSUZ
OG0000933	LOC6495587|XP_001959153.1|DANA	LOC108010263|XP_016930609.1|DSUZ
OG0000933	LOC6495586|XP_001959152.1|DANA	LOC108010264|XP_016930610.1|DSUZ
OG0000934	LOC6495207|XP_001958847.1|DANA	LOC108019676|XP_016943056.1|DSUZ
OG0000934	LOC6495206|XP_001958848.1|DANA	LOC108019678|XP_016943057.1|DSUZ
OG0000935	LOC6499809|XP_014766231.1|DANA	LOC108007309|XP_036673509.1|DSUZ
OG0000936	LOC26515221|XP_014760188.1|DANA	LOC108011918|XP_016932655.1|DSUZ
OG0000936	LOC6501997|XP_001966843.1|DANA	LOC108006552|XP_016925573.1|DSUZ
OG0000937	LOC6505605|XP_014760720.1|DANA	LOC108016137|XP_036675609.1|DSUZ
OG0000938	LOC6496164|XP_001960355.1|DANA	LOC108008831|XP_016928227.1|DSUZ
OG0000938	LOC6503743|XP_001963823.2|DANA	LOC108005404|XP_016924157.1|DSUZ
OG0000939	LOC6504469|XP_001964948.1|DANA	LOC108015247|XP_016937092.1|DSUZ
OG0000940	LOC6503820|XP_001963681.2|DANA	LOC108004600|XP_016923029.1|DSUZ
OG0000940	LOC6507654|XP_001956086.1|DANA	LOC108012370|XP_016933214.1|DSUZ
OG0000941	LOC6504454|XP_001966954.3|DANA	LOC108015009|XP_016936726.1|DSUZ
OG0000942	LOC6493057|XP_001956963.2|DANA	LOC108013179|XP_016934367.1|DSUZ
OG0000943	LOC6495957|XP_001959931.2|DANA	LOC108009222|XP_016928870.1|DSUZ
OG0000944	LOC6501993|XP_032308203.1|DANA	LOC108006569|XP_016925593.1|DSUZ
OG0000945	LOC26514192|XP_014765586.1|DANA	LOC108013017|XP_016934097.1|DSUZ
OG0000945	LOC6492950|XP_001956724.2|DANA, LOC6492951|XP_001956725.1|DANA	LOC108013016|XP_016934096.2|DSUZ
OG0000946	LOC6498146|XP_001962174.2|DANA	LOC108018902|XP_036678608.1|DSUZ, LOC108019162|XP_016942403.1|DSUZ
OG0000947	LOC6495738|XP_001959468.1|DANA	LOC108009139|XP_016928731.1|DSUZ
OG0000948	LOC6506845|XP_001957130.1|DANA	LOC108011795|XP_036671205.1|DSUZ
OG0000949	LOC6502160|XP_032309338.1|DANA	LOC108005293|XP_016923981.1|DSUZ
OG0000950	LOC6500463|XP_001953271.1|DANA	LOC108019334|XP_016942644.2|DSUZ
OG0000951	LOC6500738|XP_001953820.1|DANA	LOC108018673|XP_016941732.2|DSUZ
OG0000952	LOC26515013|XP_014760662.1|DANA	LOC108006609|XP_016925622.1|DSUZ
OG0000954	LOC6493913|XP_001961337.1|DANA	LOC108019662|XP_016943042.1|DSUZ
OG0000955	LOC6499042|XP_001955438.2|DANA	LOC108007791|XP_016927036.2|DSUZ
OG0000955	LOC26515141|XP_014767388.1|DANA	LOC108007783|XP_016927029.2|DSUZ
OG0000956	LOC6499355|XP_001954807.1|DANA	LOC108014179|XP_016935703.2|DSUZ
OG0000956	LOC6499351|XP_001954811.1|DANA	LOC108014198|XP_016935724.1|DSUZ
OG0000957	LOC6502521|XP_001960129.1|DANA	LOC108008224|XP_016927504.2|DSUZ
OG0000957	LOC6496058|XP_001960130.2|DANA	LOC108008223|XP_016927503.1|DSUZ
OG0000958	LOC6500871|XP_001954077.1|DANA	LOC108014118|XP_036673913.1|DSUZ
OG0000958	LOC6494372|XP_001960443.1|DANA	LOC108008824|XP_016928220.1|DSUZ
OG0000959	LOC6493144|XP_001957139.2|DANA	LOC108015925|XP_016937994.2|DSUZ, LOC108006370|XP_036675371.1|DSUZ
OG0000960	LOC26515477|XP_014760948.1|DANA, LOC6505927|XP_001964631.3|DANA, LOC26514688|XP_014760927.2|DANA, LOC6493824|XP_001958510.2|DANA, LOC6493825|XP_001958512.1|DANA	LOC108016678|XP_016938885.1|DSUZ
OG0000961	LOC6506739|XP_001957328.1|DANA	LOC108014011|XP_036671110.1|DSUZ
OG0000961	LOC6506736|XP_001957331.1|DANA	LOC108013773|XP_016935223.2|DSUZ
OG0000962	LOC6501530|XP_001955429.3|DANA, LOC6501529|XP_001955428.2|DANA	LOC108011086|XP_016931641.2|DSUZ, LOC108011099|XP_016931656.2|DSUZ
OG0000962	LOC26514484|XP_032305685.1|DANA, LOC6501527|XP_032311139.1|DANA	LOC108011103|XP_016931662.2|DSUZ
OG0000963	LOC6505072|XP_001965516.1|DANA	LOC108010435|XP_016930784.1|DSUZ
OG0000964	LOC6495506|XP_001958996.3|DANA	LOC108010278|XP_016930634.1|DSUZ
OG0000965	LOC6501862|XP_001966782.1|DANA	LOC108015397|XP_016937305.1|DSUZ
OG0000966	LOC6494018|XP_001961138.2|DANA	LOC108019750|XP_016943184.1|DSUZ
OG0000966	LOC6505573|XP_001964673.2|DANA	LOC108018267|XP_016941277.2|DSUZ
OG0000968	LOC6493392|XP_001957661.1|DANA	LOC108019463|XP_036671203.1|DSUZ
OG0000969	LOC6495068|XP_001959133.1|DANA	LOC108008552|XP_016927912.1|DSUZ
OG0000970	LOC6499103|XP_001955292.1|DANA	LOC108012022|XP_016932789.1|DSUZ
OG0000971	LOC6497363|XP_001962245.1|DANA	LOC108007879|XP_036676004.1|DSUZ, LOC108006004|XP_016924940.1|DSUZ
OG0000972	LOC6493796|XP_001958452.1|DANA	LOC108013313|XP_016934594.2|DSUZ
OG0000972	LOC6504874|XP_001966502.1|DANA	LOC108017009|XP_016939453.1|DSUZ
OG0000973	LOC6505119|XP_001965418.3|DANA	LOC108018876|XP_016941953.1|DSUZ
OG0000974	LOC6492961|XP_001956755.1|DANA	LOC108011825|XP_036671173.1|DSUZ
OG0000975	LOC6499433|XP_001954649.2|DANA	LOC108010632|XP_036674727.1|DSUZ
OG0000976	LOC6500508|XP_032305732.1|DANA	LOC108006493|XP_036673132.1|DSUZ
OG0000977	LOC6494263|XP_032312347.1|DANA	LOC108004923|XP_016923507.2|DSUZ
OG0000978	LOC6500942|XP_001954219.1|DANA	LOC108006049|XP_036674322.1|DSUZ
OG0000979	LOC6495865|XP_001959739.1|DANA	LOC108008320|XP_016927626.1|DSUZ
OG0000980	LOC6505616|XP_001964591.2|DANA	LOC108016151|XP_016938255.1|DSUZ
OG0000980	LOC6499516|XP_001954458.1|DANA	LOC108011040|XP_016931581.2|DSUZ
OG0000981	LOC6498811|XP_001967305.1|DANA	LOC108015103|XP_016936836.1|DSUZ
OG0000981	LOC6498574|XP_001963096.1|DANA	LOC108021057|XP_016945053.1|DSUZ
OG0000982	LOC6501169|XP_001954685.1|DANA	LOC108014715|XP_016936371.2|DSUZ
OG0000982	LOC26515212|XP_014767405.1|DANA, LOC116655180|XP_032308558.1|DANA, LOC26514617|XP_014767314.1|DANA	LOC108010607|XP_016930988.2|DSUZ, LOC108018681|XP_016941742.2|DSUZ
OG0000984	LOC26513921|XP_032311871.1|DANA	LOC108012102|XP_016932870.2|DSUZ
OG0000985	LOC6494525|XP_001960173.2|DANA	LOC108009494|XP_016929376.1|DSUZ
OG0000985	LOC6494526|XP_001960172.1|DANA	LOC108009495|XP_016929377.1|DSUZ, LOC108009505|XP_016929395.1|DSUZ
OG0000986	LOC6496828|XP_001963320.1|DANA	LOC108015628|XP_016937613.1|DSUZ
OG0000986	LOC6506447|XP_001965177.2|DANA	LOC108008839|XP_016928237.1|DSUZ
OG0000987	LOC6505360|XP_001964854.1|DANA	LOC108013113|XP_016934256.1|DSUZ
OG0000987	LOC6501536|XP_001955440.1|DANA	LOC108007794|XP_016927039.2|DSUZ
OG0000988	LOC6497575|XP_001961781.2|DANA	LOC108021368|XP_016945548.1|DSUZ
OG0000990	LOC6499777|XP_001953940.2|DANA	LOC118877672|XP_036673199.1|DSUZ
OG0000990	LOC6503115|XP_001963452.1|DANA	LOC108014935|XP_036676765.1|DSUZ
OG0000991	LOC6499220|XP_001955079.1|DANA	LOC108017578|XP_016940155.1|DSUZ
OG0000991	LOC6505034|XP_001965595.1|DANA	LOC108004688|XP_016923181.1|DSUZ
OG0000992	LOC6494981|XP_001959285.1|DANA	LOC108009869|XP_016930060.1|DSUZ
OG0000992	LOC6499776|XP_032311388.1|DANA	LOC108014864|XP_016936569.2|DSUZ
OG0000993	LOC6501590|XP_001955534.1|DANA	LOC108019302|XP_016942611.2|DSUZ
OG0000993	LOC6501589|XP_001955533.2|DANA	LOC118878107|XP_036675389.1|DSUZ
OG0000994	LOC6503026|XP_014761286.1|DANA	LOC108004569|XP_016922995.1|DSUZ
OG0000995	LOC6504916|XP_001966586.1|DANA	LOC108018994|XP_016942092.1|DSUZ, LOC108011944|XP_016932687.1|DSUZ
OG0000996	LOC6494660|XP_001959915.1|DANA	LOC108010038|XP_016930333.1|DSUZ
OG0000997	LOC6494847|XP_001959560.1|DANA	LOC108010246|XP_016930589.1|DSUZ
OG0000998	LOC6507504|XP_014765275.1|DANA	LOC108013291|XP_016934553.1|DSUZ
OG0000999	LOC6496150|XP_001960336.1|DANA	LOC108008691|XP_016928074.2|DSUZ
OG0000999	LOC6504884|XP_001966529.1|DANA	LOC108016554|XP_036676171.1|DSUZ
OG0001000	LOC26514490|XP_032311485.1|DANA	LOC108007407|XP_036678333.1|DSUZ
OG0001001	LOC6495875|XP_032306453.1|DANA	LOC108018098|XP_016940998.1|DSUZ
OG0001002	LOC6497872|XP_032307571.1|DANA	LOC108004904|XP_016923481.1|DSUZ
OG0001003	LOC6501150|XP_001954645.1|DANA	LOC108019802|XP_016943295.1|DSUZ
OG0001004	LOC6505811|XP_001964413.1|DANA	LOC108017195|XP_016939679.1|DSUZ
OG0001005	LOC6504891|XP_014759849.1|DANA	LOC108016750|XP_036676489.1|DSUZ
OG0001006	LOC6500613|XP_001953564.1|DANA	LOC108014161|XP_016935684.1|DSUZ
OG0001006	LOC6507142|XP_001956597.1|DANA	LOC108018650|XP_016941711.1|DSUZ
OG0001007	LOC6494227|XP_001960699.1|DANA	LOC108008485|XP_016927833.1|DSUZ
OG0001008	LOC6502409|XP_001962939.3|DANA	LOC108014821|XP_036673576.1|DSUZ
OG0001008	LOC6502386|XP_001967180.1|DANA	LOC108006278|XP_016925223.1|DSUZ
OG0001009	LOC6500996|XP_001954320.1|DANA, LOC6500551|XP_001953439.1|DANA	LOC108015851|XP_016937908.1|DSUZ, LOC108014059|XP_016935566.2|DSUZ
OG0001010	LOC6497859|XP_001961583.1|DANA	LOC108013685|XP_016935096.1|DSUZ
OG0001011	LOC6504431|XP_001966993.3|DANA	LOC108013736|XP_016935174.1|DSUZ
OG0001011	LOC6497903|XP_001961687.1|DANA	LOC108012574|XP_016933481.1|DSUZ
OG0001012	LOC6504910|XP_001966575.1|DANA, LOC6504587|XP_001966574.1|DANA	LOC108019028|XP_016942131.1|DSUZ, LOC108019035|XP_016942138.2|DSUZ
OG0001013	LOC6507134|XP_001956611.2|DANA	LOC108014641|XP_036671166.1|DSUZ
OG0001013	LOC6507110|XP_032310444.1|DANA	LOC108006210|XP_016925136.1|DSUZ
OG0001014	LOC6493716|XP_001958295.1|DANA	LOC108005859|XP_016924724.1|DSUZ
OG0001014	LOC6506228|XP_001958303.2|DANA	LOC108012577|XP_016933480.1|DSUZ
OG0001015	LOC6501921|XP_001966694.1|DANA	LOC108015422|XP_016937340.1|DSUZ
OG0001015	LOC6501905|XP_001966693.1|DANA	LOC108015012|XP_016936730.1|DSUZ
OG0001016	LOC6500054|XP_001953308.2|DANA	LOC108012078|XP_036674337.1|DSUZ
OG0001016	LOC6500056|XP_001953307.1|DANA	LOC108012135|XP_016932915.2|DSUZ
OG0001016	LOC6504997|XP_032307909.1|DANA	LOC108004629|XP_016923059.1|DSUZ
OG0001017	LOC26513697|XP_014763928.1|DANA	LOC108009298|XP_016929027.1|DSUZ
OG0001018	LOC6501501|XP_001955380.1|DANA	LOC108011894|XP_016932630.2|DSUZ
OG0001019	LOC6505912|XP_032305482.1|DANA	LOC108016124|XP_036675607.1|DSUZ
OG0001020	LOC6498764|XP_001967253.1|DANA	LOC108015220|XP_016937050.1|DSUZ
OG0001021	LOC6497767|XP_032307532.1|DANA	LOC108021378|XP_036675876.1|DSUZ
OG0001022	LOC6500200|XP_001966665.2|DANA	LOC108019202|XP_016942483.1|DSUZ
OG0001024	LOC6505615|XP_014760728.1|DANA	LOC108016112|XP_036675595.1|DSUZ
OG0001025	LOC6507437|XP_001956022.1|DANA, LOC6507435|XP_001956023.1|DANA	LOC108012416|XP_016933266.1|DSUZ, LOC108012286|XP_036671585.1|DSUZ
OG0001026	LOC6494089|XP_001961002.1|DANA	LOC108019784|XP_016943265.1|DSUZ
OG0001027	LOC6493671|XP_001958201.1|DANA	LOC108015810|XP_016937862.1|DSUZ
OG0001028	LOC6497353|XP_001962260.1|DANA	LOC108009872|XP_016930067.1|DSUZ
OG0001029	LOC6496232|XP_001960505.1|DANA	LOC108009665|XP_016929684.1|DSUZ
OG0001031	LOC6496735|XP_032309181.1|DANA	LOC108014264|XP_036677680.1|DSUZ
OG0001032	LOC6498871|XP_014760129.1|DANA	LOC108014232|XP_036677818.1|DSUZ, LOC108019450|XP_036677821.1|DSUZ
OG0001033	LOC6503028|XP_001963380.1|DANA	LOC108006354|XP_016925364.2|DSUZ, LOC108016785|XP_016939042.1|DSUZ
OG0001034	LOC6506118|XP_001958514.2|DANA	LOC108013129|XP_036670527.1|DSUZ
OG0001035	LOC6504824|XP_001966401.1|DANA	LOC108020480|XP_016944299.1|DSUZ
OG0001035	LOC6504823|XP_001966400.1|DANA	LOC108020479|XP_016944298.1|DSUZ
OG0001036	LOC6505264|XP_001965649.1|DANA	LOC108009490|XP_016929374.1|DSUZ
OG0001036	LOC6499551|XP_001954398.1|DANA	LOC108018607|XP_016941657.2|DSUZ
OG0001037	LOC6493492|XP_001957858.2|DANA, LOC6493493|XP_001957859.1|DANA	LOC108018742|XP_016941806.2|DSUZ, LOC108018738|XP_016941802.2|DSUZ
OG0001037	LOC6506452|XP_001957851.2|DANA	LOC108011689|XP_036671492.1|DSUZ
OG0001038	LOC6500419|XP_001953180.1|DANA	LOC118876763|XP_036673251.1|DSUZ, LOC108005060|XP_036672797.1|DSUZ
OG0001039	LOC6500260|XP_001952920.1|DANA	LOC108013783|XP_016935238.2|DSUZ, LOC108007068|XP_036674315.1|DSUZ
OG0001040	LOC6506575|XP_001957617.2|DANA	LOC108007568|XP_016926750.1|DSUZ
OG0001040	LOC6506576|XP_001957615.2|DANA	LOC108020000|XP_036671919.1|DSUZ
