Orthogroup	DANA.longest_only	HILL.longest_only
OG0001306	LOC6500706|XP_001953762.1|DANA	LOC119658704|XP_037922241.1|HILL, LOC119659011|XP_037922824.1|HILL, LOC119659009|XP_037922822.1|HILL
OG0001307	LOC6493303|XP_001957486.1|DANA	LOC119659990|XP_037924289.1|HILL
OG0001308	LOC6504634|XP_032309303.1|DANA	LOC119653629|XP_037914332.1|HILL
OG0001309	LOC6501270|XP_001954892.1|DANA	LOC119660286|XP_037924685.1|HILL
OG0001310	LOC6502947|XP_001963541.2|DANA	LOC119655898|XP_037917977.1|HILL
OG0001311	LOC6505194|XP_001965524.2|DANA	LOC119656610|XP_037918975.1|HILL
OG0001313	LOC6494637|XP_001959971.3|DANA	LOC119648111|XP_037905557.1|HILL
OG0001314	LOC6502469|XP_001962779.1|DANA	LOC119657885|XP_037920950.1|HILL
OG0001320	LOC6494931|XP_001959378.2|DANA	LOC119654141|XP_037915233.1|HILL
OG0001326	LOC6501601|XP_001955566.1|DANA	LOC119652653|XP_037912831.1|HILL
OG0001328	LOC26515035|XP_032311989.1|DANA	LOC119654838|XP_037916341.1|HILL, LOC119657878|XP_037920937.1|HILL
OG0001329	LOC6505307|XP_001965728.2|DANA	LOC119658047|XP_037921219.1|HILL
OG0001330	LOC6505211|XP_032307795.1|DANA	LOC119657748|XP_037920727.1|HILL
OG0001331	LOC6502047|XP_032311934.1|DANA	LOC119656876|XP_037919468.1|HILL
OG0001332	LOC6504416|XP_032308163.1|DANA	LOC119656586|XP_037918919.1|HILL
OG0001333	LOC6505113|XP_001964793.2|DANA	LOC119656813|XP_037919365.1|HILL
OG0001334	LOC6505553|XP_001964713.1|DANA	LOC119657942|XP_037921060.1|HILL
OG0001335	LOC6500011|XP_001953409.1|DANA	LOC119652343|XP_037912293.1|HILL
OG0001337	LOC6504487|XP_032308308.1|DANA	LOC119657100|XP_037919783.1|HILL
OG0001338	LOC6496265|XP_014763712.1|DANA	LOC119657367|XP_037920178.1|HILL
OG0001339	LOC6495364|XP_001958670.1|DANA	LOC119655050|XP_037916668.1|HILL
OG0001340	LOC6503257|XP_032309758.1|DANA	LOC119649314|XP_037907349.1|HILL
OG0001341	LOC6500539|XP_032310342.1|DANA	LOC119651654|XP_037911265.1|HILL
OG0001342	LOC6499005|XP_032311648.1|DANA	LOC119653250|XP_037913786.1|HILL
OG0001343	LOC6499178|XP_001955160.2|DANA	LOC119652246|XP_037912155.1|HILL, LOC119651876|XP_037911617.1|HILL
OG0001344	LOC6505942|XP_032305468.1|DANA	LOC119651796|XP_037911507.1|HILL
OG0001345	LOC6499926|XP_001953617.1|DANA	LOC119652847|XP_037913127.1|HILL
OG0001346	LOC6499381|XP_001954747.1|DANA	LOC119651609|XP_037911190.1|HILL
OG0001347	LOC6503956|XP_001963915.1|DANA	LOC119656995|XP_037919658.1|HILL
OG0001348	LOC6505354|XP_001967828.2|DANA, LOC6504497|XP_001967015.1|DANA	LOC119646138|XP_037902422.1|HILL
OG0001349	LOC6507029|XP_014765038.1|DANA	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL
OG0001350	LOC6507885|XP_001956525.3|DANA	LOC119656031|XP_037918222.1|HILL
OG0001351	LOC6494868|XP_001959521.1|DANA	LOC119646934|XP_037903549.1|HILL
OG0001352	LOC6493905|XP_032311477.1|DANA	LOC119646485|XP_037902868.1|HILL
OG0001353	LOC6506341|XP_001958072.1|DANA	LOC119657814|XP_037920854.1|HILL
OG0001354	LOC6495912|XP_014763532.1|DANA	LOC119661661|XP_037927022.1|HILL
OG0001355	LOC6495849|XP_001959707.1|DANA	LOC119647144|XP_037903866.1|HILL
OG0001356	LOC6498969|XP_032312081.1|DANA	LOC119659914|XP_037924167.1|HILL
OG0001357	LOC6493524|XP_001957929.1|DANA	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL
OG0001358	LOC6493887|XP_001961393.1|DANA, LOC6493673|XP_001958205.1|DANA	LOC119649831|XP_037908101.1|HILL
OG0001359	LOC6497282|XP_001962395.1|DANA	LOC119649801|XP_037908041.1|HILL
OG0001360	LOC6496405|XP_001960845.1|DANA	LOC119660268|XP_037924655.1|HILL
OG0001361	LOC6507777|XP_001956328.2|DANA	LOC119649638|XP_037907817.1|HILL
OG0001362	LOC6507781|XP_001956333.1|DANA	LOC119649515|XP_037907624.1|HILL
OG0001363	LOC6500148|XP_001953128.1|DANA	LOC119660259|XP_037924645.1|HILL
OG0001364	LOC6495293|XP_032307170.1|DANA	LOC119653200|XP_037913699.1|HILL
OG0001365	LOC6506203|XP_001958350.1|DANA	LOC119648268|XP_037905850.1|HILL
OG0001366	LOC6493350|XP_014764343.1|DANA	LOC119649229|XP_037907216.1|HILL
OG0001367	LOC6494766|XP_032306575.1|DANA	LOC119646490|XP_037902877.1|HILL
OG0001368	LOC6494818|XP_001959603.1|DANA	LOC119658811|XP_037922460.1|HILL
OG0001369	LOC6505035|XP_001965594.1|DANA	LOC119654759|XP_037916228.1|HILL
OG0001370	LOC6494714|XP_001959806.1|DANA	LOC119646383|XP_037902755.1|HILL
OG0001371	LOC26515113|XP_032311474.1|DANA	LOC119653164|XP_037913632.1|HILL
OG0001373	LOC6497138|XP_001962680.1|DANA	LOC119653079|XP_037913495.1|HILL
OG0001374	LOC6494222|XP_001960712.1|DANA	LOC119661235|XP_037926392.1|HILL
OG0001375	LOC6498889|XP_014765800.1|DANA	LOC119659993|XP_037924293.1|HILL
OG0001376	LOC6495404|XP_001958769.1|DANA	LOC119646276|XP_037902613.1|HILL
OG0001377	LOC6505475|XP_001964934.2|DANA	LOC119650354|XP_037908968.1|HILL
OG0001378	LOC6498231|XP_032307509.1|DANA	LOC119656648|XP_037919037.1|HILL, LOC119657864|XP_037920917.1|HILL
OG0001379	LOC6498057|XP_014761951.1|DANA	LOC119651100|XP_037910387.1|HILL
OG0001380	LOC6496671|XP_001961371.2|DANA	LOC119661414|XP_037926677.1|HILL
OG0001381	LOC6496421|XP_032307210.1|DANA	LOC119647953|XP_037905272.1|HILL
OG0001382	LOC6503284|XP_014759110.1|DANA	LOC119661475|XP_037926765.1|HILL
OG0001383	LOC6495075|XP_001959121.1|DANA	LOC119647254|XP_037904062.1|HILL
OG0001384	LOC6497523|XP_014761719.1|DANA	LOC119650590|XP_037909365.1|HILL
OG0001385	LOC6504562|XP_001964906.2|DANA	LOC119648519|XP_037906217.1|HILL
OG0001387	LOC6496853|XP_001963272.1|DANA	LOC119658144|XP_037921342.1|HILL
OG0001388	LOC6496954|XP_001963064.2|DANA	LOC119647241|XP_037904032.1|HILL
OG0001389	LOC6499044|XP_032311132.1|DANA	LOC119652995|XP_037913350.1|HILL
OG0001390	LOC6506658|XP_032310901.1|DANA	LOC119659069|XP_037922906.1|HILL
OG0001391	LOC6498019|XP_001961904.1|DANA	LOC119659041|XP_037922869.1|HILL, LOC119660450|XP_037924937.1|HILL
OG0001392	LOC6505294|XP_001965704.2|DANA	LOC119654285|XP_037915501.1|HILL
OG0001393	LOC6505212|XP_001965556.1|DANA	LOC119658993|XP_037922803.1|HILL
OG0001394	LOC6496933|XP_014761435.1|DANA	LOC119660939|XP_037925866.1|HILL
OG0001395	LOC6494219|XP_001965954.1|DANA	LOC119659967|XP_037924255.1|HILL
OG0001396	LOC6505242|XP_001965608.1|DANA	LOC119654659|XP_037916078.1|HILL
OG0001397	LOC6499434|XP_032312182.1|DANA	LOC119660543|XP_037925106.1|HILL
OG0001398	LOC6504119|XP_001964223.1|DANA	LOC119658900|XP_037922631.1|HILL, LOC119660834|XP_037925631.1|HILL
OG0001399	LOC26514407|XP_032311528.1|DANA	LOC119653725|XP_037914561.1|HILL
OG0001400	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA	LOC119649562|XP_037907686.1|HILL, LOC119649358|XP_037907399.1|HILL
OG0001401	LOC6507115|XP_001956641.1|DANA	LOC119650076|XP_037908503.1|HILL
OG0001402	LOC6506735|XP_001957332.1|DANA	LOC119649300|XP_037907323.1|HILL
OG0001403	LOC6507950|XP_001958044.1|DANA	LOC119657757|XP_037920740.1|HILL
OG0001404	LOC6494045|XP_001961088.2|DANA	LOC119653478|XP_037914032.1|HILL
OG0001405	LOC6496132|XP_001960296.1|DANA	LOC119654372|XP_037915653.1|HILL, LOC119654030|XP_037915121.1|HILL, LOC119655178|XP_037916858.1|HILL, LOC119654029|XP_037915120.1|HILL
OG0001406	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA	LOC119655945|XP_037918064.1|HILL
OG0001407	LOC6506944|XP_001956940.1|DANA	LOC119649363|XP_037907405.1|HILL
OG0001408	LOC6496177|XP_001960379.1|DANA	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL
OG0001411	LOC6498961|XP_001955602.1|DANA	LOC119661783|XP_037927187.1|HILL, LOC119652314|XP_037912255.1|HILL, LOC119646991|XP_037903634.1|HILL
OG0001412	LOC6496832|XP_001963314.1|DANA	LOC119646959|XP_037903583.1|HILL
OG0001415	LOC6495166|XP_001958926.1|DANA, LOC6495167|XP_001958925.1|DANA	LOC119646748|XP_037903254.1|HILL, LOC119646710|XP_037903216.1|HILL
OG0001429	LOC6501562|XP_001955476.1|DANA	LOC119653219|XP_037913722.1|HILL, LOC119652468|XP_037912562.1|HILL
OG0001430	LOC6500154|XP_001953119.1|DANA	LOC119647554|XP_037904478.1|HILL, LOC119656740|XP_037919217.1|HILL
OG0001432	LOC6502276|XP_001966147.1|DANA	LOC119657036|XP_037919718.1|HILL
OG0001433	LOC6501065|XP_032305802.1|DANA	LOC119652346|XP_037912300.1|HILL
OG0001434	LOC6504967|XP_032307871.1|DANA	LOC119656546|XP_037918836.1|HILL
OG0001435	LOC6496501|XP_032306196.1|DANA	LOC119656806|XP_037919345.1|HILL
OG0001436	LOC6504662|XP_001966450.2|DANA	LOC119656606|XP_037918968.1|HILL
OG0001437	LOC6497507|XP_001961938.1|DANA	LOC119659054|XP_037922891.1|HILL
OG0001438	LOC6499222|XP_001955075.1|DANA	LOC119656888|XP_037919486.1|HILL
OG0001439	LOC6500774|XP_001953890.1|DANA	LOC119659035|XP_037922858.1|HILL
OG0001440	LOC6498756|XP_001967266.1|DANA	LOC119651352|XP_037910839.1|HILL
OG0001441	LOC6502950|XP_001963533.2|DANA	LOC119656960|XP_037919608.1|HILL
OG0001442	LOC6497285|XP_001962391.1|DANA	LOC119657508|XP_037920372.1|HILL
OG0001443	LOC6498991|XP_001955550.1|DANA	LOC119653014|XP_037913378.1|HILL
OG0001444	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL
OG0001445	LOC6500986|XP_032305977.1|DANA	LOC119650719|XP_037909661.1|HILL
OG0001446	LOC6501047|XP_014766871.1|DANA	LOC119650743|XP_037909739.1|HILL
OG0001447	LOC6499409|XP_001954697.2|DANA	LOC119655582|XP_037917453.1|HILL
OG0001448	LOC6498982|XP_014765863.1|DANA	LOC119652654|XP_037912834.1|HILL
OG0001449	LOC6494632|XP_001959979.1|DANA	LOC119650287|XP_037908845.1|HILL
OG0001450	LOC6501216|XP_014766947.2|DANA, LOC6507945|XP_001962710.1|DANA	LOC119657746|XP_037920724.1|HILL
OG0001451	LOC6495540|XP_032306700.1|DANA	LOC119661787|XP_037927198.1|HILL
OG0001452	LOC6495464|XP_014763321.2|DANA	LOC119647289|XP_037904121.1|HILL
OG0001453	LOC6506925|XP_001956979.1|DANA	LOC119649865|XP_037908164.1|HILL
OG0001454	LOC6499869|XP_032306127.1|DANA	LOC119659256|XP_037923175.1|HILL
OG0001455	LOC6506584|XP_032310836.1|DANA	LOC119648164|XP_037905667.1|HILL
OG0001456	LOC6495636|XP_032306274.1|DANA	LOC119649465|XP_037907551.1|HILL
OG0001457	LOC6495781|XP_001959565.1|DANA	LOC119661698|XP_037927072.1|HILL
OG0001458	LOC6496342|XP_001960730.1|DANA	LOC119646766|XP_037903273.1|HILL
OG0001459	LOC6506394|XP_001957948.1|DANA	LOC119649746|XP_037907963.1|HILL
OG0001460	LOC6496028|XP_014763603.1|DANA	LOC119647907|XP_037905148.1|HILL
OG0001461	LOC6503189|XP_032311859.1|DANA	LOC119655555|XP_037917406.1|HILL
OG0001462	LOC6502831|XP_032310793.1|DANA	LOC119647439|XP_037904286.1|HILL
OG0001463	LOC6500482|XP_032310615.1|DANA	LOC119658997|XP_037922807.1|HILL
OG0001464	LOC6504893|XP_001966544.1|DANA	LOC119660865|XP_037925689.1|HILL
OG0001465	LOC6493951|XP_001961260.1|DANA	LOC119661306|XP_037926524.1|HILL
OG0001466	LOC6498464|XP_001962879.1|DANA	LOC119647116|XP_037903831.1|HILL
OG0001467	LOC6497937|XP_001961752.1|DANA	LOC119646387|XP_037902758.1|HILL
OG0001468	LOC6493547|XP_001957977.2|DANA	LOC119649357|XP_037907395.1|HILL
OG0001469	LOC6494890|XP_001959484.1|DANA	LOC119660627|XP_037925261.1|HILL
OG0001470	LOC6507835|XP_001956445.1|DANA	LOC119650028|XP_037908433.1|HILL
OG0001471	LOC6507057|XP_032309541.1|DANA	LOC119650245|XP_037908763.1|HILL
OG0001472	LOC6493385|XP_001957648.1|DANA	LOC119648953|XP_037906799.1|HILL
OG0001474	LOC6503094|XP_001963412.1|DANA, LOC26515239|XP_014764107.1|DANA	LOC119655942|XP_037918063.1|HILL
OG0001475	LOC6495758|XP_001959513.1|DANA	LOC119646535|XP_037902929.1|HILL
OG0001476	LOC6496791|XP_001965771.3|DANA	LOC119646631|XP_037903069.1|HILL
OG0001477	LOC6505518|XP_001964778.1|DANA	LOC119653829|XP_037914803.1|HILL
OG0001478	LOC6507403|XP_001965367.1|DANA	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL
OG0001480	LOC6503347|XP_001965375.1|DANA	LOC119661320|XP_037926543.1|HILL
OG0001481	LOC6497932|XP_001961745.2|DANA	LOC119652936|XP_037913257.1|HILL
OG0001482	LOC6494139|XP_001960885.1|DANA	LOC119653980|XP_037915070.1|HILL
OG0001483	LOC6505388|XP_001966911.1|DANA	LOC119653092|XP_037913523.1|HILL
OG0001484	LOC6497014|XP_001962926.2|DANA	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL
OG0001485	LOC6506289|XP_001958192.1|DANA	LOC119649244|XP_037907238.1|HILL
OG0001486	LOC6497394|XP_001962171.1|DANA	LOC119652475|XP_037912573.1|HILL
OG0001487	LOC26514765|XP_014760157.1|DANA	LOC119651066|XP_037910330.1|HILL
OG0001488	LOC6494058|XP_001961068.1|DANA	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL
OG0001489	LOC6497261|XP_014761599.1|DANA, LOC6497260|XP_032307420.1|DANA	LOC119651713|XP_037911355.1|HILL
OG0001490	LOC6497801|XP_001961476.1|DANA	LOC119651715|XP_037911364.1|HILL
OG0001491	LOC26513957|XP_014762279.1|DANA, LOC6498093|XP_001962067.1|DANA	LOC119646618|XP_037903052.1|HILL
OG0001492	LOC116655209|XP_032308648.1|DANA	LOC119646771|XP_037903281.1|HILL
OG0001493	LOC6502988|XP_001963461.1|DANA	LOC119655859|XP_037917907.1|HILL
OG0001494	LOC6503829|XP_001963680.1|DANA	LOC119655481|XP_037917309.1|HILL
OG0001495	LOC26515105|XP_032306199.1|DANA	LOC119653406|XP_037913898.1|HILL
OG0001496	LOC6493289|XP_001957454.1|DANA, LOC6503782|XP_001963755.1|DANA	LOC119655329|XP_037917098.1|HILL
OG0001497	LOC6494676|XP_001959883.2|DANA	LOC119657909|XP_037921011.1|HILL
OG0001498	LOC6500094|XP_032312281.1|DANA	LOC119659865|XP_037924105.1|HILL
OG0001500	LOC6494354|XP_032307202.1|DANA	LOC119655204|XP_037916903.1|HILL
OG0001501	LOC6505831|XP_001964451.1|DANA	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL
OG0001502	LOC6495479|XP_001958937.1|DANA	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL
OG0001503	LOC6495087|XP_032306663.1|DANA	LOC119655492|XP_037917322.1|HILL
OG0001504	LOC6503555|XP_032308777.1|DANA	LOC119656214|XP_037918538.1|HILL
OG0001506	LOC6496242|XP_014763708.1|DANA	LOC119655596|XP_037917481.1|HILL
OG0001507	LOC6496117|XP_014763634.1|DANA	LOC119655846|XP_037917889.1|HILL
OG0001508	LOC6495999|XP_001960011.1|DANA	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL
OG0001509	LOC6496102|XP_032307197.1|DANA	LOC119656162|XP_037918432.1|HILL
OG0001510	LOC6498402|XP_001962723.1|DANA	LOC119650653|XP_037909517.1|HILL
OG0001511	LOC6494368|XP_001960447.1|DANA	LOC119653884|XP_037914930.1|HILL
OG0001512	LOC6493515|XP_001957902.1|DANA	LOC119655067|XP_037916688.1|HILL
OG0001513	LOC6493876|XP_032310134.1|DANA	LOC119649806|XP_037908045.1|HILL
OG0001515	LOC6504782|XP_001966335.1|DANA	LOC119655346|XP_037917125.1|HILL
OG0001517	LOC6499094|XP_001955314.2|DANA	LOC119657938|XP_037921054.1|HILL
OG0001518	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA	LOC119651003|XP_037910217.1|HILL, LOC119651847|XP_037911574.1|HILL, LOC119651848|XP_037911577.1|HILL, LOC119651841|XP_037911567.1|HILL, LOC119651846|XP_037911573.1|HILL, LOC119651844|XP_037911571.1|HILL, LOC119651843|XP_037911570.1|HILL, LOC119651842|XP_037911568.1|HILL
OG0001519	LOC6500467|XP_001953281.1|DANA, LOC6500469|XP_001953283.3|DANA, LOC6500468|XP_001953282.2|DANA	LOC119648557|XP_037906255.1|HILL, LOC119659587|XP_037923674.1|HILL, LOC119648556|XP_037906254.1|HILL
OG0001524	LOC26514939|XP_014764063.1|DANA, LOC6496249|XP_032306920.1|DANA	LOC119646742|XP_037903249.1|HILL
OG0001527	LOC6501929|XP_001966708.1|DANA, LOC116655116|XP_032308204.1|DANA	LOC119657502|XP_037920364.1|HILL
OG0001534	LOC6504927|XP_032309274.1|DANA	LOC119656541|XP_037918815.1|HILL
OG0001535	LOC6504528|XP_001967078.1|DANA	LOC119657486|XP_037920336.1|HILL
OG0001536	LOC6502128|XP_001966156.1|DANA	LOC119646612|XP_037903042.1|HILL
OG0001537	LOC6507360|XP_001965359.1|DANA	LOC119657890|XP_037920961.1|HILL
OG0001538	LOC6502165|XP_032309366.1|DANA	LOC119657148|XP_037919853.1|HILL, LOC119649612|XP_037907760.1|HILL, LOC119656720|XP_037919175.1|HILL, LOC119656719|XP_037919174.1|HILL
OG0001539	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA	LOC119656642|XP_037919018.1|HILL
OG0001540	LOC6506052|XP_014760535.1|DANA	LOC119652333|XP_037912272.1|HILL
OG0001541	LOC6493853|XP_032310728.1|DANA	LOC119661222|XP_037926404.1|HILL, LOC119660851|XP_037926108.1|HILL, LOC119660158|XP_037924890.1|HILL, LOC119646856|XP_037903407.1|HILL, LOC119658780|XP_037922410.1|HILL
OG0001542	LOC6500687|XP_032309612.1|DANA	LOC119655166|XP_037916846.1|HILL
OG0001543	LOC6504506|XP_032308299.1|DANA	LOC119656597|XP_037918952.1|HILL
OG0001544	LOC6503465|XP_032308789.1|DANA	LOC119657629|XP_037920561.1|HILL
OG0001545	LOC6503624|XP_001964042.2|DANA	LOC119657564|XP_037920451.1|HILL, LOC119657548|XP_037920428.1|HILL
OG0001546	LOC6504030|XP_032308437.1|DANA	LOC119656786|XP_037919302.1|HILL
OG0001548	LOC6503489|XP_014760952.1|DANA	LOC119657373|XP_037920185.1|HILL
OG0001549	LOC6498172|XP_014761998.1|DANA	LOC119650735|XP_037909704.1|HILL
OG0001550	LOC6500242|XP_001952956.1|DANA	LOC119658946|XP_037922743.1|HILL
OG0001551	LOC6501054|XP_001954468.1|DANA	LOC119652541|XP_037912674.1|HILL
OG0001552	LOC6499383|XP_001954743.1|DANA, LOC6498869|XP_014765798.1|DANA	LOC119651886|XP_037911635.1|HILL
OG0001553	LOC6505298|XP_001965712.1|DANA	LOC119653576|XP_037914245.1|HILL
OG0001554	LOC6500255|XP_014766456.1|DANA	LOC119651111|XP_037910405.1|HILL
OG0001555	LOC6497469|XP_001962018.1|DANA	LOC119661540|XP_037926852.1|HILL, LOC119659822|XP_037924038.1|HILL
OG0001556	LOC6495001|XP_001959242.1|DANA	LOC119659266|XP_037923193.1|HILL
OG0001557	LOC6504120|XP_032308761.1|DANA	LOC119660775|XP_037925478.1|HILL
OG0001558	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA	LOC119658461|XP_037921793.1|HILL
OG0001559	LOC6498919|XP_001955677.1|DANA	LOC119652859|XP_037913143.1|HILL
OG0001560	LOC6499358|XP_032305635.1|DANA	LOC119658725|XP_037922308.1|HILL
OG0001561	LOC6499677|XP_001954169.1|DANA	LOC119652816|XP_037913068.1|HILL, LOC119652603|XP_037912763.1|HILL
OG0001562	LOC6497280|XP_001962397.1|DANA	LOC119649645|XP_037907828.1|HILL
OG0001563	LOC6503273|XP_001965858.1|DANA	LOC119656807|XP_037919347.1|HILL
OG0001564	LOC6499757|XP_032305569.1|DANA	LOC119650926|XP_037910081.1|HILL
OG0001565	LOC6498967|XP_001955593.3|DANA	LOC119659375|XP_037923359.1|HILL
OG0001566	LOC6505667|XP_001964497.1|DANA	LOC119653247|XP_037913780.1|HILL
OG0001567	LOC6495251|XP_001958756.1|DANA	LOC119655577|XP_037917438.1|HILL
OG0001569	LOC6499670|XP_001954182.1|DANA, LOC6499669|XP_001954183.1|DANA, LOC26515512|XP_032309777.1|DANA	LOC119651771|XP_037911451.1|HILL
OG0001570	LOC6500380|XP_001953090.1|DANA	LOC119650909|XP_037910058.1|HILL
OG0001571	LOC6498580|XP_032310916.1|DANA	LOC119653208|XP_037913703.1|HILL
OG0001572	LOC6501846|XP_001967168.2|DANA	LOC119661524|XP_037926828.1|HILL
OG0001573	LOC6507717|XP_014765424.1|DANA	LOC119649346|XP_037907382.1|HILL
OG0001574	LOC6503509|XP_001964237.1|DANA	LOC119649303|XP_037907328.1|HILL, LOC119661447|XP_037926718.1|HILL
OG0001575	LOC6498912|XP_032312167.1|DANA	LOC119653103|XP_037913546.1|HILL
OG0001576	LOC6501032|XP_001954423.2|DANA	LOC119646441|XP_037902819.1|HILL
OG0001577	LOC6499118|XP_014765909.1|DANA	LOC119649888|XP_037908198.1|HILL
OG0001578	LOC6494826|XP_001959590.1|DANA	LOC119646947|XP_037903570.1|HILL
OG0001579	LOC6503171|XP_032311862.1|DANA	LOC119661610|XP_037926958.1|HILL
OG0001580	LOC6493954|XP_001961256.1|DANA	LOC119648793|XP_037906607.1|HILL
OG0001581	LOC6501866|XP_001966777.2|DANA	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL
OG0001582	LOC6495297|XP_032306985.1|DANA	LOC119651815|XP_037911536.1|HILL
OG0001583	LOC6496478|XP_032306337.1|DANA	LOC119659720|XP_037923903.1|HILL
OG0001585	LOC6503514|XP_032308746.1|DANA	LOC119656002|XP_037918168.1|HILL
OG0001586	LOC6506430|XP_001957891.1|DANA	LOC119647932|XP_037905200.1|HILL
OG0001587	LOC6504187|XP_014759180.1|DANA	LOC119659167|XP_037923046.1|HILL
OG0001588	LOC6496037|XP_001960093.1|DANA	LOC119658583|XP_037921967.1|HILL
OG0001589	LOC6498924|XP_032308666.1|DANA	LOC119651375|XP_037910878.1|HILL
OG0001590	LOC6495457|XP_032306267.1|DANA	LOC119655218|XP_037916923.1|HILL
OG0001591	LOC6505544|XP_001964726.2|DANA	LOC119650695|XP_037909607.1|HILL
OG0001592	LOC6498474|XP_032311126.1|DANA	LOC119661690|XP_037927063.1|HILL
OG0001593	LOC6498477|XP_032311141.1|DANA	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL
OG0001594	LOC6506596|XP_032311400.1|DANA	LOC119655867|XP_037917922.1|HILL
OG0001595	LOC6495244|XP_001958771.1|DANA	LOC119655772|XP_037917759.1|HILL
OG0001596	LOC6497076|XP_001962802.1|DANA	LOC119648895|XP_037906722.1|HILL, LOC119651016|XP_037910244.1|HILL
OG0001597	LOC26514552|XP_014760152.1|DANA	LOC119653034|XP_037913409.1|HILL
OG0001598	LOC6497110|XP_001962734.2|DANA	LOC119653202|XP_037913698.1|HILL
OG0001599	LOC6497304|XP_001962358.1|DANA	LOC119651069|XP_037910334.1|HILL
OG0001600	LOC6497815|XP_001961503.2|DANA	LOC119652819|XP_037913074.1|HILL
OG0001601	LOC6497326|XP_001962314.1|DANA	LOC119650829|XP_037909894.1|HILL
OG0001602	LOC6504685|XP_001964873.2|DANA	LOC119651030|XP_037910270.1|HILL
OG0001603	LOC6504577|XP_001964898.1|DANA	LOC119651768|XP_037911436.1|HILL
OG0001604	LOC6502295|XP_001966186.1|DANA	LOC119655583|XP_037917451.1|HILL
OG0001605	LOC6495424|XP_001958820.1|DANA	LOC119661250|XP_037926426.1|HILL
OG0001606	LOC26513661|XP_014760195.1|DANA	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL
OG0001607	LOC6506973|XP_001965288.1|DANA	LOC119653772|XP_037914699.1|HILL
OG0001608	LOC6498291|XP_001962472.1|DANA	LOC119651382|XP_037910884.1|HILL
OG0001609	LOC6495874|XP_032306256.1|DANA	LOC119661337|XP_037926568.1|HILL
OG0001610	LOC6498267|XP_001962428.2|DANA	LOC119651658|XP_037911273.1|HILL
OG0001611	LOC6498168|XP_001962222.1|DANA	LOC119659808|XP_037924012.1|HILL
OG0001612	LOC6497451|XP_001962047.1|DANA	LOC119661586|XP_037926916.1|HILL
OG0001613	LOC6498593|XP_001963125.1|DANA	LOC119652539|XP_037912671.1|HILL
OG0001614	LOC6495570|XP_001959117.3|DANA	LOC119646811|XP_037903340.1|HILL
OG0001615	LOC6506678|XP_001957432.1|DANA, LOC26514811|XP_014759555.1|DANA	LOC119652569|XP_037912710.1|HILL
OG0001616	LOC6497235|XP_001962507.1|DANA	LOC119653567|XP_037914212.1|HILL
OG0001617	LOC6498282|XP_001962457.1|DANA	LOC119650668|XP_037909544.1|HILL
OG0001618	LOC6496935|XP_001963099.1|DANA	LOC119660942|XP_037925872.1|HILL
OG0001619	LOC6504772|XP_001964844.1|DANA	LOC119652825|XP_037913082.1|HILL
OG0001620	LOC6495309|XP_001958654.1|DANA	LOC119653577|XP_037914248.1|HILL
