Orthogroup	DANA.longest_only	DFIC.longest_only
OG0001712	LOC6499820|XP_014766242.1|DANA	LOC108087135|XP_017039822.1|DFIC
OG0001713	LOC6499648|XP_001954218.1|DANA	LOC108092104|XP_017047087.1|DFIC
OG0001714	LOC6498867|XP_032312244.1|DANA	LOC108090146|XP_017044185.1|DFIC
OG0001715	LOC6504242|XP_032308229.1|DANA	LOC108098106|XP_017056309.1|DFIC
OG0001716	LOC6503990|XP_001963969.1|DANA	LOC108098134|XP_017056346.1|DFIC
OG0001717	LOC6501579|XP_001955512.2|DANA	LOC108088437|XP_017041699.1|DFIC
OG0001718	LOC6499790|XP_014766227.1|DANA	LOC108095778|XP_017052517.1|DFIC
OG0001719	LOC6500791|XP_032305417.1|DANA	LOC108091635|XP_017046421.1|DFIC
OG0001720	LOC6499875|XP_032309630.1|DANA	LOC108098866|XP_017057538.1|DFIC
OG0001721	LOC6501111|XP_032312302.1|DANA	LOC108097462|XP_017055225.1|DFIC
OG0001722	LOC6493529|XP_032309595.1|DANA	LOC108089485|XP_017043252.1|DFIC
OG0001723	LOC6496679|XP_001961382.1|DANA	LOC108098721|XP_017057332.1|DFIC
OG0001724	LOC6494953|XP_001959335.1|DANA	LOC108101253|XP_017061000.1|DFIC
OG0001725	LOC6494878|XP_014763044.1|DANA	LOC108093738|XP_017049485.1|DFIC
OG0001726	LOC6506922|XP_001956991.1|DANA	LOC108088253|XP_017041459.1|DFIC
OG0001727	LOC6501624|XP_001955631.1|DANA	LOC108099629|XP_017058747.1|DFIC
OG0001728	LOC6494665|XP_001959908.1|DANA	LOC108093983|XP_017049881.1|DFIC
OG0001729	LOC6494377|XP_032307165.1|DANA	LOC108090711|XP_017044993.1|DFIC
OG0001730	LOC6504231|XP_001965118.1|DANA	LOC108093517|XP_017049098.1|DFIC
OG0001731	LOC6494841|XP_032306965.1|DANA	LOC108096620|XP_017053853.1|DFIC
OG0001732	LOC6498209|XP_001962305.1|DANA	LOC108093446|XP_017049001.1|DFIC
OG0001733	LOC6494966|XP_001959314.1|DANA	LOC108087829|XP_017040889.1|DFIC
OG0001734	LOC6495080|XP_001959106.1|DANA	LOC108090575|XP_017044809.1|DFIC
OG0001735	LOC6506825|XP_001957165.1|DANA	LOC108093158|XP_017048594.1|DFIC
OG0001736	LOC26514654|XP_032311617.1|DANA	LOC108087759|XP_017040778.1|DFIC
OG0001737	LOC6494690|XP_014762916.1|DANA	LOC108087678|XP_017040672.1|DFIC
OG0001738	LOC6506954|XP_001956928.1|DANA	LOC108098982|XP_017057687.1|DFIC, LOC108099964|XP_017059140.1|DFIC
OG0001739	LOC26515254|XP_014764110.1|DANA	LOC108094553|XP_017050649.1|DFIC, LOC108091127|XP_017045647.1|DFIC
OG0001740	LOC6494717|XP_001959802.1|DANA	LOC108101419|XP_017061234.1|DFIC
OG0001741	LOC6505631|XP_001964571.2|DANA	LOC108092338|XP_017047362.1|DFIC, LOC108100758|XP_017060281.1|DFIC
OG0001742	LOC6494010|XP_001961152.1|DANA	LOC108096848|XP_017054251.1|DFIC
OG0001743	LOC6507462|XP_001955965.2|DANA	LOC108100371|XP_017059704.1|DFIC
OG0001744	LOC6496628|XP_001961293.3|DANA	LOC108094296|XP_017050290.1|DFIC
OG0001745	LOC6494192|XP_032307124.1|DANA	LOC108096747|XP_017054089.1|DFIC
OG0001746	LOC6493473|XP_001957829.1|DANA	LOC108089763|XP_017043643.1|DFIC
OG0001747	LOC6494542|XP_032306055.1|DANA	LOC108093825|XP_017049630.1|DFIC
OG0001748	LOC6493017|XP_001956861.3|DANA	LOC108093996|XP_017049910.1|DFIC
OG0001749	LOC6494105|XP_001960967.1|DANA	LOC108101843|XP_017061851.1|DFIC
OG0001750	LOC6496470|XP_001960966.1|DANA	LOC108101841|XP_017061844.1|DFIC
OG0001751	LOC6506946|XP_001956937.1|DANA	LOC108099877|XP_017059017.1|DFIC
OG0001752	LOC6506639|XP_032309861.1|DANA	LOC108093056|XP_017048453.1|DFIC
OG0001753	LOC6506846|XP_014764919.1|DANA	LOC108099169|XP_017058014.1|DFIC
OG0001754	LOC6494332|XP_001960519.1|DANA	LOC108096774|XP_017054139.1|DFIC
OG0001755	LOC6493134|XP_032310211.1|DANA	LOC108099269|XP_017058139.1|DFIC
OG0001756	LOC6494154|XP_014762650.1|DANA	LOC108093725|XP_017049424.1|DFIC
OG0001757	LOC6495612|XP_001959203.1|DANA	LOC108086309|XP_017038699.1|DFIC
OG0001758	LOC6493831|XP_001958523.1|DANA	LOC108095412|XP_017051986.1|DFIC
OG0001759	LOC6495962|XP_001959939.3|DANA	LOC108094029|XP_017049949.1|DFIC
OG0001760	LOC6496564|XP_001961160.2|DANA	LOC108090557|XP_017044788.1|DFIC
OG0001761	LOC6495654|XP_001959312.2|DANA	LOC108087827|XP_017040887.1|DFIC
OG0001762	LOC6497766|XP_001961402.2|DANA	LOC108093564|XP_017049150.1|DFIC, LOC108088221|XP_017041417.1|DFIC
OG0001763	LOC6497299|XP_001962369.2|DANA	LOC108088213|XP_017041406.1|DFIC
OG0001764	LOC6501276|XP_001954901.1|DANA	LOC108087031|XP_017039687.1|DFIC
OG0001765	LOC6495320|XP_032307199.1|DANA	LOC108090798|XP_017045135.1|DFIC
OG0001766	LOC6498343|XP_032307395.1|DANA	LOC108100980|XP_017060624.1|DFIC
OG0001767	LOC6503282|XP_032309180.1|DANA	LOC108092584|XP_017047718.1|DFIC
OG0001768	LOC6503349|XP_001965373.1|DANA	LOC108091541|XP_017046295.1|DFIC
OG0001769	LOC6498395|XP_032311253.1|DANA	LOC108088099|XP_017041242.1|DFIC
OG0001770	LOC6498634|XP_001963207.1|DANA	LOC108100092|XP_017059323.1|DFIC
OG0001771	LOC6498052|XP_001961972.1|DANA	LOC108092571|XP_017047700.1|DFIC
OG0001772	LOC6496939|XP_001963091.1|DANA	LOC108089231|XP_017042877.1|DFIC
OG0001773	LOC6498539|XP_001963024.3|DANA	LOC108089243|XP_017042896.1|DFIC
OG0001774	LOC6494410|XP_001960386.2|DANA	LOC108090777|XP_017045110.1|DFIC
OG0001775	LOC6503074|XP_001963379.1|DANA	LOC108091074|XP_017045565.1|DFIC
OG0001776	LOC6496997|XP_001962964.2|DANA	LOC108094380|XP_017050430.1|DFIC
OG0001777	LOC6498663|XP_032311087.1|DANA	LOC108100887|XP_017060486.1|DFIC
OG0001778	LOC6497403|XP_001962155.1|DANA	LOC108098233|XP_017056504.1|DFIC
OG0001779	LOC6496967|XP_032311183.1|DANA	LOC108089159|XP_017042772.1|DFIC
OG0001780	LOC6496678|XP_014763914.1|DANA	LOC108094487|XP_017050565.1|DFIC
OG0001781	LOC6497269|XP_014761602.1|DANA	LOC108098352|XP_017056684.1|DFIC
OG0001782	LOC6505936|XP_014760518.1|DANA	LOC108092673|XP_017047843.1|DFIC
OG0001783	LOC6498362|XP_001962623.3|DANA	LOC108098750|XP_017057373.1|DFIC
OG0001784	LOC6496865|XP_001963248.1|DANA	LOC108094145|XP_017050072.1|DFIC
OG0001785	LOC6495346|XP_001958627.1|DANA	LOC108090749|XP_017045068.1|DFIC
OG0001786	LOC6507061|XP_001965301.1|DANA	LOC108093492|XP_017049073.1|DFIC
OG0001787	LOC6496863|XP_032310984.1|DANA	LOC108093449|XP_017049012.1|DFIC
OG0001788	LOC6494023|XP_001961130.1|DANA	LOC108094748|XP_017050991.1|DFIC
OG0001789	LOC6496401|XP_001960836.1|DANA	LOC108096865|XP_017054279.1|DFIC
OG0001790	LOC6498661|XP_014762220.1|DANA	LOC108100884|XP_017060482.1|DFIC
OG0001791	LOC6495408|XP_001958776.1|DANA	LOC108086423|XP_017038813.1|DFIC
OG0001792	LOC6497312|XP_014761637.1|DANA	LOC108096073|XP_017052923.1|DFIC, LOC108094648|XP_017050887.1|DFIC
OG0001793	LOC6496333|XP_032306104.1|DANA	LOC108101539|XP_017061410.1|DFIC
OG0001794	LOC6498137|XP_032307616.1|DANA	LOC108098234|XP_017056506.1|DFIC
OG0001795	LOC6496830|XP_032311089.1|DANA	LOC108098203|XP_017056429.1|DFIC, LOC108097569|XP_017055484.1|DFIC
OG0001796	LOC6505353|XP_001967827.2|DANA, LOC6504421|XP_014759461.1|DANA	LOC108097876|XP_017055900.1|DFIC
OG0001797	LOC6504350|XP_014759411.1|DANA	LOC108098416|XP_017056799.1|DFIC
OG0001798	LOC6495965|XP_001959945.1|DANA	LOC108093875|XP_017049706.1|DFIC
OG0001799	LOC6504385|XP_032308250.1|DANA	LOC108097868|XP_017055893.1|DFIC
OG0001800	LOC6496852|XP_001963274.2|DANA	LOC108094157|XP_017050092.1|DFIC, LOC108100902|XP_017060504.1|DFIC
OG0001801	LOC6507756|XP_001956284.3|DANA	LOC108087575|XP_017040495.1|DFIC
OG0001802	LOC6500958|XP_001954245.1|DANA	LOC108099621|XP_017058733.1|DFIC
OG0001803	LOC6499968|XP_001953531.2|DANA	LOC108098600|XP_017057150.1|DFIC
OG0001804	LOC6494512|XP_001965916.2|DANA	LOC108090179|XP_017044251.1|DFIC
OG0001805	LOC6506204|XP_001958349.1|DANA	LOC108089001|XP_017042561.1|DFIC
OG0001806	LOC6503400|XP_014759139.1|DANA	LOC108092056|XP_017047003.1|DFIC
OG0001807	LOC6494339|XP_001965935.2|DANA	LOC108097418|XP_017055173.1|DFIC
OG0001808	LOC6499437|XP_014766067.1|DANA	LOC108102035|XP_017062144.1|DFIC
OG0001809	LOC6499459|XP_001954598.2|DANA	LOC108091397|XP_017046070.1|DFIC
OG0001810	LOC6500809|XP_001953956.2|DANA	LOC108091669|XP_017046471.1|DFIC
OG0001811	LOC6496493|XP_001961012.3|DANA	LOC108101599|XP_017061501.1|DFIC
OG0001812	LOC6503193|XP_001963617.2|DANA	LOC108097419|XP_017055172.1|DFIC
OG0001813	LOC6499350|XP_032305766.1|DANA	LOC108101043|XP_017060711.1|DFIC
OG0001814	LOC6500956|XP_001954240.1|DANA	LOC108098574|XP_017057097.1|DFIC
OG0001815	LOC6499133|XP_001955235.1|DANA	LOC108090209|XP_017044290.1|DFIC
OG0001816	LOC6496539|XP_001961102.1|DANA	LOC108094911|XP_017051246.1|DFIC
OG0001817	LOC6495984|XP_014763574.1|DANA	LOC108090696|XP_017044968.1|DFIC
OG0001818	LOC6503113|XP_001963447.2|DANA	LOC108091233|XP_017045828.1|DFIC
OG0001819	LOC6496087|XP_001960194.2|DANA	LOC108090819|XP_017045168.1|DFIC
OG0001820	LOC6503827|XP_001963675.2|DANA	LOC108095322|XP_017051890.1|DFIC
OG0001821	LOC6494777|XP_001959691.1|DANA	LOC108101940|XP_017062013.1|DFIC
OG0001822	LOC6496389|XP_001960804.1|DANA	LOC108096971|XP_017054438.1|DFIC
OG0001823	LOC6507202|XP_001956494.1|DANA	LOC108099834|XP_017058955.1|DFIC
OG0001824	LOC6496835|XP_001963310.1|DANA	LOC108094140|XP_017050061.1|DFIC
OG0001825	LOC6496019|XP_032306172.1|DANA	LOC108094763|XP_017051010.1|DFIC
OG0001826	LOC6496614|XP_001961263.1|DANA	LOC108096791|XP_017054159.1|DFIC
OG0001827	LOC6494297|XP_001960581.1|DANA	LOC108093680|XP_017049346.1|DFIC
OG0001828	LOC6505186|XP_001965501.2|DANA	LOC108088652|XP_017042068.1|DFIC
OG0001829	LOC6495495|XP_001958971.1|DANA	LOC108087754|XP_017040771.1|DFIC
OG0001830	LOC6494169|XP_001960833.1|DANA	LOC108096956|XP_017054413.1|DFIC
OG0001831	LOC6507210|XP_001956470.2|DANA	LOC108099747|XP_017058861.1|DFIC
OG0001832	LOC6503081|XP_001963397.1|DANA	LOC108097324|XP_017055034.1|DFIC
OG0001833	LOC6495723|XP_014763467.2|DANA	LOC108090729|XP_017045032.1|DFIC
OG0001834	LOC6499691|XP_001954133.1|DANA	LOC108098849|XP_017057500.1|DFIC
OG0001837	LOC6502788|XP_014764612.1|DANA, LOC6506704|XP_001957391.1|DANA	LOC108099175|XP_017058029.1|DFIC
OG0001838	LOC6494053|XP_032306128.1|DANA	LOC108094947|XP_017051298.1|DFIC
OG0001839	LOC6495604|XP_001959188.1|DANA	LOC108094866|XP_017051177.1|DFIC
OG0001840	LOC6497606|XP_001961725.1|DANA	LOC108094346|XP_017050378.1|DFIC
OG0001840	LOC6497605|XP_001961726.1|DANA	LOC108094347|XP_017050379.1|DFIC
OG0001841	LOC6507052|XP_001956745.2|DANA	LOC108100223|XP_017059489.1|DFIC
OG0001841	LOC6507051|XP_001956746.1|DANA	LOC108100326|XP_017059622.1|DFIC
OG0001842	LOC6507492|XP_001955896.1|DANA	LOC108099004|XP_017057725.1|DFIC, LOC108100839|XP_017060401.1|DFIC
OG0001843	LOC6493620|XP_001958117.1|DANA	LOC108088855|XP_017042319.1|DFIC, LOC108088853|XP_017042317.1|DFIC, LOC108088852|XP_017042315.1|DFIC, LOC108088856|XP_017042320.1|DFIC
OG0001844	LOC6507803|XP_001956378.1|DANA	LOC108087480|XP_017040347.1|DFIC, LOC108087483|XP_017040349.1|DFIC
OG0001845	LOC6496145|XP_001960331.1|DANA	LOC108096550|XP_017053728.1|DFIC
OG0001846	LOC26514342|XP_014767273.1|DANA, LOC6500919|XP_014766796.2|DANA	LOC108091899|XP_017046772.1|DFIC, LOC108091905|XP_017046778.1|DFIC
OG0001848	LOC26514684|XP_032309153.1|DANA	LOC108098859|XP_017057519.1|DFIC
OG0001849	LOC6499812|XP_001953861.2|DANA	LOC108087271|XP_017040067.1|DFIC
OG0001850	LOC6502768|XP_001966880.2|DANA	LOC108095032|XP_017051395.1|DFIC
OG0001851	LOC6501786|XP_032311739.1|DANA	LOC108095012|XP_017051344.1|DFIC
OG0001853	LOC6499238|XP_032307961.1|DANA	LOC108095764|XP_017052447.1|DFIC
OG0001854	LOC6503919|XP_001963842.1|DANA	LOC108094722|XP_017050953.1|DFIC
OG0001855	LOC6494271|XP_001960622.1|DANA	LOC108090281|XP_017044382.1|DFIC
OG0001856	LOC6501884|XP_001966736.1|DANA	LOC108088710|XP_017042142.1|DFIC
OG0001857	LOC6501972|XP_001966793.1|DANA	LOC108097484|XP_017055272.1|DFIC
OG0001858	LOC6505063|XP_001965531.1|DANA	LOC108088631|XP_017042037.1|DFIC
OG0001859	LOC6503623|XP_001964043.1|DANA	LOC108092794|XP_017048055.1|DFIC
OG0001860	LOC6507843|XP_014765488.1|DANA	LOC108099847|XP_017058983.1|DFIC
OG0001861	LOC6501337|XP_001955018.1|DANA	LOC108095797|XP_017052549.1|DFIC
OG0001862	LOC6504383|XP_001967076.1|DANA	LOC108097958|XP_017056055.1|DFIC
OG0001863	LOC6505009|XP_001965638.1|DANA	LOC108097559|XP_017055429.1|DFIC
OG0001864	LOC6499683|XP_014766186.1|DANA	LOC108098808|XP_017057438.1|DFIC
OG0001865	LOC6504425|XP_032308114.1|DANA	LOC108098063|XP_017056241.1|DFIC
OG0001866	LOC6500365|XP_032305411.1|DANA	LOC108087065|XP_017039729.1|DFIC
OG0001867	LOC6493408|XP_032310305.1|DANA	LOC108099839|XP_017058959.1|DFIC
OG0001868	LOC6497143|XP_001962671.2|DANA	LOC108093425|XP_017048967.1|DFIC
OG0001869	LOC6500775|XP_014766708.1|DANA	LOC108093362|XP_017048871.1|DFIC
OG0001870	LOC6504747|XP_001966286.1|DANA	LOC108092888|XP_017048221.1|DFIC
OG0001871	LOC6504733|XP_001966303.1|DANA	LOC108091125|XP_017045645.1|DFIC
OG0001872	LOC6505981|XP_001964717.1|DANA, LOC26515565|XP_032305363.1|DANA, LOC116654491|XP_032305362.1|DANA	LOC108099605|XP_017058713.1|DFIC
OG0001873	LOC6500472|XP_001953287.1|DANA	LOC108098601|XP_017057152.1|DFIC
OG0001874	LOC6499218|XP_001955081.1|DANA	LOC108095829|XP_017052600.1|DFIC
OG0001875	LOC6505950|XP_014760855.2|DANA	LOC108086828|XP_017039363.1|DFIC
OG0001876	LOC6498705|XP_014759404.1|DANA	LOC108094646|XP_017050845.1|DFIC
OG0001877	LOC6505108|XP_001965443.1|DANA	LOC108097201|XP_017054835.1|DFIC
OG0001878	LOC6500383|XP_001953096.1|DANA	LOC108091582|XP_017046347.1|DFIC
OG0001879	LOC6500665|XP_001953681.2|DANA	LOC108095783|XP_017052525.1|DFIC
OG0001880	LOC6501367|XP_001955087.1|DANA	LOC108088007|XP_017041108.1|DFIC
OG0001881	LOC6499211|XP_032305788.1|DANA	LOC108098489|XP_017056891.1|DFIC
OG0001882	LOC6505921|XP_001964622.3|DANA	LOC108086529|XP_017038947.1|DFIC
OG0001883	LOC6500812|XP_014766742.1|DANA	LOC108091638|XP_017046428.1|DFIC
OG0001884	LOC6499801|XP_001953882.1|DANA	LOC108093323|XP_017048800.1|DFIC
OG0001885	LOC6506138|XP_001965120.1|DANA	LOC108093513|XP_017049094.1|DFIC
OG0001886	LOC6500550|XP_001953437.1|DANA	LOC108099347|XP_017058316.1|DFIC
OG0001887	LOC6496231|XP_001960503.1|DANA	LOC108096702|XP_017054025.1|DFIC
OG0001888	LOC6498863|XP_001955782.1|DANA	LOC108090240|XP_017044326.1|DFIC
OG0001889	LOC6501952|XP_001966754.1|DANA	LOC108088657|XP_017042072.1|DFIC
OG0001890	LOC6506770|XP_001957272.1|DANA	LOC108100578|XP_017060046.1|DFIC
OG0001891	LOC6505856|XP_014760817.1|DANA	LOC108093344|XP_017048841.1|DFIC
OG0001892	LOC6503268|XP_001965846.1|DANA	LOC108093335|XP_017048863.1|DFIC
OG0001893	LOC6499075|XP_001955359.1|DANA	LOC108088517|XP_017041845.1|DFIC
OG0001894	LOC6494099|XP_001960978.1|DANA	LOC108101589|XP_017061490.1|DFIC
OG0001895	LOC6505328|XP_032308019.1|DANA	LOC108095026|XP_017051383.1|DFIC
OG0001896	LOC26514303|XP_032311468.1|DANA	LOC108102089|XP_017062231.1|DFIC
OG0001897	LOC6500913|XP_014766791.1|DANA	LOC108098890|XP_017057568.1|DFIC
OG0001898	LOC6504920|XP_001966593.2|DANA	LOC108094618|XP_017050789.1|DFIC
OG0001899	LOC6505665|XP_032305530.1|DANA, LOC116654512|XP_032305533.1|DANA	LOC108088035|XP_017041154.1|DFIC
OG0001900	LOC6493590|XP_001958054.1|DANA	LOC108088933|XP_017042446.1|DFIC
OG0001901	LOC6498253|XP_032307463.1|DANA	LOC108088164|XP_017041319.1|DFIC
OG0001902	LOC26515191|XP_032309853.1|DANA	LOC108094733|XP_017051008.1|DFIC
OG0001903	LOC6500984|XP_001954301.1|DANA	LOC108098608|XP_017057160.1|DFIC
OG0001904	LOC6498935|XP_001955648.1|DANA	LOC108088427|XP_017041682.1|DFIC
OG0001905	LOC6505015|XP_014760249.1|DANA	LOC108091078|XP_017045570.1|DFIC
OG0001906	LOC6500778|XP_032305654.1|DANA	LOC108098543|XP_017057020.1|DFIC
OG0001907	LOC6501798|XP_001967178.1|DANA	LOC108102135|XP_017062294.1|DFIC
OG0001908	LOC6499096|XP_001955310.2|DANA	LOC108095805|XP_017052563.1|DFIC
OG0001909	LOC6501891|XP_001966721.1|DANA	LOC108088635|XP_017042042.1|DFIC
OG0001910	LOC6500636|XP_032307457.1|DANA	LOC108098927|XP_017057619.1|DFIC
OG0001911	LOC6499845|XP_032306349.1|DANA	LOC108087012|XP_017039650.1|DFIC
OG0001912	LOC6495473|XP_001958923.1|DANA	LOC108101945|XP_017062019.1|DFIC
OG0001913	LOC6496903|XP_001963176.1|DANA	LOC108100001|XP_017059192.1|DFIC
OG0001914	LOC6498915|XP_032312153.1|DANA	LOC108092001|XP_017046916.1|DFIC
OG0001915	LOC6507485|XP_001955908.1|DANA	LOC108100018|XP_017059217.1|DFIC
OG0001916	LOC6493993|XP_032306130.1|DANA	LOC108095214|XP_017051714.1|DFIC
OG0001917	LOC6506788|XP_001957239.1|DANA	LOC108096221|XP_017053095.1|DFIC
OG0001918	LOC6507368|XP_001956154.2|DANA	LOC108096393|XP_017053449.1|DFIC
OG0001919	LOC6494006|XP_001961158.1|DANA	LOC108101870|XP_017061895.1|DFIC
OG0001920	LOC6507678|XP_001956130.1|DANA	LOC108099137|XP_017057965.1|DFIC
OG0001921	LOC6494046|XP_001961086.1|DANA	LOC108094962|XP_017051314.1|DFIC
OG0001922	LOC6496391|XP_001960808.1|DANA	LOC108096820|XP_017054206.1|DFIC
OG0001923	LOC6507630|XP_032309709.1|DANA	LOC108089476|XP_017043226.1|DFIC
OG0001924	LOC6498492|XP_001965883.2|DANA	LOC108101512|XP_017061365.1|DFIC
OG0001925	LOC6493343|XP_001957559.1|DANA	LOC108088984|XP_017042516.1|DFIC
OG0001926	LOC6507025|XP_032310099.1|DANA	LOC108089047|XP_017042644.1|DFIC
OG0001927	LOC6494920|XP_001959420.1|DANA	LOC108086697|XP_017039185.1|DFIC
OG0001928	LOC6493468|XP_014764399.1|DANA	LOC108089741|XP_017043612.1|DFIC
OG0001929	LOC6493466|XP_032310108.1|DANA	LOC108089717|XP_017043553.1|DFIC
OG0001930	LOC116654683|XP_032306086.1|DANA, LOC6495788|XP_001959582.2|DANA	LOC108096611|XP_017053844.1|DFIC
OG0001931	LOC26513994|XP_014765559.2|DANA	LOC108099955|XP_017059123.1|DFIC
OG0001932	LOC6493421|XP_032310163.1|DANA	LOC108099851|XP_017058986.1|DFIC
OG0001933	LOC6495977|XP_001959961.1|DANA	LOC108093992|XP_017049892.1|DFIC
OG0001934	LOC6506470|XP_001957811.3|DANA	LOC108089760|XP_017043639.1|DFIC
OG0001935	LOC6506798|XP_001957220.1|DANA	LOC108089571|XP_017043413.1|DFIC
OG0001937	LOC6495470|XP_032306133.1|DANA	LOC108101861|XP_017061877.1|DFIC
OG0001938	LOC6495268|XP_001958733.1|DANA	LOC108086433|XP_017038829.1|DFIC
OG0001939	LOC6495581|XP_001959138.1|DANA	LOC108095200|XP_017051696.1|DFIC
OG0001940	LOC6494558|XP_032306917.1|DANA	LOC108101497|XP_017061344.1|DFIC
OG0001941	LOC6507676|XP_014765402.1|DANA	LOC108099079|XP_017057866.1|DFIC
OG0001942	LOC6494626|XP_032306812.1|DANA	LOC108094309|XP_017050319.1|DFIC
OG0001943	LOC6493184|XP_001957217.1|DANA	LOC108089343|XP_017043013.1|DFIC
OG0001944	LOC6507488|XP_001955902.1|DANA	LOC108099056|XP_017057813.1|DFIC
OG0001945	LOC6494097|XP_032306517.1|DANA	LOC108101535|XP_017061401.1|DFIC
OG0001946	LOC6496025|XP_001960070.1|DANA	LOC108093823|XP_017049628.1|DFIC
OG0001947	LOC6494536|XP_001960151.1|DANA	LOC108093902|XP_017049750.1|DFIC
OG0001948	LOC6505095|XP_001965475.2|DANA	LOC108088655|XP_017042071.1|DFIC
OG0001949	LOC6506936|XP_001956954.2|DANA	LOC108093123|XP_017048556.1|DFIC
OG0001950	LOC6500042|XP_032305691.1|DANA	LOC108090115|XP_017044128.1|DFIC
OG0001951	LOC6494193|XP_032307115.1|DANA	LOC108096661|XP_017053916.1|DFIC
OG0001952	LOC6496760|XP_001965809.2|DANA	LOC108095722|XP_017052389.1|DFIC
OG0001953	LOC6495171|XP_001958914.1|DANA	LOC108096828|XP_017054222.1|DFIC
OG0001954	LOC6494995|XP_001959255.1|DANA	LOC108096677|XP_017053949.1|DFIC
OG0001955	LOC6496603|XP_001961234.1|DANA	LOC108096517|XP_017053636.1|DFIC
OG0001956	LOC6506444|XP_001957869.3|DANA	LOC108096230|XP_017053113.1|DFIC
OG0001957	LOC6495655|XP_001959316.1|DANA	LOC108087796|XP_017040828.1|DFIC
OG0001958	LOC6495789|XP_032306308.1|DANA	LOC108096821|XP_017054208.1|DFIC
OG0001959	LOC6506779|XP_001957258.1|DANA	LOC108100246|XP_017059512.1|DFIC
OG0001960	LOC6507399|XP_001956088.1|DANA	LOC108100336|XP_017059643.1|DFIC
OG0001961	LOC6496185|XP_001960400.2|DANA	LOC108090928|XP_017045347.1|DFIC
OG0001962	LOC6496475|XP_032306524.1|DANA	LOC108101588|XP_017061488.1|DFIC
OG0001963	LOC6506568|XP_001957628.1|DANA	LOC108089549|XP_017043374.1|DFIC
OG0001964	LOC6493507|XP_001957892.1|DANA	LOC108088244|XP_017041448.1|DFIC
OG0001965	LOC6506177|XP_001958400.1|DANA	LOC108093097|XP_017048522.1|DFIC
OG0001966	LOC6499206|XP_001955113.3|DANA	LOC108092122|XP_017047111.1|DFIC
OG0001967	LOC6495648|XP_001959296.1|DANA	LOC108087872|XP_017040945.1|DFIC
OG0001968	LOC6506459|XP_001957836.1|DANA	LOC108089748|XP_017043623.1|DFIC
OG0001969	LOC6496507|XP_001961042.1|DANA	LOC108093832|XP_017049650.1|DFIC
OG0001970	LOC6496376|XP_001960788.1|DANA	LOC108096876|XP_017054298.1|DFIC
OG0001971	LOC6494607|XP_001960020.1|DANA	LOC108094814|XP_017051074.1|DFIC
OG0001972	LOC6502662|XP_001953810.1|DANA	LOC108086318|XP_017038710.1|DFIC
OG0001973	LOC6495901|XP_001959820.2|DANA	LOC108087714|XP_017040723.1|DFIC
OG0001974	LOC6495929|XP_032306339.1|DANA	LOC108090417|XP_017044563.1|DFIC
OG0001975	LOC6507536|XP_001955877.1|DANA	LOC108099214|XP_017058086.1|DFIC
OG0001976	LOC6495148|XP_001958958.1|DANA	LOC108087683|XP_017040676.1|DFIC
OG0001977	LOC6498248|XP_001962393.1|DANA	LOC108088156|XP_017041309.1|DFIC
OG0001978	LOC6506124|XP_032309509.1|DANA	LOC108101505|XP_017061747.1|DFIC
OG0001978	LOC6497629|XP_001961675.1|DANA	LOC108095088|XP_017051513.1|DFIC
OG0001979	LOC6505489|XP_032311142.1|DANA	LOC108100811|XP_017060367.1|DFIC
OG0001980	LOC6497864|XP_001961593.1|DANA	LOC108091528|XP_017046279.1|DFIC
OG0001981	LOC6498322|XP_014762072.1|DANA	LOC108089951|XP_017043930.1|DFIC
OG0001982	LOC26515266|XP_014760161.1|DANA	LOC108101717|XP_017061645.1|DFIC
OG0001983	LOC6502733|XP_032309795.1|DANA	LOC108098848|XP_017057543.1|DFIC
OG0001984	LOC6498213|XP_001962313.1|DANA	LOC108093430|XP_017048979.1|DFIC
OG0001985	LOC6505437|XP_001964904.1|DANA	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC
OG0001986	LOC6497308|XP_001962350.1|DANA	LOC108088146|XP_017041300.1|DFIC
OG0001987	LOC6503656|XP_032308432.1|DANA	LOC108097020|XP_017054521.1|DFIC
OG0001988	LOC6494646|XP_001959942.1|DANA	LOC108093869|XP_017049700.1|DFIC
OG0001989	LOC6497848|XP_001961563.1|DANA	LOC108091415|XP_017046094.1|DFIC
OG0001990	LOC6498599|XP_032311203.1|DANA	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC
OG0001992	LOC6497017|XP_032311119.1|DANA	LOC108101998|XP_017062084.1|DFIC
OG0001993	LOC6498511|XP_001962973.1|DANA	LOC108094376|XP_017050412.1|DFIC
OG0001994	LOC6501109|XP_014766894.1|DANA	LOC108093352|XP_017048851.1|DFIC
OG0001995	LOC6498436|XP_001962816.1|DANA	LOC108094467|XP_017050539.1|DFIC
OG0001996	LOC6497215|XP_032307580.1|DANA	LOC108089969|XP_017043961.1|DFIC
OG0001997	LOC6494437|XP_001960315.1|DANA	LOC108090781|XP_017045117.1|DFIC
OG0001998	LOC6497309|XP_001962348.1|DANA	LOC108090778|XP_017045111.1|DFIC
OG0001999	LOC6494992|XP_032307087.1|DANA	LOC108096687|XP_017053978.1|DFIC
OG0002000	LOC6497459|XP_001962032.2|DANA	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC
