Orthogroup	DANA.longest_only	BTRY.longest_only
OG0000505	LOC6505130|XP_032307895.1|DANA	LOC120774415|XP_039959976.1|BTRY
OG0000506	LOC6500680|XP_001953713.1|DANA	LOC120766859|XP_039948522.1|BTRY
OG0000506	LOC6500681|XP_001953714.2|DANA	LOC120782649|XP_039970957.1|BTRY
OG0000507	LOC6502977|XP_032308929.1|DANA	LOC120773974|XP_039959153.1|BTRY
OG0000507	LOC6502976|XP_001963485.1|DANA	LOC120773975|XP_039959154.1|BTRY
OG0000508	LOC6502814|XP_014764614.1|DANA, LOC6507509|XP_032310807.1|DANA	LOC120776949|XP_039963970.1|BTRY
OG0000509	LOC6496442|XP_001960920.1|DANA	LOC120772985|XP_039957831.1|BTRY
OG0000509	LOC6496434|XP_001960908.1|DANA	LOC120772083|XP_039956414.1|BTRY
OG0000510	LOC6494887|XP_001959487.1|DANA	LOC120772271|XP_039956709.1|BTRY
OG0000511	LOC6497367|XP_001962230.1|DANA	LOC120769370|XP_039952267.1|BTRY
OG0000511	LOC6498173|XP_032307612.1|DANA	LOC120769224|XP_039952054.1|BTRY
OG0000512	LOC6498448|XP_001962839.1|DANA	LOC120768852|XP_039951539.1|BTRY
OG0000512	LOC6507911|XP_001956584.1|DANA	LOC120767602|XP_039949686.1|BTRY
OG0000513	LOC6493932|XP_001961301.1|DANA	LOC120769179|XP_039951999.1|BTRY
OG0000513	LOC6498028|XP_001961924.1|DANA	LOC120768966|XP_039951693.1|BTRY
OG0000514	LOC6497030|XP_032311181.1|DANA	LOC120769684|XP_039952740.1|BTRY
OG0000514	LOC6497028|XP_014761484.1|DANA	LOC120769689|XP_039952749.1|BTRY
OG0000515	LOC6504552|XP_001967434.1|DANA	LOC120779487|XP_039967707.1|BTRY, LOC120779596|XP_039967875.1|BTRY
OG0000515	LOC6506405|XP_001957935.1|DANA	LOC120782348|XP_039970514.1|BTRY
OG0000516	LOC6502194|XP_001966056.1|DANA, LOC6502195|XP_001966055.2|DANA, LOC26514432|XP_014760033.2|DANA	LOC120774305|XP_039959770.1|BTRY, LOC120774648|XP_039960307.1|BTRY
OG0000517	LOC6506737|XP_001957330.1|DANA, LOC6506738|XP_001957329.1|DANA	LOC120777075|XP_039964137.1|BTRY, LOC120777077|XP_039964140.1|BTRY
OG0000518	LOC6506205|XP_001958347.1|DANA	LOC120770868|XP_039954424.1|BTRY
OG0000520	LOC26514179|XP_032311082.1|DANA	LOC120775303|XP_039961370.1|BTRY
OG0000521	LOC6501981|XP_001966812.1|DANA, LOC6501987|XP_032308241.1|DANA	LOC120775638|XP_039961825.1|BTRY
OG0000522	LOC6496902|XP_001963179.1|DANA, LOC6500093|XP_032305413.1|DANA, LOC6502382|XP_001967177.1|DANA	LOC120774539|XP_039960199.1|BTRY
OG0000523	LOC6499893|XP_001953684.1|DANA	LOC120780298|XP_039968523.1|BTRY
OG0000523	LOC6504527|XP_001967075.1|DANA	LOC120774979|XP_039960814.1|BTRY
OG0000524	LOC6503369|XP_032311223.1|DANA, LOC6501069|XP_001954497.1|DANA, LOC6500306|XP_032305347.1|DANA, LOC6500307|XP_032307773.1|DANA	LOC120769532|XP_039952508.1|BTRY
OG0000525	LOC6494822|XP_001959597.2|DANA, LOC6494821|XP_001959598.1|DANA	LOC120770398|XP_039953764.1|BTRY, LOC120770397|XP_039953762.1|BTRY, LOC120770400|XP_039953768.1|BTRY, LOC120771845|XP_039956021.1|BTRY
OG0000526	LOC6498288|XP_001962469.1|DANA, LOC6508043|XP_001959040.1|DANA	LOC120780162|XP_039968375.1|BTRY
OG0000527	LOC6503385|XP_032311384.1|DANA	LOC120767406|XP_039949378.1|BTRY
OG0000528	LOC6497004|XP_001962944.1|DANA, LOC6497005|XP_001962943.1|DANA	LOC120767683|XP_039949807.1|BTRY
OG0000529	LOC26514450|XP_014762330.2|DANA	LOC120767635|XP_039949736.1|BTRY
OG0000530	LOC6493491|XP_001957857.2|DANA	LOC120776537|XP_039963209.1|BTRY
OG0000530	LOC6507480|XP_001955927.1|DANA	LOC120778816|XP_039966756.1|BTRY
OG0000531	LOC6505400|XP_032309150.1|DANA, LOC6502439|XP_001961602.2|DANA	LOC120767638|XP_039949739.1|BTRY
OG0000532	LOC6500116|XP_001953195.1|DANA, LOC6500570|XP_001953496.1|DANA	LOC120766923|XP_039948602.1|BTRY
OG0000533	LOC6504513|XP_001967049.1|DANA	LOC120775711|XP_039961956.1|BTRY
OG0000533	LOC6501435|XP_001955247.1|DANA	LOC120776600|XP_039963320.1|BTRY
OG0000534	LOC6503648|XP_032308369.1|DANA, LOC6497713|XP_001961504.1|DANA	LOC120774093|XP_039959362.1|BTRY
OG0000535	LOC6493975|XP_001961225.1|DANA, LOC6494067|XP_001961041.1|DANA	LOC120771683|XP_039955748.1|BTRY
OG0000536	LOC6493330|XP_032310039.1|DANA	LOC120778760|XP_039966672.1|BTRY
OG0000537	LOC6495551|XP_001959086.1|DANA	LOC120772240|XP_039956668.1|BTRY
OG0000538	LOC26514597|XP_014764031.1|DANA	LOC120771082|XP_039954840.1|BTRY
OG0000538	LOC6495238|XP_032306943.1|DANA	LOC120769984|XP_039952994.1|BTRY
OG0000539	LOC6499590|XP_001954338.2|DANA	LOC120782873|XP_039971349.1|BTRY
OG0000539	LOC6501003|XP_001954337.2|DANA	LOC120766319|XP_039947675.1|BTRY
OG0000540	LOC6503675|XP_001965272.1|DANA, LOC6503664|XP_001965273.1|DANA	LOC120769539|XP_039952518.1|BTRY, LOC120768273|XP_039950807.1|BTRY
OG0000542	LOC6499724|XP_001954058.1|DANA	LOC120770999|XP_039954690.1|BTRY
OG0000542	LOC6501780|XP_001966929.1|DANA	LOC120768572|XP_039951254.1|BTRY
OG0000543	LOC6501538|XP_001955443.1|DANA	LOC120775741|XP_039962000.1|BTRY
OG0000543	LOC6494091|XP_001960999.2|DANA	LOC120781210|XP_039969264.1|BTRY
OG0000544	LOC6493752|XP_001958371.1|DANA	LOC120778784|XP_039966705.1|BTRY
OG0000544	LOC6499639|XP_001954243.1|DANA	LOC120782819|XP_039971267.1|BTRY
OG0000545	LOC6499680|XP_001954162.1|DANA	LOC120779132|XP_039967273.1|BTRY
OG0000545	LOC6499679|XP_001954164.3|DANA	LOC120777855|XP_039965332.1|BTRY
OG0000546	LOC6505789|XP_001964379.1|DANA, LOC6501976|XP_001966799.1|DANA	LOC120774190|XP_039959553.1|BTRY
OG0000547	LOC6503097|XP_001963419.1|DANA, LOC6506723|XP_001965235.1|DANA	LOC120775742|XP_039962001.1|BTRY
OG0000548	LOC6493050|XP_001956952.1|DANA, LOC6493051|XP_001956953.3|DANA	LOC120778152|XP_039965809.1|BTRY
OG0000549	LOC6494691|XP_014762917.1|DANA	LOC120770506|XP_039953967.1|BTRY
OG0000550	LOC6507377|XP_001956134.1|DANA	LOC120777862|XP_039965345.1|BTRY
OG0000551	LOC6496176|XP_032306028.1|DANA	LOC120770108|XP_039953211.1|BTRY, LOC120770115|XP_039953222.1|BTRY
OG0000552	LOC6498999|XP_001955539.1|DANA, LOC6499000|XP_001955538.1|DANA	LOC120766712|XP_039948292.1|BTRY
OG0000553	LOC6505463|XP_001964922.1|DANA	LOC120768198|XP_039950704.1|BTRY, LOC120768197|XP_039950702.1|BTRY, LOC120769626|XP_039952665.1|BTRY
OG0000554	LOC6499045|XP_032311101.1|DANA, LOC6499046|XP_001955416.1|DANA	LOC120775942|XP_039962289.1|BTRY
OG0000555	LOC6507388|XP_014765207.1|DANA, LOC6507011|XP_001956830.1|DANA	LOC120777453|XP_039964706.1|BTRY
OG0000556	LOC6504498|XP_001967017.2|DANA, LOC6501319|XP_001954981.1|DANA	LOC120766962|XP_039948685.1|BTRY
OG0000557	LOC6500520|XP_001953384.1|DANA	LOC120766756|XP_039948364.1|BTRY
OG0000557	LOC6500521|XP_032305478.1|DANA	LOC120782350|XP_039970516.1|BTRY
OG0000558	LOC6501324|XP_001954996.1|DANA, LOC6503932|XP_001963866.2|DANA	LOC120776305|XP_039962785.1|BTRY, LOC120776489|XP_039963107.1|BTRY
OG0000559	LOC6500319|XP_014766499.1|DANA	LOC120782203|XP_039970326.1|BTRY
OG0000559	LOC6493601|XP_001958081.1|DANA	LOC120778831|XP_039966776.1|BTRY, LOC120778424|XP_039966141.1|BTRY
OG0000560	LOC6494812|XP_001959615.1|DANA, LOC6495801|XP_001959614.1|DANA	LOC120771404|XP_039955313.1|BTRY
OG0000561	LOC6507606|XP_001955993.1|DANA	LOC120778148|XP_039965805.1|BTRY
OG0000561	LOC6507607|XP_001955994.1|DANA	LOC120778579|XP_039966376.1|BTRY
OG0000562	LOC6507891|XP_001956536.1|DANA	LOC120776985|XP_039964018.1|BTRY
OG0000562	LOC6507880|XP_001956516.1|DANA	LOC120776671|XP_039963479.1|BTRY
OG0000564	LOC6506835|XP_001957145.3|DANA	LOC120778345|XP_039966069.1|BTRY
OG0000564	LOC6493146|XP_001957146.2|DANA	LOC120777865|XP_039965351.1|BTRY
OG0000566	LOC26514623|XP_032311277.1|DANA, LOC6500700|XP_001953753.1|DANA	LOC120780611|XP_039968803.1|BTRY
OG0000566	LOC6493113|XP_001957070.1|DANA	LOC120778897|XP_039966879.1|BTRY
OG0000567	LOC6504736|XP_001966298.1|DANA	LOC120775696|XP_039961941.1|BTRY
OG0000567	LOC6504735|XP_001966299.1|DANA	LOC120774482|XP_039960077.1|BTRY
OG0000568	LOC6504459|XP_001966948.1|DANA, LOC6499606|XP_001954309.1|DANA	LOC120782259|XP_039970358.1|BTRY
OG0000569	LOC6505838|XP_001964463.1|DANA	LOC120782617|XP_039970920.1|BTRY
OG0000569	LOC26515550|XP_032309778.1|DANA	LOC120780914|XP_039969079.1|BTRY
OG0000570	LOC6498916|XP_001955680.1|DANA	LOC120782352|XP_039970518.1|BTRY
OG0000570	LOC6498917|XP_001955679.1|DANA	LOC120781684|XP_039969839.1|BTRY
OG0000571	LOC6501642|XP_001955663.3|DANA	LOC120776321|XP_039962789.1|BTRY
OG0000571	LOC6501640|XP_032312130.1|DANA	LOC120782759|XP_039971147.1|BTRY
OG0000572	LOC6500873|XP_032305338.1|DANA	LOC120766363|XP_039947727.1|BTRY
OG0000572	LOC6500875|XP_032305461.1|DANA	LOC120766624|XP_039948170.1|BTRY
OG0000573	LOC6507491|XP_032310560.1|DANA, LOC6494687|XP_001959858.1|DANA	LOC120777513|XP_039964812.1|BTRY, LOC120777517|XP_039964820.1|BTRY
OG0000574	LOC6500120|XP_001953183.1|DANA	LOC120776636|XP_039963388.1|BTRY
OG0000575	LOC6507320|XP_001956252.1|DANA	LOC120777122|XP_039964199.1|BTRY
OG0000575	LOC6507319|XP_032310085.1|DANA	LOC120778944|XP_039966939.1|BTRY, LOC120778817|XP_039966757.1|BTRY
OG0000577	LOC6497310|XP_001962345.1|DANA, LOC6498229|XP_001962346.1|DANA	LOC120769242|XP_039952076.1|BTRY
OG0000578	LOC6496915|XP_001963147.1|DANA	LOC120768542|XP_039951215.1|BTRY
OG0000578	LOC6496399|XP_032306449.1|DANA	LOC120777900|XP_039965413.1|BTRY, LOC120769124|XP_039951920.1|BTRY
OG0000579	LOC6501563|XP_001955477.1|DANA	LOC120771467|XP_039955413.1|BTRY
OG0000579	LOC6507259|XP_001956372.1|DANA	LOC120778504|XP_039966267.1|BTRY
OG0000580	LOC6498976|XP_001955577.1|DANA, LOC6498977|XP_001955576.2|DANA, LOC6498974|XP_001955578.1|DANA	LOC120766709|XP_039948290.1|BTRY, LOC120782512|XP_039970754.1|BTRY
OG0000581	LOC6499289|XP_014766000.1|DANA	LOC120766216|XP_039947533.1|BTRY
OG0000581	LOC6502044|XP_014759373.1|DANA	LOC120774791|XP_039960506.1|BTRY
OG0000582	LOC6507133|XP_001956613.1|DANA	LOC120772613|XP_039957261.1|BTRY
OG0000582	LOC6495460|XP_014763318.1|DANA	LOC120770442|XP_039953845.1|BTRY
OG0000583	LOC6495894|XP_001959798.1|DANA	LOC120772305|XP_039956751.1|BTRY
OG0000584	LOC6505355|XP_001964848.2|DANA, LOC6505351|XP_001964847.1|DANA	LOC120773787|XP_039958812.1|BTRY
OG0000589	LOC6501919|XP_032308315.1|DANA	LOC120775967|XP_039962317.1|BTRY
OG0000590	LOC6500806|XP_001953953.1|DANA	LOC120774336|XP_039959829.1|BTRY
OG0000592	LOC6494100|XP_001960976.1|DANA, LOC6496343|XP_001960731.2|DANA	LOC120772914|XP_039957748.1|BTRY
OG0000593	LOC6505986|XP_001964735.1|DANA, LOC6505992|XP_001964744.1|DANA, LOC6502716|XP_001963652.1|DANA	LOC120774484|XP_039960081.1|BTRY
OG0000594	LOC6505934|XP_001964645.1|DANA, LOC6500519|XP_001953382.1|DANA	LOC120776937|XP_039963952.1|BTRY, LOC120776957|XP_039963985.1|BTRY
OG0000595	LOC6500152|XP_001953122.1|DANA	LOC120778985|XP_039967021.1|BTRY
OG0000595	LOC6501354|XP_014767006.2|DANA	LOC120773103|XP_039958013.1|BTRY
OG0000596	LOC6504714|XP_001966344.1|DANA	LOC120775092|XP_039961027.1|BTRY
OG0000596	LOC6500223|XP_032305324.1|DANA	LOC120778360|XP_039966084.1|BTRY
OG0000597	LOC6500786|XP_001953918.1|DANA	LOC120766973|XP_039948698.1|BTRY
OG0000598	LOC6499714|XP_001954078.1|DANA	LOC120766839|XP_039948484.1|BTRY, LOC120766841|XP_039948485.1|BTRY
OG0000599	LOC6492960|XP_001956754.1|DANA	LOC120777152|XP_039964231.1|BTRY
OG0000600	LOC6495777|XP_001959554.1|DANA	LOC120771549|XP_039955542.1|BTRY
OG0000601	LOC6497771|XP_032307485.1|DANA, LOC6498748|XP_014760128.1|DANA	LOC120769303|XP_039952170.1|BTRY
OG0000602	LOC6505743|XP_001964997.1|DANA	LOC120768420|XP_039951035.1|BTRY
OG0000602	LOC6505747|XP_001964998.1|DANA	LOC120769465|XP_039952411.1|BTRY
OG0000603	LOC6498114|XP_001962104.3|DANA, LOC6498090|XP_001962059.1|DANA	LOC120769731|XP_039952813.1|BTRY
OG0000604	LOC6496728|XP_001967343.1|DANA	LOC120768047|XP_039950490.1|BTRY
OG0000604	LOC6496707|XP_001967342.1|DANA	LOC120768046|XP_039950487.1|BTRY
OG0000605	LOC26514587|XP_014760653.1|DANA	LOC120769679|XP_039952733.1|BTRY, LOC120768195|XP_039950700.1|BTRY
OG0000606	LOC6499509|XP_001954474.1|DANA	LOC120776032|XP_039962410.1|BTRY
OG0000607	LOC6499868|XP_001953739.1|DANA, LOC6505715|XP_001964401.1|DANA	LOC120775170|XP_039961159.1|BTRY
OG0000608	LOC6503425|XP_001967457.1|DANA	LOC120771362|XP_039955252.1|BTRY
OG0000609	LOC6497994|XP_001961854.1|DANA	LOC120774369|XP_039959897.1|BTRY
OG0000610	LOC6506285|XP_032310746.1|DANA, LOC6496110|XP_001960245.1|DANA	LOC120776826|XP_039963780.1|BTRY
OG0000611	LOC6494789|XP_032307152.1|DANA, LOC6496433|XP_001960907.1|DANA	LOC120771420|XP_039955336.1|BTRY
OG0000614	LOC6505288|XP_032307826.1|DANA	LOC120776006|XP_039962372.1|BTRY
OG0000615	LOC6505069|XP_001965519.1|DANA, LOC6505683|XP_001964462.1|DANA	LOC120766300|XP_039947638.1|BTRY
OG0000616	LOC6505164|XP_032307916.1|DANA, LOC6505163|XP_032307945.1|DANA	LOC120775714|XP_039961960.1|BTRY, LOC120775702|XP_039961947.1|BTRY, LOC120775470|XP_039961596.1|BTRY, LOC120775611|XP_039961785.1|BTRY
OG0000617	LOC6501471|XP_001955320.2|DANA	LOC120766658|XP_039948225.1|BTRY
OG0000617	LOC6500739|XP_001953822.1|DANA	LOC120766225|XP_039947535.1|BTRY
OG0000618	LOC6500830|XP_014766749.1|DANA	LOC120774191|XP_039959558.1|BTRY
OG0000619	LOC6493977|XP_001961218.2|DANA	LOC120770241|XP_039953473.1|BTRY
OG0000620	LOC6502942|XP_001963550.1|DANA, LOC6503165|XP_001963554.1|DANA	LOC120770404|XP_039953772.1|BTRY
OG0000621	LOC6505674|XP_001964486.1|DANA, LOC6504612|XP_001966528.1|DANA	LOC120775491|XP_039961630.1|BTRY
OG0000622	LOC6506186|XP_001958386.1|DANA, LOC6493727|XP_032310024.1|DANA	LOC120778660|XP_039966517.1|BTRY
OG0000623	LOC6492943|XP_001956701.1|DANA	LOC120776793|XP_039963713.1|BTRY
OG0000623	LOC6506427|XP_001957899.1|DANA	LOC120776685|XP_039963497.1|BTRY
OG0000624	LOC6494833|XP_001959578.1|DANA, LOC6494834|XP_001959577.1|DANA	LOC120770040|XP_039953089.1|BTRY
OG0000625	LOC6506641|XP_001957487.2|DANA, LOC6506640|XP_001957488.1|DANA	LOC120776452|XP_039963043.1|BTRY
OG0000626	LOC6494700|XP_001959831.1|DANA	LOC120771101|XP_039954876.1|BTRY
OG0000627	LOC6506838|XP_001957141.1|DANA	LOC120776359|XP_039962868.1|BTRY
OG0000627	LOC6503058|XP_014761293.1|DANA	LOC120774493|XP_039960098.1|BTRY
OG0000628	LOC6505736|XP_001964994.2|DANA, LOC6498556|XP_001963056.2|DANA	LOC120768533|XP_039951203.1|BTRY
OG0000629	LOC6499524|XP_001954442.2|DANA, LOC6497563|XP_001961809.1|DANA	LOC120767240|XP_039949015.1|BTRY
OG0000630	LOC6498013|XP_001961891.2|DANA	LOC120768594|XP_039951291.1|BTRY
OG0000630	LOC6497531|XP_001961896.3|DANA	LOC120768253|XP_039950781.1|BTRY
OG0000631	LOC26515063|XP_014762398.1|DANA, LOC6498365|XP_001962630.1|DANA	LOC120769034|XP_039951813.1|BTRY
OG0000632	LOC6504082|XP_032311174.1|DANA, LOC6497974|XP_001961825.1|DANA	LOC120768631|XP_039951330.1|BTRY
OG0000635	LOC6494613|XP_001960013.1|DANA, LOC6498706|XP_001967112.1|DANA	LOC120771029|XP_039954743.1|BTRY
OG0000636	LOC6498014|XP_001961893.1|DANA, LOC6498015|XP_001961894.1|DANA, LOC6497532|XP_001961892.1|DANA	LOC120774407|XP_039959966.1|BTRY
OG0000637	LOC6503878|XP_032308557.1|DANA	LOC120774775|XP_039960480.1|BTRY
OG0000637	LOC6503778|XP_001963763.1|DANA	LOC120775765|XP_039962032.1|BTRY
OG0000638	LOC6499811|XP_001953863.1|DANA, LOC6503711|XP_001963881.1|DANA	LOC120776108|XP_039962534.1|BTRY
OG0000639	LOC6506927|XP_001956975.1|DANA	LOC120776470|XP_039963074.1|BTRY
OG0000642	LOC6496439|XP_001960915.2|DANA, LOC6497821|XP_032307633.1|DANA	LOC120778716|XP_039966613.1|BTRY, LOC120778015|XP_039965615.1|BTRY
OG0000643	LOC6502615|XP_032305671.1|DANA, LOC6499088|XP_001955330.1|DANA	LOC120778680|XP_039966551.1|BTRY, LOC120767030|XP_039948810.1|BTRY, LOC120766788|XP_039948419.1|BTRY
OG0000644	LOC6507170|XP_001956553.1|DANA, LOC26515571|XP_014765743.1|DANA	LOC120768079|XP_039950543.1|BTRY
OG0000645	LOC26515588|XP_014760686.1|DANA, LOC26513801|XP_014760626.1|DANA	LOC120773530|XP_039958420.1|BTRY, LOC120773531|XP_039958421.1|BTRY, LOC120778094|XP_039965728.1|BTRY
OG0000646	LOC6498908|XP_001955695.1|DANA, LOC6499219|XP_032308587.1|DANA	LOC120766994|XP_039948732.1|BTRY
OG0000647	LOC6501397|XP_001955174.1|DANA, LOC6504457|XP_001966949.3|DANA	LOC120775839|XP_039962142.1|BTRY
OG0000648	LOC6492915|XP_032307971.1|DANA	LOC120775350|XP_039961442.1|BTRY
OG0000649	LOC6505088|XP_032307922.1|DANA	LOC120773891|XP_039958997.1|BTRY
OG0000650	LOC6505653|XP_001964524.1|DANA	LOC120773802|XP_039958844.1|BTRY, LOC120773804|XP_039958847.1|BTRY
OG0000650	LOC6502019|XP_001967622.2|DANA	LOC120778312|XP_039966039.1|BTRY
OG0000651	LOC6492974|XP_001956774.1|DANA, LOC6492973|XP_001956773.1|DANA	LOC120777253|XP_039964383.1|BTRY
OG0000652	LOC6496043|XP_001960107.1|DANA	LOC120772025|XP_039956326.1|BTRY
OG0000653	LOC6500733|XP_001953811.1|DANA, LOC6500284|XP_001952884.1|DANA	LOC120779703|XP_039968003.1|BTRY, LOC120771262|XP_039955118.1|BTRY
OG0000654	LOC6506582|XP_001957601.1|DANA	LOC120777165|XP_039964249.1|BTRY
OG0000655	LOC6495936|XP_014763550.1|DANA, LOC6506765|XP_001965246.1|DANA	LOC120781232|XP_039969302.1|BTRY
OG0000656	LOC6505688|XP_001964456.1|DANA	LOC120767029|XP_039948809.1|BTRY
OG0000656	LOC6505687|XP_001964455.2|DANA, LOC6505689|XP_001964454.1|DANA	LOC120774595|XP_039960261.1|BTRY
OG0000657	LOC6497488|XP_001961978.1|DANA	LOC120768026|XP_039950434.1|BTRY
OG0000658	LOC6505041|XP_001965577.1|DANA	LOC120775403|XP_039961500.1|BTRY
OG0000659	LOC6497808|XP_001961488.1|DANA, LOC6498017|XP_032307432.1|DANA	LOC120782147|XP_039970218.1|BTRY
OG0000660	LOC6497573|XP_032307646.1|DANA	LOC120771061|XP_039954801.1|BTRY
OG0000661	LOC6506497|XP_001957764.1|DANA, LOC6498300|XP_001962494.2|DANA	LOC120767720|XP_039949850.1|BTRY
OG0000662	LOC6506858|XP_001957107.1|DANA	LOC120777857|XP_039965335.1|BTRY
OG0000662	LOC6504704|XP_001966363.1|DANA	LOC120777932|XP_039965448.1|BTRY
OG0000663	LOC6494394|XP_001960413.1|DANA	LOC120781218|XP_039969275.1|BTRY
OG0000664	LOC6504102|XP_001964181.1|DANA	LOC120776183|XP_039962735.1|BTRY
OG0000665	LOC6500338|XP_032305368.1|DANA	LOC120766254|XP_039947574.1|BTRY
OG0000666	LOC6495525|XP_001959035.1|DANA	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY
OG0000666	LOC6502973|XP_001963490.1|DANA	LOC120775238|XP_039961251.1|BTRY
OG0000667	LOC6504600|XP_001966551.2|DANA, LOC6501607|XP_001955580.3|DANA	LOC120766741|XP_039948341.1|BTRY
OG0000668	LOC6502731|XP_001965834.2|DANA	LOC120780330|XP_039968558.1|BTRY
OG0000669	LOC6502193|XP_001966057.1|DANA	LOC120774304|XP_039959769.1|BTRY
OG0000669	LOC6502192|XP_001966058.1|DANA	LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY
OG0000670	LOC6502287|XP_001966174.1|DANA, LOC6501172|XP_001954688.1|DANA, LOC6503854|XP_001963720.1|DANA	LOC120775920|XP_039962256.1|BTRY
OG0000671	LOC6505781|XP_001964362.2|DANA	LOC120782859|XP_039971325.1|BTRY
OG0000671	LOC6498925|XP_001955668.1|DANA	LOC120779834|XP_039968135.1|BTRY
OG0000672	LOC6502062|XP_001967144.1|DANA, LOC6502989|XP_001963460.1|DANA	LOC120778847|XP_039966808.1|BTRY
OG0000673	LOC6502161|XP_001966103.1|DANA, LOC6506310|XP_001958144.1|DANA	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY
OG0000675	LOC6497195|XP_001962579.1|DANA	LOC120768402|XP_039951011.1|BTRY, LOC120769614|XP_039952648.1|BTRY, LOC120769623|XP_039952662.1|BTRY, LOC120768269|XP_039950801.1|BTRY
OG0000677	LOC6507920|XP_001956603.1|DANA, LOC6505243|XP_001965610.1|DANA	LOC120774442|XP_039960017.1|BTRY
OG0000678	LOC6499862|XP_001953749.1|DANA, LOC6497849|XP_001961564.2|DANA	LOC120780287|XP_039968489.1|BTRY
OG0000679	LOC6504250|XP_032308844.1|DANA	LOC120775899|XP_039962224.1|BTRY
OG0000680	LOC6498798|XP_032308230.1|DANA	LOC120773876|XP_039958965.1|BTRY
OG0000680	LOC6498797|XP_032308181.1|DANA	LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY
OG0000681	LOC6499194|XP_001955140.2|DANA, LOC6504094|XP_001964162.1|DANA	LOC120773430|XP_039958244.1|BTRY
OG0000683	LOC6498906|XP_001955699.1|DANA	LOC120766329|XP_039947691.1|BTRY
OG0000684	LOC6500525|XP_001953392.1|DANA, LOC6499047|XP_001955414.1|DANA	LOC120782171|XP_039970241.1|BTRY
OG0000685	LOC6500048|XP_001953321.1|DANA	LOC120772951|XP_039957791.1|BTRY
OG0000686	LOC6493938|XP_001961283.1|DANA	LOC120781242|XP_039969316.1|BTRY
OG0000687	LOC6494600|XP_001960033.1|DANA, LOC6507542|XP_001955885.1|DANA	LOC120776960|XP_039963984.1|BTRY
OG0000688	LOC6494546|XP_014762835.1|DANA	LOC120772776|XP_039957486.1|BTRY
OG0000689	LOC6494869|XP_032307169.1|DANA, LOC6494870|XP_001959518.2|DANA	LOC120770031|XP_039953075.1|BTRY
OG0000690	LOC6502174|XP_001966079.1|DANA	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY
OG0000691	LOC6498348|XP_001962597.1|DANA, LOC6506282|XP_001958202.1|DANA	LOC120777191|XP_039964294.1|BTRY
OG0000692	LOC6492991|XP_001956808.1|DANA	LOC120779210|XP_039967421.1|BTRY
OG0000692	LOC6492992|XP_001956809.1|DANA	LOC120778127|XP_039965765.1|BTRY
OG0000693	LOC6505271|XP_001965660.1|DANA	LOC120771158|XP_039954971.1|BTRY
OG0000693	LOC6500122|XP_001953179.1|DANA	LOC120782889|XP_039971371.1|BTRY
OG0000694	LOC6503517|XP_001964225.1|DANA	LOC120774032|XP_039959264.1|BTRY
OG0000695	LOC6497333|XP_001962300.3|DANA	LOC120767751|XP_039949899.1|BTRY
OG0000695	LOC6497336|XP_032307472.1|DANA	LOC120781358|XP_039969503.1|BTRY
OG0000696	LOC6497395|XP_001962169.1|DANA, LOC6504372|XP_001967763.1|DANA	LOC120768165|XP_039950663.1|BTRY
OG0000697	LOC6497323|XP_001962319.1|DANA	LOC120781423|XP_039969578.1|BTRY
OG0000698	LOC6497852|XP_001961572.2|DANA	LOC120768119|XP_039950603.1|BTRY
OG0000698	LOC6497853|XP_001961573.1|DANA	LOC120769374|XP_039952275.1|BTRY
OG0000699	LOC6503501|XP_014760389.1|DANA, LOC6501055|XP_001954475.2|DANA	LOC120768226|XP_039950738.1|BTRY
OG0000700	LOC6497888|XP_001961650.2|DANA, LOC6496721|XP_001967330.2|DANA	LOC120768126|XP_039950614.1|BTRY
OG0000701	LOC6494056|XP_001961071.1|DANA	LOC120771893|XP_039956097.1|BTRY
OG0000701	LOC6502057|XP_001967439.1|DANA	LOC120776077|XP_039962480.1|BTRY
OG0000702	LOC6501012|XP_014766847.1|DANA, LOC6501013|XP_001954375.2|DANA	LOC120781839|XP_039969995.1|BTRY
OG0000703	LOC6496208|XP_032306686.1|DANA	LOC120770853|XP_039954392.1|BTRY
OG0000704	LOC6504901|XP_032309322.1|DANA	LOC120775825|XP_039962115.1|BTRY
OG0000705	LOC6507404|XP_001956082.1|DANA, LOC6507402|XP_001956083.1|DANA	LOC120776363|XP_039962873.1|BTRY
OG0000706	LOC6497867|XP_001961605.2|DANA, LOC6504935|XP_001966614.3|DANA	LOC120773351|XP_039958105.1|BTRY
OG0000707	LOC6496152|XP_001960339.1|DANA, LOC6502349|XP_001967161.1|DANA	LOC120774249|XP_039959648.1|BTRY
OG0000708	LOC6503061|XP_032308922.1|DANA, LOC6502202|XP_032308816.1|DANA	LOC120773437|XP_039958254.1|BTRY
OG0000709	LOC6505569|XP_001964679.2|DANA, LOC6502274|XP_001966145.3|DANA	LOC120774189|XP_039959550.1|BTRY
OG0000710	LOC6500084|XP_001953258.1|DANA, LOC6496062|XP_001960142.1|DANA	LOC120772668|XP_039957337.1|BTRY
