Orthogroup	DANA.longest_only	CPIP.longest_only
OG0002094	LOC6494916|XP_001959427.1|DANA	LOC120413273|XP_039429936.1|CPIP, LOC120414977|XP_039432245.1|CPIP
OG0002095	LOC6502986|XP_001963466.1|DANA	LOC120415199|XP_039432591.1|CPIP
OG0002096	LOC6496348|XP_032306020.1|DANA	LOC120424725|XP_039444841.1|CPIP
OG0002097	LOC6495342|XP_001958617.2|DANA	LOC120421572|XP_039440737.1|CPIP
OG0002098	LOC6493565|XP_001958008.1|DANA	LOC120432554|XP_039453717.1|CPIP, LOC120432556|XP_039453719.1|CPIP
OG0002099	LOC6499460|XP_001954592.1|DANA	LOC120425826|XP_039446378.1|CPIP, LOC120416713|XP_039434469.1|CPIP
OG0002100	LOC6506344|XP_001958066.3|DANA	LOC120431445|XP_039452497.1|CPIP, LOC120422226|XP_039441545.1|CPIP, LOC120422221|XP_039441539.1|CPIP
OG0002101	LOC6495204|XP_032306922.1|DANA	LOC120423808|XP_039443658.1|CPIP
OG0002102	LOC6495113|XP_032307133.1|DANA	LOC120428249|XP_039449169.1|CPIP
OG0002103	LOC6499463|XP_001954584.1|DANA	LOC120424261|XP_039444257.1|CPIP
OG0002105	LOC6497555|XP_001961828.2|DANA, LOC116656551|XP_032312061.1|DANA	LOC120423727|XP_039443567.1|CPIP
OG0002117	LOC6501885|XP_001966734.1|DANA	LOC120422063|XP_039441333.1|CPIP
OG0002119	LOC6501444|XP_001955267.3|DANA	LOC120428556|XP_039449519.1|CPIP, LOC120413279|XP_039429944.1|CPIP
OG0002120	LOC6503319|XP_032311975.1|DANA	LOC120413305|XP_039430000.1|CPIP
OG0002121	LOC6499404|XP_001954705.1|DANA	LOC120431490|XP_039452556.1|CPIP
OG0002123	LOC6505490|XP_001964947.1|DANA	LOC120419276|XP_039437875.1|CPIP
OG0002124	LOC6505168|XP_001965467.2|DANA	LOC120428874|XP_039449934.1|CPIP
OG0002125	LOC6495159|XP_001958939.1|DANA	LOC120431117|XP_039452206.1|CPIP
OG0002126	LOC6493231|XP_014764263.1|DANA	LOC120422458|XP_039441834.1|CPIP
OG0002127	LOC6505265|XP_014760340.1|DANA	LOC120420229|XP_039439152.1|CPIP
OG0002128	LOC6505191|XP_001965520.2|DANA	LOC120420212|XP_039439133.1|CPIP
OG0002129	LOC116654511|XP_032305528.1|DANA, LOC6505666|XP_001964500.1|DANA	LOC120432319|XP_039453437.1|CPIP
OG0002130	LOC6504045|XP_001964076.2|DANA	LOC120413375|XP_039430100.1|CPIP
OG0002131	LOC6500901|XP_001954130.1|DANA	LOC120430730|XP_039451775.1|CPIP, LOC120413341|XP_039430054.1|CPIP
OG0002132	LOC6498554|XP_001963049.1|DANA	LOC120428359|XP_039449300.1|CPIP
OG0002133	LOC6503584|XP_032309439.1|DANA, LOC6503583|XP_001964118.1|DANA	LOC120413362|XP_039430081.1|CPIP
OG0002134	LOC6503845|XP_001963707.1|DANA	LOC120417703|XP_039435782.1|CPIP
OG0002135	LOC6503981|XP_032308588.1|DANA	LOC120432195|XP_039453283.1|CPIP, LOC120427666|XP_039448477.1|CPIP
OG0002136	LOC6499020|XP_001955502.1|DANA	LOC120417027|XP_039434901.1|CPIP
OG0002137	LOC6499819|XP_001953848.1|DANA	LOC120422079|XP_039441358.1|CPIP
OG0002138	LOC6502121|XP_001966168.1|DANA	LOC120413337|XP_039430047.1|CPIP
OG0002139	LOC6504924|XP_014759857.1|DANA	LOC120413324|XP_039430031.1|CPIP
OG0002140	LOC6501957|XP_001966761.1|DANA	LOC120431394|XP_039452455.1|CPIP
OG0002141	LOC6503223|XP_001965861.1|DANA	LOC120424691|XP_039444804.1|CPIP
OG0002142	LOC6499605|XP_001954310.1|DANA	LOC120416920|XP_039434760.1|CPIP, LOC120430553|XP_039451603.1|CPIP
OG0002143	LOC6497981|XP_001961836.1|DANA	LOC120430599|XP_039451639.1|CPIP
OG0002144	LOC6506061|XP_001966649.1|DANA	LOC120426029|XP_039446642.1|CPIP
OG0002145	LOC6500422|XP_001953186.1|DANA	LOC120427971|XP_039448861.1|CPIP
OG0002146	LOC6500992|XP_014766844.1|DANA	LOC120429017|XP_039450091.1|CPIP
OG0002147	LOC6503525|XP_032308732.1|DANA	LOC120413718|XP_039430575.1|CPIP
OG0002148	LOC6506547|XP_001957676.2|DANA	LOC120416248|XP_039433884.1|CPIP, LOC120416247|XP_039433883.1|CPIP, LOC120416256|XP_039433892.1|CPIP
OG0002149	LOC6501773|XP_032308023.1|DANA	LOC120431264|XP_039452335.1|CPIP
OG0002150	LOC6503908|XP_001963822.1|DANA	LOC120419617|XP_039438292.1|CPIP
OG0002151	LOC6498598|XP_001963132.2|DANA	LOC120419620|XP_039438294.1|CPIP
OG0002152	LOC6500888|XP_032307693.1|DANA	LOC120416903|XP_039434733.1|CPIP
OG0002153	LOC6506003|XP_001964762.1|DANA	LOC120424542|XP_039444640.1|CPIP, LOC120429007|XP_039450079.1|CPIP
OG0002154	LOC6503603|XP_001964075.2|DANA	LOC120426470|XP_039447167.1|CPIP
OG0002155	LOC6505576|XP_001964670.1|DANA	LOC120423054|XP_039442659.1|CPIP
OG0002156	LOC6493862|XP_001958580.2|DANA	LOC120419889|XP_039438688.1|CPIP
OG0002157	LOC6500366|XP_001953059.2|DANA	LOC120424135|XP_039444112.1|CPIP
OG0002158	LOC6494835|XP_001959575.1|DANA	LOC120424147|XP_039444125.1|CPIP
OG0002159	LOC6494716|XP_014762929.1|DANA	LOC120425011|XP_039445317.1|CPIP
OG0002160	LOC6499210|XP_001955104.3|DANA	LOC120425027|XP_039445332.1|CPIP
OG0002161	LOC6505656|XP_001964520.1|DANA	LOC120424948|XP_039445193.1|CPIP, LOC120427119|XP_039447906.1|CPIP
OG0002162	LOC6500318|XP_014766498.1|DANA	LOC120424944|XP_039445182.1|CPIP
OG0002164	LOC6500050|XP_001953316.1|DANA	LOC120427447|XP_039448249.1|CPIP
OG0002165	LOC6500282|XP_001952880.2|DANA	LOC120427457|XP_039448260.1|CPIP
OG0002166	LOC6498458|XP_001962863.1|DANA	LOC120429237|XP_039450381.1|CPIP
OG0002167	LOC6494444|XP_001960307.1|DANA	LOC120429250|XP_039450396.1|CPIP
OG0002168	LOC6495361|XP_001958663.3|DANA	LOC120416847|XP_039434670.1|CPIP
OG0002169	LOC6507303|XP_001956283.1|DANA	LOC120426989|XP_039447739.1|CPIP, LOC120419251|XP_039437838.1|CPIP
OG0002170	LOC6506044|XP_001966628.1|DANA, LOC26515067|XP_032311706.1|DANA	LOC120425471|XP_039445940.1|CPIP
OG0002171	LOC6499821|XP_001953844.2|DANA	LOC120427719|XP_039448556.1|CPIP
OG0002172	LOC6500808|XP_001953955.1|DANA	LOC120428999|XP_039450073.1|CPIP
OG0002173	LOC6496885|XP_001963209.1|DANA	LOC120413450|XP_039430222.1|CPIP, LOC120413460|XP_039430232.1|CPIP
OG0002174	LOC6500263|XP_001952914.1|DANA	LOC120426014|XP_039446619.1|CPIP
OG0002175	LOC6500294|XP_001952913.1|DANA	LOC120426015|XP_039446620.1|CPIP
OG0002176	LOC6499215|XP_001955088.1|DANA	LOC120417855|XP_039436009.1|CPIP
OG0002177	LOC6500716|XP_001953783.1|DANA	LOC120426230|XP_039446898.1|CPIP, LOC120426232|XP_039446900.1|CPIP
OG0002178	LOC6505595|XP_001964625.2|DANA	LOC120417189|XP_039435091.1|CPIP
OG0002179	LOC6499882|XP_001953706.2|DANA	LOC120425564|XP_039446063.1|CPIP
OG0002180	LOC6501599|XP_032312076.1|DANA	LOC120423290|XP_039442986.1|CPIP
OG0002182	LOC6500930|XP_014766804.1|DANA	LOC120427181|XP_039447973.1|CPIP, LOC120430691|XP_039451726.1|CPIP
OG0002183	LOC6496133|XP_001960301.1|DANA	LOC120412611|XP_039429093.1|CPIP, LOC120417685|XP_039435755.1|CPIP
OG0002184	LOC6499035|XP_001955468.1|DANA	LOC120431815|XP_039452868.1|CPIP
OG0002185	LOC6505648|XP_032305512.1|DANA	LOC120426735|XP_039447442.1|CPIP
OG0002186	LOC6497113|XP_001962730.1|DANA	LOC120421820|XP_039441032.1|CPIP
OG0002187	LOC6498949|XP_001955621.1|DANA	LOC120416088|XP_039433709.1|CPIP
OG0002188	LOC6494894|XP_014763061.1|DANA	LOC120416600|XP_039434328.1|CPIP
OG0002189	LOC26514498|XP_014760180.1|DANA	LOC120424029|XP_039443986.1|CPIP
OG0002190	LOC6500756|XP_001953856.1|DANA	LOC120425993|XP_039446585.1|CPIP
OG0002191	LOC6506748|XP_001957313.1|DANA	LOC120425994|XP_039446587.1|CPIP
OG0002192	LOC6506273|XP_001958219.1|DANA	LOC120428190|XP_039449104.1|CPIP
OG0002193	LOC6500312|XP_001952947.1|DANA	LOC120425752|XP_039446293.1|CPIP
OG0002194	LOC6501477|XP_001955327.1|DANA	LOC120418354|XP_039436640.1|CPIP, LOC120418359|XP_039436649.1|CPIP
OG0002195	LOC6501443|XP_001955265.1|DANA	LOC120427148|XP_039447940.1|CPIP
OG0002196	LOC6500222|XP_014766422.1|DANA	LOC120432515|XP_039453666.1|CPIP
OG0002197	LOC6507525|XP_001955855.1|DANA	LOC120426022|XP_039446630.1|CPIP
OG0002198	LOC6499643|XP_032305863.1|DANA	LOC120425714|XP_039446247.1|CPIP
OG0002199	LOC6505887|XP_001964553.1|DANA	LOC120426688|XP_039447398.1|CPIP
OG0002200	LOC6502244|XP_001966073.1|DANA	LOC120427262|XP_039448055.1|CPIP
OG0002202	LOC6501388|XP_014767017.1|DANA	LOC120416688|XP_039434442.1|CPIP
OG0002203	LOC6500262|XP_001952915.3|DANA	LOC120425982|XP_039446570.1|CPIP
OG0002204	LOC6499116|XP_001955268.1|DANA	LOC120422017|XP_039441275.1|CPIP
OG0002205	LOC6500179|XP_001953075.1|DANA	LOC120430262|XP_039451281.1|CPIP
OG0002206	LOC6499793|XP_001953903.1|DANA	LOC120431088|XP_039452178.1|CPIP, LOC120430929|XP_039451983.1|CPIP
OG0002207	LOC6499233|XP_001955055.2|DANA	LOC120414299|XP_039431367.1|CPIP
OG0002208	LOC6499235|XP_001955052.2|DANA	LOC120426162|XP_039446814.1|CPIP
OG0002209	LOC6504925|XP_001966603.1|DANA	LOC120424682|XP_039444792.1|CPIP, LOC120424624|XP_039444723.1|CPIP
OG0002210	LOC6499157|XP_014765934.1|DANA	LOC120424666|XP_039444773.1|CPIP, LOC120424615|XP_039444710.1|CPIP
OG0002211	LOC6500379|XP_032312137.1|DANA	LOC120424634|XP_039444734.1|CPIP
OG0002212	LOC6501365|XP_001955084.2|DANA	LOC120421021|XP_039440078.1|CPIP
OG0002213	LOC6499970|XP_001953525.1|DANA	LOC120424610|XP_039444704.1|CPIP
OG0002214	LOC6499760|XP_014766216.1|DANA	LOC120417090|XP_039435002.1|CPIP
OG0002215	LOC6500906|XP_014766785.2|DANA	LOC120422123|XP_039441427.1|CPIP
OG0002216	LOC6505047|XP_001965567.1|DANA	LOC120422564|XP_039441984.1|CPIP, LOC120426174|XP_039446824.1|CPIP
OG0002217	LOC6500235|XP_001952971.1|DANA	LOC120425369|XP_039445812.1|CPIP
OG0002218	LOC6504576|XP_001966594.1|DANA	LOC120427415|XP_039448216.1|CPIP
OG0002219	LOC6500164|XP_001953104.1|DANA	LOC120425436|XP_039445901.1|CPIP
OG0002220	LOC6500385|XP_032305738.1|DANA	LOC120425434|XP_039445899.1|CPIP
OG0002221	LOC6507769|XP_001956318.3|DANA	LOC120428082|XP_039448995.1|CPIP
OG0002222	LOC6496467|XP_001960963.1|DANA	LOC120428079|XP_039448990.1|CPIP
OG0002224	LOC6496030|XP_032307267.1|DANA	LOC120430981|XP_039452053.1|CPIP
OG0002225	LOC6493196|XP_032310779.1|DANA	LOC120423006|XP_039442563.1|CPIP, LOC120423028|XP_039442603.1|CPIP
OG0002226	LOC6496638|XP_001961307.1|DANA	LOC120422859|XP_039442342.1|CPIP, LOC120425224|XP_039445589.1|CPIP
OG0002227	LOC6494985|XP_032306762.1|DANA	LOC120417793|XP_039435896.1|CPIP
OG0002228	LOC6495198|XP_001958872.1|DANA	LOC120422874|XP_039442355.1|CPIP
OG0002229	LOC6495839|XP_001959685.2|DANA	LOC120422876|XP_039442369.1|CPIP
OG0002230	LOC6495938|XP_001959890.1|DANA	LOC120422845|XP_039442323.1|CPIP
OG0002231	LOC6495090|XP_001959085.1|DANA	LOC120419763|XP_039438524.1|CPIP, LOC120427223|XP_039448024.1|CPIP
OG0002232	LOC6495833|XP_001959678.1|DANA	LOC120417389|XP_039435342.1|CPIP, LOC120417390|XP_039435345.1|CPIP
OG0002233	LOC6506651|XP_001957473.2|DANA	LOC120424797|XP_039444943.1|CPIP, LOC120424803|XP_039444951.1|CPIP
OG0002235	LOC6495867|XP_001959747.2|DANA	LOC120422922|XP_039442430.1|CPIP
OG0002236	LOC6494903|XP_001959458.1|DANA	LOC120427083|XP_039447862.1|CPIP
OG0002237	LOC6498799|XP_032308237.1|DANA, LOC6507460|XP_001955968.2|DANA, LOC6495740|XP_014763471.1|DANA	LOC120425904|XP_039446461.1|CPIP
OG0002238	LOC6493940|XP_032311467.1|DANA	LOC120423496|XP_039443270.1|CPIP
OG0002239	LOC6496241|XP_001960520.1|DANA	LOC120422883|XP_039442377.1|CPIP
OG0002240	LOC6495178|XP_001958906.1|DANA	LOC120426030|XP_039446645.1|CPIP
OG0002241	LOC6507294|XP_001956297.2|DANA	LOC120425351|XP_039445787.1|CPIP, LOC120429623|XP_039450587.1|CPIP
OG0002242	LOC116655717|XP_032309472.1|DANA, LOC6507726|XP_001967682.1|DANA	LOC120420560|XP_039439560.1|CPIP
OG0002243	LOC26513687|XP_014760888.1|DANA	LOC120420561|XP_039439563.1|CPIP
OG0002244	LOC6506525|XP_032310164.1|DANA	LOC120420568|XP_039439580.1|CPIP
OG0002245	LOC6506784|XP_001957246.1|DANA	LOC120430538|XP_039451586.1|CPIP, LOC120431293|XP_039452369.1|CPIP, LOC120422431|XP_039441782.1|CPIP
OG0002246	LOC6495987|XP_032306609.1|DANA	LOC120415738|XP_039433273.1|CPIP
OG0002247	LOC26513899|XP_014763954.1|DANA	LOC120424882|XP_039445080.1|CPIP
OG0002248	LOC6507687|XP_001956148.2|DANA	LOC120424795|XP_039444940.1|CPIP
OG0002249	LOC6493159|XP_014764244.1|DANA	LOC120429924|XP_039450955.1|CPIP
OG0002250	LOC6495062|XP_032306973.1|DANA	LOC120420700|XP_039439731.1|CPIP
OG0002251	LOC6495584|XP_032306744.1|DANA	LOC120420698|XP_039439726.1|CPIP
OG0002252	LOC6495593|XP_014763361.1|DANA	LOC120417416|XP_039435393.1|CPIP, LOC120430669|XP_039451704.1|CPIP
OG0002253	LOC26514309|XP_032306226.1|DANA	LOC120417420|XP_039435397.1|CPIP, LOC120431078|XP_039452164.1|CPIP
OG0002254	LOC6501541|XP_001955447.1|DANA	LOC120420684|XP_039439713.1|CPIP
OG0002255	LOC6502905|XP_001963619.1|DANA	LOC120426800|XP_039447515.1|CPIP
OG0002256	LOC6493955|XP_001961255.1|DANA	LOC120421528|XP_039440681.1|CPIP
OG0002257	LOC6495269|XP_001958732.3|DANA	LOC120420092|XP_039438958.1|CPIP
OG0002258	LOC6506197|XP_032309515.1|DANA	LOC120413191|XP_039429838.1|CPIP
OG0002259	LOC6503209|XP_001963646.1|DANA	LOC120413269|XP_039429932.1|CPIP, LOC120413262|XP_039429924.1|CPIP
OG0002260	LOC6493717|XP_001958296.1|DANA	LOC120413256|XP_039429919.1|CPIP
OG0002261	LOC6506353|XP_001958048.1|DANA	LOC120413231|XP_039429894.1|CPIP
OG0002263	LOC6506791|XP_001957235.1|DANA	LOC120424834|XP_039444997.1|CPIP
OG0002264	LOC6494106|XP_001960964.3|DANA	LOC120420087|XP_039438951.1|CPIP
OG0002265	LOC6493474|XP_001957830.1|DANA	LOC120432434|XP_039453586.1|CPIP
OG0002266	LOC6493700|XP_001958263.1|DANA	LOC120418016|XP_039436191.1|CPIP
OG0002267	LOC6493014|XP_001956854.1|DANA	LOC120418934|XP_039437405.1|CPIP
OG0002268	LOC6506833|XP_001957149.1|DANA	LOC120418918|XP_039437383.1|CPIP
OG0002269	LOC6494362|XP_001960463.1|DANA	LOC120414641|XP_039431811.1|CPIP, LOC120420157|XP_039439057.1|CPIP
OG0002270	LOC6494151|XP_001960862.1|DANA	LOC120427423|XP_039448217.1|CPIP, LOC120428825|XP_039449866.1|CPIP
OG0002271	LOC6507005|XP_001956842.1|DANA	LOC120416566|XP_039434232.1|CPIP
OG0002272	LOC6507453|XP_001955982.1|DANA	LOC120430341|XP_039451378.1|CPIP
OG0002273	LOC6493240|XP_032310651.1|DANA	LOC120424315|XP_039444333.1|CPIP
OG0002274	LOC6493800|XP_032310517.1|DANA	LOC120424318|XP_039444343.1|CPIP
OG0002275	LOC6507033|XP_001956786.1|DANA	LOC120414431|XP_039431548.1|CPIP
OG0002276	LOC6507656|XP_014765388.1|DANA	LOC120417610|XP_039435653.1|CPIP
OG0002277	LOC26515182|XP_032310620.1|DANA	LOC120426777|XP_039447484.1|CPIP
OG0002278	LOC6493334|XP_032310304.1|DANA	LOC120413394|XP_039430126.1|CPIP
OG0002279	LOC6493552|XP_001957983.2|DANA	LOC120413424|XP_039430170.1|CPIP
OG0002280	LOC6506571|XP_001957621.2|DANA	LOC120413392|XP_039430124.1|CPIP
OG0002281	LOC6493374|XP_001957630.1|DANA	LOC120420039|XP_039438873.1|CPIP
OG0002282	LOC6493400|XP_001957672.1|DANA	LOC120425134|XP_039445494.1|CPIP
OG0002283	LOC6494702|XP_001959827.1|DANA	LOC120423762|XP_039443609.1|CPIP, LOC120423759|XP_039443608.1|CPIP
OG0002284	LOC6494080|XP_001961016.1|DANA	LOC120423775|XP_039443628.1|CPIP
OG0002285	LOC6503633|XP_001964032.1|DANA	LOC120420921|XP_039439982.1|CPIP, LOC120420914|XP_039439973.1|CPIP
OG0002286	LOC6494167|XP_001960837.2|DANA	LOC120412637|XP_039429125.1|CPIP
OG0002287	LOC6494152|XP_001960861.2|DANA	LOC120431346|XP_039452412.1|CPIP, LOC120427734|XP_039448576.1|CPIP, LOC120425689|XP_039446207.1|CPIP
OG0002288	LOC6493007|XP_014764177.1|DANA	LOC120427730|XP_039448567.1|CPIP
OG0002289	LOC6493032|XP_001956905.1|DANA	LOC120415802|XP_039433361.1|CPIP
OG0002290	LOC6498208|XP_001962304.1|DANA	LOC120426546|XP_039447250.1|CPIP, LOC120426350|XP_039447046.1|CPIP
OG0002291	LOC6496515|XP_032306271.1|DANA	LOC120417473|XP_039435481.1|CPIP
OG0002292	LOC6494627|XP_032306813.1|DANA	LOC120429716|XP_039450692.1|CPIP
OG0002293	LOC116656506|XP_032312044.1|DANA	LOC120421396|XP_039440531.1|CPIP
OG0002294	LOC6499467|XP_001954578.1|DANA	LOC120431185|XP_039452261.1|CPIP
OG0002296	LOC6504632|XP_032310945.1|DANA	LOC120431809|XP_039452861.1|CPIP
OG0002297	LOC6494642|XP_032312349.1|DANA	LOC120428723|XP_039449730.1|CPIP
OG0002298	LOC6494228|XP_014762676.1|DANA	LOC120425452|XP_039445918.1|CPIP
OG0002299	LOC6495295|XP_001958682.1|DANA	LOC120425451|XP_039445917.1|CPIP
OG0002300	LOC6497139|XP_032311257.1|DANA	LOC120422193|XP_039441508.1|CPIP
OG0002301	LOC6497250|XP_014761583.1|DANA	LOC120414667|XP_039431876.1|CPIP
OG0002302	LOC6497245|XP_014761579.1|DANA	LOC120426537|XP_039447237.1|CPIP, LOC120426346|XP_039447041.1|CPIP
OG0002303	LOC6504026|XP_001964030.3|DANA	LOC120417163|XP_039435078.1|CPIP
OG0002304	LOC6497814|XP_001961502.1|DANA	LOC120422787|XP_039442259.1|CPIP
OG0002305	LOC6506774|XP_001957266.1|DANA	LOC120428091|XP_039449009.1|CPIP
OG0002306	LOC6497199|XP_001962571.1|DANA	LOC120425855|XP_039446412.1|CPIP
OG0002307	LOC6496839|XP_001963298.1|DANA	LOC120428131|XP_039449048.1|CPIP
OG0002308	LOC6504621|XP_001964891.2|DANA	LOC120413536|XP_039430344.1|CPIP
OG0002309	LOC6497214|XP_001962544.1|DANA	LOC120413609|XP_039430447.1|CPIP
OG0002310	LOC6497964|XP_001961805.1|DANA	LOC120413615|XP_039430454.1|CPIP
OG0002311	LOC6497253|XP_032307674.1|DANA	LOC120416326|XP_039433984.1|CPIP
OG0002312	LOC6504345|XP_001965013.2|DANA	LOC120424906|XP_039445132.1|CPIP
OG0002313	LOC6496367|XP_014763782.1|DANA	LOC120413117|XP_039429760.1|CPIP
OG0002314	LOC6495425|XP_001958821.1|DANA	LOC120413143|XP_039429785.1|CPIP
OG0002315	LOC6495496|XP_014763336.1|DANA	LOC120413127|XP_039429766.1|CPIP, LOC120431577|XP_039452623.1|CPIP
OG0002316	LOC6498439|XP_001962824.2|DANA	LOC120416329|XP_039433993.1|CPIP
OG0002317	LOC6506324|XP_014764707.1|DANA	LOC120413106|XP_039429746.1|CPIP
OG0002318	LOC6497895|XP_001961666.1|DANA	LOC120431698|XP_039452747.1|CPIP, LOC120424106|XP_039444050.1|CPIP
OG0002319	LOC6505710|XP_001964990.1|DANA	LOC120428535|XP_039449501.1|CPIP
OG0002320	LOC6495577|XP_001959131.1|DANA	LOC120418944|XP_039437416.1|CPIP
OG0002321	LOC6494935|XP_032305946.1|DANA	LOC120414767|XP_039432014.1|CPIP
OG0002322	LOC6497156|XP_001962654.3|DANA	LOC120428054|XP_039448951.1|CPIP
OG0002323	LOC6497559|XP_001961819.1|DANA	LOC120424360|XP_039444389.1|CPIP
OG0002324	LOC6493586|XP_014764453.1|DANA	LOC120420799|XP_039439851.1|CPIP
OG0002325	LOC6506450|XP_001957860.2|DANA	LOC120420805|XP_039439860.1|CPIP
OG0002326	LOC6493494|XP_001957861.1|DANA	LOC120420810|XP_039439865.1|CPIP
OG0002327	LOC6499531|XP_001954430.2|DANA	LOC120420797|XP_039439843.1|CPIP
OG0002328	LOC6497264|XP_032307707.1|DANA	LOC120426846|XP_039447568.1|CPIP
OG0002329	LOC6497978|XP_032307687.1|DANA, LOC6497977|XP_001961830.3|DANA	LOC120420602|XP_039439614.1|CPIP
OG0002330	LOC6503050|XP_014761292.1|DANA, LOC6497554|XP_001961833.3|DANA	LOC120420151|XP_039439051.1|CPIP
OG0002331	LOC6502008|XP_014759698.1|DANA	LOC120420046|XP_039438891.1|CPIP
OG0002332	LOC6506889|XP_001957054.3|DANA	LOC120428257|XP_039449185.1|CPIP
OG0002333	LOC6494397|XP_001960404.2|DANA	LOC120431110|XP_039452197.1|CPIP
OG0002334	LOC6498390|XP_001962698.2|DANA	LOC120428324|XP_039449255.1|CPIP
OG0002335	LOC6495575|XP_001959125.2|DANA	LOC120425202|XP_039445567.1|CPIP, LOC120418964|XP_039437443.1|CPIP
OG0002336	LOC6493655|XP_001958170.1|DANA	LOC120423645|XP_039443452.1|CPIP
OG0002337	LOC6495348|XP_014763269.1|DANA	LOC120423129|XP_039442742.1|CPIP
OG0002338	LOC6507050|XP_001965300.1|DANA	LOC120420900|XP_039439956.1|CPIP
OG0002339	LOC6503279|XP_001967587.2|DANA	LOC120419774|XP_039438542.1|CPIP, LOC120415198|XP_039432590.1|CPIP
OG0002340	LOC6504300|XP_001965064.2|DANA	LOC120424350|XP_039444376.1|CPIP
OG0002341	LOC6495761|XP_001959517.1|DANA	LOC120421110|XP_039440203.1|CPIP
OG0002342	LOC6498527|XP_001962998.2|DANA	LOC120421117|XP_039440211.1|CPIP
OG0002343	LOC6496989|XP_014761464.1|DANA	LOC120415454|XP_039432933.1|CPIP
OG0002344	LOC6496775|XP_014760193.1|DANA	LOC120415489|XP_039432990.1|CPIP
OG0002345	LOC6494094|XP_001960990.1|DANA	LOC120415995|XP_039433582.1|CPIP
OG0002346	LOC6497286|XP_001962389.1|DANA	LOC120416779|XP_039434578.1|CPIP
OG0002347	LOC6495487|XP_001958955.1|DANA	LOC120416776|XP_039434575.1|CPIP
OG0002348	LOC6498077|XP_014761964.1|DANA	LOC120416069|XP_039433671.1|CPIP
OG0002349	LOC26515533|XP_014764135.1|DANA	LOC120426128|XP_039446764.1|CPIP, LOC120427962|XP_039448851.1|CPIP
OG0002350	LOC6496482|XP_001960989.1|DANA	LOC120427961|XP_039448850.1|CPIP, LOC120426127|XP_039446763.1|CPIP
OG0002351	LOC6495703|XP_001959405.1|DANA	LOC120419854|XP_039438625.1|CPIP
OG0002352	LOC6495771|XP_001959542.1|DANA	LOC120427335|XP_039448120.1|CPIP
OG0002353	LOC6505397|XP_001966897.2|DANA	LOC120419803|XP_039438573.1|CPIP
OG0002354	LOC6497173|XP_032310998.1|DANA	LOC120416777|XP_039434576.1|CPIP
OG0002355	LOC6505383|XP_032309133.1|DANA	LOC120424552|XP_039444651.1|CPIP
OG0002356	LOC6496825|XP_001963325.2|DANA	LOC120412848|XP_039429404.1|CPIP
OG0002357	LOC6500256|XP_014766457.1|DANA	LOC120412846|XP_039429403.1|CPIP
OG0002358	LOC6498559|XP_001963062.1|DANA	LOC120415720|XP_039433249.1|CPIP
OG0002359	LOC6501909|XP_001966688.2|DANA	LOC120427816|XP_039448674.1|CPIP
OG0002360	LOC6497372|XP_001962217.2|DANA	LOC120415533|XP_039433026.1|CPIP
OG0002361	LOC6493704|XP_001958271.1|DANA	LOC120415542|XP_039433043.1|CPIP, LOC120421990|XP_039441238.1|CPIP
OG0002362	LOC6496844|XP_032310888.1|DANA	LOC120417700|XP_039435783.1|CPIP, LOC120412454|XP_039428854.1|CPIP
OG0002363	LOC6496862|XP_001963254.1|DANA	LOC120423975|XP_039443901.1|CPIP
OG0002364	LOC6501779|XP_032311775.1|DANA, LOC6496860|XP_032310902.1|DANA	LOC120423992|XP_039443923.1|CPIP
OG0002365	LOC6496858|XP_001963258.1|DANA	LOC120423996|XP_039443939.1|CPIP
OG0002366	LOC6504226|XP_032311356.1|DANA	LOC120412503|XP_039428936.1|CPIP, LOC120418410|XP_039436723.1|CPIP
OG0002367	LOC6497425|XP_001962113.1|DANA	LOC120421150|XP_039440274.1|CPIP
OG0002368	LOC6498218|XP_001962325.2|DANA	LOC120419647|XP_039438337.1|CPIP
OG0002369	LOC6503170|XP_001963568.1|DANA	LOC120429906|XP_039450934.1|CPIP
OG0002370	LOC6497100|XP_001962756.1|DANA	LOC120415512|XP_039433002.1|CPIP
OG0002371	LOC6498415|XP_001962758.1|DANA	LOC120415513|XP_039433004.1|CPIP
OG0002372	LOC6497836|XP_001961543.2|DANA	LOC120417285|XP_039435170.1|CPIP
OG0002373	LOC6503545|XP_001965292.1|DANA	LOC120419153|XP_039437731.1|CPIP
OG0002374	LOC6499113|XP_001955274.2|DANA	LOC120429067|XP_039450143.1|CPIP
OG0002375	LOC6501227|XP_001954800.1|DANA	LOC120416343|XP_039434003.1|CPIP
OG0002376	LOC6498243|XP_032307398.1|DANA	LOC120414302|XP_039431374.1|CPIP
OG0002377	LOC6500491|XP_001953337.1|DANA	LOC120414304|XP_039431377.1|CPIP
OG0002378	LOC6507801|XP_001956371.1|DANA	LOC120426574|XP_039447293.1|CPIP
OG0002379	LOC6503320|XP_001965403.1|DANA	LOC120425772|XP_039446316.1|CPIP
OG0002380	LOC6503093|XP_001963411.1|DANA	LOC120424705|XP_039444819.1|CPIP
OG0002381	LOC6495743|XP_001959478.1|DANA	LOC120432390|XP_039453519.1|CPIP
OG0002382	LOC6504504|XP_032308154.1|DANA	LOC120426818|XP_039447535.1|CPIP
OG0002383	LOC6507459|XP_001955969.1|DANA, LOC6507458|XP_001955970.2|DANA	LOC120426827|XP_039447548.1|CPIP
