Orthogroup	DELE.longest_only	AALB.longest_only
OG0002451	LOC108149712|XP_017132970.1|DELE	LOC118464169|XP_035787201.1|AALB
OG0002452	LOC108134623|XP_017110497.1|DELE	LOC118463813|XP_035786583.1|AALB
OG0002453	LOC108134642|XP_017110520.1|DELE	LOC118463812|XP_035786582.1|AALB
OG0002454	LOC108146257|XP_017127683.1|DELE	LOC118463825|XP_035786601.1|AALB
OG0002455	LOC108146255|XP_017127682.1|DELE	LOC118466013|XP_035790716.1|AALB
OG0002456	LOC108149155|XP_017132042.1|DELE	LOC118466060|XP_035790802.1|AALB
OG0002457	LOC108149618|XP_017132831.1|DELE	LOC118464737|XP_035788235.1|AALB
OG0002458	LOC108149904|XP_017133296.1|DELE	LOC118457749|XP_035775454.1|AALB
OG0002459	LOC108149105|XP_017131992.1|DELE	LOC118467100|XP_035793042.1|AALB
OG0002460	LOC108144884|XP_017125532.1|DELE	LOC118464694|XP_035788107.1|AALB
OG0002461	LOC108144829|XP_017125454.1|DELE	LOC118465162|XP_035789013.1|AALB
OG0002462	LOC108137053|XP_017114043.1|DELE, LOC108137455|XP_017114645.1|DELE	LOC118465021|XP_035788776.1|AALB
OG0002463	LOC108144814|XP_017125431.1|DELE	LOC118467226|XP_035793370.1|AALB
OG0002464	LOC108144331|XP_017124530.1|DELE	LOC118467034|XP_035792910.1|AALB
OG0002465	LOC108143633|XP_017123636.1|DELE	LOC118467032|XP_035792907.1|AALB
OG0002466	LOC108145304|XP_017126123.1|DELE	LOC118467618|XP_035794215.1|AALB
OG0002467	LOC108147538|XP_017129610.1|DELE	LOC118464769|XP_035788285.1|AALB
OG0002468	LOC108146959|XP_017128704.1|DELE	LOC118465937|XP_035790540.1|AALB
OG0002469	LOC108141060|XP_017119703.1|DELE	LOC118464168|XP_035787199.1|AALB
OG0002470	LOC108149885|XP_017133270.1|DELE	LOC118464183|XP_035787227.1|AALB
OG0002471	LOC108141538|XP_017120467.1|DELE	LOC118463363|XP_035785774.1|AALB
OG0002472	LOC108137875|XP_017115302.1|DELE	LOC118464351|XP_035787565.1|AALB
OG0002473	LOC108144809|XP_017125426.1|DELE	LOC118464361|XP_035787579.1|AALB
OG0002474	LOC108136053|XP_017112472.1|DELE	LOC118462552|XP_035784212.1|AALB
OG0002475	LOC108148923|XP_017131729.1|DELE	LOC118463881|XP_035786694.1|AALB
OG0002476	LOC108137561|XP_017114776.1|DELE	LOC118464221|XP_035787286.1|AALB
OG0002477	LOC108144975|XP_017125612.1|DELE, LOC108148249|XP_017130703.1|DELE	LOC118467251|XP_035793426.1|AALB
OG0002478	LOC108143694|XP_017123709.1|DELE, LOC108144490|XP_017124950.1|DELE	LOC118467250|XP_035793421.1|AALB
OG0002479	LOC108149806|XP_017133161.1|DELE	LOC118466774|XP_035792392.1|AALB
OG0002481	LOC108136333|XP_017112926.1|DELE	LOC118464500|XP_035787828.1|AALB
OG0002482	LOC108149056|XP_017131890.1|DELE	LOC118463880|XP_035786692.1|AALB
OG0002483	LOC108141506|XP_017120423.1|DELE	LOC118464941|XP_035788621.1|AALB
OG0002484	LOC108144612|XP_017125122.1|DELE	LOC118464946|XP_035788628.1|AALB
OG0002485	LOC108145458|XP_017126391.1|DELE	LOC118463977|XP_035786880.1|AALB
OG0002486	LOC108142505|XP_017121900.1|DELE	LOC118467959|XP_035794835.1|AALB
OG0002487	LOC108137803|XP_017115229.1|DELE	LOC118466257|XP_035791204.1|AALB
OG0002488	LOC108143708|XP_017123728.1|DELE	LOC118464802|XP_035788358.1|AALB
OG0002489	LOC108146298|XP_017127733.1|DELE	LOC118462685|XP_035784492.1|AALB
OG0002490	LOC108144980|XP_017125621.1|DELE	LOC118463761|XP_035786468.1|AALB
OG0002491	LOC108146793|XP_017128450.1|DELE	LOC118466923|XP_035792701.1|AALB
OG0002492	LOC108144517|XP_017124946.1|DELE	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB
OG0002493	LOC108149690|XP_017132949.1|DELE	LOC118465985|XP_035790658.1|AALB
OG0002495	LOC108144528|XP_017124967.1|DELE	LOC118462829|XP_035784753.1|AALB
OG0002496	LOC108147110|XP_017128889.1|DELE	LOC118464803|XP_035788359.1|AALB
OG0002497	LOC108145715|XP_017126765.1|DELE	LOC118464813|XP_035788373.1|AALB
OG0002498	LOC108142232|XP_017121440.1|DELE	LOC118463201|XP_035785529.1|AALB
OG0002508	LOC108136529|XP_017113294.1|DELE	LOC118459048|XP_035777969.1|AALB
OG0002509	LOC108149654|XP_017132883.1|DELE	LOC118467981|XP_035794863.1|AALB
OG0002510	LOC108140894|XP_017119425.1|DELE	LOC118458351|XP_035776599.1|AALB
OG0002511	LOC108139303|XP_017117491.1|DELE	LOC118467147|XP_035793224.1|AALB
OG0002512	LOC108145320|XP_017126181.1|DELE	LOC118458417|XP_035776738.1|AALB
OG0002513	LOC108139268|XP_017117444.1|DELE	LOC118457877|XP_035775697.1|AALB
OG0002514	LOC108146401|XP_017127889.1|DELE	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB
OG0002515	LOC108139397|XP_017117607.1|DELE	LOC118462630|XP_035784370.1|AALB
OG0002516	LOC108147316|XP_017129231.1|DELE	LOC118460637|XP_035780987.1|AALB
OG0002517	LOC108138502|XP_017116213.1|DELE	LOC118456694|XP_035773592.1|AALB
OG0002518	LOC108136681|XP_017113492.1|DELE	LOC118461771|XP_035783397.1|AALB
OG0002519	LOC108145455|XP_017126387.1|DELE	LOC118462310|XP_035784009.1|AALB
OG0002520	LOC108141403|XP_017120253.1|DELE	LOC118462336|XP_035784011.1|AALB
OG0002522	LOC108137031|XP_017114020.1|DELE	LOC118463360|XP_035785770.1|AALB
OG0002523	LOC108143016|XP_017122696.1|DELE	LOC118464696|XP_035788156.1|AALB
OG0002524	LOC108136296|XP_017112870.1|DELE	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB
OG0002525	LOC108147452|XP_017129469.1|DELE	LOC118461653|XP_035783124.1|AALB
OG0002526	LOC108141194|XP_017119927.1|DELE	LOC118458396|XP_035776699.1|AALB
OG0002528	LOC108138507|XP_017116231.1|DELE	LOC118456509|XP_035773275.1|AALB
OG0002529	LOC108135275|XP_017111447.1|DELE	LOC118464640|XP_035787995.1|AALB
OG0002530	LOC108139011|XP_017117101.1|DELE	LOC118465697|XP_035790021.1|AALB
OG0002531	LOC108148278|XP_017130728.1|DELE	LOC118468526|XP_035795287.1|AALB
OG0002532	LOC108137048|XP_017114030.1|DELE	LOC118464240|XP_035787323.1|AALB
OG0002533	LOC108140899|XP_017119432.1|DELE	LOC118465442|XP_035789589.1|AALB
OG0002534	LOC108144823|XP_017125443.1|DELE	LOC118457279|XP_035774588.1|AALB
OG0002535	LOC108146086|XP_017127397.1|DELE	LOC118466074|XP_035790839.1|AALB
OG0002536	LOC108148871|XP_017131662.1|DELE	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB
OG0002537	LOC108144396|XP_017124665.1|DELE	LOC118467244|XP_035793409.1|AALB
OG0002539	LOC108144617|XP_017125132.1|DELE	LOC118465434|XP_035789579.1|AALB
OG0002540	LOC108140662|XP_017119084.1|DELE	LOC118456270|XP_035772778.1|AALB
OG0002541	LOC108136327|XP_017112918.1|DELE	LOC118458974|XP_035777860.1|AALB
OG0002542	LOC108134892|XP_017110884.1|DELE	LOC118461245|XP_035782255.1|AALB
OG0002543	LOC108138420|XP_017116105.1|DELE	LOC118463118|XP_035785343.1|AALB, LOC118465289|XP_035789224.1|AALB
OG0002544	LOC108148848|XP_017131621.1|DELE	LOC118458190|XP_035776330.1|AALB
OG0002545	LOC108138437|XP_017116127.1|DELE	LOC118463572|XP_035786106.1|AALB
OG0002547	LOC108141152|XP_017119869.1|DELE	LOC118468754|XP_035795808.1|AALB
OG0002548	LOC108145574|XP_017126577.1|DELE	LOC118463908|XP_035786782.1|AALB
OG0002549	LOC108150007|XP_017133445.1|DELE	LOC118463719|XP_035786443.1|AALB
OG0002550	LOC108138534|XP_017116286.1|DELE	LOC118459714|XP_035779271.1|AALB
OG0002551	LOC108143029|XP_017122715.1|DELE	LOC118463635|XP_035786260.1|AALB
OG0002552	LOC108141698|XP_017120670.1|DELE	LOC118458898|XP_035777750.1|AALB
OG0002553	LOC108140871|XP_017119376.1|DELE	LOC118458325|XP_035776567.1|AALB
OG0002554	LOC108141628|XP_017120589.1|DELE	LOC118459206|XP_035778279.1|AALB
OG0002555	LOC108149878|XP_017133261.1|DELE	LOC118458461|XP_035776874.1|AALB
OG0002556	LOC108148382|XP_017130899.1|DELE	LOC118468415|XP_035795111.1|AALB
OG0002557	LOC108136347|XP_017112943.1|DELE	LOC118459862|XP_035779530.1|AALB
OG0002558	LOC108150392|XP_017134028.1|DELE	LOC118467729|XP_035794426.1|AALB, LOC118464952|XP_035788638.1|AALB
OG0002559	LOC108134775|XP_017110711.1|DELE	LOC118460503|XP_035780794.1|AALB
OG0002560	LOC108140796|XP_017119283.1|DELE	LOC118462752|XP_035784612.1|AALB
OG0002561	LOC108135790|XP_017112143.1|DELE	LOC118457115|XP_035774310.1|AALB
OG0002562	LOC108142829|XP_017122381.1|DELE	LOC118459194|XP_035778292.1|AALB
OG0002565	LOC108143034|XP_017122721.1|DELE	LOC118458607|XP_035777178.1|AALB
OG0002566	LOC108136885|XP_017113827.1|DELE	LOC118457951|XP_035775867.1|AALB
OG0002567	LOC108141297|XP_017120055.1|DELE	LOC118458470|XP_035776896.1|AALB
OG0002568	LOC108143833|XP_017123872.1|DELE	LOC118463556|XP_035786073.1|AALB, LOC118468644|XP_035795564.1|AALB
OG0002569	LOC108142873|XP_017122436.1|DELE	LOC118466808|XP_035792487.1|AALB
OG0002570	LOC108136817|XP_017113710.1|DELE	LOC118463264|XP_035785630.1|AALB
OG0002571	LOC108136848|XP_017113761.1|DELE	LOC118459191|XP_035778243.1|AALB
OG0002572	LOC108144999|XP_017125650.1|DELE	LOC118465676|XP_035790000.1|AALB
OG0002573	LOC108136753|XP_017113592.1|DELE	LOC118465039|XP_035788802.1|AALB
OG0002574	LOC108137010|XP_017113997.1|DELE	LOC118459213|XP_035778286.1|AALB
OG0002575	LOC108135066|XP_017111098.1|DELE	LOC118460978|XP_035781689.1|AALB
OG0002576	LOC108140908|XP_017119450.1|DELE	LOC118457903|XP_035775787.1|AALB
OG0002577	LOC108135506|XP_017111739.1|DELE	LOC118462760|XP_035784619.1|AALB
OG0002578	LOC108138783|XP_017116747.1|DELE	LOC118463146|XP_035785416.1|AALB
OG0002579	LOC108138264|XP_017115902.1|DELE	LOC118468470|XP_035795183.1|AALB
OG0002580	LOC108145029|XP_017125701.1|DELE	LOC118456955|XP_035774025.1|AALB
OG0002581	LOC108136821|XP_017113715.1|DELE	LOC118463781|XP_035786495.1|AALB
OG0002582	LOC108139129|XP_017117232.1|DELE	LOC118460196|XP_035780195.1|AALB
OG0002583	LOC108140515|XP_017118804.1|DELE	LOC118460362|XP_035780502.1|AALB
OG0002584	LOC108146341|XP_017127800.1|DELE	LOC118459487|XP_035778797.1|AALB
OG0002585	LOC108146343|XP_017127801.1|DELE	LOC118459494|XP_035778809.1|AALB
OG0002586	LOC108135766|XP_017112105.1|DELE	LOC118461083|XP_035781869.1|AALB
OG0002587	LOC108144090|XP_017124231.1|DELE	LOC118461082|XP_035781867.1|AALB
OG0002588	LOC108139201|XP_017117329.1|DELE	LOC118458842|XP_035777638.1|AALB
OG0002589	LOC108148788|XP_017131493.1|DELE	LOC118456825|XP_035773813.1|AALB
OG0002590	LOC108137690|XP_017115052.1|DELE	LOC118458640|XP_035777222.1|AALB, LOC118464593|XP_035787933.1|AALB, LOC118458673|XP_035777281.1|AALB
OG0002591	LOC108148801|XP_017131512.1|DELE	LOC118458027|XP_035776026.1|AALB
OG0002592	LOC108147309|XP_017129222.1|DELE	LOC118456419|XP_035773045.1|AALB
OG0002593	LOC108147217|XP_017129071.1|DELE	LOC118460083|XP_035779991.1|AALB
OG0002594	LOC108139232|XP_017117388.1|DELE	LOC118461262|XP_035782277.1|AALB
OG0002595	LOC108135772|XP_017112115.1|DELE	LOC118461076|XP_035781862.1|AALB
OG0002596	LOC108139304|XP_017117492.1|DELE	LOC118457696|XP_035775362.1|AALB
OG0002597	LOC108140673|XP_017119107.1|DELE	LOC118457495|XP_035775023.1|AALB
OG0002598	LOC108148614|XP_017131189.1|DELE	LOC118468263|XP_035794906.1|AALB
OG0002599	LOC108139360|XP_017117572.1|DELE	LOC118468881|XP_035796065.1|AALB
OG0002600	LOC108141482|XP_017120383.1|DELE	LOC118459383|XP_035778578.1|AALB
OG0002601	LOC108140973|XP_017119530.1|DELE	LOC118456247|XP_035772737.1|AALB
OG0002602	LOC108148736|XP_017131404.1|DELE	LOC118460924|XP_035781573.1|AALB
OG0002603	LOC108148608|XP_017131173.1|DELE	LOC118457541|XP_035775087.1|AALB
OG0002604	LOC108149019|XP_017131855.1|DELE	LOC118458877|XP_035777720.1|AALB
OG0002605	LOC108135842|XP_017112215.1|DELE	LOC118457185|XP_035774425.1|AALB
OG0002606	LOC108139204|XP_017117334.1|DELE	LOC118457815|XP_035775569.1|AALB
OG0002607	LOC108140971|XP_017119527.1|DELE	LOC118457828|XP_035775595.1|AALB
OG0002608	LOC108140550|XP_017118888.1|DELE	LOC118460311|XP_035780411.1|AALB
OG0002609	LOC108144846|XP_017125479.1|DELE	LOC118464878|XP_035788513.1|AALB
OG0002610	LOC108141081|XP_017119744.1|DELE	LOC118460663|XP_035781023.1|AALB
OG0002611	LOC108143060|XP_017122762.1|DELE	LOC118461384|XP_035782538.1|AALB
OG0002612	LOC108137014|XP_017114002.1|DELE	LOC118457549|XP_035775108.1|AALB
OG0002613	LOC108136693|XP_017113505.1|DELE	LOC118460241|XP_035780290.1|AALB
OG0002614	LOC108148717|XP_017131370.1|DELE	LOC118460234|XP_035780269.1|AALB
OG0002615	LOC108145960|XP_017127168.1|DELE	LOC118457714|XP_035775393.1|AALB
OG0002616	LOC108147260|XP_017129146.1|DELE	LOC118456417|XP_035773037.1|AALB
OG0002617	LOC108139280|XP_017117465.1|DELE	LOC118461561|XP_035782915.1|AALB
OG0002618	LOC108141139|XP_017119852.1|DELE	LOC118468547|XP_035795335.1|AALB
OG0002619	LOC108140375|XP_017118557.1|DELE	LOC118461725|XP_035783285.1|AALB
OG0002620	LOC108143003|XP_017122673.1|DELE	LOC118461756|XP_035783376.1|AALB
OG0002621	LOC108137392|XP_017114540.1|DELE	LOC118468562|XP_035795367.1|AALB
OG0002622	LOC108146385|XP_017127867.1|DELE	LOC118466776|XP_035792395.1|AALB
OG0002623	LOC108143076|XP_017122781.1|DELE	LOC118457847|XP_035775627.1|AALB
OG0002624	LOC108144050|XP_017124181.1|DELE	LOC118457850|XP_035775629.1|AALB
OG0002625	LOC108143984|XP_017124087.1|DELE	LOC118457583|XP_035775156.1|AALB
OG0002626	LOC108138580|XP_017116355.1|DELE	LOC118468557|XP_035795351.1|AALB
OG0002627	LOC108148711|XP_017131361.1|DELE	LOC118459268|XP_035778384.1|AALB
OG0002628	LOC108148283|XP_017130733.1|DELE	LOC118460455|XP_035780668.1|AALB
OG0002629	LOC108140559|XP_017118910.1|DELE	LOC118456962|XP_035774036.1|AALB
OG0002630	LOC108140556|XP_017118905.1|DELE	LOC118462009|XP_035783838.1|AALB, LOC118462008|XP_035783836.1|AALB
OG0002631	LOC108143758|XP_017123777.1|DELE	LOC118461689|XP_035783199.1|AALB
OG0002632	LOC108139292|XP_017117478.1|DELE	LOC118459624|XP_035779094.1|AALB
OG0002633	LOC108136756|XP_017113596.1|DELE	LOC118457289|XP_035774644.1|AALB
OG0002634	LOC108139328|XP_017117527.1|DELE	LOC118457287|XP_035774640.1|AALB
OG0002635	LOC108135135|XP_017111231.1|DELE, LOC108139243|XP_017117404.1|DELE	LOC118460150|XP_035780139.1|AALB
OG0002636	LOC108141102|XP_017119799.1|DELE	LOC118459954|XP_035779733.1|AALB
OG0002637	LOC108138207|XP_017115815.1|DELE	LOC118458014|XP_035776005.1|AALB
OG0002638	LOC108148750|XP_017131434.1|DELE	LOC118457956|XP_035775873.1|AALB
OG0002639	LOC108140537|XP_017118850.1|DELE	LOC118460137|XP_035780115.1|AALB
OG0002640	LOC108139240|XP_017117400.1|DELE	LOC118460635|XP_035780981.1|AALB
OG0002641	LOC108139116|XP_017117218.1|DELE	LOC118461491|XP_035782766.1|AALB
OG0002642	LOC108139319|XP_017117515.1|DELE	LOC118468448|XP_035795117.1|AALB
OG0002643	LOC108139318|XP_017117513.1|DELE	LOC118468447|XP_035795110.1|AALB
OG0002644	LOC108148391|XP_017130907.1|DELE	LOC118456236|XP_035772714.1|AALB
OG0002645	LOC108148396|XP_017130913.1|DELE	LOC118458635|XP_035777217.1|AALB
OG0002646	LOC108139362|XP_017117577.1|DELE	LOC118457346|XP_035774737.1|AALB
OG0002647	LOC108143872|XP_017123929.1|DELE	LOC118457347|XP_035774738.1|AALB
OG0002648	LOC108141133|XP_017119844.1|DELE	LOC118459579|XP_035779000.1|AALB
OG0002649	LOC108143976|XP_017124074.1|DELE	LOC118458841|XP_035777637.1|AALB
OG0002650	LOC108143873|XP_017123930.1|DELE	LOC118461478|XP_035782728.1|AALB
OG0002651	LOC108135076|XP_017111121.1|DELE	LOC118456795|XP_035773775.1|AALB
OG0002652	LOC108140418|XP_017118627.1|DELE	LOC118457013|XP_035774134.1|AALB
OG0002653	LOC108148652|XP_017131267.1|DELE	LOC118461567|XP_035782936.1|AALB, LOC118468614|XP_035795508.1|AALB
OG0002654	LOC108148911|XP_017131716.1|DELE	LOC118457913|XP_035775806.1|AALB
OG0002655	LOC108136826|XP_017113726.1|DELE	LOC118460059|XP_035779935.1|AALB
OG0002656	LOC108135311|XP_017111489.1|DELE	LOC118457885|XP_035775707.1|AALB
OG0002657	LOC108139242|XP_017117402.1|DELE	LOC118456355|XP_035772909.1|AALB
OG0002658	LOC108143090|XP_017122796.1|DELE	LOC118468310|XP_035794941.1|AALB
OG0002659	LOC108148909|XP_017131713.1|DELE	LOC118467283|XP_035793482.1|AALB, LOC118461339|XP_035782442.1|AALB
OG0002660	LOC108138570|XP_017116339.1|DELE	LOC118462569|XP_035784263.1|AALB
OG0002661	LOC108148677|XP_017131303.1|DELE	LOC118466149|XP_035791008.1|AALB
OG0002662	LOC108144616|XP_017125128.1|DELE	LOC118467474|XP_035793906.1|AALB
OG0002663	LOC108136761|XP_017113607.1|DELE	LOC118458578|XP_035777129.1|AALB
OG0002664	LOC108134979|XP_017110995.1|DELE	LOC118468303|XP_035794932.1|AALB
OG0002665	LOC108145549|XP_017126538.1|DELE	LOC118465312|XP_035789321.1|AALB
OG0002666	LOC108145429|XP_017126327.1|DELE	LOC118465298|XP_035789271.1|AALB
OG0002667	LOC108141541|XP_017120470.1|DELE	LOC118464790|XP_035788314.1|AALB
OG0002668	LOC108146053|XP_017127351.1|DELE	LOC118462525|XP_035784165.1|AALB
OG0002669	LOC108142065|XP_017121239.1|DELE	LOC118462528|XP_035784174.1|AALB
OG0002670	LOC108142825|XP_017122378.1|DELE	LOC118466458|XP_035791703.1|AALB
OG0002671	LOC108142214|XP_017121418.1|DELE	LOC118465718|XP_035790047.1|AALB
OG0002672	LOC108144565|XP_017125082.1|DELE, LOC108137379|XP_017114526.1|DELE, LOC108145224|XP_017125969.1|DELE	LOC118465097|XP_035788923.1|AALB
OG0002673	LOC108144514|XP_017124943.1|DELE	LOC118462748|XP_035784605.1|AALB
OG0002674	LOC108141418|XP_017120279.1|DELE	LOC118463832|XP_035786614.1|AALB
OG0002675	LOC108146895|XP_017128622.1|DELE	LOC118463149|XP_035785418.1|AALB
OG0002676	LOC108141405|XP_017120252.1|DELE	LOC118466652|XP_035792131.1|AALB
OG0002677	LOC108136730|XP_017113550.1|DELE, LOC108147359|XP_017129278.1|DELE	LOC118465941|XP_035790556.1|AALB
OG0002678	LOC108144370|XP_017124631.1|DELE	LOC118462973|XP_035785034.1|AALB
OG0002679	LOC108144395|XP_017124664.1|DELE	LOC118464655|XP_035788019.1|AALB
OG0002680	LOC108147710|XP_017129923.1|DELE	LOC118460185|XP_035780183.1|AALB, LOC118459797|XP_035779425.1|AALB
OG0002681	LOC108145248|XP_017126010.1|DELE	LOC118464206|XP_035787269.1|AALB
OG0002682	LOC108146395|XP_017127882.1|DELE	LOC118462589|XP_035784295.1|AALB
OG0002684	LOC108141623|XP_017120579.1|DELE	LOC118466302|XP_035791299.1|AALB
OG0002685	LOC108146379|XP_017127859.1|DELE	LOC118467203|XP_035793310.1|AALB
OG0002686	LOC108145711|XP_017126761.1|DELE	LOC118467739|XP_035794438.1|AALB
OG0002687	LOC108146169|XP_017127553.1|DELE	LOC118462807|XP_035784712.1|AALB
OG0002688	LOC108146718|XP_017128297.1|DELE	LOC118465094|XP_035788897.1|AALB
OG0002689	LOC108137610|XP_017114873.1|DELE	LOC118467769|XP_035794491.1|AALB
OG0002690	LOC108150365|XP_017133992.1|DELE	LOC118462812|XP_035784722.1|AALB
OG0002691	LOC108149192|XP_017132104.1|DELE	LOC118462805|XP_035784701.1|AALB
OG0002692	LOC108144861|XP_017125498.1|DELE	LOC118462811|XP_035784716.1|AALB
OG0002693	LOC108146277|XP_017127705.1|DELE	LOC118463509|XP_035786002.1|AALB
OG0002694	LOC108134808|XP_017110749.1|DELE	LOC118465307|XP_035789300.1|AALB
OG0002695	LOC108147449|XP_017129466.1|DELE	LOC118464783|XP_035788307.1|AALB
OG0002696	LOC108146891|XP_017128616.1|DELE	LOC118465340|XP_035789389.1|AALB
OG0002697	LOC108142746|XP_017122261.1|DELE	LOC118466520|XP_035791905.1|AALB
OG0002698	LOC108146119|XP_017127441.1|DELE	LOC118462922|XP_035784922.1|AALB
OG0002699	LOC108146896|XP_017128625.1|DELE	LOC118462926|XP_035784928.1|AALB
OG0002700	LOC108145909|XP_017127057.1|DELE	LOC118467466|XP_035793872.1|AALB
OG0002701	LOC108143507|XP_017123466.1|DELE	LOC118467470|XP_035793897.1|AALB
OG0002702	LOC108137581|XP_017114804.1|DELE, LOC108143409|XP_017123287.1|DELE	LOC118466956|XP_035792749.1|AALB
OG0002704	LOC108144589|XP_017125078.1|DELE	LOC118465252|XP_035789166.1|AALB
OG0002705	LOC108142495|XP_017121879.1|DELE	LOC118466433|XP_035791624.1|AALB
OG0002706	LOC108144372|XP_017124634.1|DELE	LOC118463030|XP_035785165.1|AALB
OG0002707	LOC108146036|XP_017127317.1|DELE	LOC118463023|XP_035785154.1|AALB
OG0002708	LOC108146203|XP_017127610.1|DELE	LOC118465063|XP_035788839.1|AALB, LOC118460263|XP_035780329.1|AALB
OG0002709	LOC108143483|XP_017123419.1|DELE	LOC118467119|XP_035793081.1|AALB
OG0002710	LOC108145397|XP_017126285.1|DELE	LOC118467121|XP_035793083.1|AALB
OG0002711	LOC108145402|XP_017126290.1|DELE	LOC118464249|XP_035787344.1|AALB
OG0002712	LOC108144728|XP_017125314.1|DELE	LOC118465384|XP_035789471.1|AALB, LOC118465109|XP_035788946.1|AALB
OG0002713	LOC108143502|XP_017123451.1|DELE	LOC118463809|XP_035786578.1|AALB
OG0002714	LOC108149614|XP_017132814.1|DELE	LOC118465233|XP_035789123.1|AALB
OG0002715	LOC108150034|XP_017133486.1|DELE	LOC118465795|XP_035790247.1|AALB
OG0002716	LOC108144300|XP_017124476.1|DELE	LOC118466677|XP_035792177.1|AALB
OG0002717	LOC108143953|XP_017124039.1|DELE	LOC118464910|XP_035788568.1|AALB
OG0002718	LOC108142221|XP_017121425.1|DELE	LOC118465552|XP_035789775.1|AALB
OG0002719	LOC108135581|XP_017111867.1|DELE	LOC118465242|XP_035789155.1|AALB
OG0002720	LOC108147543|XP_017129617.1|DELE	LOC118465241|XP_035789154.1|AALB
OG0002721	LOC108138747|XP_017116636.1|DELE	LOC118464473|XP_035787775.1|AALB
OG0002722	LOC108143328|XP_017123137.1|DELE	LOC118465568|XP_035789823.1|AALB
OG0002723	LOC108144217|XP_017124380.1|DELE	LOC118467594|XP_035794158.1|AALB
OG0002724	LOC108143002|XP_017122672.1|DELE	LOC118463896|XP_035786720.1|AALB
OG0002725	LOC108146230|XP_017127643.1|DELE	LOC118467372|XP_035793678.1|AALB
OG0002726	LOC108146033|XP_017127312.1|DELE	LOC118467155|XP_035793189.1|AALB
OG0002727	LOC108145708|XP_017126758.1|DELE	LOC118464844|XP_035788432.1|AALB
OG0002728	LOC108143289|XP_017123093.1|DELE	LOC118467919|XP_035794752.1|AALB
OG0002730	LOC108136430|XP_017113063.1|DELE	LOC118463119|XP_035785338.1|AALB
OG0002731	LOC108146114|XP_017127435.1|DELE	LOC118464306|XP_035787490.1|AALB
OG0002732	LOC108144608|XP_017125119.1|DELE	LOC118467872|XP_035794674.1|AALB
OG0002733	LOC108144643|XP_017125175.1|DELE, LOC108137635|XP_017114927.1|DELE	LOC118465372|XP_035789460.1|AALB
OG0002734	LOC108134541|XP_017110380.1|DELE	LOC118466123|XP_035790962.1|AALB
OG0002735	LOC108141440|XP_017120321.1|DELE	LOC118467817|XP_035794594.1|AALB
OG0002736	LOC108141346|XP_017120148.1|DELE	LOC118467818|XP_035794596.1|AALB
OG0002737	LOC108142630|XP_017122110.1|DELE	LOC118466399|XP_035791555.1|AALB
OG0002738	LOC108146264|XP_017127692.1|DELE	LOC118462524|XP_035784164.1|AALB
OG0002739	LOC108142784|XP_017122318.1|DELE	LOC118465837|XP_035790327.1|AALB
OG0002740	LOC108142783|XP_017122317.1|DELE	LOC118465836|XP_035790326.1|AALB
OG0002741	LOC108145468|XP_017126407.1|DELE	LOC118463187|XP_035785501.1|AALB
OG0002742	LOC108141507|XP_017120424.1|DELE	LOC118464107|XP_035787086.1|AALB
OG0002743	LOC108146141|XP_017127484.1|DELE	LOC118463081|XP_035785236.1|AALB
OG0002744	LOC108142415|XP_017121757.1|DELE	LOC118464458|XP_035787737.1|AALB
OG0002745	LOC108146287|XP_017127721.1|DELE	LOC118467055|XP_035792951.1|AALB
OG0002746	LOC108141436|XP_017120311.1|DELE	LOC118464538|XP_035787868.1|AALB
OG0002747	LOC108140788|XP_017119269.1|DELE	LOC118467511|XP_035793955.1|AALB
OG0002748	LOC108144471|XP_017124870.1|DELE	LOC118462856|XP_035784805.1|AALB
