Orthogroup	DELE.longest_only	ASTE.longest_only
OG0000770	LOC108141419|XP_017120284.1|DELE	LOC118504847|XP_035895750.1|ASTE
OG0000771	LOC108146444|XP_017127941.1|DELE, LOC108146410|XP_017127901.1|DELE	LOC118508053|XP_035903399.1|ASTE
OG0000778	LOC108147507|XP_017129564.1|DELE, LOC108148155|XP_017130579.1|DELE	LOC118502985|XP_035891673.1|ASTE
OG0000779	LOC108136561|XP_017113359.1|DELE	LOC118510036|XP_035907320.1|ASTE, LOC118510076|XP_035907371.1|ASTE, LOC118514377|XP_035917175.1|ASTE, LOC118504315|XP_035894516.1|ASTE
OG0000780	LOC108141525|XP_017120448.1|DELE, LOC108141279|XP_017120035.1|DELE	LOC118507912|XP_035903104.1|ASTE, LOC118507895|XP_035903042.1|ASTE
OG0000781	LOC108136493|XP_017113200.1|DELE, LOC108143140|XP_017122876.1|DELE	LOC118516713|XP_035918561.1|ASTE
OG0000782	LOC108142521|XP_017121929.1|DELE, LOC108147742|XP_017129961.1|DELE	LOC118506476|XP_035899547.1|ASTE
OG0000783	LOC108142661|XP_017122151.1|DELE, LOC108141338|XP_017120135.1|DELE	LOC118506473|XP_035899542.1|ASTE
OG0000784	LOC108135548|XP_017111785.1|DELE, LOC108135893|XP_017112299.1|DELE	LOC118504553|XP_035895058.1|ASTE
OG0000785	LOC108147198|XP_017129041.1|DELE	LOC118506908|XP_035900594.1|ASTE
OG0000786	LOC108140511|XP_017118791.1|DELE	LOC118504398|XP_035894700.1|ASTE
OG0000787	LOC108150197|XP_017133697.1|DELE	LOC118512886|XP_035913880.1|ASTE
OG0000788	LOC108149370|XP_017132363.1|DELE, LOC108142780|XP_017122313.1|DELE	LOC118513493|XP_035915210.1|ASTE
OG0000789	LOC108137773|XP_017115164.1|DELE, LOC108137795|XP_017115188.1|DELE	LOC118513383|XP_035914940.1|ASTE
OG0000790	LOC108145509|XP_017126468.1|DELE, LOC108145501|XP_017126455.1|DELE	LOC118508984|XP_035904869.1|ASTE
OG0000791	LOC108147210|XP_017129057.1|DELE, LOC108148633|XP_017131234.1|DELE	LOC118513700|XP_035915717.1|ASTE
OG0000792	LOC108147858|XP_017130105.1|DELE, LOC108147825|XP_017130068.1|DELE	LOC118508943|XP_035904744.1|ASTE
OG0000793	LOC108136816|XP_017113709.1|DELE, LOC108137272|XP_017114356.1|DELE	LOC118505346|XP_035896898.1|ASTE
OG0000794	LOC108138500|XP_017116210.1|DELE	LOC118506964|XP_035900693.1|ASTE, LOC118504524|XP_035894959.1|ASTE, LOC118505512|XP_035897304.1|ASTE
OG0000795	LOC108137638|XP_017114932.1|DELE, LOC108140429|XP_017118643.1|DELE	LOC118505016|XP_035896098.1|ASTE
OG0000796	LOC108139119|XP_017117221.1|DELE, LOC108145098|XP_017125782.1|DELE	LOC118503583|XP_035892915.1|ASTE
OG0000797	LOC108139263|XP_017117439.1|DELE, LOC108139262|XP_017117438.1|DELE	LOC118511901|XP_035911428.1|ASTE
OG0000798	LOC108149084|XP_017131952.1|DELE	LOC118507980|XP_035903226.1|ASTE
OG0000799	LOC108135045|XP_017111073.1|DELE, LOC108140928|XP_017119485.1|DELE	LOC118503939|XP_035893704.1|ASTE
OG0000801	LOC108141802|XP_017120852.1|DELE	LOC118507171|XP_035901133.1|ASTE
OG0000802	LOC108141480|XP_017120384.1|DELE, LOC108141667|XP_017120633.1|DELE	LOC118507962|XP_035903182.1|ASTE
OG0000810	LOC108147357|XP_017129276.1|DELE	LOC118504299|XP_035894489.1|ASTE
OG0000811	LOC108135855|XP_017112237.1|DELE, LOC108137926|XP_017115360.1|DELE	LOC118511463|XP_035910457.1|ASTE
OG0000812	LOC108134938|XP_017110951.1|DELE, LOC108136097|XP_017112558.1|DELE	LOC118510520|XP_035908347.1|ASTE
OG0000813	LOC108137826|XP_017115239.1|DELE, LOC108135422|XP_017111638.1|DELE	LOC118514358|XP_035917073.1|ASTE
OG0000814	LOC108150422|XP_017134068.1|DELE	LOC118512011|XP_035911674.1|ASTE
OG0000815	LOC108149331|XP_017132287.1|DELE	LOC118512513|XP_035912925.1|ASTE
OG0000816	LOC108145025|XP_017125699.1|DELE, LOC108141056|XP_017119695.1|DELE	LOC118513340|XP_035914856.1|ASTE
OG0000817	LOC108147314|XP_017129227.1|DELE, LOC108147315|XP_017129229.1|DELE	LOC118504936|XP_035895926.1|ASTE
OG0000818	LOC108137710|XP_017115082.1|DELE, LOC108138131|XP_017115664.1|DELE	LOC118504767|XP_035895590.1|ASTE
OG0000819	LOC108135407|XP_017111593.1|DELE, LOC108135454|XP_017111687.1|DELE	LOC118505231|XP_035896654.1|ASTE
OG0000820	LOC108134839|XP_017110790.1|DELE, LOC108143611|XP_017123624.1|DELE	LOC118503948|XP_035893722.1|ASTE
OG0000821	LOC108136740|XP_017113572.1|DELE, LOC108135387|XP_017111573.1|DELE	LOC118508179|XP_035903630.1|ASTE
OG0000822	LOC108135550|XP_017111787.1|DELE, LOC108149263|XP_017132194.1|DELE	LOC118510923|XP_035909226.1|ASTE
OG0000830	LOC108147734|XP_017129952.1|DELE	LOC118507870|XP_035902970.1|ASTE, LOC118507868|XP_035902968.1|ASTE, LOC118507869|XP_035902969.1|ASTE
OG0000831	LOC108142195|XP_017121369.1|DELE	LOC118505182|XP_035896530.1|ASTE, LOC118505183|XP_035896531.1|ASTE, LOC118506541|XP_035899725.1|ASTE
OG0000832	LOC108141544|XP_017120474.1|DELE	LOC118507813|XP_035902776.1|ASTE
OG0000833	LOC108145626|XP_017126651.1|DELE	LOC118509033|XP_035904964.1|ASTE
OG0000834	LOC108148443|XP_017130967.1|DELE, LOC108148531|XP_017131060.1|DELE	LOC118513021|XP_035914191.1|ASTE
OG0000836	LOC108135194|XP_017111305.1|DELE, LOC108141914|XP_017121022.1|DELE	LOC118512536|XP_035912997.1|ASTE
OG0000837	LOC108144746|XP_017125337.1|DELE, LOC108137187|XP_017114259.1|DELE	LOC118504361|XP_035894647.1|ASTE
OG0000838	LOC108139072|XP_017117184.1|DELE, LOC108138661|XP_017116490.1|DELE	LOC118507063|XP_035900934.1|ASTE
OG0000839	LOC108148385|XP_017130900.1|DELE, LOC108136676|XP_017113488.1|DELE	LOC118506969|XP_035900705.1|ASTE
OG0000840	LOC108149896|XP_017133284.1|DELE, LOC108138584|XP_017116361.1|DELE	LOC118514125|XP_035916603.1|ASTE
OG0000842	LOC108147066|XP_017128847.1|DELE, LOC108137008|XP_017113995.1|DELE	LOC118503475|XP_035892667.1|ASTE
OG0000843	LOC108144818|XP_017125438.1|DELE	LOC118512372|XP_035912615.1|ASTE
OG0000844	LOC108144642|XP_017125174.1|DELE, LOC108141033|XP_017119622.1|DELE	LOC118503051|XP_035891779.1|ASTE
OG0000854	LOC108149866|XP_017133235.1|DELE, LOC108149863|XP_017133232.1|DELE	LOC118505768|XP_035897909.1|ASTE
OG0000855	LOC108150402|XP_017134049.1|DELE, LOC108143793|XP_017123805.1|DELE	LOC118506430|XP_035899436.1|ASTE
OG0000856	LOC108135410|XP_017111597.1|DELE, LOC108146886|XP_017128609.1|DELE	LOC118517387|XP_035919330.1|ASTE
OG0000857	LOC108144663|XP_017125202.1|DELE	LOC118512907|XP_035913931.1|ASTE, LOC118512913|XP_035913953.1|ASTE
OG0000858	LOC108134976|XP_017110997.1|DELE, LOC108134967|XP_017110987.1|DELE	LOC118502828|XP_035891395.1|ASTE, LOC118505410|XP_035897052.1|ASTE, LOC118505411|XP_035897053.1|ASTE
OG0000860	LOC108142598|XP_017122058.1|DELE, LOC108146155|XP_017127511.1|DELE	LOC118510209|XP_035907640.1|ASTE
OG0000861	LOC108143295|XP_017123098.1|DELE, LOC108143316|XP_017123123.1|DELE	LOC118511440|XP_035910432.1|ASTE, LOC118516310|XP_035918020.1|ASTE
OG0000862	LOC108145488|XP_017126434.1|DELE, LOC108137806|XP_017115202.1|DELE	LOC118510301|XP_035907820.1|ASTE
OG0000863	LOC108148980|XP_017131810.1|DELE, LOC108143934|XP_017124009.1|DELE	LOC118510334|XP_035907885.1|ASTE
OG0000864	LOC108149274|XP_017132206.1|DELE, LOC108149980|XP_017133390.1|DELE	LOC118505094|XP_035896286.1|ASTE
OG0000865	LOC108140866|XP_017119347.1|DELE, LOC108141643|XP_017120603.1|DELE, LOC108149587|XP_017132714.1|DELE, LOC108139221|XP_017117368.1|DELE	LOC118510634|XP_035908571.1|ASTE
OG0000866	LOC108148016|XP_017130339.1|DELE, LOC108148011|XP_017130331.1|DELE	LOC118512498|XP_035912899.1|ASTE
OG0000867	LOC108138649|XP_017116477.1|DELE, LOC108142132|XP_017121316.1|DELE	LOC118511650|XP_035910878.1|ASTE
OG0000868	LOC108145019|XP_017125685.1|DELE	LOC118508503|XP_035904232.1|ASTE, LOC118511600|XP_035910774.1|ASTE
OG0000870	LOC108144479|XP_017124893.1|DELE	LOC118507300|XP_035901561.1|ASTE
OG0000871	LOC108144730|XP_017125316.1|DELE	LOC118508182|XP_035903632.1|ASTE, LOC118508160|XP_035903595.1|ASTE, LOC118508183|XP_035903633.1|ASTE, LOC118508387|XP_035904023.1|ASTE
OG0000872	LOC108144506|XP_017124929.1|DELE	LOC118503950|XP_035893728.1|ASTE
OG0000873	LOC108143199|XP_017122941.1|DELE	LOC118507145|XP_035901074.1|ASTE, LOC118507460|XP_035901845.1|ASTE, LOC118506271|XP_035899073.1|ASTE
OG0000874	LOC108144597|XP_017125091.1|DELE	LOC118503109|XP_035891939.1|ASTE
OG0000875	LOC108142203|XP_017121382.1|DELE	LOC118508404|XP_035904058.1|ASTE
OG0000882	LOC108147719|XP_017129934.1|DELE	LOC118517489|XP_035919578.1|ASTE
OG0000883	LOC108135409|XP_017111595.1|DELE	LOC118504614|XP_035895188.1|ASTE, LOC118506063|XP_035898609.1|ASTE
OG0000884	LOC108138679|XP_017116515.1|DELE	LOC118506119|XP_035898727.1|ASTE
OG0000885	LOC108135768|XP_017112108.1|DELE	LOC118502903|XP_035891519.1|ASTE, LOC118502902|XP_035891517.1|ASTE, LOC118502901|XP_035891516.1|ASTE
OG0000887	LOC108144973|XP_017125622.1|DELE	LOC118511357|XP_035910211.1|ASTE, LOC118516345|XP_035918050.1|ASTE, LOC118511356|XP_035910210.1|ASTE, LOC118516344|XP_035918049.1|ASTE, LOC118509257|XP_035905485.1|ASTE, LOC118509232|XP_035905433.1|ASTE, LOC118505610|XP_035897542.1|ASTE, LOC118505611|XP_035897544.1|ASTE
OG0000888	LOC108146025|XP_017127293.1|DELE	LOC118516418|XP_035918174.1|ASTE, LOC118509543|XP_035906181.1|ASTE
OG0000889	LOC108149900|XP_017133292.1|DELE	LOC118512813|XP_035913661.1|ASTE
OG0000890	LOC108137557|XP_017114772.1|DELE, LOC108137084|XP_017114097.1|DELE	LOC118511842|XP_035911278.1|ASTE, LOC118511843|XP_035911279.1|ASTE
OG0000891	LOC108149364|XP_017132353.1|DELE, LOC108138254|XP_017115885.1|DELE	LOC118513936|XP_035916207.1|ASTE
OG0000892	LOC108150152|XP_017133609.1|DELE, LOC108142587|XP_017122039.1|DELE	LOC118511588|XP_035910732.1|ASTE
OG0000893	LOC108141017|XP_017119582.1|DELE	LOC118503679|XP_035893114.1|ASTE, LOC118517096|XP_035918846.1|ASTE, LOC118503676|XP_035893110.1|ASTE, LOC118502462|XP_035890585.1|ASTE
OG0000894	LOC108141203|XP_017119937.1|DELE	LOC118502648|XP_035890990.1|ASTE
OG0000895	LOC108139239|XP_017117403.1|DELE, LOC108137972|XP_017115429.1|DELE, LOC108137051|XP_017114028.1|DELE	LOC118504523|XP_035894958.1|ASTE
OG0000896	LOC108137912|XP_017115342.1|DELE, LOC108141222|XP_017119966.1|DELE	LOC118508161|XP_035903597.1|ASTE, LOC118508158|XP_035903594.1|ASTE
OG0000907	LOC108144819|XP_017125439.1|DELE	LOC118511869|XP_035911366.1|ASTE
OG0000909	LOC108137257|XP_017114330.1|DELE, LOC108135867|XP_017112259.1|DELE	LOC118503116|XP_035891954.1|ASTE
OG0000910	LOC108136229|XP_017112741.1|DELE, LOC108135074|XP_017111123.1|DELE	LOC118514476|XP_035917293.1|ASTE
OG0000911	LOC108144864|XP_017125503.1|DELE	LOC118510415|XP_035908076.1|ASTE
OG0000912	LOC108136143|XP_017112626.1|DELE, LOC108136025|XP_017112443.1|DELE	LOC118512824|XP_035913692.1|ASTE, LOC118512823|XP_035913691.1|ASTE
OG0000913	LOC108146766|XP_017128391.1|DELE	LOC118509679|XP_035906610.1|ASTE
OG0000914	LOC108137890|XP_017115318.1|DELE	LOC118513367|XP_035914891.1|ASTE
OG0000915	LOC108137908|XP_017115337.1|DELE, LOC108137067|XP_017114062.1|DELE	LOC118514577|XP_035917472.1|ASTE
OG0000916	LOC108149407|XP_017132433.1|DELE	LOC118509337|XP_035905708.1|ASTE
OG0000917	LOC108149337|XP_017132313.1|DELE	LOC118510102|XP_035907426.1|ASTE
OG0000918	LOC108137874|XP_017115305.1|DELE, LOC108140323|XP_017118497.1|DELE, LOC108138773|XP_017116722.1|DELE	LOC118512612|XP_035913178.1|ASTE
OG0000920	LOC108148109|XP_017130446.1|DELE	LOC118512070|XP_035911849.1|ASTE, LOC118506537|XP_035899703.1|ASTE
OG0000921	LOC108136278|XP_017112847.1|DELE, LOC108136308|XP_017112892.1|DELE	LOC118503009|XP_035891716.1|ASTE
OG0000922	LOC108146438|XP_017127931.1|DELE	LOC118503253|XP_035892184.1|ASTE, LOC118503255|XP_035892188.1|ASTE
OG0000923	LOC108135512|XP_017111745.1|DELE, LOC108143893|XP_017123957.1|DELE	LOC118504234|XP_035894347.1|ASTE
OG0000924	LOC108137660|XP_017114984.1|DELE	LOC118507197|XP_035901164.1|ASTE
OG0000925	LOC108148494|XP_017131018.1|DELE, LOC108149029|XP_017131867.1|DELE	LOC118504737|XP_035895507.1|ASTE
OG0000935	LOC108147162|XP_017128982.1|DELE	LOC118508431|XP_035904105.1|ASTE, LOC118507553|XP_035902028.1|ASTE
OG0000936	LOC108147375|XP_017129298.1|DELE, LOC108137107|XP_017114120.1|DELE	LOC118512980|XP_035914130.1|ASTE
OG0000938	LOC108135366|XP_017111546.1|DELE, LOC108137165|XP_017114226.1|DELE	LOC118508148|XP_035903581.1|ASTE
OG0000939	LOC108138138|XP_017115673.1|DELE	LOC118513339|XP_035914854.1|ASTE
OG0000940	LOC108138461|XP_017116153.1|DELE, LOC108146448|XP_017127947.1|DELE	LOC118504529|XP_035894966.1|ASTE
OG0000942	LOC108142416|XP_017121758.1|DELE	LOC118504770|XP_035895593.1|ASTE
OG0000943	LOC108144390|XP_017124656.1|DELE	LOC118512854|XP_035913820.1|ASTE
OG0000944	LOC108137176|XP_017114242.1|DELE	LOC118509354|XP_035905765.1|ASTE
OG0000945	LOC108145939|XP_017127136.1|DELE, LOC108145937|XP_017127134.1|DELE	LOC118509858|XP_035906959.1|ASTE
OG0000946	LOC108139000|XP_017117085.1|DELE	LOC118510035|XP_035907316.1|ASTE, LOC118512577|XP_035913093.1|ASTE
OG0000947	LOC108144515|XP_017124944.1|DELE	LOC118513802|XP_035915895.1|ASTE, LOC118513803|XP_035915898.1|ASTE, LOC118513801|XP_035915893.1|ASTE, LOC118513800|XP_035915891.1|ASTE
OG0000948	LOC108146329|XP_017127784.1|DELE	LOC118507585|XP_035902140.1|ASTE
OG0000949	LOC108136213|XP_017112710.1|DELE	LOC118504586|XP_035895128.1|ASTE
OG0000949	LOC108136214|XP_017112715.1|DELE	LOC118504585|XP_035895126.1|ASTE
OG0000950	LOC108140993|XP_017119557.1|DELE	LOC118505342|XP_035896892.1|ASTE
OG0000951	LOC108134796|XP_017110735.1|DELE	LOC118505491|XP_035897238.1|ASTE
OG0000952	LOC108138201|XP_017115808.1|DELE	LOC118514194|XP_035916776.1|ASTE
OG0000963	LOC108136659|XP_017113472.1|DELE	LOC118516900|XP_035918640.1|ASTE
OG0000964	LOC108144188|XP_017124342.1|DELE	LOC118508300|XP_035903846.1|ASTE
OG0000965	LOC108137426|XP_017114578.1|DELE	LOC118508969|XP_035904831.1|ASTE
OG0000966	LOC108147584|XP_017129712.1|DELE, LOC108143774|XP_017123791.1|DELE	LOC118516206|XP_035918003.1|ASTE
OG0000968	LOC108146872|XP_017128590.1|DELE	LOC118514249|XP_035916854.1|ASTE
OG0000969	LOC108145548|XP_017126537.1|DELE, LOC108142921|XP_017122499.1|DELE	LOC118511848|XP_035911286.1|ASTE
OG0000970	LOC108137387|XP_017114535.1|DELE	LOC118511626|XP_035910826.1|ASTE
OG0000971	LOC108150518|XP_017134227.1|DELE	LOC118514114|XP_035916583.1|ASTE, LOC118514113|XP_035916582.1|ASTE, LOC118514112|XP_035916581.1|ASTE, LOC118512504|XP_035912908.1|ASTE
OG0000972	LOC108142387|XP_017121711.1|DELE, LOC108137198|XP_017114273.1|DELE	LOC118513280|XP_035914739.1|ASTE
OG0000974	LOC108146360|XP_017127826.1|DELE	LOC118508940|XP_035904742.1|ASTE
OG0000975	LOC108140619|XP_017119022.1|DELE	LOC118502571|XP_035890786.1|ASTE
OG0000977	LOC108148273|XP_017130718.1|DELE	LOC118510938|XP_035909267.1|ASTE
OG0000978	LOC108149697|XP_017132951.1|DELE, LOC108146915|XP_017128649.1|DELE, LOC108140722|XP_017119178.1|DELE	LOC118508060|XP_035903408.1|ASTE
OG0000988	LOC108138188|XP_017115790.1|DELE	LOC118511282|XP_035910069.1|ASTE
OG0000990	LOC108147161|XP_017128973.1|DELE, LOC108134895|XP_017110886.1|DELE	LOC118517440|XP_035919462.1|ASTE
OG0000991	LOC108136556|XP_017113352.1|DELE	LOC118512066|XP_035911834.1|ASTE
OG0000992	LOC108146924|XP_017128660.1|DELE, LOC108149695|XP_017132950.1|DELE, LOC108148803|XP_017131516.1|DELE	LOC118505427|XP_035897082.1|ASTE
OG0000994	LOC108141271|XP_017120031.1|DELE	LOC118504833|XP_035895730.1|ASTE
OG0000995	LOC108150447|XP_017134096.1|DELE, LOC108137592|XP_017114812.1|DELE	LOC118512963|XP_035914082.1|ASTE
OG0000996	LOC108144400|XP_017124672.1|DELE	LOC118512440|XP_035912794.1|ASTE
OG0000997	LOC108144986|XP_017125629.1|DELE	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE
OG0000998	LOC108146338|XP_017127793.1|DELE	LOC118511296|XP_035910096.1|ASTE
OG0000999	LOC108135365|XP_017111545.1|DELE, LOC108137145|XP_017114197.1|DELE	LOC118509774|XP_035906806.1|ASTE
OG0001000	LOC108146706|XP_017128271.1|DELE	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE
OG0001001	LOC108144574|XP_017125053.1|DELE	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE
OG0001002	LOC108149563|XP_017132690.1|DELE	LOC118514655|XP_035917581.1|ASTE
OG0001003	LOC108145635|XP_017126663.1|DELE, LOC108145453|XP_017126386.1|DELE	LOC118506710|XP_035900094.1|ASTE
OG0001004	LOC108140785|XP_017119265.1|DELE, LOC108139123|XP_017117224.1|DELE	LOC118503620|XP_035892998.1|ASTE
OG0001005	LOC108138626|XP_017116403.1|DELE, LOC108136233|XP_017112745.1|DELE	LOC118502561|XP_035890772.1|ASTE
OG0001006	LOC108150084|XP_017133540.1|DELE, LOC108142773|XP_017122303.1|DELE	LOC118517610|XP_035919799.1|ASTE
OG0001007	LOC108144668|XP_017125211.1|DELE, LOC108145796|XP_017126860.1|DELE	LOC118505393|XP_035896998.1|ASTE
OG0001008	LOC108148568|XP_017131103.1|DELE, LOC108141631|XP_017120591.1|DELE	LOC118504118|XP_035894102.1|ASTE
OG0001009	LOC108142895|XP_017122470.1|DELE, LOC108147101|XP_017128877.1|DELE	LOC118510858|XP_035909084.1|ASTE
OG0001019	LOC108148662|XP_017131283.1|DELE	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE
OG0001020	LOC108144144|XP_017124280.1|DELE	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE
OG0001022	LOC108135139|XP_017111237.1|DELE, LOC108134908|XP_017110908.1|DELE	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE
OG0001024	LOC108150571|XP_017134313.1|DELE, LOC108148827|XP_017131580.1|DELE	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE
OG0001025	LOC108146944|XP_017128687.1|DELE	LOC118512141|XP_035912055.1|ASTE
OG0001026	LOC108147048|XP_017128812.1|DELE	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE
OG0001027	LOC108135582|XP_017111863.1|DELE	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE
OG0001028	LOC108138041|XP_017115502.1|DELE	LOC118509366|XP_035905783.1|ASTE
OG0001031	LOC108137787|XP_017115185.1|DELE, LOC108146931|XP_017128673.1|DELE, LOC108150543|XP_017134264.1|DELE	LOC118513594|XP_035915474.1|ASTE
OG0001032	LOC108138112|XP_017115623.1|DELE, LOC108134593|XP_017110442.1|DELE	LOC118502553|XP_035890742.1|ASTE
OG0001033	LOC108145191|XP_017125922.1|DELE	LOC118507110|XP_035901005.1|ASTE
OG0001042	LOC108143966|XP_017124055.1|DELE	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE
OG0001043	LOC108137741|XP_017115130.1|DELE	LOC118505866|XP_035898174.1|ASTE
OG0001044	LOC108149666|XP_017132900.1|DELE	LOC118513170|XP_035914510.1|ASTE
OG0001045	LOC108144821|XP_017125441.1|DELE	LOC118507906|XP_035903057.1|ASTE
OG0001046	LOC108144789|XP_017125390.1|DELE, LOC108144788|XP_017125389.1|DELE	LOC118506997|XP_035900775.1|ASTE
OG0001047	LOC108149048|XP_017131879.1|DELE	LOC118513825|XP_035915954.1|ASTE
OG0001048	LOC108143680|XP_017123679.1|DELE	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE
OG0001050	LOC108146792|XP_017128449.1|DELE	LOC118514219|XP_035916809.1|ASTE
OG0001051	LOC108141901|XP_017121004.1|DELE	LOC118510039|XP_035907319.1|ASTE
OG0001052	LOC108149530|XP_017132651.1|DELE	LOC118513249|XP_035914703.1|ASTE
OG0001053	LOC108149923|XP_017133328.1|DELE	LOC118506573|XP_035899808.1|ASTE
OG0001054	LOC108137353|XP_017114477.1|DELE	LOC118508364|XP_035903978.1|ASTE
OG0001055	LOC108140622|XP_017119025.1|DELE, LOC108140747|XP_017119213.1|DELE	LOC118502413|XP_035890530.1|ASTE
OG0001056	LOC108149269|XP_017132200.1|DELE, LOC108148182|XP_017130576.1|DELE	LOC118505006|XP_035896088.1|ASTE
OG0001057	LOC108141909|XP_017121016.1|DELE	LOC118507569|XP_035902085.1|ASTE
OG0001058	LOC108149998|XP_017133424.1|DELE	LOC118505311|XP_035896842.1|ASTE
OG0001059	LOC108146417|XP_017127909.1|DELE	LOC118503881|XP_035893529.1|ASTE
OG0001072	LOC108150399|XP_017134043.1|DELE	LOC118517493|XP_035919583.1|ASTE
OG0001073	LOC108148636|XP_017131238.1|DELE	LOC118504199|XP_035894705.1|ASTE
OG0001074	LOC108149104|XP_017131990.1|DELE	LOC118503056|XP_035891814.1|ASTE
OG0001075	LOC108139689|XP_017117902.1|DELE, LOC108143272|XP_017123080.1|DELE	LOC118514265|XP_035916876.1|ASTE
OG0001077	LOC108150082|XP_017133536.1|DELE	LOC118507855|XP_035902882.1|ASTE
OG0001078	LOC108136620|XP_017113427.1|DELE	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE
OG0001079	LOC108146430|XP_017127922.1|DELE	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE
OG0001080	LOC108146177|XP_017127572.1|DELE	LOC118512188|XP_035912172.1|ASTE
OG0001081	LOC108136814|XP_017113706.1|DELE	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE
OG0001082	LOC108145500|XP_017126449.1|DELE	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE
OG0001083	LOC108147482|XP_017129525.1|DELE	LOC118514263|XP_035916872.1|ASTE
OG0001084	LOC108145066|XP_017125735.1|DELE	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE
OG0001085	LOC108147015|XP_017128759.1|DELE	LOC118509491|XP_035906039.1|ASTE
OG0001086	LOC108135138|XP_017111236.1|DELE, LOC108144667|XP_017125210.1|DELE	LOC118512796|XP_035913612.1|ASTE
OG0001087	LOC108134497|XP_017110306.1|DELE, LOC108134518|XP_017110344.1|DELE	LOC118509622|XP_035906371.1|ASTE
OG0001088	LOC108150303|XP_017133904.1|DELE	LOC118509035|XP_035904967.1|ASTE
OG0001089	LOC108146470|XP_017127977.1|DELE	LOC118512918|XP_035913960.1|ASTE
OG0001090	LOC108146353|XP_017127815.1|DELE	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE
OG0001092	LOC108139043|XP_017117149.1|DELE	LOC118514559|XP_035917442.1|ASTE
OG0001093	LOC108139049|XP_017117156.1|DELE	LOC118513542|XP_035915309.1|ASTE
OG0001094	LOC108138865|XP_017116878.1|DELE, LOC108138737|XP_017116619.1|DELE	LOC118513664|XP_035915652.1|ASTE
OG0001095	LOC108143714|XP_017123739.1|DELE	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE
OG0001096	LOC108138882|XP_017116902.1|DELE	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE
OG0001097	LOC108138039|XP_017115504.1|DELE, LOC108148313|XP_017130829.1|DELE	LOC118513278|XP_035914737.1|ASTE
OG0001099	LOC108142795|XP_017122334.1|DELE	LOC118504634|XP_035895252.1|ASTE
OG0001100	LOC108142883|XP_017122448.1|DELE, LOC108138109|XP_017115608.1|DELE	LOC118503634|XP_035893024.1|ASTE
OG0001101	LOC108144311|XP_017124492.1|DELE	LOC118507368|XP_035901679.1|ASTE
