Orthogroup	DELE.longest_only	CCAP.longest_only
OG0000898	LOC108144742|XP_017125331.1|DELE, LOC108149193|XP_017132105.1|DELE	CCAP1982_LOCUS251|CAD6991322.1|CCAP
OG0000899	LOC108147329|XP_017129244.1|DELE, LOC108144030|XP_017124149.1|DELE	CCAP1982_LOCUS2195|CAD6993379.1|CCAP
OG0000900	LOC108137522|XP_017114725.1|DELE, LOC108137649|XP_017114970.1|DELE, LOC108137523|XP_017114726.1|DELE	CCAP1982_LOCUS22789|CAD7014822.1|CCAP
OG0000901	LOC108143673|XP_017123673.1|DELE, LOC108143640|XP_017123643.1|DELE	CCAP1982_LOCUS19938|CAD7011828.1|CCAP, CCAP1982_LOCUS19939|CAD7011829.1|CCAP
OG0000909	LOC108135867|XP_017112259.1|DELE	CCAP1982_LOCUS3768|CAD6995038.1|CCAP
OG0000911	LOC108144864|XP_017125503.1|DELE	CCAP1982_LOCUS21662|CAD7013610.1|CCAP
OG0000912	LOC108136143|XP_017112626.1|DELE, LOC108136025|XP_017112443.1|DELE	CCAP1982_LOCUS14320|CAD7005984.1|CCAP
OG0000913	LOC108146766|XP_017128391.1|DELE	CCAP1982_LOCUS10773|CAD7002278.1|CCAP
OG0000914	LOC108137890|XP_017115318.1|DELE	CCAP1982_LOCUS21261|CAD7013190.1|CCAP
OG0000915	LOC108137908|XP_017115337.1|DELE, LOC108137067|XP_017114062.1|DELE	CCAP1982_LOCUS21547|CAD7013485.1|CCAP
OG0000916	LOC108149407|XP_017132433.1|DELE, LOC108138705|XP_017116543.1|DELE	CCAP1982_LOCUS8269|CAD6999743.1|CCAP
OG0000917	LOC108149337|XP_017132313.1|DELE	CCAP1982_LOCUS8922|CAD7000445.1|CCAP
OG0000918	LOC108137874|XP_017115305.1|DELE, LOC108140323|XP_017118497.1|DELE, LOC108138773|XP_017116722.1|DELE	CCAP1982_LOCUS5537|CAD6996863.1|CCAP
OG0000922	LOC108146438|XP_017127931.1|DELE	CCAP1982_LOCUS12740|CAD7004321.1|CCAP, CCAP1982_LOCUS12739|CAD7004320.1|CCAP, CCAP1982_LOCUS12737|CAD7004318.1|CCAP
OG0000923	LOC108135512|XP_017111745.1|DELE, LOC108143893|XP_017123957.1|DELE	CCAP1982_LOCUS5176|CAD6996508.1|CCAP, CCAP1982_LOCUS22264|CAD7014261.1|CCAP
OG0000925	LOC108148494|XP_017131018.1|DELE, LOC108149029|XP_017131867.1|DELE	CCAP1982_LOCUS1840|CAD6993005.1|CCAP
OG0000927	LOC108148471|XP_017130992.1|DELE, LOC108148523|XP_017131050.1|DELE	CCAP1982_LOCUS3546|CAD6994815.1|CCAP, CCAP1982_LOCUS3625|CAD6994890.1|CCAP
OG0000928	LOC108141934|XP_017121061.1|DELE, LOC108141936|XP_017121063.1|DELE, LOC108141935|XP_017121062.1|DELE	CCAP1982_LOCUS5385|CAD6996701.1|CCAP
OG0000930	LOC108145911|XP_017127083.1|DELE, LOC108146136|XP_017127478.1|DELE	CCAP1982_LOCUS12351|CAD7003926.1|CCAP
OG0000931	LOC108135395|XP_017111583.1|DELE, LOC108138022|XP_017115481.1|DELE	CCAP1982_LOCUS14267|CAD7005929.1|CCAP
OG0000932	LOC108142204|XP_017121383.1|DELE	CCAP1982_LOCUS13477|CAD7005115.1|CCAP, CCAP1982_LOCUS13478|CAD7005116.1|CCAP
OG0000932	LOC108142252|XP_017121460.1|DELE	CCAP1982_LOCUS13476|CAD7005114.1|CCAP
OG0000935	LOC108147162|XP_017128982.1|DELE	CCAP1982_LOCUS3212|CAD6994467.1|CCAP
OG0000936	LOC108147375|XP_017129298.1|DELE, LOC108137107|XP_017114120.1|DELE	CCAP1982_LOCUS4121|CAD6995403.1|CCAP
OG0000937	LOC108148939|XP_017131751.1|DELE	CCAP1982_LOCUS3421|CAD6994686.1|CCAP, CCAP1982_LOCUS3422|CAD6994687.1|CCAP
OG0000939	LOC108138138|XP_017115673.1|DELE	CCAP1982_LOCUS8572|CAD7000071.1|CCAP
OG0000942	LOC108142416|XP_017121758.1|DELE	CCAP1982_LOCUS13068|CAD7004674.1|CCAP
OG0000945	LOC108145939|XP_017127136.1|DELE, LOC108145937|XP_017127134.1|DELE	CCAP1982_LOCUS22125|CAD7014119.1|CCAP
OG0000947	LOC108144515|XP_017124944.1|DELE	CCAP1982_LOCUS19572|CAD7011472.1|CCAP
OG0000948	LOC108146329|XP_017127784.1|DELE	CCAP1982_LOCUS11573|CAD7003110.1|CCAP
OG0000951	LOC108134796|XP_017110735.1|DELE	CCAP1982_LOCUS166|CAD6991229.1|CCAP
OG0000952	LOC108138201|XP_017115808.1|DELE	CCAP1982_LOCUS7797|CAD6999267.1|CCAP
OG0000954	LOC108147944|XP_017130258.1|DELE, LOC108135956|XP_017112395.1|DELE	CCAP1982_LOCUS8898|CAD7000422.1|CCAP, CCAP1982_LOCUS8895|CAD7000419.1|CCAP, CCAP1982_LOCUS19795|CAD7011710.1|CCAP
OG0000955	LOC108147076|XP_017128853.1|DELE	CCAP1982_LOCUS21840|CAD7013820.1|CCAP
OG0000955	LOC108147075|XP_017128852.1|DELE	CCAP1982_LOCUS481|CAD6991562.1|CCAP
OG0000956	LOC108135887|XP_017112292.1|DELE, LOC108150001|XP_017133432.1|DELE	CCAP1982_LOCUS4932|CAD6996249.1|CCAP, CCAP1982_LOCUS4465|CAD6995762.1|CCAP
OG0000957	LOC108144108|XP_017124241.1|DELE, LOC108144109|XP_017124242.1|DELE	CCAP1982_LOCUS13628|CAD7005271.1|CCAP
OG0000958	LOC108136892|XP_017113838.1|DELE, LOC108141302|XP_017120057.1|DELE	CCAP1982_LOCUS4000|CAD6995281.1|CCAP
OG0000959	LOC108135488|XP_017111719.1|DELE, LOC108137096|XP_017114109.1|DELE, LOC108142286|XP_017121521.1|DELE	CCAP1982_LOCUS19918|CAD7011808.1|CCAP
OG0000961	LOC108142463|XP_017121832.1|DELE, LOC108142466|XP_017121836.1|DELE	CCAP1982_LOCUS14090|CAD7005739.1|CCAP
OG0000964	LOC108144188|XP_017124342.1|DELE	CCAP1982_LOCUS19682|CAD7011593.1|CCAP
OG0000966	LOC108147584|XP_017129712.1|DELE, LOC108143774|XP_017123791.1|DELE	CCAP1982_LOCUS5066|CAD6996391.1|CCAP
OG0000968	LOC108146872|XP_017128590.1|DELE	CCAP1982_LOCUS11834|CAD7003375.1|CCAP
OG0000969	LOC108145548|XP_017126537.1|DELE, LOC108142921|XP_017122499.1|DELE	CCAP1982_LOCUS23334|CAD7015390.1|CCAP
OG0000970	LOC108137387|XP_017114535.1|DELE	CCAP1982_LOCUS2746|CAD6993961.1|CCAP
OG0000971	LOC108150518|XP_017134227.1|DELE	CCAP1982_LOCUS8220|CAD6999693.1|CCAP
OG0000972	LOC108142387|XP_017121711.1|DELE, LOC108137198|XP_017114273.1|DELE	CCAP1982_LOCUS11059|CAD7002571.1|CCAP
OG0000974	LOC108146360|XP_017127826.1|DELE	CCAP1982_LOCUS12256|CAD7003823.1|CCAP, CCAP1982_LOCUS12257|CAD7003824.1|CCAP
OG0000975	LOC108140619|XP_017119022.1|DELE	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP, CCAP1982_LOCUS5107|CAD6996434.1|CCAP
OG0000976	LOC108143828|XP_017123858.1|DELE	CCAP1982_LOCUS4863|CAD6996171.1|CCAP
OG0000977	LOC108148273|XP_017130718.1|DELE	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP
OG0000978	LOC108149697|XP_017132951.1|DELE, LOC108146915|XP_017128649.1|DELE, LOC108140722|XP_017119178.1|DELE	CCAP1982_LOCUS4767|CAD6996059.1|CCAP
OG0000979	LOC108134639|XP_017110516.1|DELE	CCAP1982_LOCUS1023|CAD6992145.1|CCAP
OG0000982	LOC108139277|XP_017117462.1|DELE, LOC108134603|XP_017110457.1|DELE	CCAP1982_LOCUS2938|CAD6994173.1|CCAP
OG0000984	LOC108143733|XP_017123756.1|DELE, LOC108136500|XP_017113220.1|DELE	CCAP1982_LOCUS5396|CAD6996713.1|CCAP, CCAP1982_LOCUS9002|CAD7000524.1|CCAP
OG0000992	LOC108146924|XP_017128660.1|DELE, LOC108149695|XP_017132950.1|DELE, LOC108148803|XP_017131516.1|DELE	CCAP1982_LOCUS4021|CAD6995302.1|CCAP
OG0000995	LOC108150447|XP_017134096.1|DELE, LOC108137592|XP_017114812.1|DELE	CCAP1982_LOCUS22836|CAD7014872.1|CCAP
OG0000996	LOC108144400|XP_017124672.1|DELE	CCAP1982_LOCUS21390|CAD7013320.1|CCAP
OG0000997	LOC108144986|XP_017125629.1|DELE	CCAP1982_LOCUS23125|CAD7015172.1|CCAP
OG0000998	LOC108146338|XP_017127793.1|DELE	CCAP1982_LOCUS11159|CAD7002677.1|CCAP
OG0001000	LOC108146706|XP_017128271.1|DELE	CCAP1982_LOCUS7177|CAD6998602.1|CCAP
OG0001001	LOC108144574|XP_017125053.1|DELE	CCAP1982_LOCUS7241|CAD6998682.1|CCAP
OG0001002	LOC108149563|XP_017132690.1|DELE	CCAP1982_LOCUS8673|CAD7000182.1|CCAP, CCAP1982_LOCUS8675|CAD7000184.1|CCAP, CCAP1982_LOCUS8672|CAD7000181.1|CCAP
OG0001004	LOC108140785|XP_017119265.1|DELE, LOC108139123|XP_017117224.1|DELE	CCAP1982_LOCUS519|CAD6991602.1|CCAP
OG0001005	LOC108138626|XP_017116403.1|DELE, LOC108136233|XP_017112745.1|DELE	CCAP1982_LOCUS13375|CAD7004999.1|CCAP
OG0001006	LOC108150084|XP_017133540.1|DELE, LOC108142773|XP_017122303.1|DELE	CCAP1982_LOCUS13426|CAD7005058.1|CCAP
OG0001007	LOC108144668|XP_017125211.1|DELE, LOC108145796|XP_017126860.1|DELE	CCAP1982_LOCUS21101|CAD7013012.1|CCAP
OG0001009	LOC108142895|XP_017122470.1|DELE, LOC108147101|XP_017128877.1|DELE	CCAP1982_LOCUS8077|CAD6999557.1|CCAP
OG0001013	LOC108142519|XP_017121928.1|DELE, LOC108142865|XP_017122428.1|DELE	CCAP1982_LOCUS13472|CAD7005110.1|CCAP
OG0001014	LOC108142309|XP_017121550.1|DELE, LOC108142670|XP_017122163.1|DELE	CCAP1982_LOCUS14739|CAD7006419.1|CCAP
OG0001019	LOC108148662|XP_017131283.1|DELE	CCAP1982_LOCUS3433|CAD6994698.1|CCAP
OG0001021	LOC108150709|XP_017134470.1|DELE	CCAP1982_LOCUS20092|CAD7011981.1|CCAP
OG0001024	LOC108150571|XP_017134313.1|DELE, LOC108148827|XP_017131580.1|DELE	CCAP1982_LOCUS3439|CAD6994704.1|CCAP, CCAP1982_LOCUS3438|CAD6994703.1|CCAP
OG0001025	LOC108146944|XP_017128687.1|DELE	CCAP1982_LOCUS14956|CAD7006653.1|CCAP
OG0001026	LOC108147048|XP_017128812.1|DELE	CCAP1982_LOCUS21674|CAD7013623.1|CCAP
OG0001027	LOC108135582|XP_017111863.1|DELE	CCAP1982_LOCUS11668|CAD7003208.1|CCAP
OG0001028	LOC108138041|XP_017115502.1|DELE	CCAP1982_LOCUS8649|CAD7000156.1|CCAP
OG0001031	LOC108137787|XP_017115185.1|DELE	CCAP1982_LOCUS6157|CAD6997518.1|CCAP
OG0001031	LOC108146931|XP_017128673.1|DELE, LOC108150543|XP_017134264.1|DELE	CCAP1982_LOCUS6156|CAD6997517.1|CCAP
OG0001034	LOC108146764|XP_017128389.1|DELE	CCAP1982_LOCUS13833|CAD7005473.1|CCAP
OG0001042	LOC108143966|XP_017124055.1|DELE	CCAP1982_LOCUS1764|CAD6992931.1|CCAP
OG0001044	LOC108149666|XP_017132900.1|DELE	CCAP1982_LOCUS21192|CAD7013119.1|CCAP, CCAP1982_LOCUS21189|CAD7013116.1|CCAP, CCAP1982_LOCUS21193|CAD7013120.1|CCAP
OG0001045	LOC108144821|XP_017125441.1|DELE	CCAP1982_LOCUS20913|CAD7012813.1|CCAP
OG0001046	LOC108144789|XP_017125390.1|DELE, LOC108144788|XP_017125389.1|DELE	CCAP1982_LOCUS19960|CAD7011851.1|CCAP
OG0001047	LOC108149048|XP_017131879.1|DELE	CCAP1982_LOCUS20366|CAD7012270.1|CCAP
OG0001048	LOC108143680|XP_017123679.1|DELE	CCAP1982_LOCUS21371|CAD7013300.1|CCAP
OG0001050	LOC108146792|XP_017128449.1|DELE	CCAP1982_LOCUS11755|CAD7003293.1|CCAP
OG0001051	LOC108141901|XP_017121004.1|DELE	CCAP1982_LOCUS7727|CAD6999191.1|CCAP
OG0001052	LOC108149530|XP_017132651.1|DELE	CCAP1982_LOCUS5814|CAD6997172.1|CCAP
OG0001054	LOC108137353|XP_017114477.1|DELE	CCAP1982_LOCUS3180|CAD6994429.1|CCAP
OG0001057	LOC108141909|XP_017121016.1|DELE	CCAP1982_LOCUS20701|CAD7012617.1|CCAP
OG0001059	LOC108142339|XP_017121583.1|DELE, LOC108146417|XP_017127909.1|DELE	CCAP1982_LOCUS14475|CAD7006147.1|CCAP, CCAP1982_LOCUS14471|CAD7006143.1|CCAP
OG0001060	LOC108135830|XP_017112206.1|DELE	CCAP1982_LOCUS398|CAD6991473.1|CCAP
OG0001061	LOC108135025|XP_017111045.1|DELE, LOC108135023|XP_017111044.1|DELE	CCAP1982_LOCUS21406|CAD7013338.1|CCAP, CCAP1982_LOCUS4091|CAD6995373.1|CCAP
OG0001062	LOC108148189|XP_017130584.1|DELE, LOC108148245|XP_017130651.1|DELE	CCAP1982_LOCUS2581|CAD6993783.1|CCAP
OG0001063	LOC108150043|XP_017133497.1|DELE, LOC108149956|XP_017133361.1|DELE	CCAP1982_LOCUS20718|CAD7012631.1|CCAP, CCAP1982_LOCUS20715|CAD7012628.1|CCAP
OG0001065	LOC108143590|XP_017123597.1|DELE, LOC108144725|XP_017125311.1|DELE	CCAP1982_LOCUS14284|CAD7005946.1|CCAP
OG0001073	LOC108148636|XP_017131238.1|DELE	CCAP1982_LOCUS2980|CAD6994218.1|CCAP
OG0001074	LOC108149104|XP_017131990.1|DELE	CCAP1982_LOCUS22501|CAD7014499.1|CCAP
OG0001075	LOC108147515|XP_017129583.1|DELE	CCAP1982_LOCUS14895|CAD7006581.1|CCAP
OG0001077	LOC108150082|XP_017133536.1|DELE	CCAP1982_LOCUS4172|CAD6995457.1|CCAP
OG0001079	LOC108146430|XP_017127922.1|DELE	CCAP1982_LOCUS12708|CAD7004289.1|CCAP
OG0001080	LOC108146177|XP_017127572.1|DELE	CCAP1982_LOCUS11124|CAD7002641.1|CCAP
OG0001081	LOC108136814|XP_017113706.1|DELE	CCAP1982_LOCUS996|CAD6992112.1|CCAP
OG0001082	LOC108145500|XP_017126449.1|DELE	CCAP1982_LOCUS22051|CAD7014045.1|CCAP
OG0001083	LOC108147482|XP_017129525.1|DELE	CCAP1982_LOCUS14891|CAD7006577.1|CCAP
OG0001084	LOC108145066|XP_017125735.1|DELE	CCAP1982_LOCUS21820|CAD7013799.1|CCAP
OG0001085	LOC108147015|XP_017128759.1|DELE	CCAP1982_LOCUS21337|CAD7013266.1|CCAP
OG0001086	LOC108135138|XP_017111236.1|DELE, LOC108144667|XP_017125210.1|DELE	CCAP1982_LOCUS21090|CAD7013000.1|CCAP
OG0001088	LOC108150303|XP_017133904.1|DELE	CCAP1982_LOCUS12834|CAD7004425.1|CCAP
OG0001089	LOC108146470|XP_017127977.1|DELE	CCAP1982_LOCUS12321|CAD7003891.1|CCAP
OG0001090	LOC108146353|XP_017127815.1|DELE	CCAP1982_LOCUS12515|CAD7004092.1|CCAP
OG0001092	LOC108136409|XP_017113007.1|DELE, LOC108139043|XP_017117149.1|DELE	CCAP1982_LOCUS8406|CAD6999896.1|CCAP
OG0001093	LOC108139049|XP_017117156.1|DELE	CCAP1982_LOCUS6559|CAD6997942.1|CCAP, CCAP1982_LOCUS6558|CAD6997941.1|CCAP
OG0001094	LOC108138737|XP_017116619.1|DELE	CCAP1982_LOCUS6594|CAD6997977.1|CCAP
OG0001095	LOC108143714|XP_017123739.1|DELE	CCAP1982_LOCUS5633|CAD6996967.1|CCAP
OG0001096	LOC108138882|XP_017116902.1|DELE	CCAP1982_LOCUS8252|CAD6999726.1|CCAP
OG0001097	LOC108138039|XP_017115504.1|DELE, LOC108148313|XP_017130829.1|DELE	CCAP1982_LOCUS5730|CAD6997077.1|CCAP
OG0001098	LOC108135501|XP_017111733.1|DELE	CCAP1982_LOCUS13085|CAD7004691.1|CCAP
OG0001099	LOC108142795|XP_017122334.1|DELE	CCAP1982_LOCUS12524|CAD7004101.1|CCAP
OG0001100	LOC108142883|XP_017122448.1|DELE, LOC108138109|XP_017115608.1|DELE	CCAP1982_LOCUS908|CAD6992026.1|CCAP
OG0001101	LOC108144311|XP_017124492.1|DELE	CCAP1982_LOCUS20125|CAD7012014.1|CCAP
OG0001102	LOC108143210|XP_017122984.1|DELE	CCAP1982_LOCUS14202|CAD7005860.1|CCAP
OG0001103	LOC108135031|XP_017111057.1|DELE	CCAP1982_LOCUS3837|CAD6995115.1|CCAP, CCAP1982_LOCUS3835|CAD6995113.1|CCAP
OG0001104	LOC108137961|XP_017115413.1|DELE	CCAP1982_LOCUS20148|CAD7012046.1|CCAP
OG0001106	LOC108134958|XP_017110969.1|DELE	CCAP1982_LOCUS19510|CAD7011410.1|CCAP, CCAP1982_LOCUS19502|CAD7011402.1|CCAP, CCAP1982_LOCUS19508|CAD7011408.1|CCAP, CCAP1982_LOCUS19504|CAD7011404.1|CCAP
OG0001119	LOC108134620|XP_017110494.1|DELE	CCAP1982_LOCUS4136|CAD6995419.1|CCAP
OG0001120	LOC108148726|XP_017131393.1|DELE	CCAP1982_LOCUS3124|CAD6994371.1|CCAP
OG0001121	LOC108150086|XP_017133539.1|DELE	CCAP1982_LOCUS22185|CAD7014179.1|CCAP
OG0001121	LOC108146871|XP_017128593.1|DELE	CCAP1982_LOCUS22189|CAD7014183.1|CCAP
OG0001122	LOC108146446|XP_017127945.1|DELE	CCAP1982_LOCUS12577|CAD7004157.1|CCAP
OG0001124	LOC108135249|XP_017111407.1|DELE	CCAP1982_LOCUS3530|CAD6994799.1|CCAP
OG0001125	LOC108137001|XP_017113988.1|DELE	CCAP1982_LOCUS12956|CAD7004560.1|CCAP
OG0001126	LOC108147419|XP_017129348.1|DELE	CCAP1982_LOCUS12939|CAD7004542.1|CCAP, CCAP1982_LOCUS12934|CAD7004537.1|CCAP
OG0001127	LOC108142663|XP_017122154.1|DELE	CCAP1982_LOCUS13446|CAD7005083.1|CCAP
OG0001129	LOC108141584|XP_017120519.1|DELE	CCAP1982_LOCUS5497|CAD6996824.1|CCAP, CCAP1982_LOCUS5496|CAD6996823.1|CCAP
OG0001130	LOC108141984|XP_017121129.1|DELE	CCAP1982_LOCUS5744|CAD6997091.1|CCAP
OG0001131	LOC108145276|XP_017126061.1|DELE	CCAP1982_LOCUS10341|CAD7001852.1|CCAP
OG0001133	LOC108141638|XP_017120597.1|DELE	CCAP1982_LOCUS6900|CAD6998291.1|CCAP
OG0001133	LOC108134564|XP_017110406.1|DELE	CCAP1982_LOCUS6901|CAD6998292.1|CCAP, CCAP1982_LOCUS6888|CAD6998279.1|CCAP, CCAP1982_LOCUS6889|CAD6998280.1|CCAP, CCAP1982_LOCUS6904|CAD6998295.1|CCAP
OG0001133	LOC108141852|XP_017120932.1|DELE	CCAP1982_LOCUS6899|CAD6998290.1|CCAP
OG0001134	LOC108143562|XP_017123560.1|DELE	CCAP1982_LOCUS20005|CAD7011894.1|CCAP
OG0001135	LOC108139350|XP_017117563.1|DELE	CCAP1982_LOCUS54|CAD6991107.1|CCAP, CCAP1982_LOCUS53|CAD6991106.1|CCAP
OG0001136	LOC108142892|XP_017122456.1|DELE	CCAP1982_LOCUS933|CAD6992052.1|CCAP, CCAP1982_LOCUS945|CAD6992064.1|CCAP, CCAP1982_LOCUS948|CAD6992067.1|CCAP, CCAP1982_LOCUS946|CAD6992065.1|CCAP, CCAP1982_LOCUS932|CAD6992051.1|CCAP
OG0001137	LOC108143785|XP_017123799.1|DELE	CCAP1982_LOCUS5134|CAD6996465.1|CCAP
OG0001138	LOC108146178|XP_017127573.1|DELE	CCAP1982_LOCUS11127|CAD7002644.1|CCAP, CCAP1982_LOCUS11125|CAD7002642.1|CCAP
OG0001139	LOC108146925|XP_017128657.1|DELE	CCAP1982_LOCUS14528|CAD7006200.1|CCAP
OG0001140	LOC108148821|XP_017131566.1|DELE	CCAP1982_LOCUS30|CAD6991082.1|CCAP, CCAP1982_LOCUS29|CAD6991081.1|CCAP
OG0001141	LOC108140781|XP_017119259.1|DELE	CCAP1982_LOCUS1431|CAD6992583.1|CCAP, CCAP1982_LOCUS1434|CAD6992585.1|CCAP
OG0001142	LOC108140483|XP_017118722.1|DELE	CCAP1982_LOCUS1037|CAD6992159.1|CCAP
OG0001142	LOC108140485|XP_017118724.1|DELE	CCAP1982_LOCUS1038|CAD6992161.1|CCAP
OG0001144	LOC108141004|XP_017119567.1|DELE, LOC108144233|XP_017124399.1|DELE	CCAP1982_LOCUS20324|CAD7012226.1|CCAP
OG0001145	LOC108141283|XP_017120040.1|DELE, LOC108141326|XP_017120097.1|DELE	CCAP1982_LOCUS20697|CAD7012613.1|CCAP
OG0001146	LOC108149245|XP_017132170.1|DELE, LOC108136609|XP_017113417.1|DELE	CCAP1982_LOCUS14012|CAD7005655.1|CCAP
OG0001153	LOC108141497|XP_017120403.1|DELE	CCAP1982_LOCUS20531|CAD7012450.1|CCAP
OG0001154	LOC108142000|XP_017121154.1|DELE	CCAP1982_LOCUS5972|CAD6997338.1|CCAP
OG0001157	LOC108134785|XP_017110726.1|DELE	CCAP1982_LOCUS4069|CAD6995350.1|CCAP, CCAP1982_LOCUS4068|CAD6995349.1|CCAP
OG0001158	LOC108149541|XP_017132667.1|DELE	CCAP1982_LOCUS8483|CAD6999978.1|CCAP
OG0001159	LOC108148638|XP_017131242.1|DELE	CCAP1982_LOCUS1413|CAD6992567.1|CCAP
OG0001160	LOC108141128|XP_017119837.1|DELE	CCAP1982_LOCUS1437|CAD6992588.1|CCAP, CCAP1982_LOCUS1439|CAD6992590.1|CCAP
OG0001161	LOC108139181|XP_017117291.1|DELE	CCAP1982_LOCUS44|CAD6991097.1|CCAP
OG0001162	LOC108139302|XP_017117490.1|DELE	CCAP1982_LOCUS861|CAD6991974.1|CCAP
OG0001163	LOC108139257|XP_017117425.1|DELE	CCAP1982_LOCUS1187|CAD6992319.1|CCAP
OG0001164	LOC108143851|XP_017123901.1|DELE	CCAP1982_LOCUS3746|CAD6995015.1|CCAP, CCAP1982_LOCUS3747|CAD6995016.1|CCAP
OG0001165	LOC108143431|XP_017123334.1|DELE	CCAP1982_LOCUS2339|CAD6993527.1|CCAP
OG0001166	LOC108145646|XP_017126671.1|DELE	CCAP1982_LOCUS13125|CAD7004732.1|CCAP
OG0001167	LOC108134610|XP_017110473.1|DELE, LOC108141832|XP_017120905.1|DELE	CCAP1982_LOCUS23222|CAD7015275.1|CCAP
OG0001168	LOC108137957|XP_017115406.1|DELE	CCAP1982_LOCUS22756|CAD7014785.1|CCAP
OG0001170	LOC108148508|XP_017131035.1|DELE	CCAP1982_LOCUS4015|CAD6995296.1|CCAP, CCAP1982_LOCUS8446|CAD6999937.1|CCAP, CCAP1982_LOCUS4014|CAD6995295.1|CCAP
OG0001172	LOC108143535|XP_017123521.1|DELE	CCAP1982_LOCUS23142|CAD7015192.1|CCAP, CCAP1982_LOCUS23145|CAD7015194.1|CCAP, CCAP1982_LOCUS23141|CAD7015190.1|CCAP
OG0001173	LOC108142931|XP_017122514.1|DELE	CCAP1982_LOCUS137|CAD6991199.1|CCAP
OG0001174	LOC108142178|XP_017121351.1|DELE, LOC108142179|XP_017121352.1|DELE	CCAP1982_LOCUS13231|CAD7004846.1|CCAP
OG0001175	LOC108144787|XP_017125387.1|DELE	CCAP1982_LOCUS19961|CAD7011852.1|CCAP
OG0001176	LOC108141300|XP_017120054.1|DELE, LOC108149737|XP_017133002.1|DELE	CCAP1982_LOCUS7150|CAD6998569.1|CCAP
OG0001177	LOC108138815|XP_017116800.1|DELE	CCAP1982_LOCUS7053|CAD6998455.1|CCAP
OG0001178	LOC108145514|XP_017126475.1|DELE	CCAP1982_LOCUS22089|CAD7014082.1|CCAP
OG0001179	LOC108144698|XP_017125276.1|DELE	CCAP1982_LOCUS21397|CAD7013328.1|CCAP
OG0001180	LOC108145298|XP_017126108.1|DELE	CCAP1982_LOCUS10405|CAD7001918.1|CCAP, CCAP1982_LOCUS10404|CAD7001917.1|CCAP, CCAP1982_LOCUS10411|CAD7001924.1|CCAP, CCAP1982_LOCUS10408|CAD7001921.1|CCAP, CCAP1982_LOCUS10409|CAD7001922.1|CCAP, CCAP1982_LOCUS10410|CAD7001923.1|CCAP, CCAP1982_LOCUS10413|CAD7001926.1|CCAP, CCAP1982_LOCUS10406|CAD7001919.1|CCAP, CCAP1982_LOCUS10412|CAD7001925.1|CCAP, CCAP1982_LOCUS10407|CAD7001920.1|CCAP, CCAP1982_LOCUS10415|CAD7001928.1|CCAP, CCAP1982_LOCUS10414|CAD7001927.1|CCAP
OG0001181	LOC108136115|XP_017112584.1|DELE	CCAP1982_LOCUS13780|CAD7005417.1|CCAP, CCAP1982_LOCUS13817|CAD7005457.1|CCAP
OG0001182	LOC108147261|XP_017129148.1|DELE	CCAP1982_LOCUS461|CAD6991542.1|CCAP
OG0001183	LOC108140588|XP_017118963.1|DELE	CCAP1982_LOCUS393|CAD6991469.1|CCAP
OG0001185	LOC108148260|XP_017130696.1|DELE	CCAP1982_LOCUS235|CAD6991306.1|CCAP
OG0001186	LOC108141159|XP_017119875.1|DELE	CCAP1982_LOCUS4357|CAD6995650.1|CCAP
OG0001187	LOC108149761|XP_017133066.1|DELE	CCAP1982_LOCUS20646|CAD7012561.1|CCAP
OG0001188	LOC108143449|XP_017123369.1|DELE	CCAP1982_LOCUS20310|CAD7012211.1|CCAP, CCAP1982_LOCUS20309|CAD7012208.1|CCAP, CCAP1982_LOCUS20311|CAD7012212.1|CCAP, CCAP1982_LOCUS20308|CAD7012207.1|CCAP
OG0001191	LOC108142135|XP_017121320.1|DELE	CCAP1982_LOCUS19467|CAD7011363.1|CCAP
OG0001192	LOC108150699|XP_017134452.1|DELE	CCAP1982_LOCUS5423|CAD6996743.1|CCAP
OG0001193	LOC108140617|XP_017119019.1|DELE	CCAP1982_LOCUS1428|CAD6992580.1|CCAP
OG0001195	LOC108145371|XP_017126254.1|DELE	CCAP1982_LOCUS21002|CAD7012903.1|CCAP
OG0001200	LOC108150458|XP_017134121.1|DELE	CCAP1982_LOCUS4180|CAD6995465.1|CCAP
OG0001201	LOC108143870|XP_017123926.1|DELE	CCAP1982_LOCUS703|CAD6991799.1|CCAP
OG0001202	LOC108140909|XP_017119451.1|DELE	CCAP1982_LOCUS12204|CAD7003768.1|CCAP
OG0001203	LOC108145311|XP_017126144.1|DELE	CCAP1982_LOCUS9590|CAD7001118.1|CCAP, CCAP1982_LOCUS9348|CAD7000874.1|CCAP
OG0001205	LOC108137473|XP_017114669.1|DELE	CCAP1982_LOCUS4555|CAD6995854.1|CCAP
OG0001206	LOC108136838|XP_017113747.1|DELE	CCAP1982_LOCUS3112|CAD6994358.1|CCAP, CCAP1982_LOCUS3113|CAD6994359.1|CCAP, CCAP1982_LOCUS3114|CAD6994360.1|CCAP
OG0001209	LOC108136862|XP_017113790.1|DELE	CCAP1982_LOCUS1956|CAD6993130.1|CCAP
OG0001211	LOC108141227|XP_017119971.1|DELE	CCAP1982_LOCUS2793|CAD6994016.1|CCAP
