Orthogroup	DELE.longest_only	AEAL.longest_only
OG0001282	LOC108139054|XP_017117162.1|DELE	LOC109622166|XP_019931946.2|AEAL, LOC115269807|XP_029734460.1|AEAL, LOC115270436|XP_029736024.1|AEAL, LOC115269438|XP_029734080.1|AEAL, LOC115258972|XP_029715337.1|AEAL, LOC115258974|XP_029715338.1|AEAL
OG0001283	LOC108141357|XP_017120166.1|DELE	LOC109405605|XP_019534212.2|AEAL
OG0001284	LOC108149950|XP_017133355.1|DELE, LOC108140942|XP_017119501.1|DELE	LOC115266358|XP_029728399.1|AEAL, LOC109427900|XP_029723150.1|AEAL, LOC109428219|XP_029723153.1|AEAL, LOC115263996|XP_029723158.1|AEAL
OG0001285	LOC108146150|XP_017127502.1|DELE	LOC109407533|XP_019536144.2|AEAL, LOC109428193|XP_019559437.2|AEAL, LOC115266363|XP_029728424.1|AEAL, LOC109427881|XP_029734304.1|AEAL
OG0001286	LOC108142128|XP_017121313.1|DELE	LOC109622823|XP_029714587.1|AEAL, LOC109397529|XP_029714595.1|AEAL
OG0001287	LOC108135921|XP_017112357.1|DELE	LOC109417665|XP_029709322.1|AEAL, LOC115255401|XP_029709329.1|AEAL, LOC109417666|XP_019547261.3|AEAL
OG0001288	LOC108149446|XP_017132529.1|DELE	LOC109621380|XP_029732585.1|AEAL, LOC115268590|XP_029732564.1|AEAL
OG0001289	LOC108141739|XP_017120721.1|DELE	LOC109398322|XP_019526217.2|AEAL, LOC109429831|XP_029729192.1|AEAL, LOC109429832|XP_029729191.1|AEAL, LOC109398331|XP_019526230.2|AEAL, LOC109398282|XP_019526155.2|AEAL
OG0001290	LOC108147814|XP_017130046.1|DELE	LOC109411751|XP_029720185.1|AEAL
OG0001291	LOC108137629|XP_017114904.1|DELE, LOC108144478|XP_017124892.1|DELE	LOC115262189|XP_029720388.1|AEAL, LOC115262185|XP_029720380.1|AEAL
OG0001292	LOC108144349|XP_017124586.1|DELE	LOC109426269|XP_029707774.1|AEAL, LOC115257201|XP_029712497.1|AEAL, LOC115257193|XP_029712483.1|AEAL
OG0001293	LOC108149924|XP_017133330.1|DELE	LOC109621638|XP_029713982.1|AEAL, LOC109426360|XP_029707782.1|AEAL
OG0001294	LOC108150161|XP_017133620.1|DELE, LOC108139260|XP_017117434.1|DELE	LOC109428031|XP_029720704.1|AEAL
OG0001295	LOC108134921|XP_017110925.1|DELE	LOC109427321|XP_019558396.2|AEAL
OG0001296	LOC108146783|XP_017128434.1|DELE	LOC115263973|XP_029723137.1|AEAL, LOC109418392|XP_029721394.1|AEAL
OG0001297	LOC108142966|XP_017122602.1|DELE	LOC109403034|XP_029724657.1|AEAL
OG0001298	LOC108141215|XP_017119956.1|DELE	LOC115271076|XP_029736372.1|AEAL, LOC109402751|XP_029712232.1|AEAL
OG0001299	LOC108146079|XP_017127384.1|DELE	LOC109415647|XP_019545096.2|AEAL, LOC109425050|XP_029727810.1|AEAL, LOC109416667|XP_029717986.1|AEAL, LOC109400170|XP_029727844.1|AEAL, LOC115260810|XP_029717992.1|AEAL
OG0001300	LOC108137007|XP_017113993.1|DELE	LOC109404863|XP_029730231.1|AEAL
OG0001301	LOC108135187|XP_017111297.1|DELE	LOC115268049|XP_029731831.1|AEAL, LOC109423386|XP_019553926.2|AEAL, LOC115254205|XP_029731856.1|AEAL, LOC109409546|XP_029731850.1|AEAL, LOC109423387|XP_029731947.1|AEAL
OG0001302	LOC108145039|XP_017125713.1|DELE	LOC109409577|XP_019538575.2|AEAL, LOC109430467|XP_019562082.1|AEAL, LOC115268973|XP_029733111.1|AEAL
OG0001303	LOC108135239|XP_017111394.1|DELE	LOC109405755|XP_019534367.2|AEAL
OG0001304	LOC108147581|XP_017129701.1|DELE	LOC109422619|XP_029712250.1|AEAL
OG0001305	LOC108137457|XP_017114646.1|DELE	LOC109424108|XP_019554748.2|AEAL, LOC109408394|XP_029736004.1|AEAL
OG0001306	LOC108135813|XP_017112181.1|DELE	LOC109431902|XP_029727831.1|AEAL, LOC115266069|XP_029727795.1|AEAL, LOC109404401|XP_019532794.2|AEAL
OG0001307	LOC108142589|XP_017122042.1|DELE	LOC109401126|XP_019529151.2|AEAL, LOC109422683|XP_019553087.2|AEAL
OG0001308	LOC108136299|XP_017112873.1|DELE	LOC115260119|XP_029716884.1|AEAL, LOC109402817|XP_029736414.1|AEAL, LOC109422652|XP_029716899.1|AEAL
OG0001309	LOC108135112|XP_017111190.1|DELE	LOC109406154|XP_019534767.1|AEAL, LOC109406159|XP_019534772.2|AEAL, LOC109401790|XP_029710058.1|AEAL
OG0001311	LOC108136426|XP_017113051.1|DELE	LOC115256563|XP_029711158.1|AEAL, LOC115256637|XP_029711331.1|AEAL, LOC109401927|XP_019530096.2|AEAL
OG0001312	LOC108135657|XP_017111979.1|DELE, LOC108150323|XP_017133933.1|DELE	LOC109422322|XP_029708138.1|AEAL
OG0001313	LOC108149841|XP_017133206.1|DELE	LOC115254196|XP_029731204.1|AEAL, LOC109399588|XP_029731213.1|AEAL
OG0001314	LOC108149509|XP_017132625.1|DELE	LOC109408951|XP_019537896.2|AEAL
OG0001315	LOC108136187|XP_017112674.1|DELE	LOC115261157|XP_029718373.1|AEAL, LOC115269127|XP_029733395.1|AEAL, LOC109427228|XP_019558280.2|AEAL
OG0001326	LOC108148783|XP_017131487.1|DELE	LOC115254736|XP_029708273.1|AEAL, LOC109421123|XP_029719625.1|AEAL, LOC109415200|XP_029710897.1|AEAL, LOC109426281|XP_019557293.2|AEAL
OG0001328	LOC108134937|XP_017110949.1|DELE	LOC109426400|XP_019557457.1|AEAL, LOC109428421|XP_019559716.2|AEAL, LOC109430528|XP_029729088.1|AEAL
OG0001329	LOC108147722|XP_017129940.1|DELE	LOC109428569|XP_019559888.2|AEAL
OG0001330	LOC108147696|XP_017129898.1|DELE	LOC109406965|XP_019535520.2|AEAL
OG0001331	LOC108138435|XP_017116125.1|DELE	LOC109401885|XP_029709685.1|AEAL, LOC115255730|XP_029709713.1|AEAL, LOC109401884|XP_019530032.2|AEAL, LOC109414706|XP_029709686.1|AEAL, LOC115255731|XP_029709714.1|AEAL
OG0001332	LOC108137293|XP_017114402.1|DELE	LOC109433012|XP_019564937.2|AEAL, LOC115253665|XP_029734202.1|AEAL, LOC109397726|XP_019525586.2|AEAL, LOC109433016|XP_029734230.1|AEAL
OG0001333	LOC108138999|XP_017117083.1|DELE	LOC109423055|XP_029708388.1|AEAL, LOC115260697|XP_029717773.1|AEAL, LOC115253915|XP_029717759.1|AEAL, LOC109432368|XP_029717766.1|AEAL, LOC109423056|XP_019553505.2|AEAL
OG0001334	LOC108148894|XP_017131693.1|DELE	LOC109425180|XP_029717616.1|AEAL, LOC115253810|XP_029714023.1|AEAL, LOC109425173|XP_029717621.1|AEAL
OG0001335	LOC108135126|XP_017111219.1|DELE	LOC109412094|XP_019541280.1|AEAL, LOC109427342|XP_019558420.2|AEAL, LOC109412097|XP_029707539.1|AEAL, LOC109427354|XP_029733712.1|AEAL
OG0001337	LOC108149991|XP_017133411.1|DELE	LOC109405489|XP_019534122.2|AEAL
OG0001338	LOC108144314|XP_017124502.1|DELE	LOC109430336|XP_019561937.2|AEAL
OG0001339	LOC108144629|XP_017125149.1|DELE	LOC109400129|XP_019528163.2|AEAL, LOC109621258|XP_019931277.2|AEAL, LOC109622561|XP_019932516.2|AEAL
OG0001340	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE, LOC108134774|XP_017110710.1|DELE	LOC109399955|XP_019527968.2|AEAL
OG0001341	LOC108145254|XP_017126022.1|DELE, LOC108139781|XP_017117992.1|DELE, LOC108143102|XP_017122813.1|DELE	LOC109398471|XP_019526395.2|AEAL
OG0001344	LOC108143905|XP_017123971.1|DELE	LOC109423591|XP_029720533.1|AEAL, LOC109402459|XP_019530693.1|AEAL, LOC115264100|XP_029723287.1|AEAL, LOC109423594|XP_029723283.1|AEAL
OG0001345	LOC108135159|XP_017111270.1|DELE	LOC109402412|XP_019530630.2|AEAL, LOC109423538|XP_019554067.2|AEAL, LOC109402443|XP_019530675.1|AEAL
OG0001346	LOC108143099|XP_017122809.1|DELE	LOC109402420|XP_029733451.1|AEAL, LOC115267181|XP_029729909.1|AEAL, LOC109405431|XP_029712606.1|AEAL
OG0001347	LOC108140939|XP_017119497.1|DELE	LOC109404017|XP_019532425.2|AEAL
OG0001348	LOC108150030|XP_017133480.1|DELE	LOC109418066|XP_019547779.2|AEAL
OG0001349	LOC108147481|XP_017129520.1|DELE	LOC109407770|XP_019536490.2|AEAL
OG0001350	LOC108150115|XP_017133568.1|DELE	LOC109397828|XP_019525707.2|AEAL, LOC109418971|XP_029709783.1|AEAL
OG0001351	LOC108141388|XP_017120226.1|DELE	LOC109419691|XP_029733477.1|AEAL
OG0001352	LOC108134659|XP_017110540.1|DELE	LOC115254554|XP_029708023.1|AEAL, LOC109415740|XP_019545217.2|AEAL
OG0001353	LOC108136129|XP_017112609.1|DELE	LOC115263700|XP_029722794.1|AEAL, LOC115261548|XP_029719298.1|AEAL, LOC115262218|XP_029720456.1|AEAL, LOC115262103|XP_029719983.1|AEAL, LOC109427105|XP_029725593.1|AEAL
OG0001354	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE	LOC115256955|XP_029712021.1|AEAL, LOC109417878|XP_029725401.1|AEAL
OG0001355	LOC108137549|XP_017114763.1|DELE	LOC115259327|XP_029715719.1|AEAL, LOC109407944|XP_019536686.1|AEAL, LOC109431510|XP_019563283.2|AEAL, LOC109413835|XP_019543106.1|AEAL
OG0001356	LOC108147220|XP_017129087.1|DELE	LOC109408027|XP_029735244.1|AEAL, LOC109405168|XP_019533733.2|AEAL, LOC109408089|XP_019536851.2|AEAL, LOC115269850|XP_029734492.1|AEAL
OG0001357	LOC108142216|XP_017121421.1|DELE	LOC109400603|XP_029734998.1|AEAL, LOC115270110|XP_029734987.1|AEAL, LOC109404943|XP_019533441.1|AEAL
OG0001358	LOC108135572|XP_017111829.1|DELE	LOC115253910|XP_029734981.1|AEAL, LOC109404941|XP_029734936.1|AEAL, LOC115269652|XP_029734348.1|AEAL, LOC109400600|XP_029734996.1|AEAL
OG0001359	LOC108135222|XP_017111341.1|DELE	LOC109425685|XP_019556514.2|AEAL, LOC109422978|XP_019553427.1|AEAL, LOC109422959|XP_019553405.2|AEAL
OG0001360	LOC108141282|XP_017120039.1|DELE	LOC115256976|XP_029712057.1|AEAL, LOC109622716|XP_019932694.1|AEAL, LOC109415868|XP_019545358.1|AEAL
OG0001361	LOC108150189|XP_017133681.1|DELE	LOC115259395|XP_029715801.1|AEAL, LOC109403799|XP_019532244.2|AEAL, LOC115263322|XP_029722453.1|AEAL, LOC109416943|XP_029722481.1|AEAL, LOC109403757|XP_019532171.2|AEAL
OG0001362	LOC108150212|XP_017133720.1|DELE	LOC109403770|XP_019532186.1|AEAL, LOC109416931|XP_019546590.1|AEAL
OG0001363	LOC108149939|XP_017133348.1|DELE	LOC109406369|XP_029722267.1|AEAL, LOC109403810|XP_029722363.1|AEAL, LOC115263267|XP_029722257.1|AEAL
OG0001364	LOC108144288|XP_017124464.1|DELE	LOC115263159|XP_029721947.1|AEAL, LOC109424117|XP_029721943.1|AEAL, LOC109429844|XP_019561380.2|AEAL, LOC109398308|XP_019526201.2|AEAL
OG0001365	LOC108147524|XP_017129595.1|DELE	LOC109431682|XP_019563486.1|AEAL
OG0001367	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE, LOC108138390|XP_017116061.1|DELE	LOC109398078|XP_029730551.1|AEAL, LOC115267582|XP_029730520.1|AEAL, LOC109399526|XP_029730510.1|AEAL
OG0001368	LOC108143395|XP_017123261.1|DELE	LOC109404349|XP_029735721.1|AEAL, LOC109399512|XP_029736056.1|AEAL
OG0001369	LOC108136646|XP_017113458.1|DELE	LOC115270441|XP_029736029.1|AEAL, LOC109408637|XP_019537514.2|AEAL, LOC109622204|XP_019931996.2|AEAL
OG0001370	LOC108143578|XP_017123579.1|DELE	LOC109414239|XP_019543595.2|AEAL
OG0001371	LOC108138498|XP_017116207.1|DELE, LOC108146572|XP_017128084.1|DELE	LOC115253735|XP_029728876.1|AEAL, LOC109408223|XP_029728880.1|AEAL
OG0001372	LOC108144307|XP_017124488.1|DELE	LOC109418473|XP_029728843.1|AEAL, LOC109408904|XP_029728815.1|AEAL
OG0001373	LOC108134951|XP_017110964.1|DELE	LOC109397797|XP_029723962.1|AEAL, LOC115266340|XP_029728312.1|AEAL, LOC109428281|XP_029728477.1|AEAL, LOC115266389|XP_029728485.1|AEAL
OG0001374	LOC108149830|XP_017133193.1|DELE	LOC109427897|XP_019559050.2|AEAL, LOC115263986|XP_029723147.1|AEAL
OG0001375	LOC108141205|XP_017119939.1|DELE	LOC109428178|XP_029715576.1|AEAL, LOC109427870|XP_029715349.1|AEAL, LOC109401180|XP_029712116.1|AEAL, LOC109401201|XP_019529218.2|AEAL
OG0001376	LOC108144719|XP_017125304.1|DELE	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL, LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL
OG0001377	LOC108138105|XP_017115591.1|DELE	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL
OG0001378	LOC108150696|XP_017134446.1|DELE	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL
OG0001379	LOC108134751|XP_017110681.1|DELE	LOC115264902|XP_029724803.1|AEAL, LOC109429421|XP_029733194.1|AEAL
OG0001380	LOC108134993|XP_017111014.1|DELE	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL
OG0001381	LOC108137937|XP_017115379.1|DELE	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL
OG0001382	LOC108138772|XP_017116716.1|DELE	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL
OG0001383	LOC108149783|XP_017133130.1|DELE	LOC109417767|XP_019547455.1|AEAL, LOC109420003|XP_019549836.1|AEAL
OG0001384	LOC108139033|XP_017117131.1|DELE	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL
OG0001385	LOC108141833|XP_017120904.1|DELE	LOC109421435|XP_029726866.1|AEAL, LOC109432573|XP_019564462.2|AEAL, LOC109416633|XP_019546246.1|AEAL, LOC115261557|XP_029719294.1|AEAL
OG0001386	LOC108135460|XP_017111693.1|DELE	LOC109406511|XP_029719858.1|AEAL, LOC109406530|XP_029720495.1|AEAL, LOC109429658|XP_029720005.1|AEAL, LOC115266961|XP_029729541.1|AEAL
OG0001387	LOC108138320|XP_017115967.1|DELE	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL, LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL
OG0001388	LOC108142018|XP_017121181.1|DELE	LOC109429565|XP_029719898.1|AEAL, LOC109429982|XP_029719917.1|AEAL, LOC109429983|XP_019561538.2|AEAL
OG0001389	LOC108147296|XP_017129207.1|DELE	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL, LOC109428027|XP_029732743.1|AEAL
OG0001390	LOC108138788|XP_017116753.1|DELE	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL
OG0001391	LOC108138983|XP_017117057.1|DELE	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL
OG0001392	LOC108135944|XP_017112385.1|DELE	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL
OG0001393	LOC108138889|XP_017116910.1|DELE	LOC109415341|XP_019544773.1|AEAL, LOC109423643|XP_019554185.1|AEAL
OG0001394	LOC108141948|XP_017121079.1|DELE	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL, LOC109420370|XP_019550253.2|AEAL
OG0001395	LOC108135509|XP_017111746.1|DELE	LOC109621259|XP_019931809.1|AEAL
OG0001396	LOC108142694|XP_017122192.1|DELE	LOC109408447|XP_029716986.1|AEAL
OG0001397	LOC108140758|XP_017119231.1|DELE	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL, LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL
OG0001399	LOC108134646|XP_017110528.1|DELE, LOC108148498|XP_017131025.1|DELE	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL
OG0001400	LOC108149979|XP_017133393.1|DELE	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL
OG0001401	LOC108142236|XP_017121444.1|DELE	LOC109403463|XP_029712834.1|AEAL
OG0001402	LOC108142467|XP_017121837.1|DELE, LOC108142863|XP_017122425.1|DELE	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL
OG0001403	LOC108145986|XP_017127216.1|DELE	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL
OG0001404	LOC108149114|XP_017132005.1|DELE	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL
OG0001405	LOC108143719|XP_017123744.1|DELE, LOC108136638|XP_017113450.1|DELE	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL
OG0001406	LOC108142253|XP_017121462.1|DELE	LOC109622277|XP_029732223.1|AEAL
OG0001407	LOC108135505|XP_017111738.1|DELE	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL
OG0001408	LOC108141275|XP_017120030.1|DELE	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL
OG0001429	LOC108139299|XP_017117486.1|DELE	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL, LOC109405399|XP_019534004.2|AEAL
OG0001430	LOC108139217|XP_017117358.1|DELE	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL, LOC109424967|XP_019555705.1|AEAL, LOC109431093|XP_029718287.1|AEAL
OG0001431	LOC108136385|XP_017112986.1|DELE	LOC109431142|XP_019562883.2|AEAL, LOC109415746|XP_029711620.1|AEAL
OG0001432	LOC108140313|XP_017118492.1|DELE, LOC108143592|XP_017123606.1|DELE, LOC108136492|XP_017113199.1|DELE	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL
OG0001433	LOC108137400|XP_017114548.1|DELE	LOC109415176|XP_019544599.2|AEAL, LOC109428489|XP_019559813.2|AEAL, LOC115253714|XP_029711714.1|AEAL
OG0001434	LOC108135911|XP_017112323.1|DELE	LOC115256340|XP_029710522.1|AEAL, LOC109428515|XP_029718193.1|AEAL
OG0001435	LOC108145440|XP_017126356.1|DELE	LOC109416125|XP_029710971.1|AEAL
OG0001436	LOC108137167|XP_017114227.1|DELE	LOC115256737|XP_029711540.1|AEAL, LOC109401907|XP_019530067.2|AEAL, LOC115256392|XP_029710675.1|AEAL
OG0001437	LOC108149529|XP_017132650.1|DELE	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL
OG0001438	LOC108148766|XP_017131458.1|DELE	LOC109422027|XP_029711761.1|AEAL
OG0001439	LOC108140772|XP_017119249.1|DELE	LOC115256414|XP_029710779.1|AEAL, LOC115270464|XP_029736059.1|AEAL, LOC109412987|XP_019542190.1|AEAL, LOC109409466|XP_019538452.2|AEAL
OG0001440	LOC108137079|XP_017114093.1|DELE	LOC115271018|XP_029736289.1|AEAL, LOC109397647|XP_019525481.2|AEAL, LOC115271024|XP_029736303.1|AEAL, LOC109409473|XP_029736227.1|AEAL, LOC115271023|XP_029736301.1|AEAL, LOC109409535|XP_019538518.1|AEAL, LOC109397624|XP_019525457.1|AEAL, LOC109409536|XP_029736228.1|AEAL, LOC115270995|XP_029736225.1|AEAL, LOC115271022|XP_029736300.1|AEAL
OG0001441	LOC108147737|XP_017129957.1|DELE	LOC115265321|XP_029725736.1|AEAL
OG0001442	LOC108135189|XP_017111299.1|DELE	LOC109424859|XP_019555600.1|AEAL
OG0001443	LOC108148654|XP_017131274.1|DELE	LOC109430354|XP_029733144.1|AEAL, LOC109412433|XP_029722931.1|AEAL, LOC109412431|XP_029733142.1|AEAL, LOC109430325|XP_029722928.1|AEAL
OG0001444	LOC108143990|XP_017124094.1|DELE	LOC109432153|XP_019564006.2|AEAL, LOC109430270|XP_029712970.1|AEAL
OG0001445	LOC108141231|XP_017119975.1|DELE	LOC109411874|XP_019541044.2|AEAL
OG0001446	LOC108148679|XP_017131310.1|DELE	LOC109403589|XP_029714036.1|AEAL, LOC109414751|XP_029730147.1|AEAL, LOC109425341|XP_019556135.2|AEAL
OG0001447	LOC108140665|XP_017119096.1|DELE	LOC109421116|XP_019551143.2|AEAL
OG0001448	LOC108148784|XP_017131488.1|DELE	LOC109421124|XP_019551164.2|AEAL, LOC115254737|XP_029708274.1|AEAL
OG0001449	LOC108141512|XP_017120430.1|DELE	LOC109423544|XP_019554076.2|AEAL
OG0001450	LOC108141588|XP_017120525.1|DELE	LOC109622496|XP_029726338.1|AEAL
OG0001451	LOC108147343|XP_017129259.1|DELE	LOC115265630|XP_029727357.1|AEAL, LOC109410479|XP_019539586.1|AEAL, LOC109622431|XP_019932313.1|AEAL
OG0001452	LOC108145442|XP_017126359.1|DELE	LOC109423306|XP_029726453.1|AEAL
OG0001453	LOC108142749|XP_017122264.1|DELE	LOC109413963|XP_029726579.1|AEAL, LOC109413964|XP_029726580.1|AEAL
OG0001454	LOC108148334|XP_017130825.1|DELE	LOC109400979|XP_019528992.2|AEAL, LOC109408241|XP_019537055.2|AEAL, LOC109418111|XP_029726752.1|AEAL
OG0001455	LOC108146754|XP_017128373.1|DELE	LOC109413252|XP_029726755.1|AEAL, LOC115265499|XP_029726757.1|AEAL
OG0001456	LOC108135007|XP_017111030.1|DELE, LOC108141553|XP_017120480.1|DELE	LOC109398403|XP_029733496.1|AEAL
OG0001457	LOC108144984|XP_017125626.1|DELE	LOC109419688|XP_019549483.2|AEAL
OG0001458	LOC108149686|XP_017132940.1|DELE	LOC109420199|XP_029725839.1|AEAL, LOC109409995|XP_019539069.2|AEAL, LOC109419645|XP_029725842.1|AEAL
OG0001459	LOC108142652|XP_017122142.1|DELE	LOC115265573|XP_029727067.1|AEAL, LOC109409187|XP_029727119.1|AEAL, LOC109420247|XP_029728087.1|AEAL, LOC109397319|XP_029725761.1|AEAL
OG0001460	LOC108149611|XP_017132809.1|DELE	LOC109426691|XP_029725535.1|AEAL, LOC109417792|XP_029725504.1|AEAL
OG0001461	LOC108134901|XP_017110896.1|DELE	LOC109426816|XP_029725425.1|AEAL, LOC109417857|XP_019547578.2|AEAL
OG0001462	LOC108146074|XP_017127379.1|DELE	LOC109407918|XP_029732356.1|AEAL, LOC109412020|XP_019541241.2|AEAL, LOC115268481|XP_029732354.1|AEAL, LOC109407917|XP_019536647.2|AEAL, LOC109411870|XP_019541069.1|AEAL
OG0001464	LOC108136290|XP_017112865.1|DELE	LOC109400654|XP_029734856.1|AEAL, LOC109399415|XP_029733639.1|AEAL
OG0001465	LOC108143606|XP_017123618.1|DELE	LOC109422596|XP_019552950.2|AEAL, LOC115261757|XP_029719503.1|AEAL
OG0001466	LOC108138267|XP_017115907.1|DELE	LOC115253612|XP_029712065.1|AEAL, LOC109422848|XP_029708309.1|AEAL, LOC115256964|XP_029712035.1|AEAL, LOC115256980|XP_029712063.1|AEAL
OG0001467	LOC108134537|XP_017110373.1|DELE	LOC109418475|XP_029713246.1|AEAL, LOC109622622|XP_019932581.2|AEAL, LOC115263316|XP_029722430.1|AEAL, LOC109415879|XP_029712528.1|AEAL
OG0001468	LOC108142839|XP_017122394.1|DELE	LOC109430819|XP_019562448.2|AEAL, LOC115263200|XP_029722038.1|AEAL
OG0001470	LOC108142853|XP_017122410.1|DELE	LOC109408681|XP_029735701.1|AEAL, LOC115270390|XP_029735809.1|AEAL
OG0001471	LOC108145847|XP_017126955.1|DELE	LOC115253613|XP_029713927.1|AEAL, LOC115263499|XP_029722597.1|AEAL, LOC109428702|XP_029735587.1|AEAL, LOC109424279|XP_029735620.1|AEAL
OG0001472	LOC108146700|XP_017128253.1|DELE	LOC109423871|XP_019554459.1|AEAL
OG0001473	LOC108141022|XP_017119592.1|DELE	LOC115270192|XP_029735298.1|AEAL, LOC109408595|XP_029735318.1|AEAL, LOC109423828|XP_019554414.2|AEAL, LOC115269857|XP_029734503.1|AEAL, LOC115269617|XP_029734307.1|AEAL
OG0001474	LOC108141073|XP_017119727.1|DELE	LOC109407040|XP_029729020.1|AEAL
OG0001475	LOC108141417|XP_017120278.1|DELE	LOC109403692|XP_029709907.1|AEAL
OG0001476	LOC108136582|XP_017113383.1|DELE	LOC109414433|XP_029728117.1|AEAL, LOC109622251|XP_029728120.1|AEAL, LOC115266336|XP_029728301.1|AEAL
OG0001477	LOC108150064|XP_017133518.1|DELE, LOC108139815|XP_017118026.1|DELE	LOC115259887|XP_029716546.1|AEAL
OG0001477	LOC108148863|XP_017131652.1|DELE	LOC115263987|XP_029723148.1|AEAL, LOC109427898|XP_029723157.1|AEAL, LOC109428217|XP_019559460.2|AEAL
OG0001478	LOC108137845|XP_017115259.1|DELE	LOC109424450|XP_019555137.2|AEAL, LOC115258689|XP_029714876.1|AEAL, LOC109424474|XP_029715698.1|AEAL
OG0001479	LOC108137711|XP_017115083.1|DELE	LOC115258549|XP_029714561.1|AEAL, LOC109622895|XP_019932909.1|AEAL
OG0001480	LOC108137842|XP_017115257.1|DELE	LOC109412011|XP_019541200.1|AEAL, LOC109407916|XP_019536650.2|AEAL
OG0001481	LOC108141815|XP_017120880.1|DELE	LOC109420446|XP_019550339.1|AEAL
OG0001482	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE	LOC109419041|XP_029729424.1|AEAL, LOC109408159|XP_019536937.2|AEAL
OG0001483	LOC108134652|XP_017110533.1|DELE, LOC108136485|XP_017113192.1|DELE	LOC109409255|XP_019538216.2|AEAL
OG0001484	LOC108134680|XP_017110567.1|DELE	LOC109407146|XP_019535690.2|AEAL, LOC109417136|XP_019546804.2|AEAL, LOC109417138|XP_029714454.1|AEAL, LOC115258522|XP_029714516.1|AEAL, LOC109417139|XP_019546808.2|AEAL, LOC115258481|XP_029714456.1|AEAL
OG0001485	LOC108146389|XP_017127872.1|DELE	LOC115255446|XP_029709435.1|AEAL, LOC109420666|XP_029729847.1|AEAL, LOC115255102|XP_029708756.1|AEAL
OG0001486	LOC108138611|XP_017116390.1|DELE, LOC108138913|XP_017116960.1|DELE	LOC109430162|XP_019561750.2|AEAL
OG0001487	LOC108134647|XP_017110529.1|DELE	LOC115253726|XP_029725360.1|AEAL, LOC109416262|XP_029727376.1|AEAL
OG0001488	LOC108149044|XP_017131877.1|DELE	LOC109421621|XP_029727645.1|AEAL, LOC109409219|XP_019538188.2|AEAL, LOC115265844|XP_029727650.1|AEAL
