Orthogroup	DELE.longest_only	CQUI.longest_only
OG0000517	LOC108142464|XP_017121833.1|DELE, LOC108142465|XP_017121834.1|DELE	LOC6054293|XP_038114467.1|CQUI, LOC6054292|XP_038114468.1|CQUI
OG0000521	LOC108136381|XP_017112983.1|DELE, LOC108136370|XP_017112972.1|DELE	LOC6050070|XP_038105342.1|CQUI
OG0000522	LOC108140994|XP_017119558.1|DELE, LOC108141612|XP_017120565.1|DELE	LOC6051600|XP_038112565.1|CQUI
OG0000523	LOC108143985|XP_017124088.1|DELE	LOC6040919|XP_001850247.1|CQUI
OG0000523	LOC108144296|XP_017124475.1|DELE	LOC6049044|XP_001865872.1|CQUI
OG0000524	LOC108138209|XP_017115856.1|DELE, LOC108137390|XP_017114537.1|DELE, LOC108135868|XP_017112260.1|DELE	LOC6032861|XP_001843386.2|CQUI
OG0000525	LOC108143481|XP_017123417.1|DELE, LOC108143480|XP_017123416.1|DELE	LOC6048514|XP_038118341.1|CQUI, LOC6048511|XP_038118339.1|CQUI
OG0000526	LOC108138667|XP_017116498.1|DELE, LOC108144981|XP_017125623.1|DELE	LOC6041304|XP_001850584.2|CQUI
OG0000527	LOC108134712|XP_017110596.1|DELE, LOC108134724|XP_017110615.1|DELE	LOC6043742|XP_038113405.1|CQUI, LOC6043214|XP_038108510.1|CQUI
OG0000528	LOC108138809|XP_017116790.1|DELE	LOC6041374|XP_001850639.2|CQUI, LOC6041379|XP_038110790.1|CQUI, LOC6041382|XP_038106839.1|CQUI, LOC6041381|XP_038110791.1|CQUI
OG0000529	LOC108148035|XP_017130364.1|DELE, LOC108149215|XP_017132134.1|DELE	LOC6036354|XP_038114138.1|CQUI
OG0000531	LOC108147319|XP_017129272.1|DELE, LOC108149350|XP_017132330.1|DELE	LOC6037540|XP_001847440.2|CQUI
OG0000532	LOC108136792|XP_017113656.1|DELE, LOC108136827|XP_017113731.1|DELE	LOC6035004|XP_001845249.2|CQUI
OG0000533	LOC108145119|XP_017125822.1|DELE	LOC6040722|XP_038104185.1|CQUI
OG0000533	LOC108143864|XP_017123918.1|DELE	LOC119767762|XP_038113133.1|CQUI
OG0000535	LOC108149792|XP_017133145.1|DELE, LOC108147486|XP_017129572.1|DELE, LOC108145541|XP_017126530.1|DELE	LOC119766820|XP_038108711.1|CQUI, LOC6054062|XP_001870041.1|CQUI
OG0000536	LOC108147496|XP_017129543.1|DELE	LOC6041431|XP_038109661.1|CQUI, LOC6045036|XP_001862455.2|CQUI, LOC6045035|XP_038113937.1|CQUI
OG0000537	LOC108147366|XP_017129292.1|DELE	LOC6031704|XP_038111588.1|CQUI
OG0000538	LOC108144209|XP_017124371.1|DELE, LOC108149817|XP_017133180.1|DELE	LOC6037813|XP_038112386.1|CQUI
OG0000539	LOC108147115|XP_017128894.1|DELE, LOC108147305|XP_017129218.1|DELE	LOC6034554|XP_038112937.1|CQUI
OG0000542	LOC108143820|XP_017123847.1|DELE, LOC108145326|XP_017126196.1|DELE	LOC6044321|XP_001861851.1|CQUI
OG0000543	LOC108147077|XP_017128854.1|DELE, LOC108147027|XP_017128773.1|DELE	LOC6049267|XP_001866057.2|CQUI
OG0000544	LOC108142777|XP_017122309.1|DELE, LOC108141158|XP_017119873.1|DELE	LOC6041276|XP_038110067.1|CQUI
OG0000545	LOC108140697|XP_017119137.1|DELE, LOC108140790|XP_017119271.1|DELE	LOC6050345|XP_038105847.1|CQUI
OG0000546	LOC108135649|XP_017111969.1|DELE, LOC108143799|XP_017123814.1|DELE	LOC6037353|XP_001847276.2|CQUI, LOC6036816|XP_038106208.1|CQUI, LOC119770766|XP_038122171.1|CQUI
OG0000547	LOC108144721|XP_017125309.1|DELE, LOC108147820|XP_017130062.1|DELE	LOC6041026|XP_001850337.1|CQUI
OG0000548	LOC108142497|XP_017121882.1|DELE, LOC108142498|XP_017121883.1|DELE	LOC6050154|XP_001866808.2|CQUI
OG0000549	LOC108143576|XP_017123576.1|DELE	LOC119770531|XP_038121509.1|CQUI, LOC6037260|XP_038121503.1|CQUI
OG0000550	LOC108146043|XP_017127328.1|DELE, LOC108145989|XP_017127219.1|DELE	LOC6051476|XP_038121059.1|CQUI
OG0000552	LOC108148678|XP_017131306.1|DELE, LOC108149001|XP_017131834.1|DELE	LOC6044119|XP_038113804.1|CQUI
OG0000553	LOC108141907|XP_017121009.1|DELE	LOC6044455|XP_038110346.1|CQUI, LOC6044457|XP_001861971.1|CQUI, LOC6044456|XP_001861970.1|CQUI
OG0000554	LOC108147176|XP_017129004.1|DELE, LOC108147177|XP_017129005.1|DELE	LOC6044882|XP_038118892.1|CQUI
OG0000555	LOC108145729|XP_017126781.1|DELE, LOC108146460|XP_017127961.1|DELE	LOC6052570|XP_038118745.1|CQUI
OG0000556	LOC108137242|XP_017114311.1|DELE, LOC108140740|XP_017119205.1|DELE	LOC6046889|XP_001864016.1|CQUI
OG0000557	LOC108135046|XP_017111074.1|DELE, LOC108135049|XP_017111077.1|DELE	LOC6042547|XP_001852003.1|CQUI
OG0000558	LOC108140413|XP_017118620.1|DELE, LOC108138472|XP_017116170.1|DELE	LOC6033842|XP_001844235.1|CQUI
OG0000559	LOC108140593|XP_017118980.1|DELE, LOC108136020|XP_017112436.1|DELE	LOC6053965|XP_038109366.1|CQUI
OG0000560	LOC108134986|XP_017111006.1|DELE, LOC108149629|XP_017132849.1|DELE, LOC108149628|XP_017132848.1|DELE	LOC6032389|XP_001842996.2|CQUI
OG0000561	LOC108146982|XP_017128728.1|DELE, LOC108146961|XP_017128706.1|DELE	LOC6034685|XP_038111388.1|CQUI
OG0000562	LOC108150259|XP_017133828.1|DELE, LOC108150332|XP_017133943.1|DELE	LOC6046454|XP_038113537.1|CQUI
OG0000566	LOC108135804|XP_017112170.1|DELE, LOC108146214|XP_017127622.1|DELE	LOC6044324|XP_038109243.1|CQUI
OG0000567	LOC108141619|XP_017120577.1|DELE	LOC6047025|XP_001864131.2|CQUI
OG0000567	LOC108141358|XP_017120172.1|DELE	LOC6047020|XP_001864130.1|CQUI
OG0000568	LOC108135908|XP_017112314.1|DELE, LOC108141116|XP_017119821.1|DELE	LOC6044772|XP_038104706.1|CQUI
OG0000569	LOC108139269|XP_017117445.1|DELE	LOC6034776|XP_038104774.1|CQUI
OG0000570	LOC108136985|XP_017113968.1|DELE, LOC108136983|XP_017113967.1|DELE	LOC6032625|XP_001843197.2|CQUI
OG0000571	LOC108148742|XP_017131420.1|DELE, LOC108148681|XP_017131309.1|DELE	LOC6035169|XP_038113695.1|CQUI
OG0000572	LOC108136863|XP_017113792.1|DELE, LOC108136866|XP_017113797.1|DELE	LOC6031113|XP_038118152.1|CQUI
OG0000573	LOC108146302|XP_017127742.1|DELE, LOC108143411|XP_017123291.1|DELE	LOC6039567|XP_038120762.1|CQUI
OG0000574	LOC108146732|XP_017128324.1|DELE, LOC108136828|XP_017113733.1|DELE	LOC6041981|XP_001851157.1|CQUI
OG0000576	LOC108141226|XP_017119969.1|DELE, LOC108141225|XP_017119967.1|DELE	LOC6041376|XP_001850641.2|CQUI
OG0000577	LOC108138878|XP_017116897.1|DELE	LOC6036025|XP_001846129.1|CQUI
OG0000578	LOC108141940|XP_017121069.1|DELE, LOC108135381|XP_017111560.1|DELE	LOC6038985|XP_038118477.1|CQUI
OG0000579	LOC108139301|XP_017117488.1|DELE, LOC108146978|XP_017128723.1|DELE	LOC6039323|XP_001848951.1|CQUI
OG0000580	LOC108140387|XP_017118583.1|DELE, LOC108140386|XP_017118580.1|DELE	LOC6039817|XP_038116525.1|CQUI
OG0000582	LOC108139842|XP_017118054.1|DELE, LOC108142515|XP_017121924.1|DELE, LOC108147053|XP_017128826.1|DELE	LOC6037731|XP_038109003.1|CQUI
OG0000583	LOC108143424|XP_017123317.1|DELE, LOC108143434|XP_017123338.1|DELE	LOC6040188|XP_001849636.2|CQUI
OG0000589	LOC108142343|XP_017121590.1|DELE	LOC6038480|XP_038105819.1|CQUI
OG0000590	LOC108137429|XP_017114582.1|DELE	LOC6042729|XP_001870744.1|CQUI
OG0000592	LOC108149643|XP_017132868.1|DELE, LOC108149710|XP_017132965.1|DELE	LOC6050769|XP_038107615.1|CQUI
OG0000593	LOC108148558|XP_017131095.1|DELE, LOC108148120|XP_017130458.1|DELE	LOC6053209|XP_001869339.2|CQUI
OG0000594	LOC108148869|XP_017131659.1|DELE, LOC108135041|XP_017111068.1|DELE	LOC6047884|XP_001864878.1|CQUI
OG0000595	LOC108139330|XP_017117530.1|DELE, LOC108148856|XP_017131636.1|DELE	LOC6032579|XP_038105753.1|CQUI
OG0000596	LOC108137343|XP_017114469.1|DELE, LOC108135757|XP_017112096.1|DELE	LOC6047623|XP_001864658.2|CQUI
OG0000597	LOC108142939|XP_017122523.1|DELE, LOC108142940|XP_017122524.1|DELE	LOC6033673|XP_038118537.1|CQUI
OG0000598	LOC108136890|XP_017113836.1|DELE	LOC6051159|XP_001867631.1|CQUI, LOC6051152|XP_038115526.1|CQUI, LOC6051150|XP_038115584.1|CQUI, LOC6051151|XP_001867634.2|CQUI, LOC119765893|XP_038106017.1|CQUI, LOC6051149|XP_001867632.1|CQUI
OG0000599	LOC108146357|XP_017127823.1|DELE, LOC108145616|XP_017126641.1|DELE	LOC6050368|XP_001866970.2|CQUI, LOC6049535|XP_038116182.1|CQUI
OG0000600	LOC108145033|XP_017125705.1|DELE, LOC108145023|XP_017125686.1|DELE	LOC6050355|XP_001866971.1|CQUI
OG0000601	LOC108150725|XP_017134511.1|DELE, LOC108147926|XP_017130198.1|DELE	LOC6054167|XP_001870128.2|CQUI
OG0000602	LOC108149248|XP_017132177.1|DELE, LOC108149565|XP_017132692.1|DELE	LOC6038510|XP_038113028.1|CQUI
OG0000603	LOC108149432|XP_017132494.1|DELE	LOC6054012|XP_038110242.1|CQUI
OG0000604	LOC108147930|XP_017130201.1|DELE, LOC108147931|XP_017130203.1|DELE	LOC6043454|XP_038114068.1|CQUI
OG0000605	LOC108141697|XP_017120669.1|DELE	LOC6049416|XP_001866184.2|CQUI, LOC6049420|XP_001866188.2|CQUI, LOC6049414|XP_001866182.2|CQUI, LOC6049413|XP_001866181.2|CQUI, LOC6049411|XP_001866179.2|CQUI
OG0000606	LOC108137388|XP_017114536.1|DELE	LOC6046869|XP_038121859.1|CQUI
OG0000607	LOC108148402|XP_017130923.1|DELE, LOC108140798|XP_017119285.1|DELE	LOC6039121|XP_001848783.1|CQUI
OG0000608	LOC108147102|XP_017128879.1|DELE, LOC108147211|XP_017129059.1|DELE	LOC6042037|XP_038115700.1|CQUI
OG0000609	LOC108137150|XP_017114205.1|DELE, LOC108147832|XP_017130075.1|DELE	LOC6048878|XP_038115264.1|CQUI
OG0000610	LOC108135667|XP_017111991.1|DELE, LOC108141874|XP_017120964.1|DELE	LOC6041438|XP_001850698.2|CQUI
OG0000611	LOC108145457|XP_017126388.1|DELE, LOC108137450|XP_017114632.1|DELE, LOC108137993|XP_017115457.1|DELE	LOC6038097|XP_038106033.1|CQUI
OG0000614	LOC108144813|XP_017125435.1|DELE	LOC6042715|XP_038112190.1|CQUI
OG0000615	LOC108136391|XP_017112991.1|DELE, LOC108139196|XP_017117325.1|DELE	LOC119767686|XP_038112773.1|CQUI
OG0000616	LOC108136541|XP_017113322.1|DELE, LOC108136542|XP_017113325.1|DELE	LOC6048951|XP_038114828.1|CQUI, LOC119770520|XP_038121468.1|CQUI, LOC6048954|XP_038121478.1|CQUI
OG0000617	LOC108147158|XP_017128969.1|DELE, LOC108134800|XP_017110742.1|DELE	LOC6047468|XP_001864522.2|CQUI
OG0000618	LOC108143233|XP_017123020.1|DELE	LOC6039614|XP_001849188.1|CQUI
OG0000619	LOC108145162|XP_017125877.1|DELE	LOC6040690|XP_001850045.2|CQUI, LOC119765528|XP_038105487.1|CQUI
OG0000620	LOC108147637|XP_017129782.1|DELE, LOC108142470|XP_017121840.1|DELE	LOC6032813|XP_038118430.1|CQUI
OG0000621	LOC108136809|XP_017113699.1|DELE, LOC108137216|XP_017114296.1|DELE	LOC6031110|XP_001841955.1|CQUI
OG0000622	LOC108142781|XP_017122314.1|DELE, LOC108142628|XP_017122108.1|DELE	LOC6040743|XP_038116870.1|CQUI
OG0000623	LOC108146254|XP_017127681.1|DELE, LOC108142529|XP_017121943.1|DELE	LOC119769481|XP_038118011.1|CQUI
OG0000624	LOC108138863|XP_017116881.1|DELE, LOC108138855|XP_017116868.1|DELE	LOC6044017|XP_001861591.1|CQUI
OG0000625	LOC108142590|XP_017122044.1|DELE, LOC108142170|XP_017121344.1|DELE, LOC108147529|XP_017129602.1|DELE	LOC6040993|XP_038116438.1|CQUI
OG0000626	LOC108141295|XP_017120051.1|DELE, LOC108143560|XP_017123557.1|DELE	LOC6051789|XP_001868161.1|CQUI
OG0000627	LOC108135694|XP_017112025.1|DELE, LOC108137214|XP_017114294.1|DELE	LOC6042124|XP_038110833.1|CQUI
OG0000628	LOC108149236|XP_017132161.1|DELE, LOC108141993|XP_017121143.1|DELE	LOC6031813|XP_001842520.1|CQUI
OG0000629	LOC108137038|XP_017114027.1|DELE, LOC108149468|XP_017132568.1|DELE	LOC119766976|XP_038109725.1|CQUI
OG0000630	LOC108138883|XP_017116903.1|DELE, LOC108138932|XP_017116993.1|DELE	LOC6035276|XP_038111598.1|CQUI
OG0000631	LOC108138258|XP_017115891.1|DELE, LOC108138255|XP_017115887.1|DELE	LOC6033752|XP_038111487.1|CQUI
OG0000632	LOC108139081|XP_017117194.1|DELE, LOC108147778|XP_017129997.1|DELE	LOC6039836|XP_038110109.1|CQUI
OG0000634	LOC108143689|XP_017123703.1|DELE	LOC6044510|XP_001862016.2|CQUI
OG0000635	LOC108144972|XP_017125610.1|DELE	LOC6051292|XP_038119302.1|CQUI
OG0000636	LOC108138675|XP_017116508.1|DELE, LOC108138687|XP_017116523.1|DELE	LOC6053271|XP_038121208.1|CQUI
OG0000637	LOC108136359|XP_017112957.1|DELE, LOC108136328|XP_017112919.1|DELE	LOC6046174|XP_038111493.1|CQUI
OG0000638	LOC108143822|XP_017123852.1|DELE	LOC6035960|XP_001846068.1|CQUI
OG0000639	LOC108142361|XP_017121651.1|DELE	LOC6034680|XP_038109438.1|CQUI
OG0000646	LOC108136926|XP_017113889.1|DELE, LOC108148622|XP_017131210.1|DELE	LOC6053145|XP_038116913.1|CQUI
OG0000647	LOC108148375|XP_017130889.1|DELE, LOC108135943|XP_017112383.1|DELE	LOC6052863|XP_038104142.1|CQUI
OG0000648	LOC108136358|XP_017112955.1|DELE	LOC6044379|XP_038104457.1|CQUI
OG0000649	LOC108136519|XP_017113274.1|DELE, LOC108136539|XP_017113319.1|DELE	LOC6052346|XP_038122673.1|CQUI
OG0000650	LOC108136691|XP_017113503.1|DELE	LOC119765291|XP_038104781.1|CQUI
OG0000651	LOC108146688|XP_017128233.1|DELE, LOC108146280|XP_017127709.1|DELE	LOC6034792|XP_038108743.1|CQUI
OG0000652	LOC108149667|XP_017132901.1|DELE, LOC108147623|XP_017129768.1|DELE	LOC6047846|XP_001864848.1|CQUI
OG0000653	LOC108134799|XP_017110741.1|DELE, LOC108141156|XP_017119871.1|DELE	LOC6035413|XP_038122495.1|CQUI, LOC6035412|XP_038122483.1|CQUI
OG0000654	LOC108146776|XP_017128408.1|DELE	LOC6039542|XP_038121287.1|CQUI
OG0000655	LOC108145007|XP_017125660.1|DELE, LOC108147988|XP_017130292.1|DELE	LOC6041337|XP_001850614.2|CQUI
OG0000656	LOC108135123|XP_017111215.1|DELE, LOC108135124|XP_017111218.1|DELE	LOC6051101|XP_038116957.1|CQUI
OG0000657	LOC108145776|XP_017126834.1|DELE, LOC108134718|XP_017110606.1|DELE	LOC6041310|XP_001850590.2|CQUI
OG0000658	LOC108137325|XP_017114445.1|DELE, LOC108135396|XP_017111587.1|DELE	LOC6037018|XP_038108424.1|CQUI
OG0000659	LOC108138926|XP_017116984.1|DELE, LOC108138663|XP_017116493.1|DELE	LOC6036999|XP_001846964.1|CQUI
OG0000660	LOC108138757|XP_017116649.1|DELE	LOC6053861|XP_001869873.1|CQUI
OG0000661	LOC108146819|XP_017128498.1|DELE, LOC108138860|XP_017116873.1|DELE	LOC6033622|XP_001844049.2|CQUI
OG0000662	LOC108146452|XP_017127952.1|DELE, LOC108135752|XP_017112081.1|DELE	LOC6052557|XP_038120537.1|CQUI
OG0000663	LOC108144301|XP_017124483.1|DELE	LOC6039520|XP_001849122.2|CQUI
OG0000664	LOC108137164|XP_017114225.1|DELE	LOC6046260|XP_038114809.1|CQUI
OG0000665	LOC108143881|XP_017123942.1|DELE, LOC108143786|XP_017123800.1|DELE	LOC6048712|XP_001865588.1|CQUI
OG0000666	LOC108143554|XP_017123552.1|DELE, LOC108144347|XP_017124580.1|DELE	LOC6054798|XP_038119012.1|CQUI
OG0000667	LOC108136353|XP_017112951.1|DELE, LOC108140392|XP_017118588.1|DELE	LOC6046897|XP_038119403.1|CQUI
OG0000668	LOC108139193|XP_017117320.1|DELE	LOC6046395|XP_038118170.1|CQUI
OG0000669	LOC108148111|XP_017130444.1|DELE, LOC108148108|XP_017130442.1|DELE	LOC119770724|XP_038122042.1|CQUI
OG0000670	LOC108147667|XP_017129841.1|DELE, LOC108137186|XP_017114258.1|DELE	LOC6046815|XP_038111687.1|CQUI
OG0000671	LOC108148338|XP_017130831.1|DELE, LOC108148908|XP_017131712.1|DELE	LOC6038345|XP_001848160.1|CQUI
OG0000672	LOC108145568|XP_017126565.1|DELE, LOC108134913|XP_017110915.1|DELE	LOC6043037|XP_038113688.1|CQUI
OG0000673	LOC108136216|XP_017112716.1|DELE, LOC108136031|XP_017112452.1|DELE	LOC6034544|XP_001844844.1|CQUI
OG0000677	LOC108142837|XP_017122392.1|DELE, LOC108142774|XP_017122304.1|DELE	LOC119771220|XP_038122896.1|CQUI
OG0000678	LOC108135284|XP_017111458.1|DELE, LOC108149456|XP_017132540.1|DELE	LOC6049218|XP_001866018.1|CQUI
OG0000679	LOC108135445|XP_017111677.1|DELE	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI
OG0000680	LOC108134900|XP_017110894.1|DELE, LOC108134826|XP_017110769.1|DELE	LOC6040463|XP_038110968.1|CQUI
OG0000681	LOC108139320|XP_017117516.1|DELE, LOC108136323|XP_017112912.1|DELE	LOC6034420|XP_038105001.1|CQUI
OG0000683	LOC108136835|XP_017113744.1|DELE	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI
OG0000684	LOC108135044|XP_017111070.1|DELE, LOC108147270|XP_017129163.1|DELE	LOC6048395|XP_001865319.1|CQUI
OG0000685	LOC108140855|XP_017119329.1|DELE, LOC108141095|XP_017119786.1|DELE	LOC6037400|XP_038114905.1|CQUI
OG0000686	LOC108145126|XP_017125830.1|DELE, LOC108134945|XP_017110957.1|DELE	LOC6051596|XP_038120199.1|CQUI
OG0000687	LOC108143345|XP_017123154.1|DELE, LOC108145659|XP_017126700.1|DELE	LOC6035321|XP_001845536.1|CQUI
OG0000688	LOC108144385|XP_017124649.1|DELE	LOC6040659|XP_038115242.1|CQUI
OG0000689	LOC108141533|XP_017120459.1|DELE, LOC108141532|XP_017120455.1|DELE	LOC119769612|XP_038118657.1|CQUI
OG0000690	LOC108147624|XP_017129769.1|DELE	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI
OG0000691	LOC108141855|XP_017120937.1|DELE, LOC108135583|XP_017111866.1|DELE	LOC6038874|XP_038122076.1|CQUI
OG0000692	LOC108145808|XP_017126887.1|DELE, LOC108145631|XP_017126656.1|DELE	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI
OG0000694	LOC108137637|XP_017114929.1|DELE, LOC108135610|XP_017111914.1|DELE	LOC6047733|XP_038120382.1|CQUI
OG0000695	LOC108134578|XP_017110421.1|DELE	LOC6043622|XP_038113841.1|CQUI
OG0000696	LOC108142338|XP_017121581.1|DELE, LOC108138678|XP_017116514.1|DELE	LOC6034106|XP_001844471.1|CQUI
OG0000697	LOC108144087|XP_017124232.1|DELE, LOC108148263|XP_017130704.1|DELE	LOC6037877|XP_001847743.2|CQUI
OG0000698	LOC108134688|XP_017110574.1|DELE, LOC108134682|XP_017110569.1|DELE	LOC6054309|XP_038113357.1|CQUI
OG0000699	LOC108139006|XP_017117090.1|DELE, LOC108137360|XP_017114486.1|DELE	LOC6031882|XP_038111805.1|CQUI
OG0000700	LOC108149327|XP_017132285.1|DELE, LOC108148008|XP_017130327.1|DELE	LOC6045669|XP_038108368.1|CQUI
OG0000701	LOC108149052|XP_017131887.1|DELE, LOC108135455|XP_017111689.1|DELE	LOC6050972|XP_038112604.1|CQUI
OG0000702	LOC108147153|XP_017128954.1|DELE, LOC108147151|XP_017128943.1|DELE	LOC6052432|XP_038117603.1|CQUI
OG0000703	LOC108149460|XP_017132547.1|DELE, LOC108141265|XP_017120018.1|DELE	LOC6035033|XP_038122275.1|CQUI
OG0000704	LOC108136205|XP_017112695.1|DELE, LOC108142898|XP_017122474.1|DELE	LOC6038164|XP_038120107.1|CQUI
OG0000705	LOC108146018|XP_017127283.1|DELE, LOC108146017|XP_017127281.1|DELE	LOC6052245|XP_038115015.1|CQUI
OG0000706	LOC108149240|XP_017132164.1|DELE, LOC108138493|XP_017116189.1|DELE	LOC6046887|XP_038117985.1|CQUI
OG0000707	LOC108135367|XP_017111547.1|DELE, LOC108141626|XP_017120584.1|DELE	LOC6045804|XP_038117453.1|CQUI
OG0000708	LOC108147672|XP_017129852.1|DELE, LOC108148145|XP_017130490.1|DELE	LOC6037569|XP_038120474.1|CQUI
OG0000709	LOC108148504|XP_017131030.1|DELE, LOC108137730|XP_017115117.1|DELE	LOC6039218|XP_038117369.1|CQUI
OG0000710	LOC108141008|XP_017119570.1|DELE, LOC108144759|XP_017125353.1|DELE	LOC6031510|XP_001842300.1|CQUI
OG0000711	LOC108150128|XP_017133583.1|DELE, LOC108142689|XP_017122186.1|DELE	LOC6036869|XP_001846852.1|CQUI
OG0000712	LOC108136968|XP_017113948.1|DELE, LOC108136959|XP_017113933.1|DELE	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI
OG0000713	LOC108148222|XP_017130625.1|DELE, LOC108141504|XP_017120420.1|DELE	LOC6049870|XP_001866561.1|CQUI
OG0000714	LOC108136255|XP_017112792.1|DELE, LOC108146048|XP_017127341.1|DELE	LOC6045584|XP_038113889.1|CQUI
OG0000715	LOC108135552|XP_017111788.1|DELE, LOC108135534|XP_017111769.1|DELE	LOC119767953|XP_038113953.1|CQUI
OG0000716	LOC108149862|XP_017133231.1|DELE, LOC108136093|XP_017112553.1|DELE	LOC6040190|XP_001849640.2|CQUI
OG0000724	LOC108145035|XP_017125710.1|DELE, LOC108148629|XP_017131227.1|DELE	LOC6042711|XP_001870728.1|CQUI
OG0000726	LOC108135153|XP_017111262.1|DELE, LOC108135039|XP_017111066.1|DELE	LOC6035562|XP_038104583.1|CQUI
OG0000727	LOC108135837|XP_017112210.1|DELE, LOC108135838|XP_017112211.1|DELE	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI
OG0000730	LOC108137613|XP_017114877.1|DELE, LOC108147844|XP_017130091.1|DELE	LOC6031123|XP_001841967.1|CQUI
OG0000731	LOC108146348|XP_017127809.1|DELE, LOC108144210|XP_017124372.1|DELE	LOC6043928|XP_001861511.1|CQUI
OG0000732	LOC108146734|XP_017128327.1|DELE, LOC108146733|XP_017128326.1|DELE	LOC6041983|XP_001851156.1|CQUI
OG0000733	LOC108148952|XP_017131773.1|DELE, LOC108147547|XP_017129620.1|DELE	LOC6047563|XP_001864598.2|CQUI
OG0000734	LOC108143850|XP_017123900.1|DELE, LOC108143940|XP_017124025.1|DELE, LOC108149599|XP_017132783.1|DELE, LOC108145955|XP_017127160.1|DELE	LOC6052234|XP_038116578.1|CQUI
OG0000735	LOC108147751|XP_017129970.1|DELE, LOC108141900|XP_017121003.1|DELE	LOC6044469|XP_001861983.1|CQUI
OG0000736	LOC108138800|XP_017116772.1|DELE, LOC108138795|XP_017116763.1|DELE	LOC6037099|XP_038112503.1|CQUI
OG0000738	LOC108139029|XP_017117127.1|DELE, LOC108138700|XP_017116535.1|DELE	LOC6036448|XP_001846499.1|CQUI
OG0000739	LOC108136024|XP_017112447.1|DELE, LOC108135406|XP_017111596.1|DELE	LOC6036343|XP_038110352.1|CQUI
OG0000740	LOC108139276|XP_017117458.1|DELE	LOC6038854|XP_038113339.1|CQUI
OG0000741	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI
OG0000742	LOC108144402|XP_017124685.1|DELE, LOC108144872|XP_017125517.1|DELE	LOC6046871|XP_038115688.1|CQUI
OG0000743	LOC108146011|XP_017127275.1|DELE, LOC108135361|XP_017111541.1|DELE	LOC6050273|XP_001866910.2|CQUI
OG0000744	LOC108143283|XP_017123087.1|DELE, LOC108150052|XP_017133506.1|DELE	LOC6047298|XP_001864377.2|CQUI
OG0000746	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE	LOC6043117|XP_001855912.2|CQUI
OG0000753	LOC108134792|XP_017110730.1|DELE, LOC108142189|XP_017121362.1|DELE	LOC6048959|XP_038122824.1|CQUI
OG0000754	LOC108150017|XP_017133460.1|DELE, LOC108145569|XP_017126568.1|DELE	LOC6049897|XP_001866577.2|CQUI
OG0000756	LOC108143782|XP_017123798.1|DELE	LOC6046145|XP_001863379.2|CQUI
OG0000756	LOC108143781|XP_017123797.1|DELE	LOC6052700|XP_001868927.1|CQUI
OG0000757	LOC108146532|XP_017128061.1|DELE	LOC6046554|XP_038118070.1|CQUI
OG0000758	LOC108146501|XP_017128026.1|DELE, LOC108146468|XP_017127971.1|DELE	LOC6040607|XP_038119298.1|CQUI
OG0000761	LOC108141979|XP_017121122.1|DELE, LOC108141661|XP_017120619.1|DELE	LOC6033760|XP_038107373.1|CQUI
OG0000762	LOC108149367|XP_017132358.1|DELE, LOC108147869|XP_017130116.1|DELE	LOC6037908|XP_001847768.1|CQUI
OG0000764	LOC108143825|XP_017123851.1|DELE, LOC108148171|XP_017130559.1|DELE	LOC6039471|XP_038122347.1|CQUI
OG0000765	LOC108146428|XP_017127921.1|DELE, LOC108135924|XP_017112356.1|DELE	LOC6049633|XP_038120394.1|CQUI
OG0000766	LOC108141742|XP_017120724.1|DELE, LOC108137114|XP_017114129.1|DELE	LOC6046669|XP_001863836.1|CQUI
OG0000767	LOC108137442|XP_017114595.1|DELE, LOC108146476|XP_017127983.1|DELE	LOC6033818|XP_001844213.2|CQUI
OG0000768	LOC108142771|XP_017122301.1|DELE	LOC6037757|XP_038118780.1|CQUI
OG0000769	LOC108149006|XP_017131839.1|DELE, LOC108144856|XP_017125496.1|DELE	LOC6036915|XP_001846890.2|CQUI
OG0000770	LOC108141419|XP_017120284.1|DELE	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI
OG0000771	LOC108146444|XP_017127941.1|DELE, LOC108146410|XP_017127901.1|DELE	LOC6037662|XP_038113592.1|CQUI
