Orthogroup	DMEL.longest_only	AAEG.longest_only
OG0001977	cup|NP_523493.3|DMEL	LOC5575445|XP_021700364.1|AAEG
OG0001978	Arr1|NP_476681.1|DMEL	LOC5578159|XP_001663732.1|AAEG
OG0001979	Rack1|NP_477269.1|DMEL	LOC5580329|XP_001663282.1|AAEG
OG0001980	galectin|NP_608487.1|DMEL	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG
OG0001982	Gpb5|NP_001104335.1|DMEL	LOC5570903|XP_001653381.1|AAEG
OG0001983	AGO3|NP_001036627.2|DMEL	LOC5569680|XP_001652945.1|AAEG
OG0001984	CG9154|NP_608993.2|DMEL	LOC5572638|XP_001654135.1|AAEG
OG0001985	Apoltp|NP_995670.2|DMEL	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG
OG0001986	TTLL3A|NP_609069.1|DMEL	LOC5564309|XP_001648656.2|AAEG
OG0001987	su_sable_|NP_476754.1|DMEL	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG
OG0001988	EDTP|NP_995873.2|DMEL	LOC5574483|XP_021701245.1|AAEG
OG0001989	Gr21a|NP_001259841.1|DMEL	LOC5574486|XP_001655150.2|AAEG
OG0001990	loh|NP_609406.2|DMEL	LOC5574491|XP_021695288.1|AAEG
OG0001991	DIP-lambda|NP_001334747.1|DMEL	LOC5568825|XP_021701340.1|AAEG
OG0001992	CG31760|NP_723730.2|DMEL	LOC5564970|XP_021701369.1|AAEG
OG0001993	Sec61alpha|NP_609034.1|DMEL	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG
OG0001994	TFAM|NP_732527.1|DMEL	LOC5578318|XP_021701535.1|AAEG
OG0001995	CG10194|NP_609973.1|DMEL	LOC5579212|XP_001664294.2|AAEG
OG0001996	nompC|NP_523483.2|DMEL	LOC5575210|XP_021701890.1|AAEG
OG0001997	CG3894|NP_611963.5|DMEL	LOC5578032|XP_001663654.1|AAEG
OG0001998	Eps-15|NP_611965.2|DMEL	LOC5569849|XP_021701970.1|AAEG
OG0001999	Hr3|NP_001334718.1|DMEL	LOC5565997|XP_021702090.1|AAEG
OG0002000	CG14274|NP_609212.2|DMEL	LOC110676888|XP_021702136.1|AAEG
OG0002001	kel|NP_476589.4|DMEL	LOC5570817|XP_021702205.1|AAEG
OG0002002	Dera|NP_610781.1|DMEL	LOC5577613|XP_001656607.2|AAEG
OG0002003	Tsp29Fa|NP_523515.1|DMEL	LOC5577626|XP_021702248.1|AAEG
OG0002004	qua|NP_001246066.1|DMEL	LOC5575148|XP_001655525.2|AAEG
OG0002005	PRL-1|NP_609780.1|DMEL	LOC5572463|XP_021702484.1|AAEG
OG0002006	Ziz|NP_001260200.1|DMEL	LOC5565314|XP_021702525.1|AAEG
OG0002007	Pp2A-29B|NP_001245944.1|DMEL	LOC5568618|XP_001652452.1|AAEG
OG0002008	eIF4G1|NP_001096852.1|DMEL	LOC5577545|XP_021702797.1|AAEG
OG0002009	fd59A|NP_523814.1|DMEL	LOC5564025|XP_001648348.3|AAEG
OG0002010	Argl|NP_609257.3|DMEL	LOC5577897|XP_001656695.1|AAEG
OG0002011	nesd|NP_610025.1|DMEL	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	TpnC25D|NP_608915.2|DMEL	LOC5575841|XP_021702942.1|AAEG
OG0002013	Lim3|NP_001260559.1|DMEL	LOC5568759|XP_021702968.1|AAEG
OG0002014	CG10527|NP_611544.1|DMEL	LOC5568940|XP_021703175.1|AAEG
OG0002015	Uro|NP_476779.1|DMEL	LOC5573896|XP_001654930.1|AAEG
OG0002016	babo|NP_476999.1|DMEL	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	Nos|NP_523541.2|DMEL	LOC5572370|XP_021703595.1|AAEG
OG0002018	Daxx|NP_609035.2|DMEL	LOC5564935|XP_001649274.2|AAEG
OG0002019	vir-1|NP_723746.1|DMEL	LOC5565904|XP_021703806.1|AAEG
OG0002020	RanGAP|NP_476712.1|DMEL	LOC5569705|XP_001658696.2|AAEG
OG0002021	tud|NP_476773.1|DMEL	LOC5569712|XP_021703870.1|AAEG
OG0002022	CG14397|NP_001163027.1|DMEL	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	ry|NP_524337.1|DMEL	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	CG4968|NP_609375.1|DMEL	LOC5569515|XP_021704011.1|AAEG
OG0002025	salm|NP_723670.2|DMEL	LOC110677254|XP_021704066.1|AAEG
OG0002026	CG7139|NP_649378.1|DMEL	LOC5568423|XP_021710375.1|AAEG
OG0002027	px|NP_726208.1|DMEL	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	CG5554|NP_001286784.1|DMEL	LOC5564319|XP_001648667.1|AAEG
OG0002029	Sse|NP_523935.1|DMEL	LOC5570130|XP_021706330.1|AAEG
OG0002030	ATPsynF|NP_611940.1|DMEL	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	Rpn13|NP_001137662.1|DMEL	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	Snmp1|NP_650953.1|DMEL	LOC5566411|XP_021707212.1|AAEG
OG0002033	Ork1|NP_001285097.1|DMEL	LOC5577434|XP_021710157.1|AAEG
OG0002034	DAAM|NP_001188522.1|DMEL	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG
OG0002035	Dhod|NP_477224.1|DMEL	LOC5567371|XP_001657386.1|AAEG
OG0002036	Glut4EF|NP_001262443.1|DMEL	LOC5580311|XP_021709149.1|AAEG
OG0002037	VhaM9.7-a|NP_001097499.1|DMEL	LOC5573964|XP_011493566.1|AAEG
OG0002038	CG4390|NP_732486.2|DMEL	LOC5579885|XP_001657864.1|AAEG
OG0002039	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL	LOC5579021|XP_001664201.1|AAEG
OG0002040	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL	LOC5567539|XP_001657534.2|AAEG
OG0002041	Acsl|NP_001260810.1|DMEL	LOC5574220|XP_021705038.1|AAEG
OG0002042	Obp84a|NP_001097700.2|DMEL	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	CG2100|NP_649578.1|DMEL	LOC5566845|XP_021707045.1|AAEG
OG0002044	loco|NP_732773.1|DMEL	LOC5569098|XP_021704479.1|AAEG
OG0002045	5-HT2B|NP_001262373.1|DMEL	LOC5575783|XP_021711581.1|AAEG
OG0002046	CG11077|NP_651944.1|DMEL	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG
OG0002047	CG14200|NP_573387.1|DMEL	LOC5574875|XP_021705084.1|AAEG
OG0002048	CG10038|NP_650176.3|DMEL	LOC5568508|XP_021706823.1|AAEG
OG0002049	sals|NP_731573.1|DMEL	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	nsl1|NP_732069.3|DMEL	LOC5567603|XP_001657581.2|AAEG
OG0002051	CG30022|NP_725047.2|DMEL	LOC5572308|XP_001654008.2|AAEG
OG0002052	CG33257|NP_996107.1|DMEL	LOC5578479|XP_001657002.1|AAEG
OG0002053	CG34135|NP_001262385.1|DMEL, CG11768|NP_649829.1|DMEL	LOC5567154|XP_021710816.1|AAEG
OG0002054	CG12170|NP_649565.1|DMEL	LOC5573603|XP_001654737.1|AAEG
OG0002055	Tango9|NP_650136.1|DMEL	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	Gcn5|NP_648586.2|DMEL	LOC5577348|XP_001656424.1|AAEG
OG0002057	CG6144|NP_001033895.1|DMEL	LOC5577352|XP_001656428.1|AAEG
OG0002058	thoc7|NP_728489.2|DMEL	LOC5577353|XP_001656429.1|AAEG
OG0002059	MED28|NP_651397.1|DMEL	LOC5577389|XP_021704715.1|AAEG
OG0002060	jef|NP_610983.1|DMEL	LOC5577358|XP_021705543.1|AAEG
OG0002061	Gpat4|NP_001286818.1|DMEL	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002062	bbx|NP_001259770.1|DMEL	LOC5574435|XP_001661442.2|AAEG
OG0002063	APC7|NP_572329.3|DMEL	LOC5574436|XP_001661450.1|AAEG
OG0002064	Rop|NP_523916.2|DMEL	LOC5569005|XP_021710263.1|AAEG
OG0002065	Mrtf|NP_001137879.3|DMEL	LOC5568999|XP_021710982.1|AAEG
OG0002066	Mhcl|NP_732109.2|DMEL	LOC5572998|XP_021708630.1|AAEG
OG0002067	Snap29|NP_523831.1|DMEL	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	Atg7|NP_611350.1|DMEL	LOC5572482|XP_001660430.2|AAEG
OG0002069	CG17486|NP_001036446.2|DMEL	LOC5568009|XP_021708297.1|AAEG
OG0002070	Fdh|NP_524310.1|DMEL	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	Osbp|NP_477271.1|DMEL	LOC5579855|XP_021708220.1|AAEG
OG0002072	Rrp42|NP_725517.2|DMEL	LOC5579835|XP_001651510.2|AAEG
OG0002073	Plp|NP_001027574.2|DMEL	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	CG11807|NP_611017.1|DMEL	LOC5576240|XP_001656018.1|AAEG
OG0002075	SmE|NP_609162.1|DMEL	LOC5574555|XP_001661504.1|AAEG
OG0002076	ReepA|NP_001188988.1|DMEL	LOC5568197|XP_021710717.1|AAEG
OG0002077	mwh|NP_001261244.1|DMEL	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	CG16935|NP_610914.2|DMEL	LOC5563914|XP_001648220.1|AAEG
OG0002079	Ssk|NP_649184.1|DMEL	LOC5575305|XP_021704437.1|AAEG
OG0002080	CG30456|NP_611188.3|DMEL	LOC5571113|XP_001659554.2|AAEG
OG0002081	cN-IIIB|NP_611895.1|DMEL	LOC5573774|XP_001654766.1|AAEG
OG0002082	unc-104|NP_611155.3|DMEL	LOC5565492|XP_021709770.1|AAEG
OG0002083	PsGEF|NP_996333.4|DMEL	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	CG3500|NP_611783.1|DMEL	LOC5569429|XP_021708673.1|AAEG
OG0002085	CG13506|NP_611666.2|DMEL	LOC5564333|XP_021708440.1|AAEG
OG0002086	ND-B12|NP_001097399.1|DMEL	LOC5568708|XP_001652532.1|AAEG
OG0002087	Su_Tpl_|NP_001163477.1|DMEL	LOC5567364|XP_021707763.1|AAEG
OG0002088	CG32425|NP_730546.1|DMEL	LOC5576762|XP_021704245.1|AAEG
OG0002089	gcl|NP_724708.1|DMEL	LOC5567176|XP_021711063.1|AAEG
OG0002090	Syx13|NP_524054.1|DMEL	LOC5571906|XP_001659999.1|AAEG
OG0002091	CG13575|NP_611903.1|DMEL	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	fax|NP_524106.3|DMEL	LOC5578091|XP_021708505.1|AAEG
OG0002093	GM130|NP_611642.2|DMEL	LOC5566861|XP_021704283.1|AAEG
OG0002094	PHDP|NP_523834.1|DMEL	LOC110678270|XP_021706584.1|AAEG
OG0002095	Rcd-1r|NP_609269.1|DMEL, Rcd-1|NP_608335.1|DMEL	LOC5568456|XP_021706643.1|AAEG
OG0002096	Asx|NP_001260969.1|DMEL	LOC5573267|XP_021706586.1|AAEG
OG0002097	clos|NP_001097246.3|DMEL	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002098	CG7166|NP_649339.2|DMEL	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG
OG0002099	CG9601|NP_649792.3|DMEL	LOC5563694|XP_021709597.1|AAEG
OG0002100	MsrA|NP_001261879.1|DMEL	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	pdm3|NP_001188885.2|DMEL	LOC5564119|XP_021711134.1|AAEG
OG0002102	tapas|NP_611475.3|DMEL	LOC5573221|XP_001654423.1|AAEG
OG0002103	Coq2|NP_649789.1|DMEL	LOC110681058|XP_021712515.1|AAEG
OG0002117	CG7744|NP_611422.2|DMEL	LOC5566213|XP_001650619.1|AAEG
OG0002118	nvd|NP_001097670.1|DMEL	LOC5574523|XP_021694485.1|AAEG
OG0002119	Smg6|NP_651321.1|DMEL	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG
OG0002120	sv|NP_524633.3|DMEL	LOC5574324|XP_021694589.1|AAEG
OG0002121	Usp1|NP_733282.1|DMEL	LOC5574653|XP_001661569.2|AAEG
OG0002123	cdc14|NP_609153.1|DMEL	LOC5564728|XP_021694777.1|AAEG
OG0002124	CG32548|NP_728167.1|DMEL	LOC110674789|XP_021694816.1|AAEG
OG0002125	ckn|NP_611009.1|DMEL	LOC5569483|XP_001658568.1|AAEG
OG0002126	tzn|NP_730568.1|DMEL	LOC5571983|XP_021711962.1|AAEG
OG0002127	Ankle2|NP_573221.2|DMEL	LOC5576059|XP_021712546.1|AAEG
OG0002128	HisRS|NP_573305.2|DMEL	LOC5573411|XP_021712952.1|AAEG
OG0002129	Epg5|NP_650752.2|DMEL	LOC5580025|XP_021713390.1|AAEG
OG0002130	CG14795|NP_569925.2|DMEL	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG
OG0002131	CG18600|NP_650708.1|DMEL	LOC110674739|XP_021694575.1|AAEG
OG0002132	RpL7|NP_523531.1|DMEL	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG
OG0002133	Paics|NP_572826.1|DMEL	LOC5578622|XP_001657043.1|AAEG
OG0002134	CG8173|NP_573239.1|DMEL	LOC5565115|XP_021694229.1|AAEG
OG0002135	mys|NP_524793.2|DMEL	LOC5576370|XP_021695425.1|AAEG
OG0002136	trp|NP_476768.1|DMEL	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG
OG0002137	CG5902|NP_651201.1|DMEL	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG
OG0002138	Vps4|NP_573258.1|DMEL	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG
OG0002139	Vap33|NP_570087.1|DMEL	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG
OG0002140	fend|NP_572528.1|DMEL	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG
OG0002141	RpL10|NP_651954.3|DMEL	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG
OG0002142	CG9853|NP_001097680.1|DMEL	LOC5577016|XP_001656303.1|AAEG
OG0002143	Tango14|NP_608577.2|DMEL	LOC5580031|XP_001653915.2|AAEG
OG0002144	Mitf|NP_001245436.1|DMEL	LOC5570082|XP_021698481.1|AAEG
OG0002145	CG5023|NP_650867.1|DMEL	LOC5570416|XP_001659123.1|AAEG
OG0002146	lost|NP_649466.1|DMEL	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG
OG0002147	CG43347|NP_001138185.2|DMEL	LOC5576462|XP_021700291.1|AAEG
OG0002148	CG14969|NP_647809.3|DMEL	LOC5576488|XP_001662681.2|AAEG
OG0002149	4E-T|NP_726619.2|DMEL	LOC5570710|XP_021700856.1|AAEG
OG0002150	drd|NP_001033845.1|DMEL	LOC5570704|XP_021700978.1|AAEG
OG0002151	Nse4|NP_609405.2|DMEL	LOC5570703|XP_001659296.2|AAEG
OG0002152	CG31122|NP_001356888.1|DMEL	LOC5567724|XP_021702264.1|AAEG
OG0002153	dmrt99B|NP_524549.1|DMEL	LOC5567044|XP_021702532.1|AAEG
OG0002154	inc|NP_569926.2|DMEL	LOC5576299|XP_021702619.1|AAEG
OG0002155	tll|NP_524596.1|DMEL	LOC5576875|XP_001662973.2|AAEG
OG0002156	CG7369|NP_649415.2|DMEL	LOC5571483|XP_021704276.1|AAEG
OG0002157	timeout|NP_524341.3|DMEL	LOC5572105|XP_021704743.1|AAEG
OG0002158	CG5335|NP_611349.2|DMEL	LOC5575865|XP_021704847.1|AAEG
OG0002159	roh|NP_726318.1|DMEL	LOC5579199|XP_021705121.1|AAEG
OG0002160	slou|NP_001262808.1|DMEL	LOC5577891|XP_001663597.2|AAEG
OG0002161	snRNP-U1-C|NP_650767.1|DMEL	LOC5578146|XP_001663717.1|AAEG
OG0002162	CG12814|NP_001262454.1|DMEL	LOC5578143|XP_001663713.2|AAEG
OG0002163	lin-52|NP_572256.1|DMEL	LOC5565033|XP_001649405.1|AAEG
OG0002164	Ssadh|NP_651408.1|DMEL	LOC5565255|XP_001649617.2|AAEG
OG0002165	CG12288|NP_609822.1|DMEL	LOC5576560|XP_001662743.2|AAEG
OG0002166	Yip1d1|NP_609596.1|DMEL	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG
OG0002167	wbl|NP_725867.1|DMEL	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG
OG0002168	gbb|NP_477340.1|DMEL	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG
OG0002169	defl|NP_648352.2|DMEL	LOC5568544|XP_021707598.1|AAEG
OG0002170	ABCD|NP_651906.1|DMEL	LOC5572782|XP_001654181.2|AAEG
OG0002171	CG33108|NP_788728.1|DMEL	LOC5579419|XP_021708592.1|AAEG
OG0002172	hh|NP_001034065.1|DMEL	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG
OG0002173	aurB|NP_477336.1|DMEL	LOC5568277|XP_001657974.1|AAEG
OG0002174	CG8461|NP_650367.1|DMEL	LOC110679174|XP_021708963.1|AAEG
OG0002175	mRpL11|NP_524351.1|DMEL	LOC5566081|XP_021708971.1|AAEG
OG0002176	Prp18|NP_650776.1|DMEL	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG
OG0002177	Scp2|NP_524381.1|DMEL	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG
OG0002178	CG6051|NP_001097943.1|DMEL	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG
OG0002179	lobo|NP_001036757.1|DMEL	LOC5569456|XP_021710812.1|AAEG
OG0002180	hdc|NP_788768.1|DMEL	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG
OG0002181	l_1_G0320|NP_572567.1|DMEL	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG
OG0002182	CG2698|NP_001246976.1|DMEL	LOC5577702|XP_021711690.1|AAEG
OG0002183	mip40|NP_611407.1|DMEL	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG
OG0002184	RpII140|NP_476706.1|DMEL	LOC23687633|XP_011493096.1|AAEG
OG0002185	CG5044|NP_732020.2|DMEL	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG
OG0002186	CG9107|NP_608981.1|DMEL	LOC5567783|XP_001657684.2|AAEG
OG0002187	CCT1|NP_524450.2|DMEL	LOC5571783|XP_001659922.2|AAEG
OG0002188	Not11|NP_726406.1|DMEL	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG
OG0002189	mRpS5|NP_001036652.1|DMEL	LOC5578994|XP_001664173.2|AAEG
OG0002190	Gdh|NP_524470.4|DMEL	LOC5573374|XP_021712991.1|AAEG
OG0002191	Pex16|NP_649252.1|DMEL	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG
OG0002192	bora|NP_649048.1|DMEL	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG
OG0002193	jumu|NP_524302.1|DMEL	LOC5572572|XP_021713041.1|AAEG
OG0002194	CG5646|NP_651568.1|DMEL	LOC5580291|XP_001662917.2|AAEG
OG0002195	CG13605|NP_651214.2|DMEL	LOC5572335|XP_001654025.2|AAEG
OG0002196	MED7|NP_731500.1|DMEL	LOC5567840|XP_001657749.1|AAEG
OG0002197	CG7049|NP_612003.1|DMEL	LOC5569227|XP_021713253.1|AAEG
OG0002198	CG17816|NP_001097706.1|DMEL	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG
OG0002199	RpA-70|NP_524274.1|DMEL	LOC5576838|XP_001662954.2|AAEG
OG0002200	Gip|NP_511106.1|DMEL	LOC5580084|XP_001654840.2|AAEG
OG0002202	CG9297|NP_788674.1|DMEL	LOC5576722|XP_021693362.1|AAEG
OG0002203	Pde6|NP_001262566.1|DMEL	LOC23687451|XP_021693393.1|AAEG
OG0002204	Hr96|NP_524493.1|DMEL	LOC5568910|XP_001658235.3|AAEG
OG0002205	apn|NP_650270.1|DMEL	LOC5568906|XP_001658227.1|AAEG
OG0002206	cd|NP_651081.1|DMEL	LOC5575607|XP_001662097.2|AAEG
OG0002207	fkh|NP_001263038.1|DMEL	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG
OG0002208	mIF2|NP_651621.2|DMEL	LOC5577397|XP_001656471.2|AAEG
OG0002209	Spat|NP_511062.1|DMEL	LOC5573438|XP_001660875.1|AAEG
OG0002210	CG1208|NP_001097692.1|DMEL	LOC5573431|XP_021693614.1|AAEG
OG0002211	Dic1|NP_650279.1|DMEL	LOC23687928|XP_021693634.1|AAEG
OG0002212	CG14285|NP_650773.1|DMEL	LOC5576199|XP_001662538.1|AAEG
OG0002213	twr|NP_649676.1|DMEL	LOC110674166|XP_021693781.1|AAEG
OG0002214	CG34034|NP_001163678.1|DMEL	LOC5569692|XP_021693813.1|AAEG
OG0002215	btsz|NP_001247109.1|DMEL	LOC5577633|XP_021693875.1|AAEG
OG0002216	Cap-D2|NP_651709.1|DMEL	LOC5565144|XP_001649509.2|AAEG
OG0002217	Hexim|NP_731932.1|DMEL	LOC5577581|XP_021694029.1|AAEG
OG0002218	Alg14|NP_573031.1|DMEL	LOC5576138|XP_001662485.2|AAEG
OG0002219	yellow-e|NP_524344.1|DMEL	LOC5575228|XP_021694130.1|AAEG
OG0002220	Ir87a|NP_650290.2|DMEL	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG
OG0002221	Tmc|NP_001303362.1|DMEL	LOC5566135|XP_021699107.1|AAEG
OG0002222	uri|NP_611933.1|DMEL	LOC5566138|XP_001650497.2|AAEG
OG0002223	Vha44|NP_725565.3|DMEL	LOC110680342|XP_021711853.1|AAEG
OG0002224	CG43340|NP_001246184.1|DMEL	LOC5566116|XP_021695406.1|AAEG
OG0002225	frac|NP_001137905.1|DMEL	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG
OG0002226	CG17266|NP_610224.1|DMEL	LOC5578206|XP_001656850.1|AAEG
OG0002227	SLO2|NP_001097259.2|DMEL	LOC5571223|XP_021695800.1|AAEG
OG0002228	pnut|NP_477064.1|DMEL	LOC5571289|XP_021695851.1|AAEG
OG0002229	CG42360|NP_611946.2|DMEL	LOC5571291|XP_001653593.1|AAEG
OG0002230	Taz|NP_477432.3|DMEL	LOC5571286|XP_021695868.1|AAEG
OG0002231	Br140|NP_610266.1|DMEL	LOC5571266|XP_021695918.1|AAEG
OG0002232	grau|NP_788422.1|DMEL	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG
OG0002233	CG10657|NP_648579.3|DMEL	LOC5569904|XP_001658802.1|AAEG
OG0002234	Cpr47Ef|NP_610660.2|DMEL	LOC5579984|XP_001660250.1|AAEG, LOC5571160|XP_021707557.1|AAEG, LOC5571167|XP_001653496.1|AAEG, LOC5571165|XP_001653497.1|AAEG, LOC5571161|XP_001653495.2|AAEG, LOC5579985|XP_021701506.1|AAEG
OG0002235	Liprin-gamma|NP_001097414.1|DMEL	LOC5579251|XP_021696334.1|AAEG
OG0002236	Phm|NP_477225.1|DMEL	LOC5570501|XP_001659177.2|AAEG
OG0002237	MAN1|NP_611873.1|DMEL	LOC5570540|XP_021696462.1|AAEG
OG0002238	koi|NP_001260738.1|DMEL	LOC5569218|XP_021696600.1|AAEG
OG0002239	spt4|NP_610802.1|DMEL	LOC5568112|XP_001652051.1|AAEG
OG0002240	Swim|NP_726176.1|DMEL	LOC5569443|XP_021696660.1|AAEG
OG0002241	CG3437|NP_648318.2|DMEL	LOC5566343|XP_001650739.2|AAEG
OG0002243	CG4335|NP_650886.1|DMEL	LOC5572349|XP_001660308.1|AAEG
OG0002244	CG7839|NP_648431.3|DMEL	LOC5572345|XP_021702613.1|AAEG
OG0002245	CG32369|NP_729296.1|DMEL	LOC5566222|XP_021696874.1|AAEG
OG0002246	CG15236|NP_610241.1|DMEL	LOC110675641|XP_021696886.1|AAEG
OG0002247	Pym|NP_726372.1|DMEL	LOC5576411|XP_001656113.1|AAEG
OG0002248	Hexo1|NP_523924.1|DMEL	LOC5565215|XP_001649548.1|AAEG
OG0002249	CG34461|NP_001097547.1|DMEL	LOC5574899|XP_001655400.1|AAEG
OG0002251	otp|NP_001286654.1|DMEL	LOC5571834|XP_021697158.1|AAEG
OG0002252	CG13442|NP_611511.3|DMEL	LOC110677272|XP_021704095.1|AAEG
OG0002253	CG4622|NP_611929.1|DMEL	LOC5571489|XP_001659733.2|AAEG
OG0002254	niki|NP_651293.1|DMEL	LOC5572700|XP_001660519.2|AAEG
OG0002255	ND-18|NP_573385.1|DMEL	LOC5578538|XP_001663929.2|AAEG
OG0002256	CG33144|NP_788324.1|DMEL	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG
OG0002257	Fbl6|NP_610665.2|DMEL	LOC5578231|XP_021697380.1|AAEG
OG0002258	CG9953|NP_648067.2|DMEL	LOC5571390|XP_021697410.1|AAEG
OG0002259	Gbeta13F|NP_525090.1|DMEL	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG
OG0002260	TORIP|NP_649149.1|DMEL	LOC5579059|XP_001657255.2|AAEG
OG0002261	asf1|NP_524163.1|DMEL	LOC5575236|XP_001656285.1|AAEG
OG0002263	SsRbeta|NP_524103.2|DMEL	LOC5572748|XP_001660576.1|AAEG
OG0002264	Fcp1|NP_611934.1|DMEL	LOC5566364|XP_021697650.1|AAEG
OG0002265	Adi1|NP_001097577.1|DMEL	LOC5565540|XP_001649899.1|AAEG
OG0002266	fln|NP_524174.1|DMEL	LOC5564443|XP_001648786.1|AAEG
