Orthogroup	DMEL.longest_only	ASTE.longest_only
OG0002427	CG31997|NP_726539.1|DMEL	LOC118504325|XP_035894546.1|ASTE
OG0002428	Elys|NP_608340.2|DMEL	LOC118504979|XP_035896015.1|ASTE
OG0002429	Fife|NP_001261340.1|DMEL	LOC118507080|XP_035900956.1|ASTE
OG0002430	Dhx15|NP_610269.1|DMEL	LOC118504270|XP_035894395.1|ASTE
OG0002431	RpL11|NP_477054.1|DMEL	LOC118505814|XP_035898052.1|ASTE
OG0002432	Torsin|NP_572178.1|DMEL	LOC118510663|XP_035908693.1|ASTE
OG0002433	ATPsynD|NP_524402.1|DMEL	LOC118507973|XP_035903198.1|ASTE
OG0002434	SpdS|NP_731384.1|DMEL	LOC118507976|XP_035903216.1|ASTE
OG0002436	CG8067|NP_610922.1|DMEL	LOC118504101|XP_035894078.1|ASTE
OG0002437	CG17716|NP_523731.2|DMEL	LOC118507141|XP_035901068.1|ASTE, LOC118508118|XP_035903517.1|ASTE
OG0002438	trr|NP_726773.2|DMEL	LOC118508224|XP_035903708.1|ASTE
OG0002439	Pfas|NP_477212.1|DMEL	LOC118504329|XP_035894553.1|ASTE
OG0002440	TrpRS-m|NP_649018.2|DMEL	LOC118505971|XP_035898413.1|ASTE
OG0002441	Mmp2|NP_995788.1|DMEL	LOC118505273|XP_035896728.1|ASTE
OG0002442	POSH|NP_523776.1|DMEL	LOC118503525|XP_035892803.1|ASTE
OG0002443	CG30015|NP_001097262.1|DMEL	LOC118505846|XP_035898110.1|ASTE
OG0002444	a|NP_524641.1|DMEL	LOC118504799|XP_035895670.1|ASTE
OG0002445	Echs1|NP_610910.1|DMEL	LOC118507410|XP_035901764.1|ASTE
OG0002446	ave|NP_725413.1|DMEL	LOC118504117|XP_035894101.1|ASTE
OG0002447	Wbp2|NP_648607.3|DMEL	LOC118503398|XP_035892493.1|ASTE
OG0002448	eIF3k|NP_611604.1|DMEL	LOC118507992|XP_035903254.1|ASTE
OG0002449	CG6426|NP_611163.2|DMEL	LOC118507984|XP_035903243.1|ASTE
OG0002450	CG31278|NP_731494.1|DMEL	LOC118502520|XP_035890674.1|ASTE
OG0002451	CG30349|NP_610421.1|DMEL	LOC118503703|XP_035893159.1|ASTE
OG0002452	wrapper|NP_477404.1|DMEL	LOC118503937|XP_035893700.1|ASTE
OG0002453	Rtf1|NP_611665.1|DMEL	LOC118503924|XP_035893647.1|ASTE
OG0002454	CG13887|NP_612062.1|DMEL	LOC118506069|XP_035898623.1|ASTE, LOC118516511|XP_035918335.1|ASTE
OG0002455	JMJD5|NP_612063.2|DMEL	LOC118516513|XP_035918337.1|ASTE, LOC118506067|XP_035898618.1|ASTE, LOC118516330|XP_035918024.1|ASTE
OG0002456	CG42741|NP_611747.2|DMEL	LOC118506036|XP_035898560.1|ASTE
OG0002457	scra|NP_724582.1|DMEL	LOC118507966|XP_035903188.1|ASTE
OG0002458	CG13991|NP_609000.2|DMEL	LOC118512529|XP_035912969.1|ASTE
OG0002459	mip120|NP_001163143.1|DMEL	LOC118507931|XP_035903127.1|ASTE
OG0002460	CG30419|NP_611899.1|DMEL	LOC118505945|XP_035898362.1|ASTE
OG0002461	CG8950|NP_611184.1|DMEL	LOC118507370|XP_035901705.1|ASTE
OG0002462	CG10737|NP_001137711.1|DMEL	LOC118504057|XP_035893982.1|ASTE
OG0002463	Chi|NP_726403.2|DMEL	LOC118510087|XP_035907391.1|ASTE
OG0002464	CG14480|NP_611231.1|DMEL	LOC118508142|XP_035903561.1|ASTE
OG0002465	Tbce|NP_610197.2|DMEL	LOC118508141|XP_035903560.1|ASTE
OG0002466	Pur-alpha|NP_524624.1|DMEL	LOC118516529|XP_035918358.1|ASTE, LOC118506077|XP_035898639.1|ASTE
OG0002467	Lkr|NP_647968.3|DMEL	LOC118504083|XP_035894045.1|ASTE
OG0002468	trn|NP_001261796.1|DMEL	LOC118504128|XP_035894108.1|ASTE
OG0002469	Gel|NP_524865.2|DMEL	LOC118504140|XP_035894127.1|ASTE
OG0002470	CG8237|NP_610425.1|DMEL	LOC118504152|XP_035894174.1|ASTE
OG0002471	prel|NP_610487.3|DMEL	LOC118507191|XP_035901157.1|ASTE
OG0002472	CG42700|NP_001286339.1|DMEL	LOC118507421|XP_035901780.1|ASTE
OG0002473	CG34229|NP_001097276.1|DMEL	LOC118507427|XP_035901790.1|ASTE, LOC118517352|XP_035919245.1|ASTE
OG0002474	RhoGAP71E|NP_001137956.1|DMEL	LOC118505863|XP_035898141.1|ASTE
OG0002475	RpS7|NP_651782.1|DMEL	LOC118506104|XP_035898683.1|ASTE
OG0002476	RpS16|NP_611685.1|DMEL	LOC118507335|XP_035901617.1|ASTE
OG0002477	CG11044|NP_611456.1|DMEL	LOC118507391|XP_035901738.1|ASTE, LOC118517306|XP_035919184.1|ASTE
OG0002478	rib|NP_001261085.1|DMEL	LOC118507747|XP_035902643.1|ASTE, LOC118517292|XP_035919170.1|ASTE
OG0002479	O-fut1|NP_610931.1|DMEL	LOC118504181|XP_035894233.1|ASTE
OG0002480	Gprk1|NP_001036438.1|DMEL	LOC118503899|XP_035893575.1|ASTE
OG0002481	MED18|NP_569948.3|DMEL	LOC118507205|XP_035901181.1|ASTE
OG0002482	CG34236|NP_001097303.2|DMEL	LOC118506103|XP_035898682.1|ASTE
OG0002483	CG4882|NP_477377.1|DMEL	LOC118503393|XP_035892488.1|ASTE
OG0002484	APC10|NP_611223.4|DMEL	LOC118503400|XP_035892496.1|ASTE
OG0002485	stmA|NP_001014513.1|DMEL	LOC118504058|XP_035893984.1|ASTE
OG0002486	CG14184|NP_649173.1|DMEL	LOC118508093|XP_035903465.1|ASTE
OG0002487	Slmap|NP_001036399.1|DMEL	LOC118516470|XP_035918267.1|ASTE, LOC118505890|XP_035898231.1|ASTE
OG0002488	GlcT|NP_611636.1|DMEL	LOC118503354|XP_035892434.1|ASTE
OG0002489	nes|NP_524157.2|DMEL	LOC118503094|XP_035891881.1|ASTE
OG0002490	CG11099|NP_611457.1|DMEL	LOC118508109|XP_035903496.1|ASTE
OG0002491	MED1|NP_649341.1|DMEL	LOC118506139|XP_035898780.1|ASTE
OG0002492	pAbp|NP_476667.1|DMEL	LOC118503732|XP_035893240.1|ASTE
OG0002493	CG8272|NP_001260812.1|DMEL	LOC118503735|XP_035893245.1|ASTE
OG0002495	igl|NP_477060.1|DMEL	LOC118508169|XP_035903611.1|ASTE
OG0002496	Kaz-m1|NP_524507.1|DMEL	LOC118504264|XP_035894386.1|ASTE
OG0002498	CG32437|NP_730625.1|DMEL	LOC118514598|XP_035917488.1|ASTE
OG0002508	Rip11|NP_573313.2|DMEL	LOC118505390|XP_035896997.1|ASTE
OG0002509	DCTN4-p62|NP_610311.1|DMEL	LOC118503652|XP_035893069.1|ASTE
OG0002510	Cda4|NP_728468.1|DMEL	LOC118517388|XP_035919332.1|ASTE
OG0002511	rin|NP_524907.2|DMEL	LOC118510538|XP_035908393.1|ASTE
OG0002512	dati|NP_001245421.1|DMEL	LOC118509606|XP_035906301.1|ASTE
OG0002513	Mpi|NP_649940.1|DMEL	LOC118509495|XP_035906047.1|ASTE
OG0002514	Sac1|NP_612087.1|DMEL	LOC118503848|XP_035893453.1|ASTE
OG0002516	CLS|NP_651418.1|DMEL	LOC118508560|XP_035904354.1|ASTE
OG0002517	Nna1|NP_001285225.1|DMEL	LOC118505244|XP_035896693.1|ASTE
OG0002518	CG7126|NP_650709.3|DMEL	LOC118517033|XP_035918814.1|ASTE
OG0002519	Rbpn-5|NP_611545.1|DMEL	LOC118510575|XP_035908461.1|ASTE
OG0002520	Usp30|NP_572274.1|DMEL	LOC118510595|XP_035908495.1|ASTE
OG0002521	CG32547|NP_728174.2|DMEL	LOC118510758|XP_035908899.1|ASTE
OG0002522	Nup43|NP_650716.2|DMEL	LOC118503982|XP_035893819.1|ASTE
OG0002523	qless|NP_733425.1|DMEL	LOC118505575|XP_035897424.1|ASTE, LOC118516169|XP_035917999.1|ASTE
OG0002524	Usp16-45|NP_572220.1|DMEL	LOC118512350|XP_035912543.1|ASTE
OG0002525	Srp54k|NP_523931.1|DMEL	LOC118507843|XP_035902867.1|ASTE
OG0002526	Fkbp39|NP_524364.2|DMEL	LOC118512989|XP_035914137.1|ASTE
OG0002528	C3G|NP_572350.2|DMEL	LOC118503527|XP_035892808.1|ASTE
OG0002529	Sf3a1|NP_650583.1|DMEL	LOC118504189|XP_035894257.1|ASTE
OG0002530	CG10268|NP_609992.1|DMEL	LOC118517371|XP_035919283.1|ASTE, LOC118517364|XP_035919275.1|ASTE
OG0002531	CG9135|NP_608985.1|DMEL	LOC118504538|XP_035895001.1|ASTE
OG0002532	RpL15|NP_001104430.1|DMEL	LOC118511886|XP_035911406.1|ASTE, LOC118516452|XP_035918241.1|ASTE
OG0002533	CG12576|NP_608465.1|DMEL	LOC118517363|XP_035919273.1|ASTE
OG0002534	Egm|NP_610687.1|DMEL	LOC118517469|XP_035919535.1|ASTE
OG0002535	SmydA-2|NP_649084.1|DMEL	LOC118503150|XP_035892011.1|ASTE
OG0002536	Bub3|NP_477381.1|DMEL	LOC118512168|XP_035912146.1|ASTE, LOC118506053|XP_035898588.1|ASTE
OG0002537	Rsph4a|NP_611869.1|DMEL	LOC118513374|XP_035914903.1|ASTE
OG0002539	TyrRS-m|NP_611967.1|DMEL	LOC118508638|XP_035904392.1|ASTE
OG0002540	Surf4|NP_477222.1|DMEL	LOC118512744|XP_035913527.1|ASTE, LOC118513058|XP_035914299.1|ASTE
OG0002541	CG8611|NP_788922.1|DMEL	LOC118512467|XP_035912840.1|ASTE, LOC118516402|XP_035918157.1|ASTE
OG0002542	CG14220|NP_608325.1|DMEL	LOC118517257|XP_035919127.1|ASTE, LOC118509608|XP_035906311.1|ASTE, LOC118517433|XP_035919447.1|ASTE
OG0002543	Bap60|NP_511143.2|DMEL	LOC118504388|XP_035894691.1|ASTE, LOC118517318|XP_035919190.1|ASTE, LOC118509376|XP_035905810.1|ASTE
OG0002544	PSR|NP_001262832.1|DMEL	LOC118512658|XP_035913287.1|ASTE, LOC118512903|XP_035913917.1|ASTE
OG0002545	sta|NP_476750.1|DMEL	LOC118506277|XP_035899087.1|ASTE
OG0002547	sqh|NP_511057.1|DMEL	LOC118511076|XP_035909643.1|ASTE, LOC118506951|XP_035900663.1|ASTE
OG0002548	CG1806|NP_572773.1|DMEL	LOC118504305|XP_035894503.1|ASTE
OG0002549	RhoGAP15B|NP_573183.2|DMEL	LOC118511409|XP_035910362.1|ASTE
OG0002550	inaE|NP_001138195.1|DMEL	LOC118511019|XP_035909497.1|ASTE
OG0002551	Rift|NP_651901.3|DMEL	LOC118513200|XP_035914630.1|ASTE
OG0002552	RPA2|NP_610077.1|DMEL	LOC118509143|XP_035905242.1|ASTE
OG0002553	Cp110|NP_001285531.1|DMEL	LOC118502525|XP_035890682.1|ASTE, LOC118516396|XP_035918154.1|ASTE
OG0002554	CG15891|NP_001284939.1|DMEL	LOC118511133|XP_035909760.1|ASTE
OG0002555	CG4078|NP_572254.1|DMEL	LOC118506047|XP_035898575.1|ASTE
OG0002556	IPIP|NP_608984.2|DMEL	LOC118508260|XP_035903781.1|ASTE
OG0002557	Tim9a|NP_572881.1|DMEL	LOC118508144|XP_035903568.1|ASTE
OG0002558	Rpt5|NP_524464.1|DMEL	LOC118504220|XP_035894320.1|ASTE, LOC118505771|XP_035897924.1|ASTE
OG0002559	l_3_80Fg|NP_001015188.2|DMEL	LOC118512460|XP_035912827.1|ASTE, LOC118512932|XP_035913989.1|ASTE
OG0002560	Ktl|NP_650926.1|DMEL	LOC118517421|XP_035919423.1|ASTE
OG0002561	CG11779|NP_650786.2|DMEL	LOC118517424|XP_035919429.1|ASTE
OG0002562	CG1572|NP_572726.1|DMEL	LOC118504241|XP_035894360.1|ASTE
OG0002564	Osi23|NP_651794.2|DMEL	LOC118517597|XP_035919780.1|ASTE
OG0002565	Vps15|NP_649868.1|DMEL	LOC118515673|XP_035917938.1|ASTE
OG0002566	PKD|NP_001262705.1|DMEL	LOC118509714|XP_035906698.1|ASTE
OG0002567	CG16721|NP_572275.1|DMEL	LOC118506168|XP_035898835.1|ASTE
OG0002568	CG8236|NP_649830.2|DMEL	LOC118509567|XP_035906221.1|ASTE, LOC118509755|XP_035906782.1|ASTE
OG0002569	DNApol-alpha60|NP_652001.2|DMEL	LOC118516414|XP_035918170.1|ASTE, LOC118509551|XP_035906195.1|ASTE
OG0002570	CG31224|NP_732361.1|DMEL	LOC118516453|XP_035918246.1|ASTE
OG0002571	CG14301|NP_650734.2|DMEL	LOC118510736|XP_035908841.1|ASTE
OG0002572	Or56a|NP_523796.2|DMEL	LOC118506200|XP_035898901.1|ASTE
OG0002573	CG10864|NP_650726.1|DMEL	LOC118509837|XP_035906926.1|ASTE
OG0002574	hmw|NP_650714.1|DMEL	LOC118511632|XP_035910837.1|ASTE
OG0002575	CG31211|NP_788641.1|DMEL	LOC118517402|XP_035919360.1|ASTE
OG0002576	su_f_|NP_001015241.3|DMEL	LOC118506845|XP_035900462.1|ASTE
OG0002577	CG7630|NP_652413.1|DMEL	LOC118508054|XP_035903400.1|ASTE
OG0002578	CG15439|NP_608836.1|DMEL	LOC118517481|XP_035919555.1|ASTE
OG0002579	Rh5|NP_477096.1|DMEL	LOC118511176|XP_035909823.1|ASTE
OG0002580	CG8768|NP_610813.3|DMEL	LOC118510246|XP_035907716.1|ASTE
OG0002581	sba|NP_001262888.1|DMEL	LOC118516055|XP_035917986.1|ASTE
OG0002582	Pnn|NP_001097727.1|DMEL	LOC118502663|XP_035891018.1|ASTE
OG0002583	Nuak1|NP_001369005.1|DMEL	LOC118508280|XP_035903814.1|ASTE
OG0002584	CG9666|NP_001137973.1|DMEL	LOC118511926|XP_035911489.1|ASTE
OG0002586	dnk|NP_524399.1|DMEL	LOC118516567|XP_035918426.1|ASTE, LOC118505597|XP_035897512.1|ASTE
OG0002587	CG9636|NP_649774.1|DMEL	LOC118516566|XP_035918422.1|ASTE, LOC118505596|XP_035897511.1|ASTE
OG0002588	Naa80|NP_001014612.1|DMEL	LOC118507509|XP_035901942.1|ASTE
OG0002589	CG6420|NP_651499.2|DMEL	LOC118504558|XP_035895061.1|ASTE
OG0002590	SMC3|NP_523374.2|DMEL	LOC118516413|XP_035918168.1|ASTE, LOC118509550|XP_035906193.1|ASTE
OG0002591	wts|NP_733403.1|DMEL	LOC118507059|XP_035900918.1|ASTE
OG0002592	CG12880|NP_651580.3|DMEL	LOC118505582|XP_035897435.1|ASTE
OG0002593	unc80|NP_001263024.1|DMEL	LOC118505585|XP_035897442.1|ASTE
OG0002594	foxo|NP_650330.3|DMEL	LOC118505591|XP_035897462.1|ASTE
OG0002595	gukh|NP_732393.1|DMEL	LOC118505595|XP_035897510.1|ASTE, LOC118516564|XP_035918419.1|ASTE
OG0002596	side-IV|NP_001034052.2|DMEL	LOC118506469|XP_035899537.1|ASTE
OG0002597	Invadolysin|NP_652072.1|DMEL	LOC118504487|XP_035894899.1|ASTE
OG0002598	klg|NP_524454.2|DMEL	LOC118508473|XP_035904176.1|ASTE
OG0002599	side-VII|NP_649933.1|DMEL	LOC118506374|XP_035899292.1|ASTE, LOC118516700|XP_035918540.1|ASTE
OG0002600	CG1418|NP_610539.1|DMEL	LOC118507557|XP_035902039.1|ASTE
OG0002601	tin|NP_524433.1|DMEL	LOC118507544|XP_035902017.1|ASTE
OG0002602	snu|NP_651628.1|DMEL	LOC118507535|XP_035902000.1|ASTE
OG0002603	sima|NP_001287599.1|DMEL	LOC118504472|XP_035894878.1|ASTE
OG0002604	CG7950|NP_651770.1|DMEL	LOC118504474|XP_035894880.1|ASTE
OG0002605	CG6225|NP_001097759.1|DMEL	LOC118502919|XP_035891547.1|ASTE
OG0002606	flfl|NP_731849.2|DMEL	LOC118506777|XP_035900271.1|ASTE
OG0002607	PIG-H|NP_649755.1|DMEL	LOC118506782|XP_035900288.1|ASTE
OG0002608	tara|NP_524994.2|DMEL	LOC118502567|XP_035890781.1|ASTE
OG0002609	RnrS|NP_525111.1|DMEL	LOC118513289|XP_035914754.1|ASTE
OG0002610	Oga|NP_650956.1|DMEL	LOC118503564|XP_035892869.1|ASTE
OG0002611	CG8135|NP_649890.1|DMEL	LOC118508299|XP_035903845.1|ASTE
OG0002612	Sirt2|NP_650880.3|DMEL	LOC118504475|XP_035894881.1|ASTE
OG0002613	eIF4EHP|NP_001163710.1|DMEL	LOC118504486|XP_035894898.1|ASTE
OG0002614	plum|NP_651482.3|DMEL	LOC118504479|XP_035894883.1|ASTE
OG0002615	Atg2|NP_647748.1|DMEL	LOC118502832|XP_035891400.1|ASTE
OG0002616	Klp98A|NP_524532.2|DMEL	LOC118502678|XP_035891075.1|ASTE
OG0002617	Calr|NP_524293.2|DMEL	LOC118506357|XP_035899262.1|ASTE
OG0002618	eIF3a|NP_649470.2|DMEL	LOC118504683|XP_035895390.1|ASTE
OG0002619	cher|NP_001262659.2|DMEL	LOC118507881|XP_035902985.1|ASTE
OG0002620	atl|NP_651274.1|DMEL	LOC118505548|XP_035897389.1|ASTE
OG0002621	wfs1|NP_651079.2|DMEL	LOC118503372|XP_035892459.1|ASTE
OG0002622	CG5027|NP_648847.3|DMEL	LOC118510556|XP_035908431.1|ASTE
OG0002623	CG8420|NP_649869.1|DMEL	LOC118503282|XP_035892262.1|ASTE
OG0002624	dnd|NP_650995.1|DMEL	LOC118503286|XP_035892267.1|ASTE
OG0002625	Eip93F|NP_001097865.1|DMEL	LOC118503280|XP_035892251.1|ASTE
OG0002626	spidey|NP_572420.1|DMEL	LOC118506151|XP_035898800.1|ASTE
OG0002627	Nrx-1|NP_001262840.1|DMEL	LOC118506889|XP_035900550.1|ASTE
OG0002628	CG42675|NP_001262302.1|DMEL	LOC118506909|XP_035900595.1|ASTE
OG0002629	pros|NP_001247045.1|DMEL	LOC118506883|XP_035900538.1|ASTE
OG0002630	alpha-Man-IIb|NP_650494.2|DMEL	LOC118505873|XP_035898189.1|ASTE
OG0002631	Mink|NP_651312.2|DMEL	LOC118507894|XP_035903037.1|ASTE
OG0002632	140up|NP_476951.1|DMEL	LOC118506445|XP_035899474.1|ASTE
OG0002633	Vti1b|NP_001138075.1|DMEL	LOC118505406|XP_035897047.1|ASTE
OG0002634	su_Hw_|NP_524349.1|DMEL	LOC118505401|XP_035897027.1|ASTE
OG0002635	CG9467|NP_001369000.1|DMEL	LOC118502842|XP_035891424.1|ASTE
OG0002636	aux|NP_649438.1|DMEL	LOC118507863|XP_035902960.1|ASTE
OG0002637	JhI-21|NP_609542.1|DMEL	LOC118507836|XP_035902833.1|ASTE
OG0002638	Acph-1|NP_733332.1|DMEL	LOC118506923|XP_035900613.1|ASTE
OG0002639	glo|NP_650120.1|DMEL	LOC118504444|XP_035894822.1|ASTE
OG0002640	Cht5|NP_650314.1|DMEL	LOC118502399|XP_035890514.1|ASTE
OG0002641	CG9288|NP_650316.1|DMEL	LOC118508324|XP_035903887.1|ASTE, LOC118517056|XP_035918797.1|ASTE
OG0002642	CG9286|NP_650317.3|DMEL	LOC118505809|XP_035898044.1|ASTE
OG0002643	Dip-B|NP_650318.1|DMEL	LOC118505808|XP_035898041.1|ASTE
OG0002644	Osi6|NP_649625.2|DMEL	LOC118502939|XP_035891583.1|ASTE
OG0002645	NPFR|NP_001246947.1|DMEL	LOC118502932|XP_035891571.1|ASTE
OG0002646	CG6607|NP_651266.1|DMEL	LOC118506368|XP_035899284.1|ASTE, LOC118515296|XP_035917865.1|ASTE
OG0002647	CG9667|NP_649768.2|DMEL	LOC118515294|XP_035917864.1|ASTE, LOC118506370|XP_035899285.1|ASTE
OG0002648	ELOVL|NP_649754.1|DMEL	LOC118504696|XP_035895416.1|ASTE
OG0002649	CG6800|NP_650984.1|DMEL	LOC118507512|XP_035901946.1|ASTE
OG0002650	CG7878|NP_649767.1|DMEL	LOC118507896|XP_035903044.1|ASTE
OG0002651	asun|NP_524379.2|DMEL	LOC118508441|XP_035904125.1|ASTE
OG0002652	CG5697|NP_650932.1|DMEL	LOC118504418|XP_035894745.1|ASTE
OG0002653	Ppn|NP_788752.2|DMEL	LOC118505142|XP_035896387.1|ASTE
OG0002654	Dhc98D|NP_524541.3|DMEL	LOC118505140|XP_035896385.1|ASTE
OG0002655	CG42668|NP_001189250.2|DMEL	LOC118505780|XP_035897950.1|ASTE
OG0002656	poly|NP_524343.2|DMEL	LOC118505436|XP_035897111.1|ASTE
OG0002657	CG8516|NP_649951.1|DMEL	LOC118507840|XP_035902856.1|ASTE
OG0002658	CG15561|NP_651851.1|DMEL	LOC118503278|XP_035892249.1|ASTE
OG0002659	wdn|NP_476900.1|DMEL	LOC118505691|XP_035897723.1|ASTE
OG0002660	CG9941|NP_572915.1|DMEL	LOC118511932|XP_035911506.1|ASTE
OG0002661	larp|NP_733244.5|DMEL	LOC118511936|XP_035911516.1|ASTE
OG0002662	key|NP_001246503.1|DMEL	LOC118513093|XP_035914387.1|ASTE
OG0002663	beta-PheRS|NP_651237.1|DMEL	LOC118503591|XP_035892937.1|ASTE
OG0002664	l_2_gl|NP_722584.1|DMEL	LOC118503269|XP_035892222.1|ASTE
OG0002665	RagC-D|NP_610361.1|DMEL	LOC118512094|XP_035911951.1|ASTE
OG0002666	Lpin|NP_610359.2|DMEL	LOC118508861|XP_035904512.1|ASTE
OG0002667	Cdc2rk|NP_523674.1|DMEL	LOC118511456|XP_035910450.1|ASTE
OG0002668	drpr|NP_001261276.1|DMEL	LOC118510197|XP_035907613.1|ASTE
OG0002669	CG13096|NP_609236.2|DMEL	LOC118510199|XP_035907624.1|ASTE
OG0002670	Hn|NP_523963.2|DMEL	LOC118513118|XP_035914410.1|ASTE
OG0002671	Snmp2|NP_001163372.1|DMEL	LOC118513129|XP_035914439.1|ASTE
OG0002672	Gyg|NP_001286666.1|DMEL	LOC118512063|XP_035911819.1|ASTE
OG0002673	Adk2|NP_523836.2|DMEL	LOC118513613|XP_035915557.1|ASTE, LOC118517284|XP_035919150.1|ASTE
OG0002674	magu|NP_724871.1|DMEL	LOC118512202|XP_035912201.1|ASTE
OG0002675	mus312|NP_729234.2|DMEL	LOC118512061|XP_035911814.1|ASTE
OG0002676	Usp15-31|NP_611959.2|DMEL	LOC118512069|XP_035911848.1|ASTE
OG0002677	pwn|NP_610267.2|DMEL	LOC118512067|XP_035911844.1|ASTE
OG0002678	CG9062|NP_001260886.1|DMEL	LOC118506129|XP_035898756.1|ASTE
OG0002679	Unc-89|NP_001097440.1|DMEL	LOC118509019|XP_035904931.1|ASTE
OG0002680	CG17829|NP_652054.1|DMEL	LOC118507658|XP_035902327.1|ASTE
OG0002681	Pu|NP_726038.1|DMEL	LOC118509601|XP_035906286.1|ASTE, LOC118516337|XP_035918039.1|ASTE
OG0002682	HDAC1|NP_647918.2|DMEL	LOC118509836|XP_035906922.1|ASTE
OG0002683	CG7963|NP_649798.3|DMEL	LOC118506407|XP_035899374.1|ASTE
OG0002684	Had1|NP_573114.2|DMEL	LOC118510134|XP_035907504.1|ASTE, LOC118516924|XP_035918661.1|ASTE
OG0002685	bab1|NP_728565.1|DMEL	LOC118513007|XP_035914164.1|ASTE
OG0002686	CG15877|NP_647718.1|DMEL	LOC118510251|XP_035907730.1|ASTE, LOC118517274|XP_035919141.1|ASTE
OG0002687	Gbs-76A|NP_649104.1|DMEL	LOC118516849|XP_035918599.1|ASTE, LOC118510499|XP_035908292.1|ASTE
OG0002688	CG7724|NP_648957.1|DMEL	LOC118514455|XP_035917265.1|ASTE
OG0002689	Chrac-16|NP_572776.1|DMEL	LOC118512206|XP_035912212.1|ASTE
OG0002690	Adck5|NP_648446.1|DMEL	LOC118510501|XP_035908297.1|ASTE, LOC118516851|XP_035918603.1|ASTE
OG0002691	MED23|NP_611735.1|DMEL	LOC118516852|XP_035918606.1|ASTE, LOC118510507|XP_035908309.1|ASTE
OG0002692	yki|NP_001350857.1|DMEL	LOC118516856|XP_035918610.1|ASTE, LOC118510514|XP_035908319.1|ASTE
OG0002693	CG7970|NP_001303378.1|DMEL	LOC118510523|XP_035908361.1|ASTE
OG0002694	CG12910|NP_610569.1|DMEL	LOC118517288|XP_035919157.1|ASTE, LOC118513605|XP_035915538.1|ASTE
OG0002695	Txl|NP_523938.2|DMEL	LOC118511565|XP_035910697.1|ASTE
OG0002696	UQCR-C2|NP_648905.1|DMEL	LOC118510455|XP_035908180.1|ASTE
OG0002697	CG32365|NP_729304.1|DMEL	LOC118509538|XP_035906158.1|ASTE
OG0002698	PAN3|NP_647767.1|DMEL	LOC118512738|XP_035913496.1|ASTE
OG0002699	CG43780|NP_648105.1|DMEL	LOC118512743|XP_035913523.1|ASTE
OG0002700	Mbs|NP_001246786.1|DMEL	LOC118513089|XP_035914358.1|ASTE
OG0002701	eIF2Bdelta|NP_611790.1|DMEL	LOC118513091|XP_035914384.1|ASTE
OG0002702	egl|NP_726360.3|DMEL	LOC118511540|XP_035910628.1|ASTE
OG0002704	CG8079|NP_611023.1|DMEL	LOC118509492|XP_035906040.1|ASTE
OG0002705	sfl|NP_523946.1|DMEL	LOC118509501|XP_035906052.1|ASTE
OG0002706	dare|NP_477150.1|DMEL	LOC118509931|XP_035907153.1|ASTE
OG0002707	p130CAS|NP_001097456.2|DMEL	LOC118510066|XP_035907350.1|ASTE
OG0002708	CG13049|NP_730133.1|DMEL	LOC118505259|XP_035896711.1|ASTE, LOC118514283|XP_035916918.1|ASTE
OG0002709	shrb|NP_610462.3|DMEL	LOC118509759|XP_035906783.1|ASTE
OG0002710	CG9344|NP_611528.1|DMEL	LOC118509786|XP_035906821.1|ASTE
OG0002711	CG15649|NP_001163220.1|DMEL	LOC118509783|XP_035906816.1|ASTE
OG0002712	Mapmodulin|NP_001097361.1|DMEL	LOC118509725|XP_035906712.1|ASTE
OG0002713	Amph|NP_523717.1|DMEL	LOC118509683|XP_035906619.1|ASTE
OG0002714	Gdap2|NP_724597.1|DMEL	LOC118509653|XP_035906494.1|ASTE
OG0002715	wus|NP_573180.1|DMEL	LOC118516347|XP_035918052.1|ASTE, LOC118511359|XP_035910213.1|ASTE
OG0002716	NaCP60E|NP_001261172.1|DMEL	LOC118511420|XP_035910393.1|ASTE
OG0002717	CG11737|NP_649803.1|DMEL	LOC118511424|XP_035910400.1|ASTE
OG0002718	bin|NP_523950.2|DMEL	LOC118510345|XP_035907931.1|ASTE
OG0002719	TfIIFbeta|NP_524305.2|DMEL	LOC118510418|XP_035908080.1|ASTE
OG0002720	CG4603|NP_001261435.1|DMEL	LOC118510419|XP_035908081.1|ASTE
OG0002721	DCTN6-p27|NP_609949.1|DMEL	LOC118514212|XP_035916801.1|ASTE
OG0002722	unpg|NP_477146.1|DMEL	LOC118509233|XP_035905434.1|ASTE
OG0002723	ND-19|NP_611954.2|DMEL	LOC118510548|XP_035908411.1|ASTE
OG0002724	Wsck|NP_733018.1|DMEL	LOC118514223|XP_035916814.1|ASTE
OG0002725	PIG-F|NP_649134.3|DMEL	LOC118512308|XP_035912444.1|ASTE
OG0002726	CG1275|NP_647703.1|DMEL	LOC118512902|XP_035913910.1|ASTE
OG0002727	PIG-C|NP_001350858.1|DMEL	LOC118510379|XP_035908017.1|ASTE
OG0002728	fra|NP_523716.2|DMEL	LOC118510476|XP_035908237.1|ASTE
OG0002729	Mocs1|NP_788494.1|DMEL	LOC118510483|XP_035908256.1|ASTE
OG0002730	stj|NP_001246303.1|DMEL	LOC118512916|XP_035913952.1|ASTE
OG0002731	MED14|NP_728534.2|DMEL	LOC118510551|XP_035908417.1|ASTE
OG0002732	Hen1|NP_610732.1|DMEL	LOC118516359|XP_035918088.1|ASTE, LOC118512770|XP_035913567.1|ASTE
