Orthogroup	DMEL.longest_only	CQUI.longest_only
OG0001707	orb|NP_524460.2|DMEL	LOC6042423|XP_038104240.1|CQUI
OG0001708	primo-1|NP_001027186.1|DMEL	LOC6039909|XP_001849407.2|CQUI
OG0001709	Claspin|NP_728981.1|DMEL	LOC6041726|XP_038122907.1|CQUI
OG0001710	CG6656|NP_650991.1|DMEL	LOC6040133|XP_001849591.2|CQUI, LOC6040873|XP_001850203.1|CQUI
OG0001711	lqfR|NP_732736.2|DMEL	LOC119766888|XP_038109163.1|CQUI, LOC6046294|XP_038106161.1|CQUI
OG0001712	Rab7|NP_524472.1|DMEL	LOC6041358|XP_001850628.1|CQUI
OG0001713	CG5214|NP_650064.1|DMEL	LOC6035505|XP_001845679.1|CQUI
OG0001714	cno|NP_524232.2|DMEL	LOC6039666|XP_038122615.1|CQUI
OG0001715	RSG7|NP_523380.2|DMEL	LOC6048329|XP_038118337.1|CQUI, LOC6040675|XP_038122584.1|CQUI
OG0001716	alpha-PheRS|NP_572448.1|DMEL	LOC6035411|XP_001845604.1|CQUI
OG0001717	Vps13B|NP_651753.2|DMEL	LOC6045596|XP_038105790.1|CQUI
OG0001719	pnt|NP_524461.2|DMEL	LOC6040900|XP_038104586.1|CQUI
OG0001720	CG14692|NP_650019.6|DMEL	LOC6040916|XP_038104970.1|CQUI
OG0001721	ato|NP_731223.1|DMEL	LOC6036809|XP_001846803.2|CQUI, LOC6036808|XP_001846802.2|CQUI, LOC6036807|XP_001846801.2|CQUI
OG0001722	Diap1|NP_524101.2|DMEL	LOC6032833|XP_001843370.1|CQUI
OG0001723	Cndp2|NP_610181.2|DMEL	LOC6050945|XP_001867458.1|CQUI
OG0001724	Sdc|NP_001163238.2|DMEL	LOC6052662|XP_038121953.1|CQUI
OG0001725	Pfk|NP_001246234.1|DMEL	LOC6041022|XP_038122386.1|CQUI
OG0001726	CG11456|NP_649265.1|DMEL	LOC6049583|XP_038121941.1|CQUI
OG0001727	CG33110|NP_788716.1|DMEL	LOC6035294|XP_001845514.2|CQUI
OG0001728	ERp60|NP_725084.2|DMEL	LOC6049347|XP_038118815.1|CQUI
OG0001729	zip|NP_523860.2|DMEL	LOC6049354|XP_038118662.1|CQUI
OG0001730	PLCXD|NP_609541.1|DMEL	LOC6041179|XP_038117743.1|CQUI, LOC6041180|XP_038117741.1|CQUI
OG0001732	B9d2|NP_001188704.1|DMEL	LOC6052396|XP_001868677.2|CQUI, LOC119767123|XP_038110744.1|CQUI, LOC6031836|XP_038117068.1|CQUI, LOC6044964|XP_001862389.2|CQUI
OG0001733	CG30392|NP_611572.2|DMEL	LOC6043697|XP_001861323.2|CQUI
OG0001734	CNT2|NP_610446.1|DMEL	LOC6043698|XP_038117261.1|CQUI
OG0001735	CG5664|NP_649314.2|DMEL	LOC6040583|XP_001849963.2|CQUI
OG0001736	CG15093|NP_611373.1|DMEL	LOC6048738|XP_001865614.2|CQUI
OG0001737	CG30183|NP_611819.2|DMEL	LOC6037311|XP_038115534.1|CQUI
OG0001739	CG14464|NP_001036466.2|DMEL	LOC6041340|XP_001850617.1|CQUI
OG0001740	Ice1|NP_611786.1|DMEL	LOC6036294|XP_038116515.1|CQUI
OG0001742	Ccs|NP_001163108.1|DMEL	LOC6036265|XP_001846332.2|CQUI
OG0001743	CG8001|NP_647657.1|DMEL	LOC6036262|XP_038119186.1|CQUI
OG0001744	l_2_01289|NP_001163065.1|DMEL	LOC6054588|XP_038121964.1|CQUI
OG0001745	CG42260|NP_001356969.1|DMEL	LOC119769222|XP_038117074.1|CQUI, LOC6038595|XP_038118253.1|CQUI, LOC6038593|XP_038118254.1|CQUI
OG0001746	CG8003|NP_648406.1|DMEL	LOC6036558|XP_001846598.2|CQUI
OG0001747	grh|NP_476845.2|DMEL	LOC6036201|XP_038120017.1|CQUI
OG0001748	mfr|NP_001137919.1|DMEL	LOC6033564|XP_038117165.1|CQUI
OG0001749	SIFa|NP_001246496.1|DMEL	LOC6036422|XP_001846474.1|CQUI
OG0001750	Start1|NP_001246495.1|DMEL	LOC6036421|XP_038119048.1|CQUI
OG0001751	blot|NP_524125.2|DMEL	LOC6042855|XP_038114678.1|CQUI
OG0001752	CG13288|NP_001261455.1|DMEL	LOC6040996|XP_038119438.1|CQUI
OG0001753	CG42324|NP_647819.3|DMEL	LOC6054690|XP_038115069.1|CQUI, LOC6031315|XP_038115068.1|CQUI
OG0001754	muskelin|NP_610801.1|DMEL	LOC6050843|XP_001867373.2|CQUI
OG0001755	CG32264|NP_728897.1|DMEL	LOC6052250|XP_038120707.1|CQUI
OG0001756	Rho1|NP_477098.1|DMEL	LOC6053151|XP_038114960.1|CQUI
OG0001757	imd|NP_573394.1|DMEL	LOC6043790|XP_038121470.1|CQUI
OG0001758	bru3|NP_001369050.1|DMEL	LOC6043689|XP_038120429.1|CQUI
OG0001759	Mtap|NP_001261049.1|DMEL	LOC6033506|XP_001843947.2|CQUI
OG0001760	Rad51D|NP_610466.2|DMEL	LOC6053983|XP_001869974.2|CQUI
OG0001761	MFS16|NP_726048.1|DMEL	LOC6030821|XP_038116016.1|CQUI
OG0001762	AkhR|NP_995639.1|DMEL	LOC6032229|XP_038120484.1|CQUI, LOC119767059|XP_038110416.1|CQUI
OG0001763	Nha1|NP_723224.2|DMEL	LOC6042603|XP_038108791.1|CQUI
OG0001764	Dhfr|NP_001036720.1|DMEL	LOC6046458|XP_001863652.1|CQUI, LOC6047560|XP_001864605.2|CQUI
OG0001765	brp|NP_001246228.1|DMEL	LOC6051485|XP_038107849.1|CQUI
OG0001766	CG17834|NP_609242.2|DMEL	LOC6032480|XP_038113756.1|CQUI
OG0001767	CG34393|NP_608753.2|DMEL	LOC6038630|XP_038111107.1|CQUI
OG0001768	RpLP1|NP_476630.1|DMEL	LOC6043200|XP_001857537.1|CQUI
OG0001769	dsf|NP_477140.1|DMEL	LOC6032939|XP_038112351.1|CQUI
OG0001770	SmydA-3|NP_609464.1|DMEL	LOC6031963|XP_001842639.2|CQUI, LOC6031964|XP_001842640.2|CQUI, LOC6031965|XP_001842641.2|CQUI
OG0001771	Thor|NP_477295.1|DMEL	LOC6036359|XP_001846418.2|CQUI
OG0001772	RnrL|NP_477027.1|DMEL	LOC6037387|XP_001847305.2|CQUI
OG0001774	egg|NP_611966.3|DMEL	LOC6050045|XP_038113995.1|CQUI
OG0001776	CG31637|NP_609043.1|DMEL	LOC6031792|XP_001842500.2|CQUI
OG0001777	chm|NP_609117.4|DMEL	LOC6038084|XP_038107632.1|CQUI
OG0001778	fzy|NP_477501.1|DMEL	LOC6048084|XP_038107441.1|CQUI
OG0001779	CG44153|NP_001097136.2|DMEL	LOC6038075|XP_038113585.1|CQUI
OG0001781	lok|NP_477219.1|DMEL	LOC6041564|XP_001850809.2|CQUI
OG0001782	CG42784|NP_001188798.2|DMEL	LOC6042229|XP_038107954.1|CQUI
OG0001783	Tsp29Fb|NP_523516.1|DMEL	LOC6031827|XP_038111291.1|CQUI
OG0001784	CG31935|NP_608608.2|DMEL	LOC6041615|XP_038107354.1|CQUI
OG0001785	Smyd4-1|NP_724802.1|DMEL	LOC6042128|XP_038111879.1|CQUI
OG0001786	CG4497|NP_609102.1|DMEL	LOC6042125|XP_038111657.1|CQUI
OG0001787	CG13784|NP_001260176.1|DMEL	LOC6040864|XP_038108373.1|CQUI
OG0001789	CG3085|NP_611752.1|DMEL	LOC6048506|XP_001865416.1|CQUI
OG0001790	CG5171|NP_001188709.1|DMEL	LOC6041779|XP_001850996.1|CQUI
OG0001791	E_Pc_|NP_001260897.1|DMEL	LOC6034040|XP_001844420.1|CQUI, LOC6043078|XP_038108346.1|CQUI
OG0001792	ham|NP_724130.4|DMEL	LOC6045612|XP_038111898.1|CQUI
OG0001793	Shrm|NP_001097307.1|DMEL	LOC6046544|XP_038112495.1|CQUI
OG0001794	cact|NP_476942.1|DMEL	LOC6036321|XP_038109201.1|CQUI
OG0001795	mtgo|NP_001137829.1|DMEL	LOC6047491|XP_038109664.1|CQUI
OG0001797	dpr7|NP_001096850.2|DMEL	LOC6047551|XP_038118672.1|CQUI, LOC6050873|XP_038122154.1|CQUI
OG0001798	robl|NP_523771.1|DMEL	LOC6033088|XP_001843587.1|CQUI
OG0001799	stg1|NP_001027082.1|DMEL, CG11566|NP_001027081.1|DMEL	LOC6043563|XP_001859940.2|CQUI
OG0001800	santa-maria|NP_723277.3|DMEL	LOC6051493|XP_038117999.1|CQUI
OG0001801	nbs|NP_651973.4|DMEL	LOC6049899|XP_038119313.1|CQUI
OG0001802	mRpL19|NP_524284.1|DMEL	LOC119770526|XP_038121485.1|CQUI, LOC6046222|XP_001863451.2|CQUI
OG0001803	CG15497|NP_650976.1|DMEL	LOC6039393|XP_001849006.2|CQUI
OG0001804	Pi4KIIalpha|NP_730944.2|DMEL	LOC6053879|XP_038114581.1|CQUI
OG0001805	Gr66a|NP_523971.3|DMEL	LOC6052240|XP_001868538.2|CQUI
OG0001806	CG5789|NP_651269.1|DMEL	LOC6032501|XP_001843089.2|CQUI
OG0001808	PGRP-LB|NP_001247052.1|DMEL	LOC6039490|XP_038115956.1|CQUI
OG0001809	slx1|NP_649484.3|DMEL	LOC6046894|XP_038121868.1|CQUI
OG0001810	CG31457|NP_732828.1|DMEL	LOC119767837|XP_038113417.1|CQUI, LOC6048710|XP_038115683.1|CQUI, LOC6042778|XP_038119753.1|CQUI
OG0001811	Optix|NP_001260793.1|DMEL	LOC6052426|XP_038121257.1|CQUI
OG0001812	ksh|NP_652499.2|DMEL	LOC6033997|XP_001844384.1|CQUI
OG0001813	Dys|NP_001036722.1|DMEL	LOC6045837|XP_038108395.1|CQUI
OG0001814	wtrw|NP_731193.1|DMEL	LOC6042171|XP_001851318.2|CQUI
OG0001815	RpL13A|NP_649560.1|DMEL	LOC6052975|XP_038122237.1|CQUI
OG0001816	Roe1|NP_610886.2|DMEL	LOC6039946|XP_001849441.1|CQUI
OG0001817	PCB|NP_724841.1|DMEL	LOC6033778|XP_038113959.1|CQUI
OG0001818	CG42339|NP_572674.3|DMEL	LOC6031465|XP_038110900.1|CQUI, LOC6031468|XP_038106439.1|CQUI
OG0001819	CG3045|NP_611646.1|DMEL	LOC6052485|XP_038106063.1|CQUI
OG0001820	CG18155|NP_996360.2|DMEL	LOC6031908|XP_038108785.1|CQUI
OG0001821	CG4781|NP_611951.1|DMEL	LOC6045851|XP_038113040.1|CQUI
OG0001822	CG13532|NP_611728.1|DMEL	LOC6051898|XP_038107802.1|CQUI
OG0001823	Sod1|NP_476735.1|DMEL	LOC6049608|XP_001866335.2|CQUI
OG0001824	CG31937|NP_608616.2|DMEL	LOC6043663|XP_001861292.2|CQUI, LOC6043665|XP_038111105.1|CQUI
OG0001825	sm|NP_001246428.1|DMEL	LOC6052855|XP_038109737.1|CQUI
OG0001826	Prosbeta5|NP_652014.1|DMEL	LOC6051516|XP_038113255.1|CQUI
OG0001827	SmydA-6|NP_611182.1|DMEL	LOC6047130|XP_038111924.1|CQUI, LOC6040294|XP_038110969.1|CQUI
OG0001828	Set2|NP_572888.2|DMEL	LOC6037826|XP_038114259.1|CQUI
OG0001829	CG8888|NP_610724.1|DMEL	LOC6053615|XP_038114283.1|CQUI
OG0001830	CG9890|NP_611750.1|DMEL	LOC6049875|XP_001866565.2|CQUI
OG0001831	CG7402|NP_649023.1|DMEL	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI
OG0001832	Efr|NP_572299.1|DMEL	LOC6036088|XP_001846181.1|CQUI
OG0001833	Taldo|NP_523835.2|DMEL	LOC6043113|XP_001855895.2|CQUI
OG0001848	CG40470|NP_001036635.1|DMEL	LOC6044339|XP_038122494.1|CQUI
OG0001849	Rpt2|NP_524469.2|DMEL	LOC6044345|XP_001861875.1|CQUI
OG0001850	Sox102F|NP_001014695.1|DMEL	LOC6038326|XP_038110281.1|CQUI
OG0001851	zfh2|NP_524623.2|DMEL	LOC6052786|XP_038111864.1|CQUI
OG0001852	trh|NP_001261207.1|DMEL	LOC6038309|XP_038105365.1|CQUI, LOC6038308|XP_038105255.1|CQUI
OG0001853	scrib|NP_001163746.1|DMEL	LOC6038307|XP_038117280.1|CQUI
OG0001854	CG9123|NP_573018.1|DMEL, CG12608|NP_573019.1|DMEL	LOC6041765|XP_038116879.1|CQUI
OG0001855	Vkor|NP_001014533.1|DMEL	LOC6035157|XP_038105344.1|CQUI
OG0001856	e_r_|NP_524662.1|DMEL	LOC6046575|XP_001863756.2|CQUI
OG0001857	mal|NP_523423.1|DMEL	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI
OG0001858	Ing3|NP_573316.1|DMEL	LOC6041772|XP_038104722.1|CQUI
OG0001859	CG32500|NP_728447.2|DMEL, CG32857|NP_728443.1|DMEL, CG33502|NP_996529.1|DMEL	LOC119767634|XP_038112546.1|CQUI
OG0001860	CG13698|NP_649027.1|DMEL	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI
OG0001861	ball|NP_651508.1|DMEL	LOC6037954|XP_038104548.1|CQUI
OG0001862	Cbs|NP_608424.1|DMEL	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI
OG0001863	Grip91|NP_524919.2|DMEL	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI
OG0001864	jvl|NP_001247105.1|DMEL	LOC6053324|XP_038105480.1|CQUI
OG0001865	DENR|NP_573176.1|DMEL	LOC6042722|XP_001870739.2|CQUI
OG0001866	sim|NP_524340.2|DMEL	LOC6042730|XP_038104345.1|CQUI
OG0001867	Nedd4|NP_648993.1|DMEL	LOC6048195|XP_038116728.1|CQUI
OG0001868	clumsy|NP_001036373.1|DMEL	LOC6052598|XP_038104287.1|CQUI
OG0001869	Grik|NP_001262788.1|DMEL	LOC6038423|XP_038105660.1|CQUI
OG0001870	CG4020|NP_572276.1|DMEL	LOC6044993|XP_001862417.2|CQUI
OG0001871	PGRP-SA|NP_572727.1|DMEL	LOC6039039|XP_038104101.1|CQUI
OG0001872	CG15537|NP_001097981.1|DMEL	LOC6034331|XP_038122572.1|CQUI
OG0001873	beta-Man|NP_649436.2|DMEL	LOC6045619|XP_038104541.1|CQUI
OG0001874	bai|NP_651323.3|DMEL	LOC6043591|XP_038105079.1|CQUI
OG0001875	CG12071|NP_651832.3|DMEL	LOC6047655|XP_038112718.1|CQUI
OG0001876	Mvd|NP_573068.3|DMEL	LOC6034410|XP_001844728.2|CQUI
OG0001877	CG2662|NP_570018.1|DMEL	LOC6034426|XP_001844744.2|CQUI
OG0001878	Droj2|NP_650283.1|DMEL	LOC6034484|XP_038114409.1|CQUI
OG0001879	stac|NP_651329.4|DMEL	LOC6034762|XP_038105957.1|CQUI
OG0001880	P5cr|NP_524400.2|DMEL	LOC6036518|XP_001846563.2|CQUI
OG0001881	lbe|NP_524435.2|DMEL	LOC6035632|XP_038104495.1|CQUI
OG0001882	CG5882|NP_651540.1|DMEL	LOC6035646|XP_001845785.2|CQUI
OG0001883	Cow|NP_001262857.1|DMEL	LOC6044618|XP_038104449.1|CQUI
OG0001884	AdSS|NP_650918.1|DMEL	LOC6035062|XP_001845298.1|CQUI
OG0001885	CG6770|NP_609539.1|DMEL	LOC119767037|XP_038110218.1|CQUI
OG0001886	CG9356|NP_649889.1|DMEL	LOC6044851|XP_001862296.1|CQUI
OG0001887	ND-B14|NP_610629.1|DMEL	LOC6038584|XP_001848366.1|CQUI
OG0001888	CG12173|NP_649523.1|DMEL	LOC6041722|XP_038122909.1|CQUI
OG0001889	APC4|NP_572522.2|DMEL	LOC6041728|XP_001850950.2|CQUI
OG0001890	CG5274|NP_649222.1|DMEL	LOC119765309|XP_038104857.1|CQUI
OG0001891	Gfrl|NP_001247206.1|DMEL	LOC6043184|XP_038105459.1|CQUI
OG0001892	vtd|NP_001015132.1|DMEL	LOC6035555|XP_001845713.2|CQUI
OG0001893	DNApol-alpha73|NP_733206.3|DMEL	LOC6032693|XP_038105722.1|CQUI
OG0001894	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL	LOC6032687|XP_001843247.2|CQUI
OG0001895	Gyf|NP_001162827.1|DMEL	LOC6032626|XP_038117551.1|CQUI
OG0001896	MFS17|NP_001015096.2|DMEL	LOC6033243|XP_038122668.1|CQUI
OG0001897	tws|NP_476880.1|DMEL	LOC6046290|XP_038104836.1|CQUI
OG0001898	mh|NP_573032.1|DMEL	LOC6031568|XP_001842347.2|CQUI
OG0001899	CG7720|NP_650753.1|DMEL	LOC6033679|XP_038122988.1|CQUI
OG0001900	lush|NP_524162.1|DMEL	LOC6041148|XP_038110611.1|CQUI
OG0001901	CG31635|NP_001260135.1|DMEL	LOC6033710|XP_038105128.1|CQUI
OG0001902	Myo81F|NP_001303492.1|DMEL	LOC6035419|XP_038119268.1|CQUI
OG0001905	l_1_10Bb|NP_511117.1|DMEL	LOC6040704|XP_001850058.2|CQUI
OG0001906	Calx|NP_001247215.1|DMEL	LOC6037489|XP_038105690.1|CQUI
OG0001907	caz|NP_523365.2|DMEL	LOC6038035|XP_038114494.1|CQUI
OG0001908	HSPBAP1|NP_651581.2|DMEL	LOC6042396|XP_038108468.1|CQUI
OG0001909	Hexo2|NP_525081.1|DMEL	LOC6032044|XP_038104689.1|CQUI
OG0001910	ohgt|NP_649973.1|DMEL	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI
OG0001912	CG8093|NP_611020.1|DMEL	LOC6033909|XP_001844298.2|CQUI
OG0001913	Lip2|NP_524667.1|DMEL	LOC6033916|XP_001844305.2|CQUI, LOC6033914|XP_038109497.1|CQUI, LOC6033918|XP_001844307.2|CQUI
OG0001914	mask|NP_001247280.1|DMEL	LOC6044843|XP_001862288.2|CQUI, LOC6033904|XP_001844293.2|CQUI
OG0001915	ACXD|NP_620469.2|DMEL	LOC6032785|XP_038118978.1|CQUI
OG0001916	Topors|NP_611388.1|DMEL	LOC6032807|XP_038118971.1|CQUI
OG0001917	CG8492|NP_648151.2|DMEL	LOC6032905|XP_038116382.1|CQUI
OG0001918	CG15014|NP_647892.1|DMEL	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI
OG0001919	CG30467|NP_611044.1|DMEL	LOC6041034|XP_001850345.2|CQUI
OG0001920	fwd|NP_001356971.1|DMEL	LOC6053530|XP_038119323.1|CQUI
OG0001921	cbc|NP_610876.1|DMEL	LOC6031101|XP_001841948.2|CQUI
OG0001922	asrij|NP_001261143.1|DMEL	LOC119770110|XP_038120318.1|CQUI, LOC6050944|XP_001867457.2|CQUI
OG0001924	CG17691|NP_001104018.1|DMEL	LOC6047853|XP_001864856.2|CQUI
OG0001925	CG10672|NP_647946.1|DMEL	LOC6044576|XP_001862068.2|CQUI
OG0001926	ImpE1|NP_524849.2|DMEL	LOC6031058|XP_038117318.1|CQUI
OG0001927	Nup54|NP_610783.1|DMEL	LOC6042822|XP_038119054.1|CQUI
OG0001928	CG8009|NP_648400.1|DMEL	LOC6042827|XP_001870824.2|CQUI
OG0001929	Rbfox1|NP_001246707.1|DMEL	LOC6044582|XP_038117729.1|CQUI
OG0001930	GEFmeso|NP_788403.2|DMEL	LOC6052394|XP_038121632.1|CQUI
OG0001932	JIL-1|NP_648432.1|DMEL	LOC6044950|XP_038115259.1|CQUI
OG0001933	CG4866|NP_611224.1|DMEL	LOC6051407|XP_001867852.2|CQUI
OG0001934	Gem3|NP_524019.1|DMEL	LOC119765391|XP_038105089.1|CQUI, LOC6047375|XP_001864443.2|CQUI
OG0001935	l_3_72Dp|NP_730119.1|DMEL	LOC6038818|XP_038120855.1|CQUI
OG0001937	Fs|NP_652376.2|DMEL	LOC6042011|XP_038115412.1|CQUI
OG0001938	CG18335|NP_610666.1|DMEL	LOC6044645|XP_038115793.1|CQUI
OG0001939	CG15650|NP_611529.1|DMEL	LOC6048509|XP_001865422.2|CQUI
OG0001940	CG46385|NP_001356959.1|DMEL	LOC6048947|XP_001865782.2|CQUI
OG0001941	Atac3|NP_001246531.1|DMEL	LOC6036592|XP_038117237.1|CQUI
OG0001942	CG9447|NP_610243.4|DMEL	LOC6041098|XP_038119257.1|CQUI, LOC6037316|XP_001847243.2|CQUI, LOC6041117|XP_038121399.1|CQUI
OG0001943	CG13055|NP_648851.1|DMEL	LOC119769729|XP_038119123.1|CQUI
OG0001944	Mtch|NP_523869.1|DMEL	LOC6053439|XP_001869521.2|CQUI
OG0001945	Dgk|NP_724619.2|DMEL	LOC6041342|XP_038121860.1|CQUI
OG0001946	Cyt-b5|NP_610294.1|DMEL	LOC6050479|XP_001867082.1|CQUI
OG0001947	HLH54F|NP_477302.1|DMEL	LOC6050483|XP_001867086.1|CQUI
OG0001948	CG6179|NP_573288.1|DMEL	LOC6048050|XP_038116081.1|CQUI
OG0001949	Eip78C|NP_524195.2|DMEL	LOC6050155|XP_038115622.1|CQUI
OG0001950	Itpr|NP_730941.1|DMEL	LOC6044944|XP_038114752.1|CQUI
OG0001951	jbug|NP_001261140.1|DMEL	LOC6038589|XP_038122017.1|CQUI
OG0001952	TpnC41C|NP_523619.2|DMEL	LOC6051573|XP_038119566.1|CQUI
OG0001953	Oatp58Dc|NP_001097409.1|DMEL	LOC6037139|XP_001847079.2|CQUI
OG0001954	KCNQ|NP_788300.3|DMEL	LOC6036398|XP_038119152.1|CQUI
OG0001955	CG17765|NP_610592.1|DMEL	LOC6036401|XP_001846454.2|CQUI
OG0001956	nmo|NP_001356976.1|DMEL	LOC6036547|XP_038117528.1|CQUI
OG0001957	RpL29|NP_477203.1|DMEL	LOC6036275|XP_001846341.1|CQUI
OG0001958	CG30116|NP_725799.1|DMEL	LOC6033549|XP_038117713.1|CQUI
OG0001959	Toll-9|NP_649214.1|DMEL	LOC6038392|XP_001848199.2|CQUI, LOC6037710|XP_038114451.1|CQUI
OG0001960	Psa|NP_728614.1|DMEL	LOC6040613|XP_001849983.2|CQUI
OG0001962	phr|NP_523653.2|DMEL	LOC6035473|XP_038120793.1|CQUI
OG0001963	CG9706|NP_001356982.1|DMEL	LOC6033576|XP_038116392.1|CQUI
OG0001964	smid|NP_523959.2|DMEL	LOC119770350|XP_038120975.1|CQUI
OG0001966	P5cr-2|NP_650632.1|DMEL	LOC6045542|XP_038120964.1|CQUI
OG0001967	Lapsyn|NP_611561.1|DMEL	LOC6037159|XP_038116491.1|CQUI
OG0001968	NijA|NP_996040.1|DMEL	LOC119769837|XP_038119461.1|CQUI
OG0001969	Orc1|NP_477303.1|DMEL	LOC6043784|XP_001861388.2|CQUI
OG0001970	blw|NP_726243.1|DMEL	LOC6033499|XP_001843940.1|CQUI
OG0001971	CG11041|NP_611453.2|DMEL	LOC119770383|XP_038121065.1|CQUI
OG0001972	IFT20|NP_724409.3|DMEL	LOC6050813|XP_038115650.1|CQUI
OG0001973	CG43795|NP_001097435.2|DMEL	LOC6030808|XP_038115981.1|CQUI
OG0001974	Myd88|NP_610479.1|DMEL	LOC6040965|XP_001850286.2|CQUI
OG0001975	CG13806|NP_647708.1|DMEL	LOC6047202|XP_001864288.2|CQUI
OG0001976	SmD3|NP_725106.1|DMEL	LOC6037093|XP_001847040.1|CQUI
OG0001977	cup|NP_523493.3|DMEL	LOC119767020|XP_038110184.1|CQUI, LOC6032497|XP_001843086.1|CQUI
OG0001978	Arr1|NP_476681.1|DMEL	LOC6034119|XP_038111127.1|CQUI
OG0001979	Rack1|NP_477269.1|DMEL	LOC6046047|XP_001863303.1|CQUI
OG0001980	galectin|NP_608487.1|DMEL	LOC6048883|XP_001865727.2|CQUI
OG0001981	fusl|NP_608923.1|DMEL	LOC6041637|XP_038113783.1|CQUI
OG0001982	Gpb5|NP_001104335.1|DMEL	LOC6046048|XP_001863304.2|CQUI
OG0001983	AGO3|NP_001036627.2|DMEL	LOC6037074|XP_038109968.1|CQUI
OG0001984	CG9154|NP_608993.2|DMEL	LOC6043314|XP_038108458.1|CQUI
OG0001985	Apoltp|NP_995670.2|DMEL	LOC6041484|XP_038107733.1|CQUI
OG0001986	TTLL3A|NP_609069.1|DMEL	LOC6039572|XP_038113369.1|CQUI
OG0001987	su_sable_|NP_476754.1|DMEL	LOC6033795|XP_038108902.1|CQUI, LOC6047193|XP_038106698.1|CQUI
OG0001988	EDTP|NP_995873.2|DMEL	LOC6031811|XP_038108479.1|CQUI
OG0001989	Gr21a|NP_001259841.1|DMEL	LOC6038274|XP_001848097.2|CQUI
OG0001990	loh|NP_609406.2|DMEL	LOC6038269|XP_038107998.1|CQUI
OG0001991	DIP-lambda|NP_001334747.1|DMEL	LOC6045657|XP_038110933.1|CQUI
OG0001992	CG31760|NP_723730.2|DMEL	LOC6048798|XP_038109494.1|CQUI
OG0001993	Sec61alpha|NP_609034.1|DMEL	LOC6034237|XP_001844584.2|CQUI, LOC6040852|XP_001850184.1|CQUI
OG0001994	TFAM|NP_732527.1|DMEL	LOC6031207|XP_001842041.2|CQUI
OG0001995	CG10194|NP_609973.1|DMEL	LOC6033195|XP_001843675.2|CQUI
OG0001996	nompC|NP_523483.2|DMEL	LOC6031275|XP_038108642.1|CQUI
OG0001997	CG3894|NP_611963.5|DMEL	LOC6042869|XP_001853641.1|CQUI
OG0001998	Eps-15|NP_611965.2|DMEL	LOC6052519|XP_038108714.1|CQUI
OG0001999	Hr3|NP_001334718.1|DMEL	LOC6049002|XP_038107788.1|CQUI
OG0002000	CG14274|NP_609212.2|DMEL	LOC6054187|XP_038109989.1|CQUI
OG0002001	kel|NP_476589.4|DMEL	LOC6033119|XP_038108756.1|CQUI
OG0002002	Dera|NP_610781.1|DMEL	LOC6042111|XP_001851261.2|CQUI
OG0002003	Tsp29Fa|NP_523515.1|DMEL	LOC6044259|XP_001861798.1|CQUI
OG0002004	qua|NP_001246066.1|DMEL	LOC6036173|XP_038111988.1|CQUI
OG0002005	PRL-1|NP_609780.1|DMEL	LOC6033275|XP_038111843.1|CQUI
OG0002006	Ziz|NP_001260200.1|DMEL	LOC6033224|XP_038110957.1|CQUI
OG0002008	eIF4G1|NP_001096852.1|DMEL	LOC6036447|XP_038109172.1|CQUI
OG0002009	fd59A|NP_523814.1|DMEL	LOC6036465|XP_038112709.1|CQUI
OG0002010	Argl|NP_609257.3|DMEL	LOC6036482|XP_001846532.2|CQUI
OG0002011	nesd|NP_610025.1|DMEL	LOC6034391|XP_001844709.2|CQUI
OG0002012	TpnC25D|NP_608915.2|DMEL	LOC6036347|XP_038112714.1|CQUI
OG0002013	Lim3|NP_001260559.1|DMEL	LOC6046639|XP_038107918.1|CQUI
OG0002014	CG10527|NP_611544.1|DMEL	LOC6035997|XP_038111448.1|CQUI
OG0002015	Uro|NP_476779.1|DMEL	LOC6034825|XP_001845096.2|CQUI
OG0002016	babo|NP_476999.1|DMEL	LOC6050974|XP_038107602.1|CQUI
OG0002017	Nos|NP_523541.2|DMEL	LOC6054171|XP_038108914.1|CQUI
OG0002018	Daxx|NP_609035.2|DMEL	LOC6032135|XP_001842789.2|CQUI
OG0002019	vir-1|NP_723746.1|DMEL	LOC6046126|XP_038110758.1|CQUI
OG0002020	RanGAP|NP_476712.1|DMEL	LOC6038005|XP_038108837.1|CQUI
OG0002021	tud|NP_476773.1|DMEL	LOC6037998|XP_001847845.2|CQUI
OG0002022	CG14397|NP_001163027.1|DMEL	LOC119767624|XP_038112509.1|CQUI
OG0002023	ry|NP_524337.1|DMEL	LOC6036020|XP_038109557.1|CQUI
OG0002024	CG4968|NP_609375.1|DMEL	LOC6033634|XP_001844061.1|CQUI
OG0002025	salm|NP_723670.2|DMEL	LOC6048337|XP_038109427.1|CQUI
