Orthogroup	DMEL.longest_only	AEAL.longest_only
OG0000382	mael|NP_788566.1|DMEL	LOC109426146|XP_029721602.1|AEAL, LOC109418415|XP_019548145.2|AEAL, LOC115262872|XP_029721609.1|AEAL, LOC109426147|XP_029708055.1|AEAL, LOC109418366|XP_029721920.1|AEAL, LOC115263629|XP_029722706.1|AEAL, LOC109417593|XP_019547198.2|AEAL
OG0000383	CG3609|NP_608675.1|DMEL, CG13280|NP_609812.1|DMEL	LOC109398262|XP_029708578.1|AEAL, LOC109419782|XP_029715631.1|AEAL, LOC115255013|XP_029708576.1|AEAL, LOC109420591|XP_019550499.2|AEAL
OG0000384	en|NP_523700.2|DMEL	LOC109621343|XP_019930937.2|AEAL
OG0000384	inv|NP_523699.3|DMEL	LOC109421514|XP_019930939.2|AEAL
OG0000385	yin|NP_001284844.1|DMEL	LOC109420121|XP_019549975.2|AEAL, LOC115254129|XP_029724332.1|AEAL
OG0000385	CG2930|NP_001284845.1|DMEL	LOC109411423|XP_029730869.1|AEAL, LOC109428856|XP_019560234.2|AEAL
OG0000386	CG7514|NP_647923.1|DMEL, CG18418|NP_647924.2|DMEL, CG1907|NP_651703.1|DMEL	LOC115260377|XP_029717200.1|AEAL
OG0000389	Slc45-1|NP_648292.1|DMEL	LOC109623394|XP_019933496.2|AEAL
OG0000390	aub|NP_476734.1|DMEL	LOC109418558|XP_029713073.1|AEAL, LOC109413120|XP_029713072.1|AEAL, LOC109422824|XP_019553263.2|AEAL, LOC115260637|XP_029717566.1|AEAL, LOC109401827|XP_019529985.2|AEAL, LOC109412092|XP_019541278.2|AEAL, LOC109412093|XP_029709661.1|AEAL, LOC109401826|XP_029709663.1|AEAL, LOC109404625|XP_019533080.2|AEAL
OG0000391	5-HT1A|NP_001356890.1|DMEL	LOC109622842|XP_029726622.1|AEAL, LOC115256936|XP_029711996.1|AEAL
OG0000391	5-HT1B|NP_001137708.2|DMEL	LOC115257016|XP_029712117.1|AEAL, LOC109623276|XP_019933333.1|AEAL
OG0000392	mid|NP_608927.2|DMEL, H15|NP_608926.2|DMEL	LOC115255423|XP_029709411.1|AEAL, LOC109410240|XP_029709335.1|AEAL, LOC115255415|XP_029709387.1|AEAL, LOC109417641|XP_029709359.1|AEAL, LOC115255405|XP_029709334.1|AEAL, LOC115255425|XP_029709414.1|AEAL, LOC115253639|XP_029709398.1|AEAL, LOC109410239|XP_029709361.1|AEAL
OG0000393	CadN|NP_001027277.1|DMEL	LOC109419307|XP_029727172.1|AEAL
OG0000393	CadN2|NP_001036368.2|DMEL	LOC109418168|XP_029727179.1|AEAL
OG0000394	CG15202|NP_572690.1|DMEL, CG15199|NP_572689.1|DMEL	LOC115253693|XP_029724198.1|AEAL
OG0000395	CG14125|NP_001261731.1|DMEL, CG11570|NP_001356902.1|DMEL, CG43294|NP_001356903.1|DMEL	LOC115264747|XP_029724634.1|AEAL, LOC115257131|XP_029712375.1|AEAL
OG0000399	CG6330|NP_733175.1|DMEL, CG3788|NP_611738.1|DMEL	LOC109433624|XP_019565608.2|AEAL
OG0000400	CG12177|NP_572911.1|DMEL, CG5418|NP_609571.1|DMEL, CG11158|NP_572912.1|DMEL	LOC109415196|XP_019544625.2|AEAL
OG0000402	CG1561|NP_996412.1|DMEL	LOC109421658|XP_019551728.2|AEAL, LOC109418292|XP_019548001.2|AEAL, LOC109428070|XP_019559290.2|AEAL, LOC109418299|XP_029719901.1|AEAL, LOC109428077|XP_019559296.2|AEAL, LOC109418293|XP_019548002.2|AEAL, LOC109428071|XP_019559291.2|AEAL, LOC109428073|XP_019559293.2|AEAL, LOC109418295|XP_019548004.2|AEAL, LOC109402235|XP_029729996.1|AEAL
OG0000404	CG9737|NP_651783.1|DMEL, CG9733|NP_651784.2|DMEL	LOC109430308|XP_019561904.2|AEAL, LOC109430356|XP_029722717.1|AEAL, LOC109430345|XP_019561948.2|AEAL, LOC109412418|XP_029722923.1|AEAL
OG0000405	CG6428|NP_570088.1|DMEL	LOC109404031|XP_019532439.2|AEAL
OG0000406	TpnC73F|NP_524122.2|DMEL, TpnC47D|NP_476968.1|DMEL	LOC109425699|XP_019556540.1|AEAL, LOC115269965|XP_029734663.1|AEAL, LOC109422787|XP_029734667.1|AEAL, LOC109418939|XP_019548698.1|AEAL, LOC109407754|XP_019536471.2|AEAL
OG0000407	CG5144|NP_648284.1|DMEL	LOC115263207|XP_029722053.1|AEAL, LOC115263432|XP_029722592.1|AEAL, LOC109418450|XP_029722063.1|AEAL, LOC109426179|XP_029722235.1|AEAL
OG0000407	Argk|NP_729446.1|DMEL	LOC109417874|XP_019547605.2|AEAL
OG0000408	CG8138|NP_650260.1|DMEL, CG14013|NP_608941.1|DMEL	LOC109423675|XP_019554216.2|AEAL, LOC109414288|XP_019543648.1|AEAL
OG0000409	Pgm2b|NP_610992.2|DMEL, Pgm2a|NP_610453.1|DMEL	LOC109432867|XP_029712468.1|AEAL
OG0000410	CG15143|NP_609848.1|DMEL, CG15144|NP_609849.2|DMEL, CG15145|NP_609850.2|DMEL	LOC115255101|XP_029708755.1|AEAL, LOC109420585|XP_019550497.2|AEAL
OG0000411	Cks85A|NP_649817.1|DMEL	LOC115254175|XP_029728799.1|AEAL, LOC109423890|XP_019554495.1|AEAL
OG0000411	Cks30A|NP_476947.1|DMEL	LOC109408555|XP_019537424.1|AEAL, LOC109429585|XP_019561118.1|AEAL
OG0000412	Mpcp1|NP_611468.1|DMEL, Mpcp2|NP_524069.2|DMEL	LOC109401457|XP_019529569.2|AEAL, LOC109410440|XP_019539541.1|AEAL, LOC109401458|XP_029710424.1|AEAL, LOC109410439|XP_019539540.1|AEAL
OG0000413	Or85e|NP_001262374.1|DMEL, Or83a|NP_524234.2|DMEL	LOC109433328|XP_029733112.1|AEAL, LOC109399299|XP_029719120.1|AEAL
OG0000414	Damm|NP_523703.2|DMEL, Strica|NP_610193.1|DMEL	LOC109401537|XP_029724524.1|AEAL, LOC109412615|XP_019541782.2|AEAL, LOC115253752|XP_029724433.1|AEAL, LOC109401536|XP_019529650.2|AEAL, LOC109412614|XP_029724432.1|AEAL, LOC109412613|XP_019541780.2|AEAL, LOC109401535|XP_019529649.2|AEAL, LOC115264686|XP_029724525.1|AEAL
OG0000415	HmgD|NP_726109.1|DMEL, HmgZ|NP_726106.1|DMEL	LOC109402060|XP_019530206.2|AEAL, LOC109416886|XP_019546527.1|AEAL
OG0000416	Cyp4g1|NP_525031.1|DMEL	LOC109402085|XP_029710927.1|AEAL, LOC109427372|XP_019558464.2|AEAL
OG0000416	Cyp4g15|NP_572721.1|DMEL	LOC109427757|XP_019558893.2|AEAL, LOC109431346|XP_019563108.1|AEAL
OG0000417	Esp|NP_524490.2|DMEL	LOC109397296|XP_029729083.1|AEAL, LOC115253819|XP_029709983.1|AEAL, LOC109423211|XP_029707949.1|AEAL, LOC115254707|XP_029708237.1|AEAL
OG0000417	CG9717|NP_651812.1|DMEL	LOC115256097|XP_029710215.1|AEAL, LOC109414066|XP_019543347.2|AEAL
OG0000418	CG17636|NP_001245442.1|DMEL, Ggt-1|NP_573303.1|DMEL	LOC109416314|XP_029712294.1|AEAL, LOC115267223|XP_029729971.1|AEAL, LOC115267226|XP_029729978.1|AEAL, LOC109402225|XP_019530409.2|AEAL, LOC115267222|XP_029729969.1|AEAL, LOC115267224|XP_029729972.1|AEAL, LOC109402226|XP_019530410.2|AEAL
OG0000419	SRPK|NP_001369087.1|DMEL	LOC109417954|XP_029725393.1|AEAL
OG0000419	CG8565|NP_573080.1|DMEL	LOC109433278|XP_019565253.2|AEAL
OG0000421	ck|NP_523571.1|DMEL	LOC109421651|XP_019551712.1|AEAL
OG0000421	Myo28B1|NP_723294.1|DMEL	LOC109420739|XP_019550761.2|AEAL, LOC109419943|XP_029708948.1|AEAL
OG0000422	FASN3|NP_001015405.3|DMEL	LOC115265533|XP_029726937.1|AEAL, LOC109421178|XP_019551217.2|AEAL, LOC109421176|XP_019551216.2|AEAL, LOC115265184|XP_029725312.1|AEAL, LOC115265185|XP_029725314.1|AEAL, LOC109427809|XP_019558943.2|AEAL, LOC109427811|XP_029725313.1|AEAL, LOC115265569|XP_029727059.1|AEAL, LOC109421327|XP_019551379.2|AEAL, LOC115265534|XP_029726938.1|AEAL, LOC109421326|XP_019551378.2|AEAL, LOC109426323|XP_019557324.2|AEAL, LOC109407207|XP_019535737.2|AEAL
OG0000423	Pepck1|NP_523784.2|DMEL, Pepck2|NP_611341.1|DMEL	LOC109400858|XP_019528888.2|AEAL, LOC109415498|XP_019544931.2|AEAL, LOC109415500|XP_019544933.2|AEAL, LOC109400859|XP_019528889.2|AEAL, LOC115267668|XP_029730683.1|AEAL
OG0000424	CG15117|NP_725851.1|DMEL	LOC109401664|XP_029712729.1|AEAL
OG0000425	resilin|NP_611157.1|DMEL	LOC109414922|XP_029731765.1|AEAL, LOC109428994|XP_019560382.2|AEAL
OG0000425	Cpr56F|NP_611470.1|DMEL	LOC115267748|XP_029730837.1|AEAL, LOC109414909|XP_019544303.2|AEAL
OG0000426	CG12896|NP_610584.2|DMEL, Prx2540-1|NP_724931.1|DMEL, Prx2540-2|NP_523683.1|DMEL	LOC115254201|XP_029731407.1|AEAL, LOC109622223|XP_019932021.1|AEAL
OG0000433	CG7536|NP_573265.1|DMEL	LOC109405351|XP_029709569.1|AEAL, LOC115255642|XP_029709601.1|AEAL, LOC115255632|XP_029709582.1|AEAL, LOC109397806|XP_029710315.1|AEAL
OG0000434	CG5590|NP_651578.1|DMEL	LOC109432159|XP_019564022.2|AEAL
OG0000435	CG1986|NP_572590.1|DMEL	LOC109399383|XP_019527364.2|AEAL, LOC109400689|XP_019528729.2|AEAL, LOC109430899|XP_029722005.1|AEAL, LOC115263188|XP_029722000.1|AEAL, LOC115263186|XP_029721998.1|AEAL, LOC109430904|XP_019562534.2|AEAL, LOC109405093|XP_029711212.1|AEAL
OG0000437	Bug22|NP_609402.1|DMEL	LOC109417248|XP_019546908.2|AEAL
OG0000437	CG17118|NP_723611.1|DMEL	LOC109401534|XP_019529653.2|AEAL
OG0000438	Jasper|NP_651768.1|DMEL	LOC109433257|XP_029715001.1|AEAL
OG0000439	SoxN|NP_001260269.1|DMEL	LOC109414031|XP_029729134.1|AEAL, LOC115264933|XP_029724932.1|AEAL, LOC115264925|XP_029724873.1|AEAL
OG0000439	Sox21a|NP_001261827.1|DMEL	LOC109432331|XP_019564217.1|AEAL
OG0000440	CG10344|NP_611671.1|DMEL, CG4676|NP_610853.1|DMEL	LOC115253935|XP_029708448.1|AEAL, LOC115255328|XP_029709200.1|AEAL, LOC109417702|XP_019547324.2|AEAL
OG0000441	CG9822|NP_611581.1|DMEL, CG17974|NP_611582.1|DMEL	LOC115255219|XP_029709022.1|AEAL, LOC109407178|XP_019535708.1|AEAL
OG0000442	Ubi-p5E|NP_727078.1|DMEL	LOC115269552|XP_029734200.1|AEAL
OG0000443	CG32483|NP_728540.1|DMEL, hiro|NP_612051.1|DMEL	LOC109623333|XP_019933431.2|AEAL, LOC109424680|XP_019555389.2|AEAL
OG0000444	CG9287|NP_609244.1|DMEL, CG9289|NP_609245.1|DMEL	LOC109397004|XP_029731025.1|AEAL, LOC115262796|XP_029721544.1|AEAL
OG0000448	CG11318|NP_651842.3|DMEL, CG15556|NP_651845.2|DMEL	LOC109402161|XP_029729860.1|AEAL, LOC109413232|XP_019542504.2|AEAL
OG0000449	Krn|NP_524129.1|DMEL	LOC115257229|XP_029712526.1|AEAL, LOC109397778|XP_029733990.1|AEAL, LOC109428789|XP_019560181.1|AEAL
OG0000449	spi|NP_476909.2|DMEL	LOC109405354|XP_029709574.1|AEAL, LOC115255646|XP_029709606.1|AEAL, LOC109397817|XP_029709591.1|AEAL
OG0000450	X11Lbeta|NP_727440.3|DMEL	LOC109422876|XP_029724024.1|AEAL
OG0000450	X11L|NP_001285376.1|DMEL	LOC109433652|XP_029711834.1|AEAL, LOC115253978|XP_029711929.1|AEAL, LOC115253558|XP_029733836.1|AEAL
OG0000451	CG14778|NP_569918.1|DMEL	LOC109427699|XP_019558831.2|AEAL
OG0000451	CG14777|NP_569917.1|DMEL	LOC109427697|XP_019558826.2|AEAL
OG0000453	E5|NP_524825.1|DMEL	LOC109425349|XP_029729693.1|AEAL, LOC115267043|XP_029729695.1|AEAL, LOC115267026|XP_029729660.1|AEAL, LOC109425351|XP_019556147.1|AEAL
OG0000454	CG15580|NP_649610.1|DMEL, CG18171|NP_647651.1|DMEL	LOC109621699|XP_029725277.1|AEAL
OG0000456	Dyrk3|NP_001033810.1|DMEL	LOC109415851|XP_029720057.1|AEAL
OG0000456	Dyrk2|NP_001260456.1|DMEL	LOC109401374|XP_029712273.1|AEAL
OG0000457	DIP-zeta|NP_723442.2|DMEL	LOC115264999|XP_029725048.1|AEAL, LOC115264937|XP_029724947.1|AEAL, LOC109404215|XP_029724888.1|AEAL
OG0000457	DIP-epsilon|NP_001137799.1|DMEL	LOC115265005|XP_029725053.1|AEAL
OG0000458	MRP|NP_723772.2|DMEL	LOC115262061|XP_029719863.1|AEAL, LOC109429691|XP_029720017.1|AEAL, LOC109407008|XP_029719888.1|AEAL, LOC109407014|XP_019535575.2|AEAL, LOC115262073|XP_029719887.1|AEAL, LOC115262076|XP_029719889.1|AEAL, LOC109407010|XP_019535570.2|AEAL, LOC109429725|XP_029719860.1|AEAL, LOC115262119|XP_029720016.1|AEAL, LOC109400294|XP_029724827.1|AEAL, LOC109425179|XP_029724844.1|AEAL
OG0000460	CG7420|NP_001259871.1|DMEL	LOC115255452|XP_029709438.1|AEAL
OG0000465	tld|NP_524487.2|DMEL, tok|NP_476879.1|DMEL	LOC109423357|XP_019553875.2|AEAL, LOC109430165|XP_029713455.1|AEAL, LOC109432135|XP_029713196.1|AEAL
OG0000466	Gs2|NP_001285121.1|DMEL	LOC115267077|XP_029729787.1|AEAL, LOC109399946|XP_019527945.1|AEAL
OG0000466	Gs1|NP_476570.1|DMEL	LOC109427781|XP_029720741.1|AEAL
OG0000467	pk|NP_724538.1|DMEL, esn|NP_001260760.1|DMEL	LOC109423258|XP_029726430.1|AEAL
OG0000468	eEF1alpha2|NP_524611.1|DMEL	LOC115262136|XP_029720097.1|AEAL, LOC109428099|XP_029720117.1|AEAL, LOC109418321|XP_019548041.1|AEAL
OG0000468	eEF1alpha1|NP_477375.1|DMEL	LOC109418072|XP_019547792.2|AEAL
OG0000469	bru2|NP_001036356.1|DMEL, bru1|NP_723737.1|DMEL	LOC109429969|XP_029720082.1|AEAL, LOC109429553|XP_029719682.1|AEAL, LOC115262131|XP_029720081.1|AEAL
OG0000470	eg|NP_524206.1|DMEL	LOC115257400|XP_029712822.1|AEAL, LOC109418772|XP_029712085.1|AEAL, LOC109406508|XP_029713617.1|AEAL
OG0000470	knrl|NP_788552.1|DMEL	LOC109415835|XP_029715753.1|AEAL, LOC109418775|XP_029712889.1|AEAL
OG0000471	PIG-Wb|NP_647654.1|DMEL, PIG-Wa|NP_608679.1|DMEL	LOC109402525|XP_029720071.1|AEAL
OG0000473	SmydA-9|NP_572539.2|DMEL, SmydA-8|NP_001014717.1|DMEL	LOC109427502|XP_019558599.2|AEAL, LOC115254412|XP_029707762.1|AEAL
OG0000474	CG4880|NP_573177.1|DMEL, CG7557|NP_648464.1|DMEL	LOC109404730|XP_019533199.2|AEAL, LOC115269060|XP_029733230.1|AEAL
OG0000475	PyK|NP_524448.3|DMEL, CG7069|NP_651030.1|DMEL	LOC109423532|XP_019554059.1|AEAL
OG0000476	GstZ1|NP_649894.1|DMEL, GstZ2|NP_649895.1|DMEL	LOC109405416|XP_019534025.2|AEAL, LOC109402424|XP_029729906.1|AEAL, LOC115253985|XP_029712586.1|AEAL
OG0000477	CG7910|NP_649765.1|DMEL, CG7900|NP_001097707.1|DMEL	LOC109405223|XP_019533802.2|AEAL
OG0000478	CG32633|NP_572898.1|DMEL, CG31086|NP_733139.1|DMEL	LOC115261565|XP_029719319.1|AEAL, LOC109420225|XP_029725817.1|AEAL, LOC109409968|XP_029717035.1|AEAL, LOC115265746|XP_029727552.1|AEAL, LOC109409969|XP_019539030.1|AEAL, LOC115261566|XP_029719320.1|AEAL
OG0000479	CG16749|NP_649881.1|DMEL, CG12951|NP_649880.1|DMEL	LOC115263214|XP_029722059.1|AEAL, LOC115263355|XP_029722513.1|AEAL, LOC109430843|XP_029722509.1|AEAL, LOC109430825|XP_019562456.2|AEAL, LOC115263357|XP_029722515.1|AEAL, LOC115263352|XP_029722508.1|AEAL, LOC109430827|XP_029722514.1|AEAL
OG0000480	Pgk|NP_476676.1|DMEL, CG9961|NP_608704.2|DMEL	LOC109415040|XP_019544436.2|AEAL, LOC109621950|XP_019931711.1|AEAL
OG0000482	Arc42|NP_650840.1|DMEL	LOC109422646|XP_019553034.2|AEAL, LOC109402853|XP_019531139.2|AEAL, LOC115271087|XP_029736423.1|AEAL, LOC109402844|XP_019531125.2|AEAL
OG0000483	CG33341|NP_996282.1|DMEL, CG13614|NP_651256.2|DMEL	LOC109403303|XP_019531651.2|AEAL, LOC109403255|XP_029719364.1|AEAL, LOC109433400|XP_019565376.2|AEAL
OG0000484	CG18493|NP_650803.1|DMEL, CG3734|NP_650802.1|DMEL	LOC115260280|XP_029717075.1|AEAL, LOC109406257|XP_019534864.1|AEAL
OG0000485	CG32196|NP_730334.2|DMEL, CG4306|NP_649038.1|DMEL	LOC109405475|XP_019534111.1|AEAL
OG0000486	Eglp4|NP_001261154.1|DMEL, Eglp2|NP_788433.2|DMEL	LOC109428916|XP_019560303.2|AEAL, LOC115267545|XP_029730488.1|AEAL, LOC109408709|XP_019537614.2|AEAL, LOC115253482|XP_029730827.1|AEAL
OG0000489	Ir100a|NP_651898.2|DMEL, Ir10a|NP_001096949.1|DMEL	LOC109433597|XP_019565581.2|AEAL, LOC109431157|XP_019562906.2|AEAL, LOC109408968|XP_019537912.2|AEAL, LOC109408945|XP_019537890.2|AEAL
OG0000490	DIP-alpha|NP_726871.1|DMEL	LOC115267225|XP_029729976.1|AEAL, LOC109402227|XP_029729973.1|AEAL
OG0000490	DIP-beta|NP_001138225.1|DMEL	LOC109431349|XP_029733420.1|AEAL, LOC109427779|XP_029717800.1|AEAL
OG0000491	CG30037|NP_725097.2|DMEL, CG30036|NP_725096.2|DMEL, GalT1|NP_788328.1|DMEL	LOC115267172|XP_029729877.1|AEAL, LOC109415532|XP_019544960.2|AEAL
OG0000492	CG8800|NP_610483.1|DMEL	LOC115268555|XP_029732510.1|AEAL, LOC109403859|XP_019532304.1|AEAL
OG0000492	CG10839|NP_609776.1|DMEL	LOC109414237|XP_019543596.1|AEAL
OG0000493	Mst98Cb|NP_524539.1|DMEL, Mst98Ca|NP_524899.1|DMEL	LOC109424249|XP_029734410.1|AEAL
OG0000494	vig|NP_523572.1|DMEL	LOC109406097|XP_019534701.2|AEAL, LOC109402997|XP_019531256.1|AEAL
OG0000495	CG4607|NP_572380.1|DMEL, CG8249|NP_611060.2|DMEL	LOC109412654|XP_029720655.1|AEAL, LOC109420930|XP_029720657.1|AEAL
OG0000496	CG9171|NP_723117.1|DMEL	LOC109429623|XP_029728581.1|AEAL, LOC109623404|XP_029719965.1|AEAL
OG0000496	CG15483|NP_609592.1|DMEL	LOC109623402|XP_019933500.2|AEAL, LOC109429619|XP_029728582.1|AEAL
OG0000497	Pvf2|NP_523499.2|DMEL, Pvf3|NP_001097107.1|DMEL	LOC109420450|XP_019550342.2|AEAL
OG0000498	CG5768|NP_001369031.1|DMEL, CG13616|NP_651262.1|DMEL	LOC109433408|XP_019565383.2|AEAL, LOC109433401|XP_019565377.2|AEAL
OG0000499	Vha36-1|NP_651987.1|DMEL	LOC109406732|XP_019535320.1|AEAL, LOC115268954|XP_029733028.1|AEAL
OG0000500	AstC-R1|NP_649040.2|DMEL, AstC-R2|NP_001303398.1|DMEL	LOC109418753|XP_029712968.1|AEAL
OG0000504	CG9701|NP_648918.1|DMEL	LOC115267607|XP_029730594.1|AEAL, LOC115267631|XP_029730635.1|AEAL, LOC109431603|XP_029730638.1|AEAL, LOC115267608|XP_029730595.1|AEAL, LOC109428459|XP_029711459.1|AEAL, LOC109398075|XP_029730592.1|AEAL, LOC109431700|XP_029730619.1|AEAL, LOC109398100|XP_029730596.1|AEAL, LOC115267620|XP_029730621.1|AEAL
OG0000505	kirre|NP_726844.1|DMEL, rst|NP_525058.2|DMEL	LOC109406904|XP_029717796.1|AEAL, LOC109427792|XP_029729836.1|AEAL, LOC109412957|XP_029717731.1|AEAL, LOC115260666|XP_029717674.1|AEAL
OG0000506	CG31106|NP_733086.2|DMEL, CG31103|NP_001097914.1|DMEL	LOC109423458|XP_029722798.1|AEAL, LOC109432150|XP_029722799.1|AEAL
OG0000507	Ant2|NP_511110.1|DMEL	LOC109413463|XP_019542683.1|AEAL
OG0000507	sesB|NP_727448.1|DMEL	LOC109400515|XP_019528579.1|AEAL
OG0000508	CG32320|NP_001097472.3|DMEL, CG6845|NP_612000.3|DMEL	LOC109410535|XP_029727494.1|AEAL
OG0000509	Sema2a|NP_477507.1|DMEL	LOC109401455|XP_029708081.1|AEAL, LOC115253623|XP_029708088.1|AEAL, LOC109422218|XP_029708090.1|AEAL
OG0000510	CG8323|NP_610933.1|DMEL, CG18327|NP_610934.1|DMEL	LOC109408912|XP_019537841.2|AEAL, LOC109418468|XP_019548221.2|AEAL
OG0000511	Cyt-b5-r|NP_477154.1|DMEL, CG17928|NP_609810.1|DMEL	LOC109429398|XP_019560891.2|AEAL
OG0000513	CG3270|NP_610228.1|DMEL, l_2_37Bb|NP_536791.1|DMEL	LOC115265613|XP_029727295.1|AEAL, LOC109404802|XP_019533297.2|AEAL
OG0000514	pdm2|NP_723763.1|DMEL, nub|NP_001097153.1|DMEL	LOC109404634|XP_029720242.1|AEAL, LOC109411763|XP_029720339.1|AEAL
OG0000516	CG9522|NP_644677.1|DMEL, CG12539|NP_572976.1|DMEL	LOC115261325|XP_029718606.1|AEAL
OG0000517	CG17029|NP_648821.1|DMEL, CG17028|NP_648822.1|DMEL	LOC109428933|XP_019560320.2|AEAL, LOC115258132|XP_029714032.1|AEAL
OG0000521	CCKLR-17D3|NP_001097023.1|DMEL, CCKLR-17D1|NP_001097021.1|DMEL	LOC115256648|XP_029711363.1|AEAL
OG0000522	CG10029|NP_649716.1|DMEL, CG9911|NP_573111.1|DMEL	LOC115261827|XP_029719597.1|AEAL, LOC109402233|XP_019530417.1|AEAL, LOC115267220|XP_029729967.1|AEAL
OG0000523	Stt3B|NP_524494.1|DMEL	LOC109417026|XP_019546697.1|AEAL
OG0000523	Stt3A|NP_608425.1|DMEL	LOC109402222|XP_019530404.2|AEAL
OG0000524	Irp-1A|NP_477371.1|DMEL, Irp-1B|NP_524303.2|DMEL	LOC109409733|XP_019538773.2|AEAL
OG0000525	CG30345|NP_724760.2|DMEL, CG30344|NP_724759.1|DMEL	LOC109426662|XP_029725563.1|AEAL, LOC109426663|XP_019557735.2|AEAL
OG0000526	PCNA2|NP_609994.1|DMEL, PCNA|NP_476905.1|DMEL	LOC109420592|XP_019550501.2|AEAL, LOC115266344|XP_029728320.1|AEAL, LOC109428274|XP_029728470.1|AEAL, LOC109427955|XP_019559159.1|AEAL
OG0000527	ed|NP_523469.2|DMEL, fred|NP_608812.3|DMEL	LOC109420067|XP_029713542.1|AEAL, LOC115257747|XP_029713524.1|AEAL, LOC109407802|XP_029713722.1|AEAL
OG0000528	CG33281|NP_995620.1|DMEL	LOC115259066|XP_029715434.1|AEAL, LOC115259076|XP_029715447.1|AEAL, LOC109433120|XP_029716911.1|AEAL, LOC109433130|XP_019565072.2|AEAL, LOC109404663|XP_019533137.2|AEAL, LOC109433136|XP_019565076.1|AEAL
OG0000529	CG34447|NP_001097060.1|DMEL, CG14034|NP_001036339.1|DMEL	LOC109401725|XP_019529861.2|AEAL
OG0000530	CG32079|NP_729645.3|DMEL, CG1139|NP_647686.1|DMEL	LOC109404870|XP_029714637.1|AEAL, LOC115254025|XP_029715254.1|AEAL, LOC115258587|XP_029714691.1|AEAL, LOC109398719|XP_029725180.1|AEAL
OG0000531	CG17493|NP_001260692.1|DMEL, CG31802|NP_724103.1|DMEL	LOC109402101|XP_019530267.2|AEAL, LOC115254992|XP_029708556.1|AEAL
OG0000533	SLIRP1|NP_001027083.1|DMEL	LOC115267578|XP_029730517.1|AEAL, LOC115267577|XP_029730515.1|AEAL
OG0000533	SLIRP2|NP_649808.1|DMEL	LOC109431876|XP_029712670.1|AEAL
OG0000535	CG12895|NP_001260868.1|DMEL, CG14757|NP_610363.1|DMEL	LOC109398917|XP_019526916.2|AEAL, LOC115261332|XP_029718636.1|AEAL, LOC109401621|XP_029724250.1|AEAL
OG0000536	frm|NP_001137887.1|DMEL	LOC115264776|XP_029724655.1|AEAL, LOC109401564|XP_029724530.1|AEAL, LOC109623392|XP_029729324.1|AEAL, LOC115262584|XP_029720835.1|AEAL, LOC109623370|XP_029720836.1|AEAL, LOC109426873|XP_019557979.2|AEAL, LOC115263539|XP_029722641.1|AEAL, LOC109426875|XP_029721168.1|AEAL
OG0000537	Incenp|NP_523648.3|DMEL	LOC109408772|XP_029730736.1|AEAL, LOC115267712|XP_029730734.1|AEAL, LOC109432694|XP_029730757.1|AEAL
OG0000538	CG43324|NP_001246399.1|DMEL, Ggamma1|NP_523662.1|DMEL	LOC115257305|XP_029712629.1|AEAL, LOC109408744|XP_029730747.1|AEAL, LOC109428955|XP_019560345.1|AEAL
OG0000539	E_spl_mgamma-HLH|NP_524504.2|DMEL, E_spl_mbeta-HLH|NP_524505.2|DMEL	LOC109425942|XP_019556892.2|AEAL, LOC115260132|XP_029716901.1|AEAL, LOC109407618|XP_019536304.1|AEAL
OG0000542	ND-49L|NP_651392.2|DMEL, ND-49|NP_651926.1|DMEL	LOC109405382|XP_019533982.2|AEAL
OG0000543	CG4408|NP_651141.2|DMEL, CG2915|NP_610338.1|DMEL	LOC109402692|XP_019530940.2|AEAL, LOC109402667|XP_019530911.2|AEAL
OG0000544	Prat2|NP_523949.2|DMEL, Prat|NP_524271.2|DMEL	LOC115269103|XP_029733348.1|AEAL, LOC109422143|XP_019552329.2|AEAL, LOC109432623|XP_019564530.2|AEAL
OG0000545	beat-IIb|NP_650613.2|DMEL, beat-IIa|NP_524384.3|DMEL	LOC115259474|XP_029715915.1|AEAL
OG0000546	Nup93-2|NP_650404.1|DMEL, Nup93-1|NP_572929.1|DMEL	LOC109404024|XP_019532434.2|AEAL
OG0000547	Ran|NP_651969.1|DMEL, Ran-like|NP_524082.1|DMEL	LOC109409292|XP_029716677.1|AEAL, LOC109621276|XP_029726259.1|AEAL
OG0000548	CG9389|NP_649295.1|DMEL, CG9391|NP_649294.1|DMEL	LOC109399434|XP_019527422.2|AEAL, LOC109400760|XP_019528805.2|AEAL
OG0000549	l_2_efl|NP_523827.1|DMEL	LOC115265020|XP_029725081.1|AEAL, LOC109422484|XP_029721752.1|AEAL, LOC109423380|XP_029716682.1|AEAL, LOC115262956|XP_029721747.1|AEAL, LOC109422434|XP_019552772.2|AEAL, LOC109425730|XP_029721748.1|AEAL, LOC115267738|XP_029730805.1|AEAL, LOC115259992|XP_029716684.1|AEAL, LOC115265016|XP_029725076.1|AEAL, LOC109425729|XP_019933254.2|AEAL, LOC109422423|XP_029716683.1|AEAL, LOC109422446|XP_019552781.2|AEAL, LOC109421026|XP_019551058.2|AEAL, LOC115261201|XP_029718408.1|AEAL, LOC115265226|XP_029725368.1|AEAL, LOC115258798|XP_029715078.1|AEAL, LOC109422467|XP_029721753.1|AEAL, LOC109425727|XP_019556600.2|AEAL
